Hybridization REF	TCGA-A2-A0CU-01A-12R-A034-07
ZNF397	0.252
MLL	0.2152
TTLL6	-0.803571428571428
ANKRD15	-0.3255
KIAA1958	-0.146
C1orf218	1.541875
ZDHHC16	-0.74025
DDX47	-0.158
EVI5L	-0.3745
GDF6	-3.7015
TAPBPL	0.207666666666667
BTG1	1.1747
DPP4	-1.7485
KLHL23	-1.126
APOC3	-4.042
BTBD12	-0.04
CNOT4	0.1536875
HIST1H3I	0.717166666666667
OR5H1	0.28975
APEH	-0.190875
TRY1	-0.21375
SLC26A8	0.922666666666667
KCNA2	-0.093
TMEM159	1.4955
C6orf81	-0.377166666666667
PCYT1A	0.320333333333333
C6orf157	0.419
BRMS1	-0.16575
CHST1	1.6115
LGALS1	-0.018
TAF1B	0.2685
FLJ40504	0.17325
GPR173	-0.026
COL15A1	1.511625
CASP10	-0.983357142857143
PCMT1	-0.796714285714286
HDAC5	1.8593
LOC641367	-0.92975
EVC2	0.19875
SGPL1	0.2115
GON4L	0.217214285714286
AFG3L2	-0.717
C5orf15	0.031
UBXD1	0.8245
LILRB4	0.904666666666667
GSTA4	1.90566666666667
ADIG	0.3455
GRIPAP1	0.455625
HIST1H3B	-0.419
BTRC	0.767
USP49	-1.517
IQCH	1.403875
ACBD6	-0.44675
YEATS2	-1.09375
CABP5	-0.1345
TRIM3	0.65925
HNRPM	0.27225
FGG	-4.5099
C18orf16	-0.46225
CLEC2B	-0.7765
PQBP1	-0.5255
JTB	-0.1555
REST	1.97666666666667
SLC8A3	-1.03366666666667
TMEM16H	1.0375
MRPL47	-0.1455
EVI1	1.0666
MUC1	1.2825
TEAD3	0.160125
STOML1	-0.758875
USP24	-0.2763
PNMA5	-0.302
MAEL	2.14883333333333
LBP	0.9013
HSD17B4	0.442625
SEC31B	-1.77225
IDH2	-0.2072
SFRS16	-1.2975
AICDA	0.3145
RNF180	-0.743
C1orf56	-0.0743333333333333
FLJ10324	1.58033333333333
GPR148	-0.9105
MEF2A	0.632666666666667
ASF1B	-1.16883333333333
HTN3	-0.659
RNF215	0.84125
SLC4A3	0.375
ADAMTS9	1.1625
C9orf66	-0.238833333333333
FOXD3	0.3625
GSDM1	0.62
IFITM5	1.2295
PODXL2	-1.37933333333333
C1orf176	0.35075
RPS3	-0.88875
hCG_2004593	-0.984875
COL21A1	0.4565
NTNG2	-0.365333333333333
RAI14	-0.199
P76	0.22225
LRFN3	0.72375
FAM14B	-1.107375
FKBP14	-1.61225
TNNI3	-2.7755
HOXB3	-0.3555
SGCB	0.162
PPAPDC3	-0.05825
FRAT1	-0.372166666666667
MORN1	0.628
ARHGEF2	-0.8505
BNIP2	-0.1855
DHX30	0.16775
EEFSEC	-0.63175
FGF20	0.96
FLJ38973	0.501714285714286
PLCH2	0.357833333333333
CCNG2	2.335
PSPN	0.595
WDR88	0.107
HOXB13	-3.28025
MTMR8	-1.4055
SPAM1	-1.183
PPP2R1B	-0.7715
TANC1	2.011625
CNN3	0.0389
CHGA	0.058125
C9orf128	3.25925
CACNA1B	0.494333333333333
MMAB	-0.6057
RHOA	0.0201666666666667
RAPGEFL1	1.8715
SLC1A5	-1.03333333333333
CALCA	-0.348875
SYCP1	-0.17575
CXCL11	2.750375
GFI1B	-2.0655
PSCD1	0.442166666666667
C11orf58	0.588166666666667
MGC45438	0.334833333333333
NUDT18	1.30016666666667
ASB3	-0.559666666666667
ZP1	-3.3685
LPPR2	0.3586
ZNF527	0.538166666666667
ZNF771	0.239375
TTBK2	-0.760125
TRIM55	-0.9215
GJB3	-0.4475
PRSS35	1.42
SCRG1	3.37275
ZDHHC24	0.433
DUSP26	2.321
C1orf51	-0.179125
DNAJC3	0.362166666666667
LITAF	0.3795
ZNF410	-0.277
AFP	-5.2055
ZW10	-0.8495
PHOX2B	0.394
VILL	0.839
ELOVL7	0.017375
LOC644186	5.02
PPP3CC	-0.19625
CHST13	-2.40525
WDR40B	0.228083333333333
MEA1	-0.489
HILS1	-2.67625
DLX6	-2.35666666666667
NKG7	1.447
EMP1	1.14475
ACTR6	0.47875
CHCHD7	-0.126142857142857
COG2	0.2637
TCEA2	0.7875
TARS	-1.442
FLJ20294	0.393833333333333
ZNF92	0.8055
TRAPPC2L	-0.1356
ARHGAP28	-0.760571428571429
CCDC109B	0.27225
LGTN	-0.646166666666667
INGX	-0.154
LOC124446	1.64275
RPS2	-1.77025
C17orf75	-0.6105
NBPF1	1.1405
SLC2A8	0.265
SNRPE	-1.09325
CARD6	-0.09725
IL13RA2	-1.456875
CUEDC2	-0.699625
C4orf19	-1.0205
AOC3	2.770625
MTHFD2	-1.6965
OR5M9	0.5645
C4orf38	0.027
SS18L2	0.07775
OAS3	-0.409
LARGE	0.1475
LRIG3	-0.0335
LIMA1	1.7675
STARD3	0.376666666666667
VPS39	0.488375
CTAGE6	-0.252
ODAM	-1.684
MORF4L2	0.449625
GSTO2	-0.87475
MTFMT	-0.662
PRKAB2	-0.816285714285714
ZNF76	-0.183833333333333
HSPB2	4.2255
CRB2	-0.02075
KLRK1	-3.178
LYST	0.1435
UBE2M	-0.582
SLC16A9	-0.55375
ZNF281	1.393
ST8SIA1	-1.123875
C9orf105	-1.039
ANKRD46	1.196
FAM108A3	0.771
C20orf91	0.0095
ZYX	-0.787666666666667
RSPH1	4.3535
ZSCAN5	-0.3915
RIMS3	-0.5525
KRT76	-0.08
CEACAM4	0.602833333333333
SIRPB1	-0.04475
CFHR4	2.3205
SOX3	-0.465
GATAD1	-0.615125
C21orf57	-0.7515
TMC8	-0.955
AVIL	1.48166666666667
LMOD1	4.0885
HIGD1A	2.877
NEU3	-0.349666666666667
DES	2.40575
BZW1	0.3399
ZNF221	-0.44
CCDC27	0.159
GDAP1	1.2825
RBBP4	0.83175
MGC40499	-0.10575
PHKA1	-0.21625
PRKAR1A	0.6265
HSD3B1	-0.07775
RAD52	-1.277
CD207	0.4665
LOC389791	0.392
RSPO1	-0.1758
TMEPAI	1.372125
MFSD2	-0.06
ETV4	-0.0373333333333333
SCGN	-1.866
LOC391356	-0.25675
MPP1	-1.078125
STARD3NL	-0.14625
TFAP2D	0.495
CD2AP	0.38875
CCL20	-5.47866666666667
CCDC86	-0.8285
ZFP30	-0.40775
CTBP1	0.437083333333333
MAK10	0.788166666666667
STXBP5	-1.08783333333333
LOR	0.1333
MAP6D1	1.568
ARMC7	0.2045
TMEM150	0.9309
NSL1	-0.25375
KIF5A	0.296125
ASCC2	-0.296166666666667
PSENEN	0.179166666666667
OPTC	-0.4385
FCRL2	-0.1935
KBTBD11	-0.08175
PCK1	-0.870875
CENTD3	-1.0915
MEGF8	0.057
ALPPL2	-0.269
OBFC2B	0.165166666666667
ZFYVE20	-0.00937500000000001
GALC	1.28133333333333
CTRB2	0.295
C20orf71	0.170333333333333
TBKBP1	1.06916666666667
CAMLG	0.818125
TREML4	-0.2895
RSAD1	0.101
TUBA3D	0.2483
KIAA1833	0.741875
PNPLA1	-0.553
LRRC34	-1.09883333333333
CDH26	-0.2065
ZNF167	0.997333333333333
ZBTB26	-1.0226
VWF	3.7392
VTN	-1.052
BAD	1.33775
PDS5B	1.19966666666667
ZNF644	1.21966666666667
SH3GLB2	0.346375
SMPDL3A	0.4417
NRG2	-0.639375
IL15	-0.131333333333333
GABARAPL1	-0.00933333333333333
LAT2	-0.2848
SLCO1A2	-3.20783333333333
LIG4	-0.0650833333333333
GSDMDC1	1.1965
BMP4	-2.276625
METT10D	-0.077875
SYCE1	-0.08025
SPANXD	-5.8325
SLC12A9	0.311
MC1R	-1.762
RNF168	-1.1655
TRIM69	1.50725
GALNT7	0.9495
ISG20L2	-0.3035
KIAA2026	0.408
TNFAIP8L1	0.0445
DPY19L2	1.3145
C12orf63	-0.401
PRDX5	-0.62875
MED6	-1.473
TXNDC5	-1.14725
CD46	1.23183333333333
CCK	-0.014
C17orf48	-0.8685
ANUBL1	1.85525
SIT1	-1.43516666666667
TYSND1	0.518666666666667
DEF6	-0.669666666666667
GLT8D4	0.5805
UTP14A	0.172375
RPH3AL	2.12375
NXF1	-0.0551666666666667
TRERF1	-0.28
TUBB3	-1.1315
SLC24A2	0.688
SEC22B	0.539833333333333
ZNF653	0.48475
GGTL3	-1.31933333333333
CDKL2	1.67575
CTF8	-0.359166666666667
EPC1	0.873
CYP4A11	-0.362
THRSP	5.01066666666667
LELP1	-0.277166666666667
TES	0.573875
C17orf87	1.727
FERD3L	0.2315
SH3TC1	0.3575
RAB36	2.1085
CRYGB	-0.8585
GRIA3	-0.1081
BHLHB9	0.42475
C1QTNF9	1.307
GOPC	-0.273
PNPLA8	0.3195
ZNF444	0.49375
FMO1	3.74075
POLR3C	-0.08225
SLC35F3	2.19375
SGCG	-2.421
DCDC2	-1.77233333333333
NANP	-0.5915
MGC23270	-1.402
BEX4	1.83541666666667
HYDIN	1.2417
RPS6KB2	-1.59225
ADRM1	-0.637083333333333
BAT3	-0.9305
RAB31	0.83425
SCGB2A1	4.1285
SLC6A14	-4.259125
DDX4	-0.272
PRRC1	1.04
AP3B2	1.30333333333333
TRGV7	0.0523333333333333
TMEM184B	1.06875
ADPRHL1	1.90183333333333
C21orf45	-0.7625
ARNTL	1.095875
AADAT	-1.70675
CCL2	2.171
SNTB2	1.23466666666667
RGS9BP	0.269
KPNA1	0.44675
TMEM41B	-0.09
S100A11	-0.119083333333333
DOT1L	-1.992
EFHC2	1.531875
CLTC	0.785
SRP9	0.260571428571429
ZNF521	1.49575
FAM26F	-1.506
GPR88	2.4555
COL13A1	-1.127
CHMP4B	-0.1995
SIGLEC6	0.0898333333333333
NFAM1	0.24775
PVRL2	1.7
ALKBH4	0.08825
CCDC93	-0.06075
NXT1	0.48
KCNK4	0.118
TROAP	-1.60883333333333
KCNA10	-0.0115
CCDC114	0.560666666666667
RAN	-0.4655
LMTK2	0.2435
LOC400657	-0.783
UFC1	0.605
UBE1DC1	-1.2115
EEF1A1	-0.893611111111111
CHAC1	-0.767
HMGA2	-6.441
B3GALTL	-0.75225
ING2	1.6205
C1orf109	0.0785
INTS3	0.596625
ZNF558	0.377
TRPM4	2.47766666666667
LTB4R	-1.613
ISYNA1	-0.40025
LSM7	-0.3045
LRRC47	0.32575
ZNF179	-1.13416666666667
EXDL1	0.985
SLC4A10	-1.356375
ACSS2	-0.587
COPS7B	-1.0505
KIAA0040	0.978333333333333
C1orf95	2.993
AP1GBP1	0.134
OR9A2	-0.1245
FAM71C	0.0726666666666667
RIN1	-1.6585
ITGA4	-2.369125
DNAJC6	0.071
CLOCK	1.20783333333333
SLC35A4	0.4055
DSG4	0.33375
LOC26010	0.4035
NSUN2	-0.128
TMEM86B	-0.6519
C14orf135	-0.6585
KIFC3	-1.829
PHF5A	-1.0325
NCAPH	-1.70125
STK11IP	-0.05075
FLJ42953	0.439875
CCDC19	2.8525
ZNF329	-0.077875
TAX1BP1	0.710666666666667
ZDHHC18	0.3625
C10orf88	0.1005
TMBIM4	1.3202
NMUR1	3.4345
KIR2DS4	0.568375
C9orf90	0.089125
MGC87631	0.6325
KDR	2.8686
ST3GAL2	-1.4515
RLN2	2.13233333333333
HPD	-3.77175
MOXD1	-1.86733333333333
PDGFRL	1.3895
SMYD4	-0.8695
FAM103A1	0.415
MFAP4	0.668666666666667
LOC285141	0.8565
TMEM45B	-3.523875
SMCR7L	-0.703142857142857
GZMH	2.7235
CBLN1	-1.458
CNNM1	-0.882
PHF17	-0.825583333333333
NUP98	-0.09325
RMI1	0.67
PTPRS	0.84275
ANKRD57	1.49325
CLDN15	-0.974333333333333
OR51A2	0.1615
GUCA2B	1.1515
DOCK9	1.73825
ITGB1BP1	-0.835
DLG2	-0.118
BRAP	-0.15925
SESN3	-0.73875
ZC3H7B	0.5445
FAM101A	0.3
FKSG24	-0.38075
ZYG11B	0.4665
RFC2	-1.06125
SH2D3A	0.817666666666667
DVL3	-0.225166666666667
ADFP	-1.73816666666667
KRIT1	-0.331125
SERTAD3	2.7395
LEFTY2	-2.26475
KRT27	-0.679
SCFD2	-0.2395
MN1	-0.75325
RORA	0.83775
PTPRD	-1.647
PIAS2	-0.572
CYP4X1	5.63866666666667
FBXL15	-0.055
MYH15	-0.126833333333333
CRX	0.016
TBC1D13	0.7945
SLC22A17	2.19516666666667
PLK2	1.67466666666667
ARHGAP9	0.44475
EIF1B	-1.18125
C20orf185	-0.0455
DEFA7P	0.238
PRIM1	-2.40916666666667
CRYAA	-2.92
BACE1	-0.51025
AGTRL1	1.34916666666667
ACAD9	0.0125
GRASP	1.164
RBP4	-1.41383333333333
TFB2M	-0.01725
METTL9	-0.8561
ATP5O	-0.2375
SP100	0.0315
CPSF1	-0.221333333333333
S100A4	-1.201
LIME1	-1.60825
GPR137C	0.24575
OR2A2	1.756
C2orf29	-0.55025
NUP188	-0.80875
SDPR	0.217
RAI1	0.18575
RPS20	-0.4687
LAMB1	-1.27375
ADM2	-0.4695
ZNF229	0.7325
DKFZp434K1815	-1.011
EPN3	4.025
CLIC3	-0.162
MEIG1	-0.203
HMGB4	-0.028
STARD10	2.757125
KLF8	2.34425
EPB41L2	-0.00650000000000001
JMJD6	-0.334125
CTSL1	-0.356166666666667
GPR27	1.4855
ELAVL4	1.353875
MMP21	-0.6025
PPM1B	0.745625
SUV39H1	-0.7905
AAMP	0.50175
TUSC4	0.587833333333333
MBD6	0.34225
KLK13	-1.851875
FMNL3	0.242833333333333
TRIM13	0.38375
C15orf5	-0.651
IQCF1	-0.042125
CACNG8	0.4635
SLC35D3	0.285
ZDHHC9	0.9625
ODF3L1	0.25075
C9orf86	-0.0571
TSEN2	-0.90375
C17orf64	0.1295
SEPX1	0.1293
TSPO	0.707833333333333
SYMPK	-0.2695
ADORA1	2.59625
TSPAN10	0.91475
SEMA6C	1.018
RTTN	-1.0221
IL2	-0.0735
ARRDC3	-0.181083333333333
TBPL1	-1.7715
STX12	0.64975
MRPL39	-0.625
OR8H3	-0.1295
IFIT5	0.318833333333333
CASC5	-2.234125
FAM46A	0.125666666666667
HPCAL1	-0.295375
CYLC1	-0.2805
VGLL2	-0.013875
C20orf191	-0.22625
CDH1	3.932
ITPA	-0.2785
CCDC101	-0.30575
D15Wsu75e	-0.8105
EDA	0.30675
CREG1	-0.8875
OR7G2	0.5975
SAP18	1.14408333333333
IFIT1	-0.32275
CALML3	0.339666666666667
FLJ37440	2.223
FNDC5	0.93825
SERPINB6	-0.557214285714286
JUNB	2.0926
SYS1	1.39775
SCN2A	-0.0428333333333333
ZKSCAN5	-1.1215
WNT7A	-0.192
TSHZ3	2.1415
RNF148	1.92075
H6PD	0.534375
CAD	-0.996166666666667
ZNF449	0.12175
DOCK10	-0.412
FAIM2	0.6055
HEXDC	0.5285
PRB1	0.4165
C14orf148	-0.664
ETHE1	0.80775
IRF5	1.5335
GNMT	0.457666666666667
MGC16291	-2.726
RPAIN	-0.775214285714286
CAGE1	-0.03
CNTNAP3	-2.99825
ACTR1B	-0.19075
EEF1E1	-1.45675
MSX1	-0.689875
ESF1	-0.2312
HSPC171	-0.04725
MRPL2	-1.33333333333333
RDH12	-0.984
CELP	-0.211
METRNL	0.16525
C10orf116	4.118
C19orf48	-1.9435
ZNF346	-0.28125
NCR1	-1.953
C10orf64	-0.2045
CD52	0.1225
VPS18	1.141375
AP4S1	-0.502666666666667
NPBWR1	1.078
TPK1	0.767
UBA52	-0.838388888888889
RIPK1	0.102166666666667
CPNE3	1.4834
HSPC159	0.502375
C8orf38	0.8025
LRRC4B	-1.279
PARP10	0.7855
ANKRD50	3.533625
CXCL9	5.578
FGF18	1.88263636363636
EIF2A	0.819
SLC20A2	0.956166666666667
KIAA1549	-0.144
SPINT1	2.239
ZNF584	-0.459
CRBN	0.533833333333333
ABCF3	0.073
NCBP1	-1.28366666666667
PLA2G4F	2.3135
PCDH10	0.07025
TTC21A	0.59
C20orf144	0.6825
FGFR1OP2	-0.439333333333333
SLC9A1	1.1892
CHRND	-0.019
FOXF1	-2.25775
KIAA1467	1.93975
TPO	2.46866666666667
LTF	0.257928571428571
DNAJB9	0.866
MRPS27	-0.6585
bA16L21.2.1	0.61775
WBP2	0.535
MRGPRX3	-2.60183333333333
PRPF18	-0.1325
C10orf58	1.201
SMOC1	-3.3422
ADAT3	0.0735
TMEM138	-0.9755
TMEM131	-0.22725
TIMM8B	-0.91825
MYH7	-0.6
ST6GAL2	0.122375
KIF1C	-0.5115
SUHW2	-1.3905
PAPSS1	1.2605
CABP2	-0.0685
HOXA4	-1.51475
ELF2	0.49325
SEMA3D	0.0829
MC5R	-0.2305
OGFR	0.276
FLJ30092	0.1385
TGFA	1.0186
MMP17	0.6235
KIF15	-2.83575
CHIA	1.06075
CATSPER3	-0.145
CEACAM7	0.359666666666667
PADI2	2.4205
HOXA9	-0.0835
LNX2	0.782166666666667
TMEM144	4.034
HIF1AN	0.626
METTL7A	-0.0579
C6orf165	3.47816666666667
KIAA1468	0.086375
DSG3	-1.4685
ZNF180	0.446666666666667
EIF4E3	1.648375
SLC46A1	1.351125
DKK1	-7.03283333333333
ZNF205	0.643666666666667
LOC162073	0.0381666666666667
COX7A1	4.70875
MAGEA1	-3.17066666666667
NEDD8	-0.3565
KLHDC5	0.700277777777778
C3orf19	0.490166666666667
MRPS2	-1.27825
POLR3H	0.136
ABHD11	1.0104
TMEM17	1.76875
PAIP2B	0.2041
MAT1A	-0.555
LGI3	0.4315
THUMPD2	-0.55875
TKTL2	2.3875
XAGE3	-2.04566666666667
CALM3	-0.0614166666666667
C6orf136	-0.9255
KCNC4	0.280333333333333
RGS9	2.65316666666667
ACIN1	-1.11316666666667
SPATS1	-0.60825
XKR8	0.07125
FAM84A	4.07766666666667
MS4A7	5.16209090909091
AGXT2L2	-0.2835
OR1F1	0.446
SMAP1L	-0.205
IPO11	0.801875
ZC3H11A	-0.122
C1orf151	1.24425
RNASEH2A	-1.462
CCR10	-1.068
TXNDC11	-0.356
TMEM112	1.386625
MAP1B	-0.277214285714286
NVL	-0.5325
PKM2	-1.5095
ARC	-0.82875
NUP54	-0.505
PPFIBP2	2.14366666666667
STAT2	1.114375
PTAFR	1.291
ROBO2	0.794875
RNF40	0.3565
CCDC135	-0.609166666666667
IFT81	-0.5408
MORF4	-0.04175
TM7SF3	-0.37825
OR10H3	0.799
ABP1	0.757875
CHRD	-0.12
PLEKHA8	-1.2605
NCALD	0.87925
OR5AK2	0.05075
ACCN1	1.70633333333333
SLITRK1	-0.175
ARMET	-0.3895
C9orf52	-0.25325
REEP4	0.02725
MTSS1	2.572875
ADH1B	4.26583333333333
DLD	-0.48575
CDK5	-0.21825
PPFIA1	-0.2146875
WFDC3	1.709
DNAJB12	0.509214285714286
RANGRF	-0.3565
MLANA	-5.01
AMY2B	0.5935
KIAA0319	0.681
RPS7	-1.172
JAK3	-0.0465
ARFGEF1	1.9395
CXCL5	0.2175
TRAPPC4	0.08625
CETN2	1.57925
HSPC111	-1.21775
RHOBTB3	0.3386
PHLPP	-0.088
RGS10	0.2645
TMEM58	1.47925
CHERP	0.39275
HSP90AB3P	-0.420666666666667
FSTL3	-0.643666666666667
PEX11A	0.93925
OR5V1	0.495
FCN3	1.8555
PTPN3	0.21675
NPTX1	-5.2135
C21orf84	-1.098
C11orf51	-0.352125
ZBED2	0.802
FLJ90757	0.8065
NPY2R	-0.5585
PLD3	0.211
SYT17	3.25983333333333
SGSM2	-0.315
OR1A2	0.05875
FOXP1	1.048375
SLC5A1	2.348
POFUT1	-0.1212
EPHB6	-3.16216666666667
MYO1G	-2.1005
STAC	-2.0067
KLHL17	-0.751666666666667
RGMA	-0.00120000000000001
TJP2	-0.1295
FAM114A1	1.14233333333333
SERINC1	1.22566666666667
SLC9A8	0.486125
PEX19	0.741375
EDN2	0.4555
PSMD7	-0.122444444444444
C3orf41	0.23325
UQCR	0.35825
PPP1R3C	1.96675
LRP4	-2.39016666666667
TM2D1	0.86875
TTC17	0.3405
C4BPB	-4.490625
CCL25	0.38
ZNF253	-0.398833333333333
CHRNA9	-3.76225
SOX11	-2.86525
HIVEP3	0.663
CGN	3.113
C3orf35	-0.244625
PKD2L1	1.9925
SYVN1	0.373875
PDE8B	-2.234
LOC439951	1.001
LTC4S	2.43666666666667
MIF4GD	-0.617166666666667
SMARCA2	1.6198125
TUBGCP6	-0.385666666666667
CABLES1	-0.338875
C16orf77	1.448
ZNF791	0.453
FUT5	-2.023
ADH6	-3.69825
P4HB	0.6245
CLDND2	-0.82725
ALKBH8	-0.8205
PLAC4	-1.10075
F11R	0.673214285714286
MGC35295	3.671
PDZD4	-0.661666666666667
LOC389073	-0.62475
FAM80B	0.573333333333333
PSMB1	-0.703875
TXN	-0.944333333333333
VIPR1	2.7037
WBSCR18	0.2109
EXOSC6	-0.538333333333333
ACTA2	3.9355
SP5	-3.84233333333333
ANKRD1	-2.47725
DDR1	1.5549
ATP6V1D	-0.20975
PTGS1	-1.59041666666667
RNF157	-0.74225
DCC	0.8855
SPAG7	0.53375
FBXO18	-0.6415
UBE3C	-0.3651
HOXC6	0.7125
LRP2BP	0.743
MYST2	0.381
PDSS2	0.102
ATE1	-0.35375
ARAF	-0.537
KLF10	0.57675
PLA2G2E	0.37425
ASCL1	3.47783333333333
TSNAXIP1	1.12425
FAM131B	0.32425
IFNA10	0.0015
NUP43	-1.072125
FAM44B	-0.06425
L1TD1	-6.0345
NMD3	-1.17691666666667
C18orf54	-0.8465
PHOSPHO1	0.494
RAG2	-0.83
EMILIN3	-0.5375
METTL3	-0.903
VPS13C	1.197125
REXO2	-0.44075
ANXA4	-0.0735
CA1	-1.773
DCP1B	1.114
TULP3	-0.3615
ATP2A2	0.281428571428571
ATIC	-0.7415
ADAM15	-1.30658333333333
NPL	0.761666666666667
LGR4	-0.309875
UEVLD	0.858
GAB1	1.49475
SNAI2	-1.20516666666667
ZGPAT	0.0795
SNF1LK	0.9615
DLEU1	-1.69175
UBE2Q1	0.531875
ZMYM6	0.076625
JPH3	-2.199
FAM38A	-0.984
PXK	0.0493333333333333
DENND2D	3.02925
BAX	-1.49891666666667
CP	-4.74381818181818
RPL37	-0.9954
G6PC3	0.790625
NCOA4	-0.519333333333333
LRRC14	0.4785
GORASP1	0.606
FCHO2	1.010625
CYP24A1	-3.0928
FXYD3	2.42925
SMARCAL1	0.214
ABCB8	-0.781666666666667
CCDC44	0.01675
PRDM7	-4.12225
USH1C	-1.111
DNAH5	-0.414166666666667
SRF	0.256666666666667
MAL2	3.31966666666667
PGPEP1	0.276666666666667
SIN3B	-0.433
SEMA3C	1.43783333333333
GRAMD3	1.122
FBXO10	-0.254
OR5D13	-0.064
FLJ31818	0.16625
CACNA1I	1.615125
S100A13	0.0705
TP63	0.435
ANXA11	0.2059
WDR66	1.0305
CSF2RB	0.1425
IFI44	-1.21475
DACT1	1.314
ANKRD23	-1.59375
ATP5G1	-0.0871666666666667
C21orf70	-1.023
PPWD1	-1.345
DNAJC13	-0.07575
PAH	-0.927
PTCH2	1.0115
TRMU	-1.2605
CCDC9	0.002
USP3	-0.5741
DCLRE1C	-0.4972
FAM55C	0.4865
FRMD4B	1.66425
CYP2R1	0.00575
RFPL1	0.4025
XPO5	-1.638
ARL6IP2	-0.02
OSBPL5	1.183
MMP9	2.04763636363636
KIAA0802	-1.26825
DHRS2	-0.0923333333333333
SGEF	3.01225
TXNDC10	-0.5466
EXOC6	0.81175
RPS27	-0.389833333333333
PNCK	-1.63516666666667
FSTL1	-0.50375
AACS	1.124
SLMAP	0.3865
SAMD4A	-1.2649
ABRA	0.119333333333333
SMARCD3	1.18175
PKNOX2	-1.85416666666667
A4GNT	0.4445
C9orf39	-1.2235
RALYL	4.27125
MGC33556	-2.2675
C10orf25	-1.164
BBOX1	1.5455
NHEDC1	1.13625
XDH	-0.14275
GCSH	-1.216
EDN1	0.823
MTERF	-0.808
CLK4	0.46525
ZNF799	0.923166666666667
KCNG1	-2.1115
CXCR4	0.734166666666667
PTPRR	1.63625
IRAK1	0.03025
LOC401397	-1.236
TMSB10	-0.5775
CXCL3	-3.8593
TMC4	2.96075
OR7A10	0.443
STYK1	2.14325
CHRNA10	-0.28825
CCNI	1.107
EP300	0.660857142857143
LOC165186	-0.307166666666667
HIC2	-2.34575
SDR-O	-0.4145
OR2W1	0.5135
KCNA6	0.3955
TRIM74	-1.4575
REEP6	1.38525
ATP5G2	0.426
ERG	0.948625
TMEM42	0.34025
PARN	0.218166666666667
SOD2	-1.3946875
DIRAS1	0.480666666666667
PNPT1	-1.82575
JOSD3	-2.97525
hCG_40738	-0.361
PDE1C	-2.4785
SEMA4D	-0.18425
AGPAT1	-0.451
NOSTRIN	0.663125
MAP3K3	-0.6345
MAX	0.319428571428571
CAPS	3.03916666666667
SERPINA12	0.0395
OSBPL8	0.76825
RICS	2.3595
NR4A2	2.632
PPCS	1.35733333333333
LONP1	-0.6665
SCYL3	0.5255
HERC2P2	-1.228
FIBCD1	-1.296
C15orf41	-0.5005
DMC1	-0.116
C20orf27	-1.2525
RPS6KA5	0.2497
FAHD1	0.367666666666667
SLC12A4	0.51175
BRCA1	-0.656083333333333
GBL	0.11875
SLK	-0.2445
NUDT9P1	-0.561
NOXO1	0.1565
USP52	-0.75
BAZ1B	0.614625
SLCO2B1	2.675
BBS12	1.15933333333333
LRGUK	-0.658666666666667
TERF2IP	0.99225
COL1A1	4.167
KIAA0090	1.122625
GRK5	-0.388666666666667
AP1S2	-1.9735
TMEM52	0.5035
CA11	-1.094375
OR4A15	0.616
ACBD3	1.6725
SPAG11B	0.525375
PRDM2	0.5153
FOXP3	0.282333333333333
SMYD3	-0.1525
LOC389199	1.065
LGI2	1.87083333333333
NAPE-PLD	-0.3648
ANKRD6	0.3845
WDR45	0.00316666666666667
SHROOM1	-0.50025
PSCD3	0.7765
PYY	0.7625
KCNC1	1.984
ARHGEF9	0.6391
OR8J1	0.1175
GPR55	0.189666666666667
NS3BP	-1.231
C10orf22	0.399833333333333
NAT8L	1.13525
DUSP4	-1.0745
FOXM1	-1.97066666666667
GRAMD2	-0.0426666666666667
ZBTB48	-0.187166666666667
BUD31	-0.293
PABPC5	0.965
CCDC41	-0.21475
FBXO11	-0.0205
C6orf148	-1.172
RFXAP	-1.50475
C6orf15	-0.225666666666667
CDK8	-1.28816666666667
C6orf70	0.18825
TESSP2	0.091
ALG2	0.3125
PPP1R3D	1.82675
TPM3	0.813055555555556
SYT13	0.357
EPB42	-0.1815
CETN3	-0.5125
PRY	-0.002
NTHL1	0.224166666666667
POLR2B	0.6
RPS28	-0.28675
P2RX3	0.10225
LYZL4	1.317
WBP4	0.0978
PMM1	-0.4945
C11orf79	0.26275
CBLL1	-1.082
IL1F10	0.576833333333333
VAX2	1.716
SETDB1	-0.3705
LRAP	-4.10316666666667
GCLM	-0.844833333333333
CPEB3	1.606
PPM1A	0.379625
INTS1	-0.63725
CAMTA1	0.895583333333333
SAMSN1	-2.57475
LOC158830	-2.56416666666667
GMPPA	-0.80175
AIPL1	-0.377
IL24	0.25625
BDKRB1	-2.1495
MLF1	0.8833
TAF12	-0.539
ID1	-1.934625
THADA	-0.353125
PIK3CB	-0.3155
OR4N5	-0.028
TBC1D17	-0.485666666666667
COX8A	-0.287
CDCA4	-1.24375
C2orf44	-0.8595
ZNF534	-0.567
IMMP1L	-0.3095
NIPSNAP3B	-0.333125
FTMT	-0.108875
PWP2	-0.382
MMP15	-0.4798
DNAH11	-1.15233333333333
MTMR14	0.090875
DNAL4	1.20775
IPP	0.9375
TMEM59	0.945625
C1orf157	0.5465
RGS4	1.1885
DDX18	-0.416666666666667
SNX6	-0.0925
ZNHIT2	0.620333333333333
NCDN	0.5545
FLJ33534	2.15975
RAG1	-2.186
OR4D10	0.113
PTPN5	0.518666666666667
POMT1	0.2985
LRRC8A	0.2154
CYP1A1	-1.16925
