Hybridization REF	TCGA-AN-A0FN-01A-11R-A034-07
RPS3	-0.42175
hCG_2004593	-0.240875
COL21A1	0.85425
NTNG2	1.96433333333333
RAI14	0.6435
P76	0.64475
LRFN3	0.974
FAM14B	-0.295
FKBP14	0.0145
TNNI3	-2.03233333333333
HOXB3	1.022625
SGCB	-0.0925
PPAPDC3	1.56525
FRAT1	0.376833333333333
MORN1	0.00400000000000004
ARHGEF2	-0.249
BNIP2	0.24075
DHX30	-0.34825
EEFSEC	-0.9275
FGF20	1.245
FLJ38973	0.259214285714286
PLCH2	0.0657272727272728
CCNG2	1.547125
PSPN	0.362
WDR88	0.3035
HOXB13	-2.853125
MTMR8	-1.773
SPAM1	-0.679
PPP2R1B	-0.7455
TANC1	1.133625
CNN3	2.1761
CHGA	0.352875
C9orf128	2.69975
CACNA1B	0.619833333333333
MMAB	-1.6833
RHOA	0.0679166666666667
RAPGEFL1	-1.5165
SLC1A5	-1.77983333333333
CALCA	-0.510875
SYCP1	-0.66225
CXCL11	5.84
GFI1B	-1.228
PSCD1	0.241333333333333
C11orf58	0.178166666666667
MGC45438	0.320333333333333
NUDT18	1.10866666666667
ASB3	-0.637166666666667
ZP1	-2.54
LPPR2	0.1098
ZNF527	1.17266666666667
ZNF771	-0.557125
TTBK2	-0.03075
TRIM55	0.06075
GJB3	-0.175333333333333
PRSS35	1.4305
SCRG1	0.74625
ZDHHC24	0.592
DUSP26	0.251
C1orf51	-0.116125
DNAJC3	1.15083333333333
LITAF	0.71775
ZNF410	0.11525
AFP	-5.228
ZW10	-0.853
PHOX2B	1.619
VILL	0.51025
ELOVL7	-0.56275
LOC644186	1.7075
PPP3CC	1.187
CHST13	-0.9385
WDR40B	0.5644
MEA1	-0.0365
HILS1	-0.91825
DLX6	-1.594
NKG7	2.3645
EMP1	2.55775
ACTR6	-0.08725
CHCHD7	-0.410071428571429
COG2	0.1481
TCEA2	0.2317
TARS	-0.953
FLJ20294	0.765833333333333
ZNF92	0.22525
TRAPPC2L	-0.4825
ARHGAP28	1.87225
CCDC109B	1.18325
LGTN	-0.6935
INGX	0.0616666666666667
LOC124446	1.12975
RPS2	-2.1165
C17orf75	-0.971333333333333
NBPF1	-0.4375
SLC2A8	-0.0501666666666667
SNRPE	-0.82225
CARD6	1.5965
IL13RA2	0.462375
CUEDC2	-0.46725
C4orf19	-2.47725
AOC3	2.68125
MTHFD2	-1.61883333333333
OR5M9	0.389
C4orf38	1.06983333333333
SS18L2	0.0815
OAS3	0.619333333333333
LARGE	0.31225
LRIG3	1.32733333333333
LIMA1	1.34425
STARD3	-0.151833333333333
VPS39	0.329875
CTAGE6	0.26
ODAM	-2.278
MORF4L2	-0.22325
GSTO2	0.7455
MTFMT	-1.17925
PRKAB2	-1.23771428571429
ZNF76	-0.652166666666667
HSPB2	4.8585
CRB2	0.021
KLRK1	-1.144
LYST	0.870875
UBE2M	-1.717
SLC16A9	-1.09375
ZNF281	0.924
ST8SIA1	1
C9orf105	-0.922
ANKRD46	0.5565
FAM108A3	0.5095
C20orf91	0.1105
ZYX	0.0818333333333334
RSPH1	1.905
ZSCAN5	-0.654
RIMS3	-1.31466666666667
KRT76	0.00700000000000001
CEACAM4	0.566666666666667
SIRPB1	0.448875
CFHR4	-1.211
SOX3	-0.399333333333333
GATAD1	-0.628875
C21orf57	0.05825
TMC8	-0.6705
AVIL	0.606666666666667
LMOD1	3.475
HIGD1A	-0.302
NEU3	-0.683333333333333
DES	0.689
BZW1	-0.4363
ZNF221	0.193
CCDC27	0.3705
GDAP1	-0.316
RBBP4	0.26575
MGC40499	0.6175
PHKA1	-1.83375
PRKAR1A	0.476055555555556
HSD3B1	-1.633
RAD52	-1.423
CD207	1.182
LOC389791	0.536
RSPO1	2.63183333333333
TMEPAI	3.08
MFSD2	-0.40075
ETV4	-3.22408333333333
SCGN	0.3205
LOC391356	0.185
MPP1	-0.697375
STARD3NL	-0.13125
TFAP2D	-0.1755
CD2AP	0.41675
CCL20	-3.85233333333333
CCDC86	-1.8485
ZFP30	-0.84
CTBP1	0.30775
MAK10	0.01
STXBP5	-0.227166666666667
LOR	0.3758
MAP6D1	-0.538375
ARMC7	0.2845
TMEM150	0.2083
NSL1	-0.71175
KIF5A	-1.310125
ASCC2	-0.171666666666667
PSENEN	0.237166666666667
OPTC	0.0885
FCRL2	1.3355
KBTBD11	0.190125
PCK1	-0.829
CENTD3	-0.145
MEGF8	0.064
ALPPL2	-0.02525
OBFC2B	-0.893166666666667
ZFYVE20	-0.372375
GALC	1.72983333333333
CTRB2	0.6945
C20orf71	-0.8452
TBKBP1	0.704333333333333
CAMLG	0.73625
TREML4	1.861
RSAD1	-0.113
TUBA3D	0.0096
KIAA1833	-0.02125
PNPLA1	0.9455
LRRC34	-0.9978
CDH26	-0.554833333333333
ZNF167	0.966
ZBTB26	-0.9993
VWF	4.2004
VTN	-1.057
BAD	0.647
PDS5B	0.527181818181818
ZNF644	0.471333333333333
SH3GLB2	-0.978375
SMPDL3A	0.2275
NRG2	-0.853428571428572
IL15	1.294
GABARAPL1	0.335166666666667
LAT2	0.3972
SLCO1A2	-1.433
LIG4	0.281333333333333
GSDMDC1	0.090125
BMP4	-0.783625
METT10D	0.134
SYCE1	1.655
SPANXD	-5.333
SLC12A9	-0.0855
MC1R	-1.1585
RNF168	-0.57325
TRIM69	0.95
GALNT7	1.18133333333333
ISG20L2	-0.19925
KIAA2026	0.3345
TNFAIP8L1	-0.114
DPY19L2	-1.3275
C12orf63	3.2905
PRDX5	-0.000625000000000001
MED6	-0.90975
TXNDC5	-0.73875
CD46	0.10625
CCK	-1.47075
C17orf48	0.4645
ANUBL1	1.94
SIT1	1.6495
TYSND1	-0.06
DEF6	0.730833333333333
GLT8D4	3.48775
UTP14A	-0.17625
RPH3AL	1.25275
NXF1	0.346666666666667
TRERF1	0.589
TUBB3	-0.806
SLC24A2	1.4815
SEC22B	1.12858333333333
ZNF653	0.028
GGTL3	-1.77766666666667
CDKL2	-0.858
CTF8	-0.457583333333333
EPC1	1.61916666666667
CYP4A11	-0.921333333333333
THRSP	3.55933333333333
LELP1	-0.374333333333333
TES	1.165875
C17orf87	2.1495
FERD3L	-0.142
SH3TC1	0.8245
RAB36	1.34
CRYGB	-0.702
GRIA3	2.0088
BHLHB9	1.00125
C1QTNF9	1.80525
GOPC	1.072875
PNPLA8	0.571
ZNF444	0.38725
FMO1	4.4245
POLR3C	-0.22875
SLC35F3	-0.84875
SGCG	-1.594
DCDC2	-4.64233333333333
NANP	-0.98625
MGC23270	-1.0725
BEX4	0.227416666666667
HYDIN	0.0838
RPS6KB2	-1.662
ADRM1	-0.866916666666667
BAT3	-0.93325
RAB31	2.338
SCGB2A1	6.6365
SLC6A14	-3.87125
DDX4	-1.72125
PRRC1	0.700666666666667
AP3B2	-1.0005
TRGV7	0.812
TMEM184B	1.12775
ADPRHL1	0.341666666666667
C21orf45	-1.034375
ARNTL	0.5125
AADAT	-0.692625
CCL2	2.91283333333333
SNTB2	0.368833333333333
RGS9BP	-0.9885
KPNA1	0.38
TMEM41B	0.0166666666666667
S100A11	0.328916666666667
DOT1L	-1.756
EFHC2	1.331375
CLTC	-0.3955
SRP9	-0.0231428571428571
ZNF521	1.8015
FAM26F	0.574
GPR88	-0.940833333333333
COL13A1	0.158166666666667
CHMP4B	0.0546
SIGLEC6	-0.119666666666667
NFAM1	0.49075
PVRL2	0.7885
ALKBH4	0.07625
CCDC93	-0.792125
NXT1	-0.178
KCNK4	-0.0365
TROAP	-2.19266666666667
KCNA10	-0.194
CCDC114	0.0663333333333334
RAN	-1.1515
LMTK2	-0.381
LOC400657	-0.9175
UFC1	0.6305
UBE1DC1	-0.705
EEF1A1	-0.821722222222222
CHAC1	-0.0815
HMGA2	-4.6127
B3GALTL	-0.3175
ING2	-0.116
C1orf109	-0.40175
INTS3	0.589
ZNF558	0.11875
TRPM4	1.74033333333333
LTB4R	-1.861
ISYNA1	-1.25625
LSM7	-0.2165
LRRC47	-1.14025
ZNF179	-1.62733333333333
EXDL1	0.1136
SLC4A10	-0.570625
ACSS2	-1.10583333333333
COPS7B	-0.9745
KIAA0040	1.41433333333333
C1orf95	1.314
AP1GBP1	0.09
OR9A2	-0.397
FAM71C	-0.885
RIN1	-1.244
ITGA4	-0.720125
DNAJC6	-1.4095
CLOCK	0.423
SLC35A4	0.168
DSG4	0.0965
LOC26010	1.25725
NSUN2	-0.577
TMEM86B	-0.9207
C14orf135	0.18175
KIFC3	-0.7485
PHF5A	-0.60375
NCAPH	-2.412875
STK11IP	-0.31975
FLJ42953	0.60025
CCDC19	1.801
ZNF329	0.013375
TAX1BP1	0.413333333333333
ZDHHC18	-0.488833333333333
C10orf88	0.41525
TMBIM4	1.383
NMUR1	1.36
KIR2DS4	0.36725
C9orf90	0.025875
MGC87631	-0.3605
KDR	3.6554
ST3GAL2	-0.338375
RLN2	1.45
HPD	-3.64575
MOXD1	-0.647166666666667
PDGFRL	3.53683333333333
SMYD4	-0.928357142857143
FAM103A1	-0.0231666666666667
MFAP4	1.49833333333333
LOC285141	0.12225
TMEM45B	-1.28825
SMCR7L	-0.982428571428572
GZMH	4.46475
CBLN1	-1.37233333333333
CNNM1	-0.872666666666667
PHF17	-0.853583333333333
NUP98	-0.47475
RMI1	-1.50925
PTPRS	-0.21525
ANKRD57	-0.046625
CLDN15	-0.167833333333333
OR51A2	-3.5875
GUCA2B	1.7785
DOCK9	1.96525
ITGB1BP1	-0.7015
DLG2	0.475375
BRAP	-0.02075
SESN3	1.26025
ZC3H7B	1.16825
FAM101A	3.72533333333333
FKSG24	-0.065
ZYG11B	-0.628125
RFC2	-1.691
SH2D3A	-0.0916666666666667
DVL3	-0.327583333333333
ADFP	-0.804333333333333
KRIT1	-0.622
SERTAD3	2.1715
LEFTY2	-2.978
KRT27	-0.372
SCFD2	0.07925
MN1	0.18825
RORA	1.85325
PTPRD	1.50475
PIAS2	-0.189833333333333
CYP4X1	5.8705
FBXL15	0.38875
MYH15	-0.202666666666667
CRX	0.36
TBC1D13	0.32225
SLC22A17	1.30383333333333
PLK2	1.86366666666667
ARHGAP9	2.801
EIF1B	-0.24425
C20orf185	-1.693
DEFA7P	1.162
PRIM1	-2.88633333333333
CRYAA	-2.0765
BACE1	1.551
AGTRL1	1.22733333333333
ACAD9	0.025875
GRASP	1.60025
RBP4	-1.93416666666667
TFB2M	-0.48
METTL9	-0.9072
ATP5O	-0.316
SP100	0.8824
CPSF1	-1.3015
S100A4	0.87
LIME1	-0.17775
GPR137C	-0.352
OR2A2	0.0525
C2orf29	-1.075
NUP188	-1.68275
SDPR	0.889
RAI1	-0.260875
RPS20	0.4616
LAMB1	1.02875
ADM2	0.203166666666667
ZNF229	-2.26825
DKFZp434K1815	-1.1315
EPN3	0.919833333333333
CLIC3	-0.936
MEIG1	0.00250000000000002
HMGB4	0.58625
STARD10	0.763
KLF8	2.758
EPB41L2	0.435666666666667
JMJD6	-0.373571428571429
CTSL1	-0.259166666666667
GPR27	-0.1525
ELAVL4	0.82375
MMP21	-0.0365
PPM1B	0.551375
SUV39H1	-1.7455
AAMP	-0.449
TUSC4	0.0265
MBD6	0.49875
KLK13	-1.838625
FMNL3	1.398
TRIM13	0.439666666666667
C15orf5	-0.732
IQCF1	0.062
CACNG8	0.2745
SLC35D3	0.312833333333333
ZDHHC9	0.291
ODF3L1	0.291
C9orf86	-0.3625
TSEN2	-1.20975
C17orf64	0.72025
SEPX1	0.0679
TSPO	0.934666666666667
SYMPK	-0.4525
ADORA1	0.0025
TSPAN10	1.02275
SEMA6C	0.696833333333333
RTTN	-0.734777777777778
IL2	2.7895
ARRDC3	0.330583333333333
TBPL1	-0.6195
STX12	1.02175
MRPL39	-1.38475
OR8H3	0.314
IFIT5	2.00533333333333
CASC5	-2.743125
FAM46A	-0.370666666666667
HPCAL1	-0.859875
CYLC1	0.797
VGLL2	0.1685
C20orf191	0.14225
CDH1	-3.37908333333333
ITPA	-0.4765
CCDC101	-0.47325
D15Wsu75e	-0.0405
EDA	-0.54225
CREG1	-0.6735
OR7G2	0.7035
SAP18	0.72825
IFIT1	2.336
CALML3	0.4265
FLJ37440	1.774
FNDC5	1.614
SERPINB6	-0.0514285714285714
JUNB	2.5331
SYS1	1.30625
SCN2A	0.278
ZKSCAN5	-0.4568
WNT7A	0.125
TSHZ3	4.03625
RNF148	0.06125
H6PD	0.210375
CAD	-1.41
ZNF449	0.89875
DOCK10	0.231
FAIM2	0.00983333333333332
HEXDC	-0.3105
PRB1	1.89166666666667
C14orf148	-0.401
ETHE1	0.804
IRF5	1.2012
GNMT	0.141
MGC16291	-1.311375
RPAIN	-0.605214285714286
CAGE1	-0.7685
CNTNAP3	-2.09925
ACTR1B	-1.09725
EEF1E1	-1.61325
MSX1	0.557
ESF1	-0.123222222222222
HSPC171	-0.016
MRPL2	-0.516833333333333
RDH12	-0.305666666666667
CELP	0.2505
METRNL	0.72475
C10orf116	3.96583333333333
C19orf48	-1.452
ZNF346	-0.701875
NCR1	-0.294
C10orf64	1.3735
CD52	3.531
VPS18	1.210125
AP4S1	-0.06
NPBWR1	1.5845
TPK1	2.08425
UBA52	-0.218166666666667
RIPK1	0.791
CPNE3	0.4635
HSPC159	0.105625
C8orf38	-0.45425
LRRC4B	-0.001
PARP10	0.9625
ANKRD50	1.835375
CXCL9	7.0405
FGF18	2.96927272727273
EIF2A	-0.7475
SLC20A2	1.065
KIAA1549	-0.930666666666667
SPINT1	1.104
ZNF584	-0.184
CRBN	0.310166666666667
ABCF3	-0.0281666666666667
NCBP1	-0.614833333333333
PLA2G4F	-0.706166666666666
PCDH10	-0.208375
TTC21A	-0.023
C20orf144	0.4145
FGFR1OP2	-0.1275
SLC9A1	-0.3731
CHRND	-0.9165
FOXF1	-1.2505
KIAA1467	0.6825
TPO	2.44533333333333
LTF	4.53978571428571
DNAJB9	0.40075
MRPS27	-0.905
bA16L21.2.1	-0.021
WBP2	-0.298833333333333
MRGPRX3	-2.1725
PRPF18	0.46525
C10orf58	-0.05575
SMOC1	-2.5766
ADAT3	0.461666666666667
TMEM138	-0.4305
TMEM131	-0.28275
TIMM8B	0.749
MYH7	-0.384833333333333
ST6GAL2	2.000125
KIF1C	0.757
SUHW2	-0.913
PAPSS1	0.42975
CABP2	-0.072
HOXA4	0.2805
ELF2	0.80175
SEMA3D	2.1889
MC5R	-0.226
OGFR	0.2475
FLJ30092	-0.2534
TGFA	-0.1559
MMP17	0.99375
KIF15	-3.3075
CHIA	-0.26375
CATSPER3	-0.1085
CEACAM7	0.70925
PADI2	1.057
HOXA9	1.42666666666667
LNX2	0.813833333333333
TMEM144	1.30525
HIF1AN	0.45525
METTL7A	-0.2548
C6orf165	2.07083333333333
KIAA1468	0.13575
DSG3	-2.075
ZNF180	0.188
EIF4E3	1.877625
SLC46A1	0.353
DKK1	-5.15983333333333
ZNF205	1.0705
LOC162073	1.17161111111111
COX7A1	4.61175
MAGEA1	-5.00166666666667
NEDD8	-0.355416666666667
KLHDC5	0.318722222222222
C3orf19	1.2445
MRPS2	-1.23875
POLR3H	0.0177142857142857
ABHD11	0.0167
TMEM17	1.16675
PAIP2B	-0.6906
MAT1A	-4.44875
LGI3	-0.0785
THUMPD2	0.0785
TKTL2	0.028
XAGE3	-1.86566666666667
CALM3	0.247
C6orf136	-0.398666666666667
KCNC4	0.581833333333333
RGS9	1.403
ACIN1	-0.5835
SPATS1	0.496
XKR8	0.41725
FAM84A	1.53683333333333
MS4A7	4.954
AGXT2L2	0.7335
OR1F1	-0.4495
SMAP1L	0.431083333333333
IPO11	1.082
ZC3H11A	0.34025
C1orf151	0.584
RNASEH2A	-1.7345
CCR10	-0.4445
TXNDC11	-0.229583333333333
TMEM112	0.86275
MAP1B	0.687
NVL	-0.622
PKM2	-1.1765
ARC	-1.00575
NUP54	-0.544
PPFIBP2	1.28133333333333
STAT2	1.194875
PTAFR	2.66683333333333
ROBO2	0.014875
RNF40	-0.505
CCDC135	-1.122
IFT81	-0.3273
MORF4	-0.29475
TM7SF3	-0.28975
OR10H3	0.7615
ABP1	-0.092125
CHRD	1.0835
PLEKHA8	-1.3575
NCALD	1.68325
OR5AK2	1.0145
ACCN1	-0.2712
SLITRK1	-0.0346666666666667
ARMET	-0.49425
C9orf52	0.6625
REEP4	-0.79675
MTSS1	1.619875
ADH1B	3.82566666666667
DLD	-0.79725
CDK5	-1
PPFIA1	-0.4086875
WFDC3	1.281
DNAJB12	1.00378571428571
RANGRF	0.463
MLANA	-4.21325
AMY2B	-0.70925
KIAA0319	-0.694333333333333
RPS7	-0.74
JAK3	0.2102
ARFGEF1	0.68875
CXCL5	0.2715
TRAPPC4	-0.2885
CETN2	0.169
HSPC111	-1.0455
RHOBTB3	-1.6813
PHLPP	-0.4455
RGS10	1.843
TMEM58	1.22
CHERP	-0.609875
HSP90AB3P	-1.54683333333333
FSTL3	0.192666666666667
PEX11A	0.9635
OR5V1	0.7655
FCN3	1.987
PTPN3	-1.1025
NPTX1	-4.806375
C21orf84	-0.854
C11orf51	-0.202
ZBED2	2.551
FLJ90757	-0.60025
NPY2R	2.3255
PLD3	-0.126
SYT17	1.88216666666667
SGSM2	-1.07525
OR1A2	0.34575
FOXP1	1.51475
SLC5A1	1.66775
POFUT1	-0.6705
EPHB6	-2.64083333333333
MYO1G	-0.548
STAC	-0.69
KLHL17	-0.5685
RGMA	1.5164
TJP2	-1.4197
FAM114A1	0.429666666666667
SERINC1	1.41491666666667
SLC9A8	-0.169
PEX19	0.04025
EDN2	3.848
PSMD7	-1.22466666666667
C3orf41	-1.64225
UQCR	0.153
PPP1R3C	1.48375
LRP4	-1.45666666666667
TM2D1	-0.6005
TTC17	-0.1444375
C4BPB	-4.645875
CCL25	0.56275
ZNF253	-0.204333333333333
CHRNA9	-2.88625
SOX11	-0.230375
HIVEP3	0.7915
CGN	1.04808333333333
C3orf35	0.08375
PKD2L1	3.0245
SYVN1	-0.286
PDE8B	0.395875
LOC439951	1.10925
LTC4S	2.71983333333333
MIF4GD	-0.458666666666667
SMARCA2	1.9073125
TUBGCP6	0.278833333333333
CABLES1	-0.103875
C16orf77	2.11566666666667
ZNF791	0.34175
FUT5	-1.822
ADH6	-2.52166666666667
P4HB	0.34275
CLDND2	-0.93925
ALKBH8	0.5935
PLAC4	-1.617
F11R	0.229
MGC35295	-0.193
PDZD4	0.148833333333333
LOC389073	-0.13325
FAM80B	0.369666666666667
PSMB1	-0.36975
TXN	-1.43316666666667
VIPR1	0.0532
WBSCR18	0.1424
EXOSC6	-1.20533333333333
ACTA2	3.94583333333333
SP5	-2.54825
ANKRD1	-1.95933333333333
DDR1	0.1134
ATP6V1D	-0.01175
PTGS1	-0.3435
RNF157	-0.77625
DCC	0.456
SPAG7	0.21125
FBXO18	-0.07425
UBE3C	-0.3611
HOXC6	1.1315
LRP2BP	0.168
MYST2	-0.61275
PDSS2	0.0565
ATE1	-0.01425
ARAF	-1.0055
KLF10	1.0665
PLA2G2E	0.88925
ASCL1	-1.39616666666667
TSNAXIP1	0.7535
FAM131B	0.198375
IFNA10	1.464
NUP43	-0.9225
FAM44B	-0.7785
L1TD1	-5.43416666666667
NMD3	-1.24041666666667
C18orf54	-0.7502
PHOSPHO1	-1.1435
RAG2	-1.404
EMILIN3	-0.484
METTL3	-1.27525
VPS13C	0.96625
REXO2	-0.497
ANXA4	0.6195
CA1	-1.16875
DCP1B	0.587
TULP3	-0.637833333333333
ATP2A2	-0.551642857142857
ATIC	-1.09325
ADAM15	-0.335666666666667
NPL	1.65516666666667
LGR4	-0.010375
UEVLD	0.536
GAB1	1.12025
SNAI2	1.56466666666667
ZGPAT	0.297
SNF1LK	0.864
DLEU1	-1.6775
UBE2Q1	0.207875
ZMYM6	0.4030625
JPH3	-0.3315
FAM38A	-0.721833333333333
PXK	0.520166666666667
DENND2D	1.875
BAX	-0.662833333333333
CP	-4.28236363636364
RPL37	-0.0387
G6PC3	0.090375
NCOA4	-0.174
LRRC14	0.092375
GORASP1	0.358
FCHO2	1.384125
CYP24A1	-3.5963
FXYD3	1.260875
SMARCAL1	0.43625
ABCB8	-0.709666666666667
CCDC44	-0.44325
PRDM7	-2.4995
USH1C	-1.1815
DNAH5	-0.301
SRF	0.215416666666667
MAL2	0.850666666666667
PGPEP1	-0.0185833333333333
SIN3B	-0.9375
SEMA3C	0.482666666666667
GRAMD3	1.95975
FBXO10	-0.048875
OR5D13	-7.312
FLJ31818	-0.095875
CACNA1I	0.79575
S100A13	-0.0175
TP63	0.922571428571429
ANXA11	0.8786
WDR66	0.8125
CSF2RB	0.369
IFI44	1.14275
DACT1	3.529
ANKRD23	-1.6565
ATP5G1	-0.901333333333333
C21orf70	-0.900833333333333
PPWD1	-1.032
DNAJC13	-0.019
PAH	-4.7304
PTCH2	0.185
TRMU	-1.35075
CCDC9	0.093
USP3	-0.2433
DCLRE1C	0.00929999999999999
FAM55C	0.87125
FRMD4B	2.517
CYP2R1	-0.526
RFPL1	0.7697
XPO5	-1.39275
ARL6IP2	-0.7215
OSBPL5	1.52025
MMP9	4.27927272727273
KIAA0802	-0.184375
DHRS2	-3.89016666666667
SGEF	-0.0315
TXNDC10	-0.4487
EXOC6	0.34475
RPS27	0.471833333333333
PNCK	-1.9855
FSTL1	1.2685
AACS	-0.68225
SLMAP	0.546166666666667
SAMD4A	0.5935
ABRA	0.64625
SMARCD3	1.262
PKNOX2	-1.66333333333333
A4GNT	-0.08
C9orf39	0.308166666666667
RALYL	0.276666666666667
MGC33556	-2.423
C10orf25	-0.3325
BBOX1	1.04025
NHEDC1	0.34225
XDH	-0.7735
GCSH	-1.9045
EDN1	3.29966666666667
MTERF	-0.5045
CLK4	0.710625
ZNF799	0.395666666666667
KCNG1	-1.736125
CXCR4	2.52133333333333
PTPRR	-1.24675
IRAK1	-1.31125
LOC401397	-0.611
TMSB10	1.165
CXCL3	-2.7118
TMC4	1.4525
OR7A10	0.04
STYK1	0.9985
CHRNA10	-0.65175
CCNI	0.576
EP300	1.34635714285714
LOC165186	0.521
HIC2	-1.85025
SDR-O	1.299
OR2W1	-0.1655
KCNA6	0.208
TRIM74	-2.0425
REEP6	0.95125
ATP5G2	-0.132
ERG	1.578
TMEM42	0.211
PARN	0.278833333333333
SOD2	0.1146875
DIRAS1	0.05
PNPT1	-1.78
JOSD3	-1.28225
hCG_40738	-0.1345
PDE1C	-2.19225
SEMA4D	0.82025
AGPAT1	0.101166666666667
NOSTRIN	1.715375
MAP3K3	0.321333333333333
MAX	0.681
CAPS	-0.2805
SERPINA12	-0.704
OSBPL8	0.625375
RICS	0.9279
NR4A2	3.26066666666667
PPCS	0.886833333333333
LONP1	-1.446
SCYL3	1.60875
HERC2P2	-1.19783333333333
FIBCD1	-0.8015
C15orf41	-0.40525
DMC1	-1.65916666666667
C20orf27	-1.35225
RPS6KA5	0.2507
FAHD1	-0.4175
SLC12A4	0.2885
BRCA1	-1.84416666666667
GBL	-0.27925
SLK	0.555
NUDT9P1	0.0175
NOXO1	0.5165
USP52	-1.3445
BAZ1B	0.581125
SLCO2B1	3.63275
BBS12	1.56466666666667
LRGUK	-0.320666666666667
TERF2IP	0.2405
COL1A1	6.388
KIAA0090	0.13175
GRK5	0.542166666666667
AP1S2	-0.535
TMEM52	-1.568
CA11	-0.61825
OR4A15	0.266333333333333
ACBD3	1.0313
SPAG11B	0.7885
PRDM2	1.3441
FOXP3	1.03025
SMYD3	-0.7755
LOC389199	0.9805
LGI2	2.9065
NAPE-PLD	-0.8389
ANKRD6	1.3315
WDR45	0.186666666666667
SHROOM1	1.7315
PSCD3	1.5525
PYY	0.679
KCNC1	-0.425
ARHGEF9	0.5938
OR8J1	0.4795
GPR55	0.1465
NS3BP	-1.941
C10orf22	0.4245
NAT8L	-0.3105
DUSP4	2.04833333333333
FOXM1	-2.3645
GRAMD2	1.6767
ZBTB48	-0.408666666666667
BUD31	-0.6175
PABPC5	1.833
CCDC41	-0.16575
FBXO11	0.29875
C6orf148	-0.836
RFXAP	-1.32375
C6orf15	-0.541833333333333
CDK8	-1.20466666666667
C6orf70	0.325125
TESSP2	0.559
ALG2	0.21475
PPP1R3D	0.4265
TPM3	0.100611111111111
SYT13	-0.26475
EPB42	-0.241166666666667
CETN3	-1.20925
PRY	0.382
NTHL1	-0.842166666666667
POLR2B	-0.2115
RPS28	0.534416666666667
P2RX3	0.2825
LYZL4	0.245
WBP4	-0.00960000000000001
PMM1	-0.61875
C11orf79	0.2655
CBLL1	-0.563
IL1F10	0.696833333333333
VAX2	-0.801
SETDB1	0.0941666666666667
LRAP	1.15783333333333
GCLM	-0.600666666666667
CPEB3	2.10575
PPM1A	0.2950625
INTS1	-0.90575
CAMTA1	0.82625
SAMSN1	-0.90025
LOC158830	-0.249333333333333
GMPPA	-0.541125
AIPL1	0.76175
IL24	0.743181818181818
BDKRB1	-1.17566666666667
MLF1	0.3481
TAF12	0.1555
ID1	-1.083375
THADA	-0.291125
PIK3CB	-0.8865
OR4N5	1.242
TBC1D17	-0.311166666666667
COX8A	-0.57775
CDCA4	-1.5755
C2orf44	-0.538
ZNF534	-0.7475
IMMP1L	0.114
NIPSNAP3B	0.07675
FTMT	0.154375
PWP2	-0.963666666666667
MMP15	-0.7526
DNAH11	-0.639
MTMR14	-0.526
DNAL4	0.254
IPP	-0.67475
TMEM59	0.420125
C1orf157	0.7865
RGS4	0.635333333333333
DDX18	-0.670333333333333
SNX6	0.201
ZNHIT2	0.117833333333333
NCDN	-0.308333333333333
FLJ33534	0.246
RAG1	-1.294375
OR4D10	0.516
PTPN5	0.839666666666667
POMT1	-0.041
LRRC8A	0.8697
CYP1A1	-1.54825
CAPN1	-0.674333333333333
DDHD2	0.17
GRIK2	-0.305
GNRHR	0.663
PPBP	0.785
HTR3A	-1.6155
SLITRK4	2.25975
ANKRD49	-0.147
BTF3	-0.4514
SARS	-0.745
C13orf18	0.686666666666667
CACNB1	0.244307692307692
QKI	0.826363636363636
SETMAR	0.233625
MAN2B1	1.25716666666667
EML3	-0.64125
ACADL	1.1765
OFD1	-0.302
DEFB114	1.8995
CGA	-3.5099
PEX16	-0.0231666666666667
LRRC10	-2.0285
GNG12	0.0345
C1orf152	0.393333333333333
CHRM1	0.111
CD53	1.54875
DBH	-0.094
TFAP2B	3.5765
HIST1H2BJ	-1.46566666666667
FAM46D	0.7085
TMEM11	0.04425
C3orf32	-2.2295
PCCB	-1.179625
IPO13	-0.336
C6orf105	-2.95225
COMMD5	0.78725
SUV420H1	-0.3663
LTBR	0.35175
ARHGAP15	0.548125
HDHD2	0.0325
TDRKH	-0.234666666666667
LOC401052	-0.95
PSG4	-2.54525
GNB4	0.2061
SPATA4	1.43625
SLC9A3	0.2575
OSBP	0.301833333333333
NBPF3	-0.461583333333333
DOCK11	-0.0125
SLC39A5	-1.56283333333333
PRR5	1.3345
C10orf63	0.858625
SMTNL2	-0.755
ADRA1A	0.0005
ASAH1	2.2024
DOM3Z	-0.4175
GIPR	0.8495
AHI1	-0.760333333333333
NADSYN1	-0.297333333333333
RGS14	-0.4445
IL18BP	1.4095
RTN4RL1	1.71241666666667
ARMC6	-0.56425
PSMD5	-0.222166666666667
HK3	1.4425
OR4S1	1.373
RSU1	1.124
MAD2L1	-3.62855555555556
EIF4A3	-0.771
DLEC1	0.039
E4F1	-0.261
CHMP2B	0.5806
CAMSAP1	-0.18975
RPS21	-0.950833333333333
ARID5A	1.1875
UBE2N	-0.00969999999999999
IGSF8	0.366666666666667
MAGEB6	-2.087
ACAD11	-0.8826
MGC4172	-1.489
LMO4	0.9295
KLKB1	0.10175
HP	-1.422
HDAC3	-0.8815
SCHIP1	1.78
CLCA1	0.352
OLFML2A	1.605625
C1orf112	-1.41975
KIF19	1.2947
