Hybridization REF	TCGA-B6-A0X7-01A-11R-A10J-07
GYLTL1B	0.264
CDH20	-0.0181666666666667
FBXO7	-0.0635
TMEM134	0.616333333333333
FLJ14213	0.9675
ZNF3	0.08575
LRRFIP1	0.477625
CNOT2	0.741666666666667
ABI3	1.9625
ALDH5A1	-0.415
HNT	1.6975
SERPINA4	-2.2415
TK2	0.39075
STMN1	-1.66611111111111
GUCA2A	-0.003
GALNT10	1.10414285714286
DPP6	-0.49445
C9orf93	1.354125
PRELID2	0.3385
STK39	0.669625
SFTPA1	-0.83025
CKS2	-2.101
RHO	0.21425
C20orf135	-0.40825
XKR3	-2.3065
CR1	0.13025
RPS6KA2	0.874
C20orf112	0.31075
MRPL22	-0.75025
C4orf23	0.555333333333333
GADD45B	1.20075
KLHDC1	1.778
C2orf48	-1.0715
ZNF287	0.8285
DAAM2	-0.31825
DPPA2	-2.34
TCTN3	0.5015
DNAJB11	-0.365375
FPR1	2.04875
DEFB4	0.1895
PTCD2	-0.4761
SMOC2	4.88183333333333
CABP7	1.84075
SERPINB11	0.068
MAGEF1	0.138
NDE1	-0.0798333333333333
ITGA10	0.165
FSHB	0.069
ANXA2	0.302625
HORMAD2	0.04875
HLCS	-0.26275
MCF2L	1.16425
FH	-0.386875
TBC1D24	-0.313
KIAA1505	2.12225
LGALS2	-1.77525
CNBD1	0.26
SYNPO2L	1.404
PTPN23	-0.0643571428571429
C1orf183	-0.8455
MAGEA8	-2.5795
DGCR8	-0.293375
GSR	-2.379
PAQR7	0.14425
ZNF676	-0.484
CACNA1C	-0.0569
SP7	-0.017
PDCD6	-0.1255
NRN1L	-1.118
BRI3BP	-0.3225
KIAA1183	0.34425
ASB4	0.159
CCL23	1.0826
OBSL1	-0.745125
SLC12A7	0.323666666666667
KIAA0240	1.799125
CD1B	-2.66966666666667
FCGR2A	0.393625
MDC1	-1.3025
HTR1A	0.438833333333333
OCEL1	0.553
ATP11B	-0.6155625
FBXO34	-0.151666666666667
PCDH12	3.19133333333333
RPE	-1.285
C17orf74	-0.5615
CSDC2	0.6475
PET112L	0.27025
TMBIM1	0.21125
P2RXL1	-0.3685
TCHP	-1.1845
TRMT1	-0.7755
F2RL2	1.15191666666667
LRRC32	3.0825
IMPG2	-0.358
BGLAP	-0.219
LOC493869	-0.763833333333333
MRAS	1.341375
SLC35F5	-0.1965
CBWD1	-0.2225
AXL	-1.601375
ATP2C2	1.002
TELO2	-0.71075
PNPLA3	-4.029
PCDHB14	0.8085
CD276	-0.2625
KRT80	-1.68475
DUSP28	0.1955
CSNK1E	0.154166666666667
SRP14	0.9785
KCNQ4	0.06
KRT72	-0.0285
CCDC117	0.2665
C6orf89	0.168166666666667
TUBB2B	-1.57516666666667
RTN4IP1	-0.48175
CR1L	-3.41933333333333
CEND1	0.342625
C12orf41	-0.491166666666667
RNF31	0.414
UBN1	0.033
C17orf32	0.581375
SLC5A7	0.22625
GPR92	-0.121
ESAM	2.4596
CTNNA1	0.24125
HRBL	-0.0568
CBX4	-0.219
TMEM182	0.05875
SH3TC2	-0.764166666666667
IL10	0.127333333333333
PXMP4	0.978
RNF167	-0.5159
PAK7	1.24533333333333
ETV3	0.306
ATPIF1	-0.0131666666666667
LOC554207	-1.45083333333333
OR8H1	0.14375
WDFY3	1.537125
DPM1	-1.44675
GPSM1	-0.263
WDR92	0.3777
LRP1	0.841
ANKH	-0.635875
THUMPD3	-1.29175
POLR1B	-0.70575
OLFM4	1.688
RAD9B	0.20575
TSPY2	-2.3405
PAX6	-1.19983333333333
SCG2	-2.636625
SLC17A6	-0.10125
FMO3	0.6115
PADI4	-0.165625
TUBB4	-1.0453
NLK	-0.223
POU4F3	0.0005
SDF4	-0.102
ITGBL1	3.334
NETO1	-0.818125
TAP2	-0.077375
ABBA-1	-0.323666666666667
GNAI1	0.2195
VPS4B	0.757
NOPE	0.6122
GALNT6	2.739
SESN1	1.5445
GBE1	-1.96866666666667
CLASP1	-0.059
RASGEF1B	0.093125
ACOT11	-0.702428571428571
AFAP1	0.719
OR2H2	0.00925
DPY19L2P1	-0.95525
DZIP1	-1.47675
SEC22C	-0.199
GPR161	-0.404333333333333
RNF146	0.5855
WDR74	-0.800875
GALP	0.232
PURA	2.137
DNPEP	0.439583333333333
RP11-78J21.1	-1.17025
ERBB2	2.455
FANCM	-0.21475
NEO1	0.444
DDX3Y	-3.9442
RPS3A	0.78825
MXRA7	0.411571428571429
LGALS3	-0.406333333333333
GLT8D1	0.57175
CFL2	-1.67333333333333
UPB1	0.1575
NAP1L5	0.262125
CLDN14	-1.2705
DHX38	-0.84975
BTBD1	-0.154
TARS2	0.475833333333333
ABCF1	-0.4294
FCF1	0.567666666666667
LRRC49	0.48075
GUCY1B2	-2.1605
C1orf177	0.187833333333333
SMARCA4	-0.450857142857143
LRP8	-3.8965
TAGLN3	-0.69425
MRPL14	-0.784
TTRAP	-0.45025
ZDHHC20	0.0655
NFE2L3	-1.78125
KIAA1377	0.4105
PALMD	1.542
TMEM43	-0.112
TTL	-1.396625
STAT5B	-1.12383333333333
SSB	-0.887125
OR10H5	-0.2325
SLC22A13	-0.24075
AKAP3	0.039
TIMM23	-0.852833333333333
OAS2	1.28525
KIAA0423	0.56
TRIM11	0.711333333333333
GLIS3	1.8215
TMEM50B	0.346
ARHGEF4	-0.407125
DEGS1	-0.373636363636364
TBL1XR1	1.32446666666667
G6PD	-2.2955
SP140	-0.0688
MUC17	0.114142857142857
NUDC	-0.6965
DNAJC5B	0.344
SCARA3	-0.625
CPA3	5.88083333333333
BCAT2	-0.32
MFN1	-0.7067
NRG3	0.2285
SNX11	0.16875
PLEKHH1	-0.518
GPR177	-1.1635
HCFC2	-0.0825
TCAP	-0.395
MOCOS	-2.00175
C14orf93	0.2
PRDM10	-0.161333333333333
SLC16A4	-0.126416666666667
SRGAP1	0.920333333333333
VIP	0.18075
DUSP27	-0.176333333333333
LILRA1	0.1958
MC2R	-0.145
MGC24103	0.1165
MBTD1	-0.608
FUT11	-0.689166666666667
USP33	-0.5573
C15orf39	-0.716
MAP3K12	0.018375
PAAF1	-0.763166666666667
BARHL1	-0.3045
FLJ16165	-0.21
PIWIL2	-2.231
SYNE1	0.798583333333333
CMTM4	0.00274999999999997
TSPYL1	0.9587
GUF1	-0.624666666666667
TMEM157	1.037
WDR44	0.24375
HIST1H3C	-0.233
DKFZp666G057	1.52825
RNPEP	0.5095
GAS2L2	-0.183666666666667
ADH4	-3.59475
GRPR	0.785166666666667
FBXL17	1.369
ZBTB10	0.223416666666667
Gcom1	0.356055555555556
HTRA1	2.7669
ZNF585A	0.191
SLC26A2	0.502
OTOP3	0.104666666666667
WISP1	2.00122222222222
ATP2B4	0.280666666666667
FLJ10769	1.40675
CRAMP1L	0.3655
CHST12	-0.618
RAB22A	0.320166666666667
TARDBP	-0.184
STAU1	-0.238
CRB3	1.415
MIG7	-0.96175
CHMP1A	-0.5435
ZNF160	0.115125
B3GALT6	0.13825
BARX1	-1.50633333333333
C6orf167	-1.349
NXNL1	0.01
DHX29	0.204125
HADHB	0.04775
PLXNB2	0.883
ILDR1	0.02025
SLC15A3	2.245
GAS2	-2.05333333333333
C20orf69	0.83275
NUMB	-0.05225
TNIP1	-0.145125
MESP1	0.144166666666667
PSKH1	-0.147
NSFL1C	-0.057125
RHOG	-0.57325
HEY1	-1.9145
KNG1	-1.395375
ITGAX	0.9328
LIN9	-0.4435
CANT1	0.560875
XRN1	0.484
CCDC96	1.1219
HEATR6	-0.958
GNG7	0.966666666666667
RUNX2	1.1276875
SOX1	0.5575
FCRL5	0.1331
ZNF99	0.125875
FAM9A	-0.269
SNX22	-0.174666666666667
MBNL3	-1.492
ODC1	-2.6089
ADORA2B	-2.756
NR2F6	0.50025
ZFYVE16	0.1025
SYNJ2BP	1.4972
POLE	-1.070375
E2F2	-1.608375
THRA	0.708166666666667
PTGES2	-1.3285
HIP1R	-0.325333333333333
TMUB1	-0.545666666666667
ENO3	-2.12475
RSPH10B	-0.1165
CXorf39	0.352
IRGC	-0.1585
GPR109B	0.879
FLJ13305	0.0015
LCE3A	-0.4405
TNFRSF18	-0.114166666666667
DET1	-0.1735
TRPM3	-0.156083333333333
C16orf79	-1.279
FECH	-0.450833333333333
RAP2A	-0.475333333333333
CRIP1	2.35283333333333
AZIN1	-0.03275
SLC7A7	1.978
IL10RA	0.0185
TMEM64	-2.43375
CDC42EP4	0.8157
C16orf58	-0.2003
ARG2	-3.152
POU5F1P4	-4.26525
FAM62B	-0.269875
DNAH8	-1.5137
ASH2L	-0.21275
TSLP	-1.60916666666667
CNTNAP5	-0.300166666666667
TMEM16C	0.04925
IFNA14	0.227
SLC1A3	-0.491125
CABYR	1.725
BCL7B	-0.3125
NUDT13	-0.649166666666667
C13orf28	0.3655
C1orf53	-0.06725
ARL6IP4	0.12
RPL35A	0.3405
EMR3	-0.22525
RAB40C	0.179833333333333
SLC41A1	-0.3225
LRCH1	0.28475
LY6G5B	-0.5815
FAM124A	-0.0840714285714286
MGC10981	-3.57633333333333
CLIP3	0.2047
MAP4K2	-0.379833333333333
CHIC1	0.6445
SULF1	2.37833333333333
C20orf30	0.362071428571428
PRDM5	-0.029125
ELOVL1	-0.35925
C11orf48	-0.802
SLC39A10	-0.5145
KCNV1	-0.00475
ACP1	-0.532833333333333
ZMYM2	0.880875
B3GNT6	-0.0668333333333333
C9orf69	-0.213
C2orf15	1.26825
C20orf166	0.0935
HSP90AA6P	-0.8395
EDG7	-0.26
NEURL	-1.055
LPL	2.693
CLEC2D	0.120357142857143
GRRP1	2.6145
CD8B	-2.3533
HIST1H3D	-1.45833333333333
SLC6A12	-0.145
FAM27L	-0.479
CD84	0.5201
RASA1	-0.3415
PHKG1	-0.2525
MAGEA11	-0.8925
IMPA1	-0.978
NPM3	-1.32975
RARRES1	2.10275
SH3BP1	-0.059875
B3GNTL1	-0.3955
ARPC5L	-0.479166666666667
KLHL26	0.40075
SIM2	-0.62275
GJC1	0.2785
C20orf194	0.85675
EXO1	-3.0725
SLC2A2	-2.04
LOC285074	-0.6075
LRG1	0.78575
KIRREL	0.705
PIK3R1	0.517857142857143
C4orf34	0.76475
MAF	-1.46888888888889
ADCY4	3.56933333333333
ZMIZ2	0.5774
SLC46A3	1.0485
STAMBP	-0.315166666666667
CCDC16	0.63925
MS4A12	-0.1555
TCF20	0.08775
LRRC46	0.25475
C20orf152	0.385
MRPS6	-0.452125
ABCB11	0.155
KCNC2	0.413
CDH19	-1.78383333333333
C9orf123	0.550833333333333
SSH3	1.041625
LDLRAD1	-2.322
CCBE1	-0.65025
ZNF135	1.272875
TAAR1	-0.0315
WFDC12	0.3375
CCDC42	-0.151166666666667
FLJ12529	-0.45775
PER1	-0.6225
TIMM50	-0.9695
SMARCAD1	-0.133833333333333
FAM26C	0.115
TP53TG3	-2.01216666666667
SH3RF1	1.601
LMCD1	1.983
GPR63	-0.3625
FLJ21986	-1.59625
AIFM3	-0.54725
MICAL1	-0.702
BLZF1	0.869666666666667
IQCA	1.2885
PCDHGC3	-0.165
SAC	0.124
BCL6B	2.41983333333333
DDO	0.689
MARCO	1.92775
DCHS1	1.54283333333333
C1orf170	-1.37166666666667
CD200R1	0.182333333333333
C22orf15	-0.569
SEPT11	0.0101666666666667
ADNP	0.0465
UST	-0.0453
C13orf34	-1.09533333333333
RFFL	0.280642857142857
APBA3	-0.486
C2orf60	-0.591125
CUTL1	-0.1319
PMS1	-0.72425
ZNF689	0.235
EIF3E	-0.000166666666666662
IL9	0.113666666666667
RPL31	0.1785
LY9	-0.149666666666667
ATP2B3	-0.11625
KDELR2	-0.185666666666667
TFCP2	0.218375
NLRP12	-0.01775
FLJ45422	0.551
TLE4	-0.6124
ZNF570	-0.3805
FLJ43806	-0.4325
TLK2	-0.5515
CIR	1.11875
MARS2	-0.5705
COL24A1	0.7125
SDF2L1	-0.7655
HIBADH	-0.464666666666667
IGFBP3	-2.28771428571429
C12orf23	0.727125
PSPC1	0.151
C20orf43	0.06325
TRAV20	-0.188
ARHGAP24	0.501
KIAA1975	0.329375
C1QA	2.8699
DNTT	-4.10866666666667
C10orf6	0.21825
C11orf41	-0.41475
HNRPF	-0.08775
COL11A1	5.76966666666667
UBAP2	-0.2575
CDKN2AIPNL	-0.9115
C20orf174	0.411
SPRED2	0.53875
PLA2G12A	0.236
ICEBERG	-1.0324
SCN10A	-0.064
C11orf65	-0.53575
GBP5	2.69125
PITPNC1	-1.8255
POU3F3	1.3955
NCOA7	-1.02325
LIN7C	-0.7286
LOC348840	-0.556
NKX2-2	-2.2695
ANKRD13D	0.27075
LOC123688	0.273
FUT2	0.774
TAAR8	-0.0175
FZD4	0.0810833333333333
PNMA3	-0.703833333333333
OR4L1	0.2405
WIT1	-1.52375
EXOC3L	1.0935
ATPBD4	-0.2239
KRBA1	-0.23625
UBXD6	-1.098
HOXB7	-0.555857142857143
C7orf23	-0.562
UNQ338	-0.513
STAB2	0.1925
CDC20B	0.05225
IRF9	1.79525
CENTG1	0.124416666666667
TNPO2	-0.981
MCPH1	-0.3825
BMS1P5	0.30275
SLC26A7	0.3865
HIST1H3J	0.7845
C9orf3	0.7879
LBH	0.9995
MYO1D	0.139
PTDSS2	-0.26075
NFU1	0.1495
DEPDC4	-1.344
WNT7B	1.7422
GLP2R	-0.2855
SETD4	-1.0699
DYNLT3	-1.0082
FKBP11	-1.25766666666667
SESTD1	0.643
FLII	-0.18975
RPS16	0.0807
CHPF	-0.4715
CSNK2A1	-0.337333333333333
SUMO1P1	-0.28175
FKBP6	-0.298
ZNF214	0.8725
TWIST1	0.664833333333333
DDX56	-0.982833333333333
TRAM1L1	2.4594
EPO	-2.34533333333333
MRPS18B	-0.464
ZNF682	0.0101666666666667
RPL14	0.0778333333333334
MAFF	-1.1805
LOC51136	-1.16175
LY96	-0.011
DDX20	0.364
ABTB1	0.597666666666667
ARL5A	0.1863
CCT6A	-1.364
HEPACAM	-0.591833333333333
EHHADH	-1.07883333333333
RBAK	0.519333333333333
CGB1	0.94475
ITGB5	1.2987
YIPF3	-0.21325
FKBP2	0.01375
NR1D1	-0.0842
TMEM110	-0.236
NEK2	-2.2015
PRAMEF8	-2.43275
C20orf52	-1.11766666666667
PCDHGA3	-0.7415
VWA3B	0.2345
NDUFA5	0.143125
THAP9	-0.546
FLVCR2	-0.766833333333333
AP1S1	-1.7345
SMAD6	-1.0025
SAV1	0.58125
SAT1	1.044
ZNF251	1.19325
ADAMTS7	0.1441
RPP38	-0.1395
C1orf211	-1.528
YPEL2	1.11545
RBMS1	-0.10875
ZNF445	-0.158
NRXN2	0.3435
PGBD4	0.590375
UGT2B28	-2.64475
WBSCR16	-0.3684
NLRC3	-0.58425
ASTL	-0.0325
ST6GALNAC1	-2.12975
ZADH2	0.209875
MLLT4	0.635416666666667
ARL6	0.00700000000000004
MEF2C	1.36725
CBFA2T3	-2.258
AFF3	1.83914285714286
COG7	-0.388833333333333
MYB	0.564
PLXNA3	-0.352
XRCC2	-1.693
MMS19	-0.33725
ST8SIA5	-0.42525
CHPT1	0.669333333333333
KIAA1712	-0.540625
OR6X1	0.1405
ACTR3	-0.654875
UGCG	2.2675
OR4P4	0.0745
ZAP70	-3.277
LPP	1.772
ZNF485	-0.58175
PTPRCAP	-0.62075
IL12RB1	0.00875
ATRX	0.3453
CHST8	-1.20825
C14orf109	-0.11175
ARV1	0.75675
NMB	-0.640142857142857
COX5A	-1.10133333333333
EIF6	-0.58325
MPPED2	0.0608333333333333
SEMG1	-0.7255
CHRDL1	0.649
TRAF3IP2	0.94925
WNK2	-0.611625
LILRA4	0.472
LAMA2	4.49825
PXT1	-0.1795
RLBP1	-2.003
CD300C	-0.285
SLTM	-0.037625
FLJ10404	0.19875
APOBEC3D	-2.19466666666667
RENBP	-0.485833333333333
ATXN7L1	0.22325
NID1	0.0635
TUBGCP3	-0.73275
ITIH5	1.25238888888889
CCDC110	2.41075
C8A	-2.3315
MGC87042	-1.0905
HOXC13	-0.8805
TFDP2	-1.09325
HCP5	0.55825
POLI	0.35975
UCN	0.120333333333333
ZNF764	-0.222666666666667
C8orf45	-0.47025
FHL3	-0.758
SPATA5L1	-1.062
MMRN2	3.034
NDST1	0.382
COL20A1	0.107166666666667
ZNF248	-0.321166666666667
PELP1	-0.805166666666667
MBL2	-1.6525
RNF41	0.471875
C5orf24	0.63425
THOC5	-0.268875
SERINC3	0.126333333333333
RP11-151A6.2	0.5945
CDCP2	-0.24725
HIST1H2AA	-0.0625
C11orf75	-0.263166666666667
FKBP7	0.3175
DDOST	-0.096
GPNMB	0.868
TTF2	-1.10983333333333
KCNT1	-0.105
SLC39A14	-1.105375
NGRN	0.5315
GPR137B	1.905
MECP2	0.118125
PSMA1	-0.79475
C16orf73	-4.632
TMEM60	-0.0365
CSN3	-0.1015
NOS1	0.122833333333333
RAB7L1	1.36083333333333
YBX2	-0.877
KIAA1166	-0.009875
FUBP3	-0.650666666666667
ABCG1	0.6585
ACACA	-0.325916666666667
ARL11	0.5817
ATOH1	0.0665
ODF1	0.1725
CREB3L3	-1.469
TMEM127	1.28671428571429
DSCAML1	-0.015
PLN	2.55616666666667
LYPLA1	-0.26825
PRDM9	-1.41825
SASP	1.2245
PLUNC	0.0658333333333333
INTU	0.3005
HISPPD1	-0.00275
LNPEP	-0.837
YARS2	-0.671333333333333
APCDD1L	-1.248
ZCCHC4	-0.361
FBXO22	-0.88
TTLL13	-0.363
ZNF669	0.8845
PTGDR	1.165
DDX27	-0.59875
KIAA0409	-1.12483333333333
GJB6	0.25275
ASB8	1.111
PLP2	-0.519166666666667
MEPE	0.036
OR10J5	-0.208
KRT222P	2.6355
COQ7	-0.0265
C1orf101	1.7295
RERG	3.3845
CHMP5	0.1775
THAP11	-0.159375
ZNF43	0.202333333333333
ZRANB3	-0.764
KRT13	0.763375
MRPL19	-0.782875
RBBP9	0.263625
SPATA17	0.67975
BXDC5	-0.443
PAFAH1B1	-1.30891666666667
MAGEE1	0.39775
OSTF1	-0.838
KIAA0323	-0.07375
TXNDC13	0.012
CNTN4	1.795
LCE1B	0.873
UNQ501	1.11775
ZNF154	-0.0235
C3orf64	0.077
SYT5	-0.0376
PON1	0.045
FLJ10357	-0.15475
ATP4A	-1.04
GNPDA1	0.125333333333333
MGAT1	0.877333333333333
C14orf121	-0.068
SLC35B2	-0.16925
MIER3	0.269833333333333
CHEK1	-4.91975
ZNF8	-0.1175
TXNDC1	-1.0255
CKB	-1.0302
RTN3	0.178214285714286
FZD2	-0.704833333333333
PART1	-0.122
PSMB6	-1.42725
PCDHB8	-1.1615
PHC3	0.114
PPP1R8	-0.301
NOVA2	1.0545
TNFRSF11B	-2.046375
GOLPH3	0.8775
UBLCP1	-0.459
SUHW3	-0.75125
TTLL1	1.52325
OPN4	-0.0135
OR13G1	0.0995
ZPBP2	0.146833333333333
HSD17B11	-1.168
C9orf50	-0.2545
DHDDS	0.0997857142857143
CTSW	0.2155
NEFM	0.799166666666667
MRPL28	-0.665
SYN1	0.608666666666667
PIGV	0.167
ZIM2	2.88425
APBB1	0.0305
SND1	-0.73175
C1orf123	-0.399833333333333
CHD3	-0.41425
BHLHB8	0.01175
RNASE2	-0.4315
BCAP31	-0.018375
SLC25A44	0.450833333333333
CHD6	0.5771
PIB5PA	2.75892307692308
SELS	-0.145375
LOC541471	-0.766
FAT2	0.682
ZNF81	0.113
OR4C16	0.1785
FLJ10081	0.9376
LRRC4	0.264
CS	-1.32183333333333
N4BP2	0.348625
IGFBP7	1.89075
ZNF318	0.15875
NDNL2	0.580125
ZNF609	0.288875
SIRT4	-0.2015
EXOSC10	0.004
ECE2	-0.394083333333333
OVGP1	1.228
GTPBP3	-1.07475
PACS2	0.5348
C19orf36	-0.816333333333333
ARL4C	-0.519
ATG4B	-0.381625
UBQLNL	3.0445
RHOXF2B	-3.3355
PLEKHG2	-1.006
GALR1	-0.172
AQP4	0.182
HDAC7A	0.4155
DCUN1D3	-0.12975
OR8A1	-0.0885
CCRN4L	-0.379375
CBR4	-0.469833333333333
KIFC1	-2.58583333333333
SLC7A14	-0.640166666666667
LHX5	-0.106
TRPC7	-0.136
LPXN	-1.087
SERPINA1	-2.309125
RPS13	-0.0418
BPIL3	0.1625
PRKAA1	-1.40875
FADS2	-1.4798
ENAH	1.6484375
PRO1768	-0.141
APBA2BP	-0.245
LIPH	1.63016666666667
C3orf33	-0.8735
RCC2	0.0238571428571429
ALDH1A2	-2.265
RNF103	1.551
AHCY	-0.696125
ALG12	0.581
CCL17	0.69825
ZNF543	0.935333333333333
ESRRG	2.3472
CNGA1	0.19675
RDH5	0.6495
OTX1	-0.1076
PTGFR	-0.561166666666667
CDR2	-0.269
SELE	3.52175
NLGN2	-0.769833333333333
EXOSC9	-0.91025
ZNF566	0.265833333333333
KLRC2	-4.2375
GPR12	0.4075
KIAA0196	1.185
PDRG1	0.5645
SSR3	-1.05978571428571
MSI1	-1.097
CST9	3.7965
CC2D1A	-0.20475
PLAGL1	-0.0320555555555556
ZNF778	-0.8175
RNF2	0.321
KLF6	0.936166666666667
THBD	3.06683333333333
tcag7.1314	1.5185
NR5A1	-0.138333333333333
ABCD2	-0.0015
DNAJC7	-1.96975
CLEC4C	-0.0095
TM2D3	0.303
CCDC4	-0.093
PLAC2	-1.2385
DCD	0.5305
FAAH	1.298875
POLA1	-0.5
TM7SF2	-0.53875
FLJ39822	-0.276
FLOT2	0.0135
MAP4K1	-0.822833333333333
SRP68	-0.281625
C21orf74	0.3475
ARPC5	0.173125
LOC126075	1.70375
HECW2	0.238125
ZDHHC4	-0.71025
ANKRD42	0.6938
PDE9A	-0.647666666666667
ABCA8	1.17575
NDUFS2	-0.27375
UBR5	0.2885
BTBD16	-3.338
LOC554174	-0.033
ZNF20	0.7255
KIAA1843	0.028
WDR17	0.403625
C15orf33	0.397
RNF113A	-0.719
CAMKK1	-0.2783
CLCN2	-0.449
ANXA6	-1.845
LOC340069	-0.009
EMID1	0.700125
DPM3	-0.303583333333333
ELA1	-0.1975
SLC25A13	-1.197
KRT24	-0.091
SMPD1	-0.169
TH	-0.195875
COL6A2	1.61564285714286
ANKS1B	0.78725
GPR126	-2.6387
ZC3H12A	0.5595
TMEM47	0.182166666666667
C2orf51	-0.230166666666667
C1orf88	1.92983333333333
HSF2BP	0.368
AKAP10	-0.4115
RPAP3	-0.7825
KLHDC8B	0.521
STOM	1.4894
MUPCDH	-0.120625
C10orf72	-0.028875
PLEKHA3	0.0891666666666667
TCP11L1	-1.1095
CWF19L1	0.3585
SPEF1	0.488615384615385
YSK4	0.2145
ELN	3.325
SAMD8	-0.169166666666667
MPI	-1.2675
MEPCE	0.0825
ABCC3	-0.981
NANOGP1	-2.6735
KCNK17	1.18475
HLA-DMB	3.58133333333333
RRAGA	0.7925
ANGEL1	0.01925
RBM32B	-0.136
CPN1	-2.63075
MGC52282	-0.6624
HLA-A	0.887333333333333
OR9G4	-0.117
EDNRB	-1.295875
SCD	-1.45921428571429
C14orf80	-1.07333333333333
BAGE2	-0.2065
RABL4	1.1185
RCVRN	0.1505
SHANK1	-0.081
NLRP7	-2.347
CD226	0.215
STAT3	0.91225
SYNJ2	-0.2754
TPCN2	-0.0988333333333333
WDR36	-0.85675
MBD4	-0.1855
ROBO1	-0.7341
ST3GAL6	-3.11325
SLAMF8	1.2805
ATN1	0.3885
GPR141	0.16425
KRT36	-0.203
TPH1	0.0035
DDX52	0.0505
ZSCAN29	-0.348
TRPT1	-0.279166666666667
DPEP3	0.27325
DENND4A	-0.716375
TSPAN16	0.096
PTCHD2	-0.324
LOC145814	-0.492
CAP1	0.416
EIF5A2	-0.7626
NT5DC3	-1.297125
SEPT9	-1.481
SEZ6L2	-2.0175
EGFLAM	3.342
VPS11	0.189875
NDUFB5	-0.336166666666667
CIDEA	4.36833333333333
IER5L	-0.017
N6AMT1	-0.0285
FAM83C	-0.04775
OXR1	0.951
IRX1	0.137
DGKB	0.0258333333333333
GCN5L2	-1.56
MIR16	0.8075
FBXW9	0.406
WDR4	-2.54333333333333
PDC	-0.1205
VPS33B	-0.5685
HEXB	-0.3375
FLJ32214	0.546
TCEB3	-1.18775
CRLF1	-3.307
ABI3BP	1.5075
C8orf22	-3.26675
PYCR1	-0.7555
KIAA1706	1.06
CDK5R2	0.45225
WAS	-0.2665
C12orf60	-1.06575
CCBL2	-0.227
MADD	0.44325
C5orf34	-2.139
WDR42A	0.936
KLF12	0.69
HSPA1A	1.634
ITM2C	-1.41441666666667
DAPK2	0.732666666666667
LOC442590	1.3205
SUMF2	0.36575
CENPA	-3.05453846153846
TMED5	-1.34075
CDH6	-0.2456
BRP44	0.056125
THG1L	-0.73725
GABRA2	-0.6325
C14orf166	-0.107
MYL1	-1.05083333333333
TNFSF18	-0.0185
PAP2D	-0.220666666666667
PPIB	-0.57225
KLHL4	-0.194875
SFN	-0.569833333333333
CCDC127	0.14275
FRAP1	0.01725
GOLGA5	0.547
SDCCAG1	0.26225
MGC21675	0.484833333333333
C10orf95	-0.9075
KIAA1345	-0.140333333333333
C1orf163	-1.023
LACE1	-0.254333333333333
OR10K2	-0.13
CENPN	-2.77028
TMED2	-0.3065
UGT1A6	-1.612
ANG	0.3
U2AF1	-1.30766666666667
CASC2	0.36
NMT2	-0.7125
OSGEPL1	-0.020125
DFNB31	-0.794
SLC6A20	0.054
DKC1	-0.8065
FXYD4	-0.717
WDR64	-0.0165
MGC5590	0.118
CREBZF	-0.725166666666667
DAZ1	-0.0255
PRPSAP1	-0.6155
GCHFR	-1.28175
TTC7A	-1.297375
LOC196993	0.27875
UBD	0.74
S100A1	0.063125
RPL6	0.634666666666667
DNAJB6	0.0734
NAGS	1.5837
C2orf58	-0.1915
KERA	1.28
MT1X	-0.9216
UBE2B	0.4467
KEAP1	0.34475
MST1	-2.51
OMA1	0.004
ABLIM2	1.04025
BCL2L13	-0.33475
JAZF1	-0.1675
TMEM63B	0.1925
S100A8	-1.5091
ARFIP2	0.25425
UROS	0.33875
KHDRBS2	0.132
POLQ	-3.039625
SOAT1	-2.0425
SPAG4	-2.388
MRPS30	-1.79083333333333
LOC494141	-1.0575
OR2T11	0.041
ORAOV1	-0.7497
ZNF184	-0.054
TCEB3B	0.0335
ADAM21	0.267
GDPD1	-0.60975
SPINLW1	-0.23775
PRR14	0.185
KCTD9	-0.5322
NUDT3	-0.13725
KIAA1822	0.546
HIST1H4K	0.8625
DFNA5	-2.715
GABPA	-0.35325
C14orf44	1.06975
POLB	0.214125
PTAR1	-0.064
SEC31A	0.8141
TRIM58	1.03725
TAS2R14	0.008
VPS8	0.448125
H1F0	0.500333333333333
PRKCB1	-3.28633333333333
UGT2A1	0.0035
TOR1B	-0.5855
LSS	-1.46716666666667
C2orf19	0.342
HNRNPC	-0.162357142857143
TMEM100	0.438833333333333
LOC116349	0.232
OR51M1	0.1545
CCDC142	-0.4855
ISG15	1.579
ZCCHC14	-0.388875
CREBL2	0.779375
TGDS	-1.409
DC2	-0.46875
CACNA2D3	-0.778142857142857
ZNF429	-0.25275
LYPD6	1.236
SUCLG1	-0.0501666666666667
OR51I1	-0.601
MAGEH1	1.8795
PRPF40A	-0.1335
SMR3A	0.2585
SPINK2	-1.36425
THAP2	0.362625
NPY5R	1.318625
IRF4	-1.88075
SPESP1	-1.23
OR10S1	0.104
DTD1	0.01375
TUBE1	-0.86575
DDX19A	-1.3115
PDPN	-0.8235
TMEM34	0.808916666666667
MGAM	0.8505
COL3A1	6.13111111111111
GFM2	-0.9943
OR5A2	0.4735
PSG9	-0.53225
ARHGEF11	0.106666666666667
IVNS1ABP	-0.52275
SIGIRR	0.63475
DUSP19	-0.288
DNAJC14	0.1301
ACSS1	0.642375
IL1RAPL2	0.625
C4orf30	0.8585
SEPT4	1.87575
