Hybridization REF	TCGA-AN-A0AT-01A-11R-A034-07
ZNF410	0.48575
AFP	-4.7175
ZW10	-1.026
PHOX2B	0.709
VILL	0.61875
ELOVL7	1.2255
LOC644186	2.592
PPP3CC	-0.01625
CHST13	-2.59075
WDR40B	-0.0160833333333333
MEA1	-0.00575
HILS1	2.62025
DLX6	0.660666666666667
NKG7	2.62633333333333
EMP1	1.319
ACTR6	0.968
CHCHD7	-0.132214285714286
COG2	-1.1447
TCEA2	0.2325
TARS	-1.22
FLJ20294	-0.355833333333333
ZNF92	0.108625
TRAPPC2L	-0.0371
ARHGAP28	-0.127125
CCDC109B	0.42025
LGTN	-0.844
INGX	1.76666666666667
LOC124446	0.51125
RPS2	-0.859
C17orf75	-0.621
NBPF1	-0.5035
SLC2A8	-0.976833333333333
SNRPE	0.37875
CARD6	-0.44075
IL13RA2	1.409375
CUEDC2	-0.5365
C4orf19	0.71625
AOC3	0.295625
MTHFD2	-0.066
OR5M9	0.676
C4orf38	-0.236166666666667
SS18L2	0.659
OAS3	-0.0483333333333333
LARGE	-3.13125
LRIG3	0.291333333333333
LIMA1	-1.649
STARD3	-0.569
VPS39	-0.138375
CTAGE6	0.568
ODAM	-1.55875
MORF4L2	-0.42725
GSTO2	1.53325
MTFMT	-0.10375
PRKAB2	-0.748142857142857
ZNF76	0.754
HSPB2	4.496
CRB2	-0.13275
KLRK1	-2.0555
LYST	-0.273875
UBE2M	-0.348
SLC16A9	-1.02825
ZNF281	-0.1145
ST8SIA1	2.170875
C9orf105	-0.9955
ANKRD46	0.19
FAM108A3	0.1665
C20orf91	0.34425
ZYX	0.225166666666667
RSPH1	1.28275
ZSCAN5	1.5815
RIMS3	0.415333333333333
KRT76	0.039
CEACAM4	1.50066666666667
SIRPB1	0.318875
CFHR4	1.059
SOX3	-0.944333333333333
GATAD1	-1.05725
C21orf57	0.86775
TMC8	-0.688166666666667
AVIL	-0.167
LMOD1	1.6085
HIGD1A	0.22175
NEU3	0.4795
DES	-0.157
BZW1	0.6781
ZNF221	0.0275
CCDC27	-0.0655
GDAP1	0.7985
RBBP4	0.032
MGC40499	-0.64625
PHKA1	0.089625
PRKAR1A	-0.383055555555556
HSD3B1	-0.663
RAD52	-0.338833333333333
CD207	1.6775
LOC389791	0.0855
RSPO1	1.13266666666667
TMEPAI	2.19775
MFSD2	0.228125
ETV4	-0.32175
SCGN	-2.058
LOC391356	0.79875
MPP1	-1.129375
STARD3NL	-0.2205
TFAP2D	-0.4825
CD2AP	0.395375
CCL20	-0.634
CCDC86	-0.2595
ZFP30	-0.4765
CTBP1	-0.364416666666667
MAK10	0.906833333333333
STXBP5	0.275333333333333
LOR	0.5304
MAP6D1	0.322625
ARMC7	0.6095
TMEM150	0.1504
NSL1	-0.87725
KIF5A	0.02675
ASCC2	0.0798333333333333
PSENEN	1.195
OPTC	-0.079
FCRL2	0.821666666666667
KBTBD11	-3.434
PCK1	-2.85775
CENTD3	-1.43625
MEGF8	-0.498
ALPPL2	-0.12625
OBFC2B	-0.592333333333333
ZFYVE20	0.404
GALC	0.72
CTRB2	0.20425
C20orf71	0.230166666666667
TBKBP1	0.349833333333333
CAMLG	-0.588125
TREML4	0.712
RSAD1	-0.576
TUBA3D	-0.3503
KIAA1833	0.189375
PNPLA1	-0.043
LRRC34	0.504333333333333
CDH26	-0.874666666666667
ZNF167	1.06616666666667
ZBTB26	0.3524
VWF	2.918
VTN	-0.966333333333333
BAD	0.916
PDS5B	-0.295583333333333
ZNF644	0.582416666666667
SH3GLB2	-1.38175
SMPDL3A	-0.9905
NRG2	0.393125
IL15	0.414166666666667
GABARAPL1	0.167
LAT2	-0.2755
SLCO1A2	-0.764666666666667
LIG4	-0.601916666666667
GSDMDC1	-0.277625
BMP4	-2.995625
METT10D	-0.137
SYCE1	-0.039
SPANXD	-5.70725
SLC12A9	-0.497666666666667
MC1R	-1.721
RNF168	-0.68825
TRIM69	1.03525
GALNT7	-0.6155
ISG20L2	0.245
KIAA2026	-0.028
TNFAIP8L1	-0.667
DPY19L2	1.29275
C12orf63	0.0165
PRDX5	-0.072125
MED6	-0.052125
TXNDC5	0.2335
CD46	-0.5245
CCK	-0.6185
C17orf48	-0.9645
ANUBL1	1.7345
SIT1	0.1455
TYSND1	0.549833333333333
DEF6	-0.460333333333333
GLT8D4	-0.4215
UTP14A	0.228125
RPH3AL	-1.24875
NXF1	-0.0486666666666667
TRERF1	-0.936833333333333
TUBB3	0.4216875
SLC24A2	0.483
SEC22B	0.542916666666667
ZNF653	1.43325
GGTL3	-1.1065
CDKL2	3.79325
CTF8	0.19325
EPC1	0.3915
CYP4A11	0.176333333333333
THRSP	0.339666666666667
LELP1	-0.377166666666667
TES	0.461625
C17orf87	2.058
FERD3L	0.7
SH3TC1	-1.3295
RAB36	2.207
CRYGB	-0.2445
GRIA3	1.6015
BHLHB9	1.2075
C1QTNF9	0.04475
GOPC	0.58175
PNPLA8	-0.608666666666667
ZNF444	0.15325
FMO1	4.25675
POLR3C	0.58925
SLC35F3	1.853
SGCG	-3.455
DCDC2	-2.42416666666667
NANP	0.46775
MGC23270	1.273
BEX4	-0.322333333333333
HYDIN	0.5156
RPS6KB2	-0.53775
ADRM1	0.18625
BAT3	0.436
RAB31	-0.4930625
SCGB2A1	0.01975
SLC6A14	0.1005
DDX4	-0.36975
PRRC1	-0.0718333333333333
AP3B2	-0.785166666666667
TRGV7	-0.118166666666667
TMEM184B	0.64125
ADPRHL1	-1.08366666666667
C21orf45	0.705875
ARNTL	0.8475
AADAT	-0.07075
CCL2	1.663
SNTB2	0.0735
RGS9BP	1.164
KPNA1	0.60525
TMEM41B	0.0526666666666667
S100A11	0.273083333333333
DOT1L	-0.863
EFHC2	0.7645
CLTC	-0.212833333333333
SRP9	-0.762
ZNF521	1.65425
FAM26F	1.244
GPR88	0.409833333333333
COL13A1	-1.29133333333333
CHMP4B	-0.3742
SIGLEC6	0.144833333333333
NFAM1	0.602
PVRL2	-1.221
ALKBH4	-0.316
CCDC93	0.8313125
NXT1	0.31675
KCNK4	0.272
TROAP	-1.41866666666667
KCNA10	0.05925
CCDC114	0.1895
RAN	0.153166666666667
LMTK2	0.003
LOC400657	0.518
UFC1	0.43325
UBE1DC1	-0.8805
EEF1A1	0.168166666666667
CHAC1	-0.0165
HMGA2	-4.0133
B3GALTL	0.0015
ING2	-0.663
C1orf109	0.522
INTS3	0.6005
ZNF558	0.7505
TRPM4	0.5975
LTB4R	-0.673
ISYNA1	-0.9575
LSM7	0.21425
LRRC47	-0.935875
ZNF179	-2.00666666666667
EXDL1	0.0711666666666667
SLC4A10	-1.245875
ACSS2	0.418666666666667
COPS7B	0.052
KIAA0040	0.347166666666667
C1orf95	-0.0295
AP1GBP1	-0.57325
OR9A2	0.3965
FAM71C	-0.1775
RIN1	-1.77383333333333
ITGA4	-2.181625
DNAJC6	-0.1305
CLOCK	1.0545
SLC35A4	0.086
DSG4	0.445
LOC26010	0.37075
NSUN2	-0.9365
TMEM86B	-1.0487
C14orf135	-0.6645
KIFC3	-1.18766666666667
PHF5A	0.78375
NCAPH	-0.59825
STK11IP	0.33025
FLJ42953	1.107875
CCDC19	-0.152333333333333
ZNF329	-0.266125
TAX1BP1	0.198333333333333
ZDHHC18	0.617666666666667
C10orf88	-0.445
TMBIM4	-0.1036
NMUR1	1.241
KIR2DS4	0.665375
C9orf90	-0.020125
MGC87631	1.1205
KDR	2.4267
ST3GAL2	-1.085375
RLN2	0.697166666666667
HPD	-3.643
MOXD1	0.274
PDGFRL	0.877333333333333
SMYD4	-0.8375
FAM103A1	0.596333333333333
MFAP4	-2.4015
LOC285141	0.93025
TMEM45B	-3.63375
SMCR7L	0.216142857142857
GZMH	3.80825
CBLN1	-3.44533333333333
CNNM1	-0.246
PHF17	-1.04108333333333
NUP98	0.602916666666667
RMI1	0.9615
PTPRS	0.958
ANKRD57	0.510625
CLDN15	-1.1175
OR51A2	0.45
GUCA2B	0.1425
DOCK9	0.67925
ITGB1BP1	-0.499666666666667
DLG2	-0.879375
BRAP	0.15175
SESN3	2.42225
ZC3H7B	1.0365
FAM101A	3.698
FKSG24	-0.917
ZYG11B	-0.286125
RFC2	0.4175
SH2D3A	1.35883333333333
DVL3	0.05475
ADFP	-1.16333333333333
KRIT1	-1.159875
SERTAD3	0.00433333333333333
LEFTY2	-1.968
KRT27	-0.559
SCFD2	-0.10875
MN1	-1.92575
RORA	0.92875
PTPRD	-0.325
PIAS2	0.4685
CYP4X1	-0.39
FBXL15	-0.9125
MYH15	-0.0703333333333333
CRX	0.315833333333333
TBC1D13	-0.4905
SLC22A17	1.2165
PLK2	-0.239166666666667
ARHGAP9	0.9615
EIF1B	0.21225
C20orf185	0.20225
DEFA7P	0.639
PRIM1	-1.518
CRYAA	-2.02975
BACE1	-1.45875
AGTRL1	0.673833333333333
ACAD9	-0.855
GRASP	-0.65875
RBP4	-3.71033333333333
TFB2M	0.63325
METTL9	-1.4921
ATP5O	0.09175
SP100	0.3274
CPSF1	-0.613
S100A4	0.5605
LIME1	-0.905
GPR137C	1.7065
OR2A2	0.757
C2orf29	0.4155
NUP188	-0.8255
SDPR	-2.89425
RAI1	-0.57225
RPS20	0.4966
LAMB1	-1.86025
ADM2	1.27066666666667
ZNF229	0.542
DKFZp434K1815	-1.30125
EPN3	0.814333333333333
CLIC3	-0.98525
MEIG1	0.50375
HMGB4	-0.1135
STARD10	-0.33325
KLF8	3.31325
EPB41L2	0.302
JMJD6	0.37375
CTSL1	-0.0691666666666667
GPR27	1.345
ELAVL4	0.41575
MMP21	-0.037
PPM1B	0.546125
SUV39H1	-0.787
AAMP	0.71175
TUSC4	-0.5115
MBD6	-0.7135
KLK13	0.42075
FMNL3	0.227333333333333
TRIM13	-0.378416666666667
C15orf5	-0.63275
IQCF1	0.00475
CACNG8	0.135
SLC35D3	0.277
ZDHHC9	0.774
ODF3L1	-0.0515
C9orf86	-0.2896
TSEN2	-0.31375
C17orf64	1.80775
SEPX1	-0.7134
TSPO	1.171
SYMPK	-0.5425
ADORA1	1.30975
TSPAN10	0.54725
SEMA6C	0.539166666666667
RTTN	-0.1841
IL2	0.391666666666667
ARRDC3	-0.58025
TBPL1	-0.0326666666666667
STX12	0.5145
MRPL39	0.14925
OR8H3	1.0425
IFIT5	0.5935
CASC5	-1.06525
FAM46A	-1.32566666666667
HPCAL1	-0.133
CYLC1	0.862
VGLL2	0.031875
C20orf191	-0.20375
CDH1	1.12025
ITPA	0.12825
CCDC101	-0.0975
D15Wsu75e	1.21
EDA	-1.52225
CREG1	-0.50125
OR7G2	0.4645
SAP18	0.464666666666667
IFIT1	-0.76525
CALML3	0.545
FLJ37440	0.506
FNDC5	-0.5685
SERPINB6	0.401428571428571
JUNB	0.5688
SYS1	0.6175
SCN2A	1.77733333333333
ZKSCAN5	-1.2638
WNT7A	0.757833333333333
TSHZ3	1.0375
RNF148	-0.47225
H6PD	-0.052
CAD	-0.182166666666667
ZNF449	0.13625
DOCK10	-0.8885
FAIM2	0.235833333333333
HEXDC	0.52025
PRB1	1.04275
C14orf148	-0.424
ETHE1	0.0085
IRF5	0.5276
GNMT	-0.661166666666667
MGC16291	0.983125
RPAIN	-0.964071428571429
CAGE1	-0.3845
CNTNAP3	-1.271375
ACTR1B	-0.247
EEF1E1	-0.559
MSX1	-1.650375
ESF1	-0.0389
HSPC171	0.7095
MRPL2	-0.228833333333333
RDH12	-0.0651666666666667
CELP	0.0535
METRNL	-0.84025
C10orf116	3.38433333333333
C19orf48	-0.122
ZNF346	-0.822125
NCR1	-0.724
C10orf64	0.1825
CD52	1.05925
VPS18	0.74825
AP4S1	0.887833333333333
NPBWR1	0.911
TPK1	0.1935
UBA52	-0.508222222222222
RIPK1	1.034
CPNE3	0.7922
HSPC159	1.484875
C8orf38	0.461
LRRC4B	-0.4155
PARP10	0.3653
ANKRD50	0.447125
CXCL9	6.8145
FGF18	-0.728181818181818
EIF2A	-1.482625
SLC20A2	0.622166666666667
KIAA1549	0.34625
SPINT1	2.2067
ZNF584	-0.3965
CRBN	0.213166666666667
ABCF3	0.0758333333333333
NCBP1	0.58
PLA2G4F	-0.4585
PCDH10	-0.6185
TTC21A	0.857
C20orf144	0.5585
FGFR1OP2	0.292833333333333
SLC9A1	0.3665
CHRND	0.2875
FOXF1	-3.93025
KIAA1467	-1.403
TPO	-1.05166666666667
LTF	1.57178571428571
DNAJB9	-0.799
MRPS27	-1.02975
bA16L21.2.1	-0.058
WBP2	0.2875
MRGPRX3	0.679166666666667
PRPF18	0.7645
C10orf58	-0.3335
SMOC1	-0.7252
ADAT3	0.0318333333333333
TMEM138	-0.138
TMEM131	-0.77
TIMM8B	-0.438
MYH7	1.4245
ST6GAL2	0.153125
KIF1C	-0.16625
SUHW2	-0.335
PAPSS1	2.02925
CABP2	1.1165
HOXA4	-0.563
ELF2	-0.44375
SEMA3D	-0.3213
MC5R	0.396
OGFR	0.124
FLJ30092	-0.9575
TGFA	1.7062
MMP17	0.247
KIF15	0.531
CHIA	1.12975
CATSPER3	0.17275
CEACAM7	-0.567
PADI2	4.23275
HOXA9	1.99
LNX2	0.852833333333333
TMEM144	0.68725
HIF1AN	0.11175
METTL7A	-2.9666
C6orf165	2.51016666666667
KIAA1468	0.322125
DSG3	6.106
ZNF180	-0.0345
EIF4E3	2.215
SLC46A1	1.163
DKK1	-2.03483333333333
ZNF205	0.915333333333333
LOC162073	-0.357111111111111
COX7A1	4.7605
MAGEA1	0.764
NEDD8	-0.0113333333333334
KLHDC5	0.479722222222222
C3orf19	1.21866666666667
MRPS2	-0.14125
POLR3H	0.703857142857143
ABHD11	0.6439
TMEM17	1.3895
PAIP2B	0.189
MAT1A	-2.4465
LGI3	0.151
THUMPD2	-0.05325
TKTL2	-0.122666666666667
XAGE3	5.892
CALM3	0.218916666666667
C6orf136	0.6585
KCNC4	1.425
RGS9	0.4865
ACIN1	-0.4905
SPATS1	-0.307
XKR8	0.25925
FAM84A	4.6815
MS4A7	3.64409090909091
AGXT2L2	-1.1245
OR1F1	0.3665
SMAP1L	-0.393416666666667
IPO11	-0.247375
ZC3H11A	-0.1019375
C1orf151	-0.187875
RNASEH2A	-0.38875
CCR10	-1.3285
TXNDC11	0.0393333333333333
TMEM112	0.278375
MAP1B	-1.12664285714286
NVL	-1.03725
PKM2	0.1296
ARC	-0.22175
NUP54	0.37
PPFIBP2	0.651666666666667
STAT2	0.270125
PTAFR	2.511
ROBO2	-0.563875
RNF40	0.1335
CCDC135	0.512833333333333
IFT81	-0.4013
MORF4	0.0805
TM7SF3	0.02
OR10H3	0.3845
ABP1	0.465
CHRD	-0.629875
PLEKHA8	-0.137833333333333
NCALD	1.31891666666667
OR5AK2	0.61075
ACCN1	0.0153333333333333
SLITRK1	0.27925
ARMET	-0.364
C9orf52	0.63325
REEP4	-0.50475
MTSS1	-0.177875
ADH1B	0.444333333333333
DLD	-0.88525
CDK5	-0.719
PPFIA1	-0.020375
WFDC3	1.59725
DNAJB12	-0.1105
RANGRF	-1.404
MLANA	-4.94375
AMY2B	-0.42125
KIAA0319	2.474375
RPS7	0.1235
JAK3	0.3925
ARFGEF1	0.2895
CXCL5	1.48091666666667
TRAPPC4	-1.41425
CETN2	0.6215
HSPC111	-0.475
RHOBTB3	-3.0527
PHLPP	0.5545
RGS10	0.4995
TMEM58	1.03575
CHERP	-0.66875
HSP90AB3P	-0.0183333333333333
FSTL3	-1.98983333333333
PEX11A	0.44
OR5V1	0.487
FCN3	2.72925
PTPN3	1.05525
NPTX1	-5.183625
C21orf84	0.062
C11orf51	0.03225
ZBED2	4.074
FLJ90757	0.92325
NPY2R	0.9475
PLD3	-0.556
SYT17	-2.056
SGSM2	-0.8545
OR1A2	0.25525
FOXP1	-0.89225
SLC5A1	4.48775
POFUT1	-0.1732
EPHB6	-1.43133333333333
MYO1G	-1.26325
STAC	1.8972
KLHL17	-0.23
RGMA	2.4931
TJP2	-0.5141
FAM114A1	0.735666666666667
SERINC1	0.492416666666667
SLC9A8	-0.02575
PEX19	-0.057375
EDN2	1.9135
PSMD7	-0.139
C3orf41	-3.64725
UQCR	0.055375
PPP1R3C	-3.78375
LRP4	-2.05183333333333
TM2D1	-0.71925
TTC17	0.2139375
C4BPB	-4.6745
CCL25	0.5925
ZNF253	-0.393
CHRNA9	-4.42425
SOX11	0.7
HIVEP3	0.6
CGN	1.12283333333333
C3orf35	-0.118625
PKD2L1	1.49725
SYVN1	-0.3425
PDE8B	-3.389
LOC439951	0.512
LTC4S	0.666666666666667
MIF4GD	0.0586666666666667
SMARCA2	1.175875
TUBGCP6	-1.0295
CABLES1	-0.551
C16orf77	3.31633333333333
ZNF791	0.60875
FUT5	-0.624
ADH6	-2.978
P4HB	-0.15575
CLDND2	-1.8735
ALKBH8	-0.09625
PLAC4	-2.29575
F11R	0.547928571428571
MGC35295	0.174
PDZD4	-0.614166666666667
LOC389073	0.21925
FAM80B	-0.293333333333333
PSMB1	1.59825
TXN	-0.363166666666667
VIPR1	0.4642
WBSCR18	0.7213
EXOSC6	0.2195
ACTA2	2.4585
SP5	-3.88075
ANKRD1	-1.30875
DDR1	0.8164
ATP6V1D	0.64
PTGS1	-1.47158333333333
RNF157	-1.946
DCC	-0.158
SPAG7	-0.62075
FBXO18	0.5195
UBE3C	0.0844
HOXC6	-0.154
LRP2BP	-0.0348333333333333
MYST2	0.3535
PDSS2	0.34225
ATE1	0.3535
ARAF	-0.6155
KLF10	-1.35575
PLA2G2E	0.43975
ASCL1	-1.019
TSNAXIP1	1.32025
FAM131B	-0.46375
IFNA10	-0.1625
NUP43	-0.245
FAM44B	-0.589625
L1TD1	-5.62733333333333
NMD3	-0.337833333333333
C18orf54	-0.4303
PHOSPHO1	0.053
RAG2	-1.953
EMILIN3	0.629
METTL3	-0.3205
VPS13C	-0.1655
REXO2	-1.104
ANXA4	0.33175
CA1	-1.42875
DCP1B	-0.14925
TULP3	-0.507833333333333
ATP2A2	-0.421571428571429
ATIC	0.1185
ADAM15	-0.198583333333333
NPL	1.64216666666667
LGR4	-0.111625
UEVLD	0.551333333333333
GAB1	0.336
SNAI2	-1.36666666666667
ZGPAT	0.0379
SNF1LK	-0.07175
DLEU1	-0.69325
UBE2Q1	0.28425
ZMYM6	0.248125
JPH3	-2.6125
FAM38A	-0.02025
PXK	-0.399666666666667
DENND2D	1.805
BAX	-0.80175
CP	-2.35372727272727
RPL37	-0.7059
G6PC3	0.15075
NCOA4	-0.428666666666667
LRRC14	-0.6405
GORASP1	0.992
FCHO2	0.16875
CYP24A1	-0.3621
FXYD3	1.662125
SMARCAL1	0.986
ABCB8	-0.831666666666667
CCDC44	0.466
PRDM7	-3.779
USH1C	-1.2
DNAH5	0.4235
SRF	0.552666666666667
MAL2	2.14466666666667
PGPEP1	-0.476666666666667
SIN3B	-0.00725000000000003
SEMA3C	-1.64433333333333
GRAMD3	1.2135
FBXO10	-0.151375
OR5D13	-0.163
FLJ31818	-0.18875
CACNA1I	0.225625
S100A13	-0.2255
TP63	0.331285714285714
ANXA11	0.2018
WDR66	-0.55125
CSF2RB	0.175
IFI44	-0.6045
DACT1	0.519333333333333
ANKRD23	-1.20275
ATP5G1	-0.0275
C21orf70	0.860666666666667
PPWD1	-1.50175
DNAJC13	-0.9145
PAH	-4.91883333333333
PTCH2	0.46375
TRMU	-0.412
CCDC9	-0.2695
USP3	0.2904
DCLRE1C	0.4681
FAM55C	0.858
FRMD4B	0.346
CYP2R1	0.02625
RFPL1	-0.6867
XPO5	0.32975
ARL6IP2	0.8785
OSBPL5	0.48175
MMP9	4.44145454545454
KIAA0802	-0.382125
DHRS2	-4.01033333333333
SGEF	0.76
TXNDC10	0.3082
EXOC6	-0.6055
RPS27	0.537666666666667
PNCK	-1.46716666666667
FSTL1	-1.279
AACS	0.631
SLMAP	0.261833333333333
SAMD4A	0.2883
ABRA	0.05875
SMARCD3	0.14725
PKNOX2	-2.878
A4GNT	0.3795
C9orf39	0.144333333333333
RALYL	0.56975
MGC33556	-2.487
C10orf25	0.5805
BBOX1	6.7005
NHEDC1	0.77
XDH	3.21675
GCSH	-0.554
EDN1	2.55266666666667
MTERF	-0.96625
CLK4	-0.932875
ZNF799	0.1495
KCNG1	-0.5445
CXCR4	-0.338
PTPRR	-2.85725
IRAK1	0.47525
LOC401397	-1.06575
TMSB10	0.762928571428572
CXCL3	-1.0602
TMC4	1.818
OR7A10	0.3305
STYK1	1.705
CHRNA10	-0.025
CCNI	0.77225
EP300	0.581
LOC165186	0.155
HIC2	-1.782
SDR-O	0.399
OR2W1	0.3035
KCNA6	0.178
TRIM74	-1.32775
REEP6	-2.90225
ATP5G2	-0.6255
ERG	-0.455375
TMEM42	1.08125
PARN	0.537
SOD2	2.8828125
DIRAS1	0.741333333333333
PNPT1	0.2385
JOSD3	-0.085
hCG_40738	0.883
PDE1C	0.234
SEMA4D	0.92975
AGPAT1	0.191333333333333
NOSTRIN	-1.50525
MAP3K3	-0.539
MAX	0.366142857142857
CAPS	1.80866666666667
SERPINA12	1.725
OSBPL8	0.15825
RICS	0.1626
NR4A2	-0.422
PPCS	1.277
LONP1	-0.98575
SCYL3	0.301
HERC2P2	-2.16933333333333
FIBCD1	-0.727
C15orf41	-0.68
DMC1	0.25
C20orf27	-0.16925
RPS6KA5	0.1016
FAHD1	-0.075
SLC12A4	-0.1195
BRCA1	-3.0265
GBL	0.2935
SLK	0.0941666666666667
NUDT9P1	-0.0085
NOXO1	2.2625
USP52	-1.51275
BAZ1B	1.16425
SLCO2B1	2.41825
BBS12	1.456
LRGUK	-0.9105
TERF2IP	-0.236
COL1A1	3.581
KIAA0090	-0.414375
GRK5	-0.84
AP1S2	-0.6865
TMEM52	-0.248833333333333
CA11	-0.38225
OR4A15	0.3315
ACBD3	0.2195
SPAG11B	0.08075
PRDM2	-0.0399
FOXP3	0.40575
SMYD3	0.1284
LOC389199	0.8755
LGI2	2.203
NAPE-PLD	-0.9129
ANKRD6	1.323
WDR45	0.2895
SHROOM1	-1.1525
PSCD3	1.353
PYY	0.4625
KCNC1	-1.5445
ARHGEF9	1.3159
OR8J1	0.503
GPR55	0.134833333333333
NS3BP	-1.0375
C10orf22	-0.289333333333333
NAT8L	1.30575
DUSP4	-1.6485
FOXM1	-0.383333333333333
GRAMD2	3.4082
ZBTB48	-0.794
BUD31	-0.7815
PABPC5	0.677
CCDC41	-0.121
FBXO11	0.18175
C6orf148	0.88475
RFXAP	-0.215
C6orf15	4.254
CDK8	0.0415
C6orf70	0.92525
TESSP2	0.442
ALG2	0.543
PPP1R3D	0.42225
TPM3	0.172
SYT13	-2.22225
EPB42	-0.838
CETN3	-1.05075
PRY	0.393
NTHL1	0.461333333333333
POLR2B	0.2645
RPS28	0.90475
P2RX3	0.5675
LYZL4	0.17475
WBP4	0.7675
PMM1	-0.384
C11orf79	0.24525
CBLL1	-0.449
IL1F10	0.817166666666667
VAX2	1.268
SETDB1	-0.224
LRAP	-1.173
GCLM	-0.2795
CPEB3	0.28075
PPM1A	-0.208125
INTS1	0.254
CAMTA1	0.00933333333333333
SAMSN1	-2.456
LOC158830	-1.57016666666667
GMPPA	-0.3735
AIPL1	0.59675
IL24	-0.0330833333333333
BDKRB1	-2.01283333333333
MLF1	1.742
TAF12	0.0055
ID1	-2.398875
THADA	1.341375
PIK3CB	-0.8295
OR4N5	0.965
TBC1D17	0.397
COX8A	-0.2495
CDCA4	0.324
C2orf44	-0.347
ZNF534	-0.552
IMMP1L	0.76175
NIPSNAP3B	0.59325
FTMT	1.804375
PWP2	0.300666666666667
MMP15	-0.4554
DNAH11	0.079
MTMR14	0.164875
DNAL4	1.19975
IPP	0.223
TMEM59	-0.41425
C1orf157	0.954
RGS4	-0.981833333333333
DDX18	0.732166666666667
SNX6	0.60675
ZNHIT2	0.723166666666667
NCDN	0.479
FLJ33534	0.5545
RAG1	-1.4665
OR4D10	0.4195
PTPN5	-0.466833333333333
POMT1	-0.1385
LRRC8A	-0.2396
CYP1A1	-1.93425
CAPN1	0.287166666666667
DDHD2	-0.028625
GRIK2	-0.1155
GNRHR	-0.05775
PPBP	0.9415
HTR3A	-0.977625
SLITRK4	0.18025
ANKRD49	0.36025
BTF3	-0.4813
SARS	-0.18825
C13orf18	1.3665
CACNB1	0.0211428571428571
QKI	0.898227272727273
SETMAR	0.66775
MAN2B1	1.50016666666667
EML3	-1.01575
ACADL	2.35333333333333
OFD1	0.02025
DEFB114	0.13
CGA	-3.8347
PEX16	0.4095
LRRC10	-0.5495
GNG12	-0.548
C1orf152	0.262166666666667
CHRM1	0.427
CD53	0.219875
DBH	-1.272
TFAP2B	-3.6705
HIST1H2BJ	-0.7485
FAM46D	1.393
TMEM11	-0.5335
C3orf32	-1.96825
PCCB	-0.80625
IPO13	0.500625
C6orf105	-1.8745
COMMD5	0.7055
SUV420H1	0.4567
LTBR	0.92
ARHGAP15	-1.824125
HDHD2	0.16625
TDRKH	0.122
LOC401052	1.749
PSG4	-1.56775
GNB4	0.7442
SPATA4	0.6135
SLC9A3	-0.8895
OSBP	0.077
NBPF3	-0.394
DOCK11	-0.71
SLC39A5	-2.0405
PRR5	0.6355
C10orf63	0.7345
SMTNL2	-1.1115
ADRA1A	0.0455
ASAH1	0.0184
DOM3Z	0.6374
GIPR	0.725666666666667
AHI1	-0.1795
NADSYN1	-0.0568333333333333
RGS14	-0.7939
IL18BP	1.241
RTN4RL1	-1.92825
ARMC6	-0.82475
PSMD5	0.528333333333333
HK3	3.1355
OR4S1	1.22325
RSU1	1.1667
MAD2L1	0.0903333333333333
EIF4A3	0.09775
DLEC1	0.7625
E4F1	-0.0075
CHMP2B	0.3974
CAMSAP1	0.2065
RPS21	-0.286
ARID5A	0.84675
UBE2N	0.0474
IGSF8	0.403833333333333
MAGEB6	-1.108
ACAD11	-1.6728
MGC4172	-0.5335
LMO4	1.696
KLKB1	-0.94375
HP	-1.8715
HDAC3	-0.0355
SCHIP1	1.896
CLCA1	0.271
OLFML2A	0.14725
C1orf112	-0.2455
KIF19	0.657166666666667
HAPLN4	-0.0617
CXCR7	-1.45583333333333
GOT2	0.3203
RAB38	-0.283375
DCX	2.89
PPM1H	-1.2995
NFYC	0.786333333333333
KIN	1.21125
ZNF228	0.2365
PLSCR4	0.765333333333333
HIG2	-0.04275
FAM79B	0.857
C21orf86	0.2923
KCNK10	-0.00175000000000001
ZNF738	-1.527125
FSTL5	-0.961833333333333
OR6A2	1.7205
OTOA	0.175
EXOC1	0.21175
AHRR	-3.205875
PDAP1	-1.66816666666667
C19orf6	-0.613625
ZAN	0.70425
LY6G6E	0.473
EIF4E2	0.571
C20orf198	0.2085
ZNF324	0.22675
CYP3A5	-4.33566666666667
ENTPD7	0.898166666666667
MBOAT5	-1.11516666666667
GJB5	-0.54025
TTC13	0.19
S100Z	-2.0775
KIAA0664	-0.062
PDGFRB	1.23158333333333
IL17D	-0.1575
OR56B4	0.5955
RDX	-1.96416666666667
SLC34A3	0.7395
IL28B	0.4435
JUND	-0.5585
CHRNB1	-0.581125
CAMK2B	-0.9685
FETUB	-1.72725
CXorf23	1.625375
MRTO4	-0.89175
TTC3	0.2275
NDUFB8	-0.478166666666667
EDG2	-1.97975
SEMA3G	-0.5
IL23A	-0.51625
GRHL1	1.5478
LOC441054	-1.3025
WDR65	0.705
PSTK	-0.00325
STOML3	0.339
R3HDM2	-0.7401
C5	-2.82375
SLC2A10	-0.101833333333333
C3orf22	0.66925
PAQR3	0.157153846153846
ANKRD26	-0.404
HCRTR1	0.3045
LOC399947	-0.37875
PSD2	-0.1125
TIGD2	0.723833333333333
SCRN1	-0.29075
COQ10A	-1.547
DDI2	0.0355
METTL7B	-0.436833333333333
UCN2	0.35225
FAM92A3	0.61225
WDR16	-0.00925
