Hybridization REF	TCGA-C8-A12Z-01A-11R-A115-07
RFC2	-0.37925
SH2D3A	0.7
DVL3	-0.17225
ADFP	-0.905
KRIT1	-0.81075
SERTAD3	1.26733333333333
LEFTY2	-3.12675
KRT27	-0.792
SCFD2	-0.1195
MN1	-1.22525
RORA	-0.99875
PTPRD	0.40025
PIAS2	-0.644166666666667
CYP4X1	7.17766666666667
FBXL15	0.4375
MYH15	0.437833333333333
CRX	-0.1385
TBC1D13	-1.2125
SLC22A17	1.59883333333333
PLK2	1.61566666666667
ARHGAP9	-0.21625
EIF1B	-0.48575
C20orf185	-0.36
DEFA7P	0.7275
PRIM1	-1.442
CRYAA	-0.888333333333333
BACE1	-0.542
AGTRL1	0.319166666666667
ACAD9	0.172875
GRASP	-0.40625
RBP4	-3.84916666666667
TFB2M	0.88925
METTL9	-0.4034
ATP5O	0.28975
SP100	-0.334
CPSF1	-1.08216666666667
S100A4	-1.78875
LIME1	-1.42325
GPR137C	-1.389
OR2A2	0.592
C2orf29	-0.0365
NUP188	-1.37075
SDPR	-3.10825
RAI1	-0.161
RPS20	-0.1527
LAMB1	-1.30175
ADM2	3.33666666666667
ZNF229	-1.47925
DKFZp434K1815	-0.375625
EPN3	3.80566666666667
CLIC3	2.422
MEIG1	-0.69025
HMGB4	0.05875
STARD10	1.11125
KLF8	3.1615
EPB41L2	-1.76066666666667
JMJD6	-0.962428571428571
CTSL1	-0.699
GPR27	0.3585
ELAVL4	0.651375
MMP21	0.0105
PPM1B	0.45
SUV39H1	-0.66675
AAMP	0.39025
TUSC4	0.819166666666667
MBD6	-0.06825
KLK13	-1.703
FMNL3	-0.151666666666667
TRIM13	0.119166666666667
C15orf5	-1.9
IQCF1	0.113125
CACNG8	0.49
SLC35D3	0.495666666666667
ZDHHC9	1.708
ODF3L1	-0.07375
C9orf86	-0.4264
TSEN2	-0.98025
C17orf64	0.51375
SEPX1	0.5051
TSPO	1.0565
SYMPK	-0.745
ADORA1	1.587
TSPAN10	0.84325
SEMA6C	0.154666666666667
RTTN	-1.3994
IL2	-0.312833333333333
ARRDC3	-0.54075
TBPL1	0.0045
STX12	0.4785
MRPL39	-0.13675
OR8H3	0.3285
IFIT5	0.823166666666667
CASC5	-2.003625
FAM46A	-1.6605
HPCAL1	-0.778875
CYLC1	0.692
VGLL2	0.135
C20orf191	-0.25575
CDH1	1.68483333333333
ITPA	0.18275
CCDC101	0.718
D15Wsu75e	1.13975
EDA	-2.1815
CREG1	-0.0785
OR7G2	0.719
SAP18	1.08358333333333
IFIT1	0.39925
CALML3	-0.636166666666667
FLJ37440	0.831
FNDC5	-0.72425
SERPINB6	0.356928571428571
JUNB	1.3046
SYS1	0.93175
SCN2A	-0.703
ZKSCAN5	-0.2784
WNT7A	0.242833333333333
TSHZ3	2.466
RNF148	1.5495
H6PD	-0.465875
CAD	-0.6715
ZNF449	0.0975
DOCK10	-1.409
FAIM2	0.887
HEXDC	-1.235
PRB1	-0.615333333333333
C14orf148	-0.089
ETHE1	0.7915
IRF5	0.6516
GNMT	2.603
MGC16291	-1.76125
RPAIN	-1.76921428571429
CAGE1	-0.2245
CNTNAP3	-2.966
ACTR1B	-0.3535
EEF1E1	-1.1955
MSX1	-0.781125
ESF1	-0.6154
HSPC171	0.18375
MRPL2	0.19
RDH12	1.596
CELP	2.6705
METRNL	-0.49
C10orf116	3.55266666666667
C19orf48	-1.223
ZNF346	-0.213
NCR1	-2.603
C10orf64	-0.247
CD52	-1.043
VPS18	0.38925
AP4S1	-0.200833333333333
NPBWR1	1.7085
TPK1	0.9235
UBA52	0.0733888888888889
RIPK1	0.994166666666667
CPNE3	1.059
HSPC159	0.092875
C8orf38	1.86625
LRRC4B	1.0935
PARP10	0.7214
ANKRD50	1.56425
CXCL9	6.00625
FGF18	-0.430545454545455
EIF2A	-0.26625
SLC20A2	0.1005
KIAA1549	-0.0203333333333333
SPINT1	2.8281
ZNF584	-0.762
CRBN	-0.541833333333333
ABCF3	0.180666666666667
NCBP1	-0.1905
PLA2G4F	1.53833333333333
PCDH10	-1.60675
TTC21A	0.97175
C20orf144	0.321
FGFR1OP2	-0.561
SLC9A1	0.2807
CHRND	0.412
FOXF1	-2.95575
KIAA1467	2.12625
TPO	-0.596
LTF	4.14057142857143
DNAJB9	-0.022
MRPS27	-0.64775
bA16L21.2.1	-0.11975
WBP2	0.0161666666666666
MRGPRX3	-1.7155
PRPF18	0.63475
C10orf58	0.33975
SMOC1	-2.7289
ADAT3	0.810333333333333
TMEM138	0.082
TMEM131	0.87225
TIMM8B	-0.055
MYH7	-0.606666666666667
ST6GAL2	1.294625
KIF1C	-0.29075
SUHW2	-2.7535
PAPSS1	0.569
CABP2	0.837
HOXA4	-1.46325
ELF2	-0.14625
SEMA3D	1.0202
MC5R	0.399
OGFR	0.442
FLJ30092	-0.559666666666667
TGFA	-1.2225
MMP17	0.481
KIF15	-1.705
CHIA	0.50575
CATSPER3	1.4005
CEACAM7	2.07225
PADI2	2.881
HOXA9	-0.355666666666667
LNX2	1.44066666666667
TMEM144	2.20875
HIF1AN	0.553
METTL7A	-1.6344
C6orf165	3.56816666666667
KIAA1468	-0.123125
DSG3	-2.4155
ZNF180	-0.37
EIF4E3	1.78975
SLC46A1	0.272875
DKK1	-3.00633333333333
ZNF205	0.960833333333333
LOC162073	1.76394444444444
COX7A1	4.45125
MAGEA1	-4.87683333333333
NEDD8	-0.243
KLHDC5	-0.478444444444444
C3orf19	0.173666666666667
MRPS2	-0.299
POLR3H	0.561285714285714
ABHD11	1.4638
TMEM17	0.67125
PAIP2B	-0.8883
MAT1A	-4.87925
LGI3	0.18775
THUMPD2	-0.2715
TKTL2	-0.3085
XAGE3	-3.08016666666667
CALM3	-0.0173333333333333
C6orf136	-0.4325
KCNC4	0.323833333333333
RGS9	0.058
ACIN1	-1.29816666666667
SPATS1	-0.2075
XKR8	-0.69
FAM84A	3.03483333333333
MS4A7	4.71609090909091
AGXT2L2	-0.6935
OR1F1	-0.404
SMAP1L	-0.206416666666667
IPO11	-0.439
ZC3H11A	0.9465625
C1orf151	-0.225375
RNASEH2A	-1.345
CCR10	-1.009
TXNDC11	0.10975
TMEM112	0.649125
MAP1B	-1.40728571428571
NVL	1.43675
PKM2	0.12015
ARC	0.356
NUP54	-0.3915
PPFIBP2	2.92683333333333
STAT2	1.33275
PTAFR	1.45933333333333
ROBO2	-0.874285714285714
RNF40	0.166333333333333
CCDC135	-0.554166666666667
IFT81	-0.8967
MORF4	0.1045
TM7SF3	0.33
OR10H3	0.666
ABP1	-0.206875
CHRD	1.945
PLEKHA8	0.131333333333333
NCALD	1.66008333333333
OR5AK2	0.55925
ACCN1	0.370666666666667
SLITRK1	-0.72275
ARMET	0.43175
C9orf52	1.27
REEP4	-0.67425
MTSS1	3.317125
ADH1B	0.771166666666667
DLD	-1.22025
CDK5	-0.042
PPFIA1	-0.253625
WFDC3	1.74825
DNAJB12	1.32735714285714
RANGRF	-0.6155
MLANA	-4.439
AMY2B	-1.49075
KIAA0319	-1.64825
RPS7	0.0825
JAK3	-0.2372
ARFGEF1	0.4045
CXCL5	0.54
TRAPPC4	-0.0835
CETN2	0.7725
HSPC111	-0.717
RHOBTB3	-2.905
PHLPP	-4.516
RGS10	0.60375
TMEM58	1.3815
CHERP	0.0625
HSP90AB3P	-2.0405
FSTL3	-0.147666666666667
PEX11A	1.76825
OR5V1	0.9805
FCN3	1.39225
PTPN3	1.20525
NPTX1	-4.6585
C21orf84	-1.3055
C11orf51	0.233875
ZBED2	0.1685
FLJ90757	-0.672
NPY2R	0.2685
PLD3	-0.1595
SYT17	2.96766666666667
SGSM2	-1.63025
OR1A2	-0.3465
FOXP1	0.915375
SLC5A1	5.8785
POFUT1	-0.7787
EPHB6	-2.65616666666667
MYO1G	-1.7685
STAC	-2.1993
KLHL17	-0.820666666666667
RGMA	-0.7234
TJP2	-0.0266
FAM114A1	0.183333333333333
SERINC1	1.28608333333333
SLC9A8	0.600625
PEX19	1.15125
EDN2	3.4565
PSMD7	-1.16855555555556
C3orf41	-2.961
UQCR	-0.557625
PPP1R3C	-1.362
LRP4	-2.45466666666667
TM2D1	0.66675
TTC17	-0.214875
C4BPB	-2.549625
CCL25	0.92975
ZNF253	0.173333333333333
CHRNA9	-3.63
SOX11	3.408
HIVEP3	0.125
CGN	0.962416666666667
C3orf35	-0.19775
PKD2L1	2.888
SYVN1	0.54825
PDE8B	1.09525
LOC439951	1.21325
LTC4S	2.56366666666667
MIF4GD	-0.048
SMARCA2	1.2785
TUBGCP6	-0.482
CABLES1	-0.471875
C16orf77	1.07633333333333
ZNF791	-0.18325
FUT5	1.358
ADH6	-3.00525
P4HB	0.10825
CLDND2	-0.17275
ALKBH8	-0.34825
PLAC4	-0.76925
F11R	1.3205
MGC35295	0.360833333333333
PDZD4	-0.383166666666667
LOC389073	-0.2905
FAM80B	-0.159666666666667
PSMB1	-0.46
TXN	-0.0325
VIPR1	1.8238
WBSCR18	0.3775
EXOSC6	-0.78
ACTA2	3.34583333333333
SP5	-2.63358333333333
ANKRD1	-3.661
DDR1	1.9316
ATP6V1D	0.2275
PTGS1	-1.10841666666667
RNF157	-2.21875
DCC	0.3555
SPAG7	-0.7575
FBXO18	-0.0035
UBE3C	0.7474
HOXC6	1.3955
LRP2BP	0.357166666666667
MYST2	0.49475
PDSS2	0.52625
ATE1	0.791
ARAF	-0.08875
KLF10	-0.2645
PLA2G2E	0.123
ASCL1	-1.39183333333333
TSNAXIP1	1.5395
FAM131B	0.185875
IFNA10	-0.7685
NUP43	-0.437
FAM44B	-0.414125
L1TD1	-5.05366666666667
NMD3	-0.144833333333333
C18orf54	-1.1483
PHOSPHO1	0.102
RAG2	-2.108
EMILIN3	-0.135
METTL3	-0.604
VPS13C	0.818875
REXO2	-0.34775
ANXA4	-0.32575
CA1	-1.2385
DCP1B	0.3465
TULP3	-1.68
ATP2A2	0.684857142857143
ATIC	-0.46325
ADAM15	0.85375
NPL	0.346833333333333
LGR4	-1.050875
UEVLD	1.19616666666667
GAB1	1.82275
SNAI2	-0.117666666666667
ZGPAT	-0.2764
SNF1LK	-0.073125
DLEU1	-0.8215
UBE2Q1	1.0345
ZMYM6	-0.4705
JPH3	1.57183333333333
FAM38A	-0.655416666666667
PXK	-0.507666666666667
DENND2D	1.9585
BAX	-1.11016666666667
CP	2.48236363636364
RPL37	0.6612
G6PC3	0.56175
NCOA4	-0.027
LRRC14	0.432375
GORASP1	0.272
FCHO2	0.302
CYP24A1	-3.4734
FXYD3	2.350875
SMARCAL1	0.83475
ABCB8	0.530333333333333
CCDC44	0.47975
PRDM7	-3.643
USH1C	-1.46725
DNAH5	1.3765
SRF	0.443583333333333
MAL2	4.0495
PGPEP1	-0.133333333333333
SIN3B	-0.5995
SEMA3C	0.654166666666667
GRAMD3	1.67525
FBXO10	0.560125
OR5D13	-0.4705
FLJ31818	-0.794
CACNA1I	0.846375
S100A13	1.8625
TP63	-0.0952857142857143
ANXA11	1.1528
WDR66	1.94925
CSF2RB	0.083
IFI44	-0.76525
DACT1	2.68666666666667
ANKRD23	-2.23275
ATP5G1	-0.876333333333333
C21orf70	0.7045
PPWD1	-1.67025
DNAJC13	1.01725
PAH	-5.66833333333333
PTCH2	0.63425
TRMU	-1.012
CCDC9	-0.034
USP3	0.3343
DCLRE1C	0.0933
FAM55C	-0.16375
FRMD4B	2.28025
CYP2R1	-0.47625
RFPL1	0.0701
XPO5	-0.3055
ARL6IP2	0.6325
OSBPL5	2.36875
MMP9	3.83072727272727
KIAA0802	-1.028125
DHRS2	-3.991
SGEF	-0.344375
TXNDC10	-0.6745
EXOC6	1.1095
RPS27	0.948333333333333
PNCK	1.46266666666667
FSTL1	-0.797
AACS	0.4815
SLMAP	0.952333333333333
SAMD4A	-0.1767
ABRA	0.36425
SMARCD3	2.795
PKNOX2	1.565
A4GNT	0.5815
C9orf39	-2.33933333333333
RALYL	-0.15375
MGC33556	-2.6165
C10orf25	-1.033
BBOX1	6.84475
NHEDC1	0.44075
XDH	2.04975
GCSH	-2.55
EDN1	1.025
MTERF	-0.60525
CLK4	-0.54325
ZNF799	-0.339
KCNG1	-1.033875
CXCR4	0.0426666666666667
PTPRR	-3.727
IRAK1	-0.621625
LOC401397	-1.0135
TMSB10	1.03207142857143
CXCL3	-3.7029
TMC4	2.20725
OR7A10	0.1235
STYK1	2.009
CHRNA10	-1.1465
CCNI	0.647
EP300	0.672428571428571
LOC165186	-0.965
HIC2	-3.1175
SDR-O	1.278
OR2W1	2.332
KCNA6	0.0545
TRIM74	-2.084
REEP6	1.3075
ATP5G2	0.7825
ERG	0.204875
TMEM42	0.07
PARN	-0.072
SOD2	0.153625
DIRAS1	0.8375
PNPT1	-0.88725
JOSD3	-1.32325
hCG_40738	0.614
PDE1C	-2.35575
SEMA4D	-1.092
AGPAT1	0.204
NOSTRIN	1.127125
MAP3K3	-0.0551666666666666
MAX	-0.155428571428571
CAPS	2.5845
SERPINA12	-0.3485
OSBPL8	-1.040375
RICS	2.2384
NR4A2	0.2495
PPCS	0.545
LONP1	-1.6015
SCYL3	2.40525
HERC2P2	-2.34083333333333
FIBCD1	0.3125
C15orf41	-1.05875
DMC1	-2.65733333333333
C20orf27	-1.52675
RPS6KA5	-0.1684
FAHD1	0.157333333333333
SLC12A4	-0.334
BRCA1	-1.86408333333333
GBL	-0.1845
SLK	0.2805
NUDT9P1	-2.816
NOXO1	3.5905
USP52	-0.08225
BAZ1B	0.98875
SLCO2B1	2.025
BBS12	0.9915
LRGUK	0.449333333333333
TERF2IP	-0.67775
COL1A1	4.967
KIAA0090	-0.23625
GRK5	-1.14466666666667
AP1S2	-2.7995
TMEM52	-0.339333333333333
CA11	-0.8495
OR4A15	0.550166666666667
ACBD3	2.4069
SPAG11B	0.269
PRDM2	0.3865
FOXP3	0.5135
SMYD3	0.419
LOC389199	1.321
LGI2	1.90483333333333
NAPE-PLD	-0.6414
ANKRD6	-0.4985
WDR45	0.672333333333333
SHROOM1	2.7045
PSCD3	0.1345
PYY	0.9255
KCNC1	-2.418
ARHGEF9	0.5755
OR8J1	0.11225
GPR55	0.065
NS3BP	-3.0735
C10orf22	0.643166666666667
NAT8L	0.644
DUSP4	1.13316666666667
FOXM1	-1.09266666666667
GRAMD2	3.0044
ZBTB48	-0.265666666666667
BUD31	-0.468
PABPC5	0.858
CCDC41	-1.654
FBXO11	0.300666666666667
C6orf148	-1.50925
RFXAP	-1.3995
C6orf15	0.118833333333333
CDK8	0.402666666666667
C6orf70	0.2535
TESSP2	0.593
ALG2	1.06425
PPP1R3D	0.5875
TPM3	0.878888888888889
SYT13	1.16225
EPB42	-0.4695
CETN3	-1.00225
PRY	0.383
NTHL1	0.0541666666666667
POLR2B	0.363
RPS28	0.145083333333333
P2RX3	0.438
LYZL4	1.4655
WBP4	-0.3694
PMM1	-0.58025
C11orf79	0.22475
CBLL1	-1.1575
IL1F10	0.520666666666667
VAX2	1.677
SETDB1	0.693
LRAP	-0.0376666666666667
GCLM	-1.80275
CPEB3	1.84275
PPM1A	0.3915
INTS1	-0.45
CAMTA1	0.330916666666667
SAMSN1	-2.98875
LOC158830	-2.9285
GMPPA	1.182125
AIPL1	0.2245
IL24	-0.21
BDKRB1	-1.33916666666667
MLF1	1.2338
TAF12	-0.58675
ID1	-3.241
THADA	-0.412125
PIK3CB	0.15975
OR4N5	0.925
TBC1D17	-0.687833333333333
COX8A	0.18775
CDCA4	-0.667
C2orf44	-0.8095
ZNF534	-0.385
IMMP1L	0.7875
NIPSNAP3B	-0.146
FTMT	0.803375
PWP2	-0.335166666666667
MMP15	0.3401
DNAH11	0.95075
MTMR14	0.2245
DNAL4	1.54025
IPP	-0.75275
TMEM59	1.099375
C1orf157	0.196
RGS4	0.951
DDX18	0.1375
SNX6	0.52925
ZNHIT2	1.13083333333333
NCDN	0.259666666666667
FLJ33534	2.4485
RAG1	-2.51771428571429
OR4D10	0.7785
PTPN5	0.104666666666667
POMT1	0.129
LRRC8A	-0.3775
CYP1A1	-1.07325
CAPN1	0.189
DDHD2	-1.386
GRIK2	-0.557
GNRHR	0.321
PPBP	1.014
HTR3A	1.857
SLITRK4	0.426
ANKRD49	-0.5295
BTF3	-0.1215
SARS	-0.66425
C13orf18	-0.569
CACNB1	0.0616428571428571
QKI	-0.559571428571428
SETMAR	0.780875
MAN2B1	0.076
EML3	-0.515
ACADL	-0.715
OFD1	-1.022
DEFB114	-0.0185
CGA	-3.4632
PEX16	0.256166666666667
LRRC10	-1.336
GNG12	1.211
C1orf152	-0.194666666666667
CHRM1	1.068
CD53	-1.11225
DBH	-0.93325
TFAP2B	4.285
HIST1H2BJ	-0.498166666666667
FAM46D	0.936
TMEM11	-0.1705
C3orf32	-0.51375
PCCB	-0.165125
IPO13	0.305375
C6orf105	-0.1915
COMMD5	0.665
SUV420H1	-0.5963
LTBR	0.198
ARHGAP15	-2.71625
HDHD2	-0.45075
TDRKH	1.727
LOC401052	1.1825
PSG4	-1.10125
GNB4	-1.1762
SPATA4	4.192
SLC9A3	0.0895
OSBP	0.904833333333333
NBPF3	-1.08466666666667
DOCK11	-2.692
SLC39A5	-1.146
PRR5	1.0959
C10orf63	0.754375
SMTNL2	-1.884
ADRA1A	0.65225
ASAH1	1.6351
DOM3Z	-0.2943
GIPR	0.981
AHI1	-0.681416666666667
NADSYN1	-0.1895
RGS14	0.524
IL18BP	0.4242
RTN4RL1	0.956916666666667
ARMC6	-0.224
PSMD5	1.33483333333333
HK3	1.9269
OR4S1	-0.117
RSU1	1.0023
MAD2L1	-1.53733333333333
EIF4A3	-1.082
DLEC1	-0.89
E4F1	0.0968333333333333
CHMP2B	0.7235
CAMSAP1	-0.4075
RPS21	-0.576666666666667
ARID5A	0.373
UBE2N	-0.6045
IGSF8	1.30433333333333
MAGEB6	-2.105
ACAD11	-0.2785
MGC4172	-0.8085
LMO4	0.607
KLKB1	-0.03075
HP	-0.96
HDAC3	-0.127
SCHIP1	-0.29625
CLCA1	-0.9645
OLFML2A	1.02725
C1orf112	-1.3175
KIF19	0.259166666666667
HAPLN4	-0.0775
CXCR7	0.0988333333333333
GOT2	-0.542
RAB38	-1.5395
DCX	-1.87775
PPM1H	0.900083333333333
NFYC	0.590583333333333
KIN	-0.092
ZNF228	0.2745
PLSCR4	0.790666666666667
HIG2	2.342
FAM79B	3.0655
C21orf86	0.1172
KCNK10	-0.698
ZNF738	-1.52425
FSTL5	-1.734
OR6A2	-0.2025
OTOA	0.970166666666667
EXOC1	0.657625
AHRR	-2.8785
PDAP1	-2.28916666666667
C19orf6	-0.7555
ZAN	0.67125
LY6G6E	0.403
EIF4E2	-0.61925
C20orf198	0.0185
ZNF324	-0.3585
CYP3A5	-0.323833333333333
ENTPD7	2.2875
MBOAT5	-0.0945
GJB5	3.14325
TTC13	0.77125
S100Z	-1.10133333333333
KIAA0664	-0.98
PDGFRB	1.8585
IL17D	-0.80525
OR56B4	-0.357
RDX	-1.205
SLC34A3	1.38
IL28B	0.179
JUND	1.2805
CHRNB1	-0.86125
CAMK2B	1.118
FETUB	-1.38325
CXorf23	0.571625
MRTO4	-1.753125
TTC3	0.6263
NDUFB8	-0.1775
EDG2	-1.28475
SEMA3G	-0.92625
IL23A	-0.68125
GRHL1	2.0119
LOC441054	-0.239
WDR65	0.571
PSTK	0.06375
STOML3	0.43
R3HDM2	0.1035
C5	-2.708
SLC2A10	2.1735
C3orf22	0.497
PAQR3	-0.351384615384615
ANKRD26	-1.35966666666667
HCRTR1	0.2115
LOC399947	-0.712
PSD2	-1.27025
TIGD2	0.615166666666667
SCRN1	-1.684625
COQ10A	-0.1125
DDI2	-0.03
METTL7B	-0.0391666666666667
UCN2	1.719
FAM92A3	-1.36175
WDR16	0.70125
ZNF511	0.359666666666667
ZMYM5	-0.538625
POLR3G	-3.132
ZNF586	-1.0475
C1orf49	1.26416666666667
TANK	0.573
RCAN1	1.12733333333333
PELI3	0.8985
LIMD2	-0.05475
TMEM189	0.3285
NTN4	1.78725
LOC151300	0.213
CLEC2A	-1.943
GPR135	-1.495375
DPYSL4	-1.9503
JAK2	-1.38566666666667
TSHZ1	-0.507833333333333
TM9SF4	0.212625
ZNF264	0.478166666666667
SIRPG	0.715625
BICD1	-1.39925
HERC6	-0.366166666666667
METTL5	-0.5915
CASP1	1.83675
PRRT1	-0.420166666666667
PLA2G4C	2.12383333333333
ICA1L	-1.01792857142857
TPTE2	0.0633333333333333
OTUD7A	1.39316666666667
AQP11	-1.63425
APOA2	-3.685
KALRN	-0.1415
SECTM1	2.01616666666667
IFNAR1	0.823
TALDO1	0.122625
RAB11FIP4	-0.0065
EIF5A	-0.9915
FAM49A	2.30075
NEGR1	-0.052
YTHDC2	-0.520375
EHD2	-0.699375
NCF1	1.1116
SCRT2	1.8215
HOXA5	-1.03783333333333
NUP133	0.83
FGF12	-0.7634375
SLMO2	0.318125
SNTA1	-0.423625
CACNG2	-0.027875
GCM1	0.9065
ELF1	0.280166666666667
TLR5	4.46725
TCFL5	-0.210583333333333
RBMY2FP	-1.5905
LOC100125556	0.749375
FAM129B	0.7605
MAP3K7IP1	-0.0525
NCK2	-0.062
OXA1L	-0.3045
FMO9P	3.5945
ZSCAN12	-0.337
PSMD12	-1.03691666666667
HSCB	0.515
CLDN10	-3.01
MGC13053	-0.62125
HPCAL4	-0.3355
ASZ1	-0.494
MEX3D	0.425
NFAT5	-2.2294
CSPG4LYP1	-0.370166666666667
FBXO3	1.4489
DVL1	-0.588
CMKLR1	0.424333333333333
TYMS	-4.13425
PEF1	-0.0795
ZNF750	2.79533333333333
MCM5	-1.0607
MEGF11	-1.52225
KCNK7	0.229
PTP4A3	0.648
C1QTNF2	-0.553666666666667
OR6S1	-0.067
FAM122B	-0.96925
ZNF551	-1.157625
HBQ1	-1.8035
GEMIN6	0.35525
ARSK	-0.392
RBP7	-0.343
CPNE9	0.5915
DSC1	0.7715
LOC730112	-0.6505
MAP2K4	-0.01275
HS3ST5	-3.597
EPB41L3	-0.714
TEKT2	0.2355
CDKN2B	0.00333333333333332
ZNF480	-1.09525
MAP3K6	0.0749
MAP6	2.2805
HN1	-0.0918
OR2L13	0.438
SLC16A11	0.57
FAM96A	-0.899
APOL1	0.268
C5orf32	-0.13075
RTP1	-0.416166666666667
RNF175	-0.84175
ZBTB41	1.999625
AHCTF1	-0.2537
SAE2	-1.1335
ITGA2	0.202333333333333
MME	2.57916666666667
CCDC14	-1.95425
MAST4	0.713285714285714
KRT33B	-0.5495
KCTD2	-0.476666666666667
WDR26	1.90941666666667
MFI2	-0.367875
NR4A3	-1.61025
ARSA	1.107
UNKL	-0.283
SULT6B1	0.466
CCNA2	-1.57616666666667
SOX15	0.218
PPAPDC1B	0.4515
C19orf44	0.776
MCAT	0.994083333333333
ARID1B	0.957
OR52N1	1.34
C12orf48	-2.51325
MAGI1	-0.393375
NIPA2	0.16625
GBX2	-1.3655
RSHL3	-0.899
RAVER1	0.4335
C15orf17	-0.49725
SLC30A2	1.2645
ZNF518	-0.859
PCYT1B	-1.7645
C10orf114	-0.6675
EIF3H	1.006
SLC25A39	-1.045
KIF1B	-0.73925
AMOTL2	0.73375
C6orf120	1.101
PSRC1	-1.9515
PLA2G10	2.621
KIF5C	0.295
MRPL37	0.17
C17orf62	-0.315333333333333
C9orf135	-1.42566666666667
DUSP10	1.1749
CLCNKB	0.554
PSMA5	-0.654625
C8orf53	0.48225
AMPD3	0.1375
PIAS1	-0.25075
ADCYAP1R1	0.3845
GYLTL1B	0.255
CDH20	0.391
FBXO7	-0.194
TMEM134	1.00016666666667
FLJ14213	0.537
ZNF3	-0.3465
LRRFIP1	0.592666666666667
CNOT2	-0.5745
ABI3	2.014
ALDH5A1	-0.250333333333333
HNT	2.5084
SERPINA4	-2.2495
TK2	0.790416666666667
STMN1	-1.98133333333333
GUCA2A	0.321166666666667
GALNT10	1.54335714285714
DPP6	-0.40985
C9orf93	-1.605375
PRELID2	-0.453125
STK39	0.85675
SFTPA1	-1.48375
CKS2	-1.14933333333333
RHO	0.125125
C20orf135	0.34075
XKR3	-2.3195
CR1	-0.4035
RPS6KA2	0.647571428571428
C20orf112	0.96575
MRPL22	0.00125
C4orf23	-0.385666666666667
GADD45B	0.5965
KLHDC1	0.203666666666667
C2orf48	-1.675
ZNF287	0.3745
DAAM2	-0.5605
DPPA2	-3.68433333333333
TCTN3	0.4295
DNAJB11	0.104875
FPR1	3.368
DEFB4	0.2795
PTCD2	-0.5991
SMOC2	4.23466666666667
CABP7	0.848
SERPINB11	0.3645
MAGEF1	0.811
NDE1	0.0691666666666667
ITGA10	-0.72
FSHB	-0.5505
ANXA2	1.102875
HORMAD2	0.1255
HLCS	1.014
MCF2L	1.72191666666667
FH	0.57475
TBC1D24	2.8585
KIAA1505	0.8515
LGALS2	-2.4535
CNBD1	-2.064
SYNPO2L	-1.35775
PTPN23	0.769857142857143
C1orf183	0.289
MAGEA8	-2.97075
DGCR8	-1.7435
GSR	0.18975
PAQR7	0.0785
ZNF676	-0.3355
CACNA1C	0.0793
SP7	0.2155
PDCD6	-0.23525
NRN1L	-1.6745
BRI3BP	-0.862833333333333
KIAA1183	0.64175
ASB4	0.305
CCL23	0.3604
OBSL1	-0.236
SLC12A7	1.0505
KIAA0240	0.869
CD1B	-3.238
FCGR2A	0.973
MDC1	-0.898
HTR1A	0.674666666666667
OCEL1	0.824
ATP11B	-0.0905625
FBXO34	0.308333333333333
PCDH12	3.43116666666667
RPE	-0.025
C17orf74	0.002
CSDC2	0.751666666666667
PET112L	0.5135
TMBIM1	0.38075
P2RXL1	-0.35225
TCHP	-1.26625
TRMT1	-1.5225
F2RL2	0.0280833333333333
LRRC32	2.7825
IMPG2	0.6775
BGLAP	0.54625
LOC493869	-0.131416666666667
MRAS	1.78775
SLC35F5	1.489
CBWD1	0.105
AXL	-1.975625
ATP2C2	2.25775
TELO2	-0.3615
PNPLA3	-1.24925
PCDHB14	0.2645
CD276	1.181
KRT80	-0.005
DUSP28	-0.367
CSNK1E	-0.296583333333333
SRP14	0.338
KCNQ4	-0.011
KRT72	0.480333333333333
CCDC117	-0.00612500000000002
C6orf89	-0.00377777777777777
TUBB2B	-3.159
RTN4IP1	-0.3285
CR1L	-3.90233333333333
CEND1	0.34725
C12orf41	-0.3375
RNF31	0.21575
UBN1	0.0108333333333333
C17orf32	-0.110875
SLC5A7	0.8785
GPR92	0.325333333333333
ESAM	2.3531
CTNNA1	0.89125
HRBL	-0.0836
CBX4	-0.45825
TMEM182	1.161
SH3TC2	-0.714
IL10	0.493666666666667
PXMP4	-0.658
RNF167	0.0628
PAK7	-0.666333333333333
ETV3	-0.898
ATPIF1	-0.787833333333333
LOC554207	-1.58583333333333
OR8H1	0.31925
WDFY3	1.127875
DPM1	-0.856
GPSM1	-0.0945
WDR92	-0.4526
LRP1	0.386333333333333
ANKH	-0.5755
THUMPD3	-0.74175
POLR1B	-0.102
OLFM4	4.10483333333333
RAD9B	0.4385
TSPY2	-3.5075
PAX6	-0.327166666666667
SCG2	-3.459
SLC17A6	0.102
FMO3	1.08225
PADI4	0.0207500000000001
TUBB4	-0.3444
NLK	-0.368
POU4F3	-0.847
SDF4	-0.3925
ITGBL1	2.098
NETO1	-0.360625
TAP2	0.142875
ABBA-1	-0.0140833333333333
GNAI1	-0.75625
VPS4B	-0.01775
NOPE	-0.7471
GALNT6	3.153
SESN1	0.184
GBE1	-1.49722222222222
CLASP1	0.51625
RASGEF1B	0.681125
ACOT11	0.578714285714286
AFAP1	0.96075
OR2H2	0.332
DPY19L2P1	-1.53675
DZIP1	-1.97775
SEC22C	0.421833333333333
GPR161	-0.712833333333334
RNF146	-0.17675
WDR74	-0.658625
GALP	-1.2505
PURA	0.2195
