Hybridization REF	TCGA-A2-A0SY-01A-31R-A084-07
PANX1	0.47275
C12orf42	-0.00849999999999999
RCBTB1	0.72
FGL2	5.42425
CEP70	0.015
WASL	0.492
SEPT14	0.228
DCHS2	-0.125
CYBA	-1.379
ARHGAP11A	-2.53983333333333
MPZL2	-0.7265
KIAA1881	3.502
ANXA1	-0.1991
AFF1	0.364875
FRMD3	-0.1365
SUSD5	0.2575
C9orf32	-0.9675
RASSF7	0.56975
KIR2DL2	0.3365
SENP1	-0.154333333333333
C20orf195	-0.4135
C3orf44	0.5655
KRTAP9-3	0.74
ZFP28	0.732875
PLCB2	0.5346
TXNDC15	0.70475
CALR3	0.4895
HLTF	-0.201214285714286
C17orf67	-2.08425
NDUFA6	-0.422
PKP1	-0.334
HMG20B	0.49725
GPR180	-0.8321
BAI3	-0.02275
NOSIP	-0.383
TRIM23	0.814875
ARL1	0.645357142857143
CDK5RAP2	-0.1715
SSH2	-1.151
KCTD15	-0.123
FTHL17	0.3885
AK3	0.1335
RAB3C	1.54525
PAX4	-0.11775
KDELC2	-0.63625
BIK	1.852
KIAA1553	-0.45025
CEP135	-0.44125
NANOG	-3.09783333333333
TRIM22	2.45433333333333
CDH13	-2.085
B4GALNT4	0.77825
MDGA2	-1.5955
SAMD3	2.14266666666667
OR1E1	0.5165
TAS2R10	-0.8865
FASN	0.64525
GPR116	3.12944444444444
ZNF219	0.4835
CD33	-0.72175
RAB3GAP1	0.263
H1FOO	1.204
NXPH3	1.19075
CROCC	-0.377333333333333
GPX7	-0.03425
BASP1	-1.7368
STAM	0.05175
TBK1	0.2375
STX2	-1.3865
RPL29	-0.11075
NR1H3	0.1955
MPPE1	0.590875
PHACTR3	-0.51925
SLC44A2	1.47075
C10orf109	-0.582
CLCN6	-0.47875
C16orf59	-2.477
SQSTM1	0.894666666666667
AADAC	0.85675
LRRC8C	-0.241
BIN3	-0.4521
HPS6	0.57575
MAN2A2	-0.7314
GABPB2	-0.66375
KCND1	0.12025
PTPN11	-0.384642857142857
ZNF274	1.0005
ATF3	0.895416666666667
C7orf26	-0.169
C1QL3	-0.045
WDR54	-1.44816666666667
FLJ40869	-1.59166666666667
ZNF397	0.85375
MLL	-0.6594
TTLL6	-0.334
ANKRD15	-0.426666666666667
KIAA1958	-0.714
C1orf218	-0.463875
ZDHHC16	-0.179
DDX47	-0.74475
EVI5L	-0.133
GDF6	-3.90625
TAPBPL	1.5215
BTG1	1.4775
DPP4	0.5865
KLHL23	-1.08725
APOC3	-4.35625
BTBD12	-0.763
CNOT4	0.105375
HIST1H3I	0.558666666666667
OR5H1	0.2515
APEH	0.00937500000000001
TRY1	-0.203166666666667
SLC26A8	-0.0775
KCNA2	0.443333333333333
TMEM159	1.856375
C6orf81	-0.63
PCYT1A	-0.118166666666667
C6orf157	-0.8615
BRMS1	0.02775
CHST1	1.902
LGALS1	-1.103125
TAF1B	-0.178
FLJ40504	0.03
GPR173	0.4325
COL15A1	1.527125
CASP10	-0.250714285714286
PCMT1	-0.342285714285714
HDAC5	-0.3213
LOC641367	-0.441
EVC2	0.79475
SGPL1	1.91283333333333
GON4L	0.2895
AFG3L2	0.0101666666666667
C5orf15	0.657
UBXD1	0.6329
LILRB4	1.37433333333333
GSTA4	0.307666666666667
ADIG	0.0215
GRIPAP1	-0.054875
HIST1H3B	-0.818
BTRC	1.47116666666667
USP49	-1.9715
IQCH	1.2325
ACBD6	0.19525
YEATS2	-1.519
CABP5	-0.71575
TRIM3	1.242
HNRPM	0.4955
FGG	-4.4897
C18orf16	0.3855
CLEC2B	0.22075
PQBP1	-0.1535
JTB	0.359833333333333
REST	0.698833333333333
SLC8A3	-0.0588333333333333
TMEM16H	0.373
MRPL47	-0.50975
EVI1	1.2082
MUC1	3.446
TEAD3	0.444375
STOML1	0.024
USP24	-0.4643
PNMA5	-0.866
MAEL	0.682833333333333
LBP	0.3631
HSD17B4	1.144375
SEC31B	-2.1835
IDH2	-0.0632
SFRS16	-1.862125
AICDA	3.8785
RNF180	-0.14275
C1orf56	0.185
FLJ10324	0.418
GPR148	0.5805
MEF2A	0.588083333333333
ASF1B	-1.4225
HTN3	-0.2425
RNF215	1.2185
SLC4A3	0.204833333333333
ADAMTS9	0.1235
C9orf66	0.3265
FOXD3	0.3025
GSDM1	0.4965
IFITM5	0.182
PODXL2	-0.743333333333333
C1orf176	0.27375
RPS3	0.35375
hCG_2004593	0.4055
COL21A1	0.1215
NTNG2	0.0241666666666667
RAI14	-0.612666666666667
P76	0.26275
LRFN3	0.517875
FAM14B	-0.52825
FKBP14	-0.76525
TNNI3	-2.384
HOXB3	0.329875
SGCB	-0.78725
PPAPDC3	0.43675
FRAT1	1.1195
MORN1	1.10383333333333
ARHGEF2	0.689
BNIP2	-0.1295
DHX30	-0.50275
EEFSEC	-0.6925
FGF20	0.309
FLJ38973	0.251857142857143
PLCH2	-0.386083333333333
CCNG2	2.847375
PSPN	0.0995
WDR88	-0.2835
HOXB13	-2.911625
MTMR8	0.196
SPAM1	-0.0505
PPP2R1B	-0.475875
TANC1	1.411
CNN3	0.8777
CHGA	0.111125
C9orf128	1.07675
CACNA1B	-0.174
MMAB	-0.9833
RHOA	0.896083333333333
RAPGEFL1	1.08425
SLC1A5	-1.27583333333333
CALCA	-0.14025
SYCP1	2.5085
CXCL11	3.51125
GFI1B	-1.22616666666667
PSCD1	0.4515
C11orf58	0.658833333333333
MGC45438	1.0705
NUDT18	0.971
ASB3	-0.4435
ZP1	-3.1225
LPPR2	-0.0297
ZNF527	1.1135
ZNF771	-0.029
TTBK2	-0.27625
TRIM55	-1.068
GJB3	-0.533
PRSS35	1.09075
SCRG1	1.368
ZDHHC24	-0.03
DUSP26	-0.191
C1orf51	-0.336625
DNAJC3	0.208333333333333
LITAF	0.449375
ZNF410	0.694
AFP	-5.21283333333333
ZW10	-1.4565
PHOX2B	0.3355
VILL	0.07525
ELOVL7	-0.424125
LOC644186	1.7445
PPP3CC	0.0015
CHST13	-1.4735
WDR40B	0.151909090909091
MEA1	-0.06475
HILS1	-1.57
DLX6	-1.66816666666667
NKG7	1.32616666666667
EMP1	1.67925
ACTR6	0.104
CHCHD7	-0.671357142857143
COG2	1.0083
TCEA2	-0.0911
TARS	-1.5395
FLJ20294	0.2765
ZNF92	1.61825
TRAPPC2L	-0.6978
ARHGAP28	0.306125
CCDC109B	0.9155
LGTN	0.112333333333333
INGX	0.163666666666667
LOC124446	1.367
RPS2	-1.13425
C17orf75	-1.27266666666667
NBPF1	0.43
SLC2A8	-0.0663333333333333
SNRPE	-1.07825
CARD6	0.541
IL13RA2	-1.08725
CUEDC2	0.160375
C4orf19	-0.692
AOC3	2.42025
MTHFD2	-0.832666666666667
OR5M9	0.1895
C4orf38	0.474166666666667
SS18L2	-0.191
OAS3	0.130166666666667
LARGE	1.504
LRIG3	0.405666666666667
LIMA1	1.454
STARD3	1.01825
VPS39	0.55
CTAGE6	0.2825
ODAM	-1.7465
MORF4L2	0.628375
GSTO2	1.3565
MTFMT	-0.743
PRKAB2	-0.875285714285714
ZNF76	0.306166666666667
HSPB2	3.5515
CRB2	0.2975
KLRK1	-2.1855
LYST	0.554375
UBE2M	-0.2825
SLC16A9	-0.3335
ZNF281	1.03675
ST8SIA1	0.299875
C9orf105	-1.1905
ANKRD46	0.213
FAM108A3	0.115
C20orf91	-0.36025
ZYX	-0.236333333333333
RSPH1	1.8805
ZSCAN5	-0.6065
RIMS3	-1.11033333333333
KRT76	-0.366
CEACAM4	0.347
SIRPB1	0.28325
CFHR4	-1.451
SOX3	-1.20233333333333
GATAD1	-0.441125
C21orf57	0.29025
TMC8	0.275166666666667
AVIL	-0.6165
LMOD1	2.82325
HIGD1A	-0.368
NEU3	0.422166666666667
DES	-0.622
BZW1	0.0179
ZNF221	-0.377
CCDC27	0.3825
GDAP1	0.2995
RBBP4	0.5965
MGC40499	0.7625
PHKA1	-0.218
PRKAR1A	0.0602777777777778
HSD3B1	-0.00599999999999999
RAD52	-1.28583333333333
CD207	0.264
LOC389791	0.3175
RSPO1	2.282
TMEPAI	2.422375
MFSD2	-0.117125
ETV4	-2.89825
SCGN	-0.395
LOC391356	0.10075
MPP1	-1.088375
STARD3NL	0.1125
TFAP2D	-1.231
CD2AP	0.122125
CCL20	-5.19833333333333
CCDC86	-1.4465
ZFP30	-0.72125
CTBP1	0.467666666666667
MAK10	0.434833333333333
STXBP5	-0.7885
LOR	0.0152
MAP6D1	-0.135625
ARMC7	0.4665
TMEM150	0.6399
NSL1	0.6735
KIF5A	-0.645625
ASCC2	0.128166666666667
PSENEN	-0.0435
OPTC	-0.391
FCRL2	1.323
KBTBD11	-0.669125
PCK1	-1.001
CENTD3	-1.2355
MEGF8	-0.288
ALPPL2	-0.33075
OBFC2B	-0.525833333333333
ZFYVE20	-0.093875
GALC	1.64433333333333
CTRB2	0.00225
C20orf71	-0.596333333333333
TBKBP1	0.0688333333333333
CAMLG	1.357375
TREML4	1.8955
RSAD1	0.18225
TUBA3D	0.5535
KIAA1833	0.09775
PNPLA1	-0.084
LRRC34	-0.966666666666666
CDH26	-0.759
ZNF167	0.87
ZBTB26	-0.1702
VWF	3.6749
VTN	-1.33166666666667
BAD	0.7335
PDS5B	0.899833333333333
ZNF644	1.17358333333333
SH3GLB2	-0.012625
SMPDL3A	0.183
NRG2	-0.766
IL15	0.5475
GABARAPL1	-0.055
LAT2	1.1234
SLCO1A2	-1.99183333333333
LIG4	0.104333333333333
GSDMDC1	0.782375
BMP4	-0.768875
METT10D	0.098625
SYCE1	0.36875
SPANXD	-6.13725
SLC12A9	-0.0775
MC1R	-2.3955
RNF168	-1.05275
TRIM69	0.1635
GALNT7	1.46666666666667
ISG20L2	0.08225
KIAA2026	0.991
TNFAIP8L1	-0.827
DPY19L2	-0.645
C12orf63	0.14
PRDX5	-0.5175
MED6	-0.61625
TXNDC5	-0.625375
CD46	1.06275
CCK	-2.1055
C17orf48	-0.0335
ANUBL1	2.05725
SIT1	0.761166666666667
TYSND1	0.3135
DEF6	-0.0276666666666667
GLT8D4	2.013
UTP14A	0.1355
RPH3AL	0.348
NXF1	0.0508333333333333
TRERF1	0.191166666666667
TUBB3	-1.3340625
SLC24A2	1.0785
SEC22B	0.78375
ZNF653	0.1785
GGTL3	-1.94166666666667
CDKL2	-1.24525
CTF8	-0.0586666666666667
EPC1	1.10816666666667
CYP4A11	-0.183
THRSP	3.92883333333333
LELP1	0.3995
TES	1.289
C17orf87	1.206
FERD3L	-0.2145
SH3TC1	-0.0635
RAB36	0.9365
CRYGB	-0.864
GRIA3	0.221666666666667
BHLHB9	1.25275
C1QTNF9	2.14425
GOPC	0.395625
PNPLA8	0.286
ZNF444	0.05125
FMO1	3.59475
POLR3C	0.67775
SLC35F3	-1.45425
SGCG	-1.933
DCDC2	-4.4905
NANP	-0.44925
MGC23270	-0.8025
BEX4	0.394583333333333
HYDIN	0.5971
RPS6KB2	-0.92025
ADRM1	-1.12708333333333
BAT3	-0.79225
RAB31	1.0963125
SCGB2A1	7.093875
SLC6A14	-2.689375
DDX4	-0.2105
PRRC1	1.17633333333333
AP3B2	-0.578
TRGV7	0.313166666666667
TMEM184B	0.7635
ADPRHL1	2.03683333333333
C21orf45	-1.230875
ARNTL	1.035375
AADAT	-1.444
CCL2	1.98616666666667
SNTB2	-0.187
RGS9BP	-1.02675
KPNA1	0.3205
TMEM41B	0.149
S100A11	0.165083333333333
DOT1L	-2.2425
EFHC2	0.086875
CLTC	-0.130666666666667
SRP9	1.30692857142857
ZNF521	0.603
FAM26F	-0.60075
GPR88	1.32683333333333
COL13A1	-1.2305
CHMP4B	-0.5639
SIGLEC6	0.243833333333333
NFAM1	0.387125
PVRL2	1.0847
ALKBH4	0.02075
CCDC93	-0.5221875
NXT1	-0.1855
KCNK4	1.074
TROAP	-2.1705
KCNA10	0.205
CCDC114	0.357333333333333
RAN	-0.447416666666667
LMTK2	-0.3685
LOC400657	0.256
UFC1	1.50575
UBE1DC1	-1.7005
EEF1A1	1.32766666666667
CHAC1	-0.7495
HMGA2	-5.6472
B3GALTL	0.33225
ING2	0.184
C1orf109	-0.471
INTS3	0.730125
ZNF558	0.4075
TRPM4	1.73583333333333
LTB4R	-1.371
ISYNA1	-0.75925
LSM7	-0.65875
LRRC47	0.2766875
ZNF179	-2.29433333333333
EXDL1	-0.599166666666667
SLC4A10	-0.476375
ACSS2	-0.849166666666667
COPS7B	-0.0435
KIAA0040	3.044
C1orf95	-0.105
AP1GBP1	0.39475
OR9A2	0.902
FAM71C	-0.188333333333333
RIN1	-1.69683333333333
ITGA4	-1.3105
DNAJC6	-0.5112
CLOCK	0.7015
SLC35A4	0.5815
DSG4	0.37375
LOC26010	0.6005
NSUN2	-0.35425
TMEM86B	-1.6202
C14orf135	-0.208
KIFC3	-1.57733333333333
PHF5A	0.04325
NCAPH	-2.401375
STK11IP	-0.0545
FLJ42953	0.846375
CCDC19	0.9355
ZNF329	-0.341375
TAX1BP1	0.111333333333333
ZDHHC18	-0.0981666666666667
C10orf88	0.4155
TMBIM4	1.3223
NMUR1	1.327
KIR2DS4	0.4815
C9orf90	-0.064625
MGC87631	-0.296
KDR	2.3555
ST3GAL2	-1.063875
RLN2	3.2925
HPD	-3.78575
MOXD1	-0.3935
PDGFRL	2.63533333333333
SMYD4	-1.02171428571429
FAM103A1	0.0931666666666667
MFAP4	0.360833333333333
LOC285141	1.659
TMEM45B	-0.987875
SMCR7L	-0.607785714285714
GZMH	2.1405
CBLN1	-1.61916666666667
CNNM1	-0.4565
PHF17	-0.394
NUP98	0.161166666666667
RMI1	0.25275
PTPRS	0.799875
ANKRD57	1.04525
CLDN15	-0.367
OR51A2	0.3265
GUCA2B	1.1915
DOCK9	1.69625
ITGB1BP1	-0.526833333333333
DLG2	-0.206875
BRAP	-0.552
SESN3	3.11175
ZC3H7B	0.318
FAM101A	-0.102666666666667
FKSG24	-1.10325
ZYG11B	-0.4535
RFC2	-0.798
SH2D3A	0.449666666666667
DVL3	-0.0486666666666667
ADFP	-0.836833333333333
KRIT1	-0.324
SERTAD3	1.55
LEFTY2	-1.98
KRT27	0.735
SCFD2	-0.1535
MN1	0.5105
RORA	0.46425
PTPRD	0.1145
PIAS2	0.003
CYP4X1	4.13666666666667
FBXL15	0.07075
MYH15	-0.151666666666667
CRX	-0.0261666666666667
TBC1D13	0.199
SLC22A17	0.888166666666667
PLK2	1.81566666666667
ARHGAP9	1.96275
EIF1B	-0.556
C20orf185	-0.04575
DEFA7P	-0.344
PRIM1	-2.47016666666667
CRYAA	-1.657
BACE1	-0.21025
AGTRL1	0.602
ACAD9	0.137375
GRASP	0.50975
RBP4	-2.38316666666667
TFB2M	-0.2715
METTL9	-0.3294
ATP5O	-0.475
SP100	0.5494
CPSF1	-0.504
S100A4	-0.91075
LIME1	-1.214
GPR137C	-0.09775
OR2A2	0.049
C2orf29	-0.64425
NUP188	-0.38775
SDPR	0.89725
RAI1	0.745375
RPS20	-0.3272
LAMB1	-0.93275
ADM2	1.22416666666667
ZNF229	-0.125
DKFZp434K1815	-1.3165
EPN3	1.98316666666667
CLIC3	-2.02225
MEIG1	-0.825
HMGB4	0.399
STARD10	1.849875
KLF8	2.5445
EPB41L2	0.391333333333333
JMJD6	-0.750375
CTSL1	-0.4965
GPR27	1.1975
ELAVL4	0.608875
MMP21	0.3175
PPM1B	0.3075
SUV39H1	-1.0785
AAMP	0.48975
TUSC4	0.657
MBD6	-0.16525
KLK13	3.719125
FMNL3	0.649
TRIM13	0.806916666666667
C15orf5	-1.3905
IQCF1	-0.070625
CACNG8	0.34
SLC35D3	0.317
ZDHHC9	0.362
ODF3L1	0.51575
C9orf86	-0.6107
TSEN2	-1.11125
C17orf64	0.33625
SEPX1	-0.5108
TSPO	0.168833333333333
SYMPK	-1.045
ADORA1	1.6295
TSPAN10	0.106
SEMA6C	0.142
RTTN	-0.8986
IL2	0.87
ARRDC3	0.526916666666667
TBPL1	-0.832333333333333
STX12	1.124
MRPL39	-1.3855
OR8H3	0.475
IFIT5	1.20916666666667
CASC5	-2.361
FAM46A	-0.744833333333333
HPCAL1	-0.918375
CYLC1	1.2965
VGLL2	-0.2015
C20orf191	-0.26975
CDH1	-1.93033333333333
ITPA	-0.544
CCDC101	-0.65025
D15Wsu75e	-0.30425
EDA	-1.008
CREG1	0.2055
OR7G2	0.411
SAP18	0.873
IFIT1	1.32325
CALML3	0.382333333333333
FLJ37440	2.412
FNDC5	-0.08425
SERPINB6	-0.0823571428571428
JUNB	2.2442
SYS1	1.369
SCN2A	0.100333333333333
ZKSCAN5	-0.6256
WNT7A	0.139
TSHZ3	2.45525
RNF148	1.449
H6PD	0.48225
CAD	-0.996
ZNF449	-0.546
DOCK10	-0.424
FAIM2	0.629166666666667
HEXDC	0.2315
PRB1	0.0373333333333333
C14orf148	-0.128
ETHE1	0.0925
IRF5	0.6724
GNMT	1.27033333333333
MGC16291	-1.887375
RPAIN	-0.892785714285714
CAGE1	0.798
CNTNAP3	-1.898
ACTR1B	-0.1375
EEF1E1	-1.60225
MSX1	-0.594875
ESF1	-1.2313
HSPC171	-0.83575
MRPL2	-1.13466666666667
RDH12	-0.6805
CELP	0.6255
METRNL	-0.45875
C10orf116	4.192
C19orf48	-0.59675
ZNF346	0.00325000000000001
NCR1	-0.9795
C10orf64	-0.181
CD52	2.24875
VPS18	2.178
AP4S1	0.0215
NPBWR1	0.055
TPK1	1.011
UBA52	-0.738888888888889
RIPK1	0.582833333333333
CPNE3	0.2374
HSPC159	-0.06525
C8orf38	0.711
LRRC4B	-0.8095
PARP10	0.1899
ANKRD50	2.33875
CXCL9	5.9015
FGF18	1.90663636363636
EIF2A	0.000624999999999992
SLC20A2	0.525
KIAA1549	-0.486166666666667
SPINT1	1.7837
ZNF584	0.0525
CRBN	0.6855
ABCF3	-0.191166666666667
NCBP1	-0.554166666666667
PLA2G4F	0.120333333333333
PCDH10	-0.53925
TTC21A	-0.04825
C20orf144	-0.089
FGFR1OP2	-0.341666666666667
SLC9A1	0.5068
CHRND	0.3645
FOXF1	-2.5
KIAA1467	0.258
TPO	2.02383333333333
LTF	3.86407142857143
DNAJB9	0.626
MRPS27	-0.36025
bA16L21.2.1	0.266
WBP2	0.0461666666666667
MRGPRX3	-1.83116666666667
PRPF18	0.783
C10orf58	0.18975
SMOC1	-2.8252
ADAT3	-0.00683333333333334
TMEM138	-0.4265
TMEM131	0.317125
TIMM8B	-0.8865
MYH7	-0.0875
ST6GAL2	0.9175
KIF1C	-0.3455
SUHW2	-0.9585
PAPSS1	1.10075
CABP2	-0.0785
HOXA4	-1.098
ELF2	0.345
SEMA3D	0.4535
MC5R	0.788
OGFR	-0.346
FLJ30092	0.1315
TGFA	0.2328
MMP17	0.204
KIF15	-2.63425
CHIA	0.02875
CATSPER3	1.19425
CEACAM7	0.100083333333333
PADI2	1.192375
HOXA9	0.481833333333333
LNX2	1.37116666666667
TMEM144	2.4195
HIF1AN	0.90975
METTL7A	-0.3505
C6orf165	1.9795
KIAA1468	0.32325
DSG3	-0.782
ZNF180	0.758666666666667
EIF4E3	1.679875
SLC46A1	0.654625
DKK1	-5.7915
ZNF205	0.225666666666667
LOC162073	0.523722222222222
COX7A1	4.666
MAGEA1	-4.93633333333333
NEDD8	-0.234
KLHDC5	-0.366055555555556
C3orf19	0.0333333333333333
MRPS2	-1.13325
POLR3H	0.4245
ABHD11	1.0344
TMEM17	0.9365
PAIP2B	0.1432
MAT1A	-4.28725
LGI3	-0.0265
THUMPD2	0.2055
TKTL2	-0.10525
XAGE3	-2.39766666666667
CALM3	0.3315
C6orf136	-1.17333333333333
KCNC4	0.00283333333333334
RGS9	0.432
ACIN1	-0.823333333333333
SPATS1	-0.0115
XKR8	-0.214
FAM84A	2.84716666666667
MS4A7	4.68354545454545
AGXT2L2	0.45325
OR1F1	0.3875
SMAP1L	0.221166666666667
IPO11	0.982625
ZC3H11A	0.164125
C1orf151	0.51525
RNASEH2A	-1.652
CCR10	-1.2075
TXNDC11	0.342416666666667
TMEM112	0.608125
MAP1B	-0.7365
NVL	0.171
PKM2	-1.4539
ARC	-0.0885
NUP54	-0.1075
PPFIBP2	2.14266666666667
STAT2	1.042375
PTAFR	1.9815
ROBO2	1.123875
RNF40	-0.0915
CCDC135	-0.271
IFT81	-0.3413
MORF4	0.63575
TM7SF3	-0.20025
OR10H3	1.1065
ABP1	0.039625
CHRD	1.317875
PLEKHA8	-0.0981666666666667
NCALD	0.829083333333333
OR5AK2	0.4765
ACCN1	0.4665
SLITRK1	-0.57075
ARMET	-0.36975
C9orf52	0.365
REEP4	-1.118
MTSS1	0.918375
ADH1B	3.97216666666667
DLD	-0.54775
CDK5	-0.55875
PPFIA1	-0.3144375
WFDC3	-0.1545
DNAJB12	0.889785714285714
RANGRF	-0.811
MLANA	-3.77475
AMY2B	0.21275
KIAA0319	-1.281375
RPS7	-0.446
JAK3	0.2064
ARFGEF1	0.5875
CXCL5	0.637166666666667
TRAPPC4	-0.97475
CETN2	0.912
HSPC111	-1.278
RHOBTB3	-1.9874
PHLPP	-0.383
RGS10	0.74825
TMEM58	0.53275
CHERP	0.129125
HSP90AB3P	-0.7365
FSTL3	0.0818333333333333
PEX11A	0.5935
OR5V1	0.6345
FCN3	1.361
PTPN3	0.328875
NPTX1	-4.713
C21orf84	-0.86575
C11orf51	-0.212875
ZBED2	1.8765
FLJ90757	1.447
NPY2R	2.70766666666667
PLD3	0.15375
SYT17	1.91966666666667
SGSM2	-0.679
OR1A2	-0.148
FOXP1	2.009
SLC5A1	0.26475
POFUT1	-0.7612
EPHB6	-2.861
MYO1G	-1.32475
STAC	-1.2704
KLHL17	-0.367666666666667
RGMA	0.9017
TJP2	-0.0772
FAM114A1	0.277
SERINC1	1.28666666666667
SLC9A8	-0.00250000000000001
PEX19	0.87725
EDN2	1.636
PSMD7	-1.50233333333333
C3orf41	-2.62525
UQCR	-0.651375
PPP1R3C	1.02575
LRP4	-2.3085
TM2D1	-0.48275
TTC17	0.1211875
C4BPB	-3.389625
CCL25	0.69775
ZNF253	0.391
CHRNA9	-3.47825
SOX11	-1.728625
HIVEP3	0.4295
CGN	1.35075
C3orf35	0.323
PKD2L1	1.80675
SYVN1	-0.042
PDE8B	-0.10975
LOC439951	0.02075
LTC4S	2.14383333333333
MIF4GD	0.101166666666667
SMARCA2	1.295
TUBGCP6	-0.105833333333333
CABLES1	0.205125
C16orf77	2.157
ZNF791	0.8525
FUT5	-1.878
ADH6	-1.48733333333333
P4HB	0.16175
CLDND2	-0.8185
ALKBH8	-0.3645
PLAC4	-1.8155
F11R	0.187285714285714
MGC35295	0.811
PDZD4	-0.317
LOC389073	-0.312
FAM80B	-0.773166666666667
PSMB1	-0.758875
TXN	-0.7915
VIPR1	1.1697
WBSCR18	0.2028
EXOSC6	-0.708333333333333
ACTA2	3.61933333333333
SP5	-2.54866666666667
ANKRD1	-2.23025
DDR1	1.4178
ATP6V1D	-0.179
PTGS1	-0.310083333333333
RNF157	-1.15425
DCC	0.0720000000000001
SPAG7	-0.141
FBXO18	0.07525
UBE3C	-0.1409
HOXC6	0.98175
LRP2BP	-0.0883333333333334
MYST2	0.601
PDSS2	0.326
ATE1	0.1745
ARAF	-0.20375
KLF10	0.0945
PLA2G2E	-0.19575
ASCL1	-0.7415
TSNAXIP1	1.16125
FAM131B	-0.177
IFNA10	-2.859
NUP43	-0.778125
FAM44B	0.39575
L1TD1	-5.14233333333333
NMD3	-0.66675
C18orf54	-1.6485
PHOSPHO1	0.1385
RAG2	-0.709
EMILIN3	-0.3345
METTL3	-0.61875
VPS13C	0.925875
REXO2	-1.42275
ANXA4	0.02625
CA1	-0.9295
DCP1B	0.32975
TULP3	-0.8095
ATP2A2	-0.244428571428571
ATIC	-0.38825
ADAM15	-1.11275
NPL	1.44783333333333
LGR4	-1.043125
UEVLD	0.7245
GAB1	1.63175
SNAI2	-0.556166666666667
ZGPAT	0.1726
SNF1LK	0.673625
DLEU1	-0.90275
UBE2Q1	0.296375
ZMYM6	0.1953125
JPH3	-1.88216666666667
FAM38A	-0.541583333333333
PXK	0.0273333333333333
DENND2D	1.719
BAX	-1.15075
CP	-3.87545454545455
RPL37	-0.2516
G6PC3	-0.31975
NCOA4	0.713
LRRC14	0.20275
GORASP1	0.692
FCHO2	0.93975
CYP24A1	-2.773
FXYD3	0.57425
SMARCAL1	0.48625
ABCB8	0.34
CCDC44	-0.53625
PRDM7	-2.301
USH1C	-1.10675
DNAH5	0.7025
SRF	0.58975
MAL2	2.64016666666667
PGPEP1	-0.234416666666667
SIN3B	-0.592
SEMA3C	0.778666666666667
GRAMD3	2.212
FBXO10	-0.137125
OR5D13	0.8215
FLJ31818	0.2325
CACNA1I	0.121
S100A13	-0.5215
TP63	0.407285714285714
ANXA11	0.5706
WDR66	0.902625
CSF2RB	0.6685
IFI44	-0.098
DACT1	1.996
ANKRD23	-1.88675
ATP5G1	-0.516333333333333
C21orf70	-0.801333333333333
PPWD1	-1.1815
DNAJC13	-0.147
PAH	-4.73116666666667
PTCH2	0.72225
TRMU	-1.42175
CCDC9	0.2875
USP3	-0.4279
DCLRE1C	-0.364
FAM55C	0.15925
FRMD4B	1.9885
CYP2R1	-0.4745
RFPL1	-0.2751
XPO5	-1.311
ARL6IP2	-0.059
OSBPL5	1.022
MMP9	3.20118181818182
KIAA0802	-0.476125
DHRS2	-3.84483333333333
SGEF	1.629875
TXNDC10	-0.5017
EXOC6	1.5095
RPS27	1.06833333333333
PNCK	-0.880333333333333
FSTL1	0.164
AACS	0.39725
SLMAP	0.741833333333333
SAMD4A	-0.6696
ABRA	0.0515
SMARCD3	0.73125
PKNOX2	-2.221
A4GNT	0.0745
C9orf39	-0.66
RALYL	0.2915
MGC33556	-2.607
C10orf25	-0.5535
BBOX1	2.532
NHEDC1	0.59925
XDH	-0.72275
GCSH	-1.293
EDN1	1.45466666666667
MTERF	0.20925
CLK4	1.037375
ZNF799	1.0565
KCNG1	-1.843375
CXCR4	0.799833333333333
PTPRR	-1.71325
IRAK1	-0.6125
LOC401397	-0.78125
TMSB10	0.4625
CXCL3	-2.8465
TMC4	2.34925
OR7A10	-0.1445
STYK1	0.298
CHRNA10	-0.9315
CCNI	0.86375
EP300	1.11
LOC165186	-0.4185
HIC2	-2.49775
SDR-O	-0.282
OR2W1	1.152
KCNA6	-0.2595
TRIM74	-1.694
REEP6	1.4275
ATP5G2	0.05425
ERG	1.154875
TMEM42	-0.08625
PARN	-0.0575
SOD2	-0.46475
DIRAS1	-0.453833333333333
PNPT1	-1.65525
JOSD3	-1.23675
hCG_40738	0.256
PDE1C	-1.2415
SEMA4D	0.81475
AGPAT1	-0.0826666666666667
NOSTRIN	2.602375
MAP3K3	-0.624333333333333
MAX	0.842
CAPS	-0.094
SERPINA12	0.092
OSBPL8	0.9785
RICS	1.2026
NR4A2	1.3575
PPCS	1.37016666666667
LONP1	-1.29075
SCYL3	1.35025
HERC2P2	-1.56433333333333
FIBCD1	-0.9025
C15orf41	-1.4385
DMC1	-0.581833333333333
C20orf27	-1.5155
RPS6KA5	1.102
FAHD1	-0.2805
SLC12A4	-0.275
BRCA1	-2.0965
GBL	-0.16575
SLK	0.555333333333333
NUDT9P1	-0.2795
NOXO1	2.002
USP52	-0.89275
BAZ1B	-0.2555
SLCO2B1	3.61125
BBS12	0.803
LRGUK	0.143166666666667
TERF2IP	-0.129
COL1A1	4.698
KIAA0090	-0.06575
GRK5	0.468666666666667
AP1S2	-1.018
TMEM52	-0.986333333333333
CA11	-0.391
OR4A15	0.418166666666667
ACBD3	0.9422
SPAG11B	0.114
PRDM2	1.0858
FOXP3	0.13975
SMYD3	0.5939
LOC389199	0.169
LGI2	1.569
NAPE-PLD	-0.3292
