Hybridization REF	TCGA-AN-A0XU-01A-11R-A109-07
LMTK2	-0.107
LOC400657	0.426
UFC1	0.77525
UBE1DC1	0.23
EEF1A1	-0.0539444444444444
CHAC1	-0.305
HMGA2	-4.9424
B3GALTL	0.27525
ING2	0.1655
C1orf109	-0.4975
INTS3	0.333625
ZNF558	0.79625
TRPM4	1.0565
LTB4R	-0.064
ISYNA1	-0.5145
LSM7	-0.2145
LRRC47	-1.05
ZNF179	0.036
EXDL1	0.0425
SLC4A10	-0.46375
ACSS2	-0.467333333333333
COPS7B	0.193
KIAA0040	1.18533333333333
C1orf95	0.288
AP1GBP1	-0.2595
OR9A2	0.061
FAM71C	0.078
RIN1	-2.2215
ITGA4	-2.919
DNAJC6	-0.0493333333333333
CLOCK	0.913666666666667
SLC35A4	0.000166666666666662
DSG4	0.591
LOC26010	0.9575
NSUN2	-0.40875
TMEM86B	-0.4665
C14orf135	0.06975
KIFC3	-0.805333333333333
PHF5A	0.8
NCAPH	-0.78375
STK11IP	0.0265
FLJ42953	1.31775
CCDC19	1.45783333333333
ZNF329	-0.521125
TAX1BP1	0.217666666666667
ZDHHC18	-0.451
C10orf88	-0.591
TMBIM4	0.1456
NMUR1	1.5205
KIR2DS4	0.761875
C9orf90	-0.551875
MGC87631	2.1195
KDR	2.1202
ST3GAL2	-0.961375
RLN2	1.03416666666667
HPD	-3.06525
MOXD1	0.1855
PDGFRL	1.504
SMYD4	-0.490285714285714
FAM103A1	0.684
MFAP4	-2.12583333333333
LOC285141	0.34825
TMEM45B	-3.092625
SMCR7L	-0.0571428571428571
GZMH	4.0345
CBLN1	-0.0268333333333333
CNNM1	-0.16325
PHF17	-0.2415
NUP98	-0.47375
RMI1	-0.61075
PTPRS	0.466875
ANKRD57	0.521875
CLDN15	-0.871333333333333
OR51A2	-0.028
GUCA2B	0.88
DOCK9	0.03525
ITGB1BP1	0.318
DLG2	-0.645625
BRAP	-0.13725
SESN3	3.10475
ZC3H7B	1.14675
FAM101A	1.61033333333333
FKSG24	-0.529
ZYG11B	-0.080125
RFC2	-0.521
SH2D3A	1.55883333333333
DVL3	0.389833333333333
ADFP	-0.188333333333333
KRIT1	-0.58925
SERTAD3	0.556833333333333
LEFTY2	-3.38125
KRT27	-1.0255
SCFD2	0.45925
MN1	-1.974
RORA	-0.4015
PTPRD	0.243
PIAS2	0.523666666666667
CYP4X1	4.0965
FBXL15	0.11925
MYH15	-0.0555
CRX	-0.152833333333333
TBC1D13	-1.01
SLC22A17	1.28933333333333
PLK2	-0.469
ARHGAP9	1.34975
EIF1B	-0.231
C20orf185	0.07325
DEFA7P	0.1465
PRIM1	-0.673333333333333
CRYAA	-1.321
BACE1	0.27025
AGTRL1	0.00533333333333334
ACAD9	0.248875
GRASP	-0.696
RBP4	-3.01283333333333
TFB2M	0.14775
METTL9	-0.1104
ATP5O	-0.039
SP100	0.2098
CPSF1	-0.816
S100A4	1.293
LIME1	-0.88975
GPR137C	0.7345
OR2A2	0.7045
C2orf29	0.009
NUP188	-1.111
SDPR	-3.4505
RAI1	-0.21325
RPS20	0.3642
LAMB1	-2.08475
ADM2	1.19516666666667
ZNF229	1.80075
DKFZp434K1815	-1.65175
EPN3	2.08
CLIC3	-0.299
MEIG1	0.04325
HMGB4	0.129
STARD10	-0.31975
KLF8	3.18325
EPB41L2	1.35783333333333
JMJD6	0.3665
CTSL1	0.014
GPR27	-0.5805
ELAVL4	0.7425
MMP21	0.1995
PPM1B	0.550875
SUV39H1	-0.7805
AAMP	0.53075
TUSC4	0.111666666666667
MBD6	0.18825
KLK13	1.578
FMNL3	0.0681666666666667
TRIM13	0.1955
C15orf5	-0.207
IQCF1	0.46175
CACNG8	0.1095
SLC35D3	0.0408333333333333
ZDHHC9	0.2465
ODF3L1	1.38875
C9orf86	-1.1052
TSEN2	-0.948
C17orf64	0.34025
SEPX1	0.433
TSPO	0.822
SYMPK	-0.924
ADORA1	-0.52175
TSPAN10	0.553875
SEMA6C	0.355666666666667
RTTN	0.0576
IL2	0.969666666666667
ARRDC3	-0.0719166666666667
TBPL1	1.381
STX12	0.16675
MRPL39	0.1695
OR8H3	-0.049
IFIT5	0.795
CASC5	-1.234625
FAM46A	1.04633333333333
HPCAL1	0.4245
CYLC1	-0.762
VGLL2	0.1105
C20orf191	-0.841
CDH1	0.43925
ITPA	-0.164
CCDC101	0.48075
D15Wsu75e	0.51025
EDA	-1.514
CREG1	0.33575
OR7G2	0.414
SAP18	0.756916666666667
IFIT1	0.88175
CALML3	1.51483333333333
FLJ37440	-0.048
FNDC5	-0.088
SERPINB6	-0.531571428571429
JUNB	0.9756
SYS1	0.38575
SCN2A	3.64966666666667
ZKSCAN5	-0.5453
WNT7A	-0.192166666666667
TSHZ3	1.4145
RNF148	0.36375
H6PD	-0.2845
CAD	-0.2535
ZNF449	-0.02075
DOCK10	-0.79
FAIM2	0.223833333333333
HEXDC	0.596
PRB1	0.03525
C14orf148	-0.547
ETHE1	0.569
IRF5	-0.5458
GNMT	-0.827166666666667
MGC16291	-0.3295
RPAIN	0.381285714285714
CAGE1	1.0255
CNTNAP3	-0.63875
ACTR1B	-0.40625
EEF1E1	-1.25425
MSX1	-1.5395
ESF1	-0.2282
HSPC171	0.67825
MRPL2	0.0663333333333333
RDH12	0.486
CELP	0.1265
METRNL	-0.44375
C10orf116	2.92416666666667
C19orf48	-0.496
ZNF346	-0.580125
NCR1	0.4625
C10orf64	0.376
CD52	0.68375
VPS18	0.61275
AP4S1	-0.0796666666666667
NPBWR1	0.435
TPK1	0.46225
UBA52	-0.156111111111111
RIPK1	0.0691666666666667
CPNE3	0.221
HSPC159	0.5965
C8orf38	0.102
LRRC4B	0.5675
PARP10	0.6435
ANKRD50	1.1515
CXCL9	7.4205
FGF18	-0.915545454545454
EIF2A	-0.3775
SLC20A2	0.530333333333333
KIAA1549	0.149166666666667
SPINT1	1.5908
ZNF584	-0.4505
CRBN	0.532
ABCF3	0.0795
NCBP1	0.222333333333333
PLA2G4F	0.0843333333333333
PCDH10	-0.824375
TTC21A	0.55875
C20orf144	0.4205
FGFR1OP2	0.749
SLC9A1	-0.1453
CHRND	0.00949999999999999
FOXF1	-2.416
KIAA1467	-1.53325
TPO	-1.38833333333333
LTF	3.48607142857143
DNAJB9	0.10775
MRPS27	-1.719
bA16L21.2.1	-0.684
WBP2	0.101333333333333
MRGPRX3	-1.66783333333333
PRPF18	1.484
C10orf58	0.09225
SMOC1	2.1573
ADAT3	0.2625
TMEM138	-0.006
TMEM131	-0.206625
TIMM8B	0.6455
MYH7	0.299333333333333
ST6GAL2	0.069625
KIF1C	0.75125
SUHW2	0.514
PAPSS1	1.5335
CABP2	0.353
HOXA4	1.56225
ELF2	0.07375
SEMA3D	-0.4649
MC5R	-0.182
OGFR	0.223
FLJ30092	-0.700166666666667
TGFA	0.8053
MMP17	0.37575
KIF15	-1.525
CHIA	0.246
CATSPER3	-0.355
CEACAM7	-0.153166666666667
PADI2	3.03
HOXA9	4.4535
LNX2	0.986833333333333
TMEM144	0.783
HIF1AN	0.54475
METTL7A	-1.0699
C6orf165	0.740333333333333
KIAA1468	0.889875
DSG3	5.574
ZNF180	0.605166666666667
EIF4E3	0.916
SLC46A1	0.0345
DKK1	-6.48866666666667
ZNF205	0.663166666666667
LOC162073	-0.207555555555556
COX7A1	4.50225
MAGEA1	-4.98266666666667
NEDD8	-0.0555
KLHDC5	0.773055555555556
C3orf19	0.308166666666667
MRPS2	-0.875
POLR3H	-0.170214285714286
ABHD11	-0.277
TMEM17	1.62075
PAIP2B	0.1558
MAT1A	-1.56775
LGI3	-0.09275
THUMPD2	0.1995
TKTL2	0.0625
XAGE3	-1.74233333333333
CALM3	0.526666666666667
C6orf136	-0.358
KCNC4	0.299333333333333
RGS9	0.467333333333333
ACIN1	-0.596
SPATS1	-0.0275
XKR8	-0.7265
FAM84A	2.45241666666667
MS4A7	3.89881818181818
AGXT2L2	-0.4715
OR1F1	0.3955
SMAP1L	-0.643666666666667
IPO11	-0.692375
ZC3H11A	-0.6840625
C1orf151	-0.082
RNASEH2A	-0.1155
CCR10	-1.522
TXNDC11	0.287833333333333
TMEM112	-0.640125
MAP1B	-0.150857142857143
NVL	-0.247
PKM2	0.5028
ARC	-0.38425
NUP54	0.681
PPFIBP2	0.671166666666667
STAT2	0.431
PTAFR	2.17
ROBO2	-0.473875
RNF40	0.144666666666667
CCDC135	-0.244166666666667
IFT81	0.133
MORF4	0.5255
TM7SF3	0.389625
OR10H3	0.2925
ABP1	1.05925
CHRD	-0.25375
PLEKHA8	0.2985
NCALD	3.29516666666667
OR5AK2	0.232
ACCN1	0.0406666666666667
SLITRK1	-0.125
ARMET	0.6275
C9orf52	1.72025
REEP4	-0.724
MTSS1	2.133
ADH1B	0.118
DLD	-1.062
CDK5	-0.528
PPFIA1	-0.616125
WFDC3	1.8875
DNAJB12	0.0565714285714286
RANGRF	-0.936
MLANA	-4.4415
AMY2B	-0.0825
KIAA0319	0.25
RPS7	0.0665
JAK3	0.7285
ARFGEF1	0.3385
CXCL5	0.67075
TRAPPC4	-0.2775
CETN2	0.28925
HSPC111	-0.64575
RHOBTB3	-2.1252
PHLPP	-0.467
RGS10	0.02625
TMEM58	0.12075
CHERP	-0.038
HSP90AB3P	-0.119
FSTL3	-1.23216666666667
PEX11A	0.28675
OR5V1	0.405
FCN3	1.78
PTPN3	-0.42275
NPTX1	-4.209875
C21orf84	0.243
C11orf51	-0.53975
ZBED2	3.443
FLJ90757	-0.25325
NPY2R	5.30925
PLD3	0.49625
SYT17	-0.731166666666667
SGSM2	-0.5635
OR1A2	-0.0695
FOXP1	0.4605
SLC5A1	3.6535
POFUT1	-0.6402
EPHB6	-0.8615
MYO1G	-1.335625
STAC	1.9224
KLHL17	-0.552833333333333
RGMA	2.9256
TJP2	-0.9141
FAM114A1	0.0305
SERINC1	1.0295
SLC9A8	-0.440625
PEX19	-0.093125
EDN2	3.8065
PSMD7	0.439777777777778
C3orf41	-2.416
UQCR	-0.799875
PPP1R3C	1.2815
LRP4	-2.129
TM2D1	0.08175
TTC17	-0.2925
C4BPB	-4.61475
CCL25	1.1435
ZNF253	-0.555666666666667
CHRNA9	-0.68325
SOX11	1.384
HIVEP3	0.7785
CGN	1.99983333333333
C3orf35	0.02875
PKD2L1	1.55625
SYVN1	-0.471875
PDE8B	2.302875
LOC439951	0.57325
LTC4S	1.24016666666667
MIF4GD	0.253166666666667
SMARCA2	1.006625
TUBGCP6	-0.5045
CABLES1	-0.313125
C16orf77	2.72883333333333
ZNF791	0.217
FUT5	0.608
ADH6	-2.12416666666667
P4HB	1.5955
CLDND2	-0.375
ALKBH8	0.062
PLAC4	-1.50475
F11R	1.07335714285714
MGC35295	0.523333333333333
PDZD4	-0.365833333333333
LOC389073	-0.34625
FAM80B	-0.688833333333333
PSMB1	-0.452125
TXN	-0.949666666666667
VIPR1	-0.617
WBSCR18	-0.1093
EXOSC6	-0.283333333333333
ACTA2	2.64533333333333
SP5	-1.16283333333333
ANKRD1	-1.9305
DDR1	2.0567
ATP6V1D	0.20075
PTGS1	-0.368666666666667
RNF157	-1.60275
DCC	0.247
SPAG7	0.39175
FBXO18	0.42025
UBE3C	0.1939
HOXC6	1.0745
LRP2BP	-0.43
MYST2	-0.56375
PDSS2	1.033
ATE1	-0.22875
ARAF	-0.061
KLF10	0.17275
PLA2G2E	-0.0705
ASCL1	-1.307
TSNAXIP1	0.6325
FAM131B	-0.41
IFNA10	-0.241
NUP43	-0.53625
FAM44B	-0.207625
L1TD1	-5.35233333333333
NMD3	-0.588333333333333
C18orf54	-0.2024
PHOSPHO1	0.1525
RAG2	-0.906
EMILIN3	-0.1195
METTL3	-0.39925
VPS13C	-0.048125
REXO2	0.451
ANXA4	0.26675
CA1	-0.97225
DCP1B	-0.0685
TULP3	-0.206333333333333
ATP2A2	0.556071428571429
ATIC	-0.064
ADAM15	-0.332583333333333
NPL	1.64416666666667
LGR4	0.613625
UEVLD	-0.435
GAB1	1.6365
SNAI2	-0.251333333333333
ZGPAT	0.0636
SNF1LK	0.473625
DLEU1	-0.705
UBE2Q1	0.932875
ZMYM6	-0.19825
JPH3	2.264
FAM38A	0.456
PXK	0.108666666666667
DENND2D	1.89325
BAX	-0.969666666666667
CP	2.05818181818182
RPL37	0.1804
G6PC3	-0.4725
NCOA4	-0.486
LRRC14	-0.65575
GORASP1	0.14325
FCHO2	0.078875
CYP24A1	-3.2368
FXYD3	2.105875
SMARCAL1	0.697
ABCB8	-0.493166666666667
CCDC44	0.7875
PRDM7	-2.92275
USH1C	0.77725
DNAH5	-0.175166666666667
SRF	-0.024
MAL2	2.02683333333333
PGPEP1	-0.186916666666667
SIN3B	0.2885
SEMA3C	-0.917166666666667
GRAMD3	1.3705
FBXO10	-0.2685
OR5D13	-0.3285
FLJ31818	-0.034625
CACNA1I	0.552375
S100A13	1.1615
TP63	1.39542857142857
ANXA11	0.0993
WDR66	2.13925
CSF2RB	0.2405
IFI44	1.07
DACT1	1.09166666666667
ANKRD23	-0.924875
ATP5G1	-0.455
C21orf70	-0.0933333333333333
PPWD1	-0.72225
DNAJC13	0.0345
PAH	-4.296
PTCH2	0.18525
TRMU	-0.52525
CCDC9	-0.014
USP3	-1.0185
DCLRE1C	0.574
FAM55C	0.453
FRMD4B	1.841
CYP2R1	-1.3265
RFPL1	0.1455
XPO5	-0.31775
ARL6IP2	1.2275
OSBPL5	0.1845
MMP9	4.30890909090909
KIAA0802	-1.361
DHRS2	-4.00416666666667
SGEF	-1.23925
TXNDC10	-0.0405
EXOC6	-0.6865
RPS27	0.648333333333333
PNCK	-1.46533333333333
FSTL1	-0.90725
AACS	-0.0885
SLMAP	-0.1405
SAMD4A	1.4416
ABRA	0.069
SMARCD3	1.971
PKNOX2	-1.0535
A4GNT	0.3155
C9orf39	0.547833333333333
RALYL	0.18875
MGC33556	-2.797
C10orf25	-0.5125
BBOX1	5.80975
NHEDC1	-0.68725
XDH	-0.01425
GCSH	0.1725
EDN1	0.42
MTERF	-0.54675
CLK4	-0.096125
ZNF799	-0.127833333333333
KCNG1	-0.075125
CXCR4	1.34183333333333
PTPRR	0.43425
IRAK1	0.108625
LOC401397	-0.19875
TMSB10	1.54914285714286
CXCL3	-2.0993
TMC4	1.41775
OR7A10	0.4355
STYK1	2.633
CHRNA10	-0.303
CCNI	0.36475
EP300	0.694071428571428
LOC165186	0.495333333333333
HIC2	-2.23
SDR-O	0.021
OR2W1	0.623
KCNA6	0.184
TRIM74	-1.24175
REEP6	-1.9955
ATP5G2	-0.257
ERG	-0.173625
TMEM42	-0.4045
PARN	0.275166666666667
SOD2	2.9055
DIRAS1	0.3465
PNPT1	0.5275
JOSD3	-0.44025
hCG_40738	0.353
PDE1C	-1.59475
SEMA4D	0.051375
AGPAT1	-0.128166666666667
NOSTRIN	-0.42075
MAP3K3	-0.406666666666667
MAX	0.690928571428571
CAPS	-0.489
SERPINA12	2.237
OSBPL8	0.07075
RICS	1.8152
NR4A2	1.29533333333333
PPCS	0.924833333333333
LONP1	-1.29825
SCYL3	0.84
HERC2P2	-1.00983333333333
FIBCD1	-0.3745
C15orf41	0.35525
DMC1	0.354166666666667
C20orf27	-1.12575
RPS6KA5	-0.0219
FAHD1	-0.103333333333333
SLC12A4	-0.129
BRCA1	-3.34683333333333
GBL	-0.1155
SLK	-0.0328333333333333
NUDT9P1	-0.496
NOXO1	0.9085
USP52	-0.168
BAZ1B	0.155125
SLCO2B1	2.4755
BBS12	0.0808333333333333
LRGUK	-0.268
TERF2IP	0.5055
COL1A1	3.509
KIAA0090	0.13
GRK5	1.05683333333333
AP1S2	-1.4292
TMEM52	-0.533833333333333
CA11	0.605375
OR4A15	0.253333333333333
ACBD3	1.131
SPAG11B	0.260125
PRDM2	0.4444
FOXP3	0.4705
SMYD3	-0.3401
LOC389199	0.669
LGI2	1.09133333333333
NAPE-PLD	-0.7349
ANKRD6	1.283
WDR45	0.5705
SHROOM1	-1.523
PSCD3	0.13
PYY	0.3375
KCNC1	-2.044
ARHGEF9	0.7765
OR8J1	0.4565
GPR55	0.2875
NS3BP	-1.358
C10orf22	-0.653166666666667
NAT8L	-2.736
DUSP4	-1.94066666666667
FOXM1	-0.0195
GRAMD2	2.3254
ZBTB48	-0.259666666666667
BUD31	-0.4715
PABPC5	0.0685
CCDC41	-0.53425
FBXO11	0.7735
C6orf148	0.96925
RFXAP	-0.107
C6orf15	5.24583333333333
CDK8	-0.135833333333333
C6orf70	-0.93025
TESSP2	0.224
ALG2	-0.00525
PPP1R3D	0.68725
TPM3	0.384166666666667
SYT13	3.22375
EPB42	-0.323166666666667
CETN3	-1.223
PRY	-0.017
NTHL1	-0.813833333333333
POLR2B	0.654
RPS28	0.3
P2RX3	0.19325
LYZL4	-0.02425
WBP4	-0.0393
PMM1	-0.59975
C11orf79	-0.01875
CBLL1	-0.64675
IL1F10	0.124666666666667
VAX2	1.9565
SETDB1	0.171
LRAP	-0.640833333333333
GCLM	-0.117
CPEB3	0.57325
PPM1A	0.2005
INTS1	-0.974
CAMTA1	0.36975
SAMSN1	-1.67925
LOC158830	-1.71533333333333
GMPPA	0.323625
AIPL1	0.077
IL24	-0.184083333333333
BDKRB1	-1.83733333333333
MLF1	2.3721
TAF12	-0.26525
ID1	-1.731125
THADA	0.571375
PIK3CB	-0.193
OR4N5	-0.3725
TBC1D17	0.283333333333333
COX8A	-1.046
CDCA4	0.4425
C2orf44	-0.0385
ZNF534	-0.741
IMMP1L	1.60825
NIPSNAP3B	-0.182875
FTMT	0.282625
PWP2	-0.606
MMP15	-1.7965
DNAH11	-1.23625
MTMR14	0.028
DNAL4	0.6215
IPP	-0.38225
TMEM59	0.6075
C1orf157	0.036
RGS4	-1.46733333333333
DDX18	0.755166666666667
SNX6	-0.10025
ZNHIT2	-0.371833333333333
NCDN	-0.728
FLJ33534	-0.00325
RAG1	-1.51925
OR4D10	0.3005
PTPN5	-0.349833333333333
POMT1	0.137125
LRRC8A	-0.8314
CYP1A1	-1.47925
CAPN1	-0.7525
DDHD2	0.14075
GRIK2	-0.609
GNRHR	0.036
PPBP	0.868
HTR3A	-0.846375
SLITRK4	-0.588
ANKRD49	0.6825
BTF3	-1.0633
SARS	0.00625
C13orf18	0.6675
CACNB1	0.663142857142857
QKI	0.979727272727273
SETMAR	1.293875
MAN2B1	0.877
EML3	-1.34975
ACADL	1.746
OFD1	-0.06625
DEFB114	-0.511
CGA	-3.2268
PEX16	-0.8005
LRRC10	-0.359
GNG12	-0.1845
C1orf152	0.776833333333333
CHRM1	-0.0175
CD53	0.564125
DBH	-0.56
TFAP2B	-2.847625
HIST1H2BJ	-0.9585
FAM46D	0.2185
TMEM11	-0.02175
C3orf32	-3.0965
PCCB	-0.141375
IPO13	0.355125
C6orf105	-3.68175
COMMD5	0.7835
SUV420H1	-0.2614
LTBR	0.4505
ARHGAP15	-1.739375
HDHD2	-0.62825
TDRKH	1.4915
LOC401052	1.144
PSG4	-1.29075
GNB4	0.0301000000000001
SPATA4	-0.306
SLC9A3	-0.06
OSBP	0.145333333333333
NBPF3	-0.180416666666667
DOCK11	-0.1065
SLC39A5	-1.869
PRR5	0.3661
C10orf63	0.715625
SMTNL2	1.57675
ADRA1A	0.02975
ASAH1	0.0819
DOM3Z	0.2708
GIPR	0.521333333333333
AHI1	1.00025
NADSYN1	-1.28616666666667
RGS14	-1.0369
IL18BP	1.3811
RTN4RL1	1.34158333333333
ARMC6	-0.8155
PSMD5	-0.542166666666667
HK3	2.0546
OR4S1	0.0805
RSU1	1.6891
MAD2L1	-1.38877777777778
EIF4A3	1.15675
DLEC1	0.568833333333333
E4F1	0.187
CHMP2B	-0.0182
CAMSAP1	-0.61375
RPS21	-0.229
ARID5A	0.1095
UBE2N	0.1111
IGSF8	0.165333333333333
MAGEB6	-1.5825
ACAD11	-0.6448
MGC4172	-0.38
LMO4	2.7985
KLKB1	-0.01425
HP	-0.546
HDAC3	-0.66775
SCHIP1	2.6795
CLCA1	-0.374
OLFML2A	0.108375
C1orf112	-0.126
KIF19	2.3365
HAPLN4	0.1401
CXCR7	-1.88233333333333
GOT2	0.0144
RAB38	-1.109875
DCX	-0.41225
PPM1H	-0.59825
NFYC	0.596833333333333
KIN	1.1065
ZNF228	1.3675
PLSCR4	2.5025
HIG2	0.24575
FAM79B	4.394
C21orf86	-0.4786
KCNK10	0.48525
ZNF738	-1.45175
FSTL5	-0.810666666666667
OR6A2	-0.188
OTOA	0.607666666666667
EXOC1	0.60925
AHRR	-2.963375
PDAP1	-2.123
C19orf6	-0.90625
ZAN	0.3095
LY6G6E	0.008
EIF4E2	0.08175
C20orf198	0.12975
ZNF324	0.10675
CYP3A5	-1.1835
ENTPD7	0.809833333333333
MBOAT5	-0.654
GJB5	-0.04875
TTC13	0.77075
S100Z	-1.1645
KIAA0664	-0.215
PDGFRB	1.21766666666667
IL17D	-0.48775
OR56B4	-0.2245
RDX	-0.614333333333333
SLC34A3	0.542
IL28B	0.0445
JUND	0.57325
CHRNB1	-0.79075
CAMK2B	-0.20625
FETUB	-0.21325
CXorf23	0.567125
MRTO4	-1.10525
TTC3	0.675
NDUFB8	0.180666666666667
EDG2	-1.585
SEMA3G	-1.034
IL23A	-0.3405
GRHL1	1.2186
LOC441054	-0.84
WDR65	0.54325
PSTK	-0.2245
STOML3	0.11
R3HDM2	-0.3146
C5	-3.23375
SLC2A10	0.143
C3orf22	0.28775
PAQR3	-0.391846153846154
ANKRD26	-1.15241666666667
HCRTR1	0.364
LOC399947	-1.11325
PSD2	-0.20575
TIGD2	0.530166666666667
SCRN1	-0.93375
COQ10A	0.55525
DDI2	-0.397
METTL7B	0.801833333333333
UCN2	0.51025
FAM92A3	-0.52525
WDR16	0.4645
ZNF511	-0.322833333333333
ZMYM5	0.502875
POLR3G	-0.95575
ZNF586	0.40175
C1orf49	0.263166666666667
TANK	0.437833333333333
RCAN1	1.34633333333333
PELI3	0.0671666666666667
LIMD2	0.0563333333333333
TMEM189	-0.3045
NTN4	-1.367125
LOC151300	0.1665
CLEC2A	-0.688
GPR135	-1.032875
DPYSL4	-0.0261
JAK2	0.185333333333333
TSHZ1	0.0656666666666667
TM9SF4	-0.596125
ZNF264	0.404833333333333
SIRPG	2.293625
BICD1	1.05075
HERC6	1.33266666666667
METTL5	-0.17
CASP1	1.144
PRRT1	0.224833333333333
PLA2G4C	0.992666666666667
ICA1L	0.252071428571429
TPTE2	0.1425
OTUD7A	0.653333333333333
AQP11	-1.0895
APOA2	-4.1982
KALRN	0.162
SECTM1	1.11091666666667
IFNAR1	0.61775
TALDO1	0.1085
RAB11FIP4	0.0396666666666667
EIF5A	-1.087
FAM49A	2.42275
NEGR1	-0.155333333333333
YTHDC2	-0.865
EHD2	-0.808375
NCF1	2.0027
SCRT2	0.9295
HOXA5	2.71233333333333
NUP133	0.0045
FGF12	-1.52925
SLMO2	-0.0405
SNTA1	0.159625
CACNG2	0.2105
GCM1	0.479625
ELF1	0.00466666666666667
TLR5	2.54825
TCFL5	-0.545583333333333
RBMY2FP	-1.4965
LOC100125556	-0.126875
FAM129B	-0.04175
MAP3K7IP1	-0.520625
NCK2	0.5665
OXA1L	-0.7155
FMO9P	0.399
ZSCAN12	0.144
PSMD12	0.438416666666667
HSCB	-0.1795
CLDN10	1.51725
MGC13053	-0.30625
HPCAL4	0.201
ASZ1	-0.586
MEX3D	0.321083333333333
NFAT5	0.28
CSPG4LYP1	-0.0573333333333333
FBXO3	1.1817
DVL1	-1.01866666666667
CMKLR1	2.414
TYMS	-1.149875
PEF1	0.52525
ZNF750	0.723333333333333
MCM5	0.5281
MEGF11	-1.0205
KCNK7	-0.04
PTP4A3	0.3155
C1QTNF2	0.731666666666667
OR6S1	0.159
FAM122B	-1.0525
ZNF551	-0.195375
HBQ1	-2.2415
GEMIN6	-0.00325
ARSK	-0.7975
RBP7	2.0025
CPNE9	0.19375
DSC1	2.267
LOC730112	-0.57975
MAP2K4	-0.464875
HS3ST5	-1.084
EPB41L3	-1.24325
TEKT2	0.2045
CDKN2B	3.02933333333333
ZNF480	-1.07125
MAP3K6	0.1493
MAP6	2.0235
HN1	1.0529
OR2L13	0.273
SLC16A11	0.52975
FAM96A	-0.53375
APOL1	0.32425
C5orf32	-0.083
RTP1	-0.234666666666667
RNF175	0.50925
ZBTB41	0.403
AHCTF1	-0.3638
SAE2	0.7518
ITGA2	-0.994083333333333
MME	0.797166666666667
CCDC14	-0.4795
MAST4	0.651928571428572
KRT33B	-0.618
KCTD2	0.839
WDR26	0.026
MFI2	1.9785
NR4A3	1.2775
ARSA	1.33475
UNKL	-0.644666666666667
SULT6B1	-0.0705
CCNA2	-0.995166666666667
SOX15	-0.3315
PPAPDC1B	-0.8675
C19orf44	0.1555
MCAT	0.350583333333333
ARID1B	1.042625
OR52N1	0.036
C12orf48	-0.31175
MAGI1	-1.1215
NIPA2	0.3365
GBX2	-1.8455
RSHL3	0.327625
RAVER1	0.236833333333333
C15orf17	0.0575
SLC30A2	1.426625
ZNF518	-0.12925
PCYT1B	0.72475
C10orf114	0.48575
EIF3H	0.29675
SLC25A39	-0.993333333333334
KIF1B	0.328125
AMOTL2	-0.12675
C6orf120	-0.301
PSRC1	-0.751
PLA2G10	1.161375
KIF5C	0.00925000000000001
MRPL37	0.2505
C17orf62	0.382166666666667
C9orf135	-0.714
DUSP10	-0.6645
CLCNKB	0.8
PSMA5	-0.181
C8orf53	0.90975
AMPD3	0.626333333333333
PIAS1	-0.281
ADCYAP1R1	-0.216
GYLTL1B	-0.5545
CDH20	0.299166666666667
FBXO7	0.317
TMEM134	-0.419166666666667
FLJ14213	1.88916666666667
ZNF3	-0.3835
LRRFIP1	0.22925
CNOT2	0.580083333333333
ABI3	1.9625
ALDH5A1	0.545416666666667
HNT	1.1434
SERPINA4	-2.35625
TK2	0.0305833333333333
STMN1	-0.063
GUCA2A	0.0796666666666667
GALNT10	-0.180214285714286
DPP6	-0.7577
C9orf93	0.15525
PRELID2	-0.552625
STK39	-0.6665
SFTPA1	-0.59525
CKS2	-0.870555555555556
RHO	0.147625
C20orf135	0.3335
XKR3	-2.076
CR1	0.00125
RPS6KA2	-0.158357142857143
C20orf112	0.174
MRPL22	-0.5245
C4orf23	-0.469833333333333
GADD45B	-0.01475
KLHDC1	-0.0338333333333333
C2orf48	-1.2495
ZNF287	0.49
DAAM2	-1.374
DPPA2	-2.22966666666667
TCTN3	0.406833333333333
DNAJB11	1.1485
FPR1	3.216
DEFB4	-0.117
PTCD2	-1.3092
SMOC2	2.41183333333333
CABP7	0.54575
SERPINB11	0.22325
MAGEF1	1.0525
NDE1	-0.529333333333333
ITGA10	0.7715
FSHB	-0.583
ANXA2	0.745625
HORMAD2	0.0855
HLCS	0.9855
MCF2L	1.13816666666667
FH	-0.120625
TBC1D24	2.54575
KIAA1505	0.00375000000000001
LGALS2	-0.717
CNBD1	-0.712
SYNPO2L	-0.50625
PTPN23	-0.452285714285714
C1orf183	-0.501
MAGEA8	-2.6995
DGCR8	-0.72025
GSR	-1.3695
PAQR7	-0.0805
ZNF676	-1.4555
CACNA1C	-0.4493
SP7	-0.117
PDCD6	0.2
NRN1L	0.0955
BRI3BP	-1.43125
KIAA1183	0.97275
ASB4	0.439
CCL23	0.8269
OBSL1	0.519625
SLC12A7	0.151666666666667
KIAA0240	0.528125
CD1B	-2.5625
FCGR2A	2.157
MDC1	-0.5195
HTR1A	-0.0451666666666667
OCEL1	-0.15125
ATP11B	0.4438125
FBXO34	-0.00983333333333333
PCDH12	2.45416666666667
RPE	0.40225
C17orf74	0.0545
CSDC2	0.725166666666667
PET112L	-0.5675
TMBIM1	0.758
P2RXL1	0.126
TCHP	-0.01175
TRMT1	-1.01433333333333
