Hybridization REF	TCGA-A7-A0CD-01A-11R-A00Z-07
CHPF	-0.581166666666667
CSNK2A1	-0.294666666666667
SUMO1P1	-0.18875
FKBP6	-0.723
ZNF214	2.0135
TWIST1	-0.201
DDX56	-1.47033333333333
TRAM1L1	3.6349
EPO	-3.41166666666667
MRPS18B	0.61625
ZNF682	0.642333333333333
RPL14	0.274833333333333
MAFF	1.24025
LOC51136	-0.308875
LY96	-0.7685
DDX20	-0.36325
ABTB1	1.11133333333333
ARL5A	-0.0498
CCT6A	-2.34825
HEPACAM	-1.0355
EHHADH	0.480333333333333
RBAK	-0.00183333333333334
CGB1	0.0165
ITGB5	2.1994
YIPF3	0.857
FKBP2	0.36975
NR1D1	-0.5921
TMEM110	0.67
NEK2	-1.375
PRAMEF8	-3.2675
C20orf52	-0.580666666666667
PCDHGA3	-1.6795
VWA3B	0.62875
NDUFA5	-0.401
THAP9	-0.37025
FLVCR2	-0.665666666666667
AP1S1	-1.28725
SMAD6	-0.20325
SAV1	0.07
SAT1	0.60975
ZNF251	1.169625
ADAMTS7	0.1459
RPP38	0.1185
C1orf211	-2.263
YPEL2	1.1288
RBMS1	-0.723
ZNF445	0.0136666666666667
NRXN2	-0.0183333333333333
PGBD4	0.177125
UGT2B28	-3.23125
WBSCR16	-1.2286
NLRC3	-0.156125
ASTL	-0.0165
ST6GALNAC1	-3.52325
ZADH2	0.715125
MLLT4	0.245583333333333
ARL6	-0.3035
MEF2C	0.6765
CBFA2T3	0.4595
AFF3	2.78835714285714
COG7	-0.111333333333333
MYB	1.24333333333333
PLXNA3	0.525
XRCC2	-2.703
MMS19	-0.725375
ST8SIA5	-0.635875
CHPT1	1.9215
KIAA1712	-0.239375
OR6X1	0.101
ACTR3	-0.209625
UGCG	3.046
OR4P4	0.9595
ZAP70	-3.50675
LPP	1.042
ZNF485	0.0235
PTPRCAP	-0.9355
IL12RB1	0.2035
ATRX	0.5201
CHST8	-2.818875
C14orf109	0.8695
ARV1	1.08325
NMB	-1.344
COX5A	-1.08266666666667
EIF6	-0.42675
MPPED2	-0.7205
SEMG1	-1.791
CHRDL1	0.21
TRAF3IP2	-0.1505
WNK2	0.1015
LILRA4	1.2855
LAMA2	3.4335
PXT1	0.788
RLBP1	-3.35875
CD300C	0.2405
SLTM	-0.092625
FLJ10404	-0.4015625
APOBEC3D	-1.11483333333333
RENBP	0.203833333333333
ATXN7L1	-0.135375
NID1	0.14525
TUBGCP3	-1.312
ITIH5	0.558444444444444
CCDC110	0.07025
C8A	-2.92275
MGC87042	-2.67925
HOXC13	-3.13975
TFDP2	0.32275
HCP5	1.50725
POLI	0.97825
UCN	-0.969666666666667
ZNF764	0.759833333333333
C8orf45	-0.742
FHL3	-0.35975
SPATA5L1	-1.13275
MMRN2	3.08933333333333
NDST1	1.33483333333333
COL20A1	-0.51
ZNF248	0.205
PELP1	-0.767
MBL2	-2.57466666666667
RNF41	0.213
C5orf24	0.752125
THOC5	0.071625
SERINC3	0.165416666666667
RP11-151A6.2	-1.79075
CDCP2	0.00125
HIST1H2AA	1.425
C11orf75	0.723333333333333
FKBP7	-0.4535
DDOST	-0.62925
GPNMB	-0.555
TTF2	-1.2875
KCNT1	-0.147
SLC39A14	-0.6645
NGRN	0.6378
GPR137B	1.5145
MECP2	0.270875
PSMA1	-0.435
C16orf73	-5.13825
TMEM60	-0.404666666666667
CSN3	0.0955
NOS1	0.336
RAB7L1	-1.738
YBX2	0.0105
KIAA1166	-0.040875
FUBP3	-0.4805
ABCG1	0.916
ACACA	1.07141666666667
ARL11	-0.212
ATOH1	0.343
ODF1	0.1358
CREB3L3	-2.04216666666667
TMEM127	1.55528571428571
DSCAML1	-0.431
PLN	2.4695
LYPLA1	0.14275
PRDM9	-1.27925
SASP	0.206
PLUNC	0.198833333333333
INTU	0.66675
HISPPD1	-0.09075
LNPEP	0.3735
YARS2	-0.327166666666667
APCDD1L	-1.7795
ZCCHC4	-0.4307
FBXO22	-0.7795
TTLL13	-0.4245
ZNF669	0.638666666666667
PTGDR	1.58125
DDX27	-0.63075
KIAA0409	0.255
GJB6	0.0875
ASB8	0.56375
PLP2	-0.2705
MEPE	-0.08275
OR10J5	0.101
KRT222P	1.2315
COQ7	1.11966666666667
C1orf101	2.0285
RERG	3.3129
CHMP5	0.718
THAP11	0.48875
ZNF43	0.805833333333333
ZRANB3	-0.634
KRT13	5.18125
MRPL19	-0.588625
RBBP9	0.300375
SPATA17	0.8105
BXDC5	0.908166666666667
PAFAH1B1	-0.921083333333333
MAGEE1	1.995
OSTF1	-0.3155
KIAA0323	0.191416666666667
TXNDC13	0.3275
CNTN4	0.02575
LCE1B	0.9065
UNQ501	0.62825
ZNF154	0.929
C3orf64	-0.42
SYT5	-0.1639
PON1	0.4488
FLJ10357	-0.88675
ATP4A	-1.167
GNPDA1	-0.362333333333333
MGAT1	0.2995
C14orf121	0.117
SLC35B2	0.105
MIER3	0.2055
CHEK1	-2.385375
ZNF8	0.613333333333333
TXNDC1	-0.809333333333333
CKB	-1.652
RTN3	0.478285714285714
FZD2	-2.05083333333333
PART1	-0.877875
PSMB6	-1.21725
PCDHB8	-0.3925
PHC3	0.1785
PPP1R8	-0.198166666666667
NOVA2	2.036
TNFRSF11B	-4.50325
GOLPH3	1.14666666666667
UBLCP1	-1.30175
SUHW3	-1.21
TTLL1	1.6245
OPN4	0.4535
OR13G1	-0.4515
ZPBP2	0.5215
HSD17B11	-2.35625
C9orf50	0.278
DHDDS	0.16
CTSW	0.2656
NEFM	-1.29183333333333
MRPL28	-0.56275
SYN1	0.584666666666667
PIGV	0.620833333333333
ZIM2	-0.955
APBB1	0.697333333333333
SND1	-1.26725
C1orf123	-0.151666666666667
CHD3	-0.4015
BHLHB8	0.04
RNASE2	-0.123333333333333
BCAP31	-0.04975
SLC25A44	0.3745
CHD6	0.7144
PIB5PA	3.00676923076923
SELS	-0.1155
LOC541471	-0.759625
FAT2	0.228
ZNF81	0.27
OR4C16	0.627
FLJ10081	0.4823
LRRC4	1.5465
CS	-0.830333333333333
N4BP2	-0.702375
IGFBP7	1.59825
ZNF318	0.492
NDNL2	0.503125
ZNF609	0.022875
SIRT4	-0.41475
EXOSC10	-0.6275
ECE2	-0.24875
OVGP1	1.15875
GTPBP3	-0.6625
PACS2	-0.0593
C19orf36	-0.632666666666667
ARL4C	-1.146875
ATG4B	-0.845125
UBQLNL	-0.02475
RHOXF2B	-3.3215
PLEKHG2	-1.637
GALR1	-0.282
AQP4	-0.0391666666666667
HDAC7A	-0.335833333333333
DCUN1D3	0.013
OR8A1	0.299
CCRN4L	0.32225
CBR4	-0.275333333333333
KIFC1	-1.34616666666667
SLC7A14	-1.313
LHX5	0.56
TRPC7	0.3465
LPXN	-1.801
SERPINA1	-2.967
RPS13	-0.2487
BPIL3	-0.3475
PRKAA1	-2.31125
FADS2	0.8961
ENAH	0.3214375
PRO1768	0.523
APBA2BP	-0.088
LIPH	3.799
C3orf33	0.1735
RCC2	-0.569357142857143
ALDH1A2	-3.3458
RNF103	2.7485
AHCY	-0.616875
ALG12	1.224
CCL17	-1.127
ZNF543	1.90266666666667
ESRRG	-0.2229
CNGA1	0.14
RDH5	-0.19
OTX1	0.7092
PTGFR	-1.51016666666667
CDR2	0.079875
SELE	1.776
NLGN2	-1.45333333333333
EXOSC9	-0.93675
ZNF566	0.729
KLRC2	-3.836
GPR12	0.713
KIAA0196	0.999
PDRG1	-0.36925
SSR3	-0.483142857142857
MSI1	-1.1965
CST9	3.8115
CC2D1A	0.2645
PLAGL1	-1.29711764705882
ZNF778	-0.2795
RNF2	0.85625
KLF6	1.35916666666667
THBD	3.26733333333333
tcag7.1314	0.54775
NR5A1	0.191166666666667
ABCD2	-0.316666666666667
DNAJC7	-1.22575
CLEC4C	-0.6435
TM2D3	0.74825
CCDC4	-0.757
PLAC2	0.5165
DCD	-0.229
FAAH	1.9315
POLA1	0.000333333333333317
TM7SF2	-0.769
FLJ39822	0.608666666666667
FLOT2	0.615875
MAP4K1	-1.08683333333333
SRP68	0.538375
C21orf74	-0.557
ARPC5	-0.490875
LOC126075	1.492
HECW2	0.8495
ZDHHC4	-3.07325
ANKRD42	1.5892
PDE9A	-1.10833333333333
ABCA8	-0.44375
NDUFS2	0.38975
UBR5	-0.081375
BTBD16	-3.0295
LOC554174	0.2695
ZNF20	1.3735
KIAA1843	0.1795
WDR17	0.637625
C15orf33	0.3485
RNF113A	-0.31575
CAMKK1	-0.5005
CLCN2	-0.28525
ANXA6	-0.272
LOC340069	-0.1455
EMID1	0.994875
DPM3	-0.051
ELA1	0.1155
SLC25A13	-1.3364
KRT24	0.54075
SMPD1	0.526666666666667
TH	-0.2135
COL6A2	0.346785714285714
ANKS1B	2.2955
GPR126	-3.6505
ZC3H12A	-0.386333333333333
TMEM47	-0.229833333333333
C2orf51	-0.530333333333333
C1orf88	3.48233333333333
HSF2BP	1.41125
AKAP10	0.56625
RPAP3	-0.1155
KLHDC8B	1.28225
STOM	2.4015
MUPCDH	-0.145875
C10orf72	0.190857142857143
PLEKHA3	1.03783333333333
TCP11L1	-0.3285
CWF19L1	0.093125
SPEF1	1.18723076923077
YSK4	0.179
ELN	1.6211
SAMD8	1.518
MPI	-0.6285
MEPCE	-0.5444
ABCC3	-2.226125
NANOGP1	-4.0455
KCNK17	1.40475
HLA-DMB	3.46783333333333
RRAGA	1.2395
ANGEL1	-0.26475
RBM32B	0.5495
CPN1	-3.419
MGC52282	-0.4564
HLA-A	1.1235
OR9G4	0.001
EDNRB	-0.4695
SCD	-0.787571428571429
C14orf80	-1.11533333333333
BAGE2	-0.0285
RABL4	0.2535
RCVRN	-0.0355
SHANK1	-0.1955
NLRP7	-3.10325
CD226	-0.30775
STAT3	0.9655625
SYNJ2	-0.9295
TPCN2	-1.312
WDR36	-0.611583333333333
MBD4	-0.4615
ROBO1	-1.6826
ST3GAL6	-3.24675
SLAMF8	2.35166666666667
ATN1	0.4275
GPR141	0.487
KRT36	-0.8245
TPH1	0.00650000000000006
DDX52	0.621
ZSCAN29	-0.1475
TRPT1	-0.0108333333333333
DPEP3	0.2765
DENND4A	-0.632625
TSPAN16	0.1775
PTCHD2	-0.0495
LOC145814	-0.6715
CAP1	0.259833333333333
EIF5A2	-1.3071
NT5DC3	-0.94275
SEPT9	-0.49875
SEZ6L2	-0.148625
EGFLAM	3.59075
VPS11	1.046125
NDUFB5	-0.0798333333333334
CIDEA	3.24633333333333
IER5L	0.1
N6AMT1	0.17475
FAM83C	-0.55125
OXR1	1.01608333333333
IRX1	-0.159
DGKB	-0.5
GCN5L2	-0.67075
MIR16	0.130625
FBXW9	0.22
WDR4	-1.556
PDC	-0.2625
VPS33B	-0.45125
HEXB	0.16825
FLJ32214	0.48725
TCEB3	-0.95925
CRLF1	-3.449
ABI3BP	-0.17925
C8orf22	-3.864
PYCR1	-0.450125
KIAA1706	-0.76675
CDK5R2	0.648625
WAS	0.0555
C12orf60	0.8855
CCBL2	-0.226
MADD	0.44525
C5orf34	-1.75675
WDR42A	1.2317
KLF12	-0.06725
HSPA1A	2.4245
ITM2C	-2.02483333333333
DAPK2	2.052
LOC442590	-0.571
SUMF2	-0.335625
CENPA	-2.78623076923077
TMED5	-0.63075
CDH6	-0.669
BRP44	1.002125
THG1L	-0.6545
GABRA2	-1.39325
C14orf166	-0.399
MYL1	-1.18083333333333
TNFSF18	0.9045
PAP2D	-1.11683333333333
PPIB	-0.98375
KLHL4	-0.558625
SFN	0.566166666666667
CCDC127	0.8095
FRAP1	-0.51575
GOLGA5	0.8505
SDCCAG1	-0.090125
MGC21675	0.1785
C10orf95	-0.3625
KIAA1345	-0.9125
C1orf163	-0.6005
LACE1	-1.06866666666667
OR10K2	-0.024
CENPN	-3.03544
TMED2	0.8545
UGT1A6	-1.201
ANG	1.581
U2AF1	-1.01866666666667
CASC2	-0.322
NMT2	0.131833333333333
OSGEPL1	0.26175
DFNB31	-0.537
SLC6A20	0.586857142857143
DKC1	-0.7255
FXYD4	-0.58125
WDR64	0.296
MGC5590	-0.174
CREBZF	0.207833333333333
DAZ1	0.08575
PRPSAP1	0.37475
GCHFR	-1.51825
TTC7A	-0.465625
LOC196993	0.51175
UBD	-1.83766666666667
S100A1	-0.561875
RPL6	-0.0653333333333333
DNAJB6	-0.0128999999999999
NAGS	2.0912
C2orf58	-0.829
KERA	0.590166666666667
MT1X	-1.0922
UBE2B	1.0403
KEAP1	0.59125
MST1	-2.919875
OMA1	0.9795
ABLIM2	1.6535
BCL2L13	0.31275
JAZF1	-0.279333333333333
TMEM63B	0.979
S100A8	-2.1108
ARFIP2	1.47275
UROS	0.19125
KHDRBS2	-0.907
POLQ	-2.68775
SOAT1	-0.40425
SPAG4	-2.307
MRPS30	0.4245
LOC494141	-0.52275
OR2T11	0.4955
ORAOV1	-0.5538
ZNF184	1.08683333333333
TCEB3B	0.6065
ADAM21	-0.273
GDPD1	-0.38075
SPINLW1	1.13325
PRR14	-0.134666666666667
KCTD9	0.242
NUDT3	0.56025
KIAA1822	-0.00880000000000002
HIST1H4K	1.7495
DFNA5	-2.64
GABPA	0.2025
C14orf44	2.738
POLB	1.930875
PTAR1	-0.40575
SEC31A	0.4722
TRIM58	-0.694
TAS2R14	-0.6675
VPS8	0.81825
H1F0	2.25516666666667
PRKCB1	-3.98283333333333
UGT2A1	0.6155
TOR1B	0.143
LSS	-0.728083333333333
C2orf19	-1.105
HNRNPC	0.245142857142857
TMEM100	-1.32883333333333
LOC116349	0.417
OR51M1	0.483
CCDC142	-0.381
ISG15	2.1761875
ZCCHC14	-0.646125
CREBL2	1.63725
TGDS	-2.20175
DC2	-0.61425
CACNA2D3	-2.3565
ZNF429	-0.14775
LYPD6	3.30116666666667
SUCLG1	-0.0766666666666667
OR51I1	-0.9345
MAGEH1	2.4545
PRPF40A	-0.848
SMR3A	0.513
SPINK2	-2.0245
THAP2	0.11775
NPY5R	2.524
IRF4	-2.877
SPESP1	-2.2235
OR10S1	0.6115
DTD1	-0.85175
TUBE1	-1.1925
DDX19A	-1.3485
PDPN	-2.6075
TMEM34	0.11375
MGAM	0.5195
COL3A1	5.309
GFM2	-0.3997
OR5A2	0.653
PSG9	-1.15
ARHGEF11	0.4185
IVNS1ABP	-0.740125
SIGIRR	1.14275
DUSP19	-0.488125
DNAJC14	0.6457
ACSS1	0.449375
IL1RAPL2	0.59
C4orf30	0.869
SEPT4	2.271
LANCL3	-2.461
SPAG17	0.6425
PRDX3	-0.28875
HNF1A	-1.44125
P4HA2	-0.748125
RFWD3	-1.25116666666667
MOV10	-0.56925
DNAJA5	0.978428571428572
LOC729440	0.26425
LOC200383	0.319142857142857
SMC2	-1.76075
MIXL1	-1.2425
TMEM9	1.21175
FAM86A	1.4915
ZNF174	1.229
MYH14	-0.94825
CCR8	0.339666666666667
VPS37C	1.2125
GPATCH1	0.5185
B3GNT8	1.522
TBX4	-0.541333333333333
CNR2	0.635166666666667
PCDH1	1.4085
C5orf29	3.346125
OCIAD2	1.3255
PLCG2	0.467
KIAA0247	1.579
HRH3	-0.00760000000000002
CAPN13	3.922375
CCR1	-0.9379
MGC15523	0.433555555555556
UVRAG	0.645833333333333
DNAJA2	-0.669166666666667
ITGA2B	-1.0815
CLDN5	3.66675
PTPRN2	-0.11
ZNF512	0.007
PSAP	0.6575
CCDC140	-0.893
LRRC55	0.37775
CYP26C1	0.0685
C8orf47	-1.3015
LYN	-0.138
DUSP6	-1.0575
TGFB3	3.1768
ELK1	-0.1071
PCDH11Y	-1.06075
HGD	-3.60125
C17orf58	0.901
MYO3A	1.7885
SERPINE2	-5.11233333333333
AARSD1	0.384375
C14orf73	-2.05075
ADAM33	-0.39475
ZNF491	0.5835
MAPK6	-1.5595
TCN1	1.53866666666667
SLC24A6	1.1515
UBE2R2	0.65525
H1FNT	0.69175
TATDN2	0.142666666666667
LILRB1	0.80025
P2RY5	1.5375
NUCB2	0.4165
C2orf37	0.1445
SNX27	0.916333333333333
MTA3	0.709375
FOXO4	0.364857142857143
ID4	-0.0808333333333333
SOX5	-3.27433333333333
PXMP3	1.000625
OR52M1	-0.1225
SFT2D3	0.48525
INA	-3.17483333333333
MCOLN1	0.624
NFIX	1.8651
CLEC14A	5.392
HIBCH	-0.109166666666667
PLA2G5	0.5915
TIMM10	0.245833333333333
MED17	0.8195
COL4A4	-2.066
TPP1	0.743
GJA3	-1.5185
TMPRSS5	-1.45425
AADACL3	0.429
DNMBP	0.14875
ENPP5	6.36116666666667
NQO1	-2.094
ZSCAN2	0.5805
SEC24C	0.1415
GTF2A1L	-0.2475
AXIN2	-0.1941
FAM33A	-1.63316666666667
C16orf13	-0.24375
SPNS2	0.29975
TAF1	0.48575
AP1G2	-0.2345
RBM42	0.777833333333333
HCN2	0.622333333333333
EFHB	0.686
RUSC1	0.174833333333333
GRIK5	0.0645
USP21	0.312833333333333
ATAD3C	1.10775
ORMDL2	1.40175
PRSS7	-2.98175
PSAT1	-6.37225
FLJ13195	-1.13566666666667
TBC1D1	0.382166666666667
IFNG	-0.140333333333333
OTOS	-0.199666666666667
ZNF773	1.639
EMD	-0.823
RETN	-0.53575
CCL8	3.588
APH1A	-0.279125
COX18	-0.722875
GTF2IRD2	-1.51525
CCDC82	-2.32425
PAFAH2	0.6179
NPEPL1	-0.476666666666667
RP11-114G1.1	0.738
TP53INP1	1.353
ZNF300	-2.54116666666667
FOXL2	-3.012
LARP2	-0.154833333333333
LATS1	-0.05225
HTR6	0.335
SPOCK2	-0.638666666666667
RNF144B	3.65866666666667
HTATIP2	0.760625
MGC10334	0.218083333333333
CENTA2	1.66083333333333
FGF2	-2.307
FXYD7	-0.02525
PHYHIPL	-2.007
GPR34	4.65675
DDX6	0.409833333333333
OR10W1	0.611
LHFPL1	-0.377
ZNF313	-0.669071428571428
VPS28	0.73275
AP3M1	0.0118
AKR1CL2	-1.51825
TRAF4	0.232375
OR2B11	0.1825
C19orf12	0.403833333333333
AKAP9	0.849333333333333
C1orf62	0.31575
SLC20A1	-0.9985
FAM112A	0.5505
LDB2	0.759
MRPS23	0.20625
KLK5	-0.023625
SPTB	-0.2183
EFEMP2	-0.02775
EFNB2	0.6105
PCM1	1.329
NMNAT3	3.486625
TSG101	0.944
C8orf40	0.392333333333333
NOB1	-1.51075
ABHD3	0.55
GTF3C4	0.0162500000000001
PIGN	0.495833333333333
GALNTL1	1.9025
AEBP1	1.664875
OR9Q1	0.327
ANKRD2	-0.451375
CCL28	0.522
TRIM38	1.56866666666667
TMCC1	1.3045
SMG5	-0.0525
LRRC7	0.444
NCAPD2	-1.65533333333333
C6orf153	-0.2525
C1orf74	0.618
OTUD6A	-0.081
DCP2	-0.257166666666667
TMEM24	0.90775
RPL18	-0.439833333333333
TMEM177	0.5945
LRRC37A3	-0.503
C1D	0.285666666666667
LDHC	0.772
UBE4B	-0.607833333333333
NIT1	0.694571428571429
BTN3A3	0.696625
RASD1	1.254875
COMMD3	1.294
SHFM1	-0.88275
BIRC8	0.71025
DUT	-0.55075
C12orf51	1.145
LRRC59	-0.5085
LY6H	1.543
WDR22	0.3005
EDEM1	0.543571428571428
ADH1A	3.367
PANX2	0.5982
CYP11B1	0.5245
CDC73	0.0025
GPR172A	-0.21325
GSTM3	4.37238461538462
KCNA5	0.1875
SERAC1	0.242666666666667
NFATC2	-0.1045
ANAPC5	-0.3975
C15orf24	0.1825
NFATC2IP	-0.39425
TNRC6C	0.229333333333333
MGC102966	-1.520125
FGD5	0.673833333333333
MED9	-0.29125
RAB13	0.345333333333333
C15orf49	0.132
CRYGS	-0.5933
C12orf53	-1.3547
LOC283693	-0.3775
COX6B2	-0.685875
PHF14	-0.363
FAM3A	-0.4205
RPL13	-0.3984
PRDX2	0.5366
FLJ34047	-1.97875
PRMT3	-0.05375
KCTD19	-1.808
TRIM10	-1.055
MGC26597	-0.543166666666667
GCNT4	0.974
GPRASP1	0.02525
CDKN1C	-0.4185
RHBDL2	2.2817
HSPH1	-1.668
AQP1	2.8665
COL17A1	-2.7361
GFAP	0.690428571428572
CDC16	-0.6365
KIAA1614	-0.3175
C6orf118	0.0316
ZSWIM5	-3.16875
FAM83F	4.81575
LYNX1	1.1845
SYNPR	-0.9635
XG	1.85233333333333
PRSS16	1.917
KIF13B	1.83542857142857
PCDH9	-2.322875
HIST1H2AH	1.55183333333333
RBM18	-0.62175
ZNF626	1.009875
HEXIM2	1.28116666666667
ITFG1	-0.0205
TUBG2	-0.493
SFRS7	-0.33
C9orf14	-0.1105
EXTL1	-1.6805
GBP3	2.17733333333333
WDR5	-1.33275
RARG	0.309
MYO7A	-0.606625
CECR6	1.099
C13orf3	-2.064625
SFRS18	-1.118125
ACVR1B	0.627833333333333
PSMD1	-0.7797
C7orf31	-0.3338
ILVBL	-0.275
IFNGR1	0.009
RNF186	0.0425
NOL9	-0.823
MAGEL2	-0.2795
SLC29A2	0.0335
NHSL1	-2.802
RBMX	-0.3365
PSORS1C2	0.198125
RAD51L3	0.666833333333333
LCN6	0.63625
ORAI2	-0.965875
BRUNOL6	0.2335
OR4K5	-0.18
CDC123	-1.244
MSLN	-2.63616666666667
WWTR1	-0.398833333333333
ZNF700	-0.150666666666667
COBL	1.156
PPP1R16B	0.159625
GAS7	-0.2759
MDN1	-1.0565
HAAO	0.0245
C9orf68	1.7745
TNFAIP2	0.298625
FOXN1	-0.056
hCG_2033311	-0.201166666666667
ATP6V0D2	-0.1586
RPL41	0.562
SLC38A1	2.20175
ARHGAP6	-0.73325
ADAD2	-0.9185
PHF20L1	-0.362875
MCM3AP	-0.193333333333333
ST3GAL3	-0.897
SNX1	-0.158833333333333
ELF5	-0.4235
PARP3	0.6505
RBM8A	-0.711625
LINGO4	-0.0585
ITGA9	0.516666666666667
ZFR	0.29075
ACSL6	-0.65475
FLJ20699	1.0968
DAOA	1.13325
FABP4	4.57975
KCNB1	-1.11025
CANX	0.4365
SLC25A28	0.487666666666667
ADIPOR2	0.60475
ECHDC2	2.061125
SMA4	0.80625
FRZB	3.673125
PABPC1	-0.3045
DMRTB1	-0.266375
APOBEC3G	-0.59625
CATSPER2	-0.599166666666667
CUEDC1	1.67683333333333
STARD9	-1.82475
CLDN8	2.70175
LOC23117	-1.42536363636364
E2F6	-0.716777777777778
TMEM126B	-0.607166666666667
DPY19L4	0.373
GIMAP5	2.53916666666667
NDUFA9	-0.232333333333333
FAM77C	1.215
CTPS2	0.17675
LOC51035	0.470375
WDSOF1	-1.0595
EGLN3	-1.68125
PITX3	0.675333333333333
OR52E8	1.4265
GRM4	0.666
KLK1	-2.87216666666667
GPM6B	-2.525875
RRAGD	-2.10183333333333
PAGE5	-3.9045
UCHL5	-0.741333333333333
ULK3	-1.3005
AIM2	-0.00683333333333335
PNO1	-0.7545
OR2F2	-1.16
GNAT2	-0.9015
SIX1	0.279
ST13	0.854583333333333
ZBTB44	1.249625
TIMP2	-0.3425
ZMAT4	-3.881
GTF2IRD1	-0.1765
ZNF19	0.171833333333333
ZNF714	0.1725
RSC1A1	-0.488
C9orf80	0.34725
PSMA8	0.354166666666667
TMEM141	0.48825
COX4I1	-0.869142857142857
CTAGE1	0.0494
DTWD1	-0.295
HSD11B1	0.33675
KRT6B	1.74025
ARID4B	1.08325
LHFPL3	-0.02725
WWP2	0.319
ZNF326	-0.343
RGPD1	-1.2815
CTSH	-0.2635
FASTKD1	-1.040625
PAF1	1.0738
TTC9C	0.63725
IFT57	0.4415
PRSS36	1.045
IL20RB	-3.3985
ZNF592	0.0173333333333333
DCTD	0.1183
CFP	-0.10075
MFNG	-0.925375
JMJD2B	1.52225
ALDH3B1	-1.18825
THSD4	2.59166666666667
KCNJ5	1.61466666666667
LMNA	0.4565
TBCD	0.378875
ZNF250	0.491666666666667
CASQ2	2.1585
PEG10	-4.45933333333333
PRAME	-5.42973333333333
NP	-0.791
TRIM59	-0.167166666666667
ZNF12	-0.009875
XTP3TPA	0.04525
SIGLEC7	-0.5111
PANK4	-0.515
FAM70A	-1.67933333333333
SNED1	-0.85375
HIP1	0.2864
RAET1E	-0.356
AMAC1L2	-0.2695
AHNAK2	-1.38258333333333
TOE1	-0.917166666666667
RECQL4	-1.935
SPRYD3	1.25825
DPAGT1	-0.10075
MAGED2	3.696
ANKRD55	1.74525
TRPS1	4.92308333333333
DOK7	2.4015
TFPI2	-8.21325
GTF2H3	0.00416666666666667
CYP4F11	-0.53475
LHX2	-5.42583333333333
ATG16L1	0.211833333333333
ASB12	0.0135
C1orf116	4.504875
NF2	0.2285
POM121	-0.9173
PHYHD1	2.637
TXNDC17	-0.918333333333333
DKFZp779O175	0.25275
NUP62	0.0683571428571429
MYO18B	1.66533333333333
PRAMEF1	-0.389
TCBA1	1.273625
TMEM168	0.543
FJX1	1.72066666666667
CLCF1	-0.138
SEPN1	0.9495
IGSF2	0.33825
NUDCD1	-0.778833333333333
TFF3	3.16183333333333
NDFIP1	1.047
CHCHD4	0.10725
TNR	0.435
CUTA	1.20283333333333
USP44	-4.5725
DPP10	-0.9002
IWS1	-0.439333333333333
PCGF1	0.1355
SULT1C4	0.6565
NTF5	-1.96825
PTPN13	-3.475
SSTR5	0.248
SFRP1	-3.552875
IDH3B	-0.7075
SUOX	1.20466666666667
TMCO5	0.532
GOLT1B	-0.647
MIB1	0.891571428571429
PCDHGB1	-0.5205
SUSD1	0.14025
ICAM5	-3.2075
PAPOLB	-0.437666666666667
URM1	-0.5917
TMEM106B	-0.094
LRIG2	-0.8375
SLC27A5	-0.27825
CLIC6	-0.3124
ZNF420	2.2495
SCN9A	-1.4296
KIAA1909	-1.36
ELMOD1	-1.44575
PRKAG1	0.3925
FAM64A	-2.217
EEF1G	0.16655
SMAD5	1.3005
INCENP	-2.06775
WASF2	-0.5845
GARS	-2.0675
CDK10	-1.3701
HLX	0.547666666666667
MDM4	-0.252875
ZNRF1	-1.72878571428571
HHATL	-1.7965
FAM21C	1.2314
HIST2H3C	0.02525
PFDN2	-0.415
ZNF200	-0.2145
NDN	-1.2105
HBA2	-2.1355
FBLN5	0.360375
PUM1	0.548142857142857
TNNT1	-0.1945
C19orf59	-0.385333333333333
HNRPH2	1.08633333333333
RAB7A	0.334166666666667
PMS2	-0.787
BIRC3	-0.5375
NRSN2	0.74675
OR52K2	0.797166666666667
SPOCK1	-0.5525
H2AFY	0.7255
RXRB	0.854
ZNF638	0.136
ANKRD45	0.206666666666667
ACTN4	-0.291333333333333
FXC1	0.71625
EIF2B5	0.066
VPS33A	-0.444
PINK1	0.844375
FAM106A	0.3835
SKIP	0.545428571428571
GAPDHS	0.10575
MUM1L1	2.2505
PSTPIP1	-0.64375
CNTNAP1	-1.9517
CYP26A1	-0.652
APOL2	0.7725
TACC2	0.814375
COX7A2L	0.855571428571429
HSD17B1	0.7860625
ARRB2	-0.507
SLC7A6	-1.4062
HSD17B10	-0.754
RBJ	-0.08225
NUP155	-1.38775
MRPL10	0.200833333333333
CYCS	-2.30358333333333
CCDC46	-0.7115
TECTA	0.3455
GNAL	-1.222
LPO	0.3695
PEBP4	-0.37625
DDX11	-1.81225
C18orf12	0.5135
TAF9B	0.162416666666667
IMP4	-0.267
RPA4	0.0095
NDUFS1	-0.885
UPK1A	-0.835833333333333
ARRDC2	0.192
C18orf20	0.755
AES	0.5315
CD2BP2	0.224166666666667
C16orf54	0.194
UGT2B17	-1.517625
FGFR1	-1.58218181818182
CEACAM6	5.7028
CHRM5	-0.149333333333333
CERK	-0.070875
AP3S2	0.380357142857143
ANKS4B	-1.45475
CLCNKA	0.286333333333333
ZNF208	0.489166666666667
HLA-DRB5	4.2245
CARKL	-0.35475
GOT1	-0.449
CASP6	1.05325
HOXA1	-1.2555
RCL1	-0.352
ZNF181	1.35016666666667
RAB40B	1.827
MRPL38	0.34625
LRRN2	3.1695
