Hybridization REF	TCGA-A2-A0SV-01A-11R-A084-07
C4BPB	-3.2685
CCL25	0.63025
ZNF253	-0.4345
CHRNA9	-3.59525
SOX11	-1.220125
HIVEP3	0.7335
CGN	2.51241666666667
C3orf35	0.142375
PKD2L1	3.914
SYVN1	0.1575
PDE8B	2.648
LOC439951	-0.00725
LTC4S	1.8415
MIF4GD	0.635
SMARCA2	0.9796875
TUBGCP6	-0.254166666666667
CABLES1	0.463375
C16orf77	0.468166666666667
ZNF791	-0.13825
FUT5	0.737
ADH6	-1.951
P4HB	0.50475
CLDND2	-1.51
ALKBH8	-0.2035
PLAC4	1.82875
F11R	1.14785714285714
MGC35295	0.272833333333333
PDZD4	-0.801333333333333
LOC389073	-0.59875
FAM80B	-0.591166666666667
PSMB1	-0.47575
TXN	-0.0173333333333333
VIPR1	0.2386
WBSCR18	0.3922
EXOSC6	-0.062
ACTA2	3.79466666666667
SP5	-2.71933333333333
ANKRD1	-1.80825
DDR1	1.4953
ATP6V1D	0.054
PTGS1	0.661583333333333
RNF157	-1.7185
DCC	0.3745
SPAG7	0.05825
FBXO18	-0.0215
UBE3C	0.3036
HOXC6	1.0855
LRP2BP	0.718333333333333
MYST2	-0.01225
PDSS2	-0.5575
ATE1	-0.061
ARAF	0.01675
KLF10	0.672
PLA2G2E	0.05675
ASCL1	-1.11716666666667
TSNAXIP1	2.549
FAM131B	-0.472375
IFNA10	0.1495
NUP43	-0.88375
FAM44B	0.4235
L1TD1	-6.112
NMD3	-0.337
C18orf54	-0.9171
PHOSPHO1	0.3505
RAG2	-0.9885
EMILIN3	-0.1475
METTL3	-0.2815
VPS13C	0.168125
REXO2	0.23525
ANXA4	0.156
CA1	-0.91425
DCP1B	0.0505
TULP3	-0.748333333333333
ATP2A2	-0.0689285714285714
ATIC	-0.19925
ADAM15	0.498833333333333
NPL	2.19666666666667
LGR4	-0.419375
UEVLD	1.23716666666667
GAB1	0.94525
SNAI2	-0.467166666666667
ZGPAT	-0.317
SNF1LK	0.69775
DLEU1	-1.5055
UBE2Q1	0.635625
ZMYM6	0.10825
JPH3	-1.21966666666667
FAM38A	0.101
PXK	0.441666666666667
DENND2D	2.87725
BAX	-1.25441666666667
CP	-1.07454545454545
RPL37	-0.8789
G6PC3	0.347875
NCOA4	-0.561
LRRC14	0.90575
GORASP1	0.85725
FCHO2	1.020625
CYP24A1	-3.3264
FXYD3	1.868375
SMARCAL1	0.50475
ABCB8	0.105166666666667
CCDC44	0.35
PRDM7	-3.40075
USH1C	-1.1655
DNAH5	0.291166666666667
SRF	0.255333333333333
MAL2	2.97633333333333
PGPEP1	-0.0403333333333334
SIN3B	0.0555
SEMA3C	-1.14883333333333
GRAMD3	1.62475
FBXO10	-0.1775
OR5D13	0.4435
FLJ31818	-0.02925
CACNA1I	0.30775
S100A13	0.8335
TP63	0.00842857142857146
ANXA11	0.1595
WDR66	0.623
CSF2RB	0.154
IFI44	2.3295
DACT1	2.834
ANKRD23	-1.15825
ATP5G1	0.249166666666667
C21orf70	0.261833333333333
PPWD1	-1.34825
DNAJC13	0.50625
PAH	-5.46266666666667
PTCH2	0.28575
TRMU	-0.387
CCDC9	-0.1005
USP3	-0.1081
DCLRE1C	-0.0249
FAM55C	0.584
FRMD4B	1.92325
CYP2R1	0.03575
RFPL1	-0.43
XPO5	-0.6925
ARL6IP2	-0.36
OSBPL5	2.06425
MMP9	3.94754545454546
KIAA0802	0.270625
DHRS2	-4.35216666666667
SGEF	0.357625
TXNDC10	-0.8424
EXOC6	0.0855
RPS27	0.332833333333333
PNCK	-0.473166666666667
FSTL1	0.51875
AACS	0.45625
SLMAP	1.26166666666667
SAMD4A	0.4707
ABRA	0.07375
SMARCD3	2.23275
PKNOX2	-2.3365
A4GNT	0.3085
C9orf39	-1.07716666666667
RALYL	-0.2555
MGC33556	-2.83
C10orf25	-0.99
BBOX1	2.89175
NHEDC1	0.28875
XDH	-0.42825
GCSH	-1.035
EDN1	4.12333333333333
MTERF	-0.51975
CLK4	1.3385
ZNF799	0.314666666666667
KCNG1	-1.941625
CXCR4	1.08166666666667
PTPRR	-2.03475
IRAK1	-0.029125
LOC401397	-0.28375
TMSB10	0.306071428571428
CXCL3	-2.8274
TMC4	1.78675
OR7A10	-0.3225
STYK1	2.2485
CHRNA10	-0.34725
CCNI	0.06825
EP300	0.655357142857143
LOC165186	0.335833333333333
HIC2	-2.74825
SDR-O	0.2695
OR2W1	0.1975
KCNA6	-0.066
TRIM74	-1.8255
REEP6	1.7365
ATP5G2	0.16875
ERG	0.93525
TMEM42	0.68525
PARN	0.330833333333333
SOD2	1.080875
DIRAS1	-0.0883333333333333
PNPT1	-0.99
JOSD3	-1.265
hCG_40738	-0.4655
PDE1C	-2.03925
SEMA4D	0.08575
AGPAT1	-0.133
NOSTRIN	-0.05925
MAP3K3	-0.358666666666667
MAX	0.423142857142857
CAPS	3.041
SERPINA12	0.1195
OSBPL8	-0.37
RICS	0.6305
NR4A2	1.5135
PPCS	1.03116666666667
LONP1	-0.3415
SCYL3	1.43025
HERC2P2	-1.5765
FIBCD1	0.193
C15orf41	-0.43825
DMC1	-0.649166666666667
C20orf27	-0.22575
RPS6KA5	0.00479999999999998
FAHD1	0.0891666666666667
SLC12A4	0.095
BRCA1	-0.428166666666667
GBL	-0.16625
SLK	0.0306666666666667
NUDT9P1	-1.4545
NOXO1	2.5645
USP52	-0.77425
BAZ1B	-0.0775
SLCO2B1	3.524
BBS12	0.764833333333333
LRGUK	-0.149
TERF2IP	0.38325
COL1A1	5.454
KIAA0090	0.04675
GRK5	-0.108
AP1S2	-0.7076
TMEM52	0.359166666666667
CA11	-0.841375
OR4A15	0.460166666666667
ACBD3	1.6239
SPAG11B	0.189625
PRDM2	0.7404
FOXP3	0.7255
SMYD3	-0.6961
LOC389199	0.0305
LGI2	1.84983333333333
NAPE-PLD	-0.6543
ANKRD6	1.478
WDR45	0.0251666666666667
SHROOM1	-0.146
PSCD3	0.5585
PYY	0.954
KCNC1	-1.5155
ARHGEF9	0.7009
OR8J1	0.30925
GPR55	-0.0388333333333333
NS3BP	-1.8685
C10orf22	-0.565166666666667
NAT8L	-1.03725
DUSP4	-0.126833333333333
FOXM1	-0.981166666666667
GRAMD2	1.3123
ZBTB48	-0.101166666666667
BUD31	-0.012
PABPC5	0.2585
CCDC41	-0.344
FBXO11	-0.12
C6orf148	-0.57525
RFXAP	-1.24025
C6orf15	-0.134
CDK8	-0.426166666666667
C6orf70	-0.31975
TESSP2	-0.0035
ALG2	0.37275
PPP1R3D	2.2005
TPM3	1.17183333333333
SYT13	4.0675
EPB42	-0.4865
CETN3	0.163
PRY	-0.1615
NTHL1	0.423166666666667
POLR2B	-0.4305
RPS28	-0.142
P2RX3	0.472
LYZL4	0.0775
WBP4	-0.4614
PMM1	-0.0745
C11orf79	0.33525
CBLL1	-1.01175
IL1F10	0.376
VAX2	0.07
SETDB1	0.127166666666667
LRAP	-2.44616666666667
GCLM	-0.3165
CPEB3	1.2415
PPM1A	-0.0341875
INTS1	-0.54025
CAMTA1	0.5245
SAMSN1	-0.83
LOC158830	-1.9565
GMPPA	-0.137375
AIPL1	0.00100000000000001
IL24	0.797333333333333
BDKRB1	-0.910666666666667
MLF1	1.5395
TAF12	0.29575
ID1	-3.12625
THADA	0.098125
PIK3CB	0.14
OR4N5	-0.846
TBC1D17	-0.368333333333333
COX8A	0.06175
CDCA4	-0.63
C2orf44	-1.06425
ZNF534	-0.23
IMMP1L	0.12575
NIPSNAP3B	1.13625
FTMT	0.621
PWP2	0.391333333333333
MMP15	-0.3769
DNAH11	0.21175
MTMR14	0.2775
DNAL4	0.93175
IPP	0.1505
TMEM59	0.377375
C1orf157	0.801
RGS4	2.51266666666667
DDX18	-0.118833333333333
SNX6	-0.22575
ZNHIT2	0.533833333333333
NCDN	-0.473
FLJ33534	0.763
RAG1	-1.923
OR4D10	0.3145
PTPN5	-0.215
POMT1	0.452125
LRRC8A	0.3416
CYP1A1	-1.45025
CAPN1	0.567666666666667
DDHD2	1.596875
GRIK2	0.43725
GNRHR	-0.20225
PPBP	0.11125
HTR3A	-0.64175
SLITRK4	1.50875
ANKRD49	-0.23425
BTF3	-0.4068
SARS	-0.474
C13orf18	0.570333333333333
CACNB1	0.210357142857143
QKI	0.355727272727273
SETMAR	0.10875
MAN2B1	0.9465
EML3	-0.45575
ACADL	-0.021
OFD1	-0.63725
DEFB114	-0.0295
CGA	-3.4914
PEX16	0.459666666666667
LRRC10	-0.063
GNG12	-0.2295
C1orf152	0.263666666666667
CHRM1	0.5235
CD53	1.160625
DBH	-0.8355
TFAP2B	4.37225
HIST1H2BJ	-0.756833333333333
FAM46D	0.7185
TMEM11	-0.37975
C3orf32	-2.26425
PCCB	-0.079
IPO13	0.365625
C6orf105	-2.45975
COMMD5	1.4525
SUV420H1	-0.3194
LTBR	0.77275
ARHGAP15	-0.662625
HDHD2	-0.61575
TDRKH	1.13533333333333
LOC401052	2.012
PSG4	0.08025
GNB4	0.684
SPATA4	2.35075
SLC9A3	-0.243
OSBP	0.7705
NBPF3	-0.552583333333333
DOCK11	-0.9205
SLC39A5	-1.734
PRR5	0.5525
C10orf63	4.281125
SMTNL2	-1.5295
ADRA1A	-0.153
ASAH1	2.0334
DOM3Z	-0.3349
GIPR	0.377833333333333
AHI1	-0.948416666666667
NADSYN1	-0.206
RGS14	0.9817
IL18BP	1.183
RTN4RL1	1.73541666666667
ARMC6	0.19525
PSMD5	0.506666666666667
HK3	3.17
OR4S1	0.09725
RSU1	1.1501
MAD2L1	-1.16911111111111
EIF4A3	0.43975
DLEC1	0.367166666666667
E4F1	0.0403333333333333
CHMP2B	0.6942
CAMSAP1	-0.6325
RPS21	-1.158
ARID5A	-0.06
UBE2N	0.2962
IGSF8	0.6915
MAGEB6	-1.802
ACAD11	-1.8577
MGC4172	-0.08725
LMO4	0.61525
KLKB1	-0.20875
HP	-1.1185
HDAC3	0.21125
SCHIP1	0.82325
CLCA1	0.048
OLFML2A	0.8485
C1orf112	-0.57825
KIF19	0.1915
HAPLN4	-0.3121
CXCR7	0.5845
GOT2	0.6609
RAB38	-1.536375
DCX	-1.32975
PPM1H	2.60666666666667
NFYC	0.035
KIN	-0.1875
ZNF228	0.51925
PLSCR4	1.703
HIG2	1.42025
FAM79B	1.406
C21orf86	0.2271
KCNK10	-0.029
ZNF738	-1.063875
FSTL5	-1.64516666666667
OR6A2	0.4395
OTOA	0.7055
EXOC1	0.187
AHRR	-3.289125
PDAP1	-1.15875
C19orf6	0.038875
ZAN	0.49975
LY6G6E	0.1335
EIF4E2	0.07775
C20orf198	-0.27675
ZNF324	-0.17825
CYP3A5	-3.81266666666667
ENTPD7	0.913333333333333
MBOAT5	0.401166666666667
GJB5	-2.40725
TTC13	0.96225
S100Z	-1.66483333333333
KIAA0664	-0.478666666666667
PDGFRB	2.09833333333333
IL17D	-1.074
OR56B4	-0.1245
RDX	-0.940666666666667
SLC34A3	0.227
IL28B	0.816
JUND	1.73625
CHRNB1	-0.223875
CAMK2B	-0.79075
FETUB	-1.60925
CXorf23	0.764625
MRTO4	-0.867375
TTC3	0.7513
NDUFB8	-0.991
EDG2	-0.959
SEMA3G	0.361
IL23A	-1.2865
GRHL1	1.3208
LOC441054	-0.109
WDR65	1.06575
PSTK	-0.5105
STOML3	-0.206
R3HDM2	0.1433
C5	-1.93875
SLC2A10	1.053
C3orf22	0.5115
PAQR3	-0.720692307692308
ANKRD26	0.01375
HCRTR1	0.2475
LOC399947	-0.543
PSD2	-0.634
TIGD2	-0.592333333333333
SCRN1	-0.0765
COQ10A	0.41875
DDI2	0.4365
METTL7B	-0.619
UCN2	-0.07225
FAM92A3	0.50575
WDR16	3.108
ZNF511	-0.042
ZMYM5	-0.5405
POLR3G	-2.06175
ZNF586	-0.15075
C1orf49	0.306666666666667
TANK	0.6465
RCAN1	2.23133333333333
PELI3	1.09766666666667
LIMD2	-0.566833333333333
TMEM189	-0.476
NTN4	1.623625
LOC151300	-0.251
CLEC2A	-0.754
GPR135	-0.743125
DPYSL4	-2.6955
JAK2	-0.178166666666667
TSHZ1	0.1005
TM9SF4	-0.155375
ZNF264	0.491333333333333
SIRPG	1.7445
BICD1	-0.5395
HERC6	3.1465
METTL5	-0.734
CASP1	2.477
PRRT1	-0.267166666666667
PLA2G4C	2.48383333333333
ICA1L	-0.227357142857143
TPTE2	-0.1342
OTUD7A	0.223833333333333
AQP11	-2.154
APOA2	-4.5745
KALRN	-0.2249
SECTM1	1.18266666666667
IFNAR1	1.08
TALDO1	0.929375
RAB11FIP4	0.355
EIF5A	-1.5825
FAM49A	2.78725
NEGR1	0.413
YTHDC2	0.182875
EHD2	-0.19975
NCF1	2.6294
SCRT2	0.162
HOXA5	-1.3165
NUP133	0.78575
FGF12	-1.285625
SLMO2	1.701625
SNTA1	-0.73375
CACNG2	0.2105
GCM1	0.450125
ELF1	-0.488666666666667
TLR5	3.50775
TCFL5	-0.867583333333333
RBMY2FP	-0.7305
LOC100125556	0.471375
FAM129B	0.13125
MAP3K7IP1	-0.3075
NCK2	0.1185
OXA1L	-1.13
FMO9P	0.0015
ZSCAN12	0.0835
PSMD12	0.0649166666666667
HSCB	-0.8275
CLDN10	-3.53475
MGC13053	-0.77025
HPCAL4	-0.444833333333333
ASZ1	-0.8755
MEX3D	0.137666666666667
NFAT5	-0.7169
CSPG4LYP1	-0.389166666666667
FBXO3	1.2407
DVL1	-0.6105
CMKLR1	2.66066666666667
TYMS	-2.013125
PEF1	1.139
ZNF750	1.07583333333333
MCM5	-1.0394
MEGF11	-0.39875
KCNK7	0.1545
PTP4A3	0.9055
C1QTNF2	-0.553166666666667
OR6S1	0.625
FAM122B	-0.98725
ZNF551	-1.233625
HBQ1	-2.519
GEMIN6	-0.258
ARSK	1.45225
RBP7	0.774
CPNE9	0.4115
DSC1	0.1885
LOC730112	-0.41325
MAP2K4	-0.17925
HS3ST5	-0.849
EPB41L3	0.232
TEKT2	3.1725
CDKN2B	-0.192583333333333
ZNF480	-1.02525
MAP3K6	0.3991
MAP6	0.844833333333333
HN1	1.0732
OR2L13	0.399833333333333
SLC16A11	0.11225
FAM96A	-0.48875
APOL1	0.79725
C5orf32	0.613
RTP1	-0.322166666666667
RNF175	-0.907875
ZBTB41	1.218
AHCTF1	-0.0579
SAE2	-0.4223
ITGA2	-2.15208333333333
MME	1.08983333333333
CCDC14	-0.734
MAST4	0.777071428571429
KRT33B	-0.697
KCTD2	0.0911666666666667
WDR26	1.12333333333333
MFI2	0.24675
NR4A3	1.649
ARSA	1.495
UNKL	-0.94
SULT6B1	-0.0295
CCNA2	-1.83566666666667
SOX15	-0.692
PPAPDC1B	2.00583333333333
C19orf44	0.293
MCAT	0.642666666666667
ARID1B	-0.04975
OR52N1	0.171
C12orf48	-0.62125
MAGI1	0.011875
NIPA2	0.0325
GBX2	-1.2145
RSHL3	0.8435
RAVER1	-0.0486666666666667
C15orf17	-0.14275
SLC30A2	1.907375
ZNF518	-0.889
PCYT1B	-1.5135
C10orf114	0.617
EIF3H	1.25225
SLC25A39	-0.0506666666666667
KIF1B	-0.148625
AMOTL2	1.2095
C6orf120	-0.241625
PSRC1	-1.23625
PLA2G10	0.24025
KIF5C	0.114875
MRPL37	-0.271
C17orf62	0.4545
C9orf135	-0.612833333333333
DUSP10	1.8758
CLCNKB	-0.004
PSMA5	0.074625
C8orf53	1.285
AMPD3	1.2235
PIAS1	-0.4855
ADCYAP1R1	0.239
GYLTL1B	0.23075
CDH20	0.03625
FBXO7	-0.35275
TMEM134	0.711166666666667
FLJ14213	1.42266666666667
ZNF3	-0.44325
LRRFIP1	0.509916666666667
CNOT2	-0.167666666666667
ABI3	2.81025
ALDH5A1	0.10475
HNT	3.3335
SERPINA4	-2.40675
TK2	0.670416666666667
STMN1	-0.858333333333333
GUCA2A	0.4045
GALNT10	1.1675
DPP6	-0.03095
C9orf93	-0.026375
PRELID2	-0.83275
STK39	-0.70675
SFTPA1	-1.03525
CKS2	-0.605444444444444
RHO	0.247625
C20orf135	0.091
XKR3	-2.08
CR1	0.202375
RPS6KA2	0.199714285714286
C20orf112	0.66875
MRPL22	0.094
C4orf23	0.193666666666667
GADD45B	2.704
KLHDC1	0.795
C2orf48	-2.0775
ZNF287	0.3415
DAAM2	-0.59275
DPPA2	-2.908
TCTN3	-0.0733333333333333
DNAJB11	0.336
FPR1	3.4275
DEFB4	0.2475
PTCD2	-0.0537
SMOC2	4.67466666666667
CABP7	0.5425
SERPINB11	0.27825
MAGEF1	0.481
NDE1	0.154
ITGA10	-0.1635
FSHB	0.471
ANXA2	1.127125
HORMAD2	0.185
HLCS	1.03175
MCF2L	0.673583333333333
FH	0.633625
TBC1D24	1.03875
KIAA1505	1.556
LGALS2	-1.8045
CNBD1	-0.1035
SYNPO2L	-0.30725
PTPN23	0.190928571428571
C1orf183	-0.598
MAGEA8	-2.6665
DGCR8	-1.623125
GSR	-0.49125
PAQR7	0.42575
ZNF676	-1.11725
CACNA1C	0.1408
SP7	-0.019
PDCD6	0.96725
NRN1L	-0.5135
BRI3BP	-0.963
KIAA1183	0.45525
ASB4	0.57
CCL23	0.6251
OBSL1	-0.629625
SLC12A7	1.43141666666667
KIAA0240	0.897375
CD1B	-3.23033333333333
FCGR2A	1.953625
MDC1	-0.8495
HTR1A	0.384666666666667
OCEL1	0.76425
ATP11B	-0.66975
FBXO34	-0.273333333333333
PCDH12	3.36916666666667
RPE	0.14675
C17orf74	-0.065
CSDC2	0.938166666666667
PET112L	0.1485
TMBIM1	0.886125
P2RXL1	-0.468
TCHP	-0.523
TRMT1	-0.960333333333333
F2RL2	-0.290583333333333
LRRC32	3.182
IMPG2	0.6555
BGLAP	0.07175
LOC493869	-0.842416666666667
MRAS	1.916375
SLC35F5	0.59725
CBWD1	0.9625
AXL	-0.92675
ATP2C2	2.916
TELO2	-0.13375
PNPLA3	0.85775
PCDHB14	1.249
CD276	0.688
KRT80	-0.41275
DUSP28	0.68
CSNK1E	-0.859333333333333
SRP14	0.6905
KCNQ4	-0.521
KRT72	0.0875
CCDC117	-0.158125
C6orf89	0.0734444444444445
TUBB2B	-3.05916666666667
RTN4IP1	-0.68525
CR1L	-3.01566666666667
CEND1	0.13175
C12orf41	0.146
RNF31	-0.32625
UBN1	0.062
C17orf32	1.38325
SLC5A7	0.28325
GPR92	1.5435
ESAM	1.9808
CTNNA1	0.637166666666667
HRBL	0.7063
CBX4	0.50525
TMEM182	0.2745
SH3TC2	-1.58566666666667
IL10	1.705
PXMP4	1.5635
RNF167	-0.038
PAK7	-0.216
ETV3	0.2055
ATPIF1	0.502
LOC554207	-1.28066666666667
OR8H1	0.4605
WDFY3	0.592875
DPM1	-0.70325
GPSM1	-0.032
WDR92	-0.1304
LRP1	0.746666666666667
ANKH	0.2725
THUMPD3	-0.32675
POLR1B	-0.243
OLFM4	2.00533333333333
RAD9B	0.0695
TSPY2	-3.1495
PAX6	-1.967
SCG2	-1.946
SLC17A6	-0.04725
FMO3	2.3525
PADI4	-0.08475
TUBB4	-0.5808
NLK	-0.14125
POU4F3	-0.454
SDF4	-0.177
ITGBL1	2.28616666666667
NETO1	-1.193875
TAP2	1.058625
ABBA-1	0.103
GNAI1	-1.378
VPS4B	0.27325
NOPE	-1.0046
GALNT6	2.49333333333333
SESN1	-0.62125
GBE1	-1.56044444444444
CLASP1	-0.0695
RASGEF1B	1.756375
ACOT11	0.504285714285714
AFAP1	0.321
OR2H2	0.43275
DPY19L2P1	-0.8955
DZIP1	-1.62375
SEC22C	0.274916666666667
GPR161	-0.73875
RNF146	1.02125
WDR74	-0.397125
GALP	0.0945
PURA	0.53225
DNPEP	1.02008333333333
RP11-78J21.1	-0.85875
ERBB2	2.063
FANCM	-1.28175
NEO1	0.146666666666667
DDX3Y	-5.0073
RPS3A	-0.617
MXRA7	0.524142857142857
LGALS3	-0.938
GLT8D1	0.3635
CFL2	-1.7425
UPB1	0.407
NAP1L5	-0.944125
CLDN14	0.4115
DHX38	-0.4315
BTBD1	-0.2725
TARS2	0.0766666666666667
ABCF1	-0.3639
FCF1	0.439166666666667
LRRC49	-0.10575
GUCY1B2	-1.562
C1orf177	0.874333333333333
SMARCA4	-0.245142857142857
LRP8	-1.26466666666667
TAGLN3	-0.77325
MRPL14	-0.005
TTRAP	0.41375
ZDHHC20	0.0575
NFE2L3	-1.68825
KIAA1377	0.547875
PALMD	0.1754
TMEM43	0.2955
TTL	-0.83175
STAT5B	-0.9965
SSB	-0.65775
OR10H5	0.322
SLC22A13	-0.41325
AKAP3	-0.2625
TIMM23	-0.0295
OAS2	3.03475
KIAA0423	0.35025
TRIM11	0.979833333333333
GLIS3	2.145
TMEM50B	1.69016666666667
ARHGEF4	-1.6615
DEGS1	2.20045454545455
TBL1XR1	0.372266666666667
G6PD	-1.196
SP140	1.1329
MUC17	0.0914285714285714
NUDC	0.11
DNAJC5B	2.83383333333333
SCARA3	-1.1245
CPA3	5.82533333333333
BCAT2	0.104375
MFN1	0.0282
NRG3	0.538
SNX11	1.00275
PLEKHH1	-1.009
GPR177	-1.268
HCFC2	0.77475
TCAP	-0.2055
MOCOS	-1.8425
C14orf93	-0.2385
PRDM10	-0.231833333333333
SLC16A4	0.640666666666667
SRGAP1	-1.45166666666667
VIP	0.14325
DUSP27	-0.0111666666666667
LILRA1	1.2734
MC2R	0.2
MGC24103	-0.777
MBTD1	-1.631
FUT11	-0.3575
USP33	0.0718
C15orf39	-0.4115
MAP3K12	0.544625
PAAF1	-0.0616666666666667
BARHL1	0.0835
FLJ16165	-0.05
PIWIL2	-2.396
SYNE1	0.3775
CMTM4	0.135625
TSPYL1	-0.1787
GUF1	-0.743833333333333
TMEM157	1.115
WDR44	-0.2505
HIST1H3C	0.08325
DKFZp666G057	2.8375
RNPEP	0.85675
GAS2L2	1.90533333333333
ADH4	-4.75
GRPR	4.701
FBXL17	0.172
ZBTB10	0.354916666666667
Gcom1	0.0299444444444443
HTRA1	1.7962
ZNF585A	-0.484
SLC26A2	-0.511571428571429
OTOP3	0.0978333333333333
WISP1	3.32544444444444
ATP2B4	0.124333333333333
FLJ10769	0.056
CRAMP1L	-0.005875
CHST12	-0.24975
RAB22A	1.68541666666667
TARDBP	-0.259857142857143
STAU1	-0.18775
CRB3	2.41316666666667
MIG7	-0.9205
CHMP1A	0.342833333333333
ZNF160	-0.465875
B3GALT6	0.26425
BARX1	-1.7245
C6orf167	-1.57275
NXNL1	0.438
DHX29	0.873875
HADHB	-0.20725
PLXNB2	0.8995
ILDR1	-1.366
SLC15A3	3.412
GAS2	-3.70866666666667
C20orf69	0.1135
NUMB	-0.12275
TNIP1	0.158
MESP1	0.180666666666667
PSKH1	0.30275
NSFL1C	1.031375
RHOG	0.45225
HEY1	-2.27983333333333
KNG1	-1.487375
ITGAX	2.7423
LIN9	0.096
CANT1	0.523875
XRN1	-0.0562142857142857
CCDC96	1.6752
HEATR6	-1.11416666666667
GNG7	-0.0986666666666667
RUNX2	0.9118125
SOX1	-0.675
FCRL5	-0.000499999999999945
ZNF99	-0.503125
FAM9A	-0.05
SNX22	0.676
MBNL3	-1.18416666666667
ODC1	-2.9353
ADORA2B	-2.99783333333333
NR2F6	0.66025
ZFYVE16	0.0455555555555555
SYNJ2BP	-0.0626
POLE	-1.447125
E2F2	-0.508875
THRA	0.413
PTGES2	-0.351666666666667
HIP1R	-0.188166666666667
TMUB1	-0.3705
ENO3	-1.79525
RSPH10B	-0.279
CXorf39	0.64825
IRGC	0.10475
GPR109B	-1.203
FLJ13305	-0.901
LCE3A	-0.2675
TNFRSF18	-0.8265
DET1	0.13275
TRPM3	-0.260416666666667
C16orf79	-1.0515
FECH	0.3435
RAP2A	-0.302666666666667
CRIP1	1.34166666666667
AZIN1	1.149125
SLC7A7	4.5145
IL10RA	1.7123
TMEM64	-2.612
CDC42EP4	0.9871
C16orf58	0.086
ARG2	-3.27125
POU5F1P4	-5.0595
FAM62B	0.000749999999999994
DNAH8	-1.3777
ASH2L	1.255875
TSLP	-4.46966666666667
CNTNAP5	-0.622166666666667
TMEM16C	6.112
IFNA14	0.9995
SLC1A3	1.822375
CABYR	-0.61175
BCL7B	-0.0482
NUDT13	-0.883
C13orf28	0.3205
C1orf53	-0.317
ARL6IP4	-0.0622
RPL35A	-0.66175
EMR3	0.1135
RAB40C	0.663
SLC41A1	0.0438333333333333
LRCH1	0.0345
LY6G5B	-0.761
FAM124A	-0.129285714285714
MGC10981	-4.14666666666667
CLIP3	0.1316
MAP4K2	0.1875
CHIC1	0.29925
SULF1	5.30466666666667
C20orf30	0.532571428571429
PRDM5	-0.43675
ELOVL1	0.3775
C11orf48	-0.009375
SLC39A10	-0.272
KCNV1	-0.34775
ACP1	-0.875
ZMYM2	-1.2825
B3GNT6	0.242666666666667
C9orf69	0.2385
C2orf15	0.9385
C20orf166	0.316
HSP90AA6P	-0.9355
EDG7	-0.827
NEURL	0.3385
LPL	0.2915
CLEC2D	-0.255285714285714
GRRP1	0.953166666666667
CD8B	-3.7072
HIST1H3D	-0.744
SLC6A12	0.912375
FAM27L	-0.019
CD84	2.6764
RASA1	0.313
PHKG1	-0.1225
MAGEA11	-0.8895
IMPA1	-0.2627
NPM3	-1.44875
RARRES1	3.20275
SH3BP1	0.13125
B3GNTL1	-0.0575
ARPC5L	0.565333333333333
KLHL26	0.69725
SIM2	1.68025
GJC1	0.0965
C20orf194	0.109
EXO1	-0.66575
SLC2A2	-2.53033333333333
LOC285074	-0.892
LRG1	0.5635
KIRREL	-0.187
PIK3R1	0.7645
C4orf34	0.3005
MAF	-1.16333333333333
ADCY4	3.08866666666667
ZMIZ2	0.6753
SLC46A3	2.06
STAMBP	-0.1205
CCDC16	0.20075
MS4A12	0.219
TCF20	0.56475
LRRC46	2.596
C20orf152	0.86025
MRPS6	1.212375
ABCB11	-0.636
KCNC2	0.795833333333333
CDH19	-2.6095
C9orf123	-0.362833333333333
SSH3	0.941
LDLRAD1	-1.02025
CCBE1	-0.0245
ZNF135	0.51475
TAAR1	-0.081
WFDC12	0.242
CCDC42	0.339833333333333
FLJ12529	-0.50825
PER1	0.334833333333333
TIMM50	-0.691666666666667
SMARCAD1	-0.604833333333333
FAM26C	0.453
TP53TG3	-2.36333333333333
SH3RF1	1.0958
LMCD1	3.02925
GPR63	0.117
FLJ21986	-2.509
AIFM3	-0.0975
MICAL1	-0.4365
BLZF1	1.16366666666667
IQCA	1.14
PCDHGC3	-0.793
SAC	-0.07175
BCL6B	1.9505
DDO	1.51975
MARCO	3.90025
DCHS1	0.848833333333333
C1orf170	0.0771666666666667
CD200R1	0.262333333333333
C22orf15	0.0525
SEPT11	0.497
ADNP	-0.46725
UST	-1.1604
C13orf34	-1.67766666666667
RFFL	0.496142857142857
APBA3	0.1665
C2orf60	-0.357125
CUTL1	-0.447
PMS1	-0.579
ZNF689	-1.037
EIF3E	0.121166666666667
IL9	-0.215166666666667
RPL31	-0.7855
LY9	0.259166666666667
ATP2B3	-0.2285
KDELR2	0.4135
TFCP2	-0.108375
NLRP12	0.982375
FLJ45422	-0.59975
TLE4	-0.6674
ZNF570	0.041
FLJ43806	-0.2085
TLK2	-0.374
CIR	0.4455
MARS2	0.0525
COL24A1	-0.1275
SDF2L1	-0.77
HIBADH	-0.359666666666667
IGFBP3	-3.03757142857143
C12orf23	0.362375
PSPC1	-0.46575
C20orf43	0.28725
TRAV20	0.00849999999999999
ARHGAP24	2.28475
KIAA1975	-1.291125
C1QA	3.4207
DNTT	-4.68733333333333
C10orf6	-0.472916666666667
C11orf41	1.360625
HNRPF	0.012
COL11A1	7.32333333333333
UBAP2	-0.663333333333333
CDKN2AIPNL	-0.453
C20orf174	2.27675
SPRED2	-0.0995
