Hybridization REF	TCGA-A2-A0CS-01A-11R-A115-07
BARHL1	-0.055
FLJ16165	-0.0395
PIWIL2	-2.658
SYNE1	0.903818181818182
CMTM4	-0.286125
TSPYL1	1.021
GUF1	-1.08933333333333
TMEM157	1.925
WDR44	0.16475
HIST1H3C	0.00875
DKFZp666G057	3.7185
RNPEP	0.255
GAS2L2	2.22433333333333
ADH4	-4.61225
GRPR	1.59116666666667
FBXL17	-3.05325
ZBTB10	1.02966666666667
Gcom1	0.174
HTRA1	2.4065
ZNF585A	0.399
SLC26A2	0.679285714285714
OTOP3	0.272833333333333
WISP1	4.31311111111111
ATP2B4	-0.925666666666667
FLJ10769	0.71975
CRAMP1L	-0.201875
CHST12	-0.89475
RAB22A	0.598333333333333
TARDBP	-0.466928571428571
STAU1	0.7455
CRB3	2.20316666666667
MIG7	-1.88375
CHMP1A	-0.697833333333333
ZNF160	0.802375
B3GALT6	-0.5425
BARX1	-2.58683333333333
C6orf167	-1.329875
NXNL1	0.592
DHX29	1.088625
HADHB	-0.0265
PLXNB2	0.418
ILDR1	-1.4215
SLC15A3	2.873
GAS2	-5.022
C20orf69	-0.29575
NUMB	0.441
TNIP1	0.461
MESP1	-0.0481666666666667
PSKH1	-0.786
NSFL1C	-0.04375
RHOG	0.74725
HEY1	-2.84183333333333
KNG1	-1.520375
ITGAX	1.4814
LIN9	-0.585666666666667
CANT1	1.1415
XRN1	1.12492857142857
CCDC96	1.6702
HEATR6	-0.478166666666667
GNG7	0.256166666666667
RUNX2	1.448
SOX1	-0.6965
FCRL5	-0.3668
ZNF99	1.095
FAM9A	0.2805
SNX22	0.4415
MBNL3	-2.47716666666667
ODC1	-3.5946
ADORA2B	-2.3915
NR2F6	-0.74875
ZFYVE16	0.545611111111111
SYNJ2BP	1.4512
POLE	-1.262125
E2F2	-2.176375
THRA	-0.225
PTGES2	-1.19266666666667
HIP1R	0.254166666666667
TMUB1	-0.729333333333334
ENO3	-2.57475
RSPH10B	0.61
CXorf39	1.070625
IRGC	0.117
GPR109B	-0.61775
FLJ13305	0.7755
LCE3A	-0.1935
TNFRSF18	-1.02933333333333
DET1	0.23625
TRPM3	0.055
C16orf79	-1.933
FECH	0.128166666666667
RAP2A	-0.0321666666666666
CRIP1	3.861
AZIN1	0.003625
SLC7A7	3.271
IL10RA	0.71
TMEM64	-2.04075
CDC42EP4	1.0881
C16orf58	0.073
ARG2	-2.18975
POU5F1P4	-4.86925
FAM62B	-0.051
DNAH8	-1.8139
ASH2L	0.39575
TSLP	-3.751
CNTNAP5	-0.164166666666667
TMEM16C	-0.4945
IFNA14	0.7205
SLC1A3	0.654
CABYR	2.196
BCL7B	-0.5991
NUDT13	-1.0255
C13orf28	0.3975
C1orf53	0.94
ARL6IP4	0.1479
RPL35A	0.13375
EMR3	1.27275
RAB40C	0.524416666666667
SLC41A1	-0.631
LRCH1	-0.63275
LY6G5B	-0.7415
FAM124A	-0.157142857142857
MGC10981	-4.43466666666667
CLIP3	0.5553
MAP4K2	0.178166666666667
CHIC1	0.77975
SULF1	3.32283333333333
C20orf30	0.5735
PRDM5	-0.389875
ELOVL1	-1.028
C11orf48	-0.20125
SLC39A10	0.2275
KCNV1	0.042
ACP1	-0.526
ZMYM2	-0.629375
B3GNT6	-0.0451666666666667
C9orf69	-0.19425
C2orf15	1.45725
C20orf166	0.182
HSP90AA6P	1.414
EDG7	0.226
NEURL	-0.493
LPL	0.436833333333333
CLEC2D	-0.277642857142857
GRRP1	0.988
CD8B	-3.6605
HIST1H3D	-1.21316666666667
SLC6A12	1.0985
FAM27L	-0.255
CD84	2.4157
RASA1	0.9665
PHKG1	-0.852
MAGEA11	-1.2315
IMPA1	-1.5377
NPM3	-1.4795
RARRES1	1.0955
SH3BP1	-0.609125
B3GNTL1	-0.6395
ARPC5L	-0.1095
KLHL26	0.7685
SIM2	0.916875
GJC1	-0.0115
C20orf194	0.55875
EXO1	-2.70125
SLC2A2	-2.80783333333333
LOC285074	-0.909
LRG1	1.92425
KIRREL	0.3035
PIK3R1	2.10407142857143
C4orf34	0.5605
MAF	-0.441333333333333
ADCY4	3.05833333333333
ZMIZ2	0.3324
SLC46A3	2.0155
STAMBP	0.236166666666667
CCDC16	0.6965
MS4A12	0.545
TCF20	0.07975
LRRC46	3.18525
C20orf152	0.86525
MRPS6	0.24575
ABCB11	-0.075
KCNC2	4.98633333333333
CDH19	-1.81966666666667
C9orf123	0.0973333333333333
SSH3	1.368875
LDLRAD1	1.64675
CCBE1	-0.4495
ZNF135	0.42575
TAAR1	-0.6675
WFDC12	0.429
CCDC42	0.162333333333333
FLJ12529	0.6045
PER1	-1.1665
TIMM50	-0.469666666666667
SMARCAD1	-1.485
FAM26C	0.4315
TP53TG3	-1.25266666666667
SH3RF1	1.9378
LMCD1	2.33625
GPR63	-0.215
FLJ21986	-2.203875
AIFM3	0.103
MICAL1	-0.811833333333333
BLZF1	1.36283333333333
IQCA	1.819
PCDHGC3	-0.6655
SAC	0.882
BCL6B	1.52583333333333
DDO	2.59325
MARCO	2.118
DCHS1	1.4405
C1orf170	-0.357
CD200R1	1.50266666666667
C22orf15	0.5755
SEPT11	0.674166666666667
ADNP	0.89175
UST	-1.1879
C13orf34	-1.6355
RFFL	0.515142857142857
APBA3	-0.1415
C2orf60	-1.088875
CUTL1	0.2289
PMS1	-0.984625
ZNF689	0.3585
EIF3E	-0.9605
IL9	-0.8415
RPL31	-0.21475
LY9	0.203333333333333
ATP2B3	0.17975
KDELR2	0.473791666666667
TFCP2	0.794375
NLRP12	0.205625
FLJ45422	-0.317
TLE4	-0.7021
ZNF570	0.783
FLJ43806	-0.69
TLK2	-0.00837500000000001
CIR	1.08475
MARS2	0.514
COL24A1	1.77975
SDF2L1	0.066
HIBADH	0.0636666666666667
IGFBP3	-1.76107142857143
C12orf23	0.699875
PSPC1	-0.318
C20orf43	-0.12575
TRAV20	0.372
ARHGAP24	1.179125
KIAA1975	-1.17775
C1QA	3.3907
DNTT	-5.56033333333333
C10orf6	0.2875
C11orf41	0.4295
HNRPF	0.57625
COL11A1	7.9325
UBAP2	0.710833333333333
CDKN2AIPNL	-1.8795
C20orf174	2.663
SPRED2	0.131
PLA2G12A	0.206166666666667
ICEBERG	-1.71716666666667
SCN10A	0.423
C11orf65	0.51275
GBP5	4.28975
PITPNC1	-0.129333333333333
POU3F3	-2.717
NCOA7	-0.72225
LIN7C	-0.286
LOC348840	-1.057
NKX2-2	-3.01
ANKRD13D	-0.878625
LOC123688	-0.095
FUT2	2.4045
TAAR8	0.4705
FZD4	0.324166666666667
PNMA3	-0.814166666666667
OR4L1	0.229
WIT1	-2.9085
EXOC3L	1.44225
ATPBD4	-0.0127
KRBA1	-1.14725
UBXD6	-0.84425
HOXB7	0.217357142857143
C7orf23	-0.424
UNQ338	1.08725
STAB2	0.88175
CDC20B	2.1325
IRF9	2.66275
CENTG1	-0.124416666666667
TNPO2	-1.15775
MCPH1	0.92225
BMS1P5	-2.42175
SLC26A7	0.153
HIST1H3J	0.86225
C9orf3	0.2414
LBH	0.458125
MYO1D	1.435125
PTDSS2	-0.15575
NFU1	0.39075
DEPDC4	-0.59075
WNT7B	1.7834
GLP2R	0.1055
SETD4	-0.6253
DYNLT3	0.3405
FKBP11	-0.776
SESTD1	1.31216666666667
FLII	0.569
RPS16	-0.2703
CHPF	-0.1825
CSNK2A1	0.0188333333333333
SUMO1P1	-0.50025
FKBP6	-0.7585
ZNF214	2.92833333333333
TWIST1	1.10416666666667
DDX56	-1.5755
TRAM1L1	2.0166
EPO	-2.9615
MRPS18B	-0.5685
ZNF682	0.399833333333333
RPL14	0.252833333333333
MAFF	-0.18575
LOC51136	0.06625
LY96	0.00775
DDX20	-0.31175
ABTB1	0.1175
ARL5A	0.4391
CCT6A	-1.28925
HEPACAM	-1.8385
EHHADH	0.28
RBAK	1.163
CGB1	-0.69175
ITGB5	1.6194
YIPF3	1.27225
FKBP2	0.928
NR1D1	-0.6291
TMEM110	0.3425
NEK2	-1.153
PRAMEF8	-3.0525
C20orf52	0.689166666666667
PCDHGA3	-0.202
VWA3B	0.6145
NDUFA5	0.325375
THAP9	-0.22825
FLVCR2	0.3385
AP1S1	-1.422375
SMAD6	-1.27275
SAV1	1.007625
SAT1	0.919875
ZNF251	0.738625
ADAMTS7	0.016
RPP38	0.546
C1orf211	-1.7295
YPEL2	2.00885
RBMS1	-0.463
ZNF445	-0.109333333333333
NRXN2	-0.6775
PGBD4	-0.1855
UGT2B28	5.604
WBSCR16	-1.0805
NLRC3	-0.2245
ASTL	0.35375
ST6GALNAC1	-2.2475
ZADH2	0.037125
MLLT4	0.37075
ARL6	0.673333333333333
MEF2C	0.45
CBFA2T3	-0.434
AFF3	1.04742857142857
COG7	0.515
MYB	0.596666666666667
PLXNA3	-0.471
XRCC2	-1.99433333333333
MMS19	-1.081
ST8SIA5	-0.830625
CHPT1	1.91733333333333
KIAA1712	-0.8975
OR6X1	0.356
ACTR3	0.35
UGCG	2.28516666666667
OR4P4	0.905
ZAP70	-3.66475
LPP	1.628375
ZNF485	0.86525
PTPRCAP	-0.59375
IL12RB1	0.39375
ATRX	0.5957
CHST8	2.875375
C14orf109	0.3905
ARV1	0.794
NMB	-1.428
COX5A	-0.887666666666667
EIF6	-0.40425
MPPED2	-1.35483333333333
SEMG1	-1.378
CHRDL1	-0.407
TRAF3IP2	1.31925
WNK2	-0.413125
LILRA4	2.17733333333333
LAMA2	5.059
PXT1	0.508
RLBP1	-3.771
CD300C	0.14025
SLTM	-0.161125
FLJ10404	-1.2900625
APOBEC3D	-3.12916666666667
RENBP	0.882
ATXN7L1	0.64525
NID1	1.19425
TUBGCP3	-0.531
ITIH5	0.867444444444445
CCDC110	2.48775
C8A	-2.874
MGC87042	0.1705
HOXC13	1.15875
TFDP2	-0.36075
HCP5	1.301
POLI	1.277
UCN	-1.78566666666667
ZNF764	0.6915
C8orf45	1.38175
FHL3	-0.352
SPATA5L1	-0.84575
MMRN2	2.2565
NDST1	0.408666666666667
COL20A1	-0.507833333333333
ZNF248	-0.757833333333333
PELP1	0.006
MBL2	-2.41616666666667
RNF41	0.88575
C5orf24	1.357875
THOC5	-1.16825
SERINC3	0.45225
RP11-151A6.2	0.7155
CDCP2	0.160666666666667
HIST1H2AA	0.834
C11orf75	0.0921666666666667
FKBP7	0.6335
DDOST	-1.11225
GPNMB	0.536166666666667
TTF2	-1.50233333333333
KCNT1	0.0341666666666667
SLC39A14	-1.144625
NGRN	-0.081
GPR137B	2.02325
MECP2	0.856
PSMA1	-0.42225
C16orf73	-5.249
TMEM60	0.603333333333333
CSN3	0.388
NOS1	-0.00766666666666666
RAB7L1	0.369666666666667
YBX2	-0.6055
KIAA1166	-0.96575
FUBP3	0.108166666666667
ABCG1	1.625
ACACA	0.554083333333333
ARL11	1.57
ATOH1	0.171
ODF1	-0.428166666666667
CREB3L3	-1.56766666666667
TMEM127	1.70914285714286
DSCAML1	-0.663
PLN	0.688166666666667
LYPLA1	0.3985
PRDM9	-1.95575
SASP	-0.42
PLUNC	0.000166666666666676
INTU	-0.08375
HISPPD1	-0.114
LNPEP	0.297333333333333
YARS2	-0.3295
APCDD1L	-0.614
ZCCHC4	-0.7569
FBXO22	-0.662
TTLL13	-0.0675
ZNF669	1.55583333333333
PTGDR	1.30025
DDX27	-0.14775
KIAA0409	-0.210666666666667
GJB6	0.38425
ASB8	0.86825
PLP2	0.286666666666667
MEPE	0.103
OR10J5	0.397
KRT222P	4.5815
COQ7	1.054
C1orf101	0.9335
RERG	3.7946
CHMP5	0.2545
THAP11	-0.603375
ZNF43	1.1595
ZRANB3	0.102833333333333
KRT13	-1.0255
MRPL19	-0.5355
RBBP9	0.332
SPATA17	1.992625
BXDC5	-0.120833333333333
PAFAH1B1	0.0507499999999999
MAGEE1	0.8775
OSTF1	0.47175
KIAA0323	-0.00558333333333334
TXNDC13	1.05316666666667
CNTN4	3.7905
LCE1B	1.021
UNQ501	1.378
ZNF154	0.45275
C3orf64	0.29825
SYT5	-0.1373
PON1	1.55916666666667
FLJ10357	0.01175
ATP4A	-2.4395
GNPDA1	-0.565166666666667
MGAT1	0.421
C14orf121	0.0585
SLC35B2	-0.58625
MIER3	0.861333333333333
CHEK1	-3.272
ZNF8	0.5535
TXNDC1	-0.287
CKB	-2.7331
RTN3	0.244142857142857
FZD2	0.744
PART1	-0.630875
PSMB6	0.021
PCDHB8	-0.729
PHC3	0.9764
PPP1R8	-0.712833333333333
NOVA2	1.335
TNFRSF11B	-3.165625
GOLPH3	0.730666666666667
UBLCP1	0.2355
SUHW3	-0.72225
TTLL1	1.4575
OPN4	0.8345
OR13G1	-0.1275
ZPBP2	0.019
HSD17B11	-1.8655
C9orf50	0.394
DHDDS	-0.524857142857143
CTSW	0.7904
NEFM	-2.11983333333333
MRPL28	-0.85875
SYN1	-0.838833333333333
PIGV	0.618833333333333
ZIM2	-1.0925
APBB1	-0.202833333333333
SND1	-0.7325
C1orf123	0.202666666666667
CHD3	-1.2905
BHLHB8	0.07525
RNASE2	-0.007
BCAP31	0.085125
SLC25A44	0.687666666666667
CHD6	0.9243
PIB5PA	1.75223076923077
SELS	-0.01025
LOC541471	-0.414
FAT2	-0.1375
ZNF81	0.334
OR4C16	0.4605
FLJ10081	0.0915
LRRC4	2.083
CS	-0.763333333333333
N4BP2	-0.129
IGFBP7	2.09525
ZNF318	0.0776666666666667
NDNL2	1.075125
ZNF609	0.8025
SIRT4	1.474
EXOSC10	-0.55925
ECE2	0.0295
OVGP1	0.2835
GTPBP3	-1.6035
PACS2	-0.4358
C19orf36	-0.175166666666667
ARL4C	-1.17525
ATG4B	-0.67725
UBQLNL	0.1665
RHOXF2B	-4.3795
PLEKHG2	-1.1385
GALR1	-0.56
AQP4	-0.0446
HDAC7A	0.0623333333333333
DCUN1D3	0.4515
OR8A1	0.425
CCRN4L	0.212
CBR4	-1.03066666666667
KIFC1	-3.63566666666667
SLC7A14	-1.8432
LHX5	-1.757
TRPC7	0.146
LPXN	-0.66175
SERPINA1	-1.468375
RPS13	-0.3409
BPIL3	0.00899999999999995
PRKAA1	-0.95175
FADS2	2.1751
ENAH	0.91825
PRO1768	-0.662
APBA2BP	-0.715
LIPH	2.53766666666667
C3orf33	-0.11575
RCC2	-1.03564285714286
ALDH1A2	-3.841
RNF103	2.15975
AHCY	-0.99075
ALG12	0.408
CCL17	0.90075
ZNF543	1.15416666666667
ESRRG	3.0648
CNGA1	-1.571
RDH5	-1.5395
OTX1	-0.4626
PTGFR	-1.21333333333333
CDR2	0.333125
SELE	2.69625
NLGN2	-0.265333333333333
EXOSC9	-1.40175
ZNF566	0.543833333333333
KLRC2	-5.962
GPR12	0.573
KIAA0196	0.647
PDRG1	-0.004
SSR3	-0.193857142857143
MSI1	-0.0805
CST9	1.132
CC2D1A	-0.083125
PLAGL1	-0.556166666666667
ZNF778	-0.211
RNF2	0.700625
KLF6	1.02116666666667
THBD	3.00066666666667
tcag7.1314	1.12675
NR5A1	-0.342
ABCD2	0.1935
DNAJC7	-1.97025
CLEC4C	-0.262
TM2D3	0.2585
CCDC4	-0.9545
PLAC2	0.738
DCD	6.8585
FAAH	1.52975
POLA1	0.675333333333333
TM7SF2	-0.247625
FLJ39822	-1.12566666666667
FLOT2	-0.053
MAP4K1	-0.542666666666667
SRP68	-0.308875
C21orf74	-0.524
ARPC5	0.349625
LOC126075	2.608
HECW2	0.451125
ZDHHC4	-0.47175
ANKRD42	2.5462
PDE9A	-1.81033333333333
ABCA8	-1.465
NDUFS2	-0.1885
UBR5	-0.43625
BTBD16	-3.132
LOC554174	-0.013
ZNF20	2.129
KIAA1843	1.267
WDR17	0.55
C15orf33	0.7685
RNF113A	-0.524
CAMKK1	-0.9295
CLCN2	-0.74625
ANXA6	0.312
LOC340069	-0.174
EMID1	0.20725
DPM3	0.122416666666667
ELA1	0.608
SLC25A13	-1.3634
KRT24	0.2685
SMPD1	0.5265
TH	-0.121625
COL6A2	1.78914285714286
ANKS1B	2.4745
GPR126	-3.108
ZC3H12A	-0.545833333333333
TMEM47	0.129833333333333
C2orf51	-0.318
C1orf88	3.7215
HSF2BP	0.76825
AKAP10	0.77775
RPAP3	-0.35
KLHDC8B	-0.193125
STOM	1.5787
MUPCDH	-0.2105
C10orf72	0.388857142857143
PLEKHA3	0.329333333333333
TCP11L1	0.27625
CWF19L1	-0.36075
SPEF1	2.23761538461538
YSK4	2.67
ELN	2.6679
SAMD8	0.959833333333333
MPI	-1.20216666666667
MEPCE	-0.818
ABCC3	-0.990625
NANOGP1	-4.472
KCNK17	0.835
HLA-DMB	4.28066666666667
RRAGA	1.41375
ANGEL1	0.3425
RBM32B	0.252
CPN1	-3.345
MGC52282	0.138
HLA-A	1.26683333333333
OR9G4	0.124
EDNRB	-1.69925
SCD	-0.174571428571429
C14orf80	-0.707333333333333
BAGE2	1.184
RABL4	1.13516666666667
RCVRN	0.338
SHANK1	0.31
NLRP7	-4.641
CD226	0.35775
STAT3	1.1905625
SYNJ2	0.0372
TPCN2	-0.747166666666667
WDR36	-0.801333333333333
MBD4	0.2185
ROBO1	-0.6844
ST3GAL6	-3.88875
SLAMF8	3.53016666666667
ATN1	0.4405
GPR141	0.73875
KRT36	0.353
TPH1	2.0185
DDX52	0.4255
ZSCAN29	0.2715
TRPT1	0.0895
DPEP3	0.7235
DENND4A	-0.20725
TSPAN16	-0.14
PTCHD2	-0.494
LOC145814	0.0615
CAP1	0.875166666666667
EIF5A2	-0.0757
NT5DC3	-1.300125
SEPT9	-0.485625
SEZ6L2	-1.07675
EGFLAM	2.9715
VPS11	-0.100875
NDUFB5	0.144833333333333
CIDEA	-0.287
IER5L	0.06625
N6AMT1	0.81725
FAM83C	-0.05225
OXR1	0.85225
IRX1	0.3195
DGKB	-0.538666666666667
GCN5L2	-1.1755
MIR16	1.45675
FBXW9	-0.504
WDR4	-1.826
PDC	-0.655
VPS33B	-0.7925
HEXB	-0.163
FLJ32214	0.03675
TCEB3	-1.22625
CRLF1	-4.07825
ABI3BP	1.14025
C8orf22	-3.942
PYCR1	-1.054625
KIAA1706	0.69
CDK5R2	-0.1555
WAS	0.6615
C12orf60	0.01875
CCBL2	-0.120375
MADD	-0.625
C5orf34	-1.0575
WDR42A	0.9432
KLF12	-0.34925
HSPA1A	2.0655
ITM2C	-2.14108333333333
DAPK2	1.823
LOC442590	0.2405
SUMF2	-0.88275
CENPA	-3.04376923076923
TMED5	-0.979375
CDH6	-1.0565
BRP44	2.024375
THG1L	-0.077
GABRA2	-0.63975
C14orf166	0.35225
MYL1	-1.16966666666667
TNFSF18	0.5445
PAP2D	-1.117
PPIB	0.24375
KLHL4	-0.838571428571429
SFN	-0.823166666666667
CCDC127	0.609
FRAP1	-0.2465
GOLGA5	1.591
SDCCAG1	0.08475
MGC21675	0.127833333333333
C10orf95	-0.95675
KIAA1345	0.724333333333333
C1orf163	-1.545
LACE1	-0.2625
OR10K2	0.3095
CENPN	-2.92632
TMED2	0.4525
UGT1A6	-1.0265
ANG	-0.6415
U2AF1	-0.7825
CASC2	1.59283333333333
NMT2	-0.238
OSGEPL1	0.356375
DFNB31	-0.3735
SLC6A20	0.020125
DKC1	-0.7825
FXYD4	-0.88875
WDR64	0.174
MGC5590	0.7815
CREBZF	-0.190166666666667
DAZ1	0.24625
PRPSAP1	-0.08975
GCHFR	-1.8345
TTC7A	-1.05825
LOC196993	1.546
UBD	2.37933333333333
S100A1	-0.889
RPL6	-0.135833333333333
DNAJB6	0.61185
NAGS	0.7235
C2orf58	0.303
KERA	2.03083333333333
MT1X	-1.195
UBE2B	0.6411
KEAP1	0.1145
MST1	-3.55225
OMA1	0.245
ABLIM2	0.92675
BCL2L13	0.122
JAZF1	0.5535
TMEM63B	-0.1085
S100A8	-0.103
ARFIP2	1.023
UROS	0.0455
KHDRBS2	-0.711
POLQ	-2.946
SOAT1	-0.0185
SPAG4	-1.19525
MRPS30	-0.4035
LOC494141	-0.27925
OR2T11	0.385
ORAOV1	-0.8776
ZNF184	0.119666666666667
TCEB3B	-0.107833333333333
ADAM21	0.523
GDPD1	1.3395
SPINLW1	0.673
PRR14	0.604833333333333
KCTD9	0.2948
NUDT3	0.25825
KIAA1822	0.5388
HIST1H4K	0.9905
DFNA5	-1.933
GABPA	0.64475
C14orf44	1.67675
POLB	1.34725
PTAR1	-0.7415
SEC31A	1.3505
TRIM58	2.15925
TAS2R14	-0.431
VPS8	0.645375
H1F0	1.058
PRKCB1	-1.52366666666667
UGT2A1	-0.0215
TOR1B	0.90525
LSS	-0.964833333333333
C2orf19	0.0205
HNRNPC	0.338714285714286
TMEM100	-2.40933333333333
LOC116349	0.33175
OR51M1	-0.142
CCDC142	-0.81925
ISG15	2.3591875
ZCCHC14	-0.18525
CREBL2	1.629125
TGDS	-1.586
DC2	-0.53375
CACNA2D3	0.948142857142857
ZNF429	1.1885
LYPD6	2.2035
SUCLG1	-0.238333333333333
OR51I1	-1.309
MAGEH1	1.397
PRPF40A	-0.213
SMR3A	0.203
SPINK2	-1.3005
THAP2	0.408375
NPY5R	0.771625
IRF4	-2.594125
SPESP1	-1.21133333333333
OR10S1	0.5405
DTD1	-0.94225
TUBE1	-1.24525
DDX19A	-1.2015
PDPN	0.216875
TMEM34	0.449583333333333
MGAM	2.3925
COL3A1	6.27094444444444
GFM2	-0.3689
OR5A2	0.147
PSG9	-1.0195
ARHGEF11	0.2685
IVNS1ABP	-1.108
SIGIRR	1.024
DUSP19	-0.404125
DNAJC14	0.5235
ACSS1	0.444
IL1RAPL2	0.378
C4orf30	-0.1075
SEPT4	1.978
LANCL3	-2.34625
SPAG17	4.45633333333333
PRDX3	-0.36425
HNF1A	-1.468
P4HA2	0.3025
RFWD3	-0.754666666666667
MOV10	-1.2265
DNAJA5	1.32478571428571
LOC729440	0.3185
LOC200383	2.09675
SMC2	-1.24575
MIXL1	-0.854
TMEM9	0.03575
FAM86A	1.347
ZNF174	1.0426
MYH14	-0.78375
CCR8	0.388333333333333
VPS37C	1.19483333333333
GPATCH1	0.523
B3GNT8	2.039
TBX4	-1.00625
CNR2	0.377833333333333
PCDH1	1.086
C5orf29	4.334375
OCIAD2	0.46675
PLCG2	0.33575
KIAA0247	1.464625
HRH3	-0.021
CAPN13	3.485125
CCR1	-0.1423
MGC15523	-0.322611111111111
UVRAG	1.4265
DNAJA2	-0.807833333333333
ITGA2B	-0.676333333333333
CLDN5	2.61175
PTPRN2	-1.87678571428571
ZNF512	-0.176833333333333
PSAP	-0.312642857142857
CCDC140	1.0865
LRRC55	0.10675
CYP26C1	0.4035
C8orf47	1.80675
LYN	0.241375
DUSP6	0.681
TGFB3	3.09466666666667
ELK1	-0.8052
PCDH11Y	-0.558
HGD	-1.75
C17orf58	0.876
MYO3A	0.012
SERPINE2	-4.0155
AARSD1	-0.6135
C14orf73	-1.42525
ADAM33	-0.1065
ZNF491	1.1135
MAPK6	-0.698333333333333
TCN1	0.139833333333333
SLC24A6	0.8785
UBE2R2	1.387
H1FNT	0.5055
TATDN2	0.113
LILRB1	2.05375
P2RY5	1.1845
NUCB2	1.80875
C2orf37	0.517
SNX27	2.1005
MTA3	0.695
FOXO4	0.679375
ID4	-0.255166666666667
SOX5	-2.803
PXMP3	0.52325
OR52M1	-0.001
SFT2D3	0.1135
INA	-3.38066666666667
MCOLN1	0.196
NFIX	1.164
CLEC14A	5.34483333333333
HIBCH	-0.0256666666666667
PLA2G5	0.682
TIMM10	0.2915
MED17	0.4475
COL4A4	-1.3085
TPP1	1.55566666666667
GJA3	-0.611
TMPRSS5	-2.03675
AADACL3	0.5625
DNMBP	0.59325
ENPP5	3.373
NQO1	-1.2742
ZSCAN2	-0.5575
SEC24C	-0.4405
GTF2A1L	1.0025
AXIN2	0.00760000000000001
FAM33A	-1.29758333333333
C16orf13	0.167
SPNS2	0.32575
TAF1	1.15575
AP1G2	0.252333333333333
RBM42	1.4965
HCN2	-1.7085
EFHB	2.64416666666667
RUSC1	-0.0921666666666667
GRIK5	0.179
USP21	1.38333333333333
ATAD3C	-0.921
ORMDL2	1.516375
PRSS7	-3.77825
PSAT1	-6.268
FLJ13195	0.274833333333333
TBC1D1	0.235
IFNG	0.4465
OTOS	-0.0666666666666667
ZNF773	1.23433333333333
EMD	-1.5075
RETN	-0.4395
CCL8	3.637
APH1A	-0.348375
COX18	-0.119125
GTF2IRD2	-0.096
CCDC82	-2.13416666666667
PAFAH2	0.4989
NPEPL1	-1.2018
RP11-114G1.1	1.2165
TP53INP1	1.518625
ZNF300	-1.52933333333333
FOXL2	-1.96475
LARP2	-0.06925
LATS1	0.4545
HTR6	0.3325
SPOCK2	-0.359833333333333
RNF144B	2.96966666666667
HTATIP2	-0.154875
MGC10334	-0.469083333333333
CENTA2	2.18083333333333
FGF2	-2.5165
FXYD7	0.35725
PHYHIPL	-1.765375
GPR34	4.22575
DDX6	0.0981666666666667
OR10W1	0.2265
LHFPL1	-0.847
ZNF313	-0.629357142857143
VPS28	0.9685
AP3M1	-0.2316
AKR1CL2	-1.25675
TRAF4	-1.199875
OR2B11	0.2665
C19orf12	-0.352166666666667
AKAP9	0.393333333333333
C1orf62	-0.155666666666667
SLC20A1	-1.872
FAM112A	0.263
LDB2	0.02675
MRPS23	-0.90475
KLK5	-0.2325
SPTB	-0.4747
EFEMP2	0.60775
EFNB2	0.033125
PCM1	1.30842857142857
NMNAT3	3.24125
TSG101	0.717166666666667
C8orf40	1.21733333333333
NOB1	-2.01175
ABHD3	1.4905
GTF3C4	0.183125
PIGN	1.7925
GALNTL1	-0.49925
AEBP1	2.307625
OR9Q1	0.3855
ANKRD2	-0.31275
CCL28	0.62475
TRIM38	0.722166666666667
TMCC1	0.564833333333333
SMG5	-0.548
LRRC7	-1.168
NCAPD2	-1.585
C6orf153	-0.761
C1orf74	0.575
OTUD6A	0.293
DCP2	-0.4565
TMEM24	0.70775
RPL18	-0.0583333333333334
TMEM177	-0.67625
LRRC37A3	0.33525
C1D	0.204666666666667
LDHC	-1.05775
UBE4B	-1.14583333333333
NIT1	0.516375
BTN3A3	0.92925
RASD1	0.03
COMMD3	1.1975
SHFM1	0.43025
BIRC8	0.54275
DUT	-0.26875
C12orf51	1.387
LRRC59	-1.23816666666667
LY6H	1.166
WDR22	0.949833333333333
EDEM1	-0.629714285714286
ADH1A	0.283
PANX2	-0.783
CYP11B1	0.59775
CDC73	-0.0635
GPR172A	-0.52025
GSTM3	2.265
KCNA5	0.00962500000000001
SERAC1	0.537833333333333
NFATC2	0.0445
ANAPC5	-0.394
C15orf24	-0.248
NFATC2IP	-0.193666666666667
TNRC6C	-0.0976666666666666
MGC102966	-1.682125
FGD5	2.434
MED9	0.2575
RAB13	1.02983333333333
C15orf49	-0.029
CRYGS	-1.5832
C12orf53	-1.0735
LOC283693	-0.066
COX6B2	0.092125
PHF14	0.372
FAM3A	-0.299375
RPL13	-0.2745
PRDX2	0.3317
FLJ34047	-1.55475
PRMT3	-0.80825
KCTD19	-1.014
TRIM10	-0.925666666666667
MGC26597	-0.0395
GCNT4	0.33975
GPRASP1	-0.375
CDKN1C	-0.849
RHBDL2	1.6446
HSPH1	0.111
AQP1	3.042125
COL17A1	-1.2838
GFAP	0.6795
CDC16	-1.03025
KIAA1614	-0.6965
C6orf118	3.7965
ZSWIM5	-2.356
FAM83F	3.36975
LYNX1	0.051375
SYNPR	-0.247
XG	4.18116666666667
PRSS16	1.00225
KIF13B	2.20807142857143
PCDH9	-1.192625
HIST1H2AH	0.987666666666667
RBM18	-0.0215
ZNF626	1.185375
HEXIM2	0.0748333333333333
ITFG1	-0.9565
TUBG2	-0.9645
SFRS7	-0.879833333333333
C9orf14	0.69
EXTL1	-0.852
GBP3	-1.7185
WDR5	-1.0715
