Hybridization REF	TCGA-A8-A09M-01A-11R-A00Z-07
RNF148	0.24575
H6PD	-0.243375
CAD	-1.18416666666667
ZNF449	0.6115
DOCK10	-0.5095
FAIM2	-0.2575
HEXDC	1.21125
PRB1	0.0835
C14orf148	-0.181
ETHE1	-0.55325
IRF5	1.6892
GNMT	-0.335333333333333
MGC16291	-2.369
RPAIN	0.0842857142857143
CAGE1	0.454
CNTNAP3	-3.3255
ACTR1B	-0.50975
EEF1E1	-1.199
MSX1	-0.69925
ESF1	0.00889999999999997
HSPC171	0.50425
MRPL2	-1.13066666666667
RDH12	-0.051
CELP	-0.842
METRNL	0.26825
C10orf116	4.38016666666667
C19orf48	-1.50925
ZNF346	-0.49225
NCR1	-0.6225
C10orf64	0.6065
CD52	1.7905
VPS18	0.772125
AP4S1	-0.169
NPBWR1	1.4005
TPK1	2.0865
UBA52	-0.350777777777778
RIPK1	0.321166666666667
CPNE3	1.0542
HSPC159	0.33625
C8orf38	1.28525
LRRC4B	-1.2055
PARP10	1.7728
ANKRD50	1.179
CXCL9	7.512
FGF18	0.527454545454546
EIF2A	0.92325
SLC20A2	1.1645
KIAA1549	-0.609083333333333
SPINT1	2.0742
ZNF584	-0.763
CRBN	0.4185
ABCF3	0.409666666666667
NCBP1	-1.0625
PLA2G4F	0.960166666666667
PCDH10	-1.40925
TTC21A	0.85825
C20orf144	0.7795
FGFR1OP2	-0.505666666666667
SLC9A1	0.0851
CHRND	0.4715
FOXF1	-2.381
KIAA1467	0.49475
TPO	0.0865
LTF	1.51578571428571
DNAJB9	1.04975
MRPS27	-1.2915
bA16L21.2.1	0.3085
WBP2	0.587166666666667
MRGPRX3	-2.221
PRPF18	0.34825
C10orf58	1.33525
SMOC1	-2.7985
ADAT3	0.2545
TMEM138	-0.00449999999999999
TMEM131	-0.417125
TIMM8B	-0.171
MYH7	-0.00333333333333334
ST6GAL2	0.429375
KIF1C	-0.0875
SUHW2	-1.5775
PAPSS1	-0.41325
CABP2	0.323
HOXA4	-2.0605
ELF2	-0.4955
SEMA3D	0.1061
MC5R	-0.281
OGFR	0.345
FLJ30092	0.618333333333333
TGFA	-1.7981
MMP17	0.235
KIF15	-2.373
CHIA	0.14
CATSPER3	0.50625
CEACAM7	0.19325
PADI2	0.864625
HOXA9	-0.8255
LNX2	0.518333333333333
TMEM144	2.23725
HIF1AN	0.4565
METTL7A	-0.3053
C6orf165	1.76166666666667
KIAA1468	0.8315
DSG3	-2.576
ZNF180	-0.2345
EIF4E3	0.1295
SLC46A1	1.5965
DKK1	-6.779
ZNF205	1.311
LOC162073	1.2455
COX7A1	4.96475
MAGEA1	-0.956666666666667
NEDD8	0.287416666666667
KLHDC5	0.301055555555556
C3orf19	0.499333333333333
MRPS2	-0.542
POLR3H	0.586785714285714
ABHD11	1.1874
TMEM17	1.595
PAIP2B	0.3439
MAT1A	-1.3805
LGI3	-0.1275
THUMPD2	0.155
TKTL2	-0.3835
XAGE3	-1.092
CALM3	0.631583333333333
C6orf136	-0.537666666666667
KCNC4	-0.0891666666666667
RGS9	0.572
ACIN1	-0.3765
SPATS1	-0.1915
XKR8	0.1
FAM84A	0.518333333333333
MS4A7	4.80427272727273
AGXT2L2	0.0615
OR1F1	-0.4325
SMAP1L	-0.61525
IPO11	-0.407375
ZC3H11A	0.1043125
C1orf151	0.525875
RNASEH2A	-0.99875
CCR10	-0.8085
TXNDC11	0.633666666666667
TMEM112	0.997875
MAP1B	-2.4235
NVL	1.29
PKM2	-1.35885
ARC	-1.45675
NUP54	-0.019
PPFIBP2	0.794666666666667
STAT2	0.96425
PTAFR	2.39983333333333
ROBO2	-0.958625
RNF40	-0.033
CCDC135	-0.903333333333333
IFT81	-0.3808
MORF4	0.16925
TM7SF3	-0.736
OR10H3	0.604
ABP1	1.277875
CHRD	0.5835
PLEKHA8	-0.308833333333333
NCALD	2.41516666666667
OR5AK2	0.39425
ACCN1	0.621
SLITRK1	-0.829
ARMET	0.32325
C9orf52	0.89325
REEP4	-0.68125
MTSS1	2.42125
ADH1B	0.627666666666667
DLD	-0.537
CDK5	-0.331
PPFIA1	-0.22275
WFDC3	1.6025
DNAJB12	1.4225
RANGRF	-0.0545
MLANA	-3.83425
AMY2B	0.52
KIAA0319	1.17925
RPS7	-0.9735
JAK3	0.1882
ARFGEF1	1.408
CXCL5	0.784166666666667
TRAPPC4	-0.17925
CETN2	1.4025
HSPC111	-0.4715
RHOBTB3	-0.751
PHLPP	-1.05
RGS10	1.3095
TMEM58	0.815
CHERP	-0.20525
HSP90AB3P	0.386833333333333
FSTL3	-1.13416666666667
PEX11A	2.275
OR5V1	0.6625
FCN3	2.094
PTPN3	0.376375
NPTX1	-4.9625
C21orf84	-0.7335
C11orf51	-0.403
ZBED2	4.204
FLJ90757	1.23575
NPY2R	0.38425
PLD3	-0.33875
SYT17	3.6775
SGSM2	-0.108
OR1A2	-0.00824999999999998
FOXP1	0.663375
SLC5A1	0.31025
POFUT1	-0.1688
EPHB6	-2.84233333333333
MYO1G	-1.425125
STAC	-1.6093
KLHL17	0.0158333333333333
RGMA	-0.6917
TJP2	-0.9523
FAM114A1	1.05083333333333
SERINC1	1.318
SLC9A8	0.721875
PEX19	0.29
EDN2	1.861
PSMD7	-1.11266666666667
C3orf41	-0.5585
UQCR	0.036625
PPP1R3C	1.3265
LRP4	-2.92166666666667
TM2D1	0.55075
TTC17	0.161875
C4BPB	-3.109
CCL25	0.46825
ZNF253	-0.620666666666667
CHRNA9	-0.57275
SOX11	-1.82475
HIVEP3	1.021
CGN	3.13766666666667
C3orf35	-0.012125
PKD2L1	4.59975
SYVN1	0.417125
PDE8B	-2.239625
LOC439951	1.52025
LTC4S	2.73116666666667
MIF4GD	0.690333333333333
SMARCA2	0.1200625
TUBGCP6	0.00716666666666666
CABLES1	0.47225
C16orf77	1.22116666666667
ZNF791	-0.099
FUT5	-1.905
ADH6	-1.80916666666667
P4HB	1.4105
CLDND2	-1.86025
ALKBH8	0.0405
PLAC4	-0.68425
F11R	0.483928571428571
MGC35295	2.14316666666667
PDZD4	-0.6435
LOC389073	0.02275
FAM80B	0.2875
PSMB1	0.888
TXN	-0.6375
VIPR1	0.8946
WBSCR18	0.9698
EXOSC6	-0.1715
ACTA2	2.9795
SP5	-3.777
ANKRD1	-2.565
DDR1	2.2177
ATP6V1D	-0.54825
PTGS1	-0.9265
RNF157	-0.6415
DCC	0.19575
SPAG7	0.5345
FBXO18	-0.432
UBE3C	-0.1857
HOXC6	-0.07475
LRP2BP	-0.0856666666666667
MYST2	0.05
PDSS2	-0.36625
ATE1	0.0535
ARAF	-0.656
KLF10	0.14575
PLA2G2E	-0.16975
ASCL1	1.6685
TSNAXIP1	1.7615
FAM131B	0.0245
IFNA10	0.2705
NUP43	-1.269625
FAM44B	-0.3245
L1TD1	-5.1325
NMD3	-1.2655
C18orf54	-1.2278
PHOSPHO1	0.076
RAG2	-1.4195
EMILIN3	0.2985
METTL3	-0.29425
VPS13C	0.570625
REXO2	-1.3855
ANXA4	-0.267
CA1	-1.09025
DCP1B	0.754
TULP3	-0.4415
ATP2A2	-0.607642857142857
ATIC	-0.037
ADAM15	-0.804583333333333
NPL	1.7545
LGR4	-0.2585
UEVLD	0.591166666666667
GAB1	0.47325
SNAI2	-1.04483333333333
ZGPAT	0.8586
SNF1LK	0.19125
DLEU1	-1.0145
UBE2Q1	0.05725
ZMYM6	0.187125
JPH3	-1.13116666666667
FAM38A	-0.543333333333333
PXK	-0.0325
DENND2D	2.43175
BAX	-0.58875
CP	-1.96336363636364
RPL37	-0.9827
G6PC3	-0.0315
NCOA4	-0.566333333333333
LRRC14	0.709125
GORASP1	-0.316
FCHO2	0.952125
CYP24A1	-3.4175
FXYD3	2.023
SMARCAL1	0.99275
ABCB8	-1.05716666666667
CCDC44	0.972
PRDM7	-3.12175
USH1C	-1.7985
DNAH5	0.275166666666667
SRF	-0.3355
MAL2	3.027
PGPEP1	0.242833333333333
SIN3B	-0.291
SEMA3C	0.329333333333333
GRAMD3	1.146
FBXO10	0.070625
OR5D13	0.6865
FLJ31818	-0.69175
CACNA1I	0.87125
S100A13	-0.182
TP63	0.419357142857143
ANXA11	0.2464
WDR66	-0.913375
CSF2RB	0.5145
IFI44	3.07075
DACT1	0.374
ANKRD23	-0.4325
ATP5G1	0.0238333333333333
C21orf70	-0.504833333333333
PPWD1	-0.963
DNAJC13	-0.31825
PAH	-3.924
PTCH2	0.6575
TRMU	-1.4625
CCDC9	0.0015
USP3	-0.4412
DCLRE1C	-0.1993
FAM55C	1.4365
FRMD4B	0.2625
CYP2R1	0.8095
RFPL1	-0.5135
XPO5	-1.16525
ARL6IP2	-1.7275
OSBPL5	1.65825
MMP9	3.057
KIAA0802	-1.22125
DHRS2	1.87383333333333
SGEF	1.524625
TXNDC10	-0.4365
EXOC6	-0.033
RPS27	0.328333333333333
PNCK	-1.8985
FSTL1	-1.4085
AACS	0.70525
SLMAP	-0.580666666666667
SAMD4A	-0.8958
ABRA	0.195
SMARCD3	1.19575
PKNOX2	-2.87483333333333
A4GNT	0.716
C9orf39	-0.717666666666667
RALYL	0.262
MGC33556	-2.6585
C10orf25	-0.0205
BBOX1	0.33275
NHEDC1	1.6745
XDH	-0.6405
GCSH	-0.9405
EDN1	-0.896
MTERF	-0.05025
CLK4	0.6025
ZNF799	0.363666666666667
KCNG1	-1.998625
CXCR4	0.563833333333333
PTPRR	-2.577
IRAK1	0.2865
LOC401397	-0.336
TMSB10	0.325642857142857
CXCL3	-3.3142
TMC4	2.7205
OR7A10	0.4665
STYK1	1.0235
CHRNA10	-0.021
CCNI	0.839
EP300	0.201357142857143
LOC165186	-0.232833333333333
HIC2	-2.20575
SDR-O	0.045
OR2W1	0.361
KCNA6	0.219
TRIM74	-1.61325
REEP6	0.41675
ATP5G2	0.072
ERG	0.157625
TMEM42	-0.00775
PARN	0.3145
SOD2	0.2446875
DIRAS1	-0.417166666666667
PNPT1	-0.596
JOSD3	-1.677
hCG_40738	-1.2635
PDE1C	-2.10875
SEMA4D	0.720125
AGPAT1	-0.388666666666667
NOSTRIN	0.49175
MAP3K3	-0.593666666666667
MAX	0.393142857142857
CAPS	3.00683333333333
SERPINA12	0.6675
OSBPL8	0.037125
RICS	1.6778
NR4A2	-0.142
PPCS	1.021
LONP1	-1.1045
SCYL3	1.26175
HERC2P2	-0.909833333333333
FIBCD1	-1.2285
C15orf41	-0.9785
DMC1	-1.63316666666667
C20orf27	-1.6535
RPS6KA5	0.4517
FAHD1	0.172666666666667
SLC12A4	-0.70325
BRCA1	-0.826333333333333
GBL	0.1245
SLK	-0.194833333333333
NUDT9P1	-0.988
NOXO1	2.982
USP52	-1.11575
BAZ1B	0.151375
SLCO2B1	3.37425
BBS12	0.972666666666667
LRGUK	-0.297
TERF2IP	-0.0375
COL1A1	4.2525
KIAA0090	-0.07775
GRK5	-0.315666666666667
AP1S2	-1.5989
TMEM52	-0.437166666666667
CA11	-0.838625
OR4A15	0.426833333333333
ACBD3	1.3737
SPAG11B	0.45775
PRDM2	0.7224
FOXP3	0.14975
SMYD3	-0.7178
LOC389199	1.511
LGI2	0.3885
NAPE-PLD	-0.0216
ANKRD6	0.5495
WDR45	0.3665
SHROOM1	-2.61175
PSCD3	-0.417
PYY	0.502
KCNC1	-1.761
ARHGEF9	0.4988
OR8J1	0.30475
GPR55	-0.128333333333333
NS3BP	-0.901
C10orf22	0.649666666666667
NAT8L	-0.79125
DUSP4	-2.2855
FOXM1	-1.94283333333333
GRAMD2	0.4249
ZBTB48	-0.394666666666667
BUD31	-0.3995
PABPC5	0.46
CCDC41	-0.3505
FBXO11	-0.326916666666667
C6orf148	0.247
RFXAP	-1.33125
C6orf15	-0.150833333333333
CDK8	-1.47883333333333
C6orf70	1.074875
TESSP2	0.1075
ALG2	0.4045
PPP1R3D	2.42625
TPM3	0.748388888888889
SYT13	3.67275
EPB42	-1.38966666666667
CETN3	0.208
PRY	-0.0775
NTHL1	0.810166666666667
POLR2B	0.028
RPS28	0.214166666666667
P2RX3	-0.02825
LYZL4	-0.108
WBP4	-0.2766
PMM1	-0.848
C11orf79	0.84275
CBLL1	-0.91425
IL1F10	0.284166666666667
VAX2	2.044
SETDB1	-0.491666666666667
LRAP	-2.94083333333333
GCLM	0.188166666666667
CPEB3	1.18825
PPM1A	1.24975
INTS1	-0.42075
CAMTA1	-0.269833333333333
SAMSN1	-0.87
LOC158830	-1.07833333333333
GMPPA	-0.182
AIPL1	0.22825
IL24	0.418166666666667
BDKRB1	0.0471666666666667
MLF1	1.0566
TAF12	-0.18325
ID1	-2.577875
THADA	-0.4505
PIK3CB	-0.68025
OR4N5	0.194
TBC1D17	-0.1695
COX8A	-0.087
CDCA4	-1.096
C2orf44	0.01225
ZNF534	-0.8405
IMMP1L	0.56275
NIPSNAP3B	-0.631375
FTMT	0.3925
PWP2	-0.692333333333333
MMP15	-1.2111
DNAH11	-1.981
MTMR14	-0.320625
DNAL4	0.85025
IPP	0.5465
TMEM59	1.03275
C1orf157	0.562
RGS4	-0.642333333333333
DDX18	-0.611666666666667
SNX6	-0.00800000000000001
ZNHIT2	0.6495
NCDN	-0.216
FLJ33534	0.59675
RAG1	-1.930625
OR4D10	0.733
PTPN5	0.231166666666667
POMT1	0.55925
LRRC8A	-0.3774
CYP1A1	-1.87425
CAPN1	0.0198333333333333
DDHD2	0.041625
GRIK2	0.122
GNRHR	0.338
PPBP	0.37775
HTR3A	-0.972625
SLITRK4	2.41675
ANKRD49	0.12825
BTF3	0.2141
SARS	-0.1105
C13orf18	0.290666666666667
CACNB1	0.0963571428571428
QKI	-0.658590909090909
SETMAR	-0.12175
MAN2B1	0.765833333333333
EML3	-1.50125
ACADL	-0.830333333333333
OFD1	0.077875
DEFB114	0.078
CGA	-1.0977
PEX16	0.382833333333333
LRRC10	0.123
GNG12	-0.74
C1orf152	-0.388
CHRM1	0.547
CD53	1.256
DBH	-0.67
TFAP2B	-2.900625
HIST1H2BJ	0.428333333333333
FAM46D	-0.096
TMEM11	-0.45375
C3orf32	-2.77825
PCCB	0.254875
IPO13	-0.230625
C6orf105	-3.925
COMMD5	1.74025
SUV420H1	-0.1449
LTBR	0.96775
ARHGAP15	-0.392375
HDHD2	0.54375
TDRKH	-0.1055
LOC401052	1.3205
PSG4	-1.536
GNB4	-0.8342
SPATA4	2.226
SLC9A3	-0.99
OSBP	0.315666666666667
NBPF3	0.0353333333333334
DOCK11	-1.1095
SLC39A5	-1.59
PRR5	0.4111
C10orf63	0.473
SMTNL2	-2.121
ADRA1A	0.19475
ASAH1	3.2392
DOM3Z	-0.7185
GIPR	1.02516666666667
AHI1	0.306083333333333
NADSYN1	-0.1555
RGS14	-0.0558
IL18BP	1.7282
RTN4RL1	1.8435
ARMC6	-0.37375
PSMD5	-1.18983333333333
HK3	1.8998
OR4S1	0.49175
RSU1	-0.4179
MAD2L1	-1.43044444444444
EIF4A3	0.68925
DLEC1	-0.562333333333333
E4F1	0.967666666666667
CHMP2B	0.4322
CAMSAP1	-0.1485
RPS21	-0.220166666666667
ARID5A	-0.485
UBE2N	0.2979
IGSF8	0.802333333333333
MAGEB6	-1.1285
ACAD11	-0.2291
MGC4172	-1.341
LMO4	-0.96725
KLKB1	0.45475
HP	-0.6845
HDAC3	-0.32125
SCHIP1	-0.75025
CLCA1	-0.012
OLFML2A	0.673125
C1orf112	-0.6995
KIF19	1.36233333333333
HAPLN4	-0.6083
CXCR7	1.76366666666667
GOT2	0.3475
RAB38	-0.231375
DCX	-0.756
PPM1H	0.850916666666667
NFYC	0.624666666666667
KIN	0.431875
ZNF228	0.869
PLSCR4	2.12883333333333
HIG2	-0.3785
FAM79B	7.81
C21orf86	-0.5514
KCNK10	-0.093
ZNF738	-0.801125
FSTL5	-1.04233333333333
OR6A2	0.0435
OTOA	1.18833333333333
EXOC1	0.406625
AHRR	-2.132875
PDAP1	-1.31233333333333
C19orf6	0.05275
ZAN	0.46625
LY6G6E	0.116
EIF4E2	-0.90125
C20orf198	0.41425
ZNF324	0.317
CYP3A5	-2.23116666666667
ENTPD7	0.531333333333333
MBOAT5	0.571833333333333
GJB5	-1.72675
TTC13	0.35025
S100Z	-1.12816666666667
KIAA0664	-0.357333333333333
PDGFRB	1.79525
IL17D	-0.76625
OR56B4	0.109
RDX	-2.11683333333333
SLC34A3	0.9075
IL28B	0.5345
JUND	0.8625
CHRNB1	1.3175
CAMK2B	-1.4285
FETUB	-1.89075
CXorf23	1.351
MRTO4	-0.859625
TTC3	0.311
NDUFB8	-0.102833333333333
EDG2	-1.91625
SEMA3G	0.42375
IL23A	0.265
GRHL1	0.0846
LOC441054	-1.16
WDR65	1.121125
PSTK	0.6375
STOML3	0.629
R3HDM2	0.1163
C5	-2.52975
SLC2A10	0.996833333333333
C3orf22	0.409
PAQR3	-1.43961538461538
ANKRD26	-0.09975
HCRTR1	0.171
LOC399947	-0.3565
PSD2	0.14325
TIGD2	-0.636666666666667
SCRN1	-1.021875
COQ10A	-0.71475
DDI2	-0.171
METTL7B	-1.15433333333333
UCN2	0.40325
FAM92A3	-0.48725
WDR16	-0.09075
ZNF511	0.297
ZMYM5	0.290625
POLR3G	-2.22525
ZNF586	-0.83875
C1orf49	0.316
TANK	-0.0193333333333333
RCAN1	-1.59666666666667
PELI3	1.724
LIMD2	-0.944416666666667
TMEM189	0.461
NTN4	0.336
LOC151300	0.497
CLEC2A	-0.785
GPR135	1.239375
DPYSL4	-3.0843
JAK2	-0.344166666666667
TSHZ1	1.32033333333333
TM9SF4	-0.13225
ZNF264	0.214666666666667
SIRPG	2.109625
BICD1	-1.06825
HERC6	2.80066666666667
METTL5	-0.668
CASP1	1.39025
PRRT1	-0.877833333333333
PLA2G4C	2.47266666666667
ICA1L	1.08571428571429
TPTE2	0.14
OTUD7A	1.05283333333333
AQP11	-0.5285
APOA2	-3.9894
KALRN	-0.8248
SECTM1	1.60025
IFNAR1	0.57825
TALDO1	0.497625
RAB11FIP4	0.840333333333333
EIF5A	-2.061
FAM49A	1.8155
NEGR1	-0.430833333333333
YTHDC2	0.410125
EHD2	-1.762625
NCF1	2.7775
SCRT2	1.138
HOXA5	-1.70033333333333
NUP133	0.51425
FGF12	-1.314625
SLMO2	0.251875
SNTA1	-0.36675
CACNG2	0.38225
GCM1	0.37
ELF1	-0.448
TLR5	3.76475
TCFL5	-0.655833333333333
RBMY2FP	-1.0175
LOC100125556	0.81925
FAM129B	0.100875
MAP3K7IP1	-0.068125
NCK2	0.401
OXA1L	-0.69625
FMO9P	0.598
ZSCAN12	-0.83925
PSMD12	0.629416666666667
HSCB	0.2785
CLDN10	-3.44575
MGC13053	-0.19875
HPCAL4	-0.973166666666667
ASZ1	-0.2465
MEX3D	0.0391666666666667
NFAT5	-0.6102
CSPG4LYP1	-0.5425
FBXO3	0.6793
DVL1	-0.3145
CMKLR1	2.83466666666667
TYMS	-2.484875
PEF1	0.71225
ZNF750	2.14316666666667
MCM5	-1.1299
MEGF11	-0.5435
KCNK7	0.1495
PTP4A3	1.261
C1QTNF2	-1.91816666666667
OR6S1	0.367
FAM122B	-1.394
ZNF551	-1.346625
HBQ1	-2.463
GEMIN6	0.227
ARSK	-1.33575
RBP7	2.95683333333333
CPNE9	0.6365
DSC1	0.847
LOC730112	-1.3215
MAP2K4	0.42275
HS3ST5	-1.623
EPB41L3	0.417
TEKT2	-0.264
CDKN2B	0.356583333333333
ZNF480	-0.466
MAP3K6	-0.5264
MAP6	1.468
HN1	-0.0561
OR2L13	0.194333333333333
SLC16A11	0.873
FAM96A	0.58075
APOL1	0.986
C5orf32	-0.0785
RTP1	-0.558833333333333
RNF175	-0.698625
ZBTB41	1.4085
AHCTF1	0.5038
SAE2	-0.1816
ITGA2	-0.231333333333333
MME	-2.252
CCDC14	-0.8655
MAST4	1.35121428571429
KRT33B	-0.558
KCTD2	0.403833333333333
WDR26	0.257416666666667
MFI2	-0.105375
NR4A3	0.02125
ARSA	1.675
UNKL	0.423333333333333
SULT6B1	0.755
CCNA2	-1.99516666666667
SOX15	-0.595
PPAPDC1B	0.796166666666667
C19orf44	0.6925
MCAT	0.7715
ARID1B	0.48025
OR52N1	0.2875
C12orf48	-1.56325
MAGI1	-0.158125
NIPA2	-0.09475
GBX2	-1.66875
RSHL3	0.014625
RAVER1	0.3795
C15orf17	1.29575
SLC30A2	0.151125
ZNF518	-0.505
PCYT1B	-1.267
C10orf114	0.389
EIF3H	0.83225
SLC25A39	-0.725333333333333
KIF1B	-0.143625
AMOTL2	0.184
C6orf120	0.736875
PSRC1	-1.201
PLA2G10	-0.81625
KIF5C	0.884375
MRPL37	-0.977
C17orf62	0.843166666666667
C9orf135	-0.906
DUSP10	-0.151
CLCNKB	0.502
PSMA5	0.348625
C8orf53	1.62375
AMPD3	1.73033333333333
PIAS1	0.5005
ADCYAP1R1	0.051
GYLTL1B	0.3
CDH20	-0.204
FBXO7	0.286
TMEM134	0.890833333333333
FLJ14213	-0.0381666666666667
ZNF3	-0.5025
LRRFIP1	-0.00229166666666666
CNOT2	0.691833333333333
ABI3	2.84625
ALDH5A1	0.334916666666667
HNT	2.2144
SERPINA4	-1.62275
TK2	0.446166666666667
STMN1	-1.95844444444444
GUCA2A	0.0495
GALNT10	0.0824285714285714
DPP6	-0.79335
C9orf93	0.2095
PRELID2	-1.43725
STK39	0.187125
SFTPA1	-0.94525
CKS2	-1.35033333333333
RHO	0.301
C20orf135	0.2305
XKR3	-2.6245
CR1	0.038875
RPS6KA2	0.199928571428571
C20orf112	1.159
MRPL22	0.30825
C4orf23	-0.311666666666667
GADD45B	1.05175
KLHDC1	1.267
C2orf48	-1.207
ZNF287	0.596
DAAM2	-1.6595
DPPA2	-0.745666666666667
TCTN3	0.398666666666667
DNAJB11	0.65925
FPR1	3.91275
DEFB4	0.3865
PTCD2	-0.4285
SMOC2	5.735
CABP7	0.50275
SERPINB11	0.2
MAGEF1	1.06025
NDE1	0.463333333333333
ITGA10	-0.119
FSHB	0.246
ANXA2	0.710375
HORMAD2	0.252
HLCS	0.99125
MCF2L	2.15491666666667
FH	-0.381625
TBC1D24	2.10425
KIAA1505	1.293
LGALS2	-0.30025
CNBD1	0.247
SYNPO2L	-0.36675
PTPN23	-1.06285714285714
C1orf183	-1.02066666666667
MAGEA8	-1.1195
DGCR8	-0.726625
GSR	0.221
PAQR7	0.82675
ZNF676	-1.60975
CACNA1C	-0.2061
SP7	0.384
PDCD6	-0.19275
NRN1L	-0.909
BRI3BP	0.65075
KIAA1183	0.35325
ASB4	0.09975
CCL23	1.1284
OBSL1	-0.287
SLC12A7	0.678916666666667
KIAA0240	0.992375
CD1B	-2.67316666666667
FCGR2A	0.848
MDC1	-1.30175
HTR1A	0.114333333333333
OCEL1	0.8145
ATP11B	-0.415625
FBXO34	0.499166666666667
PCDH12	3.37633333333333
RPE	-0.869
C17orf74	-0.381
CSDC2	0.2005
PET112L	-0.11425
TMBIM1	0.7405
P2RXL1	-0.16425
TCHP	-0.60325
TRMT1	-0.913333333333333
F2RL2	-0.137416666666667
LRRC32	2.286
IMPG2	0.0595
BGLAP	-0.63825
LOC493869	-1.6815
MRAS	0.86575
SLC35F5	0.45675
CBWD1	-0.504
AXL	-1.72725
ATP2C2	2.3995
TELO2	0.32725
PNPLA3	-3.759
PCDHB14	-0.1025
CD276	1.804
KRT80	-0.889625
DUSP28	-0.094
CSNK1E	-0.83175
SRP14	0.898
KCNQ4	-0.3195
KRT72	0.130833333333333
CCDC117	2.298375
C6orf89	0.0323888888888889
TUBB2B	-1.954
RTN4IP1	-0.89625
CR1L	-2.73183333333333
CEND1	0.277375
C12orf41	0.057
RNF31	0.33675
UBN1	0.559166666666667
C17orf32	1.072625
SLC5A7	0.283
GPR92	1.35416666666667
ESAM	1.2749
CTNNA1	0.49175
HRBL	-0.3107
CBX4	0.6605
TMEM182	0.5455
SH3TC2	-1.12416666666667
IL10	1.17116666666667
PXMP4	1.108
RNF167	-0.3341
PAK7	0.1485
ETV3	0.11
ATPIF1	0.055
LOC554207	-1.67883333333333
OR8H1	0.417
WDFY3	1.6055
DPM1	-0.109
GPSM1	0.278
WDR92	0.3001
LRP1	0.318833333333333
ANKH	-1.57275
THUMPD3	-0.8775
POLR1B	-0.619
OLFM4	0.859
RAD9B	-0.15275
TSPY2	-2.054
PAX6	-2.24883333333333
SCG2	-3.1655
SLC17A6	0.34925
FMO3	2.97425
PADI4	-0.123125
TUBB4	-1.1822
NLK	-0.3075
POU4F3	-0.155
SDF4	-0.491
ITGBL1	2.5145
NETO1	-1.43825
TAP2	0.088375
ABBA-1	0.1085
GNAI1	-1.381
VPS4B	0.3195
NOPE	-0.8629
GALNT6	2.21916666666667
SESN1	-0.577375
GBE1	-2.09611111111111
CLASP1	-0.25025
RASGEF1B	0.750625
ACOT11	0.250857142857143
AFAP1	-0.49775
OR2H2	0.2925
DPY19L2P1	-1.40825
DZIP1	-2.52375
SEC22C	-0.608166666666667
GPR161	-1.223
RNF146	0.907
WDR74	-0.595375
GALP	-0.043
PURA	1.41575
DNPEP	1.22925
RP11-78J21.1	-1.43625
ERBB2	2.286125
FANCM	-0.0445833333333333
NEO1	1.3795
DDX3Y	-4.496
RPS3A	-0.0851250000000001
MXRA7	-0.395285714285714
LGALS3	-1.65366666666667
GLT8D1	-0.2295
CFL2	-0.973333333333333
UPB1	1.04625
NAP1L5	-0.053125
CLDN14	-0.7995
DHX38	-0.62975
BTBD1	0.267
TARS2	-0.00283333333333333
ABCF1	-0.3991
FCF1	-0.1735
LRRC49	1.83125
GUCY1B2	0.972
C1orf177	0.122
SMARCA4	-0.160857142857143
LRP8	-1.50816666666667
TAGLN3	-1.48175
MRPL14	0.33075
TTRAP	0.06975
ZDHHC20	-0.20325
NFE2L3	-1.8355
KIAA1377	0.00275
PALMD	-0.1203
TMEM43	-0.831
TTL	-1.606125
STAT5B	-1.263
SSB	-0.496125
OR10H5	-0.2095
SLC22A13	-0.94475
AKAP3	-1.0295
TIMM23	0.644333333333333
OAS2	2.46725
KIAA0423	0.504
TRIM11	1.16616666666667
GLIS3	0.523875
TMEM50B	0.346
ARHGEF4	-1.666
DEGS1	0.827
TBL1XR1	1.3683
G6PD	-2.5335
SP140	1.104
MUC17	0.331307692307692
NUDC	-0.5645
DNAJC5B	4.52516666666667
SCARA3	-1.31433333333333
CPA3	3.46716666666667
BCAT2	-0.623
MFN1	-0.1177
NRG3	-0.116
SNX11	0.89575
PLEKHH1	-2.21583333333333
GPR177	-2.54566666666667
HCFC2	0.90175
TCAP	-0.1285
MOCOS	-1.2705
C14orf93	0.15225
PRDM10	-0.1565
SLC16A4	0.266
SRGAP1	-0.0933333333333333
VIP	0.377
DUSP27	-0.5765
LILRA1	0.8294
MC2R	0.3325
MGC24103	-2.287
MBTD1	-1.4835
FUT11	-0.388833333333333
USP33	0.2297
C15orf39	0.11375
MAP3K12	0.004875
PAAF1	-0.249333333333333
BARHL1	-0.1935
FLJ16165	-0.799
PIWIL2	-2.88425
SYNE1	0.152
CMTM4	0.198
TSPYL1	1.0978
GUF1	-0.00616666666666667
TMEM157	1.855
WDR44	0.7045
HIST1H3C	1.0965
DKFZp666G057	0.41725
RNPEP	0.39725
GAS2L2	0.283166666666667
ADH4	-4.227
GRPR	4.97733333333333
FBXL17	1.74025
ZBTB10	0.06225
Gcom1	0.00800000000000004
HTRA1	0.401
ZNF585A	-0.618
SLC26A2	0.382785714285714
OTOP3	0.215166666666667
WISP1	1.97111111111111
ATP2B4	-0.42375
FLJ10769	1.368
CRAMP1L	0.472125
CHST12	-0.14675
RAB22A	0.536333333333333
TARDBP	-0.166
STAU1	0.30225
CRB3	2.68316666666667
MIG7	-2.27225
CHMP1A	-0.6375
ZNF160	-0.90375
