Hybridization REF	TCGA-A8-A08H-01A-21R-A00Z-07
SNF1LK	0.06775
DLEU1	-1.086
UBE2Q1	-0.243125
ZMYM6	0.511625
JPH3	-0.984333333333333
FAM38A	-0.52775
PXK	1.02933333333333
DENND2D	2.20175
BAX	-0.509333333333333
CP	-1.36836363636364
RPL37	-0.1664
G6PC3	-0.439875
NCOA4	-0.174333333333333
LRRC14	-0.185625
GORASP1	0.13875
FCHO2	1.763625
CYP24A1	-3.2215
FXYD3	0.21925
SMARCAL1	0.5035
ABCB8	-1.15366666666667
CCDC44	0.011
PRDM7	-2.956
USH1C	-0.93975
DNAH5	0.0788333333333333
SRF	0.102083333333333
MAL2	0.627166666666667
PGPEP1	0.0909166666666666
SIN3B	-0.101
SEMA3C	0.143
GRAMD3	1.70275
FBXO10	0.394875
OR5D13	0.258
FLJ31818	0.10375
CACNA1I	1.08775
S100A13	0.2805
TP63	2.97678571428571
ANXA11	0.7951
WDR66	-0.537
CSF2RB	1.1095
IFI44	2.16125
DACT1	1.9755
ANKRD23	-1.396375
ATP5G1	-0.2865
C21orf70	-0.512833333333333
PPWD1	-0.339
DNAJC13	-0.16675
PAH	-3.73033333333333
PTCH2	0.58025
TRMU	-0.998
CCDC9	-0.1735
USP3	-0.2777
DCLRE1C	-0.0892
FAM55C	0.49475
FRMD4B	1.5685
CYP2R1	0.048
RFPL1	-0.5131
XPO5	-1.618
ARL6IP2	-1.6605
OSBPL5	1.861
MMP9	4.22872727272727
KIAA0802	-0.633625
DHRS2	-1.84716666666667
SGEF	-0.624125
TXNDC10	-0.1119
EXOC6	0.173
RPS27	0.6495
PNCK	-2.344
FSTL1	-0.00725000000000001
AACS	-0.486
SLMAP	-0.573666666666667
SAMD4A	0.6395
ABRA	0.70225
SMARCD3	1.482
PKNOX2	-2.13466666666667
A4GNT	0.2685
C9orf39	0.4455
RALYL	0.4765
MGC33556	-2.373
C10orf25	-0.158
BBOX1	5.6585
NHEDC1	1.23125
XDH	-0.68825
GCSH	-0.8765
EDN1	2.06533333333333
MTERF	-0.39875
CLK4	0.59675
ZNF799	-0.670166666666667
KCNG1	-1.5635
CXCR4	1.7415
PTPRR	-1.17525
IRAK1	-0.205375
LOC401397	0.15475
TMSB10	1.64407142857143
CXCL3	-1.6307
TMC4	-0.04125
OR7A10	0.242
STYK1	1.70975
CHRNA10	-0.52775
CCNI	0.119
EP300	0.550071428571429
LOC165186	-0.0298333333333333
HIC2	-2.04025
SDR-O	-0.1875
OR2W1	0.3295
KCNA6	-0.326
TRIM74	-1.799
REEP6	-0.97175
ATP5G2	-0.0705
ERG	1.82575
TMEM42	0.552
PARN	-0.394
SOD2	1.6166875
DIRAS1	-0.598166666666667
PNPT1	-1.10375
JOSD3	-0.56875
hCG_40738	-0.7365
PDE1C	-1.6565
SEMA4D	-0.064375
AGPAT1	-0.327
NOSTRIN	0.923875
MAP3K3	0.109
MAX	0.534285714285714
CAPS	1.1375
SERPINA12	-0.651
OSBPL8	0.540375
RICS	-0.4891
NR4A2	-1.53083333333333
PPCS	1.03666666666667
LONP1	-1.1125
SCYL3	0.34575
HERC2P2	-1.335
FIBCD1	-0.3795
C15orf41	-0.31425
DMC1	-0.921
C20orf27	-1.25225
RPS6KA5	-0.776
FAHD1	-0.160833333333333
SLC12A4	0.467
BRCA1	-1.04725
GBL	-0.2785
SLK	0.199666666666667
NUDT9P1	-0.166
NOXO1	0.6075
USP52	-1.493
BAZ1B	0.525625
SLCO2B1	5.1585
BBS12	1.99633333333333
LRGUK	-0.7442
TERF2IP	0.06975
COL1A1	5.7305
KIAA0090	-0.0595
GRK5	0.862
AP1S2	1.2994
TMEM52	-1.376
CA11	-0.462875
OR4A15	0.465666666666667
ACBD3	1.3995
SPAG11B	0.434375
PRDM2	0.7361
FOXP3	-0.01225
SMYD3	-0.5487
LOC389199	1.685
LGI2	3.15683333333333
NAPE-PLD	-0.4842
ANKRD6	0.717
WDR45	0.129833333333333
SHROOM1	-2.042
PSCD3	0.995
PYY	0.85
KCNC1	-0.559
ARHGEF9	0.3696
OR8J1	0.59925
GPR55	0.0671666666666667
NS3BP	-0.9815
C10orf22	0.230666666666667
NAT8L	0.02575
DUSP4	-1.614
FOXM1	-1.83066666666667
GRAMD2	1.0697
ZBTB48	-0.585166666666667
BUD31	-0.055
PABPC5	0.596
CCDC41	-0.3005
FBXO11	-0.141583333333333
C6orf148	0.371
RFXAP	-0.791
C6orf15	1.649
CDK8	-1.0115
C6orf70	0.622125
TESSP2	0.107
ALG2	0.05125
PPP1R3D	0.614
TPM3	0.583055555555556
SYT13	1.11075
EPB42	-0.0465
CETN3	-0.28225
PRY	-0.1045
NTHL1	-0.1745
POLR2B	-0.187
RPS28	0.5165
P2RX3	0.387
LYZL4	0.287333333333333
WBP4	0.5825
PMM1	-0.2785
C11orf79	0.51525
CBLL1	-0.9045
IL1F10	1.3995
VAX2	-0.5055
SETDB1	-0.354166666666667
LRAP	-0.556166666666667
GCLM	-0.305166666666667
CPEB3	0.97625
PPM1A	-0.00831250000000002
INTS1	-0.48175
CAMTA1	0.10825
SAMSN1	0.1315
LOC158830	-0.771166666666667
GMPPA	-0.733
AIPL1	0.47375
IL24	-0.559333333333333
BDKRB1	-0.0298333333333333
MLF1	-0.1048
TAF12	0.58025
ID1	-1.221875
THADA	-0.57125
PIK3CB	-1.1185
OR4N5	1.031
TBC1D17	-0.659666666666667
COX8A	-0.5255
CDCA4	-1.549
C2orf44	-0.62475
ZNF534	-0.75775
IMMP1L	-0.28175
NIPSNAP3B	0.879125
FTMT	0.87075
PWP2	-0.681166666666667
MMP15	-0.8425
DNAH11	-1.64325
MTMR14	0.000499999999999959
DNAL4	0.29275
IPP	-1.154
TMEM59	0.97775
C1orf157	0.6035
RGS4	0.935
DDX18	-0.486166666666667
SNX6	0.735
ZNHIT2	-0.2485
NCDN	-1.11583333333333
FLJ33534	0.2655
RAG1	-1.395125
OR4D10	0.786
PTPN5	0.177666666666667
POMT1	-0.1235
LRRC8A	0.4837
CYP1A1	-1.392
CAPN1	-0.845
DDHD2	0.012625
GRIK2	-1.25975
GNRHR	0.31525
PPBP	2.66475
HTR3A	-1.091625
SLITRK4	1.38825
ANKRD49	0.53125
BTF3	-0.0862
SARS	-0.7055
C13orf18	1.48566666666667
CACNB1	-0.131285714285714
QKI	1.07213636363636
SETMAR	-0.057875
MAN2B1	1.51166666666667
EML3	-1.026
ACADL	1.3325
OFD1	-0.799
DEFB114	0.515
CGA	-2.4363
PEX16	0.1915
LRRC10	-1.191
GNG12	0.4345
C1orf152	0.0865
CHRM1	0.761
CD53	3.004875
DBH	-0.81125
TFAP2B	1.1565
HIST1H2BJ	-1.2625
FAM46D	-0.279
TMEM11	0.078
C3orf32	-2.724
PCCB	-0.624375
IPO13	-0.151625
C6orf105	-0.50925
COMMD5	1.21
SUV420H1	-0.6685
LTBR	0.5635
ARHGAP15	0.800625
HDHD2	0.317
TDRKH	-0.767833333333333
LOC401052	-0.0835
PSG4	-1.427
GNB4	0.9758
SPATA4	0.3635
SLC9A3	-1.622
OSBP	-0.5155
NBPF3	-0.6545
DOCK11	0.5655
SLC39A5	-1.38116666666667
PRR5	1.1771
C10orf63	0.3295
SMTNL2	0.5205
ADRA1A	0.086
ASAH1	2.6928
DOM3Z	-0.618
GIPR	1.36716666666667
AHI1	-0.354916666666667
NADSYN1	-0.0136666666666667
RGS14	-0.2941
IL18BP	2.0641
RTN4RL1	0.773916666666667
ARMC6	-0.7225
PSMD5	-0.996
HK3	4.2063
OR4S1	1.8545
RSU1	0.9656
MAD2L1	-1.52344444444444
EIF4A3	-0.564
DLEC1	-0.176
E4F1	-0.0118333333333333
CHMP2B	0.5685
CAMSAP1	-0.00274999999999999
RPS21	-0.626833333333333
ARID5A	0.62125
UBE2N	-0.1561
IGSF8	-0.715333333333333
MAGEB6	-1.593
ACAD11	-1.0526
MGC4172	-1.81475
LMO4	0.1965
KLKB1	-0.1925
HP	-1.0805
HDAC3	-0.32975
SCHIP1	2.309
CLCA1	-0.159
OLFML2A	0.673875
C1orf112	-0.5975
KIF19	2.53108333333333
HAPLN4	-0.3729
CXCR7	0.721833333333333
GOT2	-0.6199
RAB38	-2.098625
DCX	-0.603
PPM1H	-0.510583333333333
NFYC	0.79675
KIN	0.55725
ZNF228	0.70175
PLSCR4	3.10566666666667
HIG2	-0.3345
FAM79B	4.872
C21orf86	-0.0677
KCNK10	1.13075
ZNF738	-1.1065
FSTL5	-0.708166666666667
OR6A2	0.535
OTOA	1.79633333333333
EXOC1	0.725
AHRR	-2.87325
PDAP1	-1.55908333333333
C19orf6	-0.3265
ZAN	0.6305
LY6G6E	-0.5995
EIF4E2	0.421
C20orf198	-0.75275
ZNF324	0.10125
CYP3A5	-2.283
ENTPD7	0.775
MBOAT5	-0.695333333333333
GJB5	0.2395
TTC13	-0.197
S100Z	1.11166666666667
KIAA0664	-1.02183333333333
PDGFRB	2.95975
IL17D	0.23525
OR56B4	-0.6675
RDX	-0.616833333333333
SLC34A3	1.141
IL28B	-1.198
JUND	0.62175
CHRNB1	0.174875
CAMK2B	-0.6195
FETUB	-1.71675
CXorf23	0.965375
MRTO4	-0.748375
TTC3	-0.0909
NDUFB8	0.321
EDG2	-0.80675
SEMA3G	2.12225
IL23A	-0.3475
GRHL1	-0.4832
LOC441054	-2.919
WDR65	0.40425
PSTK	0.05975
STOML3	0.5275
R3HDM2	-0.438
C5	-2.43875
SLC2A10	0.3675
C3orf22	0.9045
PAQR3	-0.868307692307692
ANKRD26	-0.264
HCRTR1	1.8715
LOC399947	-0.07975
PSD2	-0.15025
TIGD2	0.193333333333333
SCRN1	-0.747
COQ10A	-0.70325
DDI2	-0.1715
METTL7B	-0.2815
UCN2	0.8
FAM92A3	-0.21875
WDR16	-0.05675
ZNF511	-0.145166666666667
ZMYM5	0.39075
POLR3G	-1.8205
ZNF586	-0.64375
C1orf49	0.467833333333333
TANK	0.708
RCAN1	0.523
PELI3	1.57333333333333
LIMD2	-0.265416666666667
TMEM189	-0.4835
NTN4	0.114625
LOC151300	-0.1755
CLEC2A	-0.7435
GPR135	-0.090125
DPYSL4	-1.3927
JAK2	0.630666666666667
TSHZ1	0.901166666666667
TM9SF4	-0.53325
ZNF264	0.359833333333333
SIRPG	2.581
BICD1	-0.896
HERC6	0.959333333333333
METTL5	-0.6095
CASP1	2.684
PRRT1	-0.776833333333333
PLA2G4C	2.15083333333333
ICA1L	-0.405571428571429
TPTE2	0.0606666666666667
OTUD7A	1.47116666666667
AQP11	-1.0955
APOA2	-3.7689
KALRN	0.723
SECTM1	1.06333333333333
IFNAR1	0.94075
TALDO1	0.396625
RAB11FIP4	-0.793
EIF5A	-1.6945
FAM49A	3.911
NEGR1	0.062
YTHDC2	0.019875
EHD2	0.4655
NCF1	2.8259
SCRT2	0.8535
HOXA5	0.380166666666667
NUP133	0.06625
FGF12	-0.1775
SLMO2	-0.5565
SNTA1	-0.354625
CACNG2	0.201875
GCM1	0.64825
ELF1	0.0273333333333333
TLR5	3.6805
TCFL5	-0.0605833333333333
RBMY2FP	-2.3525
LOC100125556	-0.181
FAM129B	0.4475
MAP3K7IP1	-0.305125
NCK2	0.064
OXA1L	-0.82625
FMO9P	0.336
ZSCAN12	-1.353
PSMD12	-0.183333333333333
HSCB	0.02425
CLDN10	-2.4615
MGC13053	-0.497
HPCAL4	-0.9055
ASZ1	-0.0525
MEX3D	0.121583333333333
NFAT5	-0.0633
CSPG4LYP1	-0.3645
FBXO3	0.6
DVL1	-0.694833333333333
CMKLR1	4.23933333333333
TYMS	-1.513
PEF1	0.382
ZNF750	0.171666666666667
MCM5	-0.1108
MEGF11	-1.33225
KCNK7	0.313
PTP4A3	-0.2475
C1QTNF2	-0.169333333333333
OR6S1	0.848
FAM122B	-0.90925
ZNF551	-1.675625
HBQ1	-1.6455
GEMIN6	0.29375
ARSK	-0.39525
RBP7	4.5265
CPNE9	0.6525
DSC1	1.1655
LOC730112	-0.7345
MAP2K4	0.668625
HS3ST5	-1.542
EPB41L3	1.52475
TEKT2	-0.31725
CDKN2B	0.4345
ZNF480	0.411
MAP3K6	0.5469
MAP6	1.5735
HN1	0.106
OR2L13	0.533833333333333
SLC16A11	0.84025
FAM96A	0.559
APOL1	0.92075
C5orf32	0.1825
RTP1	0.235
RNF175	0.898625
ZBTB41	0.43475
AHCTF1	-0.8
SAE2	-0.3941
ITGA2	0.1075
MME	1.26366666666667
CCDC14	-1.10625
MAST4	0.671
KRT33B	-0.566
KCTD2	-0.3265
WDR26	0.10475
MFI2	1.36525
NR4A3	0.500625
ARSA	0.768
UNKL	0.088
SULT6B1	0.541
CCNA2	-1.93066666666667
SOX15	0.11
PPAPDC1B	0.12325
C19orf44	0.2415
MCAT	0.834416666666667
ARID1B	0.33575
OR52N1	0.674
C12orf48	-1.10875
MAGI1	0.2205
NIPA2	0.32975
GBX2	-2.197
RSHL3	-0.26975
RAVER1	0.0655000000000001
C15orf17	-0.192
SLC30A2	2.03725
ZNF518	-0.2585
PCYT1B	-1.8265
C10orf114	0.99475
EIF3H	0.841
SLC25A39	-1.25116666666667
KIF1B	0.018375
AMOTL2	0.33225
C6orf120	0.768375
PSRC1	-1.6215
PLA2G10	0.44925
KIF5C	0.060375
MRPL37	-1.1895
C17orf62	0.661166666666667
C9orf135	-1.5075
DUSP10	0.2856
CLCNKB	0.494
PSMA5	0.00750000000000001
C8orf53	0.5685
AMPD3	2.90133333333333
PIAS1	-0.01775
ADCYAP1R1	0.186
GYLTL1B	0.04175
CDH20	0.350333333333333
FBXO7	-0.1995
TMEM134	0.057
FLJ14213	1.26033333333333
ZNF3	-1.76875
LRRFIP1	0.623833333333333
CNOT2	0.404083333333333
ABI3	4.43525
ALDH5A1	-1.38266666666667
HNT	1.7813
SERPINA4	-2.642
TK2	1.31666666666667
STMN1	-0.786222222222222
GUCA2A	0.414833333333333
GALNT10	0.606571428571429
DPP6	-0.5135
C9orf93	-0.506375
PRELID2	-0.389375
STK39	-0.225625
SFTPA1	-1.18225
CKS2	-1.30455555555556
RHO	0.02975
C20orf135	0.09875
XKR3	-1.739
CR1	2.642125
RPS6KA2	1.63128571428571
C20orf112	0.7545
MRPL22	0.31525
C4orf23	0.0945
GADD45B	1.21575
KLHDC1	1.259
C2orf48	-2.1695
ZNF287	-0.4215
DAAM2	-0.135
DPPA2	-2.68216666666667
TCTN3	0.418666666666667
DNAJB11	0.516
FPR1	4.819
DEFB4	0.781
PTCD2	-0.5994
SMOC2	5.37516666666667
CABP7	2.70775
SERPINB11	-0.021
MAGEF1	-0.66375
NDE1	-0.210666666666667
ITGA10	0.2515
FSHB	0.482
ANXA2	1.63625
HORMAD2	0.08775
HLCS	-0.31575
MCF2L	0.467916666666667
FH	-0.106875
TBC1D24	0.85175
KIAA1505	0.38675
LGALS2	2.993
CNBD1	0.364
SYNPO2L	-0.40175
PTPN23	-1.003
C1orf183	0.321833333333333
MAGEA8	-2.2915
DGCR8	-1.684
GSR	0.27375
PAQR7	1.069
ZNF676	-1.45475
CACNA1C	0.4519
SP7	0.187
PDCD6	-0.565
NRN1L	-0.8755
BRI3BP	-0.554416666666667
KIAA1183	1.427
ASB4	0.468
CCL23	3.8589
OBSL1	-1.32825
SLC12A7	-0.295833333333333
KIAA0240	1.0625
CD1B	-2.06183333333333
FCGR2A	3.491
MDC1	-1.502
HTR1A	0.481166666666667
OCEL1	0.074
ATP11B	-0.6926875
FBXO34	0.181
PCDH12	4.6265
RPE	0.18275
C17orf74	0.92
CSDC2	0.554166666666667
PET112L	0.3785
TMBIM1	0.535625
P2RXL1	0.13675
TCHP	-0.31675
TRMT1	-0.8695
F2RL2	0.7875
LRRC32	3.77533333333333
IMPG2	0.2615
BGLAP	-1.08425
LOC493869	0.692666666666667
MRAS	2.921625
SLC35F5	0.31825
CBWD1	0.097
AXL	-0.477125
ATP2C2	-0.98525
TELO2	-0.2615
PNPLA3	-2.7285
PCDHB14	0.75425
CD276	0.357
KRT80	-1.59275
DUSP28	-0.617
CSNK1E	-0.810583333333333
SRP14	1.368
KCNQ4	0.46
KRT72	0.172666666666667
CCDC117	-0.106375
C6orf89	0.00388888888888886
TUBB2B	-1.70266666666667
RTN4IP1	0.13225
CR1L	0.0721666666666667
CEND1	1.04625
C12orf41	-0.5965
RNF31	-0.2215
UBN1	-0.032
C17orf32	1.1275
SLC5A7	1.16366666666667
GPR92	1.08666666666667
ESAM	3.4575
CTNNA1	0.46875
HRBL	-0.1546
CBX4	-1.6515
TMEM182	-0.0615
SH3TC2	-0.609666666666667
IL10	2.76333333333333
PXMP4	0.9275
RNF167	-1.212
PAK7	2.31333333333333
ETV3	0.025
ATPIF1	-0.0395
LOC554207	-1.4085
OR8H1	0.59425
WDFY3	0.955875
DPM1	-0.5185
GPSM1	-0.7675
WDR92	0.4019
LRP1	1.37816666666667
ANKH	-0.37275
THUMPD3	-0.786
POLR1B	-1.25675
OLFM4	7.12533333333333
RAD9B	0.9115
TSPY2	-2.9765
PAX6	-1.7788
SCG2	-1.540375
SLC17A6	-0.076
FMO3	3.79875
PADI4	0.202625
TUBB4	-0.2076
NLK	-0.60125
POU4F3	-0.331
SDF4	-0.61575
ITGBL1	2.57366666666667
NETO1	-1.873875
TAP2	0.268875
ABBA-1	-0.165666666666667
GNAI1	0.97175
VPS4B	0.361
NOPE	0.7376
GALNT6	0.826
SESN1	0.486625
GBE1	-0.815666666666667
CLASP1	-0.23575
RASGEF1B	1.814
ACOT11	0.642714285714286
AFAP1	0.50475
OR2H2	0.41575
DPY19L2P1	-1.06875
DZIP1	-0.849
SEC22C	0.07375
GPR161	0.296166666666667
RNF146	-0.21
WDR74	-0.798875
GALP	0.152
PURA	1.3535
DNPEP	0.0216666666666667
RP11-78J21.1	-0.9695
ERBB2	0.911375
FANCM	-0.153
NEO1	-0.3925
DDX3Y	-4.6519
RPS3A	0.64725
MXRA7	0.3205
LGALS3	0.083
GLT8D1	0.06175
CFL2	0.361166666666667
UPB1	0.1975
NAP1L5	0.59025
CLDN14	1.99825
DHX38	-0.05375
BTBD1	0.01725
TARS2	-0.276666666666667
ABCF1	-0.1695
FCF1	0.296833333333333
LRRC49	0.76
GUCY1B2	-1.139
C1orf177	0.726166666666667
SMARCA4	-0.694857142857143
LRP8	-2.36616666666667
TAGLN3	-0.53675
MRPL14	-0.40425
TTRAP	1.3045
ZDHHC20	1.004
NFE2L3	-1.34675
KIAA1377	0.17075
PALMD	2.4334
TMEM43	-0.3495
TTL	-0.6405
STAT5B	-1.0885
SSB	-0.068875
OR10H5	0.1175
SLC22A13	-1.181
AKAP3	-0.3665
TIMM23	0.421166666666667
OAS2	2.70941666666667
KIAA0423	-0.147
TRIM11	-0.226166666666667
GLIS3	1.94775
TMEM50B	0.703333333333333
ARHGEF4	-0.604875
DEGS1	0.190272727272727
TBL1XR1	0.7931
G6PD	-2.38975
SP140	1.0177
MUC17	-0.188785714285714
NUDC	-0.4707
DNAJC5B	4.3135
SCARA3	0.493833333333333
CPA3	7.36866666666667
BCAT2	-0.6355
MFN1	-0.3978
NRG3	0.337
SNX11	0.28975
PLEKHH1	-2.02533333333333
GPR177	-0.384166666666667
HCFC2	1.2445
TCAP	0.01325
MOCOS	-2.002
C14orf93	0.00875
PRDM10	-0.0293333333333333
SLC16A4	1.04591666666667
SRGAP1	-0.105
VIP	0.60725
DUSP27	1.20166666666667
LILRA1	2.1477
MC2R	0.145
MGC24103	-0.18875
MBTD1	-2.6035
FUT11	-0.0536666666666667
USP33	-0.2401
C15orf39	-0.516
MAP3K12	0.265375
PAAF1	-0.506166666666667
BARHL1	0.1205
FLJ16165	0.309
PIWIL2	-2.5865
SYNE1	0.80425
CMTM4	-0.4175
TSPYL1	0.1719
GUF1	-0.58
TMEM157	1.015
WDR44	0.6525
HIST1H3C	0.322
DKFZp666G057	0.1335
RNPEP	-0.80125
GAS2L2	0.643333333333333
ADH4	-2.971
GRPR	3.981
FBXL17	1.693
ZBTB10	0.07575
Gcom1	0.672222222222222
HTRA1	2.2719
ZNF585A	-0.907666666666667
SLC26A2	0.639142857142857
OTOP3	0.459166666666667
WISP1	2.54022222222222
ATP2B4	0.01575
FLJ10769	0.18225
CRAMP1L	-0.527375
CHST12	-0.69425
RAB22A	0.377916666666667
TARDBP	-0.166285714285714
STAU1	-1.09175
CRB3	0.817666666666667
MIG7	-1.30025
CHMP1A	-0.857
ZNF160	-0.97525
B3GALT6	0.416
BARX1	-0.954
C6orf167	-1.288
NXNL1	0.9565
DHX29	0.2125
HADHB	0.81925
PLXNB2	-0.093
ILDR1	-1.48375
SLC15A3	3.97675
GAS2	-3.82833333333333
C20orf69	-0.662
NUMB	0.34825
TNIP1	-0.581875
MESP1	-0.054
PSKH1	0.0435
NSFL1C	-0.2905
RHOG	0.25075
HEY1	-1.4365
KNG1	-1.400875
ITGAX	3.1164
LIN9	-0.682333333333333
CANT1	-0.564
XRN1	0.405785714285714
CCDC96	1.308
HEATR6	-1.48016666666667
GNG7	0.2435
RUNX2	1.915875
SOX1	0.928833333333333
FCRL5	0.422
ZNF99	-1.103375
FAM9A	-0.583
SNX22	0.947333333333333
MBNL3	-1.2885
ODC1	-0.8918
ADORA2B	-1.278
NR2F6	-0.92975
ZFYVE16	-0.446777777777778
SYNJ2BP	0.8141
POLE	-1.394375
E2F2	-1.0025
THRA	0.327166666666667
PTGES2	-0.98
HIP1R	0.0993333333333333
TMUB1	-1.03466666666667
ENO3	-1.7375
RSPH10B	0.0695
CXorf39	0.7975
IRGC	0.17525
GPR109B	1.54425
FLJ13305	-0.8535
LCE3A	0.525
TNFRSF18	-0.844
DET1	0.85975
TRPM3	-0.152333333333333
C16orf79	-1.859
FECH	0.290666666666667
RAP2A	1.0115
CRIP1	1.053
AZIN1	-0.349375
SLC7A7	5.42125
IL10RA	2.5957
TMEM64	-1.8925
CDC42EP4	-0.4149
C16orf58	-0.7645
ARG2	-1.99075
POU5F1P4	-4.5015
FAM62B	-0.460125
DNAH8	-1.9738
ASH2L	-0.195125
TSLP	-0.587666666666667
CNTNAP5	0.170833333333333
TMEM16C	0.9165
IFNA14	0.5395
SLC1A3	1.9715
CABYR	-0.248
BCL7B	-0.4409
NUDT13	-0.380333333333333
C13orf28	0.10925
C1orf53	-0.312
ARL6IP4	0.248
RPL35A	0.51975
EMR3	1.58525
RAB40C	-0.116583333333333
SLC41A1	-0.257166666666667
LRCH1	0.19875
LY6G5B	-2.043
FAM124A	0.296071428571429
MGC10981	-3.54516666666667
CLIP3	0.3023
MAP4K2	-0.5635
CHIC1	0.327
SULF1	3.703
C20orf30	-0.163214285714286
PRDM5	0.054
ELOVL1	0.18625
C11orf48	-0.488875
SLC39A10	-0.80275
KCNV1	1.248
ACP1	-0.943166666666667
ZMYM2	-0.177125
B3GNT6	0.179166666666667
C9orf69	-0.70325
C2orf15	-0.7555
C20orf166	0.23
HSP90AA6P	-1.432
EDG7	-0.9275
NEURL	1.00875
LPL	4.24566666666667
CLEC2D	0.154571428571429
GRRP1	3.32766666666667
CD8B	-2.4781
HIST1H3D	-0.938166666666667
SLC6A12	1.77825
FAM27L	0.878
CD84	4.2633
RASA1	-0.0165
PHKG1	-0.1285
MAGEA11	-0.945
IMPA1	-0.1749
NPM3	-0.90275
RARRES1	6.0615
SH3BP1	0.82225
B3GNTL1	-0.013
ARPC5L	-0.346833333333333
KLHL26	-0.95575
SIM2	-0.141625
GJC1	1.184
C20orf194	0.6435
EXO1	-2.30375
SLC2A2	-2.56316666666667
LOC285074	-0.3455
LRG1	0.032
KIRREL	1.5685
PIK3R1	0.644857142857143
C4orf34	0.49825
MAF	1.52361111111111
ADCY4	4.96133333333333
ZMIZ2	-0.0994
SLC46A3	2.20933333333333
STAMBP	-0.458833333333333
CCDC16	0.4945
MS4A12	0.885
TCF20	-0.25225
LRRC46	0.1735
C20orf152	0.785333333333333
MRPS6	-0.299
ABCB11	0.9055
KCNC2	-0.3614
CDH19	-1.92433333333333
C9orf123	0.2025
SSH3	-0.36325
LDLRAD1	-1.31025
CCBE1	0.15625
ZNF135	0.577375
TAAR1	0.7455
WFDC12	0.332
CCDC42	0.726166666666667
FLJ12529	-1.69325
PER1	-0.6765
TIMM50	-0.503
SMARCAD1	0.182166666666667
FAM26C	-0.4285
TP53TG3	-0.693166666666667
SH3RF1	0.5369
LMCD1	2.4225
GPR63	-0.3595
FLJ21986	-1.27175
AIFM3	0.37175
MICAL1	1.247
BLZF1	0.604666666666667
IQCA	2.42316666666667
PCDHGC3	-1.352
SAC	0.82
BCL6B	3.4715
DDO	0.46775
MARCO	4.898
DCHS1	1.29916666666667
C1orf170	-0.562333333333333
CD200R1	2.35966666666667
C22orf15	0.069
SEPT11	0.558666666666667
ADNP	-0.83475
UST	-0.2338
C13orf34	-0.147166666666667
RFFL	0.378
APBA3	0.008
C2orf60	-0.41875
CUTL1	-0.6876
PMS1	-1.03425
ZNF689	0.066
EIF3E	-0.2735
IL9	-0.360166666666667
RPL31	-0.08825
LY9	0.66
ATP2B3	0.446
KDELR2	0.565708333333333
TFCP2	0.195125
NLRP12	2.26375
FLJ45422	-0.12
TLE4	0.00160000000000001
ZNF570	-0.162
FLJ43806	-0.2035
TLK2	-0.867875
CIR	1.1295
MARS2	-1.376
COL24A1	-0.0755
SDF2L1	-0.1185
HIBADH	-0.441666666666667
IGFBP3	-2.53307142857143
C12orf23	0.842
PSPC1	0.003
C20orf43	0.23725
TRAV20	-0.901
ARHGAP24	1.29275
KIAA1975	0.19175
C1QA	3.9215
DNTT	-3.9555
C10orf6	-0.299583333333333
C11orf41	0.74
HNRPF	0.059625
COL11A1	4.19066666666667
UBAP2	-1.06466666666667
CDKN2AIPNL	-1.474
C20orf174	3.735
SPRED2	-0.86675
PLA2G12A	-0.415833333333333
ICEBERG	-2.06133333333333
SCN10A	0.838
C11orf65	0.052
GBP5	4.957
PITPNC1	-0.753833333333333
POU3F3	2.3275
NCOA7	-0.675
LIN7C	0.3449
LOC348840	0.03
NKX2-2	-3.45075
ANKRD13D	-0.155
LOC123688	-0.00650000000000001
FUT2	0.8195
TAAR8	0.7585
FZD4	1.42783333333333
PNMA3	0.526166666666667
OR4L1	0.22
WIT1	-2.0065
EXOC3L	2.81125
ATPBD4	-0.1503
KRBA1	-0.54625
UBXD6	0.6495
HOXB7	-0.215142857142857
C7orf23	0.1225
UNQ338	2.14075
STAB2	2.4455
CDC20B	0.2005
IRF9	1.1675
CENTG1	0.78925
TNPO2	-1.36325
MCPH1	-0.2205
BMS1P5	-0.98575
SLC26A7	0.29175
HIST1H3J	0.748
C9orf3	0.393
LBH	1.653375
MYO1D	0.53525
PTDSS2	-0.14025
NFU1	0.90275
DEPDC4	-0.88575
WNT7B	0.5076
GLP2R	-0.449333333333333
SETD4	-0.7516
DYNLT3	0.2945
FKBP11	0.890333333333333
SESTD1	0.379333333333333
FLII	0.36425
RPS16	0.4749
CHPF	-1.13266666666667
CSNK2A1	-0.855666666666667
SUMO1P1	0.17
FKBP6	-0.273
ZNF214	0.092
TWIST1	1.6475
DDX56	-1.28266666666667
TRAM1L1	1.9769
EPO	-2.66083333333333
MRPS18B	-0.44525
ZNF682	-0.732166666666667
RPL14	-0.0306666666666667
MAFF	-0.45275
LOC51136	0.112125
LY96	2.94575
DDX20	-0.7455
ABTB1	1.05816666666667
ARL5A	0.6553
CCT6A	-1.10425
HEPACAM	-0.487166666666667
EHHADH	-0.8165
RBAK	-0.578166666666667
CGB1	2.11775
ITGB5	0.4544
YIPF3	-0.74925
FKBP2	0.01675
NR1D1	-0.7113
TMEM110	0.493
NEK2	-2.41466666666667
PRAMEF8	-2.64825
C20orf52	-0.641
PCDHGA3	-0.9385
VWA3B	0.1995
NDUFA5	0.324875
