Hybridization REF	TCGA-E2-A14R-01A-11R-A115-07
OR4S1	1.1155
RSU1	1.8364
MAD2L1	-0.933333333333333
EIF4A3	0.44125
DLEC1	0.304
E4F1	-0.3375
CHMP2B	0.4171
CAMSAP1	-0.616
RPS21	0.317666666666667
ARID5A	0.23675
UBE2N	0.1834
IGSF8	0.830833333333333
MAGEB6	-3.8775
ACAD11	-0.9992
MGC4172	0.1155
LMO4	2.528
KLKB1	-1.15275
HP	-1.205
HDAC3	-0.50975
SCHIP1	1.844
CLCA1	-0.204
OLFML2A	0.080625
C1orf112	-0.9565
KIF19	2.95666666666667
HAPLN4	0.0535
CXCR7	-0.563166666666667
GOT2	-0.3188
RAB38	-2.81
DCX	-1.42
PPM1H	-2.35575
NFYC	0.136833333333333
KIN	0.697125
ZNF228	0.721
PLSCR4	-0.0576666666666667
HIG2	0.2915
FAM79B	0.953
C21orf86	-0.5129
KCNK10	1.11975
ZNF738	-1.018625
FSTL5	-1.74016666666667
OR6A2	0.1455
OTOA	0.372333333333333
EXOC1	-0.178875
AHRR	-2.841
PDAP1	-0.752083333333333
C19orf6	-0.42625
ZAN	0.76725
LY6G6E	-0.095
EIF4E2	-0.51075
C20orf198	0.00825
ZNF324	0.3295
CYP3A5	-3.9245
ENTPD7	0.8175
MBOAT5	-0.699166666666667
GJB5	1.533
TTC13	0.38125
S100Z	-1.93366666666667
KIAA0664	-0.492666666666667
PDGFRB	1.34391666666667
IL17D	-1.279
OR56B4	0.588
RDX	-0.975333333333333
SLC34A3	0.28
IL28B	0.487
JUND	1.11825
CHRNB1	-0.3135
CAMK2B	-1.266
FETUB	-0.29325
CXorf23	1.38125
MRTO4	-0.282375
TTC3	0.6061
NDUFB8	-0.462166666666667
EDG2	-3.60775
SEMA3G	-0.5315
IL23A	-0.68025
GRHL1	1.8956
LOC441054	-2.789
WDR65	0.951142857142857
PSTK	0.653
STOML3	-0.0905
R3HDM2	0.0991
C5	-1.11175
SLC2A10	-0.3115
C3orf22	0.0995
PAQR3	-0.125692307692308
ANKRD26	0.546583333333333
HCRTR1	0.3585
LOC399947	-1.05825
PSD2	0.064
TIGD2	1.77283333333333
SCRN1	0.229375
COQ10A	-0.48325
DDI2	0.36
METTL7B	-0.231
UCN2	0.61825
FAM92A3	-1.00925
WDR16	-0.164
ZNF511	-0.215666666666667
ZMYM5	-0.30075
POLR3G	-1.55825
ZNF586	-0.5825
C1orf49	0.452833333333333
TANK	0.222666666666667
RCAN1	1.106
PELI3	0.8595
LIMD2	0.236833333333333
TMEM189	0.0515
NTN4	-1.031875
LOC151300	-0.2555
CLEC2A	-2.251
GPR135	-0.5815
DPYSL4	-2.4492
JAK2	1.61566666666667
TSHZ1	0.396333333333333
TM9SF4	-0.188
ZNF264	0.785666666666667
SIRPG	2.073875
BICD1	0.11625
HERC6	3.39466666666667
METTL5	-0.866
CASP1	0.37675
PRRT1	-0.181833333333333
PLA2G4C	0.746333333333333
ICA1L	-1.73921428571429
TPTE2	0.0723333333333334
OTUD7A	0.336666666666667
AQP11	-1.9165
APOA2	-2.8741
KALRN	0.8019
SECTM1	1.05966666666667
IFNAR1	0.45525
TALDO1	0.130375
RAB11FIP4	0.165
EIF5A	-0.523
FAM49A	3.553
NEGR1	-0.658
YTHDC2	0.087125
EHD2	-1.162875
NCF1	2.4383
SCRT2	-0.028
HOXA5	-1.60183333333333
NUP133	0.00825
FGF12	0.0208125
SLMO2	0.1005
SNTA1	0.094375
CACNG2	0.075
GCM1	0.349625
ELF1	-0.123666666666667
TLR5	3.4125
TCFL5	-0.0270833333333333
RBMY2FP	-1.341
LOC100125556	-0.12825
FAM129B	-0.489625
MAP3K7IP1	0.165125
NCK2	-0.659
OXA1L	-0.325
FMO9P	-0.0275
ZSCAN12	0.462
PSMD12	0.105916666666667
HSCB	-0.438
CLDN10	-3.313
MGC13053	-0.35825
HPCAL4	-0.617
ASZ1	-0.865
MEX3D	0.07125
NFAT5	0.9382
CSPG4LYP1	-0.229833333333333
FBXO3	-0.0176
DVL1	-0.414333333333333
CMKLR1	2.79583333333333
TYMS	-1.504875
PEF1	0.005
ZNF750	4.82316666666667
MCM5	-0.1808
MEGF11	-0.0605
KCNK7	0.2095
PTP4A3	1.319
C1QTNF2	-1.05166666666667
OR6S1	0.309
FAM122B	-1.583
ZNF551	-0.3825
HBQ1	-1.9445
GEMIN6	0.117
ARSK	-0.7295
RBP7	3.53516666666667
CPNE9	0.41525
DSC1	1.5315
LOC730112	-0.4615
MAP2K4	-0.118875
HS3ST5	-1.6405
EPB41L3	-1.1495
TEKT2	-0.8465
CDKN2B	0.0128333333333333
ZNF480	-1.088
MAP3K6	0.9048
MAP6	0.16
HN1	-0.031
OR2L13	0.369166666666667
SLC16A11	0.995
FAM96A	-0.0205
APOL1	0.6425
C5orf32	-0.76075
RTP1	-0.402333333333333
RNF175	-1.038625
ZBTB41	1.784
AHCTF1	1.1268
SAE2	0.295
ITGA2	-1.80925
MME	-2.77133333333333
CCDC14	0.14975
MAST4	-0.757
KRT33B	1.3365
KCTD2	-0.877833333333333
WDR26	0.404833333333333
MFI2	2.999625
NR4A3	0.67675
ARSA	1.30475
UNKL	-0.979833333333334
SULT6B1	-0.0075
CCNA2	-0.858333333333333
SOX15	0.79
PPAPDC1B	-0.06775
C19orf44	0.5995
MCAT	0.463166666666667
ARID1B	0.34925
OR52N1	0.372
C12orf48	-1.3315
MAGI1	-0.155375
NIPA2	-0.83575
GBX2	-1.621
RSHL3	0.966625
RAVER1	-0.134833333333333
C15orf17	-0.2445
SLC30A2	0.6825
ZNF518	1.47825
PCYT1B	-1.96975
C10orf114	-1.5295
EIF3H	1.04675
SLC25A39	-0.579
KIF1B	0.145375
AMOTL2	0.774
C6orf120	0.381625
PSRC1	-0.379
PLA2G10	-0.58975
KIF5C	-1.0705
MRPL37	-0.028
C17orf62	-0.156666666666667
C9orf135	-1.82833333333333
DUSP10	0.0192
CLCNKB	-0.0255
PSMA5	0.10675
C8orf53	2.39
AMPD3	0.441333333333333
PIAS1	0.2255
ADCYAP1R1	0.2055
GYLTL1B	1.0945
CDH20	0.419833333333333
FBXO7	-0.587
TMEM134	0.163
FLJ14213	-0.249
ZNF3	0.0395
LRRFIP1	-0.852958333333333
CNOT2	0.11975
ABI3	2.5015
ALDH5A1	-0.140666666666667
HNT	2.1762
SERPINA4	-2.274
TK2	-0.374
STMN1	0.183666666666667
GUCA2A	0.0203333333333333
GALNT10	-0.872857142857143
DPP6	-0.908
C9orf93	0.708
PRELID2	-1.6185
STK39	-0.044875
SFTPA1	-2.0585
CKS2	-0.412888888888889
RHO	0.469875
C20orf135	0.3465
XKR3	-2.101
CR1	0.81875
RPS6KA2	0.729
C20orf112	1.23
MRPL22	-0.842
C4orf23	0.313166666666667
GADD45B	1.623
KLHDC1	-0.268
C2orf48	-0.9875
ZNF287	0.188
DAAM2	-1.79375
DPPA2	-2.62383333333333
TCTN3	-0.283666666666667
DNAJB11	-0.19175
FPR1	3.71075
DEFB4	0.131
PTCD2	-0.92
SMOC2	3.15316666666667
CABP7	1.61125
SERPINB11	0.0945
MAGEF1	0.28975
NDE1	0.0248333333333333
ITGA10	-0.0445
FSHB	0.265
ANXA2	0.301875
HORMAD2	2.97025
HLCS	0.44775
MCF2L	0.550416666666667
FH	-0.550375
TBC1D24	1.02675
KIAA1505	2.121
LGALS2	-0.331
CNBD1	0.297
SYNPO2L	-0.219
PTPN23	-0.0932857142857143
C1orf183	0.345833333333333
MAGEA8	-1.7625
DGCR8	-0.8965
GSR	-0.32925
PAQR7	-0.14725
ZNF676	0.74625
CACNA1C	-0.9613
SP7	-0.047
PDCD6	-0.221
NRN1L	0.3995
BRI3BP	-0.220833333333333
KIAA1183	0.54625
ASB4	0.32975
CCL23	1.5575
OBSL1	-1.784875
SLC12A7	-0.78175
KIAA0240	1.87625
CD1B	-1.48833333333333
FCGR2A	1.089375
MDC1	-0.1795
HTR1A	0.3515
OCEL1	-0.2255
ATP11B	-0.0600625
FBXO34	0.5515
PCDH12	2.67266666666667
RPE	-0.65375
C17orf74	0.0625
CSDC2	-0.0648333333333334
PET112L	0.1785
TMBIM1	-0.663875
P2RXL1	-0.43775
TCHP	-1.4535
TRMT1	0.0175
F2RL2	-1.71675
LRRC32	2.43166666666667
IMPG2	0.206
BGLAP	-0.02925
LOC493869	-2.52166666666667
MRAS	3.129
SLC35F5	-0.457
CBWD1	-0.0925
AXL	-3.0235
ATP2C2	3.87425
TELO2	-0.467
PNPLA3	-2.9025
PCDHB14	0.042
CD276	-0.33525
KRT80	-1.014875
DUSP28	-0.44
CSNK1E	-0.0240833333333333
SRP14	0.0875
KCNQ4	0.3375
KRT72	2.126
CCDC117	0.047125
C6orf89	-0.217166666666667
TUBB2B	-2.3075
RTN4IP1	1.386
CR1L	-2.32866666666667
CEND1	-0.017875
C12orf41	-1.10233333333333
RNF31	0.87375
UBN1	-0.518833333333333
C17orf32	0.00300000000000002
SLC5A7	0.234
GPR92	0.725833333333333
ESAM	1.7745
CTNNA1	-0.396083333333333
HRBL	0.5456
CBX4	0.16575
TMEM182	0.193
SH3TC2	1.91866666666667
IL10	0.858166666666667
PXMP4	1.178
RNF167	-0.0538
PAK7	-0.186
ETV3	0.1145
ATPIF1	-0.691333333333333
LOC554207	-1.26233333333333
OR8H1	0.33125
WDFY3	1.41725
DPM1	-0.211
GPSM1	-0.388
WDR92	-0.1213
LRP1	-0.473
ANKH	-0.44325
THUMPD3	0.14825
POLR1B	-0.656
OLFM4	5.35333333333333
RAD9B	0.32975
TSPY2	-2.889
PAX6	-1.66533333333333
SCG2	-2.2865
SLC17A6	0.57625
FMO3	2.403375
PADI4	0.35475
TUBB4	-0.5369
NLK	-0.387
POU4F3	-0.366
SDF4	-0.68425
ITGBL1	1.58966666666667
NETO1	-2.2845
TAP2	1.320125
ABBA-1	0.23075
GNAI1	-1.705
VPS4B	-0.0095
NOPE	1.2246
GALNT6	-0.0268333333333333
SESN1	-0.038
GBE1	-1.54433333333333
CLASP1	0.45175
RASGEF1B	1.843
ACOT11	-0.423428571428571
AFAP1	1.5815
OR2H2	0.054
DPY19L2P1	-0.75325
DZIP1	-0.744
SEC22C	-0.563916666666667
GPR161	-1.09441666666667
RNF146	1.18075
WDR74	-0.55425
GALP	-0.3885
PURA	0.77425
DNPEP	0.0370833333333333
RP11-78J21.1	-1.14025
ERBB2	1.5525
FANCM	-0.58525
NEO1	-1.0505
DDX3Y	-4.5975
RPS3A	-0.396
MXRA7	-1.078
LGALS3	0.0615
GLT8D1	-0.5655
CFL2	-1.60666666666667
UPB1	-0.09
NAP1L5	0.787875
CLDN14	1.7655
DHX38	-0.626
BTBD1	-0.49975
TARS2	0.741166666666667
ABCF1	-0.3217
FCF1	0.1275
LRRC49	-2.3655
GUCY1B2	-0.926
C1orf177	1.16233333333333
SMARCA4	-0.0717857142857142
LRP8	-0.100833333333333
TAGLN3	1.24125
MRPL14	0.19825
TTRAP	-0.79025
ZDHHC20	1.049
NFE2L3	-1.525
KIAA1377	-2.613
PALMD	0.8321
TMEM43	1.0765
TTL	-0.593625
STAT5B	-1.24483333333333
SSB	-0.501125
OR10H5	-0.1175
SLC22A13	-1.27825
AKAP3	1.54725
TIMM23	0.364333333333333
OAS2	2.79433333333333
KIAA0423	-0.28375
TRIM11	0.753166666666667
GLIS3	0.474
TMEM50B	0.832666666666667
ARHGEF4	-0.4095
DEGS1	-0.804090909090909
TBL1XR1	0.9666
G6PD	-1.0375
SP140	1.4266
MUC17	0.191857142857143
NUDC	-0.1268
DNAJC5B	3.55483333333333
SCARA3	-0.173833333333333
CPA3	2.286
BCAT2	-0.512375
MFN1	0.2779
NRG3	0.323
SNX11	-0.1775
PLEKHH1	-1.16716666666667
GPR177	-2.51116666666667
HCFC2	0.695
TCAP	-0.317
MOCOS	-0.051
C14orf93	0.6915
PRDM10	-0.186333333333333
SLC16A4	-1.33775
SRGAP1	0.313333333333333
VIP	-0.115
DUSP27	-0.535
LILRA1	0.8754
MC2R	-0.1725
MGC24103	-3.037
MBTD1	-0.6735
FUT11	-0.513833333333333
USP33	0.9067
C15orf39	0.31275
MAP3K12	-0.569
PAAF1	-1.13083333333333
BARHL1	1.2305
FLJ16165	-0.5845
PIWIL2	-2.60625
SYNE1	-0.293166666666667
CMTM4	-0.098
TSPYL1	0.4555
GUF1	-0.997666666666667
TMEM157	0.4635
WDR44	0.29925
HIST1H3C	0.06525
DKFZp666G057	-1.11175
RNPEP	-0.05375
GAS2L2	-0.407166666666667
ADH4	-4.50025
GRPR	-0.961
FBXL17	-0.85775
ZBTB10	1.34725
Gcom1	0.191777777777778
HTRA1	-0.534
ZNF585A	0.667833333333333
SLC26A2	2.75792857142857
OTOP3	0.427166666666667
WISP1	2.34811111111111
ATP2B4	-0.160083333333333
FLJ10769	1.0645
CRAMP1L	-0.431125
CHST12	-0.45625
RAB22A	0.697416666666667
TARDBP	-0.0612857142857143
STAU1	-0.64425
CRB3	2.03883333333333
MIG7	-0.748
CHMP1A	0.2245
ZNF160	0.4145
B3GALT6	-0.5605
BARX1	-1.88933333333333
C6orf167	0.6495625
NXNL1	0.3115
DHX29	0.709125
HADHB	0.08825
PLXNB2	0.489625
ILDR1	-0.97275
SLC15A3	2.53475
GAS2	-4.26183333333333
C20orf69	0.33525
NUMB	-0.22225
TNIP1	-0.10975
MESP1	1.422
PSKH1	-0.20675
NSFL1C	-0.628875
RHOG	0.038
HEY1	-2.69966666666667
KNG1	-2.02175
ITGAX	1.8483
LIN9	0.989833333333333
CANT1	-0.669125
XRN1	1.73657142857143
CCDC96	0.1907
HEATR6	-0.840833333333333
GNG7	0.459833333333333
RUNX2	0.62725
SOX1	-0.289666666666667
FCRL5	2.1197
ZNF99	0.696625
FAM9A	0.0765
SNX22	0.855666666666667
MBNL3	-1.16633333333333
ODC1	-1.612
ADORA2B	-1.85266666666667
NR2F6	-0.66325
ZFYVE16	-0.945444444444444
SYNJ2BP	-0.1588
POLE	-0.927625
E2F2	-0.308
THRA	-0.767833333333333
PTGES2	-1.19783333333333
HIP1R	1.14566666666667
TMUB1	-0.123833333333333
ENO3	-1.738
RSPH10B	0.754
CXorf39	0.2845
IRGC	0.15425
GPR109B	0.146
FLJ13305	1.3495
LCE3A	-0.7085
TNFRSF18	0.177333333333333
DET1	-0.5985
TRPM3	-0.174
C16orf79	-1.309
FECH	-0.3415
RAP2A	0.551666666666667
CRIP1	1.12983333333333
AZIN1	0.18975
SLC7A7	3.77825
IL10RA	0.9731
TMEM64	-3.54125
CDC42EP4	-0.1543
C16orf58	-0.2679
ARG2	-2.86
POU5F1P4	-3.225
FAM62B	-0.30625
DNAH8	-1.4342
ASH2L	0.366375
TSLP	-4.35583333333333
CNTNAP5	-0.7102
TMEM16C	-1.3885
IFNA14	-0.0335
SLC1A3	2.003
CABYR	1.57475
BCL7B	-0.4173
NUDT13	-0.714666666666667
C13orf28	0.372
C1orf53	0.29575
ARL6IP4	-0.2584
RPL35A	-0.177
EMR3	0.2535
RAB40C	0.0461666666666667
SLC41A1	-0.534666666666667
LRCH1	-0.51825
LY6G5B	-0.6365
FAM124A	-0.0931428571428572
MGC10981	-3.13466666666667
CLIP3	-0.1838
MAP4K2	0.484833333333333
CHIC1	-2.31975
SULF1	3.07283333333333
C20orf30	-0.908357142857143
PRDM5	-1.657375
ELOVL1	0.32125
C11orf48	-1.002875
SLC39A10	-2.1085
KCNV1	-0.40675
ACP1	-0.434166666666667
ZMYM2	-0.61475
B3GNT6	0.153666666666667
C9orf69	-1.3705
C2orf15	1.291
C20orf166	0.7515
HSP90AA6P	0.2855
EDG7	-0.812
NEURL	-1.583625
LPL	-0.986833333333333
CLEC2D	0.159357142857143
GRRP1	1.51416666666667
CD8B	-1.8603
HIST1H3D	-0.633166666666667
SLC6A12	2.981625
FAM27L	-0.1505
CD84	2.5986
RASA1	0.7705
PHKG1	-0.0335
MAGEA11	-1.374
IMPA1	-0.9601
NPM3	-0.8375
RARRES1	6.0185
SH3BP1	0.318625
B3GNTL1	0.8965
ARPC5L	0.0678333333333333
KLHL26	0.93175
SIM2	0.781375
GJC1	0.341
C20orf194	-0.62875
EXO1	-1.033
SLC2A2	-2.52933333333333
LOC285074	-1.02225
LRG1	-1.7415
KIRREL	-0.4135
PIK3R1	1.17885714285714
C4orf34	-1.289
MAF	-1.81533333333333
ADCY4	3.21466666666667
ZMIZ2	1.6103
SLC46A3	2.4595
STAMBP	0.288166666666667
CCDC16	0.7165
MS4A12	0.151
TCF20	2.1985
LRRC46	-0.723
C20orf152	0.4205
MRPS6	-0.684125
ABCB11	0.1075
KCNC2	-0.3232
CDH19	-2.44333333333333
C9orf123	1.03516666666667
SSH3	-0.786125
LDLRAD1	-3.39275
CCBE1	-0.968
ZNF135	1.52675
TAAR1	1.0445
WFDC12	0.318
CCDC42	0.610833333333333
FLJ12529	-0.24825
PER1	-0.593666666666667
TIMM50	0.115
SMARCAD1	-0.248
FAM26C	0.2485
TP53TG3	-2.6025
SH3RF1	1.257
LMCD1	0.461
GPR63	-0.3755
FLJ21986	-3.000125
AIFM3	-0.33425
MICAL1	-0.646166666666667
BLZF1	0.394333333333333
IQCA	-1.15666666666667
PCDHGC3	-0.4545
SAC	0.49825
BCL6B	1.8565
DDO	-1.54625
MARCO	3.465
DCHS1	0.206333333333333
C1orf170	0.501166666666667
CD200R1	0.896833333333333
C22orf15	-0.472
SEPT11	0.879666666666667
ADNP	-0.09275
UST	-2.7263
C13orf34	-0.2585
RFFL	0.393285714285714
APBA3	-0.147
C2orf60	-0.862625
CUTL1	0.4246
PMS1	-0.6055
ZNF689	-0.879
EIF3E	0.892166666666667
IL9	0.0992
RPL31	0.25025
LY9	1.35683333333333
ATP2B3	0.3495
KDELR2	0.9335
TFCP2	-0.36425
NLRP12	-0.709
FLJ45422	0.18525
TLE4	-0.2654
ZNF570	1.218
FLJ43806	-1.2555
TLK2	0.475875
CIR	1.12025
MARS2	0.0905
COL24A1	-0.2975
SDF2L1	-0.485
HIBADH	1.1875
IGFBP3	-2.24778571428571
C12orf23	0.1045
PSPC1	0.1875
C20orf43	-0.2145
TRAV20	0.3565
ARHGAP24	-0.00787500000000001
KIAA1975	-0.292875
C1QA	3.0146
DNTT	-4.03966666666667
C10orf6	0.13575
C11orf41	-0.792125
HNRPF	0.783375
COL11A1	4.649
UBAP2	1.26233333333333
CDKN2AIPNL	-0.544
C20orf174	3.93675
SPRED2	-0.257
PLA2G12A	0.586
ICEBERG	-2.3235
SCN10A	0.1935
C11orf65	0.3505
GBP5	4.5485
PITPNC1	-1.77683333333333
POU3F3	-0.38
NCOA7	3.38025
LIN7C	-0.2905
LOC348840	-0.756
NKX2-2	-2.60925
ANKRD13D	-0.365375
LOC123688	1.16375
FUT2	1.62466666666667
TAAR8	0.4035
FZD4	-1.517
PNMA3	-0.236833333333333
OR4L1	0.4945
WIT1	-2.262
EXOC3L	2.36575
ATPBD4	0.7891
KRBA1	-0.80925
UBXD6	-0.848
HOXB7	-1.08028571428571
C7orf23	-0.315
UNQ338	3.87
STAB2	0.51675
CDC20B	-0.10075
IRF9	2.6815
CENTG1	0.754166666666667
TNPO2	-0.1015
MCPH1	0.9975
BMS1P5	-1.15625
SLC26A7	0.9575
HIST1H3J	1.1385
C9orf3	-1.1888
LBH	1.044875
MYO1D	0.588875
PTDSS2	-0.7085
NFU1	0.443
DEPDC4	-1.45225
WNT7B	-0.5726
GLP2R	-0.420833333333333
SETD4	0.2256
DYNLT3	-1.8063
FKBP11	0.492833333333333
SESTD1	1.1685
FLII	-0.69975
RPS16	0.8056
CHPF	-0.8105
CSNK2A1	-0.5975
SUMO1P1	-1.2085
FKBP6	-0.57
ZNF214	-2.35433333333333
TWIST1	-0.295166666666667
DDX56	-0.727333333333333
TRAM1L1	-0.875
EPO	-2.224
MRPS18B	0.1505
ZNF682	0.958666666666667
RPL14	-0.356833333333333
MAFF	1.49975
LOC51136	-0.66475
LY96	0.76375
DDX20	-0.03875
ABTB1	0.4185
ARL5A	0.1595
CCT6A	-0.517
HEPACAM	-1.10716666666667
EHHADH	-0.387166666666667
RBAK	1.5925
CGB1	1.3885
ITGB5	-2.0319
YIPF3	0.31175
FKBP2	-0.10875
NR1D1	-0.7433
TMEM110	-0.788
NEK2	-0.335166666666667
PRAMEF8	-2.3005
C20orf52	0.0365
PCDHGA3	1.146
VWA3B	-0.1845
NDUFA5	0.202625
THAP9	0.8475
FLVCR2	2.24383333333333
AP1S1	-1.084875
SMAD6	0.357
SAV1	0.942
SAT1	1.501875
ZNF251	2.078
ADAMTS7	-0.1164
RPP38	0.70725
C1orf211	0.3765
YPEL2	1.02865
RBMS1	-0.069
ZNF445	-0.457166666666667
NRXN2	0.696833333333333
PGBD4	-0.042625
UGT2B28	-1.81025
WBSCR16	-0.6245
NLRC3	0.33575
ASTL	0.37075
ST6GALNAC1	-2.6305
ZADH2	-0.70775
MLLT4	1.26283333333333
ARL6	-0.166833333333333
MEF2C	0.35525
CBFA2T3	-2.703
AFF3	-0.577071428571428
COG7	-0.211333333333333
MYB	1.21833333333333
PLXNA3	-0.4505
XRCC2	-1.7015
MMS19	-0.92975
ST8SIA5	-1.264375
CHPT1	-0.0766666666666667
KIAA1712	-1.49875
OR6X1	2.6685
ACTR3	0.3325
UGCG	-0.470333333333333
OR4P4	0.235
ZAP70	-1.9135
LPP	1.195
ZNF485	1.40175
PTPRCAP	1.02775
IL12RB1	0.90625
ATRX	-0.4974
CHST8	-2.438625
C14orf109	-0.407
ARV1	-0.01925
NMB	0.991857142857143
COX5A	0.3705
EIF6	0.22625
MPPED2	2.11833333333333
SEMG1	-2.62
CHRDL1	-0.2875
TRAF3IP2	0.92825
WNK2	-0.808125
LILRA4	2.493
LAMA2	2.57475
PXT1	-0.32
RLBP1	-1.40575
CD300C	0.202
SLTM	-0.041625
FLJ10404	-0.76875
APOBEC3D	-0.927166666666667
RENBP	1.87116666666667
ATXN7L1	0.336875
NID1	-0.444
TUBGCP3	1.4195
ITIH5	-0.263388888888889
CCDC110	1.16
C8A	-2.78625
MGC87042	-2.59575
HOXC13	1.436
TFDP2	-0.52075
HCP5	2.340375
POLI	0.40575
UCN	-1.51766666666667
ZNF764	-0.253666666666667
C8orf45	3.296
FHL3	-0.3235
SPATA5L1	-0.23125
MMRN2	2.44116666666667
NDST1	0.563
COL20A1	-0.5715
ZNF248	0.0743333333333333
PELP1	0.109833333333333
MBL2	-3.23383333333333
RNF41	-0.0104999999999999
C5orf24	0.358
THOC5	-0.9135
SERINC3	-0.85425
RP11-151A6.2	1.66175
CDCP2	-0.5075
HIST1H2AA	0.05675
C11orf75	1.76166666666667
FKBP7	-0.6185
DDOST	-0.576
GPNMB	2.26616666666667
TTF2	-0.317666666666667
KCNT1	-0.284
SLC39A14	-0.773375
NGRN	-0.4664
GPR137B	0.29775
MECP2	0.2975
PSMA1	-0.7155
C16orf73	-4.79975
TMEM60	0.352333333333333
CSN3	0.0825
NOS1	0.617
RAB7L1	-0.164
YBX2	1.942
KIAA1166	0.27525
FUBP3	-0.356
ABCG1	2.743
ACACA	-0.265583333333333
ARL11	2.3499
ATOH1	0.319
ODF1	0.356833333333333
CREB3L3	-1.30066666666667
TMEM127	1.00942857142857
DSCAML1	-0.95175
PLN	1.45583333333333
LYPLA1	-0.588666666666667
PRDM9	-2.11625
SASP	-0.12025
PLUNC	0.1365
INTU	-1.4845
HISPPD1	-0.44225
LNPEP	-0.303833333333333
YARS2	-0.240166666666667
APCDD1L	0.3895
ZCCHC4	-1.2797
FBXO22	-0.799
TTLL13	-0.186
ZNF669	0.276
PTGDR	2.075
DDX27	-0.2565
KIAA0409	-0.526166666666667
GJB6	0.69025
ASB8	0.104
PLP2	0.831333333333333
MEPE	0.05075
OR10J5	1.048
KRT222P	-0.141
COQ7	0.119166666666667
C1orf101	0.4625
RERG	0.6692
CHMP5	0.60575
THAP11	-0.079875
ZNF43	0.870333333333333
ZRANB3	-0.725666666666667
KRT13	2.32725
MRPL19	0.248
RBBP9	-1.078875
SPATA17	-0.37575
BXDC5	0.737
PAFAH1B1	-0.424416666666666
MAGEE1	-0.17875
OSTF1	0.45725
KIAA0323	0.228
TXNDC13	0.0865
CNTN4	-0.606375
LCE1B	0.6455
UNQ501	-0.122
ZNF154	0.0545
C3orf64	-0.4465
SYT5	0.1543
PON1	0.114
FLJ10357	-0.718125
ATP4A	1.7495
GNPDA1	-1.0905
MGAT1	-0.0121666666666667
C14orf121	0.4965
SLC35B2	-0.1995
MIER3	-0.333333333333333
CHEK1	-0.527625
ZNF8	0.657666666666667
TXNDC1	-0.857666666666667
CKB	-0.9276
RTN3	0.285571428571429
FZD2	-1.83483333333333
PART1	2.56575
PSMB6	-0.57725
PCDHB8	3.4195
PHC3	1.1807
PPP1R8	0.305666666666667
NOVA2	1.80383333333333
TNFRSF11B	-3.3365
GOLPH3	0.929
UBLCP1	-0.9665
SUHW3	0.48375
TTLL1	2.02325
OPN4	0.2425
OR13G1	-0.033
ZPBP2	0.248666666666667
HSD17B11	-2.567375
C9orf50	0.4985
DHDDS	0.0491428571428571
CTSW	1.4647
NEFM	-2.39666666666667
MRPL28	-0.906
SYN1	-0.1045
PIGV	0.0665
ZIM2	3.16025
APBB1	-0.928
SND1	-0.214
C1orf123	0.0616666666666667
CHD3	-0.8045
BHLHB8	0.56975
RNASE2	0.147166666666667
BCAP31	0.447875
SLC25A44	-0.215166666666667
CHD6	-0.1632
PIB5PA	-1.08884615384615
SELS	0.585625
LOC541471	-0.342625
FAT2	0.85
ZNF81	0.3345
OR4C16	0.134
FLJ10081	-0.0395
LRRC4	0.125
CS	-0.764166666666667
N4BP2	-0.134625
IGFBP7	1.2205
ZNF318	1.25516666666667
NDNL2	-0.172
ZNF609	0.5845
SIRT4	-0.263
EXOSC10	-0.15975
ECE2	-0.123166666666667
OVGP1	-0.28675
GTPBP3	0.26525
PACS2	-0.0352
C19orf36	-1.33366666666667
ARL4C	-0.911
ATG4B	-0.6295
UBQLNL	-0.69225
RHOXF2B	-2.667
PLEKHG2	-0.927
GALR1	-0.824
AQP4	0.2408
HDAC7A	-0.855666666666667
DCUN1D3	-0.27375
OR8A1	-0.6295
CCRN4L	1.128125
CBR4	-1.528
KIFC1	-0.127666666666667
SLC7A14	-1.491
LHX5	0.194
TRPC7	-0.303
LPXN	0.0145
SERPINA1	-1.803125
RPS13	-0.4591
BPIL3	-0.2255
PRKAA1	0.1525
FADS2	-0.8758
ENAH	-0.599375
PRO1768	-0.2535
APBA2BP	-0.4325
LIPH	0.7545
C3orf33	-0.188
RCC2	0.665285714285714
ALDH1A2	-2.8497
RNF103	0.994
AHCY	-0.562375
ALG12	0.1285
CCL17	1.96975
ZNF543	2.0495
ESRRG	-0.6366
CNGA1	2.7975
RDH5	-1.19833333333333
OTX1	1.7839
PTGFR	-1.61966666666667
CDR2	0.171125
SELE	4.27875
NLGN2	-0.391833333333333
EXOSC9	-0.0455
ZNF566	0.805333333333333
KLRC2	-3.451
GPR12	1.475
KIAA0196	0.659
PDRG1	0.04975
SSR3	0.0149285714285714
MSI1	-0.347
CST9	-1.2515
CC2D1A	0.446625
PLAGL1	0.844222222222222
ZNF778	-0.009
RNF2	-0.258375
KLF6	1.65216666666667
THBD	1.19216666666667
tcag7.1314	1.88875
NR5A1	0.043
ABCD2	0.57275
DNAJC7	-1.81525
CLEC4C	0.296
TM2D3	-0.12375
CCDC4	-1.1875
PLAC2	2.12725
DCD	0.809
FAAH	1.55325
POLA1	0.53
TM7SF2	-0.421625
FLJ39822	-1.63166666666667
FLOT2	-0.6355
MAP4K1	0.0435
SRP68	0.4275
C21orf74	1.0765
ARPC5	0.3655
LOC126075	0.809
HECW2	0.21325
