Hybridization REF	TCGA-A8-A09R-01A-11R-A00Z-07
SRP9	1.22107142857143
ZNF521	0.56
FAM26F	2.207
GPR88	1.882
COL13A1	0.707333333333333
CHMP4B	0.4966
SIGLEC6	-0.294666666666667
NFAM1	0.546125
PVRL2	1.4573
ALKBH4	-0.1375
CCDC93	-0.624375
NXT1	-0.34425
KCNK4	0.00950000000000001
TROAP	-1.78083333333333
KCNA10	-0.25775
CCDC114	0.358
RAN	-0.3245
LMTK2	0.466
LOC400657	0.0965
UFC1	1.013
UBE1DC1	-0.7105
EEF1A1	-0.278888888888889
CHAC1	-0.554
HMGA2	-4.8965
B3GALTL	-0.0875
ING2	-0.188
C1orf109	-0.87775
INTS3	0.74275
ZNF558	0.441
TRPM4	1.50433333333333
LTB4R	-0.1915
ISYNA1	-0.698
LSM7	-0.3665
LRRC47	0.2359375
ZNF179	-2.1485
EXDL1	1.76316666666667
SLC4A10	-0.8715
ACSS2	-0.582
COPS7B	-0.4325
KIAA0040	3.651
C1orf95	0.477
AP1GBP1	0.464
OR9A2	-0.1755
FAM71C	-0.0116
RIN1	-1.48416666666667
ITGA4	-1.773125
DNAJC6	-0.1586
CLOCK	0.528333333333333
SLC35A4	0.664833333333333
DSG4	0.1925
LOC26010	0.17125
NSUN2	0.18575
TMEM86B	-1.1359
C14orf135	-0.1885
KIFC3	-1.10983333333333
PHF5A	-1.0765
NCAPH	-1.771625
STK11IP	0.46925
FLJ42953	0.869
CCDC19	2.273
ZNF329	-1.155125
TAX1BP1	0.595833333333333
ZDHHC18	0.308666666666667
C10orf88	0.69425
TMBIM4	1.3374
NMUR1	-0.356
KIR2DS4	0.3315
C9orf90	0.182
MGC87631	1.1655
KDR	3.1207
ST3GAL2	-0.918375
RLN2	0.732833333333333
HPD	-3.4375
MOXD1	-2.106
PDGFRL	2.67983333333333
SMYD4	-1.12892857142857
FAM103A1	0.659666666666667
MFAP4	-1.02633333333333
LOC285141	0.29225
TMEM45B	-1.44125
SMCR7L	-0.391
GZMH	4.226
CBLN1	-1.14566666666667
CNNM1	0.4025
PHF17	-1.50758333333333
NUP98	0.0344166666666667
RMI1	0.36075
PTPRS	-0.034
ANKRD57	0.377875
CLDN15	-0.873
OR51A2	-0.3355
GUCA2B	0.11
DOCK9	1.81125
ITGB1BP1	-0.6845
DLG2	-0.41625
BRAP	-0.381
SESN3	0.393
ZC3H7B	-0.34175
FAM101A	3.0975
FKSG24	-0.24275
ZYG11B	-0.396
RFC2	-1.23325
SH2D3A	0.866
DVL3	0.4685
ADFP	-1.5355
KRIT1	-0.447125
SERTAD3	2.0815
LEFTY2	-3.43525
KRT27	-0.7555
SCFD2	-0.191
MN1	-0.36425
RORA	0.0165
PTPRD	0.9085
PIAS2	0.250833333333333
CYP4X1	2.95833333333333
FBXL15	0.174
MYH15	-0.0406666666666666
CRX	-0.505166666666667
TBC1D13	0.8655
SLC22A17	1.68016666666667
PLK2	1.9745
ARHGAP9	1.39125
EIF1B	-0.45
C20orf185	-0.3565
DEFA7P	0.6375
PRIM1	-2.02016666666667
CRYAA	-1.67125
BACE1	0.3
AGTRL1	0.2355
ACAD9	0.249125
GRASP	0.427
RBP4	-3.36766666666667
TFB2M	0.1325
METTL9	-1.1863
ATP5O	-0.73925
SP100	0.4481
CPSF1	-0.593833333333333
S100A4	-0.375
LIME1	-0.95975
GPR137C	0.11275
OR2A2	0.2935
C2orf29	-0.17525
NUP188	-0.798
SDPR	-3.16075
RAI1	0.353375
RPS20	-0.6672
LAMB1	-0.535
ADM2	0.0803333333333333
ZNF229	-2.1605
DKFZp434K1815	-0.741375
EPN3	4.12816666666667
CLIC3	-1.67025
MEIG1	-0.429
HMGB4	-0.071
STARD10	0.857625
KLF8	0.4835
EPB41L2	-0.505166666666667
JMJD6	0.880875
CTSL1	0.69
GPR27	1.6925
ELAVL4	1.165125
MMP21	0.249
PPM1B	0.971125
SUV39H1	-1.0125
AAMP	0.44275
TUSC4	0.784166666666667
MBD6	-0.1695
KLK13	-1.459375
FMNL3	0.514166666666667
TRIM13	0.262333333333333
C15orf5	-1.5795
IQCF1	-0.198428571428571
CACNG8	0.522
SLC35D3	0.439833333333333
ZDHHC9	0.6685
ODF3L1	0.6765
C9orf86	-0.1834
TSEN2	-0.886
C17orf64	-0.08775
SEPX1	0.402
TSPO	0.288166666666667
SYMPK	0.0235
ADORA1	1.64575
TSPAN10	0.843625
SEMA6C	0.319833333333333
RTTN	-0.6586
IL2	-0.143333333333333
ARRDC3	-0.952416666666667
TBPL1	-0.769
STX12	1.11175
MRPL39	-1.37475
OR8H3	-0.637
IFIT5	2.13533333333333
CASC5	-2.484375
FAM46A	-0.806833333333333
HPCAL1	-0.520625
CYLC1	-0.5505
VGLL2	-0.00962500000000001
C20orf191	-0.18475
CDH1	2.8125
ITPA	0.16925
CCDC101	-0.83925
D15Wsu75e	-0.19675
EDA	-1.15625
CREG1	0.54775
OR7G2	0.64
SAP18	0.999666666666667
IFIT1	2.65825
CALML3	1.4405
FLJ37440	2.5795
FNDC5	-0.86125
SERPINB6	0.219857142857143
JUNB	1.2143
SYS1	1.27025
SCN2A	-0.0188333333333333
ZKSCAN5	-0.4352
WNT7A	-0.1755
TSHZ3	2.746
RNF148	-0.20825
H6PD	0.48225
CAD	-1.28233333333333
ZNF449	0.3055
DOCK10	-0.3085
FAIM2	2.35483333333333
HEXDC	1.01175
PRB1	-0.3245
C14orf148	-0.051
ETHE1	0.81475
IRF5	1.3984
GNMT	-0.691
MGC16291	-1.895875
RPAIN	-0.950571428571429
CAGE1	-0.462
CNTNAP3	-3.750125
ACTR1B	-0.0695
EEF1E1	-1.17425
MSX1	-0.135
ESF1	-0.6796
HSPC171	0.4295
MRPL2	-1.43716666666667
RDH12	-0.1105
CELP	0.759
METRNL	0.8585
C10orf116	1.407
C19orf48	-1.92475
ZNF346	-0.324375
NCR1	-0.789
C10orf64	0.612
CD52	0.59025
VPS18	0.8945
AP4S1	0.0703333333333334
NPBWR1	0.2555
TPK1	1.37575
UBA52	-0.821055555555556
RIPK1	0.539833333333333
CPNE3	0.5875
HSPC159	-0.428125
C8orf38	-0.3815
LRRC4B	-1.2945
PARP10	1.2807
ANKRD50	-0.135125
CXCL9	7.31075
FGF18	0.176
EIF2A	-0.64325
SLC20A2	1.23133333333333
KIAA1549	0.00766666666666667
SPINT1	2.3196
ZNF584	-0.0595
CRBN	0.4005
ABCF3	0.218
NCBP1	-0.3715
PLA2G4F	1.352
PCDH10	-0.91475
TTC21A	1.1625
C20orf144	0.516
FGFR1OP2	-0.200833333333333
SLC9A1	0.5182
CHRND	0.175
FOXF1	-2.94975
KIAA1467	2.59475
TPO	-0.886333333333333
LTF	0.365214285714286
DNAJB9	0.568
MRPS27	-0.361
bA16L21.2.1	-0.03275
WBP2	1.13016666666667
MRGPRX3	-1.75533333333333
PRPF18	0.37275
C10orf58	0.37425
SMOC1	-2.9223
ADAT3	0.3735
TMEM138	-0.658
TMEM131	0.00825
TIMM8B	-0.255
MYH7	0.3095
ST6GAL2	1.731
KIF1C	-0.64
SUHW2	-1.584
PAPSS1	-0.10225
CABP2	-0.1515
HOXA4	-1.77625
ELF2	-0.987
SEMA3D	1.4194
MC5R	0.3215
OGFR	0.871
FLJ30092	-0.0263333333333333
TGFA	-1.1691
MMP17	0.65025
KIF15	-1.941
CHIA	0.3855
CATSPER3	-0.60075
CEACAM7	3.3075
PADI2	0.71125
HOXA9	0.311166666666667
LNX2	1.055
TMEM144	3.21425
HIF1AN	1.28425
METTL7A	-1.0929
C6orf165	3.81033333333333
KIAA1468	0.81625
DSG3	0.4495
ZNF180	0.5425
EIF4E3	1.734125
SLC46A1	2.22675
DKK1	-6.35066666666667
ZNF205	0.707333333333333
LOC162073	0.0445555555555555
COX7A1	4.62
MAGEA1	-4.3855
NEDD8	0.89725
KLHDC5	0.192722222222222
C3orf19	0.0546666666666667
MRPS2	-0.781
POLR3H	0.0503571428571429
ABHD11	1.7144
TMEM17	2.02375
PAIP2B	0.0472
MAT1A	-1.658
LGI3	0.151
THUMPD2	-0.17125
TKTL2	-0.10625
XAGE3	-2.103
CALM3	0.869666666666666
C6orf136	-0.7735
KCNC4	0.114833333333333
RGS9	0.573166666666667
ACIN1	-0.587833333333333
SPATS1	-0.11225
XKR8	-0.2255
FAM84A	2.76541666666667
MS4A7	4.68381818181818
AGXT2L2	-0.14125
OR1F1	-0.3385
SMAP1L	-0.367416666666667
IPO11	-0.00150000000000001
ZC3H11A	0.646875
C1orf151	0.082
RNASEH2A	-1.282
CCR10	0.884
TXNDC11	-0.05675
TMEM112	0.798875
MAP1B	-0.663357142857143
NVL	-0.31025
PKM2	-0.8508
ARC	-1.0535
NUP54	-1.359
PPFIBP2	2.13833333333333
STAT2	1.242125
PTAFR	2.541
ROBO2	0.23875
RNF40	0.397833333333333
CCDC135	-0.530333333333333
IFT81	-0.1087
MORF4	0.5055
TM7SF3	0.09075
OR10H3	0.2305
ABP1	0.47425
CHRD	2.52125
PLEKHA8	-0.396666666666667
NCALD	2.28766666666667
OR5AK2	0.341
ACCN1	1.0945
SLITRK1	0.52175
ARMET	0.139
C9orf52	0.271
REEP4	-1.1045
MTSS1	1.335
ADH1B	2.143
DLD	-0.57
CDK5	0.48075
PPFIA1	-0.36525
WFDC3	0.90775
DNAJB12	0.737142857142857
RANGRF	-1.1035
MLANA	-4.32
AMY2B	-0.4025
KIAA0319	-0.61075
RPS7	-1.4965
JAK3	0.2606
ARFGEF1	0.9775
CXCL5	0.3575
TRAPPC4	-0.6375
CETN2	0.84125
HSPC111	-0.99925
RHOBTB3	0.8041
PHLPP	-0.001
RGS10	0.89125
TMEM58	1.615
CHERP	-0.264875
HSP90AB3P	0.106833333333333
FSTL3	-0.5905
PEX11A	2.49
OR5V1	0.7285
FCN3	1.8795
PTPN3	0.8295
NPTX1	-5.405375
C21orf84	-1.36875
C11orf51	-1.011
ZBED2	4.1745
FLJ90757	2.03375
NPY2R	0.33025
PLD3	0.33125
SYT17	-0.758
SGSM2	0.2195
OR1A2	0.021
FOXP1	1.163
SLC5A1	2.19525
POFUT1	-0.8483
EPHB6	-2.85283333333333
MYO1G	-0.88125
STAC	-1.592
KLHL17	-0.323333333333333
RGMA	-0.4289
TJP2	-0.6705
FAM114A1	0.184666666666667
SERINC1	1.71358333333333
SLC9A8	0.057
PEX19	1.51225
EDN2	1.65825
PSMD7	-0.716888888888889
C3orf41	-2.22075
UQCR	-0.063125
PPP1R3C	0.73425
LRP4	-1.59066666666667
TM2D1	0.758
TTC17	-0.33675
C4BPB	-3.61
CCL25	1.1375
ZNF253	-1.01383333333333
CHRNA9	-0.8655
SOX11	-0.609375
HIVEP3	0.7045
CGN	2.65775
C3orf35	0.382
PKD2L1	2.74925
SYVN1	-0.1005
PDE8B	-3.038375
LOC439951	0.7625
LTC4S	2.0445
MIF4GD	0.8345
SMARCA2	0.901125
TUBGCP6	-0.105666666666667
CABLES1	-0.715125
C16orf77	0.541666666666667
ZNF791	-0.23125
FUT5	-1.1825
ADH6	-2.94916666666667
P4HB	0.692
CLDND2	-2.04025
ALKBH8	0.1885
PLAC4	-1.35375
F11R	1.23121428571429
MGC35295	-0.0498333333333333
PDZD4	0.000833333333333316
LOC389073	-1.1165
FAM80B	0.0675
PSMB1	-0.058125
TXN	-1.03916666666667
VIPR1	1.0913
WBSCR18	-0.0752
EXOSC6	-0.177833333333333
ACTA2	3.693
SP5	-3.72175
ANKRD1	-2.6275
DDR1	2.2053
ATP6V1D	0.194
PTGS1	-0.430333333333333
RNF157	0.54475
DCC	0.6575
SPAG7	-0.0745
FBXO18	-0.675
UBE3C	-0.048
HOXC6	0.59575
LRP2BP	-0.500666666666667
MYST2	0.6175
PDSS2	0.058
ATE1	-0.26775
ARAF	0.42575
KLF10	-0.22225
PLA2G2E	0.1685
ASCL1	3.62083333333333
TSNAXIP1	0.99575
FAM131B	1.150625
IFNA10	0.112
NUP43	-0.900875
FAM44B	-0.11125
L1TD1	-4.785
NMD3	-0.71375
C18orf54	-0.4558
PHOSPHO1	-0.514
RAG2	-1.753
EMILIN3	-0.073
METTL3	-0.127
VPS13C	0.681375
REXO2	-1.5915
ANXA4	0.223
CA1	-1.12225
DCP1B	0.9315
TULP3	-1.1865
ATP2A2	0.216571428571429
ATIC	-0.3775
ADAM15	-0.0500833333333333
NPL	2.25083333333333
LGR4	-1.149375
UEVLD	0.940333333333333
GAB1	1.0095
SNAI2	0.265
ZGPAT	0.6288
SNF1LK	0.474875
DLEU1	-1.792
UBE2Q1	0.974
ZMYM6	-0.2378125
JPH3	-0.885166666666667
FAM38A	-0.50875
PXK	0.3775
DENND2D	1.8945
BAX	-0.860416666666666
CP	-2.28118181818182
RPL37	-1.1993
G6PC3	0.904625
NCOA4	0.261833333333333
LRRC14	0.200625
GORASP1	0.81075
FCHO2	0.58575
CYP24A1	-2.4153
FXYD3	1.54
SMARCAL1	0.29225
ABCB8	-0.108833333333333
CCDC44	0.9655
PRDM7	-3.88175
USH1C	-1.00175
DNAH5	-0.0975
SRF	0.247083333333333
MAL2	2.03283333333333
PGPEP1	0.416666666666667
SIN3B	-0.0105
SEMA3C	0.647333333333333
GRAMD3	1.328
FBXO10	-0.444
OR5D13	0.7665
FLJ31818	0.538
CACNA1I	1.358875
S100A13	0.596
TP63	0.920857142857143
ANXA11	0.3662
WDR66	0.731125
CSF2RB	0.131
IFI44	0.43775
DACT1	2.39233333333333
ANKRD23	-1.300875
ATP5G1	-0.0621666666666667
C21orf70	-0.900333333333333
PPWD1	-0.8465
DNAJC13	0.11425
PAH	-2.69833333333333
PTCH2	0.853
TRMU	-1.35375
CCDC9	-0.1805
USP3	-0.2481
DCLRE1C	-0.3611
FAM55C	2.07325
FRMD4B	2.10125
CYP2R1	-0.01825
RFPL1	2.3021
XPO5	-1.0935
ARL6IP2	1.706
OSBPL5	1.92125
MMP9	4.60454545454546
KIAA0802	0.256125
DHRS2	-3.19716666666667
SGEF	0.174375
TXNDC10	-0.2463
EXOC6	1.13225
RPS27	0.3675
PNCK	-1.42933333333333
FSTL1	-0.18575
AACS	0.3685
SLMAP	1.1325
SAMD4A	0.1533
ABRA	0.399
SMARCD3	1.97925
PKNOX2	-1.84433333333333
A4GNT	0.0335
C9orf39	-0.76
RALYL	0.60225
MGC33556	-2.7175
C10orf25	-0.8015
BBOX1	2.21275
NHEDC1	0.31325
XDH	0.20325
GCSH	-1.1745
EDN1	-1.10683333333333
MTERF	-0.32025
CLK4	0.937125
ZNF799	-0.0656666666666667
KCNG1	-1.264
CXCR4	-0.178166666666667
PTPRR	-1.86875
IRAK1	0.47875
LOC401397	-1.1975
TMSB10	0.248785714285714
CXCL3	-3.1283
TMC4	2.3295
OR7A10	0.459
STYK1	2.70875
CHRNA10	-0.28875
CCNI	0.108
EP300	-0.202142857142857
LOC165186	0.0173333333333333
HIC2	-2.41125
SDR-O	-0.5945
OR2W1	-0.156
KCNA6	0.7735
TRIM74	-2.551
REEP6	1.46425
ATP5G2	0.21375
ERG	0.42875
TMEM42	0.15775
PARN	0.327666666666667
SOD2	0.7664375
DIRAS1	1.15466666666667
PNPT1	-1.3535
JOSD3	-1.96575
hCG_40738	-0.308
PDE1C	-2.41225
SEMA4D	0.829375
AGPAT1	0.0755
NOSTRIN	1.11125
MAP3K3	-0.0418333333333333
MAX	0.629
CAPS	3.83466666666667
SERPINA12	0.2255
OSBPL8	-0.499625
RICS	0.4672
NR4A2	2.23183333333333
PPCS	1.1785
LONP1	-0.54525
SCYL3	1.84575
HERC2P2	-1.87283333333333
FIBCD1	0.107
C15orf41	-0.84325
DMC1	-1.283
C20orf27	-0.92125
RPS6KA5	0.076
FAHD1	-0.1005
SLC12A4	0.325
BRCA1	-0.7655
GBL	-0.3975
SLK	0.1335
NUDT9P1	-1.198
NOXO1	1.3985
USP52	-1.32075
BAZ1B	0.0305
SLCO2B1	3.6195
BBS12	1.2515
LRGUK	-0.00033333333333333
TERF2IP	0.52075
COL1A1	5.7715
KIAA0090	-0.284625
GRK5	-0.530666666666667
AP1S2	-1.0502
TMEM52	-1.10983333333333
CA11	0.85425
OR4A15	0.728833333333333
ACBD3	1.6209
SPAG11B	0.22925
PRDM2	0.7785
FOXP3	0.14425
SMYD3	0.1522
LOC389199	0.8055
LGI2	0.822
NAPE-PLD	-0.4425
ANKRD6	1.251
WDR45	0.7155
SHROOM1	-0.64275
PSCD3	0.0585
PYY	0.562
KCNC1	3.326
ARHGEF9	0.8414
OR8J1	0.2755
GPR55	-0.234833333333333
NS3BP	-1.5215
C10orf22	0.1185
NAT8L	0.46175
DUSP4	1.60983333333333
FOXM1	-1.72683333333333
GRAMD2	-0.1047
ZBTB48	-0.314
BUD31	-0.3215
PABPC5	0.9175
CCDC41	-1.38575
FBXO11	-0.035
C6orf148	0.05475
RFXAP	-1.28375
C6orf15	0.165
CDK8	-0.897
C6orf70	-0.09625
TESSP2	0.3845
ALG2	0.47175
PPP1R3D	0.75575
TPM3	0.919111111111111
SYT13	4.679
EPB42	-0.659333333333333
CETN3	-0.741
PRY	0.3585
NTHL1	-0.582833333333333
POLR2B	-0.113
RPS28	-0.87775
P2RX3	0.5765
LYZL4	0.2405
WBP4	0.335
PMM1	-0.4855
C11orf79	0.19225
CBLL1	-1.25375
IL1F10	0.0676666666666666
VAX2	-0.02
SETDB1	0.5545
LRAP	-0.022
GCLM	-0.4165
CPEB3	1.6195
PPM1A	1.5245
INTS1	-0.3915
CAMTA1	0.76475
SAMSN1	-0.8395
LOC158830	-1.57466666666667
GMPPA	-0.287875
AIPL1	0.3095
IL24	1.17475
BDKRB1	-1.65033333333333
MLF1	1.5019
TAF12	-0.85325
ID1	-1.757625
THADA	-0.16175
PIK3CB	0.495
OR4N5	1.0435
TBC1D17	0.0103333333333333
COX8A	-0.388
CDCA4	-1.65675
C2orf44	-0.5275
ZNF534	-1.277
IMMP1L	-0.0215
NIPSNAP3B	0.092375
FTMT	0.445875
PWP2	-0.988166666666667
MMP15	-0.3758
DNAH11	-1.108
MTMR14	0.47525
DNAL4	0.57175
IPP	-0.26075
TMEM59	1.232125
C1orf157	0.09
RGS4	1.24
DDX18	-0.401333333333333
SNX6	1.24
ZNHIT2	0.194166666666667
NCDN	-0.103833333333333
FLJ33534	0.4665
RAG1	-1.7035
OR4D10	0.2425
PTPN5	0.4225
POMT1	0.57075
LRRC8A	0.3918
CYP1A1	-0.8325
CAPN1	0.0505
DDHD2	1.03275
GRIK2	-0.21975
GNRHR	-0.091
PPBP	-0.06175
HTR3A	-0.443125
SLITRK4	0.25525
ANKRD49	-0.13275
BTF3	-0.2044
SARS	-0.4235
C13orf18	0.534
CACNB1	0.219571428571429
QKI	0.0509545454545455
SETMAR	0.139375
MAN2B1	1.339
EML3	-0.93125
ACADL	-0.355333333333333
OFD1	-0.34825
DEFB114	0.6095
CGA	-0.1327
PEX16	0.554
LRRC10	0.1435
GNG12	-0.526
C1orf152	0.472833333333333
CHRM1	0.66
CD53	1.3325
DBH	-0.78125
TFAP2B	4.051375
HIST1H2BJ	-0.4155
FAM46D	0.256
TMEM11	0.25225
C3orf32	-1.789
PCCB	0.286625
IPO13	0.18375
C6orf105	-4.3795
COMMD5	1.31775
SUV420H1	-0.6506
LTBR	1.394
ARHGAP15	-0.864875
HDHD2	1.0845
TDRKH	1.00083333333333
LOC401052	1.2425
PSG4	0.425
GNB4	-0.0472
SPATA4	1.44775
SLC9A3	-0.375
OSBP	0.148833333333333
NBPF3	0.0209166666666667
DOCK11	-1.154
SLC39A5	-1.34183333333333
PRR5	0.6804
C10orf63	0.405625
SMTNL2	-1.7965
ADRA1A	0.3065
ASAH1	1.6335
DOM3Z	-0.5508
GIPR	0.569666666666667
AHI1	-1.21241666666667
NADSYN1	-0.1335
RGS14	0.418
IL18BP	1.7094
RTN4RL1	0.585
ARMC6	-0.2555
PSMD5	0.0495
HK3	2.4966
OR4S1	0.21
RSU1	0.5894
MAD2L1	-2.59722222222222
EIF4A3	0.0495
DLEC1	-0.490833333333333
E4F1	0.0566666666666667
CHMP2B	0.9476
CAMSAP1	-0.3125
RPS21	-1.54816666666667
ARID5A	0.4245
UBE2N	-0.0169
IGSF8	1.1405
MAGEB6	-2.168
ACAD11	-1.3537
MGC4172	-0.63775
LMO4	-1.85725
KLKB1	0.0395
HP	-1.451
HDAC3	0.34375
SCHIP1	-0.067
CLCA1	0.254
OLFML2A	1.37725
C1orf112	-0.94675
KIF19	0.670454545454545
HAPLN4	-0.4643
CXCR7	1.296
GOT2	-0.4757
RAB38	-3.148125
DCX	-0.5885
PPM1H	0.433666666666667
NFYC	0.188916666666667
KIN	-0.273625
ZNF228	1.01475
PLSCR4	1.167
HIG2	-0.498
FAM79B	7.2045
C21orf86	-0.6052
KCNK10	0.05725
ZNF738	-2.20675
FSTL5	-1.6895
OR6A2	0.14
OTOA	0.5605
EXOC1	0.305625
AHRR	-3.23725
PDAP1	-1.25508333333333
C19orf6	0.342875
ZAN	0.3045
LY6G6E	-0.131
EIF4E2	-0.02325
C20orf198	-0.0535
ZNF324	0.2825
CYP3A5	-3.868
ENTPD7	0.936333333333333
MBOAT5	0.402333333333333
GJB5	-1.36
TTC13	0.58575
S100Z	-1.59
KIAA0664	-0.2725
PDGFRB	2.53441666666667
IL17D	-1.529
OR56B4	-0.7365
RDX	-1.28633333333333
SLC34A3	0.577
IL28B	0.015
JUND	1.14675
CHRNB1	-0.2125
CAMK2B	1.64125
FETUB	-1.46875
CXorf23	1.02475
MRTO4	-1.420375
TTC3	-0.3365
NDUFB8	-0.283666666666667
EDG2	-1.04225
SEMA3G	0.149
IL23A	-1.957
GRHL1	0.8931
LOC441054	-1.0715
WDR65	0.62725
PSTK	-0.55325
STOML3	0.0871666666666667
R3HDM2	0.177
C5	-2.14
SLC2A10	1.49016666666667
C3orf22	0.619
PAQR3	-1.33123076923077
ANKRD26	-1.723
HCRTR1	-0.0605
LOC399947	-0.6095
PSD2	0.2065
TIGD2	-0.802166666666667
SCRN1	0.019
COQ10A	0.324
DDI2	-0.2045
METTL7B	-0.383333333333333
UCN2	0.57675
FAM92A3	-0.70075
WDR16	1.25525
ZNF511	-0.5125
ZMYM5	-0.336125
POLR3G	-3.01625
ZNF586	-0.173
C1orf49	0.748666666666667
TANK	0.886833333333333
RCAN1	-0.96
PELI3	0.829166666666667
LIMD2	-0.220166666666667
TMEM189	-0.045
NTN4	-1.58725
LOC151300	0.8445
CLEC2A	-0.8435
GPR135	0.6945
DPYSL4	-2.783
JAK2	0.0526666666666667
TSHZ1	0.661333333333333
TM9SF4	0.163125
ZNF264	0.827166666666666
SIRPG	2.095125
BICD1	-1.05325
HERC6	1.55333333333333
METTL5	-0.955
CASP1	1.33825
PRRT1	-0.577
PLA2G4C	3.4145
ICA1L	1.06821428571429
TPTE2	-0.659
OTUD7A	0.535666666666667
AQP11	-1.752
APOA2	-4.2151
KALRN	0.6287
SECTM1	2.03875
IFNAR1	-0.0755
TALDO1	0.302
RAB11FIP4	1.47908333333333
EIF5A	-2.117
FAM49A	1.83175
NEGR1	0.598
YTHDC2	-0.07675
EHD2	-0.460875
NCF1	2.9155
SCRT2	1.0945
HOXA5	-0.697833333333333
NUP133	0.5125
FGF12	2.5029375
SLMO2	0.278625
SNTA1	1.3665
CACNG2	1.606125
GCM1	0.714
ELF1	0.397666666666667
TLR5	3.22075
TCFL5	-1.09016666666667
RBMY2FP	-0.6495
LOC100125556	0.273
FAM129B	0.545125
MAP3K7IP1	-0.056
NCK2	0.1635
OXA1L	-0.0135
FMO9P	1.6985
ZSCAN12	-0.24975
PSMD12	0.575833333333333
HSCB	-1.06075
CLDN10	-3.17575
MGC13053	-0.2285
HPCAL4	-0.338333333333333
ASZ1	0.396
MEX3D	0.0228333333333333
NFAT5	-1.4415
CSPG4LYP1	-0.311833333333333
FBXO3	1.795
DVL1	-0.492833333333333
CMKLR1	1.9795
TYMS	-2.718
PEF1	0.94425
ZNF750	-0.266333333333333
MCM5	-0.7847
MEGF11	-1.042
KCNK7	0.097
PTP4A3	0.3295
C1QTNF2	-0.852166666666667
OR6S1	1.0825
FAM122B	-0.39275
ZNF551	-1.488
HBQ1	-2.6215
GEMIN6	-0.27775
ARSK	0.026
RBP7	0.937166666666667
CPNE9	1.1515
DSC1	0.0245
LOC730112	0.424
MAP2K4	1.015375
HS3ST5	-1.6975
EPB41L3	2.084
TEKT2	-1.222
CDKN2B	0.8265
ZNF480	0.143
MAP3K6	0.0849
MAP6	3.2345
HN1	0.8029
OR2L13	0.7215
SLC16A11	0.56875
FAM96A	-0.26225
APOL1	1.6155
C5orf32	1.244
RTP1	0.0636666666666667
RNF175	0.220375
ZBTB41	1.4985
AHCTF1	-0.2081
SAE2	-0.178
ITGA2	0.0595833333333333
MME	-0.289
CCDC14	-1.1475
MAST4	2.82692857142857
KRT33B	0.058
KCTD2	1.51383333333333
WDR26	0.885916666666667
MFI2	-0.2165
NR4A3	-0.44675
ARSA	1.74525
UNKL	-0.382333333333333
SULT6B1	0.2865
CCNA2	-2.413
SOX15	-0.4945
PPAPDC1B	0.615166666666667
C19orf44	0.32
MCAT	0.361
ARID1B	0.0845
OR52N1	-0.397
C12orf48	-1.30075
MAGI1	0.770125
NIPA2	0.00975
GBX2	-1.517
RSHL3	1.7215
RAVER1	0.244666666666667
C15orf17	-0.312
SLC30A2	0.2295
ZNF518	-0.99275
PCYT1B	-1.76775
C10orf114	-0.28275
EIF3H	0.3115
SLC25A39	-0.204166666666667
KIF1B	-0.61775
AMOTL2	0.26125
C6orf120	0.583125
PSRC1	-2.534
PLA2G10	0.970875
KIF5C	1.3165
MRPL37	-0.7765
C17orf62	1.2065
C9orf135	-1.5145
DUSP10	1.8725
CLCNKB	0.4225
PSMA5	-0.32175
C8orf53	-0.30375
AMPD3	2.03733333333333
PIAS1	-0.241
ADCYAP1R1	-0.2915
GYLTL1B	0.60375
CDH20	-0.234333333333333
FBXO7	-0.3445
TMEM134	0.594166666666667
FLJ14213	1.4475
ZNF3	-0.7815
LRRFIP1	0.652125
CNOT2	0.000166666666666684
ABI3	2.7415
ALDH5A1	-0.634416666666667
HNT	2.927
SERPINA4	-1.92475
TK2	0.312166666666667
STMN1	-1.93588888888889
GUCA2A	-0.0186666666666667
GALNT10	0.527714285714286
DPP6	-0.64485
C9orf93	-1.23375
PRELID2	-0.3275
STK39	0.554875
SFTPA1	-0.36975
CKS2	-1.94122222222222
RHO	-0.274
C20orf135	-0.357
XKR3	-2.6065
CR1	0.41825
RPS6KA2	0.467142857142857
C20orf112	0.776
MRPL22	0.2745
C4orf23	0.420166666666667
GADD45B	1.29275
KLHDC1	2.15616666666667
C2orf48	-2.25
ZNF287	0.7135
DAAM2	-0.3115
DPPA2	-3.2035
TCTN3	-0.15
DNAJB11	0.92525
FPR1	3.81575
DEFB4	-0.113
PTCD2	0.1651
SMOC2	4.7855
CABP7	0.12625
SERPINB11	0.34625
MAGEF1	0.239
NDE1	-0.2055
ITGA10	-0.3375
FSHB	0.1175
ANXA2	1.467
HORMAD2	-0.14125
HLCS	0.69825
MCF2L	1.44658333333333
FH	0.3565
TBC1D24	1.05175
KIAA1505	0.5665
LGALS2	-2.7135
CNBD1	-0.813
SYNPO2L	-1.2205
PTPN23	0.1655
C1orf183	-1.04316666666667
MAGEA8	-2.33
DGCR8	-1.709375
GSR	-1.1855
PAQR7	0.92525
ZNF676	-1.69425
CACNA1C	0.6685
SP7	-0.076
PDCD6	0.38375
NRN1L	-1.789
BRI3BP	-0.666916666666667
KIAA1183	0.8155
ASB4	0.207
CCL23	1.2157
OBSL1	-0.2865
SLC12A7	2.36808333333333
KIAA0240	0.6555
CD1B	-3.002
FCGR2A	2.112625
MDC1	-1.5045
