Hybridization REF	TCGA-A8-A06N-01A-12R-A056-07
HCRTR1	0.5775
LOC399947	-0.9295
PSD2	0.12825
TIGD2	0.279666666666667
SCRN1	-0.3185
COQ10A	1.27325
DDI2	0.2565
METTL7B	-0.862833333333333
UCN2	0.39175
FAM92A3	-0.62125
WDR16	0.5065
ZNF511	-0.9685
ZMYM5	-1.071875
POLR3G	-3.50025
ZNF586	-0.412
C1orf49	0.484833333333333
TANK	0.335333333333333
RCAN1	-1.9215
PELI3	1.3095
LIMD2	-1.64666666666667
TMEM189	-0.466
NTN4	-0.2015
LOC151300	0.2615
CLEC2A	-1.609
GPR135	-0.272875
DPYSL4	-4.1663
JAK2	-0.811666666666667
TSHZ1	0.583666666666667
TM9SF4	0.462625
ZNF264	0.678833333333333
SIRPG	0.046375
BICD1	-0.952
HERC6	4.09733333333333
METTL5	-0.7885
CASP1	-1.24
PRRT1	1.12866666666667
PLA2G4C	3.2635
ICA1L	1.18464285714286
TPTE2	0.313833333333333
OTUD7A	0.721166666666667
AQP11	0.601
APOA2	-4.8327
KALRN	0.0959000000000001
SECTM1	-0.171833333333333
IFNAR1	-0.0145
TALDO1	-0.083875
RAB11FIP4	1.23491666666667
EIF5A	-2.279
FAM49A	0.39075
NEGR1	-0.747
YTHDC2	0.15525
EHD2	-0.89875
NCF1	1.8061
SCRT2	0.5515
HOXA5	-2.78016666666667
NUP133	0.27425
FGF12	-0.2699375
SLMO2	0.008375
SNTA1	1.42175
CACNG2	-0.011125
GCM1	0.26175
ELF1	0.398333333333333
TLR5	3.38525
TCFL5	-1.37258333333333
RBMY2FP	-0.588
LOC100125556	1.134125
FAM129B	-0.074
MAP3K7IP1	0.457
NCK2	-0.633
OXA1L	-0.557
FMO9P	-0.1365
ZSCAN12	1.3145
PSMD12	0.0460833333333333
HSCB	-0.3095
CLDN10	-4.01025
MGC13053	-0.76025
HPCAL4	-0.992166666666667
ASZ1	-0.801
MEX3D	-0.0435833333333333
NFAT5	-0.888
CSPG4LYP1	-0.257333333333333
FBXO3	1.3762
DVL1	-0.255166666666667
CMKLR1	1.74566666666667
TYMS	-2.844
PEF1	2.08625
ZNF750	3.0595
MCM5	-0.9561
MEGF11	-1.13775
KCNK7	-0.057
PTP4A3	-0.445
C1QTNF2	-3.16116666666667
OR6S1	0.2695
FAM122B	-0.105
ZNF551	-0.31075
HBQ1	-2.1185
GEMIN6	-0.01125
ARSK	0.291
RBP7	1.6675
CPNE9	0.20625
DSC1	-0.0365
LOC730112	-0.1545
MAP2K4	0.282375
HS3ST5	0.092
EPB41L3	0.88275
TEKT2	2.943
CDKN2B	-0.0726666666666667
ZNF480	-0.6145
MAP3K6	-0.5115
MAP6	1.74333333333333
HN1	-1.0087
OR2L13	0.415666666666667
SLC16A11	0.36275
FAM96A	-0.4195
APOL1	-0.063
C5orf32	0.094
RTP1	-0.463
RNF175	-1.84425
ZBTB41	1.404
AHCTF1	-0.4952
SAE2	-0.342
ITGA2	-1.69358333333333
MME	-4.56483333333333
CCDC14	-1.39625
MAST4	1.59728571428571
KRT33B	0.7775
KCTD2	1.31983333333333
WDR26	0.184166666666667
MFI2	-0.10325
NR4A3	-1.644125
ARSA	1.48725
UNKL	0.09
SULT6B1	0.1935
CCNA2	-3.27566666666667
SOX15	-0.546
PPAPDC1B	0.547916666666667
C19orf44	0.81
MCAT	0.383666666666667
ARID1B	0.264375
OR52N1	-0.1245
C12orf48	-2.2555
MAGI1	2.61075
NIPA2	-0.6225
GBX2	-2.2125
RSHL3	1.98025
RAVER1	0.280166666666667
C15orf17	0.18725
SLC30A2	2.77625
ZNF518	-0.05675
PCYT1B	-2.145
C10orf114	-2.069
EIF3H	0.795
SLC25A39	0.0101666666666667
KIF1B	-0.770125
AMOTL2	-0.00325
C6orf120	0.377
PSRC1	-1.175
PLA2G10	2.099875
KIF5C	1.497125
MRPL37	-0.332
C17orf62	0.464166666666667
C9orf135	-1.60733333333333
DUSP10	0.2571
CLCNKB	-0.1855
PSMA5	-0.00399999999999998
C8orf53	1.1175
AMPD3	0.559166666666667
PIAS1	0.22625
ADCYAP1R1	0.433
GYLTL1B	-0.15525
CDH20	-0.170166666666667
FBXO7	-0.73475
TMEM134	0.378166666666667
FLJ14213	-0.016
ZNF3	0.171
LRRFIP1	0.0705416666666667
CNOT2	0.28675
ABI3	1.647
ALDH5A1	-0.0854166666666667
HNT	-0.3808
SERPINA4	-3.13925
TK2	0.15875
STMN1	-2.15933333333333
GUCA2A	-0.056
GALNT10	0.585857142857143
DPP6	-1.14235
C9orf93	0.440625
PRELID2	-0.4925
STK39	1.34125
SFTPA1	-0.76325
CKS2	-2.74633333333333
RHO	0.419125
C20orf135	0.24575
XKR3	-3.4545
CR1	-0.324375
RPS6KA2	-1.08857142857143
C20orf112	0.8195
MRPL22	0.20325
C4orf23	0.8915
GADD45B	1.11
KLHDC1	2.186
C2orf48	-2.158
ZNF287	1.6465
DAAM2	-1.712
DPPA2	-2.794
TCTN3	0.0741666666666667
DNAJB11	0.00400000000000001
FPR1	2.42675
DEFB4	0.5385
PTCD2	0.1719
SMOC2	3.63366666666667
CABP7	-0.06725
SERPINB11	0.39375
MAGEF1	0.85325
NDE1	0.186333333333333
ITGA10	-0.285
FSHB	0.286
ANXA2	-1.273375
HORMAD2	0.08275
HLCS	0.4165
MCF2L	0.8055
FH	-0.684625
TBC1D24	1.1485
KIAA1505	1.5615
LGALS2	-2.57675
CNBD1	-1.209
SYNPO2L	1.05225
PTPN23	-0.174071428571429
C1orf183	-1.38416666666667
MAGEA8	-2.8
DGCR8	-0.720375
GSR	-2.69925
PAQR7	0.54825
ZNF676	-1.027
CACNA1C	-1.4093
SP7	0.643
PDCD6	0.48275
NRN1L	-0.73
BRI3BP	-0.120416666666667
KIAA1183	0.21875
ASB4	-0.1755
CCL23	-0.1072
OBSL1	-1.542125
SLC12A7	2.09358333333333
KIAA0240	1.34675
CD1B	-3.73483333333333
FCGR2A	1.801625
MDC1	-0.898
HTR1A	0.186833333333333
OCEL1	1.76525
ATP11B	-1.4065
FBXO34	-0.0676666666666667
PCDH12	3.43333333333333
RPE	-0.51275
C17orf74	0.2635
CSDC2	-0.191666666666667
PET112L	0.96825
TMBIM1	0.732375
P2RXL1	-0.1885
TCHP	0.119
TRMT1	-0.976833333333333
F2RL2	-2.46909090909091
LRRC32	1.09633333333333
IMPG2	-0.198
BGLAP	-0.0895
LOC493869	-3.34858333333333
MRAS	-0.09675
SLC35F5	-0.04775
CBWD1	0.0425
AXL	-2.876
ATP2C2	3.60925
TELO2	0.302
PNPLA3	-5.694
PCDHB14	-1.368
CD276	-0.78125
KRT80	-1.754125
DUSP28	0.555
CSNK1E	-0.210166666666667
SRP14	1.212
KCNQ4	-0.349
KRT72	-0.0185
CCDC117	3.342
C6orf89	0.758388888888889
TUBB2B	-2.80333333333333
RTN4IP1	-0.34025
CR1L	-4.263
CEND1	0.14475
C12orf41	0.298666666666667
RNF31	1.07075
UBN1	0.109
C17orf32	1.97775
SLC5A7	0.0075
GPR92	0.436833333333333
ESAM	2.0218
CTNNA1	0.387
HRBL	0.3502
CBX4	0.90275
TMEM182	-0.3475
SH3TC2	-2.1825
IL10	1.045
PXMP4	2.0665
RNF167	0.2447
PAK7	-0.206166666666667
ETV3	-0.279
ATPIF1	0.1595
LOC554207	-1.6485
OR8H1	0.49525
WDFY3	1.492875
DPM1	-0.436
GPSM1	-0.5525
WDR92	-0.1728
LRP1	-0.336
ANKH	-1.522375
THUMPD3	-0.78125
POLR1B	-0.922
OLFM4	0.1714
RAD9B	-0.143
TSPY2	-4.2695
PAX6	-2.41433333333333
SCG2	-4.215375
SLC17A6	0.8035
FMO3	1.11525
PADI4	-0.247125
TUBB4	-1.5222
NLK	0.52525
POU4F3	-0.2335
SDF4	-0.08325
ITGBL1	-2.632
NETO1	-2.53875
TAP2	0.138625
ABBA-1	-0.411166666666667
GNAI1	1.801
VPS4B	0.85225
NOPE	-0.5863
GALNT6	3.37616666666667
SESN1	0.33825
GBE1	-2.30622222222222
CLASP1	-0.19425
RASGEF1B	-0.19
ACOT11	0.638071428571429
AFAP1	-2.467
OR2H2	0.351
DPY19L2P1	1.63675
DZIP1	-4.6715
SEC22C	0.027
GPR161	-2.66625
RNF146	1.41875
WDR74	-1.197875
GALP	-0.095
PURA	1.20375
DNPEP	0.456083333333333
RP11-78J21.1	-1.132
ERBB2	2.67925
FANCM	-0.172666666666667
NEO1	0.757833333333333
DDX3Y	-4.9882
RPS3A	-0.0475
MXRA7	-0.416214285714286
LGALS3	-3.9325
GLT8D1	1.074
CFL2	-1.64616666666667
UPB1	-0.14975
NAP1L5	0.69625
CLDN14	-1.874
DHX38	-0.49925
BTBD1	-0.22075
TARS2	0.333333333333333
ABCF1	0.0523
FCF1	0.0263333333333334
LRRC49	1.11725
GUCY1B2	-2.8845
C1orf177	-0.356333333333333
SMARCA4	-0.383928571428571
LRP8	-2.358
TAGLN3	-1.47025
MRPL14	-0.1935
TTRAP	0.55875
ZDHHC20	0.0535
NFE2L3	-0.79175
KIAA1377	-0.54275
PALMD	-0.0443
TMEM43	-0.96025
TTL	-2.094875
STAT5B	-0.105333333333333
SSB	-0.824375
OR10H5	0.3665
SLC22A13	-0.72025
AKAP3	0.0595
TIMM23	-0.743333333333333
OAS2	3.47275
KIAA0423	1.54675
TRIM11	1.05266666666667
GLIS3	-1.2635
TMEM50B	0.4265
ARHGEF4	-3.352
DEGS1	-1.50518181818182
TBL1XR1	0.132766666666667
G6PD	-1.90375
SP140	-0.7052
MUC17	0.1695
NUDC	0.1634
DNAJC5B	1.124
SCARA3	-2.03483333333333
CPA3	5.67833333333333
BCAT2	0.99475
MFN1	-0.1166
NRG3	0.1705
SNX11	1.04925
PLEKHH1	0.710666666666667
GPR177	-3.4225
HCFC2	0.5355
TCAP	0.8555
MOCOS	-2.47425
C14orf93	-0.2895
PRDM10	-0.3755
SLC16A4	-1.71216666666667
SRGAP1	1.36333333333333
VIP	0.71975
DUSP27	0.5005
LILRA1	0.5124
MC2R	0.204
MGC24103	-3.7545
MBTD1	-1.404
FUT11	-0.789333333333333
USP33	0.5095
C15orf39	-0.456
MAP3K12	0.81925
PAAF1	0.306166666666667
BARHL1	0.1555
FLJ16165	0.113
PIWIL2	-3.78175
SYNE1	-0.563090909090909
CMTM4	0.00150000000000003
TSPYL1	1.5875
GUF1	-0.2015
TMEM157	3.0185
WDR44	0.64675
HIST1H3C	0.88875
DKFZp666G057	2.453
RNPEP	0.46325
GAS2L2	-0.155833333333333
ADH4	-5.4465
GRPR	2.382
FBXL17	0.78175
ZBTB10	2.54175
Gcom1	0.666444444444444
HTRA1	-0.4783
ZNF585A	0.519666666666667
SLC26A2	0.150214285714286
OTOP3	0.3355
WISP1	-1.17811111111111
ATP2B4	-1.12966666666667
FLJ10769	0.894
CRAMP1L	0.51525
CHST12	0.54625
RAB22A	0.526916666666667
TARDBP	0.0407142857142857
STAU1	-0.496
CRB3	1.86216666666667
MIG7	-1.34575
CHMP1A	-0.221
ZNF160	0.061625
B3GALT6	0.276625
BARX1	-2.06183333333333
C6orf167	-1.2758125
NXNL1	0.4465
DHX29	1.017125
HADHB	-0.357
PLXNB2	0.109875
ILDR1	-0.6975
SLC15A3	2.027
GAS2	-4.505
C20orf69	-0.0925
NUMB	-0.0745
TNIP1	0.139125
MESP1	0.772333333333333
PSKH1	-0.03525
NSFL1C	0.565375
RHOG	-0.178
HEY1	-1.95683333333333
KNG1	-2.35775
ITGAX	1.4689
LIN9	-0.527333333333333
CANT1	2.25275
XRN1	0.263928571428571
CCDC96	1.9656
HEATR6	-0.388
GNG7	-0.0173333333333333
RUNX2	-0.764
SOX1	0.5635
FCRL5	0.1418
ZNF99	0.016
FAM9A	-0.3595
SNX22	1.16266666666667
MBNL3	-2.108
ODC1	-2.8914
ADORA2B	-4.48783333333333
NR2F6	1.41525
ZFYVE16	0.291888888888889
SYNJ2BP	1.3628
POLE	-0.9015
E2F2	-1.286875
THRA	2.05366666666667
PTGES2	-0.9565
HIP1R	0.154666666666667
TMUB1	-0.649333333333333
ENO3	-2.0305
RSPH10B	1.134
CXorf39	1.5085
IRGC	0.10875
GPR109B	1.50375
FLJ13305	-0.896
LCE3A	-0.571
TNFRSF18	-2.46416666666667
DET1	0.75125
TRPM3	-0.102727272727273
C16orf79	-0.7385
FECH	0.469166666666667
RAP2A	-0.914
CRIP1	1.87833333333333
AZIN1	0.4645
SLC7A7	2.21325
IL10RA	0.2563
TMEM64	-5.35075
CDC42EP4	2.1543
C16orf58	0.6158
ARG2	-2.256
POU5F1P4	-5.0195
FAM62B	-0.4475
DNAH8	-2.6122
ASH2L	0.728875
TSLP	-5.37566666666667
CNTNAP5	-0.465166666666667
TMEM16C	-1.24925
IFNA14	0.1085
SLC1A3	-0.268625
CABYR	1.8305
BCL7B	0.0739
NUDT13	-3.33866666666667
C13orf28	0.4275
C1orf53	0.63975
ARL6IP4	0.9772
RPL35A	-0.4035
EMR3	0.612
RAB40C	0.452916666666667
SLC41A1	0.294166666666667
LRCH1	0.69025
LY6G5B	-0.918
FAM124A	-0.764642857142857
MGC10981	-4.17283333333333
CLIP3	0.7441
MAP4K2	-0.4835
CHIC1	1.6465
SULF1	0.305833333333333
C20orf30	0.792357142857143
PRDM5	-1.80675
ELOVL1	0.18975
C11orf48	-0.980375
SLC39A10	-1.3715
KCNV1	-0.23525
ACP1	-0.638166666666667
ZMYM2	-0.5765
B3GNT6	-0.0126666666666667
C9orf69	-0.06875
C2orf15	1.00525
C20orf166	0.4915
HSP90AA6P	-1.4325
EDG7	-1.616
NEURL	3.069
LPL	-0.880166666666667
CLEC2D	0.271142857142857
GRRP1	0.503166666666667
CD8B	-4.147
HIST1H3D	-0.135666666666667
SLC6A12	0.3025
FAM27L	0.0615
CD84	1.1352
RASA1	0.4455
PHKG1	-0.1045
MAGEA11	-2.1325
IMPA1	1.4999
NPM3	-2.4615
RARRES1	0.003
SH3BP1	-0.30025
B3GNTL1	-0.448
ARPC5L	-0.826666666666667
KLHL26	0.594
SIM2	-0.986875
GJC1	0.6535
C20orf194	0.334
EXO1	-2.86525
SLC2A2	-2.62183333333333
LOC285074	-1.817
LRG1	-2.86975
KIRREL	-1.453
PIK3R1	-0.531142857142857
C4orf34	2.4915
MAF	-1.59211111111111
ADCY4	2.8775
ZMIZ2	0.8976
SLC46A3	1.56883333333333
STAMBP	-0.183333333333333
CCDC16	1.8335
MS4A12	0.571
TCF20	-0.38575
LRRC46	1.62925
C20orf152	1.374
MRPS6	-1.358625
ABCB11	-1.2415
KCNC2	-0.901666666666667
CDH19	-3.35083333333333
C9orf123	0.463333333333333
SSH3	0.705
LDLRAD1	-1.2545
CCBE1	-1.227
ZNF135	2.112875
TAAR1	0.116
WFDC12	0.00900000000000001
CCDC42	-0.044
FLJ12529	-0.08225
PER1	-0.6005
TIMM50	-0.641166666666667
SMARCAD1	0.256333333333333
FAM26C	0.584
TP53TG3	-3.05666666666667
SH3RF1	1.8388
LMCD1	-0.1965
GPR63	-0.6835
FLJ21986	-3.0525
AIFM3	1.12725
MICAL1	-0.590833333333333
BLZF1	1.07166666666667
IQCA	-1.6565
PCDHGC3	-0.8185
SAC	0.22675
BCL6B	1.90566666666667
DDO	2.4165
MARCO	2.29475
DCHS1	-0.819333333333333
C1orf170	-0.5705
CD200R1	0.735333333333333
C22orf15	-0.6575
SEPT11	0.218166666666667
ADNP	0.27975
UST	-3.4946
C13orf34	-1.76216666666667
RFFL	1.32028571428571
APBA3	0.366
C2orf60	-0.19475
CUTL1	0.616
PMS1	-1.1275
ZNF689	1.3325
EIF3E	-0.0723333333333333
IL9	0.242166666666667
RPL31	-0.616375
LY9	-0.428333333333333
ATP2B3	0.23675
KDELR2	-0.301875
TFCP2	0.878875
NLRP12	-0.533375
FLJ45422	-0.93775
TLE4	-2.8146
ZNF570	0.3635
FLJ43806	-0.418
TLK2	-0.013
CIR	0.6115
MARS2	0.84
COL24A1	2.64225
SDF2L1	0.469
HIBADH	-0.366166666666667
IGFBP3	-2.59021428571429
C12orf23	0.914875
PSPC1	-0.2255
C20orf43	0.31375
TRAV20	0.3465
ARHGAP24	-0.298125
KIAA1975	-0.0785
C1QA	3.3363
DNTT	-5.27866666666667
C10orf6	-0.726166666666667
C11orf41	-3.4665
HNRPF	0.076375
COL11A1	-0.793333333333333
UBAP2	0.460833333333333
CDKN2AIPNL	-0.354
C20orf174	1.019
SPRED2	0.134
PLA2G12A	0.833666666666666
ICEBERG	-2.39316666666667
SCN10A	-0.4245
C11orf65	0.57375
GBP5	3.59225
PITPNC1	-2.85416666666667
POU3F3	0.8595
NCOA7	-0.747125
LIN7C	0.4766
LOC348840	-1.8155
NKX2-2	-3.3075
ANKRD13D	0.303875
LOC123688	-0.61775
FUT2	0.741
TAAR8	0.7535
FZD4	0.285583333333333
PNMA3	-2.16666666666667
OR4L1	0.692
WIT1	-3.1805
EXOC3L	1.5
ATPBD4	0.5543
KRBA1	-0.47275
UBXD6	-1.514
HOXB7	-2.27364285714286
C7orf23	-1.374
UNQ338	-1.32525
STAB2	0.41175
CDC20B	0.71825
IRF9	3.25075
CENTG1	-0.465583333333333
TNPO2	-0.584
MCPH1	-0.632125
BMS1P5	-1.2005
SLC26A7	1.45375
HIST1H3J	0.11975
C9orf3	-0.3764
LBH	0.290875
MYO1D	-0.014
PTDSS2	0.8095
NFU1	1.0925
DEPDC4	-1.268
WNT7B	-1.19
GLP2R	-0.707166666666667
SETD4	-0.2462
DYNLT3	-0.696
FKBP11	-2.9695
SESTD1	1.943
FLII	-1.1
RPS16	-0.6323
CHPF	-1.12183333333333
CSNK2A1	-0.217666666666667
SUMO1P1	0.226
FKBP6	1.8705
ZNF214	2.96916666666667
TWIST1	-1.29483333333333
DDX56	-0.1315
TRAM1L1	3.4016
EPO	-3.09516666666667
MRPS18B	0.16225
ZNF682	-0.105
RPL14	-0.730333333333333
MAFF	-0.08125
LOC51136	0.5
LY96	-1.42075
DDX20	0.11
ABTB1	1.0895
ARL5A	-0.4418
CCT6A	-0.708
HEPACAM	-2.23016666666667
EHHADH	-0.918
RBAK	-0.408
CGB1	-0.506
ITGB5	-1.2675
YIPF3	0.584
FKBP2	-0.175
NR1D1	0.5023
TMEM110	1.052
NEK2	-2.14133333333333
PRAMEF8	-3.671
C20orf52	0.0575
PCDHGA3	-1.157
VWA3B	-1.11766666666667
NDUFA5	0.53875
THAP9	0.711
FLVCR2	0.0255
AP1S1	-1.118375
SMAD6	-0.527
SAV1	0.214625
SAT1	-0.13625
ZNF251	1.859375
ADAMTS7	-0.094
RPP38	-0.239
C1orf211	-1.8385
YPEL2	1.15035
RBMS1	-1.89875
ZNF445	-0.151666666666667
NRXN2	-0.524166666666667
PGBD4	-0.129625
UGT2B28	-1.24275
WBSCR16	-0.3104
NLRC3	-0.354125
ASTL	0.23725
ST6GALNAC1	-3.48525
ZADH2	-1.023125
MLLT4	1.15116666666667
ARL6	0.478333333333333
MEF2C	-0.43925
CBFA2T3	-4.4245
AFF3	3.59742857142857
COG7	0.872833333333333
MYB	0.1845
PLXNA3	0.15
XRCC2	-1.94533333333333
MMS19	-0.706375
ST8SIA5	-0.647625
CHPT1	1.7945
KIAA1712	0.325375
OR6X1	-0.281
ACTR3	-1.3085
UGCG	3.59166666666667
OR4P4	0.2035
ZAP70	-3.521
LPP	-0.353125
ZNF485	-2.347
PTPRCAP	-0.9895
IL12RB1	0.24225
ATRX	0.3581
CHST8	-3.2205
C14orf109	1.288
ARV1	0.5015
NMB	-1.52628571428571
COX5A	-0.703
EIF6	-0.44525
MPPED2	-1.05416666666667
SEMG1	-2.1405
CHRDL1	-1.7765
TRAF3IP2	-0.05075
WNK2	-0.886125
LILRA4	1.178
LAMA2	-0.649
PXT1	-0.071
RLBP1	-3.53225
CD300C	0.16825
SLTM	0.616875
FLJ10404	-0.62375
APOBEC3D	-0.9065
RENBP	1.24216666666667
ATXN7L1	0.1505
NID1	-1.0495
TUBGCP3	-0.913375
ITIH5	-0.315388888888889
CCDC110	2.683
C8A	-3.2815
MGC87042	-0.8445
HOXC13	-4.2395
TFDP2	-0.61075
HCP5	1.91
POLI	0.04525
UCN	-0.04
ZNF764	0.7055
C8orf45	0.97025
FHL3	-2.212
SPATA5L1	-0.32225
MMRN2	2.86666666666667
NDST1	1.229
COL20A1	-0.473833333333333
ZNF248	-0.846833333333333
PELP1	-0.2595
MBL2	-3.5436
RNF41	1.1075
C5orf24	0.301
THOC5	-0.977
SERINC3	1.00241666666667
RP11-151A6.2	0.42525
CDCP2	-0.54275
HIST1H2AA	0.325
C11orf75	-1.41266666666667
FKBP7	-2.74
DDOST	-0.575
GPNMB	-0.796333333333333
TTF2	-1.94283333333333
KCNT1	0.136333333333333
SLC39A14	-1.6725
NGRN	1.0684
GPR137B	2.1105
MECP2	0.661125
PSMA1	-0.11825
C16orf73	-5.62475
TMEM60	-0.0503333333333333
CSN3	1.0425
NOS1	0.396833333333333
RAB7L1	1.36916666666667
YBX2	-0.2755
KIAA1166	-1.746625
FUBP3	0.444
ABCG1	2.2315
ACACA	0.44525
ARL11	0.9438
ATOH1	-0.443
ODF1	0.0906666666666667
CREB3L3	-2.19633333333333
TMEM127	1.20285714285714
DSCAML1	-0.42825
PLN	2.383
LYPLA1	2.10016666666667
PRDM9	-1.92725
SASP	-0.6115
PLUNC	0.186
INTU	0.993
HISPPD1	0.031
LNPEP	0.195166666666667
YARS2	-0.361666666666667
APCDD1L	-2.1455
ZCCHC4	0.3134
FBXO22	0.0185
TTLL13	0.0265
ZNF669	-0.963166666666667
PTGDR	0.69475
DDX27	0.156
KIAA0409	0.215166666666667
GJB6	-0.33825
ASB8	1.51575
PLP2	-2.355
MEPE	0.554666666666667
OR10J5	-0.465
KRT222P	3.91175
COQ7	0.6605
C1orf101	2.42425
RERG	3.3919
CHMP5	1.19775
THAP11	0.149
ZNF43	-0.415666666666667
ZRANB3	-0.921
KRT13	2.6205
MRPL19	-0.753875
RBBP9	-0.0375
SPATA17	1.4645
BXDC5	1.15216666666667
PAFAH1B1	-0.603833333333333
MAGEE1	1.378
OSTF1	-0.46375
KIAA0323	0.299916666666667
TXNDC13	0.6015
CNTN4	1.9975
LCE1B	0.2305
UNQ501	2.0245
ZNF154	0.47125
C3orf64	-0.64525
SYT5	-0.1984
PON1	-0.329166666666667
FLJ10357	-2.164125
ATP4A	-1.768
GNPDA1	0.627666666666667
MGAT1	0.584666666666667
C14orf121	0.26075
SLC35B2	-0.23525
MIER3	1.59133333333333
CHEK1	-3.458375
ZNF8	0.354
TXNDC1	-0.2125
CKB	-1.7731
RTN3	-0.0837857142857143
FZD2	-3.06766666666667
PART1	-0.193125
PSMB6	-0.431
PCDHB8	-1.7745
PHC3	0.3879
PPP1R8	-0.199333333333333
NOVA2	1.32866666666667
TNFRSF11B	-4.741625
GOLPH3	0.5565
UBLCP1	-0.6515
SUHW3	-1.08475
TTLL1	1.1205
OPN4	0.00650000000000001
OR13G1	-0.1005
ZPBP2	-0.649166666666667
HSD17B11	-1.676625
C9orf50	-0.0455
DHDDS	0.372428571428571
CTSW	0.7263
NEFM	-3.8145
MRPL28	-0.112
SYN1	0.239166666666667
PIGV	0.686833333333333
ZIM2	4.0755
APBB1	1.23566666666667
SND1	-0.92475
C1orf123	0.190166666666667
CHD3	0.2995
BHLHB8	0.2295
RNASE2	-0.415166666666667
BCAP31	0.250625
SLC25A44	0.728666666666667
CHD6	1.0288
PIB5PA	3.49423076923077
SELS	0.63475
LOC541471	-1.664125
FAT2	-1.4745
ZNF81	0.693
OR4C16	0.7855
FLJ10081	0.0913
LRRC4	-0.074
CS	-0.734
N4BP2	-0.381125
IGFBP7	0.312
ZNF318	-0.127833333333333
NDNL2	0.568875
ZNF609	0.55675
SIRT4	0.683
EXOSC10	-0.166
ECE2	-0.385166666666667
OVGP1	4.1705
GTPBP3	-0.415
PACS2	0.6436
C19orf36	-1.15866666666667
ARL4C	-2.179375
ATG4B	-0.17325
UBQLNL	1.37075
RHOXF2B	-3.9145
PLEKHG2	-1.5065
GALR1	-1.082
AQP4	-0.4225
HDAC7A	0.227833333333333
DCUN1D3	0.08975
OR8A1	0.2625
CCRN4L	-0.738375
CBR4	0.1945
KIFC1	-2.36766666666667
SLC7A14	-1.46016666666667
LHX5	-0.1335
TRPC7	-0.482
LPXN	-1.06825
SERPINA1	-3.153875
RPS13	-0.4011
BPIL3	0.132
PRKAA1	-1.184
FADS2	-2.4629
ENAH	-0.2100625
PRO1768	-0.036
APBA2BP	2.384
LIPH	1.485
C3orf33	-1.2415
RCC2	-0.406428571428571
ALDH1A2	-3.7403
RNF103	1.81225
AHCY	-0.325625
ALG12	0.5525
CCL17	0.58475
ZNF543	1.21666666666667
ESRRG	3.558
CNGA1	-1.03025
RDH5	-1.12733333333333
OTX1	-1.7161
PTGFR	-2.64333333333333
CDR2	0.9895
SELE	0.4285
NLGN2	-1.00533333333333
EXOSC9	-0.1795
ZNF566	0.00783333333333333
KLRC2	-4.8645
GPR12	0.8065
KIAA0196	3.11025
PDRG1	-0.03575
SSR3	-1.33992857142857
MSI1	-0.632
CST9	3.8905
CC2D1A	-0.109
PLAGL1	-1.93944444444444
ZNF778	0.298
RNF2	0.6505
KLF6	-0.2125
THBD	1.56066666666667
tcag7.1314	1.722
NR5A1	-0.381333333333333
ABCD2	-0.1485
DNAJC7	-1.3345
CLEC4C	0.4035
TM2D3	0.384125
CCDC4	-0.9875
PLAC2	-2.99525
DCD	-0.561
FAAH	2.7125
POLA1	-0.288333333333333
TM7SF2	0.168
FLJ39822	-1.57483333333333
FLOT2	0.743875
MAP4K1	-1.41733333333333
SRP68	0.63725
C21orf74	-0.324
ARPC5	-0.677875
LOC126075	1.7265
HECW2	0.44825
ZDHHC4	0.639
ANKRD42	1.1875
PDE9A	-2.243
ABCA8	-1.2205
NDUFS2	0.20925
UBR5	1.426375
BTBD16	-3.63425
LOC554174	0.3015
ZNF20	0.94
KIAA1843	0.196
WDR17	1.322
C15orf33	1.028
RNF113A	0.044
CAMKK1	-1.2937
CLCN2	-0.61175
ANXA6	-0.1855
LOC340069	0.563
EMID1	1.324875
DPM3	0.047
ELA1	-0.034
SLC25A13	-1.2393
KRT24	1.628
SMPD1	0.758
TH	-0.015125
COL6A2	-2.10364285714286
ANKS1B	2.371
GPR126	-2.6152
ZC3H12A	2.467
TMEM47	-1.42333333333333
C2orf51	-0.400166666666667
C1orf88	3.89966666666667
HSF2BP	0.3375
AKAP10	0.9255
RPAP3	0.217
KLHDC8B	1.437125
STOM	2.4625
MUPCDH	0.13575
C10orf72	-1.36925
PLEKHA3	0.93075
TCP11L1	-0.37375
CWF19L1	-0.56125
SPEF1	2.08261538461538
YSK4	0.4045
ELN	-0.0243
SAMD8	2.954
MPI	-0.266
MEPCE	0.7371
ABCC3	-1.8595
NANOGP1	-4.8865
KCNK17	-1.204375
HLA-DMB	3.326
RRAGA	0.91125
ANGEL1	0.58075
RBM32B	0.1195
CPN1	-3.47625
MGC52282	-1.0667
HLA-A	1.24375
OR9G4	0.407
EDNRB	-0.7635
SCD	-0.440571428571429
C14orf80	-0.6365
BAGE2	-0.214
RABL4	1.87116666666667
RCVRN	0.222
SHANK1	-0.2645
NLRP7	-3.9845
CD226	0.73025
STAT3	0.432875
SYNJ2	-1.2959
TPCN2	0.00616666666666666
WDR36	-0.623916666666667
MBD4	-0.47575
ROBO1	-2.6165
ST3GAL6	-3.397
SLAMF8	2.56916666666667
ATN1	0.547166666666667
GPR141	-0.2095
KRT36	0.1335
TPH1	0.606
DDX52	0.15875
ZSCAN29	0.292166666666667
TRPT1	-0.532166666666667
DPEP3	0.9745
DENND4A	0.008375
