Hybridization REF	TCGA-A2-A0EV-01A-11R-A034-07
LOC124446	1.09725
RPS2	-2.56625
C17orf75	-0.467
NBPF1	-0.848
SLC2A8	0.238166666666667
SNRPE	-0.61275
CARD6	0.39675
IL13RA2	-0.361875
CUEDC2	-0.50675
C4orf19	1.43875
AOC3	2.121625
MTHFD2	-0.442666666666667
OR5M9	0.4805
C4orf38	0.169666666666667
SS18L2	-0.56925
OAS3	1.3765
LARGE	1.68575
LRIG3	-0.287
LIMA1	0.9425
STARD3	0.56525
VPS39	-0.000250000000000014
CTAGE6	0.9615
ODAM	-1.90825
MORF4L2	0.901625
GSTO2	2.2015
MTFMT	-0.66525
PRKAB2	-0.535357142857143
ZNF76	-0.209666666666667
HSPB2	4.3925
CRB2	0.33175
KLRK1	-2.1095
LYST	0.8395
UBE2M	-0.968166666666667
SLC16A9	-0.6985
ZNF281	0.50925
ST8SIA1	0.431625
C9orf105	-0.838
ANKRD46	-0.075
FAM108A3	0.4855
C20orf91	-0.1515
ZYX	0.0801666666666667
RSPH1	2.77725
ZSCAN5	-0.725
RIMS3	-0.651166666666667
KRT76	-0.016
CEACAM4	0.717166666666667
SIRPB1	0.231625
CFHR4	1.6115
SOX3	-1.0185
GATAD1	-0.06175
C21orf57	-0.63225
TMC8	-0.664833333333333
AVIL	0.0338333333333333
LMOD1	3.2105
HIGD1A	1.572375
NEU3	-0.979833333333333
DES	-0.5715
BZW1	0.1642
ZNF221	-0.29
CCDC27	0.5105
GDAP1	0.046
RBBP4	0.21025
MGC40499	0.33975
PHKA1	-0.395375
PRKAR1A	0.920444444444444
HSD3B1	-0.28725
RAD52	-1.74783333333333
CD207	1.1845
LOC389791	0.712
RSPO1	2.03716666666667
TMEPAI	2.661375
MFSD2	-0.03175
ETV4	-3.36608333333333
SCGN	-0.991
LOC391356	-0.37225
MPP1	-0.934875
STARD3NL	-0.038
TFAP2D	-2.6225
CD2AP	0.69075
CCL20	-5.3715
CCDC86	-1.4705
ZFP30	-0.44175
CTBP1	-0.0335833333333334
MAK10	0.332
STXBP5	-0.645
LOR	0.2074
MAP6D1	0.49575
ARMC7	1.2895
TMEM150	0.8564
NSL1	-0.17975
KIF5A	-1.577
ASCC2	-0.662666666666667
PSENEN	0.412666666666667
OPTC	-0.8535
FCRL2	0.3165
KBTBD11	-1.38075
PCK1	-1.72775
CENTD3	-1.6
MEGF8	-0.225375
ALPPL2	0.02
OBFC2B	-0.104833333333333
ZFYVE20	0.050125
GALC	1.922
CTRB2	0.2145
C20orf71	0.30125
TBKBP1	0.255166666666667
CAMLG	1.326375
TREML4	1.095
RSAD1	0.0565
TUBA3D	0.8956
KIAA1833	-0.0855
PNPLA1	-1.0475
LRRC34	-1.41666666666667
CDH26	-0.240333333333333
ZNF167	-0.0836666666666667
ZBTB26	-0.8199
VWF	4.231
VTN	-1.296
BAD	1.16475
PDS5B	0.268166666666667
ZNF644	0.472416666666667
SH3GLB2	-0.684
SMPDL3A	0.3082
NRG2	-1.113125
IL15	1.72933333333333
GABARAPL1	-0.339
LAT2	0.4808
SLCO1A2	-1.98666666666667
LIG4	-0.665916666666667
GSDMDC1	0.60975
BMP4	-2.062
METT10D	-0.364125
SYCE1	2.7155
SPANXD	-5.5625
SLC12A9	0.353833333333333
MC1R	-2.11
RNF168	0.013
TRIM69	0.409
GALNT7	0.610666666666667
ISG20L2	0.08
KIAA2026	-0.004
TNFAIP8L1	-0.7565
DPY19L2	-1.40875
C12orf63	2.828
PRDX5	0.199375
MED6	-0.874875
TXNDC5	-0.89425
CD46	0.499416666666667
CCK	-0.2045
C17orf48	-0.3025
ANUBL1	0.99
SIT1	-0.4305
TYSND1	-0.267333333333333
DEF6	0.123
GLT8D4	1.45975
UTP14A	-0.00937500000000002
RPH3AL	-0.16225
NXF1	-0.615
TRERF1	1.44233333333333
TUBB3	-0.5859375
SLC24A2	0.9305
SEC22B	1.00141666666667
ZNF653	0.23025
GGTL3	-1.17891666666667
CDKL2	1.28875
CTF8	0.190583333333333
EPC1	1.1035
CYP4A11	-0.4225
THRSP	2.94
LELP1	0.578666666666667
TES	0.278875
C17orf87	1.838
FERD3L	-0.40775
SH3TC1	0.031
RAB36	-0.7275
CRYGB	-0.104
GRIA3	1.40433333333333
BHLHB9	1.8775
C1QTNF9	0.4565
GOPC	0.44525
PNPLA8	0.8485
ZNF444	0.5605
FMO1	3.02275
POLR3C	0.02075
SLC35F3	-1.6755
SGCG	-3.8785
DCDC2	0.718333333333333
NANP	-0.18275
MGC23270	-0.4335
BEX4	-1.30390909090909
HYDIN	0.3151
RPS6KB2	-1.33575
ADRM1	-0.473666666666666
BAT3	-0.35375
RAB31	2.2674375
SCGB2A1	8.17775
SLC6A14	-2.18475
DDX4	-0.37225
PRRC1	1.24966666666667
AP3B2	-1.14866666666667
TRGV7	0.505166666666667
TMEM184B	1.11875
ADPRHL1	0.622833333333333
C21orf45	-0.315
ARNTL	1.197125
AADAT	-1.201375
CCL2	0.761666666666667
SNTB2	-0.0158333333333333
RGS9BP	-2.30275
KPNA1	-0.40175
TMEM41B	-0.203333333333333
S100A11	0.804583333333333
DOT1L	-2.7405
EFHC2	1.17075
CLTC	0.478166666666667
SRP9	1.11235714285714
ZNF521	0.102
FAM26F	0.2575
GPR88	0.252666666666667
COL13A1	-0.163333333333333
CHMP4B	0.2393
SIGLEC6	0.018
NFAM1	0.18125
PVRL2	1.4307
ALKBH4	0.3185
CCDC93	-0.5125625
NXT1	0.256
KCNK4	0.046
TROAP	-1.979
KCNA10	-1.06225
CCDC114	0.0243333333333333
RAN	-0.743916666666667
LMTK2	0.9345
LOC400657	-0.1915
UFC1	1.11025
UBE1DC1	-0.6875
EEF1A1	-0.601888888888889
CHAC1	-0.2415
HMGA2	-4.7486
B3GALTL	0.827
ING2	0.048
C1orf109	-0.42975
INTS3	0.59775
ZNF558	0.34125
TRPM4	1.5985
LTB4R	-1.306
ISYNA1	-1.4505
LSM7	-0.15825
LRRC47	-0.3004375
ZNF179	-1.76816666666667
EXDL1	0.4192
SLC4A10	-1.21757142857143
ACSS2	-0.858166666666667
COPS7B	-0.8335
KIAA0040	2.16266666666667
C1orf95	0.384
AP1GBP1	0.9515
OR9A2	-0.185
FAM71C	0.6748
RIN1	-1.51516666666667
ITGA4	-2.152
DNAJC6	-0.555
CLOCK	0.204
SLC35A4	0.9495
DSG4	-0.158666666666667
LOC26010	0.2415
NSUN2	-0.714
TMEM86B	-0.8775
C14orf135	-0.04675
KIFC3	-1.36016666666667
PHF5A	-0.63175
NCAPH	-2.459375
STK11IP	-0.52575
FLJ42953	0.21975
CCDC19	2.4595
ZNF329	0.35425
TAX1BP1	0.827166666666667
ZDHHC18	0.146833333333333
C10orf88	0.359
TMBIM4	2.0589
NMUR1	-1.0325
KIR2DS4	0.289625
C9orf90	0.378
MGC87631	0.6275
KDR	2.4824
ST3GAL2	-0.920375
RLN2	0.830833333333333
HPD	-3.9045
MOXD1	-1.46766666666667
PDGFRL	2.54433333333333
SMYD4	-0.814384615384615
FAM103A1	0.849833333333333
MFAP4	-0.536
LOC285141	1.3965
TMEM45B	0.210625
SMCR7L	-0.467357142857143
GZMH	4.553
CBLN1	-4.04166666666667
CNNM1	-1.51133333333333
PHF17	-1.00516666666667
NUP98	-0.293833333333333
RMI1	-0.13075
PTPRS	-0.118625
ANKRD57	-0.00487500000000001
CLDN15	-0.859833333333333
OR51A2	0.871
GUCA2B	1.2965
DOCK9	0.97175
ITGB1BP1	-0.9145
DLG2	-0.025625
BRAP	0.039
SESN3	1.459
ZC3H7B	0.516
FAM101A	3.03666666666667
FKSG24	-0.12725
ZYG11B	-0.435125
RFC2	-0.446
SH2D3A	0.284833333333333
DVL3	-0.0551666666666667
ADFP	-0.601666666666667
KRIT1	-0.01575
SERTAD3	1.94966666666667
LEFTY2	-3.12
KRT27	-0.431
SCFD2	-0.21325
MN1	-1.187
RORA	0.6515
PTPRD	-0.016
PIAS2	-0.550166666666667
CYP4X1	1.51566666666667
FBXL15	0.15825
MYH15	0.108166666666667
CRX	0.0345
TBC1D13	0.86925
SLC22A17	0.4085
PLK2	1.44933333333333
ARHGAP9	1.786
EIF1B	-0.613
C20orf185	-0.240333333333333
DEFA7P	-0.8715
PRIM1	-1.505
CRYAA	-1.966
BACE1	0.091
AGTRL1	-0.619833333333333
ACAD9	0.16325
GRASP	-0.058
RBP4	-2.675
TFB2M	0.034
METTL9	-0.6732
ATP5O	-0.617
SP100	0.754
CPSF1	-1.15183333333333
S100A4	-0.3265
LIME1	-1.378
GPR137C	-1.14325
OR2A2	0.4745
C2orf29	-0.03025
NUP188	-0.99
SDPR	-1.94025
RAI1	-0.144375
RPS20	-0.4818
LAMB1	-0.61975
ADM2	0.0766666666666666
ZNF229	1.02875
DKFZp434K1815	-0.552
EPN3	2.60116666666667
CLIC3	-0.87375
MEIG1	-0.1715
HMGB4	-0.318666666666667
STARD10	1.789
KLF8	3.10825
EPB41L2	-0.379166666666667
JMJD6	-0.00362500000000002
CTSL1	-0.0795
GPR27	-0.1935
ELAVL4	0.92625
MMP21	-0.025
PPM1B	0.45375
SUV39H1	-1.3515
AAMP	-0.1825
TUSC4	0.490166666666667
MBD6	0.23275
KLK13	-1.53275
FMNL3	0.451333333333333
TRIM13	0.2
C15orf5	-0.5915
IQCF1	0.576714285714286
CACNG8	-1.399
SLC35D3	0.3675
ZDHHC9	1.248
ODF3L1	-0.37225
C9orf86	-0.3471
TSEN2	-1.84125
C17orf64	1.0675
SEPX1	0.6654
TSPO	0.740333333333333
SYMPK	-1.2995
ADORA1	0.61575
TSPAN10	0.45025
SEMA6C	-0.0508333333333333
RTTN	-1.3725
IL2	0.8628
ARRDC3	-0.591916666666667
TBPL1	-1.04466666666667
STX12	1.083
MRPL39	-1.26925
OR8H3	2.0785
IFIT5	1.55983333333333
CASC5	-1.952125
FAM46A	-0.902
HPCAL1	-1.224
CYLC1	0.025
VGLL2	-0.5445
C20orf191	-0.317
CDH1	1.63575
ITPA	-0.20775
CCDC101	-0.64775
D15Wsu75e	-0.034
EDA	-1.54066666666667
CREG1	-0.34875
OR7G2	0.606
SAP18	0.422083333333333
IFIT1	2.87775
CALML3	1.28633333333333
FLJ37440	1.289
FNDC5	-0.51575
SERPINB6	0.559428571428571
JUNB	1.1517
SYS1	1.41275
SCN2A	2.72
ZKSCAN5	-0.3228
WNT7A	-0.512166666666667
TSHZ3	2.65625
RNF148	0.343
H6PD	0.01175
CAD	-1.0215
ZNF449	-0.5385
DOCK10	0.441
FAIM2	-0.2235
HEXDC	0.84525
PRB1	-2.74733333333333
C14orf148	-0.111
ETHE1	0.407
IRF5	0.5478
GNMT	0.2
MGC16291	-1.872375
RPAIN	-0.761857142857143
CAGE1	0.521
CNTNAP3	-3.168
ACTR1B	-0.73475
EEF1E1	-1.12275
MSX1	-1.1425
ESF1	-0.340111111111111
HSPC171	-0.28225
MRPL2	-0.6505
RDH12	-0.823666666666667
CELP	-0.4565
METRNL	-0.187
C10orf116	4.218
C19orf48	-1.615
ZNF346	-0.214625
NCR1	-0.96
C10orf64	0.865
CD52	1.489
VPS18	1.425125
AP4S1	-0.0593333333333333
NPBWR1	0.5895
TPK1	1.999
UBA52	-0.682666666666667
RIPK1	1.29833333333333
CPNE3	0.5971
HSPC159	-0.65975
C8orf38	1.10675
LRRC4B	-1.1545
PARP10	0.4591
ANKRD50	2.323375
CXCL9	7.1325
FGF18	1.29909090909091
EIF2A	-0.9575
SLC20A2	1.8165
KIAA1549	-0.39275
SPINT1	2.0824
ZNF584	-0.3235
CRBN	0.576166666666667
ABCF3	0.695333333333333
NCBP1	-1.071
PLA2G4F	0.477166666666667
PCDH10	0.5085
TTC21A	0.91675
C20orf144	0.2155
FGFR1OP2	0.415333333333333
SLC9A1	0.1211
CHRND	-0.1735
FOXF1	-2.01525
KIAA1467	0.377
TPO	0.511833333333333
LTF	3.78842857142857
DNAJB9	0.40625
MRPS27	-0.68
bA16L21.2.1	0.38575
WBP2	1.24
MRGPRX3	-2.64416666666667
PRPF18	0.7685
C10orf58	0.12475
SMOC1	-3.1428
ADAT3	0.4675
TMEM138	-0.31225
TMEM131	-0.276625
TIMM8B	0.4555
MYH7	-0.973
ST6GAL2	1.05925
KIF1C	0.21325
SUHW2	-2.8895
PAPSS1	0.71925
CABP2	-0.107
HOXA4	-1.651
ELF2	0.4645
SEMA3D	0.9079
MC5R	-0.1565
OGFR	-0.0155
FLJ30092	-0.227
TGFA	-0.7196
MMP17	-0.1335
KIF15	-2.21525
CHIA	-0.30275
CATSPER3	1.2585
CEACAM7	1.38766666666667
PADI2	1.5045
HOXA9	0.230833333333333
LNX2	0.577833333333333
TMEM144	2.395
HIF1AN	0.152
METTL7A	-0.2268
C6orf165	2.57166666666667
KIAA1468	0.39875
DSG3	0.6375
ZNF180	0.534666666666667
EIF4E3	1.7295
SLC46A1	0.992875
DKK1	-5.49283333333333
ZNF205	0.283333333333333
LOC162073	0.946388888888889
COX7A1	5.075
MAGEA1	-0.389
NEDD8	0.264416666666667
KLHDC5	0.0306111111111111
C3orf19	0.541333333333333
MRPS2	-1.26175
POLR3H	-0.152785714285714
ABHD11	0.6551
TMEM17	0.751
PAIP2B	-0.5962
MAT1A	-1.7615
LGI3	-0.27325
THUMPD2	0.22525
TKTL2	0.44775
XAGE3	-0.663666666666667
CALM3	0.1165
C6orf136	-0.687166666666667
KCNC4	0.340833333333333
RGS9	0.7415
ACIN1	-0.797333333333333
SPATS1	0.1555
XKR8	-0.2995
FAM84A	2.40608333333333
MS4A7	5.76690909090909
AGXT2L2	-0.17025
OR1F1	-0.141
SMAP1L	0.117833333333333
IPO11	0.171875
ZC3H11A	0.2905
C1orf151	0.47925
RNASEH2A	-1.24175
CCR10	-1.0285
TXNDC11	-0.21475
TMEM112	1.202
MAP1B	-0.998857142857143
NVL	-0.06225
PKM2	-1.0947
ARC	-1.28625
NUP54	-0.594
PPFIBP2	1.78883333333333
STAT2	1.33625
PTAFR	2.817
ROBO2	-0.20325
RNF40	0.253
CCDC135	-0.436
IFT81	0.2863
MORF4	0.2415
TM7SF3	0.652375
OR10H3	-0.3355
ABP1	0.10225
CHRD	0.211625
PLEKHA8	0.3095
NCALD	1.19266666666667
OR5AK2	-0.0586666666666667
ACCN1	0.6606
SLITRK1	-0.21875
ARMET	-0.6195
C9orf52	2.3775
REEP4	-1.5715
MTSS1	1.38875
ADH1B	4.11316666666667
DLD	-0.939
CDK5	-0.3575
PPFIA1	-0.386125
WFDC3	1.392
DNAJB12	0.211142857142857
RANGRF	-0.2735
MLANA	-4.5325
AMY2B	-0.55475
KIAA0319	-2.4005
RPS7	-1.4925
JAK3	-0.724666666666667
ARFGEF1	0.411
CXCL5	0.74625
TRAPPC4	0.94025
CETN2	1.0955
HSPC111	-0.83825
RHOBTB3	-1.2823
PHLPP	-1.2095
RGS10	0.7225
TMEM58	1.1305
CHERP	-0.228625
HSP90AB3P	-0.597333333333333
FSTL3	0.364333333333333
PEX11A	2.11575
OR5V1	0.5925
FCN3	1.8235
PTPN3	0.20725
NPTX1	-5.205875
C21orf84	-1.978
C11orf51	-0.6975
ZBED2	1.97525
FLJ90757	0.463
NPY2R	3.00475
PLD3	0.5065
SYT17	2.7935
SGSM2	-1.956
OR1A2	-1.49075
FOXP1	0.5395
SLC5A1	1.51475
POFUT1	-0.2573
EPHB6	-3.229
MYO1G	-1.33325
STAC	-1.6721
KLHL17	-0.662166666666667
RGMA	0.746
TJP2	-0.3964
FAM114A1	0.8465
SERINC1	1.52266666666667
SLC9A8	-0.000749999999999988
PEX19	0.83675
EDN2	4.1915
PSMD7	-1.14766666666667
C3orf41	-1.7605
UQCR	-0.00162500000000002
PPP1R3C	0.2025
LRP4	-2.28566666666667
TM2D1	-0.4575
TTC17	0.0645625
C4BPB	-3.793125
CCL25	0.05175
ZNF253	0.0648333333333333
CHRNA9	-3.42566666666667
SOX11	-2.11525
HIVEP3	0.8005
CGN	2.50991666666667
C3orf35	-0.30725
PKD2L1	2.969
SYVN1	-0.263
PDE8B	-1.81175
LOC439951	0.269
LTC4S	1.96566666666667
MIF4GD	0.976666666666667
SMARCA2	1.0926875
TUBGCP6	-0.617833333333333
CABLES1	-0.563625
C16orf77	1.5705
ZNF791	0.087
FUT5	-0.04
ADH6	-2.48883333333333
P4HB	0.81775
CLDND2	-1.51425
ALKBH8	-0.4005
PLAC4	-2.1785
F11R	1.2865
MGC35295	-0.0986666666666666
PDZD4	-0.509333333333333
LOC389073	-0.804666666666667
FAM80B	-0.98
PSMB1	-0.133625
TXN	-1.123
VIPR1	0.8751
WBSCR18	0.2049
EXOSC6	-0.884333333333334
ACTA2	3.6545
SP5	-1.03941666666667
ANKRD1	-2.3825
DDR1	1.783
ATP6V1D	-0.01925
PTGS1	-0.771
RNF157	0.1395
DCC	0.176
SPAG7	-0.4255
FBXO18	-0.0175
UBE3C	0.2012
HOXC6	0.807
LRP2BP	-1.228
MYST2	-0.22825
PDSS2	-0.22775
ATE1	0.519
ARAF	-0.1955
KLF10	0.739
PLA2G2E	0.42425
ASCL1	3.75566666666667
TSNAXIP1	0.9275
FAM131B	0.201125
IFNA10	-2.975
NUP43	-0.584875
FAM44B	0.034125
L1TD1	-5.81
NMD3	-1.04158333333333
C18orf54	-1.437
PHOSPHO1	-1.389
RAG2	-2.0525
EMILIN3	-0.3745
METTL3	-1.15375
VPS13C	1.41775
REXO2	-0.74075
ANXA4	-0.09975
CA1	-1.2205
DCP1B	-0.049
TULP3	-1.275
ATP2A2	-0.108571428571429
ATIC	-0.86975
ADAM15	-0.5415
NPL	1.52766666666667
LGR4	-0.863
UEVLD	1.04083333333333
GAB1	1.46975
SNAI2	-0.577833333333333
ZGPAT	0.6301
SNF1LK	-0.31025
DLEU1	-1.895
UBE2Q1	0.11225
ZMYM6	0.1111875
JPH3	-0.532166666666667
FAM38A	-0.82275
PXK	0.1945
DENND2D	2.0405
BAX	-0.93325
CP	-3.59227272727273
RPL37	-0.7799
G6PC3	0.68325
NCOA4	-0.295
LRRC14	-0.4235
GORASP1	-0.05425
FCHO2	1.536125
CYP24A1	-3.4659
FXYD3	2.307625
SMARCAL1	-0.2395
ABCB8	0.044
CCDC44	0.265
PRDM7	-2.83975
USH1C	-2.0575
DNAH5	0.9868
SRF	0.0645
MAL2	1.73783333333333
PGPEP1	0.17625
SIN3B	-0.85125
SEMA3C	0.711833333333333
GRAMD3	3.16675
FBXO10	-0.23625
OR5D13	0.843
FLJ31818	0.0525
CACNA1I	-0.3355
S100A13	1.2565
TP63	1.38876923076923
ANXA11	0.4275
WDR66	1.785
CSF2RB	0.3725
IFI44	1.28425
DACT1	1.58616666666667
ANKRD23	-1.9965
ATP5G1	-0.0458333333333333
C21orf70	-1.17683333333333
PPWD1	-1.13825
DNAJC13	-0.3995
PAH	-2.4905
PTCH2	0.31975
TRMU	-1.818
CCDC9	-0.1115
USP3	0.2063
DCLRE1C	0.1082
FAM55C	0.0235
FRMD4B	2.54675
CYP2R1	0.03575
RFPL1	0.306
XPO5	-1.013
ARL6IP2	0.07
OSBPL5	1.6935
MMP9	4.39681818181818
KIAA0802	-1.093875
DHRS2	-2.63133333333333
SGEF	0.472
TXNDC10	-1.0521
EXOC6	1.23375
RPS27	0.328833333333333
PNCK	-1.74483333333333
FSTL1	-0.32475
AACS	0.1655
SLMAP	0.911833333333333
SAMD4A	-0.5934
ABRA	0.379666666666667
SMARCD3	-0.16275
PKNOX2	-2.65683333333333
A4GNT	-0.041
C9orf39	-0.624166666666667
RALYL	0.13375
MGC33556	-2.447
C10orf25	-1.442
BBOX1	3.72775
NHEDC1	0.5365
XDH	-1.05075
GCSH	-1.9905
EDN1	1.30766666666667
MTERF	-0.212
CLK4	-0.021625
ZNF799	0.335333333333333
KCNG1	-2.197125
CXCR4	0.949166666666667
PTPRR	-1.777
IRAK1	-0.278375
LOC401397	-0.4915
TMSB10	0.834928571428571
CXCL3	-3.6487
TMC4	2.373
OR7A10	-1.0325
STYK1	-1.42525
CHRNA10	-1.01625
CCNI	0.72925
EP300	0.452928571428571
LOC165186	-0.473166666666667
HIC2	-2.6295
SDR-O	0.379
OR2W1	-2.0825
KCNA6	-0.463
TRIM74	-0.999
REEP6	1.263
ATP5G2	0.4265
ERG	0.78
TMEM42	0.2645
PARN	0.357
SOD2	-0.043125
DIRAS1	-0.702666666666667
PNPT1	-1.69625
JOSD3	-1.65275
hCG_40738	-0.8985
PDE1C	-3.04766666666667
SEMA4D	0.235375
AGPAT1	0.462333333333333
NOSTRIN	0.84475
MAP3K3	0.231
MAX	0.741142857142857
CAPS	0.9865
SERPINA12	-0.231
OSBPL8	0.94225
RICS	1.9986
NR4A2	0.507666666666667
PPCS	1.07066666666667
LONP1	-1.47425
SCYL3	1.3535
HERC2P2	-1.72383333333333
FIBCD1	-1.1275
C15orf41	-1.35175
DMC1	-1.63783333333333
C20orf27	-1.6255
RPS6KA5	1.3126
FAHD1	-0.144
SLC12A4	-0.00899999999999999
BRCA1	-0.7325
GBL	-0.72725
SLK	0.656166666666667
NUDT9P1	-1.8935
NOXO1	-0.3085
USP52	-0.9765
BAZ1B	0.975875
SLCO2B1	4.09625
BBS12	1.71683333333333
LRGUK	1.41866666666667
TERF2IP	0.00925000000000001
COL1A1	5.258
KIAA0090	0.071
GRK5	-1.019
AP1S2	-1.1403
TMEM52	-1.3815
CA11	-0.87675
OR4A15	0.445666666666667
ACBD3	1.889
SPAG11B	-0.0687142857142857
PRDM2	0.9345
FOXP3	1.02425
SMYD3	0.1741
LOC389199	0.102
LGI2	1.56433333333333
NAPE-PLD	0.1586
ANKRD6	0.9045
WDR45	0.454666666666667
SHROOM1	0.24225
PSCD3	0.3575
PYY	0.5505
KCNC1	-3.019
ARHGEF9	0.9581
OR8J1	0.6715
GPR55	-0.530333333333333
NS3BP	-1.5895
C10orf22	-0.758
NAT8L	-2.07775
DUSP4	0.0306666666666667
FOXM1	-2.83666666666667
GRAMD2	0.4965
ZBTB48	-0.207833333333333
BUD31	-0.2675
PABPC5	1.384
CCDC41	-0.3875
FBXO11	0.109166666666667
C6orf148	-0.10275
RFXAP	-1.93325
C6orf15	-0.5832
CDK8	-1.32283333333333
C6orf70	0.07525
TESSP2	-0.067
ALG2	0.3195
PPP1R3D	0.63425
TPM3	0.732888888888889
SYT13	3.7335
EPB42	-0.905333333333333
CETN3	-0.63525
PRY	-0.263
NTHL1	-0.03
POLR2B	-0.1305
RPS28	-0.624833333333333
P2RX3	-0.123
LYZL4	0.190666666666667
WBP4	-0.2699
PMM1	-0.2425
C11orf79	0.46075
CBLL1	-0.21275
IL1F10	0.393833333333333
VAX2	-1.216
SETDB1	-0.076
LRAP	-0.012
GCLM	0.0833333333333334
CPEB3	1.137
PPM1A	0.4616875
INTS1	-0.71625
CAMTA1	1.125
SAMSN1	-1.55825
LOC158830	-1.701
GMPPA	-0.128625
AIPL1	0.66375
IL24	-0.460909090909091
BDKRB1	-2.58383333333333
MLF1	1.3658
TAF12	0.3765
ID1	-2.527875
THADA	-0.8915
PIK3CB	-0.04225
OR4N5	0.444
TBC1D17	-0.814166666666667
COX8A	-0.45175
CDCA4	-1.16625
C2orf44	-0.4885
ZNF534	-0.53525
IMMP1L	0.00750000000000002
NIPSNAP3B	0.11075
FTMT	0.636125
PWP2	-1.12283333333333
MMP15	0.0167
DNAH11	-0.691
MTMR14	-0.175875
DNAL4	0.83925
IPP	-0.51875
TMEM59	0.8535
C1orf157	-3.163
RGS4	0.0638333333333333
DDX18	0.0211666666666667
SNX6	0.14975
ZNHIT2	0.445666666666667
NCDN	-0.146
FLJ33534	1.2675
RAG1	-1.387625
OR4D10	0.9045
PTPN5	-0.393666666666667
POMT1	0.34275
LRRC8A	0.4021
CYP1A1	-1.59525
CAPN1	0.149833333333333
DDHD2	0.319125
GRIK2	-0.755666666666667
GNRHR	0.592
PPBP	0.5255
HTR3A	-0.813
SLITRK4	0.565
ANKRD49	-0.3555
BTF3	0.0239
SARS	-0.36025
C13orf18	-0.16
CACNB1	-0.325428571428572
QKI	0.544681818181818
SETMAR	0.199
MAN2B1	1.06233333333333
EML3	-1.16975
ACADL	0.471833333333333
OFD1	-0.36
DEFB114	0.3785
CGA	-3.8259
PEX16	0.437833333333333
LRRC10	-0.32
GNG12	0.059
C1orf152	0.0618333333333333
CHRM1	0.4325
CD53	0.81775
DBH	-0.4285
TFAP2B	4.171875
HIST1H2BJ	-1.279
FAM46D	2.065
TMEM11	0.036
C3orf32	-3.2875
PCCB	-0.261
IPO13	0.195125
C6orf105	-3.13775
COMMD5	0.89425
SUV420H1	-0.3802
LTBR	-0.031
ARHGAP15	-0.854375
HDHD2	-0.4275
TDRKH	0.773833333333333
LOC401052	0.7455
PSG4	-1.7195
GNB4	0.519
SPATA4	0.00174999999999997
SLC9A3	-1.403
OSBP	0.492166666666667
NBPF3	-0.65175
DOCK11	-0.3015
SLC39A5	-1.94066666666667
PRR5	0.4614
C10orf63	0.810875
SMTNL2	-1.47475
ADRA1A	1.068
ASAH1	1.2142
DOM3Z	-0.4469
GIPR	0.763833333333333
AHI1	-0.4005
NADSYN1	-0.0701666666666667
RGS14	-0.651
IL18BP	0.6326
RTN4RL1	2.32608333333333
ARMC6	-0.44675
PSMD5	0.418333333333333
HK3	2.3939
OR4S1	-0.1225
RSU1	0.8893
MAD2L1	-2.52077777777778
EIF4A3	0.898
DLEC1	-0.508833333333333
E4F1	0.0256666666666667
CHMP2B	0.843
CAMSAP1	0.2725
RPS21	-1.954
ARID5A	-0.258
UBE2N	-0.0246
IGSF8	0.7485
MAGEB6	-0.0245
ACAD11	-1.6147
MGC4172	0.1145
LMO4	-1.03425
KLKB1	-0.459
HP	-0.9205
HDAC3	0.0445
SCHIP1	0.2975
CLCA1	1.201
OLFML2A	0.78875
C1orf112	-1.449
KIF19	0.736272727272727
HAPLN4	-0.532
CXCR7	-0.0606666666666667
GOT2	0.122
RAB38	-0.402375
DCX	-0.826333333333333
PPM1H	-0.0853333333333333
NFYC	0.08175
KIN	0.011125
ZNF228	1.229
PLSCR4	2.48416666666667
HIG2	-0.28925
FAM79B	7.6305
C21orf86	-0.5041
KCNK10	-0.0805
ZNF738	-1.398625
FSTL5	-0.241
OR6A2	-0.167
OTOA	1.09266666666667
EXOC1	0.488125
AHRR	-3.187625
PDAP1	-1.92133333333333
C19orf6	-0.05075
ZAN	-0.2555
LY6G6E	0.0475
EIF4E2	-0.875
C20orf198	-0.498
ZNF324	1.06075
CYP3A5	-2.88483333333333
ENTPD7	1.09716666666667
MBOAT5	-0.316666666666667
GJB5	-3.03975
TTC13	-0.079
S100Z	-1.15883333333333
KIAA0664	-1.22116666666667
PDGFRB	2.04675
IL17D	-0.06575
OR56B4	-1.3965
RDX	-2.7385
SLC34A3	0.58
IL28B	0.3435
JUND	1.673
CHRNB1	-0.541375
CAMK2B	-1.542
FETUB	-1.89075
CXorf23	1.885875
MRTO4	-1.335875
TTC3	0.5832
NDUFB8	-0.466
EDG2	-0.4655
SEMA3G	1.5
IL23A	-1.7765
GRHL1	1.0162
LOC441054	-1.1105
WDR65	0.70825
PSTK	0.25625
STOML3	-0.142
R3HDM2	0.0159
C5	-3.37975
SLC2A10	0.105666666666667
C3orf22	0.30275
PAQR3	-1.10738461538462
ANKRD26	-0.6815
HCRTR1	-0.1395
LOC399947	-1.05625
PSD2	0.314
TIGD2	-0.330333333333333
SCRN1	0.038125
COQ10A	-0.6105
DDI2	-0.169
METTL7B	-1.2845
UCN2	0.05675
FAM92A3	-1.3755
WDR16	0.8635
ZNF511	-0.260833333333333
ZMYM5	-0.284875
POLR3G	-2.135
ZNF586	0.17725
C1orf49	-0.349666666666667
TANK	0.742333333333333
RCAN1	-0.55
