Hybridization REF	TCGA-BH-A0DZ-01A-11R-A00Z-07
TMEM182	-0.5195
SH3TC2	-1.73716666666667
IL10	0.7155
PXMP4	0.084
RNF167	-0.6698
PAK7	0.729333333333333
ETV3	-0.155
ATPIF1	-0.706166666666667
LOC554207	-1.99133333333333
OR8H1	-0.09175
WDFY3	0.72575
DPM1	-1.4305
GPSM1	-0.0675
WDR92	-0.1022
LRP1	1.3694
ANKH	0.15475
THUMPD3	-0.8525
POLR1B	-0.9005
OLFM4	1.39716666666667
RAD9B	0.41275
TSPY2	-2.8
PAX6	-1.34683333333333
SCG2	-3.1845
SLC17A6	0.565
FMO3	2.738125
PADI4	0.355125
TUBB4	0.0242
NLK	-0.954
POU4F3	0.763
SDF4	0.83775
ITGBL1	3.05366666666667
NETO1	-0.630375
TAP2	0.218875
ABBA-1	0.146333333333333
GNAI1	-0.50625
VPS4B	0.58425
NOPE	-0.2656
GALNT6	3.77383333333333
SESN1	1.515125
GBE1	-1.54611111111111
CLASP1	-0.117
RASGEF1B	0.6395
ACOT11	-0.204071428571429
AFAP1	1.0575
OR2H2	0.1235
DPY19L2P1	-2.16975
DZIP1	-1.2595
SEC22C	-0.863916666666667
GPR161	0.0444166666666667
RNF146	0.70475
WDR74	-0.690625
GALP	-0.213
PURA	0.967
DNPEP	1.136
RP11-78J21.1	-1.20875
ERBB2	4.323875
FANCM	-1.05258333333333
NEO1	0.569666666666667
DDX3Y	-4.2017
RPS3A	0.283375
MXRA7	1.11271428571429
LGALS3	-0.3225
GLT8D1	-0.639
CFL2	-1.8265
UPB1	0.15675
NAP1L5	-0.64475
CLDN14	2.0405
DHX38	-0.51575
BTBD1	-0.61225
TARS2	-0.0408333333333333
ABCF1	-0.2367
FCF1	0.165333333333333
LRRC49	0.45525
GUCY1B2	-2.0235
C1orf177	0.0148333333333333
SMARCA4	-0.101785714285714
LRP8	-3.12866666666667
TAGLN3	-0.42725
MRPL14	-0.10675
TTRAP	-0.11525
ZDHHC20	0.93175
NFE2L3	-1.122
KIAA1377	-0.4745
PALMD	-0.0763
TMEM43	-0.46625
TTL	-1.193875
STAT5B	-1.3
SSB	-1.2015
OR10H5	-0.1095
SLC22A13	-1.07075
AKAP3	-0.685
TIMM23	0.0795
OAS2	1.99466666666667
KIAA0423	0.40575
TRIM11	0.322166666666667
GLIS3	2.472375
TMEM50B	0.869333333333333
ARHGEF4	-0.731125
DEGS1	-0.603727272727273
TBL1XR1	0.744033333333333
G6PD	-0.88025
SP140	0.7565
MUC17	0.246357142857143
NUDC	-0.8088
DNAJC5B	1.83033333333333
SCARA3	-0.851333333333333
CPA3	4.83433333333333
BCAT2	0.30025
MFN1	-0.4535
NRG3	0.6735
SNX11	1.29175
PLEKHH1	-1.29633333333333
GPR177	-0.620666666666667
HCFC2	0.04075
TCAP	0.92975
MOCOS	-2.21175
C14orf93	-0.78625
PRDM10	-0.240666666666667
SLC16A4	-0.220583333333333
SRGAP1	0.7485
VIP	-0.562
DUSP27	-0.263333333333333
LILRA1	0.3008
MC2R	0.47
MGC24103	-1.536
MBTD1	-3.066
FUT11	-0.0835
USP33	-0.2461
C15orf39	0.042
MAP3K12	-0.214625
PAAF1	-0.805
BARHL1	0.1755
FLJ16165	0.4545
PIWIL2	-2.79625
SYNE1	0.287666666666667
CMTM4	-0.32725
TSPYL1	1.2955
GUF1	0.2215
TMEM157	0.952
WDR44	0.08475
HIST1H3C	0.44275
DKFZp666G057	-0.202
RNPEP	0.80525
GAS2L2	-0.132
ADH4	-4.126
GRPR	0.399833333333333
FBXL17	1.73275
ZBTB10	0.834416666666667
Gcom1	0.308777777777778
HTRA1	2.67
ZNF585A	-0.310666666666667
SLC26A2	0.290071428571429
OTOP3	0.370166666666667
WISP1	3.37888888888889
ATP2B4	-0.437416666666667
FLJ10769	0.59825
CRAMP1L	-0.59525
CHST12	-0.282
RAB22A	-0.200166666666667
TARDBP	-0.640071428571429
STAU1	-0.16975
CRB3	2.96483333333333
MIG7	-2.88775
CHMP1A	-0.0183333333333333
ZNF160	0.078375
B3GALT6	0.450125
BARX1	0.0886666666666666
C6orf167	-1.6306875
NXNL1	-0.069
DHX29	0.230625
HADHB	-0.64825
PLXNB2	1.253375
ILDR1	-2.024
SLC15A3	3.35675
GAS2	-4.38166666666667
C20orf69	0.053
NUMB	-0.13375
TNIP1	0.966875
MESP1	-1.57
PSKH1	-0.4835
NSFL1C	0.711875
RHOG	0.317
HEY1	-1.09166666666667
KNG1	-1.84925
ITGAX	1.6626
LIN9	-0.392666666666667
CANT1	0.6995
XRN1	0.3885
CCDC96	1.0716
HEATR6	-0.637166666666667
GNG7	0.224166666666667
RUNX2	1.65625
SOX1	0.911333333333333
FCRL5	0.326
ZNF99	0.303875
FAM9A	0.148
SNX22	0.827833333333333
MBNL3	-2.46716666666667
ODC1	-2.7353
ADORA2B	-2.02333333333333
NR2F6	0.5175
ZFYVE16	-0.308888888888889
SYNJ2BP	1.6314
POLE	-0.93775
E2F2	-0.320625
THRA	-0.211666666666667
PTGES2	-0.406333333333333
HIP1R	0.515166666666667
TMUB1	-0.548833333333333
ENO3	-1.9135
RSPH10B	0.326
CXorf39	0.251625
IRGC	0.51775
GPR109B	-0.599
FLJ13305	-0.4495
LCE3A	0.3355
TNFRSF18	-0.123
DET1	0.046
TRPM3	0.0594166666666667
C16orf79	-1.539
FECH	-0.614
RAP2A	0.397666666666667
CRIP1	-0.478
AZIN1	0.07025
SLC7A7	3.89175
IL10RA	0.9445
TMEM64	-1.52675
CDC42EP4	0.5293
C16orf58	0.0711
ARG2	-2.3575
POU5F1P4	-4.23525
FAM62B	-0.526375
DNAH8	-2.1463
ASH2L	-0.2335
TSLP	-2.51433333333333
CNTNAP5	-0.710666666666667
TMEM16C	5.8105
IFNA14	0.632
SLC1A3	0.703875
CABYR	0.16325
BCL7B	-0.2786
NUDT13	-2.24466666666667
C13orf28	0.208
C1orf53	-0.922
ARL6IP4	0.3808
RPL35A	-0.062
EMR3	0.2575
RAB40C	0.970916666666667
SLC41A1	-0.639166666666667
LRCH1	0.464
LY6G5B	-0.0275
FAM124A	-0.488428571428571
MGC10981	-3.307
CLIP3	0.5785
MAP4K2	-0.818333333333333
CHIC1	-0.32875
SULF1	4.95383333333333
C20orf30	-0.115214285714286
PRDM5	-0.710625
ELOVL1	0.34625
C11orf48	-0.91075
SLC39A10	0.175
KCNV1	0.1615
ACP1	-0.563
ZMYM2	-0.836
B3GNT6	0.241666666666667
C9orf69	-0.05775
C2orf15	1.031
C20orf166	0.5695
HSP90AA6P	-0.0215
EDG7	-0.1595
NEURL	1.57325
LPL	-0.0988333333333333
CLEC2D	-0.884285714285714
GRRP1	1.28616666666667
CD8B	-2.6247
HIST1H3D	0.5365
SLC6A12	0.715625
FAM27L	0.036
CD84	1.9183
RASA1	0.0805
PHKG1	-0.11
MAGEA11	-2.5475
IMPA1	-0.2712
NPM3	-1.13925
RARRES1	2.7745
SH3BP1	0.767125
B3GNTL1	-0.606
ARPC5L	-0.470666666666667
KLHL26	0.36975
SIM2	-0.90725
GJC1	0.6845
C20orf194	-0.151
EXO1	-1.78375
SLC2A2	-2.7435
LOC285074	-0.3135
LRG1	1.86075
KIRREL	0.682
PIK3R1	0.992142857142857
C4orf34	1.3165
MAF	-0.371888888888889
ADCY4	3.56916666666667
ZMIZ2	0.4397
SLC46A3	0.6455
STAMBP	0.2565
CCDC16	-0.26925
MS4A12	0.029
TCF20	0.053
LRRC46	2.43025
C20orf152	0.675
MRPS6	-0.27675
ABCB11	0.0505
KCNC2	-0.0796666666666666
CDH19	-2.58083333333333
C9orf123	0.392333333333333
SSH3	0.09425
LDLRAD1	-0.34075
CCBE1	-0.72975
ZNF135	0.358625
TAAR1	0.5975
WFDC12	0.345
CCDC42	0.072
FLJ12529	-0.77125
PER1	-0.300166666666667
TIMM50	-0.379333333333333
SMARCAD1	-0.707333333333333
FAM26C	0.148
TP53TG3	-2.12466666666667
SH3RF1	2.0467
LMCD1	2.34975
GPR63	-0.28
FLJ21986	-2.0535
AIFM3	-1.202
MICAL1	0.005
BLZF1	0.0381666666666667
IQCA	1.31716666666667
PCDHGC3	-0.5635
SAC	0.6055
BCL6B	2.1645
DDO	-0.6765
MARCO	4.03825
DCHS1	1.58283333333333
C1orf170	1.3415
CD200R1	0.749666666666667
C22orf15	0.07
SEPT11	0.6555
ADNP	-0.04325
UST	0.7741
C13orf34	-1.17616666666667
RFFL	0.0834285714285714
APBA3	0.075
C2orf60	-0.83425
CUTL1	0.2065
PMS1	-1.36125
ZNF689	0.232
EIF3E	-0.573
IL9	0.181833333333333
RPL31	-1.00875
LY9	-0.0916666666666667
ATP2B3	0.2
KDELR2	0.684583333333333
TFCP2	-0.078375
NLRP12	0.699
FLJ45422	-0.44
TLE4	-0.6915
ZNF570	0.5435
FLJ43806	0.0485
TLK2	-0.06525
CIR	0.679
MARS2	-0.507
COL24A1	0.59475
SDF2L1	-0.57
HIBADH	-0.517833333333333
IGFBP3	-1.30428571428571
C12orf23	1.1775
PSPC1	0.2795
C20orf43	0.07675
TRAV20	0.354
ARHGAP24	0.442125
KIAA1975	-1.39075
C1QA	3.9545
DNTT	-4.1735
C10orf6	0.113416666666667
C11orf41	2.61075
HNRPF	0.5465
COL11A1	7.064
UBAP2	-0.471333333333333
CDKN2AIPNL	-0.967
C20orf174	2.091
SPRED2	0.1265
PLA2G12A	-0.0363333333333333
ICEBERG	-1.1685
SCN10A	0.2895
C11orf65	-0.014
GBP5	5.7285
PITPNC1	1.14033333333333
POU3F3	1.962
NCOA7	-0.2285
LIN7C	-0.2104
LOC348840	-0.5645
NKX2-2	-0.86275
ANKRD13D	-0.282875
LOC123688	0.2775
FUT2	1.97216666666667
TAAR8	0.188
FZD4	-0.934916666666667
PNMA3	-0.239166666666667
OR4L1	0.4435
WIT1	-2.41225
EXOC3L	1.534
ATPBD4	-0.6953
KRBA1	-1.5735
UBXD6	0.39675
HOXB7	2.06378571428571
C7orf23	-1.079
UNQ338	3.66575
STAB2	0.91075
CDC20B	0.226
IRF9	2.44925
CENTG1	0.848
TNPO2	-0.96625
MCPH1	0.4175
BMS1P5	-2.35825
SLC26A7	0.51775
HIST1H3J	1.14575
C9orf3	0.6096
LBH	2.034875
MYO1D	0.731625
PTDSS2	-0.06925
NFU1	0.56725
DEPDC4	-1.2275
WNT7B	2.2896
GLP2R	-0.2135
SETD4	-1.0847
DYNLT3	-0.0619
FKBP11	-0.5105
SESTD1	0.3515
FLII	0.27775
RPS16	-0.1835
CHPF	0.642833333333333
CSNK2A1	-0.170833333333333
SUMO1P1	-0.526
FKBP6	-0.953
ZNF214	-0.1305
TWIST1	0.977833333333333
DDX56	-0.493666666666667
TRAM1L1	1.6509
EPO	1.22816666666667
MRPS18B	-0.46475
ZNF682	-0.314833333333333
RPL14	-0.825166666666667
MAFF	0.6645
LOC51136	-0.920375
LY96	1.1685
DDX20	-0.05175
ABTB1	0.533
ARL5A	0.3939
CCT6A	-1.404
HEPACAM	-1.366
EHHADH	0.2505
RBAK	-0.257
CGB1	0.35175
ITGB5	1.0651
YIPF3	0.313
FKBP2	-0.0605
NR1D1	0.1314
TMEM110	-0.0405
NEK2	-0.836166666666667
PRAMEF8	-2.4955
C20orf52	-0.438666666666667
PCDHGA3	-0.4855
VWA3B	0.26925
NDUFA5	-0.542
THAP9	-0.7415
FLVCR2	0.522166666666667
AP1S1	-1.2105
SMAD6	-0.093
SAV1	0.201625
SAT1	0.62025
ZNF251	0.106625
ADAMTS7	0.8557
RPP38	-0.1665
C1orf211	-1.675
YPEL2	2.27445
RBMS1	-0.00500000000000001
ZNF445	-0.243333333333333
NRXN2	0.7085
PGBD4	-1.192
UGT2B28	-3.55175
WBSCR16	-1.2329
NLRC3	-0.114125
ASTL	0.4905
ST6GALNAC1	-2.145
ZADH2	0.076125
MLLT4	0.0944166666666667
ARL6	-0.634333333333333
MEF2C	0.5435
CBFA2T3	-1.1885
AFF3	1.01164285714286
COG7	-0.456666666666667
MYB	-0.7345
PLXNA3	0.5485
XRCC2	-2.416
MMS19	-0.19825
ST8SIA5	-0.447875
CHPT1	-1.95
KIAA1712	-0.8635
OR6X1	0.307
ACTR3	0.320375
UGCG	1.04
OR4P4	0.5455
ZAP70	-2.6695
LPP	1.350625
ZNF485	-1.02575
PTPRCAP	0.21875
IL12RB1	0.482
ATRX	-0.0497
CHST8	-0.302625
C14orf109	0.402
ARV1	-0.58625
NMB	-0.796285714285714
COX5A	-0.82
EIF6	-0.1705
MPPED2	-1.51766666666667
SEMG1	-1.576
CHRDL1	-0.4935
TRAF3IP2	2.95725
WNK2	-0.515125
LILRA4	1.36116666666667
LAMA2	3.2875
PXT1	-0.375
RLBP1	-2.259
CD300C	1.041
SLTM	-0.434125
FLJ10404	-0.2916875
APOBEC3D	0.120833333333333
RENBP	0.651666666666667
ATXN7L1	-0.57675
NID1	1.04
TUBGCP3	-0.77
ITIH5	1.16277777777778
CCDC110	3.07475
C8A	-2.5385
MGC87042	-1.341
HOXC13	-0.42575
TFDP2	-0.40725
HCP5	1.0525
POLI	-0.1785
UCN	-0.323333333333333
ZNF764	0.07
C8orf45	-0.42775
FHL3	0.1955
SPATA5L1	-0.50875
MMRN2	2.74333333333333
NDST1	0.367333333333333
COL20A1	0.1235
ZNF248	-1.18833333333333
PELP1	-0.9115
MBL2	-2.82516666666667
RNF41	0.472125
C5orf24	0.577125
THOC5	-0.146625
SERINC3	0.047
RP11-151A6.2	0.6705
CDCP2	-0.39375
HIST1H2AA	0.8135
C11orf75	0.512666666666667
FKBP7	1.25675
DDOST	-0.07575
GPNMB	1.38766666666667
TTF2	-1.23833333333333
KCNT1	0.175333333333333
SLC39A14	-0.41725
NGRN	0.7209
GPR137B	1.8875
MECP2	-0.239
PSMA1	-0.7335
C16orf73	-4.88025
TMEM60	-0.588333333333333
CSN3	0.0405
NOS1	0.296666666666667
RAB7L1	-0.179333333333333
YBX2	-0.296
KIAA1166	-0.421375
FUBP3	-0.202333333333333
ABCG1	1.3105
ACACA	-1.19333333333333
ARL11	0.5816
ATOH1	0.415
ODF1	0.5472
CREB3L3	-1.639
TMEM127	1.44242857142857
DSCAML1	-0.35775
PLN	3.34583333333333
LYPLA1	0.918666666666667
PRDM9	-1.805
SASP	-0.5205
PLUNC	0.0256666666666667
INTU	-0.67
HISPPD1	-0.9255
LNPEP	0.379166666666667
YARS2	-1.06766666666667
APCDD1L	-0.1665
ZCCHC4	-0.4053
FBXO22	-1.04716666666667
TTLL13	-0.419
ZNF669	-0.0126666666666667
PTGDR	1.4405
DDX27	-0.807
KIAA0409	-0.8545
GJB6	0.3505
ASB8	0.99075
PLP2	0.361166666666667
MEPE	0.4365
OR10J5	-0.3775
KRT222P	-0.09775
COQ7	0.812166666666667
C1orf101	0.602
RERG	-0.0515
CHMP5	0.49425
THAP11	-0.1075
ZNF43	0.583333333333333
ZRANB3	-1.28183333333333
KRT13	0.463875
MRPL19	-0.79475
RBBP9	0.1615
SPATA17	0.303125
BXDC5	0.898666666666667
PAFAH1B1	-0.547833333333333
MAGEE1	0.7
OSTF1	0.39475
KIAA0323	-0.367083333333333
TXNDC13	0.3245
CNTN4	0.844125
LCE1B	-0.4155
UNQ501	0.85425
ZNF154	-0.077
C3orf64	-0.05825
SYT5	0.4391
PON1	0.196166666666667
FLJ10357	-0.045875
ATP4A	-1.568
GNPDA1	-0.779
MGAT1	1.30933333333333
C14orf121	0.027
SLC35B2	0.0365
MIER3	0.218333333333333
CHEK1	-2.03575
ZNF8	-0.239166666666667
TXNDC1	-0.293
CKB	-0.1624
RTN3	0.857428571428572
FZD2	-0.2375
PART1	-0.574875
PSMB6	-0.78075
PCDHB8	1.148
PHC3	0.0663
PPP1R8	-0.0235
NOVA2	1.50016666666667
TNFRSF11B	-3.266125
GOLPH3	0.839833333333333
UBLCP1	-0.569
SUHW3	-0.712
TTLL1	0.98125
OPN4	0.071
OR13G1	0.9365
ZPBP2	0.268833333333333
HSD17B11	-0.7525
C9orf50	0.176
DHDDS	-0.301571428571429
CTSW	0.2373
NEFM	-0.762166666666667
MRPL28	-0.092
SYN1	1.35233333333333
PIGV	-0.5295
ZIM2	-0.82075
APBB1	-0.0846666666666667
SND1	-0.8565
C1orf123	-0.587
CHD3	-0.80525
BHLHB8	0.68825
RNASE2	1.00883333333333
BCAP31	0.9425
SLC25A44	0.113
CHD6	0.3195
PIB5PA	1.239
SELS	0.680875
LOC541471	1.2905
FAT2	0.7035
ZNF81	0.7175
OR4C16	0.4135
FLJ10081	-0.7302
LRRC4	1.18225
CS	-0.659166666666667
N4BP2	-0.017125
IGFBP7	1.64475
ZNF318	-0.236083333333333
NDNL2	0.68975
ZNF609	0.3885
SIRT4	-0.18975
EXOSC10	-1.1735
ECE2	0.310916666666667
OVGP1	-0.000750000000000001
GTPBP3	-0.588
PACS2	0.1165
C19orf36	-0.5975
ARL4C	1.41125
ATG4B	-0.612
UBQLNL	-1.5085
RHOXF2B	-3.045
PLEKHG2	-0.459
GALR1	-0.9495
AQP4	0.095
HDAC7A	-0.451666666666667
DCUN1D3	0.45575
OR8A1	0.00849999999999999
CCRN4L	1.383
CBR4	-0.252
KIFC1	-0.493166666666667
SLC7A14	-0.9355
LHX5	-0.1185
TRPC7	-0.2445
LPXN	-0.40975
SERPINA1	-1.669125
RPS13	-1.3616
BPIL3	-0.194
PRKAA1	-1.012
FADS2	-0.7978
ENAH	0.0683125000000001
PRO1768	0.689
APBA2BP	-1.46725
LIPH	3.04166666666667
C3orf33	-1.184
RCC2	0.161785714285714
ALDH1A2	-2.4978
RNF103	1.78425
AHCY	-0.776875
ALG12	0.7525
CCL17	0.1605
ZNF543	1.24683333333333
ESRRG	1.2245
CNGA1	-0.90125
RDH5	-0.0818333333333333
OTX1	-0.1209
PTGFR	-1.828
CDR2	-0.283375
SELE	2.1205
NLGN2	-1.09666666666667
EXOSC9	-0.9605
ZNF566	0.302166666666667
KLRC2	-3.735
GPR12	1.751
KIAA0196	0.26075
PDRG1	-0.7695
SSR3	-0.0691428571428571
MSI1	-0.082
CST9	0.0105
CC2D1A	-0.144375
PLAGL1	-0.437555555555556
ZNF778	-0.3945
RNF2	-0.404625
KLF6	2.08716666666667
THBD	1.21016666666667
tcag7.1314	-0.2
NR5A1	-0.0491666666666666
ABCD2	0.24625
DNAJC7	-2.09375
CLEC4C	-0.445
TM2D3	0.10875
CCDC4	-0.5985
PLAC2	2.8365
DCD	-0.4005
FAAH	0.915875
POLA1	-0.304333333333333
TM7SF2	-0.400875
FLJ39822	-1.594
FLOT2	1.268
MAP4K1	-0.596666666666667
SRP68	-0.445125
C21orf74	0.3075
ARPC5	0.226375
LOC126075	0.7945
HECW2	0.27675
ZDHHC4	-0.45675
ANKRD42	0.3562
PDE9A	-0.961333333333333
ABCA8	-0.597
NDUFS2	-0.019
UBR5	-0.858625
BTBD16	-2.887
LOC554174	-0.068
ZNF20	1.2025
KIAA1843	-0.027
WDR17	-1.2195
C15orf33	-0.162
RNF113A	-0.41
CAMKK1	-0.2594
CLCN2	-1.0105
ANXA6	-0.5815
LOC340069	0.1275
EMID1	0.296
DPM3	-0.47275
ELA1	0.2615
SLC25A13	-1.7354
KRT24	-0.16925
SMPD1	0.461166666666667
TH	0.3505
COL6A2	2.04285714285714
ANKS1B	0.887
GPR126	-2.5419
ZC3H12A	0.916833333333333
TMEM47	0.6625
C2orf51	-0.193
C1orf88	0.0891666666666667
HSF2BP	-0.2705
AKAP10	0.48925
RPAP3	-1.0565
KLHDC8B	0.792625
STOM	0.1199
MUPCDH	0.00737500000000001
C10orf72	0.21825
PLEKHA3	0.78125
TCP11L1	1.1235
CWF19L1	-0.032625
SPEF1	0.971
YSK4	0.4845
ELN	1.1255
SAMD8	0.351166666666667
MPI	-0.828666666666667
MEPCE	-0.1527
ABCC3	-1.114125
NANOGP1	-3.93
KCNK17	0.741375
HLA-DMB	4.76116666666667
RRAGA	0.77125
ANGEL1	-1.20325
RBM32B	0.0095
CPN1	-2.307
MGC52282	-0.1225
HLA-A	1.97233333333333
OR9G4	0.158
EDNRB	-1.861125
SCD	-0.372642857142857
C14orf80	-0.4885
BAGE2	-0.6045
RABL4	1.43683333333333
RCVRN	-1.0165
SHANK1	0.4135
NLRP7	-3.03975
CD226	1.413
STAT3	0.7434375
SYNJ2	-0.3551
TPCN2	1.71466666666667
WDR36	-1.02633333333333
MBD4	-0.4885
ROBO1	-0.6385
ST3GAL6	-2.81775
SLAMF8	3.45966666666667
ATN1	0.8765
GPR141	0.43175
KRT36	0.169
TPH1	0.235
DDX52	-1.159
ZSCAN29	-0.0375
TRPT1	-0.279666666666667
DPEP3	1.20425
DENND4A	-0.497625
TSPAN16	-0.2495
PTCHD2	0.369
LOC145814	-0.61275
CAP1	0.3345
EIF5A2	0.1469
NT5DC3	-0.941375
SEPT9	-1.261375
SEZ6L2	0.46775
EGFLAM	3.407
VPS11	0.3775
NDUFB5	-0.4825
CIDEA	1.11983333333333
IER5L	1.585
N6AMT1	0.18225
FAM83C	-0.381
OXR1	0.897833333333333
IRX1	0.125
DGKB	-0.854833333333333
GCN5L2	-2.72425
MIR16	0.51625
FBXW9	0.37375
WDR4	-3.0035
PDC	0.437
VPS33B	0.078
HEXB	0.0155
FLJ32214	1.64275
TCEB3	-0.59875
CRLF1	-1.9285
ABI3BP	-0.13375
C8orf22	-3.30675
PYCR1	-0.402875
KIAA1706	0.439
CDK5R2	1.139125
WAS	0.733
C12orf60	-2.05225
CCBL2	-0.87525
MADD	-0.039
C5orf34	-1.95925
WDR42A	-0.1301
KLF12	-0.32325
HSPA1A	1.465
ITM2C	-1.058
DAPK2	0.265333333333333
LOC442590	-1.7195
SUMF2	-0.140125
CENPA	-1.20992307692308
TMED5	-1.214875
CDH6	-1.0543
BRP44	1.685375
THG1L	-0.68025
GABRA2	-2.3495
C14orf166	-0.22675
MYL1	-1.0295
TNFSF18	0.5335
PAP2D	-0.931333333333333
PPIB	-0.22325
KLHL4	-0.230625
SFN	0.888333333333333
CCDC127	0.5005
FRAP1	-1.19175
GOLGA5	0.854
SDCCAG1	-0.789375
MGC21675	-0.3135
C10orf95	0.131
KIAA1345	-0.986333333333333
C1orf163	-1.1525
LACE1	0.1255
OR10K2	-0.5605
CENPN	-2.22696
TMED2	0.56575
UGT1A6	-1.013
ANG	0.32275
U2AF1	-0.698833333333333
CASC2	-0.467166666666667
NMT2	-0.432666666666667
OSGEPL1	-0.096875
DFNB31	-0.5915
SLC6A20	0.0925
DKC1	-1.04625
FXYD4	-0.70825
WDR64	0.21025
MGC5590	0.244
CREBZF	-0.898166666666667
DAZ1	-0.275
PRPSAP1	-1.3975
GCHFR	0.51525
TTC7A	-0.3775
LOC196993	1.725
UBD	2.45816666666667
S100A1	-1.2655
RPL6	-0.122166666666667
DNAJB6	0.01895
NAGS	0.4638
C2orf58	0.3605
KERA	1.01916666666667
MT1X	0.0747999999999999
UBE2B	1.4376
KEAP1	0.4175
MST1	-3.493375
OMA1	-0.72
ABLIM2	0.8075
BCL2L13	0.0203333333333333
JAZF1	-0.124166666666667
TMEM63B	0.9505
S100A8	4.2345
ARFIP2	0.559
UROS	0.72725
KHDRBS2	-1.4205
POLQ	-2.632375
SOAT1	-0.8935
SPAG4	-0.56375
MRPS30	-0.848
LOC494141	-0.7775
OR2T11	0.551
ORAOV1	-0.0579
ZNF184	0.471
TCEB3B	-0.190166666666667
ADAM21	1.845
GDPD1	0.1645
SPINLW1	0.45025
PRR14	-0.279166666666667
KCTD9	0.1233
NUDT3	0.53475
KIAA1822	1.0977
HIST1H4K	3.015
DFNA5	-1.31625
GABPA	0.162
C14orf44	0.4615
POLB	0.5505
PTAR1	-1.00675
SEC31A	0.8726
TRIM58	-1.34475
TAS2R14	-0.8315
VPS8	-0.06375
H1F0	1.0865
PRKCB1	-2.9575
UGT2A1	0.6975
TOR1B	-0.579
LSS	-1.21125
C2orf19	0.0695
HNRNPC	0.243214285714286
TMEM100	-0.838333333333333
LOC116349	0.47725
OR51M1	0.5835
CCDC142	-2.30925
ISG15	1.7071875
ZCCHC14	-0.1295
CREBL2	0.268125
TGDS	-1.33275
DC2	0.50325
CACNA2D3	-1.52085714285714
ZNF429	-0.853
LYPD6	-0.206333333333333
SUCLG1	-0.112833333333333
OR51I1	-1.197
MAGEH1	2.0735
PRPF40A	-0.704
SMR3A	0.6555
SPINK2	-1.118
THAP2	0.317875
NPY5R	-0.4475
IRF4	-2.22025
SPESP1	-0.645333333333333
OR10S1	0.4905
DTD1	-0.79125
TUBE1	-0.3735
DDX19A	-0.8075
PDPN	0.971625
TMEM34	0.244416666666667
MGAM	-0.06725
COL3A1	6.2795
GFM2	-1.006
OR5A2	-0.1985
PSG9	-0.783333333333333
ARHGEF11	-0.383333333333333
IVNS1ABP	-0.7089375
SIGIRR	0.799
DUSP19	-0.82
DNAJC14	0.1836
ACSS1	-0.828375
IL1RAPL2	0.952
C4orf30	-0.06975
SEPT4	1.7865
LANCL3	-1.95725
SPAG17	0.184333333333333
PRDX3	-0.130875
HNF1A	-0.763125
P4HA2	0.974875
RFWD3	-1.164
MOV10	-0.3925
DNAJA5	0.794642857142857
LOC729440	0.53975
LOC200383	0.0178571428571428
SMC2	-2.17825
MIXL1	-1.33583333333333
TMEM9	0.33875
FAM86A	1.163
ZNF174	0.2704
MYH14	-1.245
CCR8	0.55025
VPS37C	0.796
GPATCH1	-0.0451666666666667
B3GNT8	2.98
TBX4	-0.35575
CNR2	0.31
PCDH1	1.71575
C5orf29	2.508875
OCIAD2	1.33
PLCG2	-0.01925
KIAA0247	2.431
HRH3	0.2012
CAPN13	5.07225
CCR1	0.1553
MGC15523	-0.348888888888889
UVRAG	0.0901666666666667
DNAJA2	-0.791666666666667
ITGA2B	-0.557
CLDN5	3.37125
PTPRN2	-0.845357142857143
ZNF512	-0.607333333333333
PSAP	1.23064285714286
CCDC140	-0.854
LRRC55	0.2035
CYP26C1	0.8105
C8orf47	-0.30875
LYN	0.37775
DUSP6	-0.193333333333333
TGFB3	3.0784
ELK1	-0.3511
PCDH11Y	2.19716666666667
HGD	2.1005
C17orf58	0.07
MYO3A	1.003
SERPINE2	-4.08783333333333
AARSD1	-0.943
C14orf73	-1.37
ADAM33	0.1865
ZNF491	0.228
MAPK6	-0.286833333333333
TCN1	5.539
SLC24A6	1.747
UBE2R2	0.37575
H1FNT	0.509
TATDN2	0.0576666666666667
LILRB1	1.82325
P2RY5	1.606
NUCB2	-0.874
C2orf37	0.1295
SNX27	0.421166666666667
MTA3	0.149875
FOXO4	-0.21225
ID4	-0.390166666666667
SOX5	-1.81133333333333
PXMP3	1.490125
OR52M1	0.4365
SFT2D3	-0.092
INA	-2.81566666666667
MCOLN1	1.28925
NFIX	0.063
CLEC14A	4.99933333333333
HIBCH	-1.60233333333333
PLA2G5	1.5255
TIMM10	-0.471333333333333
MED17	-0.0818
COL4A4	-1.7105
TPP1	0.382333333333333
GJA3	-0.9795
TMPRSS5	-1.796
AADACL3	0.7345
DNMBP	1.40025
ENPP5	2.5345
NQO1	-1.6126
ZSCAN2	-0.021
SEC24C	0.0913333333333333
GTF2A1L	-1.692
AXIN2	-0.0378
FAM33A	-0.076
C16orf13	0.05725
SPNS2	0.985
TAF1	-0.059
AP1G2	0.183166666666667
RBM42	0.225166666666667
HCN2	0.760666666666667
EFHB	1.33216666666667
RUSC1	-0.00300000000000001
GRIK5	0.333
USP21	-0.562833333333333
ATAD3C	1.478
ORMDL2	0.471
PRSS7	-2.4925
PSAT1	-4.0115
FLJ13195	-1.36733333333333
TBC1D1	0.37
IFNG	2.59325
OTOS	0.751
ZNF773	0.248333333333333
EMD	-1.18125
RETN	0.437
CCL8	4.5845
