Hybridization REF	TCGA-A8-A07L-01A-11R-A040-07
NLRP12	0.944125
FLJ45422	-0.2745
TLE4	-0.3763
ZNF570	-0.0985
FLJ43806	-0.7285
TLK2	0.1565
CIR	0.4895
MARS2	0.482
COL24A1	-0.6485
SDF2L1	0.2875
HIBADH	-1.06283333333333
IGFBP3	-2.63078571428571
C12orf23	0.419375
PSPC1	-0.49325
C20orf43	0.39225
TRAV20	1.0585
ARHGAP24	0.47175
KIAA1975	0.88825
C1QA	3.0535
DNTT	-4.91333333333333
C10orf6	-0.57175
C11orf41	0.6455
HNRPF	0.764
COL11A1	6.23883333333333
UBAP2	0.787666666666667
CDKN2AIPNL	-0.5065
C20orf174	1.16475
SPRED2	0.78725
PLA2G12A	-0.339833333333333
ICEBERG	-2.24816666666667
SCN10A	-0.256
C11orf65	-0.84275
GBP5	3.6515
PITPNC1	-0.868666666666667
POU3F3	0.505
NCOA7	-1.05575
LIN7C	0.2031
LOC348840	-1.548
NKX2-2	-3.33475
ANKRD13D	0.433375
LOC123688	-0.6855
FUT2	0.816833333333333
TAAR8	0.2945
FZD4	-0.2025
PNMA3	-0.0423333333333333
OR4L1	0.321
WIT1	-2.3585
EXOC3L	1.5405
ATPBD4	-0.1179
KRBA1	0.19025
UBXD6	-0.9835
HOXB7	0.191214285714286
C7orf23	-0.7695
UNQ338	-0.793
STAB2	0.59125
CDC20B	1.4435
IRF9	0.47175
CENTG1	0.185833333333333
TNPO2	-1.091
MCPH1	0.813375
BMS1P5	-1.979
SLC26A7	-0.2055
HIST1H3J	-0.4995
C9orf3	1.3111
LBH	1.126625
MYO1D	1.08975
PTDSS2	0.42625
NFU1	0.3385
DEPDC4	-0.9985
WNT7B	1.3948
GLP2R	-0.535166666666667
SETD4	-1.2656
DYNLT3	-0.2197
FKBP11	-0.459
SESTD1	-0.129
FLII	-0.2655
RPS16	-0.2962
CHPF	-0.337333333333333
CSNK2A1	-0.478166666666667
SUMO1P1	0.30075
FKBP6	-0.7245
ZNF214	0.844166666666667
TWIST1	1.25683333333333
DDX56	-0.0126666666666667
TRAM1L1	2.6688
EPO	-2.79783333333333
MRPS18B	-0.119
ZNF682	0.4275
RPL14	-0.0468333333333333
MAFF	-1.28575
LOC51136	-1.001375
LY96	-0.5155
DDX20	-0.02825
ABTB1	0.9865
ARL5A	-0.073
CCT6A	-0.81975
HEPACAM	-1.73383333333333
EHHADH	-0.122666666666667
RBAK	-0.5545
CGB1	0.26175
ITGB5	1.2082
YIPF3	0.844
FKBP2	0.29
NR1D1	-0.4766
TMEM110	0.5705
NEK2	-0.815166666666667
PRAMEF8	-3.3625
C20orf52	-0.157
PCDHGA3	0.731
VWA3B	0.19925
NDUFA5	-0.49425
THAP9	0.28475
FLVCR2	-1.16516666666667
AP1S1	-0.80175
SMAD6	-0.404
SAV1	-0.209625
SAT1	0.36425
ZNF251	-0.29025
ADAMTS7	-0.2414
RPP38	-0.112
C1orf211	0.0345
YPEL2	0.278
RBMS1	-0.89
ZNF445	-0.253666666666667
NRXN2	0.344833333333333
PGBD4	-0.9845
UGT2B28	-3.483
WBSCR16	-0.3815
NLRC3	-0.09375
ASTL	0.25225
ST6GALNAC1	-2.3785
ZADH2	0.54275
MLLT4	1.2535
ARL6	0.735333333333333
MEF2C	-0.36975
CBFA2T3	1.1215
AFF3	2.56385714285714
COG7	0.711166666666667
MYB	-0.233166666666667
PLXNA3	0.9015
XRCC2	-1.37816666666667
MMS19	0.009625
ST8SIA5	-0.652
CHPT1	-0.052
KIAA1712	0.866125
OR6X1	0.428
ACTR3	0.039125
UGCG	2.83216666666667
OR4P4	0.2675
ZAP70	-3.54175
LPP	0.149625
ZNF485	-0.409
PTPRCAP	-1.00675
IL12RB1	0.41125
ATRX	-0.0952
CHST8	-0.180125
C14orf109	0.16575
ARV1	-0.65225
NMB	-0.798428571428571
COX5A	-0.432166666666667
EIF6	-0.3835
MPPED2	1.79416666666667
SEMG1	-0.7675
CHRDL1	-0.226
TRAF3IP2	0.776
WNK2	0.438125
LILRA4	2.268
LAMA2	4.20575
PXT1	0.189
RLBP1	-3.25875
CD300C	0.517
SLTM	0.23925
FLJ10404	-0.6313125
APOBEC3D	-0.513333333333333
RENBP	-0.108333333333333
ATXN7L1	-0.4195
NID1	0.0605
TUBGCP3	-0.641875
ITIH5	0.256444444444444
CCDC110	1.7505
C8A	-3.06925
MGC87042	-1.04275
HOXC13	1.34675
TFDP2	-0.2355
HCP5	0.259875
POLI	0.13125
UCN	-2.03116666666667
ZNF764	0.664
C8orf45	1.18375
FHL3	0.02825
SPATA5L1	-0.22175
MMRN2	2.58683333333333
NDST1	1.9855
COL20A1	-0.0421666666666667
ZNF248	-0.779333333333333
PELP1	-0.193833333333333
MBL2	-2.82666666666667
RNF41	0.75925
C5orf24	0.65625
THOC5	-0.448375
SERINC3	0.00216666666666667
RP11-151A6.2	1.201
CDCP2	-0.15675
HIST1H2AA	0.52675
C11orf75	-0.1795
FKBP7	-0.5225
DDOST	0.24125
GPNMB	0.626
TTF2	-0.8515
KCNT1	-0.355
SLC39A14	-0.908125
NGRN	0.4899
GPR137B	1.50825
MECP2	0.296625
PSMA1	-0.21275
C16orf73	-5.43975
TMEM60	-0.0605
CSN3	1.2575
NOS1	0.103
RAB7L1	0.780166666666667
YBX2	0.5465
KIAA1166	-0.997375
FUBP3	0.706166666666667
ABCG1	0.487
ACACA	-0.171583333333333
ARL11	1.2195
ATOH1	-0.125
ODF1	0.28
CREB3L3	-2.36916666666667
TMEM127	1.37978571428571
DSCAML1	1.887
PLN	2.71233333333333
LYPLA1	1.06258333333333
PRDM9	-1.72775
SASP	-0.515
PLUNC	-0.13
INTU	0.63275
HISPPD1	-0.32425
LNPEP	0.229
YARS2	-0.323333333333333
APCDD1L	-1.765
ZCCHC4	0.58
FBXO22	-0.232
TTLL13	-0.846
ZNF669	-1.92733333333333
PTGDR	1.269
DDX27	0.56775
KIAA0409	-0.910666666666667
GJB6	0.477
ASB8	1.48375
PLP2	-0.5035
MEPE	0.49925
OR10J5	-0.038
KRT222P	0.627
COQ7	0.383166666666667
C1orf101	-0.057
RERG	2.7692
CHMP5	1.440375
THAP11	-0.13575
ZNF43	-0.0513333333333333
ZRANB3	-1.18233333333333
KRT13	2.150625
MRPL19	-0.04875
RBBP9	-1.251125
SPATA17	-0.17975
BXDC5	-0.343166666666667
PAFAH1B1	-0.210083333333333
MAGEE1	0.8295
OSTF1	0.23475
KIAA0323	-0.282166666666667
TXNDC13	-1.11783333333333
CNTN4	3.482875
LCE1B	0.6835
UNQ501	0.74875
ZNF154	0.09975
C3orf64	-0.43575
SYT5	0.0358
PON1	-0.1065
FLJ10357	-0.5635
ATP4A	-1.3355
GNPDA1	-0.444833333333333
MGAT1	0.542166666666667
C14orf121	-0.0495
SLC35B2	0.13325
MIER3	0.628666666666667
CHEK1	-1.517375
ZNF8	0.343666666666667
TXNDC1	-0.491333333333333
CKB	-0.8748
RTN3	0.109857142857143
FZD2	-0.855333333333333
PART1	0.480875
PSMB6	-0.287
PCDHB8	-1.2445
PHC3	0.2654
PPP1R8	-0.670333333333333
NOVA2	1.6495
TNFRSF11B	-4.50025
GOLPH3	0.443833333333333
UBLCP1	-0.66
SUHW3	-1.032
TTLL1	-0.00900000000000001
OPN4	0.9105
OR13G1	-0.015
ZPBP2	-0.037
HSD17B11	-2.300125
C9orf50	-0.1555
DHDDS	-0.333785714285714
CTSW	0.5734
NEFM	-2.79733333333333
MRPL28	0.072
SYN1	0.325666666666667
PIGV	-0.1895
ZIM2	-0.26675
APBB1	-0.863666666666667
SND1	-0.56625
C1orf123	-0.103166666666667
CHD3	0.44375
BHLHB8	0.24975
RNASE2	-0.475333333333333
BCAP31	0.014875
SLC25A44	0.9525
CHD6	-0.1388
PIB5PA	1.98969230769231
SELS	-0.29925
LOC541471	-0.892125
FAT2	-1.453
ZNF81	0.5085
OR4C16	0.7995
FLJ10081	0.5924
LRRC4	1.2615
CS	0.379
N4BP2	0.094125
IGFBP7	1.53575
ZNF318	1.29458333333333
NDNL2	0.1895
ZNF609	0.523375
SIRT4	-0.506
EXOSC10	-0.62375
ECE2	0.322583333333333
OVGP1	1.15675
GTPBP3	-0.37875
PACS2	0.32
C19orf36	-0.691833333333333
ARL4C	-0.993875
ATG4B	-0.307
UBQLNL	-1.19325
RHOXF2B	-3.7885
PLEKHG2	-0.099
GALR1	-0.7165
AQP4	-0.122333333333333
HDAC7A	-0.0656666666666667
DCUN1D3	0.23875
OR8A1	-0.472
CCRN4L	-0.12075
CBR4	0.847666666666667
KIFC1	-0.669166666666667
SLC7A14	-1.11133333333333
LHX5	-0.178
TRPC7	0.415
LPXN	-1.43575
SERPINA1	-3.0805
RPS13	-0.4411
BPIL3	-0.313
PRKAA1	-1.53675
FADS2	-0.3757
ENAH	-0.7291875
PRO1768	-0.1285
APBA2BP	0.284
LIPH	1.06766666666667
C3orf33	0.44725
RCC2	-0.4405
ALDH1A2	-3.2602
RNF103	1.92225
AHCY	-0.333125
ALG12	1.0135
CCL17	0.39225
ZNF543	1.00983333333333
ESRRG	-0.5243
CNGA1	-0.985
RDH5	-1.46266666666667
OTX1	-1.0992
PTGFR	-1.77516666666667
CDR2	-0.450125
SELE	3.03975
NLGN2	-0.498
EXOSC9	-0.1315
ZNF566	-0.0185
KLRC2	-5.387
GPR12	0.741
KIAA0196	1.40475
PDRG1	0.10625
SSR3	-0.357714285714286
MSI1	-0.1195
CST9	0.493
CC2D1A	-0.387375
PLAGL1	-0.769333333333333
ZNF778	0.1615
RNF2	0.97175
KLF6	0.248666666666667
THBD	1.65483333333333
tcag7.1314	1.21775
NR5A1	-0.421
ABCD2	-0.56075
DNAJC7	-2.2625
CLEC4C	0.7845
TM2D3	-0.408125
CCDC4	-1.363
PLAC2	-0.17975
DCD	0.869
FAAH	2.21425
POLA1	-0.189666666666667
TM7SF2	-1.443
FLJ39822	-1.4215
FLOT2	-0.361375
MAP4K1	-1.1605
SRP68	0.82125
C21orf74	0.324
ARPC5	0.26575
LOC126075	0.56575
HECW2	0.572375
ZDHHC4	-0.85
ANKRD42	1.3596
PDE9A	-0.295
ABCA8	0.26675
NDUFS2	1.15025
UBR5	0.859625
BTBD16	-3.477
LOC554174	0.5605
ZNF20	0.1325
KIAA1843	-0.2185
WDR17	0.741375
C15orf33	-0.52
RNF113A	-0.62925
CAMKK1	-0.3047
CLCN2	-0.019
ANXA6	-0.8505
LOC340069	0.236
EMID1	0.18175
DPM3	0.530666666666667
ELA1	0.131
SLC25A13	-0.277
KRT24	1.9455
SMPD1	0.116333333333333
TH	1.08275
COL6A2	1.12557142857143
ANKS1B	0.754
GPR126	-0.4648
ZC3H12A	-0.0671666666666667
TMEM47	-0.3295
C2orf51	0.0305
C1orf88	2.2875
HSF2BP	0.78925
AKAP10	-0.153
RPAP3	0.151
KLHDC8B	1.16075
STOM	0.149
MUPCDH	-0.113875
C10orf72	0.387375
PLEKHA3	0.751583333333333
TCP11L1	-0.10025
CWF19L1	0.431875
SPEF1	0.833461538461538
YSK4	1.11325
ELN	1.9543
SAMD8	0.652333333333333
MPI	-1.3145
MEPCE	0.4708
ABCC3	-1.5575
NANOGP1	-3.7195
KCNK17	-0.51175
HLA-DMB	3.8005
RRAGA	0.495
ANGEL1	-0.12225
RBM32B	0.1955
CPN1	-3.24475
MGC52282	-0.0142
HLA-A	0.563166666666667
OR9G4	0.223
EDNRB	-2.016875
SCD	-1.42321428571429
C14orf80	-0.0635
BAGE2	0.713
RABL4	0.241166666666667
RCVRN	0.441
SHANK1	0.126
NLRP7	-3.887
CD226	0.54125
STAT3	-0.08425
SYNJ2	-0.1978
TPCN2	0.303833333333333
WDR36	-0.854916666666667
MBD4	0.46875
ROBO1	-1.1421
ST3GAL6	-2.90475
SLAMF8	2.58033333333333
ATN1	0.672166666666667
GPR141	0.08725
KRT36	0.7
TPH1	0.4295
DDX52	-0.38125
ZSCAN29	0.335833333333333
TRPT1	0.3455
DPEP3	0.47525
DENND4A	-0.719375
TSPAN16	-0.0645
PTCHD2	-0.688
LOC145814	-0.50425
CAP1	0.1025
EIF5A2	-0.7366
NT5DC3	-1.2155
SEPT9	0.29475
SEZ6L2	-1.060375
EGFLAM	2.89675
VPS11	0.168375
NDUFB5	0.0856666666666667
CIDEA	0.1275
IER5L	0.1995
N6AMT1	0.04425
FAM83C	-0.47975
OXR1	1.49975
IRX1	-1.142
DGKB	-0.457333333333333
GCN5L2	-0.98575
MIR16	-0.155375
FBXW9	0.23525
WDR4	-2.93783333333333
PDC	0.031
VPS33B	0.1265
HEXB	-0.20875
FLJ32214	0.50875
TCEB3	-0.46575
CRLF1	-3.706
ABI3BP	-0.2535
C8orf22	-4.22625
PYCR1	0.8085
KIAA1706	0.0635
CDK5R2	0.45
WAS	-0.0555
C12orf60	-1.055
CCBL2	-0.76325
MADD	0.2575
C5orf34	-1.56525
WDR42A	1.8067
KLF12	-0.988
HSPA1A	1.19075
ITM2C	-1.90333333333333
DAPK2	1.89983333333333
LOC442590	0.5255
SUMF2	-0.95225
CENPA	-0.156692307692308
TMED5	-1.195
CDH6	-0.7844
BRP44	2.09125
THG1L	-0.511
GABRA2	-2.4225
C14orf166	-0.0225
MYL1	-1.76616666666667
TNFSF18	0.609
PAP2D	-1.2385
PPIB	-1.31075
KLHL4	-0.079125
SFN	-0.542
CCDC127	0.03925
FRAP1	-0.54775
GOLGA5	1.2535
SDCCAG1	0.0115
MGC21675	0.516
C10orf95	-0.5295
KIAA1345	-0.00966666666666667
C1orf163	-0.4845
LACE1	-0.778
OR10K2	0.311
CENPN	-1.04848
TMED2	0.799
UGT1A6	-1.4925
ANG	-2.23675
U2AF1	-1.61033333333333
CASC2	-0.152
NMT2	-0.844833333333333
OSGEPL1	0.71475
DFNB31	-0.193
SLC6A20	-0.458125
DKC1	-0.696
FXYD4	-1.122
WDR64	-0.46725
MGC5590	0.447
CREBZF	-0.1855
DAZ1	-0.81475
PRPSAP1	0.13375
GCHFR	0.3955
TTC7A	-0.523125
LOC196993	0.77425
UBD	-1.0895
S100A1	-1.470625
RPL6	0.195666666666667
DNAJB6	0.2792
NAGS	1.9567
C2orf58	0.451
KERA	0.705666666666667
MT1X	0.0352
UBE2B	0.9767
KEAP1	0.13225
MST1	-3.247875
OMA1	0.4895
ABLIM2	2.3055
BCL2L13	0.46825
JAZF1	0.164833333333333
TMEM63B	1.0465
S100A8	0.5985
ARFIP2	1.16625
UROS	-0.466
KHDRBS2	-1.1495
POLQ	-0.849125
SOAT1	0.4985
SPAG4	-1.54525
MRPS30	1.797
LOC494141	0.24675
OR2T11	0.5725
ORAOV1	-0.2006
ZNF184	-0.175
TCEB3B	-0.285
ADAM21	-0.329
GDPD1	-1.1885
SPINLW1	-0.047
PRR14	0.0266666666666667
KCTD9	-0.9479
NUDT3	0.873
KIAA1822	0.6233
HIST1H4K	0.714
DFNA5	-1.7145
GABPA	0.019
C14orf44	0.498
POLB	0.513375
PTAR1	-0.887
SEC31A	0.7065
TRIM58	-0.86
TAS2R14	-0.918
VPS8	0.965875
H1F0	0.365833333333333
PRKCB1	-3.82733333333333
UGT2A1	0.0505
TOR1B	0.7465
LSS	-1.61566666666667
C2orf19	0.071
HNRNPC	0.0705714285714286
TMEM100	-2.24533333333333
LOC116349	0.63425
OR51M1	0.185
CCDC142	-0.37925
ISG15	0.666125
ZCCHC14	-0.25875
CREBL2	0.357625
TGDS	-2.35275
DC2	-0.91725
CACNA2D3	-2.16671428571429
ZNF429	-0.528375
LYPD6	0.962
SUCLG1	-0.00683333333333333
OR51I1	-1.417
MAGEH1	0.32125
PRPF40A	-0.136
SMR3A	0.69
SPINK2	-1.92825
THAP2	-0.972875
NPY5R	1.505375
IRF4	-3.17725
SPESP1	2.09316666666667
OR10S1	0.187
DTD1	-0.969
TUBE1	-1.814
DDX19A	-0.073
PDPN	-1.2505
TMEM34	0.40725
MGAM	3.4465
COL3A1	5.676
GFM2	0.1439
OR5A2	-0.191
PSG9	-1.52925
ARHGEF11	0.794166666666667
IVNS1ABP	-0.83275
SIGIRR	1.299
DUSP19	-0.645
DNAJC14	0.6886
ACSS1	1.576875
IL1RAPL2	0.4615
C4orf30	-0.10775
SEPT4	2.13075
LANCL3	-2.2705
SPAG17	4.15766666666667
PRDX3	0.16375
HNF1A	-0.554125
P4HA2	-0.18875
RFWD3	-1.05333333333333
MOV10	0.38975
DNAJA5	0.101428571428571
LOC729440	0.52675
LOC200383	0.568875
SMC2	-0.85375
MIXL1	-1.56983333333333
TMEM9	1.4225
FAM86A	1.362
ZNF174	0.6633
MYH14	-0.97125
CCR8	-0.00424999999999999
VPS37C	1.78333333333333
GPATCH1	0.425333333333333
B3GNT8	1.4545
TBX4	-0.56975
CNR2	0.107166666666667
PCDH1	0.68225
C5orf29	2.941
OCIAD2	0.75775
PLCG2	-0.45175
KIAA0247	1.095
HRH3	0.2793
CAPN13	1.63275
CCR1	-0.7879
MGC15523	0.755277777777778
UVRAG	1.11833333333333
DNAJA2	-0.140333333333333
ITGA2B	-0.7545
CLDN5	2.985375
PTPRN2	-2.27371428571429
ZNF512	0.0788333333333333
PSAP	0.757928571428571
CCDC140	-0.6145
LRRC55	-0.05575
CYP26C1	-0.032
C8orf47	-1.0385
LYN	-0.466125
DUSP6	-2.15983333333333
TGFB3	3.2426
ELK1	0.1796
PCDH11Y	0.353
HGD	-0.99775
C17orf58	1.669
MYO3A	0.7145
SERPINE2	-4.915
AARSD1	-0.882375
C14orf73	-1.14975
ADAM33	-0.113
ZNF491	-0.3105
MAPK6	-1.04866666666667
TCN1	-1.279
SLC24A6	0.575
UBE2R2	1.304
H1FNT	-0.0855
TATDN2	0.963166666666667
LILRB1	1.9075
P2RY5	0.0815
NUCB2	0.16125
C2orf37	0.92175
SNX27	1.28283333333333
MTA3	1.508
FOXO4	0.2975
ID4	-0.734166666666667
SOX5	-2.3565
PXMP3	1.262375
OR52M1	0.6365
SFT2D3	0.768125
INA	-3.42233333333333
MCOLN1	0.70125
NFIX	-0.9084
CLEC14A	5.22116666666667
HIBCH	0.182166666666667
PLA2G5	1.44
TIMM10	0.278666666666667
MED17	-0.3219
COL4A4	-2.555
TPP1	-0.0853333333333333
GJA3	0.105166666666667
TMPRSS5	-1.968
AADACL3	0.615
DNMBP	-0.4995
ENPP5	2.8265
NQO1	-0.3392
ZSCAN2	0.861375
SEC24C	0.317
GTF2A1L	-1.251
AXIN2	-0.646
FAM33A	-0.780583333333333
C16orf13	-0.0145
SPNS2	0.58275
TAF1	-0.77475
AP1G2	-0.576666666666667
RBM42	0.299333333333333
HCN2	0.316833333333333
EFHB	-0.0311666666666667
RUSC1	0.949833333333333
GRIK5	0.1395
USP21	1.29883333333333
ATAD3C	0.164
ORMDL2	0.314625
PRSS7	-2.52375
PSAT1	-6.2395
FLJ13195	-0.274333333333333
TBC1D1	1.1745
IFNG	0.70475
OTOS	0.471666666666667
ZNF773	0.121
EMD	-1.04
RETN	-0.15
CCL8	4.051
APH1A	-0.20625
COX18	-0.0125
GTF2IRD2	0.66825
CCDC82	-2.26
PAFAH2	0.5845
NPEPL1	0.1347
RP11-114G1.1	0.3655
TP53INP1	2.07225
ZNF300	0.644166666666667
FOXL2	1.6825
LARP2	0.11825
LATS1	0.31225
HTR6	0.496
SPOCK2	-0.819166666666667
RNF144B	1.49333333333333
HTATIP2	0.476
MGC10334	-0.0115833333333333
CENTA2	2.60783333333333
FGF2	-2.7445
FXYD7	0.056
PHYHIPL	-2.284
GPR34	4.5705
DDX6	-0.5715
OR10W1	0.2745
LHFPL1	-1.582
ZNF313	-0.525357142857143
VPS28	0.91975
AP3M1	0.3495
AKR1CL2	-1.05875
TRAF4	0.444125
OR2B11	0.457
C19orf12	0.651166666666667
AKAP9	0.1225
C1orf62	0.1665
SLC20A1	-0.4501
FAM112A	0.25175
LDB2	0.792375
MRPS23	0.823
KLK5	0.2845
SPTB	-0.4344
EFEMP2	0.5855
EFNB2	1.065125
PCM1	0.452428571428571
NMNAT3	2.449625
TSG101	0.827333333333333
C8orf40	0.812833333333333
NOB1	-1.205
ABHD3	-2.345
GTF3C4	0.084875
PIGN	1.1855
GALNTL1	1.23125
AEBP1	2.402
OR9Q1	0.633
ANKRD2	0.2805
CCL28	-3.33875
TRIM38	-0.259833333333333
TMCC1	0.510583333333333
SMG5	1.00825
LRRC7	-0.843
NCAPD2	-0.4045
C6orf153	0.52325
C1orf74	-0.81075
OTUD6A	0.378
DCP2	-0.651833333333333
TMEM24	-0.025
RPL18	-0.470333333333333
TMEM177	0.47475
LRRC37A3	0.2205
C1D	0.0811666666666667
LDHC	2.347
UBE4B	-0.746
NIT1	1.25
BTN3A3	-0.092125
RASD1	0.0155
COMMD3	-0.07325
SHFM1	0.0965
BIRC8	0.12375
DUT	-0.04175
C12orf51	0.2275
LRRC59	-0.158666666666667
LY6H	1.71025
WDR22	-0.182833333333333
EDEM1	-0.312642857142857
ADH1A	0.688
PANX2	0.9967
CYP11B1	0.3125
CDC73	0.2655
GPR172A	-0.017
GSTM3	2.20323076923077
KCNA5	-0.492375
SERAC1	0.428333333333333
NFATC2	0.358
ANAPC5	-0.1061
C15orf24	-0.12775
NFATC2IP	-0.609416666666667
TNRC6C	0.601666666666667
MGC102966	-2.201125
FGD5	0.9385
MED9	-0.17025
RAB13	0.132666666666667
C15orf49	0.229
CRYGS	-0.8237
C12orf53	-0.5959
LOC283693	-1.157
COX6B2	-0.66875
PHF14	0.25425
FAM3A	-0.01275
RPL13	-0.7053
PRDX2	-0.6742
FLJ34047	-1.1825
PRMT3	-0.26675
KCTD19	-1.828
TRIM10	-0.590333333333333
MGC26597	0.615666666666667
GCNT4	0.61325
GPRASP1	0.20325
CDKN1C	-0.3955
RHBDL2	2.5394
HSPH1	-0.362
AQP1	2.49675
COL17A1	-1.7484
GFAP	0.3465
CDC16	-0.59175
KIAA1614	-0.1035
C6orf118	1.47583333333333
ZSWIM5	0.21025
FAM83F	3.1655
LYNX1	0.4503125
SYNPR	-0.48225
XG	3.474
PRSS16	0.5975
KIF13B	1.0815
PCDH9	-2.289625
HIST1H2AH	1.71266666666667
RBM18	0.4595
ZNF626	0.103125
HEXIM2	-0.216166666666667
ITFG1	-0.4475
TUBG2	-0.2255
SFRS7	-0.156
C9orf14	-0.179
EXTL1	-0.515
GBP3	0.812333333333333
WDR5	0.5075
RARG	0.158833333333333
MYO7A	-0.223625
CECR6	-0.357
C13orf3	-1.366
SFRS18	-1.868375
ACVR1B	0.250666666666667
PSMD1	-0.6446
C7orf31	0.0186666666666666
ILVBL	-0.8785
IFNGR1	0.47075
RNF186	0.4415
NOL9	-0.99525
MAGEL2	0.2745
SLC29A2	-0.155
NHSL1	-1.04875
RBMX	-0.5515
PSORS1C2	0.317375
RAD51L3	0.400333333333333
LCN6	0.79375
ORAI2	-0.304125
BRUNOL6	-0.445
OR4K5	0.0015
CDC123	-1.181375
MSLN	-2.516
WWTR1	-0.535666666666667
ZNF700	-0.952
COBL	0.62275
PPP1R16B	-0.412375
GAS7	0.2508
MDN1	-1.258
HAAO	-0.21
C9orf68	0.0645
TNFAIP2	0.41575
FOXN1	0.2215
hCG_2033311	0.2985
ATP6V0D2	0.5152
RPL41	0.331625
SLC38A1	0.5165
ARHGAP6	-0.9185
ADAD2	-0.51225
PHF20L1	-0.105875
MCM3AP	-0.292166666666667
ST3GAL3	-0.790833333333333
SNX1	0.814333333333333
ELF5	2.19175
PARP3	-0.741
RBM8A	-0.4233125
LINGO4	0.894
ITGA9	0.583833333333333
ZFR	-0.08675
ACSL6	0.622125
FLJ20699	-0.5297
DAOA	-0.1805
FABP4	2.9725
KCNB1	-0.1525
CANX	0.2828
SLC25A28	0.466166666666667
ADIPOR2	1.439625
ECHDC2	2.042
SMA4	-1.29775
FRZB	2.511
PABPC1	0.932333333333333
DMRTB1	-0.27
APOBEC3G	-0.6345
CATSPER2	-0.816666666666667
CUEDC1	1.0995
STARD9	-0.559375
CLDN8	1.24025
LOC23117	-1.15859090909091
E2F6	0.379222222222222
TMEM126B	-1.00633333333333
DPY19L4	1.38425
GIMAP5	2.30833333333333
NDUFA9	0.991666666666667
FAM77C	3.2895
CTPS2	0.8635
LOC51035	-0.035875
WDSOF1	0.786
EGLN3	-1.445375
PITX3	0.513166666666667
OR52E8	0.6095
GRM4	1.088
KLK1	-3.05
GPM6B	-1.447625
RRAGD	0.2655
PAGE5	1.645
UCHL5	-0.843833333333333
ULK3	-0.276
AIM2	-1.11383333333333
PNO1	0.0128333333333333
OR2F2	0.256
GNAT2	-0.8815
SIX1	-1.046
ST13	-0.134416666666667
ZBTB44	-0.423375
TIMP2	-0.33825
ZMAT4	-2.58425
GTF2IRD1	0.753666666666667
ZNF19	0.8845
ZNF714	-0.56975
RSC1A1	0.042
C9orf80	1.14525
PSMA8	0.229333333333333
TMEM141	1.541
COX4I1	-0.750214285714286
CTAGE1	0.0151666666666667
DTWD1	-1.21925
HSD11B1	-0.0815
KRT6B	1.126875
ARID4B	-0.4075
LHFPL3	1.0005
WWP2	0.364916666666667
ZNF326	0.542333333333333
RGPD1	-0.7315
CTSH	0.864
FASTKD1	-0.75725
PAF1	0.8137
TTC9C	0.2725
IFT57	0.3475
PRSS36	1.124
IL20RB	-2.098
ZNF592	0.917833333333333
DCTD	0.6539
CFP	0.3775
MFNG	-1.326
JMJD2B	0.4345
ALDH3B1	-1.35325
THSD4	2.46583333333333
KCNJ5	2.57066666666667
LMNA	-0.0143333333333333
TBCD	2.289375
ZNF250	-0.280333333333333
CASQ2	0.458666666666667
PEG10	-2.6805
PRAME	-5.7038
NP	-0.531125
TRIM59	0.346333333333333
ZNF12	-0.158875
XTP3TPA	0.77925
SIGLEC7	-0.3026
PANK4	-0.343
FAM70A	-3.95816666666667
SNED1	0.0255
HIP1	0.2238
RAET1E	-1.06983333333333
AMAC1L2	-0.57
AHNAK2	-1.39775
TOE1	-0.503833333333333
RECQL4	-1.04025
SPRYD3	1.01525
DPAGT1	-1.005
MAGED2	1.458
ANKRD55	-0.1825
TRPS1	4.407
DOK7	1.3125
TFPI2	-4.6055
GTF2H3	-0.285
CYP4F11	-0.420125
LHX2	-0.588833333333333
ATG16L1	-0.0433333333333333
ASB12	0.3705
C1orf116	-0.51
NF2	-0.4918
POM121	0.0261
PHYHD1	0.09
TXNDC17	0.00566666666666667
DKFZp779O175	0.21425
NUP62	0.587285714285714
MYO18B	-1.425
PRAMEF1	-0.1985
TCBA1	0.203125
TMEM168	0.801
FJX1	0.715333333333333
CLCF1	-1.5515
SEPN1	0.773125
IGSF2	1.47375
NUDCD1	1.16866666666667
TFF3	0.620166666666667
NDFIP1	0.512928571428571
CHCHD4	-0.15775
TNR	0.0865
CUTA	0.594833333333333
USP44	-4.70925
DPP10	2.3635
IWS1	-1.01116666666667
PCGF1	0.72625
SULT1C4	0.81
NTF5	2.13725
PTPN13	-0.35075
SSTR5	0.434
SFRP1	-4.273
IDH3B	-1.036
SUOX	1.682
TMCO5	0.0805
GOLT1B	-0.441
MIB1	-1.21778571428571
PCDHGB1	0.038
SUSD1	0.8265
ICAM5	-2.0975
PAPOLB	0.3185
URM1	0.6993
TMEM106B	0.0898333333333333
LRIG2	-1.02925
SLC27A5	0.338
CLIC6	3.006
ZNF420	0.81
SCN9A	-2.0653
KIAA1909	-1.356
ELMOD1	-1.13725
PRKAG1	0.3065
FAM64A	0.205777777777778
EEF1G	-0.13415
SMAD5	-0.547
INCENP	-0.29025
WASF2	-1.748
GARS	-0.9724
CDK10	-1.4172
HLX	0.0736666666666667
MDM4	-0.428375
ZNRF1	-0.689785714285714
HHATL	-2.10016666666667
FAM21C	0.5507
HIST2H3C	0.18525
PFDN2	1.044875
