Hybridization REF	TCGA-BH-A0BW-11A-12R-A115-07
FLJ37440	1.8335
FNDC5	0.4465
SERPINB6	-0.391571428571429
JUNB	2.9776
SYS1	1.0885
SCN2A	1.543
ZKSCAN5	-0.6867
WNT7A	0.0191666666666667
TSHZ3	2.30075
RNF148	-0.16675
H6PD	0.87075
CAD	-0.931833333333333
ZNF449	0.3105
DOCK10	1.0695
FAIM2	-0.0186666666666667
HEXDC	0.19325
PRB1	0.51025
C14orf148	0.082
ETHE1	1.0125
IRF5	1.512
GNMT	-0.00766666666666666
MGC16291	-0.2175
RPAIN	-0.431142857142857
CAGE1	0.2855
CNTNAP3	0.069375
ACTR1B	-0.39875
EEF1E1	-1.66025
MSX1	-0.227875
ESF1	-0.9274
HSPC171	-0.2625
MRPL2	-0.894833333333333
RDH12	-0.084
CELP	-0.0225
METRNL	-0.13175
C10orf116	3.53433333333333
C19orf48	-1.425
ZNF346	-0.217125
NCR1	0.5895
C10orf64	0.1675
CD52	3.91675
VPS18	0.862875
AP4S1	-0.342333333333333
NPBWR1	1.0235
TPK1	1.464
UBA52	-0.239722222222222
RIPK1	0.726166666666667
CPNE3	-0.8403
HSPC159	-0.307
C8orf38	-1.01375
LRRC4B	0.9745
PARP10	0.5273
ANKRD50	0.00412499999999999
CXCL9	5.83975
FGF18	0.894272727272727
EIF2A	-0.462875
SLC20A2	0.670333333333333
KIAA1549	-0.603916666666667
SPINT1	1.3436
ZNF584	-0.5355
CRBN	0.150333333333333
ABCF3	0.214333333333333
NCBP1	-0.9635
PLA2G4F	1.481
PCDH10	-0.8855
TTC21A	0.8385
C20orf144	0.819
FGFR1OP2	-0.157333333333333
SLC9A1	-0.3188
CHRND	0.089
FOXF1	-1.787
KIAA1467	-0.1455
TPO	2.37233333333333
LTF	4.08707142857143
DNAJB9	1.3115
MRPS27	-0.60525
bA16L21.2.1	-0.1035
WBP2	0.007
MRGPRX3	-1.14383333333333
PRPF18	0.48975
C10orf58	0.07275
SMOC1	-1.7324
ADAT3	0.441333333333333
TMEM138	-0.29425
TMEM131	0.559875
TIMM8B	-0.48125
MYH7	-0.375666666666667
ST6GAL2	-0.110875
KIF1C	0.15375
SUHW2	-0.432
PAPSS1	1.4455
CABP2	0.5625
HOXA4	0.50575
ELF2	-0.35
SEMA3D	1.2565
MC5R	0.021
OGFR	0.9855
FLJ30092	-0.0193333333333334
TGFA	0.5542
MMP17	1.438
KIF15	-1.953
CHIA	0.4325
CATSPER3	-0.455
CEACAM7	0.586333333333333
PADI2	1.882
HOXA9	1.57366666666667
LNX2	-0.169333333333333
TMEM144	1.02475
HIF1AN	0.26
METTL7A	0.5585
C6orf165	1.46033333333333
KIAA1468	0.782
DSG3	4.0585
ZNF180	0.175333333333333
EIF4E3	0.943375
SLC46A1	0.316375
DKK1	-2.80466666666667
ZNF205	1.19633333333333
LOC162073	-0.2355
COX7A1	4.1995
MAGEA1	-3.6485
NEDD8	-0.290666666666667
KLHDC5	-0.561055555555556
C3orf19	-0.545833333333333
MRPS2	-0.7015
POLR3H	-0.235
ABHD11	-0.1275
TMEM17	0.74825
PAIP2B	-0.5722
MAT1A	-3.194
LGI3	0.40775
THUMPD2	-0.05075
TKTL2	0.2355
XAGE3	-1.98566666666667
CALM3	0.117833333333333
C6orf136	-0.751166666666667
KCNC4	0.448166666666667
RGS9	2.16283333333333
ACIN1	-0.9805
SPATS1	0.54075
XKR8	0.1375
FAM84A	2.00575
MS4A7	4.02554545454545
AGXT2L2	0.39975
OR1F1	0.2365
SMAP1L	0.370416666666667
IPO11	0.759125
ZC3H11A	0.34775
C1orf151	-0.0595
RNASEH2A	-1.59525
CCR10	-0.9055
TXNDC11	0.4505
TMEM112	0.722875
MAP1B	-0.0699285714285714
NVL	-0.544
PKM2	-0.99745
ARC	0.54075
NUP54	-0.164
PPFIBP2	1.55666666666667
STAT2	0.209375
PTAFR	2.354
ROBO2	0.08125
RNF40	-0.134333333333333
CCDC135	-0.211
IFT81	-1.1871
MORF4	-0.0055
TM7SF3	-0.278
OR10H3	0.218
ABP1	1.585875
CHRD	0.709625
PLEKHA8	0.142833333333333
NCALD	2.99233333333333
OR5AK2	0.01675
ACCN1	0.490166666666667
SLITRK1	0.2935
ARMET	-0.0535
C9orf52	0.23325
REEP4	-1.01675
MTSS1	0.852625
ADH1B	3.41233333333333
DLD	-0.75875
CDK5	-0.9665
PPFIA1	0.1289375
WFDC3	0.6385
DNAJB12	0.589571428571429
RANGRF	-0.2425
MLANA	-4.04025
AMY2B	1.57375
KIAA0319	-1.17125
RPS7	-0.1015
JAK3	1.0184
ARFGEF1	0.53675
CXCL5	1.017
TRAPPC4	-0.8755
CETN2	0.127
HSPC111	-1.1225
RHOBTB3	-2.1187
PHLPP	-0.3475
RGS10	1.1295
TMEM58	0.316
CHERP	-0.494875
HSP90AB3P	-1.10933333333333
FSTL3	-0.137333333333333
PEX11A	-0.317
OR5V1	0.39
FCN3	1.6395
PTPN3	-0.335
NPTX1	-4.171375
C21orf84	-1.03575
C11orf51	0.07125
ZBED2	3.6905
FLJ90757	0.182
NPY2R	4.4545
PLD3	0.96025
SYT17	0.490333333333333
SGSM2	-0.53925
OR1A2	0.77675
FOXP1	1.269
SLC5A1	3.60975
POFUT1	-1.0391
EPHB6	-1.22583333333333
MYO1G	0.054625
STAC	0.4435
KLHL17	0.122
RGMA	2.8717
TJP2	-0.2944
FAM114A1	-0.705166666666667
SERINC1	0.864583333333333
SLC9A8	-0.0625
PEX19	0.104
EDN2	2.72325
PSMD7	-0.633666666666667
C3orf41	-0.51675
UQCR	-0.480875
PPP1R3C	0.0075
LRP4	-1.2995
TM2D1	-0.2935
TTC17	-0.1133125
C4BPB	-3.378
CCL25	0.1925
ZNF253	0.0618333333333333
CHRNA9	-3.58225
SOX11	0.030375
HIVEP3	0.7835
CGN	1.44025
C3orf35	-0.030875
PKD2L1	5.27675
SYVN1	0.517875
PDE8B	-0.12625
LOC439951	0.59425
LTC4S	1.733
MIF4GD	0.0801666666666667
SMARCA2	0.9144375
TUBGCP6	0.345666666666667
CABLES1	-0.66975
C16orf77	2.9455
ZNF791	0.5855
FUT5	-0.7275
ADH6	-1.8155
P4HB	-0.0635
CLDND2	-0.91925
ALKBH8	-1.09225
PLAC4	-0.5735
F11R	0.462571428571429
MGC35295	-0.0888333333333333
PDZD4	-0.203666666666667
LOC389073	-0.03375
FAM80B	-0.596833333333333
PSMB1	-0.517875
TXN	-1.26066666666667
VIPR1	1.0868
WBSCR18	-0.012
EXOSC6	-0.515833333333333
ACTA2	4.00933333333333
SP5	-2.55608333333333
ANKRD1	-2.456
DDR1	1.4239
ATP6V1D	-0.2605
PTGS1	-0.829416666666667
RNF157	-0.6225
DCC	0.7645
SPAG7	0.24225
FBXO18	0.506
UBE3C	-0.8582
HOXC6	0.4295
LRP2BP	0.227333333333333
MYST2	-0.032
PDSS2	-0.116
ATE1	-0.85975
ARAF	-0.08825
KLF10	0.521
PLA2G2E	0.015
ASCL1	0.110666666666667
TSNAXIP1	0.72625
FAM131B	0.05
IFNA10	0.9415
NUP43	-1.3435
FAM44B	-0.47325
L1TD1	-3.517
NMD3	-0.997333333333333
C18orf54	-0.9644
PHOSPHO1	-0.16
RAG2	-0.966
EMILIN3	0.887
METTL3	-0.415
VPS13C	0.256
REXO2	-0.9695
ANXA4	-0.16575
CA1	-1.18175
DCP1B	0.09725
TULP3	-1.22083333333333
ATP2A2	0.0874285714285714
ATIC	-1.23125
ADAM15	-0.528083333333333
NPL	2.22983333333333
LGR4	0.24
UEVLD	-0.208666666666667
GAB1	0.92525
SNAI2	1.0725
ZGPAT	0.00649999999999999
SNF1LK	1.149625
DLEU1	-1.561
UBE2Q1	0.351375
ZMYM6	0.1311875
JPH3	-1.94083333333333
FAM38A	0.0792499999999999
PXK	0.667166666666667
DENND2D	2.59325
BAX	-1.43516666666667
CP	0.540636363636364
RPL37	-0.2321
G6PC3	-0.35775
NCOA4	0.720166666666667
LRRC14	0.2825
GORASP1	0.14325
FCHO2	0.40675
CYP24A1	-2.1287
FXYD3	1.26325
SMARCAL1	-0.05275
ABCB8	-0.717
CCDC44	-0.556
PRDM7	-2.015
USH1C	-1.3925
DNAH5	0.259833333333333
SRF	0.577083333333333
MAL2	0.790333333333333
PGPEP1	0.364333333333333
SIN3B	-0.4395
SEMA3C	0.5145
GRAMD3	2.61575
FBXO10	-0.16925
OR5D13	0.4545
FLJ31818	0.278
CACNA1I	0.4305
S100A13	0.274
TP63	2.97385714285714
ANXA11	0.9261
WDR66	0.349625
CSF2RB	0.8795
IFI44	1.211
DACT1	0.660666666666667
ANKRD23	-1.1345
ATP5G1	-1.05133333333333
C21orf70	-0.273166666666667
PPWD1	-0.48725
DNAJC13	0.326
PAH	-4.849
PTCH2	0.277
TRMU	-0.68875
CCDC9	-0.5585
USP3	-0.4935
DCLRE1C	0.628
FAM55C	0.3745
FRMD4B	1.73425
CYP2R1	-0.165
RFPL1	0.1386
XPO5	-0.7225
ARL6IP2	0.3975
OSBPL5	0.7955
MMP9	4.40627272727273
KIAA0802	-0.279625
DHRS2	-3.09766666666667
SGEF	-0.581875
TXNDC10	-0.4581
EXOC6	0.4465
RPS27	0.526
PNCK	-1.07133333333333
FSTL1	0.6855
AACS	-0.21875
SLMAP	0.185833333333333
SAMD4A	0.6769
ABRA	0.29325
SMARCD3	2.07225
PKNOX2	-1.34766666666667
A4GNT	0.573
C9orf39	-1.08816666666667
RALYL	0.25
MGC33556	-1.004
C10orf25	-0.4325
BBOX1	6.642
NHEDC1	0.966
XDH	1.72875
GCSH	-1.3375
EDN1	2.7305
MTERF	-0.07725
CLK4	1.61725
ZNF799	0.054
KCNG1	-0.51075
CXCR4	2.86966666666667
PTPRR	-2.5125
IRAK1	-0.884625
LOC401397	-0.54825
TMSB10	0.697642857142857
CXCL3	0.6267
TMC4	1.04875
OR7A10	0.6875
STYK1	0.699
CHRNA10	1.1395
CCNI	0.8795
EP300	0.175928571428571
LOC165186	1.07533333333333
HIC2	-2.246
SDR-O	-0.088
OR2W1	-0.491
KCNA6	0.174
TRIM74	1.24225
REEP6	0.01575
ATP5G2	-0.29775
ERG	0.8925
TMEM42	0.208
PARN	-0.5235
SOD2	0.8551875
DIRAS1	0.286666666666667
PNPT1	-1.40925
JOSD3	-0.685
hCG_40738	-0.5255
PDE1C	-0.7005
SEMA4D	1.46225
AGPAT1	-0.3455
NOSTRIN	0.45725
MAP3K3	0.2255
MAX	0.501357142857143
CAPS	1.3285
SERPINA12	0.4735
OSBPL8	-0.043375
RICS	0.7046
NR4A2	1.87766666666667
PPCS	0.725333333333333
LONP1	-1.29975
SCYL3	1.02025
HERC2P2	-0.48
FIBCD1	2.0275
C15orf41	-0.52225
DMC1	-0.875166666666667
C20orf27	-1.0955
RPS6KA5	0.5274
FAHD1	-0.724833333333333
SLC12A4	-0.04525
BRCA1	-1.47958333333333
GBL	-0.844
SLK	-0.00666666666666666
NUDT9P1	1.0125
NOXO1	3.4605
USP52	-0.5
BAZ1B	-1.089875
SLCO2B1	3.78725
BBS12	1.61683333333333
LRGUK	-0.420833333333333
TERF2IP	0.78275
COL1A1	4.3865
KIAA0090	-0.53
GRK5	0.958
AP1S2	-0.7533
TMEM52	-0.0508333333333333
CA11	0.50425
OR4A15	0.290333333333333
ACBD3	-0.3065
SPAG11B	0.249
PRDM2	1.1899
FOXP3	0.631
SMYD3	-0.846
LOC389199	1.275
LGI2	1.99883333333333
NAPE-PLD	-0.3408
ANKRD6	1.8045
WDR45	0.617166666666667
SHROOM1	-1.07275
PSCD3	-0.6035
PYY	0.1925
KCNC1	-0.8895
ARHGEF9	0.471
OR8J1	0.5665
GPR55	-0.0115
NS3BP	-1.656
C10orf22	0.493333333333333
NAT8L	-0.626
DUSP4	-0.702333333333333
FOXM1	-2.10516666666667
GRAMD2	2.0058
ZBTB48	0.298333333333333
BUD31	-0.7905
PABPC5	0.792
CCDC41	-1.11625
FBXO11	-0.00249999999999993
C6orf148	-0.72175
RFXAP	-0.1735
C6orf15	0.808
CDK8	-0.618
C6orf70	0.20525
TESSP2	0.5535
ALG2	0.442
PPP1R3D	-0.0635
TPM3	-0.0788888888888889
SYT13	-0.9295
EPB42	0.498333333333333
CETN3	-1.092
PRY	0.058
NTHL1	-0.958666666666667
POLR2B	0.337
RPS28	0.150916666666667
P2RX3	1.5385
LYZL4	0.06725
WBP4	0.059
PMM1	-0.744
C11orf79	0.055
CBLL1	-0.52975
IL1F10	1.20816666666667
VAX2	0.328
SETDB1	-0.0928333333333333
LRAP	0.170833333333333
GCLM	-0.466666666666667
CPEB3	1.30675
PPM1A	-0.069
INTS1	-0.637
CAMTA1	0.469
SAMSN1	0.2695
LOC158830	0.843
GMPPA	-0.505
AIPL1	-0.32225
IL24	0.8025
BDKRB1	-1.93583333333333
MLF1	0.1195
TAF12	-0.32675
ID1	-2.48475
THADA	-0.2665
PIK3CB	-0.26175
OR4N5	0.527
TBC1D17	0.104
COX8A	-1.0855
CDCA4	-1.1555
C2orf44	-0.441
ZNF534	-0.92325
IMMP1L	-0.82325
NIPSNAP3B	0.23775
FTMT	0.990375
PWP2	-0.763
MMP15	-0.5935
DNAH11	-1.06725
MTMR14	0.17775
DNAL4	0.44
IPP	0.2105
TMEM59	0.19525
C1orf157	0.8585
RGS4	-1.65
DDX18	-0.263333333333333
SNX6	0.18125
ZNHIT2	-0.348
NCDN	-0.557333333333333
FLJ33534	0.03275
RAG1	-1.525875
OR4D10	0.3155
PTPN5	-0.5025
POMT1	0.025375
LRRC8A	-0.1875
CYP1A1	-1.41925
CAPN1	0.379833333333333
DDHD2	-0.102875
GRIK2	-0.05025
GNRHR	0.30725
PPBP	0.98975
HTR3A	1.00225
SLITRK4	-0.704
ANKRD49	0.523
BTF3	-0.4054
SARS	-0.0045
C13orf18	2.38716666666667
CACNB1	0.276
QKI	0.2
SETMAR	0.638625
MAN2B1	1.2865
EML3	0.07625
ACADL	0.526
OFD1	0.43275
DEFB114	0.3245
CGA	-2.5296
PEX16	-0.463166666666667
LRRC10	1.0255
GNG12	-1.176
C1orf152	0.812
CHRM1	-0.0175
CD53	2.662625
DBH	-0.64925
TFAP2B	2.152625
HIST1H2BJ	-1.50666666666667
FAM46D	-0.1515
TMEM11	-0.206
C3orf32	-1.84475
PCCB	-1.384
IPO13	0.060375
C6orf105	-0.5555
COMMD5	0.38575
SUV420H1	-0.0278
LTBR	0.44625
ARHGAP15	1.26225
HDHD2	0.02575
TDRKH	-0.253
LOC401052	0.1835
PSG4	-0.171
GNB4	-0.2793
SPATA4	0.46725
SLC9A3	-0.3635
OSBP	0.161666666666667
NBPF3	-0.000500000000000047
DOCK11	0.928
SLC39A5	-1.274
PRR5	0.8001
C10orf63	0.201125
SMTNL2	-0.5795
ADRA1A	0.355
ASAH1	1.2754
DOM3Z	0.1048
GIPR	0.3745
AHI1	-0.283916666666667
NADSYN1	0.539666666666667
RGS14	0.0936
IL18BP	1.7028
RTN4RL1	0.564916666666667
ARMC6	-0.5145
PSMD5	-0.683333333333333
HK3	0.7928
OR4S1	0.306
RSU1	1.1066
MAD2L1	-2.65333333333333
EIF4A3	-0.51425
DLEC1	0.897833333333333
E4F1	-0.5665
CHMP2B	0.1962
CAMSAP1	-0.405
RPS21	-0.742333333333333
ARID5A	2.25075
UBE2N	0.0127
IGSF8	0.1715
MAGEB6	-1.21
ACAD11	-0.6255
MGC4172	-0.839
LMO4	0.8895
KLKB1	1.18475
HP	-0.0945
HDAC3	-0.09125
SCHIP1	1.12025
CLCA1	0.1905
OLFML2A	0.901625
C1orf112	-1.613
KIF19	1.41
HAPLN4	0.2834
CXCR7	1.76433333333333
GOT2	-0.7409
RAB38	-0.909125
DCX	1.8115
PPM1H	-0.0745833333333333
NFYC	0.193083333333333
KIN	-0.273125
ZNF228	0.8075
PLSCR4	3.09
HIG2	-1.53325
FAM79B	2.525
C21orf86	-0.3088
KCNK10	1.22
ZNF738	-0.751875
FSTL5	-0.611166666666667
OR6A2	0.0365
OTOA	1.23716666666667
EXOC1	0.477125
AHRR	-3.531375
PDAP1	-1.55841666666667
C19orf6	0.037875
ZAN	0.74675
LY6G6E	0.5085
EIF4E2	-0.54675
C20orf198	-0.62825
ZNF324	0.10125
CYP3A5	-2.31033333333333
ENTPD7	-0.343
MBOAT5	0.209333333333333
GJB5	1.17975
TTC13	0.7345
S100Z	-1.12
KIAA0664	-0.407333333333333
PDGFRB	1.95133333333333
IL17D	0.641
OR56B4	0.412
RDX	-1.14783333333333
SLC34A3	1.7755
IL28B	-0.2265
JUND	0.92325
CHRNB1	-0.40625
CAMK2B	0.00625
FETUB	-0.8065
CXorf23	0.38575
MRTO4	-0.933875
TTC3	0.2659
NDUFB8	-0.263166666666667
EDG2	-0.11175
SEMA3G	1.68125
IL23A	0.76925
GRHL1	1.5048
LOC441054	-1.445
WDR65	0.463375
PSTK	-0.56175
STOML3	-0.00433333333333331
R3HDM2	0.6996
C5	-1.94125
SLC2A10	-0.4675
C3orf22	0.141
PAQR3	-0.839
ANKRD26	-0.762416666666667
HCRTR1	0.136
LOC399947	-0.61775
PSD2	0.12975
TIGD2	1.0505
SCRN1	-1.110125
COQ10A	-0.46775
DDI2	0.1115
METTL7B	-0.189166666666667
UCN2	2.46225
FAM92A3	0.94825
WDR16	0.84275
ZNF511	-0.587166666666667
ZMYM5	-1.12075
POLR3G	-2.496
ZNF586	0.4695
C1orf49	0.294
TANK	1.47066666666667
RCAN1	2.72783333333333
PELI3	0.536833333333333
LIMD2	1.273
TMEM189	-0.798
NTN4	2.32175
LOC151300	0.098
CLEC2A	-1.483
GPR135	-0.836
DPYSL4	-1.788
JAK2	0.853333333333333
TSHZ1	0.706833333333333
TM9SF4	-0.396
ZNF264	0.262
SIRPG	2.605375
BICD1	-0.477
HERC6	1.786
METTL5	-1.1075
CASP1	2.5505
PRRT1	0.4435
PLA2G4C	3.09216666666667
ICA1L	0.191714285714286
TPTE2	0.229833333333333
OTUD7A	0.8885
AQP11	-2.492
APOA2	-3.2608
KALRN	0.3448
SECTM1	0.848166666666667
IFNAR1	0.30725
TALDO1	-0.2785
RAB11FIP4	-0.0564166666666667
EIF5A	-1.077
FAM49A	2.7425
NEGR1	0.276333333333333
YTHDC2	-0.06725
EHD2	0.2775
NCF1	3.4202
SCRT2	-0.1675
HOXA5	0.936833333333333
NUP133	0.05125
FGF12	-0.7781875
SLMO2	-0.9595
SNTA1	-0.328375
CACNG2	-0.029625
GCM1	-0.06375
ELF1	0.944
TLR5	3.02275
TCFL5	-1.06616666666667
RBMY2FP	-1.257
LOC100125556	0.165375
FAM129B	0.87175
MAP3K7IP1	-0.165125
NCK2	0.5775
OXA1L	-0.4985
FMO9P	0.5665
ZSCAN12	0.322
PSMD12	-0.794916666666667
HSCB	-0.2895
CLDN10	-1.00875
MGC13053	0.31925
HPCAL4	-0.101666666666667
ASZ1	-1.1685
MEX3D	-0.350083333333333
NFAT5	-0.476
CSPG4LYP1	0.0196666666666667
FBXO3	0.3855
DVL1	-0.813333333333333
CMKLR1	2.07883333333333
TYMS	-2.391
PEF1	0.58725
ZNF750	1.51083333333333
MCM5	-0.8121
MEGF11	0.338
KCNK7	0.5095
PTP4A3	0.6135
C1QTNF2	-0.225333333333333
OR6S1	0.162
FAM122B	-1.81175
ZNF551	-0.306125
HBQ1	-0.8305
GEMIN6	-0.8595
ARSK	-0.491
RBP7	2.9975
CPNE9	0.72875
DSC1	2.4405
LOC730112	-0.46675
MAP2K4	0.787875
HS3ST5	-1.51
EPB41L3	-0.005
TEKT2	0.758
CDKN2B	-0.865166666666667
ZNF480	-0.53575
MAP3K6	0.2088
MAP6	2.242
HN1	-0.6822
OR2L13	0.647333333333333
SLC16A11	0.57125
FAM96A	-0.85575
APOL1	1.103
C5orf32	0.00425000000000001
RTP1	0.585833333333333
RNF175	0.823125
ZBTB41	0.485
AHCTF1	-0.7965
SAE2	-0.4421
ITGA2	0.102833333333333
MME	2.28816666666667
CCDC14	0.0645
MAST4	0.448928571428571
KRT33B	-0.54
KCTD2	0.113
WDR26	0.30525
MFI2	0.143375
NR4A3	1.214
ARSA	1.189
UNKL	-0.413166666666667
SULT6B1	-0.4545
CCNA2	-1.83533333333333
SOX15	-0.6205
PPAPDC1B	0.151833333333333
C19orf44	0.696
MCAT	0.377
ARID1B	0.4575
OR52N1	1.049
C12orf48	-1.8695
MAGI1	0.536875
NIPA2	-0.4545
GBX2	-0.643
RSHL3	0.954875
RAVER1	0.935
C15orf17	0.032
SLC30A2	1.0875
ZNF518	-0.223
PCYT1B	-0.7605
C10orf114	-0.82125
EIF3H	-0.4235
SLC25A39	-0.997666666666666
KIF1B	-0.126625
AMOTL2	0.76375
C6orf120	0.269625
PSRC1	-2.3495
PLA2G10	-0.142
KIF5C	0.342125
MRPL37	-0.352
C17orf62	0.3745
C9orf135	-1.18166666666667
DUSP10	0.618
CLCNKB	-0.1105
PSMA5	-0.799625
C8orf53	-0.3085
AMPD3	1.55266666666667
PIAS1	0.33225
ADCYAP1R1	0.0105
GYLTL1B	1.28
CDH20	1.2245
FBXO7	0.00175
TMEM134	0.00316666666666667
FLJ14213	1.25433333333333
ZNF3	-0.43
LRRFIP1	0.405166666666667
CNOT2	0.307083333333333
ABI3	2.8985
ALDH5A1	-0.442
HNT	0.248
SERPINA4	-1.76325
TK2	0.622166666666667
STMN1	-1.68033333333333
GUCA2A	0.377166666666667
GALNT10	-0.0435714285714286
DPP6	0.13865
C9orf93	-0.198875
PRELID2	-1.028375
STK39	-0.27975
SFTPA1	-1.3825
CKS2	-2.31322222222222
RHO	0.860875
C20orf135	0.224
XKR3	-1.5525
CR1	1.95875
RPS6KA2	0.203928571428571
C20orf112	0.57075
MRPL22	-0.74675
C4orf23	0.2755
GADD45B	1.2325
KLHDC1	1.51183333333333
C2orf48	-1.6955
ZNF287	0.816
DAAM2	-0.14475
DPPA2	-1.7665
TCTN3	0.275833333333333
DNAJB11	-0.315125
FPR1	2.85975
DEFB4	0.401
PTCD2	-0.6641
SMOC2	4.83466666666667
CABP7	1.01325
SERPINB11	-0.02375
MAGEF1	0.25625
NDE1	-0.563166666666667
ITGA10	0.367
FSHB	0.0555
ANXA2	0.336
HORMAD2	-0.17275
HLCS	-0.38975
MCF2L	0.83225
FH	-0.907625
TBC1D24	0.50225
KIAA1505	1.9945
LGALS2	2.44
CNBD1	-0.2415
SYNPO2L	0.83975
PTPN23	0.0747857142857143
C1orf183	0.554666666666667
MAGEA8	-1.977
DGCR8	-0.8235
GSR	-1.596
PAQR7	0.009
ZNF676	-0.143
CACNA1C	0.1912
SP7	-0.0455
PDCD6	-0.299
NRN1L	-0.2335
BRI3BP	-1.22458333333333
KIAA1183	0.59875
ASB4	-0.528
CCL23	1.8569
OBSL1	-0.391625
SLC12A7	0.788583333333333
KIAA0240	1.358125
CD1B	-0.8285
FCGR2A	0.684375
MDC1	-0.55875
HTR1A	0.419666666666667
OCEL1	-0.42125
ATP11B	-0.2685625
FBXO34	0.0718333333333334
PCDH12	2.24566666666667
RPE	-0.92825
C17orf74	1.1735
CSDC2	0.0108333333333333
PET112L	-0.07825
TMBIM1	0.733625
P2RXL1	-0.21
TCHP	-0.818
TRMT1	-0.556833333333333
F2RL2	0.04525
LRRC32	2.525
IMPG2	-0.1225
BGLAP	-0.16025
LOC493869	-1.50675
MRAS	2.461625
SLC35F5	-0.30875
CBWD1	-0.2265
AXL	-0.8835
ATP2C2	-0.23625
TELO2	-0.65825
PNPLA3	-3.51975
PCDHB14	0.94
CD276	-0.3605
KRT80	-1.04425
DUSP28	-0.2495
CSNK1E	-0.298166666666667
SRP14	0.381
KCNQ4	-0.1225
KRT72	0.747
CCDC117	-0.3075
C6orf89	0.264111111111111
TUBB2B	-1.17116666666667
RTN4IP1	-0.82525
CR1L	-2.0705
CEND1	1.8115
C12orf41	-0.374166666666667
RNF31	0.32275
UBN1	-0.315
C17orf32	0.454875
SLC5A7	0.01275
GPR92	1.37166666666667
ESAM	1.7373
CTNNA1	0.084
HRBL	0.1394
CBX4	-0.62125
TMEM182	-0.22
SH3TC2	-0.133833333333333
IL10	1.07316666666667
PXMP4	-0.5205
RNF167	0.2966
PAK7	3.47083333333333
ETV3	0.291
ATPIF1	-1.116
LOC554207	-2.044
OR8H1	0.12975
WDFY3	0.684125
DPM1	-0.94475
GPSM1	0.2795
WDR92	-0.7178
LRP1	1.09183333333333
ANKH	-0.104375
THUMPD3	-1.14975
POLR1B	-0.5675
OLFM4	6.82216666666667
RAD9B	0.54475
TSPY2	-2.775
PAX6	-0.905166666666667
SCG2	-1.706
SLC17A6	-0.0755
FMO3	2.935
PADI4	0.08775
TUBB4	-0.4288
NLK	-0.80075
POU4F3	-0.539
SDF4	-0.1035
ITGBL1	1.34683333333333
NETO1	-1.352625
TAP2	0.203875
ABBA-1	0.386583333333333
GNAI1	0.42
VPS4B	0.646
NOPE	0.5543
GALNT6	0.283833333333333
SESN1	1.53775
GBE1	-1.76388888888889
CLASP1	-0.5405
RASGEF1B	1.3415
ACOT11	0.3825
AFAP1	0.9315
OR2H2	0.3285
DPY19L2P1	-1.225
DZIP1	-0.976
SEC22C	-0.450833333333333
GPR161	-0.0246666666666667
RNF146	0.6545
WDR74	-0.882
GALP	0.1285
PURA	0.41425
DNPEP	-0.06375
RP11-78J21.1	-0.15925
ERBB2	1.449875
FANCM	-1.17375
NEO1	0.444666666666667
DDX3Y	-3.5669
RPS3A	0.0485
MXRA7	0.0257142857142857
LGALS3	0.412
GLT8D1	0.339
CFL2	-1.17866666666667
UPB1	0.34975
NAP1L5	0.436875
CLDN14	-1.357
DHX38	-0.56525
BTBD1	0.0545
TARS2	-1.02
ABCF1	-0.27
FCF1	-0.459166666666667
LRRC49	0.07625
GUCY1B2	-1.896
C1orf177	0.346333333333333
SMARCA4	-0.472857142857143
LRP8	-2.0485
TAGLN3	-0.765
MRPL14	-1.11125
TTRAP	0.07075
ZDHHC20	-0.57
NFE2L3	-0.258
KIAA1377	0.736625
PALMD	2.1791
TMEM43	0.50825
TTL	-1.467
STAT5B	-0.719
SSB	-0.973375
OR10H5	-0.044
SLC22A13	-0.31675
AKAP3	-0.5445
TIMM23	-0.616
OAS2	1.20558333333333
KIAA0423	0.509
TRIM11	0.0341666666666667
GLIS3	1.061125
TMEM50B	0.236833333333333
ARHGEF4	1.425125
DEGS1	0.035
TBL1XR1	-0.210933333333333
G6PD	-1.55875
SP140	2.0674
MUC17	0.562285714285714
NUDC	-0.9352
DNAJC5B	2.015
SCARA3	1.13033333333333
CPA3	4.73033333333333
BCAT2	-0.07975
MFN1	-0.3194
NRG3	0.435
SNX11	0.15275
PLEKHH1	-0.676666666666667
GPR177	0.2365
HCFC2	0.45675
TCAP	0.28775
MOCOS	-1.60525
C14orf93	0.2135
PRDM10	-0.116166666666667
SLC16A4	0.469833333333333
SRGAP1	0.3495
VIP	1.04825
DUSP27	-0.2845
LILRA1	1.6724
MC2R	0.0115
MGC24103	-0.5045
MBTD1	-0.784
FUT11	-0.803833333333333
USP33	0.0878
C15orf39	-0.43225
MAP3K12	-0.1035
PAAF1	-0.999166666666667
BARHL1	0.4855
FLJ16165	0.478
PIWIL2	-1.54525
SYNE1	0.979416666666667
CMTM4	-0.240625
TSPYL1	0.713
GUF1	-0.956
TMEM157	0.522
WDR44	0.06325
HIST1H3C	-0.34025
DKFZp666G057	2.243
RNPEP	-0.299
GAS2L2	0.318333333333333
ADH4	-2.05425
GRPR	0.0511666666666667
FBXL17	1.092
ZBTB10	-0.148833333333333
Gcom1	0.727222222222222
HTRA1	0.8874
ZNF585A	0.335833333333333
SLC26A2	0.3785
OTOP3	0.051
WISP1	0.125777777777778
