Hybridization REF	TCGA-B6-A0IE-01A-11R-A034-07
IFT81	-0.8315
MORF4	-1.8115
TM7SF3	-0.985375
OR10H3	0.7805
ABP1	-0.05125
CHRD	0.00887499999999999
PLEKHA8	-1.189
NCALD	0.202416666666667
OR5AK2	1.21425
ACCN1	0.76575
SLITRK1	-0.491333333333333
ARMET	0.13575
C9orf52	2.1045
REEP4	-0.22825
MTSS1	1.516125
ADH1B	1.8745
DLD	-1.75325
CDK5	-1.15025
PPFIA1	-0.57925
WFDC3	1.4325
DNAJB12	1.70357142857143
RANGRF	-1.1255
MLANA	-3.44775
AMY2B	0.5875
KIAA0319	-1.37014285714286
RPS7	-0.432
JAK3	-0.281888888888889
ARFGEF1	2.22175
CXCL5	0.744166666666667
TRAPPC4	0.287
CETN2	0.514
HSPC111	-1.0305
RHOBTB3	-2.7427
PHLPP	0.14
RGS10	0.60725
TMEM58	0.083
CHERP	-0.1605
HSP90AB3P	-1.16766666666667
FSTL3	-1.46333333333333
PEX11A	0.84625
OR5V1	0.4765
FCN3	1.8085
PTPN3	-0.89325
NPTX1	-4.423625
C21orf84	-0.87125
C11orf51	-0.353
ZBED2	0.2205
FLJ90757	-1.84975
NPY2R	3.8045
PLD3	-0.08
SYT17	3.22
SGSM2	-0.89175
OR1A2	-0.87925
FOXP1	0.38375
SLC5A1	3.2175
POFUT1	-0.991
EPHB6	-2.62533333333333
MYO1G	-2.090125
STAC	-2.01133333333333
KLHL17	-0.374833333333333
RGMA	1.645
TJP2	-1.2443
FAM114A1	0.641166666666667
SERINC1	1.22641666666667
SLC9A8	0.592
PEX19	-0.24475
EDN2	2.70475
PSMD7	0.175111111111111
C3orf41	-2.15925
UQCR	0.282
PPP1R3C	0.1185
LRP4	-1.724
TM2D1	-0.8675
TTC17	-0.1235625
C4BPB	-4.08975
CCL25	0.813
ZNF253	0.250333333333333
CHRNA9	-3.33375
SOX11	-0.86875
HIVEP3	2.384
CGN	2.52225
C3orf35	0.66425
PKD2L1	1.1825
SYVN1	0.852375
PDE8B	-1.052375
LOC439951	1.06275
LTC4S	1.8125
MIF4GD	0.0983333333333334
SMARCA2	1.737125
TUBGCP6	-0.341833333333333
CABLES1	1.172375
C16orf77	1.5955
ZNF791	0.09125
FUT5	-0.2585
ADH6	-1.93883333333333
P4HB	-0.00874999999999998
CLDND2	-0.8865
ALKBH8	-0.028
PLAC4	-0.12125
F11R	1.33442857142857
MGC35295	1.48233333333333
PDZD4	-0.4365
LOC389073	-0.326
FAM80B	-1.19
PSMB1	-0.423125
TXN	0.077
VIPR1	0.7721
WBSCR18	0.8806
EXOSC6	-0.366
ACTA2	3.23883333333333
SP5	-0.0615833333333333
ANKRD1	-1.354
DDR1	0.7012
ATP6V1D	-0.429
PTGS1	-1.9545
RNF157	-1.80925
DCC	-0.251
SPAG7	-1.10975
FBXO18	-0.35125
UBE3C	-0.918
HOXC6	0.6135
LRP2BP	0.305833333333333
MYST2	-0.01025
PDSS2	-0.33525
ATE1	1.44275
ARAF	-2.1315
KLF10	0.73475
PLA2G2E	-1.7595
ASCL1	-1.35516666666667
TSNAXIP1	-0.59525
FAM131B	-0.13975
IFNA10	0.763
NUP43	-0.665875
FAM44B	-0.885875
L1TD1	-3.3055
NMD3	-1.39558333333333
C18orf54	-0.326
PHOSPHO1	0.6535
RAG2	-0.6245
EMILIN3	0.64
METTL3	-1.302
VPS13C	-0.324125
REXO2	0.11375
ANXA4	0.07575
CA1	-0.0625
DCP1B	-0.09475
TULP3	-0.259333333333333
ATP2A2	-0.6055
ATIC	-0.97675
ADAM15	-1.00075
NPL	0.303333333333333
LGR4	-0.65675
UEVLD	-0.2018
GAB1	1.67675
SNAI2	-0.163666666666667
ZGPAT	0.8106
SNF1LK	-0.37025
DLEU1	-0.06625
UBE2Q1	-0.0505
ZMYM6	0.2336875
JPH3	-1.98266666666667
FAM38A	0.0485
PXK	-0.410333333333333
DENND2D	1.97525
BAX	-1.14475
CP	-2.69818181818182
RPL37	0.2396
G6PC3	0.082625
NCOA4	-0.536
LRRC14	1.010125
GORASP1	-1.01525
FCHO2	0.707875
CYP24A1	-2.1665
FXYD3	2.19475
SMARCAL1	0.011
ABCB8	-0.859833333333333
CCDC44	0.00524999999999995
PRDM7	-2.27633333333333
USH1C	-0.92525
DNAH5	0.3912
SRF	-0.112166666666667
MAL2	3.40783333333333
PGPEP1	0.146416666666667
SIN3B	-1.67
SEMA3C	0.9725
GRAMD3	1.63725
FBXO10	0.0365
OR5D13	-1.148
FLJ31818	-0.743875
CACNA1I	0.49
S100A13	-0.111
TP63	3.94746153846154
ANXA11	0.3531
WDR66	-0.856125
CSF2RB	-0.0635
IFI44	-0.32275
DACT1	1.0335
ANKRD23	-2.15025
ATP5G1	-0.462166666666667
C21orf70	0.2945
PPWD1	-1.71475
DNAJC13	0.0775
PAH	-4.1135
PTCH2	0.59225
TRMU	-0.605
CCDC9	1.1095
USP3	-0.6259
DCLRE1C	0.3898
FAM55C	2.3625
FRMD4B	0.48725
CYP2R1	-0.23575
RFPL1	-0.4834
XPO5	-0.88925
ARL6IP2	-2.9625
OSBPL5	0.9815
MMP9	0.807363636363636
KIAA0802	-0.26375
DHRS2	1.28533333333333
SGEF	2.703375
TXNDC10	-1.4234
EXOC6	-1.31
RPS27	-0.0263333333333334
PNCK	-1.89916666666667
FSTL1	-0.64675
AACS	-0.072
SLMAP	0.489833333333333
SAMD4A	-1.2534
ABRA	-0.701666666666667
SMARCD3	-0.65125
PKNOX2	-1.9028
A4GNT	0.1315
C9orf39	-0.931833333333333
RALYL	-0.0645
MGC33556	-2.127
C10orf25	-0.5795
BBOX1	4.5215
NHEDC1	0.52975
XDH	-0.98375
GCSH	0.3925
EDN1	0.9525
MTERF	-0.6215
CLK4	-1.19225
ZNF799	1.84583333333333
KCNG1	-1.544125
CXCR4	-0.261333333333333
PTPRR	-2.10025
IRAK1	-0.512125
LOC401397	-0.11625
TMSB10	1.17507142857143
CXCL3	-3.1671
TMC4	1.54
OR7A10	0.5505
STYK1	3.4215
CHRNA10	-0.6035
CCNI	0.7505
EP300	0.529428571428571
LOC165186	-0.4976
HIC2	-1.90125
SDR-O	-0.6755
OR2W1	-0.539
KCNA6	-0.225
TRIM74	-2.21
REEP6	1.3825
ATP5G2	-0.07875
ERG	0.601285714285714
TMEM42	-0.10925
PARN	0.229833333333333
SOD2	-0.7301875
DIRAS1	-0.329
PNPT1	-0.79075
JOSD3	-1.21775
hCG_40738	-1.432
PDE1C	-1.377
SEMA4D	-1.205
AGPAT1	-0.4195
NOSTRIN	0.42675
MAP3K3	-0.437666666666667
MAX	0.621857142857143
CAPS	3.70583333333333
SERPINA12	-0.466
OSBPL8	-0.568125
RICS	2.6846
NR4A2	0.329166666666667
PPCS	0.755333333333333
LONP1	-1.7305
SCYL3	1.67775
HERC2P2	-1.85933333333333
FIBCD1	-0.87
C15orf41	-0.59425
DMC1	-1.623
C20orf27	-1.6265
RPS6KA5	1.1522
FAHD1	0.555833333333333
SLC12A4	-1.25425
BRCA1	-2.04145454545455
GBL	-0.63475
SLK	-0.492666666666667
NUDT9P1	-0.61
NOXO1	-0.2245
USP52	-1.6735
BAZ1B	0.30175
SLCO2B1	1.84225
BBS12	0.392166666666667
LRGUK	0.8155
TERF2IP	1.1045
COL1A1	4.685
KIAA0090	0.332875
GRK5	-1.45683333333333
AP1S2	-2.0136
TMEM52	-0.1205
CA11	-0.495875
OR4A15	0.793166666666667
ACBD3	0.9081
SPAG11B	-1.2515
PRDM2	0.7872
FOXP3	0.379
SMYD3	-1.3215
LOC389199	1.173
LGI2	-0.146666666666667
NAPE-PLD	-0.28
ANKRD6	0.2135
WDR45	0.450333333333333
SHROOM1	-1.081
PSCD3	0.2055
PYY	-0.2155
KCNC1	-2.1275
ARHGEF9	0.7446
OR8J1	0.9965
GPR55	0.601666666666667
NS3BP	-2.4435
C10orf22	0.310333333333333
NAT8L	-2.198
DUSP4	-0.414166666666667
FOXM1	-1.707
GRAMD2	1.9541
ZBTB48	-0.224166666666667
BUD31	-0.8115
PABPC5	1.125
CCDC41	0.12625
FBXO11	-0.00133333333333334
C6orf148	-1.31575
RFXAP	-1.9565
C6orf15	-1.0498
CDK8	-1.40533333333333
C6orf70	0.074375
TESSP2	0.8
ALG2	1.31775
PPP1R3D	3.092
TPM3	-0.065
SYT13	1.232
EPB42	-1.265
CETN3	-1.02025
PRY	-0.793
NTHL1	-0.351833333333333
POLR2B	-0.59
RPS28	0.309916666666667
P2RX3	0.4715
LYZL4	0.05075
WBP4	-0.8383
PMM1	-0.52225
C11orf79	0.326
CBLL1	0.476
IL1F10	2.45366666666667
VAX2	0.6245
SETDB1	0.131333333333333
LRAP	-4.35383333333333
GCLM	0.104666666666667
CPEB3	2.74225
PPM1A	0.4069375
INTS1	-1.07175
CAMTA1	0.98525
SAMSN1	-3.3165
LOC158830	-2.82233333333333
GMPPA	-0.086
AIPL1	0.53175
IL24	-0.124583333333333
BDKRB1	-2.48616666666667
MLF1	0.9092
TAF12	0.4205
ID1	-2.1675
THADA	-0.5105
PIK3CB	-0.95225
OR4N5	1.1165
TBC1D17	-0.323666666666667
COX8A	0.40925
CDCA4	-1.0835
C2orf44	-0.8625
ZNF534	-0.14
IMMP1L	-0.32775
NIPSNAP3B	-0.667125
FTMT	0.589
PWP2	-0.538333333333333
MMP15	-0.631
DNAH11	-0.78775
MTMR14	-0.843375
DNAL4	0.04075
IPP	-0.2955
TMEM59	0.7585
C1orf157	-0.6145
RGS4	-0.0075
DDX18	0.103833333333333
SNX6	-1.00525
ZNHIT2	1.6255
NCDN	-0.209166666666667
FLJ33534	0.8035
RAG1	-1.74225
OR4D10	0.714
PTPN5	-0.570666666666667
POMT1	0.792875
LRRC8A	-0.0069
CYP1A1	-1.981
CAPN1	-0.662333333333333
DDHD2	-0.001625
GRIK2	-0.02325
GNRHR	-0.02
PPBP	1.95025
HTR3A	-0.367857142857143
SLITRK4	-0.0175
ANKRD49	0.66575
BTF3	-0.8564
SARS	-0.4845
C13orf18	-1.81116666666667
CACNB1	-0.923615384615385
QKI	-0.08815
SETMAR	-0.19525
MAN2B1	-0.546666666666667
EML3	-1.69325
ACADL	-0.4435
OFD1	-0.436125
DEFB114	null
CGA	-2.6923
PEX16	-1.14433333333333
LRRC10	0.411
GNG12	-0.0225
C1orf152	-0.1425
CHRM1	0.819
CD53	-1.22575
DBH	-1.435
TFAP2B	2.73525
HIST1H2BJ	-0.26
FAM46D	-1.792
TMEM11	-0.11225
C3orf32	-2.5685
PCCB	-1.69475
IPO13	-0.52825
C6orf105	-2.47575
COMMD5	1.5165
SUV420H1	0.0687000000000001
LTBR	0.31675
ARHGAP15	-2.43342857142857
HDHD2	-0.01925
TDRKH	0.0225
LOC401052	-0.7485
PSG4	-1.424
GNB4	-0.5352
SPATA4	0.2545
SLC9A3	-0.035
OSBP	1.5195
NBPF3	0.0465
DOCK11	-1.2605
SLC39A5	-1.11233333333333
PRR5	1.1469
C10orf63	-0.1434
SMTNL2	-1.02775
ADRA1A	-0.3625
ASAH1	1.6362
DOM3Z	-0.3101
GIPR	1.22416666666667
AHI1	-0.298083333333333
NADSYN1	-0.57
RGS14	-1.1298
IL18BP	0.4746
RTN4RL1	1.28975
ARMC6	-0.53525
PSMD5	-0.1095
HK3	0.17
OR4S1	4.04933333333333
RSU1	1.2144
MAD2L1	-2.13844444444444
EIF4A3	0.208
DLEC1	-0.532333333333333
E4F1	0.702
CHMP2B	0.8337
CAMSAP1	0.61675
RPS21	1.57916666666667
ARID5A	-0.274
UBE2N	-0.2006
IGSF8	0.453833333333333
MAGEB6	0.608
ACAD11	-1.9472
MGC4172	-1.8135
LMO4	-0.44775
KLKB1	-0.5765
HP	-0.762
HDAC3	-1.4495
SCHIP1	-0.17975
CLCA1	0.2905
OLFML2A	0.956857142857143
C1orf112	-1.037
KIF19	1.54536363636364
HAPLN4	-0.803111111111111
CXCR7	-1.8555
GOT2	0.1626
RAB38	0.75575
DCX	6.32075
PPM1H	0.9575
NFYC	0.238166666666667
KIN	0.686375
ZNF228	1.4145
PLSCR4	2.31783333333333
HIG2	1.321
FAM79B	3.7175
C21orf86	-0.5342
KCNK10	0.354
ZNF738	-1.447
FSTL5	-0.737833333333333
OR6A2	0.3345
OTOA	1.2484
EXOC1	0.29175
AHRR	-2.109625
PDAP1	-1.74633333333333
C19orf6	0.054375
ZAN	0.686
LY6G6E	1.103
EIF4E2	-0.494
C20orf198	0.15325
ZNF324	0.9955
CYP3A5	-2.374
ENTPD7	0.3335
MBOAT5	-0.528
GJB5	1.484
TTC13	-0.33375
S100Z	-1.31183333333333
KIAA0664	-1.03866666666667
PDGFRB	2.488
IL17D	0.1835
OR56B4	-0.066
RDX	-1.622
SLC34A3	1.272
IL28B	-2.875
JUND	1.64775
CHRNB1	-0.07175
CAMK2B	0.038
FETUB	-1.62225
CXorf23	0.903125
MRTO4	-0.91075
TTC3	0.5513
NDUFB8	-0.691166666666667
EDG2	-0.9025
SEMA3G	1.1995
IL23A	-1.1735
GRHL1	-0.3765
LOC441054	0.2575
WDR65	0.508571428571429
PSTK	0.43325
STOML3	0.673
R3HDM2	-0.2677
C5	-2.38775
SLC2A10	1.785
C3orf22	-0.069
PAQR3	-1.32238461538462
ANKRD26	0.720166666666667
HCRTR1	0.072
LOC399947	0.1265
PSD2	0.07625
TIGD2	0.227666666666667
SCRN1	-1.009
COQ10A	-1.74125
DDI2	-0.2185
METTL7B	-1.55816666666667
UCN2	0.65025
FAM92A3	-1.4095
WDR16	-0.326
ZNF511	0.405166666666667
ZMYM5	-0.946125
POLR3G	-1.83125
ZNF586	-1.106
C1orf49	-0.2775
TANK	-0.126666666666667
RCAN1	-1.49883333333333
PELI3	1.5285
LIMD2	-0.679666666666667
TMEM189	-0.041
NTN4	-1.31775
LOC151300	0.7675
CLEC2A	-4.0735
GPR135	-0.200375
DPYSL4	-2.3447
JAK2	-0.206166666666667
TSHZ1	1.76016666666667
TM9SF4	0.076125
ZNF264	1.07533333333333
SIRPG	0.750428571428571
BICD1	-1.14575
HERC6	0.274666666666667
METTL5	-1.0105
CASP1	-0.166
PRRT1	0.44
PLA2G4C	0.171666666666667
ICA1L	-1.54333333333333
TPTE2	-0.695
OTUD7A	1.29366666666667
AQP11	0.3395
APOA2	-3.2541
KALRN	-1.1182
SECTM1	-0.689166666666667
IFNAR1	-0.66325
TALDO1	-0.631875
RAB11FIP4	0.89775
EIF5A	-2.373
FAM49A	0.44775
NEGR1	0.1804
YTHDC2	-0.96225
EHD2	-0.105375
NCF1	0.6886
SCRT2	1.9085
HOXA5	0.095
NUP133	-0.029
FGF12	-0.305642857142857
SLMO2	1.19275
SNTA1	-0.917375
CACNG2	0.095875
GCM1	-0.956875
ELF1	-0.564833333333333
TLR5	3.19025
TCFL5	-0.308916666666667
RBMY2FP	-1.6615
LOC100125556	0.52175
FAM129B	0.314625
MAP3K7IP1	-0.53775
NCK2	-0.4415
OXA1L	-1.1365
FMO9P	1.1555
ZSCAN12	0.5285
PSMD12	0.475166666666667
HSCB	-0.638
CLDN10	-2.34075
MGC13053	-0.554
HPCAL4	-0.7665
ASZ1	-3.735
MEX3D	1.25841666666667
NFAT5	-0.2393
CSPG4LYP1	-0.6724
FBXO3	-1.1725
DVL1	-0.140833333333333
CMKLR1	0.7205
TYMS	-3.002125
PEF1	0.61375
ZNF750	0.272333333333333
MCM5	-0.1869
MEGF11	-0.3335
KCNK7	0.1895
PTP4A3	0.925
C1QTNF2	-1.48116666666667
OR6S1	-0.2635
FAM122B	-1.0675
ZNF551	-0.821125
HBQ1	-1.4065
GEMIN6	0.19225
ARSK	-1.1985
RBP7	3.92883333333333
CPNE9	0.404
DSC1	1.9365
LOC730112	-1.54225
MAP2K4	-1.627375
HS3ST5	-0.798
EPB41L3	-0.76875
TEKT2	1.123
CDKN2B	-0.291416666666667
ZNF480	0.94025
MAP3K6	0.3743
MAP6	1.09083333333333
HN1	1.0461
OR2L13	0.9462
SLC16A11	0.4085
FAM96A	-0.545
APOL1	-0.78075
C5orf32	-0.473
RTP1	-0.308
RNF175	-0.584375
ZBTB41	1.008625
AHCTF1	0.0856
SAE2	-0.6544
ITGA2	-1.27216666666667
MME	-0.8175
CCDC14	-0.80325
MAST4	1.04814285714286
KRT33B	-0.699
KCTD2	0.0205
WDR26	0.412916666666667
MFI2	0.932875
NR4A3	-1.3165
ARSA	1.16475
UNKL	0.7125
SULT6B1	0.0385
CCNA2	-1.658
SOX15	0.747
PPAPDC1B	0.899833333333333
C19orf44	0.8855
MCAT	0.33175
ARID1B	1.017625
OR52N1	1.8775
C12orf48	-1.91675
MAGI1	1.616875
NIPA2	-0.9225
GBX2	-2.77333333333333
RSHL3	0.237375
RAVER1	0.436
C15orf17	-0.45325
SLC30A2	0.02775
ZNF518	0.51825
PCYT1B	-0.96675
C10orf114	-1.194
EIF3H	0.990583333333333
SLC25A39	-1.19566666666667
KIF1B	-0.157625
AMOTL2	-0.259
C6orf120	0.162125
PSRC1	-1.472
PLA2G10	2.18725
KIF5C	0.387875
MRPL37	-0.7025
C17orf62	-1.24816666666667
C9orf135	-0.915
DUSP10	-0.3738
CLCNKB	0.827
PSMA5	-0.28175
C8orf53	1.98575
AMPD3	-0.803
PIAS1	-0.1005
ADCYAP1R1	0.782
GYLTL1B	-0.06525
CDH20	0.922166666666667
FBXO7	0.46325
TMEM134	0.344333333333333
FLJ14213	-0.5802
ZNF3	0.10725
LRRFIP1	-0.086875
CNOT2	0.5635
ABI3	1.67025
ALDH5A1	-0.672
HNT	2.634
SERPINA4	-1.29
TK2	0.0509166666666667
STMN1	-1.01344444444444
GUCA2A	-0.2888
GALNT10	-0.183214285714286
DPP6	-0.755
C9orf93	0.484375
PRELID2	-1.57725
STK39	-0.273125
SFTPA1	-2.4105
CKS2	0.195222222222222
RHO	1.216125
C20orf135	-0.3875
XKR3	-1.8115
CR1	-0.0871428571428571
RPS6KA2	0.811428571428571
C20orf112	-0.23175
MRPL22	-0.90075
C4orf23	0.694166666666667
GADD45B	1.54075
KLHDC1	0.7175
C2orf48	-1.944
ZNF287	0.555
DAAM2	-0.989
DPPA2	-2.25925
TCTN3	-1.0955
DNAJB11	0.0571249999999999
FPR1	1.41175
DEFB4	0.283
PTCD2	-1.8483
SMOC2	4.8635
CABP7	3.11825
SERPINB11	-1.12333333333333
MAGEF1	0.76975
NDE1	-0.581
ITGA10	0.4695
FSHB	-1.06
ANXA2	0.486
HORMAD2	0.3645
HLCS	-0.35975
MCF2L	0.749083333333333
FH	-1.281375
TBC1D24	2.3315
KIAA1505	-0.092
LGALS2	-0.97275
CNBD1	1.0845
SYNPO2L	0.44075
PTPN23	-0.479
C1orf183	1.1
MAGEA8	-2.1155
DGCR8	-0.523625
GSR	-1.3645
PAQR7	-0.03175
ZNF676	-0.8965
CACNA1C	0.1261
SP7	0.527
PDCD6	-0.28375
NRN1L	-0.361
BRI3BP	0.34625
KIAA1183	0.40925
ASB4	0.613
CCL23	-0.823
OBSL1	-1.648375
SLC12A7	-0.456833333333333
KIAA0240	2.1825
CD1B	-2.27383333333333
FCGR2A	0.38
MDC1	-0.925
HTR1A	0.621666666666667
OCEL1	0.9255
ATP11B	-1.0698125
FBXO34	-0.0966666666666667
PCDH12	3.2725
RPE	-0.33
C17orf74	-0.873
CSDC2	0.9955
PET112L	0.37725
TMBIM1	-0.6665
P2RXL1	0.2765
TCHP	-1.24675
TRMT1	-0.438
F2RL2	1.78191666666667
LRRC32	3.07783333333333
IMPG2	-0.1575
BGLAP	-0.4345
LOC493869	-2.4915
MRAS	1.398
SLC35F5	1.265
CBWD1	-0.648
AXL	-2.623125
ATP2C2	3.57825
TELO2	0.429
PNPLA3	-0.8705
PCDHB14	1.0875
CD276	-0.2975
KRT80	-1.717
DUSP28	-0.9645
CSNK1E	0.0365
SRP14	0.5145
KCNQ4	0.513
KRT72	-0.382166666666667
CCDC117	0.87575
C6orf89	-0.342444444444445
TUBB2B	-1.31933333333333
RTN4IP1	-0.78125
CR1L	-2.3692
CEND1	0.553125
C12orf41	-1.41883333333333
RNF31	0.141
UBN1	0.8175
C17orf32	0.3775
SLC5A7	0.00175000000000003
GPR92	-0.5315
ESAM	2.1937
CTNNA1	-0.530666666666667
HRBL	-0.2297
CBX4	-0.18
TMEM182	-0.0615
SH3TC2	-0.765666666666666
IL10	0.8674
PXMP4	1.118
RNF167	-0.4298
PAK7	2.465
ETV3	0.15
ATPIF1	-0.00183333333333334
LOC554207	-4.3112
OR8H1	-0.14025
WDFY3	1.331125
DPM1	-0.6945
GPSM1	0.043
WDR92	-0.1129
LRP1	0.796333333333333
ANKH	-1.978625
THUMPD3	-1.60775
POLR1B	-0.3595
OLFM4	6.40533333333333
RAD9B	1.19875
TSPY2	-2.453
PAX6	-1.74716666666667
SCG2	-4.1425
SLC17A6	1.00375
FMO3	2.065
PADI4	0.250428571428571
TUBB4	-1.1803
NLK	0.48825
POU4F3	-2.836
SDF4	-0.203
ITGBL1	2.70816666666667
NETO1	-2.30585714285714
TAP2	-0.237285714285714
ABBA-1	0.660916666666667
GNAI1	-0.581
VPS4B	0.1325
NOPE	0.4221
GALNT6	2.65183333333333
SESN1	0.669375
GBE1	-2.02177777777778
CLASP1	0.5215
RASGEF1B	-0.206666666666667
ACOT11	-0.382923076923077
AFAP1	0.3945
OR2H2	0.39275
DPY19L2P1	-0.885
DZIP1	-1.6025
SEC22C	-0.681833333333333
GPR161	-0.5565
RNF146	0.40425
WDR74	0.045625
GALP	0.5145
PURA	0.5435
DNPEP	0.1175
RP11-78J21.1	-2.03525
ERBB2	1.329
FANCM	-0.5885
NEO1	1.06733333333333
DDX3Y	-4.008125
RPS3A	0.319875
MXRA7	-0.302714285714286
LGALS3	-0.445333333333333
GLT8D1	-0.7295
CFL2	-2.90066666666667
UPB1	-0.25725
NAP1L5	-0.629
CLDN14	-1.53775
DHX38	-0.433
BTBD1	-0.79825
TARS2	0.373833333333333
ABCF1	-0.2513
FCF1	-0.7695
LRRC49	-0.13525
GUCY1B2	-2.1895
C1orf177	0.943666666666667
SMARCA4	-0.669571428571429
LRP8	-1.378
TAGLN3	-0.939
MRPL14	-0.52725
TTRAP	-0.95
ZDHHC20	-0.08
NFE2L3	-2.63
KIAA1377	-0.2015
PALMD	1.79055555555556
TMEM43	0.13625
TTL	-1.948125
STAT5B	-0.541
SSB	-0.890375
OR10H5	0.7195
SLC22A13	-1.306
AKAP3	-1.80025
TIMM23	0.98
OAS2	0.650272727272727
KIAA0423	-1.137
TRIM11	0.977166666666667
GLIS3	0.0303749999999999
TMEM50B	-0.163166666666667
ARHGEF4	-0.592
DEGS1	-1.34427272727273
TBL1XR1	0.874833333333333
G6PD	-1.8705
SP140	0.2194
MUC17	0.330153846153846
NUDC	-0.4763
DNAJC5B	0.297333333333333
SCARA3	-1.35416666666667
CPA3	4.84283333333333
BCAT2	-0.762125
MFN1	-0.3856
NRG3	-1.3955
SNX11	0.86475
PLEKHH1	-1.087
GPR177	0.354166666666667
HCFC2	-0.14475
TCAP	-0.0675
MOCOS	-1.74725
C14orf93	0.47
PRDM10	0.0565
SLC16A4	-1.21375
SRGAP1	0.751
VIP	0.986
DUSP27	0.966833333333333
LILRA1	0.3725
MC2R	-0.6985
MGC24103	-0.8565
MBTD1	-2.588
FUT11	-0.320666666666667
USP33	-0.1889
C15orf39	-0.4185
MAP3K12	-1.0445
PAAF1	0.176666666666667
BARHL1	0.2885
FLJ16165	null
PIWIL2	-2.401
SYNE1	0.501818181818182
CMTM4	0.784375
TSPYL1	0.1513
GUF1	-0.0483333333333333
TMEM157	0.1395
WDR44	-0.28225
HIST1H3C	0.044
DKFZp666G057	-1.085
RNPEP	-0.6105
GAS2L2	-0.5602
ADH4	-3.38975
GRPR	4.8992
FBXL17	1.20975
ZBTB10	0.00263636363636364
Gcom1	-0.0163333333333334
HTRA1	1.5233
ZNF585A	-0.0275
SLC26A2	-0.427461538461539
OTOP3	-0.240833333333333
WISP1	1.83044444444444
ATP2B4	-0.298666666666667
FLJ10769	-0.19625
CRAMP1L	0.599
CHST12	-0.1335
RAB22A	1.43991666666667
TARDBP	-0.145428571428571
STAU1	0.56225
CRB3	2.4045
MIG7	-3.88675
CHMP1A	0.120166666666667
ZNF160	-0.48975
B3GALT6	0.48625
BARX1	-1.07966666666667
C6orf167	-1.780125
NXNL1	0.1285
DHX29	-0.107125
HADHB	-0.17925
PLXNB2	0.084875
ILDR1	-1.497
SLC15A3	1.986
GAS2	-2.15266666666667
C20orf69	0.3715
NUMB	0.176
TNIP1	-1.357875
MESP1	-0.723333333333333
PSKH1	0.72675
NSFL1C	-0.058875
RHOG	-0.6325
HEY1	-2.03666666666667
KNG1	-1.485875
ITGAX	0.5902
LIN9	-0.438333333333333
CANT1	0.83625
XRN1	-0.945071428571429
CCDC96	0.881
HEATR6	-0.197833333333333
GNG7	0.567916666666667
RUNX2	0.8640625
SOX1	0.513
FCRL5	1.205625
ZNF99	0.249125
FAM9A	-0.309
SNX22	0.423833333333333
MBNL3	-1.30233333333333
ODC1	-3.2592
ADORA2B	-2.60366666666667
NR2F6	-0.247
ZFYVE16	-0.937117647058823
SYNJ2BP	0.4939
POLE	-1.359
E2F2	-0.42675
THRA	0.891666666666667
PTGES2	-1.0215
HIP1R	0.278833333333333
TMUB1	0.0671666666666667
ENO3	-1.87025
RSPH10B	-0.204
CXorf39	1.310375
IRGC	-0.099
GPR109B	1.11025
FLJ13305	-0.3265
LCE3A	-0.15
TNFRSF18	0.563833333333333
DET1	0.55625
TRPM3	-0.514166666666667
C16orf79	-0.8545
FECH	-1.35616666666667
RAP2A	0.00449999999999999
CRIP1	3.96766666666667
AZIN1	0.637125
SLC7A7	2.43275
IL10RA	0.1296
TMEM64	-3.736
CDC42EP4	1.708
C16orf58	0.2378
ARG2	-3.614
POU5F1P4	-4.39775
FAM62B	-0.651125
DNAH8	-2.20533333333333
ASH2L	-0.066375
TSLP	-2.6935
CNTNAP5	-0.0195
TMEM16C	-1.679
IFNA14	-1.1915
SLC1A3	-0.97725
CABYR	1.11075
BCL7B	-0.7676
NUDT13	-1.71383333333333
C13orf28	-0.108333333333333
C1orf53	0.804
ARL6IP4	-0.2917
RPL35A	-0.3315
EMR3	0.0465
RAB40C	0.595166666666667
SLC41A1	0.804166666666667
LRCH1	-0.063
LY6G5B	-0.868
FAM124A	-0.479785714285714
MGC10981	-3.68183333333333
CLIP3	0.3604
MAP4K2	-0.293
CHIC1	-0.60175
SULF1	0.508833333333333
C20orf30	1.19671428571429
PRDM5	-0.78925
ELOVL1	-0.1575
C11orf48	-0.146875
SLC39A10	-0.49675
KCNV1	0.0393333333333334
ACP1	-0.395
ZMYM2	-0.817375
B3GNT6	-0.0675
C9orf69	-0.39075
C2orf15	1.4135
C20orf166	-0.324
HSP90AA6P	-0.4075
EDG7	-0.4185
NEURL	-1.221
LPL	0.476
CLEC2D	-0.14
GRRP1	2.21866666666667
CD8B	-2.9919
HIST1H3D	0.399833333333333
SLC6A12	-0.127625
FAM27L	-0.6725
CD84	-0.6818
RASA1	-1.849
PHKG1	-0.6465
MAGEA11	-2.083
IMPA1	-1.4714
NPM3	-0.961
RARRES1	2.58775
SH3BP1	0.315375
B3GNTL1	0.0265
ARPC5L	-0.829333333333333
KLHL26	-0.1905
SIM2	-4.0855
GJC1	0.9195
C20orf194	1.2485
EXO1	-1.8955
SLC2A2	-2.0375
LOC285074	-0.69275
LRG1	3.961
KIRREL	0.165
PIK3R1	1.04692307692308
C4orf34	1.4725
MAF	-1.702
ADCY4	3.159
ZMIZ2	0.5932
SLC46A3	0.495333333333333
STAMBP	-0.221333333333333
CCDC16	0.57925
MS4A12	-0.2445
