Hybridization REF	TCGA-B6-A0RN-01A-12R-A084-07
FCHO2	1.449125
CYP24A1	-3.1728
FXYD3	1.29025
SMARCAL1	0.298
ABCB8	-0.426
CCDC44	-0.10575
PRDM7	-3.52133333333333
USH1C	-1.38525
DNAH5	1.94316666666667
SRF	0.672083333333333
MAL2	2.50416666666667
PGPEP1	0.115583333333333
SIN3B	-0.842
SEMA3C	1.2265
GRAMD3	1.65625
FBXO10	0.1335
OR5D13	0.538
FLJ31818	0.36725
CACNA1I	1.11775
S100A13	1.6985
TP63	0.3455
ANXA11	0.2815
WDR66	0.906625
CSF2RB	0.152
IFI44	-0.7005
DACT1	2.80933333333333
ANKRD23	-2.295875
ATP5G1	-0.937
C21orf70	-0.801
PPWD1	-1.239
DNAJC13	0.02625
PAH	-4.13916666666667
PTCH2	0.36575
TRMU	-2.0875
CCDC9	0.273
USP3	-0.0476
DCLRE1C	-0.0461
FAM55C	0.7175
FRMD4B	1.18625
CYP2R1	-0.54375
RFPL1	0.5692
XPO5	-0.90725
ARL6IP2	-0.3815
OSBPL5	1.8085
MMP9	1.67181818181818
KIAA0802	-0.674
DHRS2	-4.355
SGEF	1.2505
TXNDC10	-0.5249
EXOC6	1.137
RPS27	0.827333333333333
PNCK	-0.543333333333333
FSTL1	0.97925
AACS	-0.0905
SLMAP	0.519
SAMD4A	-0.3255
ABRA	0.19225
SMARCD3	0.868
PKNOX2	-2.98783333333333
A4GNT	-0.24
C9orf39	-0.56
RALYL	-0.03725
MGC33556	-3.025
C10orf25	-0.8405
BBOX1	1.4675
NHEDC1	0.60875
XDH	-0.8585
GCSH	-1.475
EDN1	0.303333333333333
MTERF	0.236
CLK4	0.081125
ZNF799	0.923166666666667
KCNG1	-2.14975
CXCR4	-0.387333333333333
PTPRR	-3.18975
IRAK1	-1.053
LOC401397	-0.65725
TMSB10	0.340571428571429
CXCL3	-3.7415
TMC4	2.492
OR7A10	0.278
STYK1	0.48775
CHRNA10	-0.4865
CCNI	1.05025
EP300	0.349214285714286
LOC165186	-0.409
HIC2	-2.89925
SDR-O	0.605
OR2W1	0.1095
KCNA6	0.0425
TRIM74	-2.28125
REEP6	1.78875
ATP5G2	0.0815
ERG	0.242
TMEM42	0.3555
PARN	0.537333333333333
SOD2	-1.421625
DIRAS1	0.324166666666667
PNPT1	-1.46575
JOSD3	-1.729
hCG_40738	-0.163
PDE1C	-2.20175
SEMA4D	-0.264625
AGPAT1	0.028
NOSTRIN	2.867375
MAP3K3	-0.921833333333333
MAX	0.562357142857143
CAPS	1.618
SERPINA12	-0.744
OSBPL8	1.5855
RICS	2.9039
NR4A2	1.67016666666667
PPCS	0.955833333333333
LONP1	-1.56775
SCYL3	2.10625
HERC2P2	-1.87166666666667
FIBCD1	-0.7725
C15orf41	-0.96475
DMC1	-1.708
C20orf27	-1.58375
RPS6KA5	0.9938
FAHD1	0.464166666666667
SLC12A4	-0.5045
BRCA1	-2.17816666666667
GBL	0.0995
SLK	0.0745
NUDT9P1	-0.24
NOXO1	2.0305
USP52	-1.442
BAZ1B	-0.481875
SLCO2B1	1.838
BBS12	1.5565
LRGUK	0.8715
TERF2IP	0.082
COL1A1	5.965
KIAA0090	0.354875
GRK5	-0.458
AP1S2	-1.9707
TMEM52	-1.507
CA11	0.791
OR4A15	0.401333333333333
ACBD3	1.1507
SPAG11B	0.012625
PRDM2	0.9494
FOXP3	0.31175
SMYD3	1.127
LOC389199	1.703
LGI2	0.175
NAPE-PLD	0.4293
ANKRD6	1.095
WDR45	0.2595
SHROOM1	-0.92575
PSCD3	0.4825
PYY	0.799
KCNC1	1.1645
ARHGEF9	0.5061
OR8J1	0.10875
GPR55	-0.0331666666666667
NS3BP	-1.652
C10orf22	0.695
NAT8L	-1.3925
DUSP4	1.02633333333333
FOXM1	-3.68416666666667
GRAMD2	2.0223
ZBTB48	-0.207333333333333
BUD31	-0.6345
PABPC5	1.269
CCDC41	-0.5
FBXO11	0.23625
C6orf148	-0.03425
RFXAP	-0.89225
C6orf15	0.336833333333333
CDK8	-0.854666666666667
C6orf70	0.418
TESSP2	-0.25
ALG2	0.3515
PPP1R3D	1.6695
TPM3	0.591277777777778
SYT13	1.86375
EPB42	-0.786333333333333
CETN3	-0.761
PRY	-0.1455
NTHL1	-0.0483333333333333
POLR2B	0.095
RPS28	-0.1585
P2RX3	0.46725
LYZL4	0.1265
WBP4	0.048
PMM1	-0.9765
C11orf79	0.38325
CBLL1	-0.6615
IL1F10	0.779833333333333
VAX2	0.052
SETDB1	1.1305
LRAP	-3.36666666666667
GCLM	-1.50266666666667
CPEB3	2.49475
PPM1A	1.2118125
INTS1	-0.9465
CAMTA1	1.32275
SAMSN1	-2.79525
LOC158830	-2.86783333333333
GMPPA	-0.766125
AIPL1	0.65
IL24	0.0178333333333334
BDKRB1	-3.26916666666667
MLF1	2.1129
TAF12	-0.223
ID1	-2.46375
THADA	0.11625
PIK3CB	-0.25075
OR4N5	0.134
TBC1D17	-0.5895
COX8A	-1.016
CDCA4	-0.3175
C2orf44	-0.0085
ZNF534	-0.74175
IMMP1L	-0.2685
NIPSNAP3B	0.64325
FTMT	0.446625
PWP2	-0.753666666666667
MMP15	-1.3176
DNAH11	-1.677
MTMR14	-0.0165
DNAL4	0.82975
IPP	0.011
TMEM59	0.811875
C1orf157	0.9865
RGS4	0.097
DDX18	-0.183166666666667
SNX6	0.32275
ZNHIT2	0.7135
NCDN	0.824333333333333
FLJ33534	-0.483
RAG1	-1.247125
OR4D10	0.2295
PTPN5	-0.252333333333333
POMT1	-0.078875
LRRC8A	0.3858
CYP1A1	-2.07125
CAPN1	0.116
DDHD2	0.022875
GRIK2	0.06975
GNRHR	0.26525
PPBP	1.17175
HTR3A	-0.699
SLITRK4	1.2035
ANKRD49	0.25575
BTF3	-0.1336
SARS	-0.41025
C13orf18	-0.646
CACNB1	-0.472285714285714
QKI	-0.183727272727273
SETMAR	0.739125
MAN2B1	0.173166666666667
EML3	-1.096
ACADL	0.168833333333333
OFD1	-0.050875
DEFB114	-0.063
CGA	-3.9156
PEX16	0.0915
LRRC10	-0.157
GNG12	0.301
C1orf152	0.1645
CHRM1	0.3825
CD53	-0.76725
DBH	-1.06125
TFAP2B	5.0755
HIST1H2BJ	-0.892166666666667
FAM46D	0.084
TMEM11	0.069
C3orf32	-3.7005
PCCB	0.016125
IPO13	-0.30375
C6orf105	-4.802
COMMD5	0.78875
SUV420H1	0.298
LTBR	0.5445
ARHGAP15	-1.1295
HDHD2	0.5505
TDRKH	1.60316666666667
LOC401052	1.0355
PSG4	-0.86325
GNB4	0.3334
SPATA4	2.627
SLC9A3	-0.9785
OSBP	0.894333333333333
NBPF3	-0.0850833333333333
DOCK11	-0.7015
SLC39A5	-2.12566666666667
PRR5	0.9962
C10orf63	1.81025
SMTNL2	-1.26725
ADRA1A	0.33
ASAH1	2.7014
DOM3Z	-0.2696
GIPR	1.32633333333333
AHI1	0.125916666666667
NADSYN1	-0.558333333333333
RGS14	0.2578
IL18BP	0.1553
RTN4RL1	2.22175
ARMC6	-0.473
PSMD5	0.654666666666667
HK3	0.414
OR4S1	0.772
RSU1	0.6202
MAD2L1	-3.73433333333333
EIF4A3	-0.6115
DLEC1	-0.844833333333333
E4F1	-0.161666666666667
CHMP2B	0.3714
CAMSAP1	-0.2825
RPS21	-0.8785
ARID5A	1.28275
UBE2N	0.1202
IGSF8	1.137
MAGEB6	-1.186
ACAD11	-1.0577
MGC4172	-1.219
LMO4	0.96375
KLKB1	-0.37575
HP	-1.5345
HDAC3	-0.032
SCHIP1	-0.32025
CLCA1	0.2295
OLFML2A	0.83525
C1orf112	-1.44475
KIF19	0.32625
HAPLN4	-0.4323
CXCR7	0.0656666666666667
GOT2	-0.5409
RAB38	-0.674
DCX	-1.3125
PPM1H	0.365583333333333
NFYC	0.7945
KIN	0.02925
ZNF228	1.61375
PLSCR4	2.75616666666667
HIG2	-0.09425
FAM79B	6.172
C21orf86	-0.2867
KCNK10	1.649
ZNF738	-0.440125
FSTL5	-1.22983333333333
OR6A2	0.228
OTOA	0.988
EXOC1	0.52725
AHRR	-3.699625
PDAP1	-1.94833333333333
C19orf6	-0.5555
ZAN	0.58225
LY6G6E	0.0255
EIF4E2	-0.681
C20orf198	-0.4835
ZNF324	0.2955
CYP3A5	-2.981
ENTPD7	1.7975
MBOAT5	0.284833333333333
GJB5	0.08125
TTC13	-0.089
S100Z	-1.6775
KIAA0664	-0.177833333333333
PDGFRB	2.36066666666667
IL17D	-0.0675
OR56B4	-0.333
RDX	-1.9395
SLC34A3	1.4605
IL28B	-0.222
JUND	0.9455
CHRNB1	-0.132375
CAMK2B	-0.46825
FETUB	-1.7695
CXorf23	1.556
MRTO4	-1.295625
TTC3	1.2441
NDUFB8	-0.329166666666667
EDG2	1.51175
SEMA3G	0.2985
IL23A	-2.8175
GRHL1	1.166
LOC441054	-1.023
WDR65	0.845875
PSTK	-0.09825
STOML3	0.521
R3HDM2	0.1727
C5	-1.123
SLC2A10	1.13283333333333
C3orf22	0.6375
PAQR3	-0.728461538461538
ANKRD26	-0.633
HCRTR1	0.1325
LOC399947	-0.65275
PSD2	-0.2945
TIGD2	-0.670833333333333
SCRN1	-1.373875
COQ10A	-0.76
DDI2	0.105
METTL7B	-0.830666666666667
UCN2	0.778
FAM92A3	-1.31775
WDR16	2.08
ZNF511	-0.405833333333333
ZMYM5	-0.475
POLR3G	-3.165
ZNF586	0.72375
C1orf49	0.480666666666667
TANK	0.269666666666667
RCAN1	-0.7445
PELI3	0.494
LIMD2	-0.88975
TMEM189	-1.0235
NTN4	2.930625
LOC151300	0.043
CLEC2A	0.14
GPR135	-0.353625
DPYSL4	-0.893
JAK2	-0.131666666666667
TSHZ1	0.424166666666667
TM9SF4	-0.771875
ZNF264	1.085
SIRPG	0.302125
BICD1	-0.475
HERC6	-0.167833333333333
METTL5	-0.8335
CASP1	-0.5525
PRRT1	-0.387333333333333
PLA2G4C	1.13583333333333
ICA1L	-0.818714285714286
TPTE2	0.252666666666667
OTUD7A	0.9895
AQP11	-0.4435
APOA2	-4.8621
KALRN	-1.0877
SECTM1	-0.294916666666667
IFNAR1	0.144
TALDO1	-0.56325
RAB11FIP4	0.624833333333333
EIF5A	-1.043
FAM49A	0.83925
NEGR1	1.42633333333333
YTHDC2	0.560125
EHD2	0.29425
NCF1	0.8388
SCRT2	1.3525
HOXA5	-0.939166666666667
NUP133	1.0485
FGF12	-1.20725
SLMO2	-0.548875
SNTA1	-0.497
CACNG2	0.233625
GCM1	0.307625
ELF1	0.91
TLR5	3.44475
TCFL5	-1.20866666666667
RBMY2FP	-0.704
LOC100125556	1.1065
FAM129B	0.7325
MAP3K7IP1	-0.471375
NCK2	0.493
OXA1L	-0.874
FMO9P	0.3065
ZSCAN12	0.54225
PSMD12	-0.682166666666667
HSCB	-1.245
CLDN10	-3.9955
MGC13053	-0.61125
HPCAL4	-0.5965
ASZ1	-0.088
MEX3D	0.771083333333333
NFAT5	-0.6599
CSPG4LYP1	-0.587666666666667
FBXO3	0.6591
DVL1	-0.358833333333333
CMKLR1	0.699333333333333
TYMS	-4.88325
PEF1	1.2775
ZNF750	0.755166666666667
MCM5	-2.1482
MEGF11	-0.773
KCNK7	-0.187
PTP4A3	-0.4015
C1QTNF2	-0.76
OR6S1	0.1875
FAM122B	-1.3145
ZNF551	0.118875
HBQ1	-2.8825
GEMIN6	-0.141
ARSK	0.0505
RBP7	2.72716666666667
CPNE9	0.44675
DSC1	1.155
LOC730112	-0.44475
MAP2K4	1.342625
HS3ST5	-2.0425
EPB41L3	-1.5315
TEKT2	2.16325
CDKN2B	0.8425
ZNF480	-1.524
MAP3K6	0.7795
MAP6	2.0255
HN1	-0.3246
OR2L13	0.3085
SLC16A11	0.428
FAM96A	-0.637
APOL1	-0.31025
C5orf32	-0.56175
RTP1	-0.437833333333333
RNF175	-1.04375
ZBTB41	2.114
AHCTF1	0.3107
SAE2	-0.2626
ITGA2	0.0605833333333333
MME	-0.635
CCDC14	-1.67325
MAST4	1.08257142857143
KRT33B	-0.5265
KCTD2	0.573166666666667
WDR26	1.13441666666667
MFI2	-0.714625
NR4A3	-1.019125
ARSA	-0.2265
UNKL	0.701333333333333
SULT6B1	0.026
CCNA2	-4.24766666666667
SOX15	-0.292
PPAPDC1B	0.156333333333333
C19orf44	0.665
MCAT	0.811583333333333
ARID1B	0.521
OR52N1	-0.235
C12orf48	-2.26325
MAGI1	0.85325
NIPA2	-0.87975
GBX2	-1.23575
RSHL3	1.751375
RAVER1	0.857666666666667
C15orf17	0.10875
SLC30A2	0.870375
ZNF518	0.23775
PCYT1B	-1.726
C10orf114	0.9115
EIF3H	0.726
SLC25A39	-0.749666666666667
KIF1B	-0.33525
AMOTL2	0.363
C6orf120	0.970125
PSRC1	-1.81375
PLA2G10	0.171875
KIF5C	1.8005
MRPL37	-0.829
C17orf62	0.600833333333333
C9orf135	-1.80583333333333
DUSP10	0.837
CLCNKB	0.178
PSMA5	-0.654
C8orf53	0.79525
AMPD3	0.271666666666667
PIAS1	0.31425
ADCYAP1R1	-0.1135
GYLTL1B	0.57325
CDH20	0.2098
FBXO7	-0.80175
TMEM134	0.606666666666667
FLJ14213	1.8905
ZNF3	-0.05225
LRRFIP1	0.46225
CNOT2	0.653
ABI3	1.47875
ALDH5A1	-0.865333333333333
HNT	3.4086
SERPINA4	-2.93025
TK2	0.281833333333333
STMN1	-2.28944444444444
GUCA2A	0.0855
GALNT10	1.84828571428571
DPP6	-0.5974
C9orf93	1.111
PRELID2	-0.609125
STK39	1.0995
SFTPA1	-1.47175
CKS2	-1.96833333333333
RHO	0.090625
C20orf135	-0.54825
XKR3	-2.9465
CR1	-0.526625
RPS6KA2	1.33185714285714
C20orf112	0.79475
MRPL22	-0.6
C4orf23	0.6495
GADD45B	1.5685
KLHDC1	1.824
C2orf48	-2.397
ZNF287	2.206
DAAM2	-0.6675
DPPA2	-3.04633333333333
TCTN3	0.2525
DNAJB11	-0.473714285714286
FPR1	2.759
DEFB4	-0.045
PTCD2	-0.3694
SMOC2	5.0755
CABP7	0.76725
SERPINB11	0.14175
MAGEF1	0.03275
NDE1	0.284166666666667
ITGA10	1.0735
FSHB	-0.1185
ANXA2	0.658
HORMAD2	0.27325
HLCS	0.6605
MCF2L	1.66391666666667
FH	-0.344875
TBC1D24	1.19925
KIAA1505	1.2565
LGALS2	-2.171
CNBD1	-0.616
SYNPO2L	-0.21425
PTPN23	0.0932857142857143
C1orf183	-1.27683333333333
MAGEA8	-3.61325
DGCR8	-1.855375
GSR	-1.423
PAQR7	0.34175
ZNF676	-0.12825
CACNA1C	0.1031
SP7	-0.287
PDCD6	-0.29
NRN1L	-2.1045
BRI3BP	-0.63825
KIAA1183	0.88625
ASB4	0.201
CCL23	0.3469
OBSL1	-1.10525
SLC12A7	0.764666666666667
KIAA0240	1.656875
CD1B	-3.039
FCGR2A	0.456125
MDC1	-1.4285
HTR1A	0.6095
OCEL1	0.4975
ATP11B	-1.3833125
FBXO34	0.2325
PCDH12	3.20416666666667
RPE	-0.903
C17orf74	-0.317
CSDC2	1.02783333333333
PET112L	0.20575
TMBIM1	0.568125
P2RXL1	-0.321
TCHP	-0.9715
TRMT1	-1.17983333333333
F2RL2	1.1
LRRC32	3.3475
IMPG2	0.0245
BGLAP	0.449
LOC493869	-0.6585
MRAS	0.990625
SLC35F5	0.94325
CBWD1	-0.6145
AXL	-1.39525
ATP2C2	2.0385
TELO2	-0.8155
PNPLA3	-5.68025
PCDHB14	0.54875
CD276	0.34575
KRT80	-1.78075
DUSP28	1.0895
CSNK1E	-0.452916666666667
SRP14	0.7945
KCNQ4	-1.1815
KRT72	0.2155
CCDC117	0.2075
C6orf89	0.151277777777778
TUBB2B	-2.23883333333333
RTN4IP1	-0.832
CR1L	-4.50616666666667
CEND1	0.585125
C12orf41	0.163166666666667
RNF31	0.15375
UBN1	0.442166666666667
C17orf32	0.654875
SLC5A7	0.4095
GPR92	0.555833333333333
ESAM	2.0541
CTNNA1	0.4755
HRBL	0.038
CBX4	0.434
TMEM182	0.453
SH3TC2	-1.58483333333333
IL10	0.283833333333333
PXMP4	0.1385
RNF167	0.3731
PAK7	-0.327166666666667
ETV3	-0.581
ATPIF1	-0.2865
LOC554207	-1.87933333333333
OR8H1	0.4735
WDFY3	1.51125
DPM1	-1.6145
GPSM1	-0.415
WDR92	0.0844
LRP1	1.0765
ANKH	-0.753375
THUMPD3	-1.1345
POLR1B	-0.4185
OLFM4	0.757166666666667
RAD9B	0.36
TSPY2	-3.606
PAX6	-0.6625
SCG2	-2.481
SLC17A6	0.25125
FMO3	2.509875
PADI4	-0.167875
TUBB4	-0.4161
NLK	-0.71
POU4F3	-0.575
SDF4	-0.26325
ITGBL1	4.32116666666667
NETO1	-1.403875
TAP2	-0.272125
ABBA-1	0.0463333333333332
GNAI1	-0.982
VPS4B	0.9895
NOPE	0.0328
GALNT6	3.02766666666667
SESN1	1.53725
GBE1	-1.811
CLASP1	0.27
RASGEF1B	0.490375
ACOT11	-0.519
AFAP1	0.85425
OR2H2	0.41375
DPY19L2P1	-1.13225
DZIP1	-1.43325
SEC22C	-0.180833333333333
GPR161	1.00483333333333
RNF146	1.1045
WDR74	-0.924
GALP	0.116
PURA	1.46625
DNPEP	0.318666666666667
RP11-78J21.1	-0.69325
ERBB2	2.591875
FANCM	-0.561666666666667
NEO1	1.09533333333333
DDX3Y	-5.3898
RPS3A	0.99
MXRA7	0.389142857142857
LGALS3	-0.416333333333333
GLT8D1	0.391
CFL2	-1.939
UPB1	1.12225
NAP1L5	0.205375
CLDN14	-1.4045
DHX38	-1.26275
BTBD1	0.015
TARS2	0.702833333333333
ABCF1	-0.5473
FCF1	0.751333333333333
LRRC49	1.209
GUCY1B2	-2.75
C1orf177	0.162166666666667
SMARCA4	-0.727642857142857
LRP8	-4.76133333333333
TAGLN3	-1.096
MRPL14	-0.5725
TTRAP	-0.135
ZDHHC20	0.19075
NFE2L3	-1.56
KIAA1377	0.483625
PALMD	0.6371
TMEM43	-0.116
TTL	-1.41475
STAT5B	-0.685333333333333
SSB	-1.187375
OR10H5	0.369
SLC22A13	-0.562
AKAP3	-0.1705
TIMM23	-0.0571666666666667
OAS2	0.973916666666667
KIAA0423	1.183
TRIM11	1.06083333333333
GLIS3	2.793125
TMEM50B	0.4375
ARHGEF4	-0.769625
DEGS1	0.724272727272727
TBL1XR1	1.61246666666667
G6PD	-2.27525
SP140	0.0525
MUC17	-0.0925714285714286
NUDC	-0.3985
DNAJC5B	0.705166666666667
SCARA3	-0.9605
CPA3	6.07633333333333
BCAT2	0.34225
MFN1	-0.2387
NRG3	1.308
SNX11	0.76125
PLEKHH1	-0.944166666666667
GPR177	-0.0136666666666667
HCFC2	0.076
TCAP	-1.3775
MOCOS	-3.32975
C14orf93	-0.22475
PRDM10	0.131833333333333
SLC16A4	0.803083333333333
SRGAP1	-0.151
VIP	0.3015
DUSP27	0.644333333333333
LILRA1	0.6111
MC2R	0.3455
MGC24103	-1.3605
MBTD1	-1.082
FUT11	-0.489833333333333
USP33	0.6867
C15orf39	-0.962
MAP3K12	0.01375
PAAF1	-0.930166666666667
BARHL1	-0.2835
FLJ16165	0.039
PIWIL2	-2.68825
SYNE1	0.921
CMTM4	0.369125
TSPYL1	1.2894
GUF1	-0.6305
TMEM157	1.2825
WDR44	0.08275
HIST1H3C	-0.2695
DKFZp666G057	2.58125
RNPEP	1.10475
GAS2L2	0.335166666666667
ADH4	-4.64125
GRPR	4.50833333333333
FBXL17	1.6725
ZBTB10	0.590083333333333
Gcom1	0.307833333333333
HTRA1	2.1901
ZNF585A	0.726666666666667
SLC26A2	0.480428571428571
OTOP3	0.106333333333333
WISP1	3.82511111111111
ATP2B4	0.535333333333333
FLJ10769	1.0625
CRAMP1L	0.949125
CHST12	-0.85675
RAB22A	0.181416666666667
TARDBP	-0.335285714285714
STAU1	-0.3845
CRB3	2.1185
MIG7	-1.1245
CHMP1A	-0.272166666666667
ZNF160	0.404375
B3GALT6	0.52725
BARX1	-1.23716666666667
C6orf167	-1.935625
NXNL1	0.3315
DHX29	0.392875
HADHB	0.1555
PLXNB2	0.31
ILDR1	-1.17725
SLC15A3	1.885
GAS2	-2.75583333333333
C20orf69	0.75675
NUMB	-0.07425
TNIP1	0.001875
MESP1	-1.94566666666667
PSKH1	-0.23675
NSFL1C	-0.218625
RHOG	-0.01475
HEY1	-2.66966666666667
KNG1	-1.675
ITGAX	1.437
LIN9	-0.2645
CANT1	0.742625
XRN1	0.6065
CCDC96	1.8851
HEATR6	-0.987333333333333
GNG7	1.034
RUNX2	1.8201875
SOX1	0.7992
FCRL5	0.3304
ZNF99	0.68275
FAM9A	0.3885
SNX22	0.5685
MBNL3	-1.46166666666667
ODC1	-2.7435
ADORA2B	-3.6185
NR2F6	0.209
ZFYVE16	0.0936111111111111
SYNJ2BP	1.0651
POLE	-1.16075
E2F2	-2.032375
THRA	0.762
PTGES2	-1.47016666666667
HIP1R	-0.534333333333333
TMUB1	-0.849333333333333
ENO3	-2.468
RSPH10B	0.0855
CXorf39	0.979125
IRGC	0.17125
GPR109B	-0.16125
FLJ13305	0.17
LCE3A	0.2075
TNFRSF18	-0.104833333333333
DET1	0.74375
TRPM3	-0.390583333333333
C16orf79	-1.7085
FECH	-0.0793333333333333
RAP2A	0.002
CRIP1	2.10383333333333
AZIN1	-0.116375
SLC7A7	2.5035
IL10RA	-0.1222
TMEM64	-2.598
CDC42EP4	0.6846
C16orf58	0.1084
ARG2	-2.109
POU5F1P4	-5.49075
FAM62B	-0.1755
DNAH8	-2.1468
ASH2L	0.2905
TSLP	-4.26516666666667
CNTNAP5	0.182166666666667
TMEM16C	-0.55425
IFNA14	-0.1425
SLC1A3	-0.24025
CABYR	1.2095
BCL7B	-0.1702
NUDT13	-1.55766666666667
C13orf28	0.145
C1orf53	1.48175
ARL6IP4	0.1936
RPL35A	0.10825
EMR3	0.556
RAB40C	0.79875
SLC41A1	-0.261
LRCH1	0.29175
LY6G5B	-1.5675
FAM124A	-0.583071428571429
MGC10981	-4.45483333333333
CLIP3	0.4603
MAP4K2	-1.1115
CHIC1	1.0945
SULF1	3.48
C20orf30	0.00671428571428572
PRDM5	-0.040125
ELOVL1	-0.501
C11orf48	-1.167875
SLC39A10	0.04025
KCNV1	-0.07075
ACP1	-0.557333333333333
ZMYM2	0.5015
B3GNT6	-0.356166666666667
C9orf69	0.32075
C2orf15	1.76425
C20orf166	-0.1055
HSP90AA6P	-0.66
EDG7	-0.672
NEURL	0.00437499999999996
LPL	0.2745
CLEC2D	-0.350714285714286
GRRP1	1.4215
CD8B	-3.6802
HIST1H3D	-0.431166666666667
SLC6A12	-0.041125
FAM27L	0.1495
CD84	1.0661
RASA1	0.315
PHKG1	-0.2165
MAGEA11	-1.495
IMPA1	-1.2425
NPM3	-1.642
RARRES1	2.2065
SH3BP1	-0.26925
B3GNTL1	-0.76
ARPC5L	-0.578666666666667
KLHL26	0.86875
SIM2	1.01875
GJC1	0.7915
C20orf194	0.4515
EXO1	-3.77475
SLC2A2	-3.01
LOC285074	-1.255
LRG1	2.773
KIRREL	0.3505
PIK3R1	1.04678571428571
C4orf34	1.147
MAF	-1.86333333333333
ADCY4	3.12016666666667
ZMIZ2	0.3781
SLC46A3	1.17216666666667
STAMBP	-0.179666666666667
CCDC16	0.8805
MS4A12	-0.334
TCF20	-0.41075
LRRC46	1.8275
C20orf152	0.241
MRPS6	-0.069875
ABCB11	0.22
KCNC2	-0.0973333333333333
CDH19	-2.41383333333333
C9orf123	0.684
SSH3	1.189625
LDLRAD1	-2.39175
CCBE1	-0.209333333333333
ZNF135	1.29225
TAAR1	0.106
WFDC12	0.4045
CCDC42	0.00633333333333333
FLJ12529	-0.3025
PER1	-0.805666666666667
TIMM50	-0.8345
SMARCAD1	0.0506666666666667
FAM26C	-0.136
TP53TG3	-2.6495
SH3RF1	3.0973
LMCD1	2.68075
GPR63	-0.747
FLJ21986	-2.905625
AIFM3	-1.14775
MICAL1	-1.09816666666667
BLZF1	1.7335
IQCA	3.21066666666667
PCDHGC3	-0.458
SAC	0.0835
BCL6B	1.75966666666667
DDO	0.8435
MARCO	1.2335
DCHS1	1.671
C1orf170	-1.55133333333333
CD200R1	0.748833333333333
C22orf15	-0.4245
SEPT11	0.861333333333333
ADNP	0.617
UST	-0.3023
C13orf34	-1.514
RFFL	0.627142857142857
APBA3	-0.2075
C2orf60	-0.646625
CUTL1	-0.7172
PMS1	-0.839875
ZNF689	0.515
EIF3E	-0.619333333333333
IL9	0.138333333333333
RPL31	-0.00150000000000004
LY9	0.0545
ATP2B3	-0.18975
KDELR2	0.100958333333333
TFCP2	0.6775
NLRP12	0.348125
FLJ45422	-0.061
TLE4	-1.0908
ZNF570	0.02
FLJ43806	-1.253
TLK2	-0.22125
CIR	0.60075
MARS2	0.371
COL24A1	1.7185
SDF2L1	-1.5425
HIBADH	-0.081
IGFBP3	-2.16328571428571
C12orf23	0.8445
PSPC1	-0.27775
C20orf43	0.2035
TRAV20	-0.654
ARHGAP24	0.854875
KIAA1975	-0.954
C1QA	3.2404
DNTT	-4.71966666666667
C10orf6	0.274583333333333
C11orf41	-0.30475
HNRPF	0.3195
COL11A1	8.021
UBAP2	-0.868
CDKN2AIPNL	-1.838
C20orf174	1.90675
SPRED2	0.58325
PLA2G12A	0.426833333333333
ICEBERG	-1.81433333333333
SCN10A	0.6585
C11orf65	-0.48375
GBP5	2.487
PITPNC1	-1.75483333333333
POU3F3	1.74
NCOA7	-1.440875
LIN7C	0.0397999999999999
LOC348840	-0.7725
NKX2-2	-2.50375
ANKRD13D	0.014
LOC123688	-0.40775
FUT2	2.3815
TAAR8	0.4305
FZD4	0.868583333333333
PNMA3	-0.395
OR4L1	0.694
WIT1	-2.9625
EXOC3L	1.17675
ATPBD4	-0.3023
KRBA1	-0.84425
UBXD6	-0.39925
HOXB7	-0.617857142857143
C7orf23	-0.5145
UNQ338	-0.9675
STAB2	1.1405
CDC20B	0.1405
IRF9	1.539
CENTG1	0.145
TNPO2	-1.35425
MCPH1	0.38475
BMS1P5	-0.782
SLC26A7	0.2535
HIST1H3J	1.228
C9orf3	0.00159999999999999
LBH	0.98275
MYO1D	1.14875
PTDSS2	-0.2205
NFU1	0.10025
DEPDC4	-1.07225
WNT7B	1.9968
GLP2R	-0.138833333333333
SETD4	-0.7171
DYNLT3	-0.4038
FKBP11	-1.33683333333333
SESTD1	1.06616666666667
FLII	0.136
RPS16	-0.5448
CHPF	-0.0915
CSNK2A1	-0.0213333333333333
SUMO1P1	-0.07875
FKBP6	-1.2025
ZNF214	2.33916666666667
TWIST1	0.2955
DDX56	-0.628
TRAM1L1	2.6978
EPO	-3.556
MRPS18B	-0.162
ZNF682	-0.0568333333333334
RPL14	-0.169666666666667
MAFF	-1.247
LOC51136	-0.732875
LY96	-0.2675
DDX20	0.5525
ABTB1	0.817833333333333
ARL5A	0.2529
CCT6A	-1.3475
HEPACAM	-1.0525
EHHADH	0.0271666666666667
RBAK	0.382833333333333
CGB1	0.5205
ITGB5	1.18
YIPF3	-0.149
FKBP2	-0.70475
NR1D1	-0.3587
TMEM110	0.055
NEK2	-2.1735
PRAMEF8	-3.66425
C20orf52	-1.052
PCDHGA3	-0.848
VWA3B	0.16375
NDUFA5	-0.226
THAP9	0.1305
FLVCR2	-0.921666666666667
AP1S1	-1.465
SMAD6	-0.887
SAV1	0.186
SAT1	0.192625
ZNF251	0.77925
ADAMTS7	0.2805
RPP38	0.11875
C1orf211	-0.961
YPEL2	1.96085
RBMS1	-0.185
ZNF445	-0.367
NRXN2	-0.0285
PGBD4	-0.323125
UGT2B28	-3.9525
WBSCR16	-0.6556
