Hybridization REF	TCGA-AQ-A04J-01A-02R-A034-07
HN1	0.4458
OR2L13	0.2685
SLC16A11	0.2325
FAM96A	0.13575
APOL1	0.472
C5orf32	-1.23125
RTP1	-0.596
RNF175	0.19675
ZBTB41	1.11275
AHCTF1	0.3838
SAE2	0.5507
ITGA2	0.3495
MME	-1.35216666666667
CCDC14	0.3355
MAST4	0.414642857142857
KRT33B	0.4125
KCTD2	0.094
WDR26	0.0985
MFI2	1.680375
NR4A3	2.272125
ARSA	1.12325
UNKL	-0.153333333333333
SULT6B1	-0.3725
CCNA2	-0.9415
SOX15	-0.492
PPAPDC1B	0.076
C19orf44	0.2575
MCAT	0.516333333333333
ARID1B	0.698375
OR52N1	1.0495
C12orf48	-1.86375
MAGI1	1.017625
NIPA2	-0.35975
GBX2	-1.9635
RSHL3	-0.084875
RAVER1	0.7045
C15orf17	-0.14275
SLC30A2	0.722875
ZNF518	0.812
PCYT1B	-0.60125
C10orf114	-1.01
EIF3H	0.0820833333333333
SLC25A39	-0.8915
KIF1B	0.984125
AMOTL2	-0.28425
C6orf120	0.504625
PSRC1	-1.04425
PLA2G10	0.3435
KIF5C	-0.078125
MRPL37	-0.2745
C17orf62	0.359833333333333
C9orf135	-0.767666666666667
DUSP10	-0.1049
CLCNKB	0.23
PSMA5	-0.283125
C8orf53	0.55175
AMPD3	1.4315
PIAS1	0.485
ADCYAP1R1	-0.1205
GYLTL1B	1.409
CDH20	-0.0851666666666667
FBXO7	0.2555
TMEM134	0.847333333333333
FLJ14213	1.3695
ZNF3	0.089
LRRFIP1	-0.0431666666666667
CNOT2	-0.0214166666666667
ABI3	2.91575
ALDH5A1	-0.210583333333333
HNT	1.6613
SERPINA4	-2.64575
TK2	-0.119583333333333
STMN1	-0.552777777777778
GUCA2A	0.0521666666666667
GALNT10	-0.316071428571429
DPP6	-1.0449
C9orf93	0.833375
PRELID2	-1.0775
STK39	-0.356875
SFTPA1	-1.137
CKS2	-0.219333333333333
RHO	0.19675
C20orf135	-0.05875
XKR3	-2.078
CR1	1.2985
RPS6KA2	0.866714285714286
C20orf112	0.524
MRPL22	-0.841
C4orf23	0.0273333333333333
GADD45B	0.83575
KLHDC1	0.447166666666667
C2orf48	-1.9595
ZNF287	0.4735
DAAM2	0.189
DPPA2	-3.19566666666667
TCTN3	0.039
DNAJB11	0.32575
FPR1	3.7575
DEFB4	0.7045
PTCD2	-1.2638
SMOC2	4.95816666666667
CABP7	2.754
SERPINB11	0.29575
MAGEF1	0.80075
NDE1	0.211333333333333
ITGA10	1.1705
FSHB	-0.5965
ANXA2	0.550375
HORMAD2	0.30925
HLCS	1.10725
MCF2L	1.245
FH	-0.237625
TBC1D24	1.74025
KIAA1505	0.2085
LGALS2	1.87075
CNBD1	-0.3855
SYNPO2L	-0.537
PTPN23	-0.323071428571429
C1orf183	-0.0148333333333333
MAGEA8	-3.0585
DGCR8	-0.336875
GSR	-1.178
PAQR7	-0.23325
ZNF676	-0.90825
CACNA1C	0.7402
SP7	0.553
PDCD6	-0.617
NRN1L	-0.8595
BRI3BP	-0.4005
KIAA1183	0.8875
ASB4	-0.105
CCL23	1.1648
OBSL1	0.1065
SLC12A7	0.449333333333333
KIAA0240	1.211125
CD1B	-1.87433333333333
FCGR2A	0.86075
MDC1	-0.13
HTR1A	0.671
OCEL1	-1.18925
ATP11B	0.039875
FBXO34	0.0888333333333333
PCDH12	4.161
RPE	-0.40425
C17orf74	-0.3745
CSDC2	0.552833333333333
PET112L	0.37375
TMBIM1	0.68
P2RXL1	-0.7195
TCHP	-0.90125
TRMT1	-0.859833333333333
F2RL2	0.0958333333333333
LRRC32	3.0865
IMPG2	0.1275
BGLAP	-0.00825000000000001
LOC493869	-1.58816666666667
MRAS	3.383875
SLC35F5	-0.12925
CBWD1	0.153
AXL	-1.82325
ATP2C2	-0.30325
TELO2	-0.377
PNPLA3	0.6325
PCDHB14	1.304
CD276	0.52925
KRT80	-2.4325
DUSP28	-0.3145
CSNK1E	0.00716666666666667
SRP14	0.131
KCNQ4	0.98
KRT72	0.5115
CCDC117	0.44275
C6orf89	0.0592222222222222
TUBB2B	-2.46483333333333
RTN4IP1	-0.0545
CR1L	-1.54683333333333
CEND1	0.4185
C12orf41	-0.775333333333333
RNF31	0.2645
UBN1	0.559833333333333
C17orf32	-0.150125
SLC5A7	0.01525
GPR92	1.67733333333333
ESAM	2.9619
CTNNA1	0.19425
HRBL	-0.159
CBX4	-0.03775
TMEM182	-0.2775
SH3TC2	-0.2705
IL10	0.901166666666667
PXMP4	0.335
RNF167	-0.3733
PAK7	2.16333333333333
ETV3	-0.1135
ATPIF1	-1.3595
LOC554207	-1.656
OR8H1	0.075
WDFY3	0.871875
DPM1	-0.8345
GPSM1	-0.3285
WDR92	-0.0463
LRP1	0.5035
ANKH	0.357375
THUMPD3	-0.9215
POLR1B	-0.40925
OLFM4	7.43
RAD9B	0.02925
TSPY2	-4.077
PAX6	2.3425
SCG2	-1.623
SLC17A6	0.24125
FMO3	4.1225
PADI4	0.30325
TUBB4	-0.2619
NLK	-0.92425
POU4F3	-0.5425
SDF4	0.43525
ITGBL1	2.76183333333333
NETO1	-1.63875
TAP2	0.2885
ABBA-1	0.459083333333333
GNAI1	0.8915
VPS4B	-0.0495
NOPE	-0.4234
GALNT6	0.930666666666667
SESN1	1.159375
GBE1	-0.961777777777778
CLASP1	0.1785
RASGEF1B	1.17175
ACOT11	0.703
AFAP1	0.53125
OR2H2	0.18775
DPY19L2P1	-1.36175
DZIP1	-0.01775
SEC22C	-0.739
GPR161	0.884416666666667
RNF146	1.089
WDR74	-0.871625
GALP	-0.231
PURA	1.2495
DNPEP	0.598
RP11-78J21.1	-1.1465
ERBB2	0.9285
FANCM	-0.775666666666667
NEO1	1.456
DDX3Y	-5.2377
RPS3A	0.316
MXRA7	0.7185
LGALS3	-0.0641666666666667
GLT8D1	-0.713
CFL2	-0.898333333333333
UPB1	0.095
NAP1L5	0.02725
CLDN14	-0.124
DHX38	0.3725
BTBD1	-0.39625
TARS2	-0.277166666666667
ABCF1	0.2288
FCF1	-0.164833333333333
LRRC49	-0.29375
GUCY1B2	-2.035
C1orf177	0.8645
SMARCA4	0.0973571428571429
LRP8	-1.353
TAGLN3	-1.03775
MRPL14	0.17975
TTRAP	0.08025
ZDHHC20	1.19075
NFE2L3	-0.445
KIAA1377	-0.63975
PALMD	1.6725
TMEM43	0.09925
TTL	-1.232
STAT5B	-0.767333333333333
SSB	-0.8285
OR10H5	0.24
SLC22A13	-0.625
AKAP3	0.3845
TIMM23	0.482666666666667
OAS2	2.15841666666667
KIAA0423	0.482
TRIM11	0.2475
GLIS3	0.795375
TMEM50B	0.384
ARHGEF4	-0.103375
DEGS1	-0.0266363636363636
TBL1XR1	0.995733333333333
G6PD	-1.69375
SP140	1.8917
MUC17	0.082
NUDC	-0.9277
DNAJC5B	2.1855
SCARA3	1.55683333333333
CPA3	5.30933333333333
BCAT2	-0.194875
MFN1	-0.5662
NRG3	0.754
SNX11	-0.2555
PLEKHH1	-0.624666666666667
GPR177	-0.7175
HCFC2	0.09
TCAP	-0.909
MOCOS	0.10725
C14orf93	-0.295
PRDM10	-0.382833333333333
SLC16A4	0.25975
SRGAP1	0.352166666666667
VIP	0.631
DUSP27	3.05683333333333
LILRA1	0.9129
MC2R	-0.4135
MGC24103	-1.65425
MBTD1	-1.056
FUT11	-0.964833333333333
USP33	-0.0423
C15orf39	-0.16725
MAP3K12	-0.7815
PAAF1	-1.44683333333333
BARHL1	-0.158
FLJ16165	0.443
PIWIL2	-3.2435
SYNE1	0.52475
CMTM4	-0.669
TSPYL1	0.9066
GUF1	-1.11266666666667
TMEM157	-0.5205
WDR44	-0.269
HIST1H3C	0.39075
DKFZp666G057	-0.3475
RNPEP	-0.37975
GAS2L2	0.0156666666666667
ADH4	-4.39
GRPR	0.0275
FBXL17	1.4575
ZBTB10	0.60325
Gcom1	0.438277777777778
HTRA1	1.0787
ZNF585A	-0.343
SLC26A2	0.803571428571429
OTOP3	0.161666666666667
WISP1	2.60333333333333
ATP2B4	-0.117833333333333
FLJ10769	0.946
CRAMP1L	-0.436375
CHST12	-0.207
RAB22A	0.00725
TARDBP	0.183357142857143
STAU1	0.0895
CRB3	1.13616666666667
MIG7	-2.27125
CHMP1A	0.03
ZNF160	-0.314375
B3GALT6	0.546
BARX1	-0.822166666666667
C6orf167	0.3044375
NXNL1	0.2645
DHX29	-0.192
HADHB	-0.19725
PLXNB2	0.895375
ILDR1	-0.28775
SLC15A3	2.65875
GAS2	-3.85883333333333
C20orf69	0.0055
NUMB	-0.24325
TNIP1	0.57675
MESP1	1.0635
PSKH1	-0.2425
NSFL1C	-0.1595
RHOG	0.42225
HEY1	-1.02383333333333
KNG1	-2.642
ITGAX	2.2964
LIN9	-0.489
CANT1	0.160375
XRN1	0.574285714285714
CCDC96	0.1715
HEATR6	-1.0465
GNG7	0.6695
RUNX2	0.615375
SOX1	0.427333333333333
FCRL5	2.6953
ZNF99	-0.207125
FAM9A	0.9
SNX22	1.57583333333333
MBNL3	-1.07016666666667
ODC1	-1.6921
ADORA2B	-2.07266666666667
NR2F6	0.5425
ZFYVE16	-0.762666666666667
SYNJ2BP	0.1308
POLE	-0.998
E2F2	-1.094375
THRA	0.0228333333333333
PTGES2	-1.36366666666667
HIP1R	0.741166666666667
TMUB1	-0.948166666666667
ENO3	-2.444
RSPH10B	0.295
CXorf39	0.463125
IRGC	0.07425
GPR109B	-1.76175
FLJ13305	-0.0775
LCE3A	-0.3455
TNFRSF18	-0.0433333333333333
DET1	-0.23025
TRPM3	-0.279833333333333
C16orf79	-1.134
FECH	-1.14616666666667
RAP2A	1.9375
CRIP1	0.633166666666667
AZIN1	-0.196125
SLC7A7	3.4055
IL10RA	1.5691
TMEM64	-1.92925
CDC42EP4	1.6147
C16orf58	-0.1768
ARG2	-1.87575
POU5F1P4	-4.749
FAM62B	0.26725
DNAH8	-1.4397
ASH2L	-0.1615
TSLP	-1.49133333333333
CNTNAP5	-1.835
TMEM16C	0.301
IFNA14	0.507
SLC1A3	0.329875
CABYR	1.06475
BCL7B	-0.2397
NUDT13	-1.8905
C13orf28	0.578
C1orf53	0.02175
ARL6IP4	-0.3135
RPL35A	0.151
EMR3	0.532
RAB40C	0.362166666666667
SLC41A1	0.0921666666666667
LRCH1	0.18275
LY6G5B	-0.5145
FAM124A	-0.141642857142857
MGC10981	-0.570333333333333
CLIP3	0.1967
MAP4K2	0.218
CHIC1	-0.09475
SULF1	3.69316666666667
C20orf30	-0.172642857142857
PRDM5	-0.610125
ELOVL1	0.19075
C11orf48	-0.876
SLC39A10	-0.891
KCNV1	0.2175
ACP1	-0.598666666666667
ZMYM2	0.61575
B3GNT6	-0.0943333333333333
C9orf69	0.3185
C2orf15	-0.08425
C20orf166	-0.3345
HSP90AA6P	-0.696
EDG7	1.4305
NEURL	-1.8355
LPL	2.60233333333333
CLEC2D	0.363857142857143
GRRP1	2.252
CD8B	-1.6524
HIST1H3D	-0.117
SLC6A12	0.297375
FAM27L	-0.6125
CD84	2.5526
RASA1	-0.4705
PHKG1	1.59
MAGEA11	-2.25
IMPA1	-1.0428
NPM3	-1.20225
RARRES1	6.476
SH3BP1	0.880125
B3GNTL1	-0.5095
ARPC5L	-0.273666666666667
KLHL26	-0.00775
SIM2	0.463125
GJC1	0.694
C20orf194	0.257
EXO1	-0.85775
SLC2A2	-2.28666666666667
LOC285074	-0.67225
LRG1	-0.50775
KIRREL	0.353
PIK3R1	2.56985714285714
C4orf34	-0.61375
MAF	-0.104444444444444
ADCY4	4.29983333333333
ZMIZ2	0.9549
SLC46A3	1.22716666666667
STAMBP	0.692333333333333
CCDC16	0.4845
MS4A12	-0.1665
TCF20	0.81675
LRRC46	-0.67275
C20orf152	-0.323
MRPS6	-0.104625
ABCB11	0.44
KCNC2	-0.3105
CDH19	0.917333333333333
C9orf123	0.689666666666667
SSH3	0.38475
LDLRAD1	-4.08875
CCBE1	-0.91725
ZNF135	1.328625
TAAR1	-0.056
WFDC12	1.0625
CCDC42	0.713833333333333
FLJ12529	-0.271
PER1	0.724833333333333
TIMM50	-0.495
SMARCAD1	0.303333333333333
FAM26C	-0.1625
TP53TG3	-2.37216666666667
SH3RF1	1.2675
LMCD1	1.8395
GPR63	0.0805
FLJ21986	-2.17475
AIFM3	-0.54875
MICAL1	0.383
BLZF1	0.447333333333333
IQCA	2.243
PCDHGC3	-0.029
SAC	0.2315
BCL6B	2.796
DDO	0.3985
MARCO	4.88175
DCHS1	1.469
C1orf170	0.193333333333333
CD200R1	1.48183333333333
C22orf15	-0.436
SEPT11	0.535666666666667
ADNP	0.2505
UST	-0.5278
C13orf34	-0.687833333333333
RFFL	-0.467357142857143
APBA3	-0.3205
C2orf60	-0.7385
CUTL1	-0.2486
PMS1	-0.398875
ZNF689	0.0195
EIF3E	-0.0535
IL9	-0.0141666666666667
RPL31	-0.516625
LY9	1.9595
ATP2B3	0.20775
KDELR2	0.312166666666667
TFCP2	0.059125
NLRP12	-0.3575
FLJ45422	0.46025
TLE4	1.3464
ZNF570	-0.633
FLJ43806	-1.0605
TLK2	-0.273875
CIR	0.7795
MARS2	0.2075
COL24A1	0.02975
SDF2L1	-0.4215
HIBADH	0.0471666666666667
IGFBP3	-1.61178571428571
C12orf23	0.321625
PSPC1	0.28125
C20orf43	-0.10625
TRAV20	-0.0945
ARHGAP24	1.330875
KIAA1975	-0.35925
C1QA	3.7739
DNTT	-5.14583333333333
C10orf6	-0.251916666666667
C11orf41	1.4825
HNRPF	-0.22775
COL11A1	4.88833333333333
UBAP2	0.416
CDKN2AIPNL	-1.759
C20orf174	5.20025
SPRED2	-0.568
PLA2G12A	0.120666666666667
ICEBERG	-0.6615
SCN10A	1.217
C11orf65	-1.372
GBP5	4.67
PITPNC1	-0.419333333333333
POU3F3	1.7015
NCOA7	2.065875
LIN7C	0.0963
LOC348840	-1.16
NKX2-2	-3.00475
ANKRD13D	0.243125
LOC123688	-0.78975
FUT2	1.96683333333333
TAAR8	0.291
FZD4	-0.0221666666666667
PNMA3	0.885833333333333
OR4L1	0.199
WIT1	1.536
EXOC3L	1.9565
ATPBD4	-1.1261
KRBA1	-1.07775
UBXD6	-1.42575
HOXB7	-0.771785714285714
C7orf23	-0.684
UNQ338	4.36725
STAB2	1.59025
CDC20B	0.0555
IRF9	1.768
CENTG1	0.402083333333333
TNPO2	-0.565
MCPH1	0.38275
BMS1P5	-1.0565
SLC26A7	1.9115
HIST1H3J	0.61275
C9orf3	0.178
LBH	2.16475
MYO1D	0.452375
PTDSS2	-0.51025
NFU1	-0.00725
DEPDC4	-1.84675
WNT7B	-0.0908
GLP2R	-0.675833333333333
SETD4	-0.3804
DYNLT3	-0.839
FKBP11	-0.314333333333333
SESTD1	1.54766666666667
FLII	0.02
RPS16	-0.1756
CHPF	0.294666666666667
CSNK2A1	0.482333333333333
SUMO1P1	-0.1685
FKBP6	0.1945
ZNF214	-0.363333333333333
TWIST1	-0.29
DDX56	-0.362666666666667
TRAM1L1	2.0668
EPO	-3.30533333333333
MRPS18B	-0.42875
ZNF682	-0.941166666666667
RPL14	-0.800333333333333
MAFF	0.81275
LOC51136	-0.963875
LY96	0.9745
DDX20	-0.0355
ABTB1	0.532166666666667
ARL5A	0.2831
CCT6A	-0.8825
HEPACAM	-1.14766666666667
EHHADH	-0.453333333333333
RBAK	0.619166666666667
CGB1	2.85875
ITGB5	-0.2576
YIPF3	0.53625
FKBP2	-0.0145
NR1D1	-0.8842
TMEM110	-0.0035
NEK2	-0.803333333333333
PRAMEF8	-3.63425
C20orf52	-0.741166666666667
PCDHGA3	0.4315
VWA3B	-0.2475
NDUFA5	-0.730625
THAP9	0.0045
FLVCR2	-0.1445
AP1S1	-1.77375
SMAD6	-0.40625
SAV1	1.49
SAT1	1.390125
ZNF251	0.295375
ADAMTS7	0.8033
RPP38	0.399
C1orf211	0.149
YPEL2	1.0386
RBMS1	0.64325
ZNF445	-0.449666666666667
NRXN2	0.5785
PGBD4	-0.01725
UGT2B28	-1.31475
WBSCR16	-0.7211
NLRC3	1.032875
ASTL	-0.03075
ST6GALNAC1	-2.4745
ZADH2	-0.584375
MLLT4	1.09175
ARL6	-0.566333333333333
MEF2C	2.1105
CBFA2T3	-1.2855
AFF3	0.0743571428571429
COG7	-0.346333333333333
MYB	-2.01266666666667
PLXNA3	-0.052
XRCC2	-2.23633333333333
MMS19	-0.215375
ST8SIA5	-0.98525
CHPT1	-0.454
KIAA1712	-0.421
OR6X1	1.0275
ACTR3	0.713375
UGCG	-0.127166666666667
OR4P4	-0.2595
ZAP70	-1.27475
LPP	1.989125
ZNF485	0.0855
PTPRCAP	1.644
IL12RB1	0.59525
ATRX	0.5473
CHST8	-1.376125
C14orf109	-0.4285
ARV1	-0.3035
NMB	0.627714285714286
COX5A	-0.55
EIF6	-0.55
MPPED2	0.833666666666667
SEMG1	-1.2845
CHRDL1	1.4835
TRAF3IP2	1.70675
WNK2	-0.21975
LILRA4	3.90366666666667
LAMA2	4.21
PXT1	-0.231
RLBP1	1.6635
CD300C	0.723
SLTM	-0.0115
FLJ10404	0.3235625
APOBEC3D	-0.654333333333333
RENBP	0.627333333333333
ATXN7L1	-0.0675
NID1	0.6415
TUBGCP3	0.3885
ITIH5	1.23822222222222
CCDC110	1.5965
C8A	-3.0495
MGC87042	-1.8665
HOXC13	0.77475
TFDP2	-0.666
HCP5	1.74925
POLI	-1.13225
UCN	-2.07766666666667
ZNF764	0.148
C8orf45	0.1685
FHL3	0.4215
SPATA5L1	-1.4785
MMRN2	3.38616666666667
NDST1	0.8165
COL20A1	-0.392333333333333
ZNF248	-0.117
PELP1	-0.27
MBL2	-2.77983333333333
RNF41	-0.268
C5orf24	0.27125
THOC5	-0.164625
SERINC3	-0.288666666666667
RP11-151A6.2	0.982
CDCP2	-0.1745
HIST1H2AA	0.08375
C11orf75	1.33166666666667
FKBP7	0.72775
DDOST	-0.4385
GPNMB	0.645
TTF2	-0.673666666666667
KCNT1	0.0143333333333333
SLC39A14	-0.24525
NGRN	0.9383
GPR137B	1.21925
MECP2	0.182625
PSMA1	-0.35325
C16orf73	-5.37075
TMEM60	-0.2935
CSN3	4.9645
NOS1	0.370333333333333
RAB7L1	1.12333333333333
YBX2	-0.2115
KIAA1166	0.255625
FUBP3	-1.055
ABCG1	0.3065
ACACA	-0.758666666666667
ARL11	0.9093
ATOH1	-0.017
ODF1	0.483833333333333
CREB3L3	-1.92983333333333
TMEM127	1.28557142857143
DSCAML1	-0.228
PLN	4.01666666666667
LYPLA1	-0.434333333333333
PRDM9	-1.786
SASP	0.78275
PLUNC	1.34333333333333
INTU	0.64625
HISPPD1	-0.89775
LNPEP	-0.101666666666667
YARS2	0.509166666666667
APCDD1L	1.7365
ZCCHC4	-1.5664
FBXO22	-0.965666666666667
TTLL13	-0.707
ZNF669	0.0585
PTGDR	2.35425
DDX27	-0.64775
KIAA0409	-0.757833333333333
GJB6	1.78525
ASB8	0.084
PLP2	-0.261666666666667
MEPE	0.747
OR10J5	-0.2525
KRT222P	0.92375
COQ7	-0.197666666666667
C1orf101	0.35275
RERG	2.2535
CHMP5	-0.06975
THAP11	0.879
ZNF43	-0.235
ZRANB3	-1.50516666666667
KRT13	3.86325
MRPL19	-0.317
RBBP9	0.068125
SPATA17	-0.18075
BXDC5	-0.552166666666667
PAFAH1B1	-0.597333333333333
MAGEE1	0.238
OSTF1	0.44425
KIAA0323	0.0113333333333333
TXNDC13	1.82866666666667
CNTN4	2.58775
LCE1B	-0.218
UNQ501	-0.441
ZNF154	-0.09925
C3orf64	1.3545
SYT5	-0.00219999999999999
PON1	-0.404333333333333
FLJ10357	-0.40225
ATP4A	-0.384
GNPDA1	-1.064
MGAT1	1.47
C14orf121	0.22175
SLC35B2	0.45275
MIER3	-0.485
CHEK1	-1.503125
ZNF8	0.414166666666667
TXNDC1	-0.596
CKB	-1.4283
RTN3	0.188
FZD2	-0.226166666666667
PART1	2.031375
PSMB6	-1.1045
PCDHB8	-0.387
PHC3	-0.104
PPP1R8	-0.616833333333333
NOVA2	2.0185
TNFRSF11B	-2.72675
GOLPH3	0.701833333333333
UBLCP1	-0.54025
SUHW3	-0.67775
TTLL1	1.043
OPN4	-0.0765
OR13G1	0.106
ZPBP2	0.448333333333333
HSD17B11	-1.226375
C9orf50	0.4825
DHDDS	-0.340928571428571
CTSW	1.4179
NEFM	-1.17766666666667
MRPL28	-0.77125
SYN1	0.837833333333333
PIGV	-0.676166666666667
ZIM2	-0.094
APBB1	0.190333333333333
SND1	-0.80575
C1orf123	-0.541166666666667
CHD3	-0.733
BHLHB8	0.22525
RNASE2	0.246333333333333
BCAP31	0.17625
SLC25A44	0.200333333333333
CHD6	-0.0875
PIB5PA	-0.0376923076923077
SELS	0.197375
LOC541471	-0.8645
FAT2	3.4575
ZNF81	-0.115
OR4C16	0.353
FLJ10081	-0.3657
LRRC4	1.47225
CS	-1.1705
N4BP2	0.30475
IGFBP7	2.5155
ZNF318	0.525083333333333
NDNL2	0.26325
ZNF609	0.306875
SIRT4	-0.70175
EXOSC10	-0.41825
ECE2	0.332416666666667
OVGP1	0.026
GTPBP3	-0.7665
PACS2	-0.2982
C19orf36	-1.45633333333333
ARL4C	0.9965
ATG4B	-0.602625
UBQLNL	-0.31375
RHOXF2B	-3.8985
PLEKHG2	0.6295
GALR1	-0.1845
AQP4	0.595166666666667
HDAC7A	0.0135
DCUN1D3	0.3105
OR8A1	-0.3755
CCRN4L	0.969375
CBR4	-0.849333333333333
KIFC1	-0.808666666666667
SLC7A14	-1.48333333333333
LHX5	-0.7805
TRPC7	-0.0845
LPXN	0.22975
SERPINA1	-2.56525
RPS13	-0.3299
BPIL3	-0.985
PRKAA1	-0.533
FADS2	1.5389
ENAH	0.30275
PRO1768	0.05
APBA2BP	-2.01875
LIPH	0.376666666666667
C3orf33	-1.40975
RCC2	0.0763571428571429
ALDH1A2	-3.3319
RNF103	1.29675
AHCY	-1.02975
ALG12	-0.082
CCL17	3.3445
ZNF543	0.944166666666667
ESRRG	1.8539
CNGA1	0.803
RDH5	-0.512166666666667
OTX1	1.7259
PTGFR	0.914333333333333
CDR2	-0.080125
SELE	4.6835
NLGN2	-0.994833333333333
EXOSC9	-0.47775
ZNF566	0.0806666666666667
KLRC2	-3.4995
GPR12	0.4925
KIAA0196	0.23375
PDRG1	-0.70875
SSR3	-0.712785714285714
MSI1	-0.6705
CST9	-1.137
CC2D1A	-0.019375
PLAGL1	0.259666666666667
ZNF778	-0.2645
RNF2	0.387
KLF6	1.4285
THBD	2.46983333333333
tcag7.1314	1.42125
NR5A1	0.170833333333333
ABCD2	1.11125
DNAJC7	-2.606
CLEC4C	1.1515
TM2D3	0.497375
CCDC4	-0.109
PLAC2	0.35725
DCD	2.4745
FAAH	0.659125
POLA1	0.081
TM7SF2	0.29825
FLJ39822	-0.0755
FLOT2	0.093
MAP4K1	0.7625
SRP68	0.1555
C21orf74	0.0225
ARPC5	1.076
LOC126075	0.754
HECW2	1.133375
ZDHHC4	-0.39975
ANKRD42	0.0729
PDE9A	1.548
ABCA8	1.62125
NDUFS2	-0.20325
UBR5	-0.123625
BTBD16	-3.046
LOC554174	0.1965
ZNF20	-0.2105
KIAA1843	0.3235
WDR17	-0.825375
C15orf33	0.00499999999999998
RNF113A	-0.4895
CAMKK1	-0.598
CLCN2	-0.685
ANXA6	-1.1525
LOC340069	-0.291
EMID1	0.642375
DPM3	0.413916666666667
ELA1	-0.068
SLC25A13	-0.1201
KRT24	0.31525
SMPD1	-0.158833333333333
TH	0.318875
COL6A2	0.614285714285714
ANKS1B	0.2955
GPR126	-0.7932
ZC3H12A	1.12983333333333
TMEM47	1.52433333333333
C2orf51	-0.0353333333333333
C1orf88	1.984
HSF2BP	0.71775
AKAP10	-0.56575
RPAP3	-0.779
KLHDC8B	-0.12
STOM	0.8217
MUPCDH	0.040125
C10orf72	-0.2425
PLEKHA3	0.1705
TCP11L1	0.0545
CWF19L1	-0.6985
SPEF1	0.290615384615385
YSK4	0.11175
ELN	1.9985
SAMD8	-0.372833333333333
MPI	-0.944833333333333
MEPCE	0.4011
ABCC3	-0.891125
NANOGP1	-1.9195
KCNK17	2.520375
HLA-DMB	4.5545
RRAGA	1.1765
ANGEL1	-0.44775
RBM32B	-0.0435
CPN1	-3.32325
MGC52282	-0.3815
HLA-A	1.89591666666667
OR9G4	0.0735
EDNRB	0.472625
SCD	-1.84971428571429
C14orf80	-1.19816666666667
BAGE2	-0.71
RABL4	0.877666666666667
RCVRN	-1.096
SHANK1	-0.2005
NLRP7	-1.7945
CD226	1.79625
STAT3	0.943625
SYNJ2	0.3299
TPCN2	0.0973333333333333
WDR36	-1.18933333333333
MBD4	0.3785
ROBO1	-0.5962
ST3GAL6	-2.11025
SLAMF8	3.606
ATN1	0.996166666666667
GPR141	0.834
KRT36	-0.3085
TPH1	-1.348
DDX52	-0.323
ZSCAN29	-0.343333333333333
TRPT1	-0.684833333333333
DPEP3	0.5075
DENND4A	-0.201125
TSPAN16	-0.5125
PTCHD2	-0.1305
LOC145814	0.90225
CAP1	0.459
EIF5A2	-0.6738
NT5DC3	-1.7035
SEPT9	-0.381125
SEZ6L2	1.086125
EGFLAM	3.59525
VPS11	-0.045375
NDUFB5	-0.309666666666667
CIDEA	1.395
IER5L	0.015
N6AMT1	-0.588
FAM83C	-0.084
OXR1	0.715583333333333
IRX1	1.3235
DGKB	0.1375
GCN5L2	-1.74625
MIR16	0.235875
FBXW9	-0.4275
WDR4	-1.63483333333333
PDC	-0.0885
VPS33B	-0.29475
HEXB	-0.28825
FLJ32214	0.93225
TCEB3	-0.2625
CRLF1	-3.264
ABI3BP	2.3135
C8orf22	-2.728
PYCR1	-1.0755
KIAA1706	1.02875
CDK5R2	0.619875
WAS	0.952
C12orf60	-0.7465
CCBL2	-0.018375
MADD	-0.275
C5orf34	-1.27625
WDR42A	0.3959
KLF12	0.61825
HSPA1A	1.13825
ITM2C	-0.267666666666667
DAPK2	3.42666666666667
LOC442590	0.095
SUMF2	1.065375
CENPA	-1.12238461538462
TMED5	-0.474625
CDH6	0.3639
BRP44	1.09775
THG1L	-1.328
GABRA2	-2.10125
C14orf166	-0.13525
MYL1	-1.7214
TNFSF18	-0.1245
PAP2D	-2.165
PPIB	0.539
KLHL4	-0.25775
SFN	0.144
CCDC127	0.2245
FRAP1	-0.19025
GOLGA5	-0.022
SDCCAG1	0.530125
MGC21675	-0.245666666666667
C10orf95	-0.77525
KIAA1345	-0.482666666666667
C1orf163	-0.479
LACE1	0.0025
OR10K2	-0.3075
CENPN	-0.90752
TMED2	-0.476
UGT1A6	-1.065
ANG	-1.1815
U2AF1	-0.0498333333333333
CASC2	0.0908333333333333
NMT2	0.0781666666666666
OSGEPL1	-1.164875
DFNB31	-0.9825
SLC6A20	0.970875
DKC1	-0.069
FXYD4	-1.04125
WDR64	0.05
MGC5590	0.366
CREBZF	0.191166666666667
DAZ1	-0.49575
PRPSAP1	0.6995
GCHFR	-1.09825
TTC7A	0.100875
LOC196993	-0.032
UBD	2.91466666666667
S100A1	1.930375
RPL6	-0.571166666666667
DNAJB6	0.15985
NAGS	0.146
C2orf58	0.2555
KERA	0.837166666666667
MT1X	0.3819
UBE2B	0.396
KEAP1	0.51575
MST1	-3.136875
OMA1	-0.117
ABLIM2	0.868
BCL2L13	-0.0729166666666667
JAZF1	0.637333333333333
TMEM63B	0.278
S100A8	4.9461
ARFIP2	-0.0875
UROS	0.01025
KHDRBS2	0.3665
POLQ	-1.435375
SOAT1	-0.52
SPAG4	-1.98325
MRPS30	-1.15683333333333
LOC494141	-0.5475
OR2T11	0.1965
ORAOV1	-0.4699
