Hybridization REF	TCGA-BH-A0EB-01A-11R-A034-07
PEX19	0.553125
EDN2	2.89975
PSMD7	-1.36355555555556
C3orf41	-0.285
UQCR	-0.187125
PPP1R3C	1.3315
LRP4	-2.32733333333333
TM2D1	0.4245
TTC17	0.8241875
C4BPB	-4.63375
CCL25	0.53075
ZNF253	0.101
CHRNA9	-4.136
SOX11	-0.917625
HIVEP3	1.09
CGN	2.59983333333333
C3orf35	0.305
PKD2L1	2.726
SYVN1	0.2305
PDE8B	0.362375
LOC439951	0.79175
LTC4S	2.7625
MIF4GD	0.320833333333333
SMARCA2	2.1489375
TUBGCP6	-0.636833333333333
CABLES1	0.52575
C16orf77	1.905
ZNF791	0.42725
FUT5	-1.401
ADH6	-2.39133333333333
P4HB	0.865
CLDND2	-1.8325
ALKBH8	1.195
PLAC4	-2.1455
F11R	0.8155
MGC35295	-0.0546666666666666
PDZD4	-0.34
LOC389073	-0.91925
FAM80B	-0.0861666666666667
PSMB1	0.276375
TXN	-1.08616666666667
VIPR1	1.8354
WBSCR18	-0.0914
EXOSC6	-0.617333333333333
ACTA2	3.928
SP5	0.20425
ANKRD1	-3.07175
DDR1	1.6912
ATP6V1D	0.4475
PTGS1	0.419583333333333
RNF157	-1.38725
DCC	-0.25075
SPAG7	0.06475
FBXO18	-0.1245
UBE3C	-0.7382
HOXC6	1.3265
LRP2BP	-0.409
MYST2	-0.1555
PDSS2	-0.10925
ATE1	-0.1545
ARAF	0.20125
KLF10	-0.25125
PLA2G2E	0.0695
ASCL1	-1.05133333333333
TSNAXIP1	0.8855
FAM131B	-0.0965
IFNA10	0.717
NUP43	-0.56625
FAM44B	-0.599875
L1TD1	-5.68366666666667
NMD3	-1.38683333333333
C18orf54	-2.084
PHOSPHO1	-0.2775
RAG2	-1.167
EMILIN3	-0.4395
METTL3	-0.8315
VPS13C	0.458875
REXO2	-1.2795
ANXA4	-0.07675
CA1	-1.709
DCP1B	0.5595
TULP3	-0.987333333333333
ATP2A2	-0.378642857142857
ATIC	-0.94975
ADAM15	0.503666666666667
NPL	0.433
LGR4	-1.697875
UEVLD	0.818166666666667
GAB1	1.1545
SNAI2	0.174666666666667
ZGPAT	0.1012
SNF1LK	-0.229125
DLEU1	-1.012
UBE2Q1	0.568625
ZMYM6	0.32125
JPH3	-1.40466666666667
FAM38A	-0.380416666666667
PXK	0.606333333333333
DENND2D	2.964
BAX	-0.515
CP	-2.24118181818182
RPL37	-0.3096
G6PC3	0.556375
NCOA4	-0.122333333333333
LRRC14	-0.693875
GORASP1	0.921
FCHO2	1.58825
CYP24A1	-3.5695
FXYD3	1.96725
SMARCAL1	0.06175
ABCB8	-0.115833333333333
CCDC44	0.00175
PRDM7	-3.4045
USH1C	-1.4155
DNAH5	1.36866666666667
SRF	-0.335583333333333
MAL2	1.68166666666667
PGPEP1	0.20525
SIN3B	-0.7575
SEMA3C	-0.41
GRAMD3	1.14675
FBXO10	-0.17875
OR5D13	1.1135
FLJ31818	-0.663875
CACNA1I	0.518
S100A13	0.081
TP63	1.72857142857143
ANXA11	0.6159
WDR66	-0.953875
CSF2RB	0.3305
IFI44	1.01375
DACT1	2.31583333333333
ANKRD23	-2.253625
ATP5G1	-0.478833333333333
C21orf70	-0.306333333333333
PPWD1	-1.06025
DNAJC13	-0.11525
PAH	-5.247
PTCH2	0.65825
TRMU	-2.0135
CCDC9	0.3245
USP3	0.3312
DCLRE1C	-0.1278
FAM55C	2.356
FRMD4B	2.736
CYP2R1	-0.572
RFPL1	-0.6431
XPO5	-1.0765
ARL6IP2	-0.9625
OSBPL5	1.31125
MMP9	3.703
KIAA0802	-0.414375
DHRS2	-4.23416666666667
SGEF	-0.54375
TXNDC10	-0.5464
EXOC6	1.16025
RPS27	0.512166666666667
PNCK	-1.636
FSTL1	-0.1455
AACS	0.645
SLMAP	1.21533333333333
SAMD4A	-0.2639
ABRA	0.042
SMARCD3	0.28825
PKNOX2	-1.96116666666667
A4GNT	0.1345
C9orf39	-0.187333333333333
RALYL	0.09275
MGC33556	-2.998
C10orf25	-1.0415
BBOX1	3.664
NHEDC1	-0.063
XDH	-0.3505
GCSH	-2.077
EDN1	1.89966666666667
MTERF	-1.0395
CLK4	0.06075
ZNF799	0.536
KCNG1	-2.11125
CXCR4	0.354
PTPRR	-1.466
IRAK1	-0.495875
LOC401397	-1.1665
TMSB10	0.484
CXCL3	-3.7988
TMC4	2.91875
OR7A10	-0.59
STYK1	1.13925
CHRNA10	-0.42725
CCNI	0.92875
EP300	1.25721428571429
LOC165186	-0.348333333333333
HIC2	-2.644
SDR-O	-0.8515
OR2W1	0.7025
KCNA6	-0.084
TRIM74	-2.43525
REEP6	2.27625
ATP5G2	0.55575
ERG	0.825
TMEM42	0.3135
PARN	0.879666666666667
SOD2	-0.182625
DIRAS1	-0.710833333333333
PNPT1	-1.84575
JOSD3	-2.077
hCG_40738	-0.6365
PDE1C	-1.9805
SEMA4D	0.681875
AGPAT1	-0.213333333333333
NOSTRIN	1.57675
MAP3K3	-0.364333333333333
MAX	1.12807142857143
CAPS	-0.589333333333333
SERPINA12	0.00650000000000001
OSBPL8	0.33575
RICS	2.2929
NR4A2	2.14933333333333
PPCS	1.12166666666667
LONP1	-1.1295
SCYL3	1.3805
HERC2P2	-1.98433333333333
FIBCD1	-0.843
C15orf41	-1.50675
DMC1	-1.07416666666667
C20orf27	-1.228
RPS6KA5	0.5799
FAHD1	0.177833333333333
SLC12A4	0.161
BRCA1	-1.93175
GBL	0.14525
SLK	0.0775
NUDT9P1	-1.327
NOXO1	1.0595
USP52	-1.35475
BAZ1B	-0.075125
SLCO2B1	3.5675
BBS12	1.33716666666667
LRGUK	-0.376666666666667
TERF2IP	-0.027
COL1A1	5.3505
KIAA0090	0.438875
GRK5	0.0316666666666667
AP1S2	-1.0545
TMEM52	-1.22416666666667
CA11	0.800125
OR4A15	0.357666666666667
ACBD3	0.9854
SPAG11B	-0.0915
PRDM2	1.1379
FOXP3	0.2315
SMYD3	0.0628
LOC389199	0.8635
LGI2	1.01266666666667
NAPE-PLD	-0.6629
ANKRD6	0.8545
WDR45	0.571
SHROOM1	1.25475
PSCD3	0.85
PYY	0.487
KCNC1	-1.378
ARHGEF9	0.7713
OR8J1	0.62825
GPR55	0.176
NS3BP	-1.7105
C10orf22	-0.198833333333333
NAT8L	-0.7805
DUSP4	0.9355
FOXM1	-2.55183333333333
GRAMD2	1.0789
ZBTB48	-0.178166666666667
BUD31	-1.277
PABPC5	-0.123
CCDC41	-0.566
FBXO11	0.302333333333333
C6orf148	-0.36425
RFXAP	-1.43
C6orf15	0.546833333333333
CDK8	-1.359
C6orf70	0.704
TESSP2	0.3655
ALG2	0.2225
PPP1R3D	2.09
TPM3	0.337055555555556
SYT13	4.48425
EPB42	-0.728833333333333
CETN3	-1.2345
PRY	-0.1905
NTHL1	0.7015
POLR2B	-0.4375
RPS28	0.2505
P2RX3	0.3535
LYZL4	-0.00225
WBP4	-0.0131
PMM1	-0.9615
C11orf79	0.3465
CBLL1	-1.185
IL1F10	0.208666666666667
VAX2	-0.7135
SETDB1	0.323833333333333
LRAP	0.585833333333333
GCLM	-0.725666666666667
CPEB3	2.103
PPM1A	0.663125
INTS1	-0.131
CAMTA1	0.85
SAMSN1	-1.025
LOC158830	-1.8745
GMPPA	-0.13775
AIPL1	0.05375
IL24	0.183166666666667
BDKRB1	-2.658
MLF1	0.0182
TAF12	-0.37925
ID1	-2.067
THADA	-0.11975
PIK3CB	-0.3675
OR4N5	0.212
TBC1D17	-0.323666666666667
COX8A	-0.0445
CDCA4	-1.1725
C2orf44	-0.719
ZNF534	-1.044
IMMP1L	0.06875
NIPSNAP3B	-0.16375
FTMT	0.509875
PWP2	-0.415333333333333
MMP15	0.2948
DNAH11	-1.411
MTMR14	0.021125
DNAL4	0.483
IPP	-0.322
TMEM59	1.147625
C1orf157	0.8385
RGS4	1.54633333333333
DDX18	-0.619833333333333
SNX6	-0.13775
ZNHIT2	0.791
NCDN	-0.0065
FLJ33534	0.76475
RAG1	-1.86525
OR4D10	0.3985
PTPN5	0.0951666666666667
POMT1	0.181875
LRRC8A	0.3576
CYP1A1	-1.76475
CAPN1	0.172333333333333
DDHD2	-0.57975
GRIK2	-0.837
GNRHR	0.1475
PPBP	0.81025
HTR3A	-0.809625
SLITRK4	0.247
ANKRD49	-0.196
BTF3	0.2669
SARS	0.34075
C13orf18	0.7055
CACNB1	-0.364142857142857
QKI	0.613454545454546
SETMAR	0.377625
MAN2B1	1.41866666666667
EML3	-0.69725
ACADL	-0.237333333333333
OFD1	-0.1505
DEFB114	0.396
CGA	-3.4568
PEX16	0.456833333333333
LRRC10	-0.215
GNG12	0.6955
C1orf152	0.351333333333333
CHRM1	0.453
CD53	1.388875
DBH	-0.84175
TFAP2B	-0.855875
HIST1H2BJ	-0.573333333333333
FAM46D	-0.1735
TMEM11	-0.10975
C3orf32	-2.83875
PCCB	0.028625
IPO13	-0.021
C6orf105	-3.74325
COMMD5	0.5895
SUV420H1	-0.0891999999999999
LTBR	0.8165
ARHGAP15	-0.305
HDHD2	0.5315
TDRKH	0.1575
LOC401052	0.8685
PSG4	-1.62166666666667
GNB4	-0.4793
SPATA4	1.76725
SLC9A3	-0.3405
OSBP	0.735833333333333
NBPF3	-0.03475
DOCK11	0.1115
SLC39A5	-1.736
PRR5	0.6824
C10orf63	0.309
SMTNL2	-1.35175
ADRA1A	-0.21725
ASAH1	3.0209
DOM3Z	-0.1972
GIPR	0.719333333333333
AHI1	-0.675083333333333
NADSYN1	-0.347666666666667
RGS14	0.2152
IL18BP	1.1462
RTN4RL1	2.20533333333333
ARMC6	-0.39
PSMD5	0.009
HK3	1.5436
OR4S1	0.14575
RSU1	0.4858
MAD2L1	-3.72022222222222
EIF4A3	-0.17475
DLEC1	-0.584833333333333
E4F1	0.4455
CHMP2B	0.7784
CAMSAP1	-0.11025
RPS21	-1.07166666666667
ARID5A	1.144
UBE2N	-0.1713
IGSF8	0.819166666666667
MAGEB6	-1.3675
ACAD11	-1.2609
MGC4172	-0.91725
LMO4	0.06175
KLKB1	-0.5755
HP	-0.8995
HDAC3	-0.1495
SCHIP1	0.08925
CLCA1	-0.0855
OLFML2A	1.370375
C1orf112	-1.61175
KIF19	0.611333333333333
HAPLN4	-0.4836
CXCR7	-0.143833333333333
GOT2	-0.3664
RAB38	-0.320625
DCX	-1.11675
PPM1H	1.41383333333333
NFYC	0.606
KIN	-0.073
ZNF228	0.87075
PLSCR4	2.31466666666667
HIG2	-1.31475
FAM79B	7.3725
C21orf86	-0.771
KCNK10	1.25025
ZNF738	-0.72625
FSTL5	-0.859
OR6A2	0.0965
OTOA	1.3765
EXOC1	0.12975
AHRR	-4.256
PDAP1	-1.46475
C19orf6	-0.2625
ZAN	0.541
LY6G6E	0.0195
EIF4E2	-0.4725
C20orf198	-0.27575
ZNF324	0.2015
CYP3A5	-3.77666666666667
ENTPD7	1.8275
MBOAT5	0.371333333333333
GJB5	-0.14825
TTC13	-0.26075
S100Z	-0.2235
KIAA0664	-0.4565
PDGFRB	2.36475
IL17D	-1.05725
OR56B4	-0.2745
RDX	-2.1505
SLC34A3	0.8145
IL28B	-0.5105
JUND	1.42625
CHRNB1	-0.073375
CAMK2B	1.49425
FETUB	-1.80375
CXorf23	1.533125
MRTO4	-1.163375
TTC3	1.3026
NDUFB8	-0.151
EDG2	-0.452
SEMA3G	1.8705
IL23A	-2.0185
GRHL1	1.089
LOC441054	-2.0975
WDR65	0.642125
PSTK	-0.483
STOML3	-0.0656666666666667
R3HDM2	-0.1295
C5	-2.66725
SLC2A10	1.07683333333333
C3orf22	0.40925
PAQR3	-2.02076923076923
ANKRD26	-0.209666666666667
HCRTR1	0.3705
LOC399947	-0.584
PSD2	-0.67975
TIGD2	-0.491666666666667
SCRN1	-2.065875
COQ10A	-0.9775
DDI2	-0.3215
METTL7B	-0.785333333333333
UCN2	0.323
FAM92A3	-0.76025
WDR16	-0.20325
ZNF511	-0.336666666666667
ZMYM5	-0.69775
POLR3G	-3.16225
ZNF586	-0.482
C1orf49	0.146
TANK	-0.181333333333333
RCAN1	-0.973
PELI3	0.49
LIMD2	0.0275
TMEM189	-0.7985
NTN4	2.517875
LOC151300	0.673
CLEC2A	-1.49
GPR135	0.184
DPYSL4	-3.5139
JAK2	0.382166666666667
TSHZ1	1.32683333333333
TM9SF4	-0.118375
ZNF264	1.30733333333333
SIRPG	2.120875
BICD1	0.12625
HERC6	1.32816666666667
METTL5	-0.8885
CASP1	2.88325
PRRT1	-0.32
PLA2G4C	1.978
ICA1L	-0.620285714285714
TPTE2	-0.306166666666667
OTUD7A	0.733666666666667
AQP11	-2.26325
APOA2	-4.4169
KALRN	-0.6263
SECTM1	1.90616666666667
IFNAR1	0.52875
TALDO1	0.090375
RAB11FIP4	0.146833333333333
EIF5A	-0.9355
FAM49A	1.868
NEGR1	0.572833333333333
YTHDC2	1.112
EHD2	-0.253375
NCF1	2.8722
SCRT2	0.973
HOXA5	-0.1985
NUP133	-0.06375
FGF12	-0.78225
SLMO2	-0.650875
SNTA1	0.089375
CACNG2	0.36725
GCM1	0.58575
ELF1	1.562
TLR5	3.0895
TCFL5	-1.16133333333333
RBMY2FP	-0.563
LOC100125556	0.71575
FAM129B	0.1995
MAP3K7IP1	-0.37875
NCK2	-0.19
OXA1L	-0.393
FMO9P	0.477
ZSCAN12	0.21975
PSMD12	-0.844666666666667
HSCB	-0.81975
CLDN10	-1.839
MGC13053	-0.7915
HPCAL4	-0.713333333333333
ASZ1	-0.359
MEX3D	0.3975
NFAT5	0.0693
CSPG4LYP1	-0.371166666666667
FBXO3	0.4076
DVL1	-0.797
CMKLR1	2.19516666666667
TYMS	-3.672875
PEF1	1.022
ZNF750	1.51816666666667
MCM5	-0.7295
MEGF11	-0.81375
KCNK7	0.0935
PTP4A3	0.177
C1QTNF2	-1.00966666666667
OR6S1	-0.0945
FAM122B	-1.3325
ZNF551	-0.64875
HBQ1	-2.306
GEMIN6	-0.5455
ARSK	-0.9235
RBP7	1.95616666666667
CPNE9	0.28
DSC1	1.054
LOC730112	-0.52825
MAP2K4	1.446375
HS3ST5	-1.7595
EPB41L3	-0.47025
TEKT2	1.1655
CDKN2B	0.77
ZNF480	-1.20925
MAP3K6	0.4518
MAP6	1.60133333333333
HN1	0.0374
OR2L13	0.181166666666667
SLC16A11	0.352
FAM96A	-0.3885
APOL1	0.76475
C5orf32	0.74925
RTP1	-0.262
RNF175	0.4885
ZBTB41	1.395
AHCTF1	0.3764
SAE2	-0.8662
ITGA2	-0.0138333333333333
MME	-0.697333333333333
CCDC14	-1.9385
MAST4	1.72035714285714
KRT33B	-0.722
KCTD2	0.088
WDR26	0.222083333333333
MFI2	0.727375
NR4A3	-0.224875
ARSA	1.51375
UNKL	0.593333333333333
SULT6B1	-0.18
CCNA2	-3.19083333333333
SOX15	-0.0815
PPAPDC1B	0.855833333333333
C19orf44	0.1595
MCAT	0.584833333333333
ARID1B	0.494
OR52N1	0.003
C12orf48	-2.27875
MAGI1	0.35375
NIPA2	-0.692
GBX2	-1.9325
RSHL3	-0.37675
RAVER1	0.170166666666667
C15orf17	-0.83625
SLC30A2	0.898625
ZNF518	-0.45975
PCYT1B	-1.467
C10orf114	-0.103
EIF3H	0.6725
SLC25A39	-0.615833333333333
KIF1B	-0.057375
AMOTL2	0.02325
C6orf120	0.845375
PSRC1	-1.9105
PLA2G10	3.6155
KIF5C	1.34475
MRPL37	-0.9375
C17orf62	0.370666666666667
C9orf135	-1.76366666666667
DUSP10	0.3364
CLCNKB	0.156
PSMA5	0.02225
C8orf53	0.888
AMPD3	1.3245
PIAS1	0.14775
ADCYAP1R1	0.0255
GYLTL1B	0.1545
CDH20	0.492833333333333
FBXO7	-0.50425
TMEM134	0.779333333333333
FLJ14213	0.9515
ZNF3	-0.644
LRRFIP1	0.449458333333333
CNOT2	0.481333333333333
ABI3	3.3255
ALDH5A1	0.0661666666666667
HNT	3.1161
SERPINA4	-1.73375
TK2	0.672666666666667
STMN1	-2.49744444444444
GUCA2A	0.114333333333333
GALNT10	1.58807142857143
DPP6	-0.7106
C9orf93	0.448125
PRELID2	0.324625
STK39	-0.27325
SFTPA1	-0.944
CKS2	-1.97888888888889
RHO	0.144
C20orf135	-0.28775
XKR3	-2.94
CR1	0.106
RPS6KA2	1.01757142857143
C20orf112	0.64175
MRPL22	0.108
C4orf23	0.303333333333333
GADD45B	1.08025
KLHDC1	1.50416666666667
C2orf48	-2.364
ZNF287	1.816
DAAM2	-0.96675
DPPA2	-3.09916666666667
TCTN3	0.554
DNAJB11	0.2715
FPR1	4.059
DEFB4	0.1005
PTCD2	-0.5867
SMOC2	4.86233333333333
CABP7	0.233
SERPINB11	0.37025
MAGEF1	0.2335
NDE1	0.511833333333333
ITGA10	-0.6505
FSHB	0.161
ANXA2	1.056125
HORMAD2	0.108
HLCS	0.8325
MCF2L	1.73916666666667
FH	-0.05175
TBC1D24	2.0815
KIAA1505	0.79975
LGALS2	0.137
CNBD1	-0.3525
SYNPO2L	-1.20975
PTPN23	0.190285714285714
C1orf183	-1.0415
MAGEA8	-2.7765
DGCR8	-1.728
GSR	-0.86975
PAQR7	0.35075
ZNF676	-0.17925
CACNA1C	0.2626
SP7	0.4135
PDCD6	-0.16825
NRN1L	-1.7615
BRI3BP	0.142
KIAA1183	1.71175
ASB4	0.3375
CCL23	0.9317
OBSL1	-0.719875
SLC12A7	0.811583333333333
KIAA0240	1.168125
CD1B	-2.38033333333333
FCGR2A	2.330125
MDC1	-1.52225
HTR1A	0.2195
OCEL1	0.737
ATP11B	1.9748125
FBXO34	0.0855
PCDH12	3.75816666666667
RPE	-0.9065
C17orf74	-0.4145
CSDC2	1.22566666666667
PET112L	0.0725
TMBIM1	0.566875
P2RXL1	-0.50675
TCHP	-0.55925
TRMT1	-1.42733333333333
F2RL2	1.59783333333333
LRRC32	3.45016666666667
IMPG2	0.6525
BGLAP	0.106
LOC493869	-0.129
MRAS	1.618
SLC35F5	0.20975
CBWD1	-0.513
AXL	-0.657875
ATP2C2	2.2125
TELO2	-0.1375
PNPLA3	-3.6525
PCDHB14	1.911
CD276	0.6865
KRT80	-1.618625
DUSP28	0.069
CSNK1E	-0.675166666666667
SRP14	0.7975
KCNQ4	-0.026
KRT72	0.111666666666667
CCDC117	0.0255
C6orf89	0.607333333333333
TUBB2B	-2.39466666666667
RTN4IP1	-0.85275
CR1L	-3.48266666666667
CEND1	0.202125
C12orf41	-0.3495
RNF31	0.19
UBN1	0.562333333333333
C17orf32	0.62725
SLC5A7	0.272
GPR92	2.311
ESAM	2.7942
CTNNA1	0.85475
HRBL	-0.4897
CBX4	0.36325
TMEM182	-0.211
SH3TC2	-1.28766666666667
IL10	0.628333333333333
PXMP4	1.381
RNF167	0.6296
PAK7	0.882
ETV3	0.0135
ATPIF1	0.00183333333333333
LOC554207	-2.102
OR8H1	0.3725
WDFY3	0.961125
DPM1	-1.218
GPSM1	-0.315
WDR92	-0.1589
LRP1	0.623
ANKH	-0.086125
THUMPD3	-0.93225
POLR1B	-0.8905
OLFM4	3.70216666666667
RAD9B	0.46775
TSPY2	-3.212
PAX6	-2.121
SCG2	-3.108
SLC17A6	0.08325
FMO3	2.955625
PADI4	-0.114875
TUBB4	-0.7352
NLK	-0.26925
POU4F3	-1.23
SDF4	0.3385
ITGBL1	3.171
NETO1	-1.52375
TAP2	0.51275
ABBA-1	-0.156166666666667
GNAI1	-0.6635
VPS4B	0.8895
NOPE	-0.6039
GALNT6	3.18316666666667
SESN1	0.18275
GBE1	-2.28055555555556
CLASP1	-0.14125
RASGEF1B	0.94
ACOT11	-0.244785714285714
AFAP1	0.6775
OR2H2	0.197
DPY19L2P1	-1.6975
DZIP1	-1.80725
SEC22C	0.150833333333333
GPR161	-0.345083333333333
RNF146	1.03925
WDR74	-0.9155
GALP	-0.936
PURA	1.97275
DNPEP	0.996083333333333
RP11-78J21.1	-1.017
ERBB2	2.0295
FANCM	-0.65725
NEO1	1.18633333333333
DDX3Y	-4.9879
RPS3A	-0.077625
MXRA7	-0.0105714285714286
LGALS3	0.0478333333333333
GLT8D1	0.465
CFL2	-2.12983333333333
UPB1	0.0875
NAP1L5	-0.02025
CLDN14	-0.20275
DHX38	-0.825
BTBD1	-0.20125
TARS2	0.694666666666667
ABCF1	-0.1596
FCF1	0.486833333333333
LRRC49	-0.035
GUCY1B2	-2.0205
C1orf177	0.590333333333333
SMARCA4	-0.586285714285714
LRP8	-3.40683333333333
TAGLN3	-0.93475
MRPL14	-0.27125
TTRAP	-0.098
ZDHHC20	1.22
NFE2L3	-1.0845
KIAA1377	2.297
PALMD	0.5369
TMEM43	-0.04125
TTL	-1.366375
STAT5B	-0.905333333333333
SSB	-0.9275
OR10H5	0.367
SLC22A13	-0.46525
AKAP3	-0.7455
TIMM23	-0.122166666666667
OAS2	2.87733333333333
KIAA0423	1.01375
TRIM11	0.531666666666667
GLIS3	1.968625
TMEM50B	1.06433333333333
ARHGEF4	-1.623
DEGS1	-0.409727272727273
TBL1XR1	0.860566666666667
G6PD	-1.8125
SP140	1.6188
MUC17	0.161928571428571
NUDC	-0.1638
DNAJC5B	1.66733333333333
SCARA3	-1.2555
CPA3	5.6945
BCAT2	0.3985
MFN1	-0.5074
NRG3	0.2435
SNX11	0.4395
PLEKHH1	-1.51366666666667
GPR177	-1.0485
HCFC2	0.38875
TCAP	-1.4165
MOCOS	-1.81475
C14orf93	-0.55
PRDM10	-0.5485
SLC16A4	1.04858333333333
SRGAP1	0.146166666666667
VIP	0.5355
DUSP27	1.34766666666667
LILRA1	1.5265
MC2R	-0.147
MGC24103	-1.73025
MBTD1	-1.354
FUT11	-0.47
USP33	0.4039
C15orf39	-1.358
MAP3K12	-0.011625
PAAF1	-0.618333333333333
BARHL1	0.0575
FLJ16165	-0.2985
PIWIL2	-3.06425
SYNE1	0.449454545454545
CMTM4	0.1085
TSPYL1	1.37
GUF1	-0.01
TMEM157	1.259
WDR44	0.01425
HIST1H3C	-0.08925
DKFZp666G057	0.6075
RNPEP	0.86175
GAS2L2	-0.0593333333333333
ADH4	-5.0815
GRPR	4.5915
FBXL17	0.88075
ZBTB10	-0.0425
Gcom1	0.393777777777778
HTRA1	2.5478
ZNF585A	0.316166666666667
SLC26A2	1.09428571428571
OTOP3	0.389833333333333
WISP1	3.00455555555556
ATP2B4	-0.804333333333333
FLJ10769	0.68775
CRAMP1L	0.00750000000000001
CHST12	-1.18575
RAB22A	0.48025
TARDBP	-0.433428571428571
STAU1	0.05375
CRB3	2.08966666666667
MIG7	-1.364
CHMP1A	-0.4445
ZNF160	-0.117375
B3GALT6	0.08625
BARX1	-1.14966666666667
C6orf167	-2.3833125
NXNL1	0.488
DHX29	0.750125
HADHB	0.166
PLXNB2	0.682875
ILDR1	-1.0885
SLC15A3	3.40875
GAS2	-4.6565
C20orf69	0.123
NUMB	0.2995
TNIP1	0.477875
MESP1	0.628833333333333
PSKH1	-0.518
NSFL1C	0.158625
RHOG	0.6795
HEY1	-1.89333333333333
KNG1	-1.748125
ITGAX	2.5255
LIN9	-1.23583333333333
CANT1	0.92725
XRN1	0.922642857142857
CCDC96	1.8126
HEATR6	-0.8665
GNG7	0.381083333333333
RUNX2	1.5523125
SOX1	0.275
FCRL5	0.5602
ZNF99	0.340875
FAM9A	0.904
SNX22	0.441333333333333
MBNL3	-1.96683333333333
ODC1	-2.4227
ADORA2B	-3.20416666666667
NR2F6	-0.08575
ZFYVE16	-0.0581111111111111
SYNJ2BP	1.3202
POLE	-1.116625
E2F2	-1.62375
THRA	0.2595
PTGES2	-1.06083333333333
HIP1R	0.910666666666667
TMUB1	-0.909
ENO3	-1.98575
RSPH10B	-0.1155
CXorf39	1.39325
IRGC	0.3135
GPR109B	-1.05575
FLJ13305	-0.7155
LCE3A	-0.2575
TNFRSF18	-0.434333333333333
DET1	-0.01025
TRPM3	-0.30025
C16orf79	-1.7205
FECH	0.980333333333333
RAP2A	0.0743333333333333
CRIP1	3.00833333333333
AZIN1	-0.447625
SLC7A7	4.247
IL10RA	1.5195
TMEM64	-3.1735
CDC42EP4	0.3317
C16orf58	0.5051
ARG2	-2.93875
POU5F1P4	-5.05375
FAM62B	-0.769875
DNAH8	-1.6019
ASH2L	-0.089875
TSLP	-3.111
CNTNAP5	-0.210333333333333
TMEM16C	-0.85875
IFNA14	0.79
SLC1A3	1.09
CABYR	0.9585
BCL7B	-0.4332
NUDT13	-1.231
C13orf28	0.29725
C1orf53	0.68225
ARL6IP4	0.4931
RPL35A	-0.02
EMR3	1.52425
RAB40C	0.69925
SLC41A1	-0.716333333333333
LRCH1	0.53625
LY6G5B	-0.6355
FAM124A	-0.5825
MGC10981	-3.8925
CLIP3	0.2465
MAP4K2	-0.129833333333333
CHIC1	0.6675
SULF1	3.88983333333333
C20orf30	-0.154214285714286
PRDM5	-0.232
ELOVL1	0.0765
C11orf48	-0.704125
SLC39A10	-0.1165
KCNV1	-0.16675
ACP1	-0.652
ZMYM2	0.055
B3GNT6	0.240166666666667
C9orf69	0.1035
C2orf15	1.0595
C20orf166	0.398
HSP90AA6P	0.3665
EDG7	-0.2725
NEURL	-0.20725
LPL	0.392166666666667
CLEC2D	-0.114642857142857
GRRP1	1.78716666666667
CD8B	-2.2728
HIST1H3D	-0.756833333333333
SLC6A12	0.9065
FAM27L	0.0105
CD84	3.1555
RASA1	0.4965
PHKG1	-0.3985
MAGEA11	-1.8445
IMPA1	-1.6447
NPM3	-1.78975
RARRES1	2.975
SH3BP1	0.29175
B3GNTL1	-0.4095
ARPC5L	-0.471166666666667
KLHL26	0.451
SIM2	-1.513875
GJC1	0.6145
C20orf194	0.50625
EXO1	-3.0875
SLC2A2	-1.98166666666667
LOC285074	-1.37175
LRG1	2.062
KIRREL	0.591
PIK3R1	2.59242857142857
C4orf34	0.95625
MAF	-0.850722222222222
ADCY4	3.806
ZMIZ2	0.6387
SLC46A3	2.678
STAMBP	-0.1385
CCDC16	0.222
MS4A12	0.297
TCF20	-0.46625
LRRC46	2.41625
C20orf152	-0.0125
MRPS6	-1.12775
ABCB11	0.0875
KCNC2	4.7025
CDH19	-2.201
C9orf123	-0.074
SSH3	1.04125
LDLRAD1	-0.391
CCBE1	-0.47275
ZNF135	1.412875
TAAR1	0.222
WFDC12	0.1245
CCDC42	0.612833333333333
FLJ12529	-0.725
PER1	-0.986
TIMM50	-0.434333333333333
SMARCAD1	-0.749333333333333
FAM26C	0.157
TP53TG3	-0.0161666666666667
SH3RF1	2.5945
LMCD1	2.9
GPR63	-0.739
FLJ21986	-1.121875
AIFM3	-0.88425
MICAL1	0.493
BLZF1	0.842
IQCA	2.56666666666667
PCDHGC3	0.391
SAC	-0.0865
BCL6B	2.51983333333333
DDO	0.36625
MARCO	1.93925
DCHS1	1.66616666666667
C1orf170	0.493333333333333
CD200R1	0.979333333333333
C22orf15	-0.6505
SEPT11	-0.018
ADNP	-0.29775
UST	-0.3855
C13orf34	-1.28316666666667
RFFL	0.373214285714286
APBA3	-0.098
C2orf60	-1.086
CUTL1	-0.1799
PMS1	-1.167125
ZNF689	0.771
EIF3E	-1.036
IL9	0.1525
RPL31	-0.72
LY9	0.773833333333333
ATP2B3	-0.291
KDELR2	0.854083333333333
TFCP2	0.374125
NLRP12	1.208625
FLJ45422	0.215
TLE4	-0.7211
ZNF570	0.006
FLJ43806	-0.394
TLK2	-0.280125
CIR	0.69975
MARS2	-0.4615
COL24A1	0.63575
SDF2L1	-0.2585
HIBADH	-0.266166666666667
IGFBP3	-2.02392857142857
C12orf23	0.82925
PSPC1	0.1655
C20orf43	0.13975
TRAV20	-0.2
ARHGAP24	1.10375
KIAA1975	-1.648
C1QA	3.6481
