Hybridization REF	TCGA-A1-A0SK-01A-12R-A084-07
LOC389199	0.151
LGI2	1.86916666666667
NAPE-PLD	-0.6113
ANKRD6	1.48
WDR45	-0.502
SHROOM1	-2.05925
PSCD3	-0.6095
PYY	0.1355
KCNC1	3.6265
ARHGEF9	-1.345
OR8J1	0.46875
GPR55	-0.6986
NS3BP	-1.516
C10orf22	1.10716666666667
NAT8L	-0.789
DUSP4	-2.33416666666667
FOXM1	1.5365
GRAMD2	0.8003
ZBTB48	0.0705
BUD31	0.9865
PABPC5	0.2685
CCDC41	-0.4
FBXO11	1.11425
C6orf148	0.69125
RFXAP	1.306
C6orf15	0.912666666666667
CDK8	1.401
C6orf70	-0.5205
TESSP2	0.295
ALG2	0.12025
PPP1R3D	0.90075
TPM3	0.992111111111111
SYT13	4.48725
EPB42	-0.508166666666667
CETN3	-1.2625
PRY	0.521
NTHL1	-0.913833333333333
POLR2B	1.156
RPS28	-0.598166666666667
P2RX3	-0.02875
LYZL4	-0.216
WBP4	1.207
PMM1	-1.1365
C11orf79	0.49325
CBLL1	-0.56325
IL1F10	1.07766666666667
VAX2	2.6785
SETDB1	0.590666666666667
LRAP	-1.99383333333333
GCLM	-1.16133333333333
CPEB3	1.17275
PPM1A	0.899875
INTS1	-0.724
CAMTA1	2.28075
SAMSN1	-3.4035
LOC158830	-3.592
GMPPA	-1.882125
AIPL1	0.14375
IL24	-0.332583333333333
BDKRB1	-2.8325
MLF1	2.5249
TAF12	-0.79725
ID1	-3.005
THADA	0.091
PIK3CB	-0.27425
OR4N5	2.1405
TBC1D17	-0.397833333333333
COX8A	-0.8905
CDCA4	1.09875
C2orf44	0.655
ZNF534	-0.87
IMMP1L	0.13275
NIPSNAP3B	1.14225
FTMT	0.19175
PWP2	0.229333333333333
MMP15	-0.446
DNAH11	-0.02625
MTMR14	-0.5935
DNAL4	2.1455
IPP	-0.7735
TMEM59	-0.026125
C1orf157	1.1225
RGS4	-0.0936666666666667
DDX18	0.573666666666667
SNX6	0.62
ZNHIT2	0.2385
NCDN	-1.0975
FLJ33534	-0.19
RAG1	-2.57328571428571
OR4D10	0.246
PTPN5	0.147833333333333
POMT1	0.080625
LRRC8A	0.3707
CYP1A1	-1.98825
CAPN1	0.944
DDHD2	2.147125
GRIK2	0.746
GNRHR	0.0475
PPBP	1.11766666666667
HTR3A	0.98925
SLITRK4	2.9915
ANKRD49	0.54325
BTF3	-0.6806
SARS	-0.51225
C13orf18	1.11683333333333
CACNB1	-0.239785714285714
QKI	0.0229090909090909
SETMAR	0.703875
MAN2B1	0.0695
EML3	-1.62975
ACADL	-0.188333333333333
OFD1	0.1385
DEFB114	0.5595
CGA	-4.834
PEX16	-0.202333333333333
LRRC10	-0.6805
GNG12	-2.1795
C1orf152	-0.147833333333333
CHRM1	0.4805
CD53	-1.7315
DBH	1.75075
TFAP2B	5.403375
HIST1H2BJ	-0.5665
FAM46D	-0.506
TMEM11	0.22325
C3orf32	-3.215
PCCB	-0.780875
IPO13	0.152125
C6orf105	-3.40375
COMMD5	1.18525
SUV420H1	1.418
LTBR	1.356
ARHGAP15	-2.318
HDHD2	1.07575
TDRKH	0.180166666666667
LOC401052	-1.085
PSG4	-1.15266666666667
GNB4	-0.3609
SPATA4	-0.475
SLC9A3	-1.3235
OSBP	0.813166666666667
NBPF3	-0.0699166666666666
DOCK11	-0.41
SLC39A5	-2.6205
PRR5	-0.6084
C10orf63	0.251875
SMTNL2	3.03025
ADRA1A	0.22725
ASAH1	-0.7977
DOM3Z	0.3134
GIPR	0.790166666666666
AHI1	0.6205
NADSYN1	-2.21616666666667
RGS14	-0.953
IL18BP	-0.0195
RTN4RL1	1.547
ARMC6	0.72175
PSMD5	0.346333333333333
HK3	1.3181
OR4S1	1.73
RSU1	0.7461
MAD2L1	0.423777777777778
EIF4A3	0.1405
DLEC1	-1.12783333333333
E4F1	-1.11266666666667
CHMP2B	-0.1783
CAMSAP1	0.84725
RPS21	-0.3175
ARID5A	-0.9675
UBE2N	1.2003
IGSF8	-0.114166666666667
MAGEB6	-2.6115
ACAD11	-1.4418
MGC4172	-0.64475
LMO4	0.51275
KLKB1	0.06675
HP	-1.3475
HDAC3	-0.15225
SCHIP1	3.538
CLCA1	-0.0895
OLFML2A	0.1205
C1orf112	-0.69825
KIF19	1.54058333333333
HAPLN4	0.6177
CXCR7	1.456
GOT2	-0.9049
RAB38	-1.69925
DCX	6.079
PPM1H	2.54508333333333
NFYC	0.184666666666667
KIN	-0.019625
ZNF228	1.48325
PLSCR4	-0.971
HIG2	0.141
FAM79B	0.111
C21orf86	-0.3375
KCNK10	2.60825
ZNF738	1.172625
FSTL5	1.0235
OR6A2	0.601
OTOA	-0.2445
EXOC1	-0.1115
AHRR	-2.78375
PDAP1	-0.915916666666667
C19orf6	-1.484375
ZAN	0.062
LY6G6E	-0.21
EIF4E2	-0.90375
C20orf198	-0.638
ZNF324	0.893
CYP3A5	-3.52566666666667
ENTPD7	0.596833333333333
MBOAT5	1.62666666666667
GJB5	2.55875
TTC13	0.23075
S100Z	-2.3458
KIAA0664	0.107
PDGFRB	0.81825
IL17D	1.14025
OR56B4	-0.6015
RDX	-0.333333333333333
SLC34A3	0.1625
IL28B	-0.2815
JUND	0.15725
CHRNB1	-0.7275
CAMK2B	3.44525
FETUB	-2.82125
CXorf23	0.014875
MRTO4	-0.570875
TTC3	0.5981
NDUFB8	-1.15166666666667
EDG2	-4.26225
SEMA3G	-1.28425
IL23A	0.22
GRHL1	0.3128
LOC441054	-3.0925
WDR65	0.665428571428571
PSTK	0.7655
STOML3	0.740833333333333
R3HDM2	0.8418
C5	-2.21825
SLC2A10	-0.256
C3orf22	0.61475
PAQR3	-0.129230769230769
ANKRD26	-0.916166666666667
HCRTR1	0.3275
LOC399947	1.019
PSD2	3.80375
TIGD2	0.290666666666667
SCRN1	-1.015375
COQ10A	0.714
DDI2	-0.37
METTL7B	-0.978666666666667
UCN2	-0.0825
FAM92A3	1.715
WDR16	-0.3915
ZNF511	-0.676833333333333
ZMYM5	0.924375
POLR3G	-2.9945
ZNF586	0.92425
C1orf49	-0.0311666666666667
TANK	0.404
RCAN1	-0.520666666666667
PELI3	0.812333333333333
LIMD2	0.499416666666667
TMEM189	-0.174
NTN4	-4.010625
LOC151300	0.287
CLEC2A	-0.644
GPR135	-0.77525
DPYSL4	2.0785
JAK2	-0.892333333333333
TSHZ1	0.561166666666667
TM9SF4	-1.533875
ZNF264	0.535833333333333
SIRPG	0.304375
BICD1	0.73125
HERC6	-0.609666666666667
METTL5	-0.307
CASP1	-2.10125
PRRT1	-0.709833333333333
PLA2G4C	2.7235
ICA1L	1.38242857142857
TPTE2	0.0583333333333333
OTUD7A	-0.0206666666666667
AQP11	-2.34775
APOA2	-5.3631
KALRN	1.1009
SECTM1	-0.317333333333333
IFNAR1	-0.05275
TALDO1	0.27025
RAB11FIP4	1.44391666666667
EIF5A	-1.071
FAM49A	3.5425
NEGR1	-0.698666666666667
YTHDC2	-1.229875
EHD2	-2.39425
NCF1	0.1407
SCRT2	-0.354
HOXA5	2.55433333333333
NUP133	-0.19125
FGF12	2.292375
SLMO2	0.608875
SNTA1	0.04325
CACNG2	3.583
GCM1	0.199
ELF1	0.2725
TLR5	1.2695
TCFL5	-2.14875
RBMY2FP	-3.195
LOC100125556	-1.07275
FAM129B	-0.086875
MAP3K7IP1	-0.06125
NCK2	2.0225
OXA1L	-1.2365
FMO9P	0.282
ZSCAN12	1.181
PSMD12	-0.110333333333333
HSCB	-0.23325
CLDN10	1.45475
MGC13053	-0.142333333333333
HPCAL4	1.376
ASZ1	-0.4525
MEX3D	0.15325
NFAT5	-1.9756
CSPG4LYP1	-0.665
FBXO3	1.0244
DVL1	-0.0753333333333333
CMKLR1	0.599166666666667
TYMS	0.841625
PEF1	1.165
ZNF750	0.155833333333333
MCM5	0.8202
MEGF11	6.15325
KCNK7	-0.0615
PTP4A3	0.7205
C1QTNF2	-1.18416666666667
OR6S1	-0.4975
FAM122B	-0.73825
ZNF551	0.800625
HBQ1	-2.7815
GEMIN6	-1.3335
ARSK	-0.29275
RBP7	3.4675
CPNE9	0.47
DSC1	0.0605
LOC730112	-0.80725
MAP2K4	-0.104875
HS3ST5	-0.245
EPB41L3	0.768
TEKT2	1.922
CDKN2B	0.251
ZNF480	-1.8985
MAP3K6	-0.0099
MAP6	3.9415
HN1	0.2003
OR2L13	0.5742
SLC16A11	0.18125
FAM96A	-0.00775
APOL1	-1.2195
C5orf32	-2.06325
RTP1	4.381
RNF175	-0.563625
ZBTB41	0.683875
AHCTF1	-0.1724
SAE2	1.6577
ITGA2	-1.99741666666667
MME	1.44466666666667
CCDC14	-0.0885
MAST4	-0.753
KRT33B	-0.8225
KCTD2	0.315666666666667
WDR26	-1.03341666666667
MFI2	1.461875
NR4A3	-1.39314285714286
ARSA	-1.30475
UNKL	-1.1145
SULT6B1	-0.1255
CCNA2	-1.01683333333333
SOX15	-0.582
PPAPDC1B	1.38966666666667
C19orf44	0.0925
MCAT	0.142833333333333
ARID1B	0.045625
OR52N1	0.6415
C12orf48	0.3345
MAGI1	-0.117875
NIPA2	-0.218
GBX2	2.92825
RSHL3	1.92375
RAVER1	0.173666666666667
C15orf17	0.18775
SLC30A2	1.686375
ZNF518	-0.5005
PCYT1B	-0.535
C10orf114	-1.13775
EIF3H	1.43616666666667
SLC25A39	-0.627
KIF1B	0.83025
AMOTL2	0.58275
C6orf120	-0.37675
PSRC1	-0.349
PLA2G10	0.682875
KIF5C	1.674625
MRPL37	0.274
C17orf62	-0.879333333333333
C9orf135	-1.23616666666667
DUSP10	-0.9123
CLCNKB	0.2905
PSMA5	-0.9055
C8orf53	0.26375
AMPD3	0.583833333333333
PIAS1	0.61325
ADCYAP1R1	0.077
GYLTL1B	1.23775
CDH20	0.307833333333333
FBXO7	0.02175
TMEM134	-0.659833333333333
FLJ14213	0.292166666666667
ZNF3	0.65725
LRRFIP1	-1.050375
CNOT2	0.668583333333333
ABI3	0.485
ALDH5A1	-0.151
HNT	1.4559
SERPINA4	-3.53875
TK2	-0.939
STMN1	1.24566666666667
GUCA2A	-0.1215
GALNT10	-0.881785714285714
DPP6	2.6558
C9orf93	0.73025
PRELID2	-3.084625
STK39	1.577875
SFTPA1	-0.53775
CKS2	-0.115777777777778
RHO	-0.292875
C20orf135	-0.66125
XKR3	-2.9045
CR1	0.5665
RPS6KA2	0.113928571428571
C20orf112	0.46925
MRPL22	-0.929
C4orf23	0.242166666666667
GADD45B	-1.0905
KLHDC1	0.796333333333333
C2orf48	0.5
ZNF287	1.4
DAAM2	-1.916
DPPA2	-3.27483333333333
TCTN3	-0.370333333333333
DNAJB11	0.463875
FPR1	1.798
DEFB4	0.0935
PTCD2	-0.4266
SMOC2	3.50783333333333
CABP7	2.9025
SERPINB11	0.345666666666667
MAGEF1	0.62975
NDE1	0.145
ITGA10	-0.882
FSHB	0.0345
ANXA2	-1.794875
HORMAD2	3.91725
HLCS	-0.00875
MCF2L	2.4415
FH	-0.8255
TBC1D24	0.416
KIAA1505	0.5725
LGALS2	-3.945
CNBD1	0.2305
SYNPO2L	-0.9945
PTPN23	-0.683357142857143
C1orf183	-0.915666666666667
MAGEA8	-4.73325
DGCR8	-1.186125
GSR	-2.83575
PAQR7	0.746
ZNF676	-0.456
CACNA1C	1.6256
SP7	0.3125
PDCD6	-0.528
NRN1L	-1.4985
BRI3BP	1.20258333333333
KIAA1183	2.44575
ASB4	-0.218
CCL23	-0.1954
OBSL1	-0.620375
SLC12A7	1.777
KIAA0240	0.237
CD1B	-4.03766666666667
FCGR2A	-1.114
MDC1	0.56875
HTR1A	0.4525
OCEL1	-2.28925
ATP11B	-0.2675
FBXO34	-0.00233333333333335
PCDH12	2.4905
RPE	-0.30425
C17orf74	-0.233
CSDC2	0.596833333333333
PET112L	-0.68025
TMBIM1	-0.3065
P2RXL1	-0.57175
TCHP	0.32325
TRMT1	-1.18966666666667
F2RL2	-1.17566666666667
LRRC32	1.208
IMPG2	0.056
BGLAP	0.00275
LOC493869	-3.78933333333333
MRAS	1.052
SLC35F5	-1.1785
CBWD1	0.167
AXL	-3.718125
ATP2C2	-0.434
TELO2	-1.287
PNPLA3	-1.6975
PCDHB14	0.26025
CD276	0.33225
KRT80	-1.37375
DUSP28	0.018
CSNK1E	1.2465
SRP14	0.036
KCNQ4	0.634
KRT72	2.42483333333333
CCDC117	0.058875
C6orf89	0.0862222222222222
TUBB2B	1.97233333333333
RTN4IP1	-1.1245
CR1L	-4.29016666666667
CEND1	0.420375
C12orf41	1.80583333333333
RNF31	-0.623
UBN1	-0.671166666666667
C17orf32	0.395
SLC5A7	-0.2035
GPR92	1.323
ESAM	2.1487
CTNNA1	0.0816666666666667
HRBL	-0.5687
CBX4	-0.4625
TMEM182	1.85375
SH3TC2	-2.017
IL10	1.168
PXMP4	-1.092
RNF167	0.1487
PAK7	3.073
ETV3	1.608
ATPIF1	-1.672
LOC554207	-2.86816666666667
OR8H1	0.13325
WDFY3	0.89875
DPM1	-0.19675
GPSM1	-0.619
WDR92	0.1993
LRP1	-0.3385
ANKH	-1.49575
THUMPD3	-1.474
POLR1B	-0.2315
OLFM4	2.43466666666667
RAD9B	3.046
TSPY2	-4.2645
PAX6	0.714833333333333
SCG2	-1.30925
SLC17A6	2.9085
FMO3	1.445
PADI4	-0.027125
TUBB4	0.5267
NLK	-0.8005
POU4F3	2.009
SDF4	-0.669
ITGBL1	0.0513333333333333
NETO1	-1.952625
TAP2	-0.65025
ABBA-1	-0.343833333333333
GNAI1	0.96725
VPS4B	1.1395
NOPE	-1.401
GALNT6	0.481333333333333
SESN1	0.688375
GBE1	-1.34255555555556
CLASP1	-0.0955
RASGEF1B	2.8945
ACOT11	-0.115785714285714
AFAP1	1.79275
OR2H2	-0.00925
DPY19L2P1	-1.21825
DZIP1	-0.425
SEC22C	-1.41341666666667
GPR161	1.79966666666667
RNF146	1.3555
WDR74	-0.753125
GALP	0.047
PURA	0.0555
DNPEP	-1.34466666666667
RP11-78J21.1	0.88775
ERBB2	-1.65575
FANCM	-0.621666666666667
NEO1	1.1345
DDX3Y	-4.9953
RPS3A	0.44225
MXRA7	-0.183071428571429
LGALS3	-1.9145
GLT8D1	-1.15675
CFL2	-2.9685
UPB1	0.69475
NAP1L5	0.626875
CLDN14	1.486
DHX38	-0.581
BTBD1	0.20025
TARS2	-0.794166666666667
ABCF1	-0.0865
FCF1	0.368833333333333
LRRC49	2.62725
GUCY1B2	-2.8025
C1orf177	-0.787333333333333
SMARCA4	0.898928571428571
LRP8	-1.437
TAGLN3	3.57575
MRPL14	-1.06725
TTRAP	0.20625
ZDHHC20	2.48725
NFE2L3	0.68975
KIAA1377	0.0915
PALMD	-1.1566
TMEM43	-1.5245
TTL	0.613375
STAT5B	-1.50133333333333
SSB	-0.3895
OR10H5	-0.082
SLC22A13	-1.03066666666667
AKAP3	2.40925
TIMM23	0.378
OAS2	0.568666666666667
KIAA0423	1.004
TRIM11	-0.667
GLIS3	0.35225
TMEM50B	-0.717
ARHGEF4	1.94225
DEGS1	-1.147
TBL1XR1	0.3583
G6PD	-2.6665
SP140	-1.6396
MUC17	0.00507142857142856
NUDC	0.2181
DNAJC5B	2.499
SCARA3	-2.04666666666667
CPA3	-0.160333333333333
BCAT2	-0.98625
MFN1	-0.3569
NRG3	2.993
SNX11	-0.08
PLEKHH1	0.317333333333333
GPR177	-3.38166666666667
HCFC2	0.24575
TCAP	0.83575
MOCOS	-0.627
C14orf93	-0.2485
PRDM10	0.4385
SLC16A4	-1.35241666666667
SRGAP1	-0.307
VIP	0.91975
DUSP27	-0.522
LILRA1	-0.6179
MC2R	-0.0175
MGC24103	-4.4215
MBTD1	-1.343
FUT11	-1.478
USP33	1.1246
C15orf39	-1.2115
MAP3K12	0.227
PAAF1	-0.0241666666666667
BARHL1	1.6855
FLJ16165	0.0625
PIWIL2	-2.94175
SYNE1	-0.02025
CMTM4	0.75275
TSPYL1	0.8152
GUF1	-0.0583333333333333
TMEM157	-0.4365
WDR44	-0.2195
HIST1H3C	0.163
DKFZp666G057	1.22375
RNPEP	-0.1145
GAS2L2	0.558833333333333
ADH4	-5.42633333333333
GRPR	-0.198833333333333
FBXL17	0.13525
ZBTB10	1.83725
Gcom1	0.394055555555555
HTRA1	-0.6615
ZNF585A	0.0629999999999999
SLC26A2	-0.849571428571429
OTOP3	0.4346
WISP1	0.648
ATP2B4	0.176166666666667
FLJ10769	1.68275
CRAMP1L	0.136
CHST12	-1.50775
RAB22A	0.464
TARDBP	0.565
STAU1	0.69125
CRB3	1.09633333333333
MIG7	-1.6725
CHMP1A	-0.034
ZNF160	0.824625
B3GALT6	0.632625
BARX1	2.336
C6orf167	0.8295625
NXNL1	0.2035
DHX29	-0.255125
HADHB	-1.225
PLXNB2	0.163
ILDR1	-1.4905
SLC15A3	0.346
GAS2	-2.2185
C20orf69	-0.45375
NUMB	-0.7015
TNIP1	-0.109875
MESP1	1.44066666666667
PSKH1	-0.82625
NSFL1C	0.844375
RHOG	-0.77775
HEY1	-0.1385
KNG1	-2.262
ITGAX	0.3719
LIN9	-0.439
CANT1	0.045875
XRN1	-0.155857142857143
CCDC96	0.4477
HEATR6	-2.21766666666667
GNG7	-1.1215
RUNX2	0.1535625
SOX1	0.349
FCRL5	0.1112
ZNF99	1.004
FAM9A	-0.694
SNX22	0.905666666666667
MBNL3	-1.49966666666667
ODC1	0.4004
ADORA2B	-2.4105
NR2F6	0.4085
ZFYVE16	-0.836944444444444
SYNJ2BP	-0.2407
POLE	0.6665
E2F2	0.61575
THRA	0.768833333333333
PTGES2	-0.714333333333333
HIP1R	1.06933333333333
TMUB1	-1.14966666666667
ENO3	0.5645
RSPH10B	1.207
CXorf39	0.090625
IRGC	0.3505
GPR109B	-0.68275
FLJ13305	1.1485
LCE3A	-0.5155
TNFRSF18	-0.872833333333333
DET1	0.217
TRPM3	-0.0785454545454546
C16orf79	-1.5775
FECH	-0.2785
RAP2A	1.86466666666667
CRIP1	-1.37416666666667
AZIN1	1.408375
SLC7A7	1.4935
IL10RA	-0.878
TMEM64	-3.26625
CDC42EP4	0.5245
C16orf58	-1.3425
ARG2	-0.364
POU5F1P4	-4.32225
FAM62B	-0.232625
DNAH8	-2.4805
ASH2L	1.646875
TSLP	-2.61783333333333
CNTNAP5	-0.0256666666666667
TMEM16C	-0.741
IFNA14	-0.399
SLC1A3	-0.8335
CABYR	0.935
BCL7B	0.2345
NUDT13	-2.31466666666667
C13orf28	-0.06675
C1orf53	-0.83275
ARL6IP4	0.3871
RPL35A	-0.152
EMR3	0.06275
RAB40C	0.18725
SLC41A1	-0.4445
LRCH1	1.26125
LY6G5B	-0.6185
FAM124A	1.79785714285714
MGC10981	-1.7015
CLIP3	1.5372
MAP4K2	-0.837833333333333
CHIC1	-0.15525
SULF1	2.483
C20orf30	0.130857142857143
PRDM5	-1.82325
ELOVL1	-1.157
C11orf48	-1.437125
SLC39A10	0.27775
KCNV1	1.17775
ACP1	0.687833333333333
ZMYM2	0.902
B3GNT6	0.210666666666667
C9orf69	-0.013
C2orf15	0.96925
C20orf166	1.397
HSP90AA6P	0.457
EDG7	1.003
NEURL	0.99825
LPL	1.6035
CLEC2D	-0.850615384615385
GRRP1	1.403
CD8B	-2.7584
HIST1H3D	-0.477
SLC6A12	0.642
FAM27L	0.3155
CD84	0.9369
RASA1	-0.295
PHKG1	-0.41
MAGEA11	-1.626
IMPA1	1.7007
NPM3	-1.38725
RARRES1	2.62875
SH3BP1	0.895375
B3GNTL1	-1.656
ARPC5L	0.403
KLHL26	1.01225
SIM2	2.883375
GJC1	0.1265
C20orf194	-1.38075
EXO1	-1.7535
SLC2A2	-2.4895
LOC285074	0.4435
LRG1	-4.67425
KIRREL	-0.922
PIK3R1	0.822857142857143
C4orf34	-0.43925
MAF	-3.25805555555556
ADCY4	3.02333333333333
ZMIZ2	0.2667
SLC46A3	0.8785
STAMBP	0.2955
CCDC16	0.73925
MS4A12	-0.1505
TCF20	0.5875
LRRC46	-0.7775
C20orf152	0.297
MRPS6	0.116
ABCB11	-0.011
KCNC2	1.59833333333333
CDH19	-1.70983333333333
C9orf123	1.12033333333333
SSH3	-2.0845
LDLRAD1	-3.064
CCBE1	-0.661
ZNF135	2.539875
TAAR1	-1.2835
WFDC12	0.047
CCDC42	0.353833333333333
FLJ12529	0.846
PER1	-1.19933333333333
TIMM50	-0.144333333333333
SMARCAD1	0.455
FAM26C	0.8335
TP53TG3	-3.221
SH3RF1	2.7008
LMCD1	1.575
GPR63	-0.267
FLJ21986	-3.66685714285714
AIFM3	-0.2225
MICAL1	-0.676333333333333
BLZF1	0.1205
IQCA	2.63533333333333
PCDHGC3	-0.7595
SAC	0.17575
BCL6B	1.52433333333333
DDO	-1.09
MARCO	3.5135
DCHS1	2.03616666666667
C1orf170	-2.5405
CD200R1	0.4545
C22orf15	0.25
SEPT11	0.898666666666667
ADNP	0.84025
UST	0.9439
C13orf34	1.035
RFFL	0.516357142857143
APBA3	1.4315
C2orf60	-0.180625
CUTL1	-0.0466
PMS1	0.0425
ZNF689	-0.967
EIF3E	1.289
IL9	-0.522333333333333
RPL31	-0.22725
LY9	-0.589333333333333
ATP2B3	3.02075
KDELR2	-0.793958333333333
TFCP2	0.589375
NLRP12	-0.886125
FLJ45422	-0.14175
TLE4	-1.2534
ZNF570	0.6655
FLJ43806	-0.00700000000000001
TLK2	0.109375
CIR	0.56525
MARS2	1.0665
COL24A1	-1.081
SDF2L1	-2.185
HIBADH	-1.70716666666667
IGFBP3	-2.53142857142857
C12orf23	0.121375
PSPC1	2.16325
C20orf43	0.59
TRAV20	-0.415
ARHGAP24	-0.42425
KIAA1975	-0.542625
C1QA	2.7354
DNTT	-3.9815
C10orf6	0.186666666666667
C11orf41	1.8015
HNRPF	0.248
COL11A1	4.76216666666667
UBAP2	0.2425
CDKN2AIPNL	-1.7225
C20orf174	1.66125
SPRED2	0.28925
PLA2G12A	-0.178833333333333
ICEBERG	-1.979
SCN10A	0.0885
C11orf65	0.4275
GBP5	2.0865
PITPNC1	-0.913166666666667
POU3F3	-0.143
NCOA7	-0.0385
LIN7C	0.7521
LOC348840	-0.183
NKX2-2	-3.277
ANKRD13D	0.2305
LOC123688	-0.97725
FUT2	0.9705
TAAR8	0.244
FZD4	-2.0045
PNMA3	1.07083333333333
OR4L1	0.7585
WIT1	-2.96225
EXOC3L	1.31125
ATPBD4	-1.0306
KRBA1	-0.24675
UBXD6	-3.43025
HOXB7	-1.22028571428571
C7orf23	-1.2745
UNQ338	-0.2155
STAB2	0.15725
CDC20B	-0.173
IRF9	0.7315
CENTG1	0.04475
TNPO2	0.12875
MCPH1	-0.197375
BMS1P5	-1.2515
SLC26A7	2.3075
HIST1H3J	0.05275
C9orf3	1.8585
LBH	0.68875
MYO1D	1.076875
PTDSS2	0.122
NFU1	-1.093
DEPDC4	-0.553
WNT7B	0.2953
GLP2R	-0.7988
SETD4	0.1379
DYNLT3	-1.6538
FKBP11	-3.35016666666667
SESTD1	0.932666666666667
FLII	-0.50425
RPS16	-0.102
CHPF	-1.5335
CSNK2A1	-0.229333333333333
SUMO1P1	1.04225
FKBP6	-0.72
ZNF214	2.52933333333333
TWIST1	-1.47966666666667
DDX56	-0.849833333333333
TRAM1L1	2.0312
EPO	-3.39266666666667
MRPS18B	-0.52575
ZNF682	0.8585
RPL14	-0.985833333333333
MAFF	0.443
LOC51136	-1.002
LY96	-2.34975
DDX20	-0.31175
ABTB1	-0.3875
ARL5A	0.8336
CCT6A	-0.28475
HEPACAM	-1.78
EHHADH	0.658333333333333
RBAK	0.377166666666667
CGB1	1.971
ITGB5	-2.2191
YIPF3	-0.29375
FKBP2	-1.86825
NR1D1	-0.6726
TMEM110	-1.2415
NEK2	0.7715
PRAMEF8	-3.955
C20orf52	-1.1895
PCDHGA3	0.494
VWA3B	0.435
NDUFA5	0.50475
THAP9	0.92425
FLVCR2	-1.82583333333333
AP1S1	-0.1215
SMAD6	-0.31675
SAV1	0.327125
SAT1	0.95425
ZNF251	2.7975
ADAMTS7	-0.4718
RPP38	-0.085
C1orf211	0.794
YPEL2	0.412421052631579
RBMS1	-0.1575
ZNF445	-0.372
NRXN2	1.456
PGBD4	-0.47225
UGT2B28	-3.95875
WBSCR16	-0.8981
NLRC3	-1.20575
ASTL	0.12725
ST6GALNAC1	-4.37625
ZADH2	0.92925
MLLT4	1.14591666666667
ARL6	0.915833333333333
MEF2C	-1.1565
CBFA2T3	0.3705
AFF3	-0.00821428571428574
COG7	-1.297
MYB	1.73
PLXNA3	-0.2935
XRCC2	-1.0145
MMS19	-0.660875
ST8SIA5	0.5195
CHPT1	0.5045
KIAA1712	0.199125
OR6X1	0.6075
ACTR3	0.55525
UGCG	-1.15566666666667
OR4P4	0.079
ZAP70	-4.4495
LPP	-0.658875
ZNF485	-0.06925
PTPRCAP	-2.20075
IL12RB1	0.354
ATRX	0.549
CHST8	2.487875
C14orf109	-0.08675
ARV1	-1.387
NMB	0.405142857142857
COX5A	-0.282166666666667
EIF6	-1.089
MPPED2	3.4305
SEMG1	-1.7
CHRDL1	0.2515
TRAF3IP2	0.83
WNK2	1.2905
LILRA4	0.370333333333333
LAMA2	1.20325
PXT1	0.737
RLBP1	-3.03375
CD300C	0.134
SLTM	0.0775
FLJ10404	-0.248571428571429
APOBEC3D	-0.4535
RENBP	0.303333333333333
ATXN7L1	0.55175
NID1	-0.142
TUBGCP3	1.20175
ITIH5	0.556666666666667
CCDC110	1.94375
C8A	-3.4525
MGC87042	-2.3945
HOXC13	0.79125
TFDP2	-0.588
HCP5	0.570875
POLI	-0.371
UCN	-2.03333333333333
ZNF764	0.0383333333333333
C8orf45	-0.52675
FHL3	-0.8065
SPATA5L1	-0.37125
MMRN2	2.14483333333333
NDST1	-0.335
COL20A1	0.6265
ZNF248	0.718833333333333
PELP1	-0.145
MBL2	-2.58483333333333
RNF41	1.556
C5orf24	-0.529375
THOC5	0.238125
SERINC3	-0.875833333333333
RP11-151A6.2	3.00475
CDCP2	-0.004
HIST1H2AA	0.55575
C11orf75	0.2075
FKBP7	-0.42625
DDOST	0.228
GPNMB	-1.05033333333333
TTF2	-1.159
KCNT1	0.661166666666667
SLC39A14	-1.615375
NGRN	0.8862
GPR137B	-0.5895
MECP2	0.296625
PSMA1	0.1945
C16orf73	-6.39475
TMEM60	-0.0766666666666667
CSN3	-0.451
NOS1	0.630833333333333
RAB7L1	-0.268
YBX2	1.0125
KIAA1166	0.855625
FUBP3	0.852666666666666
ABCG1	2.0895
ACACA	-0.794583333333333
ARL11	-1.2429
ATOH1	0.241
ODF1	-0.177666666666667
CREB3L3	-2.46416666666667
TMEM127	0.618285714285714
DSCAML1	4.50325
PLN	1.5504
LYPLA1	1.14966666666667
PRDM9	-1.5845
SASP	0.85225
PLUNC	0.367
INTU	-0.021
HISPPD1	-1.0875
LNPEP	-1.789
YARS2	-0.589833333333333
APCDD1L	-0.8095
ZCCHC4	-0.0651
FBXO22	-0.320166666666667
TTLL13	-0.5835
ZNF669	0.316666666666667
PTGDR	1.54025
DDX27	0.5025
KIAA0409	-0.136333333333333
GJB6	3.001
ASB8	1.27775
PLP2	-0.0771666666666666
MEPE	0.507
OR10J5	0.237
KRT222P	-0.03675
COQ7	-0.298333333333333
C1orf101	-0.15625
RERG	2.2424
CHMP5	-1.352
THAP11	0.19625
ZNF43	1.51533333333333
ZRANB3	-0.217833333333333
KRT13	0.189625
MRPL19	-0.806375
RBBP9	-0.555
SPATA17	0.144
BXDC5	-0.0301666666666666
PAFAH1B1	-0.269916666666667
MAGEE1	1.4345
OSTF1	-0.752
KIAA0323	-1.01916666666667
TXNDC13	1.34783333333333
CNTN4	3.12925
