Hybridization REF	TCGA-A7-A0CE-11A-21R-A089-07
TMEM64	-1.64825
CDC42EP4	1.2101
C16orf58	-0.5929
ARG2	-1.646
POU5F1P4	-5.3695
FAM62B	0.21475
DNAH8	-2.6047
ASH2L	-0.435625
TSLP	0.111666666666667
CNTNAP5	-0.504
TMEM16C	1.62675
IFNA14	0.263
SLC1A3	1.33975
CABYR	1.6315
BCL7B	-0.347
NUDT13	-0.724833333333333
C13orf28	0.0625
C1orf53	-0.82825
ARL6IP4	-0.1545
RPL35A	-0.0835
EMR3	1.33625
RAB40C	-0.204666666666667
SLC41A1	-0.0623333333333333
LRCH1	0.7025
LY6G5B	-1.4955
FAM124A	0.2305
MGC10981	-4.5935
CLIP3	0.3768
MAP4K2	-0.770833333333333
CHIC1	1.058
SULF1	3.066
C20orf30	0.714071428571428
PRDM5	0.31675
ELOVL1	-0.8975
C11orf48	-1.401125
SLC39A10	-0.00424999999999998
KCNV1	-0.157
ACP1	-0.727833333333333
ZMYM2	0.534
B3GNT6	-0.158333333333333
C9orf69	-0.4535
C2orf15	0.902
C20orf166	-1.245
HSP90AA6P	-0.263
EDG7	0.0995
NEURL	-1.48675
LPL	3.0845
CLEC2D	0.0158571428571429
GRRP1	2.90233333333333
CD8B	-3.0416
HIST1H3D	-2.59233333333333
SLC6A12	-0.278625
FAM27L	-0.0005
CD84	1.7424
RASA1	0.5825
PHKG1	-0.3565
MAGEA11	-2.4405
IMPA1	0.3753
NPM3	-1.64925
RARRES1	5.90125
SH3BP1	-1.188375
B3GNTL1	-1.5285
ARPC5L	-0.163833333333333
KLHL26	0.4025
SIM2	-2.289375
GJC1	-1.526
C20orf194	0.91525
EXO1	-3.9805
SLC2A2	-2.987
LOC285074	-0.86525
LRG1	1.4235
KIRREL	-0.8955
PIK3R1	3.33407142857143
C4orf34	1.386
MAF	-1.42905555555556
ADCY4	4.5705
ZMIZ2	0.0743
SLC46A3	2.49566666666667
STAMBP	0.309
CCDC16	1.49075
MS4A12	0.2555
TCF20	1.17275
LRRC46	0.12625
C20orf152	0.483
MRPS6	-0.592625
ABCB11	0.1815
KCNC2	5.417
CDH19	-0.388833333333333
C9orf123	1.04233333333333
SSH3	0.919
LDLRAD1	-2.49575
CCBE1	-0.348
ZNF135	1.8285
TAAR1	0.6565
WFDC12	0.0505
CCDC42	0.338666666666667
FLJ12529	-0.30175
PER1	0.770166666666667
TIMM50	-1.822
SMARCAD1	0.1685
FAM26C	0.47
TP53TG3	-2.131
SH3RF1	1.3527
LMCD1	2.20075
GPR63	-0.4445
FLJ21986	-1.495125
AIFM3	-1.38775
MICAL1	-1.39333333333333
BLZF1	1.51283333333333
IQCA	3.2965
PCDHGC3	-0.3245
SAC	1.567
BCL6B	2.03733333333333
DDO	2.201
MARCO	4.4515
DCHS1	0.903833333333333
C1orf170	1.225
CD200R1	2.07216666666667
C22orf15	-0.4955
SEPT11	-0.0491666666666667
ADNP	0.2915
UST	0.3805
C13orf34	-1.39
RFFL	0.392214285714286
APBA3	-0.47
C2orf60	0.01025
CUTL1	-0.577
PMS1	-0.092125
ZNF689	1.561
EIF3E	0.578333333333333
IL9	-0.195
RPL31	0.1235
LY9	0.457833333333333
ATP2B3	-0.227
KDELR2	0.136041666666667
TFCP2	1.0425
NLRP12	-0.7945
FLJ45422	-1.6485
TLE4	0.635
ZNF570	0.498
FLJ43806	-0.4215
TLK2	-0.678875
CIR	1.4835
MARS2	0.175
COL24A1	0.09125
SDF2L1	-1.205
HIBADH	0.918833333333333
IGFBP3	-1.52128571428571
C12orf23	0.651375
PSPC1	-0.265
C20orf43	0.09475
TRAV20	0.099
ARHGAP24	1.887625
KIAA1975	-0.367625
C1QA	3.7736
DNTT	-5.25866666666667
C10orf6	-0.0613333333333332
C11orf41	0.12775
HNRPF	0.218125
COL11A1	0.174833333333333
UBAP2	-0.913833333333333
CDKN2AIPNL	-0.845
C20orf174	3.494
SPRED2	0.39675
PLA2G12A	0.498166666666667
ICEBERG	-0.827166666666667
SCN10A	0.3835
C11orf65	-0.224
GBP5	4.0605
PITPNC1	-1.4505
POU3F3	-3.616
NCOA7	1.450125
LIN7C	0.637
LOC348840	-1.3915
NKX2-2	-3.7905
ANKRD13D	-1.578
LOC123688	-0.34975
FUT2	1.82883333333333
TAAR8	0.1895
FZD4	1.29083333333333
PNMA3	-0.414666666666667
OR4L1	-0.05
WIT1	-3.71875
EXOC3L	0.733
ATPBD4	0.6436
KRBA1	-0.084
UBXD6	-0.095
HOXB7	-0.812785714285714
C7orf23	0.299
UNQ338	1.831
STAB2	3.633
CDC20B	0.3815
IRF9	2.1965
CENTG1	-0.0805833333333333
TNPO2	-1.63175
MCPH1	0.652125
BMS1P5	-0.327
SLC26A7	0.87125
HIST1H3J	-0.533
C9orf3	0.7703
LBH	0.417
MYO1D	0.347625
PTDSS2	-0.44025
NFU1	0.42225
DEPDC4	-1.3255
WNT7B	-0.169
GLP2R	-0.667666666666667
SETD4	-0.3696
DYNLT3	0.1869
FKBP11	-1.25733333333333
SESTD1	0.475666666666667
FLII	0.431
RPS16	-1.0208
CHPF	-1.65133333333333
CSNK2A1	-0.815333333333333
SUMO1P1	0.5425
FKBP6	-1.299
ZNF214	2.08266666666667
TWIST1	1.91466666666667
DDX56	-1.77816666666667
TRAM1L1	3.0736
EPO	-3.7595
MRPS18B	-0.165
ZNF682	-0.045
RPL14	0.338666666666667
MAFF	0.64175
LOC51136	0.51325
LY96	1.10325
DDX20	0.239
ABTB1	-0.3075
ARL5A	0.5102
CCT6A	-1.04325
HEPACAM	-0.0288333333333333
EHHADH	0.8315
RBAK	0.094
CGB1	-0.9015
ITGB5	0.7563
YIPF3	-0.51725
FKBP2	-0.2955
NR1D1	-0.8109
TMEM110	-1.148
NEK2	-3.21866666666667
PRAMEF8	-3.91775
C20orf52	-2.1785
PCDHGA3	-0.247
VWA3B	1.29425
NDUFA5	0.06675
THAP9	1.0185
FLVCR2	0.551166666666667
AP1S1	-2.396
SMAD6	-0.96175
SAV1	1.821375
SAT1	2.178375
ZNF251	0.80775
ADAMTS7	-1.0379
RPP38	0.0165
C1orf211	-3.0115
YPEL2	0.9885
RBMS1	1.15175
ZNF445	-0.713166666666667
NRXN2	0.218666666666667
PGBD4	0.0515
UGT2B28	2.91725
WBSCR16	-0.7165
NLRC3	0.40325
ASTL	-0.23675
ST6GALNAC1	-1.0815
ZADH2	0.2845
MLLT4	0.783083333333333
ARL6	0.8165
MEF2C	1.44925
CBFA2T3	-0.9085
AFF3	1.18264285714286
COG7	-0.375
MYB	0.0776666666666667
PLXNA3	-1.15
XRCC2	-3.07216666666667
MMS19	-0.962875
ST8SIA5	-0.865875
CHPT1	1.85083333333333
KIAA1712	-0.64675
OR6X1	1.0765
ACTR3	0.84525
UGCG	0.313333333333333
OR4P4	0.1385
ZAP70	-3.28575
LPP	1.428875
ZNF485	0.19525
PTPRCAP	-0.949
IL12RB1	0.31275
ATRX	1.1301
CHST8	1.754
C14orf109	0.22325
ARV1	0.65675
NMB	-0.779285714285714
COX5A	-1.771
EIF6	-1.6975
MPPED2	1.78
SEMG1	-2.2725
CHRDL1	2.62
TRAF3IP2	1.00475
WNK2	-0.2065
LILRA4	2.00233333333333
LAMA2	5.52625
PXT1	0.195
RLBP1	-2.411
CD300C	0.81425
SLTM	0.878375
FLJ10404	-1.3871875
APOBEC3D	-3.02366666666667
RENBP	-0.321166666666667
ATXN7L1	0.385125
NID1	1.18575
TUBGCP3	-0.30075
ITIH5	3.23744444444444
CCDC110	3.3775
C8A	-3.7955
MGC87042	1.709
HOXC13	-0.9405
TFDP2	-0.993
HCP5	1.1515
POLI	1.41625
UCN	-2.12466666666667
ZNF764	-0.00916666666666667
C8orf45	1.22575
FHL3	-1.1765
SPATA5L1	-0.79025
MMRN2	3.63716666666667
NDST1	-0.2355
COL20A1	-0.886
ZNF248	0.280833333333333
PELP1	-1.154
MBL2	-3.34683333333333
RNF41	-0.239375
C5orf24	-0.2615
THOC5	-0.70925
SERINC3	0.76775
RP11-151A6.2	0.28625
CDCP2	-0.65375
HIST1H2AA	0.1395
C11orf75	0.704333333333333
FKBP7	0.592
DDOST	-0.6585
GPNMB	1.606
TTF2	-1.641
KCNT1	0.0361666666666667
SLC39A14	-0.53425
NGRN	0.9767
GPR137B	1.67275
MECP2	0.737875
PSMA1	-0.66525
C16orf73	-5.83375
TMEM60	-0.267833333333333
CSN3	2.59
NOS1	0.0168333333333333
RAB7L1	0.699166666666667
YBX2	-1.7875
KIAA1166	-0.019375
FUBP3	1.06916666666667
ABCG1	0.274
ACACA	-0.9
ARL11	0.9114
ATOH1	-1.801
ODF1	-0.112166666666667
CREB3L3	-2.25666666666667
TMEM127	0.5305
DSCAML1	1.68075
PLN	3.78283333333333
LYPLA1	0.238416666666667
PRDM9	-2.243
SASP	1.4375
PLUNC	-0.038
INTU	1.45875
HISPPD1	0.4565
LNPEP	-0.305
YARS2	-0.4085
APCDD1L	-0.23
ZCCHC4	0.4162
FBXO22	-0.3185
TTLL13	-0.2405
ZNF669	-0.1305
PTGDR	3.3035
DDX27	0.4755
KIAA0409	-0.4425
GJB6	-0.024
ASB8	1.0125
PLP2	-0.552333333333333
MEPE	0.46925
OR10J5	-0.077
KRT222P	4.0145
COQ7	-0.584833333333333
C1orf101	2.75275
RERG	4.0759
CHMP5	0.96525
THAP11	-0.212625
ZNF43	1.125
ZRANB3	-0.784833333333333
KRT13	4.304625
MRPL19	-0.622875
RBBP9	0.264125
SPATA17	0.986125
BXDC5	0.619833333333333
PAFAH1B1	-0.569583333333333
MAGEE1	0.1405
OSTF1	0.3115
KIAA0323	-0.3365
TXNDC13	0.974333333333333
CNTN4	3.485625
LCE1B	0.8495
UNQ501	-0.37825
ZNF154	1.1945
C3orf64	2.7585
SYT5	-0.5092
PON1	-0.0211666666666667
FLJ10357	0.486125
ATP4A	0.0195
GNPDA1	-1.0225
MGAT1	0.317833333333333
C14orf121	-0.1755
SLC35B2	-0.573
MIER3	-0.3315
CHEK1	-3.60375
ZNF8	0.108166666666667
TXNDC1	0.7005
CKB	-3.0364
RTN3	-0.503571428571429
FZD2	-2.00383333333333
PART1	1.99125
PSMB6	-0.666
PCDHB8	-0.084
PHC3	0.3917
PPP1R8	-0.6625
NOVA2	1.18416666666667
TNFRSF11B	-1.85175
GOLPH3	1.15683333333333
UBLCP1	0.2555
SUHW3	-1.30425
TTLL1	1.16225
OPN4	-0.242
OR13G1	-0.337
ZPBP2	0.371833333333333
HSD17B11	-0.21575
C9orf50	-0.449
DHDDS	-0.0982142857142857
CTSW	0.9403
NEFM	-1.31016666666667
MRPL28	-1.72125
SYN1	-1.47366666666667
PIGV	0.647
ZIM2	0.8155
APBB1	0.476166666666667
SND1	-0.08175
C1orf123	0.636
CHD3	-0.97575
BHLHB8	-0.4635
RNASE2	1.51233333333333
BCAP31	-0.348875
SLC25A44	-0.0926666666666667
CHD6	-0.7132
PIB5PA	1.70884615384615
SELS	0.57275
LOC541471	-1.223625
FAT2	4.372
ZNF81	0.314
OR4C16	0.263
FLJ10081	0.2785
LRRC4	1.37675
CS	-0.794166666666667
N4BP2	-1.060125
IGFBP7	2.402
ZNF318	0.0948333333333333
NDNL2	1.674125
ZNF609	-0.055375
SIRT4	0.3125
EXOSC10	-0.21725
ECE2	-0.529833333333333
OVGP1	-0.23325
GTPBP3	-1.48925
PACS2	0.1222
C19orf36	-1.08983333333333
ARL4C	-0.484125
ATG4B	-0.89725
UBQLNL	1.3875
RHOXF2B	-4.253
PLEKHG2	-0.7375
GALR1	-0.6655
AQP4	1.382
HDAC7A	-0.376
DCUN1D3	1.11875
OR8A1	-0.577
CCRN4L	-0.36
CBR4	0.181833333333333
KIFC1	-3.57033333333333
SLC7A14	-1.10166666666667
LHX5	-0.0595
TRPC7	-0.028
LPXN	-0.82325
SERPINA1	0.0554999999999999
RPS13	-0.1015
BPIL3	-0.507
PRKAA1	-0.3475
FADS2	-1.8355
ENAH	0.5985
PRO1768	-0.177
APBA2BP	-1.3765
LIPH	2.2185
C3orf33	0.4805
RCC2	-1.78164285714286
ALDH1A2	-2.0714
RNF103	2.269
AHCY	-1.068125
ALG12	-0.261
CCL17	0.884
ZNF543	0.806666666666667
ESRRG	2.6759
CNGA1	2.33625
RDH5	0.925333333333333
OTX1	-1.7102
PTGFR	1.80233333333333
CDR2	-0.077625
SELE	2.2595
NLGN2	-1.3485
EXOSC9	-0.52675
ZNF566	1.09583333333333
KLRC2	-3.049
GPR12	-0.179
KIAA0196	0.49
PDRG1	-0.7455
SSR3	-0.209357142857143
MSI1	-1.604
CST9	2.2295
CC2D1A	-0.735
PLAGL1	0.786888888888889
ZNF778	-0.044
RNF2	0.96525
KLF6	2.01983333333333
THBD	2.96966666666667
tcag7.1314	1.55325
NR5A1	-0.583666666666667
ABCD2	1.29475
DNAJC7	-1.2175
CLEC4C	0.0105
TM2D3	1.462375
CCDC4	-1.2525
PLAC2	-1.89275
DCD	5.1865
FAAH	0.301375
POLA1	-1.40033333333333
TM7SF2	-1.327875
FLJ39822	0.588
FLOT2	-0.452875
MAP4K1	-1.38916666666667
SRP68	-0.662125
C21orf74	0.2175
ARPC5	0.576125
LOC126075	1.0365
HECW2	1.242
ZDHHC4	-0.384
ANKRD42	1.3818
PDE9A	0.592333333333333
ABCA8	4.47375
NDUFS2	-0.545
UBR5	0.71525
BTBD16	-3.315
LOC554174	0.47
ZNF20	0.8215
KIAA1843	-0.0325
WDR17	0.69275
C15orf33	1.0075
RNF113A	-0.20825
CAMKK1	-0.6955
CLCN2	-1.6385
ANXA6	-1.2525
LOC340069	0.038
EMID1	0.421
DPM3	-1.14541666666667
ELA1	-0.292
SLC25A13	-1.2681
KRT24	0.24275
SMPD1	0.0903333333333333
TH	-0.612875
COL6A2	-0.278
ANKS1B	1.74225
GPR126	-2.0713
ZC3H12A	0.840333333333333
TMEM47	2.27233333333333
C2orf51	-0.352333333333333
C1orf88	2.7815
HSF2BP	0.15575
AKAP10	0.743
RPAP3	0.3725
KLHDC8B	-0.0525
STOM	2.0098
MUPCDH	-0.464125
C10orf72	0.39375
PLEKHA3	1.05791666666667
TCP11L1	-0.37575
CWF19L1	0.176
SPEF1	0.545
YSK4	0.0205
ELN	2.4247
SAMD8	0.611833333333333
MPI	-1.5195
MEPCE	-0.833
ABCC3	0.118875
NANOGP1	-4.079
KCNK17	3.160625
HLA-DMB	4.32166666666667
RRAGA	1.34925
ANGEL1	-0.03
RBM32B	0.225
CPN1	-3.64775
MGC52282	-0.4344
HLA-A	0.5605
OR9G4	-0.3025
EDNRB	2.411125
SCD	-1.798
C14orf80	-2.091
BAGE2	-0.119
RABL4	0.384
RCVRN	0.1855
SHANK1	-0.355
NLRP7	-2.909
CD226	1.29625
STAT3	1.3893125
SYNJ2	-0.2648
TPCN2	-1.03733333333333
WDR36	-0.515416666666667
MBD4	0.2105
ROBO1	0.2082
ST3GAL6	-1.34275
SLAMF8	3.67233333333333
ATN1	-0.137
GPR141	0.53575
KRT36	-0.078
TPH1	0.1735
DDX52	0.121
ZSCAN29	-0.186166666666667
TRPT1	-0.924166666666667
DPEP3	0.402
DENND4A	0.268875
TSPAN16	-0.095
PTCHD2	-0.6535
LOC145814	-1.367
CAP1	0.0875
EIF5A2	-0.3434
NT5DC3	-0.31275
SEPT9	-1.686375
SEZ6L2	-0.179125
EGFLAM	4.638
VPS11	0.0435
NDUFB5	-0.28
CIDEA	4.39716666666667
IER5L	-2.38125
N6AMT1	0.0235
FAM83C	-0.106
OXR1	0.134416666666667
IRX1	1.949
DGKB	0.170833333333333
GCN5L2	-1.295
MIR16	0.30475
FBXW9	-1.31825
WDR4	-1.83783333333333
PDC	-0.5425
VPS33B	-0.82225
HEXB	0.30725
FLJ32214	-0.6225
TCEB3	-1.44075
CRLF1	-3.41675
ABI3BP	3.4795
C8orf22	-4.7495
PYCR1	-2.289875
KIAA1706	1.4875
CDK5R2	-0.414
WAS	0.032
C12orf60	-1.32
CCBL2	0.84325
MADD	-0.92575
C5orf34	-1.1235
WDR42A	0.6537
KLF12	0.438625
HSPA1A	2.20725
ITM2C	-0.8905
DAPK2	2.171
LOC442590	2.1345
SUMF2	0.586375
CENPA	-3.78407692307692
TMED5	0.36775
CDH6	-0.5079
BRP44	1.429875
THG1L	-0.46275
GABRA2	-1.38725
C14orf166	-0.29475
MYL1	-2.29666666666667
TNFSF18	-0.163
PAP2D	-1.58783333333333
PPIB	-0.14925
KLHL4	0.789125
SFN	-0.0716666666666667
CCDC127	0.19025
FRAP1	-0.03225
GOLGA5	0.68425
SDCCAG1	0.295125
MGC21675	-0.273333333333333
C10orf95	-0.62525
KIAA1345	0.8055
C1orf163	-0.9685
LACE1	-0.573166666666667
OR10K2	-0.22
CENPN	-2.90924
TMED2	1.45925
UGT1A6	-2.276
ANG	-0.0105
U2AF1	-0.626333333333333
CASC2	1.13683333333333
NMT2	0.779333333333333
OSGEPL1	0.725875
DFNB31	-1.1905
SLC6A20	-0.078875
DKC1	-0.651
FXYD4	-1.69425
WDR64	0.609
MGC5590	0.316
CREBZF	0.1285
DAZ1	0.057
PRPSAP1	0.11775
GCHFR	-1.944
TTC7A	-0.311
LOC196993	1.64375
UBD	0.386166666666667
S100A1	-0.380625
RPL6	0.5795
DNAJB6	0.66475
NAGS	1.2163
C2orf58	0.7405
KERA	1.6625
MT1X	0.6949
UBE2B	1.2764
KEAP1	-0.69525
MST1	-2.7455
OMA1	1.183
ABLIM2	2.25475
BCL2L13	0.134166666666667
JAZF1	0.578
TMEM63B	0.4655
S100A8	1.5168
ARFIP2	-0.307
UROS	-0.81075
KHDRBS2	-0.166
POLQ	-3.82475
SOAT1	-0.2385
SPAG4	-2.92625
MRPS30	-2.51066666666667
LOC494141	-0.8685
OR2T11	0.037
ORAOV1	-0.5314
ZNF184	0.118833333333333
TCEB3B	-0.313833333333333
ADAM21	0.459
GDPD1	0.28
SPINLW1	0.704
PRR14	-0.537
KCTD9	-0.3396
NUDT3	0.33925
KIAA1822	0.5084
HIST1H4K	-0.496
DFNA5	-0.6745
GABPA	0.63175
C14orf44	0.965
POLB	0.38975
PTAR1	0.65675
SEC31A	0.5629
TRIM58	0.05175
TAS2R14	0.9505
VPS8	0.203
H1F0	-0.275
PRKCB1	-2.05383333333333
UGT2A1	0.271
TOR1B	-0.25275
LSS	-1.48491666666667
C2orf19	-0.016
HNRNPC	-0.322714285714286
TMEM100	1.50833333333333
LOC116349	-0.33175
OR51M1	0.4505
CCDC142	-1.04875
ISG15	-0.1065625
ZCCHC14	-0.112125
CREBL2	1.980625
TGDS	-1.04925
DC2	-0.5795
CACNA2D3	-0.459285714285714
ZNF429	0.898
LYPD6	2.44666666666667
SUCLG1	0.625333333333333
OR51I1	-1.9855
MAGEH1	2.07225
PRPF40A	-0.542
SMR3A	0.644
SPINK2	-0.50575
THAP2	0.49725
NPY5R	1.815
IRF4	-2.068
SPESP1	0.329666666666667
OR10S1	0.411
DTD1	-0.8685
TUBE1	1.3325
DDX19A	-0.596
PDPN	0.50825
TMEM34	1.262
MGAM	1.8035
COL3A1	5.82466666666667
GFM2	-0.1894
OR5A2	0.5625
PSG9	-1.18175
ARHGEF11	0.0468333333333333
IVNS1ABP	-0.3946875
SIGIRR	-0.2095
DUSP19	0.304875
DNAJC14	0.4677
ACSS1	0.4015
IL1RAPL2	1.5985
C4orf30	0.301
SEPT4	2.7835
LANCL3	-1.47125
SPAG17	2.62466666666667
PRDX3	0.831375
HNF1A	-1.731375
P4HA2	-0.5265
RFWD3	-1.90716666666667
MOV10	-1.41525
DNAJA5	0.346785714285714
LOC729440	-0.76425
LOC200383	1.787375
SMC2	-2.07825
MIXL1	-1.57733333333333
TMEM9	-0.77375
FAM86A	0.2175
ZNF174	0.2298
MYH14	-0.6835
CCR8	0.36625
VPS37C	0.810166666666666
GPATCH1	0.0665
B3GNT8	1.8475
TBX4	-0.52475
CNR2	0.415833333333333
PCDH1	0.86425
C5orf29	3.8825
OCIAD2	0.66675
PLCG2	2.27
KIAA0247	2.306875
HRH3	-0.1254
CAPN13	2.892
CCR1	0.3181
MGC15523	-0.146277777777778
UVRAG	0.512
DNAJA2	0.777833333333333
ITGA2B	-1.33983333333333
CLDN5	3.867875
PTPRN2	-0.711071428571429
ZNF512	0.419833333333333
PSAP	0.444357142857143
CCDC140	-0.05
LRRC55	-0.01775
CYP26C1	0.4275
C8orf47	2.631
LYN	-0.00987500000000002
DUSP6	1.73383333333333
TGFB3	3.89853333333333
ELK1	-0.9819
PCDH11Y	0.497833333333333
HGD	0.758
C17orf58	1.45725
MYO3A	-0.4435
SERPINE2	-3.22533333333333
AARSD1	-0.43775
C14orf73	-2.7045
ADAM33	0.749
ZNF491	0.974
MAPK6	-0.0968333333333333
TCN1	4.816
SLC24A6	0.5865
UBE2R2	0.44175
H1FNT	-0.37825
TATDN2	0.0145
LILRB1	1.3585
P2RY5	2.204
NUCB2	1.21775
C2orf37	0.08075
SNX27	-0.332333333333333
MTA3	0.357125
FOXO4	1.03775
ID4	4.111
SOX5	-1.49966666666667
PXMP3	0.614125
OR52M1	-0.5175
SFT2D3	0.294
INA	-3.5705
MCOLN1	-0.87
NFIX	-0.0423
CLEC14A	6.0005
HIBCH	1.0185
PLA2G5	2.77625
TIMM10	-1.233
MED17	0.6368
COL4A4	1.7915
TPP1	0.270333333333333
GJA3	-2.289
TMPRSS5	-0.79075
AADACL3	-0.057
DNMBP	-0.35025
ENPP5	3.82916666666667
NQO1	-0.8161
ZSCAN2	-0.876
SEC24C	-0.359
GTF2A1L	1.2975
AXIN2	-0.3517
FAM33A	-2.27258333333333
C16orf13	-2.046875
SPNS2	1.24
TAF1	-1.00625
AP1G2	-1.0425
RBM42	-1.4675
HCN2	-2.37133333333333
EFHB	0.616833333333333
RUSC1	-1.17583333333333
GRIK5	-0.1105
USP21	-1.07066666666667
ATAD3C	-1.298
ORMDL2	-0.385625
PRSS7	-3.8335
PSAT1	-3.28075
FLJ13195	0.212166666666667
TBC1D1	0.737833333333333
IFNG	0.864
OTOS	-0.0335
ZNF773	0.406666666666667
EMD	-2.18125
RETN	-0.14825
CCL8	5.141
APH1A	-0.603875
COX18	-0.3025
GTF2IRD2	-1.06775
CCDC82	0.546666666666667
PAFAH2	0.6423
NPEPL1	-0.9747
RP11-114G1.1	1.4855
TP53INP1	1.025625
ZNF300	-0.237833333333333
FOXL2	-2.50075
LARP2	0.00308333333333335
LATS1	0.42975
HTR6	-0.8205
SPOCK2	-0.0735
RNF144B	4.4825
HTATIP2	-0.564625
MGC10334	-1.01591666666667
CENTA2	2.54633333333333
FGF2	1.739
FXYD7	-0.2055
PHYHIPL	-1.16875
GPR34	6.91275
DDX6	-0.778333333333333
OR10W1	-0.363
LHFPL1	0.3345
ZNF313	-0.134285714285714
VPS28	0.41925
AP3M1	0.2217
AKR1CL2	-0.0105
TRAF4	-1.15675
OR2B11	0.103
C19orf12	0.835833333333333
AKAP9	0.577166666666667
C1orf62	0.05225
SLC20A1	-0.7559
FAM112A	-0.217
LDB2	2.709625
MRPS23	-0.453
KLK5	4.307
SPTB	-0.3269
EFEMP2	-0.145
EFNB2	2.108125
PCM1	0.810357142857143
NMNAT3	2.118
TSG101	0.786
C8orf40	0.502166666666667
NOB1	-1.19275
ABHD3	-0.168
GTF3C4	-0.73725
PIGN	1.25233333333333
GALNTL1	1.57725
AEBP1	0.928875
OR9Q1	-0.0625
ANKRD2	0.01825
CCL28	1.66925
TRIM38	1.08166666666667
TMCC1	0.354666666666667
SMG5	-1.322
LRRC7	-0.683
NCAPD2	-2.327
C6orf153	-0.74925
C1orf74	-0.7175
OTUD6A	0.0355
DCP2	-0.4995
TMEM24	-0.29775
RPL18	0.0596666666666667
TMEM177	-0.95375
LRRC37A3	0.2835
C1D	0.470833333333333
LDHC	-1.274
UBE4B	0.455
NIT1	0.05625
BTN3A3	0.92925
RASD1	4.164125
COMMD3	0.37025
SHFM1	-1.14925
BIRC8	0.23775
DUT	-1.024
C12orf51	-0.2945
LRRC59	-1.83416666666667
LY6H	-0.93675
WDR22	0.807416666666667
EDEM1	-0.475928571428571
ADH1A	3.681
PANX2	-1.0055
CYP11B1	0.26175
CDC73	0.62425
GPR172A	-1.52475
GSTM3	2.36153846153846
KCNA5	1.62775
SERAC1	0.884
NFATC2	-0.672
ANAPC5	-0.8112
C15orf24	0.65125
NFATC2IP	-1.03741666666667
TNRC6C	0.820833333333333
MGC102966	1.639375
FGD5	1.64633333333333
MED9	-0.16025
RAB13	0.281333333333333
C15orf49	0.349
CRYGS	-0.2406
C12orf53	-1.2693
LOC283693	-0.7175
COX6B2	0.8085
PHF14	0.320375
FAM3A	-1.479125
RPL13	-0.0463
PRDX2	-1.2811
FLJ34047	-1.6415
PRMT3	0.17575
KCTD19	-2.071
TRIM10	-1.4425
MGC26597	-0.233833333333333
GCNT4	0.09075
GPRASP1	2.764
CDKN1C	0.2815
RHBDL2	1.5325
HSPH1	0.46625
AQP1	4.313625
COL17A1	4.8024
GFAP	0.508375
CDC16	0.14475
KIAA1614	0.463
C6orf118	-0.1736
ZSWIM5	-0.63075
FAM83F	2.9375
LYNX1	0.4689375
SYNPR	-0.019
XG	2.94683333333333
PRSS16	2.088125
KIF13B	1.74692857142857
PCDH9	0.475375
HIST1H2AH	-0.7255
RBM18	-1.12375
ZNF626	0.753125
HEXIM2	-0.852666666666667
ITFG1	0.7515
TUBG2	-1.8735
SFRS7	-0.336166666666667
C9orf14	0.333
EXTL1	-0.263
GBP3	1.75416666666667
WDR5	-1.7985
RARG	-1.019
MYO7A	0.103375
CECR6	0.019
C13orf3	-3.3455
SFRS18	-0.074875
ACVR1B	-0.7875
PSMD1	-0.583
C7orf31	0.267166666666667
ILVBL	-1.58225
IFNGR1	3.0835
RNF186	3.62175
NOL9	-0.65225
MAGEL2	-0.545
SLC29A2	-1.362
NHSL1	0.509
RBMX	-0.353
PSORS1C2	-0.082125
RAD51L3	-0.181166666666667
LCN6	2.1925
ORAI2	-1.486375
BRUNOL6	-0.2984
OR4K5	-0.0555
CDC123	-0.157875
MSLN	-2.89816666666667
WWTR1	-0.364
ZNF700	-0.4905
COBL	0.40825
PPP1R16B	0.937375
GAS7	0.4693
MDN1	-0.030125
HAAO	-0.05
C9orf68	2.92125
TNFAIP2	0.785875
FOXN1	0.064
hCG_2033311	-1.0405
ATP6V0D2	-0.186
RPL41	0.346
SLC38A1	1.235
ARHGAP6	-0.36775
ADAD2	-0.08875
PHF20L1	0.4530625
MCM3AP	-0.520333333333333
ST3GAL3	-0.664166666666667
SNX1	0.732833333333333
ELF5	5.59675
PARP3	1.5995
RBM8A	0.00768749999999999
LINGO4	-0.132
ITGA9	1.21366666666667
ZFR	0.0155
ACSL6	0.112125
FLJ20699	-0.4547
DAOA	0.4735
FABP4	7.118
KCNB1	1.75625
CANX	0.7308
SLC25A28	0.550166666666667
ADIPOR2	-0.590625
ECHDC2	2.294625
SMA4	-0.40125
FRZB	4.308875
PABPC1	-0.224166666666667
DMRTB1	-0.162375
APOBEC3G	1.10325
CATSPER2	-0.176666666666667
CUEDC1	0.171666666666667
STARD9	0.541375
CLDN8	7.44275
LOC23117	-0.839090909090909
E2F6	-0.0920555555555556
TMEM126B	0.0818333333333333
DPY19L4	0.632
GIMAP5	3.832
NDUFA9	-0.622
FAM77C	-1.81
CTPS2	0.057
LOC51035	-0.478125
WDSOF1	-0.8495
EGLN3	-1.230875
PITX3	-1.33383333333333
OR52E8	0.4825
GRM4	-0.4465
KLK1	-3.201
GPM6B	1.3915
RRAGD	-0.600833333333333
PAGE5	-3.54
UCHL5	-1.01266666666667
ULK3	-0.760666666666667
AIM2	1.13783333333333
PNO1	0.193333333333333
