Hybridization REF	TCGA-AR-A0TW-01A-11R-A084-07
EIF2A	-0.78175
SLC20A2	0.846166666666667
KIAA1549	-0.504166666666667
SPINT1	2.0363
ZNF584	-0.386
CRBN	-0.0716666666666667
ABCF3	0.633333333333333
NCBP1	-0.512
PLA2G4F	1.10083333333333
PCDH10	-0.019875
TTC21A	-0.36225
C20orf144	0.1535
FGFR1OP2	-0.225
SLC9A1	0.4429
CHRND	0.5255
FOXF1	-2.538
KIAA1467	2.38325
TPO	-0.578333333333333
LTF	-0.584285714285714
DNAJB9	1.48125
MRPS27	-1.0885
bA16L21.2.1	0.30275
WBP2	0.596166666666667
MRGPRX3	-1.84733333333333
PRPF18	1.34275
C10orf58	-1.78825
SMOC1	-3.2158
ADAT3	0.495
TMEM138	0.65125
TMEM131	0.53275
TIMM8B	-0.442
MYH7	-0.072
ST6GAL2	0.593375
KIF1C	0.0715
SUHW2	-0.8005
PAPSS1	0.0905
CABP2	0.0085
HOXA4	-2.8485
ELF2	-0.051
SEMA3D	0.3937
MC5R	0.389
OGFR	0.4305
FLJ30092	0.805833333333333
TGFA	0.0983
MMP17	0.3695
KIF15	-2.86025
CHIA	0.68325
CATSPER3	-0.02925
CEACAM7	1.49558333333333
PADI2	1.070625
HOXA9	-0.703333333333333
LNX2	2.0325
TMEM144	2.5445
HIF1AN	0.677
METTL7A	-1.4081
C6orf165	2.88
KIAA1468	0.621375
DSG3	-1.0065
ZNF180	0.769833333333333
EIF4E3	1.227625
SLC46A1	1.471625
DKK1	-6.61433333333333
ZNF205	0.362666666666667
LOC162073	-0.550222222222222
COX7A1	4.48175
MAGEA1	-3.55183333333333
NEDD8	0.831166666666667
KLHDC5	-0.464888888888889
C3orf19	-0.369666666666667
MRPS2	-0.0135
POLR3H	0.381642857142857
ABHD11	1.8655
TMEM17	0.52375
PAIP2B	0.5249
MAT1A	-4.4395
LGI3	-0.07225
THUMPD2	-0.066
TKTL2	0.11425
XAGE3	-2.5045
CALM3	0.8395
C6orf136	0.106166666666667
KCNC4	0.0833333333333333
RGS9	-0.252
ACIN1	-1.31433333333333
SPATS1	-0.12975
XKR8	-0.0205
FAM84A	1.4365
MS4A7	4.74509090909091
AGXT2L2	0.1265
OR1F1	0.179
SMAP1L	0.751333333333333
IPO11	-0.176625
ZC3H11A	0.3861875
C1orf151	0.382375
RNASEH2A	-1.8505
CCR10	-1.375
TXNDC11	1.08775
TMEM112	1.236
MAP1B	-2.11707142857143
NVL	-0.87525
PKM2	-0.9927
ARC	-0.0175
NUP54	-0.595
PPFIBP2	1.06316666666667
STAT2	1.45825
PTAFR	2.2895
ROBO2	1.481875
RNF40	0.577166666666667
CCDC135	-0.589166666666667
IFT81	-0.0426000000000001
MORF4	0.29975
TM7SF3	0.568625
OR10H3	0.744
ABP1	-0.089875
CHRD	0.0485
PLEKHA8	0.284
NCALD	0.371
OR5AK2	0.49075
ACCN1	0.593
SLITRK1	-0.17825
ARMET	-0.5795
C9orf52	0.06125
REEP4	-1.4595
MTSS1	-0.09925
ADH1B	0.5905
DLD	-0.064
CDK5	0.1585
PPFIA1	0.0535625
WFDC3	0.89475
DNAJB12	0.534714285714286
RANGRF	-0.7455
MLANA	-4.5
AMY2B	-0.9955
KIAA0319	-0.522
RPS7	-1.092
JAK3	0.499
ARFGEF1	1.1915
CXCL5	0.89075
TRAPPC4	-0.13775
CETN2	1.26025
HSPC111	-0.30875
RHOBTB3	-1.9305
PHLPP	0.41
RGS10	0.28275
TMEM58	0.496
CHERP	-0.38525
HSP90AB3P	-0.126333333333333
FSTL3	-0.0373333333333333
PEX11A	1.03775
OR5V1	0.7645
FCN3	1.94925
PTPN3	0.33175
NPTX1	-5.45875
C21orf84	-0.53825
C11orf51	-0.087375
ZBED2	3.33275
FLJ90757	0.05725
NPY2R	0.5815
PLD3	1.02225
SYT17	1.65716666666667
SGSM2	-0.86425
OR1A2	0.54125
FOXP1	0.087375
SLC5A1	-0.05425
POFUT1	-0.8763
EPHB6	-3.18916666666667
MYO1G	-1.145375
STAC	-1.9256
KLHL17	0.176
RGMA	-0.4221
TJP2	-0.1578
FAM114A1	-0.319833333333333
SERINC1	1.30283333333333
SLC9A8	0.5235
PEX19	0.9525
EDN2	-0.3595
PSMD7	0.066
C3orf41	-2.9115
UQCR	-0.39025
PPP1R3C	-4.6335
LRP4	-2.897
TM2D1	0.072
TTC17	0.996875
C4BPB	-3.343375
CCL25	0.941
ZNF253	-1.5515
CHRNA9	2.08125
SOX11	-1.812375
HIVEP3	0.441
CGN	1.79216666666667
C3orf35	0.186
PKD2L1	3.11025
SYVN1	1.1385
PDE8B	-3.220125
LOC439951	0.33575
LTC4S	1.418
MIF4GD	1.27083333333333
SMARCA2	0.5815
TUBGCP6	-0.442166666666667
CABLES1	0.642375
C16orf77	0.5285
ZNF791	0.09575
FUT5	-0.9405
ADH6	-1.883
P4HB	0.999
CLDND2	-1.48825
ALKBH8	-0.0925
PLAC4	-1.66575
F11R	-0.103357142857143
MGC35295	0.334666666666667
PDZD4	-0.0881666666666667
LOC389073	0.1645
FAM80B	-0.326
PSMB1	-1.107625
TXN	-0.912
VIPR1	0.9045
WBSCR18	0.6274
EXOSC6	0.0955
ACTA2	3.094
SP5	-3.78808333333333
ANKRD1	-2.33725
DDR1	1.7597
ATP6V1D	0.4845
PTGS1	-1.9605
RNF157	-0.97625
DCC	0.105
SPAG7	0.2985
FBXO18	0.1465
UBE3C	0.7195
HOXC6	0.4985
LRP2BP	0.283
MYST2	1.04775
PDSS2	2.50325
ATE1	0.6725
ARAF	0.9055
KLF10	0.56625
PLA2G2E	-0.164
ASCL1	0.724833333333333
TSNAXIP1	1.36175
FAM131B	-0.252125
IFNA10	0.185
NUP43	-1.85625
FAM44B	0.017
L1TD1	-5.55816666666667
NMD3	-0.461916666666667
C18orf54	-1.778
PHOSPHO1	0.044
RAG2	-1.053
EMILIN3	-0.205
METTL3	-0.884
VPS13C	0.0955
REXO2	-0.994
ANXA4	-1.5055
CA1	-0.7575
DCP1B	0.40825
TULP3	-1.42033333333333
ATP2A2	0.526214285714286
ATIC	0.691
ADAM15	0.107
NPL	2.628
LGR4	-0.194375
UEVLD	1.9975
GAB1	2.5125
SNAI2	-1.21983333333333
ZGPAT	0.1005
SNF1LK	0.686
DLEU1	-0.4465
UBE2Q1	0.8035
ZMYM6	-0.07275
JPH3	-2.17483333333333
FAM38A	-0.125
PXK	-0.260166666666667
DENND2D	1.71375
BAX	-1.25075
CP	-4.10081818181818
RPL37	-0.1388
G6PC3	0.733625
NCOA4	0.531666666666667
LRRC14	0.342375
GORASP1	0.88975
FCHO2	0.527375
CYP24A1	-3.2557
FXYD3	1.86175
SMARCAL1	0.35875
ABCB8	0.535166666666667
CCDC44	2.0215
PRDM7	-3.1055
USH1C	-0.93575
DNAH5	0.125
SRF	0.06575
MAL2	1.3395
PGPEP1	-0.394333333333333
SIN3B	-0.47775
SEMA3C	1.23416666666667
GRAMD3	1.31525
FBXO10	0.21625
OR5D13	-0.0285
FLJ31818	-0.0115
CACNA1I	0.099125
S100A13	-0.9325
TP63	-0.1385
ANXA11	-0.2771
WDR66	1.15225
CSF2RB	0.4885
IFI44	0.013
DACT1	1.129
ANKRD23	-1.381375
ATP5G1	-0.15
C21orf70	1.08916666666667
PPWD1	-2.18775
DNAJC13	0.399
PAH	-4.73933333333333
PTCH2	0.51075
TRMU	-0.557
CCDC9	0.607
USP3	-0.3228
DCLRE1C	-0.4273
FAM55C	2.4585
FRMD4B	1.4295
CYP2R1	0.331
RFPL1	-0.4426
XPO5	-0.65275
ARL6IP2	0.5065
OSBPL5	1.848
MMP9	3.01063636363636
KIAA0802	-0.440875
DHRS2	-3.39433333333333
SGEF	0.783875
TXNDC10	-0.1841
EXOC6	0.943
RPS27	-0.319166666666667
PNCK	-0.489666666666667
FSTL1	-1.71
AACS	1.37425
SLMAP	0.371
SAMD4A	-0.3208
ABRA	0.105
SMARCD3	1.73775
PKNOX2	-2.61783333333333
A4GNT	0.442
C9orf39	-1.65733333333333
RALYL	-0.0395
MGC33556	-3.1645
C10orf25	-1.158
BBOX1	0.6935
NHEDC1	0.87925
XDH	-0.47325
GCSH	-1.4425
EDN1	-1.24683333333333
MTERF	-0.0705
CLK4	0.632125
ZNF799	0.171333333333333
KCNG1	-1.428125
CXCR4	1.15766666666667
PTPRR	-2.98225
IRAK1	0.0615
LOC401397	-0.364
TMSB10	-0.0921428571428572
CXCL3	-3.0715
TMC4	3.35375
OR7A10	0.5055
STYK1	2.2165
CHRNA10	-0.72775
CCNI	0.51325
EP300	0.108857142857143
LOC165186	0.453333333333333
HIC2	-3.35925
SDR-O	-0.119
OR2W1	0.6115
KCNA6	0.064
TRIM74	-1.75775
REEP6	2.474
ATP5G2	0.2565
ERG	0.061875
TMEM42	-0.16375
PARN	0.168
SOD2	0.1438125
DIRAS1	-0.538
PNPT1	-0.667
JOSD3	-2.579
hCG_40738	0.3605
PDE1C	-2.02875
SEMA4D	0.382875
AGPAT1	-0.434666666666667
NOSTRIN	1.45975
MAP3K3	0.289166666666667
MAX	0.705571428571429
CAPS	1.52983333333333
SERPINA12	0.5025
OSBPL8	-0.24775
RICS	1.4348
NR4A2	1.52683333333333
PPCS	1.733
LONP1	-0.34925
SCYL3	1.7245
HERC2P2	-2.74533333333333
FIBCD1	-0.4065
C15orf41	-1.634
DMC1	-1.45033333333333
C20orf27	-1.34875
RPS6KA5	0.5837
FAHD1	1.204
SLC12A4	-1.23825
BRCA1	-1.69516666666667
GBL	0.41525
SLK	-0.308333333333333
NUDT9P1	-1.6195
NOXO1	1.3315
USP52	-1.455
BAZ1B	-0.033
SLCO2B1	3.77025
BBS12	1.98016666666667
LRGUK	-0.752
TERF2IP	-0.06375
COL1A1	3.538
KIAA0090	0.729875
GRK5	-0.514
AP1S2	-1.155
TMEM52	0.392
CA11	0.4405
OR4A15	0.690666666666667
ACBD3	1.443
SPAG11B	0.289625
PRDM2	0.3235
FOXP3	0.3325
SMYD3	-0.4784
LOC389199	0.523
LGI2	0.0733333333333333
NAPE-PLD	-0.5489
ANKRD6	0.8195
WDR45	0.879666666666667
SHROOM1	-2.45575
PSCD3	-0.255
PYY	0.7575
KCNC1	-1.8915
ARHGEF9	0.8105
OR8J1	0.59525
GPR55	0.222666666666667
NS3BP	-2.1355
C10orf22	0.153666666666667
NAT8L	0.63925
DUSP4	1.73383333333333
FOXM1	-2.28783333333333
GRAMD2	-0.5981
ZBTB48	-0.373333333333333
BUD31	-0.3145
PABPC5	0.8665
CCDC41	-0.90675
FBXO11	-0.1345
C6orf148	0.7105
RFXAP	-1.25425
C6orf15	-0.025
CDK8	0.0225
C6orf70	-0.606875
TESSP2	0.103
ALG2	0.77675
PPP1R3D	-0.222
TPM3	0.651833333333333
SYT13	-3.42475
EPB42	-0.379333333333333
CETN3	-1.504
PRY	0.1875
NTHL1	-0.034
POLR2B	0.3435
RPS28	-1.03408333333333
P2RX3	0.63075
LYZL4	0.0485
WBP4	0.00479999999999999
PMM1	-0.45225
C11orf79	0.829
CBLL1	-0.8865
IL1F10	0.358833333333333
VAX2	0.373
SETDB1	0.014
LRAP	-2.659
GCLM	-0.0733333333333334
CPEB3	1.6085
PPM1A	2.350625
INTS1	-0.445
CAMTA1	-0.193333333333333
SAMSN1	-0.06375
LOC158830	-1.64816666666667
GMPPA	0.513875
AIPL1	0.29275
IL24	2.57358333333333
BDKRB1	-2.94516666666667
MLF1	0.6563
TAF12	-0.01475
ID1	-3.0475
THADA	0.06825
PIK3CB	0.2915
OR4N5	0.7265
TBC1D17	0.544333333333333
COX8A	0.40875
CDCA4	-0.8045
C2orf44	-1.01575
ZNF534	-1.57
IMMP1L	-0.03275
NIPSNAP3B	0.51175
FTMT	0.7645
PWP2	0.635
MMP15	-0.5904
DNAH11	-1.25525
MTMR14	0.026625
DNAL4	0.51375
IPP	-0.27925
TMEM59	1.561375
C1orf157	0.562
RGS4	0.9335
DDX18	-0.1015
SNX6	1.04925
ZNHIT2	1.647
NCDN	0.402166666666667
FLJ33534	2.566
RAG1	-2.27125
OR4D10	0.321
PTPN5	-0.580666666666667
POMT1	0.708
LRRC8A	-0.6656
CYP1A1	-1.17275
CAPN1	1.02283333333333
DDHD2	-0.109125
GRIK2	2.3455
GNRHR	-0.0585
PPBP	0.429
HTR3A	-0.457375
SLITRK4	0.51825
ANKRD49	-0.6165
BTF3	-0.7617
SARS	0.3465
C13orf18	-0.135833333333333
CACNB1	-0.196714285714286
QKI	-0.558318181818182
SETMAR	0.291375
MAN2B1	0.998
EML3	-0.22325
ACADL	-0.227166666666667
OFD1	0.120875
DEFB114	0.2035
CGA	-2.8527
PEX16	0.660666666666667
LRRC10	-0.3405
GNG12	0.0385
C1orf152	0.191666666666667
CHRM1	0.738
CD53	1.362625
DBH	-0.58
TFAP2B	-3.170875
HIST1H2BJ	0.788333333333333
FAM46D	-0.793
TMEM11	-0.41925
C3orf32	-3.81175
PCCB	1.145375
IPO13	0.571375
C6orf105	-3.9075
COMMD5	0.927
SUV420H1	-0.1358
LTBR	0.87125
ARHGAP15	-0.021125
HDHD2	0.2615
TDRKH	-0.148
LOC401052	1.509
PSG4	-0.75325
GNB4	0.798
SPATA4	1.187
SLC9A3	-0.098
OSBP	1.20816666666667
NBPF3	-1.09208333333333
DOCK11	-1.351
SLC39A5	-1.7655
PRR5	0.503
C10orf63	0.08525
SMTNL2	-0.7975
ADRA1A	0.22975
ASAH1	1.9081
DOM3Z	-0.2079
GIPR	0.83
AHI1	-0.686583333333333
NADSYN1	0.772833333333333
RGS14	-0.536
IL18BP	1.8119
RTN4RL1	1.99308333333333
ARMC6	-0.3915
PSMD5	0.424333333333333
HK3	2.0004
OR4S1	0.36425
RSU1	0.4299
MAD2L1	-1.83188888888889
EIF4A3	-0.43025
DLEC1	-0.805333333333333
E4F1	0.352166666666667
CHMP2B	0.6975
CAMSAP1	-0.5625
RPS21	-1.0355
ARID5A	-0.54325
UBE2N	1.0578
IGSF8	0.727833333333333
MAGEB6	-1.3865
ACAD11	-2.5061
MGC4172	-1.20975
LMO4	-0.36475
KLKB1	-0.0855
HP	-1.392
HDAC3	0.161
SCHIP1	-1.4785
CLCA1	0.2025
OLFML2A	0.691625
C1orf112	-2.40375
KIF19	1.28141666666667
HAPLN4	0.0674
CXCR7	-0.790333333333333
GOT2	1.3022
RAB38	-3.145
DCX	-0.31475
PPM1H	1.60508333333333
NFYC	0.243
KIN	-0.558
ZNF228	0.6015
PLSCR4	0.4
HIG2	0.1305
FAM79B	2.438
C21orf86	-0.1035
KCNK10	0.69
ZNF738	-2.350125
FSTL5	-0.683833333333333
OR6A2	0.5325
OTOA	0.635833333333333
EXOC1	0.764375
AHRR	-3.1205
PDAP1	-1.74108333333333
C19orf6	-0.11075
ZAN	0.6625
LY6G6E	0.1465
EIF4E2	-0.46225
C20orf198	-0.6985
ZNF324	0.35775
CYP3A5	-3.78666666666667
ENTPD7	1.01783333333333
MBOAT5	1.262
GJB5	-1.9875
TTC13	-0.404
S100Z	-1.21433333333333
KIAA0664	-0.108166666666667
PDGFRB	1.688
IL17D	0.3445
OR56B4	0.104
RDX	-1.62633333333333
SLC34A3	0.482
IL28B	0.9675
JUND	-0.18975
CHRNB1	-0.601
CAMK2B	0.22925
FETUB	-1.4425
CXorf23	0.31625
MRTO4	-0.995625
TTC3	0.3749
NDUFB8	-0.609166666666667
EDG2	-1.63025
SEMA3G	0.34475
IL23A	-1.2595
GRHL1	0.9359
LOC441054	-0.5145
WDR65	1.35771428571429
PSTK	0.0955
STOML3	0.405
R3HDM2	-0.2555
C5	-2.0905
SLC2A10	-0.166833333333333
C3orf22	0.514
PAQR3	0.0157692307692308
ANKRD26	-2.18016666666667
HCRTR1	-0.0895
LOC399947	0.05025
PSD2	-0.11475
TIGD2	-0.1625
SCRN1	-1.822125
COQ10A	-0.12225
DDI2	0.338
METTL7B	1.19883333333333
UCN2	0.07125
FAM92A3	-1.466
WDR16	-0.26875
ZNF511	-0.0203333333333333
ZMYM5	-0.10275
POLR3G	-3.0245
ZNF586	0.4565
C1orf49	0.598333333333333
TANK	1.00533333333333
RCAN1	-0.615333333333333
PELI3	1.36033333333333
LIMD2	-0.10375
TMEM189	-0.6895
NTN4	-0.655625
LOC151300	0.476
CLEC2A	-1.429
GPR135	-0.653375
DPYSL4	-2.2641
JAK2	-0.280166666666667
TSHZ1	0.282333333333333
TM9SF4	-0.0855
ZNF264	1.063
SIRPG	2.67075
BICD1	-1.06975
HERC6	3.2375
METTL5	-0.5825
CASP1	1.82075
PRRT1	0.5085
PLA2G4C	2.67
ICA1L	-0.330357142857143
TPTE2	0.0286666666666666
OTUD7A	0.289166666666667
AQP11	1.97925
APOA2	-4.608
KALRN	-0.5199
SECTM1	0.736916666666667
IFNAR1	1.35975
TALDO1	1.238375
RAB11FIP4	-0.3545
EIF5A	-0.4985
FAM49A	2.70725
NEGR1	-0.0938333333333333
YTHDC2	-0.197
EHD2	-0.941375
NCF1	2.9355
SCRT2	0.379
HOXA5	-1.97816666666667
NUP133	-0.58
FGF12	-1.02825
SLMO2	-0.848
SNTA1	-0.363375
CACNG2	0.215875
GCM1	0.762125
ELF1	0.378333333333333
TLR5	3.117
TCFL5	-0.482583333333333
RBMY2FP	-0.5395
LOC100125556	1.52575
FAM129B	0.41875
MAP3K7IP1	-0.0055
NCK2	0.362
OXA1L	0.326
FMO9P	0.1605
ZSCAN12	0.02825
PSMD12	2.28433333333333
HSCB	-0.10675
CLDN10	-3.34325
MGC13053	-0.0645
HPCAL4	-0.797333333333333
ASZ1	-0.539
MEX3D	0.000749999999999987
NFAT5	-1.6022
CSPG4LYP1	-0.319333333333333
FBXO3	1.7161
DVL1	0.636166666666667
CMKLR1	2.87316666666667
TYMS	-2.65325
PEF1	0.93225
ZNF750	1.99433333333333
MCM5	-1.4181
MEGF11	-0.88625
KCNK7	0.163
PTP4A3	0.1135
C1QTNF2	-2.08133333333333
OR6S1	0.4955
FAM122B	-0.61975
ZNF551	-0.403375
HBQ1	-2.539
GEMIN6	0.441
ARSK	-0.419
RBP7	1.1555
CPNE9	0.36975
DSC1	0.6885
LOC730112	-0.45625
MAP2K4	0.432125
HS3ST5	-1.6575
EPB41L3	0.2605
TEKT2	-0.968
CDKN2B	-0.882166666666667
ZNF480	0.3585
MAP3K6	-0.1597
MAP6	1.12166666666667
HN1	0.3847
OR2L13	0.3645
SLC16A11	0.45075
FAM96A	-0.72275
APOL1	0.83825
C5orf32	0.84375
RTP1	0.129
RNF175	-0.762625
ZBTB41	2.049125
AHCTF1	-1.0533
SAE2	0.0654
ITGA2	-2.2475
MME	-0.784333333333333
CCDC14	-2.20125
MAST4	0.6965
KRT33B	0.3425
KCTD2	0.716166666666667
WDR26	0.92175
MFI2	-0.422625
NR4A3	1.284875
ARSA	1.6635
UNKL	-0.126166666666667
SULT6B1	0.846
CCNA2	-2.28916666666667
SOX15	-0.8835
PPAPDC1B	1.82166666666667
C19orf44	-0.073
MCAT	0.876416666666666
ARID1B	-0.222625
OR52N1	0.6865
C12orf48	-1.30075
MAGI1	-0.66175
NIPA2	-0.79575
GBX2	-1.03225
RSHL3	-0.168375
RAVER1	0.196833333333333
C15orf17	-0.37225
SLC30A2	0.981875
ZNF518	-0.8115
PCYT1B	-1.4515
C10orf114	0.41725
EIF3H	0.82775
SLC25A39	0.274333333333333
KIF1B	-1.2265
AMOTL2	0.538
C6orf120	0.120125
PSRC1	-2.5955
PLA2G10	-0.724625
KIF5C	0.483125
MRPL37	-0.073
C17orf62	0.710833333333333
C9orf135	-1.1755
DUSP10	0.6468
CLCNKB	0.283
PSMA5	0.662125
C8orf53	1.34975
AMPD3	0.518833333333333
PIAS1	-0.12925
ADCYAP1R1	0.1975
GYLTL1B	-0.87675
CDH20	-0.051
FBXO7	-0.50575
TMEM134	1.16716666666667
FLJ14213	0.654833333333333
ZNF3	-1.14575
LRRFIP1	0.3745
CNOT2	0.3795
ABI3	2.74175
ALDH5A1	0.801416666666667
HNT	2.2869
SERPINA4	-2.34125
TK2	0.853583333333333
STMN1	-1.79111111111111
GUCA2A	0.470666666666667
GALNT10	0.4305
DPP6	-0.6164
C9orf93	-1.210375
PRELID2	-1.831125
STK39	0.41225
SFTPA1	-0.78625
CKS2	-1.96966666666667
RHO	0.1445
C20orf135	-0.267
XKR3	-2.387
CR1	0.5645
RPS6KA2	-0.713357142857143
C20orf112	0.46225
MRPL22	-0.633
C4orf23	0.921666666666667
GADD45B	2.634
KLHDC1	0.4805
C2orf48	-1.7285
ZNF287	-0.239
DAAM2	-1.12775
DPPA2	-2.84766666666667
TCTN3	0.323666666666667
DNAJB11	0.327625
FPR1	3.77975
DEFB4	0.145
PTCD2	-0.7002
SMOC2	3.57866666666667
CABP7	0.1965
SERPINB11	0.10875
MAGEF1	0.12075
NDE1	-0.0413333333333334
ITGA10	0.0445
FSHB	0.3505
ANXA2	0.609625
HORMAD2	0.245
HLCS	1.48
MCF2L	0.50875
FH	0.078125
TBC1D24	1.97825
KIAA1505	0.2075
LGALS2	0.7275
CNBD1	0.1725
SYNPO2L	-1.37725
PTPN23	0.217642857142857
C1orf183	-0.8065
MAGEA8	-2.16625
DGCR8	-2.443875
GSR	-1.81725
PAQR7	0.28075
ZNF676	-1.929
CACNA1C	-0.682
SP7	0.419
PDCD6	0.51575
NRN1L	-1.513
BRI3BP	-0.258916666666667
KIAA1183	0.4965
ASB4	0.5415
CCL23	1.03
OBSL1	-1.672125
SLC12A7	1.46016666666667
KIAA0240	0.781625
CD1B	-2.70433333333333
FCGR2A	2.080125
MDC1	-1.95225
HTR1A	0.4195
OCEL1	0.32775
ATP11B	-0.00893749999999999
FBXO34	0.026
PCDH12	2.57483333333333
RPE	0.2795
C17orf74	-0.074
CSDC2	0.3455
PET112L	0.6415
TMBIM1	-0.296875
P2RXL1	-0.241
TCHP	0.24975
TRMT1	-1.345
F2RL2	1.17708333333333
LRRC32	2.55383333333333
IMPG2	0.9725
BGLAP	-0.16675
LOC493869	-2.01058333333333
MRAS	1.186875
SLC35F5	0.92575
CBWD1	0.147
AXL	-1.5445
ATP2C2	1.2095
TELO2	-0.155
PNPLA3	-5.28525
PCDHB14	0.42025
CD276	0.57325
KRT80	-1.32225
DUSP28	0.2805
CSNK1E	-1.24208333333333
SRP14	0.911
KCNQ4	-0.164
KRT72	0.22
CCDC117	0.317
C6orf89	0.287555555555556
TUBB2B	-3.11466666666667
RTN4IP1	2.058
CR1L	-2.5595
CEND1	0.153375
C12orf41	0.3905
RNF31	0.3045
UBN1	-0.0601666666666667
C17orf32	1.298625
SLC5A7	0.20325
GPR92	1.04233333333333
ESAM	1.8139
CTNNA1	0.956166666666666
HRBL	0.0187000000000001
CBX4	1.82725
TMEM182	-0.07425
SH3TC2	-1.9305
IL10	1.355
PXMP4	1.425
RNF167	-0.1252
PAK7	-0.284
ETV3	-0.1935
ATPIF1	-0.0158333333333333
LOC554207	-0.715
OR8H1	0.536
WDFY3	1.364875
DPM1	-0.48925
GPSM1	0.1235
WDR92	0.0958
LRP1	0.0968333333333333
ANKH	-1.823
THUMPD3	-0.30875
POLR1B	0.36475
OLFM4	-0.153166666666667
RAD9B	0.64875
TSPY2	-1.885
PAX6	-1.79783333333333
SCG2	-2.997375
SLC17A6	0.01475
FMO3	1.196875
PADI4	0.163375
TUBB4	-0.7723
NLK	0.232
POU4F3	-0.023
SDF4	1.04675
ITGBL1	1.57433333333333
NETO1	-0.27925
TAP2	1.6135
ABBA-1	-0.0196666666666667
GNAI1	-1.753
VPS4B	1.3925
NOPE	-0.4589
GALNT6	2.16066666666667
SESN1	0.089125
GBE1	-1.42177777777778
CLASP1	-0.17375
RASGEF1B	1.17475
ACOT11	-0.219428571428571
AFAP1	0.10075
OR2H2	0.5805
DPY19L2P1	-0.921
DZIP1	-2.732
SEC22C	0.30175
GPR161	-1.84308333333333
RNF146	0.492
WDR74	-0.070375
GALP	0.07
PURA	0.0435
DNPEP	1.10616666666667
RP11-78J21.1	-1.398
ERBB2	2.21
FANCM	-1.01358333333333
NEO1	0.5565
DDX3Y	-4.9029
RPS3A	0.05225
MXRA7	-0.462857142857143
LGALS3	-0.0518333333333333
GLT8D1	-0.174
CFL2	-2.66283333333333
UPB1	0.70325
NAP1L5	-0.263125
CLDN14	-1.513
DHX38	-0.50425
BTBD1	0.23375
TARS2	0.602166666666667
ABCF1	0.3172
FCF1	0.565666666666667
LRRC49	0.0575
GUCY1B2	-0.5735
C1orf177	0.0246666666666667
SMARCA4	-0.491428571428571
LRP8	-3.187
TAGLN3	-1.23675
MRPL14	0.182
TTRAP	0.894
ZDHHC20	0.8975
NFE2L3	-0.57275
KIAA1377	1.5285
PALMD	-0.1259
TMEM43	-0.743
TTL	-0.812125
STAT5B	-0.9605
SSB	-0.650625
OR10H5	0.395
SLC22A13	-0.85525
AKAP3	0.25025
TIMM23	0.294666666666667
OAS2	2.11491666666667
KIAA0423	1.4235
TRIM11	0.319333333333333
GLIS3	0.856875
TMEM50B	1.30816666666667
ARHGEF4	-1.49625
DEGS1	-0.327636363636364
TBL1XR1	0.163533333333333
G6PD	-1.117
SP140	0.9459
MUC17	0.278571428571429
NUDC	-0.0106
DNAJC5B	3.64166666666667
SCARA3	-2.34833333333333
CPA3	5.88866666666667
BCAT2	1.177375
MFN1	0.1583
NRG3	0.1965
SNX11	0.207
PLEKHH1	-0.606166666666667
GPR177	-1.59383333333333
HCFC2	1.3395
TCAP	-1.382
MOCOS	-2.22775
C14orf93	-0.855
PRDM10	0.0248333333333333
SLC16A4	-1.60833333333333
SRGAP1	-0.431166666666667
VIP	-0.25025
DUSP27	0.0436666666666667
LILRA1	0.8464
MC2R	0.428
MGC24103	-3.7145
MBTD1	-2.448
FUT11	-0.449833333333333
USP33	0.1153
C15orf39	-1.45375
MAP3K12	-0.671875
PAAF1	0.644833333333333
BARHL1	0.47
FLJ16165	-0.0535
PIWIL2	-2.9215
SYNE1	-0.221333333333333
CMTM4	0.65575
TSPYL1	0.2055
GUF1	1.14783333333333
TMEM157	1.4005
WDR44	0.51175
HIST1H3C	-0.11225
DKFZp666G057	1.44525
RNPEP	2.637
GAS2L2	0.089
ADH4	-4.295
GRPR	6.5755
FBXL17	0.4295
ZBTB10	0.713666666666667
Gcom1	0.309333333333333
HTRA1	0.2416
ZNF585A	-0.383833333333333
SLC26A2	-1.46071428571429
OTOP3	0.103833333333333
WISP1	2.76211111111111
ATP2B4	-0.954083333333334
FLJ10769	0.97975
CRAMP1L	-0.4505
CHST12	-1.24075
RAB22A	0.435666666666667
TARDBP	-0.645928571428571
STAU1	0.663
CRB3	1.953
MIG7	-0.8715
CHMP1A	0.557666666666667
ZNF160	0.025
B3GALT6	1.701625
BARX1	-1.50833333333333
C6orf167	-0.329125
NXNL1	0.626
DHX29	0.46925
HADHB	0.455
PLXNB2	0.713
ILDR1	-2.43725
SLC15A3	2.771
GAS2	-4.139
C20orf69	-1.1045
NUMB	0.1005
TNIP1	-0.246
MESP1	-1.49516666666667
PSKH1	0.73225
NSFL1C	0.358125
RHOG	0.3405
HEY1	-3.03616666666667
KNG1	-1.60075
ITGAX	2.1831
LIN9	-0.8885
CANT1	1.65675
XRN1	0.000642857142857147
CCDC96	1.9177
HEATR6	0.991333333333333
GNG7	-0.290166666666667
RUNX2	0.475625
SOX1	-0.0815
FCRL5	1.8266
ZNF99	-1.139125
FAM9A	-0.1
SNX22	0.6155
MBNL3	-1.93966666666667
ODC1	-2.0481
ADORA2B	-3.54133333333333
NR2F6	0.1935
ZFYVE16	-0.0487222222222222
SYNJ2BP	0.6662
POLE	-0.686625
E2F2	-1.303875
THRA	-0.0793333333333333
PTGES2	-0.221333333333333
