Hybridization REF	TCGA-A2-A0YI-01A-31R-A10J-07
EMILIN3	-0.4015
METTL3	-0.87025
VPS13C	0.285875
REXO2	-1.2205
ANXA4	-0.39025
CA1	-1.39475
DCP1B	0.74025
TULP3	-0.265833333333333
ATP2A2	-0.176142857142857
ATIC	-0.5635
ADAM15	0.109416666666667
NPL	1.28633333333333
LGR4	0.391375
UEVLD	0.868166666666667
GAB1	0.83525
SNAI2	-0.0366666666666667
ZGPAT	-0.0771
SNF1LK	0.0620000000000001
DLEU1	-2.09725
UBE2Q1	0.31325
ZMYM6	0.012375
JPH3	-1.93316666666667
FAM38A	-0.158666666666667
PXK	0.140833333333333
DENND2D	2.688
BAX	-1.06491666666667
CP	0.538636363636364
RPL37	-0.8094
G6PC3	-0.2675
NCOA4	0.21
LRRC14	0.082625
GORASP1	0.75525
FCHO2	1.133625
CYP24A1	-3.068
FXYD3	2.15375
SMARCAL1	0.33825
ABCB8	-0.371
CCDC44	-0.3235
PRDM7	-2.85925
USH1C	-1.3425
DNAH5	0.984333333333333
SRF	0.312
MAL2	1.49
PGPEP1	0.438833333333333
SIN3B	-0.46275
SEMA3C	-0.913833333333333
GRAMD3	1.1935
FBXO10	-0.157125
OR5D13	0.2345
FLJ31818	-0.20825
CACNA1I	0.72775
S100A13	0.314
TP63	1.58578571428571
ANXA11	0.9887
WDR66	1.286375
CSF2RB	0.8585
IFI44	1.07125
DACT1	1.64633333333333
ANKRD23	-1.7035
ATP5G1	-1.13316666666667
C21orf70	-0.720666666666667
PPWD1	-0.8975
DNAJC13	-0.15175
PAH	-5.95216666666667
PTCH2	0.51575
TRMU	-1.7075
CCDC9	0.1705
USP3	-0.17
DCLRE1C	-0.2801
FAM55C	0.5235
FRMD4B	2.1045
CYP2R1	0.13725
RFPL1	0.3302
XPO5	-0.892
ARL6IP2	-0.987
OSBPL5	1.119
MMP9	4.36881818181818
KIAA0802	-0.1705
DHRS2	-2.58133333333333
SGEF	-0.557125
TXNDC10	-1.0588
EXOC6	1.1655
RPS27	0.828166666666667
PNCK	-1.5715
FSTL1	-0.43625
AACS	0.70575
SLMAP	0.4445
SAMD4A	-0.3181
ABRA	0.175
SMARCD3	1.55175
PKNOX2	-0.7045
A4GNT	-0.027
C9orf39	-0.74
RALYL	-0.353
MGC33556	-2.5565
C10orf25	-0.5735
BBOX1	2.4095
NHEDC1	0.4615
XDH	0.04275
GCSH	-1.0325
EDN1	0.524
MTERF	-0.342
CLK4	0.471375
ZNF799	0.417166666666667
KCNG1	-2.2395
CXCR4	0.9755
PTPRR	-2.228
IRAK1	-0.232375
LOC401397	-0.77375
TMSB10	0.606142857142857
CXCL3	-3.8507
TMC4	2.85875
OR7A10	0.088
STYK1	2.2595
CHRNA10	0.20925
CCNI	0.639
EP300	1.37821428571429
LOC165186	0.0908333333333333
HIC2	-2.76025
SDR-O	0.073
OR2W1	0.0755
KCNA6	0.421
TRIM74	-2.0375
REEP6	2.3595
ATP5G2	-0.12025
ERG	0.947875
TMEM42	0.04525
PARN	-0.0486666666666667
SOD2	-0.6498125
DIRAS1	-1.1065
PNPT1	-1.6085
JOSD3	-1.79275
hCG_40738	0.034
PDE1C	-1.61425
SEMA4D	0.946125
AGPAT1	-0.437
NOSTRIN	1.93525
MAP3K3	-0.110666666666667
MAX	1.09185714285714
CAPS	-0.0275
SERPINA12	0.3785
OSBPL8	0.2305
RICS	1.198
NR4A2	1.49983333333333
PPCS	1.52083333333333
LONP1	-1.15025
SCYL3	1.135
HERC2P2	-0.975166666666667
FIBCD1	-0.6335
C15orf41	-1.56675
DMC1	-0.6335
C20orf27	-1.3855
RPS6KA5	0.855
FAHD1	0.431
SLC12A4	0.042
BRCA1	-2.14075
GBL	-0.454
SLK	0.308333333333333
NUDT9P1	-0.298
NOXO1	-0.0865
USP52	-1.595
BAZ1B	-0.08625
SLCO2B1	4.20725
BBS12	1.008
LRGUK	0.315666666666667
TERF2IP	0.625
COL1A1	4.886
KIAA0090	-0.505875
GRK5	0.329
AP1S2	-0.6552
TMEM52	-1.0785
CA11	-0.47175
OR4A15	0.3295
ACBD3	1.6808
SPAG11B	0.149875
PRDM2	0.519
FOXP3	0.073
SMYD3	-0.175
LOC389199	0.7705
LGI2	0.991333333333333
NAPE-PLD	-0.3543
ANKRD6	1.2425
WDR45	0.2435
SHROOM1	2.975
PSCD3	0.152
PYY	0.169
KCNC1	1.126
ARHGEF9	0.4709
OR8J1	0.321
GPR55	0.544
NS3BP	-0.8965
C10orf22	0.166666666666667
NAT8L	-1.41025
DUSP4	0.289666666666667
FOXM1	-3.43816666666667
GRAMD2	2.3153
ZBTB48	-0.441666666666667
BUD31	-1.111
PABPC5	1.3385
CCDC41	-1.33
FBXO11	-0.143333333333333
C6orf148	-0.6675
RFXAP	-1.21825
C6orf15	-0.162333333333333
CDK8	-1.23
C6orf70	0.136125
TESSP2	0.382
ALG2	1.16875
PPP1R3D	1.721
TPM3	0.5065
SYT13	2.51125
EPB42	-0.410833333333333
CETN3	-1.40775
PRY	0.277
NTHL1	-0.9135
POLR2B	0.196
RPS28	0.00841666666666666
P2RX3	0.136
LYZL4	0.4395
WBP4	-0.7389
PMM1	-0.44175
C11orf79	0.56775
CBLL1	-1.0805
IL1F10	0.00983333333333333
VAX2	0.3045
SETDB1	0.2495
LRAP	-2.95383333333333
GCLM	-0.154
CPEB3	2.092
PPM1A	1.0785
INTS1	-0.6125
CAMTA1	-0.27025
SAMSN1	-0.623
LOC158830	-1.02666666666667
GMPPA	-0.244125
AIPL1	-0.14375
IL24	0.229583333333333
BDKRB1	-2.2105
MLF1	-1.2187
TAF12	-0.8315
ID1	-1.350625
THADA	-0.255
PIK3CB	-0.4945
OR4N5	0.2105
TBC1D17	-0.180166666666667
COX8A	-0.6175
CDCA4	-1.29675
C2orf44	-0.75375
ZNF534	-1.7385
IMMP1L	0.43075
NIPSNAP3B	-0.03825
FTMT	0.202125
PWP2	-0.61
MMP15	-0.9908
DNAH11	-0.9115
MTMR14	0.11025
DNAL4	0.947
IPP	0.07525
TMEM59	2.209375
C1orf157	0.0695
RGS4	0.119833333333333
DDX18	-0.7
SNX6	-0.0145
ZNHIT2	0.393333333333333
NCDN	-0.0223333333333333
FLJ33534	0.6965
RAG1	-0.71275
OR4D10	0.253
PTPN5	0.3145
POMT1	0.37925
LRRC8A	0.4339
CYP1A1	-1.4845
CAPN1	0.0906666666666667
DDHD2	-0.518625
GRIK2	-0.0545
GNRHR	-0.0645
PPBP	0.08575
HTR3A	-0.58025
SLITRK4	-0.61325
ANKRD49	-0.599
BTF3	0.3576
SARS	0.509
C13orf18	1.15333333333333
CACNB1	-0.00935714285714288
QKI	0.433545454545455
SETMAR	0.5275
MAN2B1	1.72933333333333
EML3	-0.741
ACADL	0.281833333333333
OFD1	0.3055
DEFB114	0.0005
CGA	-3.8994
PEX16	-0.107166666666667
LRRC10	0.255
GNG12	0.947
C1orf152	-0.088
CHRM1	0.3875
CD53	1.87675
DBH	-0.41725
TFAP2B	0.43775
HIST1H2BJ	-0.352666666666667
FAM46D	-0.205
TMEM11	0.00699999999999999
C3orf32	-2.28975
PCCB	-0.258625
IPO13	0.100125
C6orf105	-3.731
COMMD5	0.65125
SUV420H1	-0.00249999999999997
LTBR	1.0545
ARHGAP15	0.3505
HDHD2	-0.0725
TDRKH	-0.450666666666667
LOC401052	0.679
PSG4	-0.6705
GNB4	-0.4051
SPATA4	1.9995
SLC9A3	-0.5385
OSBP	0.779833333333333
NBPF3	0.56825
DOCK11	-0.00399999999999999
SLC39A5	-1.626
PRR5	0.7909
C10orf63	0.2595
SMTNL2	-0.88375
ADRA1A	0.10075
ASAH1	2.981
DOM3Z	-0.3224
GIPR	0.788333333333333
AHI1	-0.713833333333333
NADSYN1	0.303333333333333
RGS14	-0.0111
IL18BP	1.0203
RTN4RL1	2.252
ARMC6	-0.67725
PSMD5	0.660333333333333
HK3	0.7212
OR4S1	-0.004
RSU1	0.4265
MAD2L1	-3.55444444444444
EIF4A3	-0.14525
DLEC1	0.0795
E4F1	-0.115166666666667
CHMP2B	0.4546
CAMSAP1	0.1445
RPS21	-1.47383333333333
ARID5A	1.675
UBE2N	-0.2623
IGSF8	0.431666666666667
MAGEB6	-1.722
ACAD11	-1.1274
MGC4172	-0.82
LMO4	0.96125
KLKB1	0.0135
HP	-0.1915
HDAC3	0.2405
SCHIP1	-0.00925
CLCA1	-0.5855
OLFML2A	1.319
C1orf112	-1.57175
KIF19	1.4025
HAPLN4	-0.0955
CXCR7	-0.496833333333333
GOT2	0.3539
RAB38	-0.463625
DCX	0.12775
PPM1H	0.96125
NFYC	1.01908333333333
KIN	-0.24975
ZNF228	0.89825
PLSCR4	1.91866666666667
HIG2	-0.1475
FAM79B	6.373
C21orf86	-0.4101
KCNK10	3.0615
ZNF738	-0.742125
FSTL5	-0.6715
OR6A2	-0.0845
OTOA	0.820333333333333
EXOC1	-0.042625
AHRR	-4.054625
PDAP1	-1.77825
C19orf6	-0.303
ZAN	0.0985
LY6G6E	-0.022
EIF4E2	-0.96025
C20orf198	-0.26075
ZNF324	0.45025
CYP3A5	-2.80733333333333
ENTPD7	1.296
MBOAT5	0.5425
GJB5	-0.92
TTC13	-0.06925
S100Z	-0.305666666666667
KIAA0664	-0.631333333333333
PDGFRB	2.2065
IL17D	-0.0355
OR56B4	0.5835
RDX	-2.509
SLC34A3	0.686
IL28B	0.253
JUND	1.52425
CHRNB1	0.13375
CAMK2B	0.4055
FETUB	-1.48575
CXorf23	1.30325
MRTO4	-1.43425
TTC3	1.5502
NDUFB8	-0.1675
EDG2	-0.4215
SEMA3G	1.46025
IL23A	-1.69325
GRHL1	1.1848
LOC441054	-2.5765
WDR65	0.824125
PSTK	-0.7135
STOML3	-0.108666666666667
R3HDM2	0.2858
C5	-2.25175
SLC2A10	1.76566666666667
C3orf22	0.26825
PAQR3	-1.73284615384615
ANKRD26	0.498
HCRTR1	0.2645
LOC399947	-0.368333333333333
PSD2	-0.43125
TIGD2	-0.0586666666666667
SCRN1	-1.076375
COQ10A	-0.847
DDI2	0.3875
METTL7B	0.762666666666667
UCN2	0.3745
FAM92A3	-0.61125
WDR16	0.133
ZNF511	-0.1795
ZMYM5	-0.888875
POLR3G	-3.66025
ZNF586	0.148
C1orf49	0.402666666666667
TANK	0.373666666666667
RCAN1	-0.790166666666667
PELI3	0.941333333333333
LIMD2	0.269666666666667
TMEM189	-1.2065
NTN4	1.69725
LOC151300	0.0875
CLEC2A	-1.0485
GPR135	-0.373
DPYSL4	-2.4988
JAK2	0.470833333333333
TSHZ1	0.902666666666667
TM9SF4	-0.2565
ZNF264	0.940833333333333
SIRPG	1.49675
BICD1	-0.32825
HERC6	1.11566666666667
METTL5	-0.9915
CASP1	1.509
PRRT1	-0.0756666666666667
PLA2G4C	2.06316666666667
ICA1L	0.0582857142857143
TPTE2	0.227666666666667
OTUD7A	0.606833333333333
AQP11	-0.1565
APOA2	-4.7473
KALRN	-0.7004
SECTM1	1.0005
IFNAR1	0.38525
TALDO1	-0.325125
RAB11FIP4	-0.0929166666666666
EIF5A	-1.656
FAM49A	2.09575
NEGR1	0.548166666666667
YTHDC2	0.63925
EHD2	-0.112625
NCF1	2.873
SCRT2	0.7815
HOXA5	-0.286666666666667
NUP133	0.39825
FGF12	-0.9800625
SLMO2	-0.81875
SNTA1	0.159125
CACNG2	0.141375
GCM1	0.29125
ELF1	0.509166666666667
TLR5	3.2225
TCFL5	-1.48333333333333
RBMY2FP	-0.4435
LOC100125556	0.415375
FAM129B	0.699
MAP3K7IP1	0.042875
NCK2	0.3695
OXA1L	-0.441
FMO9P	-0.187
ZSCAN12	0.4335
PSMD12	-0.818583333333333
HSCB	-0.49175
CLDN10	-3.06025
MGC13053	-0.46925
HPCAL4	-0.308666666666667
ASZ1	-0.4045
MEX3D	0.151333333333333
NFAT5	-0.0815
CSPG4LYP1	-0.334666666666667
FBXO3	0.8189
DVL1	-1.28
CMKLR1	1.72566666666667
TYMS	-4.008875
PEF1	0.5365
ZNF750	1.36883333333333
MCM5	-1.0074
MEGF11	-0.17625
KCNK7	-0.1705
PTP4A3	0.212
C1QTNF2	-0.681333333333333
OR6S1	0.1245
FAM122B	-1.5165
ZNF551	-0.199875
HBQ1	-1.419
GEMIN6	-0.53975
ARSK	-0.87725
RBP7	2.7955
CPNE9	0.361
DSC1	0.9175
LOC730112	-0.8025
MAP2K4	1.688125
HS3ST5	-1.264
EPB41L3	0.553
TEKT2	0.08275
CDKN2B	0.38575
ZNF480	-0.7085
MAP3K6	-0.0864
MAP6	1.5115
HN1	-0.702
OR2L13	0.5625
SLC16A11	0.8755
FAM96A	-0.4345
APOL1	0.75275
C5orf32	-0.44875
RTP1	-0.0535
RNF175	0.4145
ZBTB41	1.437875
AHCTF1	0.0524
SAE2	-0.286
ITGA2	0.490416666666667
MME	-0.8785
CCDC14	-1.14475
MAST4	1.17214285714286
KRT33B	-0.1695
KCTD2	0.757333333333333
WDR26	0.29425
MFI2	0.65
NR4A3	0.530875
ARSA	1.61925
UNKL	-0.409833333333333
SULT6B1	0.0265
CCNA2	-4.10383333333333
SOX15	-0.6425
PPAPDC1B	0.813166666666667
C19orf44	0.1805
MCAT	0.488416666666667
ARID1B	0.38975
OR52N1	0.2935
C12orf48	-2.797
MAGI1	0.9495
NIPA2	-0.274
GBX2	-2.14175
RSHL3	0.532
RAVER1	0.340333333333333
C15orf17	0.01125
SLC30A2	0.28925
ZNF518	-0.354
PCYT1B	-1.241
C10orf114	-2.00875
EIF3H	0.00891666666666666
SLC25A39	-0.826
KIF1B	-0.5375
AMOTL2	0.06975
C6orf120	0.87
PSRC1	-2.1685
PLA2G10	3.24075
KIF5C	0.039125
MRPL37	0.101
C17orf62	0.468166666666667
C9orf135	-1.01
DUSP10	2.9497
CLCNKB	0.0305
PSMA5	0.256625
C8orf53	0.05325
AMPD3	2.38783333333333
PIAS1	0.31125
ADCYAP1R1	0.133
GYLTL1B	-0.72225
CDH20	-0.164166666666667
FBXO7	0.18225
TMEM134	0.558
FLJ14213	1.532
ZNF3	-0.10025
LRRFIP1	0.644666666666667
CNOT2	0.196
ABI3	3.309
ALDH5A1	-0.102583333333333
HNT	1.8579
SERPINA4	-1.6785
TK2	0.982333333333333
STMN1	-2.61988888888889
GUCA2A	0.122833333333333
GALNT10	1.02628571428571
DPP6	-0.616
C9orf93	-0.158
PRELID2	-0.395125
STK39	2.003125
SFTPA1	-1.14725
CKS2	-3.14422222222222
RHO	0.336875
C20orf135	-0.15175
XKR3	-2.111
CR1	-0.05775
RPS6KA2	0.725928571428571
C20orf112	0.538
MRPL22	-0.23075
C4orf23	0.698833333333333
GADD45B	1.18475
KLHDC1	1.17016666666667
C2orf48	-1.919
ZNF287	0.5835
DAAM2	-0.78525
DPPA2	-2.761
TCTN3	0.583166666666667
DNAJB11	0.242625
FPR1	3.6135
DEFB4	0.0835
PTCD2	-0.6546
SMOC2	5.07016666666667
CABP7	0.2745
SERPINB11	-0.14925
MAGEF1	0.58425
NDE1	0.0678333333333333
ITGA10	0.313
FSHB	0.016
ANXA2	0.706125
HORMAD2	0.2565
HLCS	0.5945
MCF2L	1.25725
FH	-0.04675
TBC1D24	0.84825
KIAA1505	1.05325
LGALS2	1.0695
CNBD1	0.3445
SYNPO2L	0.07
PTPN23	-0.106214285714286
C1orf183	-0.648333333333333
MAGEA8	-2.48825
DGCR8	-1.25575
GSR	-2.36425
PAQR7	0.11
ZNF676	-0.602
CACNA1C	0.6175
SP7	-0.0115
PDCD6	-0.6
NRN1L	-0.864
BRI3BP	-0.44575
KIAA1183	0.8265
ASB4	-0.08275
CCL23	0.6665
OBSL1	-0.811625
SLC12A7	1.17816666666667
KIAA0240	1.114875
CD1B	-1.75216666666667
FCGR2A	2.874125
MDC1	-1.41525
HTR1A	0.2245
OCEL1	0.1255
ATP11B	-1.036875
FBXO34	0.204166666666667
PCDH12	3.2575
RPE	-0.9765
C17orf74	-0.5175
CSDC2	0.757166666666667
PET112L	0.09775
TMBIM1	0.7565
P2RXL1	-0.79575
TCHP	-0.5655
TRMT1	-1.25966666666667
F2RL2	1.95633333333333
LRRC32	3.30383333333333
IMPG2	0.205
BGLAP	-0.4135
LOC493869	-0.4565
MRAS	1.3415
SLC35F5	0.93225
CBWD1	0.4765
AXL	-0.85125
ATP2C2	2.458
TELO2	-0.89175
PNPLA3	-2.42625
PCDHB14	1.2215
CD276	0.46475
KRT80	-1.49025
DUSP28	0.479
CSNK1E	0.198333333333333
SRP14	1.161
KCNQ4	0.113
KRT72	0.0288333333333333
CCDC117	0.49325
C6orf89	0.618277777777778
TUBB2B	-0.779166666666667
RTN4IP1	-0.7465
CR1L	-3.49516666666667
CEND1	0.2885
C12orf41	-0.2195
RNF31	0.23375
UBN1	-0.0246666666666667
C17orf32	0.250625
SLC5A7	0.22875
GPR92	2.62566666666667
ESAM	2.1769
CTNNA1	0.399166666666667
HRBL	-0.0668
CBX4	0.12725
TMEM182	0.6055
SH3TC2	-1.47966666666667
IL10	1.02616666666667
PXMP4	0.3165
RNF167	0.2599
PAK7	1.22533333333333
ETV3	0.203
ATPIF1	-1.31533333333333
LOC554207	-1.48033333333333
OR8H1	0.2125
WDFY3	1.09975
DPM1	-1.17625
GPSM1	-0.086
WDR92	-0.1175
LRP1	0.702166666666667
ANKH	0.062
THUMPD3	-1.03825
POLR1B	-0.856
OLFM4	2.0225
RAD9B	0.259
TSPY2	-3.513
PAX6	-1.81183333333333
SCG2	-2.94025
SLC17A6	0.0085
FMO3	1.3215
PADI4	-0.175375
TUBB4	-0.8198
NLK	0.18475
POU4F3	-0.502
SDF4	-0.36575
ITGBL1	2.39416666666667
NETO1	-1.653
TAP2	0.061
ABBA-1	-0.305333333333333
GNAI1	-0.6265
VPS4B	0.426
NOPE	0.5392
GALNT6	3.40583333333333
SESN1	0.558875
GBE1	-2.06044444444444
CLASP1	-0.37225
RASGEF1B	0.8865
ACOT11	0.372571428571429
AFAP1	0.76425
OR2H2	0.3435
DPY19L2P1	-1.2115
DZIP1	-1.98475
SEC22C	-0.120166666666667
GPR161	-0.636916666666667
RNF146	0.96675
WDR74	-1.069875
GALP	0.1045
PURA	1.5415
DNPEP	0.939333333333333
RP11-78J21.1	-1.248
ERBB2	2.075
FANCM	-0.84025
NEO1	0.958
DDX3Y	-5.1291
RPS3A	0.324625
MXRA7	0.0153571428571429
LGALS3	0.2395
GLT8D1	-0.08475
CFL2	-1.42866666666667
UPB1	0.039
NAP1L5	-0.017875
CLDN14	-0.93875
DHX38	-0.32875
BTBD1	-0.171
TARS2	0.0145
ABCF1	-0.191
FCF1	0.483333333333333
LRRC49	0.70425
GUCY1B2	-2.873
C1orf177	0.336
SMARCA4	-0.6285
LRP8	-4.42483333333333
TAGLN3	-0.9665
MRPL14	-0.43825
TTRAP	0.42525
ZDHHC20	-0.18725
NFE2L3	-1.71225
KIAA1377	1.105125
PALMD	0.8802
TMEM43	-0.29175
TTL	-1.2365
STAT5B	-1.2025
SSB	-0.749
OR10H5	0.244
SLC22A13	-0.0395
AKAP3	-0.74025
TIMM23	0.153666666666667
OAS2	1.83391666666667
KIAA0423	1.129
TRIM11	0.821166666666667
GLIS3	0.604125
TMEM50B	0.953166666666667
ARHGEF4	-1.278125
DEGS1	0.377090909090909
TBL1XR1	0.6429
G6PD	-2.45625
SP140	1.4082
MUC17	0.147142857142857
NUDC	-1.0074
DNAJC5B	3.0755
SCARA3	-0.724333333333333
CPA3	6.1775
BCAT2	-0.2865
MFN1	-0.3839
NRG3	0.6455
SNX11	0.26225
PLEKHH1	-0.209166666666667
GPR177	-0.3465
HCFC2	0.117
TCAP	-0.78075
MOCOS	-2.148
C14orf93	-0.005
PRDM10	-0.769666666666667
SLC16A4	1.96966666666667
SRGAP1	0.0111666666666667
VIP	0.647
DUSP27	2.18183333333333
LILRA1	1.6531
MC2R	0.207
MGC24103	-1.4015
MBTD1	-1.293
FUT11	-0.343166666666667
USP33	0.9938
C15orf39	-1.53325
MAP3K12	-0.269625
PAAF1	-0.632333333333333
BARHL1	-0.12
FLJ16165	0.372
PIWIL2	-2.3975
SYNE1	0.924666666666667
CMTM4	0.64725
TSPYL1	1.6874
GUF1	-0.744166666666667
TMEM157	1.261
WDR44	0.073
HIST1H3C	-0.20475
DKFZp666G057	1.1195
RNPEP	0.81425
GAS2L2	-0.219
ADH4	-4.919
GRPR	0.9225
FBXL17	1.0925
ZBTB10	-0.183666666666667
Gcom1	0.544944444444445
HTRA1	2.1069
ZNF585A	-0.07
SLC26A2	0.403642857142857
OTOP3	0.389166666666667
WISP1	2.38488888888889
ATP2B4	-0.7505
FLJ10769	0.158
CRAMP1L	-0.32925
CHST12	-0.4275
RAB22A	0.22625
TARDBP	-0.414214285714286
STAU1	0.15125
CRB3	1.73066666666667
MIG7	-0.46025
CHMP1A	-0.118833333333333
ZNF160	0.263375
B3GALT6	-0.412
BARX1	-1.914
C6orf167	-1.6015625
NXNL1	0.7555
DHX29	0.697875
HADHB	-0.165
PLXNB2	0.907125
ILDR1	-0.23425
SLC15A3	3.1245
GAS2	-3.1415
C20orf69	-0.33525
NUMB	-0.106
TNIP1	0.44575
MESP1	-1.0415
PSKH1	0.035
NSFL1C	0.0515
RHOG	0.70425
HEY1	-1.42716666666667
KNG1	-1.54725
ITGAX	2.1196
LIN9	-0.8895
CANT1	1.151125
XRN1	0.200928571428571
CCDC96	1.4902
HEATR6	-1.208
GNG7	0.510833333333333
RUNX2	1.1324375
SOX1	0.0106666666666667
FCRL5	1.1427
ZNF99	0.273625
FAM9A	0.0895
SNX22	0.0698333333333333
MBNL3	-1.96766666666667
ODC1	-2.4107
ADORA2B	-2.35
NR2F6	0.50925
ZFYVE16	0.0352222222222222
SYNJ2BP	0.8548
POLE	-1.310875
E2F2	-2.069125
THRA	0.6845
PTGES2	-0.561
HIP1R	1.46616666666667
TMUB1	-0.591666666666667
ENO3	-2.20775
RSPH10B	0.137
CXorf39	1.1345
IRGC	0.21325
GPR109B	-0.132
FLJ13305	-1.2585
LCE3A	-0.8175
TNFRSF18	-1.717
DET1	0.14675
TRPM3	0.0541666666666667
C16orf79	-1.4015
FECH	-0.665666666666667
RAP2A	-0.130666666666667
CRIP1	1.219
AZIN1	-0.453
SLC7A7	3.6745
IL10RA	2.2005
TMEM64	-3.47575
CDC42EP4	0.8456
C16orf58	0.1898
ARG2	-3.00625
POU5F1P4	-5.22975
FAM62B	-0.349125
DNAH8	-1.572
ASH2L	-0.2495
TSLP	-2.7685
CNTNAP5	0.123166666666667
TMEM16C	0.0775
IFNA14	1.0595
SLC1A3	0.71525
CABYR	0.823
BCL7B	0.0225
NUDT13	-1.02916666666667
C13orf28	0.28925
C1orf53	-0.6035
ARL6IP4	0.2255
RPL35A	0.1255
EMR3	0.353
RAB40C	0.318416666666667
SLC41A1	-0.198
LRCH1	0.07675
LY6G5B	-0.518
FAM124A	-0.219214285714286
MGC10981	-4.1235
CLIP3	-0.062
MAP4K2	-0.2715
CHIC1	0.24975
SULF1	2.3195
C20orf30	-0.142285714285714
PRDM5	-0.525875
ELOVL1	0.82025
C11orf48	-0.661875
SLC39A10	-0.44575
KCNV1	-0.116
ACP1	-0.286
ZMYM2	-0.441375
B3GNT6	0.346
C9orf69	0.983
C2orf15	0.92175
C20orf166	0.114
HSP90AA6P	-0.48
EDG7	0.8425
NEURL	2.7535
LPL	0.682166666666667
CLEC2D	0.0517857142857143
GRRP1	2.40133333333333
CD8B	-1.9035
HIST1H3D	-1.14
SLC6A12	0.496375
FAM27L	-0.047
CD84	2.3814
RASA1	-0.089
PHKG1	-0.3855
MAGEA11	-1.7515
IMPA1	-1.0578
NPM3	-1.926
RARRES1	1.94
SH3BP1	0.3445
B3GNTL1	-1.111
ARPC5L	0.325166666666667
KLHL26	0.4875
SIM2	-1.1155
GJC1	0.2755
C20orf194	0.56775
EXO1	-4.0355
SLC2A2	-2.08733333333333
LOC285074	-0.89175
LRG1	3.24725
KIRREL	0.4235
PIK3R1	1.71507142857143
C4orf34	0.73675
MAF	-0.307277777777778
ADCY4	3.529
ZMIZ2	0.0675
SLC46A3	1.47133333333333
STAMBP	-0.603166666666667
CCDC16	0.509
MS4A12	0.346
TCF20	0.20325
LRRC46	0.95875
C20orf152	0.11625
MRPS6	-0.7225
ABCB11	-0.295
KCNC2	4.693
CDH19	-1.10366666666667
C9orf123	0.243
SSH3	1.4015
LDLRAD1	0.25875
CCBE1	-0.72575
ZNF135	1.172
TAAR1	-0.4
WFDC12	0.4865
CCDC42	0.776333333333333
FLJ12529	-0.54825
PER1	0.125333333333333
TIMM50	-0.9475
SMARCAD1	-0.252833333333333
FAM26C	0.457
TP53TG3	-2.10966666666667
SH3RF1	2.4993
LMCD1	2.59025
GPR63	-0.452
FLJ21986	-1.094375
AIFM3	-0.39125
MICAL1	0.547333333333333
BLZF1	0.849333333333333
IQCA	1.62666666666667
PCDHGC3	-0.248
SAC	0.378
BCL6B	2.16283333333333
DDO	0.91175
MARCO	0.72925
DCHS1	0.765166666666667
C1orf170	-1.81983333333333
CD200R1	1.1365
C22orf15	-0.2585
SEPT11	0.289666666666667
ADNP	-0.274
UST	-1.0422
C13orf34	-1.65883333333333
RFFL	0.282428571428571
APBA3	-0.1885
C2orf60	-0.501375
CUTL1	-0.0718000000000001
PMS1	-0.9495
ZNF689	0.601
EIF3E	-0.6715
IL9	0.141333333333333
RPL31	-0.395
LY9	1.26266666666667
ATP2B3	-0.46625
KDELR2	0.683958333333333
TFCP2	0.2255
NLRP12	0.75625
FLJ45422	-0.19375
TLE4	-0.8098
ZNF570	-0.0135
FLJ43806	-0.144
TLK2	-0.386375
CIR	0.919
MARS2	0.0305
COL24A1	0.279
SDF2L1	-0.653
HIBADH	-0.268
IGFBP3	-2.38628571428571
C12orf23	0.8835
PSPC1	-0.47125
C20orf43	-0.087
TRAV20	0.3465
ARHGAP24	1.032125
KIAA1975	-0.977
C1QA	3.3707
DNTT	-4.61016666666667
C10orf6	0.20175
C11orf41	-0.018125
HNRPF	0.5025
COL11A1	4.6005
UBAP2	-0.357833333333333
CDKN2AIPNL	-0.8
C20orf174	3.5625
SPRED2	-0.0405
PLA2G12A	0.489666666666667
ICEBERG	-1.5185
SCN10A	0.478
C11orf65	-0.55375
GBP5	4.7775
PITPNC1	-1.1525
POU3F3	0.999
NCOA7	-0.55175
LIN7C	0.948
LOC348840	-0.407
NKX2-2	-2.36075
ANKRD13D	0.404625
LOC123688	-0.78575
FUT2	0.123666666666667
TAAR8	0.5195
FZD4	-0.0923333333333334
PNMA3	-0.8125
OR4L1	0.2765
WIT1	-2.77875
EXOC3L	0.79075
ATPBD4	-0.3922
KRBA1	-0.71425
UBXD6	-0.9305
HOXB7	-0.368571428571429
C7orf23	0.0305
UNQ338	1.22025
STAB2	0.2595
CDC20B	0.035
IRF9	2.1
CENTG1	0.127916666666667
TNPO2	-0.77975
MCPH1	0.31775
BMS1P5	-0.788
SLC26A7	0.3385
HIST1H3J	0.40525
C9orf3	-0.4277
LBH	1.053
MYO1D	1.02625
PTDSS2	-0.21725
NFU1	0.32525
DEPDC4	-1.57075
WNT7B	0.4076
GLP2R	-0.0795
SETD4	-0.4352
DYNLT3	-0.1493
FKBP11	-0.611833333333333
SESTD1	0.662833333333333
FLII	0.811
RPS16	-0.4279
CHPF	0.0245
CSNK2A1	-0.168833333333333
SUMO1P1	-0.1155
FKBP6	-1.5445
ZNF214	0.481333333333333
TWIST1	0.0085
DDX56	-0.620666666666667
TRAM1L1	2.5629
EPO	-3.02783333333333
MRPS18B	-0.5555
ZNF682	-0.262666666666667
RPL14	-0.0553333333333333
MAFF	-0.2445
LOC51136	-0.31075
LY96	0.57625
DDX20	0.20325
