Hybridization REF	TCGA-A2-A04U-01A-11R-A115-07
CDH26	1.349
ZNF167	0.419166666666667
ZBTB26	-0.0262
VWF	3.0793
VTN	-1.126
BAD	1.23725
PDS5B	0.39875
ZNF644	1.28433333333333
SH3GLB2	-0.85025
SMPDL3A	-0.9435
NRG2	1.145625
IL15	-0.413333333333333
GABARAPL1	1.09983333333333
LAT2	-0.7557
SLCO1A2	-1.5505
LIG4	-1.12283333333333
GSDMDC1	0.197875
BMP4	-2.851875
METT10D	0.566625
SYCE1	-0.8315
SPANXD	-5.09475
SLC12A9	1.02566666666667
MC1R	-2.941
RNF168	-1.0385
TRIM69	1.031
GALNT7	-1.4815
ISG20L2	0.55575
KIAA2026	0.5905
TNFAIP8L1	0.1475
DPY19L2	-0.34325
C12orf63	-0.697
PRDX5	-0.520625
MED6	-0.375875
TXNDC5	-1.249
CD46	0.353666666666667
CCK	0.77
C17orf48	-1.34475
ANUBL1	2.81475
SIT1	-1.86266666666667
TYSND1	-0.146833333333333
DEF6	-0.382833333333333
GLT8D4	1.99725
UTP14A	1.02825
RPH3AL	-0.93975
NXF1	0.0405
TRERF1	-0.327333333333333
TUBB3	-1.1639375
SLC24A2	0.4475
SEC22B	1.86416666666667
ZNF653	0.49575
GGTL3	0.10375
CDKL2	-0.0873333333333333
CTF8	-1.65083333333333
EPC1	0.134833333333333
CYP4A11	0.4285
THRSP	1.43983333333333
LELP1	-0.1325
TES	-0.63525
C17orf87	0.8995
FERD3L	0.4815
SH3TC1	-1.3095
RAB36	1.2585
CRYGB	-1.1165
GRIA3	0.3847
BHLHB9	2.63125
C1QTNF9	0.32675
GOPC	-0.44175
PNPLA8	0.649333333333333
ZNF444	-0.11775
FMO1	2.77975
POLR3C	0.102
SLC35F3	4.61375
SGCG	-3.00183333333333
DCDC2	-4.51716666666667
NANP	-0.92575
MGC23270	-1.158
BEX4	0.892666666666667
HYDIN	0.422111111111111
RPS6KB2	-0.818
ADRM1	0.088
BAT3	-0.6875
RAB31	-1.040875
SCGB2A1	2.765
SLC6A14	0.531375
DDX4	0.3325
PRRC1	0.448833333333333
AP3B2	0.606833333333333
TRGV7	-0.674
TMEM184B	0.63225
ADPRHL1	-1.117
C21orf45	0.68875
ARNTL	-0.6845
AADAT	1.903875
CCL2	-0.478333333333333
SNTB2	-1.00283333333333
RGS9BP	0.39025
KPNA1	0.76775
TMEM41B	-1.63216666666667
S100A11	1.14033333333333
DOT1L	-0.169
EFHC2	0.632125
CLTC	-0.608666666666667
SRP9	-0.152428571428571
ZNF521	1.5445
FAM26F	-1.26125
GPR88	-0.0683333333333333
COL13A1	-0.397
CHMP4B	1.9492
SIGLEC6	0.477166666666667
NFAM1	0.323625
PVRL2	-0.1032
ALKBH4	0.92425
CCDC93	0.1924375
NXT1	0.9715
KCNK4	0.251
TROAP	-0.611833333333333
KCNA10	0.46675
CCDC114	0.322333333333333
RAN	0.0285833333333333
LMTK2	1.0505
LOC400657	0.803
UFC1	0.78125
UBE1DC1	-0.0365
EEF1A1	-0.914944444444444
CHAC1	0.258
HMGA2	-4.2052
B3GALTL	0.51425
ING2	0.21525
C1orf109	1.3495
INTS3	0.036125
ZNF558	0.5555
TRPM4	-0.91
LTB4R	-1.2615
ISYNA1	1.25375
LSM7	0.8255
LRRC47	-0.59975
ZNF179	-0.742
EXDL1	1.29183333333333
SLC4A10	-0.8525
ACSS2	0.562
COPS7B	-0.016
KIAA0040	0.822166666666667
C1orf95	-0.106
AP1GBP1	1.45375
OR9A2	0.2715
FAM71C	0.0903333333333334
RIN1	-1.7665
ITGA4	-3.09725
DNAJC6	-0.862333333333333
CLOCK	0.653
SLC35A4	0.0116666666666667
DSG4	0.4495
LOC26010	-0.59875
NSUN2	-1.27225
TMEM86B	-0.4858
C14orf135	-1.0295
KIFC3	-1.774
PHF5A	1.56425
NCAPH	0.8795
STK11IP	0.31125
FLJ42953	0.844875
CCDC19	0.657833333333333
ZNF329	-0.06775
TAX1BP1	1.15583333333333
ZDHHC18	0.757833333333333
C10orf88	3.76225
TMBIM4	0.4659
NMUR1	2.8205
KIR2DS4	0.421125
C9orf90	-0.282125
MGC87631	-0.5605
KDR	2.4806
ST3GAL2	-1.34125
RLN2	1.682
HPD	-2.7625
MOXD1	-4.45433333333333
PDGFRL	3.11616666666667
SMYD4	-0.711142857142857
FAM103A1	-0.801833333333333
MFAP4	-2.19833333333333
LOC285141	-0.40575
TMEM45B	-3.5295
SMCR7L	0.322428571428571
GZMH	2.344
CBLN1	-2.42766666666667
CNNM1	0.8955
PHF17	-1.05025
NUP98	0.577416666666667
RMI1	-0.679
PTPRS	0.244125
ANKRD57	-0.017125
CLDN15	-0.251
OR51A2	-0.7645
GUCA2B	0.632
DOCK9	0.8745
ITGB1BP1	0.0793333333333333
DLG2	-0.644875
BRAP	0.64675
SESN3	1.75475
ZC3H7B	1.5065
FAM101A	4.23266666666667
FKSG24	1.11025
ZYG11B	-0.105
RFC2	0.51075
SH2D3A	0.278666666666667
DVL3	1.0375
ADFP	-0.624
KRIT1	1.269
SERTAD3	0.548833333333333
LEFTY2	-2.93575
KRT27	-0.369
SCFD2	0.55525
MN1	-1.2745
RORA	0.4685
PTPRD	-0.34275
PIAS2	0.593166666666667
CYP4X1	5.67916666666667
FBXL15	0.06975
MYH15	-0.493833333333333
CRX	0.0731666666666666
TBC1D13	-0.76225
SLC22A17	0.0875
PLK2	0.204333333333333
ARHGAP9	-0.47275
EIF1B	-0.54025
C20orf185	0.48825
DEFA7P	0.6365
PRIM1	-1.35816666666667
CRYAA	-1.2015
BACE1	-0.419
AGTRL1	0.648
ACAD9	0.551875
GRASP	-0.34425
RBP4	-3.45583333333333
TFB2M	0.825
METTL9	-0.4127
ATP5O	-0.67725
SP100	0.4909
CPSF1	-1.1335
S100A4	-0.87725
LIME1	-0.19175
GPR137C	-1.90075
OR2A2	0.6995
C2orf29	0.000749999999999994
NUP188	-0.5685
SDPR	-2.81175
RAI1	-0.369875
RPS20	2.331
LAMB1	-0.17425
ADM2	1.32116666666667
ZNF229	0.846
DKFZp434K1815	-0.681125
EPN3	2.30033333333333
CLIC3	-1.95925
MEIG1	1.3695
HMGB4	0.35025
STARD10	-1.24475
KLF8	2.7875
EPB41L2	-0.234166666666667
JMJD6	-0.821375
CTSL1	-1.354
GPR27	0.088
ELAVL4	0.6925
MMP21	1.1765
PPM1B	-0.184875
SUV39H1	-0.04875
AAMP	1.00325
TUSC4	-0.728833333333333
MBD6	0.899
KLK13	1.264625
FMNL3	0.438166666666667
TRIM13	-0.782916666666666
C15orf5	-0.87925
IQCF1	-0.061375
CACNG8	0.751
SLC35D3	0.445666666666667
ZDHHC9	1.114
ODF3L1	-0.4545
C9orf86	0.665
TSEN2	-1.79475
C17orf64	0.29025
SEPX1	-0.2516
TSPO	1.31883333333333
SYMPK	-0.71
ADORA1	2.09125
TSPAN10	0.55875
SEMA6C	0.8435
RTTN	0.8689
IL2	0.162333333333333
ARRDC3	-1.071
TBPL1	-0.518666666666667
STX12	-0.1985
MRPL39	-0.11275
OR8H3	0.254
IFIT5	0.865666666666667
CASC5	-0.24125
FAM46A	-0.646
HPCAL1	-0.1495
CYLC1	0.435
VGLL2	0.12075
C20orf191	-0.16925
CDH1	0.435166666666667
ITPA	-0.49375
CCDC101	-0.18775
D15Wsu75e	0.63775
EDA	-0.561
CREG1	0.07825
OR7G2	0.49
SAP18	0.89325
IFIT1	0.188
CALML3	-1.57433333333333
FLJ37440	1.0445
FNDC5	-0.5275
SERPINB6	-1.77707142857143
JUNB	-0.3813
SYS1	1.6945
SCN2A	0.311
ZKSCAN5	-0.496
WNT7A	0.120333333333333
TSHZ3	1.12925
RNF148	-0.69825
H6PD	0.098125
CAD	-1.20816666666667
ZNF449	-0.07125
DOCK10	-2.0485
FAIM2	0.2645
HEXDC	-0.7895
PRB1	0.62275
C14orf148	-1.0155
ETHE1	0.48625
IRF5	-0.299
GNMT	-0.893833333333333
MGC16291	1.391125
RPAIN	-0.430857142857143
CAGE1	0.648
CNTNAP3	-0.65125
ACTR1B	0.663
EEF1E1	-0.2725
MSX1	-0.5085
ESF1	1.2165
HSPC171	0.166
MRPL2	1.55366666666667
RDH12	-0.645333333333333
CELP	0.326
METRNL	-1.2445
C10orf116	1.1945
C19orf48	0.73075
ZNF346	-0.055375
NCR1	-1.639
C10orf64	0.1545
CD52	-0.94475
VPS18	0.776625
AP4S1	-0.2135
NPBWR1	1.4265
TPK1	-0.74375
UBA52	1.65811111111111
RIPK1	0.049
CPNE3	-0.4631
HSPC159	2.197375
C8orf38	0.97025
LRRC4B	-0.486
PARP10	0.4133
ANKRD50	2.35075
CXCL9	4.98175
FGF18	-0.0358181818181818
EIF2A	2.27825
SLC20A2	-0.4735
KIAA1549	1.4715
SPINT1	1.5189
ZNF584	-0.4965
CRBN	0.1135
ABCF3	0.3665
NCBP1	-0.287666666666667
PLA2G4F	-0.121833333333333
PCDH10	-1.4855
TTC21A	-1.21325
C20orf144	0.774
FGFR1OP2	0.383166666666667
SLC9A1	-0.2917
CHRND	0.092
FOXF1	-2.46575
KIAA1467	-0.06875
TPO	-0.7555
LTF	-0.26
DNAJB9	-1.4365
MRPS27	-0.439
bA16L21.2.1	-0.0835
WBP2	-0.110166666666667
MRGPRX3	-1.69716666666667
PRPF18	1.06175
C10orf58	1.24525
SMOC1	-1.8387
ADAT3	0.202666666666667
TMEM138	0.37925
TMEM131	0.1995
TIMM8B	-0.03525
MYH7	1.85533333333333
ST6GAL2	0.642875
KIF1C	-1.0545
SUHW2	-0.293
PAPSS1	2.309
CABP2	0.367
HOXA4	0.93575
ELF2	-0.22325
SEMA3D	0.0818
MC5R	0.6025
OGFR	-0.0225
FLJ30092	0.0361666666666667
TGFA	1.1974
MMP17	0.50625
KIF15	-1.54325
CHIA	0.4315
CATSPER3	0.18525
CEACAM7	-0.0305
PADI2	2.656
HOXA9	0.121166666666667
LNX2	-0.245833333333333
TMEM144	0.46725
HIF1AN	0.21075
METTL7A	-1.2348
C6orf165	0.107
KIAA1468	-0.154375
DSG3	-0.2945
ZNF180	0.6515
EIF4E3	0.730125
SLC46A1	-0.07925
DKK1	1.58083333333333
ZNF205	0.831333333333333
LOC162073	-0.0282777777777778
COX7A1	4.435
MAGEA1	-4.38833333333333
NEDD8	-1.402
KLHDC5	0.486722222222222
C3orf19	1.897
MRPS2	-0.19325
POLR3H	0.732857142857143
ABHD11	0.000800000000000001
TMEM17	3.244
PAIP2B	0.3235
MAT1A	1.34125
LGI3	0.49275
THUMPD2	0.67775
TKTL2	-0.032
XAGE3	-0.973166666666667
CALM3	-0.230583333333333
C6orf136	0.078
KCNC4	0.574166666666667
RGS9	0.253833333333333
ACIN1	-0.1565
SPATS1	-0.2575
XKR8	0.42975
FAM84A	3.20091666666667
MS4A7	3.57418181818182
AGXT2L2	-0.78375
OR1F1	0.01
SMAP1L	0.266166666666667
IPO11	0.242375
ZC3H11A	-0.3974375
C1orf151	1.114
RNASEH2A	-1.1035
CCR10	-1.0195
TXNDC11	-1.00516666666667
TMEM112	0.37475
MAP1B	-0.665071428571429
NVL	0.32775
PKM2	-1.6958
ARC	0.88225
NUP54	0.989
PPFIBP2	1.29716666666667
STAT2	0.22925
PTAFR	0.499666666666667
ROBO2	-0.704
RNF40	-0.723
CCDC135	-0.139166666666667
IFT81	0.3232
MORF4	-1.564
TM7SF3	0.3115
OR10H3	0.561
ABP1	0.0525
CHRD	-0.291
PLEKHA8	-0.990333333333333
NCALD	0.91
OR5AK2	0.294
ACCN1	0.436
SLITRK1	0.003
ARMET	-1.4295
C9orf52	0.55525
REEP4	-1.16
MTSS1	1.46925
ADH1B	0.1085
DLD	-0.5115
CDK5	-0.83625
PPFIA1	0.3631875
WFDC3	1.37875
DNAJB12	1.1175
RANGRF	0.0535
MLANA	-4.66075
AMY2B	-0.92675
KIAA0319	-0.653125
RPS7	-0.1675
JAK3	-0.4671
ARFGEF1	0.04625
CXCL5	0.0316666666666666
TRAPPC4	-1.7165
CETN2	0.047
HSPC111	-0.457
RHOBTB3	-1.7711
PHLPP	1.306
RGS10	2.23275
TMEM58	-0.0455
CHERP	1.08925
HSP90AB3P	-0.449
FSTL3	-1.55983333333333
PEX11A	-1.03175
OR5V1	0.495
FCN3	1.94775
PTPN3	-0.113
NPTX1	-4.30425
C21orf84	-1.05225
C11orf51	-0.34175
ZBED2	-0.39425
FLJ90757	0.09725
NPY2R	0.1575
PLD3	0.71225
SYT17	-1.26516666666667
SGSM2	-0.96625
OR1A2	0.665
FOXP1	-0.663
SLC5A1	3.867
POFUT1	-0.565
EPHB6	-2.3205
MYO1G	-2.177375
STAC	-0.1359
KLHL17	-0.398333333333333
RGMA	1.3695
TJP2	-0.6731
FAM114A1	-0.2415
SERINC1	-0.133666666666667
SLC9A8	0.00024999999999999
PEX19	0.328375
EDN2	2.0025
PSMD7	-1.57422222222222
C3orf41	-2.40625
UQCR	-0.321
PPP1R3C	-1.399
LRP4	-0.384
TM2D1	-0.19275
TTC17	0.4930625
C4BPB	-4.01325
CCL25	0.89725
ZNF253	0.0941666666666667
CHRNA9	-3.27875
SOX11	2.048
HIVEP3	1.2465
CGN	2.46066666666667
C3orf35	0.30225
PKD2L1	2.241
SYVN1	0.27925
PDE8B	-2.675625
LOC439951	0.72425
LTC4S	1.768
MIF4GD	-1.542
SMARCA2	2.84775
TUBGCP6	-0.316833333333333
CABLES1	0.61325
C16orf77	1.73016666666667
ZNF791	0.82575
FUT5	-0.5725
ADH6	-2.46416666666667
P4HB	-0.25425
CLDND2	0.054
ALKBH8	0.7785
PLAC4	-1.924
F11R	1.932
MGC35295	0.2735
PDZD4	-0.0576666666666666
LOC389073	-0.319
FAM80B	0.159
PSMB1	-1.01975
TXN	0.908
VIPR1	0.2031
WBSCR18	1.0408
EXOSC6	-0.981166666666667
ACTA2	3.59416666666667
SP5	-1.84658333333333
ANKRD1	-2.18175
DDR1	0.8114
ATP6V1D	-1.30625
PTGS1	-1.65333333333333
RNF157	-0.75175
DCC	0.03675
SPAG7	-1.02625
FBXO18	0.753
UBE3C	-0.4474
HOXC6	0.726
LRP2BP	-0.4365
MYST2	-0.42475
PDSS2	-1.1775
ATE1	4.0855
ARAF	-0.9775
KLF10	-1.0985
PLA2G2E	-0.032
ASCL1	-0.984666666666667
TSNAXIP1	1.4205
FAM131B	-0.382875
IFNA10	0.975
NUP43	-1.047625
FAM44B	-0.26025
L1TD1	-3.79433333333333
NMD3	-0.612583333333333
C18orf54	-2.1622
PHOSPHO1	-0.53
RAG2	-1.551
EMILIN3	0.448
METTL3	-1.1105
VPS13C	-1.460875
REXO2	-1.3435
ANXA4	-0.4715
CA1	-0.86125
DCP1B	-0.306
TULP3	-0.815666666666667
ATP2A2	-0.159571428571429
ATIC	-1.18025
ADAM15	-1.11925
NPL	0.679166666666667
LGR4	0.7915
UEVLD	0.275
GAB1	-0.63025
SNAI2	-0.0508333333333333
ZGPAT	0.0633
SNF1LK	0.282875
DLEU1	-1.48625
UBE2Q1	0.81525
ZMYM6	-0.0681875
JPH3	-1.79916666666667
FAM38A	-1.01283333333333
PXK	-1.27616666666667
DENND2D	-0.3945
BAX	-0.860333333333333
CP	-5.07181818181818
RPL37	-0.8934
G6PC3	-0.391375
NCOA4	-0.603833333333333
LRRC14	-0.480875
GORASP1	-0.326
FCHO2	0.736125
CYP24A1	-0.616
FXYD3	1.80025
SMARCAL1	0.29975
ABCB8	-0.579333333333333
CCDC44	-0.501
PRDM7	-2.58325
USH1C	-0.7945
DNAH5	-1.06
SRF	0.906583333333333
MAL2	2.7085
PGPEP1	0.901833333333333
SIN3B	0.29625
SEMA3C	-4.023
GRAMD3	1.2805
FBXO10	0.689125
OR5D13	-0.483
FLJ31818	-0.800375
CACNA1I	0.498
S100A13	-0.854
TP63	-0.225071428571429
ANXA11	-0.5143
WDR66	-0.2425
CSF2RB	0.5115
IFI44	0.7305
DACT1	1.78883333333333
ANKRD23	0.60025
ATP5G1	-0.0503333333333333
C21orf70	-0.160666666666667
PPWD1	-1.54275
DNAJC13	0.4325
PAH	-4.5755
PTCH2	0.4195
TRMU	0.19125
CCDC9	0.462
USP3	-1.4493
DCLRE1C	0.9733
FAM55C	0.597
FRMD4B	1.5665
CYP2R1	-1.945
RFPL1	-0.1303
XPO5	0.52875
ARL6IP2	0.759
OSBPL5	1.0405
MMP9	3.49345454545455
KIAA0802	-0.70525
DHRS2	-3.44016666666667
SGEF	1.889
TXNDC10	0.3722
EXOC6	-0.20375
RPS27	0.767666666666667
PNCK	-0.463166666666667
FSTL1	-0.97775
AACS	-1.30975
SLMAP	0.679
SAMD4A	-1.2955
ABRA	-0.354
SMARCD3	0.2545
PKNOX2	-2.44783333333333
A4GNT	0.479
C9orf39	1.976
RALYL	0.88225
MGC33556	-2.0145
C10orf25	0.7775
BBOX1	3.0995
NHEDC1	0.25025
XDH	-0.36625
GCSH	-0.842
EDN1	0.924833333333333
MTERF	2.205
CLK4	-0.746875
ZNF799	-0.303166666666667
KCNG1	0.99425
CXCR4	2.882
PTPRR	-0.86975
IRAK1	-1.131375
LOC401397	0.47075
TMSB10	1.51485714285714
CXCL3	-3.3919
TMC4	-1.0975
OR7A10	0.278
STYK1	3.3775
CHRNA10	0.37825
CCNI	1.00675
EP300	1.52214285714286
LOC165186	-0.892833333333333
HIC2	-1.65075
SDR-O	0.122
OR2W1	0.3545
KCNA6	-0.042
TRIM74	-0.36875
REEP6	-2.69025
ATP5G2	-0.2515
ERG	0.55075
TMEM42	-1.024
PARN	-0.101166666666667
SOD2	-1.2065625
DIRAS1	1.303
PNPT1	0.205
JOSD3	-1.70425
hCG_40738	0.2305
PDE1C	-1.6855
SEMA4D	-0.341375
AGPAT1	0.299833333333333
NOSTRIN	-0.924625
MAP3K3	-0.949666666666667
MAX	-0.551
CAPS	0.9345
SERPINA12	0.6585
OSBPL8	0.14925
RICS	0.8191
NR4A2	1.00866666666667
PPCS	0.295333333333333
LONP1	-1.5
SCYL3	0.891
HERC2P2	-1.49816666666667
FIBCD1	-0.6475
C15orf41	0.214
DMC1	-1.11233333333333
C20orf27	-0.51725
RPS6KA5	-0.6575
FAHD1	-0.1185
SLC12A4	-0.64375
BRCA1	-0.407166666666667
GBL	-0.14625
SLK	-0.1645
NUDT9P1	-1.695
NOXO1	3.7535
USP52	-1.2515
BAZ1B	0.789
SLCO2B1	1.5355
BBS12	1.39466666666667
LRGUK	0.0111666666666667
TERF2IP	-0.979
COL1A1	4.1305
KIAA0090	1.677125
GRK5	1.254
AP1S2	-1.476
TMEM52	0.734833333333333
CA11	-0.82775
OR4A15	0.978666666666667
ACBD3	1.029
SPAG11B	0.705375
PRDM2	0.3343
FOXP3	0.21925
SMYD3	-0.544
LOC389199	0.755
LGI2	0.554
NAPE-PLD	-1.1567
ANKRD6	-0.3895
WDR45	-0.0696666666666667
SHROOM1	-1.42075
PSCD3	0.348
PYY	0.747
KCNC1	-0.7295
ARHGEF9	1.2287
OR8J1	0.542
GPR55	0.148333333333333
NS3BP	-2.438
C10orf22	1.84116666666667
NAT8L	0.077
DUSP4	-1.0085
FOXM1	-0.768
GRAMD2	0.2195
ZBTB48	0.246666666666667
BUD31	0.3125
PABPC5	-1.1215
CCDC41	1.51475
FBXO11	1.34958333333333
C6orf148	-0.71975
RFXAP	-0.31125
C6orf15	3.73766666666667
CDK8	-0.508833333333333
C6orf70	-0.83375
TESSP2	-0.29
ALG2	0.77725
PPP1R3D	2.24925
TPM3	-0.330611111111111
SYT13	3.60725
EPB42	-0.748833333333333
CETN3	-1.44025
PRY	-0.1005
NTHL1	0.259833333333333
POLR2B	-0.6145
RPS28	1.44258333333333
P2RX3	0.68725
LYZL4	0.19375
WBP4	-0.8703
PMM1	-0.93375
C11orf79	0.61775
CBLL1	0.62975
IL1F10	1.1835
VAX2	0.883
SETDB1	0.0283333333333333
LRAP	-3.0705
GCLM	0.825333333333333
CPEB3	0.29375
PPM1A	-0.6105625
INTS1	-1.17175
CAMTA1	0.7795
SAMSN1	-3.66525
LOC158830	-3.312
GMPPA	-0.319625
AIPL1	-0.07
IL24	-0.2525
BDKRB1	-2.125
MLF1	1.9911
TAF12	-0.23825
ID1	-2.919125
THADA	0.783375
PIK3CB	-0.875
OR4N5	-0.032
TBC1D17	-0.6625
COX8A	-0.382
CDCA4	0.27275
C2orf44	0.59375
ZNF534	0.188
IMMP1L	1.20325
NIPSNAP3B	1.159125
FTMT	2.28875
PWP2	0.800166666666667
MMP15	-1.7579
DNAH11	0.2855
MTMR14	-0.178875
DNAL4	1.2445
IPP	0.206
TMEM59	-0.643125
C1orf157	1.032
RGS4	-0.836833333333333
DDX18	0.517666666666667
SNX6	-0.44525
ZNHIT2	0.754833333333333
NCDN	-0.442166666666667
FLJ33534	0.473
RAG1	-1.5295
OR4D10	0.4825
PTPN5	-0.0673333333333333
POMT1	-0.158875
LRRC8A	0.24
CYP1A1	-1.1075
CAPN1	-0.403333333333333
DDHD2	0.0975
GRIK2	-0.4985
GNRHR	0.608333333333333
PPBP	-0.05975
HTR3A	-0.34875
SLITRK4	-0.03475
ANKRD49	-1.22475
BTF3	-1.1357
SARS	1.377
C13orf18	2.17083333333333
CACNB1	0.246285714285714
QKI	-0.155363636363636
SETMAR	0.2645
MAN2B1	0.6905
EML3	-1.66275
ACADL	-0.599833333333333
OFD1	0.610125
DEFB114	-0.209
CGA	-3.3705
PEX16	0.335
LRRC10	0.0295
GNG12	-1.569
C1orf152	-1.1385
CHRM1	0.4135
CD53	-1.362375
DBH	-0.79675
TFAP2B	-2.9465
HIST1H2BJ	0.0501666666666667
FAM46D	0.7105
TMEM11	1.0275
C3orf32	-2.65
PCCB	-1.501
IPO13	0.045875
C6orf105	-1.7495
COMMD5	-0.21
SUV420H1	0.6915
LTBR	1.36925
ARHGAP15	-2.41025
HDHD2	-0.18475
TDRKH	1.21666666666667
LOC401052	2.0535
PSG4	-1.62975
GNB4	0.9272
SPATA4	-0.81725
SLC9A3	-0.3755
OSBP	0.746
NBPF3	0.5195
DOCK11	-1.68
SLC39A5	-1.4695
PRR5	1.1141
C10orf63	0.381625
SMTNL2	-0.2125
ADRA1A	0.71125
ASAH1	1.1157
DOM3Z	-0.0582
GIPR	1.06983333333333
AHI1	1.33925
NADSYN1	-1.12533333333333
RGS14	-0.2418
IL18BP	0.4156
RTN4RL1	2.01158333333333
ARMC6	0.71375
PSMD5	-0.0641666666666667
HK3	1.127
OR4S1	1.2035
RSU1	1.9037
MAD2L1	-0.0197777777777778
EIF4A3	-0.301
DLEC1	-0.7705
E4F1	0.437
CHMP2B	0.7824
CAMSAP1	0.291
RPS21	0.167
ARID5A	1.4475
UBE2N	0.7143
IGSF8	0.497166666666667
MAGEB6	-1.22
ACAD11	-0.0231
MGC4172	0.4075
LMO4	2.7165
KLKB1	0.40325
HP	-0.736
HDAC3	-0.93625
SCHIP1	1.81875
CLCA1	0.185
OLFML2A	1.0175
C1orf112	-1.36975
KIF19	0.932166666666667
HAPLN4	1.0017
CXCR7	-0.591833333333333
GOT2	-1.1206
RAB38	-0.7195
DCX	-0.63975
PPM1H	-0.283916666666667
NFYC	0.485666666666667
KIN	1.40525
ZNF228	1.22025
PLSCR4	1.23283333333333
HIG2	-0.13125
FAM79B	1.1955
C21orf86	0.1305
KCNK10	-0.2465
ZNF738	0.320375
FSTL5	-1.26166666666667
OR6A2	0.9755
OTOA	0.494666666666667
EXOC1	-0.8335
AHRR	-3.748
PDAP1	0.248583333333333
C19orf6	-0.073875
ZAN	0.39675
LY6G6E	-0.036
EIF4E2	-0.6805
C20orf198	0.08325
ZNF324	0.303
CYP3A5	-3.83816666666667
ENTPD7	1.20333333333333
MBOAT5	-1.2615
GJB5	1.8135
TTC13	1.14325
S100Z	-0.972
KIAA0664	0.553666666666667
PDGFRB	1.5535
IL17D	0.191
OR56B4	0.1235
RDX	-3.05116666666667
SLC34A3	0.9915
IL28B	0.0935
JUND	1.61625
CHRNB1	-0.23075
CAMK2B	0.37375
FETUB	1.57325
CXorf23	1.265125
MRTO4	1.39325
TTC3	1.8035
NDUFB8	-0.251666666666667
EDG2	-3.2085
SEMA3G	-0.50725
IL23A	1.42675
GRHL1	2.4278
LOC441054	1.149
WDR65	0.8805
PSTK	3.38025
STOML3	0.0788333333333334
R3HDM2	0.176
C5	-1.7385
SLC2A10	0.0836666666666667
C3orf22	0.261
PAQR3	0.230923076923077
ANKRD26	0.187916666666667
HCRTR1	0.111
LOC399947	-1.03275
PSD2	-1.60825
TIGD2	-1.26133333333333
SCRN1	-1.250625
COQ10A	0.39325
DDI2	0.299
METTL7B	1.60783333333333
UCN2	0.43475
FAM92A3	1.0795
WDR16	-0.4445
ZNF511	1.035
ZMYM5	0.319875
POLR3G	-1.04975
ZNF586	-0.282
C1orf49	-0.132666666666667
TANK	0.462833333333333
RCAN1	1.49433333333333
PELI3	1.936
LIMD2	0.3915
TMEM189	0.8345
NTN4	-3.811125
LOC151300	-0.324
CLEC2A	-1.505
GPR135	-1.013
DPYSL4	-2.622
JAK2	-1.4935
TSHZ1	0.997833333333333
TM9SF4	-0.758375
ZNF264	1.27483333333333
SIRPG	0.3015
BICD1	-0.31275
HERC6	-0.0203333333333333
METTL5	1.207
CASP1	-1.55625
PRRT1	-0.170666666666667
PLA2G4C	1.53666666666667
ICA1L	1.2945
TPTE2	-0.3034
OTUD7A	1.1245
AQP11	-1.243
APOA2	-3.3484
KALRN	0.7692
SECTM1	-0.3535
IFNAR1	-0.048
TALDO1	-0.346875
RAB11FIP4	-0.0819166666666667
EIF5A	-1.319
FAM49A	1.1645
NEGR1	-0.380333333333333
YTHDC2	-0.63975
EHD2	-1.05525
NCF1	1.8562
SCRT2	1.09
HOXA5	0.470333333333333
NUP133	0.3665
FGF12	-0.9809375
SLMO2	-0.273
SNTA1	0.047625
CACNG2	0.19725
GCM1	0.04325
ELF1	-0.61
TLR5	4.209
TCFL5	-0.00874999999999999
RBMY2FP	-0.943
LOC100125556	-0.075
FAM129B	0.3235
MAP3K7IP1	0.52525
NCK2	0.804
OXA1L	-1.39325
FMO9P	-0.1795
ZSCAN12	0.1255
PSMD12	0.0581666666666666
HSCB	0.835
CLDN10	2.0135
MGC13053	-0.46725
HPCAL4	0.0826666666666667
ASZ1	-0.739
MEX3D	0.0489166666666667
NFAT5	-0.6952
CSPG4LYP1	-0.241666666666667
FBXO3	0.8033
DVL1	-0.363833333333333
CMKLR1	1.77066666666667
TYMS	-2.229375
PEF1	0.25525
ZNF750	2.0715
MCM5	0.2988
MEGF11	0.93325
KCNK7	0.108
PTP4A3	0.7165
C1QTNF2	0.61
OR6S1	-0.1305
FAM122B	-2.6255
ZNF551	-0.00487499999999996
HBQ1	-1.8335
GEMIN6	0.406
ARSK	-0.87425
RBP7	4.14766666666667
CPNE9	-0.0165
DSC1	1.9885
LOC730112	-0.22425
MAP2K4	0.40375
HS3ST5	-1.3185
EPB41L3	-2.74725
TEKT2	2.1565
CDKN2B	1.81166666666667
ZNF480	-2.20775
MAP3K6	0.2793
MAP6	1.87066666666667
HN1	0.8335
OR2L13	0.849
SLC16A11	0.78175
FAM96A	-1.01825
APOL1	-1.101
C5orf32	-0.42775
RTP1	-0.1394
RNF175	-0.06425
ZBTB41	1.670125
AHCTF1	1.7052
SAE2	0.5432
ITGA2	-1.54408333333333
MME	-1.24916666666667
CCDC14	-0.162
MAST4	-0.256642857142857
KRT33B	0.5025
KCTD2	-0.603333333333333
WDR26	0.37375
MFI2	1.946875
NR4A3	-0.153625
ARSA	0.22625
UNKL	-0.0718333333333333
SULT6B1	0.8235
CCNA2	0.158666666666667
SOX15	-0.554
PPAPDC1B	0.849
C19orf44	0.7135
MCAT	1.10158333333333
