Hybridization REF	TCGA-BH-A0H5-01A-21R-A115-07
GRK5	0.432833333333333
AP1S2	-0.1864
TMEM52	-1.0485
CA11	-0.240375
OR4A15	0.356166666666667
ACBD3	1.3911
SPAG11B	0.256375
PRDM2	0.9942
FOXP3	0.87675
SMYD3	-1.0215
LOC389199	-0.295
LGI2	1.70783333333333
NAPE-PLD	-0.0379
ANKRD6	1.4645
WDR45	0.325166666666667
SHROOM1	0.83025
PSCD3	0.081
PYY	0.6105
KCNC1	-0.7145
ARHGEF9	0.2302
OR8J1	0.023
GPR55	0.131166666666667
NS3BP	-2.055
C10orf22	0.183833333333333
NAT8L	-0.11875
DUSP4	1.49816666666667
FOXM1	-2.4895
GRAMD2	1.5744
ZBTB48	-0.238833333333333
BUD31	-0.3715
PABPC5	0.884
CCDC41	-0.61925
FBXO11	0.472916666666667
C6orf148	-0.6235
RFXAP	-0.6245
C6orf15	1.0355
CDK8	-0.395666666666667
C6orf70	0.21875
TESSP2	0.14
ALG2	0.569
PPP1R3D	1.966
TPM3	0.593444444444444
SYT13	-2.76425
EPB42	-0.6885
CETN3	-0.93425
PRY	0.069
NTHL1	-0.953333333333333
POLR2B	-0.3275
RPS28	0.964833333333333
P2RX3	0.0715
LYZL4	0.127
WBP4	0.3785
PMM1	-0.5055
C11orf79	0.1775
CBLL1	-0.2945
IL1F10	0.347833333333333
VAX2	-1.2395
SETDB1	0.0565
LRAP	-1.307
GCLM	-0.471833333333333
CPEB3	2.58
PPM1A	0.9433125
INTS1	-0.843
CAMTA1	0.993833333333333
SAMSN1	0.229
LOC158830	0.770166666666667
GMPPA	-0.69175
AIPL1	0.0305
IL24	1.327
BDKRB1	-2.6095
MLF1	1.0723
TAF12	0.00149999999999999
ID1	-2.501375
THADA	-0.1765
PIK3CB	-0.1995
OR4N5	0.157
TBC1D17	-0.5425
COX8A	-0.124
CDCA4	-1.621
C2orf44	-0.729
ZNF534	-0.756
IMMP1L	-0.07075
NIPSNAP3B	0.831
FTMT	1.038
PWP2	-0.6755
MMP15	-1.6286
DNAH11	-1.37525
MTMR14	-0.068125
DNAL4	0.19925
IPP	-0.63425
TMEM59	0.906875
C1orf157	0.5975
RGS4	-0.258166666666667
DDX18	-0.3525
SNX6	0.48775
ZNHIT2	0.394166666666667
NCDN	0.1155
FLJ33534	0.46625
RAG1	-1.2995
OR4D10	0.2975
PTPN5	-0.591833333333333
POMT1	-0.1005
LRRC8A	-0.1322
CYP1A1	-1.93525
CAPN1	-1.08683333333333
DDHD2	-0.261375
GRIK2	-0.776
GNRHR	0.06675
PPBP	-0.07325
HTR3A	-0.402125
SLITRK4	1.696
ANKRD49	0.42575
BTF3	0.1947
SARS	-0.41025
C13orf18	1.89666666666667
CACNB1	-0.190214285714286
QKI	0.932545454545454
SETMAR	0.13275
MAN2B1	1.46116666666667
EML3	-1.07925
ACADL	1.09483333333333
OFD1	0.103875
DEFB114	-0.3285
CGA	-3.8717
PEX16	0.048
LRRC10	0.3795
GNG12	0.954
C1orf152	0.289666666666667
CHRM1	0.1385
CD53	3.00625
DBH	-0.7035
TFAP2B	4.3335
HIST1H2BJ	-0.397333333333333
FAM46D	0.7575
TMEM11	0.0945
C3orf32	-2.96575
PCCB	-0.5735
IPO13	-0.203875
C6orf105	-0.9335
COMMD5	0.4625
SUV420H1	-0.0551
LTBR	-0.26775
ARHGAP15	1.807625
HDHD2	0.80325
TDRKH	0.0995
LOC401052	0.092
PSG4	-1.6625
GNB4	0.088
SPATA4	3.527
SLC9A3	-0.6165
OSBP	0.460833333333333
NBPF3	-0.0885833333333334
DOCK11	1.1675
SLC39A5	-1.80166666666667
PRR5	0.1826
C10orf63	1.003375
SMTNL2	-0.9605
ADRA1A	-0.319
ASAH1	2.3339
DOM3Z	-0.4569
GIPR	0.563166666666667
AHI1	-0.6195
NADSYN1	-0.254166666666667
RGS14	0.3179
IL18BP	2.5274
RTN4RL1	1.46091666666667
ARMC6	-0.864
PSMD5	0.449166666666667
HK3	2.1511
OR4S1	0.2135
RSU1	1.1884
MAD2L1	-2.33466666666667
EIF4A3	-0.38075
DLEC1	0.488333333333333
E4F1	0.0656666666666667
CHMP2B	0.8981
CAMSAP1	-0.8155
RPS21	-0.717833333333333
ARID5A	1.36075
UBE2N	-0.0646
IGSF8	0.0615
MAGEB6	-1.629
ACAD11	-0.7459
MGC4172	-1.554
LMO4	0.90525
KLKB1	-0.53975
HP	-1.5685
HDAC3	-0.04475
SCHIP1	-0.32025
CLCA1	-0.044
OLFML2A	0.9395
C1orf112	-1.342
KIF19	1.588
HAPLN4	-0.0248
CXCR7	-1.45133333333333
GOT2	-0.7725
RAB38	-0.777625
DCX	2.4625
PPM1H	-0.89625
NFYC	0.0156666666666666
KIN	0.38275
ZNF228	0.9335
PLSCR4	2.36433333333333
HIG2	-0.59425
FAM79B	4.9655
C21orf86	-0.5458
KCNK10	2.8145
ZNF738	-1.19925
FSTL5	-1.881
OR6A2	0.45
OTOA	0.880833333333333
EXOC1	0.567625
AHRR	-3.42775
PDAP1	-1.79341666666667
C19orf6	-0.3955
ZAN	0.276
LY6G6E	0.609
EIF4E2	-0.43225
C20orf198	-0.3855
ZNF324	0.22025
CYP3A5	-2.2405
ENTPD7	0.863333333333333
MBOAT5	-0.75
GJB5	-1.53025
TTC13	-0.4425
S100Z	-1.15816666666667
KIAA0664	-1.41366666666667
PDGFRB	1.869
IL17D	-0.93375
OR56B4	0.418
RDX	-1.04433333333333
SLC34A3	0.0185
IL28B	0.38
JUND	1.32325
CHRNB1	0.59275
CAMK2B	-0.4405
FETUB	-1.84025
CXorf23	1.587375
MRTO4	-0.851125
TTC3	0.6604
NDUFB8	-0.0446666666666667
EDG2	0.29025
SEMA3G	1.19825
IL23A	0.66625
GRHL1	1.0847
LOC441054	-1.6595
WDR65	1.19625
PSTK	-0.16375
STOML3	0.263
R3HDM2	-0.0911
C5	-2.3835
SLC2A10	1.09216666666667
C3orf22	-0.06975
PAQR3	-1.05823076923077
ANKRD26	-0.319416666666667
HCRTR1	0.7175
LOC399947	-1.295
PSD2	-0.56225
TIGD2	0.0571666666666667
SCRN1	-1.523125
COQ10A	-0.99325
DDI2	-0.219
METTL7B	-1.00866666666667
UCN2	-0.09875
FAM92A3	-0.77925
WDR16	1.528
ZNF511	-0.027
ZMYM5	0.01625
POLR3G	-2.51125
ZNF586	0.20875
C1orf49	0.29
TANK	1.22233333333333
RCAN1	0.127833333333333
PELI3	0.6645
LIMD2	1.48858333333333
TMEM189	-1.2165
NTN4	1.34425
LOC151300	0.015
CLEC2A	-1.631
GPR135	-0.49
DPYSL4	-1.3338
JAK2	1.57983333333333
TSHZ1	1.13233333333333
TM9SF4	-0.670625
ZNF264	1.07066666666667
SIRPG	3.746875
BICD1	-0.2175
HERC6	1.99783333333333
METTL5	-0.967
CASP1	2.9665
PRRT1	-0.324666666666667
PLA2G4C	3.09283333333333
ICA1L	0.0427857142857143
TPTE2	0.113166666666667
OTUD7A	0.0565
AQP11	-0.32
APOA2	-3.7833
KALRN	-0.2335
SECTM1	1.76066666666667
IFNAR1	0.2685
TALDO1	-0.427625
RAB11FIP4	-0.004
EIF5A	-1.7005
FAM49A	3.1005
NEGR1	0.4175
YTHDC2	1.21625
EHD2	-0.54875
NCF1	3.7058
SCRT2	-0.217
HOXA5	0.682666666666667
NUP133	0.31075
FGF12	-0.358875
SLMO2	-0.4325
SNTA1	-0.593125
CACNG2	0.09075
GCM1	0.4685
ELF1	1.53116666666667
TLR5	3.17925
TCFL5	-0.94175
RBMY2FP	-0.383
LOC100125556	0.036
FAM129B	-0.829
MAP3K7IP1	-0.248875
NCK2	-0.6665
OXA1L	-0.88925
FMO9P	0.509
ZSCAN12	0.7555
PSMD12	-0.693666666666667
HSCB	0.147
CLDN10	-3.4595
MGC13053	-0.6855
HPCAL4	0.272
ASZ1	-1.148
MEX3D	-0.111416666666667
NFAT5	-0.1697
CSPG4LYP1	-0.716833333333333
FBXO3	1.0911
DVL1	-0.974833333333333
CMKLR1	3.66183333333333
TYMS	-2.813125
PEF1	0.2905
ZNF750	1.41633333333333
MCM5	-0.6231
MEGF11	-0.58175
KCNK7	-0.149
PTP4A3	-0.8725
C1QTNF2	-1.54266666666667
OR6S1	0.437
FAM122B	-0.89275
ZNF551	-0.25175
HBQ1	-2.609
GEMIN6	-0.2995
ARSK	-0.40225
RBP7	2.98616666666667
CPNE9	0.24125
DSC1	2.532
LOC730112	-0.9585
MAP2K4	1.073625
HS3ST5	-2.631
EPB41L3	2.137
TEKT2	-0.0445
CDKN2B	-0.0345833333333333
ZNF480	-0.22
MAP3K6	0.3647
MAP6	2.02233333333333
HN1	-0.4092
OR2L13	0.584166666666667
SLC16A11	0.72125
FAM96A	0.01625
APOL1	1.7425
C5orf32	-0.04875
RTP1	-0.2765
RNF175	0.615625
ZBTB41	1.919
AHCTF1	0.4262
SAE2	-0.5042
ITGA2	0.11125
MME	0.217166666666667
CCDC14	-1.43
MAST4	1.4355
KRT33B	-1.123
KCTD2	-0.262
WDR26	0.6425
MFI2	-0.1575
NR4A3	0.24125
ARSA	1.567
UNKL	-0.716333333333333
SULT6B1	0.4
CCNA2	-2.69366666666667
SOX15	-0.4385
PPAPDC1B	0.744
C19orf44	0.2495
MCAT	-0.067
ARID1B	0.490375
OR52N1	-0.1085
C12orf48	-1.75575
MAGI1	-0.232125
NIPA2	-0.07975
GBX2	-2.27025
RSHL3	1.374375
RAVER1	-0.674833333333333
C15orf17	-0.8295
SLC30A2	3.10575
ZNF518	0.095
PCYT1B	-1.86225
C10orf114	-1.967
EIF3H	0.571083333333333
SLC25A39	-1.0085
KIF1B	-0.482125
AMOTL2	0.05075
C6orf120	0.60875
PSRC1	-1.9175
PLA2G10	3.5045
KIF5C	0.439875
MRPL37	-1.228
C17orf62	0.455166666666667
C9orf135	-1.524
DUSP10	1.0286
CLCNKB	0.0565
PSMA5	0.20925
C8orf53	1.161
AMPD3	1.675
PIAS1	0.176
ADCYAP1R1	0.22
GYLTL1B	-0.01825
CDH20	-0.0981666666666667
FBXO7	0.053
TMEM134	0.209666666666667
FLJ14213	1.29766666666667
ZNF3	-0.3945
LRRFIP1	0.471166666666667
CNOT2	0.453083333333333
ABI3	3.71775
ALDH5A1	-0.311
HNT	2.2689
SERPINA4	-2.48425
TK2	0.530416666666667
STMN1	-1.92944444444444
GUCA2A	0.209666666666667
GALNT10	0.383928571428571
DPP6	-0.8106
C9orf93	0.251625
PRELID2	-0.746125
STK39	-0.050375
SFTPA1	-1.2805
CKS2	-1.40644444444444
RHO	0.344375
C20orf135	-0.17825
XKR3	-2.3865
CR1	2.245625
RPS6KA2	1.00914285714286
C20orf112	0.90275
MRPL22	0.0355
C4orf23	0.484666666666667
GADD45B	1.25025
KLHDC1	2.14416666666667
C2orf48	-2.466
ZNF287	1.808
DAAM2	-0.75325
DPPA2	-3.22966666666667
TCTN3	0.0626666666666667
DNAJB11	0.178625
FPR1	3.85525
DEFB4	0.0825
PTCD2	-0.501
SMOC2	4.78916666666667
CABP7	0.683
SERPINB11	0.32
MAGEF1	0.03125
NDE1	-0.4245
ITGA10	-0.7385
FSHB	-0.2245
ANXA2	0.47075
HORMAD2	0.085
HLCS	0.13975
MCF2L	0.88575
FH	-0.27975
TBC1D24	-0.046
KIAA1505	1.90675
LGALS2	2.51775
CNBD1	-0.11
SYNPO2L	0.46825
PTPN23	-0.248714285714286
C1orf183	-0.399166666666667
MAGEA8	-3.2045
DGCR8	-1.477375
GSR	-0.26525
PAQR7	-0.12
ZNF676	-0.269
CACNA1C	-0.443
SP7	0.6645
PDCD6	-0.333
NRN1L	-1.104
BRI3BP	-0.192916666666667
KIAA1183	0.83125
ASB4	0.33925
CCL23	2.5059
OBSL1	-1.26325
SLC12A7	0.0200833333333333
KIAA0240	2.065875
CD1B	1.20166666666667
FCGR2A	2.288375
MDC1	-1.334
HTR1A	0.402
OCEL1	0.13875
ATP11B	0.3239375
FBXO34	0.269166666666667
PCDH12	2.22433333333333
RPE	-0.48075
C17orf74	-0.4715
CSDC2	0.394333333333333
PET112L	-0.25475
TMBIM1	-0.031875
P2RXL1	-0.367
TCHP	-1.02325
TRMT1	-0.964833333333333
F2RL2	1.35116666666667
LRRC32	2.57783333333333
IMPG2	0.638
BGLAP	0.064
LOC493869	-1.07333333333333
MRAS	1.955125
SLC35F5	0.7885
CBWD1	0.4755
AXL	-1.105625
ATP2C2	-0.971
TELO2	-0.9675
PNPLA3	-2.52725
PCDHB14	0.0425
CD276	-0.56325
KRT80	-2.52425
DUSP28	-0.271
CSNK1E	-0.8745
SRP14	1.048
KCNQ4	0.3255
KRT72	0.524
CCDC117	0.128
C6orf89	0.0546111111111111
TUBB2B	-2.2615
RTN4IP1	-0.50575
CR1L	-1.3295
CEND1	0.044125
C12orf41	-0.141333333333333
RNF31	0.16525
UBN1	-0.240166666666667
C17orf32	0.54725
SLC5A7	0.14075
GPR92	2.1285
ESAM	2.231
CTNNA1	0.11425
HRBL	0.053
CBX4	-0.62525
TMEM182	0.5615
SH3TC2	-1.29116666666667
IL10	1.80033333333333
PXMP4	1.0505
RNF167	0.000300000000000039
PAK7	2.525
ETV3	-0.4025
ATPIF1	0.322833333333333
LOC554207	-1.83733333333333
OR8H1	0.0565
WDFY3	1.008875
DPM1	-0.561
GPSM1	-0.4505
WDR92	0.2236
LRP1	-0.345166666666667
ANKH	-1.105125
THUMPD3	-1.03
POLR1B	-0.7315
OLFM4	5.45216666666667
RAD9B	0.75525
TSPY2	-3.6395
PAX6	-2.16316666666667
SCG2	-1.184875
SLC17A6	0.0795
FMO3	3.745375
PADI4	0.356
TUBB4	-1.1744
NLK	0.15825
POU4F3	-1.337
SDF4	-0.59475
ITGBL1	1.492
NETO1	-1.093625
TAP2	2.06575
ABBA-1	-0.893916666666667
GNAI1	-0.09425
VPS4B	1.248
NOPE	0.0793
GALNT6	2.78366666666667
SESN1	2.469375
GBE1	-1.61044444444444
CLASP1	-0.0425
RASGEF1B	1.401
ACOT11	0.158571428571429
AFAP1	0.23925
OR2H2	-0.047
DPY19L2P1	-1.07975
DZIP1	-1.91025
SEC22C	-0.0626666666666667
GPR161	-0.899
RNF146	-0.03525
WDR74	-0.957375
GALP	-0.949
PURA	1.353
DNPEP	0.606583333333333
RP11-78J21.1	-0.06475
ERBB2	1.644
FANCM	-0.435666666666667
NEO1	0.358833333333333
DDX3Y	-4.9848
RPS3A	0.355625
MXRA7	-0.767928571428572
LGALS3	0.120666666666667
GLT8D1	-0.09325
CFL2	-1.482
UPB1	0.447
NAP1L5	0.445375
CLDN14	-1.39125
DHX38	-1.109
BTBD1	0.1635
TARS2	0.247333333333333
ABCF1	-0.3348
FCF1	0.876666666666667
LRRC49	0.094
GUCY1B2	-2.5165
C1orf177	0.891333333333333
SMARCA4	-1.00978571428571
LRP8	-3.07166666666667
TAGLN3	-1.28175
MRPL14	-0.43675
TTRAP	0.5295
ZDHHC20	0.9745
NFE2L3	0.70125
KIAA1377	0.620625
PALMD	1.6818
TMEM43	-0.07625
TTL	-1.06775
STAT5B	-0.782833333333333
SSB	-0.31525
OR10H5	0.3685
SLC22A13	-1.0635
AKAP3	0.195
TIMM23	-0.169666666666667
OAS2	3.18808333333333
KIAA0423	1.527
TRIM11	0.270666666666667
GLIS3	1.765375
TMEM50B	1.129
ARHGEF4	-1.272
DEGS1	-0.432909090909091
TBL1XR1	1.90016666666667
G6PD	-1.936
SP140	2.9285
MUC17	-0.0713846153846154
NUDC	-0.5021
DNAJC5B	3.76516666666667
SCARA3	-0.285333333333333
CPA3	6.80733333333333
BCAT2	-0.2725
MFN1	-0.0329
NRG3	0.472
SNX11	0.34675
PLEKHH1	-1.08783333333333
GPR177	-0.357833333333333
HCFC2	0.3915
TCAP	-0.37725
MOCOS	-2.0955
C14orf93	-0.2775
PRDM10	-0.1655
SLC16A4	1.13841666666667
SRGAP1	0.291
VIP	0.123
DUSP27	-0.396666666666667
LILRA1	1.7356
MC2R	0.0795
MGC24103	-3.07725
MBTD1	-1.7355
FUT11	-0.591166666666667
USP33	0.5078
C15orf39	-0.89325
MAP3K12	0.479125
PAAF1	-0.617
BARHL1	0.5635
FLJ16165	-0.1975
PIWIL2	-2.89475
SYNE1	1.16845454545455
CMTM4	-1.177625
TSPYL1	1.462
GUF1	-0.604333333333333
TMEM157	1.2995
WDR44	0.7845
HIST1H3C	0.1275
DKFZp666G057	1.99625
RNPEP	-0.48875
GAS2L2	-0.239833333333333
ADH4	-4.1395
GRPR	2.11666666666667
FBXL17	-0.7775
ZBTB10	0.381166666666667
Gcom1	0.875055555555556
HTRA1	1.4838
ZNF585A	0.1605
SLC26A2	0.600357142857143
OTOP3	0.2115
WISP1	2.583
ATP2B4	-0.21775
FLJ10769	0.491
CRAMP1L	-0.27675
CHST12	-0.304
RAB22A	0.70875
TARDBP	-0.0971428571428572
STAU1	-0.4555
CRB3	1.5365
MIG7	-2.049
CHMP1A	-0.8905
ZNF160	0.56175
B3GALT6	-0.101625
BARX1	-2.307
C6orf167	-1.39
NXNL1	0.37
DHX29	0.5245
HADHB	-0.00775
PLXNB2	0.252375
ILDR1	-1.1575
SLC15A3	3.182
GAS2	-2.939
C20orf69	0.25025
NUMB	0.108
TNIP1	0.212625
MESP1	-0.883833333333333
PSKH1	-0.64525
NSFL1C	-0.438875
RHOG	0.4505
HEY1	-1.63316666666667
KNG1	-2.312625
ITGAX	2.9001
LIN9	-0.8235
CANT1	0.187
XRN1	1.56964285714286
CCDC96	1.7069
HEATR6	-1.37883333333333
GNG7	1.33525
RUNX2	1.1884375
SOX1	-0.497333333333333
FCRL5	3.8705
ZNF99	0.4545
FAM9A	-1.411
SNX22	1.21716666666667
MBNL3	-0.753166666666667
ODC1	-1.3887
ADORA2B	-2.89016666666667
NR2F6	-0.782
ZFYVE16	0.335
SYNJ2BP	1.4188
POLE	-1.598375
E2F2	-1.134375
THRA	0.0873333333333333
PTGES2	-1.10966666666667
HIP1R	0.0948333333333333
TMUB1	-0.728833333333333
ENO3	-2.1905
RSPH10B	-0.1895
CXorf39	1.35775
IRGC	0.25975
GPR109B	0.4645
FLJ13305	0.527
LCE3A	-0.1265
TNFRSF18	-0.205
DET1	0.324
TRPM3	-0.303333333333333
C16orf79	-1.7465
FECH	0.1385
RAP2A	0.916666666666667
CRIP1	2.4575
AZIN1	-0.149
SLC7A7	4.149
IL10RA	2.2253
TMEM64	-2.0065
CDC42EP4	0.5746
C16orf58	-0.3081
ARG2	-2.93225
POU5F1P4	-4.4635
FAM62B	-0.439375
DNAH8	-0.5291
ASH2L	0.0986249999999999
TSLP	-2.63783333333333
CNTNAP5	-0.421333333333333
TMEM16C	0.056
IFNA14	0.3285
SLC1A3	1.849
CABYR	1.2545
BCL7B	-0.2707
NUDT13	-1.07883333333333
C13orf28	0.625
C1orf53	1.423
ARL6IP4	0.1155
RPL35A	0.52175
EMR3	1.081
RAB40C	-0.305916666666667
SLC41A1	-0.508333333333333
LRCH1	0.03625
LY6G5B	-1.242
FAM124A	-0.0677142857142857
MGC10981	-3.9865
CLIP3	0.6426
MAP4K2	0.0481666666666667
CHIC1	0.82575
SULF1	2.88416666666667
C20orf30	0.332071428571429
PRDM5	-0.66925
ELOVL1	-0.1875
C11orf48	-0.366125
SLC39A10	-0.63325
KCNV1	-0.491
ACP1	-0.299
ZMYM2	-0.22975
B3GNT6	-0.0675
C9orf69	-0.724
C2orf15	1.27075
C20orf166	0.2615
HSP90AA6P	0.5975
EDG7	-0.589
NEURL	-0.191
LPL	2.594
CLEC2D	1.64
GRRP1	2.22533333333333
CD8B	-0.5232
HIST1H3D	-0.552
SLC6A12	1.127375
FAM27L	-0.283
CD84	3.6536
RASA1	0.193
PHKG1	-0.6165
MAGEA11	-2.3815
IMPA1	-0.9109
NPM3	-1.2455
RARRES1	4.91925
SH3BP1	0.069625
B3GNTL1	-0.7255
ARPC5L	0.219666666666667
KLHL26	-0.197
SIM2	-2.809625
GJC1	0.181
C20orf194	0.236
EXO1	-2.56275
SLC2A2	-3.41583333333333
LOC285074	-0.863
LRG1	1.791
KIRREL	-0.222
PIK3R1	2.57092857142857
C4orf34	1.74225
MAF	0.510722222222222
ADCY4	4.09183333333333
ZMIZ2	0.5297
SLC46A3	2.51216666666667
STAMBP	-0.1075
CCDC16	0.95975
MS4A12	-0.1205
TCF20	0.21575
LRRC46	3.2675
C20orf152	0.73
MRPS6	-0.484625
ABCB11	-0.026
KCNC2	4.72833333333333
CDH19	-2.72416666666667
C9orf123	0.401833333333333
SSH3	0.529875
LDLRAD1	-2.66075
CCBE1	-0.19675
ZNF135	0.960375
TAAR1	0.445
WFDC12	0.1045
CCDC42	1.95716666666667
FLJ12529	-0.8485
PER1	0.799666666666667
TIMM50	-0.723166666666667
SMARCAD1	-0.0455
FAM26C	0.3715
TP53TG3	-2.33966666666667
SH3RF1	1.6067
LMCD1	1.74025
GPR63	-0.7525
FLJ21986	-1.448375
AIFM3	-1.21425
MICAL1	0.608833333333333
BLZF1	1.08633333333333
IQCA	2.66883333333333
PCDHGC3	-0.2015
SAC	-0.12325
BCL6B	1.281
DDO	1.47875
MARCO	3.0705
DCHS1	0.964333333333333
C1orf170	0.831833333333333
CD200R1	3.17433333333333
C22orf15	-0.5745
SEPT11	0.893666666666667
ADNP	-0.1105
UST	0.5991
C13orf34	-0.841166666666667
RFFL	1.04357142857143
APBA3	0.1155
C2orf60	-0.46375
CUTL1	-0.4072
PMS1	-0.903125
ZNF689	0.4385
EIF3E	-0.457
IL9	-0.1414
RPL31	0.040625
LY9	3.0105
ATP2B3	-0.01275
KDELR2	0.149458333333333
TFCP2	0.52975
NLRP12	-0.546625
FLJ45422	0.1685
TLE4	0.4789
ZNF570	0.059
FLJ43806	-1.276
TLK2	-0.2485
CIR	1.78425
MARS2	-0.169
COL24A1	0.79
SDF2L1	0.3155
HIBADH	-0.077
IGFBP3	-2.50721428571429
C12orf23	0.439625
PSPC1	0.30075
C20orf43	-0.155
TRAV20	0.7305
ARHGAP24	1.617125
KIAA1975	-0.669
C1QA	3.8655
DNTT	-4.112
C10orf6	0.490416666666667
C11orf41	-0.55375
HNRPF	0.812125
COL11A1	1.82533333333333
UBAP2	-0.294166666666667
CDKN2AIPNL	-1.3525
C20orf174	6.16375
SPRED2	0.32975
PLA2G12A	0.478666666666667
ICEBERG	-1.61533333333333
SCN10A	0.2885
C11orf65	0.43875
GBP5	5.41725
PITPNC1	-0.7575
POU3F3	-0.4625
NCOA7	0.24875
LIN7C	0.3817
LOC348840	-0.1695
NKX2-2	-3.15375
ANKRD13D	-0.273875
LOC123688	0.5355
FUT2	1.84316666666667
TAAR8	0.602
FZD4	0.155583333333333
PNMA3	-0.477
OR4L1	0.3455
WIT1	-1.99375
EXOC3L	1.738
ATPBD4	-0.0294
KRBA1	-0.478
UBXD6	0.20525
HOXB7	-0.466928571428571
C7orf23	0.616
UNQ338	0.96325
STAB2	2.05825
CDC20B	0.46525
IRF9	2.522
CENTG1	1.14275
TNPO2	-1.1235
MCPH1	0.482375
BMS1P5	-1.64575
SLC26A7	0.4775
HIST1H3J	0.678
C9orf3	-0.4442
LBH	2.23275
MYO1D	0.274875
PTDSS2	-0.43075
NFU1	0.435
DEPDC4	-1.47875
WNT7B	0.3994
GLP2R	-0.6315
SETD4	-0.9489
DYNLT3	-0.3357
FKBP11	1.13066666666667
SESTD1	-0.481333333333333
FLII	0.38
RPS16	0.3976
CHPF	-1.3155
CSNK2A1	-0.406333333333333
SUMO1P1	-0.00325
FKBP6	-0.971
ZNF214	1.699
TWIST1	0.9345
DDX56	-1.27066666666667
TRAM1L1	2.18
EPO	-3.2985
MRPS18B	-0.33
ZNF682	0.234166666666667
RPL14	0.264
MAFF	-0.28625
LOC51136	-0.21325
LY96	1.449
DDX20	0.03375
ABTB1	0.718666666666667
ARL5A	1.4503
CCT6A	-1.38925
HEPACAM	-0.717
EHHADH	0.477
RBAK	0.919166666666667
CGB1	-0.06225
ITGB5	0.1313
YIPF3	-0.114
FKBP2	0.6855
NR1D1	-0.1039
TMEM110	0.2635
NEK2	-1.508
PRAMEF8	-3.1065
C20orf52	-0.642333333333333
PCDHGA3	-1.4345
VWA3B	0.125
NDUFA5	0.211125
THAP9	-0.287
FLVCR2	0.851333333333333
AP1S1	-2.3455
SMAD6	-1.946
SAV1	0.548125
SAT1	1.545625
ZNF251	0.334125
ADAMTS7	0.4272
RPP38	0.1845
C1orf211	-1.6635
YPEL2	1.78685
RBMS1	0.0465
ZNF445	-0.387166666666667
NRXN2	0.802666666666667
PGBD4	0.37125
UGT2B28	0.1005
WBSCR16	-0.7137
NLRC3	1.910375
ASTL	0.3685
ST6GALNAC1	-2.64625
ZADH2	-0.379
MLLT4	0.19725
ARL6	0.109666666666667
MEF2C	2.284
CBFA2T3	0.161
AFF3	2.54528571428571
COG7	-0.168666666666667
MYB	0.213166666666667
PLXNA3	-0.9545
XRCC2	-2.10716666666667
MMS19	-0.718
ST8SIA5	-0.986
CHPT1	0.839333333333333
KIAA1712	-0.470375
OR6X1	2.801
ACTR3	1.179
UGCG	3.36583333333333
OR4P4	0.054
ZAP70	-0.4665
LPP	1.88125
ZNF485	0.36525
PTPRCAP	2.42575
IL12RB1	1.446
ATRX	0.7915
CHST8	0.6095
C14orf109	0.48425
ARV1	0.66375
NMB	-0.12
COX5A	-0.871666666666667
EIF6	-0.7475
MPPED2	0.118833333333333
SEMG1	-1.9635
CHRDL1	2.0685
TRAF3IP2	0.43675
WNK2	-0.862625
LILRA4	4.35766666666667
LAMA2	4.663
PXT1	-0.4145
RLBP1	-3.6125
CD300C	0.96775
SLTM	0.082125
FLJ10404	-0.6644375
APOBEC3D	-1.4655
RENBP	0.887666666666667
ATXN7L1	0.613
NID1	-0.00825
TUBGCP3	-0.580375
ITIH5	1.606
CCDC110	2.7015
C8A	-3.245
MGC87042	-0.623
HOXC13	-0.097
TFDP2	-0.99875
HCP5	3.03675
POLI	0.61125
UCN	-1.29533333333333
ZNF764	0.0903333333333333
C8orf45	0.12125
FHL3	-1.034
SPATA5L1	-0.41075
MMRN2	3.42783333333333
NDST1	0.2415
COL20A1	-0.758833333333333
ZNF248	-0.618333333333333
PELP1	-0.524833333333333
MBL2	-3.71933333333333
RNF41	0.120125
C5orf24	0.559
THOC5	-0.971875
SERINC3	-0.00650000000000001
RP11-151A6.2	1.544
CDCP2	-0.125
HIST1H2AA	1.0015
C11orf75	0.9915
FKBP7	-0.1765
DDOST	-0.41525
GPNMB	1.87383333333333
TTF2	-1.53166666666667
KCNT1	0.0278
SLC39A14	-1.35175
NGRN	0.00540000000000002
GPR137B	1.9355
MECP2	0.146375
PSMA1	-0.16225
C16orf73	-5.7935
TMEM60	0.585
CSN3	4.451
NOS1	0.224666666666667
RAB7L1	0.579666666666667
YBX2	-1.5995
KIAA1166	-0.1685
FUBP3	-0.0146666666666667
ABCG1	1.466
ACACA	-0.96625
ARL11	1.711
ATOH1	-0.025
ODF1	-0.131833333333333
CREB3L3	-1.94033333333333
TMEM127	1.43571428571429
DSCAML1	0.66475
PLN	2.023
LYPLA1	0.481083333333333
PRDM9	-2.59475
SASP	0.55
PLUNC	0.0165
INTU	0.35475
HISPPD1	0.206
LNPEP	0.262833333333333
YARS2	-0.544333333333333
APCDD1L	-1.328
ZCCHC4	-0.4766
FBXO22	-0.547333333333333
TTLL13	-0.1395
ZNF669	1.164
PTGDR	4.72875
DDX27	-0.10975
KIAA0409	-0.001
GJB6	1.34175
ASB8	0.89325
PLP2	-0.1785
MEPE	0.40575
OR10J5	0.4975
KRT222P	2.74425
COQ7	0.202333333333333
C1orf101	2.276
RERG	2.5538
CHMP5	0.43425
THAP11	-0.05925
ZNF43	0.393833333333333
