Hybridization REF	TCGA-BH-A0BA-11A-22R-A089-07
LOC399947	0.5965
PSD2	-0.24125
TIGD2	0.845
SCRN1	-1.135625
COQ10A	-0.1185
DDI2	-1.6605
METTL7B	-0.7372
UCN2	1.593
FAM92A3	-1.5995
WDR16	1.552
ZNF511	-0.1315
ZMYM5	-0.76175
POLR3G	-2.914
ZNF586	-0.836
C1orf49	0.1946
TANK	0.00866666666666669
RCAN1	1.88183333333333
PELI3	1.319
LIMD2	-0.999583333333333
TMEM189	-0.5485
NTN4	1.32625
LOC151300	0.124
CLEC2A	0.418
GPR135	-0.00474999999999998
DPYSL4	-1.0293
JAK2	-0.0045
TSHZ1	1.628
TM9SF4	-0.834625
ZNF264	0.109333333333333
SIRPG	0.467
BICD1	-1.72375
HERC6	0.668
METTL5	-0.4035
CASP1	1.835
PRRT1	0.511666666666667
PLA2G4C	2.07483333333333
ICA1L	-0.7465
TPTE2	0.639833333333333
OTUD7A	3.2135
AQP11	-0.5825
APOA2	-3.27033333333333
KALRN	0.0240000000000001
SECTM1	-0.0518181818181818
IFNAR1	-0.31825
TALDO1	-0.275125
RAB11FIP4	-0.49875
EIF5A	-2.004
FAM49A	2.01125
NEGR1	-0.6255
YTHDC2	-0.352714285714286
EHD2	1.395875
NCF1	1.0424
SCRT2	3.9155
HOXA5	1.6255
NUP133	0.08325
FGF12	0.0688666666666667
SLMO2	-1.058
SNTA1	0.611875
CACNG2	0.4055
GCM1	-0.390857142857143
ELF1	-0.164333333333333
TLR5	2.322
TCFL5	-0.998833333333333
RBMY2FP	0.941
LOC100125556	-0.51475
FAM129B	1.071
MAP3K7IP1	-0.383833333333333
NCK2	-0.4
OXA1L	-0.4025
FMO9P	1.23
ZSCAN12	-0.47275
PSMD12	-0.730333333333333
HSCB	-0.703
CLDN10	-1.61233333333333
MGC13053	-1.19333333333333
HPCAL4	0.183666666666667
ASZ1	1.212
MEX3D	1.44418181818182
NFAT5	0.8795
CSPG4LYP1	0.0398
FBXO3	0.1606
DVL1	-0.802166666666667
CMKLR1	1.613
TYMS	-4.253875
PEF1	0.773
ZNF750	1.94166666666667
MCM5	-0.5818
MEGF11	0.0655
KCNK7	0.2325
PTP4A3	0.5645
C1QTNF2	-0.0205
OR6S1	-0.259
FAM122B	-1.81
ZNF551	-1.027375
HBQ1	-1.3665
GEMIN6	-0.37375
ARSK	0.21825
RBP7	5.39583333333333
CPNE9	0.55975
DSC1	1.739
LOC730112	-0.0315
MAP2K4	0.9605
HS3ST5	-0.358
EPB41L3	-0.8455
TEKT2	-0.62875
CDKN2B	0.34025
ZNF480	-1.0155
MAP3K6	1.4273
MAP6	1.11666666666667
HN1	-1.4253
OR2L13	0.8658
SLC16A11	0.651
FAM96A	-0.89975
APOL1	0.303
C5orf32	0.906
RTP1	-0.2945
RNF175	0.46175
ZBTB41	1.03528571428571
AHCTF1	-0.8226
SAE2	-0.8351
ITGA2	0.37775
MME	3.43516666666667
CCDC14	-1.29
MAST4	1.19807142857143
KRT33B	-0.6645
KCTD2	-0.0528333333333334
WDR26	-0.0801666666666666
MFI2	-0.591
NR4A3	0.93925
ARSA	2.02375
UNKL	0.5552
SULT6B1	-1.3775
CCNA2	-3.92166666666667
SOX15	0.9415
PPAPDC1B	0.642
C19orf44	0.93
MCAT	2.06491666666667
ARID1B	0.46525
OR52N1	-0.276
C12orf48	-1.66133333333333
MAGI1	1.38285714285714
NIPA2	-0.93
GBX2	-1.276
RSHL3	0.48575
RAVER1	1.3745
C15orf17	-0.10575
SLC30A2	-0.244428571428571
ZNF518	-0.02575
PCYT1B	-0.45925
C10orf114	0.03325
EIF3H	0.407083333333333
SLC25A39	-1.2575
KIF1B	0.49275
AMOTL2	2.08
C6orf120	1.104375
PSRC1	-2.9875
PLA2G10	-0.329857142857143
KIF5C	1.44185714285714
MRPL37	-1.034
C17orf62	-0.347333333333333
C9orf135	0.0292
DUSP10	-0.0134000000000001
CLCNKB	0.0125000000000001
PSMA5	-1.00925
C8orf53	0.8535
AMPD3	0.802333333333333
PIAS1	0.0155
ADCYAP1R1	-0.1705
GYLTL1B	0.6485
CDH20	0.610666666666667
FBXO7	-0.16525
TMEM134	0.4905
FLJ14213	-0.0258000000000001
ZNF3	-1.36325
LRRFIP1	0.56575
CNOT2	0.141
ABI3	3.07925
ALDH5A1	-1.15716666666667
HNT	1.4717
SERPINA4	-2.2965
TK2	1.11541666666667
STMN1	-2.09577777777778
GUCA2A	0.0318
GALNT10	-1.17346153846154
DPP6	-0.22835
C9orf93	-0.241375
PRELID2	-0.1505
STK39	0.0185
SFTPA1	-1.0425
CKS2	-2.28633333333333
RHO	-0.086375
C20orf135	-0.126
XKR3	-2.4415
CR1	0.650625
RPS6KA2	1.073
C20orf112	0.017
MRPL22	-0.473
C4orf23	-0.2285
GADD45B	0.93625
KLHDC1	1.5215
C2orf48	-1.15
ZNF287	-1.489
DAAM2	0.7855
DPPA2	-1.8686
TCTN3	0.457833333333333
DNAJB11	-0.256875
FPR1	3.6795
DEFB4	-0.72
PTCD2	-0.1549
SMOC2	7.36266666666667
CABP7	-0.385333333333333
SERPINB11	0.3575
MAGEF1	-0.488
NDE1	-0.661
ITGA10	-0.1
FSHB	0.854
ANXA2	0.606875
HORMAD2	0.289
HLCS	-1.61875
MCF2L	0.870083333333333
FH	-0.599857142857143
TBC1D24	1.0215
KIAA1505	0.5085
LGALS2	0.40125
CNBD1	0.216
SYNPO2L	-0.564666666666667
PTPN23	-0.287857142857143
C1orf183	0.933333333333333
MAGEA8	-2.45633333333333
DGCR8	-1.0075
GSR	-1.18175
PAQR7	-0.2625
ZNF676	-1.44725
CACNA1C	0.0525
SP7	1.0595
PDCD6	-0.769
NRN1L	0.402
BRI3BP	-1.39227272727273
KIAA1183	0.535
ASB4	0.6425
CCL23	0.4733
OBSL1	-0.142
SLC12A7	-0.457583333333333
KIAA0240	1.923875
CD1B	-1.9568
FCGR2A	2.014375
MDC1	-1.116
HTR1A	-0.0016
OCEL1	0.34825
ATP11B	-0.741923076923077
FBXO34	-0.247
PCDH12	4.3315
RPE	-0.9725
C17orf74	0.2265
CSDC2	0.5342
PET112L	-0.256
TMBIM1	1.113
P2RXL1	-0.43275
TCHP	-1.4515
TRMT1	-0.846333333333333
F2RL2	-0.431888888888889
LRRC32	2.96966666666667
IMPG2	0.402
BGLAP	-0.59075
LOC493869	-0.882833333333333
MRAS	3.741375
SLC35F5	-0.21625
CBWD1	-1.063
AXL	-0.18425
ATP2C2	1.2105
TELO2	-0.88075
PNPLA3	-2.20625
PCDHB14	1.34025
CD276	-0.76825
KRT80	-1.73085714285714
DUSP28	-2.2695
CSNK1E	-0.33775
SRP14	0.664
KCNQ4	0.342
KRT72	-0.2455
CCDC117	-0.296375
C6orf89	0.357529411764706
TUBB2B	-0.306333333333333
RTN4IP1	-0.60125
CR1L	-1.80866666666667
CEND1	1.19757142857143
C12orf41	-1.03516666666667
RNF31	0.38825
UBN1	-0.351166666666667
C17orf32	0.127875
SLC5A7	0.6775
GPR92	-0.324833333333333
ESAM	3.3949
CTNNA1	-0.1345
HRBL	0.0251111111111112
CBX4	-1.39875
TMEM182	0.00999999999999998
SH3TC2	-0.489
IL10	0.1422
PXMP4	0.939
RNF167	-0.5708
PAK7	3.52866666666667
ETV3	-1.1225
ATPIF1	-0.6075
LOC554207	-1.74433333333333
OR8H1	0.387666666666667
WDFY3	1.029625
DPM1	-1.361
GPSM1	-0.619
WDR92	-0.5154
LRP1	1.6485
ANKH	-1.014625
THUMPD3	-1.90975
POLR1B	-1.14225
OLFM4	6.641
RAD9B	-0.1455
TSPY2	-2.5645
PAX6	-1.55583333333333
SCG2	-3.20125
SLC17A6	0.361333333333333
FMO3	1.308
PADI4	0.541625
TUBB4	-0.9854
NLK	-1.41775
POU4F3	-0.63
SDF4	-0.6825
ITGBL1	1.3755
NETO1	-1.43516666666667
TAP2	-0.438625
ABBA-1	0.244
GNAI1	2.1825
VPS4B	0.55925
NOPE	0.1649
GALNT6	1.18733333333333
SESN1	0.736625
GBE1	-0.451555555555556
CLASP1	-0.433
RASGEF1B	-0.182142857142857
ACOT11	-0.0692142857142857
AFAP1	0.48925
OR2H2	0.43625
DPY19L2P1	-1.43275
DZIP1	-1.209
SEC22C	-0.651166666666667
GPR161	0.0143333333333334
RNF146	0.34225
WDR74	-0.57125
GALP	0.7215
PURA	1.2415
DNPEP	0.354416666666667
RP11-78J21.1	-2.1485
ERBB2	1.402
FANCM	-0.967666666666667
NEO1	1.0565
DDX3Y	-5.6102
RPS3A	1.498875
MXRA7	0.312214285714286
LGALS3	-0.212333333333333
GLT8D1	-0.3925
CFL2	0.358
UPB1	0.293333333333333
NAP1L5	0.507125
CLDN14	-1.9
DHX38	-0.576
BTBD1	-0.3485
TARS2	-0.659166666666667
ABCF1	-0.9236
FCF1	-0.9046
LRRC49	0.8305
GUCY1B2	-0.294
C1orf177	0.0305
SMARCA4	-1.69292857142857
LRP8	-3.138
TAGLN3	-0.76
MRPL14	-0.6645
TTRAP	0.2445
ZDHHC20	-0.33175
NFE2L3	-2.34425
KIAA1377	1.563125
PALMD	2.5691
TMEM43	0.05675
TTL	-1.668625
STAT5B	-1.1835
SSB	-1.52
OR10H5	-0.1715
SLC22A13	0.01
AKAP3	-0.4715
TIMM23	-0.173333333333333
OAS2	0.133
KIAA0423	0.20475
TRIM11	-0.385
GLIS3	0.291571428571429
TMEM50B	0.481666666666667
ARHGEF4	0.28575
DEGS1	-0.613454545454545
TBL1XR1	1.07603448275862
G6PD	-2.8305
SP140	0.0385
MUC17	0.391571428571429
NUDC	-1.1914
DNAJC5B	0.166666666666667
SCARA3	-0.767
CPA3	6.93833333333333
BCAT2	-0.098375
MFN1	-0.6095
NRG3	0.3725
SNX11	0.3325
PLEKHH1	-0.742833333333333
GPR177	0.331833333333333
HCFC2	0.25625
TCAP	-0.614
MOCOS	-2.549
C14orf93	0.11775
PRDM10	0.5065
SLC16A4	0.980583333333333
SRGAP1	0.261666666666667
VIP	-0.0619999999999999
DUSP27	-0.249166666666667
LILRA1	-0.236333333333333
MC2R	0.581
MGC24103	-0.85975
MBTD1	-1.844
FUT11	-0.598333333333333
USP33	-0.0708
C15orf39	-0.7935
MAP3K12	-0.2805
PAAF1	-0.665333333333333
BARHL1	0.1555
FLJ16165	0.6585
PIWIL2	-2.20575
SYNE1	1.07236363636364
CMTM4	-0.6105
TSPYL1	1.2494
GUF1	-0.870666666666667
TMEM157	1.305
WDR44	0.81975
HIST1H3C	-0.443
DKFZp666G057	-0.033
RNPEP	-0.517
GAS2L2	0.9982
ADH4	-0.39325
GRPR	0.24275
FBXL17	4.0205
ZBTB10	0.0633333333333333
Gcom1	1.13505555555556
HTRA1	1.6717
ZNF585A	-0.514166666666667
SLC26A2	0.364923076923077
OTOP3	0.615666666666667
WISP1	-0.840285714285714
ATP2B4	-0.133833333333333
FLJ10769	-0.0915
CRAMP1L	-0.526625
CHST12	0.0185
RAB22A	-0.188916666666667
TARDBP	-0.160642857142857
STAU1	-0.4595
CRB3	1.00166666666667
MIG7	-0.02575
CHMP1A	-0.0191666666666666
ZNF160	-0.475375
B3GALT6	0.078625
BARX1	-0.2185
C6orf167	-1.5325625
NXNL1	-0.1725
DHX29	-0.5355
HADHB	0.00125
PLXNB2	0.521125
ILDR1	-0.66925
SLC15A3	2.797
GAS2	-1.10116666666667
C20orf69	-1.29925
NUMB	0.17
TNIP1	0.162875
MESP1	2.3665
PSKH1	0.486
NSFL1C	-0.574625
RHOG	0.34125
HEY1	-0.332833333333333
KNG1	-2.0524
ITGAX	0.4804
LIN9	-1.0885
CANT1	-0.52625
XRN1	-0.215923076923077
CCDC96	0.9846
HEATR6	-2.01083333333333
GNG7	1.3705
RUNX2	0.6422
SOX1	1.5704
FCRL5	1.0625
ZNF99	-0.48375
FAM9A	null
SNX22	-0.871333333333333
MBNL3	-0.257333333333333
ODC1	-1.6772
ADORA2B	-1.526
NR2F6	-0.21675
ZFYVE16	-0.211941176470588
SYNJ2BP	-0.0811000000000001
POLE	-1.13442857142857
E2F2	-1.467625
THRA	1.7685
PTGES2	-0.86
HIP1R	0.487333333333333
TMUB1	-1.279
ENO3	-1.94725
RSPH10B	0.043
CXorf39	0.482428571428572
IRGC	-0.515666666666667
GPR109B	1.89075
FLJ13305	-1.317
LCE3A	-1.3595
TNFRSF18	-2.0035
DET1	0.94925
TRPM3	0.059
C16orf79	-0.908
FECH	-0.585333333333333
RAP2A	0.369
CRIP1	0.960333333333333
AZIN1	-0.259625
SLC7A7	3.13275
IL10RA	1.27444444444444
TMEM64	-0.50525
CDC42EP4	1.1057
C16orf58	-0.2386
ARG2	-2.6015
POU5F1P4	-4.8055
FAM62B	-1.080875
DNAH8	-1.327
ASH2L	-0.417
TSLP	0.841166666666667
CNTNAP5	1.16733333333333
TMEM16C	2.56825
IFNA14	0.726
SLC1A3	0.52875
CABYR	-0.422666666666667
BCL7B	-0.3237
NUDT13	-0.7935
C13orf28	0.42075
C1orf53	-0.06775
ARL6IP4	0.0834
RPL35A	0.9305
EMR3	1.161
RAB40C	-0.24975
SLC41A1	0.2065
LRCH1	-0.062
LY6G5B	-0.4895
FAM124A	-0.204357142857143
MGC10981	-3.49416666666667
CLIP3	0.778777777777778
MAP4K2	-1.99283333333333
CHIC1	-0.86475
SULF1	1.87066666666667
C20orf30	0.08
PRDM5	0.067
ELOVL1	-0.3165
C11orf48	-1.152625
SLC39A10	-1.19025
KCNV1	0.34625
ACP1	-0.712666666666667
ZMYM2	-0.0115
B3GNT6	-0.0916666666666666
C9orf69	-2.29325
C2orf15	-1.81266666666667
C20orf166	null
HSP90AA6P	-2.225
EDG7	-0.6215
NEURL	0.12175
LPL	6.37333333333333
CLEC2D	-1.01266666666667
GRRP1	3.62016666666667
CD8B	-1.7353
HIST1H3D	-1.53683333333333
SLC6A12	-0.47325
FAM27L	0.277
CD84	0.544444444444445
RASA1	-0.8875
PHKG1	-0.4145
MAGEA11	-1.385
IMPA1	-1.0349
NPM3	-1.11125
RARRES1	3.53625
SH3BP1	0.700166666666667
B3GNTL1	-2.074
ARPC5L	-1.16266666666667
KLHL26	0.0355
SIM2	-1.1246
GJC1	2.188
C20orf194	0.5095
EXO1	-3.651
SLC2A2	-1.38475
LOC285074	-0.96425
LRG1	-0.34125
KIRREL	0.8565
PIK3R1	1.98323076923077
C4orf34	0.36025
MAF	1.92861111111111
ADCY4	4.67166666666667
ZMIZ2	0.0635
SLC46A3	0.493833333333333
STAMBP	-1.02166666666667
CCDC16	0.584
MS4A12	1.906
TCF20	-0.67375
LRRC46	-1.032
C20orf152	0.3825
MRPS6	-0.43475
ABCB11	1.063
KCNC2	4.139
CDH19	-1.4286
C9orf123	-0.0451666666666667
SSH3	0.7775
LDLRAD1	-1.54675
CCBE1	-0.631
ZNF135	0.579875
TAAR1	0.1905
WFDC12	0.0365
CCDC42	0.0134
FLJ12529	-1.61125
PER1	2.11233333333333
TIMM50	-0.979166666666667
SMARCAD1	0.045
FAM26C	-0.997
TP53TG3	0.735833333333333
SH3RF1	0.5326
LMCD1	2.09825
GPR63	-0.1735
FLJ21986	-0.771125
AIFM3	-0.39575
MICAL1	-0.129
BLZF1	-0.224666666666667
IQCA	2.05533333333333
PCDHGC3	0.421
SAC	0.342
BCL6B	2.27483333333333
DDO	-1.13875
MARCO	3.38275
DCHS1	1.52266666666667
C1orf170	-0.5195
CD200R1	0.744166666666667
C22orf15	-0.417
SEPT11	-0.312
ADNP	-0.49475
UST	1.0486
C13orf34	-1.4245
RFFL	0.0916428571428572
APBA3	-0.63
C2orf60	-0.903625
CUTL1	-0.1111
PMS1	-1.73257142857143
ZNF689	0.576
EIF3E	-0.3815
IL9	0.2695
RPL31	0.66075
LY9	0.203333333333333
ATP2B3	1.12533333333333
KDELR2	-0.034
TFCP2	-0.276125
NLRP12	-1.24457142857143
FLJ45422	-0.3725
TLE4	0.0358000000000001
ZNF570	-0.658
FLJ43806	0.226
TLK2	-1.372625
CIR	0.0185
MARS2	-0.9045
COL24A1	0.59825
SDF2L1	-1.7535
HIBADH	-0.0936666666666667
IGFBP3	-2.23107142857143
C12orf23	0.20625
PSPC1	-1.3355
C20orf43	-0.4205
TRAV20	-0.4575
ARHGAP24	-0.00974999999999998
KIAA1975	-1.386
C1QA	4.6453
DNTT	-3.8325
C10orf6	-0.233363636363636
C11orf41	-0.198625
HNRPF	-0.72975
COL11A1	-0.0833333333333334
UBAP2	-1.52933333333333
CDKN2AIPNL	-1.2705
C20orf174	2.06125
SPRED2	-0.40025
PLA2G12A	-0.411166666666667
ICEBERG	0.0325
SCN10A	1.1655
C11orf65	0.15525
GBP5	1.68775
PITPNC1	-1.11833333333333
POU3F3	3.871
NCOA7	0.577125
LIN7C	0.2215
LOC348840	-0.003
NKX2-2	-0.36675
ANKRD13D	0.0728749999999999
LOC123688	0.995
FUT2	-0.906833333333333
TAAR8	0.059
FZD4	1.1885
PNMA3	-0.256666666666667
OR4L1	0.1625
WIT1	-2.208
EXOC3L	0.457
ATPBD4	-0.5005
KRBA1	-0.31175
UBXD6	-0.16325
HOXB7	-0.738384615384615
C7orf23	-0.5035
UNQ338	0.53625
STAB2	5.241
CDC20B	0.53375
IRF9	1.3635
CENTG1	0.9295
TNPO2	-1.959
MCPH1	0.07125
BMS1P5	-1.26125
SLC26A7	0.81925
HIST1H3J	0.2305
C9orf3	0.5527
LBH	2.851875
MYO1D	-0.496625
PTDSS2	0.23425
NFU1	1.159
DEPDC4	-1.092
WNT7B	-0.462125
GLP2R	0.1815
SETD4	-0.8241
DYNLT3	-0.6859
FKBP11	0.554
SESTD1	0.703333333333333
FLII	-0.06175
RPS16	1.1392
CHPF	-1.48433333333333
CSNK2A1	-1.00716666666667
SUMO1P1	-1.01025
FKBP6	0.121
ZNF214	0.0673333333333333
TWIST1	0.693833333333333
DDX56	-1.38016666666667
TRAM1L1	0.3391
EPO	-2.23433333333333
MRPS18B	-0.29675
ZNF682	-0.805333333333333
RPL14	0.473
MAFF	0.558
LOC51136	-0.88975
LY96	1.7315
DDX20	-0.56225
ABTB1	1.744
ARL5A	0.4667
CCT6A	-2.276
HEPACAM	1.0388
EHHADH	-0.43
RBAK	-1.09316666666667
CGB1	-0.2915
ITGB5	0.2708
YIPF3	-0.15425
FKBP2	-0.41275
NR1D1	0.0380000000000001
TMEM110	0.365
NEK2	-4.7675
PRAMEF8	-1.71975
C20orf52	-0.3625
PCDHGA3	-1.1795
VWA3B	1.6125
NDUFA5	0.0255
THAP9	-0.0655
FLVCR2	-0.7986
AP1S1	-1.59628571428571
SMAD6	-0.95475
SAV1	1.733375
SAT1	0.08375
ZNF251	-0.04825
ADAMTS7	0.7138
RPP38	-0.4095
C1orf211	-1.97
YPEL2	1.00910526315789
RBMS1	0.53775
ZNF445	-0.373666666666667
NRXN2	0.3825
PGBD4	-0.609714285714286
UGT2B28	-0.23425
WBSCR16	-0.5226
NLRC3	0.0535
ASTL	0.145
ST6GALNAC1	-0.7005
ZADH2	0.11375
MLLT4	0.312583333333333
ARL6	-0.388333333333333
MEF2C	1.93625
CBFA2T3	-0.553
AFF3	-0.313461538461539
COG7	-0.727666666666667
MYB	-0.996833333333333
PLXNA3	-2.1615
XRCC2	-2.46875
MMS19	-0.352875
ST8SIA5	-0.96675
CHPT1	0.943333333333333
KIAA1712	-0.629875
OR6X1	1.4575
ACTR3	-1.644375
UGCG	1.07766666666667
OR4P4	-0.798
ZAP70	-2.00475
LPP	1.567125
ZNF485	-2.77025
PTPRCAP	0.6195
IL12RB1	0.171
ATRX	-0.098
CHST8	-0.443625
C14orf109	-0.01175
ARV1	-0.3665
NMB	2.487
COX5A	-0.5715
EIF6	-0.698
MPPED2	0.278666666666667
SEMG1	0.653
CHRDL1	1.065
TRAF3IP2	0.35075
WNK2	0.0991428571428571
LILRA4	0.188
LAMA2	6.06375
PXT1	0.942
RLBP1	-2.543
CD300C	-0.7905
SLTM	-0.947125
FLJ10404	0.419933333333333
APOBEC3D	-2.664
RENBP	-0.935833333333333
ATXN7L1	-0.576
NID1	-0.048
TUBGCP3	-3.0915
ITIH5	2.64105555555556
CCDC110	1.848
C8A	-2.06425
MGC87042	-0.171
HOXC13	-2.00425
TFDP2	-1.8505
HCP5	1.212625
POLI	0.76225
UCN	-0.870333333333333
ZNF764	-0.0596666666666667
C8orf45	0.0236666666666667
FHL3	-0.1575
SPATA5L1	-0.5525
MMRN2	4.23533333333333
NDST1	0.0423333333333333
COL20A1	-0.473833333333333
ZNF248	-0.564333333333333
PELP1	-0.162666666666667
MBL2	-1.0648
RNF41	-0.819
C5orf24	0.646
THOC5	-0.087625
SERINC3	0.826416666666667
RP11-151A6.2	0.7525
CDCP2	0.269
HIST1H2AA	0.1665
C11orf75	0.481833333333333
FKBP7	0.3515
DDOST	-0.673
GPNMB	1.16916666666667
TTF2	-1.76333333333333
KCNT1	-0.19
SLC39A14	-1.33457142857143
NGRN	-0.2495
GPR137B	1.3705
MECP2	0.064125
PSMA1	0.03925
C16orf73	-3.71625
TMEM60	0.522
CSN3	1.027
NOS1	0.5158
RAB7L1	-0.850166666666667
YBX2	0.158
KIAA1166	0.41275
FUBP3	-1.17916666666667
ABCG1	0.169
ACACA	-1.183
ARL11	-0.521555555555556
ATOH1	0.883
ODF1	0.388333333333333
CREB3L3	-0.672833333333333
TMEM127	0.847714285714286
DSCAML1	0.47075
PLN	2.04966666666667
LYPLA1	-0.666833333333333
PRDM9	-0.555333333333333
SASP	1.269
PLUNC	-0.0736
INTU	0.62625
HISPPD1	0.141
LNPEP	-0.505833333333333
YARS2	-0.576833333333333
APCDD1L	-0.6485
ZCCHC4	-0.7664
FBXO22	-1.678
TTLL13	-0.2185
ZNF669	-1.53016666666667
PTGDR	1.45825
DDX27	-0.64325
KIAA0409	-0.328166666666667
GJB6	0.881333333333333
ASB8	0.00125
PLP2	0.0163333333333333
MEPE	-0.367
OR10J5	-0.7
KRT222P	0.7815
COQ7	0.0491666666666667
C1orf101	0.579666666666667
RERG	2.5962
CHMP5	0.000125000000000016
THAP11	-0.0155
ZNF43	-0.993833333333333
ZRANB3	-1.43716666666667
KRT13	4.821
MRPL19	-0.178875
RBBP9	0.018
SPATA17	0.26875
BXDC5	-0.371166666666667
PAFAH1B1	-0.599166666666667
MAGEE1	1.926
OSTF1	0.42675
KIAA0323	-0.326833333333333
TXNDC13	0.351666666666667
CNTN4	1.252125
LCE1B	1.0845
UNQ501	0.69325
ZNF154	-0.346
C3orf64	0.53625
SYT5	-0.1855
PON1	0.349
FLJ10357	0.605125
ATP4A	-1.485
GNPDA1	-1.54266666666667
MGAT1	1.16683333333333
C14orf121	0.4445
SLC35B2	-0.462
MIER3	-0.023
CHEK1	-4.178125
ZNF8	-1.115
TXNDC1	-0.851833333333333
CKB	-0.0418000000000001
RTN3	0.459
FZD2	-1.10883333333333
PART1	-0.475833333333333
PSMB6	-0.57075
PCDHB8	-1.1415
PHC3	-0.3259
PPP1R8	-0.982666666666667
NOVA2	0.805666666666667
TNFRSF11B	-3.568
GOLPH3	0.237333333333333
UBLCP1	-0.26875
SUHW3	-0.253
TTLL1	0.93575
OPN4	0.049
OR13G1	-0.419
ZPBP2	0.5576
HSD17B11	0.06925
C9orf50	-1.7855
DHDDS	0.147142857142857
CTSW	0.4247
NEFM	-1.9046
MRPL28	-0.91775
SYN1	1.56816666666667
PIGV	0.781833333333333
ZIM2	0.014
APBB1	1.17416666666667
SND1	-0.73575
C1orf123	-0.0628333333333333
CHD3	-1.063
BHLHB8	-1.23975
RNASE2	-0.141
BCAP31	-0.147
SLC25A44	-0.572
CHD6	-0.0451111111111111
PIB5PA	1.11915384615385
SELS	-0.443125
LOC541471	-0.477
FAT2	1.44
ZNF81	-0.714
OR4C16	0.024
FLJ10081	-0.4447
LRRC4	-0.87775
CS	-1.68416666666667
N4BP2	0.605125
IGFBP7	1.57425
ZNF318	-0.0376666666666667
NDNL2	-0.052375
ZNF609	0.366
SIRT4	0.75775
EXOSC10	-0.47575
ECE2	-0.0732727272727273
OVGP1	-0.90275
GTPBP3	-0.8435
PACS2	0.1118
C19orf36	-0.0855
ARL4C	0.107625
ATG4B	-0.461
UBQLNL	-0.2765
RHOXF2B	-3.1815
PLEKHG2	-0.541
GALR1	0.161
AQP4	0.8736
HDAC7A	0.0601666666666667
DCUN1D3	-0.413
OR8A1	1.02
CCRN4L	-0.645142857142857
CBR4	-0.643666666666667
KIFC1	-3.4596
SLC7A14	-0.7254
LHX5	1.1605
TRPC7	1.129
LPXN	-0.85725
SERPINA1	-1.048875
RPS13	0.3302
BPIL3	-0.708
PRKAA1	-0.56425
FADS2	-0.103444444444444
ENAH	0.0166875
PRO1768	-0.2405
APBA2BP	-0.6245
LIPH	0.00283333333333339
C3orf33	-0.985
RCC2	-0.536214285714286
ALDH1A2	-1.62211111111111
RNF103	1.85225
AHCY	-1.083125
ALG12	-0.2385
CCL17	0.4365
ZNF543	1.007
ESRRG	1.7127
CNGA1	0.53675
RDH5	3.988
OTX1	-0.61175
PTGFR	-0.0183333333333334
CDR2	-1.14125
SELE	2.31775
NLGN2	-0.458833333333333
EXOSC9	-2.05475
ZNF566	0.083
KLRC2	-2.2755
GPR12	0.933
KIAA0196	0.0695
PDRG1	-1.11825
SSR3	-0.430071428571428
MSI1	-1.055
CST9	0.165
CC2D1A	0.192625
PLAGL1	0.403555555555556
ZNF778	0.193
RNF2	-0.312875
KLF6	1.87633333333333
THBD	2.9585
tcag7.1314	0.78025
NR5A1	0.0855
ABCD2	0.938666666666667
DNAJC7	-3.0825
CLEC4C	0.038
TM2D3	0.44675
CCDC4	1.1415
PLAC2	-1.469
DCD	1.427
FAAH	-0.123666666666667
POLA1	-0.583
TM7SF2	0.319375
FLJ39822	-0.6882
FLOT2	0.537375
MAP4K1	-0.367333333333333
SRP68	-0.634571428571429
C21orf74	0.6095
ARPC5	0.264375
LOC126075	0.344
HECW2	-0.135
ZDHHC4	0.09925
ANKRD42	0.6091
PDE9A	0.1226
ABCA8	2.8145
NDUFS2	-0.88675
UBR5	-1.417
BTBD16	-2.3085
LOC554174	0.5545
ZNF20	-0.625
KIAA1843	0.278
WDR17	0.29475
C15orf33	-0.699
RNF113A	-0.412
CAMKK1	-0.344333333333333
CLCN2	-0.7255
ANXA6	-1.4825
LOC340069	1.033
EMID1	0.39125
DPM3	-0.628166666666667
ELA1	0.233
SLC25A13	-0.9357
KRT24	0.188
SMPD1	0.297666666666667
TH	0.328285714285714
COL6A2	1.1585
ANKS1B	0.562
GPR126	-1.6533
ZC3H12A	0.2255
TMEM47	1.71383333333333
C2orf51	-1.257
C1orf88	0.450333333333333
HSF2BP	-1.987
AKAP10	-0.32075
RPAP3	-1.3855
KLHDC8B	1.384625
STOM	0.9401
MUPCDH	-0.149125
C10orf72	-0.212714285714286
PLEKHA3	0.449454545454545
TCP11L1	-1.10075
CWF19L1	-0.557625
SPEF1	1.096
YSK4	0.76875
ELN	1.4875
SAMD8	-0.192666666666667
MPI	-0.8475
MEPCE	0.0518
ABCC3	-1.7495
NANOGP1	-1.7135
KCNK17	0.809
HLA-DMB	5.176
RRAGA	1.273
ANGEL1	-0.58275
RBM32B	-0.9215
CPN1	-1.78475
MGC52282	0.350222222222222
HLA-A	1.36291666666667
OR9G4	-0.2775
EDNRB	1.31625
SCD	1.23314285714286
C14orf80	-1.51033333333333
BAGE2	0.047
RABL4	0.636666666666667
RCVRN	-0.647
SHANK1	-0.961
NLRP7	-2.99075
CD226	-0.15275
STAT3	0.15025
SYNJ2	-0.8396
TPCN2	-0.343166666666667
WDR36	-0.61175
MBD4	-0.3205
ROBO1	-1.08
ST3GAL6	-1.907
SLAMF8	1.35033333333333
