Hybridization REF	TCGA-AN-A0FD-01A-11R-A034-07
TMBIM4	1.1729
NMUR1	0.941
KIR2DS4	0.573625
C9orf90	0.12625
MGC87631	0.8105
KDR	2.81544444444444
ST3GAL2	-1.08625
RLN2	2.14316666666667
HPD	-3.059
MOXD1	-0.6975
PDGFRL	2.63183333333333
SMYD4	-1.71557142857143
FAM103A1	-0.1335
MFAP4	-0.931833333333333
LOC285141	1.61175
TMEM45B	-1.129125
SMCR7L	-1.2325
GZMH	3.426
CBLN1	-1.2734
CNNM1	-0.707666666666667
PHF17	-2.24383333333333
NUP98	-0.0283333333333333
RMI1	-0.35125
PTPRS	-0.456625
ANKRD57	-0.788
CLDN15	-0.402333333333333
OR51A2	0.3255
GUCA2B	2.2745
DOCK9	1.068
ITGB1BP1	-1.19683333333333
DLG2	-1.13075
BRAP	0.51325
SESN3	-1.89675
ZC3H7B	-0.7395
FAM101A	3.38433333333333
FKSG24	0.7025
ZYG11B	-0.627875
RFC2	-1.40125
SH2D3A	1.22816666666667
DVL3	0.15
ADFP	-2.1275
KRIT1	-0.90475
SERTAD3	3.10416666666667
LEFTY2	-2.728
KRT27	0.883
SCFD2	-0.2115
MN1	-0.22025
RORA	-0.2425
PTPRD	-1.057
PIAS2	0.0716666666666667
CYP4X1	5.91833333333333
FBXL15	0.3585
MYH15	-0.13
CRX	0.35875
TBC1D13	-0.12325
SLC22A17	0.978666666666667
PLK2	3.56766666666667
ARHGAP9	0.7185
EIF1B	-0.70975
C20orf185	0.8505
DEFA7P	0.102
PRIM1	-2.0465
CRYAA	-0.434
BACE1	0.93225
AGTRL1	0.362333333333333
ACAD9	0.243875
GRASP	-0.37275
RBP4	-2.20333333333333
TFB2M	-0.1565
METTL9	-0.6263
ATP5O	-0.1665
SP100	0.8296
CPSF1	-0.9735
S100A4	-0.20775
LIME1	-1.0335
GPR137C	0.771
OR2A2	0.663
C2orf29	-0.35325
NUP188	-1.058
SDPR	-3.01066666666667
RAI1	-0.6465
RPS20	0.3339
LAMB1	-0.84575
ADM2	0.3665
ZNF229	1.58525
DKFZp434K1815	-0.80475
EPN3	2.53383333333333
CLIC3	-0.3315
MEIG1	-0.45275
HMGB4	-0.769
STARD10	1.3295
KLF8	2.7565
EPB41L2	-1.195
JMJD6	-0.401857142857143
CTSL1	-0.916666666666667
GPR27	0.125
ELAVL4	0.88775
MMP21	0.8565
PPM1B	0.616375
SUV39H1	-1.33275
AAMP	0.0105
TUSC4	0.879
MBD6	0.58425
KLK13	-1.70414285714286
FMNL3	0.471333333333333
TRIM13	0.447333333333333
C15orf5	-2.21625
IQCF1	0.152333333333333
CACNG8	0.7135
SLC35D3	-0.200666666666667
ZDHHC9	0.976
ODF3L1	0.734666666666667
C9orf86	-0.7497
TSEN2	-1.27025
C17orf64	0.41825
SEPX1	0.2178
TSPO	0.712666666666667
SYMPK	-0.2805
ADORA1	-0.2385
TSPAN10	0.966875
SEMA6C	2.02833333333333
RTTN	-1.159
IL2	0.3666
ARRDC3	0.216083333333333
TBPL1	-0.844666666666667
STX12	0.46
MRPL39	-1.86425
OR8H3	-1.3625
IFIT5	2.3335
CASC5	-2.386
FAM46A	0.2885
HPCAL1	-0.238875
CYLC1	0.133
VGLL2	0.571125
C20orf191	-0.2125
CDH1	2.64183333333333
ITPA	-0.01975
CCDC101	-0.2075
D15Wsu75e	0.43175
EDA	-2.2335
CREG1	-0.863
OR7G2	0.593
SAP18	0.742166666666667
IFIT1	2.8755
CALML3	2.18866666666667
FLJ37440	1.046
FNDC5	0.692
SERPINB6	0.3925
JUNB	0.9313
SYS1	0.9205
SCN2A	0.634666666666667
ZKSCAN5	-0.6593
WNT7A	0.629333333333333
TSHZ3	2.4895
RNF148	0.9575
H6PD	-0.73275
CAD	-1.38233333333333
ZNF449	-0.09575
DOCK10	0.056
FAIM2	-0.761333333333333
HEXDC	-0.1195
PRB1	0.29475
C14orf148	-0.693
ETHE1	0.14775
IRF5	0.534
GNMT	-0.2345
MGC16291	-0.192125
RPAIN	-0.626285714285714
CAGE1	1.197
CNTNAP3	-3.999
ACTR1B	-0.90425
EEF1E1	-1.71575
MSX1	-0.496875
ESF1	-0.1085
HSPC171	0.5635
MRPL2	-0.223333333333333
RDH12	-0.3215
CELP	-1.0955
METRNL	0.138
C10orf116	3.0505
C19orf48	-0.13625
ZNF346	-0.918
NCR1	-2.9355
C10orf64	-0.4235
CD52	0.138
VPS18	1.2745
AP4S1	-0.232833333333333
NPBWR1	0.966
TPK1	0.8815
UBA52	-0.0962222222222222
RIPK1	0.563
CPNE3	0.4648
HSPC159	-0.20575
C8orf38	-0.41075
LRRC4B	-1.467
PARP10	1.0783
ANKRD50	1.021125
CXCL9	7.053
FGF18	2.73618181818182
EIF2A	-0.581
SLC20A2	0.5235
KIAA1549	-1.22966666666667
SPINT1	1.2802
ZNF584	-0.172
CRBN	0.446166666666667
ABCF3	0.258833333333333
NCBP1	-0.702166666666666
PLA2G4F	-0.270166666666667
PCDH10	-0.981
TTC21A	0.6395
C20orf144	0.6475
FGFR1OP2	-1.13016666666667
SLC9A1	0.192
CHRND	0.235
FOXF1	-1.906
KIAA1467	0.76575
TPO	-0.567
LTF	-0.587357142857143
DNAJB9	0.1695
MRPS27	-0.831
bA16L21.2.1	-0.4785
WBP2	-0.308166666666667
MRGPRX3	-1.9035
PRPF18	0.60675
C10orf58	0.77175
SMOC1	-2.76655555555556
ADAT3	0.461666666666667
TMEM138	-0.52325
TMEM131	-0.228875
TIMM8B	0.41525
MYH7	-0.825166666666667
ST6GAL2	1.943125
KIF1C	-0.10875
SUHW2	-3.189
PAPSS1	0.9425
CABP2	-0.3665
HOXA4	-1.25775
ELF2	0.04175
SEMA3D	1.72877777777778
MC5R	-0.166
OGFR	0.35
FLJ30092	0.4765
TGFA	-1.7101
MMP17	1.22475
KIF15	-2.044
CHIA	-0.08
CATSPER3	1.03475
CEACAM7	0.374833333333333
PADI2	0.56025
HOXA9	-0.1606
LNX2	0.724833333333333
TMEM144	1.3605
HIF1AN	0.499
METTL7A	-1.7436
C6orf165	1.48766666666667
KIAA1468	0.07775
DSG3	-1.9145
ZNF180	0.7535
EIF4E3	2.01125
SLC46A1	-0.19625
DKK1	-5.594
ZNF205	1.402
LOC162073	-0.0563333333333333
COX7A1	4.78875
MAGEA1	-4.85383333333333
NEDD8	-0.492333333333333
KLHDC5	-0.169555555555556
C3orf19	0.759
MRPS2	-0.478
POLR3H	-0.280428571428571
ABHD11	0.9294
TMEM17	1.85625
PAIP2B	0.5886
MAT1A	-3.663
LGI3	0.122
THUMPD2	0.1925
TKTL2	1.50033333333333
XAGE3	-3.985
CALM3	0.654416666666667
C6orf136	-0.361333333333333
KCNC4	-0.125
RGS9	2.9525
ACIN1	-0.0746666666666666
SPATS1	-0.65125
XKR8	-0.21675
FAM84A	1.42341666666667
MS4A7	4.52509090909091
AGXT2L2	0.0245
OR1F1	0.4005
SMAP1L	-1.01190909090909
IPO11	-0.632875
ZC3H11A	-0.1190625
C1orf151	-0.281125
RNASEH2A	-0.8445
CCR10	-0.69
TXNDC11	-0.22625
TMEM112	1.300875
MAP1B	-0.447928571428572
NVL	-0.81225
PKM2	-1.36335
ARC	-0.8745
NUP54	-1.339
PPFIBP2	1.67283333333333
STAT2	1.299375
PTAFR	1.42316666666667
ROBO2	0.14675
RNF40	0.2135
CCDC135	-0.109166666666667
IFT81	-0.6057
MORF4	-1.11875
TM7SF3	-1.21625
OR10H3	0.892
ABP1	0.61925
CHRD	0.589142857142857
PLEKHA8	-1.69366666666667
NCALD	0.45325
OR5AK2	0.86175
ACCN1	1.578
SLITRK1	-0.385
ARMET	-0.53625
C9orf52	-0.18925
REEP4	-0.37525
MTSS1	-0.403375
ADH1B	0.751
DLD	-1.3445
CDK5	-0.60525
PPFIA1	-0.576375
WFDC3	1.7995
DNAJB12	1.576
RANGRF	-0.294
MLANA	-3.45825
AMY2B	-1.14225
KIAA0319	-0.283571428571429
RPS7	-0.7775
JAK3	-0.180444444444444
ARFGEF1	0.8875
CXCL5	1.24733333333333
TRAPPC4	0.107
CETN2	0.54675
HSPC111	-0.805
RHOBTB3	-2.3308
PHLPP	-0.3415
RGS10	1.512
TMEM58	1.12575
CHERP	-0.213875
HSP90AB3P	0.00700000000000002
FSTL3	-0.183833333333333
PEX11A	1.2185
OR5V1	1.008
FCN3	1.75625
PTPN3	-0.517125
NPTX1	-2.940875
C21orf84	-1.14233333333333
C11orf51	-0.52075
ZBED2	2.56175
FLJ90757	0.02875
NPY2R	4.974
PLD3	0.16575
SYT17	-0.601833333333333
SGSM2	-1.361
OR1A2	-0.48725
FOXP1	0.993125
SLC5A1	2.171
POFUT1	-0.5151
EPHB6	-2.80283333333333
MYO1G	-1.328125
STAC	-2.0355
KLHL17	0.028
RGMA	0.9036
TJP2	-0.5757
FAM114A1	-0.243166666666667
SERINC1	1.34141666666667
SLC9A8	-0.18075
PEX19	0.425875
EDN2	2.30775
PSMD7	-1.05422222222222
C3orf41	-1.2445
UQCR	-0.761125
PPP1R3C	1.84225
LRP4	-1.9705
TM2D1	-0.316
TTC17	0.3505625
C4BPB	-5.162
CCL25	0.60325
ZNF253	0.476333333333333
CHRNA9	4.5625
SOX11	-0.764625
HIVEP3	2.1275
CGN	2.28316666666667
C3orf35	-0.0217499999999999
PKD2L1	4.16675
SYVN1	0.075375
PDE8B	-1.5145
LOC439951	0.49075
LTC4S	1.682
MIF4GD	0.200666666666667
SMARCA2	1.8478125
TUBGCP6	-0.427
CABLES1	1.235125
C16orf77	0.532333333333333
ZNF791	0.10475
FUT5	-1.67
ADH6	-2.1848
P4HB	0.1315
CLDND2	-1.5875
ALKBH8	0.03725
PLAC4	-2.94825
F11R	0.259428571428571
MGC35295	0.880833333333333
PDZD4	-0.232333333333333
LOC389073	-1.55975
FAM80B	-0.563666666666667
PSMB1	-0.5405
TXN	-0.9615
VIPR1	-0.533
WBSCR18	0.0365
EXOSC6	-0.0535
ACTA2	3.34983333333333
SP5	-1.44458333333333
ANKRD1	-2.878
DDR1	1.4463
ATP6V1D	-0.69975
PTGS1	-1.62433333333333
RNF157	-1.66325
DCC	-0.165333333333333
SPAG7	-0.0395
FBXO18	-0.01275
UBE3C	-0.4722
HOXC6	0.70225
LRP2BP	-0.928166666666667
MYST2	0.6835
PDSS2	-0.45
ATE1	0.3915
ARAF	0.25275
KLF10	0.03575
PLA2G2E	-0.926
ASCL1	3.00616666666667
TSNAXIP1	1.22525
FAM131B	-0.251875
IFNA10	0.884
NUP43	-0.823625
FAM44B	0.035
L1TD1	-5.4018
NMD3	-0.392416666666667
C18orf54	-1.1119
PHOSPHO1	null
RAG2	-1.071
EMILIN3	0.065
METTL3	-1.49025
VPS13C	-0.3505
REXO2	-0.786
ANXA4	0.1975
CA1	-0.535
DCP1B	-0.3085
TULP3	-1.71166666666667
ATP2A2	-0.472714285714286
ATIC	-0.87475
ADAM15	-0.89325
NPL	0.995333333333333
LGR4	0.694375
UEVLD	0.6375
GAB1	3.24675
SNAI2	0.344666666666667
ZGPAT	0.4419
SNF1LK	0.24625
DLEU1	-1.0195
UBE2Q1	0.309875
ZMYM6	-0.1454375
JPH3	1.42616666666667
FAM38A	-0.0704166666666666
PXK	0.104833333333333
DENND2D	1.41875
BAX	-0.991
CP	-4.636
RPL37	0.1422
G6PC3	0.152375
NCOA4	0.695333333333333
LRRC14	-0.404625
GORASP1	0.26175
FCHO2	0.791375
CYP24A1	-2.9776
FXYD3	1.851625
SMARCAL1	0.37325
ABCB8	-0.353333333333333
CCDC44	-0.077
PRDM7	-5.194
USH1C	-1.3125
DNAH5	2.0475
SRF	-0.0571666666666667
MAL2	1.53433333333333
PGPEP1	0.94025
SIN3B	0.00566666666666666
SEMA3C	1.3515
GRAMD3	1.56425
FBXO10	-0.103625
OR5D13	-1.012
FLJ31818	-1.092875
CACNA1I	0.65275
S100A13	-0.066
TP63	2.2267
ANXA11	0.6458
WDR66	1.2895
CSF2RB	-0.31
IFI44	0.774
DACT1	2.89166666666667
ANKRD23	-1.77125
ATP5G1	-0.154666666666667
C21orf70	-0.041
PPWD1	-1.4235
DNAJC13	0.01725
PAH	-4.1135
PTCH2	0.88625
TRMU	-1.72075
CCDC9	0.5325
USP3	-0.8226
DCLRE1C	-0.218
FAM55C	-0.69325
FRMD4B	1.591
CYP2R1	-0.286
RFPL1	-0.7547
XPO5	-0.958
ARL6IP2	-1.625
OSBPL5	1.892
MMP9	4.37563636363636
KIAA0802	-0.0499999999999999
DHRS2	-0.838833333333333
SGEF	0.93025
TXNDC10	-0.6473
EXOC6	1.15125
RPS27	0.675666666666667
PNCK	-1.86116666666667
FSTL1	-0.51275
AACS	-0.33425
SLMAP	1.32116666666667
SAMD4A	-0.2456
ABRA	-0.376666666666667
SMARCD3	0.5105
PKNOX2	-2.5485
A4GNT	-0.462
C9orf39	-0.477333333333333
RALYL	0.779333333333333
MGC33556	-3.365
C10orf25	-0.679
BBOX1	2.41725
NHEDC1	0.4475
XDH	0.64625
GCSH	-1.0735
EDN1	0.138166666666667
MTERF	-0.7275
CLK4	0.048375
ZNF799	1.28083333333333
KCNG1	-1.54075
CXCR4	-0.746166666666667
PTPRR	-3.599
IRAK1	-1.091375
LOC401397	-1.33925
TMSB10	0.833857142857143
CXCL3	-3.076
TMC4	2.093
OR7A10	1.398
STYK1	1.36075
CHRNA10	-2.50666666666667
CCNI	0.16225
EP300	0.441142857142857
LOC165186	-0.146166666666667
HIC2	-2.3565
SDR-O	0.348
OR2W1	0.8845
KCNA6	1.571
TRIM74	-2.39325
REEP6	0.6475
ATP5G2	0.13075
ERG	-0.084875
TMEM42	-0.513
PARN	0.9165
SOD2	-0.1784
DIRAS1	0.418
PNPT1	-1.47775
JOSD3	-0.09725
hCG_40738	-1.1855
PDE1C	-0.829666666666667
SEMA4D	0.1185
AGPAT1	0.503166666666667
NOSTRIN	1.420125
MAP3K3	0.21
MAX	0.164857142857143
CAPS	1.9805
SERPINA12	0.748
OSBPL8	0.118875
RICS	1.5458
NR4A2	1.30716666666667
PPCS	0.414333333333333
LONP1	-1.6325
SCYL3	1.18475
HERC2P2	-2.72866666666667
FIBCD1	-1.995
C15orf41	-1.43375
DMC1	-2.017
C20orf27	-0.93575
RPS6KA5	1.1135
FAHD1	-0.461
SLC12A4	0.54
BRCA1	-2.68472727272727
GBL	-0.8755
SLK	0.253833333333333
NUDT9P1	-0.253
NOXO1	-0.767
USP52	-1.251
BAZ1B	0.512875
SLCO2B1	2.16725
BBS12	1.38333333333333
LRGUK	-0.726333333333333
TERF2IP	0.36475
COL1A1	5.451
KIAA0090	0.464875
GRK5	0.00183333333333333
AP1S2	-2.2159
TMEM52	-0.3035
CA11	-0.2795
OR4A15	0.847666666666667
ACBD3	1.3007
SPAG11B	-0.4518
PRDM2	0.6705
FOXP3	1.10825
SMYD3	-0.5962
LOC389199	1.489
LGI2	-0.0253333333333333
NAPE-PLD	-0.4584
ANKRD6	-0.00700000000000001
WDR45	1.02233333333333
SHROOM1	-0.51
PSCD3	0.9765
PYY	2.2615
KCNC1	0.0675
ARHGEF9	0.2675
OR8J1	1.15275
GPR55	0.825833333333333
NS3BP	-1.3595
C10orf22	0.046
NAT8L	0.2175
DUSP4	-0.847
FOXM1	-2.29866666666667
GRAMD2	-0.777444444444444
ZBTB48	-0.379
BUD31	-0.701
PABPC5	1.6715
CCDC41	-1.0355
FBXO11	-0.182083333333333
C6orf148	0.19825
RFXAP	-2.25325
C6orf15	1.109
CDK8	-1.371
C6orf70	-0.57275
TESSP2	1.416
ALG2	0.0785
PPP1R3D	1.78125
TPM3	0.567888888888889
SYT13	5.1515
EPB42	-1.625
CETN3	-0.42225
PRY	-2.759
NTHL1	-0.276833333333333
POLR2B	0.038
RPS28	0.316
P2RX3	0.10775
LYZL4	1.11566666666667
WBP4	-0.0487
PMM1	-0.285
C11orf79	0.0905
CBLL1	-0.61925
IL1F10	-0.0258333333333333
VAX2	-0.261
SETDB1	0.4465
LRAP	-3.12133333333333
GCLM	-0.9895
CPEB3	2.78225
PPM1A	0.3591875
INTS1	-0.8335
CAMTA1	0.88675
SAMSN1	-2.109
LOC158830	-2.11316666666667
GMPPA	-0.86325
AIPL1	0.489
IL24	-0.178083333333333
BDKRB1	-2.00183333333333
MLF1	1.5065
TAF12	-0.21525
ID1	-2.175625
THADA	0.01575
PIK3CB	0.01825
OR4N5	null
TBC1D17	0.423333333333333
COX8A	-0.1285
CDCA4	-0.92875
C2orf44	-0.9635
ZNF534	-1.79
IMMP1L	0.1775
NIPSNAP3B	0.291625
FTMT	1.18728571428571
PWP2	-0.334166666666667
MMP15	-1.1694
DNAH11	-0.624
MTMR14	-0.102
DNAL4	0.483
IPP	-0.50825
TMEM59	0.447125
C1orf157	-0.061
RGS4	1.13533333333333
DDX18	0.026
SNX6	0.073
ZNHIT2	0.705166666666667
NCDN	-0.183
FLJ33534	0.976
RAG1	-2.51042857142857
OR4D10	1.221
PTPN5	0.235666666666667
POMT1	0.359125
LRRC8A	0.8959
CYP1A1	-0.8465
CAPN1	-0.373833333333333
DDHD2	1.276125
GRIK2	0.84175
GNRHR	-1.05733333333333
PPBP	2.15233333333333
HTR3A	-0.910625
SLITRK4	0.78975
ANKRD49	-0.64325
BTF3	0.1683
SARS	-0.48575
C13orf18	-0.284333333333333
CACNB1	-0.36625
QKI	0.381047619047619
SETMAR	0.5465
MAN2B1	0.357666666666667
EML3	-1.74075
ACADL	-1.14316666666667
OFD1	-0.619
DEFB114	0.364
CGA	-2.3181
PEX16	0.971333333333333
LRRC10	-1.7895
GNG12	-0.6205
C1orf152	-0.126333333333333
CHRM1	0.747
CD53	-0.5305
DBH	-0.908
TFAP2B	-2.445125
HIST1H2BJ	-0.416833333333333
FAM46D	1.325
TMEM11	-0.4185
C3orf32	-3.09575
PCCB	-0.268125
IPO13	-0.086875
C6orf105	-4.09675
COMMD5	0.844
SUV420H1	0.3126
LTBR	0.433
ARHGAP15	-2.700125
HDHD2	-0.16775
TDRKH	0.6245
LOC401052	-0.0205
PSG4	-1.2065
GNB4	0.0193
SPATA4	1.369
SLC9A3	-1.5875
OSBP	1.13883333333333
NBPF3	-0.910083333333333
DOCK11	-1.426
SLC39A5	-1.5255
PRR5	1.1089
C10orf63	1.02957142857143
SMTNL2	-1.8285
ADRA1A	-1.03625
ASAH1	0.3176
DOM3Z	0.0662
GIPR	1.48916666666667
AHI1	-0.582333333333333
NADSYN1	0.174833333333333
RGS14	-0.2131
IL18BP	1.4399
RTN4RL1	1.217
ARMC6	0.15525
PSMD5	0.0721666666666667
HK3	1.15277777777778
OR4S1	2.0755
RSU1	0.5187
MAD2L1	-2.97477777777778
EIF4A3	-0.19725
DLEC1	0.378
E4F1	-0.124333333333333
CHMP2B	0.7477
CAMSAP1	0.532
RPS21	-1.01283333333333
ARID5A	0.8535
UBE2N	0.1187
IGSF8	0.899166666666667
MAGEB6	-2.056
ACAD11	-1.8307
MGC4172	0.00750000000000002
LMO4	1.04225
KLKB1	-1.9155
HP	-0.6395
HDAC3	-1.122
SCHIP1	0.5115
CLCA1	2.6535
OLFML2A	1.524
C1orf112	-1.6245
KIF19	1.41233333333333
HAPLN4	0.2332
CXCR7	0.316666666666667
GOT2	0.484
RAB38	-1.2155
DCX	-0.57275
PPM1H	1.19333333333333
NFYC	0.35175
KIN	0.052375
ZNF228	0.8025
PLSCR4	2.41816666666667
HIG2	-0.00575000000000001
FAM79B	4.006
C21orf86	-0.8163
KCNK10	-0.03525
ZNF738	-0.748625
FSTL5	0.437666666666667
OR6A2	-0.498
OTOA	-0.862166666666667
EXOC1	0.714875
AHRR	-3.26825
PDAP1	-0.960083333333334
C19orf6	-0.692375
ZAN	-0.24575
LY6G6E	2.096
EIF4E2	-0.0205
C20orf198	-0.1845
ZNF324	1.30825
CYP3A5	-4.4045
ENTPD7	0.733833333333333
MBOAT5	-0.612166666666667
GJB5	-1.25425
TTC13	-0.61725
S100Z	-2.5505
KIAA0664	-0.877333333333333
PDGFRB	2.59408333333333
IL17D	1.72675
OR56B4	-1.1
RDX	-2.295
SLC34A3	1.6525
IL28B	-1.671
JUND	2.9515
CHRNB1	-0.578875
CAMK2B	1.56525
FETUB	-1.842
CXorf23	1.31675
MRTO4	-1.028875
TTC3	0.8469
NDUFB8	-0.444666666666667
EDG2	-2.645
SEMA3G	-0.50025
IL23A	-2.3375
GRHL1	0.8899
LOC441054	-2.5315
WDR65	0.478166666666667
PSTK	-0.16175
STOML3	-0.4044
R3HDM2	0.2375
C5	-2.7365
SLC2A10	1.01533333333333
C3orf22	0.508
PAQR3	-1.643
ANKRD26	-0.301083333333333
HCRTR1	0.1285
LOC399947	-0.64025
PSD2	0.1915
TIGD2	-1.03183333333333
SCRN1	-1.666
COQ10A	-1.07225
DDI2	0.18
METTL7B	-0.2768
UCN2	1.00675
FAM92A3	-1.23166666666667
WDR16	0.936333333333333
ZNF511	0.151833333333333
ZMYM5	0.04275
POLR3G	-1.73125
ZNF586	0.05675
C1orf49	0.352333333333333
TANK	-0.0896666666666667
RCAN1	-0.896666666666667
PELI3	1.26783333333333
LIMD2	-0.327333333333333
TMEM189	-1.21
NTN4	0.858375
LOC151300	0.4525
CLEC2A	-0.0145
GPR135	0.338375
DPYSL4	-1.3053
JAK2	-0.196166666666667
TSHZ1	0.904
TM9SF4	0.31225
ZNF264	1.43883333333333
SIRPG	1.45975
BICD1	-0.97175
HERC6	2.71166666666667
METTL5	-1.04
CASP1	0.1785
PRRT1	0.185333333333333
PLA2G4C	1.33866666666667
ICA1L	0.0454285714285714
TPTE2	0.927833333333333
OTUD7A	1.50183333333333
AQP11	0.2865
APOA2	-3.521
KALRN	-0.758444444444444
SECTM1	1.40266666666667
IFNAR1	0.38975
TALDO1	-0.09775
RAB11FIP4	-0.6665
EIF5A	-1.587
FAM49A	1.38475
NEGR1	0.466166666666667
YTHDC2	-0.17925
EHD2	-0.171875
NCF1	1.7697
SCRT2	2.0355
HOXA5	-0.983
NUP133	0.00575000000000001
FGF12	-1.143
SLMO2	-0.04175
SNTA1	-0.627875
CACNG2	0.233625
GCM1	0.33925
ELF1	0.527
TLR5	2.44925
TCFL5	-1.17925
RBMY2FP	0.3755
LOC100125556	0.0135
FAM129B	0.627625
MAP3K7IP1	-1.067
NCK2	0.3985
OXA1L	-0.7275
FMO9P	1.1315
ZSCAN12	-0.49775
PSMD12	0.480583333333333
HSCB	-1.76475
CLDN10	-3.5425
MGC13053	-0.296333333333333
HPCAL4	-0.2084
ASZ1	-2.18
MEX3D	0.667083333333333
NFAT5	0.1612
CSPG4LYP1	-0.165666666666667
FBXO3	0.8889
DVL1	-0.0273333333333333
CMKLR1	2.02266666666667
TYMS	-3.036125
PEF1	0.9905
ZNF750	-0.905833333333333
MCM5	-0.5989
MEGF11	-1.3505
KCNK7	0.6425
PTP4A3	1.215
C1QTNF2	-1.60533333333333
OR6S1	0.131
FAM122B	-0.45575
ZNF551	-0.124625
HBQ1	-1.439
GEMIN6	-0.00474999999999998
ARSK	-0.517
RBP7	3.681
CPNE9	0.99575
DSC1	0.1465
LOC730112	-1.496
MAP2K4	-0.123875
HS3ST5	0.1425
EPB41L3	-0.88425
TEKT2	2.8975
CDKN2B	0.944083333333333
ZNF480	-0.174
MAP3K6	-0.225125
MAP6	2.46633333333333
HN1	0.9802
OR2L13	-0.362
SLC16A11	0.67075
FAM96A	-1.85775
APOL1	0.62675
C5orf32	-0.74375
RTP1	-1.879
RNF175	-0.63125
ZBTB41	0.982625
AHCTF1	-0.00289999999999999
SAE2	-0.8539
ITGA2	0.977
MME	-0.907833333333333
CCDC14	-1.70025
MAST4	0.564357142857143
KRT33B	-0.0275
KCTD2	-0.268666666666667
WDR26	-0.143583333333333
MFI2	0.417375
NR4A3	-1.198375
ARSA	-3.681
UNKL	-0.7935
SULT6B1	0.233
CCNA2	-1.7455
SOX15	-0.241
PPAPDC1B	1.26425
C19orf44	1.2255
MCAT	0.842
ARID1B	0.84
OR52N1	3.48
C12orf48	-2.16225
MAGI1	0.53775
NIPA2	-1.566
GBX2	-1.15025
RSHL3	0.422571428571429
RAVER1	0.327
C15orf17	-1.192
SLC30A2	-0.0774999999999999
ZNF518	0.3075
PCYT1B	-1.568
C10orf114	-1.263
EIF3H	0.358416666666667
SLC25A39	-0.936
KIF1B	-0.620571428571428
AMOTL2	0.5045
C6orf120	0.734142857142857
PSRC1	-2.62475
PLA2G10	3.40775
KIF5C	1.34125
MRPL37	-0.513
C17orf62	0.0891666666666667
C9orf135	-1.74
DUSP10	0.6812
CLCNKB	1.0355
PSMA5	-0.282875
C8orf53	0.88325
AMPD3	1.53
PIAS1	-0.68725
ADCYAP1R1	-0.414
GYLTL1B	0.83725
CDH20	-0.8615
FBXO7	0.25125
TMEM134	1.03866666666667
FLJ14213	0.985
ZNF3	-0.2045
LRRFIP1	-0.0855
CNOT2	0.40225
ABI3	2.475
ALDH5A1	0.8595
HNT	4.1491
SERPINA4	-1.38525
TK2	0.673818181818182
STMN1	-0.947555555555556
GUCA2A	-0.0295
GALNT10	0.399071428571428
DPP6	-0.905842105263158
C9orf93	-0.14475
PRELID2	-0.111625
STK39	-0.4315
SFTPA1	-0.62275
CKS2	-1.104
RHO	1.355625
C20orf135	-0.24925
XKR3	-2.724
CR1	0.128875
RPS6KA2	0.181285714285714
C20orf112	-0.005
MRPL22	-0.3235
C4orf23	-0.0511666666666667
GADD45B	1.07975
KLHDC1	0.594166666666667
C2orf48	-1.919
ZNF287	0.18
DAAM2	-0.83375
DPPA2	-2.26216666666667
TCTN3	0.0333333333333333
DNAJB11	0.090375
FPR1	3.427
DEFB4	-0.032
PTCD2	-1.2438
SMOC2	5.06016666666667
CABP7	0.70375
SERPINB11	0.244666666666667
MAGEF1	-0.16825
NDE1	0.426833333333333
ITGA10	-3.089
FSHB	0.095
ANXA2	0.75275
HORMAD2	0.287
HLCS	-0.1815
MCF2L	0.58475
FH	-0.640625
TBC1D24	0.64625
KIAA1505	0.59475
LGALS2	-3.11025
CNBD1	-0.1945
SYNPO2L	-2.14125
PTPN23	0.266857142857143
C1orf183	0.0191666666666666
MAGEA8	-3.395
DGCR8	-1.4125
GSR	-1.15525
PAQR7	0.442
ZNF676	-0.6595
CACNA1C	-0.204
SP7	1.988
PDCD6	-0.475
NRN1L	-1.7785
BRI3BP	-0.30625
KIAA1183	1.337
ASB4	0.9535
CCL23	-0.034625
OBSL1	-0.6825
SLC12A7	0.635583333333333
KIAA0240	1.903625
CD1B	-2.56483333333333
FCGR2A	2.47825
MDC1	-1.10075
HTR1A	0.261833333333333
OCEL1	0.4395
ATP11B	-0.329133333333333
FBXO34	0.320666666666667
PCDH12	3.56116666666667
RPE	-0.3285
C17orf74	0.1435
CSDC2	0.9605
PET112L	-0.56975
TMBIM1	-0.061375
P2RXL1	-0.96925
TCHP	-0.21
TRMT1	0.0151666666666667
F2RL2	-0.97275
LRRC32	3.59683333333333
IMPG2	0.0645
BGLAP	0.68275
LOC493869	-0.8835
MRAS	1.656375
SLC35F5	0.377
CBWD1	-1.3805
AXL	-1.62375
ATP2C2	2.23475
TELO2	0.1285
PNPLA3	-5.44675
PCDHB14	2.33125
CD276	0.373
KRT80	-1.48614285714286
DUSP28	-1.0345
CSNK1E	0.0131666666666667
SRP14	0.1575
KCNQ4	0.7325
KRT72	0.4605
CCDC117	-0.172
C6orf89	-0.0114444444444445
TUBB2B	-3.96783333333333
RTN4IP1	-0.84275
CR1L	-2.95566666666667
CEND1	0.834142857142857
C12orf41	-0.99
RNF31	0.35575
UBN1	-0.329333333333333
C17orf32	0.34375
SLC5A7	-0.306
GPR92	0.7045
ESAM	2.2019
CTNNA1	0.579333333333333
HRBL	0.156
