Hybridization REF	TCGA-A2-A0ES-01A-11R-A115-07
VGF	-1.914
RNF8	-0.9515
DAZ2	-1.351
C21orf90	-2.5635
BRS3	0.1485
SLCO5A1	-1.143
ATP8B3	1.12125
LARP4	-0.6581
ZMPSTE24	0.51925
PFDN4	-1.8665
UNQ9368	-0.0305
TMEM107	-0.347166666666667
KIAA0157	0.4535
NCAN	0.07625
SOBP	0.289142857142857
LOC55908	-3.387
CPT1C	-0.073
MTIF2	-0.71425
EXOC7	0.178857142857143
TXN2	-0.13625
TRAPPC3	-0.35575
TAF15	-2.76675
HAMP	-2.101
GRIA4	0.1895
PCDHB5	-0.46425
IDE	-0.67975
ELMO3	0.651
GPR68	-0.29175
GRK7	0.462666666666667
CCDC63	-2.623
ZNF91	2.11375
LPIN1	-0.24925
KRT12	-1.22166666666667
MKRN1	0.4299
ANXA7	0.8205
KIAA1598	0.8195
WDR13	-0.038
BSPRY	2.3125
PEX12	0.809111111111111
PMP22	1.8655
tcag7.1136	0.52925
NPBWR2	0.551
HTR3E	-0.226
C2orf39	0.992333333333333
MTL5	1.28433333333333
TRIM16L	0.1525
COMMD9	0.289
INADL	1.97757142857143
GPX1	0.325
SNAPC3	0.047
C4orf16	0.8921
GNA12	-0.360083333333333
LIMK1	-1.06175
PIGC	0.0301666666666667
B4GALT5	0.2317
LOC339524	2.10575
LRAT	-0.273083333333333
IL18R1	2.2075
CXorf52	-0.0738333333333333
AKAP11	0.76575
GLB1	0.1145
BCL10	0.797416666666667
MARCH11	-1.446
PLAC1L	1.173
DTX3	0.2035
EPHA10	0.804333333333333
ARMCX4	-0.199
CTXN3	2.50525
MOCS2	0.12725
USP28	-0.981
HCRT	-0.3495
CYBRD1	3.14
REG3A	-0.801
RGS7BP	0.212
PARP9	2.6475
SEPT6	-0.4795
MMP10	1.81425
OR2Z1	0.515
OBP2B	2.112
TCN2	1.10516666666667
CDA	-1.1475
TMEM88	0.640833333333333
ZFY	-1.636
SLC25A41	-2.5535
CHRNG	0.157833333333333
TAS2R50	0.609
DEFB129	0.035
CYFIP2	-1.3058
TEX11	-0.4
SPATA8	-0.8256
MAP3K11	-0.4835
CEBPE	1.643
OLIG2	-3.11866666666667
DNAI2	0.672
C14orf106	-0.191
APRT	-1.2865
AMIGO2	1.126
TMEM26	3.08991666666667
RALBP1	0.288583333333333
TSPYL6	-0.31225
EVPL	0.371833333333333
PVRL4	3.078
C2orf30	0.41575
ITIH4	-0.68175
ADARB2	1.10666666666667
C1orf104	-0.13375
PIM2	-2.31641666666667
REGL	1.067
SLC17A5	-0.357
PIPOX	-1.759
INSIG1	-3.049
SYNGR1	0.465583333333333
TEX15	-2.3205
REPIN1	-0.578833333333333
PDE4A	0.3862
CAPZB	0.51875
YPEL3	1.132
C14orf100	0.81925
GINS2	-3.25975
C18orf21	-0.577
CYP1B1	1.850375
VISA	-0.841
XYLT1	-1.2346
ZNF440	0.283
BRWD1	0.553714285714286
GOLPH3L	0.588125
C11orf77	0.139625
ZBTB17	-0.404
SLC19A2	1.27625
C6orf134	0.722
C9	-0.462
ART5	0.776875
ARTN	0.360666666666667
TMTC2	2.695
GNRH2	-0.047
STEAP1	-0.1294
RPL39L	-0.984666666666667
FLJ10292	-0.9825
RLF	-0.469
NAT14	-0.65475
RRN3	0.08125
C11orf16	0.320333333333333
C3orf14	1.091
TEX264	0.232333333333333
C22orf28	0.08675
C20orf175	-0.946
XPNPEP2	0.241833333333333
PDE6A	-0.223
SPIB	0.30175
TBCB	0.092
SLC5A11	-2.3845
ADRA2C	-1.35283333333333
DHCR24	0.689833333333333
MEF2D	0.24825
C6orf114	0.38675
ZPLD1	0.0985
MYO1B	0.424833333333333
VAMP8	1.57125
ANKRA2	1.13741666666667
C11orf42	0.354
TAS2R60	-0.1995
PANX1	0.2825
C12orf42	-0.4185
RCBTB1	0.00875
FGL2	6.2445
CEP70	0.102875
WASL	0.497
SEPT14	0.121
DCHS2	0.37625
CYBA	-1.273
ARHGAP11A	-3.57
MPZL2	1.21433333333333
KIAA1881	3.5905
ANXA1	1.167
AFF1	0.4350625
FRMD3	0.4635
SUSD5	0.65525
C9orf32	-1.4335
RASSF7	-0.402375
KIR2DL2	-0.34
SENP1	-0.605833333333333
C20orf195	-0.49175
C3orf44	0.37625
KRTAP9-3	0.9655
ZFP28	0.695875
PLCB2	0.0226
TXNDC15	0.59775
CALR3	-0.67425
HLTF	-0.614928571428571
C17orf67	-0.381
NDUFA6	-0.341375
PKP1	0.14125
HMG20B	-0.378
GPR180	-1.4315
BAI3	3.78725
NOSIP	-0.1058
TRIM23	0.780125
ARL1	0.678071428571429
CDK5RAP2	-0.141
SSH2	-1.38266666666667
KCTD15	-0.466916666666667
FTHL17	-0.3135
AK3	0.504666666666667
RAB3C	2.13275
PAX4	-0.100125
KDELC2	-1.1615
BIK	1.8755
KIAA1553	-0.63825
CEP135	-0.68475
NANOG	-3.78183333333333
TRIM22	3.60783333333333
CDH13	-0.993166666666666
B4GALNT4	-1.36875
MDGA2	-1.8555
SAMD3	2.33916666666667
OR1E1	-0.0465
TAS2R10	-0.1745
FASN	0.206
GPR116	3.9299
ZNF219	1.27416666666667
CD33	-1.371875
RAB3GAP1	0.3725
H1FOO	0.8245
NXPH3	0.386
CROCC	-0.479166666666667
GPX7	-0.398625
BASP1	-1.7442
STAM	-0.38
TBK1	0.378
STX2	-1.3665
RPL29	-0.30525
NR1H3	0.49575
MPPE1	0.413625
PHACTR3	-0.319
SLC44A2	1.62925
C10orf109	0.21775
CLCN6	-0.429
C16orf59	-3.645
SQSTM1	0.4695
AADAC	1.231
LRRC8C	-0.07825
BIN3	-0.6062
HPS6	0.57925
MAN2A2	-0.2444
GABPB2	-1.036625
KCND1	0.79675
PTPN11	-0.514714285714286
ZNF274	0.46475
ATF3	2.94558333333333
C7orf26	-0.38775
C1QL3	-0.271
WDR54	-1.79233333333333
FLJ40869	-1.393
ZNF397	0.707625
MLL	-0.590444444444444
TTLL6	-0.706
ANKRD15	0.698
KIAA1958	-0.24525
C1orf218	1.192
ZDHHC16	-0.1275
DDX47	-0.59575
EVI5L	-0.216333333333333
GDF6	-4.20775
TAPBPL	1.00583333333333
BTG1	1.724
DPP4	1.15375
KLHL23	-1.029
APOC3	-4.5375
BTBD12	-0.8345
CNOT4	0.0778125
HIST1H3I	0.220666666666667
OR5H1	0.154
APEH	-0.62
TRY1	-0.2012
SLC26A8	0.667666666666667
KCNA2	0.581
TMEM159	1.706125
C6orf81	-0.722333333333333
PCYT1A	-0.607833333333333
C6orf157	0.428
BRMS1	-0.56325
CHST1	1.4885
LGALS1	-0.87525
TAF1B	-0.0595
FLJ40504	-1.03875
GPR173	0.2255
COL15A1	1.937375
CASP10	-0.353571428571429
PCMT1	-0.432428571428571
HDAC5	0.7774
LOC641367	-1.04175
EVC2	1.71675
SGPL1	0.715833333333333
GON4L	0.0753571428571429
AFG3L2	-0.9225
C5orf15	0.512666666666667
UBXD1	0.6784
LILRB4	1.04116666666667
GSTA4	0.720166666666667
ADIG	-1.7595
GRIPAP1	-0.113875
HIST1H3B	-1.23583333333333
BTRC	0.990166666666667
USP49	-1.995
IQCH	1.2755
ACBD6	-0.47275
YEATS2	-1.004
CABP5	-0.19675
TRIM3	1.56
HNRPM	0.09775
FGG	-3.4386
C18orf16	-0.5945
CLEC2B	0.194
PQBP1	-0.510166666666667
JTB	-0.0961666666666667
REST	0.114333333333333
SLC8A3	-0.3785
TMEM16H	0.39525
MRPL47	-0.32225
EVI1	1.4762
MUC1	2.259625
TEAD3	0.904375
STOML1	-0.466625
USP24	-0.5763
PNMA5	-1.02325
MAEL	-0.004
LBP	1.2945
HSD17B4	0.710125
SEC31B	-1.82825
IDH2	-0.4165
SFRS16	-1.333875
AICDA	0.607
RNF180	-0.17725
C1orf56	-0.201833333333333
FLJ10324	0.643833333333333
GPR148	0.23
MEF2A	0.705083333333333
ASF1B	-2.32566666666667
HTN3	-0.644
RNF215	0.585
SLC4A3	0.8785
ADAMTS9	1.7929
C9orf66	1.8485
FOXD3	0.3475
GSDM1	1.5035
IFITM5	-0.073
PODXL2	-1.57083333333333
C1orf176	-0.20375
RPS3	0.508
hCG_2004593	0.012375
COL21A1	0.63625
NTNG2	0.267166666666667
RAI14	-0.865666666666667
P76	0.3045
LRFN3	0.34025
FAM14B	-0.411625
FKBP14	-0.7375
TNNI3	-2.2365
HOXB3	0.5965
SGCB	-0.04975
PPAPDC3	-0.18875
FRAT1	0.758833333333333
MORN1	0.5145
ARHGEF2	-0.1095
BNIP2	0.11775
DHX30	-0.7315
EEFSEC	-0.8035
FGF20	2.074
FLJ38973	-0.206785714285714
PLCH2	0.0484545454545454
CCNG2	2.66325
PSPN	0.245
WDR88	-2.2585
HOXB13	-3.435125
MTMR8	-1.473
SPAM1	-0.26
PPP2R1B	-0.303625
TANC1	1.013125
CNN3	1.0156
CHGA	0.8595
C9orf128	3.033
CACNA1B	-0.147166666666667
MMAB	-0.9662
RHOA	0.402083333333333
RAPGEFL1	0.853
SLC1A5	-0.284333333333333
CALCA	-0.53975
SYCP1	0.131666666666667
CXCL11	5.219625
GFI1B	-2.13933333333333
PSCD1	0.5105
C11orf58	0.421166666666667
MGC45438	3.21083333333333
NUDT18	0.514833333333333
ASB3	0.0263333333333333
ZP1	-3.3995
LPPR2	-0.2729
ZNF527	0.991166666666667
ZNF771	-0.089375
TTBK2	-0.680375
TRIM55	-1.2335
GJB3	0.289333333333333
PRSS35	1.52725
SCRG1	3.5565
ZDHHC24	-0.69725
DUSP26	-0.27225
C1orf51	-0.100125
DNAJC3	0.432666666666667
LITAF	0.8285
ZNF410	0.52975
AFP	-5.0355
ZW10	-1.22575
PHOX2B	-0.00749999999999995
VILL	0.2965
ELOVL7	0.901875
LOC644186	1.8545
PPP3CC	0.24225
CHST13	-3.36975
WDR40B	1.24972727272727
MEA1	-0.349
HILS1	-0.24725
DLX6	-2.41533333333333
NKG7	1.51733333333333
EMP1	2.77875
ACTR6	0.0925
CHCHD7	-0.205142857142857
COG2	-0.0423
TCEA2	0.1064
TARS	-1.54675
FLJ20294	-0.151166666666667
ZNF92	1.29125
TRAPPC2L	-0.657
ARHGAP28	-0.246875
CCDC109B	0.35525
LGTN	-0.190166666666667
INGX	-0.664333333333333
LOC124446	1.0245
RPS2	-2.2415
C17orf75	-0.848666666666667
NBPF1	-0.499
SLC2A8	-0.37775
SNRPE	-1.4885
CARD6	0.545
IL13RA2	0.795875
CUEDC2	-0.25275
C4orf19	0.27725
AOC3	2.349375
MTHFD2	-0.885166666666667
OR5M9	0.144
C4orf38	0.922333333333333
SS18L2	0.02575
OAS3	1.33633333333333
LARGE	1.2795
LRIG3	1.76
LIMA1	1.32975
STARD3	-0.253416666666667
VPS39	0.156
CTAGE6	0.385
ODAM	-0.4685
MORF4L2	0.066625
GSTO2	1.79875
MTFMT	-1.01625
PRKAB2	-1.34121428571429
ZNF76	0.0646666666666667
HSPB2	4.8505
CRB2	0.143
KLRK1	-2.0855
LYST	0.767
UBE2M	-0.841666666666667
SLC16A9	0.9625
ZNF281	0.28375
ST8SIA1	0.460875
C9orf105	-0.832
ANKRD46	0.7885
FAM108A3	0.191
C20orf91	0.97775
ZYX	0.893
RSPH1	2.20575
ZSCAN5	-0.63325
RIMS3	0.314
KRT76	0.3525
CEACAM4	1.70816666666667
SIRPB1	0.0175
CFHR4	-1.6155
SOX3	-1.32183333333333
GATAD1	-0.518875
C21orf57	0.29475
TMC8	-1.102
AVIL	0.673666666666667
LMOD1	3.87025
HIGD1A	1.450375
NEU3	-0.223666666666667
DES	0.557875
BZW1	-0.1645
ZNF221	0.3875
CCDC27	-0.352
GDAP1	0.619
RBBP4	-0.13875
MGC40499	0.19875
PHKA1	-0.90725
PRKAR1A	-0.0503333333333333
HSD3B1	-1.5325
RAD52	-1.34366666666667
CD207	0.8665
LOC389791	-0.0135
RSPO1	3.25783333333333
TMEPAI	2.249
MFSD2	0.663625
ETV4	-2.32166666666667
SCGN	-1.0785
LOC391356	-0.256
MPP1	-1.271
STARD3NL	0.105
TFAP2D	-0.0435
CD2AP	0.344625
CCL20	-4.21533333333333
CCDC86	-1.87
ZFP30	-0.76925
CTBP1	0.131583333333333
MAK10	-0.0803333333333333
STXBP5	-1.07716666666667
LOR	1.1828
MAP6D1	-0.718875
ARMC7	0.0205
TMEM150	0.4612
NSL1	-0.23125
KIF5A	-1.53675
ASCC2	-0.0616666666666667
PSENEN	0.2075
OPTC	-1.342
FCRL2	-1.04216666666667
KBTBD11	-0.887
PCK1	-1.673375
CENTD3	-0.72375
MEGF8	0.296125
ALPPL2	-0.442
OBFC2B	-0.3865
ZFYVE20	-0.1005
GALC	1.47533333333333
CTRB2	0.009
C20orf71	0.820666666666667
TBKBP1	-0.019
CAMLG	0.850375
TREML4	-0.5305
RSAD1	-0.11225
TUBA3D	0.3516
KIAA1833	0.074625
PNPLA1	1.557
LRRC34	-0.831
CDH26	-0.0503333333333333
ZNF167	0.903166666666667
ZBTB26	-0.0858
VWF	3.6677
VTN	-1.59083333333333
BAD	0.378
PDS5B	0.37275
ZNF644	0.80625
SH3GLB2	-0.148625
SMPDL3A	1.2269
NRG2	2.231375
IL15	1.203
GABARAPL1	1.15983333333333
LAT2	0.3925
SLCO1A2	-2.173
LIG4	0.182083333333333
GSDMDC1	-0.433625
BMP4	-0.324125
METT10D	0.052625
SYCE1	-0.1175
SPANXD	-6.186
SLC12A9	-0.3305
MC1R	-2.312
RNF168	-0.7595
TRIM69	1.2835
GALNT7	2.4105
ISG20L2	-0.7225
KIAA2026	0.957
TNFAIP8L1	-1.1285
DPY19L2	0.32825
C12orf63	1.275
PRDX5	-0.43325
MED6	-0.86075
TXNDC5	-0.89225
CD46	0.871666666666666
CCK	-0.15
C17orf48	0.19625
ANUBL1	1.97875
SIT1	-0.904833333333333
TYSND1	-0.2275
DEF6	-0.0858333333333333
GLT8D4	1.3305
UTP14A	-0.521875
RPH3AL	1.231
NXF1	-0.01
TRERF1	-0.934333333333333
TUBB3	-1.8983125
SLC24A2	0.7635
SEC22B	0.314166666666667
ZNF653	0.1685
GGTL3	-0.995416666666667
CDKL2	1.8415
CTF8	-0.506333333333333
EPC1	0.882166666666667
CYP4A11	0.242833333333333
THRSP	4.1455
LELP1	-0.165
TES	1.286125
C17orf87	1.6485
FERD3L	-0.38225
SH3TC1	0.309
RAB36	0.351
CRYGB	-0.524
GRIA3	1.983
BHLHB9	1.1665
C1QTNF9	3.92225
GOPC	0.217375
PNPLA8	0.6615
ZNF444	0.0975
FMO1	4.867
POLR3C	-0.0485
SLC35F3	2.7505
SGCG	-2.27766666666667
DCDC2	0.4255
NANP	-1.424
MGC23270	-0.882
BEX4	1.34291666666667
HYDIN	1.20811111111111
RPS6KB2	-1.643
ADRM1	-1.22466666666667
BAT3	-0.79475
RAB31	0.17075
SCGB2A1	7.472625
SLC6A14	-2.471625
DDX4	-0.004
PRRC1	0.150166666666667
AP3B2	1.29916666666667
TRGV7	0.4068
TMEM184B	0.85075
ADPRHL1	0.357666666666667
C21orf45	-1.526
ARNTL	1.452875
AADAT	-1.027
CCL2	1.24583333333333
SNTB2	0.3435
RGS9BP	-1.54025
KPNA1	0.21975
TMEM41B	-0.234333333333333
S100A11	0.443583333333333
DOT1L	-2.679
EFHC2	0.70175
CLTC	-0.390333333333333
SRP9	0.649071428571429
ZNF521	0.89175
FAM26F	0.561
GPR88	2.3025
COL13A1	-0.912833333333333
CHMP4B	-0.1229
SIGLEC6	-0.0421666666666667
NFAM1	-0.485875
PVRL2	1.1156
ALKBH4	-0.681
CCDC93	-0.1288125
NXT1	-0.22025
KCNK4	0.9605
TROAP	-2.8285
KCNA10	-0.0735
CCDC114	0.0451666666666667
RAN	-1.24866666666667
LMTK2	-0.4225
LOC400657	0.683
UFC1	0.9875
UBE1DC1	-1.1495
EEF1A1	1.13929411764706
CHAC1	-0.765
HMGA2	-6.154
B3GALTL	-0.111
ING2	0.144
C1orf109	-0.52725
INTS3	0.1165
ZNF558	0.40475
TRPM4	1.41233333333333
LTB4R	-0.992
ISYNA1	-0.16175
LSM7	-0.70525
LRRC47	0.1066875
ZNF179	-1.50633333333333
EXDL1	-0.169666666666667
SLC4A10	-0.776375
ACSS2	-0.7595
COPS7B	-0.3495
KIAA0040	2.08233333333333
C1orf95	0.1085
AP1GBP1	0.3425
OR9A2	0.595
FAM71C	0.425333333333333
RIN1	-1.7705
ITGA4	-2.40425
DNAJC6	-1.28983333333333
CLOCK	0.805
SLC35A4	0.341
DSG4	-0.378
LOC26010	0.48925
NSUN2	-0.9105
TMEM86B	-1.3292
C14orf135	-0.07625
KIFC3	-2.05616666666667
PHF5A	-0.0515
NCAPH	-3.03914285714286
STK11IP	-0.42
FLJ42953	0.759875
CCDC19	0.461666666666667
ZNF329	0.151
TAX1BP1	0.636666666666667
ZDHHC18	-0.18
C10orf88	0.13475
TMBIM4	0.9432
NMUR1	0.6825
KIR2DS4	0.051
C9orf90	-0.0315
MGC87631	-1.2215
KDR	3.4464
ST3GAL2	-1.301
RLN2	2.238
HPD	-3.7755
MOXD1	-1.75983333333333
PDGFRL	3.03666666666667
SMYD4	-0.821785714285714
FAM103A1	0.292833333333333
MFAP4	1.297
LOC285141	1.07575
TMEM45B	-1.704875
SMCR7L	-0.494142857142857
GZMH	4.4345
CBLN1	-0.718833333333333
CNNM1	-0.498333333333333
PHF17	0.51125
NUP98	-0.127333333333333
RMI1	-0.70475
PTPRS	0.191125
ANKRD57	0.87725
CLDN15	-0.6315
OR51A2	0.642
GUCA2B	-0.3115
DOCK9	2.40075
ITGB1BP1	-1.36616666666667
DLG2	0.74125
BRAP	-0.407
SESN3	0.99475
ZC3H7B	0.5535
FAM101A	0.6635
FKSG24	-0.88425
ZYG11B	-0.554625
RFC2	-1.25025
SH2D3A	0.702
DVL3	0.111666666666667
ADFP	-0.3355
KRIT1	-0.181625
SERTAD3	1.86916666666667
LEFTY2	-2.88975
KRT27	0.577
SCFD2	-0.43925
MN1	-0.0985
RORA	0.578
PTPRD	-0.0845
PIAS2	-0.7315
CYP4X1	6.3635
FBXL15	-0.08475
MYH15	-0.294
CRX	0.0115
TBC1D13	0.36125
SLC22A17	1.858
PLK2	1.39883333333333
ARHGAP9	1.0695
EIF1B	0.21425
C20orf185	-0.207
DEFA7P	-0.176
PRIM1	-2.576
CRYAA	-2.09633333333333
BACE1	0.646
AGTRL1	0.731
ACAD9	-0.07225
GRASP	1.589
RBP4	-2.82483333333333
TFB2M	-0.465
METTL9	-0.0806
ATP5O	-0.573
SP100	0.8197
CPSF1	-0.772333333333333
S100A4	-0.3
LIME1	-1.64275
GPR137C	-0.88025
OR2A2	-0.069
C2orf29	-0.8185
NUP188	-0.79775
SDPR	2.883
RAI1	0.069
RPS20	-0.3595
LAMB1	0.08325
ADM2	0.7135
ZNF229	0.3285
DKFZp434K1815	-1.86525
EPN3	1.893
CLIC3	-1.41275
MEIG1	0.7325
HMGB4	0.7985
STARD10	2.70525
KLF8	3.1915
EPB41L2	0.0946666666666667
JMJD6	-0.586
CTSL1	-0.517
GPR27	1.6815
ELAVL4	-0.220142857142857
MMP21	0.677
PPM1B	0.825125
SUV39H1	-1.47425
AAMP	0.07475
TUSC4	0.0538333333333333
MBD6	-0.09925
KLK13	-0.491375
FMNL3	0.621
TRIM13	0.783083333333333
C15orf5	0.14325
IQCF1	0.00599999999999997
CACNG8	-0.2315
SLC35D3	-0.182833333333333
ZDHHC9	0.0345
ODF3L1	1.37975
C9orf86	-0.9905
TSEN2	-1.09775
C17orf64	0.89175
SEPX1	-0.4576
TSPO	0.131
SYMPK	-0.5395
ADORA1	0.0695
TSPAN10	-0.083
SEMA6C	0.576
RTTN	-1.0208
IL2	1.41883333333333
ARRDC3	0.367333333333333
TBPL1	-0.592
STX12	1.417
MRPL39	-0.79525
OR8H3	1.907
IFIT5	2.00633333333333
CASC5	-3.59525
FAM46A	0.0978333333333333
HPCAL1	-1.28725
CYLC1	-0.3955
VGLL2	0.2865
C20orf191	0.28525
CDH1	2.50025
ITPA	-1.0515
CCDC101	-0.67825
D15Wsu75e	-0.875
EDA	-0.19875
CREG1	-0.15025
OR7G2	0.0365
SAP18	1.18516666666667
IFIT1	2.70625
CALML3	2.9095
FLJ37440	2.886
FNDC5	0.35075
SERPINB6	-0.122714285714286
JUNB	2.9498
SYS1	1.32525
SCN2A	1.87866666666667
ZKSCAN5	-0.9075
WNT7A	0.276333333333333
TSHZ3	2.79375
RNF148	1.0315
H6PD	0.01275
CAD	-1.56133333333333
ZNF449	0.06
DOCK10	0.046
FAIM2	0.572
HEXDC	-0.059
PRB1	1.5635
C14orf148	2.46
ETHE1	0.7125
IRF5	-1.2648
GNMT	1.85816666666667
MGC16291	-2.12875
RPAIN	-0.248785714285714
CAGE1	-1.231
CNTNAP3	-1.096
ACTR1B	-0.20475
EEF1E1	-1.136
MSX1	-0.353
ESF1	-0.6549
HSPC171	-0.39425
MRPL2	-0.400833333333333
RDH12	-1.50166666666667
CELP	-0.037
METRNL	-0.24025
C10orf116	3.6845
C19orf48	-1.9675
ZNF346	0.0175
NCR1	-1.2605
C10orf64	0.0995
CD52	1.081
VPS18	0.758625
AP4S1	0.186
NPBWR1	0.087
TPK1	1.29875
UBA52	-0.730166666666667
RIPK1	0.795333333333333
CPNE3	-0.4063
HSPC159	0.100875
C8orf38	-0.0885
LRRC4B	-0.6535
PARP10	0.1155
ANKRD50	1.295875
CXCL9	6.27675
FGF18	1.46209090909091
EIF2A	0.626625
SLC20A2	1.28083333333333
KIAA1549	0.22625
SPINT1	1.9293
ZNF584	-0.3245
CRBN	0.605
ABCF3	-0.13
NCBP1	-0.947666666666667
PLA2G4F	0.474333333333333
PCDH10	-1.34471428571429
TTC21A	0.2855
C20orf144	-0.2905
FGFR1OP2	-0.181166666666667
SLC9A1	0.2248
CHRND	0.213
FOXF1	-3.1765
KIAA1467	0.8905
TPO	2.71933333333333
LTF	3.96014285714286
DNAJB9	0.90975
MRPS27	-0.61125
bA16L21.2.1	0.29575
WBP2	0.3205
MRGPRX3	-0.532333333333333
PRPF18	0.90975
C10orf58	0.6395
SMOC1	-1.8253
ADAT3	0.131166666666667
TMEM138	-0.60875
TMEM131	0.510625
TIMM8B	-0.54525
MYH7	-1.78616666666667
ST6GAL2	0.44475
KIF1C	0.25375
SUHW2	-1.899
PAPSS1	1.35025
CABP2	-0.092
HOXA4	0.6015
ELF2	0.046
SEMA3D	1.7482
MC5R	-0.223
OGFR	-0.382
FLJ30092	-0.311166666666667
TGFA	0.5806
MMP17	-0.71375
KIF15	-4.11975
CHIA	0.04725
CATSPER3	-1.38777878078145e-17
CEACAM7	1.25625
PADI2	1.95175
HOXA9	3.12683333333333
LNX2	1.3035
TMEM144	2.64825
HIF1AN	0.56925
METTL7A	0.5124
C6orf165	3.08083333333333
KIAA1468	0.506
DSG3	4.1275
ZNF180	0.740833333333333
EIF4E3	1.904875
SLC46A1	0.2425
DKK1	-4.2145
ZNF205	-0.0123333333333333
LOC162073	0.516888888888889
COX7A1	4.36075
MAGEA1	-5.48116666666667
NEDD8	-0.158583333333333
KLHDC5	-0.242888888888889
C3orf19	0.0396666666666667
MRPS2	-1.2805
POLR3H	-0.0968571428571428
ABHD11	-0.0256
TMEM17	1.35025
PAIP2B	0.5776
MAT1A	-3.2745
LGI3	-0.3835
THUMPD2	-0.17125
TKTL2	-1.494
XAGE3	-2.14066666666667
CALM3	-0.153666666666667
C6orf136	-1.06866666666667
KCNC4	0.643
RGS9	1.93983333333333
ACIN1	-1.1875
SPATS1	-0.4595
XKR8	-0.46325
FAM84A	2.66783333333333
MS4A7	5.12972727272727
AGXT2L2	0.0925
OR1F1	-0.006
SMAP1L	0.513
IPO11	0.98125
ZC3H11A	-0.035
C1orf151	0.68575
RNASEH2A	-2.50025
CCR10	-1.429
TXNDC11	0.00925
TMEM112	0.068625
MAP1B	0.526642857142857
NVL	-0.784
PKM2	-1.13145
ARC	1.27875
NUP54	-0.1745
PPFIBP2	1.41933333333333
STAT2	0.887625
PTAFR	1.8565
ROBO2	0.273375
RNF40	-0.461666666666667
CCDC135	-0.391
IFT81	-0.6041
MORF4	0.209
TM7SF3	-0.459125
OR10H3	-0.2935
ABP1	-0.923125
CHRD	0.598
PLEKHA8	-0.465
NCALD	2.19608333333333
OR5AK2	0.62675
ACCN1	0.686
SLITRK1	-2.6245
ARMET	-0.17425
C9orf52	0.67075
REEP4	-1.3195
MTSS1	1.130625
ADH1B	3.8985
DLD	-0.33175
CDK5	-1.24575
PPFIA1	-0.4295
WFDC3	0.29625
DNAJB12	0.814071428571429
RANGRF	-0.3755
MLANA	-5.44025
AMY2B	0.59975
KIAA0319	-1.25125
RPS7	-0.289
JAK3	-0.0656
ARFGEF1	0.6065
CXCL5	0.50075
TRAPPC4	-0.77825
CETN2	0.8785
HSPC111	-1.376
RHOBTB3	-1.9643
PHLPP	0.049
RGS10	0.99875
TMEM58	0.993
CHERP	-0.135
HSP90AB3P	-1.23066666666667
FSTL3	-0.779166666666666
PEX11A	0.998
OR5V1	0.924
FCN3	2.186
PTPN3	0.5375
NPTX1	-4.304375
C21orf84	-0.61825
C11orf51	-0.344125
ZBED2	0.564
FLJ90757	0.97825
NPY2R	7.45475
PLD3	0.747
SYT17	1.25233333333333
SGSM2	0.5185
OR1A2	0.50225
FOXP1	1.6805
SLC5A1	4.0975
POFUT1	-0.8509
EPHB6	-1.76016666666667
MYO1G	-2.159625
STAC	-0.053
KLHL17	-1.20733333333333
RGMA	1.2563
TJP2	-0.3545
FAM114A1	0.255
SERINC1	1.68125
SLC9A8	-0.066
PEX19	0.379375
EDN2	1.846
PSMD7	-1.00344444444444
C3orf41	-1.1225
UQCR	-0.298125
PPP1R3C	-0.80025
LRP4	-1.05866666666667
TM2D1	0.53075
TTC17	0.3341875
C4BPB	-4.31771428571429
CCL25	0.245
ZNF253	0.355666666666667
CHRNA9	-4.2985
SOX11	-1.596375
HIVEP3	0.4285
CGN	1.61058333333333
C3orf35	-0.1875
PKD2L1	2.8585
SYVN1	-0.029375
PDE8B	1.311875
LOC439951	0.04775
LTC4S	2.72633333333333
MIF4GD	0.177333333333333
SMARCA2	1.5255
TUBGCP6	-0.313333333333333
CABLES1	-0.215
C16orf77	2.40916666666667
ZNF791	0.685
FUT5	-1.525
ADH6	-2.34483333333333
P4HB	0.1365
CLDND2	-0.63525
ALKBH8	0.08625
PLAC4	-0.24075
F11R	0.4905
MGC35295	-0.288
PDZD4	-0.802833333333333
LOC389073	-0.04625
FAM80B	-0.0673333333333333
PSMB1	-0.50125
TXN	-0.620666666666667
VIPR1	2.0781
WBSCR18	0.0992
EXOSC6	-0.699166666666667
ACTA2	4.36616666666667
SP5	-1.99083333333333
ANKRD1	-4.412
DDR1	1.8602
ATP6V1D	0.1425
PTGS1	-0.68325
RNF157	-1.35525
DCC	-0.488
SPAG7	0.02075
FBXO18	0.28975
UBE3C	-0.5741
HOXC6	0.653
LRP2BP	0.3954
MYST2	-0.03825
PDSS2	0.1315
ATE1	-0.135
ARAF	-0.21225
KLF10	1.222
PLA2G2E	-0.29275
ASCL1	-1.57816666666667
TSNAXIP1	1.061
FAM131B	0.1825
IFNA10	-0.36
NUP43	-1.266
FAM44B	-0.164375
L1TD1	-5.6245
NMD3	-0.649083333333333
C18orf54	-1.61
PHOSPHO1	0.084
RAG2	-2.643
EMILIN3	0.528
METTL3	-0.72575
VPS13C	0.068375
REXO2	-0.8065
ANXA4	0.4535
CA1	-1.0645
DCP1B	0.265
TULP3	-0.468
ATP2A2	0.1905
ATIC	-0.9195
ADAM15	-1.14358333333333
NPL	0.769333333333333
LGR4	0.21175
UEVLD	0.248833333333333
