Hybridization REF	TCGA-A8-A06Q-01A-11R-A034-07
GAB1	0.36125
SNAI2	-3.43383333333333
ZGPAT	1.4467
SNF1LK	-0.5825
DLEU1	-0.67425
UBE2Q1	0.610875
ZMYM6	0.1528125
JPH3	-1.29633333333333
FAM38A	-0.401833333333333
PXK	-0.989666666666667
DENND2D	1.936
BAX	-0.918583333333333
CP	-3.56681818181818
RPL37	0.0745
G6PC3	-0.035625
NCOA4	-0.436
LRRC14	0.97
GORASP1	0.57925
FCHO2	0.853
CYP24A1	-2.7024
FXYD3	1.967
SMARCAL1	0.2755
ABCB8	0.489
CCDC44	-0.686
PRDM7	-2.48575
USH1C	-0.8895
DNAH5	1.18733333333333
SRF	-0.0378333333333333
MAL2	1.47233333333333
PGPEP1	-0.53675
SIN3B	-0.354
SEMA3C	1.90283333333333
GRAMD3	1.47725
FBXO10	0.181625
OR5D13	0.482
FLJ31818	-0.445
CACNA1I	1.20875
S100A13	0.169
TP63	-0.464428571428571
ANXA11	0.4936
WDR66	-0.799375
CSF2RB	-0.0665
IFI44	-1.09925
DACT1	-0.232833333333333
ANKRD23	-1.408125
ATP5G1	0.228666666666667
C21orf70	-0.330666666666667
PPWD1	-0.97075
DNAJC13	0.22275
PAH	-3.366
PTCH2	0.42775
TRMU	-0.45225
CCDC9	0.432
USP3	0.0561
DCLRE1C	0.3577
FAM55C	-0.14175
FRMD4B	0.862
CYP2R1	0.3695
RFPL1	-0.2098
XPO5	-0.66875
ARL6IP2	-1.2485
OSBPL5	1.5715
MMP9	1.08672727272727
KIAA0802	-0.42
DHRS2	-3.87966666666667
SGEF	0.89825
TXNDC10	-0.7461
EXOC6	-0.05825
RPS27	0.326333333333333
PNCK	1.39666666666667
FSTL1	-2.86275
AACS	1.948
SLMAP	-0.368333333333333
SAMD4A	-1.154
ABRA	0.42325
SMARCD3	0.41
PKNOX2	-1.87866666666667
A4GNT	0.1965
C9orf39	-1.93433333333333
RALYL	0.398
MGC33556	-2.863
C10orf25	-0.114
BBOX1	0.1785
NHEDC1	-0.36
XDH	-0.98725
GCSH	-0.6505
EDN1	-0.990333333333333
MTERF	-0.1725
CLK4	0.526375
ZNF799	0.899666666666667
KCNG1	-1.0565
CXCR4	-1.17766666666667
PTPRR	-2.93725
IRAK1	0.209875
LOC401397	-0.08375
TMSB10	0.948571428571429
CXCL3	-2.7884
TMC4	3.404
OR7A10	0.0695
STYK1	1.4805
CHRNA10	0.143
CCNI	0.7085
EP300	0.229642857142857
LOC165186	-0.129
HIC2	-2.36925
SDR-O	0.319
OR2W1	0.276
KCNA6	-0.0625
TRIM74	-1.88125
REEP6	2.0725
ATP5G2	0.29875
ERG	0.0285
TMEM42	-0.8505
PARN	0.0408333333333333
SOD2	-1.4566875
DIRAS1	0.412666666666667
PNPT1	-0.94475
JOSD3	-2.9075
hCG_40738	-0.054
PDE1C	-0.99025
SEMA4D	-1.0765
AGPAT1	-0.127
NOSTRIN	1.030625
MAP3K3	-0.8475
MAX	0.807428571428571
CAPS	2.86016666666667
SERPINA12	0.0265
OSBPL8	1.60575
RICS	1.2353
NR4A2	0.260333333333333
PPCS	0.767
LONP1	-0.6465
SCYL3	1.49725
HERC2P2	-0.413
FIBCD1	-0.0895
C15orf41	-0.6665
DMC1	-0.9405
C20orf27	-1.1875
RPS6KA5	1.5103
FAHD1	-0.603333333333333
SLC12A4	-1.9975
BRCA1	-1.12525
GBL	0.24
SLK	-0.273333333333333
NUDT9P1	-1.499
NOXO1	3.1335
USP52	-0.71525
BAZ1B	0.194
SLCO2B1	2.29875
BBS12	-0.644333333333333
LRGUK	-0.548833333333333
TERF2IP	-0.295
COL1A1	1.7185
KIAA0090	0.235625
GRK5	-0.934
AP1S2	-2.6509
TMEM52	0.197333333333333
CA11	-1.01525
OR4A15	0.349
ACBD3	1.5057
SPAG11B	0.14875
PRDM2	0.4273
FOXP3	-0.01475
SMYD3	0.6294
LOC389199	1.077
LGI2	-1.2665
NAPE-PLD	0.3059
ANKRD6	-0.0555
WDR45	0.8425
SHROOM1	1.744
PSCD3	0.4
PYY	0.6095
KCNC1	-0.939
ARHGEF9	0.08
OR8J1	0.03025
GPR55	0.149833333333333
NS3BP	-0.8
C10orf22	-0.110333333333333
NAT8L	-0.004
DUSP4	0.853333333333333
FOXM1	-1.51516666666667
GRAMD2	1.0226
ZBTB48	0.270333333333333
BUD31	-0.136
PABPC5	-0.019
CCDC41	1.475
FBXO11	-0.140833333333333
C6orf148	-0.8005
RFXAP	-0.51275
C6orf15	-0.386333333333333
CDK8	-0.352
C6orf70	1.02475
TESSP2	0.0345
ALG2	-0.4
PPP1R3D	4.735
TPM3	0.516222222222222
SYT13	1.174
EPB42	-0.6315
CETN3	-0.8825
PRY	-0.241
NTHL1	0.409
POLR2B	0.2755
RPS28	0.00266666666666668
P2RX3	0.304
LYZL4	0.1445
WBP4	-0.0978
PMM1	-0.419
C11orf79	0.37575
CBLL1	-0.69375
IL1F10	0.0971666666666667
VAX2	-0.474
SETDB1	0.2815
LRAP	-0.723333333333333
GCLM	-0.5195
CPEB3	1.34475
PPM1A	0.7740625
INTS1	-0.8165
CAMTA1	1.30433333333333
SAMSN1	-2.73525
LOC158830	-2.55483333333333
GMPPA	0.491625
AIPL1	-0.1115
IL24	0.300666666666667
BDKRB1	-2.57566666666667
MLF1	1.2731
TAF12	-0.142
ID1	-3.242875
THADA	0.24525
PIK3CB	0.77275
OR4N5	0.471
TBC1D17	-0.0291666666666667
COX8A	0.13725
CDCA4	-0.7605
C2orf44	-0.147
ZNF534	-0.6395
IMMP1L	0.81475
NIPSNAP3B	-0.18675
FTMT	0.339
PWP2	-0.208333333333333
MMP15	-0.5683
DNAH11	-0.946
MTMR14	0.2415
DNAL4	0.96625
IPP	1.10625
TMEM59	0.33975
C1orf157	0.2635
RGS4	-0.882666666666667
DDX18	-0.960166666666667
SNX6	-0.98075
ZNHIT2	0.994833333333333
NCDN	0.5295
FLJ33534	0.20975
RAG1	-1.371375
OR4D10	0.3385
PTPN5	-0.208166666666667
POMT1	0.11525
LRRC8A	-0.4239
CYP1A1	-0.81525
CAPN1	0.246333333333333
DDHD2	0.670375
GRIK2	-0.10275
GNRHR	0.271
PPBP	0.29725
HTR3A	-0.34925
SLITRK4	-0.775
ANKRD49	-1.10875
BTF3	-0.0878
SARS	-0.0735
C13orf18	-0.869333333333334
CACNB1	-0.241071428571429
QKI	-1.53722727272727
SETMAR	0.319625
MAN2B1	0.581
EML3	-0.75
ACADL	1.3205
OFD1	0.1545
DEFB114	0.787
CGA	-3.0742
PEX16	0.985833333333333
LRRC10	-0.0715
GNG12	-0.136
C1orf152	0.225833333333333
CHRM1	0.2825
CD53	-0.427
DBH	-0.03425
TFAP2B	-1.986375
HIST1H2BJ	-0.366833333333333
FAM46D	0.0355
TMEM11	0.695
C3orf32	-2.9055
PCCB	0.688125
IPO13	0.38525
C6orf105	-3.6835
COMMD5	0.66675
SUV420H1	0.4416
LTBR	0.615
ARHGAP15	-1.761625
HDHD2	0.16
TDRKH	0.0923333333333333
LOC401052	1.345
PSG4	-0.731
GNB4	0.1417
SPATA4	-0.04925
SLC9A3	-0.3535
OSBP	0.0035
NBPF3	0.339833333333333
DOCK11	-2.0555
SLC39A5	-1.36
PRR5	0.9489
C10orf63	0.12725
SMTNL2	-1.3765
ADRA1A	0.2445
ASAH1	1.7231
DOM3Z	0.9602
GIPR	0.9255
AHI1	-0.13525
NADSYN1	0.462166666666667
RGS14	0.8748
IL18BP	0.5214
RTN4RL1	1.97683333333333
ARMC6	-0.188
PSMD5	-0.5635
HK3	0.3882
OR4S1	0.13525
RSU1	0.3273
MAD2L1	-2.08733333333333
EIF4A3	-0.20125
DLEC1	-0.3485
E4F1	0.752833333333333
CHMP2B	0.9086
CAMSAP1	-0.4665
RPS21	1.026
ARID5A	-1.357
UBE2N	1.6739
IGSF8	0.995
MAGEB6	-0.589
ACAD11	-0.6429
MGC4172	0.36075
LMO4	0.96375
KLKB1	-0.451
HP	-1.044
HDAC3	0.1835
SCHIP1	-0.90625
CLCA1	-0.0185
OLFML2A	-0.484125
C1orf112	-0.7885
KIF19	0.0355
HAPLN4	-0.0501
CXCR7	-2.33666666666667
GOT2	-0.4921
RAB38	-2.669375
DCX	-0.47725
PPM1H	0.562833333333333
NFYC	0.385083333333333
KIN	0.12025
ZNF228	0.919
PLSCR4	0.0778333333333333
HIG2	-0.12575
FAM79B	2.8765
C21orf86	-0.466
KCNK10	0.30375
ZNF738	-1.0495
FSTL5	-0.205833333333333
OR6A2	0.053
OTOA	0.993666666666667
EXOC1	0.5535
AHRR	-1.35275
PDAP1	-0.969666666666667
C19orf6	-0.00575
ZAN	0.26075
LY6G6E	-0.1575
EIF4E2	-0.5675
C20orf198	-0.21675
ZNF324	0.57425
CYP3A5	-2.71216666666667
ENTPD7	1.08016666666667
MBOAT5	0.484333333333333
GJB5	1.05
TTC13	0.7845
S100Z	-1.30933333333333
KIAA0664	0.174166666666667
PDGFRB	0.353
IL17D	-1.593
OR56B4	-0.11
RDX	-3.057
SLC34A3	0.994
IL28B	0.3565
JUND	0.621
CHRNB1	-0.49675
CAMK2B	1.20525
FETUB	-0.96
CXorf23	0.594125
MRTO4	-0.529875
TTC3	1.716
NDUFB8	-0.758666666666667
EDG2	-2.6235
SEMA3G	-0.122
IL23A	-0.6595
GRHL1	0.6441
LOC441054	-1.339
WDR65	0.233
PSTK	-0.22475
STOML3	-0.1365
R3HDM2	-0.5902
C5	-3.33925
SLC2A10	1.528
C3orf22	0.52975
PAQR3	-1.19446153846154
ANKRD26	0.09275
HCRTR1	-0.226
LOC399947	-0.3755
PSD2	-0.916
TIGD2	-0.737666666666667
SCRN1	-2.88525
COQ10A	-1.65925
DDI2	0.249
METTL7B	-0.422666666666667
UCN2	0.5005
FAM92A3	-1.3205
WDR16	0.51225
ZNF511	0.111333333333333
ZMYM5	-0.8645
POLR3G	-2.12975
ZNF586	-0.97775
C1orf49	0.686833333333333
TANK	-0.508166666666667
RCAN1	-0.508833333333333
PELI3	2.07316666666667
LIMD2	-1.09575
TMEM189	-0.269
NTN4	0.950375
LOC151300	0.1315
CLEC2A	-0.828
GPR135	-0.347875
DPYSL4	-3.175
JAK2	1.427
TSHZ1	0.3055
TM9SF4	0.31425
ZNF264	0.821
SIRPG	0.285375
BICD1	-0.61775
HERC6	-0.995
METTL5	-1.2495
CASP1	-1.036
PRRT1	-0.252833333333333
PLA2G4C	1.51733333333333
ICA1L	-0.0469285714285714
TPTE2	0.119166666666667
OTUD7A	0.928666666666667
AQP11	-0.78525
APOA2	-4.2624
KALRN	-0.7614
SECTM1	-0.192333333333333
IFNAR1	0.465
TALDO1	0.314
RAB11FIP4	0.961
EIF5A	-0.6575
FAM49A	1.181
NEGR1	-0.00766666666666667
YTHDC2	0.504125
EHD2	-1.103
NCF1	0.9155
SCRT2	1.388
HOXA5	-0.916166666666667
NUP133	0.268
FGF12	-0.66925
SLMO2	1.666875
SNTA1	0.123125
CACNG2	0.284875
GCM1	0.203625
ELF1	-0.483
TLR5	2.89325
TCFL5	-1.31866666666667
RBMY2FP	0.091
LOC100125556	0.801375
FAM129B	-0.047
MAP3K7IP1	-0.0495
NCK2	0.128
OXA1L	-0.7625
FMO9P	0.6185
ZSCAN12	-0.26
PSMD12	0.0749166666666666
HSCB	-0.3385
CLDN10	-2.4005
MGC13053	-0.11475
HPCAL4	-0.724833333333334
ASZ1	-0.41
MEX3D	0.403083333333333
NFAT5	-1.2854
CSPG4LYP1	-0.269166666666667
FBXO3	0.601
DVL1	0.291
CMKLR1	1.00883333333333
TYMS	-4.05225
PEF1	0.87025
ZNF750	-0.200833333333333
MCM5	-0.608
MEGF11	-0.36675
KCNK7	-0.016
PTP4A3	-0.2265
C1QTNF2	-1.1615
OR6S1	0.3105
FAM122B	-1.151
ZNF551	-0.744875
HBQ1	-1.9415
GEMIN6	-0.29975
ARSK	-0.38375
RBP7	0.340166666666667
CPNE9	0.14425
DSC1	-0.235
LOC730112	0.16525
MAP2K4	0.824625
HS3ST5	-1.03
EPB41L3	-1.7435
TEKT2	1.04675
CDKN2B	-0.468916666666667
ZNF480	-0.48975
MAP3K6	0.5634
MAP6	0.763333333333333
HN1	0.4533
OR2L13	-0.2565
SLC16A11	0.64925
FAM96A	0.033
APOL1	0.00700000000000001
C5orf32	0.063
RTP1	-0.157
RNF175	-2.1295
ZBTB41	1.566
AHCTF1	0.1148
SAE2	-0.8803
ITGA2	-0.113333333333333
MME	-3.09483333333333
CCDC14	-0.5185
MAST4	-0.0655714285714285
KRT33B	0.0165
KCTD2	-0.381333333333333
WDR26	0.550833333333333
MFI2	-1.36375
NR4A3	-1.533125
ARSA	-1.94275
UNKL	0.289833333333333
SULT6B1	-0.026
CCNA2	-2.66716666666667
SOX15	-0.72
PPAPDC1B	2.02375
C19orf44	0.686
MCAT	0.765416666666667
ARID1B	0.191375
OR52N1	0.45
C12orf48	-0.73275
MAGI1	-0.061375
NIPA2	0.1125
GBX2	-1.3245
RSHL3	0.309375
RAVER1	0.441833333333333
C15orf17	0.1755
SLC30A2	0.80375
ZNF518	-1.0535
PCYT1B	-0.548
C10orf114	-2.5345
EIF3H	0.06075
SLC25A39	-0.472
KIF1B	-0.439875
AMOTL2	-1.37625
C6orf120	0.586625
PSRC1	-1.00575
PLA2G10	1.397125
KIF5C	0.1435
MRPL37	-0.1355
C17orf62	1.09083333333333
C9orf135	-0.4575
DUSP10	0.3364
CLCNKB	0.3515
PSMA5	0.40025
C8orf53	0.48325
AMPD3	0.441833333333333
PIAS1	-0.12225
ADCYAP1R1	0.208
GYLTL1B	1.9065
CDH20	-0.231
FBXO7	-0.64025
TMEM134	1.76966666666667
FLJ14213	-0.4395
ZNF3	0.55575
LRRFIP1	-0.107208333333333
CNOT2	1.256
ABI3	1.1815
ALDH5A1	0.210916666666667
HNT	1.097
SERPINA4	-2.3015
TK2	0.393666666666667
STMN1	-1.04422222222222
GUCA2A	-0.0101666666666667
GALNT10	0.789
DPP6	-0.5047
C9orf93	0.842125
PRELID2	-0.870375
STK39	0.62325
SFTPA1	0.06925
CKS2	-0.537777777777778
RHO	0.196125
C20orf135	-0.51475
XKR3	-1.735
CR1	-0.00150000000000001
RPS6KA2	0.406857142857143
C20orf112	0.154
MRPL22	0.58775
C4orf23	1.0055
GADD45B	-0.5185
KLHDC1	1.60316666666667
C2orf48	-1.5435
ZNF287	1.4705
DAAM2	-2.4995
DPPA2	-2.642
TCTN3	0.0993333333333333
DNAJB11	0.593625
FPR1	1.5495
DEFB4	-0.1325
PTCD2	0.119
SMOC2	4.76516666666667
CABP7	0.00849999999999999
SERPINB11	0.2575
MAGEF1	-0.1515
NDE1	0.9315
ITGA10	0.3615
FSHB	-0.198
ANXA2	0.9165
HORMAD2	0.44475
HLCS	0.616
MCF2L	1.5135
FH	0.28675
TBC1D24	2.15025
KIAA1505	1.54825
LGALS2	-2.2995
CNBD1	-0.495
SYNPO2L	0.75725
PTPN23	-0.395071428571428
C1orf183	-0.454666666666667
MAGEA8	-1.8335
DGCR8	-1.144125
GSR	0.442
PAQR7	0.434
ZNF676	0.014
CACNA1C	-1.111
SP7	0.5985
PDCD6	0.7355
NRN1L	-0.927
BRI3BP	0.132833333333333
KIAA1183	0.59525
ASB4	0.241
CCL23	0.2292
OBSL1	-2.651875
SLC12A7	0.473
KIAA0240	0.74875
CD1B	-2.96233333333333
FCGR2A	0.64375
MDC1	-1.08975
HTR1A	0.4315
OCEL1	0.67225
ATP11B	-1.481
FBXO34	0.000833333333333339
PCDH12	1.52216666666667
RPE	-0.8735
C17orf74	-0.3475
CSDC2	0.0736666666666666
PET112L	-0.219
TMBIM1	-0.731625
P2RXL1	-0.10775
TCHP	-0.49875
TRMT1	-0.827833333333333
F2RL2	-2.12175
LRRC32	1.73983333333333
IMPG2	0.0895
BGLAP	-0.02725
LOC493869	-0.717083333333333
MRAS	0.485625
SLC35F5	-0.37375
CBWD1	0.319
AXL	-2.82025
ATP2C2	1.92975
TELO2	0.47125
PNPLA3	1.5475
PCDHB14	0.788
CD276	0.47875
KRT80	-1.144875
DUSP28	-0.3485
CSNK1E	-0.446583333333333
SRP14	0.9765
KCNQ4	0.2965
KRT72	0.302666666666667
CCDC117	0.575375
C6orf89	0.587777777777778
TUBB2B	-2.5355
RTN4IP1	-0.106
CR1L	-3.26566666666667
CEND1	0.529625
C12orf41	-0.314
RNF31	-0.90475
UBN1	0.692333333333333
C17orf32	0.623875
SLC5A7	0.323
GPR92	0.0598333333333333
ESAM	0.626
CTNNA1	0.74275
HRBL	0.3078
CBX4	0.66675
TMEM182	-0.48775
SH3TC2	-0.672
IL10	0.495833333333333
PXMP4	1.235
RNF167	0.6183
PAK7	-0.0295
ETV3	-0.0105
ATPIF1	-0.277333333333333
LOC554207	-1.25333333333333
OR8H1	-0.09625
WDFY3	0.147625
DPM1	-0.538
GPSM1	0.0305
WDR92	0.4622
LRP1	-0.028
ANKH	-0.4095
THUMPD3	-0.7285
POLR1B	-0.9995
OLFM4	5.487
RAD9B	-0.12825
TSPY2	-2.422
PAX6	-1.7685
SCG2	-3.57425
SLC17A6	0.37075
FMO3	1.09975
PADI4	0.191125
TUBB4	-0.6432
NLK	-0.6925
POU4F3	0.0285
SDF4	0.2275
ITGBL1	0.6005
NETO1	-1.10175
TAP2	0.17075
ABBA-1	-0.0450833333333333
GNAI1	-1.956
VPS4B	0.59575
NOPE	-1.606
GALNT6	0.759666666666667
SESN1	-0.078625
GBE1	-1.28688888888889
CLASP1	-0.60275
RASGEF1B	0.403
ACOT11	-0.449357142857143
AFAP1	0.379
OR2H2	0.158
DPY19L2P1	-1.548
DZIP1	-3.0145
SEC22C	-0.293666666666667
GPR161	-2.14275
RNF146	0.3305
WDR74	-0.768
GALP	0.4585
PURA	0.9345
DNPEP	0.473583333333333
RP11-78J21.1	-1.26875
ERBB2	1.924
FANCM	-0.551666666666667
NEO1	0.546666666666667
DDX3Y	-4.0859
RPS3A	-0.415375
MXRA7	-1.72242857142857
LGALS3	-0.633666666666667
GLT8D1	-0.83775
CFL2	-2.32383333333333
UPB1	0.252
NAP1L5	0.59775
CLDN14	-2.2715
DHX38	-0.67475
BTBD1	0.27325
TARS2	0.587
ABCF1	-0.4131
FCF1	0.349666666666667
LRRC49	0.78325
GUCY1B2	-1.9675
C1orf177	-0.178
SMARCA4	-0.3615
LRP8	-2.5265
TAGLN3	-0.427
MRPL14	-1.27275
TTRAP	0.045
ZDHHC20	1.02975
NFE2L3	-2.27375
KIAA1377	0.183125
PALMD	0.8215
TMEM43	-0.35375
TTL	-1.272875
STAT5B	-1.07833333333333
SSB	-1.261875
OR10H5	0.4015
SLC22A13	-0.19875
AKAP3	-0.62225
TIMM23	0.279333333333333
OAS2	1.32108333333333
KIAA0423	0.28275
TRIM11	1.3115
GLIS3	-0.296125
TMEM50B	1.087
ARHGEF4	-0.76025
DEGS1	0.605545454545454
TBL1XR1	0.820333333333333
G6PD	-0.4755
SP140	-0.5752
MUC17	0.0747142857142857
NUDC	-0.1849
DNAJC5B	1.25533333333333
SCARA3	-0.468666666666667
CPA3	4.40983333333333
BCAT2	0.43775
MFN1	0.2429
NRG3	0.6295
SNX11	1.159
PLEKHH1	-0.434
GPR177	0.187166666666667
HCFC2	-0.0975
TCAP	-0.76625
MOCOS	-2.91275
C14orf93	-0.26875
PRDM10	-1.012
SLC16A4	-0.95275
SRGAP1	-0.132833333333333
VIP	0.2275
DUSP27	0.147666666666667
LILRA1	0.1304
MC2R	-0.026
MGC24103	-3.27
MBTD1	-1.4265
FUT11	0.5525
USP33	-0.0959
C15orf39	-1.213
MAP3K12	-0.327625
PAAF1	0.274666666666667
BARHL1	0.065
FLJ16165	0.097
PIWIL2	-2.7715
SYNE1	-0.870666666666667
CMTM4	0.95125
TSPYL1	0.4928
GUF1	-1.18616666666667
TMEM157	1.389
WDR44	-0.8735
HIST1H3C	-0.75825
DKFZp666G057	-0.49625
RNPEP	0.87
GAS2L2	0.768166666666667
ADH4	-3.96075
GRPR	1.65933333333333
FBXL17	1.11175
ZBTB10	1.68591666666667
Gcom1	0.507944444444444
HTRA1	-1.1296
ZNF585A	-0.281
SLC26A2	0.839214285714286
OTOP3	0.368666666666667
WISP1	0.582111111111111
ATP2B4	-0.77775
FLJ10769	1.18675
CRAMP1L	0.4415
CHST12	-1.1295
RAB22A	2.04658333333333
TARDBP	-0.259571428571429
STAU1	0.08675
CRB3	2.03466666666667
MIG7	2.649
CHMP1A	-0.0766666666666667
ZNF160	0.264
B3GALT6	0.08075
BARX1	-1.118
C6orf167	-1.729375
NXNL1	0.258
DHX29	0.64125
HADHB	0.3645
PLXNB2	0.812375
ILDR1	-1.09775
SLC15A3	2.575
GAS2	-4.187
C20orf69	-0.57275
NUMB	-0.3445
TNIP1	0.079375
MESP1	0.6135
PSKH1	0.084
NSFL1C	-0.625375
RHOG	-0.3325
HEY1	-4.44283333333333
KNG1	-1.383125
ITGAX	1.4317
LIN9	-0.408
CANT1	1.65975
XRN1	-0.188357142857143
CCDC96	1.5284
HEATR6	-1.56416666666667
GNG7	0.923166666666667
RUNX2	-0.614375
SOX1	0.357166666666667
FCRL5	0.0754
ZNF99	0.495
FAM9A	3.6975
SNX22	0.366666666666667
MBNL3	-2.28383333333333
ODC1	-0.8454
ADORA2B	-1.80133333333333
NR2F6	0.7815
ZFYVE16	-0.0392222222222222
SYNJ2BP	1.0614
POLE	-0.814125
E2F2	-1.00475
THRA	-0.991833333333333
PTGES2	-0.907
HIP1R	0.465
TMUB1	0.284333333333333
ENO3	-1.77175
RSPH10B	-0.1615
CXorf39	0.407
IRGC	0.4225
GPR109B	0.83925
FLJ13305	-0.6675
LCE3A	-0.322
TNFRSF18	0.641166666666667
DET1	0.637
TRPM3	-0.285666666666667
C16orf79	-0.1765
FECH	0.433333333333333
RAP2A	-0.340666666666667
CRIP1	1.4065
AZIN1	-0.415875
SLC7A7	2.6625
IL10RA	0.0582
TMEM64	-3.76125
CDC42EP4	-0.0051
C16orf58	0.3382
ARG2	-2.079
POU5F1P4	-4.821
FAM62B	-0.441625
DNAH8	-1.79
ASH2L	0.136625
TSLP	-3.66233333333333
CNTNAP5	-0.527
TMEM16C	3.8555
IFNA14	0.6835
SLC1A3	-0.123125
CABYR	1.3405
BCL7B	-0.0091
NUDT13	1.87783333333333
C13orf28	0.55025
C1orf53	1.79925
ARL6IP4	0.3774
RPL35A	0.292
EMR3	0.01675
RAB40C	0.646916666666667
SLC41A1	-1.14816666666667
LRCH1	-0.3155
LY6G5B	-0.369
FAM124A	0.314357142857143
MGC10981	-3.5305
CLIP3	-0.6782
MAP4K2	0.236666666666667
CHIC1	0.05775
SULF1	3.53866666666667
C20orf30	-1.05842857142857
PRDM5	-0.929
ELOVL1	0.59425
C11orf48	-0.45375
SLC39A10	-0.74575
KCNV1	0.04275
ACP1	-0.236
ZMYM2	-0.62375
B3GNT6	0.239166666666667
C9orf69	-0.4345
C2orf15	1.04525
C20orf166	0.372
HSP90AA6P	-0.1015
EDG7	0.159
NEURL	-1.20025
LPL	-0.973166666666667
CLEC2D	-0.579928571428571
GRRP1	0.485
CD8B	-3.4467
HIST1H3D	-0.6555
SLC6A12	0.166125
FAM27L	-0.11
CD84	0.8658
RASA1	-0.69
PHKG1	-0.2295
MAGEA11	-0.9015
IMPA1	-1.3422
NPM3	-1.447
RARRES1	2.324
SH3BP1	0.010375
B3GNTL1	-0.513
ARPC5L	-0.304166666666667
KLHL26	0.258
SIM2	0.728875
GJC1	0.632
C20orf194	-0.7115
EXO1	-1.307
SLC2A2	-1.45733333333333
LOC285074	-0.997
LRG1	0.59175
KIRREL	-0.456
PIK3R1	1.86964285714286
C4orf34	1.62725
MAF	-2.5885
ADCY4	1.27833333333333
ZMIZ2	1.0016
SLC46A3	0.147333333333333
STAMBP	0.1805
CCDC16	0.302
MS4A12	0.0965
TCF20	-0.3525
LRRC46	0.82275
C20orf152	0.0465
MRPS6	-0.434625
ABCB11	0.3155
KCNC2	0.125333333333333
CDH19	-0.504333333333333
C9orf123	-0.0978333333333333
SSH3	1.960875
LDLRAD1	-1.76625
CCBE1	-0.478
ZNF135	-0.84725
TAAR1	0.264
WFDC12	-0.1285
CCDC42	0.137166666666667
FLJ12529	-0.6595
PER1	-0.37
TIMM50	-0.3085
SMARCAD1	-0.833333333333333
FAM26C	0.099
TP53TG3	-2.10116666666667
SH3RF1	0.7922
LMCD1	1.66925
GPR63	-0.2555
FLJ21986	-2.398
AIFM3	-0.00825000000000004
MICAL1	-1.628
BLZF1	1.20883333333333
IQCA	-1.181
PCDHGC3	-0.4875
SAC	0.51025
BCL6B	0.632166666666667
DDO	1.59075
MARCO	1.41075
DCHS1	-1.242
C1orf170	-0.0223333333333333
CD200R1	0.432333333333333
C22orf15	0.0875
SEPT11	-0.155333333333333
ADNP	-0.4965
UST	-2.8163
C13orf34	-0.8195
RFFL	0.0959285714285714
APBA3	0.6725
C2orf60	-0.739125
CUTL1	0.2592
PMS1	-0.73625
ZNF689	0.4815
EIF3E	-1.16316666666667
IL9	0.285166666666667
RPL31	-0.233625
LY9	-0.0213333333333333
ATP2B3	-0.10525
KDELR2	0.107666666666667
TFCP2	0.4965
NLRP12	2.914375
FLJ45422	0.48275
TLE4	-1.9568
ZNF570	-0.282
FLJ43806	-0.4845
TLK2	-1.09475
CIR	-0.01525
MARS2	-0.514
COL24A1	0.21125
SDF2L1	0.247
HIBADH	0.314833333333333
IGFBP3	-2.73092857142857
C12orf23	2.08825
PSPC1	-0.25325
C20orf43	0.536
TRAV20	-0.19
ARHGAP24	-0.43325
KIAA1975	1.685875
C1QA	2.9358
DNTT	-4.17433333333333
C10orf6	-0.925083333333333
C11orf41	-1.951875
HNRPF	0.1665
COL11A1	0.804666666666667
UBAP2	-0.5065
CDKN2AIPNL	-1.025
C20orf174	1.16375
SPRED2	0.0785
PLA2G12A	0.283666666666667
ICEBERG	-1.3745
SCN10A	0.5595
C11orf65	-0.886
GBP5	1.97425
PITPNC1	-1.9
POU3F3	0.908
NCOA7	-1.430375
LIN7C	-0.5424
LOC348840	-0.7375
NKX2-2	0.145
ANKRD13D	1.398125
LOC123688	0.41475
FUT2	1.30916666666667
TAAR8	0.034
FZD4	-0.0756666666666667
PNMA3	0.0776666666666667
OR4L1	0.5
WIT1	-1.5555
EXOC3L	0.5645
ATPBD4	0.1979
KRBA1	-0.16875
UBXD6	1.18375
HOXB7	0.917857142857143
C7orf23	-0.7455
UNQ338	-1.151
STAB2	0.54775
CDC20B	0.38875
IRF9	1.4715
CENTG1	-0.770583333333333
TNPO2	-0.92525
MCPH1	-0.768875
BMS1P5	-0.8405
SLC26A7	0.458
HIST1H3J	0.733
C9orf3	-1.5161
LBH	0.120125
MYO1D	0.48175
PTDSS2	-0.01775
NFU1	0.46875
DEPDC4	-0.85475
WNT7B	-0.25
GLP2R	0.0471666666666667
SETD4	-1.4501
DYNLT3	-0.4557
FKBP11	-0.606
SESTD1	-0.566666666666667
FLII	0.346
RPS16	-0.2979
CHPF	-0.591833333333333
CSNK2A1	-1.04466666666667
SUMO1P1	-0.76825
FKBP6	-0.716
ZNF214	-0.224833333333333
TWIST1	-1.183
DDX56	0.210833333333333
TRAM1L1	1.0314
EPO	-0.668833333333333
MRPS18B	-0.27575
ZNF682	0.293833333333333
RPL14	-0.0148333333333333
MAFF	-1.062
LOC51136	-1.7275
LY96	-1.328
DDX20	0.2475
ABTB1	0.202166666666667
ARL5A	-0.7844
CCT6A	-0.5625
HEPACAM	-1.38116666666667
EHHADH	-0.784
RBAK	-0.0926666666666667
CGB1	-0.1385
ITGB5	0.165
YIPF3	0.66575
FKBP2	0.353
NR1D1	-0.7247
