Hybridization REF	TCGA-BH-A0C0-11A-21R-A089-07
TANK	1.71916666666667
RCAN1	1.546
PELI3	1.25316666666667
LIMD2	-0.788833333333333
TMEM189	-1.35
NTN4	2.85175
LOC151300	0.0025
CLEC2A	-1.002
GPR135	-0.2515
DPYSL4	-1.7404
JAK2	0.261333333333333
TSHZ1	1.40433333333333
TM9SF4	-0.786375
ZNF264	1.04333333333333
SIRPG	1.02675
BICD1	-0.89375
HERC6	2.54066666666667
METTL5	-0.7785
CASP1	2.1325
PRRT1	0.0326666666666667
PLA2G4C	2.904
ICA1L	0.161642857142857
TPTE2	0.114833333333333
OTUD7A	0.119333333333333
AQP11	-0.57975
APOA2	-4.3644
KALRN	0.1799
SECTM1	0.132583333333333
IFNAR1	-0.01175
TALDO1	-0.511625
RAB11FIP4	-0.281416666666667
EIF5A	-1.2025
FAM49A	2.12875
NEGR1	0.731833333333333
YTHDC2	-0.422125
EHD2	0.3305
NCF1	1.3414
SCRT2	-0.5195
HOXA5	3.09533333333333
NUP133	0.17925
FGF12	0.2099375
SLMO2	-0.813375
SNTA1	0.2025
CACNG2	0.06875
GCM1	0.2645
ELF1	0.534833333333333
TLR5	3.419
TCFL5	-1.31708333333333
RBMY2FP	-0.81
LOC100125556	0.215125
FAM129B	-0.1065
MAP3K7IP1	0.191875
NCK2	0.7945
OXA1L	-0.39525
FMO9P	0.2985
ZSCAN12	1.396
PSMD12	-0.788416666666667
HSCB	0.02425
CLDN10	-0.7
MGC13053	-0.36225
HPCAL4	-0.908166666666667
ASZ1	-1.0575
MEX3D	-0.0885
NFAT5	0.1039
CSPG4LYP1	-0.398833333333333
FBXO3	1.007
DVL1	-0.471
CMKLR1	0.614333333333333
TYMS	-5.25325
PEF1	0.7195
ZNF750	2.6235
MCM5	-1.5896
MEGF11	-0.36925
KCNK7	-0.2635
PTP4A3	-0.7955
C1QTNF2	-0.817833333333333
OR6S1	-0.241
FAM122B	-1.95375
ZNF551	-0.28025
HBQ1	-2.425
GEMIN6	-1.185
ARSK	0.79475
RBP7	3.84533333333333
CPNE9	-0.227
DSC1	3.6425
LOC730112	-0.44075
MAP2K4	0.8365
HS3ST5	-2.771
EPB41L3	-0.1945
TEKT2	1.10975
CDKN2B	0.00133333333333333
ZNF480	-1.14075
MAP3K6	0.7737
MAP6	2.56666666666667
HN1	-2.193
OR2L13	1.21183333333333
SLC16A11	0.83175
FAM96A	-1.19925
APOL1	-0.13375
C5orf32	-0.2545
RTP1	-0.5055
RNF175	1.2095
ZBTB41	0.898
AHCTF1	-0.7304
SAE2	-0.4667
ITGA2	0.701
MME	3.4135
CCDC14	-0.32975
MAST4	0.898071428571429
KRT33B	-0.715
KCTD2	0.528
WDR26	0.12575
MFI2	0.892875
NR4A3	-0.76525
ARSA	0.068
UNKL	-0.0345
SULT6B1	-0.077
CCNA2	-4.546
SOX15	-0.2105
PPAPDC1B	0.154
C19orf44	0.69
MCAT	0.670666666666667
ARID1B	0.00187500000000001
OR52N1	-1.0805
C12orf48	-2.94875
MAGI1	1.329125
NIPA2	-0.90175
GBX2	-2.244
RSHL3	1.04175
RAVER1	-0.288166666666667
C15orf17	0.77075
SLC30A2	0.57075
ZNF518	0.5115
PCYT1B	-0.543
C10orf114	-0.71175
EIF3H	-0.00991666666666667
SLC25A39	-1.0685
KIF1B	0.236375
AMOTL2	1.43175
C6orf120	0.450125
PSRC1	-2.5265
PLA2G10	-0.280875
KIF5C	0.397125
MRPL37	-1.019
C17orf62	-0.7065
C9orf135	-1.3105
DUSP10	-0.8024
CLCNKB	0.1895
PSMA5	-0.9785
C8orf53	-0.14525
AMPD3	0.0835
PIAS1	0.26725
ADCYAP1R1	-0.194
GYLTL1B	0.9175
CDH20	-0.371666666666667
FBXO7	-0.0165
TMEM134	0.00800000000000001
FLJ14213	0.715
ZNF3	-0.34025
LRRFIP1	0.125208333333333
CNOT2	0.372583333333333
ABI3	1.6705
ALDH5A1	-0.420833333333333
HNT	0.5788
SERPINA4	-2.6705
TK2	0.701416666666667
STMN1	-2.95411111111111
GUCA2A	0.193166666666667
GALNT10	0.0267142857142857
DPP6	0.54065
C9orf93	0.453875
PRELID2	-0.205625
STK39	-0.426125
SFTPA1	-1.2315
CKS2	-3.61033333333333
RHO	0.2075
C20orf135	-0.81175
XKR3	-2.4625
CR1	-0.275625
RPS6KA2	0.760642857142857
C20orf112	0.29725
MRPL22	-0.542
C4orf23	0.53
GADD45B	0.513
KLHDC1	2.49566666666667
C2orf48	-2.7085
ZNF287	2.19
DAAM2	0.46875
DPPA2	-3.082
TCTN3	0.544
DNAJB11	-0.731625
FPR1	1.65175
DEFB4	-0.4125
PTCD2	0.0413
SMOC2	5.1735
CABP7	1.77425
SERPINB11	-0.096
MAGEF1	0.43025
NDE1	-0.604833333333333
ITGA10	1.1625
FSHB	0.043
ANXA2	0.12225
HORMAD2	-0.17125
HLCS	0.03775
MCF2L	1.20558333333333
FH	-0.894625
TBC1D24	1.003
KIAA1505	2.1275
LGALS2	-0.038
CNBD1	-0.436
SYNPO2L	0.42575
PTPN23	-0.0392857142857143
C1orf183	-0.3805
MAGEA8	-3.22325
DGCR8	-0.99725
GSR	-1.63075
PAQR7	0.22675
ZNF676	0.151
CACNA1C	0.7301
SP7	0.0685
PDCD6	-0.24675
NRN1L	-0.239
BRI3BP	-1.49183333333333
KIAA1183	1.81075
ASB4	0.2035
CCL23	1.8583
OBSL1	0.393
SLC12A7	0.477
KIAA0240	1.889625
CD1B	-2.4725
FCGR2A	-0.1165
MDC1	-0.8615
HTR1A	0.0436666666666667
OCEL1	-0.13775
ATP11B	-0.2705625
FBXO34	0.0885
PCDH12	2.61683333333333
RPE	-0.93525
C17orf74	-0.1805
CSDC2	0.847666666666667
PET112L	0.06925
TMBIM1	1.03075
P2RXL1	-0.56325
TCHP	-0.50675
TRMT1	-0.908833333333333
F2RL2	-0.951416666666666
LRRC32	2.8505
IMPG2	-0.143
BGLAP	0.0625
LOC493869	-1.973
MRAS	2.47925
SLC35F5	0.201
CBWD1	0.234
AXL	-0.936
ATP2C2	1.627
TELO2	-0.857
PNPLA3	-4.3935
PCDHB14	1.87625
CD276	-0.7595
KRT80	-1.860625
DUSP28	0.4125
CSNK1E	-0.170333333333333
SRP14	0.678
KCNQ4	-0.3655
KRT72	0.1215
CCDC117	-0.0055
C6orf89	0.509888888888889
TUBB2B	-0.848
RTN4IP1	-1.0865
CR1L	-4.40133333333333
CEND1	-0.090875
C12orf41	0.093
RNF31	0.2345
UBN1	-0.317666666666667
C17orf32	0.2245
SLC5A7	0.21575
GPR92	0.736333333333333
ESAM	2.3441
CTNNA1	0.102833333333333
HRBL	0.2902
CBX4	-0.7225
TMEM182	0.79375
SH3TC2	0.5095
IL10	0.274166666666667
PXMP4	0.0175
RNF167	-0.0494
PAK7	4.6225
ETV3	-0.0715
ATPIF1	-0.884166666666667
LOC554207	-2.33316666666667
OR8H1	-0.2685
WDFY3	1.374375
DPM1	-0.843
GPSM1	-0.4415
WDR92	-0.3414
LRP1	0.428166666666667
ANKH	-0.527625
THUMPD3	-1.05475
POLR1B	-0.9005
OLFM4	6.30716666666667
RAD9B	0.96275
TSPY2	-3.9435
PAX6	-1.716
SCG2	-3.343
SLC17A6	0.23025
FMO3	2.721125
PADI4	-0.204125
TUBB4	-0.8331
NLK	-1.3575
POU4F3	-0.045
SDF4	-0.251
ITGBL1	1.6915
NETO1	-1.835
TAP2	-0.134375
ABBA-1	-0.485833333333333
GNAI1	1.45625
VPS4B	1.2005
NOPE	-0.3466
GALNT6	0.6795
SESN1	1.5165
GBE1	-1.70288888888889
CLASP1	-0.02
RASGEF1B	0.92875
ACOT11	-0.0429285714285714
AFAP1	0.9845
OR2H2	0.0465
DPY19L2P1	-0.551
DZIP1	-1.25525
SEC22C	-0.0215
GPR161	-0.128833333333333
RNF146	1.0905
WDR74	-0.7565
GALP	-0.0655
PURA	1.40225
DNPEP	0.316916666666667
RP11-78J21.1	-0.04525
ERBB2	2.147375
FANCM	-0.540416666666667
NEO1	0.596166666666667
DDX3Y	-5.0973
RPS3A	0.8145
MXRA7	0.724714285714286
LGALS3	0.604666666666667
GLT8D1	0.313
CFL2	-0.439833333333333
UPB1	0.10025
NAP1L5	0.382
CLDN14	-2.691
DHX38	-0.233
BTBD1	-0.34775
TARS2	-0.714666666666667
ABCF1	-0.9137
FCF1	0.276833333333333
LRRC49	0.70575
GUCY1B2	-2.226
C1orf177	0.226166666666667
SMARCA4	-0.745214285714286
LRP8	-4.72133333333333
TAGLN3	-1.345
MRPL14	-1.0705
TTRAP	0.60375
ZDHHC20	0.11625
NFE2L3	-1.9555
KIAA1377	1.68275
PALMD	2.6025
TMEM43	0.696
TTL	-1.80275
STAT5B	-1.19516666666667
SSB	-0.86025
OR10H5	0.21
SLC22A13	-0.5975
AKAP3	0.874
TIMM23	-0.420666666666667
OAS2	1.71358333333333
KIAA0423	1.6575
TRIM11	-0.2545
GLIS3	0.467625
TMEM50B	0.969333333333333
ARHGEF4	0.560875
DEGS1	0.0194545454545455
TBL1XR1	0.235933333333333
G6PD	-2.336
SP140	0.3474
MUC17	-0.156571428571429
NUDC	-0.5708
DNAJC5B	0.557166666666667
SCARA3	0.5155
CPA3	3.92983333333333
BCAT2	-0.25625
MFN1	-0.0766
NRG3	0.5425
SNX11	0.17675
PLEKHH1	0.0968333333333333
GPR177	1.03683333333333
HCFC2	0.48275
TCAP	-0.14725
MOCOS	-1.85725
C14orf93	0.295
PRDM10	0.416666666666667
SLC16A4	1.24525
SRGAP1	-0.503
VIP	1.22675
DUSP27	0.528333333333333
LILRA1	0.7036
MC2R	-0.0045
MGC24103	-1.569
MBTD1	-0.6765
FUT11	-1.08266666666667
USP33	0.7094
C15orf39	-0.95275
MAP3K12	0.067125
PAAF1	-0.5575
BARHL1	0.32
FLJ16165	-0.3905
PIWIL2	-1.90875
SYNE1	1.654
CMTM4	0.4015
TSPYL1	1.3147
GUF1	-1.1365
TMEM157	0.8935
WDR44	0.094
HIST1H3C	-0.0975
DKFZp666G057	1.7625
RNPEP	0.0785
GAS2L2	0.733
ADH4	-2.028
GRPR	3.395
FBXL17	-0.05025
ZBTB10	0.417916666666667
Gcom1	1.02116666666667
HTRA1	1.1386
ZNF585A	0.488833333333333
SLC26A2	0.425642857142857
OTOP3	-0.165166666666667
WISP1	-0.877777777777778
ATP2B4	-0.56075
FLJ10769	1.0155
CRAMP1L	0.359
CHST12	-0.50025
RAB22A	-0.0359166666666667
TARDBP	-0.230642857142857
STAU1	-0.22375
CRB3	1.09683333333333
MIG7	-1.76225
CHMP1A	-0.499
ZNF160	0.5705
B3GALT6	-0.196125
BARX1	-1.28983333333333
C6orf167	-1.4821875
NXNL1	0.2875
DHX29	0.3515
HADHB	0.14575
PLXNB2	1.141625
ILDR1	-0.505
SLC15A3	1.5825
GAS2	0.0191666666666667
C20orf69	0.3685
NUMB	0.3645
TNIP1	0.31425
MESP1	0.8175
PSKH1	0.02625
NSFL1C	0.34225
RHOG	-0.0645
HEY1	-0.883833333333333
KNG1	-2.1715
ITGAX	1.0793
LIN9	-0.956833333333333
CANT1	0.44
XRN1	0.313285714285714
CCDC96	0.9693
HEATR6	-1.453
GNG7	2.01808333333333
RUNX2	-0.1154375
SOX1	-0.5105
FCRL5	0.7655
ZNF99	0.5845
FAM9A	-0.0935
SNX22	-0.574166666666667
MBNL3	-1.91533333333333
ODC1	-2.5719
ADORA2B	-1.87166666666667
NR2F6	-0.25725
ZFYVE16	0.293888888888889
SYNJ2BP	0.4864
POLE	-1.23
E2F2	-2.19225
THRA	1.808
PTGES2	-1.03333333333333
HIP1R	0.944833333333333
TMUB1	-1.04316666666667
ENO3	-1.99925
RSPH10B	-0.1885
CXorf39	-0.156
IRGC	0.16525
GPR109B	1.0875
FLJ13305	-0.453
LCE3A	-0.5085
TNFRSF18	-1.50766666666667
DET1	0.52075
TRPM3	0.418666666666667
C16orf79	-1.431
FECH	-0.1545
RAP2A	0.249
CRIP1	0.557833333333333
AZIN1	-0.6965
SLC7A7	2.04975
IL10RA	0.2127
TMEM64	-1.42425
CDC42EP4	1.3949
C16orf58	-0.294
ARG2	-2.98425
POU5F1P4	-4.81325
FAM62B	-0.043875
DNAH8	-2.3664
ASH2L	-0.262875
TSLP	1.11616666666667
CNTNAP5	-0.364666666666667
TMEM16C	1.81125
IFNA14	0.5605
SLC1A3	-0.316125
CABYR	0.766
BCL7B	-0.3544
NUDT13	-0.423166666666667
C13orf28	0.117
C1orf53	-1.07875
ARL6IP4	0.1902
RPL35A	0.61725
EMR3	0.379
RAB40C	0.213083333333333
SLC41A1	-0.261666666666667
LRCH1	0.79375
LY6G5B	-0.812
FAM124A	-0.0257857142857143
MGC10981	-4.332
CLIP3	1.1448
MAP4K2	-0.531666666666667
CHIC1	0.8935
SULF1	1.88233333333333
C20orf30	0.159428571428571
PRDM5	0.38075
ELOVL1	-0.2675
C11orf48	-1.3395
SLC39A10	-0.65025
KCNV1	-0.2825
ACP1	-0.0176666666666667
ZMYM2	-0.048375
B3GNT6	-0.129833333333333
C9orf69	-0.9465
C2orf15	0.36
C20orf166	0.1195
HSP90AA6P	-0.694
EDG7	0.061
NEURL	-0.962875
LPL	3.86166666666667
CLEC2D	0.365214285714286
GRRP1	2.354
CD8B	-2.5054
HIST1H3D	-1.87483333333333
SLC6A12	0.056125
FAM27L	-0.28
CD84	0.3322
RASA1	0.68
PHKG1	0.119
MAGEA11	-2.12
IMPA1	-0.379
NPM3	-1.4695
RARRES1	4.584
SH3BP1	-0.5045
B3GNTL1	-0.813
ARPC5L	-0.899333333333333
KLHL26	0.7975
SIM2	-2.275875
GJC1	-0.089
C20orf194	0.605
EXO1	-4.1965
SLC2A2	-3.0035
LOC285074	-0.32175
LRG1	-0.1575
KIRREL	-0.3085
PIK3R1	2.78914285714286
C4orf34	0.754
MAF	-0.387388888888889
ADCY4	3.99783333333333
ZMIZ2	0.0621
SLC46A3	1.419
STAMBP	-0.558
CCDC16	1.09975
MS4A12	0.0115
TCF20	0.37175
LRRC46	0.0185
C20orf152	0.477
MRPS6	-0.283625
ABCB11	-0.7515
KCNC2	3.02483333333333
CDH19	-0.961833333333333
C9orf123	1.16133333333333
SSH3	0.9055
LDLRAD1	-1.68075
CCBE1	-0.04475
ZNF135	1.5185
TAAR1	0.132
WFDC12	0.3105
CCDC42	0.199833333333333
FLJ12529	-0.27175
PER1	-0.165666666666667
TIMM50	-1.308
SMARCAD1	-0.106
FAM26C	0.078
TP53TG3	0.748
SH3RF1	1.2273
LMCD1	1.13775
GPR63	-0.3935
FLJ21986	-1.368125
AIFM3	-0.67375
MICAL1	-0.424666666666667
BLZF1	1.09683333333333
IQCA	2.97733333333333
PCDHGC3	-0.415
SAC	0.8115
BCL6B	1.86033333333333
DDO	1.6245
MARCO	2.66075
DCHS1	1.296
C1orf170	0.730333333333333
CD200R1	1.26433333333333
C22orf15	-0.429
SEPT11	-1.00733333333333
ADNP	0.34325
UST	0.5768
C13orf34	-1.39
RFFL	0.2095
APBA3	-0.271
C2orf60	-0.4605
CUTL1	-0.4709
PMS1	-0.290625
ZNF689	0.6165
EIF3E	0.614833333333333
IL9	-0.1746
RPL31	0.667625
LY9	0.898666666666667
ATP2B3	0.114
KDELR2	-0.527583333333333
TFCP2	0.566625
NLRP12	-0.664625
FLJ45422	0.0535
TLE4	0.7061
ZNF570	0.7035
FLJ43806	0.0825
TLK2	-0.570625
CIR	0.7505
MARS2	-0.146
COL24A1	0.2125
SDF2L1	-1.7785
HIBADH	0.585166666666667
IGFBP3	-2.11585714285714
C12orf23	0.458875
PSPC1	-0.39925
C20orf43	0.24075
TRAV20	0.456
ARHGAP24	1.860375
KIAA1975	0.021
C1QA	3.0136
DNTT	-4.58266666666667
C10orf6	-0.19625
C11orf41	-0.055
HNRPF	-0.372375
COL11A1	0.855333333333333
UBAP2	-0.6565
CDKN2AIPNL	-1.098
C20orf174	3.5745
SPRED2	0.55725
PLA2G12A	-0.209
ICEBERG	-1.47166666666667
SCN10A	0.0315
C11orf65	-0.385
GBP5	3.55025
PITPNC1	-1.51483333333333
POU3F3	0.105
NCOA7	0.200125
LIN7C	0.2979
LOC348840	-1.1415
NKX2-2	-2.67125
ANKRD13D	-0.289125
LOC123688	0.05225
FUT2	0.860666666666667
TAAR8	0.378
FZD4	0.547833333333333
PNMA3	-0.145166666666667
OR4L1	0.247
WIT1	-3.13275
EXOC3L	1.37075
ATPBD4	0.2792
KRBA1	0.10025
UBXD6	-0.7915
HOXB7	-1.0565
C7orf23	0.3
UNQ338	2.715
STAB2	2.9185
CDC20B	0.31625
IRF9	2.2195
CENTG1	0.0203333333333333
TNPO2	-1.31225
MCPH1	0.103125
BMS1P5	-0.1175
SLC26A7	1.213
HIST1H3J	-0.484
C9orf3	1.1093
LBH	1.152875
MYO1D	0.2825
PTDSS2	-0.575
NFU1	0.2835
DEPDC4	-1.5325
WNT7B	-0.333
GLP2R	-0.341
SETD4	-0.027
DYNLT3	-0.8132
FKBP11	-0.751333333333333
SESTD1	0.499833333333333
FLII	0.62525
RPS16	0.0184
CHPF	-0.488333333333333
CSNK2A1	-0.652833333333333
SUMO1P1	-0.15025
FKBP6	-1
ZNF214	2.24616666666667
TWIST1	1.43733333333333
DDX56	-0.881333333333333
TRAM1L1	2.4376
EPO	-3.09433333333333
MRPS18B	-0.263
ZNF682	-0.347833333333333
RPL14	0.358333333333333
MAFF	0.12825
LOC51136	-0.36325
LY96	-0.49275
DDX20	-0.28625
ABTB1	1.1105
ARL5A	-0.0862
CCT6A	-1.50575
HEPACAM	-0.155666666666667
EHHADH	0.3185
RBAK	-0.0523333333333333
CGB1	2.19275
ITGB5	0.2071
YIPF3	0.48925
FKBP2	-0.268
NR1D1	0.0035
TMEM110	-0.4755
NEK2	-5.26366666666667
PRAMEF8	-3.501
C20orf52	-1.353
PCDHGA3	0.7145
VWA3B	0.12425
NDUFA5	0.281
THAP9	0.49025
FLVCR2	-0.958833333333333
AP1S1	-2.280625
SMAD6	-0.4615
SAV1	1.684375
SAT1	0.393625
ZNF251	1.06325
ADAMTS7	-0.1899
RPP38	0.30275
C1orf211	-2.4395
YPEL2	1.21175
RBMS1	0.51125
ZNF445	-0.170666666666667
NRXN2	0.765833333333333
PGBD4	0.100125
UGT2B28	3.31025
WBSCR16	-0.4036
NLRC3	0.183
ASTL	-0.14525
ST6GALNAC1	-1.603
ZADH2	0.305375
MLLT4	0.6135
ARL6	0.262833333333333
MEF2C	1.15125
CBFA2T3	-0.71
AFF3	0.9495
COG7	-0.0666666666666666
MYB	-0.445333333333333
PLXNA3	-0.704
XRCC2	-2.3315
MMS19	-0.174125
ST8SIA5	-0.907375
CHPT1	0.663333333333333
KIAA1712	-0.081875
OR6X1	1.36
ACTR3	-0.316125
UGCG	0.132833333333333
OR4P4	-0.007
ZAP70	-2.808
LPP	1.855875
ZNF485	0.51875
PTPRCAP	-0.3865
IL12RB1	0.0625
ATRX	0.4888
CHST8	-0.475625
C14orf109	0.2905
ARV1	0.39125
NMB	-0.474
COX5A	-1.46583333333333
EIF6	-0.996
MPPED2	2.127
SEMG1	-2.0505
CHRDL1	1.575
TRAF3IP2	1.5595
WNK2	0.53425
LILRA4	1.91733333333333
LAMA2	4.96925
PXT1	-0.434
RLBP1	-2.87525
CD300C	-0.06325
SLTM	0.404125
FLJ10404	0.18275
APOBEC3D	-3.0835
RENBP	-0.390166666666667
ATXN7L1	0.437375
NID1	0.04075
TUBGCP3	-0.691125
ITIH5	2.41522222222222
CCDC110	3.586
C8A	-3.17125
MGC87042	0.1195
HOXC13	0.21475
TFDP2	-1.24025
HCP5	1.393375
POLI	0.7385
UCN	-1.06416666666667
ZNF764	-0.0523333333333333
C8orf45	0.69925
FHL3	0.09975
SPATA5L1	-0.6285
MMRN2	3.11016666666667
NDST1	0.818166666666667
COL20A1	-0.7775
ZNF248	0.360833333333333
PELP1	-0.549166666666667
MBL2	-2.84416666666667
RNF41	0.29025
C5orf24	-0.222375
THOC5	-0.337625
SERINC3	0.651583333333333
RP11-151A6.2	0.72575
CDCP2	-0.2915
HIST1H2AA	-0.78825
C11orf75	0.4665
FKBP7	0.04825
DDOST	-0.18475
GPNMB	1.34916666666667
TTF2	-1.91616666666667
KCNT1	0.083
SLC39A14	-1.057125
NGRN	0.5978
GPR137B	1.13875
MECP2	0.499375
PSMA1	-0.74825
C16orf73	-5.3995
TMEM60	-0.110166666666667
CSN3	0.9255
NOS1	0.0681666666666667
RAB7L1	0.367166666666667
YBX2	-1.2425
KIAA1166	-0.170625
FUBP3	0.225333333333333
ABCG1	-0.398
ACACA	-0.38475
ARL11	-0.1981
ATOH1	0.685
ODF1	-0.0215
CREB3L3	-1.9545
TMEM127	0.83
DSCAML1	1.4395
PLN	3.59866666666667
LYPLA1	0.139166666666667
PRDM9	-1.89375
SASP	1.33975
PLUNC	-0.00166666666666666
INTU	1.46525
HISPPD1	0.184
LNPEP	-0.387
YARS2	-0.687666666666667
APCDD1L	0.9275
ZCCHC4	0.0044
FBXO22	-0.6355
TTLL13	-0.271
ZNF669	-0.383666666666667
PTGDR	2.8435
DDX27	-0.12225
KIAA0409	-0.199833333333333
GJB6	-0.17325
ASB8	0.90725
PLP2	0.146
MEPE	-0.354
OR10J5	0.185
KRT222P	2.96175
COQ7	-0.449833333333333
C1orf101	2.16775
RERG	3.1155
CHMP5	0.13175
THAP11	0.33425
ZNF43	0.8325
ZRANB3	-0.972166666666667
KRT13	4.59025
MRPL19	-0.821125
RBBP9	0.344375
SPATA17	0.658125
BXDC5	0.0921666666666666
PAFAH1B1	-0.738416666666667
MAGEE1	0.42575
OSTF1	-0.1755
KIAA0323	0.277416666666667
TXNDC13	0.792666666666667
CNTN4	2.383875
LCE1B	1.0495
UNQ501	0.05175
ZNF154	0.62125
C3orf64	2.03575
SYT5	-0.2
PON1	0.358333333333333
FLJ10357	0.40875
ATP4A	0.8405
GNPDA1	-0.542666666666667
MGAT1	0.324833333333333
C14orf121	0.09925
SLC35B2	-0.135
MIER3	0.423833333333333
CHEK1	-4.931
ZNF8	-0.559333333333333
TXNDC1	-0.443666666666667
CKB	-1.0649
RTN3	-0.0840714285714285
FZD2	-1.06816666666667
PART1	1.56625
PSMB6	-0.67725
PCDHB8	0.2275
PHC3	0.1094
PPP1R8	-0.549833333333333
NOVA2	1.4125
TNFRSF11B	-4.31675
GOLPH3	0.164833333333333
UBLCP1	-0.0245
SUHW3	-1.08025
TTLL1	1.0325
OPN4	-0.06
OR13G1	-0.0735
ZPBP2	0.240166666666667
HSD17B11	-0.3325
C9orf50	-0.2255
DHDDS	0.0384285714285714
CTSW	1.2511
NEFM	-1.53666666666667
MRPL28	-1.071
SYN1	-0.222833333333333
PIGV	0.576833333333333
ZIM2	-0.04075
APBB1	1.00866666666667
SND1	-0.51075
C1orf123	0.454
CHD3	-0.2905
BHLHB8	-0.20525
RNASE2	-0.607333333333333
BCAP31	-0.101
SLC25A44	-0.182333333333333
CHD6	-0.2043
PIB5PA	2.32107692307692
SELS	0.099
LOC541471	-1.943125
FAT2	4.0385
ZNF81	-0.029
OR4C16	0.12
FLJ10081	0.6571
LRRC4	-0.073
CS	-1.11333333333333
N4BP2	-0.25475
IGFBP7	1.62725
ZNF318	0.1085
NDNL2	0.765125
ZNF609	0.300625
SIRT4	0.95475
EXOSC10	0.02875
ECE2	0.286583333333333
OVGP1	0.83575
GTPBP3	-1.465
PACS2	0.121
C19orf36	-0.372333333333333
ARL4C	0.4885
ATG4B	-0.267375
UBQLNL	1.771
RHOXF2B	-3.595
PLEKHG2	-1.2025
GALR1	-0.482
AQP4	0.899333333333333
HDAC7A	0.200166666666667
DCUN1D3	-0.2845
OR8A1	-0.5615
CCRN4L	-1.13125
CBR4	-0.208333333333333
KIFC1	-3.67433333333333
SLC7A14	-1.4546
LHX5	-0.528
TRPC7	0.0375
LPXN	-1.13125
SERPINA1	-2.46075
RPS13	0.2357
BPIL3	-0.3685
PRKAA1	-0.74025
FADS2	-1.3828
ENAH	0.203375
PRO1768	-0.6335
APBA2BP	-0.90575
LIPH	2.3875
C3orf33	0.021
RCC2	-0.839285714285714
ALDH1A2	-2.6111
RNF103	1.69625
AHCY	-0.7145
ALG12	0.165
CCL17	0.86725
ZNF543	0.874333333333333
ESRRG	2.5692
CNGA1	2.81325
RDH5	1.00916666666667
OTX1	-1.2071
PTGFR	0.1865
CDR2	-0.6505
SELE	3.86225
NLGN2	-0.597333333333333
EXOSC9	-0.881
ZNF566	0.707
KLRC2	-4.4025
GPR12	0.326
KIAA0196	0.304
PDRG1	-0.2605
SSR3	-0.636
MSI1	-0.971
CST9	1.7025
CC2D1A	0.152125
PLAGL1	0.842666666666667
ZNF778	-0.388
RNF2	0.478125
KLF6	0.789333333333333
THBD	2.028
tcag7.1314	1.60875
NR5A1	-0.285666666666667
ABCD2	0.6515
DNAJC7	-1.822
CLEC4C	0.227
TM2D3	1.215625
CCDC4	-1.056
PLAC2	-2.05625
DCD	5.666
FAAH	1.1115
POLA1	-1.003
TM7SF2	-0.25625
FLJ39822	-0.3745
FLOT2	0.273625
MAP4K1	-0.692
SRP68	-0.25025
C21orf74	-0.197
ARPC5	-0.045125
LOC126075	1.45775
HECW2	0.16275
ZDHHC4	-0.176
ANKRD42	0.934
PDE9A	1.015
ABCA8	3.33225
NDUFS2	-0.223
UBR5	-0.17375
BTBD16	-2.0655
LOC554174	0.3405
ZNF20	1.0985
KIAA1843	0.37
WDR17	0.542125
C15orf33	1.1805
RNF113A	-0.10875
CAMKK1	-0.3561
CLCN2	-1.055
ANXA6	-2.2405
LOC340069	0.2935
EMID1	0.197125
DPM3	-0.41975
ELA1	0.1945
SLC25A13	-1.2222
KRT24	-0.08175
SMPD1	0.2595
TH	-0.163
COL6A2	-0.0689285714285715
ANKS1B	1.25075
GPR126	-1.8856
ZC3H12A	0.660833333333333
TMEM47	2.1735
C2orf51	-0.0113333333333333
C1orf88	2.68033333333333
HSF2BP	0.302
AKAP10	0.5305
RPAP3	-0.203
KLHDC8B	0.786
STOM	0.5459
MUPCDH	-0.362875
C10orf72	0.056125
PLEKHA3	0.524416666666667
TCP11L1	-0.72
CWF19L1	0.11875
SPEF1	0.663230769230769
YSK4	-0.11825
ELN	1.4181
SAMD8	2.31296463463574e-18
MPI	-1.06216666666667
MEPCE	-0.009
ABCC3	-0.26325
NANOGP1	-4.1125
KCNK17	3.56025
HLA-DMB	3.86966666666667
RRAGA	1.02725
ANGEL1	-0.352
RBM32B	-0.242
CPN1	-3.36
MGC52282	-0.1471
HLA-A	1.32358333333333
OR9G4	-0.0255
EDNRB	0.794
SCD	-2.62228571428571
C14orf80	-1.21266666666667
BAGE2	-0.333
RABL4	0.922333333333333
RCVRN	-0.3145
SHANK1	-0.102
NLRP7	-3.64775
CD226	1.102
STAT3	0.5160625
SYNJ2	-0.5169
TPCN2	-0.39
WDR36	-0.685916666666667
MBD4	-0.45225
ROBO1	0.00420000000000001
ST3GAL6	-1.85375
SLAMF8	2.30316666666667
ATN1	0.278333333333333
GPR141	-0.33075
KRT36	0.2655
TPH1	0.7385
DDX52	-0.38675
ZSCAN29	-0.353
TRPT1	-0.328333333333333
DPEP3	0.61325
DENND4A	-0.2735
TSPAN16	-0.542
PTCHD2	-0.423
LOC145814	-1
CAP1	0.143833333333333
EIF5A2	-1.1071
NT5DC3	-0.10675
SEPT9	-1.224625
SEZ6L2	-0.167
EGFLAM	3.73325
VPS11	0.7415
NDUFB5	-0.259833333333333
CIDEA	4.24433333333333
IER5L	-0.906
N6AMT1	-0.717
FAM83C	-0.08975
OXR1	0.78475
IRX1	2.17
DGKB	-0.5685
GCN5L2	-0.6105
MIR16	-0.157
