Hybridization REF	TCGA-AQ-A04H-01B-11R-A10J-07
GNG12	-0.4745
C1orf152	-0.14
CHRM1	0.39
CD53	-0.214375
DBH	-0.6235
TFAP2B	-2.074625
HIST1H2BJ	0.238833333333333
FAM46D	0.284
TMEM11	-0.6415
C3orf32	-2.2295
PCCB	-0.462625
IPO13	0.442
C6orf105	-4.3505
COMMD5	0.791
SUV420H1	-0.5823
LTBR	0.95275
ARHGAP15	-1.01825
HDHD2	-0.12525
TDRKH	0.179666666666667
LOC401052	1.541
PSG4	-1.28825
GNB4	0.6592
SPATA4	2.18275
SLC9A3	0.099
OSBP	0.133666666666667
NBPF3	0.00508333333333334
DOCK11	-1.279
SLC39A5	-2.0415
PRR5	0.2203
C10orf63	0.082875
SMTNL2	-1.51425
ADRA1A	0.28525
ASAH1	1.5303
DOM3Z	0.0643
GIPR	0.211666666666667
AHI1	-0.546916666666667
NADSYN1	-0.284666666666667
RGS14	-1.8614
IL18BP	0.6646
RTN4RL1	1.67891666666667
ARMC6	-0.23875
PSMD5	0.703833333333333
HK3	1.4338
OR4S1	0.311
RSU1	0.5722
MAD2L1	-0.709222222222222
EIF4A3	1.968
DLEC1	0.119833333333333
E4F1	-0.00716666666666667
CHMP2B	1.3217
CAMSAP1	0.1795
RPS21	-0.731
ARID5A	0.76325
UBE2N	0.3846
IGSF8	2.365
MAGEB6	-1.713
ACAD11	-1.4212
MGC4172	-0.56975
LMO4	-1.338
KLKB1	0.02275
HP	-0.7565
HDAC3	0.03975
SCHIP1	0.784
CLCA1	0.407
OLFML2A	2.256625
C1orf112	-1.86
KIF19	0.790583333333333
HAPLN4	-0.4193
CXCR7	0.0681666666666667
GOT2	0.7088
RAB38	-3.735625
DCX	0.89425
PPM1H	0.895833333333333
NFYC	0.154916666666667
KIN	0.1225
ZNF228	0.4775
PLSCR4	0.969666666666667
HIG2	0.1565
FAM79B	2.3175
C21orf86	-0.4565
KCNK10	0.082
ZNF738	-0.786875
FSTL5	-1.04283333333333
OR6A2	0.247
OTOA	0.791666666666667
EXOC1	0.57425
AHRR	-1.719875
PDAP1	-2.05291666666667
C19orf6	-0.098
ZAN	0.19025
LY6G6E	0.095
EIF4E2	-0.571
C20orf198	0.6035
ZNF324	-0.20575
CYP3A5	-2.93866666666667
ENTPD7	-0.360166666666667
MBOAT5	-0.277333333333333
GJB5	-1.58275
TTC13	-0.38975
S100Z	-1.34883333333333
KIAA0664	-0.9615
PDGFRB	2.14841666666667
IL17D	-0.77575
OR56B4	-0.2885
RDX	-2.0535
SLC34A3	0.2155
IL28B	0.0995
JUND	1.84225
CHRNB1	-0.113375
CAMK2B	0.47375
FETUB	-1.72125
CXorf23	0.803
MRTO4	-0.789875
TTC3	0.3363
NDUFB8	-0.882
EDG2	-2.47625
SEMA3G	0.63725
IL23A	-2.20225
GRHL1	-0.8059
LOC441054	-0.822
WDR65	1.029
PSTK	-0.415
STOML3	0.723333333333333
R3HDM2	0.4761
C5	-2.475
SLC2A10	1.81616666666667
C3orf22	0.294
PAQR3	-1.86946153846154
ANKRD26	-0.397416666666667
HCRTR1	-0.085
LOC399947	-0.755
PSD2	0.01175
TIGD2	-0.4475
SCRN1	-0.02625
COQ10A	-0.68225
DDI2	0.2515
METTL7B	-0.937833333333333
UCN2	0.063
FAM92A3	-1.22625
WDR16	0.32825
ZNF511	-0.3715
ZMYM5	-0.5325
POLR3G	-3.44025
ZNF586	0.02125
C1orf49	0.0491666666666667
TANK	0.695
RCAN1	-1.5295
PELI3	1.052
LIMD2	-0.490416666666667
TMEM189	-0.2435
NTN4	-2.999125
LOC151300	-0.1775
CLEC2A	-1.2745
GPR135	0.349
DPYSL4	-3.5578
JAK2	-0.606
TSHZ1	0.476833333333333
TM9SF4	0.124625
ZNF264	0.53
SIRPG	0.9655
BICD1	-0.909
HERC6	1.0965
METTL5	-0.4695
CASP1	-0.274
PRRT1	-0.353833333333333
PLA2G4C	2.11083333333333
ICA1L	1.57964285714286
TPTE2	0.0155
OTUD7A	0.168666666666667
AQP11	-1.22325
APOA2	-4.5541
KALRN	-0.329
SECTM1	0.688416666666667
IFNAR1	0.319
TALDO1	-0.347125
RAB11FIP4	0.928333333333333
EIF5A	-1.9835
FAM49A	1.16
NEGR1	-0.0566666666666667
YTHDC2	0.97125
EHD2	-0.126875
NCF1	1.0871
SCRT2	-0.003
HOXA5	-1.012
NUP133	0.8515
FGF12	-0.686875
SLMO2	0.569875
SNTA1	1.6045
CACNG2	0.15075
GCM1	0.206
ELF1	1.0345
TLR5	3.09375
TCFL5	-0.524166666666667
RBMY2FP	-0.652
LOC100125556	0.703625
FAM129B	0.483625
MAP3K7IP1	-0.022125
NCK2	0.399
OXA1L	-0.872
FMO9P	-0.023
ZSCAN12	0.35925
PSMD12	0.8555
HSCB	0.50375
CLDN10	-3.748
MGC13053	-0.63925
HPCAL4	-0.560833333333333
ASZ1	-0.757
MEX3D	0.70075
NFAT5	-0.2134
CSPG4LYP1	-0.314666666666667
FBXO3	1.2165
DVL1	0.355833333333333
CMKLR1	1.72866666666667
TYMS	-1.251875
PEF1	1.25075
ZNF750	3.1065
MCM5	-0.7568
MEGF11	-0.8385
KCNK7	-0.1965
PTP4A3	0.5655
C1QTNF2	-1.21383333333333
OR6S1	0.4765
FAM122B	-0.9
ZNF551	-0.88975
HBQ1	-2.6455
GEMIN6	-0.12425
ARSK	-1.61925
RBP7	3.69316666666667
CPNE9	0.2545
DSC1	0.37
LOC730112	-0.86825
MAP2K4	0.37575
HS3ST5	-1.611
EPB41L3	-0.3505
TEKT2	-1.6105
CDKN2B	0.62025
ZNF480	-0.48425
MAP3K6	0.3987
MAP6	0.899333333333333
HN1	0.2207
OR2L13	-0.187
SLC16A11	0.19075
FAM96A	-0.69675
APOL1	-0.0725
C5orf32	0.0625
RTP1	-0.438166666666667
RNF175	-1.296
ZBTB41	2.0115
AHCTF1	-0.0496
SAE2	-0.4759
ITGA2	1.17808333333333
MME	-1.72133333333333
CCDC14	-1.52775
MAST4	3.08128571428571
KRT33B	-0.4225
KCTD2	-0.109166666666667
WDR26	1.09475
MFI2	-0.76775
NR4A3	0.1435
ARSA	1.65625
UNKL	-0.154333333333333
SULT6B1	0.1075
CCNA2	-1.87916666666667
SOX15	-0.4975
PPAPDC1B	0.22125
C19orf44	-0.3105
MCAT	0.283083333333333
ARID1B	0.0145
OR52N1	-0.1475
C12orf48	-0.93375
MAGI1	1.624625
NIPA2	-0.14325
GBX2	-1.8985
RSHL3	0.375875
RAVER1	0.0221666666666667
C15orf17	-0.51175
SLC30A2	0.12725
ZNF518	-0.59
PCYT1B	-1.93125
C10orf114	-0.138
EIF3H	-0.225083333333333
SLC25A39	-0.249166666666667
KIF1B	-0.323
AMOTL2	0.41475
C6orf120	0.62775
PSRC1	-1.92425
PLA2G10	2.472375
KIF5C	1.389625
MRPL37	-0.4985
C17orf62	0.232833333333333
C9orf135	-1.6075
DUSP10	2.1445
CLCNKB	0.2215
PSMA5	-0.576125
C8orf53	-0.15625
AMPD3	0.779666666666667
PIAS1	-0.46475
ADCYAP1R1	-0.132
GYLTL1B	0.6365
CDH20	0.1465
FBXO7	0.10525
TMEM134	1.6755
FLJ14213	0.355333333333333
ZNF3	-0.066
LRRFIP1	0.258708333333333
CNOT2	0.0353333333333333
ABI3	2.25375
ALDH5A1	-0.1315
HNT	1.9512
SERPINA4	-2.84325
TK2	1.12025
STMN1	-0.312777777777778
GUCA2A	0.172
GALNT10	-0.613142857142857
DPP6	-0.85645
C9orf93	-0.011375
PRELID2	-1.018
STK39	0.57275
SFTPA1	-2.0085
CKS2	-0.82
RHO	0.17325
C20orf135	0.194
XKR3	-2.374
CR1	0.661875
RPS6KA2	1.11785714285714
C20orf112	1.48075
MRPL22	-0.11425
C4orf23	1.09066666666667
GADD45B	1.93575
KLHDC1	1.61416666666667
C2orf48	-1.6905
ZNF287	-0.832
DAAM2	-0.55325
DPPA2	-2.78616666666667
TCTN3	0.154833333333333
DNAJB11	0.0145
FPR1	2.39325
DEFB4	0.039
PTCD2	-0.4186
SMOC2	3.7055
CABP7	0.4315
SERPINB11	0.224
MAGEF1	2.235
NDE1	1.02483333333333
ITGA10	0.4995
FSHB	-0.179
ANXA2	0.445375
HORMAD2	0.189
HLCS	0.70275
MCF2L	1.75933333333333
FH	-0.01875
TBC1D24	1.311
KIAA1505	0.9815
LGALS2	-2.208
CNBD1	0.023
SYNPO2L	-0.6555
PTPN23	0.801857142857143
C1orf183	-0.916
MAGEA8	-2.9855
DGCR8	-1.109375
GSR	-1.88575
PAQR7	1.001
ZNF676	0.416
CACNA1C	-0.1182
SP7	0.517
PDCD6	0.6165
NRN1L	-0.0685
BRI3BP	0.783666666666666
KIAA1183	0.3885
ASB4	0.099
CCL23	0.9499
OBSL1	-0.09575
SLC12A7	2.29616666666667
KIAA0240	0.877
CD1B	-3.1025
FCGR2A	1.274375
MDC1	-0.9395
HTR1A	-0.150833333333333
OCEL1	1.3855
ATP11B	0.62125
FBXO34	0.2825
PCDH12	4.056
RPE	-0.48225
C17orf74	0.078
CSDC2	0.0943333333333333
PET112L	0.0445
TMBIM1	1.521875
P2RXL1	-0.4405
TCHP	-0.525
TRMT1	-1.09283333333333
F2RL2	0.376416666666667
LRRC32	3.20683333333333
IMPG2	0.3705
BGLAP	-0.69175
LOC493869	-2.35125
MRAS	2.051625
SLC35F5	0.75475
CBWD1	1.5
AXL	-1.893625
ATP2C2	3.7745
TELO2	0.133
PNPLA3	-5.15925
PCDHB14	0.169
CD276	0.8215
KRT80	-1.502
DUSP28	1.1885
CSNK1E	1.34416666666667
SRP14	1.0715
KCNQ4	-0.0345
KRT72	-0.0761666666666667
CCDC117	3.676
C6orf89	0.362333333333333
TUBB2B	-2.92516666666667
RTN4IP1	0.018
CR1L	-3.9505
CEND1	-0.028125
C12orf41	0.168333333333333
RNF31	-0.0335
UBN1	0.529166666666667
C17orf32	1.159875
SLC5A7	0.01125
GPR92	-0.318333333333333
ESAM	2.8552
CTNNA1	0.892333333333333
HRBL	0.00750000000000001
CBX4	2.697
TMEM182	0.08
SH3TC2	0.5965
IL10	1.02366666666667
PXMP4	2.3735
RNF167	-0.0979
PAK7	0.456
ETV3	-0.335
ATPIF1	0.338166666666667
LOC554207	-1.91183333333333
OR8H1	0.09125
WDFY3	1.43075
DPM1	0.48025
GPSM1	-0.1845
WDR92	0.2204
LRP1	-0.2975
ANKH	-1.267125
THUMPD3	-0.3275
POLR1B	-0.678
OLFM4	2.90616666666667
RAD9B	1.78075
TSPY2	-3.806
PAX6	-1.935
SCG2	-2.504125
SLC17A6	0.26
FMO3	3.007
PADI4	-0.1075
TUBB4	-0.073
NLK	-0.0655
POU4F3	-0.5895
SDF4	0.1695
ITGBL1	0.917166666666667
NETO1	-1.5595
TAP2	-0.24775
ABBA-1	-0.307333333333333
GNAI1	-0.25125
VPS4B	0.80925
NOPE	-0.6622
GALNT6	2.84616666666667
SESN1	-0.635875
GBE1	-1.996
CLASP1	-0.073
RASGEF1B	0.866
ACOT11	0.684142857142857
AFAP1	0.7775
OR2H2	0.12875
DPY19L2P1	0.25475
DZIP1	-2.4585
SEC22C	0.732333333333333
GPR161	-1.03358333333333
RNF146	1.5795
WDR74	-1.196625
GALP	-0.624
PURA	0.578
DNPEP	1.12416666666667
RP11-78J21.1	-0.78825
ERBB2	3.8505
FANCM	-0.759583333333333
NEO1	-0.170666666666667
DDX3Y	-5.2647
RPS3A	-0.42
MXRA7	-0.416285714285714
LGALS3	-2.66766666666667
GLT8D1	0.6075
CFL2	-1.17283333333333
UPB1	0.54175
NAP1L5	-0.205625
CLDN14	-1.68175
DHX38	-0.31475
BTBD1	-0.26375
TARS2	0.505833333333333
ABCF1	-0.2287
FCF1	0.617833333333333
LRRC49	-0.902
GUCY1B2	-1.64
C1orf177	-0.138333333333333
SMARCA4	0.0900714285714286
LRP8	-2.14283333333333
TAGLN3	-1.16975
MRPL14	-0.00125
TTRAP	0.51375
ZDHHC20	0.029
NFE2L3	-0.79525
KIAA1377	-0.040375
PALMD	0.8937
TMEM43	0.082
TTL	-0.903125
STAT5B	-1.172
SSB	-0.589
OR10H5	0.529
SLC22A13	-0.27125
AKAP3	-0.85825
TIMM23	0.396166666666667
OAS2	0.982083333333333
KIAA0423	1.89925
TRIM11	1.62183333333333
GLIS3	0.45075
TMEM50B	0.483666666666667
ARHGEF4	-2.347875
DEGS1	0.426090909090909
TBL1XR1	3.78813333333333
G6PD	-1.5635
SP140	-0.6306
MUC17	-0.0223571428571429
NUDC	0.3853
DNAJC5B	1.17433333333333
SCARA3	-1.581
CPA3	6.07916666666667
BCAT2	0.7505
MFN1	1.7345
NRG3	0.625
SNX11	0.10225
PLEKHH1	-0.1245
GPR177	-1.67483333333333
HCFC2	0.1425
TCAP	1.8795
MOCOS	-1.92125
C14orf93	-0.2285
PRDM10	-0.359166666666667
SLC16A4	-1.04291666666667
SRGAP1	0.4845
VIP	0.9295
DUSP27	-0.0861666666666667
LILRA1	0.5502
MC2R	0.2515
MGC24103	-3.2025
MBTD1	-1.207
FUT11	-0.450166666666667
USP33	0.4861
C15orf39	-0.3795
MAP3K12	0.634625
PAAF1	-0.270833333333333
BARHL1	-0.182
FLJ16165	-0.253
PIWIL2	-2.77625
SYNE1	-0.223416666666667
CMTM4	0.598875
TSPYL1	1.4266
GUF1	-0.585166666666667
TMEM157	1.958
WDR44	0.34775
HIST1H3C	0.557
DKFZp666G057	0.366
RNPEP	1.5115
GAS2L2	0.0798333333333333
ADH4	-5.18475
GRPR	-0.133833333333333
FBXL17	0.06925
ZBTB10	1.61441666666667
Gcom1	0.026
HTRA1	0.4239
ZNF585A	-0.1225
SLC26A2	-0.787785714285714
OTOP3	0.256333333333333
WISP1	1.90388888888889
ATP2B4	0.338416666666667
FLJ10769	0.21575
CRAMP1L	0.9115
CHST12	-0.55075
RAB22A	1.32008333333333
TARDBP	-0.188857142857143
STAU1	0.69375
CRB3	2.39483333333333
MIG7	-1.5665
CHMP1A	0.364166666666667
ZNF160	-0.042625
B3GALT6	0.527875
BARX1	-2.133
C6orf167	-1.0165625
NXNL1	0.1505
DHX29	0.401625
HADHB	-0.342
PLXNB2	0.963875
ILDR1	-0.4995
SLC15A3	1.5835
GAS2	-2.65366666666667
C20orf69	0.01875
NUMB	-0.9795
TNIP1	0.485875
MESP1	2.32966666666667
PSKH1	0.5875
NSFL1C	-0.107375
RHOG	0.01525
HEY1	-2.679
KNG1	-2.1315
ITGAX	1.7762
LIN9	-0.249166666666667
CANT1	1.20525
XRN1	0.143071428571429
CCDC96	1.3959
HEATR6	-0.223833333333333
GNG7	-0.52125
RUNX2	0.02875
SOX1	-0.0753333333333333
FCRL5	0.3941
ZNF99	0.808375
FAM9A	0.0465
SNX22	0.570166666666667
MBNL3	-1.6795
ODC1	-2.4946
ADORA2B	-3.05483333333333
NR2F6	1.469
ZFYVE16	0.824388888888889
SYNJ2BP	1.0676
POLE	-0.66225
E2F2	-0.915625
THRA	2.8745
PTGES2	-0.2775
HIP1R	0.00683333333333333
TMUB1	-0.4415
ENO3	-2.14175
RSPH10B	-0.6575
CXorf39	1.015125
IRGC	0.19225
GPR109B	-0.457
FLJ13305	-0.1035
LCE3A	-0.4505
TNFRSF18	0.963666666666667
DET1	-0.1235
TRPM3	-0.259166666666667
C16orf79	-0.86
FECH	0.911666666666667
RAP2A	-0.165
CRIP1	2.85066666666667
AZIN1	-0.17125
SLC7A7	2.36525
IL10RA	0.6299
TMEM64	-1.00675
CDC42EP4	1.427
C16orf58	0.4846
ARG2	-3.5145
POU5F1P4	-5.02475
FAM62B	0.20675
DNAH8	-2.2539
ASH2L	0.088625
TSLP	-4.01866666666667
CNTNAP5	-0.0956666666666667
TMEM16C	2.037
IFNA14	0.7665
SLC1A3	-0.148875
CABYR	2.22875
BCL7B	0.3685
NUDT13	-1.68633333333333
C13orf28	0.08675
C1orf53	-0.4155
ARL6IP4	0.0238
RPL35A	-0.55525
EMR3	0.28475
RAB40C	0.896666666666667
SLC41A1	-1.509
LRCH1	-0.24325
LY6G5B	-0.6085
FAM124A	-0.0977857142857143
MGC10981	-4.14066666666667
CLIP3	-0.412
MAP4K2	-0.0311666666666667
CHIC1	0.539
SULF1	2.80083333333333
C20orf30	1.37992857142857
PRDM5	-1.14325
ELOVL1	0.8475
C11orf48	-0.536125
SLC39A10	-1.1415
KCNV1	-0.2435
ACP1	-0.011
ZMYM2	-0.28375
B3GNT6	-0.0275
C9orf69	0.368
C2orf15	1.68675
C20orf166	0.222
HSP90AA6P	0.2225
EDG7	-1.336
NEURL	0.55275
LPL	0.643666666666667
CLEC2D	-0.0484285714285714
GRRP1	1.7955
CD8B	-3.5588
HIST1H3D	0.9845
SLC6A12	-0.05825
FAM27L	-0.1735
CD84	1.8903
RASA1	1.2655
PHKG1	-0.3195
MAGEA11	-1.4985
IMPA1	-0.2923
NPM3	-2.495
RARRES1	2.35575
SH3BP1	-0.271375
B3GNTL1	-0.253
ARPC5L	0.410666666666667
KLHL26	0.569
SIM2	-2.11175
GJC1	0.297
C20orf194	-0.337
EXO1	-1.574
SLC2A2	-2.382
LOC285074	-1.142
LRG1	-2.101
KIRREL	0.1335
PIK3R1	0.0217857142857143
C4orf34	2.93125
MAF	-0.951722222222222
ADCY4	4.15233333333333
ZMIZ2	0.6506
SLC46A3	0.794166666666667
STAMBP	0.230333333333333
CCDC16	1.41975
MS4A12	0.4075
TCF20	0.09475
LRRC46	1.70775
C20orf152	0.82225
MRPS6	-1.16075
ABCB11	0.3265
KCNC2	-0.203833333333333
CDH19	-2.2785
C9orf123	0.306
SSH3	2.513125
LDLRAD1	-1.68525
CCBE1	-0.658
ZNF135	1.766625
TAAR1	0.266
WFDC12	0.1595
CCDC42	-0.155
FLJ12529	-0.42275
PER1	-0.515333333333333
TIMM50	-1.108
SMARCAD1	-0.0226666666666667
FAM26C	0.1645
TP53TG3	-2.80933333333333
SH3RF1	1.4706
LMCD1	0.81425
GPR63	-0.304
FLJ21986	-2.498625
AIFM3	-1.167
MICAL1	0.0165
BLZF1	0.675333333333333
IQCA	-0.306
PCDHGC3	-0.1365
SAC	-0.00624999999999999
BCL6B	2.82083333333333
DDO	0.685
MARCO	2.5465
DCHS1	0.609833333333333
C1orf170	0.439333333333333
CD200R1	0.994
C22orf15	-0.7985
SEPT11	0.694666666666667
ADNP	0.8505
UST	-2.6684
C13orf34	-1.54683333333333
RFFL	1.29557142857143
APBA3	-0.218
C2orf60	-1.39
CUTL1	0.4015
PMS1	-0.4975
ZNF689	2.3475
EIF3E	-0.969833333333333
IL9	0.379666666666667
RPL31	-1.349375
LY9	0.357
ATP2B3	-0.10075
KDELR2	-0.162375
TFCP2	-0.7265
NLRP12	-0.00275
FLJ45422	-0.5545
TLE4	-1.8553
ZNF570	-0.5265
FLJ43806	-0.538
TLK2	0.666
CIR	0.717
MARS2	-0.154
COL24A1	0.74475
SDF2L1	-1.6835
HIBADH	-0.398666666666667
IGFBP3	-2.921
C12orf23	0.082125
PSPC1	-0.14525
C20orf43	0.599
TRAV20	0.185
ARHGAP24	0.913
KIAA1975	-1.38875
C1QA	3.2667
DNTT	-4.843
C10orf6	-0.101666666666667
C11orf41	-0.261875
HNRPF	0.175
COL11A1	4.57016666666667
UBAP2	0.251166666666667
CDKN2AIPNL	-1.0545
C20orf174	2.64975
SPRED2	0.74575
PLA2G12A	0.1455
ICEBERG	-2.0115
SCN10A	-0.3465
C11orf65	0.82575
GBP5	3.52725
PITPNC1	-1.5955
POU3F3	0.141
NCOA7	0.0345
LIN7C	-0.0805
LOC348840	-0.623
NKX2-2	-2.976
ANKRD13D	1.32775
LOC123688	-2.22125
FUT2	1.92683333333333
TAAR8	0.4425
FZD4	-0.0979166666666667
PNMA3	-1.706
OR4L1	0.591
WIT1	-3.1315
EXOC3L	1.8605
ATPBD4	0.2161
KRBA1	-0.153
UBXD6	-0.59
HOXB7	-0.844285714285714
C7orf23	-1.5255
UNQ338	-0.69975
STAB2	1.46625
CDC20B	0.19775
IRF9	1.21225
CENTG1	0.31125
TNPO2	-0.53225
MCPH1	0.546375
BMS1P5	-1.447
SLC26A7	0.54975
HIST1H3J	1.0235
C9orf3	-0.552
LBH	0.91225
MYO1D	1.849
PTDSS2	-0.1165
NFU1	0.64425
DEPDC4	-1.33375
WNT7B	1.5982
GLP2R	-0.301666666666667
SETD4	-0.3002
DYNLT3	-0.2627
FKBP11	-2.26566666666667
SESTD1	1.06283333333333
FLII	-0.12825
RPS16	-1.3912
CHPF	-0.332
CSNK2A1	-0.596333333333333
SUMO1P1	0.36225
FKBP6	0.442
ZNF214	1.44983333333333
TWIST1	2.61883333333333
DDX56	-0.295166666666667
TRAM1L1	2.7906
EPO	-3.39216666666667
MRPS18B	-0.277
ZNF682	0.996833333333333
RPL14	-0.327666666666667
MAFF	0.737
LOC51136	0.080375
LY96	-0.86775
DDX20	-0.892
ABTB1	1.353
ARL5A	0.1862
CCT6A	-1.22525
HEPACAM	-1.28483333333333
EHHADH	0.335833333333333
RBAK	0.347666666666667
CGB1	0.05675
ITGB5	0.0163
YIPF3	0.43075
FKBP2	0.35025
NR1D1	0.1444
TMEM110	0.5795
NEK2	-0.103333333333333
PRAMEF8	-3.55375
C20orf52	-0.342666666666667
PCDHGA3	0.7935
VWA3B	0.2635
NDUFA5	0.254875
THAP9	0.3535
FLVCR2	-0.489833333333333
AP1S1	-0.83575
SMAD6	-0.85425
SAV1	-0.057125
SAT1	0.273625
ZNF251	1.081625
ADAMTS7	-0.1136
RPP38	0.60225
C1orf211	-0.793
YPEL2	0.91745
RBMS1	-0.32875
ZNF445	0.181833333333333
NRXN2	-0.185
PGBD4	-0.26925
UGT2B28	-2.91675
WBSCR16	-0.4498
NLRC3	0.476125
ASTL	0.228
ST6GALNAC1	-1.9325
ZADH2	-0.314625
MLLT4	0.886083333333333
ARL6	0.264
MEF2C	1.14325
CBFA2T3	-2.74
AFF3	3.44314285714286
COG7	0.390833333333333
MYB	0.549666666666667
PLXNA3	1.181
XRCC2	-0.994666666666667
MMS19	-0.8605
ST8SIA5	-1.145875
CHPT1	4.4065
KIAA1712	0.000125000000000014
OR6X1	0.429
ACTR3	0.426125
UGCG	3.61766666666667
OR4P4	0.1705
ZAP70	-3.085
LPP	-0.02975
ZNF485	-0.91925
PTPRCAP	-0.11425
IL12RB1	0.45575
ATRX	0.8061
CHST8	-2.8445
C14orf109	-0.168
ARV1	0.8185
NMB	-2.25971428571429
COX5A	-1.298
EIF6	0.1555
MPPED2	-0.5645
SEMG1	-1.4735
CHRDL1	-0.1285
TRAF3IP2	-0.2425
WNK2	-0.2435
LILRA4	1.5625
LAMA2	3.31825
PXT1	0.5295
RLBP1	-3.40875
CD300C	0.65875
SLTM	-0.2035
FLJ10404	-0.3754375
APOBEC3D	0.547
RENBP	0.513333333333333
ATXN7L1	-0.08675
NID1	0.634
TUBGCP3	-0.51175
ITIH5	0.154055555555556
CCDC110	3.473
C8A	-3.23675
MGC87042	0.41475
HOXC13	-1.60275
TFDP2	-0.674
HCP5	0.629375
POLI	0.98225
UCN	0.0638333333333333
ZNF764	1.1395
C8orf45	-0.3165
FHL3	-0.31925
SPATA5L1	-1.47725
MMRN2	3.11066666666667
NDST1	0.820166666666667
COL20A1	-0.465833333333333
ZNF248	-0.154
PELP1	-0.533
MBL2	-2.996
RNF41	0.801125
C5orf24	0.74275
THOC5	0.11625
SERINC3	0.947916666666667
RP11-151A6.2	0.9435
CDCP2	-0.03975
HIST1H2AA	1.164
C11orf75	-0.829
FKBP7	-0.70175
DDOST	-0.317
GPNMB	-0.0896666666666667
TTF2	-1.73383333333333
KCNT1	-0.006
SLC39A14	-0.6435
NGRN	0.6464
GPR137B	2.62225
MECP2	0.105125
PSMA1	-0.2475
C16orf73	-5.39375
TMEM60	0.678166666666667
CSN3	-0.1125
NOS1	0.451333333333333
RAB7L1	-0.217333333333333
YBX2	1.2865
KIAA1166	-1.248375
FUBP3	0.794833333333333
ABCG1	-0.0835
ACACA	0.6215
ARL11	-0.0963
ATOH1	0.011
ODF1	0.202166666666667
CREB3L3	-1.98816666666667
TMEM127	1.60621428571429
DSCAML1	-0.753
PLN	3.14766666666667
LYPLA1	1.49716666666667
PRDM9	-2.1305
SASP	0.16875
PLUNC	0.00333333333333334
INTU	0.54275
HISPPD1	0.24475
LNPEP	-0.179166666666667
YARS2	-0.664166666666667
APCDD1L	-1.5795
ZCCHC4	-0.2561
FBXO22	-0.6715
TTLL13	-0.2835
ZNF669	0.879833333333333
PTGDR	1.9225
DDX27	0.52275
KIAA0409	-0.473666666666667
GJB6	-0.0105
ASB8	1.034
PLP2	1.1835
MEPE	1.0025
OR10J5	-0.2025
KRT222P	0.71725
COQ7	0.390333333333333
C1orf101	1.13825
RERG	3.2984
CHMP5	0.96725
THAP11	0.760875
ZNF43	0.909833333333333
ZRANB3	-0.604333333333333
KRT13	-0.777375
MRPL19	-0.542625
RBBP9	-0.216875
SPATA17	1.4565
BXDC5	0.391666666666667
PAFAH1B1	-0.358166666666667
MAGEE1	1.01275
OSTF1	0.49525
KIAA0323	0.176833333333333
TXNDC13	0.774166666666667
CNTN4	2.297625
LCE1B	0.0385
UNQ501	0.87025
ZNF154	0.3745
C3orf64	0.45525
SYT5	-0.0315
PON1	-0.0902
FLJ10357	-0.69625
ATP4A	-1.536
GNPDA1	-0.473833333333333
MGAT1	0.362666666666667
C14orf121	0.08925
SLC35B2	-0.3065
MIER3	-0.0545
CHEK1	-1.812
ZNF8	-0.370333333333333
TXNDC1	-0.706833333333333
CKB	0.375
RTN3	0.4365
FZD2	-2.32933333333333
PART1	-0.49325
PSMB6	-0.398
PCDHB8	0.4265
PHC3	0.9405
PPP1R8	0.3105
NOVA2	2.04633333333333
TNFRSF11B	-4.131125
GOLPH3	1.128
UBLCP1	-0.28975
SUHW3	-0.86675
TTLL1	1.61825
OPN4	0.6055
OR13G1	0.121
ZPBP2	0.0876666666666667
HSD17B11	-2.37975
C9orf50	0.3625
DHDDS	0.474357142857143
CTSW	1.2574
NEFM	-2.42016666666667
MRPL28	-0.41375
SYN1	-0.0321666666666667
PIGV	1.0505
ZIM2	-1.21225
APBB1	-0.9795
SND1	-0.8165
C1orf123	0.0968333333333333
CHD3	0.38175
BHLHB8	-0.0235
RNASE2	0.334833333333333
BCAP31	0.438875
SLC25A44	-0.00350000000000002
CHD6	1.1923
PIB5PA	2.33915384615385
SELS	0.02375
LOC541471	-1.29675
FAT2	-0.116
ZNF81	0.2535
OR4C16	0.219
FLJ10081	0.4731
LRRC4	1.17
CS	-0.637333333333333
N4BP2	0.28575
IGFBP7	2.64525
ZNF318	-0.31875
NDNL2	0.3015
ZNF609	0.580625
SIRT4	-1.06575
EXOSC10	-0.45925
ECE2	0.1705
OVGP1	0.3455
GTPBP3	-0.3635
PACS2	0.6951
C19orf36	-0.742666666666667
ARL4C	-1.00325
ATG4B	0.120625
UBQLNL	1.29
RHOXF2B	-1.5675
PLEKHG2	-0.831
GALR1	-0.741
AQP4	0.286166666666667
HDAC7A	-0.191
DCUN1D3	0.66025
OR8A1	0.0225
CCRN4L	1.961
CBR4	0.0456666666666667
KIFC1	-0.729833333333333
SLC7A14	-1.48916666666667
LHX5	-0.876
TRPC7	-0.529
LPXN	-1.66
SERPINA1	-3.183625
RPS13	-1.1942
BPIL3	-0.222
PRKAA1	-1.3735
FADS2	-1.6228
ENAH	0.979875
PRO1768	-0.218
APBA2BP	1.6415
LIPH	1.804
C3orf33	-0.76025
RCC2	0.114928571428571
ALDH1A2	-3.5424
RNF103	2.32375
AHCY	0.84025
ALG12	0.3315
CCL17	1.31375
ZNF543	0.6705
ESRRG	0.9737
CNGA1	-0.6685
