Hybridization REF	TCGA-A2-A0CW-01A-21R-A115-07
TSPYL6	-0.32575
EVPL	1.44483333333333
PVRL4	3.00183333333333
C2orf30	0.11125
ITIH4	-0.98025
ADARB2	0.6565
C1orf104	-0.0325
PIM2	-2.40908333333333
REGL	-0.1695
SLC17A5	0.209
PIPOX	-1.772
INSIG1	0.2085
SYNGR1	-0.08725
TEX15	-3.38866666666667
REPIN1	0.321833333333333
PDE4A	0.1327
CAPZB	-0.2025
YPEL3	0.923625
C14orf100	0.1385
GINS2	-1.1315
C18orf21	0.5905
CYP1B1	-1.053875
VISA	-0.2385
XYLT1	-1.3139
ZNF440	0.02975
BRWD1	0.506928571428572
GOLPH3L	0.4625
C11orf77	0.98425
ZBTB17	-0.47225
SLC19A2	2.02575
C6orf134	0.6885
C9	-0.097
ART5	-0.016
ARTN	1.03533333333333
TMTC2	3.064
GNRH2	0.28125
STEAP1	-2.5769
RPL39L	0.576166666666667
FLJ10292	-1.06016666666667
RLF	-0.961
NAT14	0.2245
RRN3	0.54975
C11orf16	0.3585
C3orf14	1.08375
TEX264	0.3155
C22orf28	-0.513125
C20orf175	-0.07575
XPNPEP2	0.157
PDE6A	-0.46125
SPIB	0.59925
TBCB	-0.116666666666667
SLC5A11	-0.38875
ADRA2C	0.852
DHCR24	0.619916666666667
MEF2D	1.142625
C6orf114	-0.916
ZPLD1	1.451
MYO1B	0.707583333333333
VAMP8	2.485875
ANKRA2	0.77925
C11orf42	0.553
TAS2R60	0.3175
PANX1	0.97975
C12orf42	1.32916666666667
RCBTB1	-0.073
FGL2	5.501
CEP70	-0.192375
WASL	0.7885
SEPT14	0.4565
DCHS2	-0.02475
CYBA	1.9185
ARHGAP11A	-1.80316666666667
MPZL2	-1.9635
KIAA1881	0.0213333333333333
ANXA1	-1.7962
AFF1	1.0018125
FRMD3	-1.763
SUSD5	-0.9215
C9orf32	-0.3425
RASSF7	1.752875
KIR2DL2	0.0625
SENP1	-0.217166666666667
C20orf195	2.5535
C3orf44	0.30175
KRTAP9-3	0.328
ZFP28	1.398375
PLCB2	-0.0565
TXNDC15	0.1555
CALR3	-0.51975
HLTF	0.502571428571429
C17orf67	-0.8615
NDUFA6	0.472
PKP1	3.3045
HMG20B	-0.178
GPR180	0.1351
BAI3	0.11825
NOSIP	1.0716
TRIM23	0.631
ARL1	1.30107142857143
CDK5RAP2	0.02625
SSH2	-0.529666666666667
KCTD15	0.06975
FTHL17	0
AK3	-0.418666666666667
RAB3C	-0.30825
PAX4	0.12975
KDELC2	-0.5645
BIK	3.47783333333333
KIAA1553	-0.228
CEP135	-0.4205
NANOG	-3.93533333333333
TRIM22	2.654
CDH13	-2.44416666666667
B4GALNT4	-0.13175
MDGA2	-1.403
SAMD3	2.0945
OR1E1	-0.061
TAS2R10	-1.1085
FASN	0.62075
GPR116	2.6386
ZNF219	0.591333333333333
CD33	-2.032
RAB3GAP1	0.92975
H1FOO	0.3385
NXPH3	0.37975
CROCC	-1.25166666666667
GPX7	-1.487
BASP1	-0.418
STAM	-0.462
TBK1	0.21075
STX2	-1.13583333333333
RPL29	-1.013
NR1H3	1.41725
MPPE1	0.33775
PHACTR3	-0.18175
SLC44A2	1.34025
C10orf109	0.74825
CLCN6	-1.819
C16orf59	-0.45925
SQSTM1	0.511333333333333
AADAC	-0.72575
LRRC8C	-0.7665
BIN3	-1.6843
HPS6	1.3565
MAN2A2	-1.3942
GABPB2	-0.20475
KCND1	-0.50525
PTPN11	0.3225
ZNF274	-1.1955
ATF3	-0.804333333333333
C7orf26	-0.31525
C1QL3	0.155
WDR54	0.281166666666667
FLJ40869	0.389833333333333
ZNF397	0.532
MLL	0.2458
TTLL6	-0.3965
ANKRD15	-3.0245
KIAA1958	0.3515
C1orf218	1.893125
ZDHHC16	1.72725
DDX47	-1.2655
EVI5L	-0.138833333333333
GDF6	-6.06225
TAPBPL	1.41916666666667
BTG1	0.2254
DPP4	-1.018375
KLHL23	-2.12
APOC3	-3.79975
BTBD12	0.246833333333333
CNOT4	0.413375
HIST1H3I	0.470833333333333
OR5H1	0.2085
APEH	-0.205625
TRY1	0.0278333333333333
SLC26A8	0.120333333333333
KCNA2	-0.758833333333333
TMEM159	1.454625
C6orf81	-1.33416666666667
PCYT1A	0.514833333333333
C6orf157	0.08975
BRMS1	0.65425
CHST1	1.54733333333333
LGALS1	-0.779625
TAF1B	0.2415
FLJ40504	0.914
GPR173	0.562
COL15A1	0.0165
CASP10	-0.123357142857143
PCMT1	0.658785714285714
HDAC5	-1.0068
LOC641367	1.206
EVC2	-0.97175
SGPL1	2.38316666666667
GON4L	0.920642857142857
AFG3L2	-0.6985
C5orf15	0.258666666666667
UBXD1	0.1986
LILRB4	0.968333333333333
GSTA4	-0.0715
ADIG	-0.19
GRIPAP1	-0.32125
HIST1H3B	-0.276666666666667
BTRC	1.36883333333333
USP49	-0.5645
IQCH	0.00900000000000001
ACBD6	-0.1865
YEATS2	-0.9385
CABP5	0.1385
TRIM3	1.5185
HNRPM	-0.48775
FGG	-4.8629
C18orf16	0.021
CLEC2B	-0.84625
PQBP1	-0.369833333333333
JTB	0.4785
REST	2.03166666666667
SLC8A3	-0.858666666666667
TMEM16H	-0.3065
MRPL47	0.547
EVI1	1.3354
MUC1	-0.24525
TEAD3	0.681375
STOML1	-0.588375
USP24	-0.5434
PNMA5	-0.4075
MAEL	-0.203
LBP	0.3247
HSD17B4	0.668375
SEC31B	-2.70125
IDH2	0.3745
SFRS16	-1.0835
AICDA	0.7605
RNF180	-1.16775
C1orf56	0.0568333333333333
FLJ10324	-2.20533333333333
GPR148	0.2515
MEF2A	-0.1045
ASF1B	-1.50183333333333
HTN3	-0.3135
RNF215	-0.06475
SLC4A3	1.189
ADAMTS9	-0.9513
C9orf66	-0.800166666666667
FOXD3	0.6955
GSDM1	0.4875
IFITM5	0.8725
PODXL2	0.354333333333333
C1orf176	0.48525
RPS3	0.07025
hCG_2004593	-0.314625
COL21A1	0.5465
NTNG2	0.1895
RAI14	-0.907
P76	1.21975
LRFN3	-0.0415
FAM14B	-1.302875
FKBP14	-2.20675
TNNI3	1.26716666666667
HOXB3	1.184125
SGCB	-1.046
PPAPDC3	-0.857
FRAT1	1.4485
MORN1	-0.3975
ARHGEF2	-0.33025
BNIP2	0.166
DHX30	-0.934
EEFSEC	-0.4145
FGF20	1.014
FLJ38973	1.5635
PLCH2	-0.291333333333333
CCNG2	0.986
PSPN	0.0145
WDR88	-0.4935
HOXB13	-2.96425
MTMR8	-1.062
SPAM1	0.2855
PPP2R1B	-1.0545
TANC1	0.5795
CNN3	0.2612
CHGA	4.080375
C9orf128	2.4045
CACNA1B	0.6905
MMAB	-0.4872
RHOA	-0.23575
RAPGEFL1	0.413
SLC1A5	-0.995
CALCA	-0.22975
SYCP1	0.35675
CXCL11	6.442125
GFI1B	-1.3035
PSCD1	-0.586666666666667
C11orf58	0.542833333333333
MGC45438	-0.946
NUDT18	0.936166666666667
ASB3	-1.21816666666667
ZP1	-3.1655
LPPR2	0.0587
ZNF527	-0.00466666666666668
ZNF771	0.552125
TTBK2	-0.8615
TRIM55	-0.59425
GJB3	0.068
PRSS35	-0.277
SCRG1	-1.7245
ZDHHC24	1.4175
DUSP26	-0.8055
C1orf51	0.313125
DNAJC3	0.5635
LITAF	0.977875
ZNF410	-0.47125
AFP	-4.933
ZW10	-0.14075
PHOX2B	1.064
VILL	-0.1225
ELOVL7	1.00925
LOC644186	4.3095
PPP3CC	-1.782
CHST13	-2.13175
WDR40B	0.411166666666667
MEA1	0.44675
HILS1	-2.006
DLX6	-1.005
NKG7	2.00466666666667
EMP1	-0.78775
ACTR6	0.405
CHCHD7	1.45385714285714
COG2	-0.0069
TCEA2	-0.0485999999999999
TARS	-0.9065
FLJ20294	0.268166666666667
ZNF92	1.186625
TRAPPC2L	0.6066
ARHGAP28	-0.93075
CCDC109B	0.287
LGTN	-2.4535
INGX	0.588
LOC124446	0.23275
RPS2	-1.3255
C17orf75	-1.0575
NBPF1	-0.668
SLC2A8	0.761333333333333
SNRPE	0.6765
CARD6	-1.0235
IL13RA2	-1.357625
CUEDC2	0.05575
C4orf19	1.65875
AOC3	0.249
MTHFD2	0.301333333333333
OR5M9	0.424
C4orf38	0.764166666666667
SS18L2	-0.11275
OAS3	2.89533333333333
LARGE	2.03775
LRIG3	-0.022
LIMA1	-0.015
STARD3	-0.3795
VPS39	0.5095
CTAGE6	0.756
ODAM	-1.78675
MORF4L2	-0.61625
GSTO2	1.025
MTFMT	-1.1245
PRKAB2	-1.12935714285714
ZNF76	-0.742833333333333
HSPB2	2.781
CRB2	0.03325
KLRK1	-2.4755
LYST	0.315625
UBE2M	-1.63
SLC16A9	-2.864
ZNF281	0.97425
ST8SIA1	-1.756125
C9orf105	0.329
ANKRD46	1.255
FAM108A3	-0.398
C20orf91	0.09375
ZYX	0.0626666666666667
RSPH1	3.02
ZSCAN5	-0.35425
RIMS3	-1.908
KRT76	0.3385
CEACAM4	0.545333333333333
SIRPB1	0.1225
CFHR4	1.1135
SOX3	-0.534666666666667
GATAD1	-0.00625
C21orf57	-1.04975
TMC8	-0.591333333333333
AVIL	0.092
LMOD1	2.013
HIGD1A	-0.065125
NEU3	-0.123
DES	-0.430375
BZW1	0.7227
ZNF221	0.3785
CCDC27	0.76
GDAP1	0.00225
RBBP4	-0.4905
MGC40499	-0.74125
PHKA1	-0.9665
PRKAR1A	0.644555555555555
HSD3B1	0.20425
RAD52	-1.042
CD207	0.661
LOC389791	0.0865
RSPO1	0.238833333333333
TMEPAI	0.885875
MFSD2	0.466375
ETV4	-3.0345
SCGN	-0.9975
LOC391356	0.21125
MPP1	-1.698625
STARD3NL	-1.37275
TFAP2D	-0.026
CD2AP	0.58725
CCL20	-4.63083333333333
CCDC86	-1.3555
ZFP30	-0.1805
CTBP1	-0.71225
MAK10	0.822
STXBP5	-0.631833333333333
LOR	0.2822
MAP6D1	-0.878125
ARMC7	0.3555
TMEM150	0.6591
NSL1	-0.7605
KIF5A	-1.299
ASCC2	-0.684666666666667
PSENEN	0.8295
OPTC	-0.186
FCRL2	-0.749333333333333
KBTBD11	-3.682875
PCK1	-1.722625
CENTD3	-2.00775
MEGF8	-1.45175
ALPPL2	-0.26625
OBFC2B	-0.291166666666667
ZFYVE20	1.183875
GALC	1.33316666666667
CTRB2	0.37525
C20orf71	-0.357
TBKBP1	0.473333333333333
CAMLG	0.654625
TREML4	-0.469
RSAD1	-0.005
TUBA3D	0.0473
KIAA1833	0.9165
PNPLA1	0.7005
LRRC34	-2.19033333333333
CDH26	3.23016666666667
ZNF167	-0.044
ZBTB26	0.3992
VWF	2.9778
VTN	-1.07916666666667
BAD	0.738
PDS5B	0.507916666666667
ZNF644	0.660166666666667
SH3GLB2	-0.491375
SMPDL3A	0.3298
NRG2	-1.69325
IL15	0.858833333333333
GABARAPL1	-0.454666666666667
LAT2	-0.4552
SLCO1A2	-2.1105
LIG4	-0.861333333333333
GSDMDC1	1.459125
BMP4	-0.459875
METT10D	-0.057875
SYCE1	-0.15975
SPANXD	-5.5775
SLC12A9	0.816333333333333
MC1R	-1.5015
RNF168	-0.31825
TRIM69	0.778
GALNT7	1.43283333333333
ISG20L2	0.9475
KIAA2026	0.437
TNFAIP8L1	-0.273
DPY19L2	-1.23625
C12orf63	0.4125
PRDX5	0.94875
MED6	-0.58475
TXNDC5	-0.866625
CD46	1.30741666666667
CCK	-1.9115
C17orf48	-0.95675
ANUBL1	2.11725
SIT1	-0.858333333333333
TYSND1	1.1465
DEF6	-0.323166666666667
GLT8D4	-1.384
UTP14A	-0.206125
RPH3AL	1.3525
NXF1	-0.265666666666667
TRERF1	1.761
TUBB3	-0.5069375
SLC24A2	0.826
SEC22B	-0.347833333333333
ZNF653	-0.247
GGTL3	-1.85191666666667
CDKL2	1.17875
CTF8	-0.150083333333333
EPC1	1.682
CYP4A11	-0.167833333333333
THRSP	3.91516666666667
LELP1	0.411833333333333
TES	0.411
C17orf87	1.4025
FERD3L	0.13275
SH3TC1	0.101
RAB36	0.602
CRYGB	-1.0005
GRIA3	0.4211
BHLHB9	-0.80275
C1QTNF9	2.0935
GOPC	0.481
PNPLA8	0.435833333333333
ZNF444	0.712
FMO1	1.9955
POLR3C	-0.02875
SLC35F3	-1.762
SGCG	-1.84366666666667
DCDC2	-3.27933333333333
NANP	-1.34825
MGC23270	-0.5465
BEX4	-0.505916666666667
HYDIN	0.5062
RPS6KB2	-0.307
ADRM1	0.9385
BAT3	-0.0995
RAB31	0.0513125
SCGB2A1	4.505125
SLC6A14	-4.674
DDX4	-0.018
PRRC1	1.23016666666667
AP3B2	0.592333333333333
TRGV7	-0.1435
TMEM184B	0.88225
ADPRHL1	1.52116666666667
C21orf45	0.1165
ARNTL	0.250875
AADAT	-1.2675
CCL2	0.4335
SNTB2	0.9515
RGS9BP	3.4995
KPNA1	1.17475
TMEM41B	0.399
S100A11	0.54625
DOT1L	-0.718
EFHC2	-0.254875
CLTC	-0.0126666666666667
SRP9	0.5725
ZNF521	-1.745
FAM26F	0.19725
GPR88	0.3065
COL13A1	-1.49916666666667
CHMP4B	-0.2314
SIGLEC6	0.4715
NFAM1	0.348375
PVRL2	1.4532
ALKBH4	0.49425
CCDC93	-0.3994375
NXT1	-0.93175
KCNK4	0.1275
TROAP	-0.686833333333333
KCNA10	-0.10925
CCDC114	0.2595
RAN	-0.29075
LMTK2	-0.454
LOC400657	0.3015
UFC1	1.44175
UBE1DC1	-1.284
EEF1A1	-1.16272222222222
CHAC1	-0.2805
HMGA2	-6.0192
B3GALTL	-1.52775
ING2	-0.0865
C1orf109	0.029
INTS3	0.77
ZNF558	-0.43325
TRPM4	2.348
LTB4R	-1.3185
ISYNA1	1.096
LSM7	-0.58975
LRRC47	-0.71775
ZNF179	-3.30783333333333
EXDL1	0.351666666666667
SLC4A10	-0.946625
ACSS2	-0.1355
COPS7B	-1.564
KIAA0040	2.17233333333333
C1orf95	0.00850000000000001
AP1GBP1	0.40675
OR9A2	-0.315
FAM71C	-0.0713333333333333
RIN1	-1.19333333333333
ITGA4	-2.557625
DNAJC6	-0.621833333333333
CLOCK	0.825
SLC35A4	0.3995
DSG4	0.48275
LOC26010	-1.44
NSUN2	-0.38675
TMEM86B	-1.4075
C14orf135	-0.87075
KIFC3	-2.15333333333333
PHF5A	-0.361
NCAPH	-0.85125
STK11IP	-0.6155
FLJ42953	0.672125
CCDC19	3.604
ZNF329	0.02525
TAX1BP1	1.52183333333333
ZDHHC18	-0.758666666666667
C10orf88	0.1025
TMBIM4	1.2696
NMUR1	0.1815
KIR2DS4	0.648875
C9orf90	0.152875
MGC87631	0.9915
KDR	2.5563
ST3GAL2	-1.32575
RLN2	0.164833333333333
HPD	-3.666
MOXD1	-3.03533333333333
PDGFRL	1.02616666666667
SMYD4	-0.305785714285714
FAM103A1	0.655
MFAP4	-1.9325
LOC285141	2.1445
TMEM45B	-1.841875
SMCR7L	-1.11214285714286
GZMH	3.50225
CBLN1	-0.264166666666667
CNNM1	-0.856
PHF17	-2.66458333333333
NUP98	0.25775
RMI1	-0.62275
PTPRS	0.310875
ANKRD57	0.97025
CLDN15	-0.725833333333333
OR51A2	-0.3195
GUCA2B	-0.0555
DOCK9	0.75725
ITGB1BP1	-1.65916666666667
DLG2	-0.082125
BRAP	0.929
SESN3	-0.4295
ZC3H7B	-0.03775
FAM101A	0.479666666666667
FKSG24	0.66075
ZYG11B	0.024625
RFC2	-0.736
SH2D3A	-0.4245
DVL3	-0.51225
ADFP	-0.772833333333333
KRIT1	-0.1555
SERTAD3	2.16566666666667
LEFTY2	-3.79025
KRT27	-0.234
SCFD2	-0.3815
MN1	-1.99425
RORA	0.479
PTPRD	-1.03875
PIAS2	0.3035
CYP4X1	5.11733333333333
FBXL15	0.46625
MYH15	0.0903333333333333
CRX	-0.151666666666667
TBC1D13	-0.36875
SLC22A17	1.48616666666667
PLK2	-0.339333333333333
ARHGAP9	0.65225
EIF1B	-1.321
C20orf185	0.333
DEFA7P	0.625
PRIM1	-1.17383333333333
CRYAA	-2.23325
BACE1	-0.5335
AGTRL1	0.7895
ACAD9	0.312625
GRASP	-0.38525
RBP4	-4.01283333333333
TFB2M	0.5855
METTL9	-1.3141
ATP5O	-1.10725
SP100	0.5052
CPSF1	-0.5355
S100A4	-1.616
LIME1	-0.22625
GPR137C	1.69875
OR2A2	0.929
C2orf29	0.46
NUP188	-1.31275
SDPR	-2.90075
RAI1	-0.257
RPS20	0.2747
LAMB1	-2.334
ADM2	0.857333333333333
ZNF229	1.164
DKFZp434K1815	0.235875
EPN3	3.14016666666667
CLIC3	2.12925
MEIG1	-0.031
HMGB4	0.28625
STARD10	2.464125
KLF8	2.4915
EPB41L2	-1.14383333333333
JMJD6	0.00675
CTSL1	-0.4755
GPR27	-1.0375
ELAVL4	0.93
MMP21	0.2265
PPM1B	0.705375
SUV39H1	-0.6785
AAMP	-0.39275
TUSC4	0.007
MBD6	0.827
KLK13	-1.276375
FMNL3	0.241333333333333
TRIM13	-0.804916666666667
C15orf5	-2.3745
IQCF1	-0.492875
CACNG8	0.155
SLC35D3	0.206833333333333
ZDHHC9	0.055
ODF3L1	0.09575
C9orf86	0.1132
TSEN2	-1.86525
C17orf64	0.1095
SEPX1	0.619
TSPO	0.251
SYMPK	-0.8275
ADORA1	-0.364
TSPAN10	0.7455
SEMA6C	-0.412166666666667
RTTN	-0.6298
IL2	0.372166666666667
ARRDC3	-0.704833333333333
TBPL1	-0.501333333333333
STX12	-0.10975
MRPL39	-1.22875
OR8H3	0.806
IFIT5	1.98133333333333
CASC5	-1.05325
FAM46A	0.229666666666667
HPCAL1	-0.457625
CYLC1	1.1695
VGLL2	0.17475
C20orf191	0.2075
CDH1	4.01733333333333
ITPA	-0.3305
CCDC101	0.45175
D15Wsu75e	0.6815
EDA	-1.553
CREG1	-0.50325
OR7G2	0.709
SAP18	0.925
IFIT1	4.1195
CALML3	-0.0763333333333333
FLJ37440	0.0685
FNDC5	-0.896
SERPINB6	-0.418857142857143
JUNB	-0.3428
SYS1	2.352
SCN2A	0.396666666666667
ZKSCAN5	-0.3121
WNT7A	-0.277166666666667
TSHZ3	0.71675
RNF148	1.65775
H6PD	-0.8455
CAD	-1.28483333333333
ZNF449	-0.41625
DOCK10	-0.768
FAIM2	0.127166666666667
HEXDC	0.02175
PRB1	0.123
C14orf148	-1.181
ETHE1	-0.6515
IRF5	1.1551
GNMT	2.81033333333333
MGC16291	-1.3145
RPAIN	-0.997714285714286
CAGE1	0.642
CNTNAP3	-4.2915
ACTR1B	-0.28125
EEF1E1	-0.825
MSX1	-1.3795
ESF1	-0.2653
HSPC171	1.44675
MRPL2	-0.1065
RDH12	-0.183333333333333
CELP	0.6215
METRNL	0.73975
C10orf116	3.81633333333333
C19orf48	-1.37125
ZNF346	-0.6095
NCR1	-0.9315
C10orf64	1.019
CD52	1.02475
VPS18	0.5385
AP4S1	0.0183333333333333
NPBWR1	1.3015
TPK1	1.24175
UBA52	0.392333333333333
RIPK1	0.690666666666667
CPNE3	0.9716
HSPC159	-0.372375
C8orf38	1.90425
LRRC4B	-0.0775
PARP10	1.1843
ANKRD50	1.75025
CXCL9	6.443
FGF18	0.659818181818182
EIF2A	-0.301375
SLC20A2	0.873666666666666
KIAA1549	-0.180666666666667
SPINT1	2.3965
ZNF584	-1.224
CRBN	-0.367833333333333
ABCF3	0.477333333333333
NCBP1	0.410166666666667
PLA2G4F	1.986
PCDH10	-0.85425
TTC21A	0.31125
C20orf144	0.4105
FGFR1OP2	-0.942666666666667
SLC9A1	0.2142
CHRND	-0.00549999999999999
FOXF1	-3.143
KIAA1467	1.12675
TPO	0.361
LTF	1.48221428571429
DNAJB9	0.47925
MRPS27	-1.26025
bA16L21.2.1	0.1365
WBP2	0.207833333333333
MRGPRX3	-2.02083333333333
PRPF18	-0.0355
C10orf58	1.26875
SMOC1	-2.9152
ADAT3	0.135333333333333
TMEM138	0.197
TMEM131	0.038375
TIMM8B	0.2685
MYH7	0.117333333333333
ST6GAL2	0.130625
KIF1C	-0.04825
SUHW2	0.2335
PAPSS1	0.16725
CABP2	0.093
HOXA4	-2.085
ELF2	0.09075
SEMA3D	-0.3163
MC5R	0.456
OGFR	0.864
FLJ30092	1.09283333333333
TGFA	-2.3826
MMP17	0.6985
KIF15	-2.3285
CHIA	0.223
CATSPER3	0.69075
CEACAM7	1.67208333333333
PADI2	1.50625
HOXA9	-1.16366666666667
LNX2	1.29566666666667
TMEM144	0.95425
HIF1AN	0.48725
METTL7A	-1.1173
C6orf165	3.70383333333333
KIAA1468	0.57525
DSG3	-0.682
ZNF180	-0.547166666666667
EIF4E3	0.177375
SLC46A1	0.30475
DKK1	-6.61466666666667
ZNF205	0.993166666666667
LOC162073	1.34366666666667
COX7A1	4.2515
MAGEA1	-4.0445
NEDD8	-0.673666666666667
KLHDC5	-0.301777777777778
C3orf19	2.31633333333333
MRPS2	-0.177
POLR3H	-0.00857142857142859
ABHD11	1.1422
TMEM17	0.71725
PAIP2B	0.6771
MAT1A	-2.90575
LGI3	0.1885
THUMPD2	-0.286
TKTL2	-0.0705
XAGE3	-1.82916666666667
CALM3	0.426666666666667
C6orf136	-0.141833333333333
KCNC4	0.701833333333333
RGS9	-0.421
ACIN1	-0.263333333333333
SPATS1	-0.0115
XKR8	-0.49175
FAM84A	0.787583333333333
MS4A7	4.61818181818182
AGXT2L2	-0.5125
OR1F1	0.043
SMAP1L	-1.00633333333333
IPO11	0.23625
ZC3H11A	-0.0776875
C1orf151	0.233875
RNASEH2A	-1.009
CCR10	-1.051
TXNDC11	-0.467833333333333
TMEM112	0.6245
MAP1B	-1.63778571428571
NVL	0.85025
PKM2	-0.6756
ARC	-0.88025
NUP54	-0.3075
PPFIBP2	1.8465
STAT2	1.5305
PTAFR	2.01333333333333
ROBO2	-0.6505
RNF40	0.142166666666667
CCDC135	0.49
IFT81	0.3561
MORF4	-0.8735
TM7SF3	-1.447375
OR10H3	-0.377
ABP1	0.32875
CHRD	-0.6935
PLEKHA8	0.770166666666667
NCALD	0.00641666666666666
OR5AK2	0.46375
ACCN1	-0.137333333333333
SLITRK1	-0.025
ARMET	0.007
C9orf52	2.987
REEP4	0.19025
MTSS1	1.34025
ADH1B	0.200166666666667
DLD	0.1365
CDK5	0.57325
PPFIA1	0.0568125
WFDC3	2.572
DNAJB12	1.11635714285714
RANGRF	-1.012
MLANA	-4.66475
AMY2B	-0.63025
KIAA0319	0.10575
RPS7	-0.393
JAK3	0.0357
ARFGEF1	1.405
CXCL5	0.257818181818182
TRAPPC4	-0.33725
CETN2	0.44775
HSPC111	-0.48
RHOBTB3	-0.6239
PHLPP	-0.646
RGS10	0.44425
TMEM58	0.80875
CHERP	-1.21075
HSP90AB3P	-0.256333333333333
FSTL3	-1.31516666666667
PEX11A	2.355
OR5V1	0.3115
FCN3	2.51
PTPN3	0.4865
NPTX1	-4.99725
C21orf84	-1.46675
C11orf51	0.2995
ZBED2	2.639
FLJ90757	0.33025
NPY2R	-0.1205
PLD3	0.292
SYT17	3.20783333333333
SGSM2	-1.50425
OR1A2	-0.07625
FOXP1	-0.08675
SLC5A1	0.57275
POFUT1	-0.2789
EPHB6	-3.07333333333333
MYO1G	-1.638625
STAC	-2.64622222222222
KLHL17	-0.538833333333333
RGMA	-0.743
TJP2	-0.2456
FAM114A1	0.168166666666667
SERINC1	0.839833333333333
SLC9A8	0.187625
PEX19	0.925625
EDN2	1.211
PSMD7	-0.0308888888888889
C3orf41	-3.16275
UQCR	-0.1285
PPP1R3C	0.14525
LRP4	-2.8615
TM2D1	-0.12275
TTC17	-0.146125
C4BPB	-4.758875
CCL25	0.442
ZNF253	1.0915
CHRNA9	-5.17366666666667
SOX11	0.838
HIVEP3	0.174
CGN	2.62833333333333
C3orf35	-0.3205
PKD2L1	5.6535
SYVN1	-0.124125
PDE8B	-2.280875
LOC439951	0.81425
LTC4S	2.1005
MIF4GD	-0.032
SMARCA2	1.2359375
TUBGCP6	-0.575166666666667
CABLES1	0.94
C16orf77	0.631166666666667
ZNF791	0.00324999999999998
FUT5	-0.7545
ADH6	-2.9088
P4HB	-0.04625
CLDND2	-1.77425
ALKBH8	0.135
PLAC4	-0.51675
F11R	1.677
MGC35295	0.243
PDZD4	-0.344
LOC389073	-0.4125
FAM80B	0.540833333333333
PSMB1	0.3605
TXN	0.765
VIPR1	0.9409
WBSCR18	0.8601
EXOSC6	-0.497
ACTA2	2.91716666666667
SP5	-2.70441666666667
ANKRD1	-3.55875
DDR1	1.688
ATP6V1D	-0.67075
PTGS1	-2.1525
RNF157	-1.69
DCC	-0.367
SPAG7	-0.85175
FBXO18	-0.42625
UBE3C	0.625
HOXC6	-0.2995
LRP2BP	-0.1885
MYST2	-0.91775
PDSS2	0.41425
ATE1	0.31175
ARAF	-0.9205
KLF10	0.25925
PLA2G2E	0.40125
ASCL1	-1.2785
TSNAXIP1	1.34825
FAM131B	0.480625
IFNA10	0.28
NUP43	0.158125
FAM44B	-0.30575
L1TD1	-4.8075
NMD3	-0.368666666666667
C18orf54	-0.4107
PHOSPHO1	0.096
RAG2	-1.753
EMILIN3	-0.1985
METTL3	-1.05525
VPS13C	0.56875
REXO2	-0.94925
ANXA4	-0.5335
CA1	-0.76925
DCP1B	-0.62675
TULP3	0.144833333333333
ATP2A2	-0.236857142857143
ATIC	-0.6935
ADAM15	0.176083333333333
NPL	1.35083333333333
LGR4	-0.684875
UEVLD	1.43366666666667
GAB1	2.06575
SNAI2	-1.27683333333333
ZGPAT	1.7122
SNF1LK	-0.38925
DLEU1	-2.17025
UBE2Q1	0.14775
ZMYM6	0.3980625
JPH3	-1.5735
FAM38A	-0.1805
PXK	-1.302
DENND2D	2.81475
BAX	0.172083333333333
CP	-4.78054545454545
RPL37	-0.4575
G6PC3	0.1695
NCOA4	-0.162833333333333
LRRC14	1.11475
GORASP1	-0.43225
FCHO2	1.236875
CYP24A1	-3.9001
FXYD3	2.3145
SMARCAL1	-0.00425
ABCB8	0.0148333333333333
CCDC44	-0.19275
PRDM7	-3.01175
USH1C	-1.37175
DNAH5	1.334
SRF	-0.655166666666667
MAL2	2.932
PGPEP1	-0.181416666666667
SIN3B	-0.06525
SEMA3C	0.346833333333333
GRAMD3	1.3355
FBXO10	-0.10725
OR5D13	1.7035
FLJ31818	-0.144
CACNA1I	0.977375
S100A13	0.0495
TP63	0.947642857142857
ANXA11	0.0617
WDR66	1.454
CSF2RB	0.013
IFI44	2.396
DACT1	0.429666666666667
ANKRD23	-0.252
ATP5G1	-0.975166666666667
C21orf70	0.5335
PPWD1	-1.19
DNAJC13	0.502
PAH	-3.735
PTCH2	0.47375
TRMU	-1.4335
CCDC9	0.69
USP3	0.2919
DCLRE1C	0.1592
FAM55C	0.7905
FRMD4B	1.154
CYP2R1	-0.437
RFPL1	-0.1677
XPO5	-0.017
ARL6IP2	-0.4855
OSBPL5	1.70975
MMP9	3.24781818181818
KIAA0802	0.082375
DHRS2	-3.756
SGEF	0.3155
TXNDC10	-0.4597
EXOC6	0.592
RPS27	0.041
PNCK	-1.36233333333333
FSTL1	-2.34375
AACS	0.63275
SLMAP	-0.0583333333333333
SAMD4A	-1.0271
ABRA	-0.1635
SMARCD3	-0.20875
PKNOX2	-2.99316666666667
A4GNT	0.196
C9orf39	-2.21516666666667
RALYL	2.17575
MGC33556	-2.7255
C10orf25	-0.498
BBOX1	2.26075
NHEDC1	0.45425
XDH	-0.652
GCSH	-0.5465
EDN1	-0.384
MTERF	-0.4935
CLK4	0.384625
ZNF799	0.904666666666667
KCNG1	-1.23175
CXCR4	0.718166666666667
PTPRR	-2.81075
IRAK1	-1.455625
LOC401397	-0.4995
TMSB10	1.67207142857143
