Hybridization REF	TCGA-A2-A0YC-01A-11R-A109-07
WIT1	-2.49025
EXOC3L	1.31175
ATPBD4	-0.4021
KRBA1	-1.19025
UBXD6	-0.4295
HOXB7	0.369428571428571
C7orf23	-1.066
UNQ338	-0.44125
STAB2	0.465
CDC20B	0.14725
IRF9	2.59475
CENTG1	0.261416666666667
TNPO2	-0.6555
MCPH1	0.54425
BMS1P5	-1.08475
SLC26A7	0.11825
HIST1H3J	0.443
C9orf3	-0.2136
LBH	0.86725
MYO1D	0.9245
PTDSS2	-0.3645
NFU1	0.35925
DEPDC4	-1.0825
WNT7B	0.2505
GLP2R	0.0896666666666667
SETD4	-0.5606
DYNLT3	0.765
FKBP11	-1.46
SESTD1	2.891
FLII	0.5145
RPS16	-1.0206
CHPF	0.301833333333333
CSNK2A1	-0.3365
SUMO1P1	0.129
FKBP6	-0.446
ZNF214	2.092
TWIST1	-0.439
DDX56	-0.4495
TRAM1L1	3.0381
EPO	-3.00516666666667
MRPS18B	0.22575
ZNF682	0.260833333333333
RPL14	-0.9095
MAFF	-0.06725
LOC51136	0.2695
LY96	-0.02275
DDX20	-0.179
ABTB1	0.352
ARL5A	0.7969
CCT6A	-1.459
HEPACAM	-0.503166666666667
EHHADH	-0.631833333333333
RBAK	0.446333333333333
CGB1	0.16775
ITGB5	0.5868
YIPF3	0.91675
FKBP2	0.6415
NR1D1	0.9471
TMEM110	0.056
NEK2	-0.702833333333333
PRAMEF8	-3.3585
C20orf52	-0.590166666666667
PCDHGA3	-0.8845
VWA3B	-0.157
NDUFA5	0.370625
THAP9	0.474
FLVCR2	-0.252666666666667
AP1S1	-0.6665
SMAD6	-1.2455
SAV1	0.434375
SAT1	1.364625
ZNF251	0.50375
ADAMTS7	0.0431
RPP38	0.1945
C1orf211	-2.03
YPEL2	1.3746
RBMS1	-1.13375
ZNF445	-0.202666666666667
NRXN2	-0.0923333333333333
PGBD4	0.16075
UGT2B28	-2.52325
WBSCR16	-0.5489
NLRC3	0.343
ASTL	-0.0345
ST6GALNAC1	-3.21525
ZADH2	0.601
MLLT4	0.3225
ARL6	0.0171666666666667
MEF2C	0.58175
CBFA2T3	-0.93
AFF3	1.52928571428571
COG7	0.608833333333333
MYB	0.467
PLXNA3	-0.15
XRCC2	-1.43733333333333
MMS19	-0.559625
ST8SIA5	-0.937875
CHPT1	-0.0225
KIAA1712	-0.428375
OR6X1	0.0655
ACTR3	0.0555
UGCG	3.15383333333333
OR4P4	0.00599999999999999
ZAP70	-3.243
LPP	1.443375
ZNF485	0.49325
PTPRCAP	-0.48225
IL12RB1	0.4125
ATRX	0.4414
CHST8	3.317625
C14orf109	0.22125
ARV1	0.783
NMB	-1.03328571428571
COX5A	-0.729
EIF6	-0.769
MPPED2	-0.2165
SEMG1	-1.674
CHRDL1	0.3415
TRAF3IP2	0.87625
WNK2	-0.90125
LILRA4	2.70616666666667
LAMA2	3.608
PXT1	0.643
RLBP1	-3.18775
CD300C	0.98175
SLTM	0.324875
FLJ10404	-0.6335
APOBEC3D	-1.2515
RENBP	0.726833333333333
ATXN7L1	0.701625
NID1	0.3305
TUBGCP3	-0.59575
ITIH5	1.74677777777778
CCDC110	2.6
C8A	-3.35725
MGC87042	-1.6595
HOXC13	1.27075
TFDP2	-0.16825
HCP5	1.3065
POLI	0.41125
UCN	-0.3585
ZNF764	0.817
C8orf45	-0.48325
FHL3	0.000500000000000007
SPATA5L1	-0.8615
MMRN2	2.7535
NDST1	0.7835
COL20A1	-0.450166666666667
ZNF248	0.140333333333333
PELP1	-0.0438333333333333
MBL2	-2.4855
RNF41	0.641625
C5orf24	0.4935
THOC5	-0.322625
SERINC3	0.806666666666667
RP11-151A6.2	-0.21825
CDCP2	0.153
HIST1H2AA	1.0965
C11orf75	-0.525166666666667
FKBP7	-0.23525
DDOST	-0.30325
GPNMB	0.992833333333333
TTF2	-1.101
KCNT1	-0.3945
SLC39A14	-0.83125
NGRN	0.7089
GPR137B	1.89025
MECP2	0.461125
PSMA1	-0.4465
C16orf73	-6.0075
TMEM60	-0.165333333333333
CSN3	0.0345
NOS1	0.0511666666666666
RAB7L1	0.7535
YBX2	-1.2495
KIAA1166	-0.4895
FUBP3	0.109
ABCG1	1.623
ACACA	-0.12575
ARL11	0.5106
ATOH1	0.2755
ODF1	0.200166666666667
CREB3L3	-1.547
TMEM127	1.21085714285714
DSCAML1	1.469
PLN	2.68316666666667
LYPLA1	-0.1605
PRDM9	-1.8235
SASP	0.819
PLUNC	-0.0526666666666667
INTU	0.9645
HISPPD1	0.091
LNPEP	1.8205
YARS2	-0.5365
APCDD1L	-1.703
ZCCHC4	-0.2085
FBXO22	-0.326333333333333
TTLL13	0.0565
ZNF669	0.427166666666667
PTGDR	2.07675
DDX27	-0.7995
KIAA0409	-0.464
GJB6	0.1925
ASB8	0.877
PLP2	-0.212166666666667
MEPE	0.11525
OR10J5	-0.8155
KRT222P	0.6475
COQ7	0.896833333333333
C1orf101	2.17075
RERG	3.8319
CHMP5	0.476125
THAP11	-0.40825
ZNF43	1.71516666666667
ZRANB3	-0.145
KRT13	2.382125
MRPL19	-0.452125
RBBP9	0.3995
SPATA17	1.4985
BXDC5	0.320333333333333
PAFAH1B1	0.39825
MAGEE1	0.456
OSTF1	0.09525
KIAA0323	0.69575
TXNDC13	0.077
CNTN4	3.1225
LCE1B	0.378
UNQ501	1.42025
ZNF154	0.585
C3orf64	0.066
SYT5	-0.1255
PON1	-0.0728333333333333
FLJ10357	-0.2555
ATP4A	null
GNPDA1	0.264166666666667
MGAT1	0.582666666666667
C14orf121	0.00625000000000001
SLC35B2	-0.05325
MIER3	-0.485166666666667
CHEK1	-3.622
ZNF8	0.672333333333333
TXNDC1	0.325
CKB	-1.4959
RTN3	0.473285714285714
FZD2	-0.141666666666667
PART1	-0.371875
PSMB6	0.53325
PCDHB8	-1.233
PHC3	0.7466
PPP1R8	-0.7955
NOVA2	1.3825
TNFRSF11B	-3.321625
GOLPH3	0.496833333333333
UBLCP1	-0.41625
SUHW3	-1.235
TTLL1	1.57775
OPN4	0.1725
OR13G1	-0.2605
ZPBP2	-0.00450000000000002
HSD17B11	-1.727125
C9orf50	0.355
DHDDS	0.211285714285714
CTSW	1.2174
NEFM	-2.59433333333333
MRPL28	-0.40475
SYN1	0.00916666666666666
PIGV	1.1985
ZIM2	-1.19225
APBB1	0.616333333333333
SND1	-0.38475
C1orf123	0.268666666666667
CHD3	0.00325
BHLHB8	-0.05525
RNASE2	-0.0661666666666667
BCAP31	0.330375
SLC25A44	0.421333333333333
CHD6	0.329
PIB5PA	1.87876923076923
SELS	0.408625
LOC541471	-0.631875
FAT2	-1.052
ZNF81	0.278
OR4C16	0.256
FLJ10081	0.6282
LRRC4	0.2725
CS	-0.646666666666667
N4BP2	0.026375
IGFBP7	2.50275
ZNF318	-0.00708333333333332
NDNL2	0.076375
ZNF609	0.40275
SIRT4	0.101
EXOSC10	-0.1825
ECE2	-0.31775
OVGP1	0.69975
GTPBP3	-0.57625
PACS2	0.3332
C19orf36	-0.221833333333333
ARL4C	-1.01625
ATG4B	-0.4155
UBQLNL	0.98175
RHOXF2B	-3.8105
PLEKHG2	-0.5375
GALR1	0.022
AQP4	0.214
HDAC7A	-0.154166666666667
DCUN1D3	0.515
OR8A1	0.437
CCRN4L	1.026125
CBR4	0.452
KIFC1	-2.3975
SLC7A14	-1.3765
LHX5	0.5205
TRPC7	-0.0965
LPXN	-0.21
SERPINA1	2.16925
RPS13	-0.7832
BPIL3	-0.2365
PRKAA1	-2.2965
FADS2	-1.1191
ENAH	-0.0184375
PRO1768	0.387
APBA2BP	0.5055
LIPH	2.3935
C3orf33	-0.75475
RCC2	-0.0469285714285714
ALDH1A2	-3.1125
RNF103	2.0795
AHCY	-1.234125
ALG12	0.5395
CCL17	2.20075
ZNF543	1.01266666666667
ESRRG	1.2618
CNGA1	0.189
RDH5	0.195333333333333
OTX1	-0.2625
PTGFR	-1.14566666666667
CDR2	-0.326125
SELE	2.98525
NLGN2	-1.06216666666667
EXOSC9	-0.96625
ZNF566	0.543833333333333
KLRC2	-1.253
GPR12	0.289
KIAA0196	0.876
PDRG1	-0.1485
SSR3	0.063
MSI1	-0.625
CST9	3.2775
CC2D1A	0.045875
PLAGL1	-0.570111111111111
ZNF778	-0.1705
RNF2	2.375375
KLF6	0.647666666666667
THBD	3.40266666666667
tcag7.1314	1.93075
NR5A1	-0.363
ABCD2	0.1435
DNAJC7	-1.403
CLEC4C	-0.2595
TM2D3	0.567875
CCDC4	-0.222
PLAC2	-2.80075
DCD	-0.0955
FAAH	1.94075
POLA1	-0.675833333333333
TM7SF2	-0.383
FLJ39822	0.757
FLOT2	0.22775
MAP4K1	-0.576833333333333
SRP68	0.4835
C21orf74	-0.106
ARPC5	0.47275
LOC126075	2.05875
HECW2	0.76975
ZDHHC4	0.15075
ANKRD42	0.9811
PDE9A	-1.40966666666667
ABCA8	1.16825
NDUFS2	0.749
UBR5	0.154
BTBD16	-3.372
LOC554174	0.756
ZNF20	1.775
KIAA1843	-1.2445
WDR17	1.019375
C15orf33	1.986
RNF113A	-0.70775
CAMKK1	0.0318
CLCN2	-0.69925
ANXA6	-1.6995
LOC340069	0.5735
EMID1	0.38575
DPM3	0.170666666666667
ELA1	0.2835
SLC25A13	-1.1693
KRT24	-0.03775
SMPD1	-0.203833333333333
TH	0.75125
COL6A2	0.735
ANKS1B	1.18225
GPR126	-3.476
ZC3H12A	0.375333333333333
TMEM47	2.68166666666667
C2orf51	-0.314
C1orf88	3.05083333333333
HSF2BP	1.025
AKAP10	1.33925
RPAP3	0.0995
KLHDC8B	0.32675
STOM	1.7806
MUPCDH	-0.256875
C10orf72	0.088875
PLEKHA3	0.865583333333333
TCP11L1	-0.19275
CWF19L1	-0.047875
SPEF1	1.88753846153846
YSK4	-0.228
ELN	1.3166
SAMD8	0.386166666666667
MPI	-0.935666666666667
MEPCE	-0.2197
ABCC3	2.912875
NANOGP1	-3.9035
KCNK17	0.61625
HLA-DMB	3.96183333333333
RRAGA	1.03275
ANGEL1	-0.03325
RBM32B	-0.6185
CPN1	-2.926
MGC52282	-0.6201
HLA-A	1.60258333333333
OR9G4	0.311
EDNRB	-0.023
SCD	-0.937142857142857
C14orf80	-1.00116666666667
BAGE2	0.0325
RABL4	1.075
RCVRN	-0.1605
SHANK1	-0.08
NLRP7	-3.23575
CD226	0.5675
STAT3	1.694125
SYNJ2	0.456
TPCN2	-0.6805
WDR36	-0.902083333333333
MBD4	0.24
ROBO1	-1.7371
ST3GAL6	-2.71425
SLAMF8	3.00466666666667
ATN1	0.123666666666667
GPR141	0.60725
KRT36	0.173
TPH1	0.179
DDX52	0.2285
ZSCAN29	-0.122
TRPT1	0.0775
DPEP3	0.59075
DENND4A	-0.30075
TSPAN16	-0.024
PTCHD2	0.4305
LOC145814	-0.86425
CAP1	0.7515
EIF5A2	-1.1619
NT5DC3	-0.359625
SEPT9	-0.102875
SEZ6L2	0.20275
EGFLAM	2.9575
VPS11	0.014125
NDUFB5	-0.0546666666666667
CIDEA	3.25083333333333
IER5L	0.373
N6AMT1	0.023
FAM83C	-0.45675
OXR1	0.498166666666667
IRX1	-0.686
DGKB	-0.467
GCN5L2	-0.44175
MIR16	0.947125
FBXW9	-0.311
WDR4	-2.10816666666667
PDC	-0.33
VPS33B	-0.47525
HEXB	0.12475
FLJ32214	-0.0795
TCEB3	-0.67225
CRLF1	-3.1445
ABI3BP	1.6425
C8orf22	-3.26925
PYCR1	-1.10825
KIAA1706	0.00274999999999999
CDK5R2	0.11725
WAS	0.1615
C12orf60	-0.0445
CCBL2	0.513
MADD	-0.0145
C5orf34	-1.359
WDR42A	1.3823
KLF12	0.110875
HSPA1A	1.99675
ITM2C	-2.1255
DAPK2	2.543
LOC442590	0.7765
SUMF2	0.053625
CENPA	-2.25423076923077
TMED5	0.0705
CDH6	0.2342
BRP44	0.933125
THG1L	-0.69525
GABRA2	-1.23025
C14orf166	-0.364
MYL1	-1.9592
TNFSF18	-0.1675
PAP2D	-1.244
PPIB	-0.39975
KLHL4	-0.190375
SFN	-0.2235
CCDC127	0.2735
FRAP1	0.01825
GOLGA5	0.812
SDCCAG1	0.3045
MGC21675	0.0638333333333333
C10orf95	-0.69925
KIAA1345	-0.405833333333333
C1orf163	-1.0965
LACE1	-0.228166666666667
OR10K2	0.1865
CENPN	-2.9968
TMED2	1.065
UGT1A6	-1.6445
ANG	0.2305
U2AF1	-1.5095
CASC2	0.593833333333333
NMT2	-1.131
OSGEPL1	0.64825
DFNB31	0.5125
SLC6A20	0.5455
DKC1	-0.6815
FXYD4	-1.15225
WDR64	0.04575
MGC5590	0.2445
CREBZF	-0.991
DAZ1	0.2325
PRPSAP1	0.45975
GCHFR	0.09275
TTC7A	-0.738
LOC196993	1.897
UBD	0.307666666666667
S100A1	0.11525
RPL6	-0.332333333333333
DNAJB6	0.1667
NAGS	1.5422
C2orf58	0.222
KERA	0.6525
MT1X	-1.1187
UBE2B	0.725
KEAP1	0.25825
MST1	-2.453625
OMA1	0.8635
ABLIM2	1.777
BCL2L13	0.251166666666667
JAZF1	-0.066
TMEM63B	0.594
S100A8	0.2626
ARFIP2	1.013
UROS	0.959
KHDRBS2	-0.9735
POLQ	-2.593625
SOAT1	-0.42
SPAG4	-2.74975
MRPS30	1.54066666666667
LOC494141	-0.51775
OR2T11	1.0505
ORAOV1	-0.6308
ZNF184	0.0373333333333333
TCEB3B	-0.0665
ADAM21	0.9835
GDPD1	1.4085
SPINLW1	-0.10375
PRR14	0.513666666666667
KCTD9	-0.5308
NUDT3	-0.04975
KIAA1822	0.5267
HIST1H4K	1.4825
DFNA5	-0.9375
GABPA	0.75925
C14orf44	0.694
POLB	0.235875
PTAR1	-0.0595
SEC31A	0.6039
TRIM58	-0.06075
TAS2R14	-0.223
VPS8	0.97925
H1F0	0.871833333333333
PRKCB1	-2.49483333333333
UGT2A1	0.01
TOR1B	-0.2645
LSS	-1.62025
C2orf19	0.294
HNRNPC	0.738571428571428
TMEM100	-1.00416666666667
LOC116349	-0.46175
OR51M1	0.618
CCDC142	-0.89425
ISG15	3.3463125
ZCCHC14	-0.33925
CREBL2	1.3865
TGDS	-1.29775
DC2	-0.25925
CACNA2D3	-1.07557142857143
ZNF429	1.1015
LYPD6	1.05216666666667
SUCLG1	-0.396
OR51I1	-1.0395
MAGEH1	0.46225
PRPF40A	-0.364
SMR3A	0.1295
SPINK2	-2.022
THAP2	0.7805
NPY5R	2.404875
IRF4	-2.060875
SPESP1	-1.40616666666667
OR10S1	0.052
DTD1	-1.7785
TUBE1	-0.21
DDX19A	-1.2205
PDPN	-0.853875
TMEM34	0.815333333333333
MGAM	1.26975
COL3A1	5.06916666666667
GFM2	0.1285
OR5A2	0.245
PSG9	-0.66825
ARHGEF11	0.324666666666667
IVNS1ABP	-0.4588125
SIGIRR	0.52125
DUSP19	0.09925
DNAJC14	0.2834
ACSS1	-0.2615
IL1RAPL2	0.603
C4orf30	0.51375
SEPT4	1.841
LANCL3	-2.6965
SPAG17	0.670166666666667
PRDX3	0.409125
HNF1A	-2.10925
P4HA2	-1.108625
RFWD3	-1.573
MOV10	-0.1265
DNAJA5	0.627071428571429
LOC729440	-0.355
LOC200383	1.088125
SMC2	-1.0615
MIXL1	-1.43866666666667
TMEM9	0.70325
FAM86A	1.648
ZNF174	0.8077
MYH14	-0.742
CCR8	0.4345
VPS37C	0.432333333333333
GPATCH1	0.072
B3GNT8	1.6355
TBX4	-0.56625
CNR2	0.024
PCDH1	1.43725
C5orf29	3.4715
OCIAD2	0.90525
PLCG2	0.355
KIAA0247	1.693125
HRH3	0.0927777777777778
CAPN13	4.11
CCR1	-0.1464
MGC15523	-0.107833333333333
UVRAG	-0.448333333333333
DNAJA2	-0.311166666666667
ITGA2B	-1.12866666666667
CLDN5	3.122625
PTPRN2	-1.99621428571429
ZNF512	0.363166666666667
PSAP	1.509
CCDC140	-0.671
LRRC55	0.213
CYP26C1	0.5455
C8orf47	-0.45475
LYN	0.14275
DUSP6	-0.789166666666667
TGFB3	2.57306666666667
ELK1	-0.3465
PCDH11Y	-0.447833333333333
HGD	0.4175
C17orf58	2.124
MYO3A	0.6525
SERPINE2	-4.30833333333333
AARSD1	-0.40325
C14orf73	-1.82825
ADAM33	-0.53175
ZNF491	0.852
MAPK6	-0.524
TCN1	0.165666666666667
SLC24A6	0.336
UBE2R2	0.744
H1FNT	0.3115
TATDN2	0.300666666666667
LILRB1	1.92825
P2RY5	1.5015
NUCB2	0.75725
C2orf37	0.30325
SNX27	1.46166666666667
MTA3	0.92475
FOXO4	-0.063125
ID4	0.447
SOX5	0.346833333333333
PXMP3	0.816625
OR52M1	-0.4345
SFT2D3	0.1235
INA	-3.04066666666667
MCOLN1	0.69575
NFIX	0.7529
CLEC14A	4.72133333333333
HIBCH	0.328
PLA2G5	1.49875
TIMM10	-0.313
MED17	-0.144
COL4A4	0.152
TPP1	1.496
GJA3	-1.508
TMPRSS5	-1.75675
AADACL3	0.3385
DNMBP	-0.55425
ENPP5	6.4845
NQO1	-2.2028
ZSCAN2	0.067125
SEC24C	-0.242666666666667
GTF2A1L	1.0185
AXIN2	0.7217
FAM33A	-1.34175
C16orf13	-0.00687500000000001
SPNS2	0.39275
TAF1	0.4055
AP1G2	-0.0015
RBM42	-0.163833333333333
HCN2	0.0168333333333334
EFHB	1.95816666666667
RUSC1	0.1595
GRIK5	0.0795
USP21	0.563333333333333
ATAD3C	0.25075
ORMDL2	0.242625
PRSS7	-2.6935
PSAT1	-5.85
FLJ13195	-0.188333333333333
TBC1D1	0.273833333333333
IFNG	0.512
OTOS	-0.0968333333333333
ZNF773	0.680833333333333
EMD	-1.01525
RETN	0.54625
CCL8	4.2635
APH1A	-0.52
COX18	0.142375
GTF2IRD2	-0.4545
CCDC82	-1.71083333333333
PAFAH2	0.894
NPEPL1	-0.7903
RP11-114G1.1	1.599
TP53INP1	1.470125
ZNF300	-2.17
FOXL2	-3.20933333333333
LARP2	0.0899166666666667
LATS1	0.721
HTR6	-0.9425
SPOCK2	0.157
RNF144B	1.97383333333333
HTATIP2	-1.16825
MGC10334	0.29675
CENTA2	2.54533333333333
FGF2	-1.78725
FXYD7	0.552
PHYHIPL	-2.12375
GPR34	5.046
DDX6	-0.441833333333333
OR10W1	-0.0075
LHFPL1	0.243
ZNF313	-0.383
VPS28	0.8015
AP3M1	0.4261
AKR1CL2	-0.95025
TRAF4	-0.289375
OR2B11	-0.025
C19orf12	-0.1495
AKAP9	0.827666666666667
C1orf62	0.078
SLC20A1	0.2549
FAM112A	0.335
LDB2	0.7475
MRPS23	-0.1555
KLK5	0.31275
SPTB	-0.5271
EFEMP2	0.022
EFNB2	0.73125
PCM1	1.28042857142857
NMNAT3	2.46
TSG101	0.974333333333333
C8orf40	0.674166666666667
NOB1	-1.74225
ABHD3	-0.29025
GTF3C4	-0.135625
PIGN	1.11916666666667
GALNTL1	0.768
AEBP1	2.13125
OR9Q1	0.4115
ANKRD2	-0.389625
CCL28	-0.5145
TRIM38	0.666666666666667
TMCC1	0.698666666666667
SMG5	-0.37275
LRRC7	-0.459
NCAPD2	-1.76183333333333
C6orf153	-0.6195
C1orf74	0.39525
OTUD6A	-0.1505
DCP2	-0.538666666666667
TMEM24	-0.4305
RPL18	-0.0386666666666667
TMEM177	-0.376
LRRC37A3	1.84525
C1D	0.641166666666667
LDHC	2.624
UBE4B	-0.173333333333333
NIT1	0.56825
BTN3A3	0.91
RASD1	-0.18025
COMMD3	1.73875
SHFM1	-0.649
BIRC8	0.32325
DUT	-0.68025
C12orf51	0.4265
LRRC59	-1.16183333333333
LY6H	1.10425
WDR22	1.10391666666667
EDEM1	0.592285714285714
ADH1A	3.113
PANX2	-0.4036
CYP11B1	0.01
CDC73	0.59225
GPR172A	-0.58125
GSTM3	2.57276923076923
KCNA5	0.15075
SERAC1	0.916333333333333
NFATC2	-0.724
ANAPC5	-0.4136
C15orf24	0.341
NFATC2IP	-0.342333333333333
TNRC6C	0.2835
MGC102966	-2.230125
FGD5	1.141
MED9	0.303
RAB13	0.427166666666667
C15orf49	0.114
CRYGS	0.0133
C12orf53	-1.1615
LOC283693	-0.4475
COX6B2	-0.87675
PHF14	0.217875
FAM3A	-0.484125
RPL13	-0.9031
PRDX2	0.8196
FLJ34047	-1.209
PRMT3	-0.3765
KCTD19	-2.0475
TRIM10	-0.852833333333333
MGC26597	0.203166666666667
GCNT4	-0.0965
GPRASP1	0.13175
CDKN1C	-0.411166666666667
RHBDL2	1.5552
HSPH1	-0.2485
AQP1	2.697375
COL17A1	-2.2363
GFAP	-0.0305
CDC16	0.23975
KIAA1614	-0.3175
C6orf118	-0.1215
ZSWIM5	0.59425
FAM83F	3.15525
LYNX1	0.027875
SYNPR	-0.115
XG	3.37983333333333
PRSS16	-1.252375
KIF13B	2.14464285714286
PCDH9	-1.4865
HIST1H2AH	1.7125
RBM18	0.00975
ZNF626	0.9365
HEXIM2	1.25366666666667
ITFG1	-0.0575
TUBG2	-0.351
SFRS7	-0.349
C9orf14	1.032
EXTL1	-0.77675
GBP3	-0.94
WDR5	-1.43325
RARG	1.23766666666667
MYO7A	-0.68075
CECR6	-0.85725
C13orf3	-1.7995
SFRS18	-0.8455
ACVR1B	0.118833333333333
PSMD1	0.2841
C7orf31	-0.494166666666667
ILVBL	-0.67875
IFNGR1	1.638
RNF186	-0.10525
NOL9	-0.9835
MAGEL2	0.0775
SLC29A2	-0.682
NHSL1	-1.8105
RBMX	-0.055
PSORS1C2	0.1455
RAD51L3	-0.0473333333333333
LCN6	0.5705
ORAI2	-1.056125
BRUNOL6	-0.072
OR4K5	-0.37
CDC123	-0.6115
MSLN	-2.55383333333333
WWTR1	-1.44583333333333
ZNF700	0.391333333333333
COBL	-0.49775
PPP1R16B	0.038875
GAS7	-0.0323
MDN1	-0.698
HAAO	-0.2235
C9orf68	2.28825
TNFAIP2	1.81075
FOXN1	0.179
hCG_2033311	-0.225333333333333
ATP6V0D2	0.9783
RPL41	-0.042
SLC38A1	-0.52375
ARHGAP6	-0.45975
ADAD2	-1.28225
PHF20L1	0.1318125
MCM3AP	-0.410333333333333
ST3GAL3	-0.690166666666667
SNX1	0.933166666666667
ELF5	0.90725
PARP3	0.983375
RBM8A	-0.2716875
LINGO4	-0.2085
ITGA9	0.533
ZFR	0.29875
ACSL6	-0.1915
FLJ20699	-0.5203
DAOA	0.35825
FABP4	5.51675
KCNB1	-0.5945
CANX	0.4904
SLC25A28	0.694833333333333
ADIPOR2	1.6855
ECHDC2	1.65325
SMA4	2.14575
FRZB	3.240625
PABPC1	-0.636166666666667
DMRTB1	-0.11575
APOBEC3G	-0.087
CATSPER2	-0.482833333333333
CUEDC1	1.0205
STARD9	-1.3255
CLDN8	1.77525
LOC23117	-0.490045454545455
E2F6	-0.0732777777777778
TMEM126B	-1.27183333333333
DPY19L4	0.501
GIMAP5	2.6045
NDUFA9	-0.352166666666667
FAM77C	3.0225
CTPS2	0.63375
LOC51035	0.00762500000000001
WDSOF1	-1.27975
EGLN3	-0.878125
PITX3	0.0416666666666667
OR52E8	0.3305
GRM4	0.8685
KLK1	-3.08583333333333
GPM6B	-1.449875
RRAGD	-0.864166666666667
PAGE5	-2.94325
UCHL5	-1.088
ULK3	-0.520166666666667
AIM2	0.4815
PNO1	-0.800666666666667
OR2F2	0.0875
GNAT2	-0.28
SIX1	0.90575
ST13	0.87775
ZBTB44	-0.001125
TIMP2	0.09225
ZMAT4	-1.96275
GTF2IRD1	-0.144
ZNF19	1.25983333333333
ZNF714	0.0612500000000001
RSC1A1	0.74775
C9orf80	0.4645
PSMA8	-0.0804
TMEM141	0.58925
COX4I1	-0.877571428571429
CTAGE1	0.996
DTWD1	-0.3055
HSD11B1	2.00525
KRT6B	2.342375
ARID4B	1.25
LHFPL3	-0.2955
WWP2	-0.00608333333333332
ZNF326	-0.303833333333333
RGPD1	-0.2685
CTSH	0.767333333333333
FASTKD1	-0.738
PAF1	0.6404
TTC9C	-0.58575
IFT57	0.1942
PRSS36	-2.0325
IL20RB	-2.492
ZNF592	0.295
DCTD	-0.0681
CFP	1.204
MFNG	-0.407125
JMJD2B	1.32225
ALDH3B1	-0.843375
THSD4	2.43116666666667
KCNJ5	2.131
LMNA	0.044
TBCD	0.298875
ZNF250	0.0636666666666667
CASQ2	2.35683333333333
PEG10	-3.39375
PRAME	-5.72326666666667
NP	-0.676125
TRIM59	-0.633833333333333
ZNF12	0.339875
XTP3TPA	0.404
SIGLEC7	0.6257
PANK4	-0.369
FAM70A	-0.949833333333333
SNED1	0.58875
HIP1	0.4395
RAET1E	-0.1725
AMAC1L2	-0.7365
AHNAK2	0.941916666666667
TOE1	-0.325666666666667
RECQL4	-2.60675
SPRYD3	0.30575
DPAGT1	-0.985
MAGED2	3.3926
ANKRD55	0.32575
TRPS1	4.38083333333333
DOK7	0.82375
TFPI2	-0.62675
GTF2H3	-0.603666666666667
CYP4F11	-0.42325
LHX2	-3.80833333333333
ATG16L1	0.474833333333333
ASB12	-0.0025
C1orf116	3.48025
NF2	-0.47715
POM121	-0.8389
PHYHD1	2.2496
TXNDC17	0.123333333333333
DKFZp779O175	0.183
NUP62	-0.343714285714286
MYO18B	0.4995
PRAMEF1	-0.436
TCBA1	0.732375
TMEM168	0.44425
FJX1	-0.5495
CLCF1	0.967
SEPN1	0.666375
IGSF2	0.711
NUDCD1	-0.526666666666667
TFF3	2.2155
NDFIP1	1.31407142857143
CHCHD4	-0.532
TNR	0.108
CUTA	0.761166666666667
USP44	-3.5695
DPP10	0.0706666666666667
IWS1	-0.228333333333333
PCGF1	0.71825
SULT1C4	0.549
NTF5	-1.49066666666667
PTPN13	0.3625
SSTR5	1.647
SFRP1	-2.923125
IDH3B	-0.72625
SUOX	1.1385
TMCO5	0.563
GOLT1B	-0.543
MIB1	0.340071428571429
PCDHGB1	-0.0465
SUSD1	0.10775
ICAM5	-3.5825
PAPOLB	0.0575
URM1	0.1839
TMEM106B	0.714333333333333
LRIG2	-0.5885
SLC27A5	-0.87375
CLIC6	5.6167
ZNF420	0.799333333333333
SCN9A	-1.1324
KIAA1909	-1.28325
ELMOD1	0.11575
PRKAG1	0.38175
FAM64A	-1.27744444444444
EEF1G	-0.6821
SMAD5	0.92475
INCENP	-2.4005
WASF2	-1.282
GARS	-1.338
CDK10	-0.7902
HLX	0.1885
MDM4	-0.154
ZNRF1	-1.11871428571429
HHATL	-1.84033333333333
FAM21C	0.6298
HIST2H3C	1.032
PFDN2	-0.143625
ZNF200	-0.25575
NDN	-0.57475
HBA2	-2.303
FBLN5	1.027125
PUM1	0.593857142857143
TNNT1	-0.302666666666667
C19orf59	1.50366666666667
HNRPH2	1.1695
RAB7A	0.557666666666667
PMS2	-0.38625
BIRC3	-0.426333333333333
NRSN2	0.213625
OR52K2	0.7145
SPOCK1	-0.270857142857143
H2AFY	1.316
RXRB	-0.02925
ZNF638	0.668166666666667
ANKRD45	0.2825
ACTN4	-0.0375
FXC1	0.16
EIF2B5	0.1795
VPS33A	-0.03175
PINK1	0.604625
FAM106A	0.9385
SKIP	-0.00856249999999998
GAPDHS	-0.3845
MUM1L1	2.105
PSTPIP1	0.577
CNTNAP1	-1.7508
CYP26A1	-2.54125
APOL2	0.4697
TACC2	0.181875
COX7A2L	-0.316357142857143
HSD17B1	0.56525
ARRB2	0.2605
SLC7A6	-0.8334
HSD17B10	0.0235
RBJ	0.4375
NUP155	-1.468
MRPL10	0.25
CYCS	-1.68616666666667
CCDC46	0.0703333333333333
TECTA	0.713
GNAL	-0.763
LPO	0.3455
PEBP4	2.37725
DDX11	-2.1725
C18orf12	0.056
TAF9B	0.278083333333333
IMP4	-0.3525
RPA4	-0.544166666666667
