Hybridization REF	TCGA-A7-A0CH-01A-21R-A00Z-07
RLF	-0.7115
NAT14	0.67175
RRN3	0.54925
C11orf16	0.393333333333333
C3orf14	0.5425
TEX264	1.20283333333333
C22orf28	-0.0875
C20orf175	-0.70275
XPNPEP2	0.0791666666666667
PDE6A	-0.651
SPIB	0.25775
TBCB	0.6375
SLC5A11	-1.30225
ADRA2C	-3.33733333333333
DHCR24	1.07525
MEF2D	0.72025
C6orf114	-0.16575
ZPLD1	0.526
MYO1B	-0.59825
VAMP8	2.00525
ANKRA2	0.776416666666667
C11orf42	0.5135
TAS2R60	0.1135
PANX1	0.710875
C12orf42	-0.629166666666667
RCBTB1	0.5815
FGL2	4.41575
CEP70	0.0635
WASL	0.1675
SEPT14	0.0255
DCHS2	-0.00849999999999998
CYBA	-1.20025
ARHGAP11A	-3.45966666666667
MPZL2	0.0695
KIAA1881	1.414
ANXA1	-0.9753
AFF1	0.432375
FRMD3	-1.2175
SUSD5	1.12825
C9orf32	-0.9675
RASSF7	1.059125
KIR2DL2	0.4155
SENP1	-0.662833333333333
C20orf195	-0.06375
C3orf44	0.27375
KRTAP9-3	0.0755
ZFP28	0.740125
PLCB2	0.1666
TXNDC15	0.05475
CALR3	-0.294
HLTF	-0.396071428571429
C17orf67	-2.02775
NDUFA6	0.185875
PKP1	-0.49375
HMG20B	0.478
GPR180	-1.0069
BAI3	0.30625
NOSIP	0.3863
TRIM23	0.39625
ARL1	0.404785714285714
CDK5RAP2	0.476
SSH2	-2.279
KCTD15	-0.319416666666667
FTHL17	0.4595
AK3	-1.27166666666667
RAB3C	-0.61925
PAX4	0.137375
KDELC2	-1.04675
BIK	2.5575
KIAA1553	-1.1915
CEP135	-0.521
NANOG	-3.5625
TRIM22	2.17683333333333
CDH13	-1.51116666666667
B4GALNT4	0.36
MDGA2	-1.287
SAMD3	1.11083333333333
OR1E1	0.0985
TAS2R10	-0.913
FASN	-0.13225
GPR116	2.4075
ZNF219	0.4115
CD33	-2.135125
RAB3GAP1	0.692
H1FOO	0.3565
NXPH3	0.78375
CROCC	-0.0321666666666667
GPX7	-1.108375
BASP1	-1.7864
STAM	-0.28975
TBK1	0.3275
STX2	-1.14016666666667
RPL29	-0.77575
NR1H3	0.66675
MPPE1	0.66675
PHACTR3	-0.02125
SLC44A2	1.54025
C10orf109	0.058
CLCN6	-0.54725
C16orf59	-1.9605
SQSTM1	1.36916666666667
AADAC	-1.0505
LRRC8C	-1.597625
BIN3	-0.2413
HPS6	1.01025
MAN2A2	-0.3204
GABPB2	-1.119625
KCND1	-0.65775
PTPN11	-0.434285714285714
ZNF274	-0.4175
ATF3	0.514083333333333
C7orf26	-0.0935
C1QL3	0.625
WDR54	-1.25383333333333
FLJ40869	-1.7155
ZNF397	0.806
MLL	0.127
TTLL6	-0.451375
ANKRD15	0.1475
KIAA1958	-0.8205
C1orf218	3.653625
ZDHHC16	0.402
DDX47	-0.42075
EVI5L	0.537166666666667
GDF6	-4.6195
TAPBPL	1.1935
BTG1	0.6298
DPP4	-0.761875
KLHL23	-1.65825
APOC3	-3.978
BTBD12	-0.117833333333333
CNOT4	0.2776875
HIST1H3I	0.377
OR5H1	0.534
APEH	-0.201375
TRY1	0.3185
SLC26A8	0.223
KCNA2	-0.122333333333333
TMEM159	2.186375
C6orf81	-0.3875
PCYT1A	-0.218166666666667
C6orf157	-0.8905
BRMS1	0.32775
CHST1	1.866
LGALS1	-0.05675
TAF1B	-0.66
FLJ40504	-0.20375
GPR173	0.602
COL15A1	0.06975
CASP10	-1.221
PCMT1	-0.832428571428571
HDAC5	0.3083
LOC641367	-1.20625
EVC2	0.80075
SGPL1	1.7605
GON4L	0.774142857142857
AFG3L2	-0.162333333333333
C5orf15	0.438166666666667
UBXD1	0.9825
LILRB4	1.04566666666667
GSTA4	0.289666666666667
ADIG	-0.2095
GRIPAP1	0.660625
HIST1H3B	-0.562666666666667
BTRC	2.063
USP49	-2.0505
IQCH	1.1845
ACBD6	0.14775
YEATS2	-1.39325
CABP5	0.29925
TRIM3	1.30225
HNRPM	0.3705
FGG	-4.2679
C18orf16	0.134
CLEC2B	-0.57575
PQBP1	-0.532166666666667
JTB	0.655833333333333
REST	0.595333333333333
SLC8A3	-0.838666666666667
TMEM16H	0.695
MRPL47	-0.1585
EVI1	0.2053
MUC1	3.776875
TEAD3	0.386375
STOML1	0.29825
USP24	-0.8067
PNMA5	-0.85975
MAEL	0.472
LBP	-0.352
HSD17B4	1.309625
SEC31B	-2.00725
IDH2	0.6173
SFRS16	-0.615875
AICDA	-0.138
RNF180	-1.0995
C1orf56	1.17516666666667
FLJ10324	0.0863333333333333
GPR148	-0.053
MEF2A	-0.125583333333333
ASF1B	-1.85333333333333
HTN3	-0.38875
RNF215	0.82475
SLC4A3	0.515666666666667
ADAMTS9	-0.2811
C9orf66	1.84016666666667
FOXD3	0.5815
GSDM1	0.00125
IFITM5	1.2275
PODXL2	-0.4065
C1orf176	0.48325
RPS3	-0.33525
hCG_2004593	-0.608375
COL21A1	-2.4095
NTNG2	0.6145
RAI14	-0.205333333333333
P76	0.5775
LRFN3	1.28025
FAM14B	-0.28425
FKBP14	-0.83975
TNNI3	-0.793666666666667
HOXB3	0.00137500000000001
SGCB	-0.553
PPAPDC3	0.14125
FRAT1	1.4005
MORN1	0.505
ARHGEF2	1.02325
BNIP2	-0.991
DHX30	0.241
EEFSEC	-0.60425
FGF20	0.482
FLJ38973	0.272785714285714
PLCH2	0.420333333333333
CCNG2	2.732125
PSPN	0.586
WDR88	-2.1075
HOXB13	-2.80825
MTMR8	-0.9075
SPAM1	-0.3505
PPP2R1B	-0.20425
TANC1	1.3345
CNN3	0.8593
CHGA	-0.622125
C9orf128	3.60775
CACNA1B	0.427333333333333
MMAB	-0.6173
RHOA	0.176833333333333
RAPGEFL1	-0.68025
SLC1A5	-0.998
CALCA	-0.081
SYCP1	1.586
CXCL11	3.114375
GFI1B	-1.11033333333333
PSCD1	0.3415
C11orf58	0.4025
MGC45438	0.810666666666667
NUDT18	1.43266666666667
ASB3	-0.427
ZP1	-3.5225
LPPR2	0.3443
ZNF527	0.912666666666667
ZNF771	0.39575
TTBK2	-0.286375
TRIM55	-0.6125
GJB3	0.00566666666666668
PRSS35	-0.57275
SCRG1	-0.43575
ZDHHC24	0.755
DUSP26	-1.49825
C1orf51	0.889625
DNAJC3	-0.16
LITAF	0.890625
ZNF410	0.6785
AFP	-4.319
ZW10	-0.8055
PHOX2B	1.1625
VILL	1.26525
ELOVL7	-2.151125
LOC644186	3.3215
PPP3CC	-0.16275
CHST13	-1.6935
WDR40B	0.00350000000000001
MEA1	-0.000999999999999994
HILS1	-1.186
DLX6	-2.337
NKG7	0.974666666666667
EMP1	1.10975
ACTR6	0.2835
CHCHD7	-0.589214285714286
COG2	1.695
TCEA2	0.8566
TARS	-1.33675
FLJ20294	0.626166666666667
ZNF92	0.10275
TRAPPC2L	-0.8104
ARHGAP28	-0.44875
CCDC109B	0.8705
LGTN	0.1335
INGX	0.170333333333333
LOC124446	1.946
RPS2	-1.26275
C17orf75	-0.618166666666667
NBPF1	-0.752
SLC2A8	0.0633333333333334
SNRPE	-0.4075
CARD6	-0.77825
IL13RA2	0.445375
CUEDC2	-0.2255
C4orf19	-2.6445
AOC3	0.134125
MTHFD2	-1.7935
OR5M9	0.524
C4orf38	0.408166666666667
SS18L2	0.11325
OAS3	0.931166666666667
LARGE	0.866
LRIG3	-0.13
LIMA1	1.85325
STARD3	-0.05175
VPS39	0.899875
CTAGE6	0.148
ODAM	-1.867
MORF4L2	0.514
GSTO2	2.29225
MTFMT	-1.46075
PRKAB2	-0.745928571428571
ZNF76	0.282833333333333
HSPB2	2.9315
CRB2	0.221
KLRK1	-2.548
LYST	1.153625
UBE2M	-0.781833333333333
SLC16A9	-1.38725
ZNF281	1.132
ST8SIA1	0.544375
C9orf105	-1.315
ANKRD46	0.41675
FAM108A3	0.486
C20orf91	0.49325
ZYX	0.468833333333333
RSPH1	3.16975
ZSCAN5	-0.39125
RIMS3	-0.868166666666667
KRT76	0.0755
CEACAM4	0.5025
SIRPB1	-0.209
CFHR4	-1.224
SOX3	-0.395
GATAD1	-0.513
C21orf57	0.4215
TMC8	-0.487833333333333
AVIL	0.209833333333333
LMOD1	2.31725
HIGD1A	1.50925
NEU3	0.0963333333333333
DES	-0.256125
BZW1	-0.4412
ZNF221	-0.044
CCDC27	0.427
GDAP1	-0.2475
RBBP4	0.748
MGC40499	0.39175
PHKA1	-0.523375
PRKAR1A	-0.271777777777778
HSD3B1	-0.000499999999999973
RAD52	-0.6945
CD207	0.7975
LOC389791	0.0955
RSPO1	2.61033333333333
TMEPAI	3.0245
MFSD2	0.3705
ETV4	-2.81558333333333
SCGN	-0.271
LOC391356	0.2145
MPP1	-1.367625
STARD3NL	-0.72525
TFAP2D	0.266
CD2AP	0.732
CCL20	-4.848
CCDC86	-1.059
ZFP30	-0.27175
CTBP1	0.462083333333333
MAK10	0.155666666666667
STXBP5	-0.286333333333333
LOR	0.404
MAP6D1	-0.283
ARMC7	1.163
TMEM150	0.5323
NSL1	-0.11825
KIF5A	-0.925125
ASCC2	0.321833333333333
PSENEN	0.541666666666667
OPTC	-0.158
FCRL2	-0.924
KBTBD11	-1.721125
PCK1	-2.592625
CENTD3	-1.781
MEGF8	0.176
ALPPL2	-0.045
OBFC2B	-0.374
ZFYVE20	0.09125
GALC	1.33833333333333
CTRB2	0.47775
C20orf71	0.043
TBKBP1	0.454
CAMLG	0.34475
TREML4	0.5485
RSAD1	0.27625
TUBA3D	0.1956
KIAA1833	0.667125
PNPLA1	0.538
LRRC34	-2.09883333333333
CDH26	-1.15833333333333
ZNF167	1.01166666666667
ZBTB26	-0.674
VWF	3.4467
VTN	-0.979333333333333
BAD	1.05275
PDS5B	0.293083333333333
ZNF644	0.0164166666666667
SH3GLB2	0.41275
SMPDL3A	0.4479
NRG2	-1.158125
IL15	0.156
GABARAPL1	0.0418333333333333
LAT2	0.33
SLCO1A2	-1.76866666666667
LIG4	-0.38075
GSDMDC1	0.63625
BMP4	0.742875
METT10D	0.187875
SYCE1	0.34325
SPANXD	-4.869
SLC12A9	0.508
MC1R	-1.8665
RNF168	-1.16375
TRIM69	0.393
GALNT7	2.24916666666667
ISG20L2	0.53875
KIAA2026	0.7805
TNFAIP8L1	-0.2745
DPY19L2	-1.16425
C12orf63	0.895
PRDX5	-0.055
MED6	-0.74925
TXNDC5	-1.198875
CD46	1.57016666666667
CCK	-2.33525
C17orf48	0.22775
ANUBL1	2.85225
SIT1	-1.89516666666667
TYSND1	1.10616666666667
DEF6	-0.382666666666667
GLT8D4	1.1535
UTP14A	0.295
RPH3AL	1.12225
NXF1	0.464166666666667
TRERF1	0.200833333333333
TUBB3	-0.8473125
SLC24A2	1.256
SEC22B	0.81425
ZNF653	0.8785
GGTL3	-1.40841666666667
CDKL2	-0.295
CTF8	0.00283333333333333
EPC1	1.4715
CYP4A11	0.311833333333333
THRSP	1.2365
LELP1	0.2055
TES	0.426125
C17orf87	0.8315
FERD3L	0.05875
SH3TC1	0.2515
RAB36	2.125
CRYGB	-0.4135
GRIA3	1.5992
BHLHB9	1.43275
C1QTNF9	0.865
GOPC	0.305875
PNPLA8	-0.0286666666666667
ZNF444	0.641
FMO1	1.6715
POLR3C	0.652
SLC35F3	2.58175
SGCG	-3.22133333333333
DCDC2	-3.36233333333333
NANP	-0.9765
MGC23270	0.3025
BEX4	0.951333333333333
HYDIN	1.5527
RPS6KB2	-1.46275
ADRM1	-0.542583333333333
BAT3	-0.3655
RAB31	0.341
SCGB2A1	5.87775
SLC6A14	-2.720125
DDX4	-0.1635
PRRC1	0.1515
AP3B2	0.818333333333333
TRGV7	0.0868
TMEM184B	1.1305
ADPRHL1	1.46066666666667
C21orf45	-0.4695
ARNTL	0.924625
AADAT	-1.4495
CCL2	0.2135
SNTB2	-0.605
RGS9BP	-0.7565
KPNA1	0.34075
TMEM41B	0.376333333333333
S100A11	0.787166666666667
DOT1L	-1.803
EFHC2	1.701375
CLTC	-0.0448333333333333
SRP9	1.17778571428571
ZNF521	-0.03275
FAM26F	-1.17625
GPR88	0.324833333333333
COL13A1	-1.09366666666667
CHMP4B	-0.3804
SIGLEC6	0.161833333333333
NFAM1	0.581375
PVRL2	1.381
ALKBH4	0.51225
CCDC93	-0.4869375
NXT1	-0.23125
KCNK4	0.9865
TROAP	-2.2405
KCNA10	0.2485
CCDC114	0.51
RAN	-0.898916666666667
LMTK2	-0.2625
LOC400657	-0.015
UFC1	1.615
UBE1DC1	-0.9
EEF1A1	0.169833333333333
CHAC1	-0.455
HMGA2	-5.0544
B3GALTL	-0.615
ING2	0.4105
C1orf109	-0.5105
INTS3	1.03575
ZNF558	0.64125
TRPM4	2.55716666666667
LTB4R	-0.2255
ISYNA1	0.083
LSM7	-0.32525
LRRC47	0.4740625
ZNF179	-2.10516666666667
EXDL1	0.065
SLC4A10	-0.731375
ACSS2	-0.712333333333333
COPS7B	-0.4295
KIAA0040	2.819
C1orf95	0.0825
AP1GBP1	0.212
OR9A2	0.447
FAM71C	0.1445
RIN1	-1.46233333333333
ITGA4	-2.905375
DNAJC6	-0.707666666666667
CLOCK	0.714833333333333
SLC35A4	0.683166666666667
DSG4	0.17925
LOC26010	0.00949999999999999
NSUN2	-0.79375
TMEM86B	-1.4451
C14orf135	-0.149
KIFC3	-1.305
PHF5A	-0.2525
NCAPH	-2.575125
STK11IP	0.6545
FLJ42953	1.535375
CCDC19	4.64216666666667
ZNF329	-0.472375
TAX1BP1	0.983
ZDHHC18	-0.152333333333333
C10orf88	0.53275
TMBIM4	1.3072
NMUR1	-0.8225
KIR2DS4	0.137625
C9orf90	0.081625
MGC87631	-1.426
KDR	2.2367
ST3GAL2	-1.10625
RLN2	0.137
HPD	-3.438
MOXD1	-1.65066666666667
PDGFRL	2.44216666666667
SMYD4	-0.6345
FAM103A1	-0.0483333333333333
MFAP4	-0.0655
LOC285141	2.183
TMEM45B	-0.463
SMCR7L	-0.408785714285714
GZMH	2.15575
CBLN1	-3.1485
CNNM1	-0.70225
PHF17	-0.953333333333333
NUP98	0.331333333333333
RMI1	-0.06
PTPRS	0.558375
ANKRD57	0.872625
CLDN15	-0.715333333333333
OR51A2	0.7145
GUCA2B	1.1335
DOCK9	1.5245
ITGB1BP1	-1.43983333333333
DLG2	-0.231875
BRAP	0.0915
SESN3	-0.29925
ZC3H7B	0.39575
FAM101A	2.56916666666667
FKSG24	-0.17475
ZYG11B	-0.79825
RFC2	-1.17975
SH2D3A	1.1985
DVL3	-0.00291666666666666
ADFP	-1.71466666666667
KRIT1	-0.511
SERTAD3	1.45816666666667
LEFTY2	-3.20025
KRT27	0.6275
SCFD2	0.05625
MN1	-0.25375
RORA	0.36925
PTPRD	-0.133
PIAS2	-0.530333333333333
CYP4X1	8.38083333333333
FBXL15	0.41725
MYH15	-0.148
CRX	0.234666666666667
TBC1D13	0.57425
SLC22A17	1.497
PLK2	2.78916666666667
ARHGAP9	0.35525
EIF1B	-0.61325
C20orf185	-0.4595
DEFA7P	0.378
PRIM1	-2.20366666666667
CRYAA	-1.4525
BACE1	-0.55525
AGTRL1	0.492
ACAD9	0.0225
GRASP	0.12675
RBP4	-3.848
TFB2M	0.56825
METTL9	-0.7295
ATP5O	-1.26525
SP100	0.4723
CPSF1	-0.319
S100A4	-0.71975
LIME1	-0.93725
GPR137C	-0.08125
OR2A2	0.4635
C2orf29	-0.2555
NUP188	-0.63925
SDPR	-0.94775
RAI1	0.358875
RPS20	-0.647
LAMB1	-1.08975
ADM2	1.53733333333333
ZNF229	-1.81125
DKFZp434K1815	-1.252
EPN3	2.49266666666667
CLIC3	-1.49875
MEIG1	-0.51475
HMGB4	0.01725
STARD10	1.4875
KLF8	3.475
EPB41L2	-0.236333333333333
JMJD6	-0.551
CTSL1	-1.46433333333333
GPR27	0.6565
ELAVL4	1.006125
MMP21	0.1815
PPM1B	0.40075
SUV39H1	-1.00825
AAMP	0.5595
TUSC4	0.747333333333334
MBD6	0.23525
KLK13	-1.1315
FMNL3	0.16
TRIM13	0.666833333333333
C15orf5	-1.63725
IQCF1	0.0915
CACNG8	0.1515
SLC35D3	0.694833333333333
ZDHHC9	0.1645
ODF3L1	0.01875
C9orf86	-0.1605
TSEN2	-1.11975
C17orf64	-0.28975
SEPX1	0.6087
TSPO	0.315666666666667
SYMPK	-0.01
ADORA1	-0.0385
TSPAN10	0.968375
SEMA6C	0.533166666666667
RTTN	-0.8125
IL2	0.294833333333333
ARRDC3	-0.564333333333333
TBPL1	-1.25666666666667
STX12	0.72125
MRPL39	-1.29075
OR8H3	-0.3475
IFIT5	1.4375
CASC5	-2.8995
FAM46A	-1.108
HPCAL1	-0.96125
CYLC1	-2.224
VGLL2	0.238625
C20orf191	0.28325
CDH1	2.01208333333333
ITPA	-0.049
CCDC101	-0.0765
D15Wsu75e	-0.19775
EDA	-1.2435
CREG1	-0.04775
OR7G2	0.521
SAP18	0.86575
IFIT1	2.02425
CALML3	1.31866666666667
FLJ37440	2.071
FNDC5	0.12375
SERPINB6	0.340785714285714
JUNB	1.4523
SYS1	1.538
SCN2A	0.451
ZKSCAN5	-0.4359
WNT7A	0.22
TSHZ3	2.31925
RNF148	0.70675
H6PD	0.259875
CAD	-1.05416666666667
ZNF449	0.05325
DOCK10	-0.4975
FAIM2	1.14616666666667
HEXDC	0.81625
PRB1	0.144
C14orf148	-0.2195
ETHE1	0.73475
IRF5	-1.0511
GNMT	1.348
MGC16291	-1.984375
RPAIN	-0.575928571428571
CAGE1	-0.18
CNTNAP3	-3.174
ACTR1B	-0.072
EEF1E1	-1.85575
MSX1	-0.608
ESF1	-0.6614
HSPC171	-0.45075
MRPL2	-0.6215
RDH12	-0.638333333333333
CELP	0.4245
METRNL	-0.26725
C10orf116	4.44666666666667
C19orf48	-1.7065
ZNF346	-0.20825
NCR1	-1.6145
C10orf64	-0.0715
CD52	-0.46425
VPS18	1.3595
AP4S1	-0.399333333333333
NPBWR1	1.1075
TPK1	0.5155
UBA52	-0.586611111111111
RIPK1	0.976833333333333
CPNE3	0.2999
HSPC159	-0.587625
C8orf38	-0.14625
LRRC4B	-0.222
PARP10	1.0474
ANKRD50	0.854
CXCL9	4.31125
FGF18	1.57927272727273
EIF2A	-0.445875
SLC20A2	1.20216666666667
KIAA1549	-0.00600000000000002
SPINT1	2.0915
ZNF584	0.095
CRBN	0.0808333333333333
ABCF3	0.221
NCBP1	-0.415666666666667
PLA2G4F	0.893166666666667
PCDH10	-0.55475
TTC21A	1.18075
C20orf144	0.409
FGFR1OP2	-0.791666666666667
SLC9A1	1.0139
CHRND	0.2705
FOXF1	-2.50575
KIAA1467	2.3035
TPO	-0.1265
LTF	5.28107142857143
DNAJB9	0.19525
MRPS27	-0.49275
bA16L21.2.1	-0.51075
WBP2	0.517833333333333
MRGPRX3	-2.19933333333333
PRPF18	0.474
C10orf58	0.59975
SMOC1	-2.4009
ADAT3	0.9445
TMEM138	0.08025
TMEM131	-0.640125
TIMM8B	0.1235
MYH7	-0.528
ST6GAL2	0.983875
KIF1C	-0.2125
SUHW2	-1.1305
PAPSS1	0.441
CABP2	-0.115
HOXA4	-0.799
ELF2	0.528
SEMA3D	1.149
MC5R	0.295
OGFR	0.349
FLJ30092	-0.0565
TGFA	-1.6691
MMP17	0.73675
KIF15	-3.1615
CHIA	0.5745
CATSPER3	0.6055
CEACAM7	1.18708333333333
PADI2	0.724625
HOXA9	5.44966666666667
LNX2	1.25633333333333
TMEM144	3.0475
HIF1AN	0.9905
METTL7A	-1.4406
C6orf165	3.332
KIAA1468	0.600625
DSG3	2.238
ZNF180	0.495166666666667
EIF4E3	1.4835
SLC46A1	0.57825
DKK1	-4.1895
ZNF205	1.3165
LOC162073	0.492277777777778
COX7A1	4.945
MAGEA1	-4.614
NEDD8	-0.09875
KLHDC5	-0.1295
C3orf19	0.356
MRPS2	-0.7865
POLR3H	0.556285714285714
ABHD11	0.8339
TMEM17	1.79225
PAIP2B	0.5595
MAT1A	-3.87925
LGI3	0.13475
THUMPD2	-0.098
TKTL2	0.07675
XAGE3	-2.276
CALM3	0.26075
C6orf136	-0.4255
KCNC4	0.2475
RGS9	0.0318333333333333
ACIN1	-0.107666666666667
SPATS1	-0.23025
XKR8	0.06425
FAM84A	1.52116666666667
MS4A7	5.753
AGXT2L2	-0.02475
OR1F1	-0.135
SMAP1L	0.212666666666667
IPO11	-0.0195
ZC3H11A	0.870625
C1orf151	0.715375
RNASEH2A	-1.55975
CCR10	-1.1785
TXNDC11	0.750333333333333
TMEM112	1.17475
MAP1B	-1.50735714285714
NVL	0.6205
PKM2	-0.4718
ARC	-0.65275
NUP54	-0.6105
PPFIBP2	2.2435
STAT2	1.098375
PTAFR	1.086
ROBO2	-0.084875
RNF40	0.839333333333333
CCDC135	-0.307166666666667
IFT81	-0.3092
MORF4	-0.35475
TM7SF3	0.19125
OR10H3	0.394
ABP1	-0.276125
CHRD	1.30475
PLEKHA8	-0.1585
NCALD	0.993916666666667
OR5AK2	-0.30525
ACCN1	-0.0161666666666667
SLITRK1	-0.09675
ARMET	-0.2695
C9orf52	-0.47575
REEP4	-0.485
MTSS1	1.705125
ADH1B	0.0923333333333333
DLD	-0.35625
CDK5	-0.23725
PPFIA1	-0.2828125
WFDC3	1.30675
DNAJB12	0.968785714285714
RANGRF	-0.311
MLANA	-4.326
AMY2B	0.42225
KIAA0319	1.488125
RPS7	-1.4925
JAK3	-0.2654
ARFGEF1	0.55275
CXCL5	0.61925
TRAPPC4	-0.1095
CETN2	1.01475
HSPC111	-1.553
RHOBTB3	-2.3813
PHLPP	0.1575
RGS10	0.75
TMEM58	1.254
CHERP	0.132375
HSP90AB3P	-0.943333333333333
FSTL3	-0.158333333333333
PEX11A	1.2585
OR5V1	0.666
FCN3	1.30725
PTPN3	1.747625
NPTX1	-5.483875
C21orf84	-0.919
C11orf51	-0.21575
ZBED2	0.68525
FLJ90757	0.82625
NPY2R	0.772
PLD3	-0.006
SYT17	1.9205
SGSM2	0.45225
OR1A2	0.12475
FOXP1	1.619875
SLC5A1	4.9885
POFUT1	-0.3711
EPHB6	-2.4405
MYO1G	-1.954
STAC	-2.0512
KLHL17	-0.1505
RGMA	0.1174
TJP2	-0.2394
FAM114A1	0.0466666666666667
SERINC1	1.3105
SLC9A8	0.242125
PEX19	1.391
EDN2	4.16675
PSMD7	-1.49177777777778
C3orf41	-1.71625
UQCR	-0.247375
PPP1R3C	2.829
LRP4	-1.70433333333333
TM2D1	0.31025
TTC17	0.456
C4BPB	-3.596875
CCL25	0.47075
ZNF253	-0.191333333333333
CHRNA9	-3.917
SOX11	-0.423875
HIVEP3	0.705
CGN	2.82241666666667
C3orf35	0.448375
PKD2L1	1.79425
SYVN1	0.113125
PDE8B	0.05675
LOC439951	1.05775
LTC4S	2.521
MIF4GD	0.280666666666667
SMARCA2	1.829625
TUBGCP6	0.369666666666667
CABLES1	0.6425
C16orf77	1.9395
ZNF791	0.1035
FUT5	2.0935
ADH6	-2.10066666666667
P4HB	0.4455
CLDND2	-1.6195
ALKBH8	0.0245
PLAC4	-1.81025
F11R	1.08442857142857
MGC35295	0.713166666666667
PDZD4	-0.373166666666667
LOC389073	-0.80125
FAM80B	-0.239833333333333
PSMB1	-0.162875
TXN	-0.801833333333333
VIPR1	1.9056
WBSCR18	0.4302
EXOSC6	-0.516666666666667
ACTA2	3.48966666666667
SP5	-0.694666666666667
ANKRD1	-2.75475
DDR1	2.0509
ATP6V1D	0.31025
PTGS1	-1.21383333333333
RNF157	-1.12425
DCC	0.418333333333333
SPAG7	0.2925
FBXO18	0.11225
UBE3C	-0.5391
HOXC6	1.3335
LRP2BP	0.862833333333333
MYST2	0.14775
PDSS2	-0.12975
ATE1	-0.00125
ARAF	0.22475
KLF10	-0.79625
PLA2G2E	0.121
ASCL1	-1.22116666666667
TSNAXIP1	2.0995
FAM131B	0.406875
IFNA10	0.0395
NUP43	-0.856375
FAM44B	-0.44125
L1TD1	-5.69983333333333
NMD3	-1.756
C18orf54	-1.4217
PHOSPHO1	0.372
RAG2	-1.1385
EMILIN3	0.003
METTL3	-0.17575
VPS13C	0.500375
REXO2	-0.88175
ANXA4	0.011
CA1	-1.52475
DCP1B	0.661
TULP3	-0.846
ATP2A2	-0.376928571428571
ATIC	-0.14325
ADAM15	0.00541666666666665
NPL	0.603833333333333
LGR4	-1.99575
UEVLD	0.406333333333333
GAB1	1.43925
SNAI2	-0.263333333333333
ZGPAT	0.6905
SNF1LK	0.228625
DLEU1	-1.86675
UBE2Q1	0.8665
ZMYM6	0.0654375
JPH3	-1.357
FAM38A	-0.491666666666667
PXK	0.427333333333333
DENND2D	2.39475
BAX	-1.016
CP	-5.13563636363636
RPL37	-0.7642
G6PC3	0.44825
NCOA4	-0.0143333333333333
LRRC14	-0.245375
GORASP1	1.119
FCHO2	0.46675
CYP24A1	-3.2153
FXYD3	2.086
SMARCAL1	0.4085
ABCB8	0.2665
CCDC44	-0.023
PRDM7	-2.77575
USH1C	-1.02
DNAH5	1.22966666666667
SRF	0.219083333333333
MAL2	2.578
PGPEP1	0.524833333333333
SIN3B	-0.5885
SEMA3C	0.689
GRAMD3	1.50525
FBXO10	-0.29975
OR5D13	-0.795
FLJ31818	-0.24725
CACNA1I	0.774
S100A13	0.4575
TP63	2.159
ANXA11	0.7391
WDR66	2.196
CSF2RB	0.211
IFI44	-0.219
DACT1	1.33716666666667
ANKRD23	-1.564375
ATP5G1	-0.515833333333333
C21orf70	-0.563333333333333
PPWD1	-1.2285
DNAJC13	-0.4055
PAH	-5.323
PTCH2	0.565
TRMU	-1.15125
CCDC9	0.7535
USP3	-0.2621
DCLRE1C	-0.116
FAM55C	0.604
FRMD4B	1.70675
CYP2R1	0.025
RFPL1	-0.1785
XPO5	-1.11725
ARL6IP2	0.045
OSBPL5	1.79775
MMP9	3.433
KIAA0802	-0.883875
DHRS2	-3.524
SGEF	1.5815
TXNDC10	-0.9624
EXOC6	1.3415
RPS27	0.689166666666667
PNCK	-0.861166666666667
FSTL1	-0.45775
AACS	0.7745
SLMAP	0.320833333333333
SAMD4A	-0.5531
ABRA	0.222
SMARCD3	0.58325
PKNOX2	-2.70533333333333
A4GNT	0.662
C9orf39	-1.72616666666667
RALYL	0.452
MGC33556	-2.299
C10orf25	-0.277
BBOX1	3.70525
NHEDC1	0.9555
XDH	-0.685
GCSH	-2.528
EDN1	1.0375
MTERF	-0.1595
CLK4	0.56975
ZNF799	0.925666666666667
KCNG1	-1.875375
CXCR4	0.051
PTPRR	-2.59275
IRAK1	-0.54775
LOC401397	-1.171
TMSB10	0.392214285714286
CXCL3	-3.5853
TMC4	2.67575
OR7A10	0.5375
STYK1	2.59625
CHRNA10	-0.3985
CCNI	0.966
EP300	0.775857142857143
LOC165186	-0.494
HIC2	-2.567
SDR-O	0.563
OR2W1	0.0315
KCNA6	-0.2935
TRIM74	-2.007
REEP6	2.30725
ATP5G2	0.4855
ERG	-0.073625
TMEM42	-0.05
PARN	0.665
SOD2	-0.616375
DIRAS1	0.0438333333333333
PNPT1	-1.689
JOSD3	-1.71425
hCG_40738	-0.042
PDE1C	-2.14675
SEMA4D	-0.1795
AGPAT1	-0.0325
NOSTRIN	2.6495
MAP3K3	-0.362166666666667
MAX	0.820357142857143
CAPS	0.887666666666667
SERPINA12	-0.071
OSBPL8	0.05775
RICS	2.2086
NR4A2	1.343
PPCS	1.55733333333333
LONP1	-0.72475
SCYL3	2.30775
HERC2P2	-1.57366666666667
FIBCD1	-0.3975
C15orf41	-1.27975
DMC1	-1.00233333333333
C20orf27	-1.54925
RPS6KA5	0.437
FAHD1	-0.0661666666666667
SLC12A4	0.21225
