Hybridization REF	TCGA-AO-A03T-01A-21R-A034-07
GNAI1	-0.729
VPS4B	-0.8345
NOPE	-0.3523
GALNT6	3.10733333333333
SESN1	0.172
GBE1	-3.05611111111111
CLASP1	1.0445
RASGEF1B	0.93975
ACOT11	0.669214285714286
AFAP1	1.021
OR2H2	0.2405
DPY19L2P1	-0.11975
DZIP1	-2.03175
SEC22C	-1.11708333333333
GPR161	-0.664916666666667
RNF146	-0.73025
WDR74	-0.85025
GALP	-0.5955
PURA	1.75225
DNPEP	0.349916666666667
RP11-78J21.1	-2.0025
ERBB2	2.09575
FANCM	-0.7325
NEO1	1.191
DDX3Y	-4.9294
RPS3A	-0.939375
MXRA7	-0.205428571428571
LGALS3	-1.85233333333333
GLT8D1	-0.934
CFL2	-1.3415
UPB1	0.34125
NAP1L5	0.795375
CLDN14	-1.56925
DHX38	-1.133
BTBD1	-0.8925
TARS2	0.304833333333333
ABCF1	-0.4978
FCF1	-0.322833333333333
LRRC49	1.9305
GUCY1B2	-2.0345
C1orf177	0.0701666666666667
SMARCA4	-0.200642857142857
LRP8	-0.767333333333333
TAGLN3	-0.14425
MRPL14	-0.13875
TTRAP	-0.091
ZDHHC20	-0.4655
NFE2L3	-2.535
KIAA1377	0.720875
PALMD	1.2489
TMEM43	-0.65225
TTL	-0.875
STAT5B	-1.20283333333333
SSB	-0.643625
OR10H5	-0.184
SLC22A13	-0.360666666666667
AKAP3	-0.49
TIMM23	0.022
OAS2	2.147
KIAA0423	-0.15125
TRIM11	0.619833333333333
GLIS3	0.00424999999999999
TMEM50B	-0.38
ARHGEF4	-0.51325
DEGS1	-0.863545454545455
TBL1XR1	0.233766666666667
G6PD	-0.69825
SP140	0.5475
MUC17	0.048
NUDC	-0.1581
DNAJC5B	0.747
SCARA3	-0.0245
CPA3	1.62383333333333
BCAT2	-0.4165
MFN1	-0.8252
NRG3	0.985
SNX11	1.068
PLEKHH1	-0.469333333333333
GPR177	-1.02933333333333
HCFC2	-0.152
TCAP	0.3265
MOCOS	-0.30925
C14orf93	0.20375
PRDM10	-0.960833333333333
SLC16A4	-0.513083333333334
SRGAP1	1.84266666666667
VIP	0.0685
DUSP27	0.0295
LILRA1	0.3893
MC2R	-0.574
MGC24103	-1.6605
MBTD1	-2.076
FUT11	-0.491833333333333
USP33	-0.238
C15orf39	-0.2295
MAP3K12	1.42525
PAAF1	-1.73083333333333
BARHL1	-0.446
FLJ16165	0.7895
PIWIL2	-2.05375
SYNE1	0.490333333333333
CMTM4	-0.32725
TSPYL1	-0.427
GUF1	-0.115666666666667
TMEM157	1.9055
WDR44	-0.62825
HIST1H3C	0.1605
DKFZp666G057	0.71775
RNPEP	0.69125
GAS2L2	0.1794
ADH4	-4.27575
GRPR	3.3575
FBXL17	2.143
ZBTB10	0.173583333333333
Gcom1	-0.343388888888889
HTRA1	0.6464
ZNF585A	0.2275
SLC26A2	0.736857142857143
OTOP3	0.201666666666667
WISP1	1.42511111111111
ATP2B4	-0.926083333333334
FLJ10769	0.98025
CRAMP1L	-0.375
CHST12	-0.08025
RAB22A	0.627166666666667
TARDBP	-0.535142857142857
STAU1	0.1745
CRB3	1.85266666666667
MIG7	-1.19425
CHMP1A	0.557666666666667
ZNF160	-0.38775
B3GALT6	0.4705
BARX1	-0.961166666666667
C6orf167	-2.1518125
NXNL1	0.5005
DHX29	0.1765
HADHB	-0.68375
PLXNB2	0.6495
ILDR1	-0.7705
SLC15A3	2.0465
GAS2	-2.85066666666667
C20orf69	-0.27325
NUMB	-0.60925
TNIP1	0.019
MESP1	1.23166666666667
PSKH1	0.16975
NSFL1C	-0.189
RHOG	-0.38325
HEY1	-1.64533333333333
KNG1	-1.47075
ITGAX	1.1848
LIN9	-0.470333333333333
CANT1	0.572625
XRN1	0.143571428571428
CCDC96	2.321
HEATR6	-0.380833333333333
GNG7	0.980666666666667
RUNX2	0.11
SOX1	0.481833333333333
FCRL5	0.7133
ZNF99	-0.455625
FAM9A	1.718
SNX22	0.841666666666667
MBNL3	-2.75766666666667
ODC1	-2.5774
ADORA2B	-2.12816666666667
NR2F6	-0.3085
ZFYVE16	-0.202166666666667
SYNJ2BP	0.9047
POLE	-0.91325
E2F2	-0.451125
THRA	1.29183333333333
PTGES2	-1.22633333333333
HIP1R	0.5305
TMUB1	0.4755
ENO3	-2.221
RSPH10B	0.848
CXorf39	0.938
IRGC	0.2195
GPR109B	0.4215
FLJ13305	1.6265
LCE3A	-0.6285
TNFRSF18	0.897666666666667
DET1	0.777
TRPM3	-0.139
C16orf79	-0.8085
FECH	-1.95216666666667
RAP2A	0.302666666666667
CRIP1	2.62216666666667
AZIN1	-0.142125
SLC7A7	2.24275
IL10RA	0.4267
TMEM64	-1.291
CDC42EP4	1.606
C16orf58	-0.0891
ARG2	-3.21175
POU5F1P4	-4.34875
FAM62B	-0.724125
DNAH8	-1.8913
ASH2L	-0.537375
TSLP	-2.65033333333333
CNTNAP5	-0.1074
TMEM16C	0.21825
IFNA14	0.466
SLC1A3	-0.2145
CABYR	2.47225
BCL7B	-0.4903
NUDT13	-1.16
C13orf28	0.85825
C1orf53	-0.17625
ARL6IP4	0.4033
RPL35A	-0.26775
EMR3	-0.14375
RAB40C	0.2525
SLC41A1	0.584666666666667
LRCH1	-0.584
LY6G5B	0.023
FAM124A	-0.160857142857143
MGC10981	-3.52066666666667
CLIP3	2.6138
MAP4K2	1.0325
CHIC1	0.14125
SULF1	1.33033333333333
C20orf30	-0.318142857142857
PRDM5	-0.765875
ELOVL1	-0.30775
C11orf48	-0.314
SLC39A10	-0.56775
KCNV1	0.0915
ACP1	-0.211
ZMYM2	-0.96425
B3GNT6	-0.135166666666667
C9orf69	0.14975
C2orf15	2.416
C20orf166	-0.05
HSP90AA6P	-0.3475
EDG7	-0.118
NEURL	2.509625
LPL	1.27283333333333
CLEC2D	-0.589428571428572
GRRP1	2.012
CD8B	-2.3752
HIST1H3D	1.34766666666667
SLC6A12	1.177
FAM27L	0.247
CD84	0.3846
RASA1	-1.207
PHKG1	0.063
MAGEA11	-2.611
IMPA1	-1.2687
NPM3	-1.63925
RARRES1	3.5815
SH3BP1	0.8555
B3GNTL1	0.448
ARPC5L	-0.921166666666667
KLHL26	0.25825
SIM2	-2.60385714285714
GJC1	1.533
C20orf194	0.1975
EXO1	-2.415
SLC2A2	-2.64466666666667
LOC285074	-1.115
LRG1	1.892
KIRREL	0.3555
PIK3R1	1.24857142857143
C4orf34	0.82725
MAF	-1.69561111111111
ADCY4	4.5055
ZMIZ2	1.5532
SLC46A3	0.378166666666667
STAMBP	0.354166666666667
CCDC16	0.55075
MS4A12	-0.747
TCF20	0.759
LRRC46	2.98675
C20orf152	0.134
MRPS6	-1.562
ABCB11	0.1535
KCNC2	3.83116666666667
CDH19	-0.935666666666667
C9orf123	-0.929666666666667
SSH3	0.603
LDLRAD1	-0.63175
CCBE1	-0.66825
ZNF135	1.35175
TAAR1	-0.0385
WFDC12	-0.138
CCDC42	0.4365
FLJ12529	0.1355
PER1	0.4304
TIMM50	-0.0133333333333334
SMARCAD1	-0.629333333333333
FAM26C	2.702
TP53TG3	-1.53133333333333
SH3RF1	1.5228
LMCD1	0.8325
GPR63	-0.271
FLJ21986	-2.543375
AIFM3	-0.73875
MICAL1	0.157166666666667
BLZF1	0.3075
IQCA	1.83083333333333
PCDHGC3	-0.808
SAC	0.428
BCL6B	2.0055
DDO	0.011
MARCO	2.393
DCHS1	1.50916666666667
C1orf170	1.86633333333333
CD200R1	0.671666666666667
C22orf15	0.5095
SEPT11	0.390833333333333
ADNP	-0.12
UST	0.2611
C13orf34	-1.03383333333333
RFFL	1.10057142857143
APBA3	-0.169
C2orf60	-0.9905
CUTL1	0.8386
PMS1	-0.973625
ZNF689	1.2975
EIF3E	-0.834
IL9	0.1728
RPL31	-0.640875
LY9	0.168166666666667
ATP2B3	-0.00899999999999999
KDELR2	0.509875
TFCP2	-0.208625
NLRP12	0.098375
FLJ45422	0.43325
TLE4	-1.1894
ZNF570	-0.686
FLJ43806	-0.9735
TLK2	-0.111625
CIR	1.21275
MARS2	-1.2095
COL24A1	0.3505
SDF2L1	0.4325
HIBADH	-0.480666666666667
IGFBP3	-2.38621428571429
C12orf23	0.736375
PSPC1	-0.39175
C20orf43	0.291
TRAV20	-0.567
ARHGAP24	0.283
KIAA1975	1.244875
C1QA	3.618
DNTT	-4.41483333333333
C10orf6	-0.948416666666667
C11orf41	-0.1525
HNRPF	0.147375
COL11A1	2.90116666666667
UBAP2	0.717333333333333
CDKN2AIPNL	-0.928
C20orf174	2.29625
SPRED2	-0.14675
PLA2G12A	0.5785
ICEBERG	-0.901666666666667
SCN10A	0.07
C11orf65	-0.82025
GBP5	5.09125
PITPNC1	-1.218
POU3F3	2.32
NCOA7	-0.4495
LIN7C	-0.7244
LOC348840	-0.699
NKX2-2	-2.56533333333333
ANKRD13D	0.719125
LOC123688	1.383
FUT2	1.0715
TAAR8	0.3655
FZD4	-0.987666666666667
PNMA3	-1.26833333333333
OR4L1	0.413
WIT1	-1.70925
EXOC3L	2.7735
ATPBD4	-0.7344
KRBA1	-0.1175
UBXD6	-0.86075
HOXB7	-0.523214285714286
C7orf23	-1.336
UNQ338	0.1985
STAB2	0.8255
CDC20B	0.52375
IRF9	3.34475
CENTG1	2.35125
TNPO2	-0.44875
MCPH1	0.025125
BMS1P5	-0.87725
SLC26A7	0.1545
HIST1H3J	1.3745
C9orf3	-0.3045
LBH	2.23825
MYO1D	0.31775
PTDSS2	-0.09325
NFU1	0.18175
DEPDC4	-1.578
WNT7B	2.0169
GLP2R	-0.189333333333333
SETD4	-0.5963
DYNLT3	-0.376
FKBP11	0.361166666666667
SESTD1	0.475333333333333
FLII	-0.928
RPS16	-0.6145
CHPF	0.148333333333333
CSNK2A1	-0.597833333333333
SUMO1P1	-1.1355
FKBP6	-0.6725
ZNF214	-1.02266666666667
TWIST1	0.421166666666667
DDX56	-0.965333333333333
TRAM1L1	1.1689
EPO	-1.3995
MRPS18B	-0.6165
ZNF682	-0.0503333333333333
RPL14	-0.724333333333333
MAFF	-0.2875
LOC51136	-1.446375
LY96	0.074
DDX20	-0.20975
ABTB1	0.9435
ARL5A	-0.0487
CCT6A	-1.269
HEPACAM	-0.828666666666667
EHHADH	-1.66066666666667
RBAK	0.660833333333333
CGB1	5.343
ITGB5	-0.2084
YIPF3	0.619
FKBP2	1.0485
NR1D1	-0.5105
TMEM110	-0.738
NEK2	-0.481166666666667
PRAMEF8	-2.667
C20orf52	0.4565
PCDHGA3	-1.714
VWA3B	0.2735
NDUFA5	0.23275
THAP9	-0.714
FLVCR2	-1.1265
AP1S1	-1.18125
SMAD6	-1.45125
SAV1	0.37275
SAT1	-0.172375
ZNF251	0.325625
ADAMTS7	0.969
RPP38	0.16575
C1orf211	0.064
YPEL2	0.53085
RBMS1	-0.32575
ZNF445	-0.550833333333333
NRXN2	2.45116666666667
PGBD4	0.337166666666667
UGT2B28	-2.52425
WBSCR16	-0.6282
NLRC3	0.2785
ASTL	0.2435
ST6GALNAC1	-2.85
ZADH2	-0.038125
MLLT4	0.379166666666667
ARL6	0.0141666666666667
MEF2C	1.0305
CBFA2T3	-1.8685
AFF3	2.8395
COG7	-0.0435
MYB	-0.309
PLXNA3	0.6755
XRCC2	-1.71633333333333
MMS19	-1.41425
ST8SIA5	-0.931125
CHPT1	-0.331833333333333
KIAA1712	-0.197625
OR6X1	-0.258
ACTR3	-0.419
UGCG	1.513
OR4P4	-0.4935
ZAP70	-2.5245
LPP	0.841
ZNF485	-1.511
PTPRCAP	0.43225
IL12RB1	0.35175
ATRX	-0.5024
CHST8	3.509
C14orf109	-1.5185
ARV1	-0.5015
NMB	-1.41814285714286
COX5A	-0.8945
EIF6	-0.44325
MPPED2	1.80633333333333
SEMG1	-0.931
CHRDL1	1.25
TRAF3IP2	0.1045
WNK2	-0.378625
LILRA4	2.677
LAMA2	2.8415
PXT1	-0.4235
RLBP1	-2.92025
CD300C	-0.24825
SLTM	-0.49675
FLJ10404	0.9679375
APOBEC3D	-0.827666666666667
RENBP	0.117666666666667
ATXN7L1	0.376
NID1	-0.41525
TUBGCP3	-0.829875
ITIH5	0.813117647058824
CCDC110	3.351
C8A	-2.4715
MGC87042	-2.986
HOXC13	0.134
TFDP2	-2.3835
HCP5	1.846
POLI	-0.37725
UCN	-0.325
ZNF764	0.7495
C8orf45	0.61775
FHL3	-0.91925
SPATA5L1	-1.09725
MMRN2	2.813
NDST1	0.734333333333333
COL20A1	0.346666666666667
ZNF248	-0.525333333333333
PELP1	0.081
MBL2	-2.38
RNF41	0.121125
C5orf24	1.05675
THOC5	-0.98075
SERINC3	-0.133333333333333
RP11-151A6.2	-1.01625
CDCP2	0.11
HIST1H2AA	0.31675
C11orf75	0.199666666666667
FKBP7	-0.4445
DDOST	-0.98125
GPNMB	-1.1365
TTF2	-1.13133333333333
KCNT1	-0.0386666666666667
SLC39A14	-0.780625
NGRN	1.0342
GPR137B	1.542
MECP2	0.667375
PSMA1	-0.94825
C16orf73	-5.21125
TMEM60	-0.6275
CSN3	0.9925
NOS1	0.4625
RAB7L1	-0.0711666666666667
YBX2	0.6705
KIAA1166	-0.301625
FUBP3	-1.03883333333333
ABCG1	2.7185
ACACA	-0.249083333333333
ARL11	-0.4701
ATOH1	0.299
ODF1	0.572833333333333
CREB3L3	-0.884166666666666
TMEM127	1.03321428571429
DSCAML1	3.397
PLN	1.7464
LYPLA1	-1.0685
PRDM9	-1.636
SASP	-0.156
PLUNC	0.0691666666666667
INTU	-0.453
HISPPD1	-0.86475
LNPEP	-0.460166666666667
YARS2	-0.724
APCDD1L	-0.4535
ZCCHC4	-1.1966
FBXO22	-1.38516666666667
TTLL13	0.705
ZNF669	-0.684833333333333
PTGDR	1.9715
DDX27	0.0825
KIAA0409	-1.233
GJB6	-0.1615
ASB8	0.54025
PLP2	0.581166666666667
MEPE	1.948
OR10J5	-0.61
KRT222P	3.33825
COQ7	0.327833333333333
C1orf101	0.369
RERG	3.1741
CHMP5	0.088125
THAP11	-0.4255
ZNF43	-0.460666666666667
ZRANB3	-1.38783333333333
KRT13	1.590875
MRPL19	-0.83875
RBBP9	-0.4475
SPATA17	0.644375
BXDC5	-0.125
PAFAH1B1	-1.5525
MAGEE1	1.75075
OSTF1	-0.011
KIAA0323	0.162916666666667
TXNDC13	1.25983333333333
CNTN4	0.30575
LCE1B	1.514
UNQ501	1.41775
ZNF154	-0.09775
C3orf64	-0.28125
SYT5	1.7412
PON1	0.0498
FLJ10357	0.182375
ATP4A	-1.175
GNPDA1	-1.01266666666667
MGAT1	0.3755
C14orf121	1.497
SLC35B2	-0.811
MIER3	0.642833333333333
CHEK1	-3.717875
ZNF8	-0.528
TXNDC1	-1.124
CKB	-0.7639
RTN3	1.16585714285714
FZD2	-1.0565
PART1	0.208571428571429
PSMB6	-1.22875
PCDHB8	-0.9855
PHC3	-0.4818
PPP1R8	0.391
NOVA2	2.117
TNFRSF11B	-4.28975
GOLPH3	0.8525
UBLCP1	-0.781
SUHW3	-1.19525
TTLL1	1.45425
OPN4	0.5065
OR13G1	1.02
ZPBP2	-0.1018
HSD17B11	-2.434
C9orf50	0.515
DHDDS	0.133214285714286
CTSW	0.6516
NEFM	-3.13116666666667
MRPL28	-0.7285
SYN1	1.72383333333333
PIGV	0.138
ZIM2	-0.55825
APBB1	0.0925
SND1	-0.41125
C1orf123	0.156333333333333
CHD3	-0.82375
BHLHB8	0.538
RNASE2	-0.542166666666667
BCAP31	0.16975
SLC25A44	0.238333333333333
CHD6	1.5546
PIB5PA	1.09676923076923
SELS	0.8575
LOC541471	0.064375
FAT2	1.7645
ZNF81	-0.7685
OR4C16	-0.326
FLJ10081	-0.3059
LRRC4	3.22075
CS	-1.3805
N4BP2	1.0105
IGFBP7	1.02175
ZNF318	0.649833333333333
NDNL2	0.892375
ZNF609	1.168875
SIRT4	-0.51975
EXOSC10	-0.199
ECE2	0.766833333333333
OVGP1	0.87325
GTPBP3	0.112
PACS2	0.136
C19orf36	-0.7305
ARL4C	-0.71325
ATG4B	-0.779625
UBQLNL	3.11625
RHOXF2B	-2.936
PLEKHG2	-0.6765
GALR1	-0.4505
AQP4	0.441333333333333
HDAC7A	0.475333333333333
DCUN1D3	0.97675
OR8A1	0.2245
CCRN4L	1.98475
CBR4	-0.967166666666667
KIFC1	-1.2255
SLC7A14	-1.8094
LHX5	-1.052
TRPC7	-0.4735
LPXN	-0.276
SERPINA1	-2.154875
RPS13	-0.9332
BPIL3	0.5
PRKAA1	-1.9175
FADS2	1.0338
ENAH	0.3095
PRO1768	0.177
APBA2BP	0.37375
LIPH	-0.268666666666667
C3orf33	-0.55175
RCC2	0.082
ALDH1A2	-2.747
RNF103	2.14075
AHCY	-0.791875
ALG12	1.2885
CCL17	3.16225
ZNF543	1.42283333333333
ESRRG	1.4473
CNGA1	-0.0115
RDH5	0.409
OTX1	0.00459999999999999
PTGFR	-1.2518
CDR2	0.11825
SELE	2.60425
NLGN2	-0.2905
EXOSC9	-0.28175
ZNF566	0.2565
KLRC2	-3.694
GPR12	0.845
KIAA0196	0.474
PDRG1	0.712
SSR3	-0.488428571428571
MSI1	-0.0025
CST9	4.5025
CC2D1A	0.856125
PLAGL1	-0.325833333333333
ZNF778	-0.705
RNF2	-1.9095
KLF6	1.2265
THBD	1.7185
tcag7.1314	1.5785
NR5A1	0.4275
ABCD2	-0.256666666666667
DNAJC7	-1.417
CLEC4C	1.197
TM2D3	0.3975
CCDC4	-0.632
PLAC2	1.75175
DCD	3.3345
FAAH	1.279625
POLA1	0.882333333333333
TM7SF2	0.0331250000000001
FLJ39822	-0.446166666666667
FLOT2	-0.324625
MAP4K1	-0.434833333333333
SRP68	-0.00099999999999989
C21orf74	0.628
ARPC5	-0.048125
LOC126075	2.1225
HECW2	-0.00912500000000003
ZDHHC4	-1.063
ANKRD42	0.7073
PDE9A	-0.636333333333333
ABCA8	-0.2915
NDUFS2	-1.78675
UBR5	-0.628375
BTBD16	-2.2765
LOC554174	1.759
ZNF20	0.3385
KIAA1843	0.565
WDR17	2.109625
C15orf33	-0.5775
RNF113A	-0.25375
CAMKK1	-0.9602
CLCN2	-0.05525
ANXA6	-1.141
LOC340069	0.107
EMID1	0.353875
DPM3	0.536166666666667
ELA1	0.147
SLC25A13	-0.3811
KRT24	1.07425
SMPD1	-1.09683333333333
TH	0.156625
COL6A2	0.255857142857143
ANKS1B	1.023
GPR126	-3.1865
ZC3H12A	0.738833333333333
TMEM47	-0.2305
C2orf51	0.051
C1orf88	3.11733333333333
HSF2BP	-0.1255
AKAP10	0.3715
RPAP3	-1.3015
KLHDC8B	-0.558875
STOM	1.7718
MUPCDH	0.044625
C10orf72	-0.4785
PLEKHA3	0.127
TCP11L1	-0.52375
CWF19L1	-0.81
SPEF1	1.47423076923077
YSK4	-0.517666666666667
ELN	1.1071
SAMD8	0.0318333333333333
MPI	-0.5785
MEPCE	-0.4209
ABCC3	-0.38975
NANOGP1	-3.3915
KCNK17	3.266875
HLA-DMB	4.38633333333333
RRAGA	0.53875
ANGEL1	-0.9365
RBM32B	1.792
CPN1	-2.34125
MGC52282	-0.4124
HLA-A	2.39075
OR9G4	0.2595
EDNRB	-1.228875
SCD	-0.154428571428571
C14orf80	-0.880166666666667
BAGE2	1.0955
RABL4	2.2105
RCVRN	0.541
SHANK1	-0.364
NLRP7	-3.43625
CD226	0.892
STAT3	0.387125
SYNJ2	-0.8851
TPCN2	-0.860833333333333
WDR36	-1.5135
MBD4	-0.01275
ROBO1	-1.1802
ST3GAL6	-4.048
SLAMF8	2.87133333333333
ATN1	1.09016666666667
GPR141	-0.11425
KRT36	-0.109
TPH1	0.267
DDX52	0.41975
ZSCAN29	0.133833333333333
TRPT1	0.362166666666667
DPEP3	0.78675
DENND4A	-0.63175
TSPAN16	0.698
PTCHD2	-1.124
LOC145814	-0.641
CAP1	-0.3525
EIF5A2	0.0077
NT5DC3	-0.74825
SEPT9	-0.0353749999999999
SEZ6L2	1.04575
EGFLAM	3.28275
VPS11	0.278125
NDUFB5	-1.042
CIDEA	3.06366666666667
IER5L	1.706
N6AMT1	-0.35775
FAM83C	-0.0885
OXR1	1.109
IRX1	0.9515
DGKB	-0.1908
GCN5L2	-1.212
MIR16	0.31325
FBXW9	-1.0005
WDR4	-1.47066666666667
PDC	-0.126
VPS33B	0.08175
HEXB	-1.6755
FLJ32214	1.70925
TCEB3	-1.294
CRLF1	-3.5805
ABI3BP	0.629
C8orf22	-3.92825
PYCR1	-0.69275
KIAA1706	0.67475
CDK5R2	1.25425
WAS	0.6085
C12orf60	-0.1465
CCBL2	-0.89025
MADD	-0.5635
C5orf34	-2.11225
WDR42A	-0.1806
KLF12	0.44825
HSPA1A	2.61
ITM2C	-1.96858333333333
DAPK2	1.74883333333333
LOC442590	-0.1245
SUMF2	-0.38575
CENPA	-1.76715384615385
TMED5	-0.957875
CDH6	-0.5426
BRP44	0.07175
THG1L	-1.18775
GABRA2	-1.666
C14orf166	-0.3725
MYL1	-1.21533333333333
TNFSF18	0.242
PAP2D	-0.803166666666666
PPIB	-0.148
KLHL4	-0.767125
SFN	1.222
CCDC127	0.59175
FRAP1	-0.56525
GOLGA5	0.514
SDCCAG1	0.1975
MGC21675	-0.0518333333333333
C10orf95	-0.6475
KIAA1345	0.691833333333333
C1orf163	-1.0525
LACE1	-0.507333333333333
OR10K2	0.183
CENPN	-1.73932
TMED2	-0.38975
UGT1A6	-0.594
ANG	1.197
U2AF1	-0.966833333333333
CASC2	0.483333333333333
NMT2	-1.153
OSGEPL1	-0.784
DFNB31	-0.407
SLC6A20	-0.067
DKC1	-1.32075
FXYD4	-0.36425
WDR64	-0.068
MGC5590	0.035
CREBZF	-1.48333333333333
DAZ1	-0.20575
PRPSAP1	-0.07475
GCHFR	-1.91625
TTC7A	-0.5725
LOC196993	0.33175
UBD	1.9815
S100A1	0.307125
RPL6	0.075
DNAJB6	0.27675
NAGS	2.5477
C2orf58	0.4145
KERA	0.468333333333333
MT1X	0.8725
UBE2B	0.4758
KEAP1	0.39575
MST1	-2.4385
OMA1	0.1975
ABLIM2	2.10825
BCL2L13	0.0745833333333333
JAZF1	-0.427
TMEM63B	1.743
S100A8	-1.0872
ARFIP2	0.586
UROS	-0.86175
KHDRBS2	-0.5475
POLQ	-1.6615
SOAT1	-2.10025
SPAG4	-0.77925
MRPS30	0.5625
LOC494141	-1.19225
OR2T11	0.625
ORAOV1	-0.3181
ZNF184	-0.824666666666667
TCEB3B	0.1296
ADAM21	-1.245
GDPD1	0.60775
SPINLW1	-0.04575
PRR14	0.5935
KCTD9	-0.544
NUDT3	0.5855
KIAA1822	0.4957
HIST1H4K	3.4935
DFNA5	-2.838
GABPA	-1.48725
C14orf44	-0.329
POLB	-0.089375
PTAR1	-0.44225
SEC31A	1.3982
TRIM58	-1.4445
TAS2R14	-0.4925
VPS8	-0.114125
H1F0	1.53216666666667
PRKCB1	-2.3625
UGT2A1	0.141
TOR1B	0.3385
LSS	-1.54933333333333
C2orf19	0.4795
HNRNPC	0.0864285714285715
TMEM100	-0.737666666666667
LOC116349	0.8225
OR51M1	-0.361
CCDC142	-0.18925
ISG15	4.50725
ZCCHC14	0.703875
CREBL2	0.317875
TGDS	-1.99775
DC2	-1.10825
CACNA2D3	-2.07942857142857
ZNF429	-0.042125
LYPD6	0.555
SUCLG1	-0.547666666666667
OR51I1	-0.1585
MAGEH1	2.6565
PRPF40A	-0.112
SMR3A	0.6295
SPINK2	0.1145
THAP2	-0.265125
NPY5R	-0.281125
IRF4	-1.962125
SPESP1	2.4755
OR10S1	-0.2845
DTD1	-1.26375
TUBE1	-2.6765
DDX19A	-0.4485
PDPN	-0.849875
TMEM34	-0.0765
MGAM	-0.3305
COL3A1	4.99661111111111
GFM2	-0.7244
OR5A2	1.039
PSG9	-1.125
ARHGEF11	-0.0803333333333333
IVNS1ABP	-1.072125
SIGIRR	0.98125
DUSP19	-0.121
DNAJC14	0.1637
ACSS1	0.24425
IL1RAPL2	0.252
C4orf30	-0.57825
SEPT4	2.27325
LANCL3	-2.279
SPAG17	3.85883333333333
PRDX3	-2.3775
HNF1A	-0.701375
P4HA2	-0.79475
RFWD3	-0.245333333333333
MOV10	-0.3235
DNAJA5	0.594214285714286
LOC729440	0.1895
LOC200383	0.561
SMC2	-2.4085
MIXL1	-0.860166666666667
TMEM9	-0.02525
FAM86A	1.384
ZNF174	-0.4106
MYH14	0.112
CCR8	1.096
VPS37C	0.83
GPATCH1	0.672666666666667
B3GNT8	3.321
TBX4	-0.1245
CNR2	0.893166666666667
PCDH1	1.6245
C5orf29	1.85025
OCIAD2	1.113
PLCG2	0.5435
KIAA0247	1.073
HRH3	0.4502
CAPN13	4.336625
CCR1	-0.5698
MGC15523	0.408944444444444
UVRAG	-0.1675
DNAJA2	-0.817166666666667
ITGA2B	-0.755
CLDN5	4.097
PTPRN2	0.151
ZNF512	-0.299333333333333
PSAP	-0.111714285714286
CCDC140	-0.7395
LRRC55	0.908
CYP26C1	-0.4835
C8orf47	0.82375
LYN	-0.021625
DUSP6	0.757
TGFB3	2.652
ELK1	-0.7777
PCDH11Y	-0.0932
HGD	0.683
C17orf58	0.73875
MYO3A	0.918
SERPINE2	-4.92366666666667
AARSD1	-0.736625
C14orf73	-1.1665
ADAM33	-0.0185
ZNF491	-0.544
MAPK6	-1.8325
TCN1	0.467666666666667
SLC24A6	0.559
UBE2R2	0.767
H1FNT	0.61925
TATDN2	-0.309
LILRB1	0.97825
P2RY5	0.7045
NUCB2	2.36875
C2orf37	-0.65625
SNX27	1.32916666666667
MTA3	0.530125
FOXO4	0.11175
ID4	1.27
SOX5	-0.890166666666667
PXMP3	-0.209
OR52M1	0.6945
SFT2D3	-0.025
INA	-1.939
MCOLN1	0.349
NFIX	0.5771
CLEC14A	5.7475
HIBCH	-0.667
PLA2G5	0.55825
TIMM10	0.215833333333333
MED17	-0.898
COL4A4	-0.2975
TPP1	-0.1325
GJA3	-1.0215
TMPRSS5	-1.58575
AADACL3	0.2085
DNMBP	-0.1195
ENPP5	4.106
NQO1	-0.0693
ZSCAN2	-0.440125
SEC24C	-0.0636666666666667
GTF2A1L	-0.0015
AXIN2	-0.7168
FAM33A	-0.838833333333333
C16orf13	0.6415
SPNS2	1.1055
TAF1	0.02325
AP1G2	0.736333333333333
RBM42	1.00933333333333
HCN2	1.32566666666667
EFHB	-0.171666666666667
RUSC1	-0.000666666666666667
GRIK5	0.627
USP21	-0.3585
ATAD3C	1.6885
ORMDL2	1.101375
PRSS7	-3.75125
PSAT1	-3.75
FLJ13195	-1.77983333333333
TBC1D1	-0.2765
IFNG	0.00600000000000003
OTOS	1.23766666666667
ZNF773	0.521833333333333
EMD	-1.413
RETN	-0.293
CCL8	3.229
APH1A	-1.253625
COX18	-0.133375
GTF2IRD2	1.226
CCDC82	-2.18316666666667
PAFAH2	0.455777777777778
NPEPL1	0.4548
RP11-114G1.1	-0.0715
TP53INP1	0.739375
ZNF300	-1.32716666666667
FOXL2	-2.234
LARP2	0.78125
LATS1	-0.12825
HTR6	-0.166
SPOCK2	1.07866666666667
RNF144B	1.644
HTATIP2	0.5535
MGC10334	0.67875
CENTA2	2.09833333333333
FGF2	0.71725
FXYD7	-0.0765
PHYHIPL	-1.56842857142857
GPR34	2.048
DDX6	0.2395
OR10W1	0.1355
LHFPL1	-0.1865
ZNF313	0.0901428571428571
VPS28	1.811
AP3M1	-0.0426
AKR1CL2	-0.55
TRAF4	-0.69
OR2B11	0.76
C19orf12	0.169833333333333
AKAP9	-0.528333333333333
C1orf62	-0.00825
SLC20A1	-1.0894
FAM112A	-0.169
LDB2	0.85075
MRPS23	-0.96475
KLK5	2.75125
