Hybridization REF	TCGA-AR-A0TQ-01A-11R-A084-07
C10orf109	0.005
CLCN6	-0.88475
C16orf59	-1.2515
SQSTM1	0.928833333333333
AADAC	-0.453
LRRC8C	-0.031125
BIN3	-0.389
HPS6	0.68925
MAN2A2	-0.6238
GABPB2	-0.498625
KCND1	-0.45975
PTPN11	0.148785714285714
ZNF274	-0.40075
ATF3	0.460583333333333
C7orf26	0.0265
C1QL3	0.5005
WDR54	-0.903666666666667
FLJ40869	-0.976
ZNF397	-0.300625
MLL	-0.1524
TTLL6	-0.151625
ANKRD15	-1.28166666666667
KIAA1958	-1.03125
C1orf218	1.14725
ZDHHC16	1.04825
DDX47	-0.352
EVI5L	0.0156666666666667
GDF6	-5.26025
TAPBPL	1.496
BTG1	1.1837
DPP4	0.407375
KLHL23	-1.055
APOC3	-4.14125
BTBD12	-0.064
CNOT4	0.0573125
HIST1H3I	0.1835
OR5H1	0.334
APEH	0.264375
TRY1	0.170833333333333
SLC26A8	-0.195666666666667
KCNA2	0.1605
TMEM159	1.256
C6orf81	-1.07333333333333
PCYT1A	0.637666666666667
C6orf157	0.07
BRMS1	0.27325
CHST1	1.3565
LGALS1	-0.641375
TAF1B	-0.0705
FLJ40504	2.51625
GPR173	0.417
COL15A1	2.009625
CASP10	-0.404714285714286
PCMT1	-0.0144285714285714
HDAC5	0.1408
LOC641367	-0.2275
EVC2	-0.00525
SGPL1	1.29833333333333
GON4L	0.0242857142857143
AFG3L2	-0.138166666666667
C5orf15	0.38
UBXD1	0.022
LILRB4	1.30533333333333
GSTA4	-1.11933333333333
ADIG	-0.156
GRIPAP1	-0.35075
HIST1H3B	0.228
BTRC	0.725333333333333
USP49	-1.508
IQCH	0.331375
ACBD6	-0.378
YEATS2	-1.13075
CABP5	-0.28925
TRIM3	2.30875
HNRPM	0.114
FGG	-4.2944
C18orf16	-0.34525
CLEC2B	-0.10625
PQBP1	-0.832333333333333
JTB	0.558666666666667
REST	0.924166666666667
SLC8A3	-0.3315
TMEM16H	0.0195
MRPL47	-0.15975
EVI1	0.8795
MUC1	1.879375
TEAD3	0.514875
STOML1	-0.244875
USP24	-0.5967
PNMA5	-0.7185
MAEL	-0.0285
LBP	0.3607
HSD17B4	0.3535
SEC31B	-2.30825
IDH2	0.5079
SFRS16	-1.264375
AICDA	0.9725
RNF180	-1.21225
C1orf56	0.288666666666667
FLJ10324	1.035
GPR148	-0.091
MEF2A	-0.112583333333333
ASF1B	-0.6185
HTN3	-1.606
RNF215	0.77725
SLC4A3	0.713666666666667
ADAMTS9	0.5624
C9orf66	3.06633333333333
FOXD3	0.4405
GSDM1	0.5795
IFITM5	0.841
PODXL2	-0.628166666666667
C1orf176	0.16225
RPS3	-0.48925
hCG_2004593	-0.4445
COL21A1	0.4885
NTNG2	-0.0971666666666667
RAI14	-1.14683333333333
P76	0.82075
LRFN3	0.680625
FAM14B	-0.178
FKBP14	-1.24
TNNI3	-1.22033333333333
HOXB3	0.4085
SGCB	-0.777
PPAPDC3	-0.17025
FRAT1	0.799166666666667
MORN1	0.648333333333333
ARHGEF2	-0.246
BNIP2	-0.113
DHX30	0.0735
EEFSEC	-0.1545
FGF20	0.696
FLJ38973	0.446714285714286
PLCH2	-0.120083333333333
CCNG2	1.277125
PSPN	0.0175
WDR88	-0.2155
HOXB13	-0.871875
MTMR8	-1.2005
SPAM1	0.0165
PPP2R1B	-0.1275
TANC1	-0.307375
CNN3	1.42
CHGA	3.476125
C9orf128	1.04275
CACNA1B	0.6845
MMAB	-0.529
RHOA	0.809
RAPGEFL1	-0.4985
SLC1A5	0.163833333333333
CALCA	0.221875
SYCP1	0.6585
CXCL11	4.566375
GFI1B	-1.30783333333333
PSCD1	1.83266666666667
C11orf58	0.604166666666667
MGC45438	-0.797333333333333
NUDT18	1.20733333333333
ASB3	-0.44
ZP1	-3.78
LPPR2	0.2209
ZNF527	0.550166666666667
ZNF771	0.055375
TTBK2	-0.773625
TRIM55	-0.3165
GJB3	0.461333333333333
PRSS35	-0.19325
SCRG1	-0.851
ZDHHC24	0.95
DUSP26	0.3
C1orf51	-1.817375
DNAJC3	0.714166666666667
LITAF	1.000875
ZNF410	0.45625
AFP	-4.69566666666667
ZW10	-0.96875
PHOX2B	0.4555
VILL	0.341
ELOVL7	1.186625
LOC644186	3.0585
PPP3CC	0.2905
CHST13	-1.74025
WDR40B	0.3
MEA1	0.1205
HILS1	-1.65225
DLX6	-1.85916666666667
NKG7	2.63433333333333
EMP1	0.40675
ACTR6	0.53925
CHCHD7	-0.157
COG2	0.0734
TCEA2	0.7474
TARS	-0.62825
FLJ20294	0.157333333333333
ZNF92	0.828375
TRAPPC2L	0.203
ARHGAP28	-0.623
CCDC109B	1.03525
LGTN	-0.450833333333333
INGX	-0.0703333333333333
LOC124446	0.49625
RPS2	-1.11175
C17orf75	-1.19333333333333
NBPF1	-0.233
SLC2A8	0.349916666666667
SNRPE	-0.9125
CARD6	0.2275
IL13RA2	-1.018375
CUEDC2	-0.472125
C4orf19	3.5245
AOC3	1.42775
MTHFD2	-0.1555
OR5M9	0.4225
C4orf38	0.5135
SS18L2	-0.3195
OAS3	2.9525
LARGE	2.5765
LRIG3	-0.217
LIMA1	0.2965
STARD3	2.255
VPS39	0.3955
CTAGE6	1.6955
ODAM	-2.04625
MORF4L2	0.184
GSTO2	2.5585
MTFMT	-0.75075
PRKAB2	-1.72814285714286
ZNF76	-0.245
HSPB2	3.2975
CRB2	0.13175
KLRK1	-0.8
LYST	-0.166
UBE2M	-0.0981666666666667
SLC16A9	-1.64725
ZNF281	0.13925
ST8SIA1	0.26825
C9orf105	-0.384
ANKRD46	0.004
FAM108A3	0.203
C20orf91	-0.1015
ZYX	0.0656666666666667
RSPH1	0.70725
ZSCAN5	0.0965
RIMS3	-1.18616666666667
KRT76	0.121
CEACAM4	0.845166666666667
SIRPB1	0.400875
CFHR4	-0.915
SOX3	0.0263333333333333
GATAD1	-0.50475
C21orf57	-0.483
TMC8	-0.347833333333333
AVIL	0.654666666666667
LMOD1	2.25725
HIGD1A	-0.15875
NEU3	0.0845
DES	0.27475
BZW1	-0.1957
ZNF221	-0.01
CCDC27	0.1785
GDAP1	0.7475
RBBP4	-0.08775
MGC40499	0.319
PHKA1	-0.498375
PRKAR1A	1.29277777777778
HSD3B1	-0.09025
RAD52	-1.12483333333333
CD207	0.0175
LOC389791	0.374
RSPO1	1.31983333333333
TMEPAI	1.331875
MFSD2	-0.68525
ETV4	-3.27616666666667
SCGN	-0.8755
LOC391356	-0.14225
MPP1	-1.084875
STARD3NL	-0.36525
TFAP2D	-0.204
CD2AP	0.501625
CCL20	-4.6505
CCDC86	-0.938
ZFP30	-0.4055
CTBP1	0.0875833333333333
MAK10	0.0253333333333333
STXBP5	-0.542166666666667
LOR	0.2794
MAP6D1	-0.087375
ARMC7	1.109
TMEM150	0.5469
NSL1	-0.524
KIF5A	-0.777625
ASCC2	0.2805
PSENEN	0.808833333333333
OPTC	-0.3285
FCRL2	0.623833333333333
KBTBD11	-0.6735
PCK1	-1.177625
CENTD3	-1.374
MEGF8	-0.677125
ALPPL2	-0.17675
OBFC2B	-0.169666666666667
ZFYVE20	-0.21725
GALC	1.53283333333333
CTRB2	0.40475
C20orf71	0.226666666666667
TBKBP1	0.3605
CAMLG	0.21125
TREML4	0.215
RSAD1	0.363
TUBA3D	-0.0423
KIAA1833	0.922375
PNPLA1	-0.3275
LRRC34	-1.39466666666667
CDH26	-0.74
ZNF167	0.540833333333333
ZBTB26	-0.0793
VWF	3.7472
VTN	-0.708166666666667
BAD	0.9485
PDS5B	0.187333333333333
ZNF644	0.24125
SH3GLB2	0.09
SMPDL3A	0.0628
NRG2	-0.4845
IL15	0.777833333333333
GABARAPL1	0.287333333333333
LAT2	-0.00299999999999999
SLCO1A2	-1.3425
LIG4	-0.518666666666667
GSDMDC1	1.408875
BMP4	-2.22625
METT10D	0.3175
SYCE1	1.57825
SPANXD	3.90825
SLC12A9	0.552666666666667
MC1R	-1.4125
RNF168	-0.93325
TRIM69	0.25725
GALNT7	1.68866666666667
ISG20L2	-0.21375
KIAA2026	-0.134
TNFAIP8L1	-0.8065
DPY19L2	-0.37375
C12orf63	1.4295
PRDX5	-0.1595
MED6	-0.2535
TXNDC5	-0.50875
CD46	1.53341666666667
CCK	-2.22125
C17orf48	0.03475
ANUBL1	0.906
SIT1	0.282
TYSND1	0.574166666666667
DEF6	0.361833333333333
GLT8D4	-0.23825
UTP14A	0.12375
RPH3AL	1.576
NXF1	0.153833333333333
TRERF1	0.439166666666667
TUBB3	-1.2871875
SLC24A2	1.0195
SEC22B	0.79125
ZNF653	0.225
GGTL3	-1.27766666666667
CDKL2	1.164
CTF8	-0.143583333333333
EPC1	0.655
CYP4A11	-0.399166666666667
THRSP	2.7905
LELP1	0.2305
TES	0.727
C17orf87	1.6965
FERD3L	-0.29125
SH3TC1	0.07
RAB36	-1.001
CRYGB	-0.193
GRIA3	0.6364
BHLHB9	-0.64925
C1QTNF9	2.52975
GOPC	0.094125
PNPLA8	0.104666666666667
ZNF444	0.754
FMO1	4.40925
POLR3C	0.216
SLC35F3	-0.91375
SGCG	-0.965833333333333
DCDC2	-0.726333333333333
NANP	-0.10475
MGC23270	-0.461
BEX4	0.100083333333333
HYDIN	0.1996
RPS6KB2	-0.0665
ADRM1	0.46125
BAT3	-0.36525
RAB31	1.164875
SCGB2A1	1.1355
SLC6A14	-3.678875
DDX4	-0.58725
PRRC1	0.463
AP3B2	0.236
TRGV7	0.390833333333333
TMEM184B	1.2405
ADPRHL1	1.5645
C21orf45	-0.398875
ARNTL	1.6135
AADAT	-0.276375
CCL2	1.37916666666667
SNTB2	0.269833333333333
RGS9BP	0.375
KPNA1	0.64125
TMEM41B	-0.0155
S100A11	0.228583333333333
DOT1L	-0.807
EFHC2	-0.60775
CLTC	3.16216666666667
SRP9	0.07
ZNF521	-0.4795
FAM26F	0.17375
GPR88	0.547
COL13A1	-0.711833333333333
CHMP4B	-0.2379
SIGLEC6	-0.214166666666667
NFAM1	0.340875
PVRL2	2.1632
ALKBH4	0.10875
CCDC93	-0.688625
NXT1	-0.10225
KCNK4	-0.1095
TROAP	-0.500333333333333
KCNA10	0.0475
CCDC114	0.284166666666667
RAN	-0.178666666666667
LMTK2	0.116
LOC400657	0.1985
UFC1	0.65325
UBE1DC1	-0.563
EEF1A1	-0.551666666666667
CHAC1	-0.123
HMGA2	-5.4882
B3GALTL	-1.0415
ING2	-0.07075
C1orf109	-0.743
INTS3	0.40125
ZNF558	-0.1645
TRPM4	2.28533333333333
LTB4R	-0.696
ISYNA1	0.4195
LSM7	-0.45425
LRRC47	0.047375
ZNF179	-2.308
EXDL1	-0.3865
SLC4A10	-0.62775
ACSS2	-0.655666666666667
COPS7B	-0.4025
KIAA0040	1.652
C1orf95	-0.6375
AP1GBP1	-0.043
OR9A2	-0.1295
FAM71C	-0.1095
RIN1	-1.32316666666667
ITGA4	-1.5395
DNAJC6	-0.3365
CLOCK	0.704333333333333
SLC35A4	0.580833333333333
DSG4	0.57025
LOC26010	-0.1835
NSUN2	-0.3215
TMEM86B	-0.8251
C14orf135	-0.69075
KIFC3	-1.02683333333333
PHF5A	0.35625
NCAPH	-0.981625
STK11IP	0.30475
FLJ42953	0.904875
CCDC19	1.49966666666667
ZNF329	0.418125
TAX1BP1	0.3905
ZDHHC18	0.0728333333333333
C10orf88	0.17675
TMBIM4	1.1481
NMUR1	0.372
KIR2DS4	0.372125
C9orf90	-0.144375
MGC87631	1.5765
KDR	2.8081
ST3GAL2	-0.871125
RLN2	2.514
HPD	-3.5545
MOXD1	-2.58483333333333
PDGFRL	2.3805
SMYD4	-0.0862142857142857
FAM103A1	0.222833333333333
MFAP4	-0.565333333333333
LOC285141	-1.3825
TMEM45B	1.41125
SMCR7L	-0.603071428571429
GZMH	3.601
CBLN1	-2.31933333333333
CNNM1	0.14075
PHF17	-1.3395
NUP98	0.0999166666666667
RMI1	-0.0995
PTPRS	0.073375
ANKRD57	0.284
CLDN15	-0.465
OR51A2	0.3735
GUCA2B	2.8465
DOCK9	1.178
ITGB1BP1	-0.752666666666667
DLG2	0.054
BRAP	0.21
SESN3	-0.4215
ZC3H7B	0.38775
FAM101A	-0.572166666666667
FKSG24	-0.6605
ZYG11B	-1.021625
RFC2	-0.3275
SH2D3A	0.820333333333333
DVL3	-0.08425
ADFP	-0.408333333333333
KRIT1	-0.453625
SERTAD3	2.21133333333333
LEFTY2	-3.72
KRT27	-0.668
SCFD2	0.0355
MN1	0.169
RORA	0.26
PTPRD	-0.76075
PIAS2	-0.566833333333333
CYP4X1	3.04933333333333
FBXL15	0.15875
MYH15	0.267
CRX	0.0165
TBC1D13	-0.158
SLC22A17	1.596
PLK2	0.9365
ARHGAP9	1.8865
EIF1B	-0.61875
C20orf185	0.31775
DEFA7P	0.4015
PRIM1	-1.05633333333333
CRYAA	-1.71875
BACE1	-0.25775
AGTRL1	0.958833333333333
ACAD9	0.34525
GRASP	0.3735
RBP4	-2.94433333333333
TFB2M	-0.81525
METTL9	-1.016
ATP5O	-0.5625
SP100	0.8584
CPSF1	-0.125166666666667
S100A4	-0.95175
LIME1	0.13425
GPR137C	0.386
OR2A2	0.1485
C2orf29	-0.43375
NUP188	-0.27375
SDPR	0.5265
RAI1	1.13925
RPS20	-0.7295
LAMB1	-0.906
ADM2	2.03516666666667
ZNF229	1.0875
DKFZp434K1815	-0.743
EPN3	2.89666666666667
CLIC3	-0.01575
MEIG1	-1.66125
HMGB4	0.14175
STARD10	3.1115
KLF8	0.9155
EPB41L2	-0.439333333333333
JMJD6	0.204375
CTSL1	0.142833333333333
GPR27	1.14
ELAVL4	0.133625
MMP21	-0.2035
PPM1B	0.528125
SUV39H1	-1.369
AAMP	0.38725
TUSC4	0.6265
MBD6	0.3045
KLK13	-1.31725
FMNL3	0.4395
TRIM13	0.132833333333333
C15orf5	-1.47625
IQCF1	0.112875
CACNG8	0.326
SLC35D3	-0.0515
ZDHHC9	0.302
ODF3L1	0.2965
C9orf86	-0.0302
TSEN2	-1.37775
C17orf64	0.397
SEPX1	-0.0325
TSPO	0.513
SYMPK	0.6485
ADORA1	2.22025
TSPAN10	0.722875
SEMA6C	-0.17
RTTN	-0.7033
IL2	0.535833333333333
ARRDC3	0.422083333333333
TBPL1	-1.22933333333333
STX12	0.74
MRPL39	-0.67825
OR8H3	-0.105
IFIT5	2.389
CASC5	-1.237125
FAM46A	-0.37
HPCAL1	-0.038125
CYLC1	-0.093
VGLL2	0.23175
C20orf191	0.35525
CDH1	2.909
ITPA	0.1795
CCDC101	-0.31125
D15Wsu75e	0.3635
EDA	-1.23625
CREG1	0.03125
OR7G2	0.354
SAP18	0.97425
IFIT1	4.76975
CALML3	-0.0618333333333334
FLJ37440	1.125
FNDC5	-0.51225
SERPINB6	0.00507142857142856
JUNB	0.7486
SYS1	1.3685
SCN2A	-0.0966666666666667
ZKSCAN5	-0.4996
WNT7A	-0.0633333333333333
TSHZ3	2.65475
RNF148	-0.00849999999999999
H6PD	0.156875
CAD	-0.878166666666667
ZNF449	-0.34025
DOCK10	0.0545
FAIM2	0.443666666666667
HEXDC	0.28275
PRB1	0.048
C14orf148	-0.359
ETHE1	0.1775
IRF5	0.4518
GNMT	1.22583333333333
MGC16291	-1.886125
RPAIN	0.0409285714285714
CAGE1	0.288
CNTNAP3	-2.839875
ACTR1B	-0.24225
EEF1E1	-1.42425
MSX1	-0.90025
ESF1	-0.5547
HSPC171	0.4335
MRPL2	-0.451166666666667
RDH12	-0.396666666666667
CELP	0.31
METRNL	-0.20175
C10orf116	3.97633333333333
C19orf48	0.09425
ZNF346	0.219375
NCR1	0.1985
C10orf64	0.563
CD52	2.3575
VPS18	1.068375
AP4S1	1.04833333333333
NPBWR1	0.7445
TPK1	1.0175
UBA52	-0.769222222222222
RIPK1	0.804333333333333
CPNE3	0.1545
HSPC159	-0.868625
C8orf38	0.40925
LRRC4B	0.0425
PARP10	1.2924
ANKRD50	0.682625
CXCL9	6.88875
FGF18	1.18145454545455
EIF2A	-0.51625
SLC20A2	0.182666666666667
KIAA1549	-0.136
SPINT1	2.4233
ZNF584	-0.014
CRBN	-0.028
ABCF3	0.164666666666667
NCBP1	-0.248666666666667
PLA2G4F	1.426
PCDH10	-0.694625
TTC21A	0.16675
C20orf144	0.474
FGFR1OP2	-0.264333333333333
SLC9A1	0.333
CHRND	0.2125
FOXF1	-2.83075
KIAA1467	1.9815
TPO	1.45683333333333
LTF	2.20428571428571
DNAJB9	0.94175
MRPS27	-0.79375
bA16L21.2.1	0.34725
WBP2	0.984166666666667
MRGPRX3	-1.90633333333333
PRPF18	0.295
C10orf58	0.482
SMOC1	-2.9972
ADAT3	0.0315
TMEM138	-0.02625
TMEM131	0.12125
TIMM8B	0.39325
MYH7	-0.266
ST6GAL2	-0.053375
KIF1C	-0.0895
SUHW2	-1.1545
PAPSS1	0.68975
CABP2	-0.3615
HOXA4	-1.692
ELF2	0.1345
SEMA3D	-0.2048
MC5R	0.234
OGFR	0.8035
FLJ30092	0.814166666666667
TGFA	0.5885
MMP17	0.67975
KIF15	-1.253
CHIA	0.3585
CATSPER3	0.27975
CEACAM7	1.43083333333333
PADI2	0.877625
HOXA9	-0.0813333333333333
LNX2	1.51833333333333
TMEM144	1.2215
HIF1AN	1.01475
METTL7A	-0.3525
C6orf165	2.912
KIAA1468	0.634
DSG3	-1.199
ZNF180	0.3905
EIF4E3	0.768
SLC46A1	1.304125
DKK1	-1.6925
ZNF205	0.6935
LOC162073	0.221444444444444
COX7A1	4.95575
MAGEA1	-5.0185
NEDD8	1.07941666666667
KLHDC5	0.0733333333333333
C3orf19	0.171666666666667
MRPS2	-0.3905
POLR3H	0.6395
ABHD11	1.8765
TMEM17	0.30625
PAIP2B	-0.2825
MAT1A	-3.75375
LGI3	0.28975
THUMPD2	-0.50175
TKTL2	-0.1935
XAGE3	-2.25933333333333
CALM3	0.727666666666667
C6orf136	-0.390666666666667
KCNC4	0.190666666666667
RGS9	0.255
ACIN1	-0.229666666666667
SPATS1	0.18925
XKR8	-0.4595
FAM84A	1.72216666666667
MS4A7	4.48636363636364
AGXT2L2	0.05025
OR1F1	-0.092
SMAP1L	0.0483333333333333
IPO11	0.39875
ZC3H11A	0.1443125
C1orf151	0.466
RNASEH2A	-0.982
CCR10	-1.017
TXNDC11	0.506333333333333
TMEM112	0.788875
MAP1B	-1.45357142857143
NVL	-0.11975
PKM2	-0.5195
ARC	-0.36625
NUP54	-0.378
PPFIBP2	2.3
STAT2	1.109125
PTAFR	2.40033333333333
ROBO2	-0.28575
RNF40	0.3505
CCDC135	-0.599666666666667
IFT81	-0.2992
MORF4	0.02375
TM7SF3	-0.36775
OR10H3	0.076
ABP1	0.148375
CHRD	-0.215625
PLEKHA8	-0.0521666666666667
NCALD	1.02708333333333
OR5AK2	-0.0545
ACCN1	-0.175
SLITRK1	0.0785
ARMET	0.60975
C9orf52	-0.04925
REEP4	0.28375
MTSS1	0.09025
ADH1B	2.50183333333333
DLD	0.05225
CDK5	-0.032
PPFIA1	-0.082875
WFDC3	0.54875
DNAJB12	1.209
RANGRF	0.0025
MLANA	-4.6525
AMY2B	0.0265000000000001
KIAA0319	-0.786125
RPS7	-1.3795
JAK3	0.3671
ARFGEF1	1.73775
CXCL5	0.402416666666667
TRAPPC4	-0.031
CETN2	0.6765
HSPC111	-0.999
RHOBTB3	-2.2779
PHLPP	0.125
RGS10	0.362
TMEM58	0.5035
CHERP	-0.271375
HSP90AB3P	-0.294833333333333
FSTL3	0.442166666666667
PEX11A	0.523
OR5V1	0.5185
FCN3	1.825
PTPN3	0.546125
NPTX1	-4.945125
C21orf84	-0.85275
C11orf51	-0.407875
ZBED2	2.5355
FLJ90757	0.80125
NPY2R	0.33975
PLD3	0.5815
SYT17	2.1325
SGSM2	0.81375
OR1A2	0.53675
FOXP1	0.28525
SLC5A1	0.17275
POFUT1	-0.823
EPHB6	-2.74183333333333
MYO1G	-0.736625
STAC	-1.7151
KLHL17	-0.0301666666666666
RGMA	0.6855
TJP2	0.0913
FAM114A1	-0.631166666666667
SERINC1	0.896166666666667
SLC9A8	1.525625
PEX19	0.562625
EDN2	-1.43125
PSMD7	-0.385333333333333
C3orf41	-3.04
UQCR	-0.360375
PPP1R3C	-2.3725
LRP4	-2.518
TM2D1	-0.32775
TTC17	0.526875
C4BPB	-4.57575
CCL25	0.64725
ZNF253	0.0278333333333333
CHRNA9	-3.444
SOX11	-2.41325
HIVEP3	0.7485
CGN	1.84558333333333
C3orf35	0.087
PKD2L1	2.67075
SYVN1	0.54625
PDE8B	-2.46925
LOC439951	0.63125
LTC4S	1.56666666666667
MIF4GD	0.289833333333333
SMARCA2	0.9576875
TUBGCP6	0.00683333333333333
CABLES1	0.197625
C16orf77	1.3865
ZNF791	0.0995
FUT5	-1.288
ADH6	-1.528
P4HB	1.80125
CLDND2	-1.35875
ALKBH8	0.55975
PLAC4	-1.1195
F11R	0.794071428571429
MGC35295	0.23
PDZD4	-0.596166666666667
LOC389073	-0.128
FAM80B	-0.244833333333333
PSMB1	-0.337
TXN	-0.927666666666667
VIPR1	0.3152
WBSCR18	0.4972
EXOSC6	-0.202833333333333
ACTA2	3.09166666666667
SP5	-1.69641666666667
ANKRD1	-2.24325
DDR1	2.8732
ATP6V1D	0.0425
PTGS1	-2.18408333333333
RNF157	-0.08875
DCC	0.1795
SPAG7	0.901
FBXO18	-0.13225
UBE3C	0.3018
HOXC6	1.27925
LRP2BP	-0.416333333333333
MYST2	0.269
PDSS2	0.26525
ATE1	0.698
ARAF	-0.149
KLF10	-0.807
PLA2G2E	0.1965
ASCL1	-1.202
TSNAXIP1	-0.22475
FAM131B	-0.24575
IFNA10	-0.4465
NUP43	-0.958625
FAM44B	0.261125
L1TD1	-5.65616666666667
NMD3	-0.275583333333333
C18orf54	-0.1861
PHOSPHO1	-0.427
RAG2	-1.335
EMILIN3	-0.1195
METTL3	-0.19325
VPS13C	0.16125
REXO2	-1.7205
ANXA4	-0.5315
CA1	-1.2475
DCP1B	0.34875
TULP3	-0.4235
ATP2A2	0.226785714285714
ATIC	-0.34575
ADAM15	-0.759083333333333
NPL	1.88033333333333
LGR4	0.771625
UEVLD	0.931
GAB1	1.512
SNAI2	-0.503666666666667
ZGPAT	2.1103
SNF1LK	0.94975
DLEU1	-1.0215
UBE2Q1	0.476375
ZMYM6	0.0173125
JPH3	-2.378
FAM38A	0.30175
PXK	-0.0721666666666667
DENND2D	2.342
BAX	-0.923833333333333
CP	-4.39781818181818
RPL37	-1.1574
G6PC3	-0.022875
NCOA4	0.0726666666666667
LRRC14	0.177875
GORASP1	0.71325
FCHO2	0.95825
CYP24A1	-2.7833
FXYD3	2.934
SMARCAL1	0.0765
ABCB8	0.404333333333333
CCDC44	2.4705
PRDM7	-3.0945
USH1C	-1.16725
DNAH5	0.279833333333333
SRF	-0.0310833333333333
MAL2	2.29983333333333
PGPEP1	-0.498
SIN3B	-0.62725
SEMA3C	-0.323666666666667
GRAMD3	0.53025
FBXO10	-0.352
OR5D13	-0.811
FLJ31818	0.139375
CACNA1I	0.456125
S100A13	0.284
TP63	0.654285714285714
ANXA11	0.3245
WDR66	0.84925
CSF2RB	0.5105
IFI44	2.1125
DACT1	1.5415
ANKRD23	-0.76225
ATP5G1	-0.3595
C21orf70	-0.067
PPWD1	-1.0165
DNAJC13	0.13325
PAH	-5.25733333333333
PTCH2	0.73125
TRMU	-1.11575
CCDC9	0.98
USP3	-0.3726
DCLRE1C	0.2833
FAM55C	0.25825
FRMD4B	1.625
CYP2R1	-0.38125
RFPL1	-0.0934
XPO5	-0.176
ARL6IP2	-0.6325
OSBPL5	1.2705
MMP9	4.28009090909091
KIAA0802	-0.042
DHRS2	4.36016666666667
SGEF	2.0635
TXNDC10	-0.3214
EXOC6	1.25975
RPS27	-0.14
PNCK	-1.54983333333333
FSTL1	-1.065
AACS	1.07425
SLMAP	0.318833333333333
SAMD4A	-0.4236
ABRA	-0.01475
SMARCD3	-0.2115
PKNOX2	-2.854
A4GNT	0.025
C9orf39	-0.9655
RALYL	0.31025
MGC33556	-2.883
C10orf25	-1.075
BBOX1	2.50725
NHEDC1	-0.0555
XDH	-0.8065
GCSH	-0.588
EDN1	1.41266666666667
MTERF	-0.5125
CLK4	0.286875
ZNF799	0.444166666666667
KCNG1	-1.766
CXCR4	1.35216666666667
PTPRR	-2.61375
IRAK1	-0.2825
LOC401397	-0.80575
TMSB10	0.271357142857143
CXCL3	-2.6505
TMC4	2.4285
OR7A10	0.223
STYK1	2.65875
CHRNA10	-0.392
CCNI	0.241
EP300	0.803928571428572
LOC165186	-0.02
HIC2	-2.364
SDR-O	-0.0065
OR2W1	0.2035
KCNA6	0.2015
TRIM74	-2.07
REEP6	0.1885
ATP5G2	-0.004
ERG	0.596875
TMEM42	-0.7045
PARN	-0.165833333333333
SOD2	-0.3100625
DIRAS1	-0.645833333333333
PNPT1	-0.61475
JOSD3	-1.15375
hCG_40738	0.023
PDE1C	-1.605
SEMA4D	0.249375
AGPAT1	-0.514333333333333
NOSTRIN	0.4195
MAP3K3	1.20716666666667
MAX	0.568571428571429
CAPS	2.88583333333333
SERPINA12	0.068
OSBPL8	-0.537375
RICS	2.2592
NR4A2	1.13133333333333
PPCS	0.8235
LONP1	-0.57325
SCYL3	1.28325
HERC2P2	-0.7845
FIBCD1	-0.7655
C15orf41	-0.6365
DMC1	-0.093
C20orf27	-0.74675
RPS6KA5	-0.0804
FAHD1	0.312666666666667
SLC12A4	0.33525
BRCA1	-0.989666666666667
GBL	-0.14625
SLK	0.120833333333333
NUDT9P1	-0.9765
NOXO1	2.914
USP52	-0.45675
BAZ1B	-0.07525
SLCO2B1	2.84525
BBS12	0.672166666666667
LRGUK	-0.687333333333333
TERF2IP	0.4945
COL1A1	3.694
KIAA0090	0.159875
GRK5	-0.352
AP1S2	-1.7833
TMEM52	-0.906166666666667
CA11	0.061
OR4A15	0.326166666666667
ACBD3	0.5673
SPAG11B	0.2355
PRDM2	0.7338
FOXP3	0.2365
SMYD3	-0.869
LOC389199	0.7105
LGI2	1.2815
NAPE-PLD	-0.5445
ANKRD6	1.2585
WDR45	-0.194
SHROOM1	-0.8545
PSCD3	-0.3215
PYY	1.53
KCNC1	0.3225
ARHGEF9	0.2322
OR8J1	0.3865
GPR55	-0.0101666666666667
NS3BP	-1.111
C10orf22	0.405333333333333
NAT8L	1.26575
DUSP4	2.27733333333333
FOXM1	-0.610666666666667
GRAMD2	0.8644
ZBTB48	-0.170333333333333
BUD31	-0.388
PABPC5	0.83
CCDC41	-0.516
FBXO11	0.01475
C6orf148	-1.727
RFXAP	-0.7455
C6orf15	-0.437666666666667
CDK8	-0.642666666666667
C6orf70	-0.0325
TESSP2	0.245
ALG2	0.798
PPP1R3D	3.16075
TPM3	1.21811111111111
SYT13	-1.315
EPB42	-0.674833333333333
CETN3	-0.815
PRY	0.2495
NTHL1	-0.3705
POLR2B	-0.028
RPS28	-0.719416666666667
P2RX3	0.1655
LYZL4	-0.05825
WBP4	0.253
PMM1	0.035
C11orf79	0.49025
CBLL1	-0.78725
IL1F10	0.604166666666667
VAX2	0.109
SETDB1	0.0645
LRAP	-0.240166666666667
GCLM	-0.948666666666667
CPEB3	1.52725
PPM1A	0.4845625
INTS1	-0.31475
CAMTA1	0.329083333333333
SAMSN1	-1.2555
LOC158830	-1.01383333333333
GMPPA	0.565875
AIPL1	-0.052
IL24	0.838833333333333
BDKRB1	-1.71883333333333
MLF1	0.686
TAF12	-0.5445
ID1	-2.74525
THADA	-0.172875
PIK3CB	0.62975
OR4N5	-0.1285
TBC1D17	0.1635
COX8A	0.3125
CDCA4	-0.63775
