Hybridization REF	TCGA-B6-A0IG-01A-11R-A034-07
ICEBERG	-3.08416666666667
SCN10A	0.312
C11orf65	-0.7995
GBP5	4.43575
PITPNC1	-0.391166666666667
POU3F3	1.2975
NCOA7	-0.1325
LIN7C	-0.3033
LOC348840	-2.143
NKX2-2	-3.75225
ANKRD13D	0.806875
LOC123688	-0.71975
FUT2	2.52716666666667
TAAR8	0.5705
FZD4	-0.71575
PNMA3	-0.868333333333333
OR4L1	0.5925
WIT1	-2.80875
EXOC3L	1.9535
ATPBD4	-0.1831
KRBA1	-0.08725
UBXD6	0.66325
HOXB7	0.795214285714286
C7orf23	-0.35
UNQ338	0.08225
STAB2	1.1
CDC20B	-0.24825
IRF9	3.0065
CENTG1	0.725916666666667
TNPO2	-0.56075
MCPH1	-0.323
BMS1P5	-0.76975
SLC26A7	0.56575
HIST1H3J	1.15975
C9orf3	-0.1978
LBH	1.3825
MYO1D	0.8625
PTDSS2	-0.045
NFU1	0.23775
DEPDC4	-1.18125
WNT7B	1.161
GLP2R	0.0708333333333333
SETD4	-0.1493
DYNLT3	-1.0281
FKBP11	-1.46083333333333
SESTD1	0.594666666666667
FLII	-0.3705
RPS16	-0.1451
CHPF	0.8675
CSNK2A1	0.411333333333333
SUMO1P1	0.10175
FKBP6	-1.1405
ZNF214	-1.55833333333333
TWIST1	0.569166666666667
DDX56	-0.5595
TRAM1L1	0.7533
EPO	3.00433333333333
MRPS18B	-0.17075
ZNF682	0.43
RPL14	-1.128
MAFF	-0.05825
LOC51136	-0.190375
LY96	-0.65175
DDX20	-0.333
ABTB1	-0.0768333333333333
ARL5A	0.182
CCT6A	-1.1205
HEPACAM	-0.828333333333333
EHHADH	-0.945333333333333
RBAK	-0.3635
CGB1	1.32025
ITGB5	-0.3486
YIPF3	0.2955
FKBP2	1.382
NR1D1	1.2755
TMEM110	0.4625
NEK2	-1.6205
PRAMEF8	-2.91075
C20orf52	-0.419833333333333
PCDHGA3	-1.083
VWA3B	0.61075
NDUFA5	-0.492875
THAP9	-0.27825
FLVCR2	-0.498666666666667
AP1S1	-0.135
SMAD6	0.0295
SAV1	0.214875
SAT1	0.43275
ZNF251	0.506125
ADAMTS7	0.2273
RPP38	0.3
C1orf211	-1.901
YPEL2	0.42095
RBMS1	-0.325
ZNF445	-0.797666666666667
NRXN2	0.4805
PGBD4	-0.729625
UGT2B28	-1.73625
WBSCR16	-0.3381
NLRC3	-0.000999999999999984
ASTL	0.142
ST6GALNAC1	-0.89125
ZADH2	0.5095
MLLT4	0.317583333333333
ARL6	-1.49866666666667
MEF2C	-1.06075
CBFA2T3	-0.311
AFF3	2.02728571428571
COG7	0.554333333333333
MYB	-0.214166666666667
PLXNA3	-0.0275
XRCC2	-1.0125
MMS19	-0.151625
ST8SIA5	-0.77725
CHPT1	-1.08883333333333
KIAA1712	-0.666625
OR6X1	0.766
ACTR3	0.380875
UGCG	0.773666666666667
OR4P4	-0.015
ZAP70	-2.93625
LPP	0.31225
ZNF485	0.8625
PTPRCAP	0.07575
IL12RB1	0.24
ATRX	0.1569
CHST8	-0.161125
C14orf109	0.05075
ARV1	-0.121
NMB	-0.244
COX5A	-0.768666666666667
EIF6	-0.3695
MPPED2	-1.60483333333333
SEMG1	-0.7845
CHRDL1	0.1825
TRAF3IP2	1.703
WNK2	0.5235
LILRA4	1.92983333333333
LAMA2	3.371
PXT1	0.2865
RLBP1	-2.73375
CD300C	-0.5305
SLTM	0.501
FLJ10404	0.1886875
APOBEC3D	-2.16083333333333
RENBP	-0.313
ATXN7L1	0.9535
NID1	0.1265
TUBGCP3	-0.17875
ITIH5	0.553611111111111
CCDC110	0.75125
C8A	-2.44075
MGC87042	-0.20475
HOXC13	1.0085
TFDP2	-1.69975
HCP5	2.286125
POLI	0.487
UCN	-0.456666666666667
ZNF764	0.918833333333333
C8orf45	1.61475
FHL3	-0.7415
SPATA5L1	-0.447
MMRN2	3.06333333333333
NDST1	0.916166666666667
COL20A1	-0.0773333333333334
ZNF248	-0.9895
PELP1	-0.51
MBL2	-2.2175
RNF41	-0.208125
C5orf24	0.413375
THOC5	-1.10875
SERINC3	0.23725
RP11-151A6.2	0.62275
CDCP2	-0.258
HIST1H2AA	0.41225
C11orf75	-0.358666666666667
FKBP7	-0.39525
DDOST	-0.28175
GPNMB	0.181
TTF2	-1.97416666666667
KCNT1	-0.1565
SLC39A14	-1.129125
NGRN	0.6794
GPR137B	0.82975
MECP2	-0.075875
PSMA1	-1.32425
C16orf73	-4.66225
TMEM60	0.0563333333333333
CSN3	0.64
NOS1	0.446
RAB7L1	-0.549
YBX2	2.13
KIAA1166	-0.831125
FUBP3	0.418666666666667
ABCG1	0.885
ACACA	0.0903333333333333
ARL11	0.5497
ATOH1	-0.261
ODF1	0.188833333333333
CREB3L3	-1.87383333333333
TMEM127	1.48478571428571
DSCAML1	2.62875
PLN	1.11283333333333
LYPLA1	-0.00541666666666665
PRDM9	-2.168
SASP	0.34325
PLUNC	0.1595
INTU	0.261
HISPPD1	-1.3975
LNPEP	0.516666666666667
YARS2	-0.480666666666667
APCDD1L	-0.9
ZCCHC4	-1.1734
FBXO22	-0.499833333333333
TTLL13	0.3245
ZNF669	-0.424166666666667
PTGDR	2.0795
DDX27	-0.15975
KIAA0409	-1.2795
GJB6	0.4905
ASB8	1.51525
PLP2	0.244166666666667
MEPE	0.053
OR10J5	0.0005
KRT222P	5.64525
COQ7	0.607666666666667
C1orf101	-0.3015
RERG	1.1399
CHMP5	0.419625
THAP11	0.236
ZNF43	-0.0188333333333333
ZRANB3	-0.632833333333333
KRT13	1.178375
MRPL19	-0.2185
RBBP9	-0.60725
SPATA17	0.643571428571429
BXDC5	-0.513333333333333
PAFAH1B1	-0.846916666666667
MAGEE1	-0.3835
OSTF1	0.2485
KIAA0323	0.102583333333333
TXNDC13	-0.619
CNTN4	0.510125
LCE1B	0.9455
UNQ501	1.89825
ZNF154	-0.11125
C3orf64	-0.60725
SYT5	-0.0354999999999999
PON1	-0.336833333333333
FLJ10357	-0.377625
ATP4A	-1.4985
GNPDA1	-1.06966666666667
MGAT1	0.992166666666667
C14orf121	0.2135
SLC35B2	0.3315
MIER3	-1.06416666666667
CHEK1	-1.695875
ZNF8	1.01333333333333
TXNDC1	-0.571
CKB	-0.8718
RTN3	1.40457142857143
FZD2	0.118
PART1	-0.477875
PSMB6	-0.82275
PCDHB8	-0.9815
PHC3	-0.2675
PPP1R8	-0.577166666666667
NOVA2	1.57416666666667
TNFRSF11B	-4.141
GOLPH3	-0.116166666666667
UBLCP1	-0.54
SUHW3	-1.15275
TTLL1	0.02125
OPN4	0.276
OR13G1	-0.1395
ZPBP2	0.2822
HSD17B11	-2.803875
C9orf50	0.335
DHDDS	-0.246428571428571
CTSW	0.5314
NEFM	-2.04283333333333
MRPL28	0.39875
SYN1	0.747
PIGV	-0.220666666666667
ZIM2	-1.052
APBB1	-0.829666666666667
SND1	0.6445
C1orf123	-0.638333333333333
CHD3	-0.7405
BHLHB8	0.4225
RNASE2	-0.676833333333333
BCAP31	0.6235
SLC25A44	0.425
CHD6	0.4904
PIB5PA	2.80307692307692
SELS	0.64425
LOC541471	0.61975
FAT2	1.2035
ZNF81	0.004
OR4C16	0.621
FLJ10081	0.0548
LRRC4	0.58575
CS	-0.867333333333333
N4BP2	-0.061375
IGFBP7	0.9695
ZNF318	0.394333333333333
NDNL2	1.04625
ZNF609	0.86275
SIRT4	0.92975
EXOSC10	-0.259
ECE2	-0.12175
OVGP1	1.6335
GTPBP3	-0.36
PACS2	0.7492
C19orf36	-0.8575
ARL4C	-0.526375
ATG4B	0.147
UBQLNL	-0.19475
RHOXF2B	-3.2055
PLEKHG2	-0.493
GALR1	-0.037
AQP4	0.638333333333333
HDAC7A	0.306333333333333
DCUN1D3	0.8285
OR8A1	-0.2085
CCRN4L	0.6745
CBR4	1.5
KIFC1	-1.13033333333333
SLC7A14	-1.624
LHX5	-0.9165
TRPC7	0.003
LPXN	-1.2175
SERPINA1	-2.409625
RPS13	-0.8315
BPIL3	0.3005
PRKAA1	-2.666
FADS2	0.9415
ENAH	-0.62525
PRO1768	-0.0895
APBA2BP	-0.023
LIPH	3.00066666666667
C3orf33	-1.11725
RCC2	-0.347571428571429
ALDH1A2	-2.7348
RNF103	1.84525
AHCY	-0.162875
ALG12	0.225
CCL17	3.12275
ZNF543	1.1895
ESRRG	1.7568
CNGA1	0.415
RDH5	-0.4325
OTX1	-0.4012
PTGFR	-2.12583333333333
CDR2	0.53475
SELE	3.047
NLGN2	-1.45416666666667
EXOSC9	-0.9785
ZNF566	0.123833333333333
KLRC2	-4.702
GPR12	1.0485
KIAA0196	0.6935
PDRG1	0.0885
SSR3	-0.387928571428571
MSI1	-0.2335
CST9	0.481
CC2D1A	-0.094125
PLAGL1	-0.852166666666667
ZNF778	0.469
RNF2	0.517375
KLF6	1.18133333333333
THBD	0.691833333333333
tcag7.1314	0.966
NR5A1	0.166
ABCD2	-0.17325
DNAJC7	0.4155
CLEC4C	0.268
TM2D3	0.126125
CCDC4	-0.548
PLAC2	1.55125
DCD	0.3905
FAAH	1.4785
POLA1	0.193666666666667
TM7SF2	1.692
FLJ39822	-1.11083333333333
FLOT2	0.225625
MAP4K1	-0.6895
SRP68	-0.19725
C21orf74	1.0785
ARPC5	0.015375
LOC126075	1.51925
HECW2	0.563625
ZDHHC4	-0.754
ANKRD42	1.1193
PDE9A	-1.005
ABCA8	-0.2735
NDUFS2	-0.20825
UBR5	0.1005
BTBD16	-2.01175
LOC554174	0.4375
ZNF20	0.4475
KIAA1843	-0.5155
WDR17	-1.14225
C15orf33	-0.1305
RNF113A	0.1335
CAMKK1	9.9999999999989e-05
CLCN2	-0.4955
ANXA6	-0.18
LOC340069	0.6085
EMID1	0.577625
DPM3	-1.14975
ELA1	1.022
SLC25A13	-0.7335
KRT24	6.56525
SMPD1	-0.386666666666667
TH	0.25175
COL6A2	0.624785714285714
ANKS1B	-0.4965
GPR126	-2.6102
ZC3H12A	0.815666666666667
TMEM47	-0.338333333333333
C2orf51	-0.0295
C1orf88	0.449
HSF2BP	0.087
AKAP10	0.09925
RPAP3	0.2975
KLHDC8B	-0.0095
STOM	-0.8587
MUPCDH	0.088125
C10orf72	0.14425
PLEKHA3	0.73725
TCP11L1	1.72125
CWF19L1	0.015125
SPEF1	1.06607692307692
YSK4	0.318
ELN	0.8801
SAMD8	0.745666666666667
MPI	-0.664166666666667
MEPCE	0.574
ABCC3	0.7625
NANOGP1	-3.2245
KCNK17	0.5685
HLA-DMB	3.23483333333333
RRAGA	0.70175
ANGEL1	0.40425
RBM32B	0.1795
CPN1	-2.67325
MGC52282	2.0888
HLA-A	2.05966666666667
OR9G4	0.493
EDNRB	-1.455375
SCD	-0.258785714285714
C14orf80	-0.186333333333333
BAGE2	-0.078
RABL4	1.50616666666667
RCVRN	-2.2025
SHANK1	0.194
NLRP7	-2.88175
CD226	0.246
STAT3	1.4609375
SYNJ2	-0.0718
TPCN2	0.325166666666667
WDR36	-1.64716666666667
MBD4	-1.1065
ROBO1	-1.0234
ST3GAL6	-3.75325
SLAMF8	2.6575
ATN1	0.605666666666667
GPR141	0.524
KRT36	0.401
TPH1	-0.755
DDX52	0.093
ZSCAN29	0.409
TRPT1	0.8665
DPEP3	1.22575
DENND4A	-0.34075
TSPAN16	-1.09
PTCHD2	0.351
LOC145814	-0.66025
CAP1	0.429166666666667
EIF5A2	-1.4029
NT5DC3	-1.502125
SEPT9	-1.486375
SEZ6L2	0.939375
EGFLAM	3.19375
VPS11	0.183375
NDUFB5	-1.24133333333333
CIDEA	3.67166666666667
IER5L	1.2685
N6AMT1	0.8755
FAM83C	0.035
OXR1	0.954416666666667
IRX1	0.414
DGKB	-0.704166666666667
GCN5L2	-1.31575
MIR16	1.177625
FBXW9	0.02875
WDR4	-2.15
PDC	-0.5915
VPS33B	0.00025
HEXB	-1.15375
FLJ32214	0.85075
TCEB3	-0.99825
CRLF1	-3.46625
ABI3BP	0.00399999999999999
C8orf22	-3.6595
PYCR1	-0.761125
KIAA1706	1.0435
CDK5R2	0.948875
WAS	0.26
C12orf60	-1.7885
CCBL2	-0.616
MADD	-0.54025
C5orf34	-2.047
WDR42A	0.6635
KLF12	-1.529375
HSPA1A	1.60875
ITM2C	-1.05041666666667
DAPK2	3.05866666666667
LOC442590	-0.762
SUMF2	-0.19875
CENPA	-1.72346153846154
TMED5	-1.00875
CDH6	-0.9853
BRP44	1.471125
THG1L	-0.25325
GABRA2	-2.5595
C14orf166	-0.171
MYL1	-1.69733333333333
TNFSF18	0.3595
PAP2D	-1.78066666666667
PPIB	0.02675
KLHL4	-0.66175
SFN	0.906666666666667
CCDC127	0.1305
FRAP1	-0.861
GOLGA5	0.97275
SDCCAG1	-0.15225
MGC21675	-0.180166666666667
C10orf95	0.506
KIAA1345	-0.868166666666667
C1orf163	-1.491
LACE1	-0.0506666666666667
OR10K2	0.1325
CENPN	-1.33428
TMED2	0.85125
UGT1A6	-0.7535
ANG	0.1945
U2AF1	-0.458833333333333
CASC2	-0.1885
NMT2	-0.545833333333333
OSGEPL1	-0.55725
DFNB31	-0.8915
SLC6A20	-0.582625
DKC1	-1.0205
FXYD4	-0.88025
WDR64	0.09325
MGC5590	0.522
CREBZF	-0.836666666666667
DAZ1	-0.4645
PRPSAP1	-1.8255
GCHFR	-0.23575
TTC7A	-0.576875
LOC196993	1.2525
UBD	0.890333333333333
S100A1	0.929375
RPL6	0.322166666666667
DNAJB6	0.4678
NAGS	0.8822
C2orf58	-0.074
KERA	0.639833333333333
MT1X	0.5255
UBE2B	-0.3191
KEAP1	0.505
MST1	-3.07975
OMA1	-0.458
ABLIM2	0.4085
BCL2L13	-0.265083333333333
JAZF1	-0.0383333333333333
TMEM63B	1.8895
S100A8	-0.7082
ARFIP2	0.6475
UROS	0.69
KHDRBS2	-2.187
POLQ	-1.80325
SOAT1	-2.45875
SPAG4	0.60075
MRPS30	-2.02616666666667
LOC494141	-0.0165
OR2T11	0.953
ORAOV1	-0.1306
ZNF184	0.2195
TCEB3B	0.6946
ADAM21	1.844
GDPD1	0.07
SPINLW1	-1.39933333333333
PRR14	0.931166666666667
KCTD9	-1.3117
NUDT3	1.172
KIAA1822	0.6401
HIST1H4K	1.497
DFNA5	-2.954
GABPA	0.109
C14orf44	0.4605
POLB	0.134
PTAR1	-0.68275
SEC31A	0.9745
TRIM58	0.82925
TAS2R14	-0.968
VPS8	-0.137625
H1F0	-0.0586666666666667
PRKCB1	-2.91233333333333
UGT2A1	0.222
TOR1B	-0.10325
LSS	-1.23466666666667
C2orf19	0.181
HNRNPC	0.348928571428571
TMEM100	-1.6565
LOC116349	-0.5785
OR51M1	-0.1615
CCDC142	-1.0395
ISG15	3.2731875
ZCCHC14	0.499
CREBL2	-0.01425
TGDS	-1.57975
DC2	0.1705
CACNA2D3	-2.29828571428571
ZNF429	-0.215375
LYPD6	-2.00933333333333
SUCLG1	0.257
OR51I1	-0.418
MAGEH1	1.38125
PRPF40A	0.0905
SMR3A	0.771
SPINK2	1.35675
THAP2	-0.661875
NPY5R	-1.268125
IRF4	-2.22575
SPESP1	-1.60816666666667
OR10S1	0.2925
DTD1	-2.04
TUBE1	-1.54775
DDX19A	-0.2755
PDPN	-0.954375
TMEM34	0.92225
MGAM	-0.32875
COL3A1	5.87722222222222
GFM2	-0.9439
OR5A2	0.5885
PSG9	-0.301
ARHGEF11	0.0861666666666666
IVNS1ABP	-0.572625
SIGIRR	1.62225
DUSP19	-0.7485
DNAJC14	-0.1808
ACSS1	1.72925
IL1RAPL2	0.594
C4orf30	-0.491
SEPT4	1.43425
LANCL3	-2.0965
SPAG17	0.0712
PRDX3	-0.1105
HNF1A	-0.596625
P4HA2	-0.207
RFWD3	-0.205666666666667
MOV10	-0.58625
DNAJA5	-0.540142857142857
LOC729440	0.172
LOC200383	0.872142857142857
SMC2	-0.6215
MIXL1	-1.18383333333333
TMEM9	-0.43325
FAM86A	1.8905
ZNF174	0.7962
MYH14	-0.71375
CCR8	3.29575
VPS37C	2.846
GPATCH1	0.622333333333333
B3GNT8	3.139
TBX4	-0.59475
CNR2	0.316833333333333
PCDH1	1.6365
C5orf29	1.9345
OCIAD2	1.4055
PLCG2	-0.05125
KIAA0247	2.2865
HRH3	0.2032
CAPN13	4.480125
CCR1	-0.9525
MGC15523	0.546555555555555
UVRAG	-0.269333333333333
DNAJA2	0.228666666666667
ITGA2B	-0.673666666666667
CLDN5	2.883375
PTPRN2	0.353285714285714
ZNF512	-0.0786666666666667
PSAP	0.295928571428571
CCDC140	-2.8215
LRRC55	-0.511
CYP26C1	0.1515
C8orf47	0.00974999999999999
LYN	-0.402125
DUSP6	-0.9715
TGFB3	4.12546666666667
ELK1	-0.3814
PCDH11Y	-0.438666666666667
HGD	-3.69825
C17orf58	0.17925
MYO3A	0.2265
SERPINE2	-4.58633333333333
AARSD1	0.73825
C14orf73	-1.9845
ADAM33	0.135
ZNF491	-0.212
MAPK6	-0.0505
TCN1	-0.7155
SLC24A6	1.0195
UBE2R2	0.797
H1FNT	0.7235
TATDN2	-0.262166666666667
LILRB1	0.6115
P2RY5	0.3425
NUCB2	2.675
C2orf37	1.79875
SNX27	-0.0306666666666667
MTA3	0.9485
FOXO4	0.264375
ID4	0.524333333333333
SOX5	-2.57366666666667
PXMP3	0.782375
OR52M1	0.2415
SFT2D3	0.02425
INA	-2.77916666666667
MCOLN1	0.51875
NFIX	0.5463
CLEC14A	5.18866666666667
HIBCH	0.118833333333333
PLA2G5	0.30075
TIMM10	-0.912166666666667
MED17	-0.7638
COL4A4	-0.99
TPP1	-0.3285
GJA3	-1.71883333333333
TMPRSS5	-1.2405
AADACL3	0.1725
DNMBP	-0.283
ENPP5	2.36816666666667
NQO1	-0.015
ZSCAN2	-0.28275
SEC24C	0.562833333333333
GTF2A1L	-0.118
AXIN2	-0.7427
FAM33A	-1.30133333333333
C16orf13	0.324125
SPNS2	1.2535
TAF1	-0.09225
AP1G2	0.565833333333333
RBM42	0.367
HCN2	0.554
EFHB	-1.3105
RUSC1	1.02716666666667
GRIK5	0.5305
USP21	-0.226333333333333
ATAD3C	0.7795
ORMDL2	-0.00450000000000002
PRSS7	-2.7875
PSAT1	-4.684
FLJ13195	-0.342333333333333
TBC1D1	-1.11833333333333
IFNG	0.975
OTOS	0.694166666666667
ZNF773	0.167833333333333
EMD	-1.00325
RETN	-0.40225
CCL8	4.3625
APH1A	-0.100375
COX18	0.519
GTF2IRD2	0.097
CCDC82	-2.33533333333333
PAFAH2	-0.1547
NPEPL1	0.0923
RP11-114G1.1	0.169
TP53INP1	0.682625
ZNF300	-2.5215
FOXL2	-2.755
LARP2	0.640833333333333
LATS1	0.4365
HTR6	1.0505
SPOCK2	0.609166666666667
RNF144B	3.503
HTATIP2	-1.2225
MGC10334	-0.0223333333333333
CENTA2	0.848333333333333
FGF2	-1.72125
FXYD7	0.19725
PHYHIPL	-1.629875
GPR34	2.369
DDX6	-0.0173333333333333
OR10W1	0.214
LHFPL1	0.351
ZNF313	-0.201714285714286
VPS28	1.062
AP3M1	-0.031
AKR1CL2	0.91375
TRAF4	0.4965
OR2B11	0.6795
C19orf12	0.435333333333333
AKAP9	0.129166666666667
C1orf62	0.10225
SLC20A1	0.2486
FAM112A	0.18425
LDB2	0.5945
MRPS23	-1.34
KLK5	2.372
SPTB	-0.123
EFEMP2	0.21675
EFNB2	1.210625
PCM1	-0.9945
NMNAT3	-0.695625
TSG101	0.407666666666667
C8orf40	0.461333333333333
NOB1	-1.1205
ABHD3	-1.076
GTF3C4	0.6335
PIGN	1.38016666666667
GALNTL1	-0.4995
AEBP1	2.163375
OR9Q1	0.696
ANKRD2	0.197
CCL28	-1.40825
TRIM38	0.866166666666667
TMCC1	-0.11225
SMG5	-0.2405
LRRC7	-1.809
NCAPD2	-2.01816666666667
C6orf153	-0.03625
C1orf74	0.3435
OTUD6A	-0.032
DCP2	-1.16266666666667
TMEM24	0.49475
RPL18	0.0603333333333333
TMEM177	-0.3195
LRRC37A3	0.00325
C1D	-0.4245
LDHC	-1.76275
UBE4B	-0.594333333333333
NIT1	0.036875
BTN3A3	1.038625
RASD1	1.941625
COMMD3	0.6685
SHFM1	-0.205
BIRC8	0.05775
DUT	-0.318
C12orf51	0.387
LRRC59	1.0165
LY6H	-0.36025
WDR22	0.892166666666667
EDEM1	-0.263714285714286
ADH1A	3.8345
PANX2	-0.529
CYP11B1	0.577
CDC73	-0.11075
GPR172A	0.642
GSTM3	-1.10246153846154
KCNA5	0.159625
SERAC1	0.404
NFATC2	-0.6625
ANAPC5	-0.5029
C15orf24	0.6025
NFATC2IP	-0.14575
TNRC6C	0.074
MGC102966	-0.72075
FGD5	-0.0095
MED9	-0.12875
RAB13	0.137333333333333
C15orf49	-0.2735
CRYGS	-1.2764
C12orf53	-0.6093
LOC283693	-0.455
COX6B2	-0.066125
PHF14	0.1855
FAM3A	-0.314
RPL13	0.361
PRDX2	0.6314
FLJ34047	-2.309
PRMT3	-1.3095
KCTD19	-0.909
TRIM10	-0.188166666666667
MGC26597	0.565833333333333
GCNT4	0.3245
GPRASP1	0.4515
CDKN1C	-0.884833333333333
RHBDL2	0.4893
HSPH1	0.024
AQP1	2.681375
COL17A1	0.9399
GFAP	0.50375
CDC16	-0.3455
KIAA1614	-0.2965
C6orf118	0.0265
ZSWIM5	-0.92075
FAM83F	1.622
LYNX1	0.9790625
SYNPR	-0.49925
XG	1.30083333333333
PRSS16	2.1305
KIF13B	1.60185714285714
PCDH9	-1.350375
HIST1H2AH	0.9555
RBM18	0.25775
ZNF626	1.02925
HEXIM2	0.4965
ITFG1	-0.193
TUBG2	-0.398
SFRS7	-0.18575
C9orf14	0.855
EXTL1	-0.094
GBP3	1.61733333333333
WDR5	-0.8755
RARG	-0.352166666666667
MYO7A	-0.779125
CECR6	0.04175
C13orf3	-0.6
SFRS18	-0.547875
ACVR1B	0.2725
PSMD1	0.00600000000000001
C7orf31	-1.24383333333333
ILVBL	0.37825
IFNGR1	1.37575
RNF186	0.74225
NOL9	-1.3465
MAGEL2	0.42825
SLC29A2	-0.24
NHSL1	-1.4615
RBMX	-0.1295
PSORS1C2	0.5235
RAD51L3	0.878
LCN6	0.97225
ORAI2	-0.840375
BRUNOL6	-0.1513
OR4K5	0.017
CDC123	-0.40025
MSLN	-1.37983333333333
WWTR1	-0.841833333333333
ZNF700	-0.858166666666667
COBL	0.43175
PPP1R16B	-0.033625
GAS7	-0.5293
MDN1	-0.344625
HAAO	-0.1135
C9orf68	0.94025
TNFAIP2	0.33275
FOXN1	-0.1335
hCG_2033311	-0.534
ATP6V0D2	0.8119
RPL41	0.357375
SLC38A1	2.012875
ARHGAP6	-1.56325
ADAD2	-0.531
PHF20L1	0.266625
MCM3AP	0.958
ST3GAL3	-0.780166666666667
SNX1	0.656666666666667
ELF5	4.952
PARP3	-0.32225
RBM8A	-0.397125
LINGO4	0.392
ITGA9	0.110333333333333
ZFR	-0.14075
ACSL6	-0.52525
FLJ20699	-0.1934
DAOA	0.492
FABP4	6.31925
KCNB1	-1.0545
CANX	0.2427
SLC25A28	0.923833333333333
ADIPOR2	0.039
ECHDC2	0.450125
SMA4	-0.7385
FRZB	2.17725
PABPC1	0.5895
DMRTB1	-0.307
APOBEC3G	0.369
CATSPER2	-0.734666666666667
CUEDC1	0.502333333333333
STARD9	-1.825375
CLDN8	3.02
LOC23117	-0.552909090909091
E2F6	-0.602055555555556
TMEM126B	-1.95183333333333
DPY19L4	0.2685
GIMAP5	3.06816666666667
NDUFA9	-0.900833333333333
FAM77C	-1.4485
CTPS2	0.9995
LOC51035	1.1075
WDSOF1	-0.67225
EGLN3	1.61175
PITX3	0.808333333333333
OR52E8	0.8995
GRM4	0.3465
KLK1	-1.86466666666667
GPM6B	-1.137125
RRAGD	-1.13583333333333
PAGE5	-2.43275
UCHL5	-1.68133333333333
ULK3	-0.0943333333333333
AIM2	-0.146833333333333
PNO1	-0.7375
OR2F2	1.137
GNAT2	-0.381
SIX1	3.92375
ST13	-0.992333333333333
ZBTB44	-0.182875
TIMP2	-0.867
ZMAT4	-1.409
GTF2IRD1	0.0708333333333333
ZNF19	0.921666666666667
ZNF714	-0.83475
RSC1A1	0.6005
C9orf80	0.6595
PSMA8	0.2304
TMEM141	1.1715
COX4I1	0.218714285714286
CTAGE1	1.27066666666667
DTWD1	-1.393
HSD11B1	1.50675
KRT6B	4.40625
ARID4B	0.731375
LHFPL3	-0.709
WWP2	0.35525
ZNF326	0.00833333333333334
RGPD1	-0.461
CTSH	1.04416666666667
FASTKD1	-1.162625
PAF1	0.5819
TTC9C	0.676
IFT57	-0.5196
PRSS36	0.471
IL20RB	-2.826
ZNF592	0.593166666666667
DCTD	-0.6563
CFP	0.87
MFNG	-1.31625
JMJD2B	1.088
ALDH3B1	-0.716625
THSD4	1.92983333333333
KCNJ5	1.72033333333333
LMNA	-0.308666666666667
TBCD	-0.070625
ZNF250	0.816833333333333
CASQ2	0.981166666666667
PEG10	0.600583333333333
PRAME	-5.08093333333333
NP	0.436
TRIM59	-0.344333333333333
ZNF12	0.00400000000000003
XTP3TPA	0.338
SIGLEC7	-0.9716
PANK4	-0.62275
FAM70A	-2.05883333333333
SNED1	-0.1475
HIP1	0.4612
RAET1E	-0.4805
AMAC1L2	-1.112
AHNAK2	-0.0885
TOE1	-0.757166666666667
RECQL4	-0.346
SPRYD3	0.83025
DPAGT1	0.24575
MAGED2	1.4717
ANKRD55	-0.68925
TRPS1	4.845
DOK7	-0.81325
TFPI2	-4.079
GTF2H3	-0.0521666666666667
CYP4F11	-1.45025
LHX2	-3.87483333333333
ATG16L1	1.60766666666667
ASB12	0.42
C1orf116	1.444375
NF2	-0.9341
POM121	-0.7537
PHYHD1	2.6138
TXNDC17	0.0451666666666667
DKFZp779O175	-0.24925
NUP62	0.257142857142857
MYO18B	-1.4205
PRAMEF1	0.3295
TCBA1	0.103375
TMEM168	0.0775
FJX1	-0.678
CLCF1	1.08375
SEPN1	0.039875
IGSF2	0.895
NUDCD1	-0.427833333333333
TFF3	4.14783333333333
NDFIP1	0.277928571428571
CHCHD4	-1.1315
TNR	0.5095
CUTA	0.0365
USP44	-3.859
DPP10	-0.467333333333333
IWS1	0.143833333333333
PCGF1	-0.17275
SULT1C4	0.2025
NTF5	1.37475
PTPN13	0.5695
SSTR5	-0.047
SFRP1	-0.8545
IDH3B	-0.33975
SUOX	1.5285
TMCO5	0.047
GOLT1B	-1.071
MIB1	0.549642857142857
PCDHGB1	0.234
SUSD1	0.3685
ICAM5	-2.845
PAPOLB	-0.207
URM1	-0.2521
TMEM106B	-0.08
LRIG2	-1.0615
SLC27A5	-2.2885
CLIC6	3.479
ZNF420	0.555666666666667
SCN9A	-1.9938
KIAA1909	-0.487
ELMOD1	-3.05425
PRKAG1	0.54525
FAM64A	-1.924
EEF1G	1.04935
SMAD5	-0.46725
INCENP	-0.56
WASF2	-1.3915
GARS	-1.0137
CDK10	-0.5129
HLX	0.149333333333333
MDM4	0.081
ZNRF1	-0.199642857142857
HHATL	-1.67566666666667
FAM21C	0.4559
HIST2H3C	-0.2945
PFDN2	0.268625
ZNF200	-0.291
NDN	-0.83775
HBA2	-2.29133333333333
FBLN5	1.680875
PUM1	-0.481642857142857
TNNT1	-2.44
C19orf59	-0.840666666666667
HNRPH2	1.01083333333333
RAB7A	-0.28
PMS2	-0.459375
BIRC3	-1.876
NRSN2	0.818125
OR52K2	0.321666666666667
SPOCK1	0.416857142857143
H2AFY	-0.1995
RXRB	-0.682
ZNF638	-0.142833333333333
ANKRD45	-0.41375
ACTN4	0.1985
FXC1	0.25175
EIF2B5	-0.367
VPS33A	-0.53925
PINK1	0.034125
