Hybridization REF	TCGA-AR-A0TR-01A-11R-A084-07
INADL	2.82921428571429
GPX1	-0.098
SNAPC3	0.4385
C4orf16	1.1602
GNA12	-0.21375
LIMK1	0.467
PIGC	0.38
B4GALT5	-1.2439
LOC339524	-0.24125
LRAT	-1.6635
IL18R1	0.928125
CXorf52	-0.358833333333333
AKAP11	0.19675
GLB1	-0.17775
BCL10	0.399833333333333
MARCH11	-1.6585
PLAC1L	0.7135
DTX3	0.437166666666667
EPHA10	1.20366666666667
ARMCX4	-0.1875
CTXN3	0.162
MOCS2	0.438
USP28	-0.3955
HCRT	-0.2265
CYBRD1	1.8782
REG3A	0.4915
RGS7BP	-0.059
PARP9	1.981
SEPT6	-1.2272
MMP10	0.99025
OR2Z1	0.589
OBP2B	4.19733333333333
TCN2	-0.711
CDA	-1.93
TMEM88	-0.630666666666667
ZFY	-0.6465
SLC25A41	-0.94825
CHRNG	0.474333333333333
TAS2R50	0.9225
DEFB129	0.319
CYFIP2	-0.0873
TEX11	-0.7945
SPATA8	-0.499333333333333
MAP3K11	-0.4725
CEBPE	0.3205
OLIG2	-1.747
DNAI2	0.2675
C14orf106	0.288
APRT	0.112
AMIGO2	-4.2395
TMEM26	2.24066666666667
RALBP1	0.244
TSPYL6	0.186375
EVPL	0.883833333333333
PVRL4	3.63683333333333
C2orf30	0.46775
ITIH4	0.87225
ADARB2	0.4015
C1orf104	1.524
PIM2	-2.21908333333333
REGL	-0.07
SLC17A5	0.0926666666666667
PIPOX	-2.397
INSIG1	-2.02016666666667
SYNGR1	-0.658166666666667
TEX15	-2.13666666666667
REPIN1	0.570333333333333
PDE4A	-0.8447
CAPZB	0.2035
YPEL3	1.1295
C14orf100	0.56275
GINS2	-2.9935
C18orf21	0.273833333333333
CYP1B1	-2.3295
VISA	-0.4464
XYLT1	-1.9505
ZNF440	0.557375
BRWD1	0.447642857142857
GOLPH3L	1.46225
C11orf77	0.763625
ZBTB17	0.4345
SLC19A2	2.30925
C6orf134	0.8965
C9	0.2605
ART5	-2.235
ARTN	0.655333333333333
TMTC2	1.60275
GNRH2	0.151
STEAP1	-1.2553
RPL39L	-0.759
FLJ10292	-1.46633333333333
RLF	-0.502
NAT14	-1.1005
RRN3	0.5285
C11orf16	-0.288666666666667
C3orf14	-0.5955
TEX264	0.987166666666667
C22orf28	-0.584375
C20orf175	0.762
XPNPEP2	0.0155
PDE6A	-0.84825
SPIB	0.6895
TBCB	0.170666666666667
SLC5A11	-1.491
ADRA2C	-3.23583333333333
DHCR24	1.0245
MEF2D	0.713625
C6orf114	0.27475
ZPLD1	-1.186
MYO1B	-2.073
VAMP8	2.33325
ANKRA2	1.67366666666667
C11orf42	0.646
TAS2R60	0.8705
PANX1	0.4105
C12orf42	-0.223833333333333
RCBTB1	0.52725
FGL2	4.649
CEP70	0.7475
WASL	0.5955
SEPT14	0.3125
DCHS2	-0.16025
CYBA	-1.66325
ARHGAP11A	-3.351
MPZL2	-1.032
KIAA1881	0.9455
ANXA1	-2.7492
AFF1	-0.0710625
FRMD3	-1.811
SUSD5	-0.82
C9orf32	-0.77825
RASSF7	0.7925
KIR2DL2	0.3425
SENP1	-0.0436666666666667
C20orf195	0.58475
C3orf44	0.75875
KRTAP9-3	0.221
ZFP28	1.274625
PLCB2	-0.011
TXNDC15	0.46725
CALR3	-0.19525
HLTF	-0.148928571428571
C17orf67	-0.4425
NDUFA6	-0.808875
PKP1	-0.79475
HMG20B	0.06425
GPR180	-0.9461
BAI3	0.70175
NOSIP	0.7212
TRIM23	0.922375
ARL1	1.52607142857143
CDK5RAP2	0.398
SSH2	-1.9915
KCTD15	0.5605
FTHL17	0.2595
AK3	-0.306333333333333
RAB3C	0.382
PAX4	0.00337499999999996
KDELC2	-0.88475
BIK	1.712
KIAA1553	-1.44775
CEP135	-0.98625
NANOG	-4.70583333333333
TRIM22	1.24233333333333
CDH13	-3.743
B4GALNT4	-1.13375
MDGA2	0.3995
SAMD3	1.56283333333333
OR1E1	0.9035
TAS2R10	-1.3765
FASN	-0.34725
GPR116	1.8537
ZNF219	1.22516666666667
CD33	-2.46975
RAB3GAP1	0.413
H1FOO	-0.341
NXPH3	0.1355
CROCC	-0.0533333333333333
GPX7	-2.4115
BASP1	-3.2092
STAM	-0.333
TBK1	0.6305
STX2	-1.83
RPL29	-0.199
NR1H3	1.5955
MPPE1	1.1975
PHACTR3	-0.85675
SLC44A2	0.7845
C10orf109	-0.345
CLCN6	-0.73875
C16orf59	-2.988
SQSTM1	1.00216666666667
AADAC	-1.09075
LRRC8C	-1.71775
BIN3	-0.1648
HPS6	0.68
MAN2A2	-0.7644
GABPB2	-1.088625
KCND1	-0.658
PTPN11	-0.238142857142857
ZNF274	0.94625
ATF3	-1.84808333333333
C7orf26	0.2465
C1QL3	0.969
WDR54	-2.23883333333333
FLJ40869	-1.05166666666667
ZNF397	1.095625
MLL	-0.2653
TTLL6	-0.294125
ANKRD15	-0.331833333333333
KIAA1958	0.43775
C1orf218	2.153625
ZDHHC16	0.84975
DDX47	-1.33375
EVI5L	-0.0441666666666667
GDF6	-5.363
TAPBPL	0.928666666666667
BTG1	0.4588
DPP4	-1.81075
KLHL23	-0.99575
APOC3	-4.7295
BTBD12	-0.875333333333333
CNOT4	0.53325
HIST1H3I	0.199
OR5H1	0.40475
APEH	0.36625
TRY1	0.348
SLC26A8	0.259333333333333
KCNA2	0.0478333333333333
TMEM159	1.44375
C6orf81	-0.849833333333333
PCYT1A	0.277833333333333
C6orf157	0.3935
BRMS1	0.355
CHST1	2.69316666666667
LGALS1	-3.163
TAF1B	-0.3575
FLJ40504	0.40675
GPR173	0.2885
COL15A1	-0.620875
CASP10	-0.970142857142857
PCMT1	-0.813071428571429
HDAC5	1.0158
LOC641367	-0.888
EVC2	-0.97
SGPL1	1.22916666666667
GON4L	0.599357142857143
AFG3L2	0.0825
C5orf15	0.654333333333333
UBXD1	1.3359
LILRB4	0.729833333333333
GSTA4	-0.656333333333333
ADIG	0.031
GRIPAP1	0.08625
HIST1H3B	-0.771833333333333
BTRC	1.6585
USP49	-0.9735
IQCH	2.1275
ACBD6	0.0945
YEATS2	-1.85075
CABP5	0.36325
TRIM3	1.33175
HNRPM	-0.17525
FGG	-4.3698
C18orf16	0.13575
CLEC2B	-2.21075
PQBP1	-0.438166666666667
JTB	1.03583333333333
REST	0.533666666666667
SLC8A3	-1.048
TMEM16H	0.00925000000000001
MRPL47	-0.184125
EVI1	0.3067
MUC1	2.773
TEAD3	0.627875
STOML1	-0.631125
USP24	0.1134
PNMA5	-1.73425
MAEL	-0.703833333333333
LBP	0.0697
HSD17B4	0.2105
SEC31B	-1.31925
IDH2	-0.4799
SFRS16	-1.544875
AICDA	1.1685
RNF180	-1.036
C1orf56	1.49966666666667
FLJ10324	-0.0271666666666667
GPR148	1.0375
MEF2A	-0.259833333333333
ASF1B	-2.57783333333333
HTN3	0.033
RNF215	0.52425
SLC4A3	-0.159
ADAMTS9	-1.5224
C9orf66	0.6515
FOXD3	0.4145
GSDM1	0.2795
IFITM5	0.309
PODXL2	0.2265
C1orf176	0.672
RPS3	0.073
hCG_2004593	0.137125
COL21A1	-0.63325
NTNG2	-1.2445
RAI14	-0.285333333333333
P76	0.17875
LRFN3	0.4335
FAM14B	-0.339375
FKBP14	-1.56375
TNNI3	-2.72366666666667
HOXB3	2.2785
SGCB	-1.05625
PPAPDC3	-2.40125
FRAT1	1.54733333333333
MORN1	0.994
ARHGEF2	0.95125
BNIP2	-0.654
DHX30	-0.15125
EEFSEC	0.13475
FGF20	1.148
FLJ38973	0.532428571428571
PLCH2	0.61075
CCNG2	2.366875
PSPN	0.7765
WDR88	-0.809
HOXB13	-2.722125
MTMR8	-1.7545
SPAM1	-0.254
PPP2R1B	-0.35125
TANC1	0.370125
CNN3	0.2718
CHGA	-0.72
C9orf128	0.69425
CACNA1B	0.0151666666666667
MMAB	-0.1552
RHOA	0.338
RAPGEFL1	-0.72075
SLC1A5	-0.517333333333333
CALCA	0.049
SYCP1	1.053
CXCL11	3.013625
GFI1B	-2.00866666666667
PSCD1	0.325166666666667
C11orf58	1.00483333333333
MGC45438	1.94133333333333
NUDT18	1.30916666666667
ASB3	-0.508833333333333
ZP1	-3.8605
LPPR2	0.1619
ZNF527	1.8975
ZNF771	0.461
TTBK2	-0.425125
TRIM55	-0.709
GJB3	-0.846166666666667
PRSS35	0.2085
SCRG1	-0.90925
ZDHHC24	-0.08025
DUSP26	0.3735
C1orf51	1.672375
DNAJC3	-0.224666666666667
LITAF	0.16675
ZNF410	0.36275
AFP	-2.8355
ZW10	-0.59475
PHOX2B	0.828
VILL	1.06675
ELOVL7	-2.37285714285714
LOC644186	2.5295
PPP3CC	0.46375
CHST13	-2.76725
WDR40B	0.16025
MEA1	0.135
HILS1	-2.12025
DLX6	-2.62116666666667
NKG7	1.83033333333333
EMP1	-1.704
ACTR6	0.87775
CHCHD7	-0.548714285714286
COG2	1.4493
TCEA2	0.6238
TARS	-1.52025
FLJ20294	0.144166666666667
ZNF92	0.768375
TRAPPC2L	0.1208
ARHGAP28	-1.82457142857143
CCDC109B	-1.56475
LGTN	0.177
INGX	0.168166666666667
LOC124446	1.6245
RPS2	-1.3055
C17orf75	-0.8215
NBPF1	1.15
SLC2A8	-0.00833333333333335
SNRPE	-0.3145
CARD6	-1.7125
IL13RA2	-1.66725
CUEDC2	-0.241375
C4orf19	-0.5395
AOC3	0.16075
MTHFD2	-0.47
OR5M9	0.5735
C4orf38	-0.06
SS18L2	-0.01075
OAS3	0.305833333333333
LARGE	-0.4435
LRIG3	-2.487
LIMA1	1.40675
STARD3	-0.211916666666667
VPS39	0.442375
CTAGE6	0.9075
ODAM	-2.5725
MORF4L2	0.85475
GSTO2	1.70575
MTFMT	-0.80225
PRKAB2	-0.326285714285714
ZNF76	1.18983333333333
HSPB2	1.9515
CRB2	-0.094
KLRK1	-2.6665
LYST	1.099125
UBE2M	-0.374666666666667
SLC16A9	-0.85825
ZNF281	1.59875
ST8SIA1	-1.579625
C9orf105	-1.7795
ANKRD46	0.91725
FAM108A3	0.5085
C20orf91	0.036
ZYX	-1.61116666666667
RSPH1	2.88175
ZSCAN5	-0.83125
RIMS3	-1.31866666666667
KRT76	-0.1445
CEACAM4	0.4765
SIRPB1	-0.00200000000000002
CFHR4	-0.888
SOX3	-1.0555
GATAD1	0.295375
C21orf57	0.065
TMC8	-0.669333333333333
AVIL	1.201
LMOD1	1.75
HIGD1A	1.80375
NEU3	0.279666666666667
DES	-0.234875
BZW1	0.4466
ZNF221	0.6575
CCDC27	0.2885
GDAP1	-0.47525
RBBP4	-0.01625
MGC40499	0.2295
PHKA1	-0.425
PRKAR1A	0.230666666666667
HSD3B1	-0.028
RAD52	-1.00766666666667
CD207	0.2655
LOC389791	0.677
RSPO1	0.126833333333333
TMEPAI	2.84675
MFSD2	-0.044
ETV4	-3.83908333333333
SCGN	-1.288
LOC391356	0.15325
MPP1	-2.033125
STARD3NL	-0.1775
TFAP2D	-0.6305
CD2AP	0.862375
CCL20	-5.59566666666667
CCDC86	-0.548
ZFP30	0.373
CTBP1	-1.04733333333333
MAK10	1.05916666666667
STXBP5	-1.48216666666667
LOR	0.3244
MAP6D1	-0.724625
ARMC7	0.6355
TMEM150	0.6541
NSL1	0.202
KIF5A	-0.983
ASCC2	-0.2495
PSENEN	0.545333333333333
OPTC	-1.006
FCRL2	0.867
KBTBD11	-1.09025
PCK1	0.51625
CENTD3	-2.68925
MEGF8	-0.19475
ALPPL2	-0.69725
OBFC2B	-0.168166666666667
ZFYVE20	0.115875
GALC	0.872333333333333
CTRB2	0.01075
C20orf71	0.180166666666667
TBKBP1	-0.178666666666667
CAMLG	1.28125
TREML4	-0.385
RSAD1	-0.06425
TUBA3D	0.8101
KIAA1833	0.438875
PNPLA1	0.388
LRRC34	-2.644
CDH26	-0.328833333333333
ZNF167	1.33283333333333
ZBTB26	1.1958
VWF	3.1986
VTN	-0.846166666666667
BAD	0.96225
PDS5B	-0.052
ZNF644	0.701583333333333
SH3GLB2	0.1065
SMPDL3A	1.1991
NRG2	-0.305875
IL15	0.0168333333333333
GABARAPL1	-1.78983333333333
LAT2	0.1813
SLCO1A2	-1.66866666666667
LIG4	0.27325
GSDMDC1	0.0585
BMP4	-0.402125
METT10D	-0.014
SYCE1	0.2935
SPANXD	-6.265
SLC12A9	0.117
MC1R	-1.4405
RNF168	-0.64875
TRIM69	0.231
GALNT7	2.10216666666667
ISG20L2	0.3285
KIAA2026	0.687
TNFAIP8L1	-0.9865
DPY19L2	-1.67875
C12orf63	0.572
PRDX5	-0.292375
MED6	-0.716875
TXNDC5	-0.247375
CD46	1.719
CCK	-2.25625
C17orf48	-0.5235
ANUBL1	0.649
SIT1	-0.598333333333333
TYSND1	-0.195333333333333
DEF6	-0.277333333333333
GLT8D4	-3.2945
UTP14A	0.527125
RPH3AL	1.2045
NXF1	0.209
TRERF1	0.204833333333333
TUBB3	-2.3928125
SLC24A2	-0.233
SEC22B	0.852416666666667
ZNF653	0.80825
GGTL3	-0.852333333333333
CDKL2	1.30675
CTF8	0.546583333333333
EPC1	1.13333333333333
CYP4A11	-0.00650000000000001
THRSP	1.7895
LELP1	0.424333333333333
TES	-1.722375
C17orf87	1.346
FERD3L	0.07275
SH3TC1	-1.284
RAB36	-2.7305
CRYGB	1.096
GRIA3	1.0187
BHLHB9	1.548
C1QTNF9	0.40325
GOPC	-0.1195
PNPLA8	0.690166666666667
ZNF444	0.37225
FMO1	1.616
POLR3C	0.95625
SLC35F3	-2.547
SGCG	4.105
DCDC2	-0.727
NANP	-0.2095
MGC23270	0.5525
BEX4	0.313666666666667
HYDIN	2.2026
RPS6KB2	-1.05675
ADRM1	-0.693
BAT3	-0.063
RAB31	-2.7600625
SCGB2A1	2.982875
SLC6A14	-4.721875
DDX4	-0.49675
PRRC1	0.702
AP3B2	1.0595
TRGV7	0.175666666666667
TMEM184B	-0.46775
ADPRHL1	1.95216666666667
C21orf45	-0.725125
ARNTL	1.515
AADAT	-2.182625
CCL2	-0.38
SNTB2	-0.041
RGS9BP	-0.9535
KPNA1	0.394
TMEM41B	0.468166666666667
S100A11	-0.128916666666667
DOT1L	-1.553
EFHC2	1.45075
CLTC	-0.234166666666667
SRP9	1.16342857142857
ZNF521	-2.79925
FAM26F	-0.565
GPR88	0.5136
COL13A1	-2.314
CHMP4B	0.2017
SIGLEC6	0.3705
NFAM1	0.2955
PVRL2	1.5724
ALKBH4	0.2205
CCDC93	-0.0684375
NXT1	-0.314
KCNK4	-0.057
TROAP	-2.3305
KCNA10	-0.121
CCDC114	0.213333333333333
RAN	-0.335916666666667
LMTK2	0.15
LOC400657	0.8025
UFC1	1.61125
UBE1DC1	-0.7335
EEF1A1	0.314611111111111
CHAC1	-1.0955
HMGA2	-6.3532
B3GALTL	-1.494
ING2	0.55425
C1orf109	0.07575
INTS3	0.43825
ZNF558	0.3935
TRPM4	1.862
LTB4R	-1.237
ISYNA1	-0.62375
LSM7	-0.57325
LRRC47	0.2935625
ZNF179	-2.73583333333333
EXDL1	0.197166666666667
SLC4A10	-0.846625
ACSS2	-0.176166666666667
COPS7B	0.0005
KIAA0040	2.58366666666667
C1orf95	-0.0945
AP1GBP1	0.055
OR9A2	0.6765
FAM71C	0.234666666666667
RIN1	-2.424
ITGA4	-2.182375
DNAJC6	-1.13416666666667
CLOCK	0.682666666666667
SLC35A4	0.782833333333333
DSG4	-0.0135
LOC26010	-0.8255
NSUN2	-0.16575
TMEM86B	-1.2119
C14orf135	-0.3635
KIFC3	-2.81516666666667
PHF5A	-0.83025
NCAPH	-3.07725
STK11IP	-0.105
FLJ42953	0.049
CCDC19	2.4935
ZNF329	0.72475
TAX1BP1	0.9925
ZDHHC18	0.562166666666667
C10orf88	-0.011
TMBIM4	1.7528
NMUR1	0.393
KIR2DS4	0.416625
C9orf90	0.112125
MGC87631	-1.5415
KDR	1.9782
ST3GAL2	-2.1775
RLN2	3.612
HPD	-3.56775
MOXD1	-4.67566666666667
PDGFRL	0.8545
SMYD4	-0.291357142857143
FAM103A1	-0.00483333333333333
MFAP4	-1.31583333333333
LOC285141	2.40125
TMEM45B	-3.940625
SMCR7L	-0.883571428571429
GZMH	2.32125
CBLN1	-2.06183333333333
CNNM1	-0.8625
PHF17	-1.00958333333333
NUP98	0.15625
RMI1	-0.114
PTPRS	0.374625
ANKRD57	1.35775
CLDN15	-1.05516666666667
OR51A2	0.403
GUCA2B	0.137
DOCK9	1.78225
ITGB1BP1	-1.502
DLG2	-1.072375
BRAP	0.61075
SESN3	-0.21575
ZC3H7B	-0.73475
FAM101A	-2.278
FKSG24	-0.598
ZYG11B	-0.52425
RFC2	-0.75275
SH2D3A	1.43716666666667
DVL3	-0.19625
ADFP	-2.32883333333333
KRIT1	0.683
SERTAD3	2.36933333333333
LEFTY2	-3.48625
KRT27	-0.3665
SCFD2	-0.12675
MN1	-2.17
RORA	-0.26925
PTPRD	-0.83425
PIAS2	0.253166666666667
CYP4X1	6.44833333333333
FBXL15	-0.2045
MYH15	0.037
CRX	0.139333333333333
TBC1D13	0.9
SLC22A17	1.47916666666667
PLK2	-0.2125
ARHGAP9	1.0555
EIF1B	0.8255
C20orf185	0.44025
DEFA7P	-0.0765
PRIM1	-1.2375
CRYAA	-2.30625
BACE1	0.019
AGTRL1	0.8135
ACAD9	0.017
GRASP	-1.156
RBP4	-4.23633333333333
TFB2M	0.73875
METTL9	-0.4427
ATP5O	-0.3795
SP100	0.1035
CPSF1	-0.612166666666667
S100A4	-2.9355
LIME1	-1.514
GPR137C	-0.0735
OR2A2	1.1095
C2orf29	0.0145
NUP188	-0.47425
SDPR	-0.1855
RAI1	-0.700571428571429
RPS20	-0.42
LAMB1	-3.634
ADM2	-0.394
ZNF229	1.89875
DKFZp434K1815	-0.8445
EPN3	2.2245
CLIC3	-1.6565
MEIG1	-1.04325
HMGB4	-0.04025
STARD10	2.18175
KLF8	3.4625
EPB41L2	-1.9265
JMJD6	-0.0175714285714286
CTSL1	-1.56883333333333
GPR27	-1.1155
ELAVL4	0.321857142857143
MMP21	-0.3495
PPM1B	1.00925
SUV39H1	-1.03
AAMP	0.58
TUSC4	0.805
MBD6	0.4845
KLK13	-1.148125
FMNL3	0.221166666666667
TRIM13	0.244916666666667
C15orf5	-2.18575
IQCF1	0.43825
CACNG8	-0.7795
SLC35D3	0.432
ZDHHC9	0.9285
ODF3L1	-0.21575
C9orf86	-0.0402
TSEN2	-0.08175
C17orf64	-0.38625
SEPX1	-0.0641
TSPO	-0.764
SYMPK	-1.071
ADORA1	0.364
TSPAN10	0.087375
SEMA6C	-0.401666666666667
RTTN	-0.4054
IL2	1.02883333333333
ARRDC3	-0.940333333333333
TBPL1	-1.21983333333333
STX12	1.18475
MRPL39	-0.7575
OR8H3	0.7035
IFIT5	0.3215
CASC5	-2.635375
FAM46A	-1.43916666666667
HPCAL1	-1.10775
CYLC1	-0.1415
VGLL2	0.1825
C20orf191	0.05925
CDH1	3.02166666666667
ITPA	-0.07725
CCDC101	0.56525
D15Wsu75e	-0.595
EDA	-1.60625
CREG1	0.4775
OR7G2	0.54
SAP18	0.693416666666667
IFIT1	0.3345
CALML3	-2.0315
FLJ37440	0.802
FNDC5	-1.90125
SERPINB6	0.935857142857143
JUNB	-0.2959
SYS1	1.75825
SCN2A	-0.3968
ZKSCAN5	-0.5821
WNT7A	-0.484833333333333
TSHZ3	0.16875
RNF148	1.40675
H6PD	0.15875
CAD	-1.3595
ZNF449	-0.39525
DOCK10	-0.9655
FAIM2	0.1314
HEXDC	0.5485
PRB1	0.40275
C14orf148	0.3525
ETHE1	-0.19225
IRF5	0.3368
GNMT	-0.103
MGC16291	-2.8
RPAIN	-0.0129285714285714
CAGE1	0.3155
CNTNAP3	-3.849
ACTR1B	-0.01775
EEF1E1	-1.2695
MSX1	-0.999625
ESF1	-0.6636
HSPC171	0.411
MRPL2	-0.149166666666667
RDH12	-0.997166666666667
CELP	0.083
METRNL	-1.0065
C10orf116	3.36766666666667
C19orf48	-1.4085
ZNF346	0.4255
NCR1	-0.6895
C10orf64	-0.192
CD52	0.8865
VPS18	0.16375
AP4S1	0.0741666666666667
NPBWR1	0.2465
TPK1	-0.08175
UBA52	-0.394444444444444
RIPK1	0.981
CPNE3	0.3219
HSPC159	-0.8325
C8orf38	0.90025
LRRC4B	-0.6455
PARP10	0.4792
ANKRD50	0.32375
CXCL9	5.68325
FGF18	-0.947818181818182
EIF2A	0.128875
SLC20A2	0.901
KIAA1549	0.640166666666667
SPINT1	1.7167
ZNF584	0.034
CRBN	1.39933333333333
ABCF3	0.0171666666666667
NCBP1	-0.201166666666667
PLA2G4F	0.773833333333333
PCDH10	-0.619
TTC21A	1.06525
C20orf144	-0.0935
FGFR1OP2	-0.9815
SLC9A1	0.7351
CHRND	0.039
FOXF1	-2.3285
KIAA1467	1.98675
TPO	0.229833333333333
LTF	3.67892857142857
DNAJB9	0.679
MRPS27	-0.00425
bA16L21.2.1	0.618
WBP2	0.481833333333333
MRGPRX3	-2.08133333333333
PRPF18	0.307
C10orf58	0.262
SMOC1	-3.4543
ADAT3	0.214666666666667
TMEM138	0.148
TMEM131	0.24575
TIMM8B	-0.6755
MYH7	-0.734833333333333
ST6GAL2	-0.806125
KIF1C	-0.021
SUHW2	-1.6125
PAPSS1	0.30325
CABP2	0.2885
HOXA4	-3.00425
ELF2	0.17775
SEMA3D	0.1312
MC5R	0.5175
OGFR	0.1375
FLJ30092	0.788833333333333
TGFA	-1.7566
MMP17	0.059
KIF15	-3.44625
CHIA	0.24075
CATSPER3	0.74225
CEACAM7	1.31466666666667
PADI2	0.56925
HOXA9	-0.643333333333333
LNX2	0.839
TMEM144	3.505
HIF1AN	0.373
METTL7A	-0.2541
C6orf165	1.79766666666667
KIAA1468	1.083625
DSG3	-1.2885
ZNF180	0.6235
EIF4E3	0.82925
SLC46A1	1.73075
DKK1	-6.76283333333333
ZNF205	0.479166666666667
LOC162073	1.10122222222222
COX7A1	5.062
MAGEA1	-4.51216666666667
NEDD8	0.282833333333333
KLHDC5	-1.07061111111111
C3orf19	0.276666666666667
MRPS2	-0.3165
POLR3H	0.126285714285714
ABHD11	1.2071
TMEM17	0.75125
PAIP2B	1.1607
MAT1A	-3.09675
LGI3	-0.55275
THUMPD2	-0.1755
TKTL2	2.8945
XAGE3	-2.38533333333333
CALM3	-0.0575833333333333
C6orf136	-0.3685
KCNC4	0.145
RGS9	1.615
ACIN1	-0.00983333333333333
SPATS1	0.1425
XKR8	0.14375
FAM84A	-0.484333333333333
MS4A7	5.11927272727273
AGXT2L2	0.74825
OR1F1	0.695
SMAP1L	0.12225
IPO11	0.164
ZC3H11A	0.6048125
C1orf151	1.176
RNASEH2A	-1.48375
CCR10	-2.0955
TXNDC11	0.77875
TMEM112	0.832
MAP1B	-3.32478571428571
NVL	0.85825
PKM2	-1.6649
ARC	-0.53625
NUP54	-0.7335
PPFIBP2	2.661
STAT2	0.9895
PTAFR	1.00066666666667
ROBO2	-0.240625
RNF40	0.239666666666667
CCDC135	-0.336333333333333
IFT81	0.185
MORF4	-0.56325
TM7SF3	-1.074125
OR10H3	1.182
ABP1	0.402375
CHRD	0.16025
PLEKHA8	0.098
NCALD	0.691666666666667
OR5AK2	0.56275
ACCN1	0.4155
SLITRK1	-0.68275
ARMET	-0.20075
C9orf52	0.11125
REEP4	-0.794
MTSS1	1.28425
ADH1B	2.40466666666667
DLD	-0.19725
CDK5	0.057
PPFIA1	0.022875
WFDC3	1.31925
DNAJB12	0.695428571428571
RANGRF	-1.7695
MLANA	-4.723
AMY2B	0.68775
KIAA0319	-1.52525
RPS7	-0.592
JAK3	-0.0668
ARFGEF1	1.156
CXCL5	0.527454545454545
TRAPPC4	0.4795
CETN2	1.05375
HSPC111	-0.28225
RHOBTB3	-3.682
PHLPP	-0.228
RGS10	1.13775
TMEM58	-0.04275
CHERP	0.031125
HSP90AB3P	-0.0785
FSTL3	-1.97216666666667
PEX11A	1.41625
OR5V1	0.735
FCN3	2.01725
PTPN3	1.599
NPTX1	-5.57875
C21orf84	-1.138
C11orf51	-0.712375
ZBED2	0.0685
FLJ90757	1.27125
NPY2R	0.337333333333333
PLD3	0.0585
SYT17	2.7425
SGSM2	0.39075
OR1A2	-0.03025
FOXP1	2.048375
SLC5A1	0.39675
POFUT1	-0.1735
EPHB6	-3.35816666666667
MYO1G	-2.118875
STAC	-1.9706
KLHL17	-0.922666666666667
RGMA	-1.274
TJP2	0.5688
FAM114A1	0.5675
SERINC1	1.30741666666667
SLC9A8	0.38
PEX19	1.636
EDN2	0.08825
PSMD7	-0.554888888888889
C3orf41	-3.08925
UQCR	-0.388
PPP1R3C	1.54625
LRP4	-3.94683333333333
TM2D1	0.99175
TTC17	0.6793125
C4BPB	-4.51571428571429
CCL25	0.368
ZNF253	0.867833333333333
CHRNA9	-3.5985
SOX11	-2.869375
HIVEP3	0.4915
CGN	2.59558333333333
C3orf35	0.308125
PKD2L1	1.91825
SYVN1	0.8715
PDE8B	-3.89225
LOC439951	0.2385
LTC4S	2.29516666666667
MIF4GD	0.6445
SMARCA2	1.4370625
TUBGCP6	-0.519833333333333
CABLES1	1.0115
C16orf77	1.8115
ZNF791	1.16025
FUT5	-2.3215
ADH6	-2.94683333333333
P4HB	-0.49875
CLDND2	-2.13275
ALKBH8	0.28275
PLAC4	-1.178
F11R	0.684857142857143
MGC35295	1.15783333333333
PDZD4	-0.7105
LOC389073	-0.53425
FAM80B	-0.959833333333333
PSMB1	-0.79175
TXN	-0.0583333333333333
VIPR1	1.8913
WBSCR18	0.997
EXOSC6	0.0945
ACTA2	1.67233333333333
SP5	-3.188
ANKRD1	-3.52975
DDR1	2.1482
ATP6V1D	-0.322
PTGS1	-2.14758333333333
RNF157	-1.01275
DCC	-0.093
SPAG7	0.22575
FBXO18	-0.15975
UBE3C	0.3513
HOXC6	1.32725
LRP2BP	-0.00566666666666665
MYST2	0.4375
PDSS2	-0.34475
ATE1	-0.05075
ARAF	0.56125
KLF10	-1.605
PLA2G2E	0.0675
ASCL1	2.0905
TSNAXIP1	2.15775
FAM131B	-0.117625
IFNA10	0.263
NUP43	-0.36675
FAM44B	1.349375
L1TD1	-6.16966666666667
NMD3	-0.58075
C18orf54	-3.2306
PHOSPHO1	-0.185
RAG2	-3.2345
EMILIN3	-0.786
METTL3	0.1775
VPS13C	-0.15075
REXO2	-0.63125
ANXA4	-0.742
CA1	-1.22675
DCP1B	-0.0585
TULP3	-1.35533333333333
ATP2A2	0.3645
ATIC	-0.1195
ADAM15	-0.609833333333333
NPL	0.809833333333333
LGR4	-3.712375
UEVLD	1.014
GAB1	1.26475
SNAI2	-3.15133333333333
ZGPAT	-0.0414
SNF1LK	-0.6305
DLEU1	-1.081
UBE2Q1	0.6465
ZMYM6	0.644875
JPH3	-2.6765
FAM38A	-0.600833333333333
PXK	0.3655
DENND2D	3.18575
BAX	-1.31758333333333
CP	-3.19427272727273
RPL37	-0.1444
G6PC3	0.127625
NCOA4	-0.0496666666666667
LRRC14	0.3305
GORASP1	1.36175
FCHO2	1.19675
CYP24A1	-3.1422
FXYD3	1.86325
SMARCAL1	0.45125
ABCB8	0.816333333333333
CCDC44	-0.06425
PRDM7	-3.108
USH1C	-1.791
DNAH5	2.204
SRF	0.272833333333333
MAL2	1.34383333333333
PGPEP1	0.4125
SIN3B	-0.1565
SEMA3C	1.3675
GRAMD3	0.6645
FBXO10	-0.560375
OR5D13	0.249
FLJ31818	0.03625
CACNA1I	0.0965
S100A13	-0.2705
TP63	0.371785714285714
ANXA11	0.4695
WDR66	0.79275
CSF2RB	0.2305
IFI44	-0.91875
DACT1	-0.308833333333333
ANKRD23	-1.1995
