Hybridization REF	TCGA-A8-A0A4-01A-11R-A00Z-07
SCFD2	-0.27225
MN1	-0.00749999999999999
RORA	1.025
PTPRD	-0.6585
PIAS2	-0.134
CYP4X1	1.6775
FBXL15	0.369
MYH15	-0.249333333333333
CRX	0.2725
TBC1D13	0.68375
SLC22A17	2.40833333333333
PLK2	1.31683333333333
ARHGAP9	0.281
EIF1B	-0.663
C20orf185	0.538
DEFA7P	0.057
PRIM1	-2.17016666666667
CRYAA	-2.86233333333333
BACE1	-0.1875
AGTRL1	0.329833333333333
ACAD9	-0.137625
GRASP	0.25025
RBP4	-3.80883333333333
TFB2M	-0.534
METTL9	-0.7473
ATP5O	-0.76825
SP100	0.7383
CPSF1	-0.2695
S100A4	-0.27725
LIME1	-1.24075
GPR137C	0.68375
OR2A2	0.59
C2orf29	-0.4845
NUP188	-0.79025
SDPR	0.655
RAI1	0.097625
RPS20	0.1598
LAMB1	-1.48575
ADM2	0.489833333333333
ZNF229	1.16925
DKFZp434K1815	-1.485
EPN3	1.667
CLIC3	-1.85425
MEIG1	-0.675
HMGB4	0.168
STARD10	2.90975
KLF8	2.46075
EPB41L2	-1.07633333333333
JMJD6	0.21975
CTSL1	-0.847166666666667
GPR27	0.3045
ELAVL4	0.916875
MMP21	-0.8085
PPM1B	0.339125
SUV39H1	-0.777
AAMP	0.308
TUSC4	0.848
MBD6	0.17625
KLK13	2.474375
FMNL3	0.0298333333333333
TRIM13	1.15066666666667
C15orf5	-1.20725
IQCF1	-0.12375
CACNG8	0.416
SLC35D3	0.298833333333333
ZDHHC9	0.9475
ODF3L1	0.111
C9orf86	-0.0816
TSEN2	-1.161
C17orf64	0.183333333333333
SEPX1	0.1359
TSPO	0.0428333333333333
SYMPK	-0.9015
ADORA1	1.49475
TSPAN10	0.78075
SEMA6C	0.802
RTTN	-0.6115
IL2	-0.00383333333333328
ARRDC3	0.269583333333333
TBPL1	-1.5
STX12	0.652
MRPL39	-1.581
OR8H3	1.231
IFIT5	1.57383333333333
CASC5	-2.39375
FAM46A	-0.677166666666667
HPCAL1	-1.16157142857143
CYLC1	0.5625
VGLL2	0.588285714285714
C20orf191	0.297
CDH1	-0.18275
ITPA	-0.789
CCDC101	0.4085
D15Wsu75e	-1.30125
EDA	-0.75575
CREG1	-0.27075
OR7G2	-0.2435
SAP18	0.472333333333333
IFIT1	2.996
CALML3	-0.809166666666667
FLJ37440	1.741
FNDC5	0.767
SERPINB6	0.414785714285714
JUNB	0.3263
SYS1	0.9215
SCN2A	0.1978
ZKSCAN5	-0.4759
WNT7A	0.251
TSHZ3	2.5615
RNF148	-0.11225
H6PD	0.464125
CAD	-0.6015
ZNF449	0.287
DOCK10	-1.1435
FAIM2	0.892166666666667
HEXDC	0.53475
PRB1	0.2175
C14orf148	-0.168
ETHE1	-0.0755
IRF5	0.00579999999999998
GNMT	1.99216666666667
MGC16291	-1.8245
RPAIN	-0.6075
CAGE1	0.092
CNTNAP3	-1.855875
ACTR1B	-0.574
EEF1E1	-1.09075
MSX1	-0.587375
ESF1	-0.191
HSPC171	-0.5715
MRPL2	-0.153833333333333
RDH12	-0.916833333333333
CELP	-0.3965
METRNL	-0.233
C10orf116	4.49266666666667
C19orf48	-0.26025
ZNF346	-0.337125
NCR1	-2.6895
C10orf64	0.785
CD52	0.17525
VPS18	2.181
AP4S1	-0.1505
NPBWR1	0.9975
TPK1	0.33375
UBA52	-0.492111111111111
RIPK1	0.663333333333333
CPNE3	0.2232
HSPC159	0.00537499999999998
C8orf38	0.32725
LRRC4B	-1.1835
PARP10	0.9607
ANKRD50	1.16725
CXCL9	5.757
FGF18	1.22745454545455
EIF2A	1.065125
SLC20A2	0.673
KIAA1549	-0.903416666666667
SPINT1	2.2405
ZNF584	-0.107
CRBN	0.8355
ABCF3	0.0178333333333333
NCBP1	-1.1135
PLA2G4F	0.563
PCDH10	-0.504285714285714
TTC21A	-0.672
C20orf144	0.7105
FGFR1OP2	-0.286333333333333
SLC9A1	0.144
CHRND	0.2595
FOXF1	-0.02925
KIAA1467	0.56725
TPO	-0.0331666666666667
LTF	3.31392857142857
DNAJB9	1.714
MRPS27	-0.0805
bA16L21.2.1	0.53025
WBP2	0.220333333333333
MRGPRX3	-2.6025
PRPF18	0.35425
C10orf58	0.7305
SMOC1	-2.6803
ADAT3	0.301666666666667
TMEM138	-0.16425
TMEM131	-0.22775
TIMM8B	-0.33725
MYH7	-1.26766666666667
ST6GAL2	-0.266666666666667
KIF1C	0.338
SUHW2	-2.1835
PAPSS1	0.93475
CABP2	-0.123
HOXA4	-0.3575
ELF2	0.122
SEMA3D	0.5323
MC5R	-0.305
OGFR	0.1685
FLJ30092	0.168
TGFA	-0.1335
MMP17	0.687
KIF15	-2.949
CHIA	0.10775
CATSPER3	0.37525
CEACAM7	-0.16575
PADI2	1.790125
HOXA9	1.92083333333333
LNX2	0.846833333333333
TMEM144	2.015
HIF1AN	0.8135
METTL7A	0.1436
C6orf165	1.70133333333333
KIAA1468	0.217375
DSG3	1.571
ZNF180	0.949
EIF4E3	1.1735
SLC46A1	0.7795
DKK1	-5.94983333333333
ZNF205	0.947166666666667
LOC162073	0.948777777777778
COX7A1	4.86875
MAGEA1	-4.87833333333333
NEDD8	0.0203333333333333
KLHDC5	-0.0921111111111111
C3orf19	0.641333333333333
MRPS2	-0.82225
POLR3H	-0.173142857142857
ABHD11	0.4455
TMEM17	0.649
PAIP2B	-0.1024
MAT1A	-6.206
LGI3	-0.046
THUMPD2	-0.18875
TKTL2	0.0345
XAGE3	-2.05666666666667
CALM3	-0.0814166666666667
C6orf136	-0.816
KCNC4	0.246666666666667
RGS9	1.3045
ACIN1	-0.3895
SPATS1	-0.79225
XKR8	-0.1375
FAM84A	3.22525
MS4A7	5.51
AGXT2L2	-0.32525
OR1F1	-0.3515
SMAP1L	-0.476583333333333
IPO11	0.32175
ZC3H11A	0.331625
C1orf151	0.552
RNASEH2A	-1.161
CCR10	-1.179
TXNDC11	0.0955
TMEM112	0.909
MAP1B	0.0386428571428571
NVL	-0.32375
PKM2	-1.0399
ARC	0.6615
NUP54	-0.3045
PPFIBP2	1.54516666666667
STAT2	0.822714285714286
PTAFR	1.1655
ROBO2	0.175
RNF40	0.219333333333333
CCDC135	-0.6432
IFT81	-0.2618
MORF4	-0.08575
TM7SF3	-0.098125
OR10H3	0.1655
ABP1	-0.5855
CHRD	0.747375
PLEKHA8	-1.02683333333333
NCALD	1.32808333333333
OR5AK2	0.01475
ACCN1	-0.198666666666667
SLITRK1	0.2685
ARMET	1.76325
C9orf52	1.316
REEP4	-0.4985
MTSS1	0.51575
ADH1B	3.00333333333333
DLD	-0.868
CDK5	-1.40225
PPFIA1	-0.3688125
WFDC3	0.99175
DNAJB12	1.06885714285714
RANGRF	-0.7845
MLANA	-3.147
AMY2B	0.0285
KIAA0319	-1.78875
RPS7	-0.832
JAK3	-0.4537
ARFGEF1	0.95175
CXCL5	0.38425
TRAPPC4	-0.703
CETN2	0.8455
HSPC111	-1.4015
RHOBTB3	-1.705
PHLPP	-0.611
RGS10	0.5635
TMEM58	0.286
CHERP	-0.055
HSP90AB3P	-1.059
FSTL3	0.096
PEX11A	0.256
OR5V1	0.4835
FCN3	1.16675
PTPN3	0.303
NPTX1	-5.18625
C21orf84	-1.49825
C11orf51	0.4655
ZBED2	-1.772
FLJ90757	1.08825
NPY2R	0.398
PLD3	0.8425
SYT17	2.72866666666667
SGSM2	-0.5255
OR1A2	-0.10525
FOXP1	1.624625
SLC5A1	1.29675
POFUT1	-0.6718
EPHB6	-2.13516666666667
MYO1G	-2.06725
STAC	-1.176
KLHL17	-0.407
RGMA	1.5956
TJP2	-0.2617
FAM114A1	0.0221666666666667
SERINC1	1.21775
SLC9A8	0.221875
PEX19	0.45375
EDN2	3.2355
PSMD7	-1.41444444444444
C3orf41	-2.34675
UQCR	-0.35275
PPP1R3C	1.41925
LRP4	-1.9835
TM2D1	-0.01725
TTC17	1.499
C4BPB	-4.24775
CCL25	-0.3385
ZNF253	0.376833333333333
CHRNA9	-3.84125
SOX11	-2.96475
HIVEP3	0.486
CGN	1.52008333333333
C3orf35	-0.181125
PKD2L1	0.57925
SYVN1	0.688625
PDE8B	0.040625
LOC439951	0.9945
LTC4S	2.65383333333333
MIF4GD	0.389666666666667
SMARCA2	1.4701875
TUBGCP6	-0.534333333333333
CABLES1	0.60325
C16orf77	2.4935
ZNF791	0.6235
FUT5	-1.5775
ADH6	-1.99016666666667
P4HB	1.786
CLDND2	-1.2295
ALKBH8	0.998
PLAC4	-1.84575
F11R	0.318285714285714
MGC35295	2.4475
PDZD4	-0.630833333333333
LOC389073	-0.471
FAM80B	-0.675333333333333
PSMB1	-0.9885
TXN	-1.0585
VIPR1	1.2024
WBSCR18	0.654
EXOSC6	-0.779
ACTA2	4.24066666666667
SP5	-0.85325
ANKRD1	-3.0735
DDR1	1.2777
ATP6V1D	-0.09
PTGS1	-0.9495
RNF157	-0.63725
DCC	0.1875
SPAG7	-0.3615
FBXO18	0.042
UBE3C	-1.4303
HOXC6	0.70625
LRP2BP	-0.2406
MYST2	-0.191
PDSS2	-0.48225
ATE1	0.043
ARAF	0.03
KLF10	-0.20625
PLA2G2E	0.25025
ASCL1	-1.03816666666667
TSNAXIP1	0.84375
FAM131B	-0.8115
IFNA10	0.9565
NUP43	-1.24175
FAM44B	0.986
L1TD1	-4.33283333333333
NMD3	-0.799083333333333
C18orf54	-0.9682
PHOSPHO1	-0.473
RAG2	-2.7865
EMILIN3	0.104
METTL3	-0.38425
VPS13C	0.1905
REXO2	-1.42375
ANXA4	-0.098
CA1	-2.24175
DCP1B	0.424
TULP3	-0.326
ATP2A2	1.03871428571429
ATIC	-0.3755
ADAM15	-1.31566666666667
NPL	-0.213333333333333
LGR4	-0.554
UEVLD	0.684166666666667
GAB1	1.0195
SNAI2	-0.541
ZGPAT	0.1016
SNF1LK	-0.138375
DLEU1	-1.02275
UBE2Q1	0.042625
ZMYM6	0.163875
JPH3	-2.23533333333333
FAM38A	-1.03016666666667
PXK	0.192166666666667
DENND2D	0.83325
BAX	-1.47791666666667
CP	-2.94618181818182
RPL37	0.1243
G6PC3	0.1015
NCOA4	0.098
LRRC14	0.280375
GORASP1	0.23775
FCHO2	1.415875
CYP24A1	-3.72311111111111
FXYD3	1.2515
SMARCAL1	0.5275
ABCB8	-0.8935
CCDC44	-0.059
PRDM7	-3.29833333333333
USH1C	-1.208
DNAH5	1.87916666666667
SRF	0.677166666666667
MAL2	2.34033333333333
PGPEP1	0.248333333333333
SIN3B	-1.12375
SEMA3C	1.14383333333333
GRAMD3	2.02725
FBXO10	-0.131875
OR5D13	1.382
FLJ31818	-0.00225000000000001
CACNA1I	0.489142857142857
S100A13	-0.02
TP63	2.21428571428571
ANXA11	0.6672
WDR66	0.228
CSF2RB	0.0625
IFI44	0.633
DACT1	1.37933333333333
ANKRD23	-2.08725
ATP5G1	-0.746833333333333
C21orf70	-1.39116666666667
PPWD1	-0.4955
DNAJC13	-0.17625
PAH	-3.57966666666667
PTCH2	0.55725
TRMU	-1.25925
CCDC9	0.329
USP3	-0.3474
DCLRE1C	-0.0362
FAM55C	0.949
FRMD4B	1.323
CYP2R1	0.27125
RFPL1	-1.22988888888889
XPO5	-1.00825
ARL6IP2	-0.6655
OSBPL5	2.131
MMP9	2.43218181818182
KIAA0802	-0.479125
DHRS2	-3.65283333333333
SGEF	1.663
TXNDC10	-0.6751
EXOC6	0.753
RPS27	0.709833333333333
PNCK	-0.311
FSTL1	-0.40625
AACS	0.56575
SLMAP	1.1485
SAMD4A	-0.5325
ABRA	0.5715
SMARCD3	0.49675
PKNOX2	-1.616
A4GNT	-0.5055
C9orf39	-0.247833333333333
RALYL	0.50225
MGC33556	-2.5845
C10orf25	-0.138
BBOX1	5.16325
NHEDC1	0.12975
XDH	-1.02925
GCSH	-0.843
EDN1	1.37333333333333
MTERF	-0.546
CLK4	0.9055
ZNF799	0.998666666666666
KCNG1	-2.206625
CXCR4	-0.926
PTPRR	-2.703
IRAK1	-0.674
LOC401397	-0.3195
TMSB10	-0.181142857142857
CXCL3	-3.3114
TMC4	1.98425
OR7A10	-0.2005
STYK1	1.132
CHRNA10	0.1725
CCNI	1.068
EP300	0.490428571428571
LOC165186	0.0314
HIC2	-2.26325
SDR-O	-0.103
OR2W1	0.453
KCNA6	0.012
TRIM74	-0.69225
REEP6	1.89475
ATP5G2	0.42325
ERG	0.7535
TMEM42	-0.60525
PARN	-0.194833333333333
SOD2	-1.069875
DIRAS1	0.127
PNPT1	-1.376
JOSD3	-1.7835
hCG_40738	-0.504
PDE1C	-1.889
SEMA4D	-0.202625
AGPAT1	0.071
NOSTRIN	1.273
MAP3K3	0.0233333333333333
MAX	0.570642857142857
CAPS	1.08316666666667
SERPINA12	0.297
OSBPL8	0.2145
RICS	0.8564
NR4A2	0.0836666666666667
PPCS	1.3445
LONP1	-0.55875
SCYL3	1.10925
HERC2P2	-1.11916666666667
FIBCD1	-1.0515
C15orf41	-0.30425
DMC1	-1.3765
C20orf27	-0.75625
RPS6KA5	0.8618
FAHD1	0.0608333333333333
SLC12A4	0.4185
BRCA1	-1.36025
GBL	-0.15025
SLK	0.219666666666667
NUDT9P1	-0.1585
NOXO1	2.67
USP52	-0.8485
BAZ1B	0.33
SLCO2B1	2.594
BBS12	0.967166666666667
LRGUK	-0.285
TERF2IP	-0.20175
COL1A1	3.686
KIAA0090	0.7215
GRK5	-0.517666666666667
AP1S2	-1.6416
TMEM52	-0.898333333333333
CA11	0.02675
OR4A15	0.7325
ACBD3	1.267
SPAG11B	0.602
PRDM2	1.0018
FOXP3	-0.02125
SMYD3	-0.1607
LOC389199	0.893
LGI2	0.273333333333333
NAPE-PLD	-0.1263
ANKRD6	0.877
WDR45	0.0451666666666667
SHROOM1	-0.24775
PSCD3	0.7335
PYY	1.86
KCNC1	-1.16
ARHGEF9	0.1786
OR8J1	0.792
GPR55	0.565166666666667
NS3BP	-0.3915
C10orf22	0.308
NAT8L	-3.2575
DUSP4	0.503
FOXM1	-2.07216666666667
GRAMD2	2.5227
ZBTB48	0.0921666666666667
BUD31	-0.4515
PABPC5	1.513
CCDC41	-1.45375
FBXO11	0.367916666666667
C6orf148	-0.20725
RFXAP	-0.88925
C6orf15	0.830833333333333
CDK8	-1.28583333333333
C6orf70	0.031125
TESSP2	0.702
ALG2	1.1375
PPP1R3D	1.331
TPM3	0.0196666666666667
SYT13	-1.04825
EPB42	-1.32733333333333
CETN3	-0.589
PRY	-0.1955
NTHL1	-0.126
POLR2B	0.275
RPS28	0.144666666666667
P2RX3	0.01075
LYZL4	0.083
WBP4	-0.3914
PMM1	-0.48075
C11orf79	0.74
CBLL1	-0.5625
IL1F10	0.919
VAX2	-0.457
SETDB1	0.250333333333333
LRAP	-0.434833333333333
GCLM	-1.24983333333333
CPEB3	2.5195
PPM1A	0.73375
INTS1	-0.872
CAMTA1	0.611083333333333
SAMSN1	-2.859
LOC158830	-2.761
GMPPA	-0.01375
AIPL1	0.164
IL24	0.260416666666667
BDKRB1	-3.03016666666667
MLF1	0.8003
TAF12	-0.137
ID1	-2.00725
THADA	-0.564625
PIK3CB	-0.202
OR4N5	0.239
TBC1D17	-0.305333333333333
COX8A	-0.474
CDCA4	-0.80475
C2orf44	-0.57825
ZNF534	-1.1735
IMMP1L	-0.253
NIPSNAP3B	0.40425
FTMT	0.170375
PWP2	-1.5345
MMP15	-1.1158
DNAH11	-0.567
MTMR14	-0.3
DNAL4	0.6815
IPP	-0.21625
TMEM59	1.38925
C1orf157	1.3355
RGS4	-1.40916666666667
DDX18	-0.4156
SNX6	-0.10075
ZNHIT2	0.696
NCDN	0.399333333333333
FLJ33534	-0.3715
RAG1	-1.66728571428571
OR4D10	0.389
PTPN5	2.06716666666667
POMT1	0.731125
LRRC8A	0.4181
CYP1A1	-2.116
CAPN1	-0.177166666666667
DDHD2	-0.4035
GRIK2	0.246
GNRHR	0.68275
PPBP	-0.086
HTR3A	-0.867285714285714
SLITRK4	0.59975
ANKRD49	-0.7005
BTF3	0.7235
SARS	-0.481
C13orf18	0.743833333333333
CACNB1	-0.368285714285714
QKI	-0.1735
SETMAR	0.756
MAN2B1	0.344166666666667
EML3	-0.80125
ACADL	0.7296
OFD1	-0.13675
DEFB114	-0.504
CGA	-3.8887
PEX16	0.1805
LRRC10	-0.1455
GNG12	0.0365
C1orf152	-0.4225
CHRM1	0.386
CD53	-0.352
DBH	-0.99725
TFAP2B	5.00225
HIST1H2BJ	-0.520166666666667
FAM46D	1.418
TMEM11	0.02675
C3orf32	-3.183
PCCB	-1.043
IPO13	-0.126625
C6orf105	-4.37325
COMMD5	0.519
SUV420H1	0.459
LTBR	0.68225
ARHGAP15	-1.454875
HDHD2	0.26125
TDRKH	-0.674333333333333
LOC401052	9.423
PSG4	-1.175
GNB4	0.2151
SPATA4	2.2495
SLC9A3	-0.111
OSBP	0.609
NBPF3	0.447416666666667
DOCK11	-0.492
SLC39A5	-2.2945
PRR5	0.928
C10orf63	-0.446
SMTNL2	-0.977
ADRA1A	0.88425
ASAH1	2.2741
DOM3Z	0.3483
GIPR	0.643833333333333
AHI1	-0.6295
NADSYN1	0.538833333333333
RGS14	-0.8204
IL18BP	1.1576
RTN4RL1	2.6055
ARMC6	-0.37925
PSMD5	0.559
HK3	0.9171
OR4S1	1.25475
RSU1	0.6836
MAD2L1	-2.04722222222222
EIF4A3	-0.05075
DLEC1	-0.517833333333333
E4F1	0.154166666666667
CHMP2B	0.6407
CAMSAP1	0.136
RPS21	-1.0355
ARID5A	0.95
UBE2N	-0.0256
IGSF8	1.1035
MAGEB6	-2.431
ACAD11	-0.6983
MGC4172	-0.93525
LMO4	0.655
KLKB1	-0.12625
HP	-0.562
HDAC3	-0.00025
SCHIP1	0.42475
CLCA1	0.12
OLFML2A	0.6865
C1orf112	-1.499
KIF19	1.61945454545455
HAPLN4	-0.4873
CXCR7	-0.0576666666666667
GOT2	-1.1077
RAB38	-1.54625
DCX	-0.21575
PPM1H	0.788083333333333
NFYC	0.624833333333333
KIN	0.047125
ZNF228	1.15025
PLSCR4	3.12583333333333
HIG2	-0.7235
FAM79B	5.139
C21orf86	-0.6465
KCNK10	0.342
ZNF738	-1.036125
FSTL5	-0.418833333333333
OR6A2	2.108
OTOA	1.2565
EXOC1	0.276125
AHRR	-2.61175
PDAP1	-1.1775
C19orf6	0.006
ZAN	0.33875
LY6G6E	0.5655
EIF4E2	-0.8105
C20orf198	-0.048
ZNF324	0.657
CYP3A5	-3.66166666666667
ENTPD7	1.06116666666667
MBOAT5	0.118333333333333
GJB5	-0.3055
TTC13	-0.42525
S100Z	-1.5965
KIAA0664	-0.880333333333333
PDGFRB	2.154
IL17D	0.36875
OR56B4	-0.4255
RDX	-1.55033333333333
SLC34A3	0.956
IL28B	0.854
JUND	0.95775
CHRNB1	-0.7145
CAMK2B	2.173
FETUB	-2.0155
CXorf23	1.685625
MRTO4	-0.981375
TTC3	0.4434
NDUFB8	-0.240666666666667
EDG2	0.1605
SEMA3G	1.443
IL23A	-2.019
GRHL1	0.8935
LOC441054	-1.3415
WDR65	0.396
PSTK	-0.83225
STOML3	0.232166666666667
R3HDM2	-0.2606
C5	-1.57925
SLC2A10	1.16916666666667
C3orf22	0.4125
PAQR3	-0.909076923076923
ANKRD26	0.126
HCRTR1	-0.2085
LOC399947	0.13475
PSD2	-0.73975
TIGD2	-0.203666666666667
SCRN1	-0.5485
COQ10A	-1.2545
DDI2	-0.412
METTL7B	-1.06033333333333
UCN2	0.27175
FAM92A3	-1.31075
WDR16	0.01475
ZNF511	-0.0545
ZMYM5	-0.9235
POLR3G	-3.00475
ZNF586	-0.3515
C1orf49	-0.0551666666666667
TANK	0.457
RCAN1	-0.568166666666667
PELI3	1.48133333333333
LIMD2	-1.18458333333333
TMEM189	-0.4015
NTN4	1.09125
LOC151300	0.2605
CLEC2A	-1.024
GPR135	0.00100000000000001
DPYSL4	-1.897
JAK2	0.3185
TSHZ1	1.40683333333333
TM9SF4	-0.38825
ZNF264	1.2115
SIRPG	0.718857142857143
BICD1	-0.4545
HERC6	2.56533333333333
METTL5	-0.858
CASP1	0.36625
PRRT1	0.0983333333333333
PLA2G4C	3.03883333333333
ICA1L	-0.64
TPTE2	-0.1425
OTUD7A	0.859666666666667
AQP11	2.114
APOA2	-4.1858
KALRN	-0.5333
SECTM1	0.935916666666667
IFNAR1	-0.53125
TALDO1	-0.188125
RAB11FIP4	0.398166666666667
EIF5A	-2.1075
FAM49A	0.69575
NEGR1	1.074
YTHDC2	0.44825
EHD2	0.184125
NCF1	1.6124
SCRT2	0.605
HOXA5	0.994
NUP133	0.2545
FGF12	0.6343125
SLMO2	-0.445375
SNTA1	0.611875
CACNG2	0.118666666666667
GCM1	0.11225
ELF1	0.138333333333333
TLR5	3.29175
TCFL5	-1.514
RBMY2FP	-0.5375
LOC100125556	0.768
FAM129B	0.375375
MAP3K7IP1	-0.068125
NCK2	0.223
OXA1L	-0.28425
FMO9P	0.2425
ZSCAN12	0.2595
PSMD12	-0.497166666666667
HSCB	-0.6165
CLDN10	-2.25975
MGC13053	-0.636
HPCAL4	-0.881833333333333
ASZ1	-0.919
MEX3D	0.172666666666667
NFAT5	-0.4493
CSPG4LYP1	-0.760333333333334
FBXO3	0.9634
DVL1	-0.267666666666667
CMKLR1	1.56533333333333
TYMS	-2.741375
PEF1	1.30225
ZNF750	0.2165
MCM5	-1.0318
MEGF11	-0.518
KCNK7	0.053
PTP4A3	0.59
C1QTNF2	0.5095
OR6S1	-0.8835
FAM122B	-1.2965
ZNF551	-0.185125
HBQ1	-4.2305
GEMIN6	-0.69625
ARSK	0.589
RBP7	3.99283333333333
CPNE9	-0.00475
DSC1	1.267
LOC730112	-1.176
MAP2K4	-0.1245
HS3ST5	-2.242
EPB41L3	-0.1015
TEKT2	1.5345
CDKN2B	0.00708333333333333
ZNF480	-1.4515
MAP3K6	1.0493
MAP6	2.30433333333333
HN1	-1.0389
OR2L13	0.0556666666666667
SLC16A11	0.66075
FAM96A	-0.939
APOL1	-0.05475
C5orf32	-0.487
RTP1	-0.601333333333333
RNF175	-0.46875
ZBTB41	1.233375
AHCTF1	-0.1961
SAE2	-0.6228
ITGA2	0.413666666666667
MME	-1.07716666666667
CCDC14	-0.90625
MAST4	1.87235714285714
KRT33B	-1.083
KCTD2	0.424166666666667
WDR26	0.542416666666667
MFI2	-0.232125
NR4A3	-0.350125
ARSA	0.853
UNKL	-0.0055
SULT6B1	-0.102
CCNA2	-2.4955
SOX15	0.1805
PPAPDC1B	1.48225
C19orf44	0.8715
MCAT	0.65575
ARID1B	-0.00675000000000002
OR52N1	0.303
C12orf48	-1.733
MAGI1	0.590625
NIPA2	-0.1255
GBX2	-1.8085
RSHL3	-0.0605
RAVER1	0.427166666666667
C15orf17	0.27625
SLC30A2	0.59225
ZNF518	0.41625
PCYT1B	-1.2705
C10orf114	-1.837
EIF3H	-0.101
SLC25A39	-0.7815
KIF1B	-0.212
AMOTL2	0.53975
C6orf120	0.3395
PSRC1	-2.3575
PLA2G10	0.648125
KIF5C	0.721333333333333
MRPL37	-0.475
C17orf62	0.333
C9orf135	-1.00616666666667
DUSP10	-0.1984
CLCNKB	0.432
PSMA5	-1.3345
C8orf53	0.06625
AMPD3	-0.525333333333333
PIAS1	0.1755
ADCYAP1R1	-0.9705
GYLTL1B	0.282
CDH20	-0.169
FBXO7	-0.61525
TMEM134	0.849
FLJ14213	-0.481833333333333
ZNF3	0.09875
LRRFIP1	0.628291666666667
CNOT2	0.409833333333333
ABI3	2.1925
ALDH5A1	-0.852833333333333
HNT	1.2721
SERPINA4	-2.73925
TK2	0.213
STMN1	-1.29322222222222
GUCA2A	0.1315
GALNT10	1.08135714285714
DPP6	-0.529157894736842
C9orf93	0.40075
PRELID2	-0.6565
STK39	0.75275
SFTPA1	-1.212
CKS2	-1.69
RHO	0.181125
C20orf135	-0.6065
XKR3	-3.185
CR1	-0.228
RPS6KA2	0.927928571428572
C20orf112	0.2995
MRPL22	-0.20175
C4orf23	0.386333333333333
GADD45B	0.58125
KLHDC1	2.02716666666667
C2orf48	-2.511
ZNF287	1.29
DAAM2	0.28325
DPPA2	-3.52366666666667
TCTN3	0.6985
DNAJB11	0.388875
FPR1	2.16375
DEFB4	0.07
PTCD2	0.0394
SMOC2	5.41816666666667
CABP7	2.88066666666667
SERPINB11	0.26875
MAGEF1	0.96175
NDE1	-0.0721666666666667
ITGA10	0.103
FSHB	0.97
ANXA2	0.23525
HORMAD2	-0.0245
HLCS	-0.5925
MCF2L	1.22083333333333
FH	-0.563875
TBC1D24	0.85225
KIAA1505	1.23275
LGALS2	-2.3105
CNBD1	0.303
SYNPO2L	0.5185
PTPN23	-0.311642857142857
C1orf183	-0.0891666666666667
MAGEA8	-2.66475
DGCR8	-0.8165
GSR	-1.71975
PAQR7	0.322
ZNF676	0.0465
CACNA1C	0.9096
SP7	-0.3305
PDCD6	0.487
NRN1L	-0.319
BRI3BP	0.701
KIAA1183	1.04775
ASB4	0.5615
CCL23	1.0525
OBSL1	-0.37075
SLC12A7	1.21516666666667
KIAA0240	1.643875
CD1B	-2.9565
FCGR2A	1.044375
MDC1	-0.81825
HTR1A	0.6866
OCEL1	0.47075
ATP11B	-0.5255
FBXO34	0.283166666666667
PCDH12	3.297
RPE	-0.59575
C17orf74	0.5525
CSDC2	0.9965
PET112L	0.451
TMBIM1	0.665375
P2RXL1	-0.251
TCHP	-0.92125
TRMT1	-1.016
F2RL2	2.01325
LRRC32	3.1435
IMPG2	-0.581
BGLAP	-0.21225
LOC493869	0.111583333333333
MRAS	1.547375
SLC35F5	0.91675
CBWD1	0.0845
AXL	-1.252125
ATP2C2	1.6645
TELO2	-0.35425
PNPLA3	-0.68125
PCDHB14	2.3305
CD276	-0.133
KRT80	-1.7085
DUSP28	-0.0885
CSNK1E	-0.648666666666667
SRP14	1.3125
KCNQ4	0.5885
KRT72	0.402666666666667
CCDC117	0.19775
C6orf89	0.00188888888888889
TUBB2B	-1.41283333333333
RTN4IP1	-1.62325
CR1L	-4.33433333333333
CEND1	0.215375
C12orf41	-0.332666666666667
RNF31	0.71225
UBN1	0.252833333333333
C17orf32	0.401125
SLC5A7	-0.449
GPR92	0.549333333333333
ESAM	2.516
CTNNA1	0.38925
HRBL	0.128
CBX4	-0.56575
TMEM182	-0.24375
SH3TC2	-0.6425
IL10	0.2645
PXMP4	0.8065
RNF167	-0.4903
PAK7	1.12366666666667
ETV3	-0.274
ATPIF1	0.519833333333333
LOC554207	-1.68933333333333
OR8H1	0.31925
WDFY3	1.19425
DPM1	-1.051
GPSM1	-1.1085
WDR92	-0.1324
LRP1	0.4485
ANKH	-0.268125
THUMPD3	-0.973
POLR1B	-0.70025
OLFM4	5.14016666666667
RAD9B	0.17575
TSPY2	-3.748
PAX6	-1.83733333333333
SCG2	-1.861625
SLC17A6	-0.21125
FMO3	3.927125
PADI4	0.283125
TUBB4	-0.835
NLK	-1.13775
POU4F3	-0.45
SDF4	0.25875
ITGBL1	3.817
NETO1	-1.850125
TAP2	-0.1095
ABBA-1	0.0559166666666666
GNAI1	1.077
VPS4B	0.71
NOPE	-0.8014
GALNT6	3.04366666666667
SESN1	-0.87275
GBE1	-1.81877777777778
CLASP1	-0.306
RASGEF1B	1.22628571428571
ACOT11	-0.197714285714286
AFAP1	0.3115
OR2H2	0.08125
DPY19L2P1	-0.8365
DZIP1	-1.88475
SEC22C	-0.83025
GPR161	-0.417416666666667
RNF146	-0.529
WDR74	-0.826
GALP	-0.3215
PURA	1.2995
DNPEP	0.8725
RP11-78J21.1	-0.48225
ERBB2	2.25825
FANCM	-0.16875
NEO1	0.881166666666667
