Hybridization REF	TCGA-A7-A0CJ-01A-21R-A00Z-07
IRF5	0.1278
GNMT	-0.061
MGC16291	-1.76075
RPAIN	-0.332214285714286
CAGE1	0.573
CNTNAP3	-3.14475
ACTR1B	-0.202
EEF1E1	-1.14575
MSX1	-1.161625
ESF1	0.2343
HSPC171	0.289
MRPL2	-0.106166666666667
RDH12	-0.321333333333333
CELP	0.2395
METRNL	-0.057
C10orf116	3.864
C19orf48	-0.1685
ZNF346	-0.329625
NCR1	-1.345
C10orf64	0.00449999999999999
CD52	1.11825
VPS18	0.773
AP4S1	0.106666666666667
NPBWR1	1.0935
TPK1	-0.2635
UBA52	0.420833333333333
RIPK1	0.684
CPNE3	0.716
HSPC159	1.199625
C8orf38	2.208
LRRC4B	-0.784
PARP10	0.7031
ANKRD50	1.211875
CXCL9	4.58325
FGF18	-0.779636363636364
EIF2A	0.69125
SLC20A2	0.975333333333333
KIAA1549	-2.43333333333333
SPINT1	1.5152
ZNF584	-0.183
CRBN	0.8015
ABCF3	0.514
NCBP1	-0.877833333333333
PLA2G4F	0.551
PCDH10	-0.649625
TTC21A	0.4305
C20orf144	0.5575
FGFR1OP2	-1.018
SLC9A1	0.3581
CHRND	0.46
FOXF1	-2.3955
KIAA1467	0.88375
TPO	-1.6325
LTF	2.42828571428571
DNAJB9	0.191
MRPS27	-0.45825
bA16L21.2.1	-0.83125
WBP2	0.347833333333333
MRGPRX3	-1.40183333333333
PRPF18	-0.4045
C10orf58	1.0695
SMOC1	-2.8401
ADAT3	1.265
TMEM138	0.31375
TMEM131	0.20925
TIMM8B	0.2915
MYH7	-0.621333333333333
ST6GAL2	-0.659125
KIF1C	-0.0245
SUHW2	-0.6695
PAPSS1	0.7505
CABP2	0.327
HOXA4	-1.70525
ELF2	0.43675
SEMA3D	-0.7244
MC5R	0.3275
OGFR	0.2515
FLJ30092	0.602166666666667
TGFA	-1.801
MMP17	0.048
KIF15	-2.6915
CHIA	0.14225
CATSPER3	0.44875
CEACAM7	-0.24475
PADI2	0.55625
HOXA9	-1.14283333333333
LNX2	0.443166666666667
TMEM144	1.71525
HIF1AN	0.289
METTL7A	-1.4842
C6orf165	1.80133333333333
KIAA1468	1.17675
DSG3	1.5165
ZNF180	0.121333333333333
EIF4E3	0.69875
SLC46A1	1.68675
DKK1	-4.69433333333333
ZNF205	0.706666666666667
LOC162073	0.997888888888889
COX7A1	4.3875
MAGEA1	-5.05666666666667
NEDD8	0.223666666666667
KLHDC5	-0.234444444444444
C3orf19	-0.1155
MRPS2	-0.559
POLR3H	0.6315
ABHD11	-0.1124
TMEM17	1.84775
PAIP2B	0.1997
MAT1A	1.109
LGI3	0.23825
THUMPD2	0.2305
TKTL2	-0.03325
XAGE3	-1.392
CALM3	0.344
C6orf136	0.0793333333333333
KCNC4	0.0526666666666666
RGS9	0.744833333333333
ACIN1	-0.114
SPATS1	-0.155
XKR8	0.4985
FAM84A	2.86441666666667
MS4A7	3.22409090909091
AGXT2L2	0.31175
OR1F1	0.224
SMAP1L	-0.445583333333333
IPO11	0.47175
ZC3H11A	-0.1709375
C1orf151	1.2505
RNASEH2A	-0.216
CCR10	-1.07
TXNDC11	-0.208083333333333
TMEM112	0.225
MAP1B	-2.41064285714286
NVL	0.83175
PKM2	-0.96885
ARC	0.322
NUP54	-0.7935
PPFIBP2	1.38916666666667
STAT2	0.560625
PTAFR	1.55466666666667
ROBO2	0.64075
RNF40	0.0546666666666667
CCDC135	-0.000833333333333343
IFT81	0.5079
MORF4	-0.794
TM7SF3	-0.756875
OR10H3	0.421
ABP1	0.16275
CHRD	-0.203375
PLEKHA8	-0.286166666666667
NCALD	0.1265
OR5AK2	0.7805
ACCN1	0.00233333333333334
SLITRK1	-0.00524999999999997
ARMET	-0.35025
C9orf52	0.07725
REEP4	-0.3775
MTSS1	1.80275
ADH1B	0.2245
DLD	-0.94625
CDK5	0.29225
PPFIA1	-0.04625
WFDC3	0.718
DNAJB12	0.246642857142857
RANGRF	-0.6585
MLANA	-3.712
AMY2B	-0.05525
KIAA0319	-1.13057142857143
RPS7	-1.002
JAK3	-0.2423
ARFGEF1	1.44425
CXCL5	0.408166666666667
TRAPPC4	-0.6325
CETN2	1.0225
HSPC111	-0.2405
RHOBTB3	-3.4706
PHLPP	-0.437
RGS10	0.214
TMEM58	-0.0035
CHERP	-0.12175
HSP90AB3P	-0.426
FSTL3	-0.548833333333333
PEX11A	1.66875
OR5V1	0.6775
FCN3	1.7165
PTPN3	0.296
NPTX1	-3.462625
C21orf84	-1.02675
C11orf51	0.167625
ZBED2	0.423
FLJ90757	1.1235
NPY2R	1.10775
PLD3	0.274
SYT17	1.87666666666667
SGSM2	-0.48375
OR1A2	0.208
FOXP1	1.33175
SLC5A1	-0.05525
POFUT1	0.4337
EPHB6	-2.754
MYO1G	-1.474375
STAC	-1.9997
KLHL17	-0.0245
RGMA	0.4119
TJP2	-0.5306
FAM114A1	-0.944333333333333
SERINC1	0.739416666666667
SLC9A8	0.038625
PEX19	0.67525
EDN2	4.861
PSMD7	-0.942666666666667
C3orf41	-3.2445
UQCR	1.103375
PPP1R3C	1.039
LRP4	-2.7415
TM2D1	0.39825
TTC17	0.1083125
C4BPB	-3.987875
CCL25	0.4615
ZNF253	0.344166666666667
CHRNA9	-1.9715
SOX11	-1.54175
HIVEP3	1.93
CGN	2.51791666666667
C3orf35	0.05575
PKD2L1	4.13525
SYVN1	-0.078
PDE8B	0.523
LOC439951	0.5955
LTC4S	0.9015
MIF4GD	0.515333333333333
SMARCA2	0.76875
TUBGCP6	-0.360166666666667
CABLES1	1.78475
C16orf77	0.476833333333333
ZNF791	0.2415
FUT5	-1.089
ADH6	-2.9356
P4HB	0.49
CLDND2	-1.7575
ALKBH8	-0.1575
PLAC4	-2.00325
F11R	1.02978571428571
MGC35295	0.7065
PDZD4	-0.078
LOC389073	-0.82
FAM80B	-2.26483333333333
PSMB1	-0.16025
TXN	-0.734
VIPR1	0.2194
WBSCR18	0.4468
EXOSC6	-0.8175
ACTA2	3.073
SP5	0.58075
ANKRD1	-2.01975
DDR1	1.7262
ATP6V1D	-0.10475
PTGS1	-1.76658333333333
RNF157	-0.9205
DCC	-0.847
SPAG7	0.25825
FBXO18	-0.45225
UBE3C	0.6977
HOXC6	0.0365
LRP2BP	0.581333333333333
MYST2	0.1665
PDSS2	-0.35125
ATE1	-1.2835
ARAF	-0.73225
KLF10	-0.15
PLA2G2E	-0.08175
ASCL1	-0.6925
TSNAXIP1	0.5825
FAM131B	-0.34725
IFNA10	0.034
NUP43	-0.668625
FAM44B	0.078
L1TD1	-4.7205
NMD3	-0.42175
C18orf54	0.6288
PHOSPHO1	0.638
RAG2	-1.1675
EMILIN3	-0.005
METTL3	-0.48925
VPS13C	-0.477875
REXO2	-1.06825
ANXA4	0.14175
CA1	-0.7655
DCP1B	-1.12325
TULP3	-0.359666666666667
ATP2A2	-0.163428571428571
ATIC	0.1685
ADAM15	-0.34675
NPL	0.397166666666667
LGR4	-2.44275
UEVLD	0.345666666666667
GAB1	1.47525
SNAI2	-1.6665
ZGPAT	0.1727
SNF1LK	-0.436875
DLEU1	-0.63175
UBE2Q1	0.1135
ZMYM6	-0.3079375
JPH3	-2.21233333333333
FAM38A	-0.40425
PXK	0.951333333333333
DENND2D	2.32775
BAX	-1.12258333333333
CP	-2.06581818181818
RPL37	-0.7015
G6PC3	-0.01375
NCOA4	-2.19883333333333
LRRC14	0.66975
GORASP1	-0.059
FCHO2	0.915375
CYP24A1	-3.0371
FXYD3	1.3885
SMARCAL1	0.71225
ABCB8	-0.185833333333333
CCDC44	0.67925
PRDM7	-3.00125
USH1C	-1.02225
DNAH5	0.907
SRF	0.223
MAL2	2.8075
PGPEP1	0.318416666666667
SIN3B	0.0605
SEMA3C	0.4385
GRAMD3	1.28275
FBXO10	-0.243875
OR5D13	0.493
FLJ31818	-0.2385
CACNA1I	0.16175
S100A13	0.5555
TP63	1.38214285714286
ANXA11	0.0145
WDR66	-1.39775
CSF2RB	0.386
IFI44	1.56475
DACT1	1.074
ANKRD23	-1.495625
ATP5G1	0.221166666666667
C21orf70	0.810333333333333
PPWD1	-0.80625
DNAJC13	0.3005
PAH	-4.7505
PTCH2	0.5135
TRMU	-0.90575
CCDC9	0.3855
USP3	-0.1062
DCLRE1C	-0.1113
FAM55C	3.342
FRMD4B	0.60925
CYP2R1	0.3235
RFPL1	-0.5522
XPO5	0.37275
ARL6IP2	-0.883
OSBPL5	1.5465
MMP9	3.66609090909091
KIAA0802	-0.133
DHRS2	-3.65516666666667
SGEF	0.54225
TXNDC10	0.0327
EXOC6	0.2355
RPS27	0.715
PNCK	-0.7455
FSTL1	-1.7
AACS	0.3975
SLMAP	-0.0185
SAMD4A	-1.2383
ABRA	-0.0582499999999999
SMARCD3	-0.65125
PKNOX2	-2.48
A4GNT	0.2335
C9orf39	0.404
RALYL	-0.07225
MGC33556	-2.317
C10orf25	-0.477
BBOX1	3.6145
NHEDC1	0.818
XDH	0.252
GCSH	-0.7475
EDN1	1.86733333333333
MTERF	-0.76075
CLK4	0.373625
ZNF799	1.46483333333333
KCNG1	-1.749625
CXCR4	0.558166666666667
PTPRR	-2.7465
IRAK1	0.420875
LOC401397	-0.4095
TMSB10	0.685642857142857
CXCL3	-3.1668
TMC4	1.83125
OR7A10	0.3175
STYK1	-1.94975
CHRNA10	0.10625
CCNI	0.5675
EP300	1.10971428571429
LOC165186	-0.708833333333333
HIC2	-2.20725
SDR-O	-0.4845
OR2W1	0.5485
KCNA6	-0.1815
TRIM74	-1.263
REEP6	-0.47325
ATP5G2	-0.1425
ERG	0.2755
TMEM42	-0.739
PARN	-0.172833333333333
SOD2	-0.34225
DIRAS1	-0.666833333333333
PNPT1	0.07675
JOSD3	-1.1225
hCG_40738	0.134
PDE1C	-1.497
SEMA4D	0.101125
AGPAT1	0.0328333333333333
NOSTRIN	-0.503375
MAP3K3	-0.0323333333333333
MAX	0.7985
CAPS	3.88083333333333
SERPINA12	0.243
OSBPL8	0.94925
RICS	1.721
NR4A2	2.05916666666667
PPCS	0.793333333333333
LONP1	-0.2605
SCYL3	1.005
HERC2P2	-1.672
FIBCD1	-0.4195
C15orf41	-0.5355
DMC1	-1.60333333333333
C20orf27	0.58
RPS6KA5	0.5054
FAHD1	0.170166666666667
SLC12A4	-0.958
BRCA1	-1.34016666666667
GBL	-0.39575
SLK	1.082
NUDT9P1	-1.544
NOXO1	2.9925
USP52	-0.49025
BAZ1B	0.00387499999999994
SLCO2B1	1.62925
BBS12	1.0155
LRGUK	0.572
TERF2IP	0.23275
COL1A1	3.22
KIAA0090	0.6135
GRK5	-0.120333333333333
AP1S2	-1.7423
TMEM52	1.11433333333333
CA11	-0.9575
OR4A15	0.574166666666667
ACBD3	0.6264
SPAG11B	0.70075
PRDM2	0.5982
FOXP3	-0.14375
SMYD3	0.7969
LOC389199	0.36
LGI2	-0.867166666666667
NAPE-PLD	-0.2038
ANKRD6	-0.7285
WDR45	-0.4605
SHROOM1	0.8745
PSCD3	-1.2845
PYY	0.646
KCNC1	-0.47
ARHGEF9	-1.9691
OR8J1	0.30825
GPR55	0.416333333333333
NS3BP	-0.4
C10orf22	-0.310333333333333
NAT8L	-3.13875
DUSP4	-0.3995
FOXM1	-1.015
GRAMD2	0.3276
ZBTB48	0.155166666666667
BUD31	-0.8525
PABPC5	0.629
CCDC41	-0.1885
FBXO11	0.387833333333333
C6orf148	-1.294
RFXAP	-1.377
C6orf15	0.5665
CDK8	-1.27916666666667
C6orf70	-0.316625
TESSP2	0.575
ALG2	-0.25875
PPP1R3D	1.5015
TPM3	0.519555555555556
SYT13	6.3325
EPB42	-0.585666666666667
CETN3	0.111
PRY	0.304
NTHL1	0.589
POLR2B	-0.2405
RPS28	1.29633333333333
P2RX3	0.43075
LYZL4	0.06525
WBP4	-0.00690000000000001
PMM1	-0.7875
C11orf79	0.35725
CBLL1	-0.25925
IL1F10	0.983333333333334
VAX2	1.945
SETDB1	0.270333333333333
LRAP	-2.2495
GCLM	-0.6885
CPEB3	1.12025
PPM1A	0.5419375
INTS1	-0.8725
CAMTA1	-0.8175
SAMSN1	-2.8605
LOC158830	-2.12733333333333
GMPPA	-0.495875
AIPL1	0.24575
IL24	1.149
BDKRB1	0.00783333333333333
MLF1	2.432
TAF12	-0.0735
ID1	-3.140875
THADA	-0.00624999999999999
PIK3CB	0.28375
OR4N5	-0.419
TBC1D17	0.0863333333333333
COX8A	0.16825
CDCA4	-0.89825
C2orf44	-0.03975
ZNF534	-0.9915
IMMP1L	1.48925
NIPSNAP3B	-1.121875
FTMT	0.530625
PWP2	0.0945
MMP15	-0.5321
DNAH11	-0.81225
MTMR14	0.651
DNAL4	0.7485
IPP	0.000999999999999995
TMEM59	0.335375
C1orf157	0.861
RGS4	-0.111666666666667
DDX18	0.268666666666667
SNX6	0.21175
ZNHIT2	1.10466666666667
NCDN	0.578833333333333
FLJ33534	0.099
RAG1	-1.61875
OR4D10	0.4555
PTPN5	-0.958833333333333
POMT1	0.706375
LRRC8A	-0.0683
CYP1A1	-1.241
CAPN1	-0.5945
DDHD2	0.5305
GRIK2	-0.18175
GNRHR	0.064
PPBP	0.12275
HTR3A	-0.475625
SLITRK4	2.73875
ANKRD49	-0.7535
BTF3	0.244
SARS	0.08975
C13orf18	-1.0985
CACNB1	-0.142
QKI	-0.783772727272727
SETMAR	1.381875
MAN2B1	0.0353333333333333
EML3	-0.45375
ACADL	-0.391666666666667
OFD1	-0.94525
DEFB114	-0.325
CGA	-2.7349
PEX16	0.0896666666666667
LRRC10	0.443
GNG12	-1.869
C1orf152	0.213333333333333
CHRM1	0.489
CD53	-0.299875
DBH	-0.54325
TFAP2B	4.709125
HIST1H2BJ	-0.998166666666667
FAM46D	1.0455
TMEM11	-0.46025
C3orf32	-3.34525
PCCB	0.6045
IPO13	0.081875
C6orf105	-3.91775
COMMD5	0.92325
SUV420H1	0.5563
LTBR	0.52775
ARHGAP15	-1.9945
HDHD2	1.335
TDRKH	0.520833333333333
LOC401052	0.5985
PSG4	-0.8305
GNB4	0.4609
SPATA4	0.7945
SLC9A3	-1.006
OSBP	0.393833333333333
NBPF3	-0.321166666666667
DOCK11	-1.707
SLC39A5	-1.4425
PRR5	0.4909
C10orf63	0.60175
SMTNL2	-1.59825
ADRA1A	-0.0893333333333333
ASAH1	1.8758
DOM3Z	0.6965
GIPR	0.3885
AHI1	-0.00358333333333332
NADSYN1	-0.319833333333333
RGS14	-0.5843
IL18BP	0.8563
RTN4RL1	2.37683333333333
ARMC6	-0.06
PSMD5	-0.3275
HK3	1.6791
OR4S1	0.759
RSU1	0.3035
MAD2L1	-1.33755555555556
EIF4A3	0.125
DLEC1	-0.738333333333333
E4F1	0.072
CHMP2B	0.8326
CAMSAP1	0.172
RPS21	0.307833333333333
ARID5A	-0.10425
UBE2N	-0.2948
IGSF8	0.814333333333333
MAGEB6	-1.738
ACAD11	-0.1836
MGC4172	-1.00575
LMO4	-0.371
KLKB1	-0.13625
HP	-0.7195
HDAC3	-0.3085
SCHIP1	-0.65275
CLCA1	0.999
OLFML2A	0.550375
C1orf112	-0.50825
KIF19	0.967166666666667
HAPLN4	-0.1154
CXCR7	0.557333333333333
GOT2	-0.1366
RAB38	-0.084625
DCX	0.04825
PPM1H	1.18491666666667
NFYC	0.280833333333333
KIN	0.170625
ZNF228	0.569
PLSCR4	0.921666666666667
HIG2	0.80625
FAM79B	3.986
C21orf86	-0.1565
KCNK10	0.03775
ZNF738	-2.659625
FSTL5	-0.833666666666667
OR6A2	0.1245
OTOA	0.789666666666667
EXOC1	-0.39575
AHRR	-2.5405
PDAP1	-1.4175
C19orf6	0.288
ZAN	0.48175
LY6G6E	0.4445
EIF4E2	0.2725
C20orf198	0.53075
ZNF324	0.12575
CYP3A5	-3.65383333333333
ENTPD7	1.6665
MBOAT5	-0.6795
GJB5	-0.5445
TTC13	0.47875
S100Z	-1.08433333333333
KIAA0664	-0.492666666666667
PDGFRB	1.44925
IL17D	-2.4545
OR56B4	-0.427
RDX	-2.29216666666667
SLC34A3	0.455
IL28B	1.34
JUND	1.41925
CHRNB1	-0.52375
CAMK2B	3.08075
FETUB	-1.09375
CXorf23	-0.023
MRTO4	-0.39425
TTC3	0.5812
NDUFB8	-0.142333333333333
EDG2	-1.531
SEMA3G	-1.20525
IL23A	-2.01925
GRHL1	0.956
LOC441054	0.556
WDR65	0.5855
PSTK	1.67325
STOML3	0.362166666666667
R3HDM2	-0.5425
C5	-3.03675
SLC2A10	-0.299666666666667
C3orf22	0.463
PAQR3	-0.423230769230769
ANKRD26	1.02491666666667
HCRTR1	0.068
LOC399947	-0.4585
PSD2	0.39475
TIGD2	0.121333333333333
SCRN1	-3.49925
COQ10A	-1.5165
DDI2	0.3095
METTL7B	-0.688333333333333
UCN2	0.392
FAM92A3	-1.488
WDR16	1.3645
ZNF511	-0.595833333333333
ZMYM5	0.0305
POLR3G	-0.17525
ZNF586	0.602
C1orf49	0.456
TANK	-0.311333333333333
RCAN1	-0.648666666666667
PELI3	1.25433333333333
LIMD2	0.195333333333333
TMEM189	0.9615
NTN4	-1.205375
LOC151300	0.59
CLEC2A	-1.411
GPR135	0.204375
DPYSL4	-2.0497
JAK2	0.246833333333333
TSHZ1	1.82833333333333
TM9SF4	0.223375
ZNF264	0.515166666666667
SIRPG	0.858875
BICD1	-0.72525
HERC6	2.893
METTL5	-0.3405
CASP1	0.86875
PRRT1	-0.126166666666667
PLA2G4C	1.754
ICA1L	-0.554428571428571
TPTE2	0.00500000000000002
OTUD7A	0.761833333333333
AQP11	-0.603
APOA2	-3.8175
KALRN	-0.8288
SECTM1	1.45558333333333
IFNAR1	-0.0965
TALDO1	0.65525
RAB11FIP4	0.832083333333333
EIF5A	-2.0045
FAM49A	1.142
NEGR1	-0.587166666666667
YTHDC2	0.420125
EHD2	-1.172625
NCF1	1.7282
SCRT2	0.746
HOXA5	-1.4585
NUP133	0.11025
FGF12	-1.4024375
SLMO2	0.413125
SNTA1	0.473125
CACNG2	0.049375
GCM1	0.64625
ELF1	-0.648666666666667
TLR5	2.96225
TCFL5	-0.519666666666667
RBMY2FP	-1.361
LOC100125556	0.499875
FAM129B	0.041625
MAP3K7IP1	0.1705
NCK2	0.2945
OXA1L	-0.49325
FMO9P	-0.1605
ZSCAN12	0.422
PSMD12	-0.0471666666666666
HSCB	-0.201
CLDN10	-1.862
MGC13053	-0.658
HPCAL4	-0.569833333333333
ASZ1	-0.022
MEX3D	0.42475
NFAT5	-0.8889
CSPG4LYP1	-0.164166666666667
FBXO3	0.277
DVL1	-0.0113333333333333
CMKLR1	1.7625
TYMS	-1.5435
PEF1	0.58975
ZNF750	1.2805
MCM5	-0.5428
MEGF11	-1.0555
KCNK7	0.032
PTP4A3	0.0905
C1QTNF2	-1.96433333333333
OR6S1	0.598
FAM122B	-1.11725
ZNF551	-0.181625
HBQ1	-1.896
GEMIN6	-0.002
ARSK	-0.05625
RBP7	0.650833333333333
CPNE9	0.35875
DSC1	0.681
LOC730112	-0.12
MAP2K4	-0.25375
HS3ST5	4.215
EPB41L3	-2.113
TEKT2	1.7835
CDKN2B	-0.4015
ZNF480	-0.35525
MAP3K6	0.5446
MAP6	2.88083333333333
HN1	1.5155
OR2L13	0.7035
SLC16A11	0.2485
FAM96A	-0.94175
APOL1	0.41525
C5orf32	-1.92125
RTP1	0.069
RNF175	-1.0115
ZBTB41	1.142625
AHCTF1	-0.1945
SAE2	-0.3163
ITGA2	1.8095
MME	-0.978333333333333
CCDC14	-0.2715
MAST4	1.56328571428571
KRT33B	-0.2435
KCTD2	0.65
WDR26	0.446
MFI2	-0.946625
NR4A3	-0.549375
ARSA	0.3195
UNKL	-0.8065
SULT6B1	0.418
CCNA2	-1.166
SOX15	0.177
PPAPDC1B	0.772166666666667
C19orf44	0.875
MCAT	0.6275
ARID1B	0.4065
OR52N1	0.111
C12orf48	-1.082
MAGI1	-0.394125
NIPA2	-0.6335
GBX2	-1.3765
RSHL3	0.227875
RAVER1	0.287333333333333
C15orf17	-0.32875
SLC30A2	0.169
ZNF518	-0.9715
PCYT1B	-1.893
C10orf114	-2.0135
EIF3H	0.775083333333333
SLC25A39	-0.789333333333333
KIF1B	0.547
AMOTL2	0.2295
C6orf120	0.059625
PSRC1	-0.861
PLA2G10	2.737125
KIF5C	0.87575
MRPL37	-0.2615
C17orf62	0.519666666666667
C9orf135	-0.995666666666667
DUSP10	0.2592
CLCNKB	0.332
PSMA5	-0.34125
C8orf53	0.98225
AMPD3	-0.585166666666667
PIAS1	-0.94225
ADCYAP1R1	0.527
GYLTL1B	0.70975
CDH20	0.432833333333333
FBXO7	-0.1455
TMEM134	0.875166666666667
FLJ14213	-0.6965
ZNF3	0.1955
LRRFIP1	0.462791666666667
CNOT2	0.26775
ABI3	1.417
ALDH5A1	-1.27958333333333
HNT	2.1675
SERPINA4	-1.318
TK2	-0.14125
STMN1	-0.544333333333333
GUCA2A	0.389666666666667
GALNT10	1.32514285714286
DPP6	-0.5048
C9orf93	0.46
PRELID2	-0.02875
STK39	1.333875
SFTPA1	-1.29925
CKS2	-0.855444444444444
RHO	0.17875
C20orf135	0.125
XKR3	-1.766
CR1	0.082125
RPS6KA2	-0.882428571428572
C20orf112	1.0275
MRPL22	-0.11125
C4orf23	-0.111333333333333
GADD45B	0.38825
KLHDC1	1.39466666666667
C2orf48	-1.656
ZNF287	1.0695
DAAM2	-0.518
DPPA2	-2.22483333333333
TCTN3	0.686333333333333
DNAJB11	0.395
FPR1	2.9035
DEFB4	0.207
PTCD2	-0.0854
SMOC2	3.34816666666667
CABP7	1.32475
SERPINB11	0.2915
MAGEF1	0.89875
NDE1	-0.4815
ITGA10	0.0345
FSHB	0.3695
ANXA2	0.24725
HORMAD2	0.196
HLCS	0.3715
MCF2L	1.15766666666667
FH	-0.683875
TBC1D24	0.9565
KIAA1505	2.0155
LGALS2	-0.243
CNBD1	0.3915
SYNPO2L	-0.439
PTPN23	-0.413214285714286
C1orf183	-0.314333333333333
MAGEA8	-2.31225
DGCR8	-0.768125
GSR	-0.3335
PAQR7	0.16125
ZNF676	-0.27525
CACNA1C	-0.8165
SP7	0.0315
PDCD6	-0.106
NRN1L	-0.007
BRI3BP	-0.0238333333333334
KIAA1183	0.50275
ASB4	0.2055
CCL23	0.3288
OBSL1	-1.14125
SLC12A7	1.19833333333333
KIAA0240	1.239625
CD1B	-2.6065
FCGR2A	0.930125
MDC1	-0.6665
HTR1A	0.319666666666667
OCEL1	0.27275
ATP11B	-0.3879375
FBXO34	-0.111166666666667
PCDH12	2.9735
RPE	-0.376
C17orf74	0.228
CSDC2	0.476666666666667
PET112L	0.1455
TMBIM1	0.3745
P2RXL1	0.46325
TCHP	-0.3385
TRMT1	-0.358333333333333
F2RL2	-0.248583333333333
LRRC32	2.24116666666667
IMPG2	0.226
BGLAP	0.339
LOC493869	-0.348
MRAS	0.9125
SLC35F5	0.5945
CBWD1	0.46
AXL	-2.725375
ATP2C2	2.15775
TELO2	-0.31675
PNPLA3	0.59225
PCDHB14	-1.64925
CD276	-0.25425
KRT80	-1.270625
DUSP28	0.303
CSNK1E	0.0916666666666667
SRP14	-0.1525
KCNQ4	0.2395
KRT72	0.259166666666667
CCDC117	0.659875
C6orf89	-0.399111111111111
TUBB2B	0.941166666666667
RTN4IP1	-0.976
CR1L	-2.748
CEND1	0.265
C12orf41	-0.426333333333333
RNF31	0.91275
UBN1	0.196333333333333
C17orf32	1.61025
SLC5A7	0.21175
GPR92	-0.359833333333333
ESAM	1.6236
CTNNA1	0.558916666666667
HRBL	0.3925
CBX4	0.618
TMEM182	0.04475
SH3TC2	-1.52866666666667
IL10	0.755
PXMP4	-2.498
RNF167	0.4591
PAK7	0.771
ETV3	-0.0425
ATPIF1	-0.471166666666667
LOC554207	-1.5285
OR8H1	0.30775
WDFY3	0.97775
DPM1	-0.07575
GPSM1	0.1755
WDR92	0.3918
LRP1	-0.0375
ANKH	0.13875
THUMPD3	-1.367
POLR1B	0.27625
OLFM4	2.40383333333333
RAD9B	0.96125
TSPY2	-2.8595
PAX6	-1.65333333333333
SCG2	-1.2085
SLC17A6	0.439
FMO3	0.75775
PADI4	-0.058875
TUBB4	-1.005
NLK	1.182
POU4F3	0.2455
SDF4	-0.4325
ITGBL1	0.998666666666667
NETO1	-1.129375
TAP2	-0.01275
ABBA-1	0.0601666666666667
GNAI1	1.1315
VPS4B	0.913
NOPE	-1.1389
GALNT6	2.78883333333333
SESN1	0.9415
GBE1	-1.07866666666667
CLASP1	0.47175
RASGEF1B	0.32375
ACOT11	-0.383571428571429
AFAP1	0.21075
OR2H2	0.49125
DPY19L2P1	-2.16325
DZIP1	-2.94875
SEC22C	-0.579083333333333
GPR161	-1.06908333333333
RNF146	0.06525
WDR74	0.121625
GALP	-0.2605
PURA	-1.36275
DNPEP	1.19833333333333
RP11-78J21.1	-1.1105
ERBB2	1.045625
FANCM	0.196583333333333
NEO1	-2.84
DDX3Y	-4.5312
RPS3A	-0.338625
MXRA7	-0.964071428571429
LGALS3	-1.81
GLT8D1	-0.5655
CFL2	-3.37316666666667
UPB1	0.21675
NAP1L5	-0.34975
CLDN14	-0.1115
DHX38	-1.105
BTBD1	0.8585
TARS2	0.140833333333333
ABCF1	-0.032
FCF1	-0.117333333333333
LRRC49	0.202
GUCY1B2	-0.8745
C1orf177	0.376833333333333
SMARCA4	0.0849285714285714
LRP8	-2.27783333333333
TAGLN3	-0.96
MRPL14	0.49075
TTRAP	-0.226
ZDHHC20	-0.093
NFE2L3	-2.07425
KIAA1377	1.16975
PALMD	1.7925
TMEM43	-0.71525
TTL	-0.54975
STAT5B	-2.2085
SSB	-0.447875
OR10H5	0.214
SLC22A13	-0.388
AKAP3	-0.82175
TIMM23	-1.1175
OAS2	2.23658333333333
KIAA0423	0.79725
TRIM11	0.556333333333333
GLIS3	0.496125
TMEM50B	0.481333333333333
ARHGEF4	-1.815
DEGS1	-0.118818181818182
TBL1XR1	2.12463333333333
G6PD	-1.14325
SP140	0.8088
MUC17	0.1895
NUDC	-0.3006
DNAJC5B	0.9645
SCARA3	-2.07516666666667
CPA3	3.11266666666667
BCAT2	0.097875
MFN1	0.4691
NRG3	0.2145
SNX11	0.522
PLEKHH1	0.1795
GPR177	-2.57766666666667
HCFC2	-0.2955
TCAP	0.16775
MOCOS	0.10825
C14orf93	0.6935
PRDM10	0.0446666666666667
SLC16A4	-0.87725
SRGAP1	-0.0101666666666667
VIP	0.43
DUSP27	-0.309833333333333
LILRA1	0.6895
MC2R	0.443
MGC24103	-2.604
MBTD1	-1.1755
FUT11	0.432333333333333
USP33	-0.2044
C15orf39	-0.73875
MAP3K12	0.128625
PAAF1	-0.00533333333333332
BARHL1	-0.172
FLJ16165	-0.0095
PIWIL2	-2.656
SYNE1	-0.6055
CMTM4	-0.178875
TSPYL1	0.6314
GUF1	0.598
TMEM157	1.137
WDR44	-0.595
HIST1H3C	0.32525
DKFZp666G057	1.2395
RNPEP	-0.2385
GAS2L2	0.079
ADH4	-3.715
GRPR	4.37066666666667
FBXL17	0.59275
ZBTB10	-0.9085
Gcom1	-0.3735
HTRA1	0.0327
ZNF585A	-0.209166666666667
SLC26A2	-0.119428571428571
OTOP3	0.4295
WISP1	1.154
ATP2B4	-1.57433333333333
FLJ10769	-0.75525
CRAMP1L	-0.47275
CHST12	-0.62325
RAB22A	0.457
TARDBP	-0.105
STAU1	0.51125
CRB3	2.53716666666667
MIG7	-0.629
CHMP1A	-0.146333333333333
ZNF160	0.122625
B3GALT6	0.23425
BARX1	-1.59083333333333
C6orf167	-1.0083125
NXNL1	0.3565
DHX29	0.846
HADHB	0.823
PLXNB2	0.324
ILDR1	-0.80825
