Hybridization REF	TCGA-A8-A06O-01A-11R-A00Z-07
SLC7A7	3.66975
IL10RA	1.4588
TMEM64	-1.5585
CDC42EP4	1.804
C16orf58	0.0642
ARG2	-3.26125
POU5F1P4	-4.18125
FAM62B	-0.5625
DNAH8	-2.216
ASH2L	-0.50875
TSLP	-3.13916666666667
CNTNAP5	-0.655833333333333
TMEM16C	-0.01375
IFNA14	0.511
SLC1A3	1.07625
CABYR	-0.287
BCL7B	-0.0381
NUDT13	-0.427333333333333
C13orf28	0.68175
C1orf53	-1.26875
ARL6IP4	0.7038
RPL35A	-0.649
EMR3	0.22775
RAB40C	0.826416666666666
SLC41A1	-0.735833333333333
LRCH1	-0.2605
LY6G5B	-0.68
FAM124A	-0.640714285714286
MGC10981	-3.80233333333333
CLIP3	-0.102
MAP4K2	-1.24083333333333
CHIC1	0.33175
SULF1	4.00316666666667
C20orf30	0.589642857142857
PRDM5	-1.67575
ELOVL1	0.57775
C11orf48	-0.56775
SLC39A10	-0.83675
KCNV1	-0.3225
ACP1	-1.006
ZMYM2	-0.66025
B3GNT6	0.331166666666667
C9orf69	-0.3845
C2orf15	-0.623
C20orf166	0.8325
HSP90AA6P	-0.5265
EDG7	-0.9365
NEURL	0.5255
LPL	2.69933333333333
CLEC2D	0.145571428571429
GRRP1	0.950833333333333
CD8B	-3.0113
HIST1H3D	0.0681666666666667
SLC6A12	0.817
FAM27L	0.1575
CD84	2.3348
RASA1	-0.401
PHKG1	0.2625
MAGEA11	-1.869
IMPA1	0.4665
NPM3	-2.17025
RARRES1	3.09025
SH3BP1	0.113125
B3GNTL1	0.2455
ARPC5L	-0.865166666666667
KLHL26	0.2075
SIM2	2.20725
GJC1	0.61
C20orf194	-0.049
EXO1	-0.78925
SLC2A2	-2.44866666666667
LOC285074	-0.99425
LRG1	1.79875
KIRREL	0.083
PIK3R1	1.79721428571429
C4orf34	0.7295
MAF	-0.522388888888889
ADCY4	3.52283333333333
ZMIZ2	0.5127
SLC46A3	1.5675
STAMBP	-0.795166666666667
CCDC16	0.26525
MS4A12	0.2575
TCF20	0.052
LRRC46	0.9675
C20orf152	0.83125
MRPS6	0.1715
ABCB11	0.2595
KCNC2	0.0144
CDH19	-2.71275
C9orf123	-0.212166666666667
SSH3	0.941125
LDLRAD1	-3.36475
CCBE1	-0.878
ZNF135	-0.845375
TAAR1	-0.00749999999999999
WFDC12	-0.571
CCDC42	-0.033
FLJ12529	-1.02975
PER1	-1.2055
TIMM50	0.419
SMARCAD1	-0.558666666666667
FAM26C	0.7425
TP53TG3	-2.87083333333333
SH3RF1	1.6044
LMCD1	1.92425
GPR63	-0.49
FLJ21986	-2.020125
AIFM3	-0.28825
MICAL1	-0.466666666666667
BLZF1	0.542666666666667
IQCA	-0.4615
PCDHGC3	-1.357
SAC	0.3525
BCL6B	2.2365
DDO	0.733
MARCO	2.83675
DCHS1	0.0675
C1orf170	-0.0901666666666667
CD200R1	1.11116666666667
C22orf15	-0.9715
SEPT11	-0.283666666666667
ADNP	-0.45625
UST	-1.9109
C13orf34	-1.59133333333333
RFFL	0.00149999999999999
APBA3	0.791
C2orf60	-0.761625
CUTL1	-0.3984
PMS1	-1.144125
ZNF689	2.414
EIF3E	0.762
IL9	0.302833333333333
RPL31	-1.5585
LY9	0.571666666666667
ATP2B3	0.01425
KDELR2	0.075875
TFCP2	-1.089625
NLRP12	1.48375
FLJ45422	0.43375
TLE4	-1.57
ZNF570	-0.7955
FLJ43806	-0.46
TLK2	-0.370375
CIR	-0.204
MARS2	-0.2905
COL24A1	-1.09025
SDF2L1	0.013
HIBADH	-0.692833333333333
IGFBP3	-2.4415
C12orf23	0.8635
PSPC1	-0.38525
C20orf43	-0.008
TRAV20	0.304
ARHGAP24	1.690125
KIAA1975	2.72675
C1QA	3.7837
DNTT	-5.96383333333333
C10orf6	-0.0938333333333333
C11orf41	-0.484125
HNRPF	0.489
COL11A1	5.05916666666667
UBAP2	-0.354666666666667
CDKN2AIPNL	0.032
C20orf174	3.3145
SPRED2	0.09725
PLA2G12A	0.339666666666667
ICEBERG	-2.10216666666667
SCN10A	0.326
C11orf65	-0.49775
GBP5	4.8625
PITPNC1	-1.8825
POU3F3	1.2775
NCOA7	-1.769
LIN7C	-0.4791
LOC348840	-1.2695
NKX2-2	-3.15
ANKRD13D	-0.244875
LOC123688	0.056
FUT2	0.1315
TAAR8	0.7025
FZD4	-0.504583333333333
PNMA3	-0.894333333333333
OR4L1	0.518
WIT1	-0.72075
EXOC3L	1.46475
ATPBD4	0.2903
KRBA1	-1.2715
UBXD6	0.682
HOXB7	0.176785714285714
C7orf23	-2.0135
UNQ338	-0.404
STAB2	0.428
CDC20B	-0.0395
IRF9	2.046
CENTG1	0.532333333333333
TNPO2	-0.8085
MCPH1	-0.263
BMS1P5	-0.112
SLC26A7	2.04275
HIST1H3J	0.7015
C9orf3	0.1303
LBH	1.32725
MYO1D	0.428375
PTDSS2	-0.24175
NFU1	-0.55225
DEPDC4	-1.622
WNT7B	1.419
GLP2R	-0.0771666666666667
SETD4	-0.3148
DYNLT3	-1.2187
FKBP11	-0.794333333333333
SESTD1	-0.0728333333333333
FLII	0.01975
RPS16	0.6797
CHPF	-0.0628333333333333
CSNK2A1	-0.359166666666667
SUMO1P1	-0.30675
FKBP6	-0.5495
ZNF214	-0.195833333333333
TWIST1	0.426666666666667
DDX56	-0.277833333333333
TRAM1L1	2.682
EPO	-1.895
MRPS18B	-0.10375
ZNF682	-0.072
RPL14	-0.054
MAFF	-0.28075
LOC51136	-0.2725
LY96	0.0785
DDX20	-0.651
ABTB1	0.512666666666667
ARL5A	-0.4248
CCT6A	-0.9075
HEPACAM	-0.665833333333333
EHHADH	-1.304
RBAK	-0.0646666666666667
CGB1	1.36875
ITGB5	0.1547
YIPF3	-0.36575
FKBP2	-0.5875
NR1D1	-0.6867
TMEM110	0.2395
NEK2	-0.236666666666667
PRAMEF8	-3.312
C20orf52	-0.1725
PCDHGA3	-1.52
VWA3B	0.07925
NDUFA5	-0.386875
THAP9	0.11225
FLVCR2	0.1025
AP1S1	-1.915625
SMAD6	-1.342
SAV1	0.20375
SAT1	0.75225
ZNF251	2.807
ADAMTS7	0.2324
RPP38	0.225
C1orf211	-0.593
YPEL2	0.5309
RBMS1	-1.3625
ZNF445	-0.0908333333333333
NRXN2	1.02066666666667
PGBD4	0.2755
UGT2B28	-2.82475
WBSCR16	-0.5977
NLRC3	0.294875
ASTL	0.323
ST6GALNAC1	-3.54275
ZADH2	0.063625
MLLT4	0.0895833333333333
ARL6	-0.376666666666667
MEF2C	-0.52775
CBFA2T3	-0.292
AFF3	1.10035714285714
COG7	0.109333333333333
MYB	0.175833333333333
PLXNA3	0.17
XRCC2	-1.518
MMS19	0.055125
ST8SIA5	-0.52025
CHPT1	-0.637333333333333
KIAA1712	-0.598375
OR6X1	0.6615
ACTR3	-0.622125
UGCG	0.8075
OR4P4	0.8405
ZAP70	-2.5265
LPP	1.043625
ZNF485	0.4325
PTPRCAP	-0.31925
IL12RB1	0.667
ATRX	-0.1309
CHST8	3.25525
C14orf109	0.26975
ARV1	0.93525
NMB	-0.653857142857143
COX5A	-0.0698333333333333
EIF6	-0.478
MPPED2	-1.58166666666667
SEMG1	-1.7855
CHRDL1	1.2515
TRAF3IP2	1.561
WNK2	-0.81475
LILRA4	3.5795
LAMA2	4.71625
PXT1	-0.499
RLBP1	-3.60825
CD300C	0.99825
SLTM	0.217
FLJ10404	-0.1142
APOBEC3D	-0.502833333333333
RENBP	1.73466666666667
ATXN7L1	0.045875
NID1	-0.14925
TUBGCP3	-1.162125
ITIH5	1.82338888888889
CCDC110	3.12075
C8A	-3.3595
MGC87042	-2.80575
HOXC13	1.91025
TFDP2	-0.79725
HCP5	1.4585
POLI	-0.0895
UCN	-0.254333333333333
ZNF764	0.3525
C8orf45	0.70225
FHL3	-1.127
SPATA5L1	-0.5705
MMRN2	3.10116666666667
NDST1	0.908333333333333
COL20A1	-0.493166666666667
ZNF248	-1.07466666666667
PELP1	-0.341166666666667
MBL2	-3.13483333333333
RNF41	0.0305
C5orf24	0.761125
THOC5	0.277875
SERINC3	0.222083333333333
RP11-151A6.2	0.8835
CDCP2	-0.17275
HIST1H2AA	0.11275
C11orf75	0.129333333333333
FKBP7	-1.19475
DDOST	0.0855
GPNMB	1.62266666666667
TTF2	-1.55333333333333
KCNT1	0.00666666666666666
SLC39A14	-1.453875
NGRN	0.6207
GPR137B	3.379
MECP2	0.1035
PSMA1	-1.05975
C16orf73	-3.263
TMEM60	-0.770833333333333
CSN3	0.3435
NOS1	0.473833333333333
RAB7L1	0.028
YBX2	0.6425
KIAA1166	-1.007125
FUBP3	-0.6085
ABCG1	2.3425
ACACA	0.159083333333333
ARL11	-0.1221
ATOH1	0.0965
ODF1	-0.189166666666667
CREB3L3	-1.645
TMEM127	0.827285714285714
DSCAML1	-0.59275
PLN	1.0095
LYPLA1	1.66141666666667
PRDM9	-2.67425
SASP	-0.529
PLUNC	-0.0723333333333333
INTU	-0.86825
HISPPD1	-0.40525
LNPEP	0.0238333333333333
YARS2	-0.777166666666667
APCDD1L	-1.7805
ZCCHC4	-0.3085
FBXO22	-0.8055
TTLL13	-0.1215
ZNF669	0.177166666666667
PTGDR	1.93875
DDX27	-0.46275
KIAA0409	-0.0121666666666667
GJB6	0.26075
ASB8	0.30725
PLP2	0.445
MEPE	0.0565
OR10J5	-0.7365
KRT222P	-0.054
COQ7	0.180333333333333
C1orf101	2.079
RERG	3.3175
CHMP5	-0.087125
THAP11	-0.08275
ZNF43	-1.136
ZRANB3	-0.755666666666667
KRT13	0.0775
MRPL19	-1.691875
RBBP9	0.790125
SPATA17	0.614625
BXDC5	0.043
PAFAH1B1	-0.965583333333333
MAGEE1	-1.19775
OSTF1	-0.29575
KIAA0323	-0.464416666666667
TXNDC13	-0.610166666666667
CNTN4	0.673125
LCE1B	-0.909
UNQ501	1.42125
ZNF154	0.36125
C3orf64	-0.28225
SYT5	-0.3461
PON1	0.361833333333333
FLJ10357	-0.5455
ATP4A	-1.964
GNPDA1	-0.0108333333333333
MGAT1	1.15066666666667
C14orf121	0.05075
SLC35B2	-0.401
MIER3	1.01533333333333
CHEK1	-2.336375
ZNF8	-0.203166666666667
TXNDC1	-0.634333333333333
CKB	-2.4407
RTN3	0.443928571428572
FZD2	-0.464833333333333
PART1	-0.5405
PSMB6	-0.431
PCDHB8	-0.667
PHC3	0.039
PPP1R8	-0.656166666666667
NOVA2	1.02416666666667
TNFRSF11B	-4.903125
GOLPH3	1.1355
UBLCP1	-0.68375
SUHW3	-1.2225
TTLL1	1.4065
OPN4	0.8075
OR13G1	-0.4805
ZPBP2	-0.1942
HSD17B11	-1.67025
C9orf50	-0.633
DHDDS	0.110071428571429
CTSW	1.3045
NEFM	-3.2932
MRPL28	-0.16875
SYN1	0.388166666666667
PIGV	-0.704666666666667
ZIM2	-1.011
APBB1	-0.7265
SND1	-0.2155
C1orf123	-0.235833333333333
CHD3	-0.02475
BHLHB8	0.36675
RNASE2	0.225333333333333
BCAP31	1.223375
SLC25A44	0.86
CHD6	-0.2017
PIB5PA	2.91992307692308
SELS	0.896625
LOC541471	-1.621375
FAT2	0.025
ZNF81	-0.202
OR4C16	0.3905
FLJ10081	-0.5808
LRRC4	-0.53025
CS	-0.158333333333333
N4BP2	-0.262125
IGFBP7	1.22525
ZNF318	-0.196416666666667
NDNL2	0.83425
ZNF609	0.21825
SIRT4	-0.40125
EXOSC10	0.02675
ECE2	0.340333333333333
OVGP1	1.01275
GTPBP3	-0.624
PACS2	0.4695
C19orf36	-0.414
ARL4C	0.119875
ATG4B	-0.25025
UBQLNL	-0.50475
RHOXF2B	-0.8125
PLEKHG2	-0.962
GALR1	-0.8855
AQP4	0.3495
HDAC7A	-0.324
DCUN1D3	0.19975
OR8A1	0.655
CCRN4L	1.01575
CBR4	-0.132333333333333
KIFC1	-2.02266666666667
SLC7A14	-1.13333333333333
LHX5	0.646
TRPC7	0.231
LPXN	-0.38
SERPINA1	-2.123625
RPS13	-1.2413
BPIL3	-0.8215
PRKAA1	-2.65775
FADS2	1.1862
ENAH	1.026375
PRO1768	-0.223
APBA2BP	0.36475
LIPH	2.77633333333333
C3orf33	0.276
RCC2	-0.229785714285714
ALDH1A2	-3.3525
RNF103	1.4585
AHCY	0.25875
ALG12	1.633
CCL17	1.686
ZNF543	1.51233333333333
ESRRG	1.7881
CNGA1	2.534
RDH5	0.962
OTX1	0.00679999999999999
PTGFR	-2.26933333333333
CDR2	-0.246
SELE	3.26975
NLGN2	-1.03333333333333
EXOSC9	-0.6775
ZNF566	0.586666666666667
KLRC2	-4.767
GPR12	0.8365
KIAA0196	2.39175
PDRG1	0.6395
SSR3	-0.268
MSI1	-0.609
CST9	4.2095
CC2D1A	0.318875
PLAGL1	-0.568277777777778
ZNF778	-0.2335
RNF2	-0.9115
KLF6	0.975666666666667
THBD	0.208333333333333
tcag7.1314	0.99525
NR5A1	-0.372833333333333
ABCD2	0.21875
DNAJC7	-1.7795
CLEC4C	0.965
TM2D3	0.84625
CCDC4	-0.8
PLAC2	-2.80025
DCD	3.2315
FAAH	2.313625
POLA1	-0.7825
TM7SF2	0.38425
FLJ39822	-1.23483333333333
FLOT2	-0.020375
MAP4K1	-0.308333333333333
SRP68	0.511
C21orf74	-0.0015
ARPC5	-0.07825
LOC126075	1.61275
HECW2	-0.55075
ZDHHC4	-0.44375
ANKRD42	0.5932
PDE9A	-0.421166666666667
ABCA8	1.15975
NDUFS2	0.69975
UBR5	1.2505
BTBD16	-1.3925
LOC554174	0.511
ZNF20	0.806
KIAA1843	0.236
WDR17	-0.012875
C15orf33	0.7675
RNF113A	-0.33675
CAMKK1	-0.7892
CLCN2	0.277
ANXA6	-2.1705
LOC340069	0.805
EMID1	0.03725
DPM3	0.643416666666667
ELA1	-0.2065
SLC25A13	-0.3934
KRT24	0.47925
SMPD1	0.122833333333333
TH	0.111
COL6A2	0.634857142857143
ANKS1B	1.7875
GPR126	-3.2415
ZC3H12A	0.34
TMEM47	-0.541666666666667
C2orf51	-0.215666666666667
C1orf88	-0.0181666666666667
HSF2BP	-0.05175
AKAP10	-0.7485
RPAP3	-0.6435
KLHDC8B	0.909
STOM	0.5247
MUPCDH	0.07225
C10orf72	0.09825
PLEKHA3	0.282916666666667
TCP11L1	-0.88575
CWF19L1	0.422
SPEF1	0.913461538461538
YSK4	-0.0375
ELN	1.6548
SAMD8	-0.397
MPI	-0.300333333333333
MEPCE	0.1291
ABCC3	-1.365375
NANOGP1	-4.4195
KCNK17	0.309375
HLA-DMB	4.54083333333333
RRAGA	0.00225
ANGEL1	-0.07625
RBM32B	0.3555
CPN1	-3.19825
MGC52282	-0.4038
HLA-A	1.4785
OR9G4	0.1545
EDNRB	-1.342375
SCD	1.161
C14orf80	-0.5115
BAGE2	-0.231
RABL4	1.89033333333333
RCVRN	-0.6155
SHANK1	-0.044
NLRP7	-1.9375
CD226	1.53525
STAT3	0.8930625
SYNJ2	-0.6058
TPCN2	0.826833333333333
WDR36	-0.753833333333333
MBD4	-0.117
ROBO1	-1.5016
ST3GAL6	-3.01625
SLAMF8	2.86216666666667
ATN1	0.495833333333333
GPR141	0.332
KRT36	0.0505
TPH1	0.2015
DDX52	-0.60025
ZSCAN29	-0.0855
TRPT1	-0.9045
DPEP3	0.67475
DENND4A	-0.46325
TSPAN16	0.068
PTCHD2	0.198
LOC145814	-0.29475
CAP1	0.083
EIF5A2	-1.5598
NT5DC3	-1.5475
SEPT9	-0.154125
SEZ6L2	-2.6475
EGFLAM	2.92925
VPS11	0.1055
NDUFB5	-0.191333333333333
CIDEA	4.92883333333333
IER5L	0.49025
N6AMT1	0.2395
FAM83C	-0.51625
OXR1	1.20475
IRX1	-0.3645
DGKB	-0.856833333333333
GCN5L2	-0.07475
MIR16	0.152
FBXW9	1.0755
WDR4	-0.752
PDC	-0.361
VPS33B	-0.3135
HEXB	-0.01375
FLJ32214	0.6985
TCEB3	-0.24825
CRLF1	-4.3325
ABI3BP	1.067
C8orf22	-4.00775
PYCR1	0.584
KIAA1706	1.09875
CDK5R2	0.797
WAS	0.3745
C12orf60	-0.4905
CCBL2	-1.034375
MADD	-0.1455
C5orf34	-1.70875
WDR42A	1.3947
KLF12	-1.23625
HSPA1A	3.95075
ITM2C	-1.14258333333333
DAPK2	1.78916666666667
LOC442590	0.0615
SUMF2	0.231875
CENPA	-1.95053846153846
TMED5	-0.213875
CDH6	-1.4886
BRP44	1.174875
THG1L	-1.01925
GABRA2	-3.5875
C14orf166	-0.12025
MYL1	-2.61916666666667
TNFSF18	0.8465
PAP2D	-1.22233333333333
PPIB	-0.094
KLHL4	-0.49125
SFN	0.6435
CCDC127	1.015
FRAP1	0.1925
GOLGA5	0.14275
SDCCAG1	0.02
MGC21675	0.619166666666667
C10orf95	-0.1435
KIAA1345	-1.11633333333333
C1orf163	-0.93
LACE1	-0.202833333333333
OR10K2	0.199
CENPN	-1.96832
TMED2	1.1025
UGT1A6	-1.4875
ANG	-0.20475
U2AF1	-1.19583333333333
CASC2	0.0683333333333333
NMT2	-1.012
OSGEPL1	-0.519125
DFNB31	-1.378
SLC6A20	0.798125
DKC1	-0.48325
FXYD4	-1.244
WDR64	-0.143
MGC5590	0.271
CREBZF	-0.317833333333333
DAZ1	-0.27575
PRPSAP1	-0.488
GCHFR	-0.3475
TTC7A	-1.179625
LOC196993	1.30075
UBD	1.36566666666667
S100A1	-0.362625
RPL6	0.0408333333333333
DNAJB6	0.05075
NAGS	0.5124
C2orf58	-0.3445
KERA	2.69666666666667
MT1X	-0.0401
UBE2B	0.9287
KEAP1	0.5225
MST1	-2.649
OMA1	0.7255
ABLIM2	1.182
BCL2L13	0.245083333333333
JAZF1	-0.623666666666667
TMEM63B	1.035
S100A8	-0.5064
ARFIP2	0.79975
UROS	0.8665
KHDRBS2	-0.8425
POLQ	-1.180375
SOAT1	-0.1175
SPAG4	-1.39575
MRPS30	-1.2135
LOC494141	-1.02625
OR2T11	1.399
ORAOV1	2.4152
ZNF184	-0.7105
TCEB3B	0.469
ADAM21	0.1065
GDPD1	-0.6945
SPINLW1	0.30325
PRR14	0.3205
KCTD9	-1.057
NUDT3	0.127
KIAA1822	0.3293
HIST1H4K	2.6485
DFNA5	-1.657
GABPA	-0.0535
C14orf44	0.3205
POLB	0.519
PTAR1	-1.1195
SEC31A	0.6833
TRIM58	1.076
TAS2R14	-1.237
VPS8	0.210375
H1F0	0.451
PRKCB1	-2.58616666666667
UGT2A1	0.5415
TOR1B	-0.42175
LSS	-1.19275
C2orf19	0.017
HNRNPC	-0.00957142857142855
TMEM100	-0.899666666666667
LOC116349	1.4915
OR51M1	1.461
CCDC142	-1.01575
ISG15	2.2463125
ZCCHC14	-0.396125
CREBL2	0.686375
TGDS	-2.07075
DC2	-0.0785
CACNA2D3	-2.12592857142857
ZNF429	-1.136
LYPD6	-2.10133333333333
SUCLG1	-0.749666666666667
OR51I1	-1.4955
MAGEH1	2.35875
PRPF40A	-1.161
SMR3A	1.0705
SPINK2	-1.861
THAP2	0.661
NPY5R	-0.424125
IRF4	-1.5225
SPESP1	1.99683333333333
OR10S1	0.648
DTD1	-0.61075
TUBE1	-0.92975
DDX19A	-0.487
PDPN	-1.842375
TMEM34	-0.0324166666666667
MGAM	0.04775
COL3A1	5.74683333333333
GFM2	-0.311
OR5A2	0.773
PSG9	-1.62225
ARHGEF11	0.471
IVNS1ABP	-0.533
SIGIRR	1.26625
DUSP19	-1.583375
DNAJC14	0.1824
ACSS1	-0.1195
IL1RAPL2	0.197
C4orf30	0.05075
SEPT4	1.7975
LANCL3	-3.148
SPAG17	0.353833333333333
PRDX3	0.613
HNF1A	-1.3905
P4HA2	0.14125
RFWD3	-1.29683333333333
MOV10	-0.3175
DNAJA5	0.775785714285714
LOC729440	1.03725
LOC200383	-0.171
SMC2	-2.0765
MIXL1	-1.465
TMEM9	1.3965
FAM86A	1.548
ZNF174	0.085
MYH14	-0.145
CCR8	-0.178
VPS37C	0.586666666666667
GPATCH1	1.14533333333333
B3GNT8	2.9285
TBX4	-0.56525
CNR2	0.432
PCDH1	1.10375
C5orf29	3.768875
OCIAD2	1.0435
PLCG2	0.2295
KIAA0247	2.08975
HRH3	0.2414
CAPN13	4.394875
CCR1	0.4492
MGC15523	0.173277777777778
UVRAG	-0.479166666666667
DNAJA2	-0.685333333333333
ITGA2B	-0.6815
CLDN5	3.85175
PTPRN2	-2.196
ZNF512	-0.561666666666667
PSAP	1.48664285714286
CCDC140	-0.334
LRRC55	0.3465
CYP26C1	-0.198
C8orf47	-1.10725
LYN	-0.088
DUSP6	-1.6365
TGFB3	3.52486666666667
ELK1	-0.0047
PCDH11Y	-0.661666666666667
HGD	-1.1265
C17orf58	0.455
MYO3A	-0.341
SERPINE2	-4.81866666666667
AARSD1	-0.7915
C14orf73	-1.465
ADAM33	0.23375
ZNF491	0.0685
MAPK6	-0.652333333333333
TCN1	-2.3046
SLC24A6	0.514
UBE2R2	-0.29125
H1FNT	0.71375
TATDN2	0.772666666666667
LILRB1	1.87125
P2RY5	0.27
NUCB2	0.1575
C2orf37	-0.2335
SNX27	1.4315
MTA3	-0.388625
FOXO4	0.328
ID4	-0.6575
SOX5	-2.39933333333333
PXMP3	2.038375
OR52M1	0.175
SFT2D3	-0.237875
INA	-3.54483333333333
MCOLN1	1.73325
NFIX	0.9867
CLEC14A	5.36833333333333
HIBCH	-0.3415
PLA2G5	1.12825
TIMM10	-0.429
MED17	-0.4833
COL4A4	-0.1725
TPP1	0.0963333333333333
GJA3	-2.0445
TMPRSS5	-1.36575
AADACL3	1.0255
DNMBP	-2.43875
ENPP5	3.9045
NQO1	0.2189
ZSCAN2	-0.21925
SEC24C	0.315666666666667
GTF2A1L	-0.327
AXIN2	-0.8223
FAM33A	-0.788
C16orf13	0.141875
SPNS2	0.62225
TAF1	-0.03925
AP1G2	-0.494666666666667
RBM42	0.645166666666667
HCN2	0.574833333333333
EFHB	2.47066666666667
RUSC1	0.760166666666667
GRIK5	0.1485
USP21	0.289833333333333
ATAD3C	0.7025
ORMDL2	1.1165
PRSS7	-3.559
PSAT1	-3.88725
FLJ13195	-1.88533333333333
TBC1D1	-0.5505
IFNG	1.799
OTOS	0.598833333333333
ZNF773	-1.51966666666667
EMD	-1.17475
RETN	0.05775
CCL8	5.5815
APH1A	0.72025
COX18	-0.13025
GTF2IRD2	-0.4365
CCDC82	-1.98258333333333
PAFAH2	1.0303
NPEPL1	-0.4309
RP11-114G1.1	-0.1435
TP53INP1	3.4445
ZNF300	-2.63566666666667
FOXL2	-0.514
LARP2	0.7895
LATS1	0.29875
HTR6	0.3135
SPOCK2	0.604166666666667
RNF144B	2.432
HTATIP2	-2.223625
MGC10334	0.582083333333333
CENTA2	2.475
FGF2	-1.79325
FXYD7	0.19125
PHYHIPL	-2.488125
GPR34	4.93725
DDX6	-0.0956666666666666
OR10W1	0.447
LHFPL1	-1.0215
ZNF313	-0.712
VPS28	2.8455
AP3M1	0.4086
AKR1CL2	-1.52
TRAF4	-1.258375
OR2B11	0.6065
C19orf12	0.658333333333333
AKAP9	-0.274666666666667
C1orf62	-0.36975
SLC20A1	-0.5187
FAM112A	-0.21675
LDB2	0.564125
MRPS23	-0.0785
KLK5	-0.6565
SPTB	-0.7307
EFEMP2	0.68275
EFNB2	-0.308125
PCM1	-0.389285714285714
NMNAT3	2.06025
TSG101	-0.246333333333333
C8orf40	1.30766666666667
NOB1	-0.9365
ABHD3	-0.9785
GTF3C4	-1.318125
PIGN	1.25
GALNTL1	1.04025
AEBP1	1.6155
OR9Q1	0.488
ANKRD2	-0.27325
CCL28	-4.08275
TRIM38	-0.759666666666667
TMCC1	1.00658333333333
SMG5	0.43725
LRRC7	-0.026
NCAPD2	-1.39066666666667
C6orf153	-1.038
C1orf74	0.206
OTUD6A	0.3135
DCP2	-0.663666666666667
TMEM24	-0.22525
RPL18	0.128166666666667
TMEM177	-0.77175
LRRC37A3	0.557
C1D	-1.24333333333333
LDHC	-2.00175
UBE4B	0.401
NIT1	0.35625
BTN3A3	0.151875
RASD1	1.8375
COMMD3	0.41025
SHFM1	0.1315
BIRC8	0.03325
DUT	0.067
C12orf51	1.344
LRRC59	-0.286333333333333
LY6H	1.671
WDR22	1.35316666666667
EDEM1	0.210285714285714
ADH1A	4.017
PANX2	0.6292
CYP11B1	0.5125
CDC73	-0.41075
GPR172A	1.88275
GSTM3	1.51961538461538
KCNA5	-0.22625
SERAC1	0.664
NFATC2	0.2
ANAPC5	-0.215
C15orf24	0.664
NFATC2IP	-0.454916666666667
TNRC6C	1.13883333333333
MGC102966	-3.291375
FGD5	0.4595
MED9	-0.507
RAB13	0.656166666666667
C15orf49	0.3185
CRYGS	0.739
C12orf53	-0.8705
LOC283693	0.8155
COX6B2	-0.656125
PHF14	-0.587
FAM3A	-0.199375
RPL13	-1.1565
PRDX2	0.5777
FLJ34047	-1.75175
PRMT3	-1.07025
KCTD19	-1.89
TRIM10	-0.632333333333333
MGC26597	-0.7045
GCNT4	0.096
GPRASP1	-0.096
CDKN1C	-1.26358333333333
RHBDL2	0.762
HSPH1	0.35725
AQP1	2.88825
COL17A1	-3.5735
GFAP	0.232375
CDC16	-0.631
KIAA1614	0.252
C6orf118	-0.335333333333333
ZSWIM5	-1.1
FAM83F	4.23675
LYNX1	2.6091875
SYNPR	-0.8035
XG	3.2875
PRSS16	-0.34175
KIF13B	0.608642857142857
PCDH9	-0.380125
HIST1H2AH	2.28583333333333
RBM18	-1.6385
ZNF626	-1.103375
HEXIM2	0.963666666666667
ITFG1	-0.418
TUBG2	0.071
SFRS7	-0.466
C9orf14	-0.051
EXTL1	-1.54125
GBP3	0.5885
WDR5	-0.96375
RARG	0.042
MYO7A	-0.085625
CECR6	0.26475
C13orf3	-1.287
SFRS18	-1.0405
ACVR1B	0.3585
PSMD1	0.0071
C7orf31	-1.03466666666667
ILVBL	0.44
IFNGR1	0.30825
RNF186	-0.67
NOL9	-1.09175
MAGEL2	0.00575
SLC29A2	-0.3165
NHSL1	-2.2285
RBMX	-1.1095
PSORS1C2	0.47775
RAD51L3	-0.66325
LCN6	0.9055
ORAI2	-0.636125
BRUNOL6	0.1943
OR4K5	0.1425
CDC123	-0.55025
MSLN	-2.156
WWTR1	-1.8155
ZNF700	-0.509166666666667
COBL	-0.91375
PPP1R16B	0.43
GAS7	0.2267
MDN1	-0.770125
HAAO	0.102
C9orf68	-0.482
TNFAIP2	0.32275
FOXN1	0.458
hCG_2033311	0.1275
ATP6V0D2	0.5216
RPL41	0.483125
SLC38A1	2.7235
ARHGAP6	-1.57608333333333
ADAD2	-0.33575
PHF20L1	1.7210625
MCM3AP	0.2945
ST3GAL3	-0.6855
SNX1	0.780833333333333
ELF5	0.443
PARP3	-0.574875
RBM8A	-0.292125
LINGO4	0.348
ITGA9	1.27616666666667
ZFR	-0.04175
ACSL6	0.07425
FLJ20699	-0.3453
DAOA	0.17525
FABP4	6.842
KCNB1	0.65425
CANX	0.9139
SLC25A28	1.23933333333333
ADIPOR2	0.405375
ECHDC2	2.135875
SMA4	1.935
FRZB	3.25375
PABPC1	1.418
DMRTB1	-0.053
APOBEC3G	-0.418
CATSPER2	-0.1775
CUEDC1	1.7265
STARD9	-1.276625
CLDN8	2.909
LOC23117	-0.629909090909091
E2F6	-1.16238888888889
TMEM126B	-1.58066666666667
DPY19L4	1.996
GIMAP5	3.2485
NDUFA9	-0.273333333333333
FAM77C	4.8385
CTPS2	0.71875
LOC51035	-0.43275
WDSOF1	1.01575
EGLN3	-1.52225
PITX3	0.700166666666667
OR52E8	0.011
GRM4	0.686
KLK1	-2.15033333333333
GPM6B	-3.425125
