Hybridization REF	TCGA-BH-A0DQ-01A-11R-A084-07
SLC19A2	0.9845
C6orf134	0.88525
C9	-0.1695
ART5	0.294125
ARTN	0.859333333333333
TMTC2	2.41125
GNRH2	0.47425
STEAP1	-1.1852
RPL39L	-0.112166666666667
FLJ10292	-1.39583333333333
RLF	-1.31775
NAT14	-0.5185
RRN3	0.2065
C11orf16	0.303833333333333
C3orf14	-0.10175
TEX264	0.608833333333333
C22orf28	-0.361875
C20orf175	-0.22425
XPNPEP2	0.741666666666667
PDE6A	-0.13825
SPIB	0.118125
TBCB	0.667333333333333
SLC5A11	-1.9595
ADRA2C	-1.81133333333333
DHCR24	0.396666666666667
MEF2D	0.3005
C6orf114	-0.32775
ZPLD1	1.7375
MYO1B	0.814333333333333
VAMP8	1.867625
ANKRA2	0.61375
C11orf42	0.323
TAS2R60	-0.0655
PANX1	0.01525
C12orf42	1.37033333333333
RCBTB1	-0.26125
FGL2	5.305
CEP70	-0.61575
WASL	0.878
SEPT14	0.277
DCHS2	-0.0365
CYBA	-1.397
ARHGAP11A	-2.44383333333333
MPZL2	-1.1555
KIAA1881	4.04533333333333
ANXA1	0.143
AFF1	0.2743125
FRMD3	-0.658
SUSD5	2.30825
C9orf32	-0.5295
RASSF7	0.33175
KIR2DL2	0.113
SENP1	0.339833333333333
C20orf195	-0.72175
C3orf44	0.30275
KRTAP9-3	-0.36325
ZFP28	1.015125
PLCB2	0.2143
TXNDC15	0.633
CALR3	-1.222
HLTF	0.200785714285714
C17orf67	-0.7715
NDUFA6	-0.653
PKP1	-0.459
HMG20B	0.046
GPR180	-0.5292
BAI3	0.68425
NOSIP	0.3804
TRIM23	0.72375
ARL1	0.913142857142857
CDK5RAP2	-0.1955
SSH2	-1.805
KCTD15	0.31775
FTHL17	-0.4175
AK3	-0.139666666666667
RAB3C	1.042
PAX4	-0.247875
KDELC2	-0.3
BIK	2.37766666666667
KIAA1553	-0.9055
CEP135	-0.992
NANOG	-3.95416666666667
TRIM22	2.61333333333333
CDH13	-0.612666666666667
B4GALNT4	-1.5665
MDGA2	-1.1615
SAMD3	1.82133333333333
OR1E1	0.1835
TAS2R10	-1.295
FASN	-0.40625
GPR116	3.8228
ZNF219	0.511833333333333
CD33	-1.5825
RAB3GAP1	0.0415
H1FOO	-0.016
NXPH3	0.63475
CROCC	-0.264
GPX7	1.193
BASP1	-1.1776
STAM	-0.3405
TBK1	0.93125
STX2	0.350333333333333
RPL29	-1.1535
NR1H3	0.1865
MPPE1	0.86225
PHACTR3	0.269
SLC44A2	1.4425
C10orf109	-0.2305
CLCN6	-0.5715
C16orf59	-1.85325
SQSTM1	0.960833333333333
AADAC	-1.33925
LRRC8C	0.148625
BIN3	-0.2415
HPS6	0.98025
MAN2A2	-0.6776
GABPB2	-0.68325
KCND1	0.724
PTPN11	0.1055
ZNF274	0.74875
ATF3	0.641916666666667
C7orf26	-0.287
C1QL3	-0.1195
WDR54	-1.16866666666667
FLJ40869	-0.656
ZNF397	0.290625
MLL	0.1594
TTLL6	-0.7605
ANKRD15	-0.498
KIAA1958	-0.85125
C1orf218	2.041125
ZDHHC16	-0.12475
DDX47	-1.19
EVI5L	0.191666666666667
GDF6	-4.3605
TAPBPL	0.567166666666667
BTG1	0.5214
DPP4	0.7805
KLHL23	-1.1205
APOC3	-4.894
BTBD12	0.0571666666666667
CNOT4	0.2145
HIST1H3I	0.408333333333333
OR5H1	0.13725
APEH	-0.191125
TRY1	0.0916666666666667
SLC26A8	0.1555
KCNA2	0.350166666666667
TMEM159	1.171125
C6orf81	-1.093
PCYT1A	0.615
C6orf157	-0.68825
BRMS1	-0.063
CHST1	2.43316666666667
LGALS1	0.5025
TAF1B	-0.0225
FLJ40504	0.38375
GPR173	0.1205
COL15A1	2.3285
CASP10	0.190642857142857
PCMT1	-0.392071428571429
HDAC5	0.354
LOC641367	-0.50775
EVC2	1.457
SGPL1	1.24
GON4L	-0.365642857142857
AFG3L2	-0.126
C5orf15	0.622833333333333
UBXD1	0.6461
LILRB4	1.043
GSTA4	0.862166666666667
ADIG	-0.1545
GRIPAP1	0.9295
HIST1H3B	-0.0603333333333333
BTRC	0.7865
USP49	-1.2535
IQCH	0.975875
ACBD6	-0.574
YEATS2	-0.6775
CABP5	-0.79175
TRIM3	0.8905
HNRPM	0.5775
FGG	-5.1229
C18orf16	0.74525
CLEC2B	0.16025
PQBP1	-0.4835
JTB	0.0971666666666667
REST	1.72633333333333
SLC8A3	-0.541333333333333
TMEM16H	-0.01325
MRPL47	0.000874999999999997
EVI1	2.0181
MUC1	2.340875
TEAD3	0.886875
STOML1	0.03275
USP24	-0.262
PNMA5	-1.05825
MAEL	0.448333333333333
LBP	1.9874
HSD17B4	0.7605
SEC31B	-2.9305
IDH2	0.0291
SFRS16	-2.11525
AICDA	1.219
RNF180	-0.9775
C1orf56	-0.242
FLJ10324	-0.2505
GPR148	0.9025
MEF2A	0.91175
ASF1B	-0.967833333333333
HTN3	-0.693
RNF215	0.78075
SLC4A3	-0.812
ADAMTS9	0.4881
C9orf66	0.493833333333333
FOXD3	0.109
GSDM1	0.16275
IFITM5	0.806
PODXL2	-1.57883333333333
C1orf176	0.662
RPS3	-0.579
hCG_2004593	-1.27
COL21A1	0.78725
NTNG2	1.045
RAI14	0.391
P76	0.40175
LRFN3	0.254125
FAM14B	-0.090875
FKBP14	0.13125
TNNI3	-3.16433333333333
HOXB3	-0.417625
SGCB	0.203
PPAPDC3	1.11875
FRAT1	0.915333333333333
MORN1	1.12783333333333
ARHGEF2	0.90175
BNIP2	-0.31925
DHX30	-0.3415
EEFSEC	-0.48625
FGF20	0.7355
FLJ38973	0.586285714285714
PLCH2	-0.196166666666667
CCNG2	1.516625
PSPN	-0.077
WDR88	0.0025
HOXB13	-3.745
MTMR8	-0.6405
SPAM1	-0.3295
PPP2R1B	-0.19875
TANC1	0.317125
CNN3	1.4436
CHGA	-0.2315
C9orf128	3.05725
CACNA1B	-0.182333333333333
MMAB	-1.3361
RHOA	0.605833333333333
RAPGEFL1	1.945
SLC1A5	-0.8915
CALCA	-0.131625
SYCP1	0.338
CXCL11	4.22025
GFI1B	-1.95
PSCD1	0.3805
C11orf58	0.4335
MGC45438	0.7375
NUDT18	0.9705
ASB3	-0.527666666666667
ZP1	-3.333
LPPR2	-0.0157
ZNF527	0.724666666666667
ZNF771	0.029
TTBK2	-0.38725
TRIM55	-0.858
GJB3	-0.1015
PRSS35	0.326
SCRG1	0.4495
ZDHHC24	0.26525
DUSP26	-0.08225
C1orf51	0.30875
DNAJC3	0.324166666666667
LITAF	1.085375
ZNF410	0.81175
AFP	-5.27083333333333
ZW10	-1.37575
PHOX2B	0.7295
VILL	-0.20275
ELOVL7	-0.638375
LOC644186	1.7735
PPP3CC	-0.11725
CHST13	-1.72375
WDR40B	1.71866666666667
MEA1	0.254
HILS1	-1.878
DLX6	-2.30466666666667
NKG7	1.01666666666667
EMP1	1.88125
ACTR6	0.46725
CHCHD7	-0.662714285714286
COG2	0.5595
TCEA2	0.0869
TARS	-0.8535
FLJ20294	0.4445
ZNF92	1.369875
TRAPPC2L	0.0442
ARHGAP28	0.7375
CCDC109B	0.0365
LGTN	-0.737333333333333
INGX	-0.1425
LOC124446	1.039
RPS2	-1.8025
C17orf75	-1.4875
NBPF1	-0.142
SLC2A8	0.608916666666667
SNRPE	-1.04
CARD6	0.57575
IL13RA2	-0.780875
CUEDC2	-0.46775
C4orf19	0.52375
AOC3	3.115375
MTHFD2	-1.5015
OR5M9	0.305
C4orf38	0.495166666666667
SS18L2	-0.26475
OAS3	1.9655
LARGE	0.47225
LRIG3	1.4195
LIMA1	1.49625
STARD3	0.214916666666667
VPS39	0.77
CTAGE6	0.3225
ODAM	-2.1355
MORF4L2	0.5925
GSTO2	0.9295
MTFMT	-1.06
PRKAB2	-0.167214285714286
ZNF76	0.372666666666667
HSPB2	4.582
CRB2	-0.652
KLRK1	-3.0375
LYST	0.144125
UBE2M	-0.535
SLC16A9	0.11825
ZNF281	1.142
ST8SIA1	-0.06575
C9orf105	-1.721
ANKRD46	0.62125
FAM108A3	0.159
C20orf91	0.2595
ZYX	0.270833333333333
RSPH1	1.99425
ZSCAN5	0.323
RIMS3	-0.967166666666667
KRT76	-0.212
CEACAM4	0.169166666666667
SIRPB1	-0.424375
CFHR4	-1.052
SOX3	-0.779333333333333
GATAD1	-0.160125
C21orf57	-0.6915
TMC8	-0.951666666666667
AVIL	0.938833333333333
LMOD1	3.6285
HIGD1A	0.144875
NEU3	-0.424833333333333
DES	0.881375
BZW1	0.5003
ZNF221	0.857
CCDC27	-0.2385
GDAP1	0.25975
RBBP4	0.467
MGC40499	1.138
PHKA1	-1.602375
PRKAR1A	0.0471111111111111
HSD3B1	-0.5425
RAD52	-1.814
CD207	0.2975
LOC389791	0.793
RSPO1	0.410666666666667
TMEPAI	3.304125
MFSD2	-0.746625
ETV4	-3.55025
SCGN	4.016
LOC391356	-0.73575
MPP1	-1.187375
STARD3NL	0.122
TFAP2D	-0.722
CD2AP	0.731375
CCL20	-6.006
CCDC86	-1.552
ZFP30	0.27225
CTBP1	0.438
MAK10	0.708333333333333
STXBP5	-0.591
LOR	0.3116
MAP6D1	0.334375
ARMC7	0.4825
TMEM150	0.5013
NSL1	0.623
KIF5A	-1.15
ASCC2	-0.344
PSENEN	0.2195
OPTC	0.3795
FCRL2	-0.414166666666667
KBTBD11	0.15875
PCK1	-0.332
CENTD3	-0.5655
MEGF8	-0.043125
ALPPL2	-0.36
OBFC2B	-0.0183333333333333
ZFYVE20	-0.119125
GALC	1.89566666666667
CTRB2	0.171
C20orf71	0.0931666666666667
TBKBP1	-0.0265
CAMLG	0.924125
TREML4	-0.7285
RSAD1	-0.222
TUBA3D	0.5946
KIAA1833	-0.482875
PNPLA1	0.1935
LRRC34	-1.23
CDH26	-0.140333333333333
ZNF167	0.65
ZBTB26	-0.2606
VWF	4.0087
VTN	-1.48416666666667
BAD	0.68125
PDS5B	0.812666666666667
ZNF644	1.84491666666667
SH3GLB2	0.098875
SMPDL3A	0.1247
NRG2	-0.60725
IL15	-0.0838333333333333
GABARAPL1	0.357333333333333
LAT2	-0.1451
SLCO1A2	-2.19066666666667
LIG4	0.147416666666667
GSDMDC1	0.291875
BMP4	-0.91125
METT10D	0.44625
SYCE1	0.424
SPANXD	-4.51525
SLC12A9	-0.33
MC1R	-1.5815
RNF168	-0.71625
TRIM69	0.2625
GALNT7	0.211666666666667
ISG20L2	0.15475
KIAA2026	1.041
TNFAIP8L1	0.257
DPY19L2	-0.43575
C12orf63	0.1825
PRDX5	-0.170375
MED6	-0.74925
TXNDC5	-0.936625
CD46	0.855333333333333
CCK	-3.56375
C17orf48	-0.387
ANUBL1	0.70275
SIT1	-1.4965
TYSND1	0.00816666666666667
DEF6	0.0236666666666667
GLT8D4	2.30425
UTP14A	0.96725
RPH3AL	2.0285
NXF1	-0.188666666666667
TRERF1	1.22566666666667
TUBB3	-0.81675
SLC24A2	1.4105
SEC22B	0.530166666666667
ZNF653	0.052
GGTL3	-1.56266666666667
CDKL2	1.44175
CTF8	-0.361
EPC1	1.25283333333333
CYP4A11	0.031
THRSP	4.73516666666667
LELP1	-0.1635
TES	1.329875
C17orf87	1.389
FERD3L	-0.219
SH3TC1	0.119
RAB36	-0.207
CRYGB	-0.435
GRIA3	1.6513
BHLHB9	1.5145
C1QTNF9	3.456
GOPC	0.14625
PNPLA8	1.1255
ZNF444	0.21875
FMO1	4.67825
POLR3C	-0.343
SLC35F3	-1.31075
SGCG	-0.715666666666667
DCDC2	0.526
NANP	-0.198
MGC23270	-0.346
BEX4	-0.0065
HYDIN	0.4571
RPS6KB2	-0.811
ADRM1	-0.371666666666667
BAT3	-0.04025
RAB31	1.1904375
SCGB2A1	5.693375
SLC6A14	-2.81975
DDX4	-0.48875
PRRC1	1.3275
AP3B2	-1.4585
TRGV7	0.352833333333333
TMEM184B	1.0485
ADPRHL1	-0.0813333333333333
C21orf45	-0.9555
ARNTL	0.629375
AADAT	-1.0495
CCL2	0.159
SNTB2	1.17416666666667
RGS9BP	-2.443
KPNA1	-0.18325
TMEM41B	-0.0741666666666667
S100A11	0.600166666666667
DOT1L	-2.2215
EFHC2	0.1135
CLTC	0.129333333333333
SRP9	0.526071428571429
ZNF521	0.8305
FAM26F	-0.9735
GPR88	1.246
COL13A1	-0.1395
CHMP4B	0.7358
SIGLEC6	0.363833333333333
NFAM1	0.06775
PVRL2	1.2286
ALKBH4	0.15225
CCDC93	-0.3103125
NXT1	-0.30675
KCNK4	-0.105
TROAP	-1.8275
KCNA10	0.24225
CCDC114	0.0491666666666667
RAN	-0.531333333333333
LMTK2	0.1965
LOC400657	-1.1425
UFC1	0.741
UBE1DC1	-1.3935
EEF1A1	-0.326722222222222
CHAC1	-0.323
HMGA2	-5.7953
B3GALTL	-0.7795
ING2	0.344
C1orf109	-0.28725
INTS3	0.317375
ZNF558	-0.27625
TRPM4	1.10666666666667
LTB4R	-1.449
ISYNA1	0.2895
LSM7	-0.32625
LRRC47	0.1169375
ZNF179	-1.21416666666667
EXDL1	-0.00183333333333334
SLC4A10	-0.68975
ACSS2	-0.652666666666667
COPS7B	-0.3385
KIAA0040	1.68583333333333
C1orf95	-0.063
AP1GBP1	0.08675
OR9A2	-0.303
FAM71C	0.348666666666667
RIN1	-1.4305
ITGA4	-1.7645
DNAJC6	-0.108
CLOCK	0.774833333333333
SLC35A4	0.2175
DSG4	-0.082
LOC26010	1.02175
NSUN2	-0.64625
TMEM86B	-1.2848
C14orf135	-0.06825
KIFC3	-1.0245
PHF5A	-0.42525
NCAPH	-2.27625
STK11IP	0.11675
FLJ42953	0.3395
CCDC19	0.502
ZNF329	0.72275
TAX1BP1	0.655666666666667
ZDHHC18	0.347166666666667
C10orf88	0.3565
TMBIM4	1.5569
NMUR1	1.996
KIR2DS4	-0.108625
C9orf90	0.37675
MGC87631	0.756
KDR	3.5415
ST3GAL2	-0.551875
RLN2	0.579833333333333
HPD	-4.27175
MOXD1	-0.898
PDGFRL	2.60966666666667
SMYD4	-0.484142857142857
FAM103A1	-0.367666666666667
MFAP4	0.2415
LOC285141	-1.57975
TMEM45B	-1.699375
SMCR7L	-0.812785714285714
GZMH	2.465
CBLN1	-0.787666666666667
CNNM1	-0.7455
PHF17	-0.675
NUP98	0.1155
RMI1	0.4865
PTPRS	-0.173875
ANKRD57	0.98925
CLDN15	-1.01
OR51A2	-0.3715
GUCA2B	2.798
DOCK9	1.594
ITGB1BP1	-0.360666666666667
DLG2	-0.239375
BRAP	0.162
SESN3	1.20375
ZC3H7B	-0.2535
FAM101A	2.67333333333333
FKSG24	-0.36
ZYG11B	-0.097
RFC2	-1.158
SH2D3A	-0.133333333333333
DVL3	0.552583333333333
ADFP	-0.498833333333333
KRIT1	-0.1975
SERTAD3	2.43616666666667
LEFTY2	-3.04075
KRT27	0.263
SCFD2	-0.4265
MN1	0.236
RORA	1.48675
PTPRD	1.192
PIAS2	-1.01133333333333
CYP4X1	2.09833333333333
FBXL15	0.035
MYH15	-0.1805
CRX	-0.0986666666666667
TBC1D13	0.8185
SLC22A17	1.72866666666667
PLK2	1.25333333333333
ARHGAP9	0.43225
EIF1B	-0.547
C20orf185	-0.28775
DEFA7P	0.3335
PRIM1	-1.94083333333333
CRYAA	-1.85775
BACE1	0.7265
AGTRL1	1.4705
ACAD9	0.067875
GRASP	0.9925
RBP4	-0.703166666666667
TFB2M	-0.718
METTL9	-0.717
ATP5O	-0.59875
SP100	1.1662
CPSF1	-0.5425
S100A4	0.24775
LIME1	-1.94
GPR137C	0.87
OR2A2	0.976
C2orf29	-0.56875
NUP188	-0.354
SDPR	1.661
RAI1	0.7045
RPS20	-0.7855
LAMB1	0.41075
ADM2	-0.197333333333333
ZNF229	0.773
DKFZp434K1815	-1.286
EPN3	2.45466666666667
CLIC3	-0.47375
MEIG1	-1.3105
HMGB4	-0.054
STARD10	2.279875
KLF8	2.63025
EPB41L2	0.796166666666667
JMJD6	-0.21975
CTSL1	-0.165833333333333
GPR27	1.0035
ELAVL4	0.497
MMP21	0.3915
PPM1B	0.262
SUV39H1	-0.75575
AAMP	0.18125
TUSC4	0.0898333333333333
MBD6	0.433
KLK13	-1.08925
FMNL3	0.804166666666667
TRIM13	0.0485
C15orf5	-0.4605
IQCF1	0.305125
CACNG8	0.288
SLC35D3	-0.1145
ZDHHC9	0.7305
ODF3L1	-0.164
C9orf86	-0.0214
TSEN2	-1.7225
C17orf64	0.31375
SEPX1	0.339
TSPO	0.2935
SYMPK	-0.416
ADORA1	2.70325
TSPAN10	0.533875
SEMA6C	0.644666666666667
RTTN	-1.5021
IL2	0.218666666666667
ARRDC3	0.30475
TBPL1	-1.1305
STX12	1.31275
MRPL39	-0.90725
OR8H3	-0.223
IFIT5	1.81816666666667
CASC5	-1.6635
FAM46A	-0.753833333333333
HPCAL1	-0.974375
CYLC1	0.4475
VGLL2	0.303
C20orf191	0.42725
CDH1	2.89216666666667
ITPA	-1.187
CCDC101	-0.9105
D15Wsu75e	-0.857
EDA	-0.274
CREG1	-0.2355
OR7G2	0.336
SAP18	0.842416666666666
IFIT1	3.29
CALML3	1.51416666666667
FLJ37440	1.9395
FNDC5	0.48025
SERPINB6	0.505
JUNB	1.4259
SYS1	2.002
SCN2A	0.161833333333333
ZKSCAN5	-0.804
WNT7A	-0.1565
TSHZ3	3.1445
RNF148	0.626
H6PD	0.42475
CAD	-1.3925
ZNF449	0.67175
DOCK10	-0.6685
FAIM2	0.152833333333333
HEXDC	-0.1915
PRB1	-0.11575
C14orf148	-0.167
ETHE1	0.21225
IRF5	0.482
GNMT	0.828333333333333
MGC16291	-1.805375
RPAIN	-0.472357142857143
CAGE1	0.635
CNTNAP3	-3.143625
ACTR1B	-0.403
EEF1E1	-1.32525
MSX1	0.331875
ESF1	-1.1196
HSPC171	0.0565
MRPL2	-0.772
RDH12	-0.765
CELP	0.1905
METRNL	-0.3825
C10orf116	4.6555
C19orf48	-2.04775
ZNF346	0.020125
NCR1	-1.593
C10orf64	0.692
CD52	0.13
VPS18	2.611125
AP4S1	-0.332166666666667
NPBWR1	0.602
TPK1	1.23725
UBA52	-0.943277777777778
RIPK1	1.53383333333333
CPNE3	-0.2202
HSPC159	-1.00625
C8orf38	-0.38525
LRRC4B	-0.857
PARP10	0.7475
ANKRD50	3.678875
CXCL9	6.0265
FGF18	1.633
EIF2A	0.991375
SLC20A2	0.903166666666667
KIAA1549	-0.447916666666667
SPINT1	2.0115
ZNF584	-0.3925
CRBN	0.698833333333333
ABCF3	-0.0328333333333333
NCBP1	-0.493
PLA2G4F	1.14183333333333
PCDH10	4.787625
TTC21A	0.63025
C20orf144	-0.0905
FGFR1OP2	-0.764666666666667
SLC9A1	0.1691
CHRND	0.233
FOXF1	-3.49125
KIAA1467	-0.49475
TPO	2.545
LTF	4.74307142857143
DNAJB9	0.40275
MRPS27	-0.86775
bA16L21.2.1	0.2375
WBP2	0.182666666666667
MRGPRX3	-1.8665
PRPF18	0.17475
C10orf58	0.67
SMOC1	-3.305
ADAT3	0.0395
TMEM138	-0.55875
TMEM131	-0.270625
TIMM8B	-0.6125
MYH7	-0.901833333333333
ST6GAL2	2.304625
KIF1C	0.6755
SUHW2	-1.5205
PAPSS1	0.82825
CABP2	-0.4405
HOXA4	-0.74425
ELF2	0.697
SEMA3D	1.5791
MC5R	0.133
OGFR	0.2485
FLJ30092	-0.0463333333333333
TGFA	0.6013
MMP17	0.706
KIF15	-2.773
CHIA	0.2095
CATSPER3	0.559
CEACAM7	1.12308333333333
PADI2	2.29175
HOXA9	1.23816666666667
LNX2	0.597166666666667
TMEM144	2.348
HIF1AN	0.728
METTL7A	-0.3907
C6orf165	1.46666666666667
KIAA1468	-0.265
DSG3	1.0725
ZNF180	0.670833333333333
EIF4E3	1.48575
SLC46A1	0.30675
DKK1	-6.90683333333333
ZNF205	0.488
LOC162073	1.49194444444444
COX7A1	4.7445
MAGEA1	-0.0206666666666667
NEDD8	0.0951666666666667
KLHDC5	0.0503333333333333
C3orf19	0.8975
MRPS2	-0.9555
POLR3H	-0.568785714285714
ABHD11	0.8868
TMEM17	0.86375
PAIP2B	-0.585
MAT1A	-4.94825
LGI3	-0.40325
THUMPD2	-0.4815
TKTL2	0.5565
XAGE3	-1.73633333333333
CALM3	-0.261666666666667
C6orf136	-0.292666666666667
KCNC4	0.0916666666666667
RGS9	-0.542
ACIN1	-0.356
SPATS1	-0.5465
XKR8	0.12225
FAM84A	2.63458333333333
MS4A7	5.38172727272727
AGXT2L2	-0.10025
OR1F1	0.4125
SMAP1L	-0.213416666666667
IPO11	0.624625
ZC3H11A	0.151875
C1orf151	1.298
RNASEH2A	-1.2415
CCR10	-1.4705
TXNDC11	0.763333333333333
TMEM112	0.589125
MAP1B	0.816214285714286
NVL	-0.3625
PKM2	-0.92175
ARC	-0.26975
NUP54	-0.4295
PPFIBP2	1.3165
STAT2	1.321625
PTAFR	2.27216666666667
ROBO2	1.083375
RNF40	-0.232333333333333
CCDC135	-1.102
IFT81	0.2154
MORF4	-0.104
TM7SF3	-0.220625
OR10H3	0.3835
ABP1	-0.052125
CHRD	0.71975
PLEKHA8	-0.265166666666667
NCALD	2.72841666666667
OR5AK2	0.305
ACCN1	2.01916666666667
SLITRK1	-0.6025
ARMET	0.05475
C9orf52	0.22725
REEP4	-0.079
MTSS1	1.11475
ADH1B	4.05133333333333
DLD	-1.14525
CDK5	-0.83975
PPFIA1	0.1275
WFDC3	-0.42725
DNAJB12	1.171
RANGRF	0.1145
MLANA	-5.44775
AMY2B	0.64475
KIAA0319	-1.499625
RPS7	-1.323
JAK3	-0.139
ARFGEF1	0.85875
CXCL5	0.201916666666667
TRAPPC4	-0.9015
CETN2	1.428
HSPC111	-1.75625
RHOBTB3	-0.4933
PHLPP	-0.594
RGS10	0.454
TMEM58	1.12375
CHERP	0.097
HSP90AB3P	1.12433333333333
FSTL3	-0.684166666666667
PEX11A	1.04875
OR5V1	0.505
FCN3	2.197
PTPN3	0.419375
NPTX1	-5.948625
C21orf84	-1.5795
C11orf51	-0.647625
ZBED2	1.1025
FLJ90757	0.914
NPY2R	1.49325
PLD3	0.1705
SYT17	1.664
SGSM2	-0.636
OR1A2	0.15625
FOXP1	1.60475
SLC5A1	1.70475
POFUT1	-0.5374
EPHB6	-3.40533333333333
MYO1G	-2.562625
STAC	-1.6497
KLHL17	-0.821
RGMA	0.6754
TJP2	0.0247
FAM114A1	0.577333333333333
SERINC1	1.55425
SLC9A8	0.203625
PEX19	0.22125
EDN2	2.247
PSMD7	-0.619777777777778
C3orf41	-2.06275
UQCR	-0.152625
PPP1R3C	1.7815
LRP4	-1.9265
TM2D1	-0.25925
TTC17	0.2681875
C4BPB	-4.96925
CCL25	0.71325
ZNF253	0.541166666666667
CHRNA9	-4.03225
SOX11	-1.189
HIVEP3	0.464
CGN	1.74825
C3orf35	0.105125
PKD2L1	3.372
SYVN1	0.076375
PDE8B	-0.2865
LOC439951	0.446
LTC4S	2.5635
MIF4GD	-0.0363333333333333
SMARCA2	1.4255
TUBGCP6	-1.275
CABLES1	0.1595
C16orf77	1.6545
ZNF791	0.628
FUT5	-2.0765
ADH6	-2.79633333333333
P4HB	0.56175
CLDND2	-1.4155
ALKBH8	0.9315
PLAC4	-1.588
F11R	0.626571428571429
MGC35295	2.14366666666667
PDZD4	-0.626
LOC389073	-0.72975
FAM80B	-0.559666666666667
PSMB1	-0.43075
TXN	-0.692833333333333
VIPR1	1.123
WBSCR18	0.0485
EXOSC6	0.0656666666666667
ACTA2	4.21616666666667
SP5	-3.9015
ANKRD1	-2.879
DDR1	2.0577
ATP6V1D	0.2975
PTGS1	-0.812666666666667
RNF157	-1.22075
DCC	-0.23675
SPAG7	0.527
FBXO18	0.2485
UBE3C	-0.4755
HOXC6	1.768
LRP2BP	-0.307166666666667
MYST2	-0.07875
PDSS2	-0.27375
ATE1	-0.04225
ARAF	-0.1505
KLF10	0.69025
PLA2G2E	0.04025
ASCL1	3.6105
TSNAXIP1	1.32175
FAM131B	0.5505
IFNA10	0.51
NUP43	-0.719
FAM44B	-0.21525
L1TD1	-4.526
NMD3	-0.447666666666667
C18orf54	-0.8885
PHOSPHO1	-0.437
RAG2	-1.356
EMILIN3	-0.862
METTL3	-0.8995
VPS13C	-0.2545
REXO2	-1.172
ANXA4	0.13475
CA1	-1.47525
DCP1B	0.00725
TULP3	-0.907
ATP2A2	0.0736428571428571
ATIC	-0.7055
ADAM15	-1.08325
NPL	1.3285
LGR4	0.439375
UEVLD	1.14116666666667
GAB1	1.311
SNAI2	0.9755
ZGPAT	0.3036
SNF1LK	0.257125
DLEU1	-2.2575
UBE2Q1	0.422625
ZMYM6	0.405375
JPH3	-0.954
FAM38A	-0.46675
PXK	0.159166666666667
DENND2D	2.24075
BAX	-1.07308333333333
CP	-4.74372727272727
RPL37	-1.4813
G6PC3	-0.274
NCOA4	0.4575
LRRC14	-0.687625
GORASP1	0.921
FCHO2	1.2695
CYP24A1	-4.2035
FXYD3	1.71775
SMARCAL1	0.5375
ABCB8	-0.197333333333333
CCDC44	-0.09225
PRDM7	-3.12525
USH1C	-1.64325
DNAH5	0.645166666666667
SRF	0.8185
MAL2	1.8695
PGPEP1	-0.12825
SIN3B	-0.586
SEMA3C	0.554
GRAMD3	1.74625
FBXO10	-0.41175
OR5D13	0.5835
FLJ31818	0.168
CACNA1I	0.803375
S100A13	0.3335
TP63	1.34142857142857
ANXA11	0.8019
WDR66	1.54125
CSF2RB	0.0855
IFI44	1.46275
DACT1	3.09316666666667
ANKRD23	-1.91025
ATP5G1	-1.54216666666667
C21orf70	-1.33733333333333
PPWD1	-0.83075
DNAJC13	0.0925
PAH	-2.5815
PTCH2	0.8245
TRMU	-1.56675
CCDC9	0.2065
USP3	0.2404
DCLRE1C	0.0324
FAM55C	1.27325
FRMD4B	2.27075
CYP2R1	-0.937
RFPL1	0.1676
XPO5	-0.33675
ARL6IP2	-0.0985
OSBPL5	1.543
MMP9	4.14954545454545
KIAA0802	-1.112
DHRS2	0.401166666666667
SGEF	2.118875
TXNDC10	-1.0397
EXOC6	1.237
RPS27	-0.180666666666667
PNCK	-0.98
FSTL1	1.1655
AACS	0.90375
SLMAP	0.609333333333333
SAMD4A	-0.1078
ABRA	0.82175
SMARCD3	0.4565
PKNOX2	-2.47383333333333
A4GNT	0.296
C9orf39	0.446666666666667
RALYL	0.3015
MGC33556	-3.058
C10orf25	-0.635
BBOX1	5.24625
NHEDC1	-0.4105
XDH	0.223
GCSH	-0.8895
EDN1	1.4125
MTERF	0.34275
CLK4	0.19625
ZNF799	1.501
KCNG1	-2.398375
CXCR4	0.376833333333333
PTPRR	-1.84225
IRAK1	-0.22475
LOC401397	-0.73925
TMSB10	0.789571428571429
CXCL3	-3.9929
TMC4	2.25925
OR7A10	-0.16
STYK1	1.21125
CHRNA10	-0.67375
CCNI	0.768
EP300	1.02992857142857
LOC165186	-0.6835
HIC2	-3.0475
SDR-O	0.1005
OR2W1	-0.283
KCNA6	0.00999999999999998
TRIM74	-0.1125
REEP6	1.40925
ATP5G2	0.0775
ERG	1.336
TMEM42	-0.32875
PARN	0.9435
SOD2	-0.5521875
DIRAS1	-0.674833333333333
PNPT1	-1.39975
JOSD3	-2.311
hCG_40738	-0.133
PDE1C	-2.369
SEMA4D	0.317875
AGPAT1	0.677833333333333
NOSTRIN	1.138375
MAP3K3	-0.3455
MAX	0.705071428571429
CAPS	1.71816666666667
SERPINA12	0.192
OSBPL8	1.98
RICS	1.3903
NR4A2	2.782
PPCS	1.13866666666667
LONP1	-1.287
SCYL3	0.7125
HERC2P2	-1.25
FIBCD1	-1.315
C15orf41	-1.2125
