Hybridization REF	TCGA-E2-A15P-01A-11R-A115-07
THRSP	3.14316666666667
LELP1	0.00366666666666666
TES	0.34475
C17orf87	1.274
FERD3L	-0.1435
SH3TC1	-0.836
RAB36	-0.5135
CRYGB	-1.002
GRIA3	0.8697
BHLHB9	1.86425
C1QTNF9	1.033
GOPC	0.092
PNPLA8	1.82416666666667
ZNF444	0.62875
FMO1	3.028
POLR3C	-0.83225
SLC35F3	0.792
SGCG	-2.68366666666667
DCDC2	-1.3125
NANP	-0.50075
MGC23270	0.574
BEX4	2.57683333333333
HYDIN	1.3624
RPS6KB2	-1.325
ADRM1	-1.07391666666667
BAT3	-0.9535
RAB31	0.0956875
SCGB2A1	5.347375
SLC6A14	-2.46625
DDX4	-0.79
PRRC1	1.01816666666667
AP3B2	0.329833333333333
TRGV7	0.0471666666666667
TMEM184B	0.86375
ADPRHL1	0.5765
C21orf45	-0.6825
ARNTL	0.963125
AADAT	-1.19225
CCL2	0.0666666666666667
SNTB2	0.358333333333333
RGS9BP	1.11375
KPNA1	0.381
TMEM41B	0.259833333333333
S100A11	0.0274166666666667
DOT1L	-2.4935
EFHC2	2.5985
CLTC	0.2205
SRP9	1.3625
ZNF521	0.443
FAM26F	-0.795
GPR88	0.573
COL13A1	-0.721666666666667
CHMP4B	-0.1047
SIGLEC6	0.4725
NFAM1	0.21925
PVRL2	1.0188
ALKBH4	-0.181
CCDC93	-0.13325
NXT1	-0.42275
KCNK4	1.2055
TROAP	-2.07333333333333
KCNA10	-0.21025
CCDC114	0.330166666666667
RAN	-0.445916666666667
LMTK2	-0.084
LOC400657	0.9985
UFC1	1.0045
UBE1DC1	-0.1135
EEF1A1	0.263444444444444
CHAC1	-0.419
HMGA2	-5.0828
B3GALTL	0.4325
ING2	0.36375
C1orf109	0.4135
INTS3	0.491875
ZNF558	0.3905
TRPM4	0.821166666666667
LTB4R	-1.059
ISYNA1	-0.99925
LSM7	-0.76975
LRRC47	0.311375
ZNF179	-1.34216666666667
EXDL1	0.425833333333333
SLC4A10	-1.443375
ACSS2	-0.511166666666667
COPS7B	-0.121
KIAA0040	1.3265
C1orf95	0.228
AP1GBP1	0.3295
OR9A2	0.3065
FAM71C	0.0631666666666667
RIN1	-1.33316666666667
ITGA4	-2.532625
DNAJC6	-1.0545
CLOCK	0.704333333333333
SLC35A4	0.352666666666667
DSG4	0.57425
LOC26010	-0.56175
NSUN2	-0.01425
TMEM86B	-1.2763
C14orf135	-0.39
KIFC3	-1.8215
PHF5A	-0.49775
NCAPH	-2.429375
STK11IP	0.07125
FLJ42953	0.300375
CCDC19	2.469
ZNF329	0.28475
TAX1BP1	0.8205
ZDHHC18	-0.110166666666667
C10orf88	-0.13425
TMBIM4	1.9499
NMUR1	0.577
KIR2DS4	0.140375
C9orf90	-0.109
MGC87631	1.85
KDR	2.6605
ST3GAL2	-1.565
RLN2	1.39416666666667
HPD	-3.38025
MOXD1	-1.16233333333333
PDGFRL	1.71416666666667
SMYD4	-0.260071428571429
FAM103A1	0.473833333333333
MFAP4	0.319166666666667
LOC285141	3.266
TMEM45B	-3.0875
SMCR7L	-0.715714285714286
GZMH	2.89975
CBLN1	-2.67616666666667
CNNM1	-0.5125
PHF17	-0.558666666666667
NUP98	0.154583333333333
RMI1	0.35975
PTPRS	-0.223125
ANKRD57	0.152875
CLDN15	-0.836
OR51A2	-0.6485
GUCA2B	0.346
DOCK9	1.3105
ITGB1BP1	-0.511833333333333
DLG2	0.05325
BRAP	-0.06275
SESN3	1.879
ZC3H7B	-0.13525
FAM101A	1.333
FKSG24	-0.4465
ZYG11B	0.248
RFC2	-0.9535
SH2D3A	0.216166666666667
DVL3	-0.2515
ADFP	-1.194
KRIT1	0.699875
SERTAD3	1.863
LEFTY2	-2.45025
KRT27	1.4425
SCFD2	-0.1255
MN1	-1.033
RORA	1.4615
PTPRD	-0.142
PIAS2	0.949666666666667
CYP4X1	4.6965
FBXL15	-0.62625
MYH15	-0.325166666666667
CRX	0.0195
TBC1D13	0.7725
SLC22A17	1.01466666666667
PLK2	2.19666666666667
ARHGAP9	0.186
EIF1B	0.1905
C20orf185	-0.74125
DEFA7P	-0.056
PRIM1	-2.48966666666667
CRYAA	-2.08525
BACE1	0.045
AGTRL1	0.8725
ACAD9	0.249875
GRASP	0.628
RBP4	-2.70483333333333
TFB2M	0.30575
METTL9	-1.0782
ATP5O	-0.467
SP100	1.0928
CPSF1	-0.9675
S100A4	-1.70175
LIME1	-1.3225
GPR137C	-1.273
OR2A2	-1.4605
C2orf29	0.32025
NUP188	-0.9185
SDPR	0.943
RAI1	0.377
RPS20	-1.102
LAMB1	-0.384
ADM2	-0.557
ZNF229	1.75625
DKFZp434K1815	-1.3745
EPN3	2.15
CLIC3	-2.0465
MEIG1	-0.17075
HMGB4	0.19725
STARD10	0.210875
KLF8	3.6205
EPB41L2	-0.865833333333333
JMJD6	-0.58575
CTSL1	0.2915
GPR27	1.2655
ELAVL4	0.61875
MMP21	0.6805
PPM1B	1.08925
SUV39H1	-1.143
AAMP	0.25325
TUSC4	0.684333333333333
MBD6	-0.02325
KLK13	-1.163125
FMNL3	0.498
TRIM13	0.3505
C15orf5	-1.0015
IQCF1	-0.03525
CACNG8	0.0475
SLC35D3	0.2985
ZDHHC9	0.219
ODF3L1	-0.3865
C9orf86	-0.2688
TSEN2	-0.39
C17orf64	-0.18525
SEPX1	-0.5211
TSPO	-0.7545
SYMPK	-0.016
ADORA1	-0.7385
TSPAN10	-1.044
SEMA6C	0.0498333333333333
RTTN	-0.1017
IL2	0.361333333333333
ARRDC3	0.15225
TBPL1	-1.38183333333333
STX12	1.17725
MRPL39	-0.6845
OR8H3	1.122
IFIT5	1.5025
CASC5	-2.389625
FAM46A	-1.00233333333333
HPCAL1	-1.545625
CYLC1	-1.6025
VGLL2	-0.09475
C20orf191	0.9185
CDH1	2.14691666666667
ITPA	-0.304
CCDC101	-0.71875
D15Wsu75e	-1.008
EDA	0.17875
CREG1	-0.53925
OR7G2	0.5315
SAP18	0.40325
IFIT1	2.60475
CALML3	2.8625
FLJ37440	2.182
FNDC5	-0.4505
SERPINB6	0.161428571428571
JUNB	1.3439
SYS1	1.5195
SCN2A	1.92816666666667
ZKSCAN5	-0.3162
WNT7A	-0.884
TSHZ3	2.72175
RNF148	1.1045
H6PD	0.73425
CAD	-1.3115
ZNF449	0.737
DOCK10	0.1665
FAIM2	-0.0201666666666667
HEXDC	0.332
PRB1	-1.73
C14orf148	-0.2575
ETHE1	-0.0495
IRF5	0.664
GNMT	1.379
MGC16291	-1.678625
RPAIN	-0.241357142857143
CAGE1	0.491
CNTNAP3	-1.57925
ACTR1B	-0.574
EEF1E1	-0.82975
MSX1	-1.142875
ESF1	-0.1461
HSPC171	-0.3205
MRPL2	-1.27383333333333
RDH12	-0.935666666666667
CELP	-0.687
METRNL	-0.90825
C10orf116	2.71616666666667
C19orf48	-1.22925
ZNF346	0.054875
NCR1	-1.6695
C10orf64	0.339
CD52	-0.91975
VPS18	0.877375
AP4S1	0.932
NPBWR1	-1.271
TPK1	0.93825
UBA52	-1.09666666666667
RIPK1	0.8445
CPNE3	0.1247
HSPC159	0.74125
C8orf38	0.52475
LRRC4B	-1.7
PARP10	-0.4342
ANKRD50	1.431875
CXCL9	4.737
FGF18	1.34345454545455
EIF2A	-0.298
SLC20A2	1.552
KIAA1549	-0.686333333333333
SPINT1	2.1492
ZNF584	-0.4375
CRBN	1.317
ABCF3	-0.0726666666666667
NCBP1	-0.0843333333333333
PLA2G4F	1.24033333333333
PCDH10	-1.860125
TTC21A	0.97975
C20orf144	-0.3755
FGFR1OP2	-0.738833333333333
SLC9A1	0.3762
CHRND	-0.0355
FOXF1	-2.95325
KIAA1467	1.7205
TPO	2.98216666666667
LTF	2.76714285714286
DNAJB9	1.5165
MRPS27	-0.3835
bA16L21.2.1	0.81125
WBP2	0.0508333333333333
MRGPRX3	-1.59116666666667
PRPF18	1.03925
C10orf58	-0.05375
SMOC1	-2.8865
ADAT3	-0.632333333333333
TMEM138	-0.07075
TMEM131	-0.04325
TIMM8B	-0.417
MYH7	-0.9105
ST6GAL2	0.566125
KIF1C	0.57425
SUHW2	-1.6385
PAPSS1	1.31775
CABP2	-0.417
HOXA4	-0.42625
ELF2	0.74375
SEMA3D	0.1286
MC5R	0.2225
OGFR	-0.466
FLJ30092	0.630333333333333
TGFA	-0.8564
MMP17	-0.93775
KIF15	-2.991
CHIA	0.308
CATSPER3	0.30675
CEACAM7	1.40833333333333
PADI2	1.177625
HOXA9	1.6495
LNX2	0.321
TMEM144	2.84425
HIF1AN	0.14725
METTL7A	-0.473
C6orf165	3.3245
KIAA1468	1.205
DSG3	2.4375
ZNF180	1.2115
EIF4E3	1.79625
SLC46A1	-0.018
DKK1	-5.50016666666667
ZNF205	-0.511666666666667
LOC162073	1.2805
COX7A1	3.33175
MAGEA1	-4.11783333333333
NEDD8	0.49225
KLHDC5	0.131833333333333
C3orf19	0.541166666666667
MRPS2	-0.91275
POLR3H	-0.203071428571429
ABHD11	0.5413
TMEM17	1.339
PAIP2B	0.438
MAT1A	-3.849
LGI3	-0.2605
THUMPD2	0.24975
TKTL2	-0.3485
XAGE3	-1.44816666666667
CALM3	0.32825
C6orf136	-0.985833333333333
KCNC4	-0.245166666666667
RGS9	0.801
ACIN1	-0.231
SPATS1	0.4005
XKR8	-0.0015
FAM84A	1.66241666666667
MS4A7	4.42327272727273
AGXT2L2	0.13225
OR1F1	0.056
SMAP1L	-0.626666666666667
IPO11	0.6905
ZC3H11A	0.27425
C1orf151	0.861
RNASEH2A	-1.3705
CCR10	-1.53
TXNDC11	0.3375
TMEM112	-0.002875
MAP1B	-0.588142857142857
NVL	-0.6725
PKM2	-1.05065
ARC	-1.042
NUP54	-0.229
PPFIBP2	1.11116666666667
STAT2	0.96975
PTAFR	0.741333333333333
ROBO2	1.86325
RNF40	1.217
CCDC135	0.167
IFT81	-0.0935
MORF4	0.5405
TM7SF3	-0.085375
OR10H3	-0.0535
ABP1	-0.360625
CHRD	0.96175
PLEKHA8	-0.325833333333333
NCALD	1.15258333333333
OR5AK2	0.34325
ACCN1	0.354833333333333
SLITRK1	-0.66025
ARMET	0.12725
C9orf52	0.92925
REEP4	-0.923
MTSS1	0.63925
ADH1B	3.08383333333333
DLD	0.2225
CDK5	-0.4395
PPFIA1	-0.2706875
WFDC3	0.02975
DNAJB12	0.126571428571429
RANGRF	-0.409
MLANA	-4.02925
AMY2B	0.43
KIAA0319	-2.033125
RPS7	-0.98
JAK3	-0.1569
ARFGEF1	1.47575
CXCL5	0.574166666666667
TRAPPC4	-0.71175
CETN2	1.365
HSPC111	-0.5825
RHOBTB3	-1.1107
PHLPP	-0.0905
RGS10	-0.0095
TMEM58	0.85875
CHERP	0.19575
HSP90AB3P	0.343166666666667
FSTL3	-0.926333333333333
PEX11A	1.6525
OR5V1	0.543
FCN3	0.90075
PTPN3	0.994125
NPTX1	-4.4995
C21orf84	-1.2275
C11orf51	-0.7425
ZBED2	0.54375
FLJ90757	0.8665
NPY2R	2.45075
PLD3	0.177
SYT17	2.5535
SGSM2	-0.1565
OR1A2	0.52075
FOXP1	1.10975
SLC5A1	3.87925
POFUT1	-0.136
EPHB6	-2.79766666666667
MYO1G	-2.235375
STAC	-1.1939
KLHL17	-1.37666666666667
RGMA	0.3182
TJP2	0.1585
FAM114A1	0.623333333333333
SERINC1	1.281
SLC9A8	-0.112125
PEX19	0.914375
EDN2	2.475
PSMD7	-0.861777777777778
C3orf41	1.8565
UQCR	-0.80325
PPP1R3C	2.098
LRP4	-1.685
TM2D1	0.748
TTC17	0.5194375
C4BPB	-0.622
CCL25	0.608
ZNF253	0.568
CHRNA9	-2.1505
SOX11	-2.111
HIVEP3	0.1905
CGN	2.84241666666667
C3orf35	0.3425
PKD2L1	3.0785
SYVN1	0.366125
PDE8B	-0.869375
LOC439951	-1.50525
LTC4S	1.7775
MIF4GD	0.412666666666667
SMARCA2	1.7146875
TUBGCP6	-0.854333333333333
CABLES1	0.711625
C16orf77	1.59516666666667
ZNF791	0.4565
FUT5	-1.8655
ADH6	-2.5114
P4HB	0.611
CLDND2	-1.88575
ALKBH8	1.67425
PLAC4	-0.731
F11R	0.992357142857143
MGC35295	1.12416666666667
PDZD4	-1.0465
LOC389073	-0.53975
FAM80B	-0.770666666666667
PSMB1	-0.730375
TXN	-0.527833333333333
VIPR1	1.3127
WBSCR18	0.6785
EXOSC6	-0.735166666666667
ACTA2	3.17666666666667
SP5	-0.626083333333333
ANKRD1	-3.3075
DDR1	2.7339
ATP6V1D	0.347
PTGS1	-1.02875
RNF157	-0.408
DCC	-0.171
SPAG7	0.39625
FBXO18	-0.385
UBE3C	-0.0805
HOXC6	0.78475
LRP2BP	0.600166666666667
MYST2	0.08575
PDSS2	-0.9415
ATE1	0.0405
ARAF	-0.374
KLF10	0.473
PLA2G2E	0.10825
ASCL1	-1.2585
TSNAXIP1	1.50175
FAM131B	0.089875
IFNA10	0.8415
NUP43	-0.930375
FAM44B	-0.01125
L1TD1	-3.865
NMD3	-1.12575
C18orf54	-1.154
PHOSPHO1	-0.3645
RAG2	-2.976
EMILIN3	-0.342
METTL3	-0.22775
VPS13C	0.357375
REXO2	-1.1185
ANXA4	0.17975
CA1	-1.704
DCP1B	0.3445
TULP3	-0.927833333333333
ATP2A2	-0.351642857142857
ATIC	-0.573
ADAM15	0.266416666666667
NPL	0.919666666666667
LGR4	-1.288375
UEVLD	1.64416666666667
GAB1	1.7205
SNAI2	0.3045
ZGPAT	-0.3354
SNF1LK	-1.20875
DLEU1	-1.7195
UBE2Q1	-0.082
ZMYM6	0.6898125
JPH3	-2.3025
FAM38A	-1.0085
PXK	0.767
DENND2D	2.971
BAX	-2.05341666666667
CP	-2.48609090909091
RPL37	-1.0558
G6PC3	0.446
NCOA4	-0.135
LRRC14	-0.47125
GORASP1	0.739
FCHO2	1.089125
CYP24A1	-3.371
FXYD3	1.28175
SMARCAL1	0.39725
ABCB8	-0.223
CCDC44	-0.2345
PRDM7	-3.04575
USH1C	-1.4405
DNAH5	2.63383333333333
SRF	0.39725
MAL2	3.11016666666667
PGPEP1	-0.0495833333333333
SIN3B	-0.7655
SEMA3C	0.409
GRAMD3	1.47225
FBXO10	-0.136625
OR5D13	-0.3735
FLJ31818	0.59275
CACNA1I	-0.949875
S100A13	0.2525
TP63	3.12578571428571
ANXA11	0.0327
WDR66	1.631125
CSF2RB	0.355
IFI44	0.996
DACT1	1.71466666666667
ANKRD23	-1.25275
ATP5G1	-0.536166666666667
C21orf70	-0.901166666666667
PPWD1	-0.87525
DNAJC13	0.15725
PAH	-5.07233333333333
PTCH2	0.42175
TRMU	-1.513
CCDC9	-0.161
USP3	0.2413
DCLRE1C	0.2745
FAM55C	0.707
FRMD4B	2.24
CYP2R1	0.4945
RFPL1	0.1558
XPO5	-1.26575
ARL6IP2	0.3485
OSBPL5	1.52175
MMP9	2.31545454545455
KIAA0802	0.667375
DHRS2	-2.6555
SGEF	0.097375
TXNDC10	-0.5741
EXOC6	0.873
RPS27	0.083
PNCK	-1.479
FSTL1	-0.752
AACS	0.70275
SLMAP	1.3975
SAMD4A	-1.2693
ABRA	-0.26425
SMARCD3	1.3935
PKNOX2	-0.581
A4GNT	0.1435
C9orf39	-0.365333333333333
RALYL	0.03175
MGC33556	-2.388
C10orf25	-0.4875
BBOX1	5.3905
NHEDC1	-0.1615
XDH	-0.03425
GCSH	-0.938
EDN1	1.01983333333333
MTERF	0.478
CLK4	1.288
ZNF799	1.62783333333333
KCNG1	-1.943625
CXCR4	-1.45183333333333
PTPRR	-1.9845
IRAK1	-0.472375
LOC401397	0.36775
TMSB10	0.844285714285714
CXCL3	-3.5547
TMC4	2.4485
OR7A10	0.634
STYK1	2.689
CHRNA10	0.05325
CCNI	0.7695
EP300	1.05657142857143
LOC165186	0.0631666666666667
HIC2	-2.8315
SDR-O	0.1655
OR2W1	0.2635
KCNA6	-0.6755
TRIM74	-1.04075
REEP6	1.36125
ATP5G2	-0.05425
ERG	1.132375
TMEM42	1.0535
PARN	0.353333333333333
SOD2	-1.0483125
DIRAS1	-0.851833333333333
PNPT1	-1.11525
JOSD3	-1.18225
hCG_40738	-0.1055
PDE1C	-1.46275
SEMA4D	0.029375
AGPAT1	-0.161833333333333
NOSTRIN	2.3495
MAP3K3	-0.242
MAX	0.220785714285714
CAPS	0.8575
SERPINA12	0.522
OSBPL8	-0.053
RICS	1.1952
NR4A2	2.186
PPCS	1.95433333333333
LONP1	-1.11075
SCYL3	1.22625
HERC2P2	-0.399833333333333
FIBCD1	-1.3835
C15orf41	-1.0825
DMC1	-2.00466666666667
C20orf27	-1.47275
RPS6KA5	1.3233
FAHD1	0.0835
SLC12A4	-0.738
BRCA1	-1.66025
GBL	-0.90975
SLK	0.463666666666667
NUDT9P1	0.1035
NOXO1	-0.59
USP52	-0.83125
BAZ1B	-0.719125
SLCO2B1	2.46575
BBS12	1.89283333333333
LRGUK	0.437666666666667
TERF2IP	-0.12825
COL1A1	4.452
KIAA0090	0.832125
GRK5	0.562666666666667
AP1S2	-1.7383
TMEM52	-0.784166666666667
CA11	-0.6015
OR4A15	0.175166666666667
ACBD3	1.2454
SPAG11B	0.01775
PRDM2	1.1657
FOXP3	0.5965
SMYD3	-0.1159
LOC389199	-0.8755
LGI2	1.638
NAPE-PLD	0.48
ANKRD6	0.8425
WDR45	0.0648333333333333
SHROOM1	3.051
PSCD3	-0.2515
PYY	0.528
KCNC1	-0.39
ARHGEF9	0.7596
OR8J1	0.0695
GPR55	0.981833333333333
NS3BP	-0.7815
C10orf22	-0.257166666666667
NAT8L	0.71725
DUSP4	2.27983333333333
FOXM1	-2.7865
GRAMD2	1.6159
ZBTB48	-0.056
BUD31	-0.2585
PABPC5	1.495
CCDC41	0.06625
FBXO11	0.551666666666667
C6orf148	-1.0755
RFXAP	-1.0095
C6orf15	0.496
CDK8	-0.8925
C6orf70	-0.082375
TESSP2	-0.71
ALG2	0.767
PPP1R3D	2.2685
TPM3	0.987722222222222
SYT13	1.56325
EPB42	-1.1065
CETN3	-0.8395
PRY	-0.0105
NTHL1	-0.9925
POLR2B	0.094
RPS28	-1.28183333333333
P2RX3	-0.00674999999999999
LYZL4	-0.348666666666667
WBP4	-0.3526
PMM1	-0.58775
C11orf79	0.36275
CBLL1	-0.6375
IL1F10	0.747666666666667
VAX2	-1.3705
SETDB1	0.124
LRAP	-0.510666666666667
GCLM	-0.311
CPEB3	2.91325
PPM1A	1.22325
INTS1	-0.763
CAMTA1	1.394
SAMSN1	-1.69575
LOC158830	-2.95016666666667
GMPPA	-0.66575
AIPL1	0.06025
IL24	-0.242333333333333
BDKRB1	-2.81333333333333
MLF1	1.8965
TAF12	-0.14825
ID1	-2.002875
THADA	0.01
PIK3CB	0.1385
OR4N5	-0.7385
TBC1D17	-0.415666666666667
COX8A	-0.49225
CDCA4	-0.36075
C2orf44	-0.73025
ZNF534	-0.69675
IMMP1L	-0.82275
NIPSNAP3B	0.6045
FTMT	0.484875
PWP2	-0.8535
MMP15	-0.413
DNAH11	-0.7425
MTMR14	-0.234375
DNAL4	0.5605
IPP	-0.1825
TMEM59	0.87025
C1orf157	-0.027
RGS4	0.204
DDX18	0.112166666666667
SNX6	0.63675
ZNHIT2	0.311666666666667
NCDN	-0.0941666666666667
FLJ33534	0.23175
RAG1	-1.69
OR4D10	0.343
PTPN5	0.9645
POMT1	0.609125
LRRC8A	0.4698
CYP1A1	-1.92175
CAPN1	0.398833333333333
DDHD2	0.0075
GRIK2	-0.90175
GNRHR	-0.331
PPBP	0.6725
HTR3A	-0.985
SLITRK4	-0.383
ANKRD49	0.2425
BTF3	0.238
SARS	-0.55425
C13orf18	0.2145
CACNB1	-0.269142857142857
QKI	0.117
SETMAR	0.5425
MAN2B1	0.0591666666666667
EML3	-0.762
ACADL	0.6635
OFD1	0.5735
DEFB114	0.189
CGA	-3.9139
PEX16	-0.0433333333333333
LRRC10	0.3545
GNG12	0.2845
C1orf152	-0.056
CHRM1	0.0735
CD53	-0.10625
DBH	-1.2075
TFAP2B	1.12625
HIST1H2BJ	-0.242
FAM46D	0.226
TMEM11	-0.37325
C3orf32	-2.81225
PCCB	0.6555
IPO13	-0.585375
C6orf105	-1.645
COMMD5	0.13325
SUV420H1	0.98
LTBR	0.23075
ARHGAP15	-1.201
HDHD2	1.2035
TDRKH	0.235333333333333
LOC401052	1.344
PSG4	-1.093
GNB4	1.0691
SPATA4	4.7445
SLC9A3	-0.634
OSBP	0.8445
NBPF3	0.05375
DOCK11	-0.985
SLC39A5	-1.8625
PRR5	-0.4547
C10orf63	2.835
SMTNL2	-0.9025
ADRA1A	-0.00200000000000002
ASAH1	3.7232
DOM3Z	-0.0547
GIPR	0.0511666666666666
AHI1	-0.62875
NADSYN1	-0.3775
RGS14	0.268
IL18BP	0.5836
RTN4RL1	2.36533333333333
ARMC6	-0.644
PSMD5	0.525833333333333
HK3	0.689
OR4S1	1.1235
RSU1	0.6362
MAD2L1	-2.07088888888889
EIF4A3	0.49375
DLEC1	1
E4F1	-0.118
CHMP2B	0.993
CAMSAP1	-0.18725
RPS21	-1.70616666666667
ARID5A	0.36625
UBE2N	0.2752
IGSF8	-0.123666666666667
MAGEB6	-3.7
ACAD11	-0.6575
MGC4172	-0.7955
LMO4	-0.15
KLKB1	-0.189
HP	-1.1685
HDAC3	-0.0635
SCHIP1	0.874
CLCA1	0.0725
OLFML2A	0.89925
C1orf112	-1.482
KIF19	1.71616666666667
HAPLN4	-0.6054
CXCR7	-0.814333333333333
GOT2	-0.3262
RAB38	0.042875
DCX	0.04075
PPM1H	1.27908333333333
NFYC	-0.622583333333333
KIN	0.23875
ZNF228	1.9725
PLSCR4	2.1375
HIG2	-0.11075
FAM79B	5.989
C21orf86	-0.4037
KCNK10	0.2365
ZNF738	-0.079125
FSTL5	-1.88283333333333
OR6A2	-0.6785
OTOA	1.14366666666667
EXOC1	0.71075
AHRR	-2.8185
PDAP1	-1.43958333333333
C19orf6	-0.75975
ZAN	-0.071
LY6G6E	0.425
EIF4E2	-0.437
C20orf198	-0.16925
ZNF324	0.41025
CYP3A5	-2.46566666666667
ENTPD7	0.867
MBOAT5	-0.365666666666667
GJB5	-0.6095
TTC13	0.066
S100Z	-1.63716666666667
KIAA0664	-0.4715
PDGFRB	1.969
IL17D	-0.24275
OR56B4	0.517
RDX	-1.0935
SLC34A3	-0.478
IL28B	0.6335
JUND	1.092
CHRNB1	0.77925
CAMK2B	-0.27625
FETUB	-1.964
CXorf23	1.76475
MRTO4	-0.713125
TTC3	0.8413
NDUFB8	-0.610666666666667
EDG2	-1.32025
SEMA3G	1.428
IL23A	-1.83575
GRHL1	2.1737
LOC441054	0.3335
WDR65	1.340125
PSTK	-0.53475
STOML3	0.0311666666666667
R3HDM2	0.0414
C5	-2.54325
SLC2A10	1.08533333333333
C3orf22	0.13525
PAQR3	-0.953
ANKRD26	1.97033333333333
HCRTR1	-0.478
LOC399947	-1.34266666666667
PSD2	-0.03975
TIGD2	-0.0678333333333333
SCRN1	-0.55325
COQ10A	-1.2195
DDI2	-0.1625
METTL7B	-1.21633333333333
UCN2	-0.492
FAM92A3	-1.16225
WDR16	3.66225
ZNF511	-1.36883333333333
ZMYM5	-0.68225
POLR3G	-2.6245
ZNF586	0.54425
C1orf49	0.387833333333333
TANK	1.476
RCAN1	-0.494666666666667
PELI3	0.8955
LIMD2	-0.579416666666667
TMEM189	-1.437
NTN4	2.98625
LOC151300	-0.1805
CLEC2A	-2.7845
GPR135	-0.302
DPYSL4	-2.6406
JAK2	0.571
TSHZ1	1.76116666666667
TM9SF4	-0.305
ZNF264	1.32566666666667
SIRPG	0.56
BICD1	-0.173
HERC6	0.745666666666667
METTL5	-0.882
CASP1	0.697
PRRT1	-0.349
PLA2G4C	2.08433333333333
ICA1L	-0.181153846153846
TPTE2	0.3992
OTUD7A	-0.712666666666667
AQP11	-0.9495
APOA2	-3.4213
KALRN	-0.4483
SECTM1	1.08241666666667
IFNAR1	0.3815
TALDO1	0.115625
RAB11FIP4	0.314833333333333
EIF5A	-1.651
FAM49A	0.99075
NEGR1	1.095
YTHDC2	1.056125
EHD2	-0.323875
NCF1	0.9924
SCRT2	-1.602
HOXA5	0.475833333333333
NUP133	0.242
FGF12	-0.690875
SLMO2	-0.33875
SNTA1	-0.089375
CACNG2	-0.228285714285714
GCM1	1.21725
ELF1	0.856166666666667
TLR5	2.4155
TCFL5	-0.94325
RBMY2FP	-1.3445
LOC100125556	0.463375
FAM129B	-0.598875
MAP3K7IP1	-0.523375
NCK2	-0.089
OXA1L	-0.90825
FMO9P	0.509
ZSCAN12	1.7355
PSMD12	-0.293666666666667
HSCB	-0.271
CLDN10	-2.95875
MGC13053	-0.7775
HPCAL4	-1.08
ASZ1	-0.686
MEX3D	-0.859833333333333
NFAT5	-0.5063
CSPG4LYP1	-0.4295
FBXO3	1.7421
DVL1	-0.00316666666666667
CMKLR1	1.74266666666667
TYMS	-3.88575
PEF1	0.86125
ZNF750	1.6875
MCM5	-1.7893
MEGF11	-0.24725
KCNK7	-0.261
PTP4A3	-0.494
C1QTNF2	-1.0935
OR6S1	0.2835
FAM122B	-0.581
ZNF551	-0.0985
HBQ1	-2.084
GEMIN6	-0.09475
ARSK	0.82875
RBP7	2.059
CPNE9	0.46725
DSC1	2.4465
LOC730112	0.14075
MAP2K4	1.804625
HS3ST5	-3.464
EPB41L3	0.804
TEKT2	1.4595
CDKN2B	0.632166666666667
ZNF480	-0.87175
MAP3K6	0.2335
MAP6	1.9675
HN1	-0.543
OR2L13	1.46766666666667
SLC16A11	0.88525
FAM96A	-0.10975
APOL1	0.73075
C5orf32	0.62075
RTP1	-0.938666666666667
RNF175	0.4345
ZBTB41	1.850625
AHCTF1	-0.0898
SAE2	-0.2701
ITGA2	1.56091666666667
MME	0.232833333333333
CCDC14	-0.444
MAST4	0.446428571428571
KRT33B	-0.3435
KCTD2	0.0981666666666667
WDR26	0.261666666666667
MFI2	-0.182125
NR4A3	-0.93925
ARSA	1.19
UNKL	-0.496333333333333
SULT6B1	0.0115
CCNA2	-2.78233333333333
SOX15	0.0105
PPAPDC1B	0.71225
C19orf44	0.687
MCAT	-0.482583333333333
ARID1B	-0.045125
OR52N1	0.6895
C12orf48	-1.8125
MAGI1	1.621625
NIPA2	0.182
GBX2	-1.85225
RSHL3	2.247375
RAVER1	-1.12
C15orf17	0.03325
SLC30A2	1.481625
ZNF518	-0.08975
PCYT1B	-1.7945
C10orf114	-2.09375
EIF3H	0.341416666666667
SLC25A39	-0.5505
KIF1B	-0.033125
AMOTL2	0.532
C6orf120	0.55675
PSRC1	-2.36725
PLA2G10	1.828875
KIF5C	-0.1135
MRPL37	-1.264
C17orf62	-0.0125
C9orf135	0.202
DUSP10	-0.2849
CLCNKB	0.2025
PSMA5	0.215375
C8orf53	0.9175
AMPD3	0.21
PIAS1	0.16025
ADCYAP1R1	-0.245
GYLTL1B	0.9855
CDH20	0.201333333333333
FBXO7	-0.39325
TMEM134	-0.00133333333333334
FLJ14213	0.8195
ZNF3	-0.03975
LRRFIP1	0.66325
CNOT2	0.5435
ABI3	1.803
ALDH5A1	-1.54191666666667
HNT	2.3017
SERPINA4	-2.508
TK2	0.763
STMN1	-2.31
GUCA2A	-0.0993333333333333
GALNT10	0.6235
DPP6	-1.11215
C9orf93	1.340875
PRELID2	-0.274
STK39	0.5125
SFTPA1	-2.1105
CKS2	-1.71188888888889
RHO	0.320375
C20orf135	-0.37975
XKR3	-2.647
CR1	0.4845
RPS6KA2	0.246571428571429
C20orf112	1.21275
MRPL22	-0.10025
C4orf23	1.01816666666667
GADD45B	0.5245
KLHDC1	1.954
