Hybridization REF	TCGA-A2-A0YF-01A-21R-A109-07
TUBB4	-1.2515
NLK	-0.872
POU4F3	-0.533
SDF4	-0.48975
ITGBL1	1.27316666666667
NETO1	-2.3735
TAP2	-0.122375
ABBA-1	-0.277166666666667
GNAI1	0.1735
VPS4B	0.52725
NOPE	-0.8122
GALNT6	2.14283333333333
SESN1	0.80925
GBE1	-2.31733333333333
CLASP1	0.26175
RASGEF1B	1.1475
ACOT11	-0.616928571428571
AFAP1	0.1615
OR2H2	0.124
DPY19L2P1	-1.54675
DZIP1	-3.134
SEC22C	0.449333333333333
GPR161	-1.11375
RNF146	-0.242
WDR74	-0.4165
GALP	-0.916
PURA	0.4345
DNPEP	1.14808333333333
RP11-78J21.1	-1.6075
ERBB2	2.620625
FANCM	-1.29808333333333
NEO1	1.236
DDX3Y	-5.6635
RPS3A	0.111125
MXRA7	-0.0163571428571429
LGALS3	0.0271666666666667
GLT8D1	0.185
CFL2	-1.29533333333333
UPB1	0.03475
NAP1L5	-0.411375
CLDN14	-1.00725
DHX38	-1.08125
BTBD1	-0.50625
TARS2	0.829333333333333
ABCF1	-0.3816
FCF1	0.328666666666667
LRRC49	1.7935
GUCY1B2	-2.3905
C1orf177	1.35766666666667
SMARCA4	-0.511571428571429
LRP8	-4.38183333333333
TAGLN3	-1.173
MRPL14	0.608
TTRAP	0.31075
ZDHHC20	-0.16275
NFE2L3	-2.38825
KIAA1377	1.471125
PALMD	0.6499
TMEM43	-0.34025
TTL	-1.553
STAT5B	-1.19233333333333
SSB	-0.707875
OR10H5	0.2665
SLC22A13	-1.0425
AKAP3	-0.8505
TIMM23	0.512666666666667
OAS2	2.22733333333333
KIAA0423	1.0435
TRIM11	-0.417333333333333
GLIS3	1.095375
TMEM50B	0.587166666666667
ARHGEF4	-2.106625
DEGS1	-0.622363636363636
TBL1XR1	0.584566666666667
G6PD	-2.64775
SP140	0.5006
MUC17	-0.134692307692308
NUDC	-0.5241
DNAJC5B	2.6235
SCARA3	-0.2165
CPA3	5.92866666666667
BCAT2	0.97175
MFN1	-0.283
NRG3	-3.2815
SNX11	0.8015
PLEKHH1	-0.392833333333333
GPR177	-2.151
HCFC2	0.08925
TCAP	-1.05075
MOCOS	-2.258
C14orf93	0.54625
PRDM10	-0.351333333333333
SLC16A4	-1.02425
SRGAP1	-0.6205
VIP	0.5465
DUSP27	2.4375
LILRA1	1.293
MC2R	0.4345
MGC24103	-2.67375
MBTD1	-2.2485
FUT11	-0.642833333333333
USP33	0.8915
C15orf39	-0.1975
MAP3K12	0.183125
PAAF1	-0.4855
BARHL1	0.3785
FLJ16165	-0.1885
PIWIL2	1.75425
SYNE1	-0.228333333333333
CMTM4	-0.472
TSPYL1	1.1958
GUF1	-0.0518333333333333
TMEM157	2.0365
WDR44	0.3825
HIST1H3C	0.4385
DKFZp666G057	3.20875
RNPEP	0.548
GAS2L2	0.832166666666667
ADH4	-5.3745
GRPR	-0.666166666666667
FBXL17	1.5505
ZBTB10	0.663666666666667
Gcom1	0.929944444444444
HTRA1	1.6268
ZNF585A	0.4515
SLC26A2	-0.492928571428571
OTOP3	-0.2145
WISP1	1.11266666666667
ATP2B4	0.156583333333333
FLJ10769	0.8215
CRAMP1L	-0.46275
CHST12	-0.36225
RAB22A	0.5455
TARDBP	-0.154571428571429
STAU1	0.1675
CRB3	2.73433333333333
MIG7	0.25725
CHMP1A	-0.318
ZNF160	0.14125
B3GALT6	-0.708
BARX1	-1.792
C6orf167	-1.3773125
NXNL1	0.8725
DHX29	0.984125
HADHB	0.35325
PLXNB2	0.462125
ILDR1	-0.93125
SLC15A3	3.1065
GAS2	-4.51666666666667
C20orf69	-0.05675
NUMB	0.417
TNIP1	0.50775
MESP1	-0.487666666666667
PSKH1	-0.4965
NSFL1C	-0.112
RHOG	0.6705
HEY1	-0.224
KNG1	-2.69657142857143
ITGAX	2.854
LIN9	-1.49983333333333
CANT1	1.458625
XRN1	0.506642857142857
CCDC96	2.5569
HEATR6	-1.11833333333333
GNG7	-0.05225
RUNX2	0.917375
SOX1	0.5265
FCRL5	0.1184
ZNF99	0.811625
FAM9A	-0.87
SNX22	0.703
MBNL3	-1.11633333333333
ODC1	-2.1389
ADORA2B	-0.190833333333333
NR2F6	1.534
ZFYVE16	0.6815
SYNJ2BP	1.0665
POLE	-0.826125
E2F2	-1.5345
THRA	0.397166666666667
PTGES2	-0.857666666666667
HIP1R	0.9715
TMUB1	-0.629333333333333
ENO3	-2.2575
RSPH10B	-0.801
CXorf39	1.341625
IRGC	0.49625
GPR109B	0.03575
FLJ13305	-2.2255
LCE3A	-0.528
TNFRSF18	-2.1645
DET1	0.32225
TRPM3	-1.03658333333333
C16orf79	-0.8425
FECH	-0.325666666666667
RAP2A	0.0465
CRIP1	4.22933333333333
AZIN1	-0.248125
SLC7A7	3.938
IL10RA	1.3683
TMEM64	-4.01225
CDC42EP4	0.5096
C16orf58	0.6114
ARG2	-2.28
POU5F1P4	-5.1425
FAM62B	-0.059375
DNAH8	-2.8206
ASH2L	0.22
TSLP	-3.427
CNTNAP5	0.135
TMEM16C	-0.673
IFNA14	0.8325
SLC1A3	1.050625
CABYR	1.4045
BCL7B	-0.3786
NUDT13	-1.18166666666667
C13orf28	0.34325
C1orf53	1.7035
ARL6IP4	0.3996
RPL35A	-0.22175
EMR3	2.07075
RAB40C	0.739166666666667
SLC41A1	-0.173666666666667
LRCH1	-0.36225
LY6G5B	-1.4405
FAM124A	0.0990714285714286
MGC10981	-4.34166666666667
CLIP3	-0.4222
MAP4K2	-0.472833333333333
CHIC1	0.5645
SULF1	2.29916666666667
C20orf30	-0.019
PRDM5	-1.550375
ELOVL1	0.04925
C11orf48	-0.535
SLC39A10	-0.31275
KCNV1	-0.05725
ACP1	-0.9246
ZMYM2	-0.660375
B3GNT6	-0.866
C9orf69	-0.65975
C2orf15	1.68725
C20orf166	0.3435
HSP90AA6P	-0.801
EDG7	0.944
NEURL	1.508
LPL	2.1335
CLEC2D	-0.7785
GRRP1	1.7965
CD8B	-3.9373
HIST1H3D	-0.168333333333333
SLC6A12	0.94725
FAM27L	0.3875
CD84	3.0551
RASA1	0.1935
PHKG1	-0.48
MAGEA11	-2.437
IMPA1	-0.8088
NPM3	-2.3035
RARRES1	2.07775
SH3BP1	0.217125
B3GNTL1	-0.039
ARPC5L	-0.0731666666666667
KLHL26	0.788
SIM2	-3.27516666666667
GJC1	0.7475
C20orf194	-0.3155
EXO1	-3.3865
SLC2A2	-2.97833333333333
LOC285074	-0.54225
LRG1	2.97275
KIRREL	-0.224
PIK3R1	1.73657142857143
C4orf34	1.97225
MAF	-0.383
ADCY4	4.82183333333333
ZMIZ2	-0.0297
SLC46A3	1.5815
STAMBP	-0.1015
CCDC16	0.31175
MS4A12	0.4125
TCF20	-0.776
LRRC46	2.63325
C20orf152	0.179
MRPS6	-1.205875
ABCB11	-0.0265
KCNC2	4.01933333333333
CDH19	-3.31183333333333
C9orf123	0.444166666666667
SSH3	2.0415
LDLRAD1	-1.25325
CCBE1	-1.0515
ZNF135	2.151875
TAAR1	1.3385
WFDC12	1.7265
CCDC42	0.696
FLJ12529	-0.21575
PER1	-0.3185
TIMM50	-0.477833333333333
SMARCAD1	0.610333333333333
FAM26C	-0.2285
TP53TG3	-2.6525
SH3RF1	2.0316
LMCD1	1.03375
GPR63	-0.871
FLJ21986	-1.823875
AIFM3	-0.93325
MICAL1	0.622
BLZF1	1.00983333333333
IQCA	3.38683333333333
PCDHGC3	0.1005
SAC	-0.0795
BCL6B	2.94983333333333
DDO	1.6425
MARCO	3.9155
DCHS1	0.8575
C1orf170	-0.627333333333333
CD200R1	1.87866666666667
C22orf15	-0.272
SEPT11	0.283833333333333
ADNP	0.098
UST	0.6717
C13orf34	-1.179
RFFL	0.765571428571429
APBA3	-0.189
C2orf60	0.014
CUTL1	-0.0158
PMS1	-1.74171428571429
ZNF689	0.7505
EIF3E	-1.00383333333333
IL9	-0.260666666666667
RPL31	-0.235625
LY9	0.4145
ATP2B3	-0.59775
KDELR2	0.48025
TFCP2	-0.016
NLRP12	0.554125
FLJ45422	0.08275
TLE4	-1.7378
ZNF570	-0.412
FLJ43806	-0.4545
TLK2	-0.599625
CIR	0.62575
MARS2	-0.236
COL24A1	0.8925
SDF2L1	-1.4965
HIBADH	-0.843833333333333
IGFBP3	-3.08842857142857
C12orf23	1.358375
PSPC1	-0.45475
C20orf43	-0.08925
TRAV20	-0.049
ARHGAP24	0.663375
KIAA1975	-1.50625
C1QA	3.9789
DNTT	-4.70066666666667
C10orf6	-0.221416666666667
C11orf41	-1.0155
HNRPF	0.871625
COL11A1	4.0495
UBAP2	-0.3135
CDKN2AIPNL	-1.2
C20orf174	2.85075
SPRED2	0.993
PLA2G12A	0.827833333333333
ICEBERG	-2.35566666666667
SCN10A	0.3555
C11orf65	-0.81975
GBP5	4.3315
PITPNC1	-1.72366666666667
POU3F3	1.9115
NCOA7	-0.062125
LIN7C	0.0603
LOC348840	-2.915
NKX2-2	-3.3775
ANKRD13D	0.864
LOC123688	-1.3365
FUT2	2.5255
TAAR8	0.3845
FZD4	-0.0704166666666666
PNMA3	-1.9345
OR4L1	0.8385
WIT1	-3.5195
EXOC3L	2.953
ATPBD4	0.242
KRBA1	-0.5225
UBXD6	0.3455
HOXB7	-0.796071428571429
C7orf23	-0.0985
UNQ338	0.5025
STAB2	0.81425
CDC20B	2.803
IRF9	1.43575
CENTG1	0.0335
TNPO2	-1.528
MCPH1	0.428375
BMS1P5	-1.51725
SLC26A7	-0.0825
HIST1H3J	0.19475
C9orf3	-0.7514
LBH	1.40225
MYO1D	1.23575
PTDSS2	0.2245
NFU1	0.78125
DEPDC4	-1.8035
WNT7B	-1.1229
GLP2R	-0.325
SETD4	-0.663
DYNLT3	-0.1326
FKBP11	-0.574333333333333
SESTD1	1.129
FLII	-0.10975
RPS16	-0.1832
CHPF	0.426166666666667
CSNK2A1	-0.3035
SUMO1P1	-0.54825
FKBP6	-1.4095
ZNF214	-0.944833333333333
TWIST1	-1.614
DDX56	-0.370666666666667
TRAM1L1	1.8944
EPO	-3.517
MRPS18B	-0.0055
ZNF682	-0.519333333333333
RPL14	-0.313
MAFF	-0.00375000000000001
LOC51136	-0.855125
LY96	0.45875
DDX20	0.00225
ABTB1	1.44083333333333
ARL5A	0.3634
CCT6A	-1.7385
HEPACAM	-0.621166666666667
EHHADH	0.294833333333333
RBAK	0.013
CGB1	0.46725
ITGB5	0.562
YIPF3	0.84875
FKBP2	0.55625
NR1D1	0.1509
TMEM110	0.9215
NEK2	-1.07033333333333
PRAMEF8	-3.69225
C20orf52	-0.344666666666667
PCDHGA3	1.234
VWA3B	0.83575
NDUFA5	0.263
THAP9	-0.644
FLVCR2	0.2755
AP1S1	-0.445625
SMAD6	-1.043
SAV1	0.22375
SAT1	1.450375
ZNF251	0.0155
ADAMTS7	0.5025
RPP38	0.51875
C1orf211	-1.9125
YPEL2	1.9635
RBMS1	-0.3065
ZNF445	-0.155166666666667
NRXN2	0.209166666666667
PGBD4	-0.548625
UGT2B28	0.10775
WBSCR16	-0.8448
NLRC3	0.538375
ASTL	0.513
ST6GALNAC1	0.02025
ZADH2	0.261625
MLLT4	1.099
ARL6	-0.518833333333333
MEF2C	0.771
CBFA2T3	1.054
AFF3	2.93892857142857
COG7	1.33166666666667
MYB	1.126
PLXNA3	-0.3095
XRCC2	-2.14333333333333
MMS19	-0.20475
ST8SIA5	-1.17425
CHPT1	0.382333333333333
KIAA1712	0.434125
OR6X1	0.284
ACTR3	-0.954125
UGCG	1.51066666666667
OR4P4	0.0325
ZAP70	-3.446
LPP	0.642375
ZNF485	-0.02325
PTPRCAP	-0.54975
IL12RB1	0.88025
ATRX	-0.1314
CHST8	2.1425
C14orf109	0.23525
ARV1	0.03075
NMB	-1.367
COX5A	-0.559166666666667
EIF6	-0.15925
MPPED2	-0.686666666666667
SEMG1	-2.9555
CHRDL1	0.661
TRAF3IP2	1.68425
WNK2	0.295875
LILRA4	3.31666666666667
LAMA2	3.36825
PXT1	-0.818
RLBP1	-3.554
CD300C	1.4165
SLTM	0.142625
FLJ10404	-0.600125
APOBEC3D	-1.99733333333333
RENBP	1.218
ATXN7L1	0.28925
NID1	-0.5275
TUBGCP3	-0.85
ITIH5	1.26472222222222
CCDC110	3.57825
C8A	-3.23
MGC87042	-1.11575
HOXC13	-3.302
TFDP2	-0.81375
HCP5	1.4105
POLI	1.00675
UCN	-0.6495
ZNF764	0.699
C8orf45	0.04025
FHL3	-0.667
SPATA5L1	-0.4725
MMRN2	3.32333333333333
NDST1	1.4785
COL20A1	-0.293166666666667
ZNF248	-0.163
PELP1	-0.1325
MBL2	-2.99666666666667
RNF41	0.22775
C5orf24	1.06675
THOC5	-0.88975
SERINC3	0.613833333333333
RP11-151A6.2	1.222
CDCP2	-0.2985
HIST1H2AA	-0.2385
C11orf75	-0.249666666666667
FKBP7	-0.713
DDOST	-0.50275
GPNMB	0.61
TTF2	-0.865833333333333
KCNT1	0.322166666666667
SLC39A14	-0.92075
NGRN	0.8933
GPR137B	1.6915
MECP2	-0.357
PSMA1	-0.11175
C16orf73	-5.87325
TMEM60	0.435166666666667
CSN3	-0.4405
NOS1	0.39
RAB7L1	-0.930833333333334
YBX2	-0.1655
KIAA1166	-1.000375
FUBP3	-0.551166666666667
ABCG1	1.4105
ACACA	-0.249583333333333
ARL11	2.5004
ATOH1	-0.4275
ODF1	0.471833333333333
CREB3L3	-2.25783333333333
TMEM127	1.72335714285714
DSCAML1	0.27975
PLN	3.52483333333333
LYPLA1	0.438416666666667
PRDM9	-2.77275
SASP	0.164
PLUNC	0.427666666666667
INTU	0.84
HISPPD1	0.7155
LNPEP	1.3445
YARS2	-0.4775
APCDD1L	-1.742
ZCCHC4	-0.726
FBXO22	-0.616
TTLL13	-0.243
ZNF669	-1.19316666666667
PTGDR	2.3845
DDX27	-0.5545
KIAA0409	-0.161
GJB6	-0.723
ASB8	1.40325
PLP2	0.0935
MEPE	0.94875
OR10J5	0.341
KRT222P	3.26625
COQ7	1.1435
C1orf101	0.368
RERG	3.0941
CHMP5	0.8635
THAP11	-0.380125
ZNF43	0.912833333333333
ZRANB3	-1.55333333333333
KRT13	-0.88075
MRPL19	0.031
RBBP9	-0.45325
SPATA17	0.583
BXDC5	1.158
PAFAH1B1	-0.354833333333333
MAGEE1	1.467
OSTF1	0.246
KIAA0323	0.431916666666667
TXNDC13	-0.355833333333333
CNTN4	0.394285714285714
LCE1B	1.1435
UNQ501	1.675
ZNF154	0.319
C3orf64	-0.45275
SYT5	-0.5033
PON1	0.852
FLJ10357	-0.453
ATP4A	-1.491
GNPDA1	-0.756333333333333
MGAT1	0.897833333333333
C14orf121	0.2565
SLC35B2	-0.6425
MIER3	0.796
CHEK1	-3.000375
ZNF8	0.239833333333333
TXNDC1	-0.9925
CKB	-0.9038
RTN3	0.669357142857143
FZD2	-1.99533333333333
PART1	-0.66225
PSMB6	0.0985
PCDHB8	-1.4625
PHC3	0.8277
PPP1R8	-1.28766666666667
NOVA2	2.39433333333333
TNFRSF11B	-4.213
GOLPH3	0.6855
UBLCP1	-1.23125
SUHW3	-0.64475
TTLL1	0.8245
OPN4	0.514
OR13G1	0.3
ZPBP2	0.2695
HSD17B11	-1.154
C9orf50	-0.2005
DHDDS	-0.25
CTSW	-0.1269
NEFM	-2.66666666666667
MRPL28	0.0555
SYN1	0.964
PIGV	0.4805
ZIM2	-1.1225
APBB1	-0.337
SND1	-0.647
C1orf123	-0.466333333333333
CHD3	-0.39075
BHLHB8	0.39875
RNASE2	1.54666666666667
BCAP31	0.39425
SLC25A44	0.459333333333333
CHD6	0.4115
PIB5PA	1.80453846153846
SELS	0.73325
LOC541471	-0.0755
FAT2	0.00399999999999999
ZNF81	0.203
OR4C16	1.173
FLJ10081	0.4828
LRRC4	2.16675
CS	-0.586833333333333
N4BP2	0.263
IGFBP7	1.7105
ZNF318	0.512333333333333
NDNL2	0.662
ZNF609	0.511875
SIRT4	-1.025
EXOSC10	-0.729
ECE2	-0.0755833333333333
OVGP1	2.73
GTPBP3	-0.81175
PACS2	0.232
C19orf36	-1.132
ARL4C	-2.082625
ATG4B	-0.338625
UBQLNL	-0.41875
RHOXF2B	-3.785
PLEKHG2	-1.138
GALR1	-0.7345
AQP4	-0.246666666666667
HDAC7A	0.203166666666667
DCUN1D3	0.615
OR8A1	-0.332
CCRN4L	1.0335
CBR4	0.5005
KIFC1	-2.28283333333333
SLC7A14	-2.4575
LHX5	0.022
TRPC7	0.4905
LPXN	-0.36525
SERPINA1	-1.5465
RPS13	-0.7629
BPIL3	-2.0255
PRKAA1	-2.426
FADS2	-1.3658
ENAH	-0.71725
PRO1768	0.275
APBA2BP	0.33
LIPH	4.1135
C3orf33	0.565
RCC2	-0.423071428571428
ALDH1A2	-3.5055
RNF103	3.07575
AHCY	-1.09775
ALG12	0.7645
CCL17	1.90775
ZNF543	1.10333333333333
ESRRG	4.2315
CNGA1	0.31775
RDH5	0.114
OTX1	-1.8036
PTGFR	-1.53783333333333
CDR2	0.883375
SELE	4.74725
NLGN2	-1.71983333333333
EXOSC9	-0.79975
ZNF566	0.0371666666666666
KLRC2	-5.148
GPR12	1.2175
KIAA0196	0.45475
PDRG1	-0.686
SSR3	0.0827142857142857
MSI1	-0.342
CST9	-0.1585
CC2D1A	0.36375
PLAGL1	-1.00066666666667
ZNF778	-0.4895
RNF2	0.684625
KLF6	0.760666666666666
THBD	2.80166666666667
tcag7.1314	2.416
NR5A1	-0.161
ABCD2	-0.1395
DNAJC7	-1.60525
CLEC4C	0.358
TM2D3	0.58375
CCDC4	-1.811
PLAC2	-1.446
DCD	0.924
FAAH	2.345625
POLA1	-0.425833333333333
TM7SF2	0.152625
FLJ39822	-0.615666666666667
FLOT2	0.11075
MAP4K1	-0.326833333333333
SRP68	0.1425
C21orf74	1.1665
ARPC5	0.251375
LOC126075	1.486
HECW2	1.3215
ZDHHC4	-0.72275
ANKRD42	1.6247
PDE9A	-0.871333333333333
ABCA8	1.32875
NDUFS2	0.305
UBR5	-1.075125
BTBD16	-2.93775
LOC554174	-0.269
ZNF20	1.37
KIAA1843	0.465
WDR17	-0.772875
C15orf33	0.0805
RNF113A	-0.163
CAMKK1	0.3711
CLCN2	-0.10825
ANXA6	-1.548
LOC340069	1.2135
EMID1	-0.54
DPM3	-0.478916666666667
ELA1	0.2255
SLC25A13	-0.9238
KRT24	0.379
SMPD1	0.141833333333333
TH	0.279875
COL6A2	0.0137142857142857
ANKS1B	1.40275
GPR126	-2.8432
ZC3H12A	0.269
TMEM47	-0.4225
C2orf51	-0.374333333333333
C1orf88	3.76266666666667
HSF2BP	0.97475
AKAP10	0.9725
RPAP3	-0.7165
KLHDC8B	0.630375
STOM	1.764
MUPCDH	0.042625
C10orf72	-0.577
PLEKHA3	1.03191666666667
TCP11L1	-0.46275
CWF19L1	-0.355375
SPEF1	2.83176923076923
YSK4	1.35225
ELN	1.4225
SAMD8	1.36316666666667
MPI	-1.02683333333333
MEPCE	-0.0196
ABCC3	1.489
NANOGP1	-4.268
KCNK17	2.228
HLA-DMB	4.888
RRAGA	1.15575
ANGEL1	-0.12575
RBM32B	0.079
CPN1	-3.65175
MGC52282	-0.1789
HLA-A	1.26491666666667
OR9G4	0.3285
EDNRB	-0.4785
SCD	-0.0498571428571428
C14orf80	-0.344333333333333
BAGE2	-0.7815
RABL4	0.867166666666667
RCVRN	0.05
SHANK1	0.355
NLRP7	-3.181
CD226	1.0085
STAT3	0.697875
SYNJ2	-0.4186
TPCN2	0.677333333333333
WDR36	-0.759916666666667
MBD4	-0.074
ROBO1	-2.0584
ST3GAL6	-2.218
SLAMF8	3.34883333333333
ATN1	0.44
GPR141	0.18
KRT36	-0.734
TPH1	0.753
DDX52	-0.33475
ZSCAN29	0.504666666666667
TRPT1	-0.018
DPEP3	1.4765
DENND4A	-0.67075
TSPAN16	-1.708
PTCHD2	-0.6415
LOC145814	-0.79675
CAP1	0.271
EIF5A2	-1.8387
NT5DC3	-1.308
SEPT9	-0.112125
SEZ6L2	1.60075
EGFLAM	3.90675
VPS11	0.502375
NDUFB5	-0.197333333333333
CIDEA	4.23833333333333
IER5L	0.8075
N6AMT1	0.03875
FAM83C	-1.30166666666667
OXR1	1.18066666666667
IRX1	-0.2965
DGKB	-0.268
GCN5L2	-1.2845
MIR16	1.442125
FBXW9	0.02975
WDR4	-2.325
PDC	0.4805
VPS33B	-0.31525
HEXB	0.225
FLJ32214	0.8015
TCEB3	-1.244
CRLF1	-4.193
ABI3BP	0.66675
C8orf22	-4.3345
PYCR1	-1.05025
KIAA1706	0.716
CDK5R2	0.935125
WAS	0.9
C12orf60	0.456
CCBL2	0.17475
MADD	0.6075
C5orf34	-1.84275
WDR42A	1.1192
KLF12	-1.31075
HSPA1A	2.5385
ITM2C	-2.6705
DAPK2	2.41116666666667
LOC442590	1.0225
SUMF2	0.236375
CENPA	-2.20507692307692
TMED5	0.26675
CDH6	-0.1117
BRP44	1.650625
THG1L	-1.299
GABRA2	-0.55075
C14orf166	-0.29575
MYL1	-2.442
TNFSF18	1.1285
PAP2D	-1.85016666666667
PPIB	-0.709
KLHL4	-0.651
SFN	-0.540666666666667
CCDC127	0.86025
FRAP1	-1.39825
GOLGA5	1.37825
SDCCAG1	0.271
MGC21675	0.419833333333333
C10orf95	-0.24175
KIAA1345	0.142
C1orf163	-1.777
LACE1	-0.202333333333333
OR10K2	-0.24
CENPN	-2.6152
TMED2	0.2225
UGT1A6	-2.1675
ANG	1.159
U2AF1	-2.07616666666667
CASC2	0.1995
NMT2	-0.697
OSGEPL1	0.485875
DFNB31	-0.327
SLC6A20	-0.320125
DKC1	-1.29925
FXYD4	-0.219
WDR64	-0.853
MGC5590	0.00549999999999999
CREBZF	-0.971166666666667
DAZ1	-1.227
PRPSAP1	-0.34
GCHFR	0.71475
TTC7A	-0.432375
LOC196993	1.89725
UBD	0.333166666666667
S100A1	0.851625
RPL6	-0.0815
DNAJB6	0.5915
NAGS	0.7926
C2orf58	-0.5115
KERA	0.720666666666667
MT1X	-1.3521
UBE2B	1.5189
KEAP1	0.871
MST1	-3.3575
OMA1	0.2525
ABLIM2	0.76625
BCL2L13	-0.768
JAZF1	0.931833333333333
TMEM63B	1.157
S100A8	-0.3733
ARFIP2	1.51875
UROS	0.6275
KHDRBS2	-1.418
POLQ	-2.419
SOAT1	-0.15425
SPAG4	-1.81725
MRPS30	0.850833333333333
LOC494141	-0.66425
OR2T11	0.4675
ORAOV1	0.5769
ZNF184	0.00416666666666667
TCEB3B	0.761
ADAM21	-0.6845
GDPD1	0.38725
SPINLW1	-1.1595
PRR14	0.134
KCTD9	-0.1282
NUDT3	0.475
KIAA1822	0.3611
HIST1H4K	-1.3155
DFNA5	-1.4185
GABPA	0.407
C14orf44	2.329
POLB	0.68875
PTAR1	-0.3175
SEC31A	1.1462
TRIM58	0.73
TAS2R14	-1.2625
VPS8	0.865625
H1F0	0.767333333333334
PRKCB1	-3.194
UGT2A1	0.516
TOR1B	-0.1785
LSS	-0.938916666666667
C2orf19	-0.283
HNRNPC	0.313071428571428
TMEM100	-1.46933333333333
LOC116349	-1.02925
OR51M1	0.8685
CCDC142	-0.67375
ISG15	0.8735
ZCCHC14	-0.496
CREBL2	0.797
TGDS	-1.0135
DC2	-0.078
CACNA2D3	-1.95757142857143
ZNF429	0.60225
LYPD6	1.3615
SUCLG1	0.0171666666666667
OR51I1	-1.6505
MAGEH1	1.26725
PRPF40A	-0.493
SMR3A	0.7245
SPINK2	0.022
THAP2	0.122125
NPY5R	3.7385
IRF4	-2.5575
SPESP1	2.5585
OR10S1	0.908
DTD1	-2.44
TUBE1	-1.16075
DDX19A	-1.247
PDPN	-1.360375
TMEM34	1.309
MGAM	2.9735
COL3A1	5.10994444444444
GFM2	0.6518
OR5A2	-0.3865
PSG9	-1.4525
ARHGEF11	-0.00316666666666671
IVNS1ABP	-0.7989375
SIGIRR	1.59225
DUSP19	-0.71825
DNAJC14	0.1984
ACSS1	0.769375
IL1RAPL2	0.5665
C4orf30	-0.64375
SEPT4	2.73375
LANCL3	-2.561
SPAG17	4.63583333333333
PRDX3	0.355375
HNF1A	-0.734625
P4HA2	-0.59725
RFWD3	-1.305
MOV10	0.105
DNAJA5	0.901428571428571
LOC729440	0.56775
LOC200383	1.023375
SMC2	-1.59925
MIXL1	-1.74016666666667
TMEM9	1.0955
FAM86A	1.4525
ZNF174	0.9944
MYH14	-0.50325
CCR8	0.09575
VPS37C	2.1645
GPATCH1	0.127333333333333
B3GNT8	2.9795
TBX4	-0.9755
CNR2	0.786666666666667
PCDH1	2.11075
C5orf29	5.545625
OCIAD2	1.7455
PLCG2	0.76075
KIAA0247	2.06075
HRH3	0.1313
CAPN13	4.57075
CCR1	-0.9225
MGC15523	-0.156166666666667
UVRAG	0.487
DNAJA2	-1.09733333333333
ITGA2B	-1.49483333333333
CLDN5	3.994875
PTPRN2	2.37721428571429
ZNF512	0.4665
PSAP	0.776571428571429
CCDC140	-1.694
LRRC55	0.27925
CYP26C1	0.31
C8orf47	0.8775
LYN	0.62525
DUSP6	-0.0401666666666667
TGFB3	1.88706666666667
ELK1	-0.883
PCDH11Y	-0.731833333333333
HGD	-1.58275
C17orf58	0.149
MYO3A	0.3905
SERPINE2	-4.9615
AARSD1	-0.703125
C14orf73	-1.03725
ADAM33	-0.342
ZNF491	0.9735
MAPK6	-1.0785
TCN1	4.67416666666667
SLC24A6	0.9835
UBE2R2	0.26025
H1FNT	0.4825
TATDN2	0.142833333333333
LILRB1	2.378
P2RY5	1.8675
NUCB2	2.1935
C2orf37	1.39325
SNX27	0.3
MTA3	0.726625
FOXO4	0.48075
ID4	-0.643666666666667
SOX5	-2.05233333333333
PXMP3	1.02675
OR52M1	-0.12
SFT2D3	0.193375
INA	-3.149
MCOLN1	0.78625
NFIX	0.6765
CLEC14A	5.90616666666667
HIBCH	-0.286333333333333
PLA2G5	1.32975
TIMM10	-0.199166666666667
MED17	-0.4125
COL4A4	-0.58
TPP1	0.652666666666667
GJA3	-1.07116666666667
TMPRSS5	-1.89675
AADACL3	0.4705
DNMBP	1.26075
ENPP5	6.09233333333333
NQO1	-0.4716
ZSCAN2	-0.424
SEC24C	0.099
GTF2A1L	-2.081
AXIN2	-0.3906
FAM33A	-1.32441666666667
C16orf13	0.20725
SPNS2	1.10025
TAF1	-0.52075
AP1G2	0.6145
RBM42	0.480833333333333
HCN2	1.0015
EFHB	1.55383333333333
RUSC1	0.701166666666667
GRIK5	0.088
USP21	0.390333333333333
ATAD3C	0.65975
ORMDL2	0.951625
PRSS7	-4.06225
PSAT1	-6.39375
FLJ13195	-0.0565
TBC1D1	0.7865
IFNG	2.566
OTOS	0.289
ZNF773	0.909
EMD	-1.29975
RETN	3.06975
CCL8	4.6185
APH1A	-0.41
COX18	0.347875
GTF2IRD2	0.07875
CCDC82	-2.29791666666667
PAFAH2	0.422
NPEPL1	-0.474777777777778
RP11-114G1.1	0.2915
TP53INP1	1.54325
ZNF300	-2.86066666666667
FOXL2	-3.31025
LARP2	0.660916666666667
LATS1	0.30425
HTR6	0.0655
SPOCK2	-0.8605
RNF144B	1.75333333333333
HTATIP2	-0.22225
MGC10334	0.47
CENTA2	3.24033333333333
FGF2	-2.21375
FXYD7	0.25375
PHYHIPL	-2.357125
GPR34	7.0725
DDX6	-0.875333333333333
OR10W1	0.548
LHFPL1	-2.451
ZNF313	-0.774071428571429
VPS28	1.0775
AP3M1	0.518
AKR1CL2	0.08675
TRAF4	-0.511875
OR2B11	0.5435
C19orf12	-0.444
AKAP9	1.34
C1orf62	-0.136
SLC20A1	-1.1072
FAM112A	-0.361
LDB2	1.04525
