Hybridization REF	TCGA-A8-A09Q-01A-11R-A00Z-07
C3orf35	0.863125
PKD2L1	2.7665
SYVN1	0.328625
PDE8B	-2.62925
LOC439951	0.533
LTC4S	2.8375
MIF4GD	0.780666666666667
SMARCA2	1.01125
TUBGCP6	0.3895
CABLES1	0.960875
C16orf77	0.7315
ZNF791	0.0995
FUT5	-1.6815
ADH6	-1.8085
P4HB	-0.1035
CLDND2	1.52275
ALKBH8	0.7775
PLAC4	-0.88975
F11R	-0.2715
MGC35295	3.69633333333333
PDZD4	-0.569
LOC389073	-0.1
FAM80B	-1.17433333333333
PSMB1	-0.94075
TXN	-0.904666666666667
VIPR1	2.2652
WBSCR18	0.2918
EXOSC6	-0.6715
ACTA2	3.5075
SP5	-3.80958333333333
ANKRD1	-4.34175
DDR1	1.4412
ATP6V1D	0.05475
PTGS1	-0.667583333333333
RNF157	-1.997
DCC	-0.107
SPAG7	-0.04775
FBXO18	-0.2865
UBE3C	-1.4528
HOXC6	1.21125
LRP2BP	-0.569333333333333
MYST2	-0.06025
PDSS2	-0.01125
ATE1	1.66725
ARAF	0.487
KLF10	0.718
PLA2G2E	0.0836666666666667
ASCL1	-1.00816666666667
TSNAXIP1	0.29125
FAM131B	-0.386125
IFNA10	0.9575
NUP43	-0.33725
FAM44B	0.85575
L1TD1	-4.4335
NMD3	-0.518916666666667
C18orf54	-1.4548
PHOSPHO1	2.2825
RAG2	-0.2315
EMILIN3	-0.4325
METTL3	0.22225
VPS13C	0.445875
REXO2	-1.2125
ANXA4	-0.26975
CA1	-0.662
DCP1B	0.40025
TULP3	-0.954833333333333
ATP2A2	-0.493785714285714
ATIC	-0.794
ADAM15	0.264
NPL	2.58816666666667
LGR4	-1.327875
UEVLD	1.2065
GAB1	1.28425
SNAI2	-0.6925
ZGPAT	-0.3918
SNF1LK	-0.22
DLEU1	-1.31875
UBE2Q1	-0.156
ZMYM6	-0.2001875
JPH3	-2.5228
FAM38A	-0.932416666666667
PXK	0.718666666666667
DENND2D	2.1705
BAX	-0.895333333333333
CP	-5.20727272727273
RPL37	0.0988
G6PC3	0.78
NCOA4	0.674166666666667
LRRC14	0.973
GORASP1	1.55475
FCHO2	1.53475
CYP24A1	-3.7471
FXYD3	2.109625
SMARCAL1	0.35725
ABCB8	-0.257166666666667
CCDC44	0.65875
PRDM7	-3.004
USH1C	-1.4825
DNAH5	2.40316666666667
SRF	0.129833333333333
MAL2	4.34683333333333
PGPEP1	0.246
SIN3B	-0.3365
SEMA3C	-0.245333333333333
GRAMD3	0.746
FBXO10	-0.078125
OR5D13	3.8125
FLJ31818	-0.256
CACNA1I	0.305625
S100A13	-1.1485
TP63	-0.528769230769231
ANXA11	0.3072
WDR66	0.52875
CSF2RB	1.026
IFI44	-0.0905
DACT1	2.59683333333333
ANKRD23	-1.8475
ATP5G1	-0.9015
C21orf70	-1.08516666666667
PPWD1	-1.21925
DNAJC13	0.68175
PAH	-4.8526
PTCH2	1.974
TRMU	-0.8175
CCDC9	0.3475
USP3	-0.0593
DCLRE1C	-0.0851
FAM55C	0.7775
FRMD4B	1.19175
CYP2R1	-0.0235
RFPL1	-0.5476
XPO5	-0.30525
ARL6IP2	-1.003
OSBPL5	1.6825
MMP9	3.99945454545454
KIAA0802	-2.401
DHRS2	2.67716666666667
SGEF	1.577
TXNDC10	-0.6061
EXOC6	1.72025
RPS27	0.641666666666667
PNCK	-1.18833333333333
FSTL1	-1.0865
AACS	0.16875
SLMAP	1.33016666666667
SAMD4A	-0.6201
ABRA	0.45825
SMARCD3	0.02925
PKNOX2	-2.5695
A4GNT	-0.082
C9orf39	-0.8585
RALYL	0.28025
MGC33556	-2.556
C10orf25	-1.5
BBOX1	0.970666666666667
NHEDC1	-0.26425
XDH	-1.88775
GCSH	-0.5105
EDN1	-0.750333333333333
MTERF	-0.161
CLK4	0.882875
ZNF799	0.629
KCNG1	-2.055375
CXCR4	1.25
PTPRR	-2.4845
IRAK1	-0.3525
LOC401397	-0.33825
TMSB10	-0.156857142857143
CXCL3	-3.1386
TMC4	2.3415
OR7A10	0.9795
STYK1	0.671
CHRNA10	-0.285666666666667
CCNI	0.38925
EP300	1.43564285714286
LOC165186	-0.161333333333333
HIC2	-2.7745
SDR-O	-0.118
OR2W1	0.699
KCNA6	0.674
TRIM74	-0.34275
REEP6	1.049
ATP5G2	0.13725
ERG	0.4475
TMEM42	1.35675
PARN	-0.169166666666667
SOD2	0.1969375
DIRAS1	-0.0395
PNPT1	-1.1855
JOSD3	-0.96925
hCG_40738	-0.204
PDE1C	-2.12375
SEMA4D	-0.043
AGPAT1	-0.234833333333333
NOSTRIN	1.10728571428571
MAP3K3	0.0403333333333333
MAX	0.522928571428571
CAPS	3.258
SERPINA12	-1.368
OSBPL8	0.758625
RICS	0.2555
NR4A2	-0.3705
PPCS	0.618166666666667
LONP1	-0.69175
SCYL3	0.61325
HERC2P2	-1.24966666666667
FIBCD1	0.868
C15orf41	-1.86175
DMC1	-1.25616666666667
C20orf27	-0.61325
RPS6KA5	0.7282
FAHD1	0.5005
SLC12A4	-1.0595
BRCA1	-1.74333333333333
GBL	0.20125
SLK	0.853333333333333
NUDT9P1	-2.735
NOXO1	4.011
USP52	-1.03925
BAZ1B	-0.057625
SLCO2B1	4.3835
BBS12	0.906
LRGUK	-0.356333333333333
TERF2IP	0.711
COL1A1	3.57
KIAA0090	0.789125
GRK5	0.851833333333333
AP1S2	-1.0684
TMEM52	0.790833333333333
CA11	-0.559
OR4A15	0.523333333333333
ACBD3	1.5073
SPAG11B	0.0892857142857143
PRDM2	0.6246
FOXP3	0.64025
SMYD3	-0.1868
LOC389199	0.783
LGI2	1.869
NAPE-PLD	-0.1276
ANKRD6	0.29
WDR45	0.553833333333333
SHROOM1	-0.48225
PSCD3	-0.2135
PYY	3.166
KCNC1	-0.6175
ARHGEF9	0.5211
OR8J1	0.72375
GPR55	-0.0964
NS3BP	-0.4015
C10orf22	0.5865
NAT8L	2.057
DUSP4	1.71783333333333
FOXM1	-2.00466666666667
GRAMD2	-0.3024
ZBTB48	-0.160666666666667
BUD31	-0.192
PABPC5	-0.645
CCDC41	-0.97575
FBXO11	-0.52275
C6orf148	-2.17375
RFXAP	-1.593
C6orf15	0.032
CDK8	-0.749833333333333
C6orf70	-0.557
TESSP2	-0.5035
ALG2	0.04675
PPP1R3D	0.999
TPM3	-0.249833333333333
SYT13	-5.29675
EPB42	-0.7155
CETN3	-0.96425
PRY	0.7955
NTHL1	0.267666666666667
POLR2B	0.0015
RPS28	1.07033333333333
P2RX3	-0.253
LYZL4	0.112666666666667
WBP4	-0.8311
PMM1	-0.0915
C11orf79	-0.00625
CBLL1	-0.7705
IL1F10	0.569666666666667
VAX2	-1.403
SETDB1	-0.200166666666667
LRAP	-3.24666666666667
GCLM	-0.784666666666667
CPEB3	1.42625
PPM1A	0.9605625
INTS1	-0.09175
CAMTA1	-0.211416666666667
SAMSN1	-0.366
LOC158830	-1.62033333333333
GMPPA	-0.076625
AIPL1	0.79
IL24	0.3062
BDKRB1	-2.51333333333333
MLF1	0.4192
TAF12	0.0985
ID1	-2.7465
THADA	-0.566625
PIK3CB	0.5895
OR4N5	2.186
TBC1D17	-0.210833333333333
COX8A	0.015
CDCA4	-0.5305
C2orf44	-1.03175
ZNF534	-0.84575
IMMP1L	0.526
NIPSNAP3B	-0.07025
FTMT	0.467375
PWP2	0.166
MMP15	-1.0551
DNAH11	-0.0785
MTMR14	0.34025
DNAL4	1.2505
IPP	-0.205
TMEM59	0.82175
C1orf157	-0.032
RGS4	0.383833333333333
DDX18	-0.516166666666667
SNX6	0.14275
ZNHIT2	0.6035
NCDN	-0.282166666666667
FLJ33534	-1.0085
RAG1	-3.085
OR4D10	0.3765
PTPN5	0.109166666666667
POMT1	0.06625
LRRC8A	-0.3332
CYP1A1	-1.6355
CAPN1	-0.739833333333333
DDHD2	-0.189625
GRIK2	0.3605
GNRHR	1.02266666666667
PPBP	0.2345
HTR3A	-0.07675
SLITRK4	1.193
ANKRD49	-0.1295
BTF3	0.482
SARS	-0.41025
C13orf18	0.584833333333333
CACNB1	-0.349071428571429
QKI	-0.0336363636363636
SETMAR	0.99275
MAN2B1	1.13533333333333
EML3	-0.42925
ACADL	3.72583333333333
OFD1	-0.954
DEFB114	1.9275
CGA	-3.1421
PEX16	0.03
LRRC10	-0.4405
GNG12	0.7065
C1orf152	-0.301833333333333
CHRM1	0.4085
CD53	1.974875
DBH	-0.70725
TFAP2B	3.863375
HIST1H2BJ	-0.0288333333333333
FAM46D	0.546
TMEM11	0.1905
C3orf32	-3.79425
PCCB	0.7915
IPO13	0.228
C6orf105	-3.2555
COMMD5	1.41775
SUV420H1	-0.1359
LTBR	0.6395
ARHGAP15	0.080875
HDHD2	0.1405
TDRKH	-0.669166666666667
LOC401052	0.7205
PSG4	-1.8285
GNB4	-0.6606
SPATA4	0.65925
SLC9A3	-0.443
OSBP	0.775666666666667
NBPF3	-0.412166666666667
DOCK11	-1.199
SLC39A5	-1.86933333333333
PRR5	0.7412
C10orf63	-0.2775
SMTNL2	-1.6205
ADRA1A	0.14825
ASAH1	1.5164
DOM3Z	0.1081
GIPR	1.39533333333333
AHI1	0.307083333333333
NADSYN1	-0.048
RGS14	-0.304
IL18BP	1.1413
RTN4RL1	2.79916666666667
ARMC6	-0.28975
PSMD5	0.312666666666667
HK3	3.0854
OR4S1	-0.16975
RSU1	0.3125
MAD2L1	-1.04833333333333
EIF4A3	-0.2385
DLEC1	-0.447
E4F1	-0.153666666666667
CHMP2B	0.9104
CAMSAP1	-0.6235
RPS21	-0.929333333333333
ARID5A	-0.80725
UBE2N	-0.1411
IGSF8	0.8745
MAGEB6	-2.747
ACAD11	-0.7231
MGC4172	-0.83125
LMO4	0.6025
KLKB1	-0.867
HP	-1.8955
HDAC3	-0.33225
SCHIP1	-0.55525
CLCA1	0.446
OLFML2A	1.13825
C1orf112	-1.63175
KIF19	0.744833333333333
HAPLN4	-0.1333
CXCR7	-1.25166666666667
GOT2	-0.0284
RAB38	-2.9255
DCX	-0.354
PPM1H	1.198
NFYC	0.421166666666667
KIN	-0.2695
ZNF228	1.1425
PLSCR4	1.107
HIG2	0.48825
FAM79B	4.6665
C21orf86	-0.7868
KCNK10	0.31375
ZNF738	-0.296375
FSTL5	-0.4966
OR6A2	0.545
OTOA	1.03316666666667
EXOC1	-0.195625
AHRR	-2.576625
PDAP1	-0.505833333333333
C19orf6	-0.521625
ZAN	0.1645
LY6G6E	-0.612
EIF4E2	-0.73975
C20orf198	1.5805
ZNF324	0.6225
CYP3A5	-3.445
ENTPD7	1.83366666666667
MBOAT5	-0.193833333333333
GJB5	-2.28133333333333
TTC13	-0.7395
S100Z	-1.97383333333333
KIAA0664	-0.172333333333333
PDGFRB	1.96991666666667
IL17D	-0.54875
OR56B4	0.147
RDX	-0.998833333333333
SLC34A3	0.7685
IL28B	-0.2375
JUND	0.97425
CHRNB1	-0.335
CAMK2B	-0.6145
FETUB	-2.018
CXorf23	2.72975
MRTO4	-1.054625
TTC3	0.5526
NDUFB8	-0.696
EDG2	-0.898
SEMA3G	1.634
IL23A	-2.00425
GRHL1	-0.3741
LOC441054	-2.466
WDR65	-0.132285714285714
PSTK	-0.90025
STOML3	-0.2442
R3HDM2	-0.0398
C5	-2.34025
SLC2A10	2.00083333333333
C3orf22	0.60575
PAQR3	-0.981461538461539
ANKRD26	-0.580583333333333
HCRTR1	0.0405
LOC399947	0.4075
PSD2	-0.51975
TIGD2	-0.746333333333333
SCRN1	-1.37725
COQ10A	-1.1905
DDI2	0.07
METTL7B	-0.803
UCN2	0.413
FAM92A3	1.34825
WDR16	-0.082
ZNF511	0.525833333333333
ZMYM5	-0.944125
POLR3G	-3.33975
ZNF586	0.093
C1orf49	-0.1526
TANK	-0.101333333333333
RCAN1	-0.788333333333333
PELI3	1.40966666666667
LIMD2	-0.0459166666666667
TMEM189	-0.547
NTN4	-3.34
LOC151300	1.2285
CLEC2A	0.0625
GPR135	0.21075
DPYSL4	-1.7198
JAK2	0.011
TSHZ1	0.4235
TM9SF4	1.317125
ZNF264	0.885
SIRPG	2.758125
BICD1	-0.56
HERC6	0.200166666666667
METTL5	-0.932
CASP1	0.924
PRRT1	-0.336666666666667
PLA2G4C	2.75883333333333
ICA1L	-0.275230769230769
TPTE2	0.0285
OTUD7A	1.0395
AQP11	0.98125
APOA2	-4.0981
KALRN	-1.2279
SECTM1	0.1915
IFNAR1	0.286
TALDO1	0.114
RAB11FIP4	-0.262333333333333
EIF5A	-0.1245
FAM49A	2.5395
NEGR1	0.712166666666667
YTHDC2	-0.020875
EHD2	-0.266625
NCF1	3.2871
SCRT2	1.193
HOXA5	-1.40816666666667
NUP133	-0.1465
FGF12	-1.87213333333333
SLMO2	-0.588
SNTA1	-0.468375
CACNG2	0.638
GCM1	0.941125
ELF1	0.0918333333333333
TLR5	2.9675
TCFL5	-0.657416666666667
RBMY2FP	-0.4405
LOC100125556	0.771
FAM129B	-0.1855
MAP3K7IP1	-0.23475
NCK2	0.413
OXA1L	-0.14125
FMO9P	0.9515
ZSCAN12	-0.2235
PSMD12	-0.733166666666667
HSCB	-0.06075
CLDN10	-3.50375
MGC13053	-1.31875
HPCAL4	-0.2464
ASZ1	-0.5135
MEX3D	0.108416666666667
NFAT5	-0.2451
CSPG4LYP1	-0.926833333333333
FBXO3	0.7433
DVL1	0.0793333333333333
CMKLR1	3.3215
TYMS	-2.90875
PEF1	0.70475
ZNF750	-0.41
MCM5	-0.6903
MEGF11	0.0325
KCNK7	0.2995
PTP4A3	0.657
C1QTNF2	-1.9505
OR6S1	0.435
FAM122B	-0.74525
ZNF551	-0.119875
HBQ1	-3.0015
GEMIN6	-0.754
ARSK	-0.085
RBP7	1.3865
CPNE9	0.8185
DSC1	1.158
LOC730112	-0.30075
MAP2K4	0.51175
HS3ST5	-0.7205
EPB41L3	0.4005
TEKT2	0.06025
CDKN2B	0.17725
ZNF480	-0.0335
MAP3K6	-0.1702
MAP6	0.5165
HN1	0.4657
OR2L13	0.202
SLC16A11	0.444
FAM96A	-0.012
APOL1	0.441
C5orf32	0.15775
RTP1	-0.0541666666666667
RNF175	-0.522625
ZBTB41	1.146375
AHCTF1	-0.0079
SAE2	-0.1625
ITGA2	1.58491666666667
MME	-0.6805
CCDC14	-1.41675
MAST4	0.140857142857143
KRT33B	-0.968
KCTD2	0.276666666666667
WDR26	1.15191666666667
MFI2	-0.79925
NR4A3	-0.84775
ARSA	1.2325
UNKL	-0.366666666666667
SULT6B1	0.6755
CCNA2	-1.35183333333333
SOX15	1.149
PPAPDC1B	0.388166666666667
C19orf44	-0.0345
MCAT	0.799666666666667
ARID1B	0.02325
OR52N1	1.9975
C12orf48	-1.8955
MAGI1	0.897875
NIPA2	-0.421
GBX2	-1.928
RSHL3	0.110875
RAVER1	0.547666666666667
C15orf17	-0.19675
SLC30A2	1.292625
ZNF518	0.11175
PCYT1B	-3.88425
C10orf114	-0.26575
EIF3H	1.55025
SLC25A39	-0.266833333333333
KIF1B	0.174875
AMOTL2	-0.524
C6orf120	0.924875
PSRC1	-1.583
PLA2G10	-1.61271428571429
KIF5C	0.528
MRPL37	-0.4705
C17orf62	0.0815
C9orf135	-1.80233333333333
DUSP10	1.3974
CLCNKB	0.0965
PSMA5	-0.2395
C8orf53	1.2545
AMPD3	1.09933333333333
PIAS1	-0.3245
ADCYAP1R1	-0.156
GYLTL1B	-0.54975
CDH20	-0.0596
FBXO7	-0.0245
TMEM134	0.367666666666667
FLJ14213	0.856666666666667
ZNF3	-0.11375
LRRFIP1	0.41175
CNOT2	-0.00199999999999999
ABI3	3.18075
ALDH5A1	0.599583333333333
HNT	2.9548
SERPINA4	-3.032
TK2	0.302090909090909
STMN1	-0.933555555555555
GUCA2A	0.536166666666667
GALNT10	0.2815
DPP6	-0.939111111111111
C9orf93	-0.889
PRELID2	-2.276125
STK39	0.7305
SFTPA1	0.2585
CKS2	-0.250111111111111
RHO	0.192125
C20orf135	-0.581
XKR3	-2.7055
CR1	1.0645
RPS6KA2	0.220571428571429
C20orf112	-0.402
MRPL22	-0.41925
C4orf23	-0.125333333333333
GADD45B	0.4605
KLHDC1	0.983166666666667
C2orf48	-2.332
ZNF287	-1.6185
DAAM2	-1.15375
DPPA2	-3.38533333333333
TCTN3	0.1935
DNAJB11	0.36025
FPR1	4.028
DEFB4	-0.041
PTCD2	-0.5974
SMOC2	5.74216666666667
CABP7	0.876
SERPINB11	0.44275
MAGEF1	1.1465
NDE1	0.598666666666667
ITGA10	0.088
FSHB	0.284
ANXA2	-0.294375
HORMAD2	0.58975
HLCS	0.268
MCF2L	1.2835
FH	0.268
TBC1D24	2.20525
KIAA1505	0.56125
LGALS2	1.19075
CNBD1	0.7175
SYNPO2L	0.1205
PTPN23	0.612785714285714
C1orf183	-0.513833333333333
MAGEA8	-3.03625
DGCR8	-1.71025
GSR	-1.6965
PAQR7	0.07825
ZNF676	-0.614
CACNA1C	-0.2852
SP7	-0.027
PDCD6	-0.1485
NRN1L	-1.636
BRI3BP	-0.412833333333333
KIAA1183	0.4955
ASB4	0.414
CCL23	1.4609
OBSL1	-0.698625
SLC12A7	0.816666666666667
KIAA0240	0.91175
CD1B	-2.04766666666667
FCGR2A	2.808375
MDC1	-0.5195
HTR1A	0.490333333333333
OCEL1	0.14475
ATP11B	0.1548125
FBXO34	-0.168833333333333
PCDH12	3.50033333333333
RPE	-0.2635
C17orf74	0.491
CSDC2	-0.116333333333333
PET112L	0.192
TMBIM1	0.06675
P2RXL1	0.047
TCHP	-0.90775
TRMT1	-1.13183333333333
F2RL2	-0.0423333333333334
LRRC32	2.85916666666667
IMPG2	-0.1065
BGLAP	-0.382
LOC493869	0.872166666666667
MRAS	2.36325
SLC35F5	0.28925
CBWD1	-0.0085
AXL	-1.569625
ATP2C2	2.451
TELO2	0.07575
PNPLA3	-4.65825
PCDHB14	0.096
CD276	0.58125
KRT80	-1.668
DUSP28	0.0605
CSNK1E	-0.710916666666667
SRP14	0.278
KCNQ4	-0.6915
KRT72	-0.0728333333333334
CCDC117	1.109375
C6orf89	0.0366111111111111
TUBB2B	-2.4704
RTN4IP1	-1.11075
CR1L	-2.88083333333333
CEND1	0.49025
C12orf41	-0.3615
RNF31	-0.00549999999999999
UBN1	0.259666666666667
C17orf32	0.84225
SLC5A7	0.7975
GPR92	2.06033333333333
ESAM	2.3136
CTNNA1	0.171333333333333
HRBL	-0.2607
CBX4	1.03275
TMEM182	-0.5275
SH3TC2	-1.57666666666667
IL10	1.52683333333333
PXMP4	1.549
RNF167	0.2068
PAK7	-0.2325
ETV3	0.1975
ATPIF1	-0.0696666666666667
LOC554207	-2.56483333333333
OR8H1	0.566333333333333
WDFY3	0.908125
DPM1	-1.29875
GPSM1	-0.4535
WDR92	-0.267
LRP1	0.642833333333333
ANKH	-0.39525
THUMPD3	-0.232
POLR1B	-0.49425
OLFM4	1.0415
RAD9B	-1.38025
TSPY2	-4.444
PAX6	-2.333
SCG2	-2.3845
SLC17A6	0.27075
FMO3	1.609625
PADI4	0.533
TUBB4	-0.8962
NLK	1.421
POU4F3	-1.1915
SDF4	-0.2295
ITGBL1	2.68583333333333
NETO1	-1.821375
TAP2	-0.66925
ABBA-1	0.03075
GNAI1	1.236
VPS4B	0.338
NOPE	-0.3542
GALNT6	3.96233333333333
SESN1	0.612
GBE1	-1.63411111111111
CLASP1	-0.26875
RASGEF1B	1.49075
ACOT11	-0.213357142857143
AFAP1	0.13325
OR2H2	0.682
DPY19L2P1	-0.2425
DZIP1	-2.52975
SEC22C	0.903166666666667
GPR161	-1.24741666666667
RNF146	1.899
WDR74	-0.2165
GALP	0.3045
PURA	0.7515
DNPEP	0.751333333333334
RP11-78J21.1	-0.81325
ERBB2	1.15825
FANCM	-0.905583333333333
NEO1	-0.743166666666667
DDX3Y	-4.68211111111111
RPS3A	0.775
MXRA7	-0.741571428571429
LGALS3	-1.78183333333333
GLT8D1	0.59
CFL2	-1.11066666666667
UPB1	0.6745
NAP1L5	0.444625
CLDN14	-0.336
DHX38	-0.6195
BTBD1	-0.49175
TARS2	0.086
ABCF1	0.3407
FCF1	1.09516666666667
LRRC49	3.32725
GUCY1B2	-1.3775
C1orf177	0.126
SMARCA4	-0.434428571428571
LRP8	-2.4415
TAGLN3	-0.9335
MRPL14	0.436
TTRAP	0.79625
ZDHHC20	0.32275
NFE2L3	-1.35875
KIAA1377	-0.55025
PALMD	0.3146
TMEM43	-0.2855
TTL	-0.787
STAT5B	-0.552
SSB	-0.97875
OR10H5	0.6615
SLC22A13	-0.935
AKAP3	-0.25725
TIMM23	0.0605
OAS2	1.70466666666667
KIAA0423	0.7235
TRIM11	0.816166666666667
GLIS3	0.419833333333333
TMEM50B	1.00033333333333
ARHGEF4	-2.02157142857143
DEGS1	-0.750545454545455
TBL1XR1	1.4571
G6PD	-1.1615
SP140	1.1914
MUC17	0.237384615384615
NUDC	-0.241
DNAJC5B	4.38633333333333
SCARA3	-1.92633333333333
CPA3	7.18433333333333
BCAT2	0.0665
MFN1	0.6295
NRG3	1.584
SNX11	-0.03925
PLEKHH1	-0.3575
GPR177	-1.90216666666667
HCFC2	0.0965
TCAP	-0.46425
MOCOS	-4.568
C14orf93	-0.776
PRDM10	-0.0546666666666667
SLC16A4	-0.8035
SRGAP1	-0.16
VIP	0.544
DUSP27	-0.9065
LILRA1	1.487
MC2R	-0.2255
MGC24103	-3.39325
MBTD1	-3.089
FUT11	0.08
USP33	-0.1274
C15orf39	-1.2115
MAP3K12	-0.223375
PAAF1	-0.485166666666667
BARHL1	0.0735
FLJ16165	0.2495
PIWIL2	-3.3665
SYNE1	-0.176555555555555
CMTM4	0.466125
TSPYL1	1.6466
GUF1	-0.0473333333333333
TMEM157	1.9295
WDR44	-0.11925
HIST1H3C	-0.245
DKFZp666G057	1.51366666666667
RNPEP	0.973
GAS2L2	0.0856
ADH4	-6.28625
GRPR	4.42966666666667
FBXL17	0.8045
ZBTB10	1.54241666666667
Gcom1	-0.0346111111111111
HTRA1	0.4877
ZNF585A	-0.196833333333333
SLC26A2	0.443615384615385
OTOP3	0.335666666666667
WISP1	1.85466666666667
ATP2B4	-1.31408333333333
FLJ10769	0.04825
CRAMP1L	0.2365
CHST12	0.05725
RAB22A	0.064
TARDBP	-0.476642857142857
STAU1	-0.347
CRB3	2.45333333333333
MIG7	-1.8895
CHMP1A	-0.395333333333333
ZNF160	-0.0935
B3GALT6	0.373
BARX1	-1.915
C6orf167	-1.40325
NXNL1	0.218
DHX29	3.22925
HADHB	-0.8795
PLXNB2	0.873625
ILDR1	-1.3355
SLC15A3	3.35725
GAS2	-5.462
C20orf69	-0.736666666666667
NUMB	-0.23975
TNIP1	-0.3315
MESP1	-0.332833333333333
PSKH1	0.229
NSFL1C	-0.759875
RHOG	0.2425
HEY1	-3.19333333333333
KNG1	-2.103
ITGAX	2.9176
LIN9	-0.453166666666667
CANT1	0.628625
XRN1	0.333642857142857
CCDC96	0.967
HEATR6	-0.5325
GNG7	0.12425
RUNX2	0.71375
SOX1	0.483666666666667
FCRL5	2.5292
ZNF99	0.314
FAM9A	0.5265
SNX22	1.13016666666667
MBNL3	-1.966
ODC1	-2.798
ADORA2B	-2.51466666666667
NR2F6	-0.02425
ZFYVE16	-0.263833333333333
SYNJ2BP	0.7279
POLE	-1.222625
E2F2	-0.747125
THRA	-0.336166666666667
PTGES2	-1.00833333333333
HIP1R	-0.437166666666667
TMUB1	-1.35483333333333
ENO3	-2.31375
RSPH10B	-0.3745
CXorf39	0.997125
IRGC	0.921
GPR109B	0.2195
FLJ13305	-1.4825
LCE3A	-0.0325
TNFRSF18	0.957333333333333
DET1	0.173
TRPM3	-0.439916666666667
C16orf79	-1.143
FECH	-0.0761666666666667
RAP2A	0.381666666666667
CRIP1	1.54683333333333
AZIN1	1.983375
SLC7A7	4.37175
IL10RA	1.8996
TMEM64	-2.1225
CDC42EP4	0.1184
C16orf58	-0.419
ARG2	-2.96275
POU5F1P4	-3.188
FAM62B	-0.82425
DNAH8	-1.389375
ASH2L	-0.074375
TSLP	-3.02566666666667
CNTNAP5	-0.031
TMEM16C	-1.2295
IFNA14	1.001
SLC1A3	2.236625
CABYR	-1.46925
BCL7B	-0.1545
NUDT13	-1.89316666666667
C13orf28	0.5515
C1orf53	-0.7555
ARL6IP4	-0.2248
RPL35A	0.49025
EMR3	1.042
RAB40C	0.498416666666667
SLC41A1	-1.4815
LRCH1	-0.00475
LY6G5B	-0.4805
FAM124A	-0.391
MGC10981	-4.032
CLIP3	-0.1666
MAP4K2	-0.4945
CHIC1	0.375
SULF1	3.70816666666667
C20orf30	0.264428571428571
PRDM5	-1.34471428571429
ELOVL1	0.02675
C11orf48	0.268375
SLC39A10	0.0415
KCNV1	0.00724999999999998
ACP1	-0.6488
ZMYM2	-0.840625
B3GNT6	0.180666666666667
C9orf69	-0.17425
C2orf15	0.206
C20orf166	1.012
HSP90AA6P	0.065
EDG7	-1.845
NEURL	0.18875
LPL	1.93466666666667
CLEC2D	0.125857142857143
GRRP1	1.85383333333333
CD8B	-2.7237
HIST1H3D	0.2355
SLC6A12	1.90225
FAM27L	-0.2225
CD84	3.3815
RASA1	0.101
PHKG1	-0.5395
MAGEA11	-3.5705
IMPA1	0.0625
NPM3	-0.81575
RARRES1	4.895
SH3BP1	0.215625
B3GNTL1	-0.8935
ARPC5L	-0.479666666666667
KLHL26	-0.25475
SIM2	1.442
GJC1	0.961
C20orf194	0.167
EXO1	-2.08475
SLC2A2	-2.82516666666667
LOC285074	-0.852
LRG1	1.2855
KIRREL	0.0275
PIK3R1	1.01492307692308
C4orf34	1.8225
MAF	-0.268444444444444
ADCY4	3.51333333333333
ZMIZ2	0.7965
SLC46A3	1.21383333333333
STAMBP	0.6125
CCDC16	0.05475
MS4A12	0.4055
TCF20	-0.02225
LRRC46	0.43375
C20orf152	1.23033333333333
MRPS6	0.583375
ABCB11	0.00650000000000001
KCNC2	0.5142
CDH19	-2.2136
C9orf123	0.244333333333333
SSH3	0.545375
LDLRAD1	-1.52225
CCBE1	0.43175
ZNF135	0.7165
TAAR1	-0.2955
WFDC12	0.3135
CCDC42	0.1295
FLJ12529	-0.434
PER1	-0.371666666666667
TIMM50	-0.237166666666667
SMARCAD1	-0.544666666666667
FAM26C	-0.1775
TP53TG3	-2.733
SH3RF1	1.5714
LMCD1	1.24025
GPR63	-0.6555
FLJ21986	-1.67275
AIFM3	0.80475
MICAL1	-0.11
BLZF1	0.609666666666667
IQCA	-0.464833333333333
PCDHGC3	-0.1485
SAC	1.5655
BCL6B	2.02316666666667
DDO	-0.73975
MARCO	4.75925
DCHS1	0.514333333333333
C1orf170	0.439333333333333
CD200R1	1.99366666666667
C22orf15	-0.642
SEPT11	1.287
ADNP	0.14675
UST	-1.5984
C13orf34	-2.219
RFFL	0.0919285714285714
APBA3	0.617
C2orf60	-0.891375
CUTL1	-0.2826
PMS1	-0.934875
ZNF689	2.821
EIF3E	1.12783333333333
IL9	-0.540333333333333
RPL31	-0.375
LY9	1.43866666666667
ATP2B3	0.377
KDELR2	0.904083333333333
TFCP2	0.533125
NLRP12	0.760125
FLJ45422	-0.2315
TLE4	-0.973
ZNF570	0.103
FLJ43806	-2.8275
TLK2	0.004375
CIR	0.0355
MARS2	0.811
COL24A1	-0.25925
SDF2L1	-0.4585
HIBADH	-0.925166666666667
IGFBP3	-2.54157142857143
C12orf23	0.06775
PSPC1	-0.164
C20orf43	-0.05225
TRAV20	-0.3855
ARHGAP24	-0.0315
KIAA1975	-1.31625
C1QA	4.046
DNTT	-3.92366666666667
C10orf6	0.197416666666667
C11orf41	0.6835
HNRPF	0.47
COL11A1	6.421
UBAP2	-0.069
