Hybridization REF	TCGA-AN-A03X-01A-21R-A00Z-07
MAL2	2.8415
PGPEP1	0.208083333333333
SIN3B	-0.10575
SEMA3C	0.1725
GRAMD3	1.88975
FBXO10	0.0495
OR5D13	1.111
FLJ31818	0.105
CACNA1I	0.707625
S100A13	1.622
TP63	-0.619461538461538
ANXA11	0.5898
WDR66	-0.364
CSF2RB	0.026
IFI44	1.13175
DACT1	3.39933333333333
ANKRD23	-2.043625
ATP5G1	-0.608166666666667
C21orf70	-0.253833333333333
PPWD1	-1.40675
DNAJC13	-0.11
PAH	-4.6728
PTCH2	0.57975
TRMU	-1.58525
CCDC9	-0.194
USP3	-0.1449
DCLRE1C	-0.9226
FAM55C	1.33125
FRMD4B	1.1195
CYP2R1	-0.13275
RFPL1	0.2465
XPO5	-0.85225
ARL6IP2	-0.727
OSBPL5	1.86425
MMP9	2.16536363636364
KIAA0802	-0.755625
DHRS2	-1.10116666666667
SGEF	1.816125
TXNDC10	-1.1574
EXOC6	0.6465
RPS27	0.605333333333333
PNCK	-0.510666666666667
FSTL1	0.855
AACS	0.028
SLMAP	0.172833333333333
SAMD4A	-0.4556
ABRA	0.015
SMARCD3	1.8
PKNOX2	-0.941833333333333
A4GNT	-0.018
C9orf39	-0.00316666666666669
RALYL	0.26625
MGC33556	-2.662
C10orf25	-0.67
BBOX1	-0.1695
NHEDC1	0.72475
XDH	1.129
GCSH	-1.395
EDN1	1.3385
MTERF	-0.5335
CLK4	0.243
ZNF799	-0.185166666666667
KCNG1	-1.463875
CXCR4	0.563166666666667
PTPRR	-1.0075
IRAK1	-1.06325
LOC401397	-0.95375
TMSB10	0.554428571428571
CXCL3	-3.7876
TMC4	2.481
OR7A10	-0.4975
STYK1	-1.47175
CHRNA10	-1.16875
CCNI	0.864
EP300	1.38392857142857
LOC165186	-0.501
HIC2	-2.49075
SDR-O	-0.5545
OR2W1	0.864
KCNA6	0.28
TRIM74	-1.578
REEP6	2.24325
ATP5G2	0.0295
ERG	0.37675
TMEM42	0.52875
PARN	0.411
SOD2	0.058375
DIRAS1	0.878666666666667
PNPT1	-1.07375
JOSD3	-0.8625
hCG_40738	0.022
PDE1C	-1.97033333333333
SEMA4D	-0.741875
AGPAT1	-0.169333333333333
NOSTRIN	1.343375
MAP3K3	-0.183166666666667
MAX	0.318214285714286
CAPS	3.00633333333333
SERPINA12	-0.1445
OSBPL8	0.8095
RICS	0.9163
NR4A2	0.6525
PPCS	0.891833333333333
LONP1	-1.11775
SCYL3	1.70475
HERC2P2	-2.396
FIBCD1	0.3375
C15orf41	-1.047
DMC1	-0.851833333333333
C20orf27	-0.309
RPS6KA5	0.869
FAHD1	0.647
SLC12A4	0.42275
BRCA1	-1.2055
GBL	-0.12225
SLK	0.4185
NUDT9P1	-1.406
NOXO1	-0.4195
USP52	-1.62575
BAZ1B	-0.486625
SLCO2B1	2.32925
BBS12	1.14733333333333
LRGUK	-0.6184
TERF2IP	0.0175
COL1A1	5.6695
KIAA0090	-0.262875
GRK5	-0.5405
AP1S2	-1.1392
TMEM52	-0.715
CA11	-0.737375
OR4A15	0.586
ACBD3	1.4051
SPAG11B	0.0725
PRDM2	0.6081
FOXP3	-0.3235
SMYD3	0.299
LOC389199	1.382
LGI2	1.18316666666667
NAPE-PLD	-0.269
ANKRD6	1.014
WDR45	0.323333333333333
SHROOM1	-0.88725
PSCD3	0.7685
PYY	0.6655
KCNC1	0.089
ARHGEF9	0.3048
OR8J1	0.2325
GPR55	0.041
NS3BP	-1.36
C10orf22	0.213833333333333
NAT8L	0.66225
DUSP4	2.26366666666667
FOXM1	-2.51216666666667
GRAMD2	0.6714
ZBTB48	-0.864666666666667
BUD31	-0.645
PABPC5	0.872
CCDC41	-1.16075
FBXO11	-0.301916666666667
C6orf148	-0.6785
RFXAP	-1.77375
C6orf15	1.12983333333333
CDK8	-0.9065
C6orf70	0.400875
TESSP2	-0.3665
ALG2	0.2795
PPP1R3D	2.069
TPM3	0.00988888888888889
SYT13	4.9405
EPB42	-0.168166666666667
CETN3	-0.2895
PRY	0.1935
NTHL1	0.145833333333333
POLR2B	0.00700000000000001
RPS28	-0.0855
P2RX3	0.37375
LYZL4	0.182
WBP4	-0.485
PMM1	0.05725
C11orf79	0.044
CBLL1	-1.0085
IL1F10	1.17783333333333
VAX2	0.16
SETDB1	-0.0555
LRAP	-0.319
GCLM	-0.392166666666667
CPEB3	1.56225
PPM1A	0.8126875
INTS1	-0.80525
CAMTA1	-0.55175
SAMSN1	-1.4515
LOC158830	-2.71366666666667
GMPPA	-0.314125
AIPL1	0.75
IL24	-0.221333333333333
BDKRB1	-0.591833333333333
MLF1	1.1549
TAF12	-0.66375
ID1	-2.009625
THADA	-0.190875
PIK3CB	-0.25625
OR4N5	0.17
TBC1D17	-0.533833333333333
COX8A	-0.81425
CDCA4	-1.41675
C2orf44	-0.638
ZNF534	-0.442
IMMP1L	0.18
NIPSNAP3B	-0.040375
FTMT	0.675875
PWP2	-0.985666666666667
MMP15	-1.466
DNAH11	-0.71925
MTMR14	-0.490375
DNAL4	1.24975
IPP	-0.6635
TMEM59	0.404625
C1orf157	0.571
RGS4	1.3415
DDX18	-0.607833333333333
SNX6	0.50625
ZNHIT2	0.481833333333333
NCDN	-0.632
FLJ33534	0.02525
RAG1	-1.2155
OR4D10	0.6625
PTPN5	0.200666666666667
POMT1	-0.4245
LRRC8A	-0.0365
CYP1A1	-0.9645
CAPN1	-0.056
DDHD2	-0.0175
GRIK2	0.42225
GNRHR	0.30875
PPBP	0.26425
HTR3A	-0.41025
SLITRK4	2.90325
ANKRD49	0.498
BTF3	-0.1097
SARS	-0.58775
C13orf18	0.632333333333333
CACNB1	-0.319076923076923
QKI	0.347045454545455
SETMAR	0.247125
MAN2B1	0.5395
EML3	-1.28075
ACADL	0.047
OFD1	-1.160875
DEFB114	0.471
CGA	2.6947
PEX16	0.2245
LRRC10	0.5085
GNG12	0.3485
C1orf152	0.0545
CHRM1	0.7255
CD53	0.315
DBH	0.2295
TFAP2B	2.78475
HIST1H2BJ	-1.473
FAM46D	0.1355
TMEM11	0.17275
C3orf32	-2.47
PCCB	-0.279125
IPO13	-0.567
C6orf105	-3.73
COMMD5	1.01975
SUV420H1	-0.535
LTBR	0.57125
ARHGAP15	-0.843125
HDHD2	-0.063
TDRKH	0.187833333333333
LOC401052	2.138
PSG4	0.416
GNB4	-0.163222222222222
SPATA4	-0.793
SLC9A3	0.1845
OSBP	-0.14
NBPF3	-0.743583333333333
DOCK11	-1.283
SLC39A5	-1.12216666666667
PRR5	1.0868
C10orf63	0.49775
SMTNL2	-0.92475
ADRA1A	-0.079
ASAH1	2.3584
DOM3Z	-0.5656
GIPR	0.8085
AHI1	-0.168916666666667
NADSYN1	-0.629666666666667
RGS14	-0.8369
IL18BP	0.4308
RTN4RL1	1.37866666666667
ARMC6	-0.63475
PSMD5	-0.377333333333333
HK3	0.8071
OR4S1	1.57525
RSU1	0.5248
MAD2L1	-2.36222222222222
EIF4A3	-0.183
DLEC1	-1.08666666666667
E4F1	-0.0945
CHMP2B	1.0237
CAMSAP1	-0.6195
RPS21	-0.886666666666667
ARID5A	-0.10175
UBE2N	0.2781
IGSF8	0.996
MAGEB6	-0.286
ACAD11	-0.8117
MGC4172	-1.2175
LMO4	-0.98525
KLKB1	-0.249
HP	-0.815
HDAC3	-0.21125
SCHIP1	0.125
CLCA1	0.295
OLFML2A	1.10925
C1orf112	-1.08275
KIF19	0.282363636363636
HAPLN4	0.13
CXCR7	1.55366666666667
GOT2	0.0614
RAB38	-2.27225
DCX	-0.4305
PPM1H	-1.76341666666667
NFYC	0.299833333333333
KIN	0.141125
ZNF228	0.28425
PLSCR4	2.392
HIG2	-0.079
FAM79B	4.5915
C21orf86	-0.5142
KCNK10	0.66175
ZNF738	-1.525125
FSTL5	-0.01
OR6A2	-0.1485
OTOA	0.962
EXOC1	-0.067
AHRR	-3.223
PDAP1	-1.9875
C19orf6	-0.692375
ZAN	0.38025
LY6G6E	0.802
EIF4E2	-0.2855
C20orf198	-0.039
ZNF324	0.0355
CYP3A5	-1.38866666666667
ENTPD7	1.12533333333333
MBOAT5	-0.245166666666667
GJB5	-1.64425
TTC13	-0.12625
S100Z	-0.688166666666667
KIAA0664	-0.553333333333333
PDGFRB	2.544
IL17D	-0.42825
OR56B4	-0.262
RDX	-1.74783333333333
SLC34A3	1.177
IL28B	0.5515
JUND	1.19025
CHRNB1	0.360875
CAMK2B	-0.94025
FETUB	-0.5635
CXorf23	1.492
MRTO4	-1.19
TTC3	0.5753
NDUFB8	0.0495
EDG2	0.3435
SEMA3G	-0.0215
IL23A	-2.36775
GRHL1	0.169
LOC441054	-1.9135
WDR65	0.438285714285714
PSTK	-0.2035
STOML3	0.4604
R3HDM2	-0.3614
C5	-2.05625
SLC2A10	1.55733333333333
C3orf22	0.64925
PAQR3	-1.53823076923077
ANKRD26	-0.78775
HCRTR1	-0.183
LOC399947	0.313666666666667
PSD2	-0.17225
TIGD2	0.0618333333333333
SCRN1	-0.488375
COQ10A	-0.3195
DDI2	0.303
METTL7B	-0.209
UCN2	0.542
FAM92A3	-0.313
WDR16	-0.3815
ZNF511	-0.167333333333333
ZMYM5	-0.390875
POLR3G	-2.6335
ZNF586	-0.49225
C1orf49	-0.0178333333333333
TANK	0.0733333333333333
RCAN1	2.46983333333333
PELI3	1.48283333333333
LIMD2	-0.535583333333333
TMEM189	-0.828
NTN4	-0.4465
LOC151300	-0.1475
CLEC2A	0.1315
GPR135	0.567
DPYSL4	-1.6966
JAK2	-0.2225
TSHZ1	0.4735
TM9SF4	0.086375
ZNF264	0.6565
SIRPG	0.45425
BICD1	-0.1995
HERC6	1.16766666666667
METTL5	-0.306
CASP1	0.41425
PRRT1	-0.336833333333333
PLA2G4C	1.45783333333333
ICA1L	-0.597
TPTE2	0.3422
OTUD7A	1.11166666666667
AQP11	1.949
APOA2	-3.7113
KALRN	-0.4834
SECTM1	-0.277416666666667
IFNAR1	0.33525
TALDO1	-0.227
RAB11FIP4	-0.630833333333333
EIF5A	-1.1175
FAM49A	1.66025
NEGR1	0.758833333333333
YTHDC2	0.861625
EHD2	0.39
NCF1	1.2136
SCRT2	0.933
HOXA5	-0.246166666666667
NUP133	0.219
FGF12	1.069125
SLMO2	-0.370625
SNTA1	0.987375
CACNG2	0.286875
GCM1	0.64
ELF1	-0.172166666666667
TLR5	3.6995
TCFL5	-0.678583333333333
RBMY2FP	-0.921
LOC100125556	0.252125
FAM129B	0.195875
MAP3K7IP1	-0.101375
NCK2	-0.1765
OXA1L	-0.87525
FMO9P	0.66
ZSCAN12	0.1085
PSMD12	-0.58425
HSCB	-0.168
CLDN10	-2.3035
MGC13053	-0.13975
HPCAL4	-0.988833333333333
ASZ1	0.378
MEX3D	0.461583333333333
NFAT5	-0.9154
CSPG4LYP1	-0.2035
FBXO3	1.0468
DVL1	-1.253
CMKLR1	1.17216666666667
TYMS	-3.856
PEF1	0.5805
ZNF750	1.243
MCM5	-0.9848
MEGF11	-0.3895
KCNK7	-0.161
PTP4A3	0.701
C1QTNF2	-0.2795
OR6S1	0.056
FAM122B	-1.37725
ZNF551	-1.374625
HBQ1	-1.471
GEMIN6	0.363
ARSK	0.10825
RBP7	3.78183333333333
CPNE9	0.5185
DSC1	0.604
LOC730112	-0.988
MAP2K4	1.29525
HS3ST5	-0.704
EPB41L3	-0.3525
TEKT2	-0.659
CDKN2B	0.738333333333333
ZNF480	-1.1145
MAP3K6	0.2959
MAP6	0.920333333333333
HN1	-0.79
OR2L13	0.578166666666667
SLC16A11	0.35125
FAM96A	-0.42175
APOL1	0.09425
C5orf32	0.449
RTP1	-0.367833333333333
RNF175	-0.383125
ZBTB41	1.377375
AHCTF1	0.4029
SAE2	-0.7149
ITGA2	-0.946666666666667
MME	0.325833333333333
CCDC14	-2.2995
MAST4	1.16821428571429
KRT33B	-0.1235
KCTD2	0.187666666666667
WDR26	1.01941666666667
MFI2	0.3125
NR4A3	0.8065
ARSA	1.41425
UNKL	-0.116333333333333
SULT6B1	0.3545
CCNA2	-2.89966666666667
SOX15	-0.6385
PPAPDC1B	0.173833333333333
C19orf44	0.209
MCAT	1.11541666666667
ARID1B	0.405875
OR52N1	-0.034
C12orf48	-1.37025
MAGI1	-0.365
NIPA2	-0.69375
GBX2	-1.04975
RSHL3	0.22875
RAVER1	0.608666666666667
C15orf17	-0.34225
SLC30A2	-0.1245
ZNF518	-0.335
PCYT1B	-0.919
C10orf114	-1.2505
EIF3H	0.730833333333333
SLC25A39	-0.766333333333333
KIF1B	-0.562
AMOTL2	1.23
C6orf120	0.81825
PSRC1	-2.54025
PLA2G10	0.310625
KIF5C	0.8
MRPL37	-0.913
C17orf62	0.397833333333333
C9orf135	-0.67275
DUSP10	1.3811
CLCNKB	0.8055
PSMA5	-0.976125
C8orf53	1.01225
AMPD3	-0.193833333333333
PIAS1	0.079
ADCYAP1R1	-0.053
GYLTL1B	-0.5175
CDH20	-0.284666666666667
FBXO7	-0.21925
TMEM134	0.559833333333333
FLJ14213	1.5185
ZNF3	-0.77175
LRRFIP1	0.284916666666667
CNOT2	0.38225
ABI3	1.93175
ALDH5A1	-0.0668333333333333
HNT	2.7802
SERPINA4	-1.453
TK2	0.762
STMN1	-2.53688888888889
GUCA2A	0.0935
GALNT10	1.44442857142857
DPP6	-0.417421052631579
C9orf93	-0.327125
PRELID2	-0.44225
STK39	0.4865
SFTPA1	-0.191
CKS2	-1.78788888888889
RHO	0.1145
C20orf135	0.19225
XKR3	-1.2575
CR1	-0.088125
RPS6KA2	0.619428571428571
C20orf112	0.21275
MRPL22	-0.1555
C4orf23	-0.39
GADD45B	1.937
KLHDC1	0.817333333333333
C2orf48	-2.3365
ZNF287	0.2905
DAAM2	-0.09975
DPPA2	-2.08616666666667
TCTN3	0.501166666666667
DNAJB11	-0.3785
FPR1	3.709
DEFB4	0.26
PTCD2	-0.5639
SMOC2	5.32883333333333
CABP7	2.0655
SERPINB11	0.45025
MAGEF1	0.404
NDE1	0.422
ITGA10	0.9715
FSHB	0.726
ANXA2	0.43975
HORMAD2	-0.2995
HLCS	0.61525
MCF2L	0.351333333333333
FH	-0.078125
TBC1D24	1.533
KIAA1505	0.0215
LGALS2	-1.71225
CNBD1	-0.679
SYNPO2L	2.706
PTPN23	-0.137
C1orf183	-0.506666666666667
MAGEA8	-1.98725
DGCR8	-1.47775
GSR	0.9125
PAQR7	0.2385
ZNF676	-0.8355
CACNA1C	0.4384
SP7	0.2545
PDCD6	-0.85925
NRN1L	-1.4595
BRI3BP	-0.422583333333333
KIAA1183	0.721
ASB4	0.792666666666667
CCL23	0.2593
OBSL1	-0.28575
SLC12A7	0.405083333333333
KIAA0240	0.987
CD1B	-2.70333333333333
FCGR2A	2.111375
MDC1	-1.59825
HTR1A	-0.0318333333333333
OCEL1	0.5305
ATP11B	-0.4326875
FBXO34	-0.00849999999999997
PCDH12	3.01116666666667
RPE	-0.419
C17orf74	-0.319
CSDC2	1.24883333333333
PET112L	0.06475
TMBIM1	1.014625
P2RXL1	-0.684
TCHP	-1.30025
TRMT1	-1.47116666666667
F2RL2	0.6245
LRRC32	3.58183333333333
IMPG2	-0.135
BGLAP	-0.3325
LOC493869	0.42675
MRAS	1.6725
SLC35F5	0.89325
CBWD1	-0.3945
AXL	-0.14775
ATP2C2	1.14975
TELO2	-0.38025
PNPLA3	-3.94325
PCDHB14	2.0515
CD276	0.592
KRT80	0.165125
DUSP28	-0.629
CSNK1E	-0.793333333333333
SRP14	0.7275
KCNQ4	-0.623
KRT72	0.1025
CCDC117	0.581125
C6orf89	0.0863888888888889
TUBB2B	-2.4685
RTN4IP1	-0.0915
CR1L	-2.96866666666667
CEND1	0.485125
C12orf41	-0.720666666666667
RNF31	-0.13425
UBN1	-0.1215
C17orf32	0.787375
SLC5A7	0.07
GPR92	1.14833333333333
ESAM	2.1052
CTNNA1	0.58575
HRBL	0.2089
CBX4	0.31075
TMEM182	-1.66425
SH3TC2	-0.987666666666667
IL10	0.717333333333333
PXMP4	2.4205
RNF167	0.0133
PAK7	-0.35025
ETV3	0.373
ATPIF1	-0.993333333333334
LOC554207	-1.219
OR8H1	0.30175
WDFY3	1.1085
DPM1	-0.82425
GPSM1	-1.3635
WDR92	-0.0365
LRP1	1.0815
ANKH	0.344375
THUMPD3	-0.5615
POLR1B	-0.26875
OLFM4	0.804
RAD9B	-0.379
TSPY2	-1.524
PAX6	-0.652
SCG2	-1.3295
SLC17A6	0.349
FMO3	1.347875
PADI4	0.363833333333333
TUBB4	-0.5856
NLK	-0.96725
POU4F3	0.3745
SDF4	-0.386
ITGBL1	4.08816666666667
NETO1	0.1105
TAP2	0.049875
ABBA-1	-0.108416666666667
GNAI1	-0.163
VPS4B	0.11575
NOPE	0.2901
GALNT6	2.48366666666667
SESN1	1.237875
GBE1	-1.33377777777778
CLASP1	-0.33675
RASGEF1B	0.52475
ACOT11	-0.153785714285714
AFAP1	1.1715
OR2H2	0.36525
DPY19L2P1	-1.53425
DZIP1	-1.04525
SEC22C	0.181083333333333
GPR161	0.304416666666667
RNF146	0.50825
WDR74	-1.439625
GALP	0.432
PURA	1.59425
DNPEP	0.765666666666667
RP11-78J21.1	-1.401
ERBB2	2.113375
FANCM	-1.13025
NEO1	0.435833333333333
DDX3Y	-4.1803
RPS3A	0.283375
MXRA7	0.574642857142857
LGALS3	-0.396166666666667
GLT8D1	0.46475
CFL2	-1.3175
UPB1	0.05375
NAP1L5	-0.1005
CLDN14	1.4285
DHX38	-0.95375
BTBD1	-0.60125
TARS2	0.199166666666667
ABCF1	-0.7656
FCF1	0.239833333333333
LRRC49	0.11475
GUCY1B2	-0.0675
C1orf177	0.463
SMARCA4	-1.04392857142857
LRP8	-3.55933333333333
TAGLN3	-0.90775
MRPL14	0.268
TTRAP	-0.031
ZDHHC20	0.416
NFE2L3	-1.03125
KIAA1377	-1.200125
PALMD	0.7342
TMEM43	0.10525
TTL	-1.30425
STAT5B	-0.339
SSB	-0.6945
OR10H5	0.5295
SLC22A13	-1.22975
AKAP3	-1.2595
TIMM23	0.229
OAS2	2.02483333333333
KIAA0423	0.826
TRIM11	0.4715
GLIS3	2.019375
TMEM50B	0.897
ARHGEF4	-0.60725
DEGS1	0.446363636363636
TBL1XR1	0.894633333333333
G6PD	-1.92725
SP140	0.2298
MUC17	0.125692307692308
NUDC	-0.9332
DNAJC5B	2.21566666666667
SCARA3	0.037
CPA3	6.78016666666667
BCAT2	0.199375
MFN1	-0.2614
NRG3	0.439
SNX11	0.66525
PLEKHH1	-1.18666666666667
GPR177	-0.391833333333333
HCFC2	0.724
TCAP	-0.94725
MOCOS	-3.3285
C14orf93	-0.3145
PRDM10	-1.011
SLC16A4	1.17941666666667
SRGAP1	0.418
VIP	0.13775
DUSP27	0.817666666666667
LILRA1	0.5931
MC2R	0.2415
MGC24103	0.284
MBTD1	-1.066
FUT11	-0.0166
USP33	-0.1259
C15orf39	-0.7265
MAP3K12	-0.012875
PAAF1	-0.1695
BARHL1	-0.3665
FLJ16165	0.3415
PIWIL2	-2.7525
SYNE1	1.15666666666667
CMTM4	-0.016125
TSPYL1	1.4492
GUF1	-0.426666666666667
TMEM157	1.676
WDR44	0.28775
HIST1H3C	0.01725
DKFZp666G057	0.55425
RNPEP	0.405
GAS2L2	0.162833333333333
ADH4	-3.89725
GRPR	0.201333333333333
FBXL17	1.34725
ZBTB10	0.766916666666667
Gcom1	0.289555555555556
HTRA1	2.4088
ZNF585A	-0.867833333333333
SLC26A2	0.917428571428571
OTOP3	0.471333333333333
WISP1	3.45455555555556
ATP2B4	-0.496083333333333
FLJ10769	-0.1035
CRAMP1L	-0.786125
CHST12	-0.14125
RAB22A	0.39625
TARDBP	-0.551285714285714
STAU1	0.1755
CRB3	2.2775
MIG7	-0.42125
CHMP1A	-0.279666666666667
ZNF160	-0.33125
B3GALT6	0.05425
BARX1	-1.1255
C6orf167	-1.4814375
NXNL1	0.3185
DHX29	0.3215
HADHB	-0.067
PLXNB2	0.631625
ILDR1	-1.34525
SLC15A3	3.067
GAS2	-3.76716666666667
C20orf69	0.26
NUMB	-0.326
TNIP1	-0.352125
MESP1	-0.385333333333333
PSKH1	-0.526
NSFL1C	0.407625
RHOG	0.103
HEY1	-1.879
KNG1	-1.09525
ITGAX	1.7579
LIN9	-0.624
CANT1	0.35525
XRN1	0.366357142857143
CCDC96	1.2238
HEATR6	-1.14516666666667
GNG7	0.568083333333333
RUNX2	1.7854375
SOX1	1.01533333333333
FCRL5	-0.2937
ZNF99	-0.512375
FAM9A	0.127
SNX22	0.609833333333333
MBNL3	-1.89133333333333
ODC1	-2.6491
ADORA2B	-1.16633333333333
NR2F6	0.153
ZFYVE16	0.103
SYNJ2BP	0.8305
POLE	-1.77075
E2F2	-1.360375
THRA	-0.311166666666667
PTGES2	-1.29933333333333
HIP1R	-0.0988333333333333
TMUB1	-1.00866666666667
ENO3	-2.18575
RSPH10B	-0.8265
CXorf39	0.810625
IRGC	0.44775
GPR109B	-1.1255
FLJ13305	-0.153
LCE3A	-0.381
TNFRSF18	0.0586666666666667
DET1	-0.08625
TRPM3	0.319090909090909
C16orf79	-1.272
FECH	-0.2945
RAP2A	-0.154333333333333
CRIP1	-0.291833333333333
AZIN1	0.203125
SLC7A7	3.34625
IL10RA	0.5457
TMEM64	-0.289
CDC42EP4	0.7521
C16orf58	0.0382
ARG2	-1.64425
POU5F1P4	-4.6515
FAM62B	0.046
DNAH8	-1.1592
ASH2L	-0.08
TSLP	-3.95316666666667
CNTNAP5	-0.43975
TMEM16C	4.20075
IFNA14	0.5225
SLC1A3	0.4135
CABYR	0.667
BCL7B	-0.3243
NUDT13	-1.14366666666667
C13orf28	0.68725
C1orf53	0.21025
ARL6IP4	0.1447
RPL35A	-0.2305
EMR3	1.1895
RAB40C	0.34125
SLC41A1	-0.262
LRCH1	-0.14625
LY6G5B	-0.204
FAM124A	-0.331285714285714
MGC10981	-3.52266666666667
CLIP3	0.6585
MAP4K2	-0.576333333333333
CHIC1	0.3305
SULF1	5.04183333333333
C20orf30	0.281785714285714
PRDM5	0.1085
ELOVL1	-0.17725
C11orf48	-1.087125
SLC39A10	1.188
KCNV1	0.58125
ACP1	-0.4455
ZMYM2	-0.97775
B3GNT6	-0.222
C9orf69	-1.13375
C2orf15	1.32125
C20orf166	0.4355
HSP90AA6P	0.4325
EDG7	-0.0245
NEURL	1.294
LPL	1.255
CLEC2D	-0.472714285714286
GRRP1	1.663
CD8B	-2.7001
HIST1H3D	-1.61866666666667
SLC6A12	0.509125
FAM27L	0.108
CD84	1.4468
RASA1	-0.417
PHKG1	-0.068
MAGEA11	-0.8175
IMPA1	-0.9185
NPM3	-1.22925
RARRES1	3.503
SH3BP1	0.05625
B3GNTL1	-0.187
ARPC5L	-0.838833333333333
KLHL26	0.3675
SIM2	0.91925
GJC1	0.9125
C20orf194	0.44025
EXO1	-2.16
SLC2A2	-1.1575
LOC285074	-0.34775
LRG1	2.2745
KIRREL	1.2615
PIK3R1	0.797428571428571
C4orf34	1.28925
MAF	-0.740611111111111
ADCY4	2.848
ZMIZ2	-0.2784
SLC46A3	2.03883333333333
STAMBP	0.0576666666666666
CCDC16	0.499
MS4A12	0.2625
TCF20	-0.43525
LRRC46	1.255
C20orf152	0.9835
MRPS6	0.118375
ABCB11	-0.377
KCNC2	5.19083333333333
CDH19	-1.52816666666667
C9orf123	0.325833333333333
SSH3	0.470875
LDLRAD1	-0.56125
CCBE1	-0.537
ZNF135	-0.0355
TAAR1	0.079
WFDC12	0.107
CCDC42	-0.112333333333333
FLJ12529	-1.01425
PER1	0.0593333333333333
TIMM50	-0.486833333333333
SMARCAD1	-0.475333333333333
FAM26C	-0.1535
TP53TG3	-1.60433333333333
SH3RF1	1.2731
LMCD1	3.10875
GPR63	0.406
FLJ21986	-1.997875
AIFM3	-1.1855
MICAL1	-0.552333333333333
BLZF1	0.999666666666667
IQCA	2.19866666666667
PCDHGC3	0.2235
SAC	0.42375
BCL6B	1.78383333333333
DDO	-0.4255
MARCO	2.06875
DCHS1	1.77183333333333
C1orf170	1.56433333333333
CD200R1	0.669833333333333
C22orf15	-0.3645
SEPT11	0.929666666666667
ADNP	0.138
UST	0.3947
C13orf34	-1.89766666666667
RFFL	-0.0457142857142857
APBA3	-0.447
C2orf60	-0.83
CUTL1	-0.1828
PMS1	-0.9875
ZNF689	0.6945
EIF3E	-0.256
IL9	-0.113
RPL31	-0.440875
LY9	-0.0161666666666667
ATP2B3	-0.21175
KDELR2	0.430666666666667
TFCP2	-0.044375
NLRP12	0.50075
FLJ45422	0.207
TLE4	-0.5357
ZNF570	0.253
FLJ43806	-0.576
TLK2	-0.6325
CIR	0.418
MARS2	-0.75
COL24A1	1.3995
SDF2L1	-0.6055
HIBADH	-0.1015
IGFBP3	-1.76142857142857
C12orf23	1.026375
PSPC1	-0.569
C20orf43	0.36825
TRAV20	0.967
ARHGAP24	0.540125
KIAA1975	1.486375
C1QA	2.8643
DNTT	-4.144
C10orf6	0.1485
C11orf41	0.7885
HNRPF	0.048625
COL11A1	7.87566666666667
UBAP2	-1.05283333333333
CDKN2AIPNL	-1.028
C20orf174	1.037
SPRED2	0.65875
PLA2G12A	1.08333333333333
ICEBERG	-0.8625
SCN10A	0.091
C11orf65	0.06
GBP5	3.2685
PITPNC1	-1.48616666666667
POU3F3	1.563
NCOA7	-0.918
LIN7C	0.0337
LOC348840	-1.206
NKX2-2	-1.64866666666667
ANKRD13D	-0.333875
LOC123688	-0.36975
FUT2	0.093
TAAR8	0.4695
FZD4	-0.286
PNMA3	0.365333333333333
OR4L1	-0.00999999999999998
WIT1	-1.061
EXOC3L	0.9315
ATPBD4	0.0677
KRBA1	-1.214
UBXD6	1.01325
HOXB7	0.153857142857143
C7orf23	-1.342
UNQ338	0.242
STAB2	0.52075
CDC20B	-0.2065
IRF9	2.40075
CENTG1	0.376083333333333
TNPO2	-1.35225
MCPH1	0.776
BMS1P5	-2.04275
SLC26A7	0.821666666666667
HIST1H3J	0.27375
C9orf3	0.6585
LBH	1.554125
MYO1D	1.173125
PTDSS2	0.16275
NFU1	0.9865
DEPDC4	-1.13775
WNT7B	2.4805
GLP2R	-0.0942
SETD4	-1.0915
DYNLT3	0.2797
FKBP11	-0.309833333333333
SESTD1	1.1155
FLII	0.18675
RPS16	-0.4156
CHPF	0.651666666666667
CSNK2A1	-0.151333333333333
SUMO1P1	0.07875
FKBP6	-0.7465
ZNF214	-0.4635
TWIST1	0.898333333333333
DDX56	-0.668666666666667
TRAM1L1	1.992
EPO	-2.76666666666667
MRPS18B	-0.00825
ZNF682	-1.34383333333333
RPL14	-0.5795
MAFF	-0.3985
LOC51136	-0.75825
LY96	1.2535
DDX20	-0.718
ABTB1	0.6115
ARL5A	0.934
CCT6A	-1.48975
HEPACAM	-1.09383333333333
EHHADH	0.0426666666666667
RBAK	-0.248166666666667
CGB1	1.60075
ITGB5	1.4187
YIPF3	-0.0795
FKBP2	-0.601
NR1D1	0.35
TMEM110	1.2205
NEK2	-0.792333333333333
PRAMEF8	-2.90975
C20orf52	0.4435
PCDHGA3	-0.2285
VWA3B	-0.270333333333333
NDUFA5	-0.031
THAP9	-0.301
FLVCR2	-0.473166666666667
AP1S1	-2.314375
SMAD6	-0.9705
SAV1	0.31575
SAT1	1.22225
ZNF251	0.236375
ADAMTS7	0.3117
RPP38	-0.0865
C1orf211	-1.5475
YPEL2	0.7243
RBMS1	0.2265
ZNF445	-1.063
NRXN2	0.1005
PGBD4	-0.294625
UGT2B28	0.11425
WBSCR16	-0.6794
NLRC3	-0.35825
ASTL	0.45725
ST6GALNAC1	-2.52325
ZADH2	-0.573
MLLT4	0.6275
