Hybridization REF	TCGA-BH-A0BV-01A-11R-A00Z-07
JUNB	2.3804
SYS1	1.69075
SCN2A	0.231333333333333
ZKSCAN5	-0.735
WNT7A	0.00366666666666666
TSHZ3	2.04925
RNF148	0.5485
H6PD	0.242
CAD	-1.45116666666667
ZNF449	0.64175
DOCK10	-0.8135
FAIM2	0.21
HEXDC	0.7025
PRB1	-0.37075
C14orf148	-0.411
ETHE1	0.493
IRF5	1.4953
GNMT	0.265166666666667
MGC16291	-1.627
RPAIN	-0.377714285714286
CAGE1	-0.024
CNTNAP3	-3.36925
ACTR1B	-0.7055
EEF1E1	-1.3945
MSX1	0.513375
ESF1	-0.7421
HSPC171	0.317
MRPL2	-0.869
RDH12	0.0216666666666667
CELP	0.3215
METRNL	0.228
C10orf116	3.70183333333333
C19orf48	-1.20425
ZNF346	-0.070875
NCR1	-1.217
C10orf64	0.7655
CD52	1.40275
VPS18	1.073375
AP4S1	0.265
NPBWR1	1.2575
TPK1	0.9075
UBA52	-0.360555555555556
RIPK1	0.471333333333333
CPNE3	0.9367
HSPC159	-1.05975
C8orf38	-1.062
LRRC4B	0.2105
PARP10	1.2485
ANKRD50	0.361625
CXCL9	5.84
FGF18	0.248
EIF2A	-0.648875
SLC20A2	2.39883333333333
KIAA1549	0.0536666666666666
SPINT1	2.1458
ZNF584	-0.126
CRBN	0.8425
ABCF3	0.122
NCBP1	-0.559833333333333
PLA2G4F	0.707333333333333
PCDH10	0.0715
TTC21A	0.146
C20orf144	0.6055
FGFR1OP2	-0.133666666666667
SLC9A1	0.1828
CHRND	0.078
FOXF1	-1.77125
KIAA1467	0.267
TPO	1.16433333333333
LTF	4.71564285714286
DNAJB9	0.709
MRPS27	-0.6485
bA16L21.2.1	-0.33875
WBP2	0.5165
MRGPRX3	-1.35666666666667
PRPF18	0.24125
C10orf58	-0.01275
SMOC1	-1.3071
ADAT3	0.307
TMEM138	-0.0265
TMEM131	-0.07775
TIMM8B	-0.67775
MYH7	-0.537
ST6GAL2	1.23425
KIF1C	-0.2165
SUHW2	-1.314
PAPSS1	0.04275
CABP2	-0.174
HOXA4	-1.634
ELF2	-0.216
SEMA3D	0.0264
MC5R	0.368
OGFR	0.6925
FLJ30092	0.298166666666667
TGFA	-1.476
MMP17	0.83175
KIF15	-2.5475
CHIA	0.31025
CATSPER3	0.47325
CEACAM7	2.24633333333333
PADI2	1.668125
HOXA9	0.159166666666667
LNX2	0.348833333333333
TMEM144	2.75975
HIF1AN	0.62425
METTL7A	-1.1954
C6orf165	2.22366666666667
KIAA1468	0.522
DSG3	0.3005
ZNF180	0.423166666666667
EIF4E3	1.7845
SLC46A1	0.75125
DKK1	-5.95683333333333
ZNF205	1.10433333333333
LOC162073	0.915777777777778
COX7A1	4.4945
MAGEA1	-5.21883333333333
NEDD8	0.283916666666667
KLHDC5	-0.0715555555555556
C3orf19	0.241
MRPS2	-1.1745
POLR3H	-0.135642857142857
ABHD11	1.1478
TMEM17	-0.7225
PAIP2B	-1.1052
MAT1A	-2.7075
LGI3	0.16675
THUMPD2	-0.39125
TKTL2	0.41475
XAGE3	-2.13716666666667
CALM3	0.3365
C6orf136	-0.387
KCNC4	0.133
RGS9	-0.0883333333333333
ACIN1	-0.612333333333333
SPATS1	-0.019
XKR8	0.21225
FAM84A	1.13875
MS4A7	4.60454545454545
AGXT2L2	-0.2455
OR1F1	0.561
SMAP1L	-0.0914166666666667
IPO11	0.404125
ZC3H11A	0.0219375
C1orf151	0.81225
RNASEH2A	-1.1375
CCR10	-0.8785
TXNDC11	0.540083333333333
TMEM112	0.5825
MAP1B	-1.07885714285714
NVL	0.453
PKM2	-0.8446
ARC	-0.346
NUP54	-0.6215
PPFIBP2	1.16566666666667
STAT2	1.073
PTAFR	2.29166666666667
ROBO2	1.742125
RNF40	0.356666666666667
CCDC135	-0.318
IFT81	-0.1319
MORF4	-0.36725
TM7SF3	0.150375
OR10H3	0.898
ABP1	-0.16675
CHRD	1.429375
PLEKHA8	-0.317166666666667
NCALD	0.513416666666667
OR5AK2	0.136
ACCN1	2.60533333333333
SLITRK1	0.347333333333333
ARMET	0.478
C9orf52	0.89425
REEP4	-0.231
MTSS1	1.996625
ADH1B	1.20583333333333
DLD	-0.6595
CDK5	0.444
PPFIA1	2.254375
WFDC3	0.9275
DNAJB12	0.857357142857143
RANGRF	-2.1355
MLANA	-4.514
AMY2B	-0.9325
KIAA0319	-0.61025
RPS7	-1.943
JAK3	0.1511
ARFGEF1	1.249
CXCL5	0.340333333333333
TRAPPC4	-0.421
CETN2	1.6415
HSPC111	-1.4865
RHOBTB3	-0.9861
PHLPP	-0.2525
RGS10	1.78425
TMEM58	1.49575
CHERP	-0.29375
HSP90AB3P	-0.171333333333333
FSTL3	-1.38333333333333
PEX11A	0.741
OR5V1	0.856
FCN3	2.2045
PTPN3	0.461375
NPTX1	-5.25675
C21orf84	-0.2765
C11orf51	-0.734875
ZBED2	1.7835
FLJ90757	1.24425
NPY2R	0.371
PLD3	0.76875
SYT17	1.473
SGSM2	-1.1085
OR1A2	0.37425
FOXP1	2.217125
SLC5A1	3.029
POFUT1	-0.3147
EPHB6	-2.74533333333333
MYO1G	-1.320875
STAC	-1.1124
KLHL17	-0.113333333333333
RGMA	0.0544
TJP2	-0.7064
FAM114A1	0.832666666666667
SERINC1	1.68158333333333
SLC9A8	0.040875
PEX19	1.063625
EDN2	0.1155
PSMD7	-0.794
C3orf41	-2.82225
UQCR	-0.10875
PPP1R3C	-0.31875
LRP4	-2.4175
TM2D1	-0.13675
TTC17	0.1064375
C4BPB	-3.858875
CCL25	0.389
ZNF253	0.369166666666667
CHRNA9	-2.77875
SOX11	-1.478375
HIVEP3	0.393
CGN	1.17108333333333
C3orf35	0.19975
PKD2L1	3.257
SYVN1	-0.121375
PDE8B	-1.665
LOC439951	1.28875
LTC4S	2.257
MIF4GD	0.795
SMARCA2	1.177875
TUBGCP6	-0.348333333333333
CABLES1	0.26875
C16orf77	1.32033333333333
ZNF791	0.33725
FUT5	1.6325
ADH6	-1.8145
P4HB	0.43825
CLDND2	-1.77075
ALKBH8	0.038
PLAC4	-1.8645
F11R	1.08578571428571
MGC35295	1.64
PDZD4	-0.0376666666666667
LOC389073	-0.51475
FAM80B	-0.698166666666667
PSMB1	0.16075
TXN	-0.976
VIPR1	1.4288
WBSCR18	0.2452
EXOSC6	-0.144
ACTA2	3.88783333333333
SP5	-3.66475
ANKRD1	-1.96333333333333
DDR1	2.2015
ATP6V1D	0.3745
PTGS1	-0.50225
RNF157	-0.972
DCC	0.47975
SPAG7	0.02675
FBXO18	0.10425
UBE3C	-0.4496
HOXC6	0.6375
LRP2BP	-0.097
MYST2	-0.0845
PDSS2	0.082
ATE1	-0.19625
ARAF	0.77975
KLF10	-0.3485
PLA2G2E	0.04875
ASCL1	1.62266666666667
TSNAXIP1	1.73725
FAM131B	-0.16575
IFNA10	0.1805
NUP43	-0.76375
FAM44B	-0.097625
L1TD1	-4.33933333333333
NMD3	-0.795
C18orf54	-1.7082
PHOSPHO1	-0.156
RAG2	-1.825
EMILIN3	-0.0945
METTL3	-0.51125
VPS13C	0.673
REXO2	-1.6645
ANXA4	-0.095
CA1	-0.91125
DCP1B	0.76225
TULP3	-0.7615
ATP2A2	0.181214285714286
ATIC	-1.03875
ADAM15	-0.28875
NPL	1.38983333333333
LGR4	-0.828375
UEVLD	1.12283333333333
GAB1	0.8675
SNAI2	0.0353333333333333
ZGPAT	-0.0435
SNF1LK	0.88075
DLEU1	-2.15475
UBE2Q1	0.71525
ZMYM6	0.121125
JPH3	-0.834666666666667
FAM38A	-0.207
PXK	0.4345
DENND2D	2.24875
BAX	-0.922333333333334
CP	-4.47581818181818
RPL37	-1.5741
G6PC3	0.622625
NCOA4	0.281833333333333
LRRC14	0.146
GORASP1	0.9785
FCHO2	1.0225
CYP24A1	-2.7941
FXYD3	3.069625
SMARCAL1	0.554
ABCB8	0.4075
CCDC44	0.38225
PRDM7	-2.4015
USH1C	-0.870333333333333
DNAH5	0.854166666666667
SRF	0.187333333333333
MAL2	1.23183333333333
PGPEP1	0.172833333333333
SIN3B	-0.77125
SEMA3C	-3.30183333333333
GRAMD3	0.67825
FBXO10	-0.419
OR5D13	1.2495
FLJ31818	0.191375
CACNA1I	0.574875
S100A13	1.2495
TP63	0.921142857142857
ANXA11	0.6686
WDR66	2.1315
CSF2RB	0.1115
IFI44	1.08675
DACT1	1.57
ANKRD23	-1.701625
ATP5G1	-1.1635
C21orf70	-0.375
PPWD1	-1.09725
DNAJC13	-0.09125
PAH	-4.56283333333333
PTCH2	1.19025
TRMU	-1.5605
CCDC9	0.0595
USP3	0.2389
DCLRE1C	0.0807999999999999
FAM55C	1.11725
FRMD4B	1.59825
CYP2R1	0.202
RFPL1	-0.1409
XPO5	-0.54525
ARL6IP2	-0.8475
OSBPL5	1.56975
MMP9	4.15936363636364
KIAA0802	-1.0315
DHRS2	-4.111
SGEF	0.961125
TXNDC10	-0.7163
EXOC6	1.0015
RPS27	0.632166666666667
PNCK	-0.810333333333333
FSTL1	-0.28575
AACS	0.489
SLMAP	0.642
SAMD4A	-0.7431
ABRA	-0.19175
SMARCD3	1.21175
PKNOX2	-2.0085
A4GNT	0.7635
C9orf39	-0.723
RALYL	0.6035
MGC33556	-2.9405
C10orf25	-0.584
BBOX1	1.6325
NHEDC1	-0.10775
XDH	-0.3795
GCSH	-1.6195
EDN1	-0.573166666666667
MTERF	-0.01275
CLK4	0.651125
ZNF799	0.3505
KCNG1	-1.91925
CXCR4	0.4405
PTPRR	-2.35775
IRAK1	0.065125
LOC401397	-1.01025
TMSB10	0.340214285714286
CXCL3	-3.2678
TMC4	2.94875
OR7A10	0.3565
STYK1	-1.21325
CHRNA10	-0.41825
CCNI	0.66125
EP300	0.2975
LOC165186	-0.329833333333333
HIC2	-3.45375
SDR-O	0.354
OR2W1	-0.3955
KCNA6	0.0995
TRIM74	-2.377
REEP6	1.04775
ATP5G2	0.21375
ERG	0.307125
TMEM42	0.125
PARN	0.205333333333333
SOD2	-0.6131875
DIRAS1	-0.996666666666667
PNPT1	-1.7795
JOSD3	-2.2655
hCG_40738	-0.469
PDE1C	-1.584
SEMA4D	0.321375
AGPAT1	0.362833333333333
NOSTRIN	1.40225
MAP3K3	-0.2095
MAX	0.699071428571428
CAPS	1.235
SERPINA12	0.1755
OSBPL8	-0.6275
RICS	0.9206
NR4A2	0.138166666666667
PPCS	1.3345
LONP1	-0.718
SCYL3	0.99725
HERC2P2	-1.36833333333333
FIBCD1	-0.5875
C15orf41	-1.39075
DMC1	-1.19466666666667
C20orf27	-0.827
RPS6KA5	1.4371
FAHD1	0.113
SLC12A4	-0.10675
BRCA1	-0.924916666666667
GBL	0.022
SLK	0.3515
NUDT9P1	-0.9445
NOXO1	-0.7245
USP52	-1.10575
BAZ1B	0.370875
SLCO2B1	3.3815
BBS12	1.18333333333333
LRGUK	-0.564833333333333
TERF2IP	0.73925
COL1A1	5.1845
KIAA0090	0.093375
GRK5	-0.282833333333333
AP1S2	-1.273
TMEM52	-0.241333333333333
CA11	-0.42125
OR4A15	0.565
ACBD3	1.9612
SPAG11B	0.194571428571429
PRDM2	0.5396
FOXP3	0.2165
SMYD3	0.5202
LOC389199	0.9525
LGI2	0.761833333333333
NAPE-PLD	-0.7309
ANKRD6	0.6695
WDR45	0.880666666666667
SHROOM1	1.9145
PSCD3	0.04
PYY	0.7795
KCNC1	-1.377
ARHGEF9	0.4289
OR8J1	0.7515
GPR55	0.159166666666667
NS3BP	-1.1315
C10orf22	0.2425
NAT8L	-2.42075
DUSP4	0.155833333333333
FOXM1	-1.85016666666667
GRAMD2	-0.1536
ZBTB48	0.226166666666667
BUD31	-0.256
PABPC5	2.0535
CCDC41	-0.9675
FBXO11	-0.318833333333333
C6orf148	1.517
RFXAP	-1.43575
C6orf15	0.1872
CDK8	-1.15233333333333
C6orf70	0.80625
TESSP2	-0.288
ALG2	0.18975
PPP1R3D	0.99425
TPM3	0.522333333333333
SYT13	5.66775
EPB42	-0.356166666666667
CETN3	-0.745
PRY	0.603
NTHL1	0.489833333333333
POLR2B	-0.227
RPS28	-0.0363333333333333
P2RX3	0.31
LYZL4	0.28825
WBP4	-0.7736
PMM1	-0.36925
C11orf79	0.544
CBLL1	-1.00625
IL1F10	0.355833333333333
VAX2	0.407
SETDB1	0.418166666666667
LRAP	-0.0233333333333333
GCLM	-0.439166666666667
CPEB3	1.6905
PPM1A	0.8001875
INTS1	-0.386
CAMTA1	-0.307333333333333
SAMSN1	-0.8335
LOC158830	-1.69716666666667
GMPPA	-0.046875
AIPL1	0.000749999999999992
IL24	0.403916666666667
BDKRB1	-2.22316666666667
MLF1	0.8937
TAF12	0.04375
ID1	-2.172
THADA	-0.483125
PIK3CB	0.1175
OR4N5	0.458
TBC1D17	0.0585
COX8A	0.1355
CDCA4	-0.59625
C2orf44	-0.8475
ZNF534	-1.003
IMMP1L	0.74425
NIPSNAP3B	-0.3445
FTMT	0.216375
PWP2	-0.3105
MMP15	-0.5562
DNAH11	-1.14925
MTMR14	0.047625
DNAL4	0.8635
IPP	-0.086
TMEM59	1.240375
C1orf157	0.3105
RGS4	1.7105
DDX18	-0.377333333333333
SNX6	0.2935
ZNHIT2	-0.136166666666667
NCDN	-0.362333333333333
FLJ33534	-0.56925
RAG1	-1.770875
OR4D10	0.512
PTPN5	-0.113833333333333
POMT1	0.7695
LRRC8A	-0.2618
CYP1A1	-1.0085
CAPN1	-0.121333333333333
DDHD2	-0.471375
GRIK2	0.25025
GNRHR	0.941666666666667
PPBP	0.73675
HTR3A	-0.11225
SLITRK4	0.3665
ANKRD49	-0.53425
BTF3	0.1605
SARS	-0.15525
C13orf18	0.543833333333333
CACNB1	-0.229714285714286
QKI	-0.305
SETMAR	0.186625
MAN2B1	1.45083333333333
EML3	-0.2525
ACADL	-0.405833333333333
OFD1	-0.28075
DEFB114	0.0675
CGA	-1.8373
PEX16	0.710166666666667
LRRC10	0.03
GNG12	-0.3035
C1orf152	0.477333333333333
CHRM1	0.5105
CD53	1.145875
DBH	-0.58025
TFAP2B	-2.11242857142857
HIST1H2BJ	-0.538333333333333
FAM46D	0.501
TMEM11	-0.25475
C3orf32	-2.057
PCCB	-0.24625
IPO13	0.104125
C6orf105	-4.3175
COMMD5	0.87375
SUV420H1	1.6906
LTBR	1.1785
ARHGAP15	-0.44325
HDHD2	0.245
TDRKH	-0.0736666666666667
LOC401052	1.45
PSG4	-0.9635
GNB4	-0.4855
SPATA4	1.80025
SLC9A3	-0.519
OSBP	-0.161166666666667
NBPF3	0.104333333333333
DOCK11	-1.4325
SLC39A5	-1.00666666666667
PRR5	0.7898
C10orf63	0.04775
SMTNL2	-0.6605
ADRA1A	0.42175
ASAH1	1.7695
DOM3Z	-0.2595
GIPR	0.503
AHI1	-0.517666666666667
NADSYN1	2.4815
RGS14	0.111
IL18BP	0.8225
RTN4RL1	1.30783333333333
ARMC6	-0.223
PSMD5	-0.00516666666666666
HK3	1.3783
OR4S1	0.427
RSU1	0.2838
MAD2L1	-2.52122222222222
EIF4A3	-0.4945
DLEC1	-0.7185
E4F1	0.252
CHMP2B	0.6831
CAMSAP1	-0.597
RPS21	-1.34383333333333
ARID5A	0.44875
UBE2N	0.0356
IGSF8	1.32783333333333
MAGEB6	-1.0575
ACAD11	-2.5391
MGC4172	-0.1045
LMO4	-1.84925
KLKB1	0.11025
HP	-0.648
HDAC3	0.23775
SCHIP1	-0.3845
CLCA1	-0.0045
OLFML2A	1.0975
C1orf112	-1.341
KIF19	0.379333333333333
HAPLN4	0.0298
CXCR7	0.536166666666667
GOT2	0.0611
RAB38	-3.132
DCX	-0.81775
PPM1H	0.9585
NFYC	0.352666666666667
KIN	-0.13625
ZNF228	0.8425
PLSCR4	1.9265
HIG2	-1.224
FAM79B	7.2205
C21orf86	-0.2893
KCNK10	-0.27275
ZNF738	-0.95575
FSTL5	-0.927833333333333
OR6A2	0.361
OTOA	1.11933333333333
EXOC1	-0.0545
AHRR	-3.621
PDAP1	-1.78166666666667
C19orf6	0.128875
ZAN	0.56175
LY6G6E	0.1625
EIF4E2	-0.75575
C20orf198	-0.13525
ZNF324	0.32925
CYP3A5	-2.6825
ENTPD7	1.1205
MBOAT5	0.375
GJB5	-1.0965
TTC13	0.61325
S100Z	-0.725333333333333
KIAA0664	-0.496833333333333
PDGFRB	2.12666666666667
IL17D	-0.78575
OR56B4	0.43
RDX	-1.7345
SLC34A3	1.085
IL28B	0.2215
JUND	1.9675
CHRNB1	0.19025
CAMK2B	0.27275
FETUB	-1.13875
CXorf23	1.619125
MRTO4	-1.445375
TTC3	0.6599
NDUFB8	-0.308833333333333
EDG2	-0.73475
SEMA3G	0.681
IL23A	-2.02625
GRHL1	0.6326
LOC441054	-1.724
WDR65	0.425
PSTK	-0.81975
STOML3	0.681833333333333
R3HDM2	-0.0586
C5	-1.9335
SLC2A10	1.3875
C3orf22	0.80125
PAQR3	-1.58461538461538
ANKRD26	1.03375
HCRTR1	-0.0595
LOC399947	-0.27475
PSD2	0.00775
TIGD2	-0.4395
SCRN1	-1.067125
COQ10A	-0.621
DDI2	0.2665
METTL7B	0.123
UCN2	0.65
FAM92A3	-1.64375
WDR16	1.08425
ZNF511	0.0121666666666667
ZMYM5	-0.902375
POLR3G	-3.02325
ZNF586	0.55875
C1orf49	0.4354
TANK	0.190666666666667
RCAN1	-1.21066666666667
PELI3	1.458
LIMD2	0.119333333333333
TMEM189	-0.7675
NTN4	-1.215125
LOC151300	1.0485
CLEC2A	-1.0945
GPR135	0.384375
DPYSL4	-1.7952
JAK2	0.177166666666667
TSHZ1	0.994
TM9SF4	-0.069625
ZNF264	0.816666666666667
SIRPG	1.130125
BICD1	-0.75925
HERC6	2.6
METTL5	-0.87
CASP1	1.25275
PRRT1	-0.423833333333333
PLA2G4C	2.709
ICA1L	0.443571428571429
TPTE2	0.399333333333333
OTUD7A	0.9485
AQP11	-1.50925
APOA2	-4.0252
KALRN	-0.6039
SECTM1	1.29675
IFNAR1	0.59925
TALDO1	0.183375
RAB11FIP4	0.0863333333333333
EIF5A	-1.041
FAM49A	1.08525
NEGR1	0.657
YTHDC2	0.345125
EHD2	0.184875
NCF1	2.3242
SCRT2	0.202
HOXA5	-0.830166666666667
NUP133	0.939
FGF12	-1.0391875
SLMO2	-0.044
SNTA1	0.357875
CACNG2	0.4735
GCM1	0.313
ELF1	0.228166666666667
TLR5	2.987
TCFL5	-1.0055
RBMY2FP	-0.948
LOC100125556	0.88375
FAM129B	0.27575
MAP3K7IP1	-0.15575
NCK2	0.1825
OXA1L	-0.30125
FMO9P	-0.351
ZSCAN12	-0.3715
PSMD12	-0.482166666666667
HSCB	-1.25725
CLDN10	-2.53175
MGC13053	-0.402666666666667
HPCAL4	-0.881833333333333
ASZ1	0.573
MEX3D	0.04825
NFAT5	-0.7371
CSPG4LYP1	-0.182333333333333
FBXO3	1.1119
DVL1	-0.625833333333333
CMKLR1	1.15583333333333
TYMS	-2.68675
PEF1	1.2715
ZNF750	0.402
MCM5	-0.9892
MEGF11	0.2155
KCNK7	-0.0385
PTP4A3	0.429
C1QTNF2	-1.18266666666667
OR6S1	0.7045
FAM122B	-0.90175
ZNF551	-0.557125
HBQ1	-2.2935
GEMIN6	-0.9025
ARSK	0.0695
RBP7	2.77233333333333
CPNE9	0.504
DSC1	0.122
LOC730112	-0.3385
MAP2K4	1.42775
HS3ST5	-0.929
EPB41L3	0.76275
TEKT2	0.185
CDKN2B	0.55075
ZNF480	-0.4405
MAP3K6	0.2456
MAP6	1.20383333333333
HN1	-0.2661
OR2L13	0.590666666666667
SLC16A11	0.35625
FAM96A	0.27025
APOL1	0.63925
C5orf32	0.07
RTP1	-0.145666666666667
RNF175	-0.50675
ZBTB41	1.648
AHCTF1	0.3473
SAE2	-0.0164
ITGA2	0.209833333333333
MME	-1.587
CCDC14	-1.1755
MAST4	1.95871428571429
KRT33B	-0.074
KCTD2	0.138333333333333
WDR26	0.650833333333333
MFI2	1.100875
NR4A3	0.0985
ARSA	1.472
UNKL	-0.515333333333333
SULT6B1	-0.0885
CCNA2	-2.48816666666667
SOX15	-0.262
PPAPDC1B	0.120583333333333
C19orf44	0.595
MCAT	0.55175
ARID1B	0.441
OR52N1	-0.2245
C12orf48	-1.69825
MAGI1	-0.3585
NIPA2	0.01025
GBX2	-0.75425
RSHL3	0.44
RAVER1	0.6915
C15orf17	-0.4925
SLC30A2	0.37225
ZNF518	-0.271
PCYT1B	-1.27425
C10orf114	-2.03325
EIF3H	0.0101666666666667
SLC25A39	-0.167166666666667
KIF1B	-0.662
AMOTL2	-0.613
C6orf120	0.8495
PSRC1	-2.2185
PLA2G10	4.026125
KIF5C	-0.0915000000000001
MRPL37	-0.6045
C17orf62	1.00416666666667
C9orf135	-1.3864
DUSP10	1.3139
CLCNKB	0.605
PSMA5	-0.132
C8orf53	-0.11675
AMPD3	0.6975
PIAS1	-0.1925
ADCYAP1R1	0.719
GYLTL1B	0.07875
CDH20	0.298333333333333
FBXO7	-0.62525
TMEM134	2.13183333333333
FLJ14213	1.11833333333333
ZNF3	0.093
LRRFIP1	0.355416666666667
CNOT2	0.290166666666667
ABI3	2.751
ALDH5A1	0.500333333333333
HNT	2.2762
SERPINA4	0.66575
TK2	0.954416666666667
STMN1	-1.33422222222222
GUCA2A	0.695833333333333
GALNT10	0.442642857142857
DPP6	-0.576
C9orf93	-0.278375
PRELID2	-0.140375
STK39	1.102625
SFTPA1	-0.9245
CKS2	-1.95622222222222
RHO	-0.119125
C20orf135	-0.16375
XKR3	-1.8435
CR1	0.28525
RPS6KA2	0.401214285714286
C20orf112	0.72625
MRPL22	-0.02125
C4orf23	0.347833333333333
GADD45B	0.8455
KLHDC1	1.47433333333333
C2orf48	-1.9095
ZNF287	1.3555
DAAM2	-1.3205
DPPA2	-2.394
TCTN3	0.554833333333333
DNAJB11	0.389
FPR1	3.26525
DEFB4	0.538
PTCD2	-0.378
SMOC2	5.55183333333333
CABP7	0.5975
SERPINB11	0.296666666666667
MAGEF1	0.7115
NDE1	-0.108666666666667
ITGA10	-0.018
FSHB	0.3165
ANXA2	0.574125
HORMAD2	0.31525
HLCS	0.81075
MCF2L	1.63208333333333
FH	0.40925
TBC1D24	0.86775
KIAA1505	1.715
LGALS2	-1.14175
CNBD1	-0.6235
SYNPO2L	-0.60875
PTPN23	0.232571428571429
C1orf183	-0.72
MAGEA8	-2.601
DGCR8	-2.05775
GSR	-1.26975
PAQR7	0.0815
ZNF676	0.04875
CACNA1C	0.4211
SP7	0.844
PDCD6	-0.0165
NRN1L	-1.0755
BRI3BP	-0.339333333333333
KIAA1183	0.7655
ASB4	0.055
CCL23	0.3953
OBSL1	-1.0555
SLC12A7	1.02708333333333
KIAA0240	1.06225
CD1B	-2.55966666666667
FCGR2A	1.791375
MDC1	-1.132
HTR1A	0.159166666666667
OCEL1	1.7175
ATP11B	0.246875
FBXO34	0.264333333333333
PCDH12	3.78033333333333
RPE	-0.56525
C17orf74	0.5945
CSDC2	0.617333333333333
PET112L	-0.109
TMBIM1	0.296
P2RXL1	-0.2035
TCHP	-0.41175
TRMT1	-1.23283333333333
F2RL2	0.527833333333333
LRRC32	2.9625
IMPG2	0.5795
BGLAP	0.17225
LOC493869	-0.397916666666667
MRAS	0.81125
SLC35F5	1.094
CBWD1	-0.5345
AXL	-0.98
ATP2C2	2.63
TELO2	-0.2815
PNPLA3	-2.70425
PCDHB14	2.33425
CD276	0.93375
KRT80	-1.002625
DUSP28	-0.274
CSNK1E	-0.501416666666667
SRP14	1.321
KCNQ4	-0.194
KRT72	0.373166666666667
CCDC117	-0.215625
C6orf89	0.702055555555556
TUBB2B	-1.5638
RTN4IP1	-1.14225
CR1L	-3.56833333333333
CEND1	0.4935
C12orf41	-0.0766666666666667
RNF31	0.494
UBN1	-0.189166666666667
C17orf32	1.23875
SLC5A7	0.69475
GPR92	1.60516666666667
ESAM	2.3445
CTNNA1	0.72775
HRBL	0.2154
CBX4	0.86225
TMEM182	-0.09425
SH3TC2	-1.47566666666667
IL10	0.486
PXMP4	0.6325
RNF167	0.5669
PAK7	-0.180666666666667
ETV3	0.0785
ATPIF1	-1.01616666666667
LOC554207	-1.636
OR8H1	-0.03975
WDFY3	0.9435
DPM1	-0.96375
GPSM1	-0.7355
WDR92	-0.6862
LRP1	0.692666666666667
ANKH	0.212
THUMPD3	-0.728
POLR1B	-0.929
OLFM4	5.38966666666667
RAD9B	0.46675
TSPY2	-2.629
PAX6	-1.47383333333333
SCG2	-3.145125
SLC17A6	1.0615
FMO3	2.379875
PADI4	0.132625
TUBB4	-0.4339
NLK	0.01475
POU4F3	-1.117
SDF4	0.26375
ITGBL1	2.868
NETO1	-1.400625
TAP2	0.30275
ABBA-1	-0.0845833333333333
GNAI1	-0.73675
VPS4B	1.0035
NOPE	-0.2941
GALNT6	2.42766666666667
SESN1	0.1505
GBE1	-2.00822222222222
CLASP1	0.042
RASGEF1B	0.909875
ACOT11	-0.0885
AFAP1	0.82375
OR2H2	0.19775
DPY19L2P1	-1.0145
DZIP1	-2.1715
SEC22C	-0.07375
GPR161	-0.658833333333333
RNF146	0.294
WDR74	-0.881125
GALP	-0.394
PURA	1.241
DNPEP	0.985166666666667
RP11-78J21.1	-1.04475
ERBB2	1.78425
FANCM	-1.14158333333333
NEO1	1.24066666666667
DDX3Y	-4.5842
RPS3A	-0.79875
MXRA7	0.501214285714286
LGALS3	-0.239
GLT8D1	0.28075
CFL2	-1.81166666666667
UPB1	0.193
NAP1L5	-0.800875
CLDN14	-0.64
DHX38	-0.32675
BTBD1	0.20075
TARS2	0.482833333333333
ABCF1	-0.3104
FCF1	0.662833333333333
LRRC49	0.3245
GUCY1B2	0.166
C1orf177	0.534666666666667
SMARCA4	-0.1755
LRP8	-3.6235
TAGLN3	-0.24825
MRPL14	-0.4675
TTRAP	0.22775
ZDHHC20	-0.099
NFE2L3	-0.7875
KIAA1377	1.229
PALMD	-0.00750000000000001
TMEM43	-0.332
TTL	-0.975625
STAT5B	-0.928666666666667
SSB	-0.82075
OR10H5	0.312
SLC22A13	-0.45575
AKAP3	-0.08025
TIMM23	0.1645
OAS2	2.47916666666667
KIAA0423	0.82875
TRIM11	1.11216666666667
GLIS3	0.921875
TMEM50B	1.80233333333333
ARHGEF4	-1.38225
DEGS1	0.510272727272727
TBL1XR1	0.9499
G6PD	-1.35525
SP140	0.4689
MUC17	-0.113785714285714
NUDC	-0.1117
DNAJC5B	1.3935
SCARA3	-1.49083333333333
CPA3	4.48083333333333
BCAT2	0.317875
MFN1	-0.132
NRG3	-0.456
SNX11	0.71075
PLEKHH1	-0.425
GPR177	0.389666666666667
HCFC2	0.52
TCAP	-0.2635
MOCOS	-0.885
C14orf93	-0.19975
PRDM10	-0.815833333333333
SLC16A4	0.198833333333333
SRGAP1	-0.592166666666667
VIP	0.165
DUSP27	0.914
LILRA1	1.0417
MC2R	0.4255
MGC24103	-2.76325
MBTD1	-1.6185
FUT11	-0.120333333333333
USP33	0.7419
C15orf39	-1.435
MAP3K12	-0.364
PAAF1	-0.926166666666667
BARHL1	0.0025
FLJ16165	0.211
PIWIL2	-1.6745
SYNE1	1.04263636363636
CMTM4	0.171875
TSPYL1	1.4734
GUF1	-0.268666666666667
TMEM157	1.539
WDR44	0.7895
HIST1H3C	-0.00125
DKFZp666G057	1.7555
RNPEP	1.4855
GAS2L2	0.325
ADH4	-4.4835
GRPR	1.25466666666667
FBXL17	1.39125
ZBTB10	0.338666666666667
Gcom1	0.788444444444444
HTRA1	1.8415
ZNF585A	-0.00416666666666661
SLC26A2	0.0395
OTOP3	0.416166666666667
WISP1	2.11633333333333
ATP2B4	-1.02883333333333
