Hybridization REF	TCGA-A8-A08P-01A-11R-A00Z-07
MKRN1	-0.0683
ANXA7	1.04941666666667
KIAA1598	0.73625
WDR13	0.37425
BSPRY	2.27933333333333
PEX12	0.186666666666667
PMP22	2.2106
tcag7.1136	1.14925
NPBWR2	0.11
HTR3E	0.4105
C2orf39	0.0791666666666667
MTL5	2.85466666666667
TRIM16L	-0.8265
COMMD9	0.5915
INADL	1.076
GPX1	1.0365
SNAPC3	-0.196
C4orf16	-0.036
GNA12	0.362583333333333
LIMK1	0.64475
PIGC	0.405
B4GALT5	0.0499
LOC339524	0.97925
LRAT	-0.376416666666667
IL18R1	1.97775
CXorf52	-0.745166666666667
AKAP11	-0.598
GLB1	0.272625
BCL10	0.230666666666667
MARCH11	-1.34475
PLAC1L	0.4055
DTX3	-0.185916666666667
EPHA10	1.017
ARMCX4	-0.154
CTXN3	1.22675
MOCS2	-0.5305
USP28	-1.178
HCRT	-0.0295
CYBRD1	0.8859
REG3A	0.1415
RGS7BP	0.7085
PARP9	2.70625
SEPT6	-0.5193
MMP10	3.958
OR2Z1	0.5785
OBP2B	0.0443333333333333
TCN2	1.17616666666667
CDA	-1.3455
TMEM88	-0.117166666666667
ZFY	-1.1475
SLC25A41	-1.9955
CHRNG	0.7275
TAS2R50	0.1575
DEFB129	0.7385
CYFIP2	-0.9769
TEX11	1.48575
SPATA8	0.220666666666667
MAP3K11	0.981166666666667
CEBPE	0.564
OLIG2	-1.8095
DNAI2	0.429
C14orf106	-0.468333333333333
APRT	-0.353
AMIGO2	0.91525
TMEM26	1.4695
RALBP1	0.963416666666667
TSPYL6	0.15275
EVPL	1.16833333333333
PVRL4	3.08516666666667
C2orf30	0.04975
ITIH4	-0.725
ADARB2	-0.262333333333333
C1orf104	0.20275
PIM2	-1.66208333333333
REGL	1.0825
SLC17A5	-0.464666666666667
PIPOX	-1.609
INSIG1	-1.42133333333333
SYNGR1	0.406
TEX15	-2.67916666666667
REPIN1	-0.092
PDE4A	0.238
CAPZB	0.3585
YPEL3	0.73325
C14orf100	0.200875
GINS2	-1.14725
C18orf21	-0.186166666666667
CYP1B1	1.25925
VISA	-0.4347
XYLT1	-0.5564
ZNF440	-0.68225
BRWD1	1.39028571428571
GOLPH3L	0.533
C11orf77	0.445625
ZBTB17	0.2875
SLC19A2	0.12925
C6orf134	0.9655
C9	-0.197
ART5	-1.392
ARTN	0.789
TMTC2	0.4895
GNRH2	-0.08225
STEAP1	-0.036
RPL39L	-0.235833333333333
FLJ10292	-0.0561666666666667
RLF	-1.09025
NAT14	-0.1925
RRN3	0.25075
C11orf16	0.345166666666667
C3orf14	0.4335
TEX264	0.425
C22orf28	0.0715
C20orf175	-0.38675
XPNPEP2	0.339666666666667
PDE6A	-0.4915
SPIB	0.453125
TBCB	0.866333333333333
SLC5A11	-1.14075
ADRA2C	-0.564166666666667
DHCR24	0.125166666666667
MEF2D	0.47625
C6orf114	-0.59975
ZPLD1	1.51
MYO1B	1.24625
VAMP8	2.95475
ANKRA2	-0.0285
C11orf42	0.726
TAS2R60	0.253
PANX1	0.933625
C12orf42	1.02316666666667
RCBTB1	0.18325
FGL2	5.81125
CEP70	-0.119
WASL	0.216
SEPT14	0.7015
DCHS2	0.04725
CYBA	0.06525
ARHGAP11A	-1.77116666666667
MPZL2	-0.399166666666667
KIAA1881	0.7785
ANXA1	-0.317
AFF1	-0.173875
FRMD3	-0.3225
SUSD5	-1.23625
C9orf32	-0.81275
RASSF7	0.566125
KIR2DL2	0.2955
SENP1	-0.309333333333333
C20orf195	-0.673
C3orf44	0.235
KRTAP9-3	0.12875
ZFP28	-0.261375
PLCB2	0.7993
TXNDC15	0.12025
CALR3	-0.33275
HLTF	0.312642857142857
C17orf67	0.2265
NDUFA6	0.335875
PKP1	-0.91575
HMG20B	-0.0875
GPR180	-0.4177
BAI3	-0.7475
NOSIP	0.645
TRIM23	0.102375
ARL1	1.015
CDK5RAP2	-0.68175
SSH2	-0.647166666666667
KCTD15	-0.2145
FTHL17	1.2895
AK3	-0.863666666666667
RAB3C	-1.12575
PAX4	0.27425
KDELC2	-0.37675
BIK	2.548
KIAA1553	0.14075
CEP135	-0.379
NANOG	-4.14983333333333
TRIM22	2.27716666666667
CDH13	-1.36
B4GALNT4	-0.28575
MDGA2	-1.179
SAMD3	3.23833333333333
OR1E1	0.5435
TAS2R10	-1.004
FASN	1.35825
GPR116	3.3348
ZNF219	-0.125166666666667
CD33	-0.956375
RAB3GAP1	0.1165
H1FOO	0.402
NXPH3	0.434
CROCC	-0.731666666666667
GPX7	0.138125
BASP1	-0.9383
STAM	0.3285
TBK1	0.226
STX2	0.442666666666667
RPL29	-1.19575
NR1H3	1.7605
MPPE1	-0.05525
PHACTR3	-0.6495
SLC44A2	1.17525
C10orf109	1.218
CLCN6	-0.7775
C16orf59	-1.4065
SQSTM1	1.121
AADAC	-0.2225
LRRC8C	0.2185
BIN3	-0.5843
HPS6	0.454
MAN2A2	-0.8586
GABPB2	-0.355
KCND1	-0.51775
PTPN11	0.364785714285714
ZNF274	0.194
ATF3	0.386333333333333
C7orf26	0.215
C1QL3	0.8625
WDR54	-0.676333333333333
FLJ40869	-0.944666666666667
ZNF397	-0.164375
MLL	0.00139999999999999
TTLL6	-0.45975
ANKRD15	-1.35066666666667
KIAA1958	-0.8545
C1orf218	2.379
ZDHHC16	0.26925
DDX47	-0.1705
EVI5L	0.128
GDF6	-6.038
TAPBPL	0.929666666666667
BTG1	0.9896
DPP4	1.3915
KLHL23	-1.92975
APOC3	-4.19575
BTBD12	0.0425
CNOT4	-0.1743125
HIST1H3I	0.705666666666667
OR5H1	0.71925
APEH	-0.377625
TRY1	0.100666666666667
SLC26A8	0.578666666666667
KCNA2	0.194166666666667
TMEM159	0.88575
C6orf81	-0.7445
PCYT1A	1.212
C6orf157	-0.3725
BRMS1	0.82675
CHST1	1.699
LGALS1	0.684125
TAF1B	0.4545
FLJ40504	-0.18475
GPR173	0.3785
COL15A1	2.166
CASP10	-0.238714285714286
PCMT1	-0.269357142857143
HDAC5	0.7625
LOC641367	0.368
EVC2	0.41525
SGPL1	2.2985
GON4L	0.370642857142857
AFG3L2	0.105666666666667
C5orf15	0.3345
UBXD1	0.9806
LILRB4	1.9635
GSTA4	1.331
ADIG	-0.328
GRIPAP1	0.735
HIST1H3B	-0.00499999999999999
BTRC	0.553166666666667
USP49	-1.025
IQCH	0.123
ACBD6	0.04675
YEATS2	-1.0785
CABP5	0.10125
TRIM3	0.84975
HNRPM	0.34125
FGG	-4.2528
C18orf16	-1.352
CLEC2B	0.38825
PQBP1	-0.337166666666667
JTB	0.747333333333333
REST	1.24133333333333
SLC8A3	-0.960333333333333
TMEM16H	-0.15025
MRPL47	0.4785
EVI1	1.2705
MUC1	2.518625
TEAD3	0.528
STOML1	0.210875
USP24	-0.3634
PNMA5	-0.813
MAEL	0.6945
LBP	1.217
HSD17B4	0.659875
SEC31B	-2.05325
IDH2	1.3437
SFRS16	-1.279125
AICDA	0.8425
RNF180	-1.2905
C1orf56	0.139333333333333
FLJ10324	-0.3355
GPR148	0.2425
MEF2A	0.1675
ASF1B	-1.7295
HTN3	-0.35525
RNF215	0.2635
SLC4A3	-0.011
ADAMTS9	0.3206
C9orf66	0.585
FOXD3	0.359
GSDM1	0.6945
IFITM5	0.625
PODXL2	-1.77633333333333
C1orf176	0.10275
RPS3	-1.0545
hCG_2004593	-0.53425
COL21A1	-2.3365
NTNG2	0.965166666666667
RAI14	-0.251166666666667
P76	0.97825
LRFN3	0.777625
FAM14B	-0.650375
FKBP14	-0.4755
TNNI3	-0.875666666666667
HOXB3	-0.0345
SGCB	-0.481
PPAPDC3	0.19425
FRAT1	0.257166666666667
MORN1	-0.280166666666667
ARHGEF2	0.37125
BNIP2	-0.45925
DHX30	-0.27725
EEFSEC	-0.5395
FGF20	-0.0715
FLJ38973	0.5235
PLCH2	-0.328333333333333
CCNG2	0.895625
PSPN	0.3175
WDR88	0.0655
HOXB13	-0.80025
MTMR8	-0.7225
SPAM1	-0.4175
PPP2R1B	-0.7195
TANC1	-0.0995
CNN3	0.1681
CHGA	0.0645
C9orf128	1.8705
CACNA1B	0.697333333333333
MMAB	-0.7849
RHOA	0.507083333333333
RAPGEFL1	0.976
SLC1A5	-0.668666666666667
CALCA	0.02975
SYCP1	0.33025
CXCL11	6.721125
GFI1B	-1.401
PSCD1	-0.586666666666667
C11orf58	0.3625
MGC45438	-0.149666666666667
NUDT18	0.981333333333333
ASB3	-0.968
ZP1	-2.3565
LPPR2	0.0208
ZNF527	0.6815
ZNF771	-0.130375
TTBK2	-0.117875
TRIM55	-0.8345
GJB3	-0.362833333333333
PRSS35	-0.57325
SCRG1	-1.7755
ZDHHC24	0.744
DUSP26	-1.50325
C1orf51	-0.89625
DNAJC3	0.732666666666667
LITAF	1.01325
ZNF410	0.307
AFP	-4.7025
ZW10	-1.123
PHOX2B	-0.05
VILL	-0.165
ELOVL7	0.3695
LOC644186	2.487
PPP3CC	-0.29225
CHST13	-1.05275
WDR40B	0.211166666666667
MEA1	0.21025
HILS1	-1.58575
DLX6	-2.557
NKG7	2.24433333333333
EMP1	0.9195
ACTR6	0.027
CHCHD7	-0.0997142857142857
COG2	0.9769
TCEA2	0.0424999999999999
TARS	-0.5215
FLJ20294	0.126
ZNF92	0.660375
TRAPPC2L	-0.2098
ARHGAP28	0.09125
CCDC109B	0.4705
LGTN	0.0775
INGX	0.260666666666667
LOC124446	0.93425
RPS2	-1.2165
C17orf75	-0.625
NBPF1	-1.6715
SLC2A8	-0.46475
SNRPE	-0.08175
CARD6	0.277
IL13RA2	-1.015875
CUEDC2	-0.454125
C4orf19	0.60025
AOC3	0.884
MTHFD2	-0.5225
OR5M9	0.5265
C4orf38	-0.6015
SS18L2	-0.36775
OAS3	2.14566666666667
LARGE	1.033
LRIG3	0.240666666666667
LIMA1	0.858
STARD3	0.930666666666667
VPS39	0.727875
CTAGE6	0.606
ODAM	-2.39025
MORF4L2	0.15625
GSTO2	1.908
MTFMT	-1.26075
PRKAB2	-0.112142857142857
ZNF76	-0.0786666666666667
HSPB2	3.7435
CRB2	0.24525
KLRK1	-1.3195
LYST	-0.388
UBE2M	-0.274
SLC16A9	-1.60075
ZNF281	0.17225
ST8SIA1	-0.296875
C9orf105	-0.984
ANKRD46	0.97625
FAM108A3	0.4365
C20orf91	0.062
ZYX	0.585333333333333
RSPH1	1.901
ZSCAN5	-0.5
RIMS3	-0.141166666666667
KRT76	0.2325
CEACAM4	0.966666666666667
SIRPB1	0.79175
CFHR4	0.232
SOX3	-0.693833333333333
GATAD1	-0.615375
C21orf57	-1.108
TMC8	-0.196666666666667
AVIL	0.926166666666667
LMOD1	2.84275
HIGD1A	-0.456125
NEU3	-0.0618333333333333
DES	-0.372375
BZW1	-0.5036
ZNF221	0.222
CCDC27	0.157
GDAP1	1.30975
RBBP4	-0.17175
MGC40499	0.335
PHKA1	-0.744
PRKAR1A	0.206166666666667
HSD3B1	-0.49175
RAD52	-0.674666666666667
CD207	0.6145
LOC389791	1.0865
RSPO1	0.745833333333333
TMEPAI	2.22375
MFSD2	-0.250875
ETV4	-2.66641666666667
SCGN	-0.907
LOC391356	-0.11525
MPP1	0.000250000000000004
STARD3NL	-0.0565
TFAP2D	-0.293
CD2AP	0.26375
CCL20	-2.94733333333333
CCDC86	-0.6705
ZFP30	-0.419
CTBP1	0.0685833333333333
MAK10	-0.126166666666667
STXBP5	-0.703
LOR	0.4741
MAP6D1	-0.358875
ARMC7	0.817
TMEM150	0.9784
NSL1	-0.0435
KIF5A	-0.624875
ASCC2	0.585833333333333
PSENEN	0.9235
OPTC	-0.1565
FCRL2	0.193833333333333
KBTBD11	-1.74725
PCK1	-2.889
CENTD3	-1.36
MEGF8	-0.407625
ALPPL2	0.05375
OBFC2B	-0.309166666666667
ZFYVE20	0.72725
GALC	1.17566666666667
CTRB2	0.24925
C20orf71	0.128333333333333
TBKBP1	0.409
CAMLG	0.137
TREML4	0.3875
RSAD1	0.33825
TUBA3D	-0.4197
KIAA1833	1.225
PNPLA1	-0.8715
LRRC34	-1.70783333333333
CDH26	-0.908833333333333
ZNF167	-0.0818333333333333
ZBTB26	-0.874
VWF	3.5865
VTN	-1.02183333333333
BAD	0.98775
PDS5B	0.123
ZNF644	0.443333333333333
SH3GLB2	-0.035625
SMPDL3A	0.078
NRG2	-1.923375
IL15	1.37583333333333
GABARAPL1	-0.267666666666667
LAT2	0.6239
SLCO1A2	-1.95966666666667
LIG4	-0.376
GSDMDC1	1.444
BMP4	-1.76475
METT10D	0.604625
SYCE1	1.02375
SPANXD	-5.443
SLC12A9	0.122333333333333
MC1R	0.0115
RNF168	-0.1975
TRIM69	0.50325
GALNT7	-0.654
ISG20L2	0.3535
KIAA2026	0.2
TNFAIP8L1	0.0785
DPY19L2	-1.464
C12orf63	0.6535
PRDX5	0.425375
MED6	-0.62225
TXNDC5	-0.93025
CD46	0.78275
CCK	-1.85625
C17orf48	-0.59825
ANUBL1	2.01875
SIT1	0.806333333333333
TYSND1	1.01616666666667
DEF6	0.460833333333333
GLT8D4	0.149
UTP14A	0.170375
RPH3AL	1.40825
NXF1	0.101666666666667
TRERF1	0.424
TUBB3	0.00443749999999999
SLC24A2	1.3055
SEC22B	0.436916666666667
ZNF653	0.223
GGTL3	-1.85575
CDKL2	-0.5835
CTF8	-0.103083333333333
EPC1	1.02533333333333
CYP4A11	0.171166666666667
THRSP	3.54866666666667
LELP1	0.281333333333333
TES	1.06025
C17orf87	2.4225
FERD3L	-0.03375
SH3TC1	0.4785
RAB36	0.458
CRYGB	0.2175
GRIA3	1.9142
BHLHB9	0.62525
C1QTNF9	0.27175
GOPC	0.0145
PNPLA8	0.143333333333333
ZNF444	0.21775
FMO1	4.5825
POLR3C	-0.1225
SLC35F3	-1.86925
SGCG	-3.183
DCDC2	-2.11483333333333
NANP	-1.231
MGC23270	0.2875
BEX4	0.278416666666667
HYDIN	0.5157
RPS6KB2	-0.3765
ADRM1	0.323333333333333
BAT3	-0.1875
RAB31	0.7709375
SCGB2A1	5.400875
SLC6A14	-4.41475
DDX4	-0.024
PRRC1	0.981166666666667
AP3B2	-0.756333333333333
TRGV7	0.345333333333333
TMEM184B	0.98625
ADPRHL1	0.713166666666667
C21orf45	0.3105
ARNTL	0.732375
AADAT	-1.22325
CCL2	3.25833333333333
SNTB2	0.241333333333333
RGS9BP	2.12575
KPNA1	0.066
TMEM41B	-0.429333333333333
S100A11	1.13266666666667
DOT1L	-0.727
EFHC2	0.493125
CLTC	0.536666666666667
SRP9	0.936428571428571
ZNF521	-0.51225
FAM26F	1.6645
GPR88	0.354666666666667
COL13A1	-0.3395
CHMP4B	0.159
SIGLEC6	-0.0135
NFAM1	0.466
PVRL2	1.144
ALKBH4	-0.2135
CCDC93	0.0740625
NXT1	-1.01425
KCNK4	0.441
TROAP	-0.860666666666667
KCNA10	0.1195
CCDC114	0.464333333333333
RAN	-0.329083333333333
LMTK2	0.0705
LOC400657	-0.466
UFC1	0.59375
UBE1DC1	-0.323
EEF1A1	-0.574944444444444
CHAC1	-0.058
HMGA2	-5.4404
B3GALTL	-1.4055
ING2	-1.02325
C1orf109	-0.376
INTS3	0.47775
ZNF558	-0.19775
TRPM4	1.61766666666667
LTB4R	-1.0115
ISYNA1	1.71475
LSM7	-0.20375
LRRC47	-0.51775
ZNF179	-2.36
EXDL1	-0.434
SLC4A10	-0.660375
ACSS2	-0.3215
COPS7B	-0.2185
KIAA0040	1.82666666666667
C1orf95	-0.0315
AP1GBP1	0.03
OR9A2	-0.037
FAM71C	0.139833333333333
RIN1	-1.69083333333333
ITGA4	-1.519625
DNAJC6	-0.5614
CLOCK	0.891
SLC35A4	0.0753333333333333
DSG4	0.243
LOC26010	0.13625
NSUN2	0.11725
TMEM86B	-1.1285
C14orf135	-0.81175
KIFC3	-0.790166666666667
PHF5A	-0.05975
NCAPH	-0.7155
STK11IP	0.36625
FLJ42953	1.2875
CCDC19	3.4325
ZNF329	0.138
TAX1BP1	0.744
ZDHHC18	0.0455
C10orf88	-0.16175
TMBIM4	1.5701
NMUR1	0.2555
KIR2DS4	0.35925
C9orf90	0.01475
MGC87631	0.939
KDR	2.8566
ST3GAL2	-0.638375
RLN2	0.743
HPD	-3.36075
MOXD1	-1.52983333333333
PDGFRL	1.78933333333333
SMYD4	-0.537
FAM103A1	0.251833333333333
MFAP4	-1.24016666666667
LOC285141	0.8415
TMEM45B	-0.83775
SMCR7L	-0.408357142857143
GZMH	4.1705
CBLN1	-3.11883333333333
CNNM1	-0.636
PHF17	-0.126833333333333
NUP98	-0.214833333333333
RMI1	-0.38175
PTPRS	0.044375
ANKRD57	-0.3085
CLDN15	-0.605666666666667
OR51A2	-0.0265
GUCA2B	0.494
DOCK9	1.29
ITGB1BP1	-0.524
DLG2	-0.17
BRAP	0.27475
SESN3	1.602
ZC3H7B	0.22925
FAM101A	2.9965
FKSG24	0.39675
ZYG11B	-0.867125
RFC2	-0.60725
SH2D3A	0.556833333333333
DVL3	-0.0170833333333333
ADFP	0.308333333333333
KRIT1	-0.7135
SERTAD3	1.5105
LEFTY2	-3.4945
KRT27	-0.2805
SCFD2	0.0295
MN1	-1.1355
RORA	0.919
PTPRD	0.1385
PIAS2	-0.524
CYP4X1	4.61566666666667
FBXL15	0.314
MYH15	0.0233333333333333
CRX	0.0168333333333333
TBC1D13	-0.25
SLC22A17	0.730833333333333
PLK2	0.294166666666667
ARHGAP9	2.0665
EIF1B	-0.3995
C20orf185	-0.144
DEFA7P	0.4375
PRIM1	-1.86183333333333
CRYAA	-1.269
BACE1	-0.477
AGTRL1	0.918166666666667
ACAD9	-0.208
GRASP	0.27375
RBP4	-3.48016666666667
TFB2M	0.432
METTL9	-0.5547
ATP5O	-0.107
SP100	0.7761
CPSF1	0.735166666666667
S100A4	-0.008
LIME1	-0.5505
GPR137C	-0.58475
OR2A2	0.3635
C2orf29	-0.24525
NUP188	-0.80425
SDPR	-1.861
RAI1	0.5705
RPS20	-0.5228
LAMB1	-0.665
ADM2	3.1315
ZNF229	-0.8045
DKFZp434K1815	-1.25025
EPN3	3.555
CLIC3	0.7325
MEIG1	-0.292
HMGB4	0.0325
STARD10	1.643125
KLF8	2.9275
EPB41L2	-0.498
JMJD6	0.349875
CTSL1	1.87783333333333
GPR27	0.3655
ELAVL4	1.4265
MMP21	0.1115
PPM1B	-0.13475
SUV39H1	-0.9315
AAMP	0.84575
TUSC4	0.1705
MBD6	-0.13275
KLK13	-1.980625
FMNL3	0.779
TRIM13	0.22625
C15orf5	-0.876
IQCF1	-0.1805
CACNG8	0.077
SLC35D3	0.0636666666666667
ZDHHC9	0.615
ODF3L1	-0.15
C9orf86	0.1851
TSEN2	-1.4405
C17orf64	0.88675
SEPX1	0.4115
TSPO	1.14233333333333
SYMPK	-0.0695
ADORA1	0.72125
TSPAN10	0.405375
SEMA6C	0.213833333333333
RTTN	-0.7505
IL2	2.00583333333333
ARRDC3	-1.16408333333333
TBPL1	-1.02166666666667
STX12	0.3915
MRPL39	-0.32225
OR8H3	-0.4725
IFIT5	2.00216666666667
CASC5	-1.6855
FAM46A	0.2055
HPCAL1	-0.165625
CYLC1	-0.314
VGLL2	-0.0505
C20orf191	-0.9205
CDH1	1.84375
ITPA	0.13575
CCDC101	-0.52775
D15Wsu75e	0.16125
EDA	-1.2705
CREG1	0.38175
OR7G2	0.255
SAP18	0.359083333333333
IFIT1	3.61375
CALML3	1.07383333333333
FLJ37440	1.625
FNDC5	-0.80175
SERPINB6	-0.00228571428571428
JUNB	0.6474
SYS1	1.188
SCN2A	0.0333333333333333
ZKSCAN5	-1.0108
WNT7A	0.358166666666667
TSHZ3	2.054
RNF148	0.5665
H6PD	0.3445
CAD	-0.460333333333333
ZNF449	-0.0305
DOCK10	0.4815
FAIM2	0.289
HEXDC	0.08425
PRB1	-0.88025
C14orf148	0.075
ETHE1	0.8645
IRF5	1.099
GNMT	-0.434
MGC16291	-1.46825
RPAIN	-0.387428571428571
CAGE1	1.245
CNTNAP3	-3.68225
ACTR1B	0.23475
EEF1E1	-1.50325
MSX1	-0.84375
ESF1	-0.2277
HSPC171	0.19925
MRPL2	0.181
RDH12	-0.203833333333333
CELP	0.1825
METRNL	0.0195
C10orf116	4.33816666666667
C19orf48	-1.12675
ZNF346	-0.083875
NCR1	-0.9365
C10orf64	1.129
CD52	2.5955
VPS18	1.27675
AP4S1	-0.512333333333333
NPBWR1	0.6665
TPK1	1.08725
UBA52	0.136055555555556
RIPK1	0.865166666666667
CPNE3	0.9683
HSPC159	0.1105
C8orf38	2.42275
LRRC4B	-1.181
PARP10	1.1549
ANKRD50	1.410375
CXCL9	6.473
FGF18	-0.281545454545455
EIF2A	0.309625
SLC20A2	0.152666666666667
KIAA1549	-0.7795
SPINT1	2.1299
ZNF584	-0.2325
CRBN	0.299
ABCF3	-0.0228333333333333
NCBP1	-1.01883333333333
PLA2G4F	1.41166666666667
PCDH10	-1.49075
TTC21A	1.3
C20orf144	0.317
FGFR1OP2	-0.259666666666667
SLC9A1	0.3446
CHRND	0.2865
FOXF1	-3.10875
KIAA1467	1.69175
TPO	-0.649
LTF	0.228285714285714
DNAJB9	-0.37425
MRPS27	-0.91975
bA16L21.2.1	-0.829
WBP2	0.757333333333333
MRGPRX3	-2.21766666666667
PRPF18	0.905
C10orf58	0.98975
SMOC1	-3.0559
ADAT3	0.591333333333333
TMEM138	0.1805
TMEM131	0.3565
TIMM8B	-0.16375
MYH7	0.0776666666666667
ST6GAL2	0.985125
KIF1C	0.0965
SUHW2	-1.3425
PAPSS1	0.335
CABP2	-0.4655
HOXA4	-1.951
ELF2	-0.37675
SEMA3D	0.9279
MC5R	0.7445
OGFR	0.419
FLJ30092	0.705166666666667
TGFA	-0.1031
MMP17	0.4165
KIF15	-2.08175
CHIA	0.47975
CATSPER3	0.1985
CEACAM7	0.975583333333333
PADI2	2.013125
HOXA9	0.0546666666666667
LNX2	0.383833333333333
TMEM144	1.28975
HIF1AN	0.3165
METTL7A	-0.3971
C6orf165	3.4795
KIAA1468	0.11225
DSG3	-0.212
ZNF180	0.252166666666667
EIF4E3	0.922625
SLC46A1	1.4945
DKK1	-4.18416666666667
ZNF205	0.661666666666667
LOC162073	0.975111111111111
COX7A1	4.68625
MAGEA1	-4.61666666666667
NEDD8	-0.120666666666667
KLHDC5	-0.0556111111111111
C3orf19	0.908333333333333
MRPS2	-0.755
POLR3H	1.01935714285714
ABHD11	1.2383
TMEM17	0.59625
PAIP2B	0.4109
MAT1A	-2.32775
LGI3	0.0335
THUMPD2	-0.35775
TKTL2	0.118
XAGE3	-1.18633333333333
CALM3	0.751416666666667
C6orf136	-0.314666666666667
KCNC4	0.0205
RGS9	0.175166666666667
ACIN1	0.127666666666667
SPATS1	0.35625
XKR8	-0.23475
FAM84A	1.04475
MS4A7	4.98218181818182
AGXT2L2	-0.179
OR1F1	0.5045
SMAP1L	-0.0695
IPO11	-0.0515
ZC3H11A	0.37525
C1orf151	-0.00787499999999999
RNASEH2A	-1.41525
CCR10	-0.7535
TXNDC11	0.44325
TMEM112	0.6695
MAP1B	-0.219142857142857
NVL	0.369
PKM2	-0.79695
ARC	-0.429
NUP54	0.319
PPFIBP2	1.28633333333333
STAT2	1.321625
PTAFR	2.94533333333333
ROBO2	-0.68075
RNF40	0.0661666666666667
CCDC135	-0.117333333333333
IFT81	-0.1178
MORF4	-0.00325
TM7SF3	0.095
OR10H3	0.6825
ABP1	0.231
CHRD	0.0395
PLEKHA8	0.587833333333333
NCALD	1.71766666666667
OR5AK2	0.30275
ACCN1	1.00266666666667
SLITRK1	-0.882
ARMET	0.43125
C9orf52	0.9645
REEP4	-0.3095
MTSS1	2.153625
ADH1B	0.842
DLD	-0.7995
CDK5	-0.43675
PPFIA1	0.9195
WFDC3	1.39475
DNAJB12	0.979571428571428
RANGRF	0.0915
MLANA	-4.29175
AMY2B	-0.25425
KIAA0319	-0.469375
RPS7	-1.2045
JAK3	0.5023
ARFGEF1	1.7915
CXCL5	0.7995
TRAPPC4	-0.30425
CETN2	0.709
HSPC111	-1.0085
RHOBTB3	-1.6162
PHLPP	-0.2855
RGS10	0.93
TMEM58	0.8635
CHERP	-0.364375
HSP90AB3P	0.471
FSTL3	-0.793666666666667
PEX11A	0.64825
OR5V1	0.4835
FCN3	2.19575
PTPN3	-0.08425
NPTX1	-5.16475
C21orf84	-0.94775
C11orf51	-0.479375
ZBED2	3.6165
FLJ90757	0.61675
NPY2R	-0.287
PLD3	0.90925
SYT17	2.78933333333333
SGSM2	0.20475
OR1A2	0.46725
FOXP1	0.412125
SLC5A1	-0.13625
POFUT1	-0.5052
EPHB6	-2.4185
MYO1G	-0.295875
STAC	-1.8853
KLHL17	-0.0165
RGMA	0.4115
TJP2	-0.51
FAM114A1	0.198666666666667
SERINC1	0.834
SLC9A8	0.295375
PEX19	0.58125
EDN2	2.482
PSMD7	-0.640333333333333
C3orf41	-2.49725
UQCR	-0.178
PPP1R3C	1.15825
LRP4	-2.366
TM2D1	-0.39975
TTC17	0.7669375
C4BPB	-3.12825
CCL25	0.8
ZNF253	0.469333333333333
CHRNA9	-3.98975
SOX11	-1.574875
HIVEP3	0.7925
CGN	2.10075
C3orf35	0.94975
PKD2L1	3.9865
SYVN1	0.34075
PDE8B	-0.28975
LOC439951	0.67
LTC4S	1.366
MIF4GD	1.04683333333333
SMARCA2	0.746875
TUBGCP6	0.0528333333333333
CABLES1	-0.04525
C16orf77	1.23933333333333
ZNF791	-0.85675
FUT5	-0.7565
ADH6	-2.54883333333333
P4HB	0.73975
CLDND2	-2.20575
ALKBH8	0.28825
PLAC4	-0.0975
F11R	1.10685714285714
MGC35295	0.888666666666666
PDZD4	-0.486333333333333
LOC389073	-0.084
FAM80B	0.063
PSMB1	-0.09175
TXN	-0.692666666666667
VIPR1	0.8792
WBSCR18	0.6609
EXOSC6	-0.256166666666667
ACTA2	3.59483333333333
SP5	-2.36416666666667
ANKRD1	-2.601
DDR1	1.5963
ATP6V1D	0.29425
PTGS1	-0.586583333333333
RNF157	-0.18875
DCC	0.06325
SPAG7	0.02225
FBXO18	0.4465
UBE3C	-0.193
HOXC6	1.18225
LRP2BP	-0.236833333333333
MYST2	0.35275
PDSS2	0.28025
ATE1	-0.261
ARAF	1.63525
KLF10	0.86225
PLA2G2E	0.12375
ASCL1	2.87166666666667
TSNAXIP1	1.359
FAM131B	-0.211625
IFNA10	0.0175
NUP43	-0.93975
FAM44B	-0.621125
L1TD1	-5.63116666666667
NMD3	-1.44783333333333
C18orf54	-0.7647
PHOSPHO1	0.379
RAG2	-2.1525
EMILIN3	-0.14
METTL3	-0.1995
VPS13C	0.012
REXO2	-0.98225
ANXA4	-0.09375
CA1	-1.561
DCP1B	0.38075
TULP3	0.270666666666667
ATP2A2	0.178857142857143
ATIC	0.2905
ADAM15	-0.029
NPL	1.62866666666667
LGR4	-0.966375
UEVLD	0.6395
GAB1	0.34275
SNAI2	0.0701666666666667
ZGPAT	0.6811
SNF1LK	-0.392125
DLEU1	-1.7325
UBE2Q1	0.379875
ZMYM6	0.075
JPH3	-1.7085
FAM38A	-0.3055
PXK	-0.333166666666667
DENND2D	2.0905
BAX	-0.56425
CP	-1.71518181818182
RPL37	-0.8394
G6PC3	0.2125
NCOA4	1.02133333333333
LRRC14	0.805125
GORASP1	0.8475
FCHO2	1.12175
CYP24A1	-3.4034
FXYD3	1.1615
SMARCAL1	0.79325
ABCB8	0.671666666666667
CCDC44	0.503
PRDM7	-3.32575
USH1C	-1.43725
DNAH5	2.287
SRF	0.119083333333333
MAL2	2.36583333333333
PGPEP1	0.180083333333333
SIN3B	-0.38825
SEMA3C	-0.971333333333333
