Hybridization REF	TCGA-BH-A0EE-01A-11R-A034-07
B3GNTL1	-1.3585
ARPC5L	0.304166666666667
KLHL26	-0.155
SIM2	-1.51525
GJC1	0.7355
C20orf194	-0.93925
EXO1	-1.86425
SLC2A2	-3.2815
LOC285074	-1.86075
LRG1	2.6915
KIRREL	-1.0365
PIK3R1	3.63514285714286
C4orf34	1.86425
MAF	-1.79038888888889
ADCY4	2.8085
ZMIZ2	1.106
SLC46A3	-0.799
STAMBP	-0.824666666666667
CCDC16	-0.25525
MS4A12	-0.27
TCF20	-0.44525
LRRC46	0.50225
C20orf152	-0.384
MRPS6	-0.15125
ABCB11	0.7
KCNC2	-0.131833333333333
CDH19	-3.83666666666667
C9orf123	0.620833333333333
SSH3	0.375
LDLRAD1	-0.621
CCBE1	-1.54633333333333
ZNF135	-0.910625
TAAR1	0.7785
WFDC12	1.34
CCDC42	0.2668
FLJ12529	-0.69325
PER1	-1.39566666666667
TIMM50	-0.611
SMARCAD1	-0.403333333333333
FAM26C	0.2925
TP53TG3	-2.398
SH3RF1	1.8809
LMCD1	1.18325
GPR63	-0.039
FLJ21986	-4.459375
AIFM3	-0.948
MICAL1	-0.5405
BLZF1	0.733333333333333
IQCA	-0.798333333333333
PCDHGC3	0.4065
SAC	2.15875
BCL6B	1.11466666666667
DDO	0.52
MARCO	3.5415
DCHS1	0.256333333333333
C1orf170	-0.813833333333333
CD200R1	0.448166666666667
C22orf15	-0.018
SEPT11	0.385
ADNP	-0.321
UST	-1.1334
C13orf34	-0.757166666666667
RFFL	0.159714285714286
APBA3	0.763
C2orf60	-0.9265
CUTL1	-0.1711
PMS1	-0.6055
ZNF689	-0.69
EIF3E	-1.047
IL9	-0.03575
RPL31	-0.751625
LY9	0.233833333333333
ATP2B3	0.0465
KDELR2	1.188625
TFCP2	-0.27575
NLRP12	-0.852
FLJ45422	0.99675
TLE4	0.3849
ZNF570	-1.2185
FLJ43806	-0.077
TLK2	-0.374625
CIR	0.53
MARS2	-0.633
COL24A1	2.99375
SDF2L1	0.019
HIBADH	-0.437333333333333
IGFBP3	-2.59621428571429
C12orf23	1.389375
PSPC1	0.14
C20orf43	-0.10425
TRAV20	0.7105
ARHGAP24	-0.06275
KIAA1975	-1.366
C1QA	3.8721
DNTT	-4.54416666666667
C10orf6	-0.432
C11orf41	-1.612875
HNRPF	0.7595
COL11A1	3.36916666666667
UBAP2	1.354
CDKN2AIPNL	-1.9075
C20orf174	2.8755
SPRED2	-1.50125
PLA2G12A	0.252666666666667
ICEBERG	-3.07216666666667
SCN10A	-0.0795
C11orf65	0.56225
GBP5	5.80025
PITPNC1	-0.177833333333333
POU3F3	1.1595
NCOA7	2.903875
LIN7C	-0.0056
LOC348840	-1.18
NKX2-2	-3.136
ANKRD13D	0.2
LOC123688	-1.14
FUT2	4.23816666666667
TAAR8	0.1125
FZD4	-1.59641666666667
PNMA3	0.377166666666667
OR4L1	0.9495
WIT1	-0.2595
EXOC3L	2.8965
ATPBD4	-1.1321
KRBA1	-1.18325
UBXD6	-1.702
HOXB7	2.999
C7orf23	-0.9575
UNQ338	0.863
STAB2	0.83025
CDC20B	-0.09325
IRF9	3.287
CENTG1	0.3075
TNPO2	-0.81375
MCPH1	-0.4045
BMS1P5	-1.08175
SLC26A7	1.45775
HIST1H3J	1.4495
C9orf3	0.5861
LBH	0.831125
MYO1D	0.9655
PTDSS2	-1.19525
NFU1	-0.039
DEPDC4	-2.20325
WNT7B	0.9646
GLP2R	-0.513
SETD4	-0.1358
DYNLT3	0.3563
FKBP11	-0.516333333333333
SESTD1	0.926666666666667
FLII	-1.25575
RPS16	-0.368
CHPF	-0.534333333333333
CSNK2A1	-0.5305
SUMO1P1	-0.601
FKBP6	-1.6
ZNF214	-2.5115
TWIST1	-0.399
DDX56	-1.04116666666667
TRAM1L1	0.9979
EPO	-1.0205
MRPS18B	0.1015
ZNF682	0.421
RPL14	-0.829833333333333
MAFF	0.793
LOC51136	-2.812875
LY96	-0.305
DDX20	0.19575
ABTB1	-0.533666666666667
ARL5A	-0.7661
CCT6A	-1.28275
HEPACAM	-2.3285
EHHADH	-0.0146666666666667
RBAK	0.5965
CGB1	-0.4525
ITGB5	-0.8141
YIPF3	-0.13075
FKBP2	0.325
NR1D1	1.4159
TMEM110	0.1735
NEK2	-0.432166666666667
PRAMEF8	-3.25875
C20orf52	-0.7445
PCDHGA3	-0.5145
VWA3B	0.21
NDUFA5	-0.505375
THAP9	-0.0725
FLVCR2	0.343833333333333
AP1S1	-0.780875
SMAD6	-0.68075
SAV1	2.068875
SAT1	2.776875
ZNF251	0.139375
ADAMTS7	0.2747
RPP38	0.88125
C1orf211	2.1255
YPEL2	0.1985
RBMS1	-0.8085
ZNF445	0.173666666666667
NRXN2	0.276333333333333
PGBD4	0.05025
UGT2B28	-1.84725
WBSCR16	-0.8912
NLRC3	0.301625
ASTL	0.44625
ST6GALNAC1	0.5705
ZADH2	-0.113625
MLLT4	0.601333333333333
ARL6	-0.6025
MEF2C	-0.16225
CBFA2T3	-2.462
AFF3	-0.995
COG7	-0.0108333333333333
MYB	-1.8595
PLXNA3	0.9305
XRCC2	-1.42
MMS19	-1.4455
ST8SIA5	-1.495375
CHPT1	-0.871833333333333
KIAA1712	-0.0270000000000001
OR6X1	0.375
ACTR3	-0.012375
UGCG	1.49016666666667
OR4P4	0.289
ZAP70	-2.32725
LPP	1.125375
ZNF485	0.5965
PTPRCAP	0.70675
IL12RB1	0.4405
ATRX	0.1153
CHST8	-1.391875
C14orf109	0.439
ARV1	0.34375
NMB	0.533857142857143
COX5A	-0.154166666666667
EIF6	-0.87125
MPPED2	-2.6185
SEMG1	-3.0165
CHRDL1	-1.0315
TRAF3IP2	0.54875
WNK2	-1.677625
LILRA4	2.50116666666667
LAMA2	0.15
PXT1	0.28
RLBP1	-2.5575
CD300C	-0.778
SLTM	-0.074125
FLJ10404	0.270375
APOBEC3D	-0.0406666666666667
RENBP	0.592666666666667
ATXN7L1	0.305625
NID1	-0.8
TUBGCP3	-0.517375
ITIH5	0.337333333333333
CCDC110	3.68825
C8A	-0.449
MGC87042	-1.19675
HOXC13	-1.5955
TFDP2	-1.404
HCP5	3.006875
POLI	0.17575
UCN	0.371166666666667
ZNF764	0.821666666666667
C8orf45	-0.22775
FHL3	-1.7185
SPATA5L1	-0.35225
MMRN2	2.125
NDST1	0.404666666666667
COL20A1	-0.138
ZNF248	-1.047
PELP1	-0.386166666666667
MBL2	-4.14383333333333
RNF41	0.080875
C5orf24	1.663875
THOC5	-1.27325
SERINC3	-1.44766666666667
RP11-151A6.2	1.48375
CDCP2	-0.239
HIST1H2AA	-0.30925
C11orf75	1.62266666666667
FKBP7	-1.07975
DDOST	-0.06875
GPNMB	-1.088
TTF2	-1.196
KCNT1	-0.514833333333333
SLC39A14	-1.97185714285714
NGRN	0.5366
GPR137B	0.84275
MECP2	0.378375
PSMA1	-0.5405
C16orf73	-5.59425
TMEM60	-0.3875
CSN3	0.338
NOS1	0.428333333333333
RAB7L1	-0.772666666666667
YBX2	0.7325
KIAA1166	-1.25575
FUBP3	-0.733333333333333
ABCG1	1.462
ACACA	-0.640166666666667
ARL11	-0.7183
ATOH1	-0.6825
ODF1	0.184333333333333
CREB3L3	-1.86
TMEM127	0.7145
DSCAML1	-1.1765
PLN	0.296
LYPLA1	-1.77125
PRDM9	-1.81525
SASP	0.25575
PLUNC	0.111666666666667
INTU	-0.39425
HISPPD1	-0.1355
LNPEP	0.7935
YARS2	-0.8462
APCDD1L	-1.251
ZCCHC4	-0.9046
FBXO22	-1.2175
TTLL13	-0.3775
ZNF669	0.570833333333333
PTGDR	2.3155
DDX27	-1.17925
KIAA0409	-1.18316666666667
GJB6	-0.42025
ASB8	0.04225
PLP2	0.9715
MEPE	0.43275
OR10J5	-0.0245
KRT222P	-1.69233333333333
COQ7	-0.23
C1orf101	1.94475
RERG	-0.9487
CHMP5	0.796875
THAP11	-0.612875
ZNF43	0.771833333333333
ZRANB3	-0.425666666666667
KRT13	2.194
MRPL19	-1.32725
RBBP9	-1.4005
SPATA17	1.546125
BXDC5	0.6535
PAFAH1B1	-1.0715
MAGEE1	0.78725
OSTF1	0.7905
KIAA0323	-0.02425
TXNDC13	0.311166666666667
CNTN4	-0.707875
LCE1B	2.288
UNQ501	1.142
ZNF154	-0.72475
C3orf64	-0.76025
SYT5	2.4179
PON1	-0.0883333333333333
FLJ10357	-1.2795
ATP4A	-1.2685
GNPDA1	-1.42783333333333
MGAT1	0.876833333333333
C14orf121	-0.75875
SLC35B2	-0.1335
MIER3	0.7845
CHEK1	-1.0265
ZNF8	0.162833333333333
TXNDC1	-0.200166666666667
CKB	-1.4846
RTN3	0.927285714285714
FZD2	-1.05583333333333
PART1	2.231125
PSMB6	-1.00225
PCDHB8	-0.5325
PHC3	-0.0783999999999999
PPP1R8	0.681666666666667
NOVA2	0.856833333333333
TNFRSF11B	-4.211875
GOLPH3	1.337
UBLCP1	-0.24975
SUHW3	0.08625
TTLL1	0.58175
OPN4	0.5465
OR13G1	-0.2055
ZPBP2	0.0171666666666666
HSD17B11	-3.145125
C9orf50	0.0005
DHDDS	0.0787857142857143
CTSW	1.7999
NEFM	-2.7036
MRPL28	-0.27425
SYN1	0.725333333333333
PIGV	-0.233166666666667
ZIM2	-0.29075
APBB1	-0.825166666666666
SND1	0.26725
C1orf123	-0.0808333333333333
CHD3	-1.31525
BHLHB8	0.71675
RNASE2	-1.42683333333333
BCAP31	0.087
SLC25A44	0.593333333333333
CHD6	0.6594
PIB5PA	1.04992307692308
SELS	0.734375
LOC541471	0.612375
FAT2	-0.022
ZNF81	0.2615
OR4C16	0.5085
FLJ10081	-0.9845
LRRC4	1.521
CS	-1.37016666666667
N4BP2	0.46975
IGFBP7	-0.07275
ZNF318	0.185833333333333
NDNL2	0.6365
ZNF609	0.9195
SIRT4	-1.0255
EXOSC10	0.49275
ECE2	0.573916666666667
OVGP1	1.09825
GTPBP3	-0.03925
PACS2	0.9214
C19orf36	-0.772666666666667
ARL4C	-1.12625
ATG4B	-0.60525
UBQLNL	2.303
RHOXF2B	-3.6165
PLEKHG2	-1.9815
GALR1	-1.2785
AQP4	-0.0994999999999999
HDAC7A	-0.713833333333333
DCUN1D3	1.2825
OR8A1	-0.826
CCRN4L	0.53125
CBR4	-0.452833333333333
KIFC1	-0.5785
SLC7A14	-1.1964
LHX5	-0.4105
TRPC7	-0.4315
LPXN	-1.1075
SERPINA1	-3.127
RPS13	-0.9461
BPIL3	0.191
PRKAA1	0.129
FADS2	2.4515
ENAH	1.0230625
PRO1768	1.209
APBA2BP	-1.05725
LIPH	4.1775
C3orf33	-1.4175
RCC2	0.864928571428571
ALDH1A2	-2.9846
RNF103	1.127
AHCY	-1.851375
ALG12	0.2365
CCL17	2.73625
ZNF543	0.33
ESRRG	3.3398
CNGA1	4.67525
RDH5	-0.680166666666667
OTX1	0.9713
PTGFR	-2.01833333333333
CDR2	1.198625
SELE	4.2455
NLGN2	-1.5394
EXOSC9	-0.13475
ZNF566	-0.116166666666667
KLRC2	-2.5815
GPR12	0.8715
KIAA0196	-0.29175
PDRG1	-0.19075
SSR3	-0.112571428571429
MSI1	-0.3445
CST9	-0.017
CC2D1A	-0.02725
PLAGL1	-1.446
ZNF778	-0.2245
RNF2	0.213375
KLF6	1.44433333333333
THBD	-0.237333333333333
tcag7.1314	0.682
NR5A1	0.085
ABCD2	-0.5835
DNAJC7	1.3635
CLEC4C	0.528
TM2D3	-0.022125
CCDC4	-0.8235
PLAC2	-2.18925
DCD	1.465
FAAH	2.301125
POLA1	0.838833333333333
TM7SF2	-0.040375
FLJ39822	-1.51683333333333
FLOT2	-1.096
MAP4K1	-0.488166666666667
SRP68	1.74975
C21orf74	-0.2675
ARPC5	1.169875
LOC126075	1.27825
HECW2	-0.167875
ZDHHC4	-0.084
ANKRD42	1.1861
PDE9A	-1.99483333333333
ABCA8	-1.2345
NDUFS2	-0.43975
UBR5	-0.57825
BTBD16	-3.62375
LOC554174	0.3785
ZNF20	0.115
KIAA1843	0.8715
WDR17	-0.888
C15orf33	1.601
RNF113A	-0.016
CAMKK1	-1.3572
CLCN2	-1.3555
ANXA6	-1.8555
LOC340069	0.9505
EMID1	-0.91825
DPM3	0.635916666666667
ELA1	0.114
SLC25A13	-0.7285
KRT24	-0.12925
SMPD1	-0.605
TH	0.8795
COL6A2	-1.1385
ANKS1B	0.7405
GPR126	-0.2814
ZC3H12A	1.77183333333333
TMEM47	0.144666666666667
C2orf51	-0.00983333333333332
C1orf88	0.626666666666667
HSF2BP	0.67225
AKAP10	-0.91375
RPAP3	-0.7825
KLHDC8B	-0.689125
STOM	-0.4585
MUPCDH	2.3785
C10orf72	-1.3165
PLEKHA3	0.477333333333333
TCP11L1	-0.74
CWF19L1	-1.3045
SPEF1	0.719769230769231
YSK4	-0.27
ELN	0.0832222222222222
SAMD8	0.497666666666667
MPI	-0.985
MEPCE	0.2014
ABCC3	1.47325
NANOGP1	-4.225
KCNK17	0.201875
HLA-DMB	5.14316666666667
RRAGA	1.10225
ANGEL1	-0.0655
RBM32B	0.5395
CPN1	-3.3165
MGC52282	-1.0238
HLA-A	2.834
OR9G4	0.4475
EDNRB	-3.191875
SCD	0.168071428571429
C14orf80	1.0295
BAGE2	1.5685
RABL4	1.781
RCVRN	0.0775
SHANK1	-0.874
NLRP7	-3.11775
CD226	1.20475
STAT3	0.2235625
SYNJ2	-1.4273
TPCN2	-0.0821666666666667
WDR36	-0.804416666666667
MBD4	0.2495
ROBO1	-0.733555555555556
ST3GAL6	-2.9815
SLAMF8	3.37183333333333
ATN1	0.492166666666667
GPR141	1.63625
KRT36	0.2865
TPH1	1.024
DDX52	-0.50975
ZSCAN29	1.128
TRPT1	0.416166666666667
DPEP3	0.91375
DENND4A	-1.22525
TSPAN16	0.3415
PTCHD2	0.002
LOC145814	-0.54775
CAP1	0.4905
EIF5A2	-2.5786
NT5DC3	-1.637625
SEPT9	-1.61675
SEZ6L2	-1.20675
EGFLAM	3.24875
VPS11	0.219625
NDUFB5	-0.782333333333333
CIDEA	-0.429833333333333
IER5L	1.39175
N6AMT1	0.6845
FAM83C	-0.72575
OXR1	1.30108333333333
IRX1	-0.5935
DGKB	-0.5854
GCN5L2	-0.51875
MIR16	-0.55125
FBXW9	-0.0965
WDR4	-0.543333333333333
PDC	0.00649999999999998
VPS33B	-0.76725
HEXB	0.02925
FLJ32214	1.48625
TCEB3	0.13
CRLF1	-5.64825
ABI3BP	-1.37875
C8orf22	-3.81375
PYCR1	-0.984
KIAA1706	-0.37225
CDK5R2	1.17025
WAS	0.5695
C12orf60	-1.9355
CCBL2	0.209875
MADD	-0.335
C5orf34	-0.7355
WDR42A	-0.1194
KLF12	-2.3055
HSPA1A	0.218
ITM2C	-2.27241666666667
DAPK2	2.30983333333333
LOC442590	-1.509
SUMF2	-0.318875
CENPA	-0.946230769230769
TMED5	-0.513
CDH6	0.5109
BRP44	1.15575
THG1L	-1.0025
GABRA2	-2.04266666666667
C14orf166	0.18825
MYL1	-2.3425
TNFSF18	-0.3295
PAP2D	-2.2932
PPIB	-0.07125
KLHL4	-1.49757142857143
SFN	2.24583333333333
CCDC127	0.727
FRAP1	-0.0375
GOLGA5	2.01775
SDCCAG1	0.685875
MGC21675	0.764666666666666
C10orf95	-0.3515
KIAA1345	-0.996333333333333
C1orf163	-0.563
LACE1	-0.386166666666667
OR10K2	-1.205
CENPN	-1.64184
TMED2	-0.46125
UGT1A6	1.327
ANG	0.78525
U2AF1	0.433333333333333
CASC2	0.774166666666667
NMT2	-0.917333333333333
OSGEPL1	-1.18525
DFNB31	-1.0775
SLC6A20	-0.155625
DKC1	-0.7285
FXYD4	-0.5055
WDR64	0.775
MGC5590	0.348
CREBZF	0.156333333333333
DAZ1	-0.0755
PRPSAP1	1.20225
GCHFR	0.93275
TTC7A	-0.734125
LOC196993	0.43375
UBD	4.03883333333333
S100A1	-0.876875
RPL6	-0.308
DNAJB6	0.38045
NAGS	-0.862
C2orf58	0.459
KERA	-0.112666666666667
MT1X	-0.2739
UBE2B	0.5711
KEAP1	0.48425
MST1	-3.095875
OMA1	1.555
ABLIM2	-0.2405
BCL2L13	-0.329333333333333
JAZF1	-1.3115
TMEM63B	1.182
S100A8	4.9873
ARFIP2	0.94475
UROS	-0.23825
KHDRBS2	1.822
POLQ	-1.572125
SOAT1	-0.851
SPAG4	-1.10975
MRPS30	-1.87983333333333
LOC494141	0.253
OR2T11	0.362
ORAOV1	-1.0853
ZNF184	0.353666666666667
TCEB3B	0.729
ADAM21	-0.36
GDPD1	0.104
SPINLW1	0.630666666666667
PRR14	0.2335
KCTD9	-0.6689
NUDT3	0.216
KIAA1822	0.2211
HIST1H4K	1.0815
DFNA5	-4.64125
GABPA	1.26525
C14orf44	0.30475
POLB	-0.81675
PTAR1	-0.77075
SEC31A	1.4234
TRIM58	-2.36333333333333
TAS2R14	-1.196
VPS8	-0.23925
H1F0	2.41833333333333
PRKCB1	-2.39733333333333
UGT2A1	0.529
TOR1B	-0.77875
LSS	-0.592916666666667
C2orf19	-0.269
HNRNPC	0.884142857142857
TMEM100	-3.5475
LOC116349	0.7385
OR51M1	-0.4815
CCDC142	-0.68325
ISG15	3.7970625
ZCCHC14	0.075125
CREBL2	-0.901875
TGDS	-1.54125
DC2	0.0475
CACNA2D3	-3.19771428571429
ZNF429	0.23375
LYPD6	-0.892666666666667
SUCLG1	-0.778666666666667
OR51I1	-0.9875
MAGEH1	2.37425
PRPF40A	0.0425
SMR3A	1.097
SPINK2	0.49125
THAP2	0.760375
NPY5R	-0.787
IRF4	-2.15775
SPESP1	2.34283333333333
OR10S1	-0.038
DTD1	-1.002
TUBE1	-2.1685
DDX19A	-1.216
PDPN	-2.777
TMEM34	0.106916666666667
MGAM	0.079
COL3A1	4.32605555555556
GFM2	-0.3172
OR5A2	1.5345
PSG9	-1.9075
ARHGEF11	-0.297333333333333
IVNS1ABP	0.4379375
SIGIRR	1.8785
DUSP19	-0.800625
DNAJC14	-0.4008
ACSS1	-2.23975
IL1RAPL2	1.7775
C4orf30	-1.1615
SEPT4	0.605
LANCL3	0.47425
SPAG17	4.2764
PRDX3	-1.749
HNF1A	-1.303125
P4HA2	0.3575
RFWD3	-0.133
MOV10	0.34675
DNAJA5	0.873071428571428
LOC729440	-0.195
LOC200383	1.020375
SMC2	-1.43425
MIXL1	-1.323
TMEM9	-0.47125
FAM86A	1.25
ZNF174	-0.3678
MYH14	-0.30875
CCR8	0.38275
VPS37C	0.7425
GPATCH1	0.347333333333333
B3GNT8	1.3525
TBX4	-2.0565
CNR2	1.00883333333333
PCDH1	1.721
C5orf29	2.13575
OCIAD2	1.5045
PLCG2	-0.52175
KIAA0247	2.134375
HRH3	0.270714285714286
CAPN13	5.2565
CCR1	-0.3924
MGC15523	-0.690944444444444
UVRAG	-0.321666666666667
DNAJA2	-0.805166666666667
ITGA2B	-0.6235
CLDN5	2.95225
PTPRN2	-2.6925
ZNF512	-0.793166666666667
PSAP	-0.475642857142857
CCDC140	-3.33
LRRC55	1.02233333333333
CYP26C1	-0.4505
C8orf47	6.94775
LYN	0.2405
DUSP6	-0.797666666666667
TGFB3	1.38233333333333
ELK1	-0.1403
PCDH11Y	1.82633333333333
HGD	-0.69175
C17orf58	0.49
MYO3A	0.1615
SERPINE2	-4.11533333333333
AARSD1	-1.8795
C14orf73	-2.28575
ADAM33	-0.10575
ZNF491	-0.8925
MAPK6	-0.549833333333333
TCN1	3.494
SLC24A6	1.1975
UBE2R2	1.16325
H1FNT	0.41075
TATDN2	0.493
LILRB1	1.054
P2RY5	-1.0525
NUCB2	0.37175
C2orf37	0.07575
SNX27	0.379666666666667
MTA3	-0.1355
FOXO4	-0.36625
ID4	2.38766666666667
SOX5	-2.27633333333333
PXMP3	-0.464
OR52M1	0.715
SFT2D3	-0.269625
INA	-2.0625
MCOLN1	0.52325
NFIX	0.3892
CLEC14A	5.04133333333333
HIBCH	-1.11783333333333
PLA2G5	0.081
TIMM10	-1.21466666666667
MED17	0.1656
COL4A4	-0.797
TPP1	-0.206833333333333
GJA3	-2.13833333333333
TMPRSS5	-1.433
AADACL3	0.4615
DNMBP	-0.896
ENPP5	2.576
NQO1	-0.3681
ZSCAN2	-0.868625
SEC24C	-0.3475
GTF2A1L	-0.5025
AXIN2	-0.7113
FAM33A	-0.33875
C16orf13	-0.028
SPNS2	0.91925
TAF1	0.235
AP1G2	0.577333333333333
RBM42	0.500666666666667
HCN2	0.243666666666667
EFHB	0.405666666666667
RUSC1	0.511666666666667
GRIK5	0.4825
USP21	-0.012
ATAD3C	1.4755
ORMDL2	1.1625
PRSS7	-3.19375
PSAT1	-2.08
FLJ13195	-2.71016666666667
TBC1D1	0.760666666666667
IFNG	2.58425
OTOS	0.579
ZNF773	-1.065
EMD	-0.055
RETN	-0.43325
CCL8	4.5125
APH1A	-0.482375
COX18	0.09925
GTF2IRD2	0.9265
CCDC82	-0.725916666666667
PAFAH2	-0.0832
NPEPL1	-0.2167
RP11-114G1.1	0.5705
TP53INP1	-0.558875
ZNF300	-3.30283333333333
FOXL2	-2.93675
LARP2	1.06608333333333
LATS1	-0.20125
HTR6	0.1255
SPOCK2	1.0825
RNF144B	2.64366666666667
HTATIP2	-0.23475
MGC10334	0.587666666666667
CENTA2	1.342
FGF2	-3.06725
FXYD7	0.278
PHYHIPL	-2.118375
GPR34	2.43175
DDX6	0.814166666666667
OR10W1	0.076
LHFPL1	0.238
ZNF313	0.4335
VPS28	0.81975
AP3M1	-0.6956
AKR1CL2	1.36475
TRAF4	-0.56625
OR2B11	0.8915
C19orf12	-0.072
AKAP9	-0.2548
C1orf62	-0.697666666666667
SLC20A1	-1.7973
FAM112A	0.18475
LDB2	-0.239875
MRPS23	-2.28225
KLK5	0.66075
SPTB	-0.555666666666667
EFEMP2	-1.7625
EFNB2	1.245
PCM1	-0.776785714285714
NMNAT3	-1.616625
TSG101	0.0295
C8orf40	-0.412166666666667
NOB1	-1.7665
ABHD3	0.00650000000000001
GTF3C4	0.094375
PIGN	0.412333333333333
GALNTL1	1.341
AEBP1	-0.679375
OR9Q1	-0.418
ANKRD2	-0.269
CCL28	1.6475
TRIM38	1.64966666666667
TMCC1	0.195583333333333
SMG5	0.05175
LRRC7	-0.1505
NCAPD2	-1.8475
C6orf153	-0.157
C1orf74	0.25325
OTUD6A	0.2875
DCP2	-0.5625
TMEM24	1.03275
RPL18	-0.581
TMEM177	0.39425
LRRC37A3	-1.0255
C1D	-0.975666666666667
LDHC	1.49475
UBE4B	0.545333333333333
NIT1	0.53925
BTN3A3	2.30625
RASD1	0.070875
COMMD3	0.34125
SHFM1	0.96325
BIRC8	0.5115
DUT	0.9475
C12orf51	1.8085
LRRC59	1.97133333333333
LY6H	-0.64525
WDR22	1.09766666666667
EDEM1	-0.183357142857143
ADH1A	3.9215
PANX2	0.0227
CYP11B1	0.9195
CDC73	-0.44175
GPR172A	0.98025
GSTM3	-1.75707692307692
KCNA5	-0.776125
SERAC1	0.864833333333333
NFATC2	0.303
ANAPC5	-0.4557
C15orf24	0.1955
NFATC2IP	0.163916666666667
TNRC6C	-0.616333333333333
MGC102966	-2.640125
FGD5	-0.252666666666667
MED9	-0.4635
RAB13	-0.0618333333333333
C15orf49	0.7995
CRYGS	0.0551
C12orf53	-0.8788
LOC283693	-1.0655
COX6B2	-0.0528750000000001
PHF14	-0.214625
FAM3A	0.083875
RPL13	-1.0875
PRDX2	0.2928
FLJ34047	-2.509
PRMT3	-1.01075
KCTD19	-0.795
TRIM10	-0.746333333333333
MGC26597	0.1225
GCNT4	0.305
GPRASP1	-0.66925
CDKN1C	-0.334166666666667
RHBDL2	3.0808
HSPH1	-0.36725
AQP1	2.045
COL17A1	-0.1799
GFAP	0.041125
CDC16	-1.298
KIAA1614	-0.2095
C6orf118	0.12025
ZSWIM5	-1.76325
FAM83F	4.02675
LYNX1	1.760875
SYNPR	-0.18425
XG	1.176
PRSS16	1.713125
KIF13B	0.723142857142857
PCDH9	-2.65771428571429
HIST1H2AH	1.33583333333333
RBM18	-0.329
ZNF626	1.00825
HEXIM2	-0.398
ITFG1	-0.5405
TUBG2	-1.61
SFRS7	-0.212666666666667
C9orf14	-0.6655
EXTL1	-2.24725
GBP3	3.17616666666667
WDR5	-0.554
RARG	-0.620333333333333
MYO7A	-0.463375
CECR6	-1.07925
C13orf3	-0.225875
SFRS18	-0.29475
ACVR1B	0.547666666666667
PSMD1	-0.1104
C7orf31	-1.8075
ILVBL	-1.13125
IFNGR1	1.17525
RNF186	-0.068
NOL9	-1.26575
MAGEL2	-1.0855
SLC29A2	-0.157
NHSL1	-0.1825
RBMX	-0.3255
PSORS1C2	0.60675
RAD51L3	-1.34
LCN6	0.0365
ORAI2	-0.730125
BRUNOL6	1.1444
OR4K5	0.6275
CDC123	-0.588125
MSLN	-2.4205
WWTR1	0.421333333333333
ZNF700	-0.477666666666667
COBL	0.13325
PPP1R16B	-0.238
GAS7	-1.6973
MDN1	-1.518375
HAAO	-0.051
C9orf68	3.07875
TNFAIP2	2.036375
FOXN1	0.1485
hCG_2033311	0.2705
ATP6V0D2	0.9453
RPL41	0.453
SLC38A1	-0.611125
ARHGAP6	-2.6025
ADAD2	-0.23725
PHF20L1	0.387625
MCM3AP	0.611666666666667
ST3GAL3	-0.970333333333333
SNX1	-0.0471666666666667
ELF5	0.623
PARP3	-0.03775
RBM8A	0.0418125
LINGO4	0.254
ITGA9	-0.0983333333333333
ZFR	0.17075
ACSL6	-0.59575
FLJ20699	-0.5911
DAOA	-0.300666666666667
FABP4	0.686
KCNB1	-2.29275
CANX	-0.1839
SLC25A28	0.304333333333333
ADIPOR2	-0.72075
ECHDC2	0.915375
SMA4	0.964
FRZB	1.316
PABPC1	0.00383333333333333
DMRTB1	-0.596875
APOBEC3G	0.09625
CATSPER2	-1.5055
CUEDC1	1.065
STARD9	-1.996
CLDN8	7.29125
LOC23117	-0.785636363636364
E2F6	-0.932111111111111
TMEM126B	-1.39333333333333
DPY19L4	-0.07825
GIMAP5	3.48516666666667
NDUFA9	-1.0295
FAM77C	-5.022
CTPS2	0.51625
LOC51035	-0.3475
WDSOF1	-0.99475
EGLN3	2.37425
PITX3	0.822166666666667
OR52E8	0.2035
GRM4	-0.0225
KLK1	-2.8115
GPM6B	-2.03
RRAGD	0.209166666666667
PAGE5	-2.706
UCHL5	-1.02116666666667
ULK3	-0.243666666666667
AIM2	6.59916666666667
PNO1	-1.93416666666667
OR2F2	0.412
GNAT2	0.1805
SIX1	3.17575
ST13	-0.714833333333333
ZBTB44	0.5365
TIMP2	-1.99725
ZMAT4	-4.6375
GTF2IRD1	-0.485666666666667
ZNF19	-0.09
ZNF714	0.1905
RSC1A1	0.877
C9orf80	-0.134
PSMA8	0.00583333333333336
TMEM141	1.005
COX4I1	-0.5745
CTAGE1	0.784833333333333
DTWD1	-0.70575
HSD11B1	-0.47825
KRT6B	2.43875
ARID4B	0.855625
LHFPL3	-0.32625
WWP2	-0.164416666666667
ZNF326	0.505166666666667
RGPD1	-0.545
CTSH	-0.4055
FASTKD1	-1.417
PAF1	0.2855
TTC9C	-0.23575
IFT57	-0.0328
PRSS36	-1.3795
IL20RB	-1.7475
ZNF592	0.537166666666667
DCTD	-0.9472
CFP	1.64825
MFNG	-1.28575
JMJD2B	-0.23125
ALDH3B1	-0.1175
THSD4	0.218833333333333
KCNJ5	1.1725
LMNA	-0.0855
TBCD	-0.412
ZNF250	1.27416666666667
CASQ2	2.79216666666667
PEG10	-3.84833333333333
PRAME	-5.3104
NP	1.77225
TRIM59	-0.773
ZNF12	-0.1495
XTP3TPA	-0.20275
SIGLEC7	-0.6431
PANK4	0.11075
