Hybridization REF	TCGA-BH-A0DL-11A-13R-A115-07
IL1F10	0.9575
VAX2	-0.1175
SETDB1	-0.170166666666667
LRAP	-0.1125
GCLM	-0.1675
CPEB3	2.21975
PPM1A	0.9346875
INTS1	-1.0325
CAMTA1	1.33833333333333
SAMSN1	-1.26325
LOC158830	-1.12966666666667
GMPPA	-0.81
AIPL1	-0.05425
IL24	0.234333333333333
BDKRB1	-2.26166666666667
MLF1	0.2754
TAF12	-0.217
ID1	-1.6075
THADA	-0.297875
PIK3CB	-0.54475
OR4N5	-0.235
TBC1D17	-0.093
COX8A	-1.0895
CDCA4	-1.42825
C2orf44	-0.49125
ZNF534	-0.6735
IMMP1L	-0.796
NIPSNAP3B	1.051375
FTMT	1.2545
PWP2	-0.922166666666667
MMP15	-0.737
DNAH11	-0.912
MTMR14	-0.461875
DNAL4	0.6
IPP	-0.28225
TMEM59	0.7175
C1orf157	-0.077
RGS4	-1.23933333333333
DDX18	-0.3425
SNX6	0.35025
ZNHIT2	-0.516
NCDN	-0.5315
FLJ33534	0.099
RAG1	-1.27875
OR4D10	0.1995
PTPN5	0.00550000000000001
POMT1	0.03025
LRRC8A	0.0285
CYP1A1	-0.31275
CAPN1	-0.181
DDHD2	-0.00900000000000001
GRIK2	-0.11475
GNRHR	0.31825
PPBP	2.61325
HTR3A	-1.03375
SLITRK4	0.4995
ANKRD49	0.346
BTF3	0.0679
SARS	-0.0655
C13orf18	1.49383333333333
CACNB1	-0.154142857142857
QKI	1.23577272727273
SETMAR	0.77175
MAN2B1	0.537333333333333
EML3	-0.37225
ACADL	3.5305
OFD1	0.17325
DEFB114	-0.675
CGA	-3.7151
PEX16	-0.172666666666667
LRRC10	0.2745
GNG12	0.6705
C1orf152	-0.201166666666667
CHRM1	-0.133
CD53	0.946
DBH	-1.01125
TFAP2B	3.112
HIST1H2BJ	-1.61916666666667
FAM46D	0.1465
TMEM11	0.116
C3orf32	-2.405
PCCB	-1.073
IPO13	-0.21325
C6orf105	-1.172
COMMD5	0.1515
SUV420H1	0.2609
LTBR	0.6235
ARHGAP15	-0.095875
HDHD2	0.40725
TDRKH	-0.628
LOC401052	1.6585
PSG4	-2.0145
GNB4	-0.2545
SPATA4	1.777
SLC9A3	-0.603
OSBP	0.604666666666667
NBPF3	0.456
DOCK11	1.1285
SLC39A5	-1.81866666666667
PRR5	-0.0698
C10orf63	0.209
SMTNL2	0.52225
ADRA1A	0.35775
ASAH1	1.7976
DOM3Z	-0.3866
GIPR	-0.0565
AHI1	0.120583333333333
NADSYN1	-0.534166666666667
RGS14	-0.8045
IL18BP	1.257
RTN4RL1	1.31566666666667
ARMC6	-0.9235
PSMD5	-0.232333333333333
HK3	1.2701
OR4S1	1.7635
RSU1	1.4533
MAD2L1	-3.45788888888889
EIF4A3	-0.5665
DLEC1	0.574166666666667
E4F1	-0.627833333333333
CHMP2B	0.7817
CAMSAP1	-0.3875
RPS21	-0.575
ARID5A	1.89225
UBE2N	-0.2613
IGSF8	0.0251666666666667
MAGEB6	-2.3925
ACAD11	-0.1348
MGC4172	-0.6215
LMO4	0.93025
KLKB1	0.79075
HP	-0.066
HDAC3	-0.00775
SCHIP1	2.0505
CLCA1	-0.2515
OLFML2A	1.548375
C1orf112	-1.93775
KIF19	2.08158333333333
HAPLN4	-0.3639
CXCR7	1.75316666666667
GOT2	-0.7994
RAB38	-1.175875
DCX	1.7655
PPM1H	-0.683166666666667
NFYC	-0.272166666666667
KIN	0.179625
ZNF228	1.26075
PLSCR4	3.8085
HIG2	-1.09775
FAM79B	4.159
C21orf86	-0.3963
KCNK10	1.43325
ZNF738	-0.730625
FSTL5	-1.66066666666667
OR6A2	0.026
OTOA	1.1055
EXOC1	0.676375
AHRR	-3.626875
PDAP1	-1.54358333333333
C19orf6	-0.58675
ZAN	0.11675
LY6G6E	-0.1765
EIF4E2	-0.835
C20orf198	-0.6725
ZNF324	0.32375
CYP3A5	-2.37383333333333
ENTPD7	-0.424333333333333
MBOAT5	0.0895
GJB5	2.38725
TTC13	-0.43175
S100Z	-1.16266666666667
KIAA0664	-0.646833333333333
PDGFRB	2.30216666666667
IL17D	0.5555
OR56B4	0.023
RDX	-0.652
SLC34A3	-0.5625
IL28B	-0.42
JUND	0.8825
CHRNB1	0.01
CAMK2B	-0.034
FETUB	-1.1755
CXorf23	1.3215
MRTO4	-0.851875
TTC3	0.4371
NDUFB8	-0.1835
EDG2	0.27925
SEMA3G	3.06625
IL23A	-1.34175
GRHL1	1.9933
LOC441054	-1.146
WDR65	0.833285714285714
PSTK	-0.221
STOML3	0.0133333333333333
R3HDM2	0.1471
C5	-1.97575
SLC2A10	-0.0325
C3orf22	0.01925
PAQR3	-0.717923076923077
ANKRD26	-0.249916666666667
HCRTR1	-0.077
LOC399947	-0.48875
PSD2	1.74225
TIGD2	0.468166666666667
SCRN1	-1.008125
COQ10A	-0.48725
DDI2	0.0405
METTL7B	-0.855
UCN2	-0.79725
FAM92A3	-0.2285
WDR16	1.24
ZNF511	-0.3455
ZMYM5	-0.678375
POLR3G	-2.4265
ZNF586	-0.348
C1orf49	0.471333333333333
TANK	1.783
RCAN1	1.392
PELI3	0.958333333333333
LIMD2	-0.307583333333333
TMEM189	-1.0715
NTN4	2.85225
LOC151300	-0.2935
CLEC2A	-1.0585
GPR135	-0.20875
DPYSL4	-1.9066
JAK2	0.725666666666667
TSHZ1	1.42166666666667
TM9SF4	-0.63175
ZNF264	0.637666666666667
SIRPG	1.641625
BICD1	-0.6985
HERC6	2.008
METTL5	-0.6255
CASP1	2.5145
PRRT1	-0.2825
PLA2G4C	2.58883333333333
ICA1L	0.395214285714286
TPTE2	0.39
OTUD7A	-0.687
AQP11	-1.22375
APOA2	-3.4727
KALRN	0.5571
SECTM1	0.808666666666667
IFNAR1	0.094
TALDO1	-0.367625
RAB11FIP4	-0.56625
EIF5A	-2.016
FAM49A	2.38675
NEGR1	1.2195
YTHDC2	0.190625
EHD2	0.996375
NCF1	1.9105
SCRT2	-2.3005
HOXA5	2.434
NUP133	0.0535
FGF12	0.2485625
SLMO2	-0.864875
SNTA1	-0.1815
CACNG2	-0.40025
GCM1	-0.02675
ELF1	0.926333333333333
TLR5	3.3255
TCFL5	-1.35983333333333
RBMY2FP	-0.3755
LOC100125556	-0.146125
FAM129B	-0.907125
MAP3K7IP1	-0.217875
NCK2	0.5235
OXA1L	-0.5175
FMO9P	-0.2385
ZSCAN12	0.5235
PSMD12	-0.64725
HSCB	-0.08875
CLDN10	0.8335
MGC13053	-0.31675
HPCAL4	-0.4895
ASZ1	-0.405
MEX3D	-0.424083333333333
NFAT5	0.3522
CSPG4LYP1	-0.599
FBXO3	0.8809
DVL1	-0.954666666666667
CMKLR1	2.31866666666667
TYMS	-3.927125
PEF1	0.716
ZNF750	2.23283333333333
MCM5	-1.3955
MEGF11	-0.08675
KCNK7	-0.373
PTP4A3	-0.5745
C1QTNF2	-0.321
OR6S1	0.2585
FAM122B	-1.95175
ZNF551	-0.28025
HBQ1	-2.4765
GEMIN6	-0.73125
ARSK	0.46325
RBP7	4.15883333333333
CPNE9	-0.02075
DSC1	3.81
LOC730112	-0.09275
MAP2K4	0.737875
HS3ST5	-2.37
EPB41L3	0.99075
TEKT2	0.2915
CDKN2B	1.19975
ZNF480	-0.7575
MAP3K6	0.8835
MAP6	2.64383333333333
HN1	-1.4116
OR2L13	0.297166666666667
SLC16A11	0.78925
FAM96A	-1.01175
APOL1	1.0415
C5orf32	0.3275
RTP1	-0.516
RNF175	1.48125
ZBTB41	0.553875
AHCTF1	-0.2139
SAE2	-0.3159
ITGA2	0.8295
MME	3.77783333333333
CCDC14	-0.31225
MAST4	1.14607142857143
KRT33B	-0.8195
KCTD2	0.168833333333333
WDR26	0.238583333333333
MFI2	1.102625
NR4A3	0.5765
ARSA	0.78775
UNKL	-0.0465
SULT6B1	-0.2125
CCNA2	-3.4525
SOX15	0.0425
PPAPDC1B	-0.132916666666667
C19orf44	0.2625
MCAT	-0.114
ARID1B	0.079875
OR52N1	0.4155
C12orf48	-2.391
MAGI1	1.583
NIPA2	-0.7195
GBX2	-2.24625
RSHL3	0.50675
RAVER1	-1.05433333333333
C15orf17	0.4435
SLC30A2	0.670875
ZNF518	0.3245
PCYT1B	-0.76625
C10orf114	-0.6135
EIF3H	0.0839166666666667
SLC25A39	-1.15916666666667
KIF1B	0.3345
AMOTL2	1.187
C6orf120	0.53575
PSRC1	-2.6225
PLA2G10	-0.209
KIF5C	-0.197875
MRPL37	-0.946
C17orf62	-0.3745
C9orf135	-1.44833333333333
DUSP10	-0.209
CLCNKB	-0.2535
PSMA5	-0.593125
C8orf53	0.3755
AMPD3	0.838166666666667
PIAS1	0.13975
ADCYAP1R1	0.137
GYLTL1B	0.297
CDH20	0.0536666666666667
FBXO7	-0.13575
TMEM134	-0.0638333333333333
FLJ14213	0.850166666666667
ZNF3	-0.24175
LRRFIP1	0.321708333333333
CNOT2	0.515666666666667
ABI3	2.42325
ALDH5A1	-0.32725
HNT	1.785
SERPINA4	-2.59925
TK2	1.11858333333333
STMN1	-2.48744444444444
GUCA2A	-0.139666666666667
GALNT10	0.0529285714285714
DPP6	-0.1274
C9orf93	0.50825
PRELID2	-0.0445
STK39	0.054875
SFTPA1	-2.00575
CKS2	-2.97588888888889
RHO	0.238625
C20orf135	-0.43175
XKR3	-2.624
CR1	1.460375
RPS6KA2	1.15914285714286
C20orf112	0.82475
MRPL22	-0.5065
C4orf23	0.141333333333333
GADD45B	0.6715
KLHDC1	2.44283333333333
C2orf48	-2.0315
ZNF287	1.848
DAAM2	0.55875
DPPA2	-3.551
TCTN3	0.229333333333333
DNAJB11	-0.227
FPR1	3.0715
DEFB4	-0.1125
PTCD2	-0.0657999999999999
SMOC2	4.85466666666667
CABP7	1.7845
SERPINB11	0.14975
MAGEF1	0.04625
NDE1	-0.709833333333333
ITGA10	0.5725
FSHB	0.0395
ANXA2	0.73125
HORMAD2	0.26475
HLCS	-0.211
MCF2L	1.26225
FH	-0.68075
TBC1D24	0.27975
KIAA1505	1.869
LGALS2	1.434
CNBD1	-0.341
SYNPO2L	0.41675
PTPN23	0.0171428571428571
C1orf183	-0.457666666666667
MAGEA8	-3.23725
DGCR8	-0.67125
GSR	-1.4045
PAQR7	0.0235
ZNF676	0.10625
CACNA1C	0.4458
SP7	0.601
PDCD6	-0.13825
NRN1L	-0.581
BRI3BP	-1.35441666666667
KIAA1183	1.06175
ASB4	-0.1825
CCL23	2.8419
OBSL1	-0.4035
SLC12A7	0.396083333333333
KIAA0240	1.95275
CD1B	-1.50533333333333
FCGR2A	0.755125
MDC1	-0.9845
HTR1A	-0.472166666666667
OCEL1	-0.18675
ATP11B	-0.458625
FBXO34	-0.03
PCDH12	2.89433333333333
RPE	-0.64525
C17orf74	-0.2835
CSDC2	0.611666666666667
PET112L	0.09275
TMBIM1	1.00625
P2RXL1	-0.3325
TCHP	-0.88225
TRMT1	-0.996166666666667
F2RL2	-0.0730833333333333
LRRC32	3.21083333333333
IMPG2	0.159
BGLAP	0.20075
LOC493869	-1.35341666666667
MRAS	3.115
SLC35F5	0.4545
CBWD1	0.1615
AXL	-0.843875
ATP2C2	-0.1895
TELO2	-1.104
PNPLA3	-3.88025
PCDHB14	1.72325
CD276	-0.29575
KRT80	-1.45275
DUSP28	-0.163
CSNK1E	-0.370333333333333
SRP14	0.83
KCNQ4	-0.3275
KRT72	-0.0541666666666667
CCDC117	-0.0205
C6orf89	0.390444444444444
TUBB2B	-0.542
RTN4IP1	-0.95925
CR1L	-3.2635
CEND1	-0.699
C12orf41	-0.3225
RNF31	-0.00375
UBN1	-0.202166666666667
C17orf32	0.127
SLC5A7	0.358
GPR92	0.544
ESAM	2.5663
CTNNA1	0.499083333333333
HRBL	0.0185
CBX4	-1.0545
TMEM182	0.3165
SH3TC2	0.249333333333333
IL10	1.00233333333333
PXMP4	-0.558
RNF167	-0.0795
PAK7	4.31816666666667
ETV3	0.493
ATPIF1	-0.955666666666667
LOC554207	-1.68233333333333
OR8H1	-0.46625
WDFY3	1.33125
DPM1	-0.74425
GPSM1	-0.525
WDR92	-0.1964
LRP1	0.742666666666667
ANKH	-0.37825
THUMPD3	-1.0645
POLR1B	-1.0495
OLFM4	6.57233333333333
RAD9B	0.54475
TSPY2	-3.7655
PAX6	-1.33733333333333
SCG2	-1.046625
SLC17A6	0.1865
FMO3	4.17025
PADI4	-0.224625
TUBB4	-0.762
NLK	-1.16125
POU4F3	-0.9045
SDF4	-0.40575
ITGBL1	1.24533333333333
NETO1	-2.418125
TAP2	0.137125
ABBA-1	-0.735416666666667
GNAI1	1.716
VPS4B	1.0185
NOPE	-0.2653
GALNT6	1.09716666666667
SESN1	1.5
GBE1	-0.876111111111111
CLASP1	-0.54875
RASGEF1B	1.350875
ACOT11	-0.0322142857142857
AFAP1	0.9115
OR2H2	-0.07375
DPY19L2P1	-0.75875
DZIP1	-1.08975
SEC22C	-0.275166666666667
GPR161	-0.1615
RNF146	1.516
WDR74	-0.96925
GALP	-0.651
PURA	1.50675
DNPEP	0.128916666666667
RP11-78J21.1	-0.332
ERBB2	1.4315
FANCM	-0.5685
NEO1	0.391833333333333
DDX3Y	-4.724
RPS3A	0.654875
MXRA7	0.704428571428571
LGALS3	0.721333333333333
GLT8D1	0.37725
CFL2	-0.118166666666667
UPB1	0.2295
NAP1L5	0.727625
CLDN14	-2.45525
DHX38	-0.61575
BTBD1	-0.1085
TARS2	-0.788833333333333
ABCF1	-0.6079
FCF1	0.3565
LRRC49	0.6565
GUCY1B2	-2.0215
C1orf177	0.3225
SMARCA4	-0.765214285714286
LRP8	-3.19933333333333
TAGLN3	-0.785
MRPL14	-1.31475
TTRAP	0.12275
ZDHHC20	0.0605
NFE2L3	-1.08875
KIAA1377	1.771875
PALMD	3.6014
TMEM43	0.6655
TTL	-1.67275
STAT5B	-0.938
SSB	-0.45325
OR10H5	-0.74
SLC22A13	-0.77275
AKAP3	0.13825
TIMM23	-0.280666666666667
OAS2	1.59533333333333
KIAA0423	1.255
TRIM11	-0.352833333333333
GLIS3	1.290875
TMEM50B	0.868833333333333
ARHGEF4	0.462
DEGS1	0.185545454545455
TBL1XR1	0.406533333333333
G6PD	-1.8365
SP140	1.0034
MUC17	0.152071428571429
NUDC	-0.5172
DNAJC5B	1.69433333333333
SCARA3	0.944166666666667
CPA3	5.86666666666667
BCAT2	-0.508
MFN1	-0.1612
NRG3	0.7085
SNX11	0.41675
PLEKHH1	-0.606166666666667
GPR177	1.002
HCFC2	0.76075
TCAP	-0.1075
MOCOS	-2.1475
C14orf93	-0.081
PRDM10	0.1475
SLC16A4	1.30191666666667
SRGAP1	0.770666666666667
VIP	2.47625
DUSP27	0.496333333333333
LILRA1	1.1452
MC2R	-0.046
MGC24103	0.08225
MBTD1	-0.201
FUT11	-0.634
USP33	0.7758
C15orf39	-0.97175
MAP3K12	0.12975
PAAF1	-0.708833333333333
BARHL1	0.0115
FLJ16165	0.08
PIWIL2	-2.72925
SYNE1	1.54491666666667
CMTM4	-0.15075
TSPYL1	1.1394
GUF1	-1.14416666666667
TMEM157	0.897
WDR44	0.3605
HIST1H3C	-0.30925
DKFZp666G057	0.96975
RNPEP	-0.439
GAS2L2	1.246
ADH4	-1.541
GRPR	1.93016666666667
FBXL17	-1.68025
ZBTB10	0.446333333333333
Gcom1	1.40861111111111
HTRA1	1.8062
ZNF585A	0.529833333333333
SLC26A2	0.998928571428571
OTOP3	0.267833333333333
WISP1	-0.440555555555556
ATP2B4	-0.3405
FLJ10769	0.55275
CRAMP1L	-0.024
CHST12	-0.266
RAB22A	-0.183083333333333
TARDBP	-0.0787857142857143
STAU1	-0.36375
CRB3	0.5875
MIG7	-1.0675
CHMP1A	-0.679166666666667
ZNF160	0.463625
B3GALT6	-0.481625
BARX1	-2.10633333333333
C6orf167	-1.665375
NXNL1	0.077
DHX29	0.342375
HADHB	0.28125
PLXNB2	0.42875
ILDR1	-0.08775
SLC15A3	1.89675
GAS2	-0.771833333333333
C20orf69	0.231
NUMB	0.266
TNIP1	0.415625
MESP1	0.801333333333333
PSKH1	0.217
NSFL1C	0.057625
RHOG	-0.08075
HEY1	-0.286666666666667
KNG1	-2.25975
ITGAX	1.3306
LIN9	-1.04766666666667
CANT1	-0.354125
XRN1	0.602214285714286
CCDC96	0.7622
HEATR6	-1.5465
GNG7	1.1725
RUNX2	-0.090625
SOX1	-1.08316666666667
FCRL5	1.3602
ZNF99	0.41275
FAM9A	0.042
SNX22	-0.2915
MBNL3	-1.55333333333333
ODC1	-1.81
ADORA2B	-0.978
NR2F6	-0.85375
ZFYVE16	0.111333333333333
SYNJ2BP	0.904
POLE	-1.74675
E2F2	-1.658625
THRA	1.15933333333333
PTGES2	-1.0665
HIP1R	0.443
TMUB1	-1.25333333333333
ENO3	-2.11125
RSPH10B	-0.457
CXorf39	-0.2345
IRGC	-0.1055
GPR109B	2.064
FLJ13305	-0.376
LCE3A	-0.276
TNFRSF18	-1.38366666666667
DET1	0.2945
TRPM3	0.15025
C16orf79	-1.4975
FECH	-0.328
RAP2A	0.282166666666667
CRIP1	1.12066666666667
AZIN1	-0.169
SLC7A7	3.251
IL10RA	1.207
TMEM64	-1.35075
CDC42EP4	1.4261
C16orf58	-0.3519
ARG2	-2.3435
POU5F1P4	-3.80375
FAM62B	-0.042375
DNAH8	-2.1826
ASH2L	-0.155875
TSLP	0.574666666666667
CNTNAP5	-0.481833333333333
TMEM16C	2.457
IFNA14	-0.6425
SLC1A3	1.154125
CABYR	0.18975
BCL7B	-0.1402
NUDT13	-0.698333333333333
C13orf28	-0.15325
C1orf53	-0.975
ARL6IP4	0.1942
RPL35A	0.2955
EMR3	0.91325
RAB40C	-0.13125
SLC41A1	-0.149333333333333
LRCH1	1.231
LY6G5B	-0.8105
FAM124A	0.272714285714286
MGC10981	-3.77233333333333
CLIP3	1.0328
MAP4K2	-1.12383333333333
CHIC1	0.76275
SULF1	2.47933333333333
C20orf30	-0.00171428571428571
PRDM5	0.34125
ELOVL1	-0.2605
C11orf48	-1.044125
SLC39A10	-0.33
KCNV1	-0.09525
ACP1	-0.551666666666667
ZMYM2	0.28525
B3GNT6	-0.000833333333333334
C9orf69	-0.25075
C2orf15	0.39275
C20orf166	0.879
HSP90AA6P	-0.008
EDG7	-0.497
NEURL	-1.874625
LPL	5.48783333333333
CLEC2D	0.561214285714286
GRRP1	2.76883333333333
CD8B	-2.2335
HIST1H3D	-2.29733333333333
SLC6A12	0.431
FAM27L	-0.2665
CD84	1.9351
RASA1	0.253
PHKG1	0.4875
MAGEA11	-2.37
IMPA1	-0.5874
NPM3	-1.052
RARRES1	5.42025
SH3BP1	-0.588125
B3GNTL1	-1.17
ARPC5L	-0.497333333333333
KLHL26	0.08875
SIM2	-2.680625
GJC1	-0.302
C20orf194	0.93375
EXO1	-3.29
SLC2A2	-2.852
LOC285074	-0.75325
LRG1	0.0265
KIRREL	0.029
PIK3R1	3.204
C4orf34	0.55875
MAF	-0.116555555555556
ADCY4	4.0485
ZMIZ2	0.3121
SLC46A3	1.935
STAMBP	-0.394166666666667
CCDC16	1.04225
MS4A12	0.1205
TCF20	0.513
LRRC46	-0.055
C20orf152	0.546
MRPS6	-0.468625
ABCB11	0.4645
KCNC2	4.00633333333333
CDH19	-0.7275
C9orf123	0.953
SSH3	0.486375
LDLRAD1	-2.86325
CCBE1	0.42675
ZNF135	1.5025
TAAR1	-0.291
WFDC12	0.1025
CCDC42	0.0263333333333333
FLJ12529	-0.32875
PER1	-0.393666666666667
TIMM50	-0.945333333333333
SMARCAD1	-0.1
FAM26C	0.117
TP53TG3	-0.963666666666667
SH3RF1	1.3023
LMCD1	2.34075
GPR63	-0.5775
FLJ21986	-1.262875
AIFM3	-1.05325
MICAL1	-0.829
BLZF1	0.702333333333333
IQCA	3.19266666666667
PCDHGC3	0.2515
SAC	0.75375
BCL6B	2.10516666666667
DDO	1.134
MARCO	3.7425
DCHS1	1.5305
C1orf170	-0.3495
CD200R1	2.43533333333333
C22orf15	-0.772
SEPT11	-0.184166666666667
ADNP	-0.11725
UST	0.3418
C13orf34	-1.04616666666667
RFFL	0.0272142857142857
APBA3	-0.5385
C2orf60	-0.433625
CUTL1	-0.4246
PMS1	-0.30775
ZNF689	-0.093
EIF3E	0.268666666666667
IL9	-0.289166666666667
RPL31	0.2385
LY9	1.21266666666667
ATP2B3	-0.1205
KDELR2	-0.320208333333333
TFCP2	0.508125
NLRP12	-0.499875
FLJ45422	0.18375
TLE4	0.8638
ZNF570	0.2855
FLJ43806	0.0125
TLK2	-0.6535
CIR	1.134
MARS2	-0.754
COL24A1	-0.2755
SDF2L1	-1.018
HIBADH	0.519
IGFBP3	-0.809571428571428
C12orf23	0.624875
PSPC1	-0.26625
C20orf43	0.0925
TRAV20	-0.1835
ARHGAP24	2.01125
KIAA1975	-0.399625
C1QA	2.9119
DNTT	-4.14466666666667
C10orf6	0.0885
C11orf41	0.149375
HNRPF	0.07075
COL11A1	-0.668333333333333
UBAP2	-0.599166666666667
CDKN2AIPNL	-1.141
C20orf174	4.4295
SPRED2	0.02925
PLA2G12A	-0.2215
ICEBERG	-1.53583333333333
SCN10A	0.267
C11orf65	-0.333
GBP5	4.3995
PITPNC1	-0.832833333333333
POU3F3	-1.1035
NCOA7	0.740875
LIN7C	-0.093
LOC348840	-1.148
NKX2-2	-3.26566666666667
ANKRD13D	-0.623
LOC123688	0.007
FUT2	1.3735
TAAR8	0.178
FZD4	1.23033333333333
PNMA3	-0.339166666666667
OR4L1	0.1665
WIT1	-3.14125
EXOC3L	0.99375
ATPBD4	0.3888
KRBA1	-0.54525
UBXD6	-0.415
HOXB7	-0.0903571428571428
C7orf23	-0.014
UNQ338	3.125
STAB2	2.76375
CDC20B	-0.253
IRF9	2.4385
CENTG1	0.480333333333333
TNPO2	-1.06975
MCPH1	0.1005
BMS1P5	0.2295
SLC26A7	1.47325
HIST1H3J	-0.69325
C9orf3	0.494
LBH	1.443125
MYO1D	-0.08075
PTDSS2	-0.4435
NFU1	0.70625
DEPDC4	-1.55575
WNT7B	-0.2669
GLP2R	-0.569166666666667
SETD4	-0.3829
DYNLT3	-0.3636
FKBP11	-0.545833333333333
SESTD1	1.20383333333333
FLII	0.5555
RPS16	-0.249
CHPF	-1.07883333333333
CSNK2A1	-0.6715
SUMO1P1	0.04375
FKBP6	-0.8595
ZNF214	1.76666666666667
TWIST1	1.16583333333333
DDX56	-1.29966666666667
TRAM1L1	2.1335
EPO	-2.895
MRPS18B	-0.213
ZNF682	-0.253333333333333
RPL14	0.2135
MAFF	-0.238
LOC51136	-0.322125
LY96	0.93575
DDX20	-0.21375
ABTB1	0.771666666666667
ARL5A	0.411
CCT6A	-1.277
HEPACAM	0.462833333333333
EHHADH	0.723666666666667
RBAK	0.409333333333333
CGB1	2.81175
ITGB5	0.2188
YIPF3	0.1235
FKBP2	-0.2495
NR1D1	-0.8253
TMEM110	-0.57
NEK2	-4.2595
PRAMEF8	-2.7645
C20orf52	-1.00433333333333
PCDHGA3	0.2685
VWA3B	0.01425
NDUFA5	-0.03225
THAP9	0.000999999999999998
FLVCR2	-0.4285
AP1S1	-1.739125
SMAD6	-0.6635
SAV1	1.4865
SAT1	1.296125
ZNF251	0.78675
ADAMTS7	-0.6872
RPP38	-0.10025
C1orf211	-2.097
YPEL2	1.35405
RBMS1	1.02925
ZNF445	-0.4435
NRXN2	0.522166666666667
PGBD4	0.3545
UGT2B28	1.037
WBSCR16	-0.5465
NLRC3	0.678125
ASTL	-0.0995
ST6GALNAC1	-1.68575
ZADH2	0.022
MLLT4	0.776666666666667
ARL6	0.034
MEF2C	1.713
CBFA2T3	-0.654
AFF3	0.471071428571429
COG7	-0.5715
MYB	-1.44166666666667
PLXNA3	-0.184
XRCC2	-2.87783333333333
MMS19	-0.558125
ST8SIA5	-1.06225
CHPT1	0.674666666666667
KIAA1712	-0.976
OR6X1	-0.2245
ACTR3	0.1485
UGCG	0.961
OR4P4	0.184
ZAP70	-2.15675
LPP	1.717375
ZNF485	0.00575000000000001
PTPRCAP	0.3965
IL12RB1	0.32725
ATRX	0.7198
CHST8	-0.6445
C14orf109	-0.16175
ARV1	0.121
NMB	0.768428571428571
COX5A	-1.3185
EIF6	-0.83925
MPPED2	1.95716666666667
SEMG1	-1.277
CHRDL1	3.0295
TRAF3IP2	1.1735
WNK2	-0.30725
LILRA4	2.66533333333333
LAMA2	5.30125
PXT1	0.4515
RLBP1	-2.8375
CD300C	0.38375
SLTM	0.274625
FLJ10404	-0.291375
APOBEC3D	-2.894
RENBP	0.311166666666667
ATXN7L1	0.067875
NID1	0.98025
TUBGCP3	-0.60825
ITIH5	3.22383333333333
CCDC110	2.4425
C8A	-3.217
MGC87042	0.794
HOXC13	-0.4265
TFDP2	-1.182
HCP5	2.093375
POLI	0.55075
UCN	-1.67016666666667
ZNF764	-0.371666666666667
C8orf45	0.246
FHL3	-0.12375
SPATA5L1	-0.82175
MMRN2	3.59816666666667
NDST1	0.1045
COL20A1	-0.775833333333333
ZNF248	0.373833333333333
PELP1	-0.7345
MBL2	-3.31666666666667
RNF41	0.2235
C5orf24	0.06075
THOC5	-0.47475
SERINC3	0.76375
RP11-151A6.2	-0.1395
CDCP2	-0.27725
HIST1H2AA	0.00174999999999999
C11orf75	0.544666666666667
FKBP7	0.14425
DDOST	-0.43125
GPNMB	2.04033333333333
TTF2	-1.99916666666667
KCNT1	-0.114166666666667
SLC39A14	-0.906875
NGRN	0.3212
GPR137B	1.46875
MECP2	0.14275
PSMA1	-0.562
C16orf73	-5.8395
TMEM60	-0.392
CSN3	3.431
NOS1	0.131833333333333
RAB7L1	0.747666666666667
YBX2	-0.6755
KIAA1166	-0.154
FUBP3	-0.221
ABCG1	0.591
ACACA	-1.01116666666667
ARL11	0.249
ATOH1	-0.088
ODF1	-0.163333333333333
CREB3L3	-1.52066666666667
TMEM127	0.836857142857143
DSCAML1	1.05375
PLN	4.15466666666667
LYPLA1	-0.5045
PRDM9	-2.05625
SASP	0.91025
PLUNC	-0.196166666666667
INTU	1.18225
HISPPD1	-0.0845
LNPEP	-0.232333333333333
YARS2	-0.761666666666667
APCDD1L	0.634
ZCCHC4	-0.2269
FBXO22	-0.818333333333333
TTLL13	-0.279
ZNF669	0.26
PTGDR	3.70925
DDX27	-0.3475
KIAA0409	-0.405
GJB6	0.13875
ASB8	0.81375
PLP2	-0.509166666666667
MEPE	-0.276
OR10J5	-0.2775
KRT222P	2.57275
COQ7	-0.324166666666667
C1orf101	2.083
RERG	2.8049
CHMP5	0.151875
THAP11	-0.010375
ZNF43	0.546166666666667
ZRANB3	-0.716666666666667
KRT13	3.952
MRPL19	-0.80125
RBBP9	0.3615
SPATA17	0.595375
BXDC5	0.129166666666667
PAFAH1B1	-0.3885
MAGEE1	0.03075
OSTF1	0.42025
KIAA0323	-0.0570833333333333
TXNDC13	0.259666666666667
CNTN4	3.346625
LCE1B	0.3975
UNQ501	-0.037
ZNF154	0.4875
C3orf64	1.8845
SYT5	-0.4491
PON1	0.197166666666667
FLJ10357	0.58525
ATP4A	-0.326
GNPDA1	-0.517333333333333
MGAT1	0.784
C14orf121	0.08925
SLC35B2	-0.51275
MIER3	0.108166666666667
CHEK1	-4.38025
ZNF8	-0.472166666666667
TXNDC1	-0.053
CKB	-2.1121
RTN3	0.026
FZD2	-1.35116666666667
PART1	0.99925
PSMB6	-0.35825
PCDHB8	-0.605
PHC3	0.1656
PPP1R8	-0.6995
NOVA2	1.8685
TNFRSF11B	-2.773125
GOLPH3	0.362666666666667
UBLCP1	0.45875
SUHW3	-1.20825
TTLL1	1.1405
OPN4	-0.053
OR13G1	-0.054
ZPBP2	0.276666666666667
