Hybridization REF	TCGA-BH-A0WA-01A-11R-A109-07
SP5	-3.70208333333333
ANKRD1	-2.34225
DDR1	2.2674
ATP6V1D	-0.11725
PTGS1	-1.01416666666667
RNF157	-1.8025
DCC	0.55525
SPAG7	-0.14
FBXO18	0.5645
UBE3C	-0.1701
HOXC6	0.885
LRP2BP	-0.52
MYST2	0.236
PDSS2	-0.03075
ATE1	-0.441
ARAF	-0.64275
KLF10	0.60925
PLA2G2E	-0.0115
ASCL1	-1.24466666666667
TSNAXIP1	-0.079
FAM131B	-0.324375
IFNA10	1.6865
NUP43	-1.29225
FAM44B	-0.210125
L1TD1	-4.78616666666667
NMD3	-1.29483333333333
C18orf54	-0.9628
PHOSPHO1	0.0805
RAG2	-1.592
EMILIN3	0.3425
METTL3	-0.78425
VPS13C	-0.525375
REXO2	-0.64775
ANXA4	-0.3045
CA1	-1.18525
DCP1B	-0.44175
TULP3	-0.894666666666667
ATP2A2	0.241428571428571
ATIC	-0.9815
ADAM15	0.16025
NPL	0.851666666666667
LGR4	0.365625
UEVLD	0.332333333333333
GAB1	1.40775
SNAI2	1.69
ZGPAT	-0.3477
SNF1LK	0.056375
DLEU1	-0.752
UBE2Q1	1.066875
ZMYM6	0.074375
JPH3	-2.53783333333333
FAM38A	-0.247666666666667
PXK	-0.287166666666667
DENND2D	1.72775
BAX	-0.857666666666666
CP	2.63281818181818
RPL37	-0.6464
G6PC3	-0.136875
NCOA4	-0.475833333333333
LRRC14	-0.190875
GORASP1	0.591
FCHO2	-0.15
CYP24A1	-3.0104
FXYD3	0.47175
SMARCAL1	0.0955
ABCB8	-0.396333333333333
CCDC44	0.114
PRDM7	-3.3185
USH1C	-0.2685
DNAH5	0.228833333333333
SRF	0.824
MAL2	2.87316666666667
PGPEP1	-1.20916666666667
SIN3B	0.40825
SEMA3C	-0.744833333333333
GRAMD3	2.75325
FBXO10	-0.247875
OR5D13	0.0115
FLJ31818	0.531
CACNA1I	0.846375
S100A13	0.3195
TP63	0.0494285714285714
ANXA11	0.2221
WDR66	3.003375
CSF2RB	0.2155
IFI44	0.8245
DACT1	1.6545
ANKRD23	-1.524375
ATP5G1	-0.00483333333333334
C21orf70	0.681833333333333
PPWD1	-1.821
DNAJC13	-0.02875
PAH	-5.58466666666667
PTCH2	0.217
TRMU	-0.5395
CCDC9	-0.143
USP3	0.3342
DCLRE1C	-0.2307
FAM55C	-0.11925
FRMD4B	2.37125
CYP2R1	-0.241
RFPL1	-0.2422
XPO5	0.33925
ARL6IP2	1.648
OSBPL5	1.176
MMP9	4.75254545454546
KIAA0802	-0.36575
DHRS2	-4.225
SGEF	2.308625
TXNDC10	-0.8544
EXOC6	-0.86975
RPS27	0.770833333333333
PNCK	-1.05583333333333
FSTL1	0.28075
AACS	0.57475
SLMAP	0.627666666666667
SAMD4A	0.5341
ABRA	0.54675
SMARCD3	0.08675
PKNOX2	-2.8865
A4GNT	0.0155
C9orf39	-0.6885
RALYL	0.21225
MGC33556	-2.5495
C10orf25	-0.278
BBOX1	6.39975
NHEDC1	-0.48075
XDH	-1.33125
GCSH	-0.2785
EDN1	3.01133333333333
MTERF	0.00125
CLK4	-0.312375
ZNF799	-0.174
KCNG1	0.6995
CXCR4	0.166166666666667
PTPRR	-2.304
IRAK1	-0.221125
LOC401397	0.31025
TMSB10	1.317
CXCL3	-3.1543
TMC4	2.12375
OR7A10	-0.157
STYK1	1.29025
CHRNA10	0.05575
CCNI	0.4315
EP300	0.662928571428571
LOC165186	-0.6505
HIC2	-2.104
SDR-O	-0.038
OR2W1	-0.5955
KCNA6	-0.0665
TRIM74	-2.31725
REEP6	-3.08575
ATP5G2	-0.5065
ERG	0.37375
TMEM42	0.485
PARN	1.037
SOD2	0.7901875
DIRAS1	0.677333333333333
PNPT1	-0.37075
JOSD3	-1.79575
hCG_40738	0.9335
PDE1C	2.09525
SEMA4D	0.237625
AGPAT1	0.748333333333333
NOSTRIN	-0.687875
MAP3K3	-0.460666666666667
MAX	0.3075
CAPS	3.778
SERPINA12	0.778
OSBPL8	0.4835
RICS	0.859
NR4A2	-0.647833333333333
PPCS	0.7515
LONP1	-0.927
SCYL3	0.84625
HERC2P2	-1.94616666666667
FIBCD1	-0.4025
C15orf41	-0.735
DMC1	-0.065
C20orf27	-0.0935
RPS6KA5	-1.2504
FAHD1	-0.726333333333333
SLC12A4	-0.17175
BRCA1	-2.68583333333333
GBL	-0.67725
SLK	0.192333333333333
NUDT9P1	-0.3635
NOXO1	3.1
USP52	-1.008
BAZ1B	0.74375
SLCO2B1	2.0175
BBS12	0.8205
LRGUK	-1.031
TERF2IP	0.09625
COL1A1	3.9885
KIAA0090	0.54775
GRK5	-0.397666666666667
AP1S2	-1.5615
TMEM52	0.485
CA11	0.283875
OR4A15	0.509166666666667
ACBD3	1.3754
SPAG11B	0.4015
PRDM2	0.6883
FOXP3	0.34525
SMYD3	-1.3381
LOC389199	0.716
LGI2	0.6945
NAPE-PLD	-0.4618
ANKRD6	1.166
WDR45	-0.0573333333333333
SHROOM1	-1.934
PSCD3	1.041
PYY	0.6165
KCNC1	-1.2875
ARHGEF9	2.6808
OR8J1	0.54725
GPR55	0.086
NS3BP	-1.347
C10orf22	-0.233666666666667
NAT8L	1.0745
DUSP4	-2.173
FOXM1	-0.910666666666667
GRAMD2	3.0209
ZBTB48	-0.0135
BUD31	-0.2105
PABPC5	0.461
CCDC41	-0.342
FBXO11	0.321583333333333
C6orf148	0.84475
RFXAP	-0.882
C6orf15	3.9705
CDK8	-0.263166666666667
C6orf70	-1.000875
TESSP2	0.25
ALG2	0.441
PPP1R3D	0.341
TPM3	0.943055555555555
SYT13	3.53175
EPB42	-0.645166666666667
CETN3	-0.5745
PRY	0.0705
NTHL1	-0.703666666666667
POLR2B	-0.345
RPS28	-0.259833333333333
P2RX3	0.2655
LYZL4	-0.17225
WBP4	-0.6051
PMM1	-0.6785
C11orf79	0.535
CBLL1	-0.414
IL1F10	1.09266666666667
VAX2	2.1895
SETDB1	-0.0485
LRAP	-1.3555
GCLM	-0.711666666666667
CPEB3	0.38525
PPM1A	0.1076875
INTS1	-0.069
CAMTA1	1.64808333333333
SAMSN1	-2.08825
LOC158830	-2.29216666666667
GMPPA	-0.638375
AIPL1	-0.1325
IL24	-0.444333333333333
BDKRB1	-1.8525
MLF1	2.2512
TAF12	0.12025
ID1	-1.017
THADA	0.34125
PIK3CB	1.1025
OR4N5	0.079
TBC1D17	-0.2015
COX8A	-0.17125
CDCA4	-0.1545
C2orf44	0.16825
ZNF534	-1.47625
IMMP1L	0.3725
NIPSNAP3B	0.599625
FTMT	1.223125
PWP2	-0.1175
MMP15	0.2987
DNAH11	-0.0295
MTMR14	-0.76325
DNAL4	0.90675
IPP	-1.00225
TMEM59	0.5535
C1orf157	0.9255
RGS4	-0.504
DDX18	0.162333333333333
SNX6	-0.20375
ZNHIT2	0.2335
NCDN	-0.262333333333333
FLJ33534	0.68225
RAG1	-1.710375
OR4D10	0.806
PTPN5	0.4625
POMT1	-0.112125
LRRC8A	0.0872
CYP1A1	-1.50725
CAPN1	-0.0223333333333333
DDHD2	0.738875
GRIK2	0.3975
GNRHR	-0.412333333333333
PPBP	1.341
HTR3A	-0.789125
SLITRK4	-1.0165
ANKRD49	-0.4225
BTF3	-1.3073
SARS	0.084
C13orf18	0.821333333333333
CACNB1	0.229714285714286
QKI	0.561318181818182
SETMAR	-0.132875
MAN2B1	0.784666666666667
EML3	-0.757
ACADL	0.229166666666667
OFD1	-0.782375
DEFB114	0.766
CGA	-3.4753
PEX16	-0.614833333333333
LRRC10	-0.3035
GNG12	-1.2075
C1orf152	0.370666666666667
CHRM1	0.5725
CD53	0.264625
DBH	-0.8675
TFAP2B	-1.411375
HIST1H2BJ	0.162166666666667
FAM46D	0.8845
TMEM11	-0.064
C3orf32	-3.12775
PCCB	0.605125
IPO13	0.210125
C6orf105	-3.79725
COMMD5	0.21425
SUV420H1	0.6763
LTBR	0.40325
ARHGAP15	-2.05175
HDHD2	-0.613
TDRKH	0.530833333333333
LOC401052	1.6575
PSG4	-1.151
GNB4	0.5536
SPATA4	-0.2065
SLC9A3	-0.442
OSBP	0.326833333333333
NBPF3	-1.082
DOCK11	-1.005
SLC39A5	-1.63233333333333
PRR5	0.4977
C10orf63	1.90525
SMTNL2	-0.25625
ADRA1A	0.325
ASAH1	-0.0126
DOM3Z	0.6811
GIPR	0.472666666666667
AHI1	-1.01325
NADSYN1	-0.7615
RGS14	-0.5414
IL18BP	1.1277
RTN4RL1	-1.29475
ARMC6	-0.29025
PSMD5	-0.146333333333333
HK3	2.0276
OR4S1	1.206
RSU1	1.7458
MAD2L1	-1.66277777777778
EIF4A3	0.19875
DLEC1	0.2375
E4F1	-0.487166666666667
CHMP2B	0.8741
CAMSAP1	-0.488
RPS21	-0.771833333333333
ARID5A	-0.05225
UBE2N	0.1668
IGSF8	0.365666666666667
MAGEB6	-2.373
ACAD11	-1.809
MGC4172	0.03425
LMO4	3.32475
KLKB1	0.23075
HP	-1.0025
HDAC3	-0.4305
SCHIP1	1.734
CLCA1	0.2005
OLFML2A	1.345625
C1orf112	-0.747
KIF19	1.49575
HAPLN4	0.1661
CXCR7	-0.396666666666667
GOT2	-0.6309
RAB38	-2.543875
DCX	1.25575
PPM1H	0.0269166666666666
NFYC	0.634666666666667
KIN	0.349875
ZNF228	1.17125
PLSCR4	2.21333333333333
HIG2	0.7115
FAM79B	1.4615
C21orf86	-0.1392
KCNK10	0.302
ZNF738	0.047875
FSTL5	-1.88183333333333
OR6A2	0.3345
OTOA	0.363166666666667
EXOC1	-0.419
AHRR	-1.5785
PDAP1	-1.16233333333333
C19orf6	-1.062875
ZAN	0.21075
LY6G6E	0.318
EIF4E2	0.3215
C20orf198	-0.455
ZNF324	0.102
CYP3A5	-3.9005
ENTPD7	0.8565
MBOAT5	-0.651333333333333
GJB5	3.30425
TTC13	0.656
S100Z	-1.46733333333333
KIAA0664	-0.655833333333333
PDGFRB	1.88716666666667
IL17D	-0.62175
OR56B4	0.2655
RDX	-1.198
SLC34A3	0.6665
IL28B	0.5315
JUND	-0.20825
CHRNB1	-0.17
CAMK2B	-0.248
FETUB	-0.00924999999999999
CXorf23	-0.0425
MRTO4	-0.814875
TTC3	0.6411
NDUFB8	-0.535
EDG2	-1.88875
SEMA3G	0.01975
IL23A	-1.78125
GRHL1	1.8579
LOC441054	-0.546
WDR65	0.88125
PSTK	-0.31325
STOML3	0.036
R3HDM2	-0.4139
C5	-2.49425
SLC2A10	0.577666666666667
C3orf22	0.42125
PAQR3	-0.836230769230769
ANKRD26	-0.12975
HCRTR1	0.4685
LOC399947	-0.646333333333333
PSD2	-0.94825
TIGD2	1.093
SCRN1	-0.162625
COQ10A	-1.16575
DDI2	0.0235
METTL7B	-0.208166666666667
UCN2	0.49075
FAM92A3	-0.51275
WDR16	0.46
ZNF511	0.00433333333333333
ZMYM5	-0.83925
POLR3G	-1.2235
ZNF586	0.1735
C1orf49	0.405833333333333
TANK	0.960166666666667
RCAN1	1.29633333333333
PELI3	0.5625
LIMD2	0.0435833333333333
TMEM189	-0.138
NTN4	-1.0555
LOC151300	0.828
CLEC2A	-1.418
GPR135	-0.97225
DPYSL4	-2.0041
JAK2	-0.535833333333333
TSHZ1	-1.22833333333333
TM9SF4	-0.08375
ZNF264	0.495
SIRPG	1.953125
BICD1	0.58725
HERC6	2.07966666666667
METTL5	-0.112
CASP1	0.72425
PRRT1	-0.163166666666667
PLA2G4C	2.43166666666667
ICA1L	-0.982857142857143
TPTE2	0.102833333333333
OTUD7A	0.641666666666667
AQP11	-1.99925
APOA2	-4.1628
KALRN	1.1893
SECTM1	0.145916666666667
IFNAR1	0.58425
TALDO1	0.766
RAB11FIP4	-0.340416666666667
EIF5A	-0.7155
FAM49A	2.9205
NEGR1	-0.5845
YTHDC2	-1.1175
EHD2	-0.4565
NCF1	1.935
SCRT2	1.179
HOXA5	-0.653
NUP133	-0.23275
FGF12	-0.954875
SLMO2	-0.30275
SNTA1	0.171875
CACNG2	0.2385
GCM1	0.385625
ELF1	-0.304
TLR5	3.091
TCFL5	-0.979666666666667
RBMY2FP	-1.619
LOC100125556	0.378125
FAM129B	0.27475
MAP3K7IP1	-0.108125
NCK2	1.324
OXA1L	-1.30175
FMO9P	0.4025
ZSCAN12	-0.04275
PSMD12	-0.231166666666667
HSCB	-0.509
CLDN10	-1.9875
MGC13053	-0.679
HPCAL4	-0.7215
ASZ1	-0.607
MEX3D	0.412833333333333
NFAT5	-0.2206
CSPG4LYP1	-0.0446666666666667
FBXO3	0.4324
DVL1	-0.302333333333333
CMKLR1	2.25633333333333
TYMS	-0.99225
PEF1	1.05225
ZNF750	2.243
MCM5	0.5025
MEGF11	-0.1705
KCNK7	-0.033
PTP4A3	1.3015
C1QTNF2	0.0855
OR6S1	0.1385
FAM122B	-1.511
ZNF551	-0.470625
HBQ1	-1.357
GEMIN6	-0.1095
ARSK	-0.17275
RBP7	4.20816666666667
CPNE9	0.37825
DSC1	2.913
LOC730112	1.645
MAP2K4	0.048125
HS3ST5	-2.0925
EPB41L3	0.80425
TEKT2	0.13825
CDKN2B	2.57258333333333
ZNF480	-1.06325
MAP3K6	0.846
MAP6	1.53466666666667
HN1	0.6136
OR2L13	0.277666666666667
SLC16A11	0.1955
FAM96A	-0.52325
APOL1	0.54475
C5orf32	-0.52925
RTP1	-0.384666666666667
RNF175	0.130875
ZBTB41	0.96425
AHCTF1	-0.8562
SAE2	-0.1263
ITGA2	-1.22541666666667
MME	-0.501333333333333
CCDC14	0.1395
MAST4	-0.626357142857143
KRT33B	-0.4325
KCTD2	0.5955
WDR26	0.334166666666667
MFI2	2.81
NR4A3	-0.29675
ARSA	1.12275
UNKL	-0.489166666666667
SULT6B1	0.3715
CCNA2	-1.53533333333333
SOX15	-0.016
PPAPDC1B	1.48691666666667
C19orf44	0.1795
MCAT	0.31
ARID1B	0.121125
OR52N1	0.4515
C12orf48	-0.83575
MAGI1	0.126625
NIPA2	-0.6515
GBX2	-1.192
RSHL3	0.092625
RAVER1	0.148333333333333
C15orf17	0.0735
SLC30A2	1.501875
ZNF518	0.0705
PCYT1B	-1.4925
C10orf114	0.9675
EIF3H	0.758833333333333
SLC25A39	-0.665
KIF1B	1.25725
AMOTL2	0.684
C6orf120	-0.393375
PSRC1	-0.59075
PLA2G10	2.284375
KIF5C	-0.128625
MRPL37	-0.1185
C17orf62	-0.0363333333333333
C9orf135	-0.63
DUSP10	-0.5573
CLCNKB	0.676
PSMA5	-0.211875
C8orf53	1.1445
AMPD3	1.07433333333333
PIAS1	0.1105
ADCYAP1R1	-0.0735
GYLTL1B	1.412
CDH20	0.384333333333333
FBXO7	0.635
TMEM134	0.372
FLJ14213	0.183666666666667
ZNF3	-0.12725
LRRFIP1	0.178583333333333
CNOT2	0.296333333333333
ABI3	2.0265
ALDH5A1	-0.4005
HNT	2.104
SERPINA4	-2.372
TK2	-0.142416666666667
STMN1	0.295777777777778
GUCA2A	0.0956666666666667
GALNT10	0.321071428571429
DPP6	-0.8157
C9orf93	0.033125
PRELID2	-0.816625
STK39	-0.11775
SFTPA1	-1.13425
CKS2	-0.145
RHO	0.217875
C20orf135	0.095
XKR3	-2.2175
CR1	0.05525
RPS6KA2	0.0404285714285714
C20orf112	1.183
MRPL22	-0.599
C4orf23	0.457333333333333
GADD45B	0.9115
KLHDC1	-0.049
C2orf48	-2.4065
ZNF287	0.9125
DAAM2	-0.44425
DPPA2	-2.88183333333333
TCTN3	-0.0703333333333333
DNAJB11	1.51675
FPR1	3.26975
DEFB4	0.078
PTCD2	-1.4405
SMOC2	4.796
CABP7	1.654
SERPINB11	-0.0665
MAGEF1	1.6985
NDE1	-0.027
ITGA10	1.409
FSHB	0.438
ANXA2	1.698125
HORMAD2	0.3895
HLCS	0.58125
MCF2L	0.7605
FH	-0.5205
TBC1D24	1.10475
KIAA1505	0.2355
LGALS2	0.8975
CNBD1	-0.0625
SYNPO2L	-0.997
PTPN23	0.306214285714286
C1orf183	-0.170166666666667
MAGEA8	-3.0415
DGCR8	-1.01875
GSR	-1.74475
PAQR7	0.487
ZNF676	-1.59425
CACNA1C	0.1507
SP7	0.0125
PDCD6	0.39625
NRN1L	-1.356
BRI3BP	-0.6235
KIAA1183	1.145
ASB4	0.6315
CCL23	0.7674
OBSL1	-0.275125
SLC12A7	1.5595
KIAA0240	1.3315
CD1B	-2.10233333333333
FCGR2A	0.6165
MDC1	0.4595
HTR1A	-0.153333333333333
OCEL1	-0.644
ATP11B	0.2076875
FBXO34	-0.073
PCDH12	3.81116666666667
RPE	-0.56425
C17orf74	0.121
CSDC2	0.679833333333333
PET112L	-0.05075
TMBIM1	0.757375
P2RXL1	-0.379
TCHP	-0.483
TRMT1	-1.34233333333333
F2RL2	-1.4125
LRRC32	2.09883333333333
IMPG2	0.5775
BGLAP	0.7155
LOC493869	0.0209166666666667
MRAS	4.063375
SLC35F5	0.209
CBWD1	0.4865
AXL	-1.977125
ATP2C2	0.89975
TELO2	-0.76675
PNPLA3	-2.7785
PCDHB14	2.5735
CD276	0.89075
KRT80	-0.121125
DUSP28	0.2405
CSNK1E	-0.265083333333333
SRP14	-0.162
KCNQ4	0.7595
KRT72	1.59466666666667
CCDC117	0.365
C6orf89	0.921611111111111
TUBB2B	-0.654166666666667
RTN4IP1	-0.07575
CR1L	-3.17
CEND1	0.606625
C12orf41	-0.234333333333333
RNF31	0.05875
UBN1	-0.378333333333333
C17orf32	0.573625
SLC5A7	0.2125
GPR92	1.5515
ESAM	2.1666
CTNNA1	0.597166666666667
HRBL	0.1555
CBX4	-0.197
TMEM182	0.341
SH3TC2	1.73633333333333
IL10	0.9005
PXMP4	0.6945
RNF167	0.2487
PAK7	1.39683333333333
ETV3	-0.245
ATPIF1	-0.420833333333333
LOC554207	-1.61983333333333
OR8H1	0.03525
WDFY3	0.26075
DPM1	-0.4515
GPSM1	-0.065
WDR92	0.5939
LRP1	0.693
ANKH	1.330875
THUMPD3	-0.776
POLR1B	-0.55625
OLFM4	1.52733333333333
RAD9B	2.2305
TSPY2	-3.661
PAX6	0.770333333333333
SCG2	-3.478625
SLC17A6	0.68125
FMO3	5.972875
PADI4	-0.100125
TUBB4	0.2912
NLK	-0.141
POU4F3	-0.204
SDF4	-0.06075
ITGBL1	1.44633333333333
NETO1	-1.26025
TAP2	0.681375
ABBA-1	0.46025
GNAI1	0.6785
VPS4B	0.31725
NOPE	-0.0696
GALNT6	0.565333333333333
SESN1	-0.828125
GBE1	-0.94
CLASP1	0.36725
RASGEF1B	1.592125
ACOT11	0.352928571428571
AFAP1	1.1375
OR2H2	0.356
DPY19L2P1	-1.41875
DZIP1	-1.5525
SEC22C	0.0765
GPR161	1.16591666666667
RNF146	1.14575
WDR74	-0.54175
GALP	-0.6655
PURA	0.15475
DNPEP	-0.242666666666667
RP11-78J21.1	-1.7745
ERBB2	1.150125
FANCM	-1.22666666666667
NEO1	1.11616666666667
DDX3Y	-5.202
RPS3A	-0.300625
MXRA7	1.40771428571429
LGALS3	-0.4525
GLT8D1	0.1265
CFL2	-1.54316666666667
UPB1	0.15875
NAP1L5	-1.421875
CLDN14	-0.373
DHX38	-1.0545
BTBD1	0.26225
TARS2	-0.3205
ABCF1	0.7606
FCF1	0.0913333333333333
LRRC49	0.673
GUCY1B2	-1.3585
C1orf177	0.746166666666667
SMARCA4	-0.398428571428572
LRP8	-1.48166666666667
TAGLN3	-0.6075
MRPL14	0.803
TTRAP	0.4245
ZDHHC20	1.03325
NFE2L3	-0.12225
KIAA1377	-1.259
PALMD	1.2998
TMEM43	-0.0065
TTL	-0.420625
STAT5B	-0.909333333333333
SSB	-0.306625
OR10H5	0.2265
SLC22A13	-0.67175
AKAP3	0.725
TIMM23	-0.0898333333333333
OAS2	2.72925
KIAA0423	-0.53825
TRIM11	0.129666666666667
GLIS3	1.566875
TMEM50B	0.547333333333333
ARHGEF4	0.7215
DEGS1	-0.209545454545455
TBL1XR1	1.5597
G6PD	-2.09275
SP140	0.1985
MUC17	0.246142857142857
NUDC	-0.1309
DNAJC5B	2.0225
SCARA3	-0.748666666666667
CPA3	3.277
BCAT2	-0.676625
MFN1	0.2271
NRG3	0.59
SNX11	0.56675
PLEKHH1	-1.14466666666667
GPR177	-1.26716666666667
HCFC2	0.28425
TCAP	-0.73825
MOCOS	-0.85825
C14orf93	-0.371
PRDM10	-0.355666666666667
SLC16A4	0.205666666666667
SRGAP1	-0.287833333333333
VIP	0.317
DUSP27	0.722833333333333
LILRA1	0.5394
MC2R	0.2735
MGC24103	-2.35275
MBTD1	-2.134
FUT11	0.142166666666667
USP33	-0.6164
C15orf39	0.0535
MAP3K12	-0.637875
PAAF1	-1.3335
BARHL1	-0.0315
FLJ16165	-0.27
PIWIL2	-2.90975
SYNE1	-0.15375
CMTM4	0.16
TSPYL1	0.3273
GUF1	-0.554333333333333
TMEM157	-0.6185
WDR44	-0.434
HIST1H3C	0.542
DKFZp666G057	2.78625
RNPEP	0.2215
GAS2L2	-0.199666666666667
ADH4	-4.707
GRPR	-0.770666666666667
FBXL17	0.911
ZBTB10	1.14783333333333
Gcom1	0.789
HTRA1	0.851
ZNF585A	0.132
SLC26A2	1.96264285714286
OTOP3	0.134666666666667
WISP1	2.19733333333333
ATP2B4	0.0035
FLJ10769	0.1
CRAMP1L	-0.47375
CHST12	-0.79575
RAB22A	0.235
TARDBP	0.018
STAU1	0.01625
CRB3	1.958
MIG7	-0.0745
CHMP1A	0.538833333333333
ZNF160	0.075375
B3GALT6	0.00512500000000003
BARX1	-0.5835
C6orf167	-0.4770625
NXNL1	0.6735
DHX29	-0.29875
HADHB	-0.023
PLXNB2	0.659125
ILDR1	-1.35575
SLC15A3	2.87075
GAS2	-2.241
C20orf69	-0.993
NUMB	0.05725
TNIP1	0.468125
MESP1	0.237666666666667
PSKH1	-0.0735
NSFL1C	0.729125
RHOG	0.59825
HEY1	-2.2295
KNG1	-2.048625
ITGAX	1.6683
LIN9	-0.4625
CANT1	0.61725
XRN1	0.816142857142857
CCDC96	0.1108
HEATR6	-1.11133333333333
GNG7	0.648
RUNX2	0.7979375
SOX1	0.0681666666666666
FCRL5	0.0979
ZNF99	-0.43025
FAM9A	0.66
SNX22	1.495
MBNL3	-1.54766666666667
ODC1	-0.3713
ADORA2B	-1.27666666666667
NR2F6	0.07975
ZFYVE16	-1.20688888888889
SYNJ2BP	0.1457
POLE	-0.77725
E2F2	-0.861
THRA	0.5935
PTGES2	-0.686166666666667
HIP1R	0.355
TMUB1	-0.807333333333333
ENO3	-1.49125
RSPH10B	0.461
CXorf39	0.61375
IRGC	0.17325
GPR109B	-1.49275
FLJ13305	0.0225
LCE3A	-1.0765
TNFRSF18	-0.614666666666667
DET1	0.81475
TRPM3	0.08
C16orf79	-1.085
FECH	-1.78966666666667
RAP2A	0.7705
CRIP1	1.16066666666667
AZIN1	0.041125
SLC7A7	3.67375
IL10RA	0.6867
TMEM64	-0.5585
CDC42EP4	0.7179
C16orf58	0.6623
ARG2	-1.53825
POU5F1P4	-3.632
FAM62B	0.42275
DNAH8	-2.2366
ASH2L	0.58225
TSLP	-3.36
CNTNAP5	-0.597833333333333
TMEM16C	-0.01525
IFNA14	-2.231
SLC1A3	0.514
CABYR	2.2735
BCL7B	-0.0706
NUDT13	-2.20766666666667
C13orf28	0.41375
C1orf53	0.31375
ARL6IP4	0.0547
RPL35A	0.58625
EMR3	0.55825
RAB40C	-0.0706666666666667
SLC41A1	-0.113333333333333
LRCH1	-0.22575
LY6G5B	0
FAM124A	-0.260714285714286
MGC10981	-0.812833333333333
CLIP3	-0.2538
MAP4K2	-0.0673333333333333
CHIC1	-0.05475
SULF1	3.6545
C20orf30	0.875071428571429
PRDM5	-0.411
ELOVL1	1.0155
C11orf48	-0.6145
SLC39A10	-0.29475
KCNV1	0.60725
ACP1	-0.537333333333333
ZMYM2	-0.520375
B3GNT6	0.0353333333333333
C9orf69	-0.38225
C2orf15	0.1805
C20orf166	-0.429
HSP90AA6P	-0.428
EDG7	-0.3835
NEURL	-1.821
LPL	-0.2705
CLEC2D	-0.594
GRRP1	1.27683333333333
CD8B	-3.0412
HIST1H3D	0.122166666666667
SLC6A12	0.73425
FAM27L	-0.1055
CD84	2.1018
RASA1	-0.875
PHKG1	0.8315
MAGEA11	-1.9645
IMPA1	0.0784
NPM3	-0.7595
RARRES1	3.5685
SH3BP1	0.633625
B3GNTL1	0.248
ARPC5L	0.488
KLHL26	-0.191
SIM2	1.49525
GJC1	0.1685
C20orf194	0.46175
EXO1	-1.8385
SLC2A2	-2.71033333333333
LOC285074	-0.99
LRG1	-3.33725
KIRREL	0.5015
PIK3R1	0.873642857142857
C4orf34	-0.49225
MAF	-1.35233333333333
ADCY4	3.32133333333333
ZMIZ2	1.0152
SLC46A3	0.294166666666667
STAMBP	-0.139833333333333
CCDC16	0.26675
MS4A12	0.506
TCF20	0.54275
LRRC46	0.01675
C20orf152	0.16175
MRPS6	-0.3095
ABCB11	0.2505
KCNC2	-0.108333333333333
CDH19	3.8785
C9orf123	0.582666666666667
SSH3	0.5745
LDLRAD1	-3.2805
CCBE1	-0.36
ZNF135	1.83325
TAAR1	-1.469
WFDC12	0.4945
CCDC42	0.305166666666667
FLJ12529	-0.321
PER1	-1.0485
TIMM50	-0.629666666666667
SMARCAD1	-0.7175
FAM26C	0.1475
TP53TG3	-3.083
SH3RF1	1.6987
LMCD1	1.777
GPR63	0.0185
FLJ21986	-2.529
AIFM3	-0.386
MICAL1	0.234666666666667
BLZF1	0.458333333333333
IQCA	2.177
PCDHGC3	-0.437
SAC	0.581
BCL6B	2.484
DDO	-0.438
MARCO	4.17775
DCHS1	1.79933333333333
C1orf170	-0.845166666666667
CD200R1	0.880666666666667
C22orf15	-0.3075
SEPT11	0.395
ADNP	0.156
UST	0.0821
C13orf34	-1.08133333333333
RFFL	0.100142857142857
APBA3	-0.3165
C2orf60	-0.594
CUTL1	-0.014
PMS1	-0.93325
ZNF689	-0.055
EIF3E	0.141833333333333
IL9	0.0313333333333334
RPL31	-0.7535
LY9	0.489666666666667
ATP2B3	0.309
KDELR2	0.986083333333333
TFCP2	0.092
NLRP12	-0.209625
FLJ45422	0.70875
TLE4	-0.3072
ZNF570	0.5635
FLJ43806	-0.541
TLK2	-0.099625
CIR	0.531
MARS2	-0.3015
COL24A1	0.95175
SDF2L1	0.084
HIBADH	-0.239833333333333
IGFBP3	-1.37092857142857
C12orf23	1.508625
PSPC1	-0.06725
C20orf43	0.34425
TRAV20	-0.061
ARHGAP24	0.44975
KIAA1975	-0.3775
C1QA	3.3883
DNTT	-4.34066666666667
C10orf6	-0.316666666666667
C11orf41	0.920875
HNRPF	-0.18775
COL11A1	6.97083333333333
UBAP2	0.0305
CDKN2AIPNL	-1.09
C20orf174	2.968
SPRED2	-0.36575
PLA2G12A	-0.357666666666667
ICEBERG	-1.98183333333333
SCN10A	0.271
C11orf65	-0.20325
GBP5	5.49275
PITPNC1	-1.34666666666667
POU3F3	0.895
NCOA7	1.41725
LIN7C	0.3656
LOC348840	-1.7375
NKX2-2	-1.2495
ANKRD13D	0.046625
LOC123688	-0.267
FUT2	1.774
TAAR8	0.3435
FZD4	-0.715916666666667
PNMA3	-0.293833333333333
OR4L1	0.127
WIT1	-0.8895
EXOC3L	1.56375
ATPBD4	-0.5124
KRBA1	-0.78825
UBXD6	-1.524
HOXB7	-1.2595
C7orf23	-0.6315
UNQ338	4.77725
STAB2	0.488
CDC20B	0.046
IRF9	1.5345
CENTG1	-0.146
TNPO2	-0.848
MCPH1	-0.441625
BMS1P5	-1.6605
SLC26A7	3.65575
HIST1H3J	0.65025
C9orf3	1.9279
LBH	1.220625
MYO1D	1.2315
