Hybridization REF	TCGA-B6-A0RT-01A-21R-A084-07
MRPL39	-0.98675
OR8H3	0.87
IFIT5	2.508
CASC5	-1.424
FAM46A	0.378
HPCAL1	-0.0124999999999999
CYLC1	-0.128
VGLL2	-0.228857142857143
C20orf191	-0.06975
CDH1	1.21825
ITPA	-0.932
CCDC101	0.0615
D15Wsu75e	0.52425
EDA	-0.4175
CREG1	0.81425
OR7G2	0.0595
SAP18	0.56675
IFIT1	3.83725
CALML3	1.937
FLJ37440	2.1885
FNDC5	-0.53525
SERPINB6	-0.747642857142857
JUNB	1.4571
SYS1	1.39975
SCN2A	0.379833333333333
ZKSCAN5	-0.7961
WNT7A	0.744166666666667
TSHZ3	1.71125
RNF148	0.41975
H6PD	0.767875
CAD	-1.59183333333333
ZNF449	0.15075
DOCK10	1.377
FAIM2	0.427666666666667
HEXDC	1.03575
PRB1	0.784
C14orf148	-0.092
ETHE1	-0.1955
IRF5	1.9554
GNMT	-0.1115
MGC16291	0.478625
RPAIN	-0.785785714285714
CAGE1	-0.379
CNTNAP3	-1.98875
ACTR1B	-0.47425
EEF1E1	-2.1255
MSX1	-1.28725
ESF1	-1.0514
HSPC171	-0.248
MRPL2	-0.463166666666667
RDH12	-0.472833333333333
CELP	0.247
METRNL	0.93375
C10orf116	2.15533333333333
C19orf48	-0.495
ZNF346	-0.394
NCR1	1.683
C10orf64	1.2005
CD52	4.09525
VPS18	0.79
AP4S1	-0.495833333333333
NPBWR1	0.157
TPK1	2.135
UBA52	-0.304166666666667
RIPK1	0.948166666666667
CPNE3	-0.3514
HSPC159	-0.7075
C8orf38	0.30075
LRRC4B	-0.6745
PARP10	0.9653
ANKRD50	-0.395
CXCL9	7.9985
FGF18	0.0901818181818182
EIF2A	-0.887
SLC20A2	0.779
KIAA1549	-1.33458333333333
SPINT1	0.8797
ZNF584	-0.1565
CRBN	0.594666666666667
ABCF3	0.218833333333333
NCBP1	-0.0186666666666667
PLA2G4F	0.217833333333333
PCDH10	-0.745875
TTC21A	0.5095
C20orf144	0.289
FGFR1OP2	0.0596666666666667
SLC9A1	-0.0851
CHRND	-0.253
FOXF1	-1.85625
KIAA1467	-0.45525
TPO	1.96616666666667
LTF	4.02735714285714
DNAJB9	0.6485
MRPS27	-1.2155
bA16L21.2.1	-0.11625
WBP2	0.141333333333333
MRGPRX3	-2.1965
PRPF18	0.5725
C10orf58	0.587
SMOC1	-2.7102
ADAT3	-0.1605
TMEM138	0.13025
TMEM131	0.17625
TIMM8B	-0.2965
MYH7	0.716333333333333
ST6GAL2	0.45725
KIF1C	0.07675
SUHW2	-0.862
PAPSS1	1.3845
CABP2	0.143
HOXA4	-0.259
ELF2	0.36975
SEMA3D	0.3264
MC5R	0.1395
OGFR	0.4475
FLJ30092	-0.204166666666667
TGFA	0.5049
MMP17	0.57525
KIF15	-1.7115
CHIA	0.58175
CATSPER3	-0.05125
CEACAM7	-0.0275
PADI2	3.5005
HOXA9	1.213
LNX2	0.0525
TMEM144	0.83925
HIF1AN	0.57825
METTL7A	-0.5912
C6orf165	1.1825
KIAA1468	1.236875
DSG3	4.479
ZNF180	0.720666666666667
EIF4E3	2.1475
SLC46A1	0.010625
DKK1	-4.11516666666667
ZNF205	0.341166666666667
LOC162073	-0.279
COX7A1	4.6035
MAGEA1	-5.13183333333333
NEDD8	-0.502166666666667
KLHDC5	-0.334222222222222
C3orf19	0.14
MRPS2	-0.814
POLR3H	0.544142857142857
ABHD11	0.9045
TMEM17	1.136
PAIP2B	1.5285
MAT1A	-4.353
LGI3	0.12125
THUMPD2	0.32825
TKTL2	0.059
XAGE3	-2.50916666666667
CALM3	0.439833333333333
C6orf136	-0.445666666666667
KCNC4	0.4995
RGS9	0.7565
ACIN1	-0.628666666666667
SPATS1	-0.58725
XKR8	0.184
FAM84A	1.58816666666667
MS4A7	5.00654545454545
AGXT2L2	0.65275
OR1F1	0.8755
SMAP1L	0.619333333333333
IPO11	0.480125
ZC3H11A	0.00968750000000001
C1orf151	0.40725
RNASEH2A	-0.63175
CCR10	-0.917
TXNDC11	0.699
TMEM112	-0.27075
MAP1B	-1.6165
NVL	0.41325
PKM2	-1.851
ARC	-0.96725
NUP54	-0.4195
PPFIBP2	1.8345
STAT2	1.70975
PTAFR	3.04733333333333
ROBO2	-1.163
RNF40	-0.0966666666666667
CCDC135	-0.780166666666667
IFT81	-1.2856
MORF4	-0.17725
TM7SF3	-0.32725
OR10H3	0.866
ABP1	0.494625
CHRD	-0.00425
PLEKHA8	-0.264833333333333
NCALD	1.76716666666667
OR5AK2	0.12025
ACCN1	-0.00300000000000002
SLITRK1	-0.01325
ARMET	-0.29225
C9orf52	2.4055
REEP4	-0.43625
MTSS1	1.357625
ADH1B	3.47283333333333
DLD	-0.3895
CDK5	-0.64675
PPFIA1	0.062
WFDC3	0.99125
DNAJB12	0.137071428571429
RANGRF	-0.3235
MLANA	-4.72675
AMY2B	1.2545
KIAA0319	-1.292125
RPS7	-0.8165
JAK3	1.1622
ARFGEF1	0.6825
CXCL5	0.634833333333333
TRAPPC4	-0.73075
CETN2	0.61625
HSPC111	-0.31025
RHOBTB3	-2.7554
PHLPP	-0.1135
RGS10	2.17125
TMEM58	-0.478
CHERP	0.273375
HSP90AB3P	-0.347666666666667
FSTL3	-1.49683333333333
PEX11A	-0.90575
OR5V1	0.5455
FCN3	3.391
PTPN3	1.186125
NPTX1	-3.947
C21orf84	-1.395
C11orf51	-0.2355
ZBED2	5.09775
FLJ90757	-0.142
NPY2R	0.82925
PLD3	0.34675
SYT17	-0.804666666666667
SGSM2	-0.4105
OR1A2	0.04275
FOXP1	0.903125
SLC5A1	1.5755
POFUT1	-1.1284
EPHB6	-0.9095
MYO1G	0.2285
STAC	1.4692
KLHL17	-0.298333333333333
RGMA	2.6946
TJP2	0.057
FAM114A1	0.105333333333333
SERINC1	0.824416666666667
SLC9A8	0.25425
PEX19	0.202125
EDN2	2.651
PSMD7	-0.825
C3orf41	-2.43625
UQCR	-0.621375
PPP1R3C	-3.50825
LRP4	-2.7115
TM2D1	-0.56725
TTC17	0.3235625
C4BPB	-4.494375
CCL25	1.15375
ZNF253	0.264166666666667
CHRNA9	-4.39625
SOX11	0.824
HIVEP3	0.869
CGN	-0.255666666666667
C3orf35	-0.013375
PKD2L1	3.654
SYVN1	0.2
PDE8B	-1.91575
LOC439951	0.549
LTC4S	1.89283333333333
MIF4GD	0.225
SMARCA2	1.5495
TUBGCP6	0.430833333333333
CABLES1	-0.338875
C16orf77	2.612
ZNF791	0.5415
FUT5	-1.014
ADH6	-2.36866666666667
P4HB	0.565
CLDND2	1.52575
ALKBH8	-0.04975
PLAC4	-1.522
F11R	1.612
MGC35295	-0.143333333333333
PDZD4	-0.4795
LOC389073	-0.523666666666667
FAM80B	-1.35133333333333
PSMB1	-0.251625
TXN	-0.383166666666667
VIPR1	0.3526
WBSCR18	0.023
EXOSC6	-0.4385
ACTA2	3.54683333333333
SP5	-2.96633333333333
ANKRD1	-1.549
DDR1	0.4831
ATP6V1D	-0.2735
PTGS1	-1.16233333333333
RNF157	-0.97275
DCC	0.637
SPAG7	-0.11375
FBXO18	0.45
UBE3C	0.3979
HOXC6	-0.000249999999999993
LRP2BP	-0.280333333333333
MYST2	0.57825
PDSS2	-0.065
ATE1	-0.55325
ARAF	-0.00525
KLF10	0.3215
PLA2G2E	-0.2885
ASCL1	-1.02933333333333
TSNAXIP1	0.632
FAM131B	-0.119875
IFNA10	0.352
NUP43	-1.1955
FAM44B	0.2485
L1TD1	-4.69416666666667
NMD3	-0.949333333333333
C18orf54	-0.9578
PHOSPHO1	0.0555
RAG2	-0.991
EMILIN3	-0.5085
METTL3	-0.72075
VPS13C	0.41175
REXO2	-0.824
ANXA4	0.24125
CA1	-1.4525
DCP1B	-0.02625
TULP3	-0.908166666666667
ATP2A2	-0.507428571428571
ATIC	-1.01575
ADAM15	0.0615
NPL	2.51183333333333
LGR4	-1.3755
UEVLD	-0.323333333333333
GAB1	1.016
SNAI2	-0.458333333333333
ZGPAT	0.1648
SNF1LK	0.58175
DLEU1	-1.2035
UBE2Q1	1.1515
ZMYM6	0.7176875
JPH3	-1.8668
FAM38A	-0.513583333333333
PXK	0.145666666666667
DENND2D	3.1255
BAX	-0.712083333333333
CP	-0.943727272727273
RPL37	-0.6478
G6PC3	-1.01325
NCOA4	0.334833333333333
LRRC14	0.289625
GORASP1	0.22425
FCHO2	0.551875
CYP24A1	-3.3289
FXYD3	1.3535
SMARCAL1	0.2455
ABCB8	-0.299
CCDC44	-0.398
PRDM7	-3.175
USH1C	-1.3605
DNAH5	-0.289166666666667
SRF	0.583083333333333
MAL2	1.714
PGPEP1	-0.2535
SIN3B	0.6585
SEMA3C	-1.27283333333333
GRAMD3	1.60825
FBXO10	-0.00400000000000001
OR5D13	0.1895
FLJ31818	0.324
CACNA1I	0.609125
S100A13	-0.0415
TP63	2.26314285714286
ANXA11	0.7464
WDR66	-0.4035
CSF2RB	1.5035
IFI44	3.1975
DACT1	1.29133333333333
ANKRD23	-1.152
ATP5G1	-1.37166666666667
C21orf70	-0.101333333333333
PPWD1	-0.15625
DNAJC13	-0.015
PAH	-5.08266666666667
PTCH2	0.15775
TRMU	-0.4895
CCDC9	0.808
USP3	-0.3361
DCLRE1C	1.1763
FAM55C	0.80725
FRMD4B	1.78525
CYP2R1	-0.6265
RFPL1	0.3427
XPO5	-0.61575
ARL6IP2	1.873
OSBPL5	1.067
MMP9	4.497
KIAA0802	-1.04725
DHRS2	-4.36716666666667
SGEF	0.147625
TXNDC10	-0.116
EXOC6	-0.429
RPS27	0.9215
PNCK	-2.0555
FSTL1	-0.0455
AACS	-0.1175
SLMAP	0.285833333333333
SAMD4A	0.3102
ABRA	-0.479
SMARCD3	1.09675
PKNOX2	-2.71216666666667
A4GNT	0.4695
C9orf39	0.407
RALYL	0.18075
MGC33556	-1.4425
C10orf25	-0.2365
BBOX1	4.4885
NHEDC1	0.1275
XDH	-0.783
GCSH	-1.1835
EDN1	0.5965
MTERF	0.28525
CLK4	1.2405
ZNF799	0.366833333333333
KCNG1	2.40425
CXCR4	1.5225
PTPRR	-2.9815
IRAK1	1.02275
LOC401397	-1.087
TMSB10	0.831642857142857
CXCL3	-2.8009
TMC4	-0.98375
OR7A10	0.366
STYK1	2.4035
CHRNA10	0.43475
CCNI	0.787
EP300	0.514428571428571
LOC165186	1.24533333333333
HIC2	-1.84075
SDR-O	-0.217
OR2W1	-0.351
KCNA6	-0.4185
TRIM74	-1.361
REEP6	-2.026
ATP5G2	-0.648
ERG	0.860875
TMEM42	0.0525
PARN	0.0226666666666667
SOD2	0.5305625
DIRAS1	-0.204
PNPT1	-0.677
JOSD3	-0.42525
hCG_40738	0.747
PDE1C	-1.71475
SEMA4D	2.506375
AGPAT1	-0.4805
NOSTRIN	-0.235875
MAP3K3	0.244833333333333
MAX	1.23121428571429
CAPS	0.808333333333333
SERPINA12	-0.2015
OSBPL8	0.086875
RICS	-0.9279
NR4A2	-0.617833333333333
PPCS	0.916
LONP1	-1.11575
SCYL3	0.3265
HERC2P2	-0.550166666666667
FIBCD1	-0.8495
C15orf41	-0.10325
DMC1	-0.541833333333333
C20orf27	-1.00825
RPS6KA5	0.8897
FAHD1	-0.901
SLC12A4	-0.50325
BRCA1	-2.50425
GBL	-0.1545
SLK	0.123166666666667
NUDT9P1	0.8125
NOXO1	2.064
USP52	-0.944
BAZ1B	0.239625
SLCO2B1	3.94525
BBS12	0.292333333333333
LRGUK	-0.117
TERF2IP	0.575
COL1A1	3.796
KIAA0090	-0.207125
GRK5	0.984333333333333
AP1S2	-0.6695
TMEM52	0.712
CA11	-0.01675
OR4A15	0.167
ACBD3	0.8227
SPAG11B	0.118125
PRDM2	1.8174
FOXP3	1.15875
SMYD3	-1.0299
LOC389199	0.3755
LGI2	1.248
NAPE-PLD	0.221444444444444
ANKRD6	1.016
WDR45	0.113666666666667
SHROOM1	-2.3205
PSCD3	0.5365
PYY	0.5355
KCNC1	-1.4355
ARHGEF9	1.5511
OR8J1	0.33175
GPR55	0.214333333333333
NS3BP	-1.3545
C10orf22	-0.124166666666667
NAT8L	1.201
DUSP4	-0.8725
FOXM1	-0.826
GRAMD2	1.3235
ZBTB48	0.563166666666667
BUD31	-0.3465
PABPC5	1.0215
CCDC41	-1.14575
FBXO11	-0.0331666666666667
C6orf148	0.0365
RFXAP	-0.89875
C6orf15	0.564166666666667
CDK8	-0.418333333333333
C6orf70	0.42125
TESSP2	0.16
ALG2	0.478
PPP1R3D	1.07925
TPM3	1.22911111111111
SYT13	0.0745
EPB42	-0.669333333333333
CETN3	-1.5615
PRY	-0.1085
NTHL1	-0.423166666666667
POLR2B	0.761
RPS28	-0.112083333333333
P2RX3	0.0145
LYZL4	0.135333333333333
WBP4	-0.1885
PMM1	-0.37075
C11orf79	0.50925
CBLL1	-0.00175
IL1F10	0.253166666666667
VAX2	1.337
SETDB1	0.716333333333333
LRAP	0.641
GCLM	0.088
CPEB3	1.2935
PPM1A	0.504875
INTS1	-0.54525
CAMTA1	1.58791666666667
SAMSN1	0.8435
LOC158830	1.20433333333333
GMPPA	-0.812875
AIPL1	-0.50825
IL24	1.11016666666667
BDKRB1	-2.90216666666667
MLF1	0.4515
TAF12	0.0735
ID1	-2.204
THADA	0.385
PIK3CB	0.08025
OR4N5	0.752
TBC1D17	0.322166666666667
COX8A	-0.5885
CDCA4	0.296
C2orf44	-0.4035
ZNF534	-1.19925
IMMP1L	-0.87125
NIPSNAP3B	0.51475
FTMT	-0.131
PWP2	0.5355
MMP15	-0.9392
DNAH11	0.27775
MTMR14	0.473125
DNAL4	0.18075
IPP	-0.86525
TMEM59	0.492375
C1orf157	0.67
RGS4	0.3095
DDX18	0.3515
SNX6	0.702
ZNHIT2	0.284833333333333
NCDN	-0.524833333333333
FLJ33534	0.1805
RAG1	-1.714125
OR4D10	0.2455
PTPN5	0.253666666666667
POMT1	0.062125
LRRC8A	-0.3096
CYP1A1	-1.95475
CAPN1	0.415333333333333
DDHD2	0.184125
GRIK2	-0.4295
GNRHR	-0.45875
PPBP	-0.11525
HTR3A	0.529125
SLITRK4	2.17625
ANKRD49	0.663
BTF3	-0.7783
SARS	-0.0055
C13orf18	2.17016666666667
CACNB1	0.196928571428571
QKI	0.599
SETMAR	0.7045
MAN2B1	1.47116666666667
EML3	-0.41975
ACADL	2.01916666666667
OFD1	0.8335
DEFB114	-0.4355
CGA	-4.15377777777778
PEX16	0.229166666666667
LRRC10	-0.608
GNG12	-0.8585
C1orf152	0.837666666666667
CHRM1	0.285
CD53	3.00525
DBH	-0.63025
TFAP2B	-0.130125
HIST1H2BJ	-0.986333333333333
FAM46D	0.1325
TMEM11	-0.326
C3orf32	-3.302
PCCB	-0.672625
IPO13	0.2725
C6orf105	-1.802
COMMD5	0.65025
SUV420H1	0.7738
LTBR	0.2825
ARHGAP15	1.996375
HDHD2	-0.243
TDRKH	0.900833333333333
LOC401052	0.558
PSG4	-0.10475
GNB4	0.3687
SPATA4	0.38175
SLC9A3	-0.832
OSBP	1.105
NBPF3	1.09575
DOCK11	1.473
SLC39A5	-2.25616666666667
PRR5	0.9572
C10orf63	0.291125
SMTNL2	-0.7025
ADRA1A	0.114
ASAH1	1.0345
DOM3Z	0.4171
GIPR	0.6085
AHI1	-0.442083333333333
NADSYN1	0.240666666666667
RGS14	0.2177
IL18BP	2.3153
RTN4RL1	-0.288
ARMC6	-0.01925
PSMD5	0.574333333333333
HK3	2.594
OR4S1	0.60975
RSU1	1.4754
MAD2L1	-1.40688888888889
EIF4A3	0.50375
DLEC1	0.366333333333333
E4F1	-0.1785
CHMP2B	0.148
CAMSAP1	-0.43075
RPS21	-0.540333333333333
ARID5A	1.11875
UBE2N	-0.0972
IGSF8	0.432166666666667
MAGEB6	-1.5535
ACAD11	-1.3313
MGC4172	-1.30625
LMO4	1.49975
KLKB1	0.849
HP	-0.209
HDAC3	0.0265
SCHIP1	-0.51175
CLCA1	-0.3695
OLFML2A	0.775125
C1orf112	-1.96775
KIF19	1.94133333333333
HAPLN4	-0.1242
CXCR7	-1.16133333333333
GOT2	-0.6996
RAB38	-2.012
DCX	0.10925
PPM1H	-1.33566666666667
NFYC	0.798333333333333
KIN	0.198375
ZNF228	-0.27725
PLSCR4	1.62016666666667
HIG2	-0.76575
FAM79B	3.0065
C21orf86	-0.2321
KCNK10	2.9855
ZNF738	-0.741375
FSTL5	-1.01466666666667
OR6A2	0.041
OTOA	1.14716666666667
EXOC1	0.65725
AHRR	-3.554
PDAP1	-1.57225
C19orf6	-0.219
ZAN	0.16675
LY6G6E	0.08
EIF4E2	0.11875
C20orf198	-1.06975
ZNF324	0.625
CYP3A5	-2.65083333333333
ENTPD7	0.292166666666667
MBOAT5	-0.0603333333333333
GJB5	3.4035
TTC13	0.4705
S100Z	-1.10666666666667
KIAA0664	0.694666666666667
PDGFRB	1.775
IL17D	-1.537
OR56B4	-0.274
RDX	-1.3085
SLC34A3	0.4325
IL28B	1.978
JUND	0.43525
CHRNB1	-0.236625
CAMK2B	-0.7135
FETUB	-2.1715
CXorf23	0.702875
MRTO4	-1.091
TTC3	0.3922
NDUFB8	-0.664666666666667
EDG2	-0.8615
SEMA3G	1.1365
IL23A	0.29475
GRHL1	1.1671
LOC441054	-2.653
WDR65	0.079125
PSTK	-0.74575
STOML3	-0.2505
R3HDM2	0.0374
C5	-1.896
SLC2A10	-0.272166666666667
C3orf22	0.35625
PAQR3	-0.810846153846154
ANKRD26	-0.144083333333333
HCRTR1	0.741
LOC399947	-0.236333333333333
PSD2	-0.42025
TIGD2	0.554
SCRN1	-1.98175
COQ10A	-0.7825
DDI2	0.6005
METTL7B	-0.907833333333333
UCN2	0.19625
FAM92A3	-0.39725
WDR16	-0.21075
ZNF511	-0.2965
ZMYM5	-0.30175
POLR3G	-2.69075
ZNF586	0.40875
C1orf49	0.2495
TANK	1.05133333333333
RCAN1	-0.4055
PELI3	0.784166666666667
LIMD2	1.57966666666667
TMEM189	-0.563
NTN4	-0.35075
LOC151300	0.6875
CLEC2A	-1.9385
GPR135	-0.499875
DPYSL4	-2.7569
JAK2	1.59533333333333
TSHZ1	1.24283333333333
TM9SF4	-0.598875
ZNF264	0.425166666666667
SIRPG	3.65
BICD1	-0.4055
HERC6	3.522
METTL5	-1.376
CASP1	2.55425
PRRT1	-0.191666666666667
PLA2G4C	2.69733333333333
ICA1L	-0.395071428571429
TPTE2	0.2248
OTUD7A	0.4055
AQP11	-2.06375
APOA2	-4.7464
KALRN	0.5417
SECTM1	2.16533333333333
IFNAR1	0.27625
TALDO1	0.15175
RAB11FIP4	0.370833333333333
EIF5A	-0.785
FAM49A	3.66375
NEGR1	0.375333333333333
YTHDC2	-0.2215
EHD2	-0.8405
NCF1	3.6408
SCRT2	0.5775
HOXA5	-0.293
NUP133	0.069
FGF12	-1.7350625
SLMO2	-0.1475
SNTA1	-0.463625
CACNG2	0.2965
GCM1	0.176875
ELF1	1.10933333333333
TLR5	3.34675
TCFL5	-0.473666666666667
RBMY2FP	-0.978
LOC100125556	-0.29825
FAM129B	0.2215
MAP3K7IP1	-0.419625
NCK2	1.0175
OXA1L	-0.81675
FMO9P	-0.2475
ZSCAN12	-0.035
PSMD12	-0.434916666666667
HSCB	-0.72625
CLDN10	-3.47175
MGC13053	-0.41525
HPCAL4	0.210833333333333
ASZ1	-0.743
MEX3D	0.15525
NFAT5	-0.5385
CSPG4LYP1	-0.967166666666667
FBXO3	0.6175
DVL1	0.7375
CMKLR1	3.65916666666667
TYMS	-1.818125
PEF1	1.581
ZNF750	2.47766666666667
MCM5	-0.4565
MEGF11	-0.03
KCNK7	0.085
PTP4A3	0.424
C1QTNF2	-1.837
OR6S1	0.767
FAM122B	0.7445
ZNF551	-0.25475
HBQ1	-2.8065
GEMIN6	-0.65425
ARSK	-0.4245
RBP7	3.83516666666667
CPNE9	-0.09325
DSC1	1.768
LOC730112	-0.63
MAP2K4	0.106625
HS3ST5	-2.698
EPB41L3	0.4035
TEKT2	-0.9815
CDKN2B	2.65441666666667
ZNF480	-1.173
MAP3K6	0.4031
MAP6	2.45633333333333
HN1	0.5127
OR2L13	-0.174666666666667
SLC16A11	0.61275
FAM96A	-0.559
APOL1	1.51025
C5orf32	-1.007
RTP1	-0.0975
RNF175	0.459
ZBTB41	0.41625
AHCTF1	0.1043
SAE2	0.1865
ITGA2	-0.61625
MME	-0.0415
CCDC14	-0.6665
MAST4	0.115071428571429
KRT33B	-0.4355
KCTD2	0.355
WDR26	0.599
MFI2	1.067125
NR4A3	0.766625
ARSA	1.40275
UNKL	-0.396666666666667
SULT6B1	0.543
CCNA2	-1.2605
SOX15	-1.5305
PPAPDC1B	0.0213333333333334
C19orf44	-0.1185
MCAT	0.54025
ARID1B	0.46925
OR52N1	0.1275
C12orf48	-1.14025
MAGI1	0.270625
NIPA2	0.21275
GBX2	-1.80675
RSHL3	0.41
RAVER1	0.193666666666667
C15orf17	-0.23425
SLC30A2	0.623875
ZNF518	-0.063
PCYT1B	-0.67625
C10orf114	1.85275
EIF3H	0.0110833333333333
SLC25A39	-0.533166666666667
KIF1B	0.440625
AMOTL2	-0.697
C6orf120	-0.047125
PSRC1	-1.06725
PLA2G10	-0.45
KIF5C	-0.11425
MRPL37	0.1575
C17orf62	1.11566666666667
C9orf135	-0.744166666666667
DUSP10	0.288
CLCNKB	0.0705
PSMA5	-0.248125
C8orf53	0.25775
AMPD3	2.00883333333333
PIAS1	0.23375
ADCYAP1R1	0.0875
GYLTL1B	-0.29675
CDH20	0.284833333333333
FBXO7	-0.0475
TMEM134	0.342833333333333
FLJ14213	1.47383333333333
ZNF3	-0.59475
LRRFIP1	0.252333333333333
CNOT2	0.198416666666667
ABI3	3.50925
ALDH5A1	-0.04675
HNT	0.9078
SERPINA4	-2.702
TK2	0.049
STMN1	0.152888888888889
GUCA2A	-0.0685
GALNT10	0.0645
DPP6	-1.0984
C9orf93	0.333625
PRELID2	-1.1695
STK39	-0.540125
SFTPA1	-0.98625
CKS2	-0.654555555555556
RHO	0.046
C20orf135	-0.1805
XKR3	-2.425
CR1	1.01575
RPS6KA2	0.435928571428571
C20orf112	0.36075
MRPL22	-0.902
C4orf23	0.646
GADD45B	1.603
KLHDC1	1.23916666666667
C2orf48	-2.1285
ZNF287	0.8825
DAAM2	-0.18725
DPPA2	-2.8518
TCTN3	-0.143666666666667
DNAJB11	0.387625
FPR1	3.2855
DEFB4	0.1465
PTCD2	-0.4928
SMOC2	4.6635
CABP7	0.541
SERPINB11	0.6605
MAGEF1	-0.2725
NDE1	0.0273333333333333
ITGA10	0.523
FSHB	-0.197
ANXA2	0.14225
HORMAD2	-0.06975
HLCS	0.1995
MCF2L	1.03708333333333
FH	-0.047625
TBC1D24	1.167
KIAA1505	2.25425
LGALS2	2.09175
CNBD1	-0.543
SYNPO2L	-1.05325
PTPN23	-0.338857142857143
C1orf183	-0.979333333333333
MAGEA8	-2.97175
DGCR8	-0.644125
GSR	-0.5895
PAQR7	-0.272
ZNF676	-0.48975
CACNA1C	0.0895
SP7	0.201
PDCD6	-0.54675
NRN1L	-0.7055
BRI3BP	-0.3215
KIAA1183	1.0235
ASB4	-0.083
CCL23	1.3971
OBSL1	-0.960875
SLC12A7	0.630833333333333
KIAA0240	1.289125
CD1B	-2.15916666666667
FCGR2A	1.940875
MDC1	-0.528
HTR1A	0.182333333333333
OCEL1	-0.403
ATP11B	0.6220625
FBXO34	0.422666666666667
PCDH12	2.93883333333333
RPE	-0.3365
C17orf74	-0.115
CSDC2	0.703166666666667
PET112L	-0.279
TMBIM1	0.965625
P2RXL1	-0.292
TCHP	0.208
TRMT1	-0.237
F2RL2	1.21775
LRRC32	2.998
IMPG2	0.313
BGLAP	-0.25975
LOC493869	-0.943166666666667
MRAS	1.627625
SLC35F5	0.48075
CBWD1	-0.551
AXL	-1.1835
ATP2C2	0.4905
TELO2	-0.394
PNPLA3	-2.23
PCDHB14	-0.36125
CD276	-0.1655
KRT80	-1.609625
DUSP28	0.6405
CSNK1E	-0.707083333333333
SRP14	0.334
KCNQ4	0.3185
KRT72	1.48066666666667
CCDC117	1.13875
C6orf89	0.0711111111111111
TUBB2B	-2.469
RTN4IP1	-0.46025
CR1L	-2.074
CEND1	0.3175
C12orf41	0.149166666666667
RNF31	0.31375
UBN1	0.417666666666667
C17orf32	0.332875
SLC5A7	0.189
GPR92	2.0685
ESAM	2.1908
CTNNA1	-0.274583333333333
HRBL	-0.0571
CBX4	-0.02775
TMEM182	0.23775
SH3TC2	-0.984166666666667
IL10	1.7775
PXMP4	-0.286
RNF167	0.1457
PAK7	2.07833333333333
ETV3	0.551
ATPIF1	-0.383166666666667
LOC554207	-2.2645
OR8H1	0.1535
WDFY3	0.2495
DPM1	-0.18075
GPSM1	-0.6455
WDR92	-0.1162
LRP1	0.527333333333333
ANKH	0.58425
THUMPD3	-0.002
POLR1B	-0.2735
OLFM4	4.32583333333333
RAD9B	1.37575
TSPY2	-3.7165
PAX6	-0.709833333333333
SCG2	-2.934625
SLC17A6	0.39525
FMO3	2.70425
PADI4	-0.11675
TUBB4	-0.7174
NLK	-0.4515
POU4F3	-0.6445
SDF4	0.849
ITGBL1	2.11533333333333
NETO1	-1.554
TAP2	1.05025
ABBA-1	0.209
GNAI1	0.10075
VPS4B	1.43425
NOPE	0.3737
GALNT6	0.384666666666667
SESN1	0.43175
GBE1	-2.06255555555556
CLASP1	0.20625
RASGEF1B	2.068125
ACOT11	0.309857142857143
AFAP1	1.228
OR2H2	0.262
DPY19L2P1	-0.4695
DZIP1	-0.916
SEC22C	-0.455833333333333
GPR161	-0.8965
RNF146	1.6065
WDR74	-0.32
GALP	-0.188
PURA	0.7045
DNPEP	0.0168333333333333
RP11-78J21.1	-0.681
ERBB2	1.133875
FANCM	-0.738166666666667
NEO1	0.496333333333333
DDX3Y	-4.5191
RPS3A	-0.024125
MXRA7	0.00557142857142857
LGALS3	0.154333333333333
GLT8D1	-0.05875
CFL2	-1.90933333333333
UPB1	0.985
NAP1L5	-0.3715
CLDN14	-0.35525
DHX38	-0.41725
BTBD1	-0.49725
TARS2	0.543333333333333
ABCF1	-0.1313
FCF1	0.292166666666667
LRRC49	-0.852
GUCY1B2	-0.2985
C1orf177	2.0295
SMARCA4	0.0227857142857143
LRP8	-1.12466666666667
TAGLN3	-0.15575
MRPL14	-0.31325
TTRAP	0.07325
ZDHHC20	0.84425
NFE2L3	1.922
KIAA1377	-0.274375
PALMD	1.0419
TMEM43	0.72375
TTL	-0.8445
STAT5B	-0.265833333333333
SSB	-0.865625
OR10H5	0.0765
SLC22A13	-0.7515
AKAP3	-0.01725
TIMM23	0.0963333333333333
OAS2	3.26733333333333
KIAA0423	0.6475
TRIM11	1.16316666666667
GLIS3	0.217625
TMEM50B	0.266666666666667
ARHGEF4	-0.051625
DEGS1	0.522727272727273
TBL1XR1	0.749766666666667
G6PD	-1.94725
SP140	2.9401
MUC17	0.164571428571429
NUDC	-0.159
DNAJC5B	4.13483333333333
SCARA3	0.516333333333333
CPA3	3.634
BCAT2	-0.4545
MFN1	-0.0795
NRG3	0.4915
SNX11	0.57425
PLEKHH1	-0.899833333333333
GPR177	-1.29216666666667
HCFC2	0.885
TCAP	-0.2155
MOCOS	0.5395
C14orf93	-0.304
PRDM10	-0.464166666666667
SLC16A4	-0.223416666666667
SRGAP1	-0.997166666666667
VIP	0.5165
DUSP27	-0.183166666666667
LILRA1	1.9257
MC2R	-0.259
MGC24103	-1.993
MBTD1	-1.6205
FUT11	-0.8665
USP33	0.2206
C15orf39	-0.5045
MAP3K12	-0.55725
PAAF1	-1.346
BARHL1	-0.193
FLJ16165	-1.6925
PIWIL2	-2.62625
SYNE1	0.88225
