Hybridization REF	TCGA-A8-A09G-01A-21R-A00Z-07
RBMY2FP	-0.001
LOC100125556	0.072625
FAM129B	0.459625
MAP3K7IP1	0.3835
NCK2	0.0055
OXA1L	-0.1775
FMO9P	0.9635
ZSCAN12	0.3155
PSMD12	-0.458166666666667
HSCB	-0.143
CLDN10	-3.59725
MGC13053	-0.901
HPCAL4	-0.976166666666667
ASZ1	-1.3865
MEX3D	-0.255083333333333
NFAT5	-1.6186
CSPG4LYP1	-0.2575
FBXO3	0.4241
DVL1	-0.6235
CMKLR1	2.48916666666667
TYMS	-2.699375
PEF1	1.011
ZNF750	2.71833333333333
MCM5	0.0426
MEGF11	-1.4895
KCNK7	0.236
PTP4A3	0.025
C1QTNF2	2.79566666666667
OR6S1	0.2075
FAM122B	-1.31975
ZNF551	0.142875
HBQ1	-2.297
GEMIN6	-0.68875
ARSK	-0.35475
RBP7	2.7835
CPNE9	0.08925
DSC1	0.503
LOC730112	-0.487
MAP2K4	-0.024875
HS3ST5	-2.9445
EPB41L3	0.25375
TEKT2	-1.05675
CDKN2B	0.0214166666666667
ZNF480	-0.23
MAP3K6	0.913
MAP6	0.652333333333333
HN1	0.6247
OR2L13	0.3338
SLC16A11	0.82675
FAM96A	-0.60775
APOL1	1.47575
C5orf32	-0.498
RTP1	-0.249833333333333
RNF175	-0.580375
ZBTB41	1.959125
AHCTF1	-0.3986
SAE2	-0.5387
ITGA2	0.19025
MME	-1.19416666666667
CCDC14	-1.6025
MAST4	1.60392857142857
KRT33B	-1.459
KCTD2	0.304666666666667
WDR26	0.717916666666667
MFI2	-0.72975
NR4A3	-0.450625
ARSA	2.072
UNKL	0.0763333333333333
SULT6B1	0.0715
CCNA2	-2.40583333333333
SOX15	0.1165
PPAPDC1B	1.82575
C19orf44	-0.2655
MCAT	0.813333333333333
ARID1B	0.59875
OR52N1	0.0275
C12orf48	-1.35425
MAGI1	0.615625
NIPA2	0.3065
GBX2	-1.7235
RSHL3	-0.3635
RAVER1	0.298833333333333
C15orf17	0.21275
SLC30A2	1.5705
ZNF518	0.0385
PCYT1B	-1.964
C10orf114	-1.753
EIF3H	0.630333333333333
SLC25A39	-0.9075
KIF1B	-0.402625
AMOTL2	-2.28225
C6orf120	0.617875
PSRC1	-1.6915
PLA2G10	2.43925
KIF5C	-0.34175
MRPL37	-0.035
C17orf62	0.491833333333333
C9orf135	-1.83116666666667
DUSP10	0.08
CLCNKB	0.1355
PSMA5	0.672375
C8orf53	-0.65375
AMPD3	0.693166666666667
PIAS1	-0.4045
ADCYAP1R1	-0.005
GYLTL1B	-0.5165
CDH20	0.546
FBXO7	-0.048
TMEM134	1.39116666666667
FLJ14213	0.2425
ZNF3	0.289
LRRFIP1	0.454916666666667
CNOT2	0.4335
ABI3	2.8465
ALDH5A1	-0.214083333333333
HNT	1.7994
SERPINA4	-2.8055
TK2	0.39375
STMN1	-1.29577777777778
GUCA2A	-0.0386666666666667
GALNT10	1.517
DPP6	-0.99435
C9orf93	-0.62275
PRELID2	-2.726875
STK39	-0.765125
SFTPA1	-1.49166666666667
CKS2	-0.902777777777778
RHO	0.288375
C20orf135	-0.38
XKR3	-3.111
CR1	0.645875
RPS6KA2	0.875428571428571
C20orf112	0.60375
MRPL22	0.22175
C4orf23	0.342833333333333
GADD45B	0.10425
KLHDC1	0.346333333333333
C2orf48	-2.179
ZNF287	0.785
DAAM2	-0.8085
DPPA2	-3.30133333333333
TCTN3	0.855833333333333
DNAJB11	0.479125
FPR1	4.00225
DEFB4	-0.049
PTCD2	-0.9279
SMOC2	4.35166666666667
CABP7	-0.04925
SERPINB11	0.184666666666667
MAGEF1	-0.23675
NDE1	0.9535
ITGA10	-0.573
FSHB	1.376
ANXA2	1.103375
HORMAD2	0.1085
HLCS	1.516
MCF2L	1.33358333333333
FH	0.533625
TBC1D24	3.4715
KIAA1505	0.6475
LGALS2	0.918
CNBD1	-1.3515
SYNPO2L	-1.55175
PTPN23	0.335142857142857
C1orf183	-0.373666666666667
MAGEA8	-3.63125
DGCR8	-1.0495
GSR	1.52875
PAQR7	0.27475
ZNF676	0.081
CACNA1C	-0.1824
SP7	0.355
PDCD6	0.33275
NRN1L	-1.6005
BRI3BP	0.15725
KIAA1183	0.66625
ASB4	0.0733333333333333
CCL23	0.9078
OBSL1	-2.342
SLC12A7	1.12375
KIAA0240	0.484125
CD1B	-2.372
FCGR2A	1.616125
MDC1	-1.30175
HTR1A	0.0588333333333334
OCEL1	0.299
ATP11B	-0.0223125
FBXO34	-0.0555
PCDH12	3.64466666666667
RPE	-0.5105
C17orf74	0.25
CSDC2	-0.0615
PET112L	-1.00575
TMBIM1	0.653
P2RXL1	-0.139
TCHP	-0.319
TRMT1	-1.61883333333333
F2RL2	0.552916666666667
LRRC32	2.96116666666667
IMPG2	0.1705
BGLAP	-0.64075
LOC493869	-1.76466666666667
MRAS	1.379375
SLC35F5	0.55325
CBWD1	-0.008
AXL	-2.028875
ATP2C2	3.88625
TELO2	-0.05775
PNPLA3	-3.7505
PCDHB14	0.637
CD276	0.99425
KRT80	-3.032625
DUSP28	0.0725
CSNK1E	-0.149916666666667
SRP14	0.8305
KCNQ4	-0.5045
KRT72	0.685666666666667
CCDC117	0.44875
C6orf89	0.110176470588235
TUBB2B	-3.106
RTN4IP1	-0.6735
CR1L	-3.04533333333333
CEND1	0.186375
C12orf41	-0.0555
RNF31	0.687
UBN1	0.387
C17orf32	0.623
SLC5A7	0.74525
GPR92	1.5045
ESAM	2.6715
CTNNA1	1.18383333333333
HRBL	-0.3897
CBX4	0.50975
TMEM182	0.403
SH3TC2	-1.6115
IL10	1.37583333333333
PXMP4	1.934
RNF167	-0.43
PAK7	-0.631
ETV3	-0.173
ATPIF1	0.0353333333333333
LOC554207	-1.8112
OR8H1	0.17125
WDFY3	-0.699875
DPM1	-0.674
GPSM1	-0.7435
WDR92	0.2245
LRP1	0.033
ANKH	-1.733625
THUMPD3	-0.52775
POLR1B	-0.664
OLFM4	2.35933333333333
RAD9B	0.347
TSPY2	-4.2115
PAX6	-0.796333333333333
SCG2	-2.489
SLC17A6	-0.151
FMO3	2.17975
PADI4	0.179625
TUBB4	-0.5918
NLK	0.65725
POU4F3	-0.1895
SDF4	0.428
ITGBL1	2.0735
NETO1	-2.4675
TAP2	0.84575
ABBA-1	-0.329
GNAI1	-0.58275
VPS4B	-0.056
NOPE	-0.3567
GALNT6	3.14266666666667
SESN1	0.219
GBE1	-1.93944444444444
CLASP1	-0.365
RASGEF1B	1.559625
ACOT11	-0.330142857142857
AFAP1	0.43675
OR2H2	0.19375
DPY19L2P1	-1.0015
DZIP1	-2.94475
SEC22C	0.213583333333333
GPR161	-1.33625
RNF146	0.20225
WDR74	-1.012375
GALP	-0.9615
PURA	0.36775
DNPEP	0.80175
RP11-78J21.1	-1.381
ERBB2	4.200875
FANCM	-0.188166666666667
NEO1	1.54516666666667
DDX3Y	-5.01088888888889
RPS3A	-0.387875
MXRA7	-1.09521428571429
LGALS3	0.330166666666667
GLT8D1	0.209
CFL2	-3.2565
UPB1	0.146
NAP1L5	-0.3745
CLDN14	-1.06975
DHX38	-0.81125
BTBD1	-0.31475
TARS2	0.372666666666667
ABCF1	-0.2466
FCF1	0.6535
LRRC49	-1.5975
GUCY1B2	0.1125
C1orf177	0.217833333333333
SMARCA4	-0.185285714285714
LRP8	-3.42433333333333
TAGLN3	-0.5895
MRPL14	0.00249999999999999
TTRAP	-0.3155
ZDHHC20	1.88575
NFE2L3	-1.9015
KIAA1377	3.25725
PALMD	1.7044
TMEM43	-0.6185
TTL	-1.364875
STAT5B	0.447166666666667
SSB	-1.371375
OR10H5	-0.00949999999999998
SLC22A13	-0.0925
AKAP3	-0.0545
TIMM23	0.571666666666667
OAS2	3.5425
KIAA0423	1.13875
TRIM11	0.667833333333333
GLIS3	0.6865
TMEM50B	1.356
ARHGEF4	-0.759625
DEGS1	2.88490909090909
TBL1XR1	1.10596666666667
G6PD	-0.62375
SP140	1.0729
MUC17	-0.28775
NUDC	0.00670000000000002
DNAJC5B	2.6785
SCARA3	-0.2125
CPA3	5.77366666666667
BCAT2	-0.46825
MFN1	-0.3874
NRG3	0.768
SNX11	0.3955
PLEKHH1	-0.404166666666667
GPR177	-2.0055
HCFC2	0.36875
TCAP	1.88825
MOCOS	-3.991
C14orf93	-0.63575
PRDM10	0.102166666666667
SLC16A4	-1.51083333333333
SRGAP1	0.361
VIP	0.74575
DUSP27	0.1055
LILRA1	0.6968
MC2R	0.6345
MGC24103	-2.603
MBTD1	-2.8845
FUT11	-0.209666666666667
USP33	-0.6004
C15orf39	-1.04475
MAP3K12	-0.70125
PAAF1	-0.951166666666667
BARHL1	0.221
FLJ16165	-0.7865
PIWIL2	-3.27225
SYNE1	-0.367454545454545
CMTM4	1.53375
TSPYL1	1.0885
GUF1	0.0963333333333333
TMEM157	1.263
WDR44	0.09575
HIST1H3C	-0.389
DKFZp666G057	0.2715
RNPEP	0.325
GAS2L2	0.122833333333333
ADH4	-5.8145
GRPR	-0.712833333333333
FBXL17	0.929
ZBTB10	0.216333333333333
Gcom1	-0.0107222222222222
HTRA1	0.8832
ZNF585A	0.2735
SLC26A2	-0.384571428571428
OTOP3	0.495166666666667
WISP1	1.937
ATP2B4	-1.11566666666667
FLJ10769	0.6265
CRAMP1L	-0.186375
CHST12	-0.4535
RAB22A	0.0619166666666667
TARDBP	-0.382214285714286
STAU1	0.5535
CRB3	2.45316666666667
MIG7	-0.21475
CHMP1A	-0.285
ZNF160	0.376
B3GALT6	-0.17225
BARX1	-1.0585
C6orf167	-1.3665625
NXNL1	0.3365
DHX29	0.35825
HADHB	0.425
PLXNB2	1.8215
ILDR1	-0.7425
SLC15A3	3.0165
GAS2	-5.24116666666667
C20orf69	0.1875
NUMB	0.249
TNIP1	0.4375
MESP1	2.40466666666667
PSKH1	-0.18975
NSFL1C	0.141
RHOG	0.13275
HEY1	-2.39383333333333
KNG1	-2.43575
ITGAX	2.2734
LIN9	-0.185
CANT1	2.453
XRN1	0.253357142857143
CCDC96	1.2286
HEATR6	2.20166666666667
GNG7	-0.170666666666667
RUNX2	0.5843125
SOX1	-0.0785
FCRL5	2.1822
ZNF99	0.528375
FAM9A	0.213
SNX22	0.208833333333333
MBNL3	-2.615
ODC1	-1.7812
ADORA2B	-3.49933333333333
NR2F6	0.4355
ZFYVE16	-0.169944444444444
SYNJ2BP	1.3811
POLE	-0.093
E2F2	-0.30375
THRA	1.914
PTGES2	-0.359666666666667
HIP1R	1.37266666666667
TMUB1	-0.341666666666667
ENO3	-2.19425
RSPH10B	-0.519
CXorf39	0.719875
IRGC	0.04325
GPR109B	-0.1755
FLJ13305	-3.158
LCE3A	-0.658
TNFRSF18	-0.648
DET1	0.55675
TRPM3	0.0233333333333333
C16orf79	-1.192
FECH	-0.838666666666667
RAP2A	-0.287333333333333
CRIP1	1.921
AZIN1	0.443125
SLC7A7	3.45075
IL10RA	1.5673
TMEM64	-2.7165
CDC42EP4	1.4619
C16orf58	0.0465
ARG2	-3.073
POU5F1P4	-4.767
FAM62B	-0.316125
DNAH8	-1.7645
ASH2L	-0.00862500000000001
TSLP	-4.3795
CNTNAP5	-0.6924
TMEM16C	-1.322
IFNA14	-0.199
SLC1A3	0.9315
CABYR	1.8705
BCL7B	0.1606
NUDT13	-1.057
C13orf28	0.77325
C1orf53	0.43475
ARL6IP4	0.1562
RPL35A	0.08775
EMR3	0.39825
RAB40C	0.68975
SLC41A1	-0.699166666666667
LRCH1	-0.473
LY6G5B	-0.932
FAM124A	0.118642857142857
MGC10981	-4.36683333333333
CLIP3	-0.3642
MAP4K2	-0.125
CHIC1	-0.0825
SULF1	1.80833333333333
C20orf30	-0.314214285714286
PRDM5	-1.811625
ELOVL1	1.02925
C11orf48	-0.022125
SLC39A10	-1.09225
KCNV1	-0.22425
ACP1	-0.5985
ZMYM2	-0.149
B3GNT6	-0.171
C9orf69	0.64775
C2orf15	0.26425
C20orf166	0.305
HSP90AA6P	-0.4175
EDG7	-1.9935
NEURL	1.618
LPL	1.3395
CLEC2D	0.0347142857142858
GRRP1	1.67483333333333
CD8B	-2.7407
HIST1H3D	0.315666666666667
SLC6A12	0.79475
FAM27L	-0.6225
CD84	2.5316
RASA1	0.2805
PHKG1	-0.0675
MAGEA11	-2.132
IMPA1	-1.3483
NPM3	-2.2575
RARRES1	6.6685
SH3BP1	0.232625
B3GNTL1	-0.3135
ARPC5L	0.522
KLHL26	0.1045
SIM2	-2.567875
GJC1	0.522
C20orf194	0.2205
EXO1	-1.41175
SLC2A2	-3.24516666666667
LOC285074	-0.48625
LRG1	-2.35925
KIRREL	-0.1735
PIK3R1	1.59721428571429
C4orf34	0.93575
MAF	-0.640944444444445
ADCY4	3.98416666666667
ZMIZ2	0.6864
SLC46A3	0.6785
STAMBP	0.0548333333333333
CCDC16	0.5745
MS4A12	0.284
TCF20	-0.0855
LRRC46	0.48875
C20orf152	0.00149999999999999
MRPS6	0.111875
ABCB11	-0.373
KCNC2	0.195666666666667
CDH19	-4.1045
C9orf123	0.238666666666667
SSH3	0.7715
LDLRAD1	1.04825
CCBE1	-2.03925
ZNF135	2.612875
TAAR1	-0.072
WFDC12	0.1995
CCDC42	0.2285
FLJ12529	-0.52625
PER1	-0.994
TIMM50	0.0475
SMARCAD1	-0.997333333333334
FAM26C	0.3285
TP53TG3	-2.66416666666667
SH3RF1	1.6034
LMCD1	0.768
GPR63	-0.7325
FLJ21986	-2.665125
AIFM3	-0.07275
MICAL1	-0.109333333333333
BLZF1	0.413
IQCA	0.513
PCDHGC3	0.3385
SAC	-0.38775
BCL6B	2.25316666666667
DDO	-0.27625
MARCO	3.8715
DCHS1	0.774666666666667
C1orf170	0.352
CD200R1	1.7785
C22orf15	-0.5745
SEPT11	0.2905
ADNP	-0.18125
UST	-1.462
C13orf34	-1.489
RFFL	1.12442857142857
APBA3	0.1275
C2orf60	-0.411375
CUTL1	-0.0707
PMS1	-0.988125
ZNF689	0.0315
EIF3E	-1.174
IL9	0.123
RPL31	-0.9835
LY9	1.113
ATP2B3	0.8385
KDELR2	1.40670833333333
TFCP2	0.915125
NLRP12	2.566625
FLJ45422	-0.15925
TLE4	0.6952
ZNF570	0.9735
FLJ43806	0.4755
TLK2	-0.69325
CIR	0.0865
MARS2	-0.5495
COL24A1	-0.4055
SDF2L1	1.137
HIBADH	-0.425
IGFBP3	-2.6695
C12orf23	1.386125
PSPC1	0.216
C20orf43	-0.1275
TRAV20	-0.011
ARHGAP24	0.4735
KIAA1975	-1.282375
C1QA	3.9774
DNTT	-4.6825
C10orf6	0.0314166666666667
C11orf41	-0.868625
HNRPF	0.52375
COL11A1	5.10416666666667
UBAP2	0.0138333333333333
CDKN2AIPNL	-1.6885
C20orf174	4.95575
SPRED2	0.43825
PLA2G12A	0.135833333333333
ICEBERG	-2.86166666666667
SCN10A	-0.32
C11orf65	0.5625
GBP5	5.57325
PITPNC1	0.2175
POU3F3	0.8835
NCOA7	0.80675
LIN7C	0.2946
LOC348840	-1.1725
NKX2-2	1.54475
ANKRD13D	0.314875
LOC123688	1.04425
FUT2	3.50366666666667
TAAR8	0.387
FZD4	1.01216666666667
PNMA3	0.533833333333333
OR4L1	0.429
WIT1	-3.00275
EXOC3L	1.84
ATPBD4	-0.4352
KRBA1	0.26225
UBXD6	-0.1005
HOXB7	1.85328571428571
C7orf23	-0.9045
UNQ338	-0.04275
STAB2	1.01175
CDC20B	-0.3315
IRF9	2.294
CENTG1	0.133
TNPO2	-1.13425
MCPH1	0.219
BMS1P5	-1.3385
SLC26A7	1.67975
HIST1H3J	1.18775
C9orf3	-0.7354
LBH	0.94325
MYO1D	1.3045
PTDSS2	0.031
NFU1	-0.234
DEPDC4	-1.059
WNT7B	0.5796
GLP2R	-0.385833333333333
SETD4	-0.2171
DYNLT3	-1.0586
FKBP11	0.424
SESTD1	-0.146166666666667
FLII	-0.355
RPS16	0.2469
CHPF	0.476833333333333
CSNK2A1	0.01
SUMO1P1	-0.7155
FKBP6	-2.867
ZNF214	1.00716666666667
TWIST1	-1.3855
DDX56	-0.475166666666667
TRAM1L1	1.6303
EPO	-2.78083333333333
MRPS18B	-0.1985
ZNF682	0.734333333333333
RPL14	-0.224666666666667
MAFF	-0.59925
LOC51136	1.928875
LY96	-0.00175
DDX20	-0.34375
ABTB1	0.613333333333333
ARL5A	0.537
CCT6A	-0.83325
HEPACAM	-1.24
EHHADH	-1.0195
RBAK	0.155166666666667
CGB1	-1.3755
ITGB5	1.2031
YIPF3	0.50975
FKBP2	0.6045
NR1D1	0.3182
TMEM110	1.868
NEK2	-0.851333333333333
PRAMEF8	-3.47875
C20orf52	-0.3075
PCDHGA3	0.7835
VWA3B	0.469
NDUFA5	0.581
THAP9	-0.267
FLVCR2	0.142166666666667
AP1S1	-1.233
SMAD6	-0.1965
SAV1	-0.12775
SAT1	0.536125
ZNF251	0.1635
ADAMTS7	0.3137
RPP38	0.13575
C1orf211	-1.0455
YPEL2	3.9318
RBMS1	-0.40475
ZNF445	-0.682666666666667
NRXN2	0.164833333333333
PGBD4	-0.203375
UGT2B28	0.3835
WBSCR16	-0.3975
NLRC3	1.2275
ASTL	0.25175
ST6GALNAC1	-2.13625
ZADH2	-0.53625
MLLT4	0.780666666666667
ARL6	-0.576833333333333
MEF2C	0.78125
CBFA2T3	-0.449
AFF3	-0.732357142857143
COG7	0.379166666666667
MYB	0.0211666666666667
PLXNA3	1.1185
XRCC2	-1.11133333333333
MMS19	-0.012875
ST8SIA5	-1.3395
CHPT1	-0.9995
KIAA1712	-0.933
OR6X1	2.8515
ACTR3	-0.121
UGCG	0.375833333333333
OR4P4	0.995
ZAP70	-1.86275
LPP	1.402875
ZNF485	0.33425
PTPRCAP	0.98575
IL12RB1	1.152
ATRX	0.0903
CHST8	0.34
C14orf109	0.8125
ARV1	1.27625
NMB	-1.85314285714286
COX5A	0.177
EIF6	-0.929
MPPED2	-1.76416666666667
SEMG1	-2.627
CHRDL1	0.715
TRAF3IP2	1.9405
WNK2	-0.374875
LILRA4	4.108
LAMA2	3.86425
PXT1	0.124
RLBP1	-3.77275
CD300C	0.9955
SLTM	-0.15525
FLJ10404	-0.2888125
APOBEC3D	-0.112666666666667
RENBP	1.21616666666667
ATXN7L1	0.689125
NID1	-0.4185
TUBGCP3	-1.62175
ITIH5	1.09288888888889
CCDC110	2.08375
C8A	-3.02625
MGC87042	-1.5745
HOXC13	-0.262
TFDP2	-0.75425
HCP5	2.1855
POLI	-0.664
UCN	-1.60983333333333
ZNF764	0.560333333333333
C8orf45	1.7005
FHL3	-1.34
SPATA5L1	-0.1255
MMRN2	3.14283333333333
NDST1	0.884333333333333
COL20A1	-0.150333333333333
ZNF248	-0.497666666666667
PELP1	-0.809666666666667
MBL2	-2.5935
RNF41	0.495125
C5orf24	0.36775
THOC5	-0.205
SERINC3	-0.164333333333333
RP11-151A6.2	0.8835
CDCP2	-0.39
HIST1H2AA	0.85075
C11orf75	1.33483333333333
FKBP7	-0.67275
DDOST	1.23625
GPNMB	-0.0716666666666667
TTF2	-0.761
KCNT1	-0.479
SLC39A14	-1.78875
NGRN	0.6148
GPR137B	4.28175
MECP2	-0.405875
PSMA1	-0.2485
C16orf73	-5.4095
TMEM60	0.0963333333333333
CSN3	0.225
NOS1	0.148
RAB7L1	0.747333333333333
YBX2	-0.1485
KIAA1166	-0.080625
FUBP3	-0.712166666666667
ABCG1	2.7705
ACACA	0.510916666666667
ARL11	0.0614
ATOH1	0.7085
ODF1	0.475166666666667
CREB3L3	-1.374
TMEM127	1.14692857142857
DSCAML1	-0.821
PLN	2.449
LYPLA1	0.312416666666667
PRDM9	-1.735
SASP	-0.06725
PLUNC	0.298
INTU	-0.483
HISPPD1	-0.09925
LNPEP	1.39966666666667
YARS2	-1.1855
APCDD1L	-1.8505
ZCCHC4	-1.2248
FBXO22	-0.2715
TTLL13	-0.364
ZNF669	0.452
PTGDR	2.90575
DDX27	-0.53775
KIAA0409	0.0825
GJB6	0.5515
ASB8	0.82475
PLP2	-0.756666666666667
MEPE	0.339
OR10J5	0.044
KRT222P	0.884
COQ7	0.283166666666667
C1orf101	-0.327
RERG	-1.0286
CHMP5	-0.27575
THAP11	-0.327875
ZNF43	0.085
ZRANB3	-1.27133333333333
KRT13	-0.791875
MRPL19	-0.465625
RBBP9	0.2485
SPATA17	1.39125
BXDC5	-1.14883333333333
PAFAH1B1	-0.577333333333333
MAGEE1	-0.153
OSTF1	0.903
KIAA0323	0.500916666666667
TXNDC13	0.825666666666667
CNTN4	-0.46825
LCE1B	-0.237
UNQ501	-0.01075
ZNF154	0.64725
C3orf64	-0.0445
SYT5	-0.1911
PON1	0.065
FLJ10357	-0.95225
ATP4A	-1.0545
GNPDA1	-0.391333333333333
MGAT1	1.335
C14orf121	3.1845
SLC35B2	0.19125
MIER3	0.502166666666667
CHEK1	-1.527
ZNF8	0.03
TXNDC1	-0.696833333333333
CKB	0.4665
RTN3	0.896714285714286
FZD2	-1.7665
PART1	2.26275
PSMB6	-1.322
PCDHB8	2.4445
PHC3	0.3818
PPP1R8	-0.184833333333333
NOVA2	1.736
TNFRSF11B	-4.07175
GOLPH3	1.1815
UBLCP1	-0.49025
SUHW3	-1.2555
TTLL1	1.28975
OPN4	0.1375
OR13G1	0.5995
ZPBP2	0.0592
HSD17B11	-1.983
C9orf50	-0.284
DHDDS	1.07278571428571
CTSW	2.4672
NEFM	-2.742
MRPL28	-0.60175
SYN1	0.585666666666667
PIGV	0.344833333333333
ZIM2	-1.26625
APBB1	-0.331333333333333
SND1	0.01075
C1orf123	-0.368333333333333
CHD3	-0.7985
BHLHB8	0.572
RNASE2	0.306833333333333
BCAP31	0.565
SLC25A44	1.048
CHD6	0.1698
PIB5PA	2.15892307692308
SELS	1.49125
LOC541471	-0.563875
FAT2	-0.032
ZNF81	-1.158
OR4C16	0.3515
FLJ10081	-0.1645
LRRC4	1.1575
CS	0.188166666666667
N4BP2	-1.33425
IGFBP7	1.4385
ZNF318	-0.307583333333333
NDNL2	0.2735
ZNF609	0.6165
SIRT4	0.0335
EXOSC10	-0.101
ECE2	0.507166666666667
OVGP1	1.74375
GTPBP3	-1.225
PACS2	0.7293
C19orf36	0.325666666666667
ARL4C	-0.44875
ATG4B	0.03675
UBQLNL	-0.074
RHOXF2B	-3.592
PLEKHG2	-1.494
GALR1	0.238
AQP4	0.3542
HDAC7A	-0.079
DCUN1D3	0.1025
OR8A1	0.3285
CCRN4L	-0.468625
CBR4	-0.228833333333333
KIFC1	-1.45766666666667
SLC7A14	-1.691
LHX5	-0.878
TRPC7	-0.1855
LPXN	-0.2255
SERPINA1	-2.407375
RPS13	-0.0581
BPIL3	-0.797
PRKAA1	1.014
FADS2	3.5194
ENAH	0.8731875
PRO1768	0.268
APBA2BP	-0.6565
LIPH	3.7685
C3orf33	-0.28025
RCC2	0.126857142857143
ALDH1A2	-3.4336
RNF103	2.0985
AHCY	0.0445
ALG12	1.712
CCL17	2.89325
ZNF543	1.1045
ESRRG	4.0466
CNGA1	1.25875
RDH5	-0.478833333333333
OTX1	-0.8328
PTGFR	-2.29733333333333
CDR2	0.694375
SELE	4.13075
NLGN2	-1.24066666666667
EXOSC9	-1.74825
ZNF566	0.324833333333333
KLRC2	-2.6685
GPR12	0.5305
KIAA0196	0.183
PDRG1	0.34975
SSR3	0.442714285714286
MSI1	-1.1725
CST9	-0.459
CC2D1A	-0.338
PLAGL1	-0.994555555555556
ZNF778	-0.6115
RNF2	0.636875
KLF6	0.227333333333333
THBD	1.05583333333333
tcag7.1314	1.0765
NR5A1	-0.125166666666667
ABCD2	0.4135
DNAJC7	-0.459
CLEC4C	2.0775
TM2D3	0.492875
CCDC4	-1.641
PLAC2	2.604
DCD	8.8235
FAAH	2.085125
POLA1	-0.7685
TM7SF2	2.091375
FLJ39822	-1.335
FLOT2	-0.2405
MAP4K1	0.473333333333333
SRP68	0.246
C21orf74	0.1845
ARPC5	-0.261875
LOC126075	1.499
HECW2	0.696571428571429
ZDHHC4	0.04925
ANKRD42	1.5183
PDE9A	0.601166666666667
ABCA8	0.35875
NDUFS2	0.69575
UBR5	-0.68625
BTBD16	-2.94875
LOC554174	-0.171
ZNF20	1.424
KIAA1843	0.905
WDR17	-0.842125
C15orf33	-0.32
RNF113A	-0.3115
CAMKK1	-0.1335
CLCN2	-1.0735
ANXA6	-1.22
LOC340069	1.1375
EMID1	0.029
DPM3	0.0178333333333333
ELA1	0.0145
SLC25A13	-1.1247
KRT24	1.64875
SMPD1	1.3575
TH	0.105375
COL6A2	0.157785714285714
ANKS1B	2.28125
GPR126	-1.4431
ZC3H12A	1.351
TMEM47	-0.177833333333333
C2orf51	-0.518
C1orf88	2.1565
HSF2BP	0.88425
AKAP10	-0.954
RPAP3	-0.324
KLHDC8B	0.830375
STOM	0.1002
MUPCDH	0.195125
C10orf72	-0.125375
PLEKHA3	0.122416666666667
TCP11L1	-0.145
CWF19L1	-0.3975
SPEF1	2.23446153846154
YSK4	-0.0295
ELN	1.6906
SAMD8	0.429833333333333
MPI	-0.679
MEPCE	0.4333
ABCC3	-1.704
NANOGP1	-4.193
KCNK17	2.06875
HLA-DMB	4.78316666666667
RRAGA	0.75225
ANGEL1	-0.793
RBM32B	1.413
CPN1	-3.32
MGC52282	0.9298
HLA-A	2.63866666666667
OR9G4	0.194
EDNRB	-1.12175
SCD	0.930071428571429
C14orf80	0.211166666666667
BAGE2	-0.176
RABL4	2.053
RCVRN	-0.018
SHANK1	-0.049
NLRP7	-1.8275
CD226	1.9075
STAT3	1.95025
SYNJ2	-0.6721
TPCN2	0.444166666666667
WDR36	-0.753333333333333
MBD4	-0.26275
ROBO1	-1.6633
ST3GAL6	-3.01125
SLAMF8	4.0295
ATN1	0.377
GPR141	0.7115
KRT36	0.3025
TPH1	1.095
DDX52	-0.49225
ZSCAN29	-0.439166666666667
TRPT1	0.2765
DPEP3	0.72075
DENND4A	-0.922625
TSPAN16	-0.0915
PTCHD2	0.7565
LOC145814	-0.57275
CAP1	1.32016666666667
EIF5A2	-0.9197
NT5DC3	-1.46825
SEPT9	-0.624375
SEZ6L2	0.8995
EGFLAM	3.2265
VPS11	0.447375
NDUFB5	0.295333333333333
CIDEA	4.14766666666667
IER5L	0.2495
N6AMT1	1.0475
FAM83C	0.00125
OXR1	0.313
IRX1	-0.4695
DGKB	-1.1815
GCN5L2	-0.49975
MIR16	0.976625
FBXW9	0.691
WDR4	-1.78116666666667
PDC	-0.6245
VPS33B	-0.028
HEXB	0.51475
FLJ32214	0.5805
TCEB3	0.82375
CRLF1	-4.62125
ABI3BP	1.80825
C8orf22	-4.21575
PYCR1	0.874625
KIAA1706	0.0205
CDK5R2	0.60325
WAS	0.5245
C12orf60	-2.17975
CCBL2	-0.82175
MADD	0.65625
C5orf34	-1.6355
WDR42A	0.9921
KLF12	-0.959625
HSPA1A	1.03125
ITM2C	-0.73525
DAPK2	0.724
LOC442590	-0.9595
SUMF2	0.265375
CENPA	-1.83269230769231
TMED5	-0.28875
CDH6	-1.1106
BRP44	1.114375
THG1L	-0.631
GABRA2	-2.475
C14orf166	0.08425
MYL1	-2.5322
TNFSF18	-0.00799999999999995
PAP2D	-1.78283333333333
PPIB	0.48625
KLHL4	-1.37575
SFN	-0.260166666666667
CCDC127	0.82275
FRAP1	-0.4555
GOLGA5	1.341
SDCCAG1	-0.129625
MGC21675	-0.327666666666667
C10orf95	-0.64875
KIAA1345	-1.203
C1orf163	-0.9305
LACE1	-0.0121666666666667
OR10K2	0.0885
CENPN	-1.62196
TMED2	0.869
UGT1A6	-0.1025
ANG	-0.93075
U2AF1	-0.4795
CASC2	0.167
NMT2	-1.63666666666667
OSGEPL1	-0.34775
