Hybridization REF	TCGA-A2-A0YM-01A-11R-A109-07
SLC5A1	2.4175
POFUT1	-0.887
EPHB6	-2.5335
MYO1G	-0.845
STAC	3.4126
KLHL17	-0.176
RGMA	1.5823
TJP2	-0.5173
FAM114A1	0.870666666666667
SERINC1	0.34175
SLC9A8	-0.491
PEX19	0.18175
EDN2	0.79725
PSMD7	-0.962555555555556
C3orf41	-3.11825
UQCR	-0.2125
PPP1R3C	-4.788
LRP4	-2.74183333333333
TM2D1	-0.3855
TTC17	-0.1414375
C4BPB	-4.504
CCL25	0.4855
ZNF253	-0.406666666666667
CHRNA9	-3.96975
SOX11	3.008
HIVEP3	0.2835
CGN	1.99633333333333
C3orf35	-0.20425
PKD2L1	1.83125
SYVN1	-0.69775
PDE8B	-3.012
LOC439951	1.19
LTC4S	0.8465
MIF4GD	0.118666666666667
SMARCA2	0.576125
TUBGCP6	-0.6405
CABLES1	-0.56775
C16orf77	3.61933333333333
ZNF791	-0.0955
FUT5	0.783
ADH6	-1.70666666666667
P4HB	0.301
CLDND2	-2.18575
ALKBH8	-1.275
PLAC4	-1.53275
F11R	1.55157142857143
MGC35295	0.264666666666667
PDZD4	-0.246666666666667
LOC389073	0.11175
FAM80B	1.66516666666667
PSMB1	-0.24825
TXN	-0.048
VIPR1	-0.7993
WBSCR18	-0.9135
EXOSC6	-0.6455
ACTA2	3.03783333333333
SP5	-1.66416666666667
ANKRD1	-2.28425
DDR1	1.4505
ATP6V1D	-0.38
PTGS1	-0.509583333333333
RNF157	-0.8425
DCC	-0.2415
SPAG7	0.26975
FBXO18	-0.21325
UBE3C	-0.431
HOXC6	0.21175
LRP2BP	1.05633333333333
MYST2	-0.36875
PDSS2	-0.029
ATE1	-0.07275
ARAF	-0.67475
KLF10	-0.34725
PLA2G2E	0.12725
ASCL1	-1.60766666666667
TSNAXIP1	0.0355
FAM131B	-0.2675
IFNA10	2.632
NUP43	-0.744
FAM44B	-0.54825
L1TD1	-5.935
NMD3	-0.693583333333333
C18orf54	-0.7912
PHOSPHO1	-0.16
RAG2	-0.902
EMILIN3	-0.4025
METTL3	-0.749
VPS13C	-0.60525
REXO2	-1.2475
ANXA4	-0.101
CA1	-0.79975
DCP1B	0.61875
TULP3	-0.2795
ATP2A2	-0.331428571428571
ATIC	-0.484
ADAM15	0.0849166666666667
NPL	1.34433333333333
LGR4	-1.31975
UEVLD	-0.0175
GAB1	1.65275
SNAI2	-1.62466666666667
ZGPAT	-0.2024
SNF1LK	0.470875
DLEU1	-0.68875
UBE2Q1	0.813625
ZMYM6	-0.169875
JPH3	-1.11333333333333
FAM38A	-0.648083333333333
PXK	-0.976333333333333
DENND2D	2.5475
BAX	-0.597333333333333
CP	-0.0891818181818182
RPL37	-0.3824
G6PC3	-0.208875
NCOA4	-0.556666666666667
LRRC14	-0.042375
GORASP1	0.2955
FCHO2	-0.0365
CYP24A1	-3.5157
FXYD3	2.3445
SMARCAL1	0.52775
ABCB8	-0.6145
CCDC44	0.38125
PRDM7	-2.95075
USH1C	-0.7405
DNAH5	0.6645
SRF	0.827333333333333
MAL2	3.13666666666667
PGPEP1	-0.802333333333333
SIN3B	0.28925
SEMA3C	-3.032
GRAMD3	2.9665
FBXO10	0.1705
OR5D13	-0.4885
FLJ31818	1.389625
CACNA1I	0.9685
S100A13	0.4415
TP63	-0.163214285714286
ANXA11	0.6073
WDR66	1.066
CSF2RB	1.521
IFI44	3.69725
DACT1	0.8585
ANKRD23	-1.532875
ATP5G1	-1.25966666666667
C21orf70	1.80166666666667
PPWD1	-0.9015
DNAJC13	0.45825
PAH	-4.89083333333333
PTCH2	0.305
TRMU	-0.34475
CCDC9	-0.3155
USP3	-0.6499
DCLRE1C	0.8497
FAM55C	0.0015
FRMD4B	0.3205
CYP2R1	-0.089
RFPL1	-0.1869
XPO5	0.538
ARL6IP2	1.6665
OSBPL5	0.4075
MMP9	4.57045454545454
KIAA0802	0.956375
DHRS2	-4.209
SGEF	0.21825
TXNDC10	-1.1079
EXOC6	-0.38425
RPS27	0.590666666666667
PNCK	-1.28266666666667
FSTL1	0.38725
AACS	-0.6625
SLMAP	0.248
SAMD4A	-0.0747
ABRA	-0.0425
SMARCD3	-0.48875
PKNOX2	-2.10883333333333
A4GNT	0.063
C9orf39	-0.1415
RALYL	0.33125
MGC33556	-2.639
C10orf25	0.991
BBOX1	4.808
NHEDC1	-0.10625
XDH	-1.3365
GCSH	-1.174
EDN1	3.92666666666667
MTERF	-2.7915
CLK4	-0.326
ZNF799	-1.11016666666667
KCNG1	2.37825
CXCR4	1.43866666666667
PTPRR	-3.378
IRAK1	0.416875
LOC401397	0.9635
TMSB10	1.17435714285714
CXCL3	-1.1735
TMC4	1.4295
OR7A10	0.2685
STYK1	4.148
CHRNA10	-0.16325
CCNI	0.664
EP300	0.276571428571429
LOC165186	0.307166666666667
HIC2	-1.9105
SDR-O	0.231
OR2W1	0.2235
KCNA6	-0.4545
TRIM74	-2.188
REEP6	-1.036
ATP5G2	-0.52575
ERG	-0.378125
TMEM42	0.0005
PARN	-0.695
SOD2	1.8566875
DIRAS1	1.457
PNPT1	-0.5235
JOSD3	-1.5405
hCG_40738	0.7215
PDE1C	-0.6275
SEMA4D	1.117
AGPAT1	0.148833333333333
NOSTRIN	-1.2685
MAP3K3	-0.123666666666667
MAX	0.232714285714286
CAPS	2.85733333333333
SERPINA12	0.181
OSBPL8	-0.314625
RICS	-0.0106
NR4A2	0.6295
PPCS	3.44366666666667
LONP1	-1.008
SCYL3	1.026
HERC2P2	-1.68633333333333
FIBCD1	-0.776
C15orf41	-0.17175
DMC1	-1.60383333333333
C20orf27	-0.49
RPS6KA5	-1.5571
FAHD1	-0.139166666666667
SLC12A4	0.02825
BRCA1	-1.58566666666667
GBL	0.15975
SLK	-0.0686666666666667
NUDT9P1	-0.7165
NOXO1	2.702
USP52	-1.51175
BAZ1B	0.44025
SLCO2B1	3.25225
BBS12	0.597666666666667
LRGUK	-1.04516666666667
TERF2IP	-1.03325
COL1A1	3.5955
KIAA0090	0.14575
GRK5	-1.078
AP1S2	-1.046
TMEM52	0.594333333333333
CA11	0.436625
OR4A15	0.217833333333333
ACBD3	0.8916
SPAG11B	0.4935
PRDM2	0.46
FOXP3	0.897
SMYD3	-1.225
LOC389199	1.461
LGI2	2.3215
NAPE-PLD	-0.9883
ANKRD6	1.771
WDR45	0.0171666666666667
SHROOM1	-1.54175
PSCD3	0.788
PYY	0.662
KCNC1	0.116
ARHGEF9	1.3956
OR8J1	0.2105
GPR55	0.590833333333333
NS3BP	-1.55
C10orf22	0.183
NAT8L	0.97325
DUSP4	-1.94616666666667
FOXM1	0.734
GRAMD2	1.86
ZBTB48	-0.0331666666666667
BUD31	-0.8865
PABPC5	0.236
CCDC41	-1.0825
FBXO11	0.231583333333333
C6orf148	1.263
RFXAP	-1.24375
C6orf15	4.5115
CDK8	-0.00833333333333333
C6orf70	-0.960125
TESSP2	0.4065
ALG2	-0.04575
PPP1R3D	-1.0065
TPM3	0.962555555555556
SYT13	-3.85825
EPB42	-0.820166666666667
CETN3	-0.827
PRY	0.0275
NTHL1	0.338833333333333
POLR2B	0.1375
RPS28	0.176583333333333
P2RX3	0.38475
LYZL4	0.30675
WBP4	-0.1082
PMM1	-0.29625
C11orf79	0.10575
CBLL1	-0.77275
IL1F10	0.182833333333333
VAX2	0.651
SETDB1	0.535333333333333
LRAP	-1.312
GCLM	-0.809666666666667
CPEB3	-0.48575
PPM1A	0.614125
INTS1	0.003
CAMTA1	1.7075
SAMSN1	-1.47625
LOC158830	-1.73033333333333
GMPPA	-0.1875
AIPL1	-0.418
IL24	-0.357166666666667
BDKRB1	-2.50316666666667
MLF1	1.9279
TAF12	-0.73425
ID1	-2.89825
THADA	-1.05725
PIK3CB	0.681
OR4N5	0.1785
TBC1D17	-0.337333333333333
COX8A	-0.71025
CDCA4	0.474
C2orf44	-0.62875
ZNF534	-0.81525
IMMP1L	-0.32275
NIPSNAP3B	0.74925
FTMT	0.47575
PWP2	0.876333333333333
MMP15	0.0933
DNAH11	-1.1275
MTMR14	0.05875
DNAL4	0.9555
IPP	-1.23575
TMEM59	-0.32525
C1orf157	0.688
RGS4	-0.583666666666667
DDX18	0.254333333333333
SNX6	-0.01875
ZNHIT2	0.176833333333333
NCDN	-0.551833333333333
FLJ33534	0.06525
RAG1	-1.349125
OR4D10	0.6145
PTPN5	-0.464666666666667
POMT1	-0.042375
LRRC8A	0.5065
CYP1A1	-1.70725
CAPN1	0.257
DDHD2	1.630375
GRIK2	-0.906666666666667
GNRHR	0.638
PPBP	0.20475
HTR3A	0.328125
SLITRK4	3.1825
ANKRD49	-0.47775
BTF3	-0.9677
SARS	-0.22525
C13orf18	0.17
CACNB1	0.323428571428571
QKI	0.475136363636364
SETMAR	0.185875
MAN2B1	1.05283333333333
EML3	-0.9615
ACADL	-0.457333333333333
OFD1	-1.078125
DEFB114	-0.4225
CGA	-3.0828
PEX16	-0.266
LRRC10	-0.4605
GNG12	-0.6055
C1orf152	0.494166666666667
CHRM1	0.237
CD53	1.3285
DBH	-0.0145
TFAP2B	-2.09425
HIST1H2BJ	-0.359833333333333
FAM46D	0.4315
TMEM11	1.23175
C3orf32	-2.787
PCCB	0.15275
IPO13	1.20925
C6orf105	-2.60475
COMMD5	1.239
SUV420H1	-0.4099
LTBR	1.006
ARHGAP15	-1.208125
HDHD2	-1.24075
TDRKH	-0.440833333333333
LOC401052	0.0665
PSG4	-2.25125
GNB4	0.5321
SPATA4	0.133
SLC9A3	0.106
OSBP	-0.449666666666667
NBPF3	-1.08275
DOCK11	-1.477
SLC39A5	-1.50933333333333
PRR5	0.9189
C10orf63	1.852625
SMTNL2	-1.3625
ADRA1A	0.57225
ASAH1	0.6938
DOM3Z	0.2736
GIPR	0.892333333333333
AHI1	-0.813666666666666
NADSYN1	-0.1275
RGS14	-0.4383
IL18BP	1.0273
RTN4RL1	-1.81016666666667
ARMC6	-0.15375
PSMD5	-0.000166666666666666
HK3	3.4325
OR4S1	-0.02175
RSU1	1.1607
MAD2L1	-0.921777777777778
EIF4A3	0.51825
DLEC1	0.384166666666667
E4F1	0.056
CHMP2B	0.1331
CAMSAP1	0.561
RPS21	-0.8555
ARID5A	0.25575
UBE2N	-0.2197
IGSF8	0.787
MAGEB6	-3.5345
ACAD11	-0.0853
MGC4172	0.361
LMO4	3.008
KLKB1	-0.17875
HP	-0.937
HDAC3	-0.43475
SCHIP1	2.3925
CLCA1	0.3225
OLFML2A	2.959
C1orf112	0.03625
KIF19	0.7295
HAPLN4	-0.4404
CXCR7	0.0535
GOT2	-0.43
RAB38	-0.743375
DCX	0.12325
PPM1H	2.46441666666667
NFYC	0.433416666666667
KIN	-0.129375
ZNF228	1.14025
PLSCR4	1.7665
HIG2	2.61975
FAM79B	0.7995
C21orf86	0.2984
KCNK10	3.883
ZNF738	-1.3045
FSTL5	-0.692833333333333
OR6A2	0.919
OTOA	0.754833333333333
EXOC1	-0.11975
AHRR	-2.7365
PDAP1	-1.8515
C19orf6	-0.4025
ZAN	0.53475
LY6G6E	-0.265
EIF4E2	0.82025
C20orf198	-0.43775
ZNF324	-0.13825
CYP3A5	-3.88833333333333
ENTPD7	1.25283333333333
MBOAT5	-0.107666666666667
GJB5	3.4995
TTC13	0.45575
S100Z	-1.44466666666667
KIAA0664	-0.100166666666667
PDGFRB	0.862583333333333
IL17D	-0.119
OR56B4	-1.2215
RDX	-1.59366666666667
SLC34A3	1.211
IL28B	0.259
JUND	0.41525
CHRNB1	-0.326
CAMK2B	-0.79
FETUB	0.057
CXorf23	-0.454625
MRTO4	-0.394
TTC3	0.733
NDUFB8	-0.738833333333333
EDG2	-2.14875
SEMA3G	-0.66175
IL23A	2.59225
GRHL1	1.1727
LOC441054	-0.733
WDR65	1.181125
PSTK	-0.06575
STOML3	0.526
R3HDM2	-0.2166
C5	-1.14425
SLC2A10	-0.140833333333333
C3orf22	0.55925
PAQR3	-0.0725384615384615
ANKRD26	-0.27575
HCRTR1	0.483
LOC399947	-0.53325
PSD2	0.05675
TIGD2	0.888833333333333
SCRN1	0.020125
COQ10A	-0.63075
DDI2	-0.2505
METTL7B	-0.614833333333333
UCN2	0.748
FAM92A3	-0.54275
WDR16	0.24475
ZNF511	0.541166666666667
ZMYM5	0.158375
POLR3G	-0.72275
ZNF586	-1.00725
C1orf49	0.216333333333333
TANK	0.621
RCAN1	1.6795
PELI3	1.0385
LIMD2	0.8635
TMEM189	-0.12
NTN4	-3.872375
LOC151300	0.6
CLEC2A	-0.5965
GPR135	-0.82675
DPYSL4	-3.0509
JAK2	-0.457833333333333
TSHZ1	-0.932
TM9SF4	-0.5285
ZNF264	-1.295
SIRPG	2.0645
BICD1	-0.31875
HERC6	3.5935
METTL5	-0.3905
CASP1	1.3285
PRRT1	0.160666666666667
PLA2G4C	2.357
ICA1L	0.0506428571428571
TPTE2	0.222666666666667
OTUD7A	1.02283333333333
AQP11	-1.82675
APOA2	-3.9613
KALRN	1.8685
SECTM1	1.63225
IFNAR1	1.06075
TALDO1	-0.4265
RAB11FIP4	0.745583333333333
EIF5A	-0.719
FAM49A	3.88975
NEGR1	-0.0425
YTHDC2	-1.36175
EHD2	-0.3745
NCF1	3.5749
SCRT2	1.777
HOXA5	-1.46016666666667
NUP133	0.00225
FGF12	0.6711875
SLMO2	0.031375
SNTA1	-0.075375
CACNG2	0.3905
GCM1	-0.210125
ELF1	-0.431
TLR5	3.428
TCFL5	0.03325
RBMY2FP	-0.3265
LOC100125556	-0.237125
FAM129B	0.70175
MAP3K7IP1	-0.2955
NCK2	1.0675
OXA1L	-1.2865
FMO9P	0.4795
ZSCAN12	-0.159
PSMD12	0.0233333333333334
HSCB	-0.767
CLDN10	0.8625
MGC13053	-0.31175
HPCAL4	-0.484333333333333
ASZ1	0.003
MEX3D	1.00825
NFAT5	-1.1151
CSPG4LYP1	-0.2735
FBXO3	-0.4268
DVL1	0.301
CMKLR1	1.8535
TYMS	-0.06025
PEF1	0.6025
ZNF750	2.97566666666667
MCM5	0.4355
MEGF11	-0.9825
KCNK7	0.0875
PTP4A3	0.618
C1QTNF2	-0.369666666666667
OR6S1	0.434
FAM122B	-1.04575
ZNF551	-2.882375
HBQ1	-2.053
GEMIN6	-0.17275
ARSK	-0.47625
RBP7	4.781
CPNE9	0.4915
DSC1	2.2375
LOC730112	2.5735
MAP2K4	0.591875
HS3ST5	-1.265
EPB41L3	0.7985
TEKT2	1.31675
CDKN2B	0.945083333333333
ZNF480	-2.298
MAP3K6	1.4867
MAP6	1.884
HN1	0.997
OR2L13	0.3602
SLC16A11	0.66975
FAM96A	-1.43675
APOL1	-0.03775
C5orf32	-0.9805
RTP1	-0.104666666666667
RNF175	1.643375
ZBTB41	0.39125
AHCTF1	-0.4684
SAE2	1.2492
ITGA2	-1.06308333333333
MME	-1.18116666666667
CCDC14	-0.17575
MAST4	-0.993571428571429
KRT33B	-0.416
KCTD2	0.134833333333333
WDR26	0.500916666666667
MFI2	1.099875
NR4A3	1.024625
ARSA	0.97925
UNKL	-0.469333333333333
SULT6B1	0.411
CCNA2	-0.0646666666666667
SOX15	0.0705
PPAPDC1B	1.16825
C19orf44	0.247
MCAT	0.972416666666667
ARID1B	0.7175
OR52N1	0.2925
C12orf48	-1.0315
MAGI1	-0.12675
NIPA2	-0.024
GBX2	-0.95875
RSHL3	-0.231875
RAVER1	0.622666666666667
C15orf17	-0.411
SLC30A2	0.873125
ZNF518	0.36575
PCYT1B	0.9665
C10orf114	0.41275
EIF3H	0.670916666666667
SLC25A39	-0.426
KIF1B	0.61975
AMOTL2	1.23675
C6orf120	0.10925
PSRC1	-0.07975
PLA2G10	-0.233875
KIF5C	0.4445
MRPL37	-0.113
C17orf62	0.657
C9orf135	-0.388
DUSP10	-0.27
CLCNKB	0.0135
PSMA5	-0.0245
C8orf53	0.376
AMPD3	1.579
PIAS1	-0.51925
ADCYAP1R1	0.1765
GYLTL1B	3.5965
CDH20	0.1375
FBXO7	-0.078
TMEM134	0.098
FLJ14213	0.5035
ZNF3	-1.09
LRRFIP1	-0.181208333333333
CNOT2	0.19525
ABI3	2.5805
ALDH5A1	-1.41575
HNT	0.7873
SERPINA4	-2.35675
TK2	-0.0403333333333333
STMN1	0.640777777777778
GUCA2A	0.0785
GALNT10	-0.706285714285714
DPP6	-0.7954
C9orf93	-0.5555
PRELID2	-0.68075
STK39	-1.139875
SFTPA1	-0.8615
CKS2	-0.556333333333333
RHO	0.27725
C20orf135	-0.074
XKR3	-2.1145
CR1	0.1465
RPS6KA2	-0.0732142857142857
C20orf112	0.47825
MRPL22	-0.84525
C4orf23	0.374
GADD45B	0.756
KLHDC1	0.182833333333333
C2orf48	-1.907
ZNF287	1.068
DAAM2	-0.89275
DPPA2	-2.27733333333333
TCTN3	-0.00966666666666666
DNAJB11	0.554
FPR1	4.2835
DEFB4	0.1275
PTCD2	-1.4629
SMOC2	3.32066666666667
CABP7	0.572
SERPINB11	-0.0395
MAGEF1	1.19225
NDE1	-0.140666666666667
ITGA10	0.4805
FSHB	0.4315
ANXA2	0.88825
HORMAD2	-0.07925
HLCS	1.087
MCF2L	1.07125
FH	-0.10725
TBC1D24	0.61975
KIAA1505	0.05525
LGALS2	0.6755
CNBD1	0.519
SYNPO2L	-0.646
PTPN23	0.106642857142857
C1orf183	-0.587666666666667
MAGEA8	-2.70775
DGCR8	-1.23675
GSR	-2.40125
PAQR7	0.48675
ZNF676	-1.3305
CACNA1C	-0.6824
SP7	-0.5535
PDCD6	-0.48275
NRN1L	-1.167
BRI3BP	-0.0169166666666667
KIAA1183	0.323
ASB4	0.37
CCL23	2.0278
OBSL1	0.152375
SLC12A7	1.42833333333333
KIAA0240	1.142875
CD1B	-1.47366666666667
FCGR2A	2.2
MDC1	0.1875
HTR1A	0.274333333333333
OCEL1	-0.8125
ATP11B	-0.206625
FBXO34	0.492833333333333
PCDH12	2.9535
RPE	0.404
C17orf74	0.3555
CSDC2	0.261333333333333
PET112L	-0.05825
TMBIM1	0.845875
P2RXL1	-0.581
TCHP	-0.999
TRMT1	-0.830833333333333
F2RL2	-2.95816666666667
LRRC32	2.114
IMPG2	0.382
BGLAP	0.379
LOC493869	-0.137083333333333
MRAS	1.89275
SLC35F5	0.15225
CBWD1	-0.443
AXL	-1.5455
ATP2C2	2.318
TELO2	-0.7
PNPLA3	-0.8345
PCDHB14	1.56925
CD276	0.01625
KRT80	0.985875
DUSP28	0.172
CSNK1E	-0.0865833333333333
SRP14	-0.467
KCNQ4	-0.591
KRT72	-0.017
CCDC117	-0.2915
C6orf89	0.0974444444444445
TUBB2B	1.03633333333333
RTN4IP1	0.1305
CR1L	-2.03266666666667
CEND1	0.4235
C12orf41	0.294833333333333
RNF31	0.0255
UBN1	-0.0448333333333333
C17orf32	0.89425
SLC5A7	0.14475
GPR92	1.09833333333333
ESAM	2.024
CTNNA1	0.227083333333333
HRBL	-0.77
CBX4	-0.96
TMEM182	0.2475
SH3TC2	0.407333333333333
IL10	1.453
PXMP4	0.1335
RNF167	0.0583
PAK7	1.80383333333333
ETV3	-0.065
ATPIF1	-1.70516666666667
LOC554207	-1.82183333333333
OR8H1	0.069
WDFY3	0.608625
DPM1	-0.90975
GPSM1	-0.6715
WDR92	-0.2507
LRP1	0.517333333333333
ANKH	-0.697875
THUMPD3	-0.54075
POLR1B	0.15425
OLFM4	1.78366666666667
RAD9B	0.42475
TSPY2	-2.551
PAX6	-1.5185
SCG2	-3.40775
SLC17A6	0.07325
FMO3	1.03975
PADI4	-0.023375
TUBB4	0.378
NLK	0.165
POU4F3	1.2295
SDF4	-0.5185
ITGBL1	-0.114166666666667
NETO1	-1.143875
TAP2	0.51725
ABBA-1	0.997333333333333
GNAI1	-0.41875
VPS4B	0.2135
NOPE	-0.6797
GALNT6	0.866333333333333
SESN1	-1.6725
GBE1	-1.90688888888889
CLASP1	0.5285
RASGEF1B	1.37875
ACOT11	0.7905
AFAP1	0.525
OR2H2	0.26725
DPY19L2P1	-0.69575
DZIP1	-0.11925
SEC22C	0.023
GPR161	2.09358333333333
RNF146	0.824
WDR74	-0.145125
GALP	-0.2535
PURA	-0.69825
DNPEP	0.210416666666667
RP11-78J21.1	-1.089
ERBB2	1.297125
FANCM	-2.049
NEO1	0.312166666666667
DDX3Y	-4.132
RPS3A	0.758625
MXRA7	-0.355428571428571
LGALS3	-0.119
GLT8D1	-0.59975
CFL2	-1.90783333333333
UPB1	-0.01075
NAP1L5	-0.377875
CLDN14	-0.465
DHX38	-0.69475
BTBD1	-0.665
TARS2	0.1815
ABCF1	0.7285
FCF1	-0.361666666666667
LRRC49	0.32
GUCY1B2	-0.5725
C1orf177	0.652333333333333
SMARCA4	0.0598571428571428
LRP8	-0.954666666666666
TAGLN3	2.86425
MRPL14	0.649
TTRAP	0.509
ZDHHC20	0.7675
NFE2L3	0.46825
KIAA1377	-0.82725
PALMD	-0.9817
TMEM43	0.15875
TTL	0.598625
STAT5B	-0.914
SSB	-0.3095
OR10H5	0.144
SLC22A13	-1.2575
AKAP3	2.2435
TIMM23	0.0766666666666667
OAS2	3.43366666666667
KIAA0423	-0.49375
TRIM11	0.192666666666667
GLIS3	1.558875
TMEM50B	1.21
ARHGEF4	0.875125
DEGS1	0.684090909090909
TBL1XR1	1.29426666666667
G6PD	-1.42075
SP140	0.4481
MUC17	-0.0921428571428572
NUDC	-0.1072
DNAJC5B	2.74966666666667
SCARA3	-1.01083333333333
CPA3	1.55883333333333
BCAT2	-0.614125
MFN1	-0.2574
NRG3	0.767
SNX11	0.48525
PLEKHH1	-0.844666666666667
GPR177	-2.12533333333333
HCFC2	-0.4605
TCAP	0.09925
MOCOS	-0.699
C14orf93	-0.18
PRDM10	-0.00483333333333333
SLC16A4	0.207916666666667
SRGAP1	-1.602
VIP	0.7435
DUSP27	0.812666666666667
LILRA1	0.7943
MC2R	0.248
MGC24103	-3.4885
MBTD1	-2.7395
FUT11	-0.152166666666667
USP33	0.628
C15orf39	0.1975
MAP3K12	-0.747625
PAAF1	-1.691
BARHL1	0.1445
FLJ16165	-0.39
PIWIL2	-2.64975
SYNE1	-0.27325
CMTM4	0.034875
TSPYL1	-0.0215
GUF1	0.135833333333333
TMEM157	-0.5205
WDR44	-0.088
HIST1H3C	0.48025
DKFZp666G057	-0.41275
RNPEP	-0.18025
GAS2L2	0.0875
ADH4	-4.09925
GRPR	-0.148333333333333
FBXL17	1.25875
ZBTB10	0.9325
Gcom1	-0.360944444444444
HTRA1	-0.4784
ZNF585A	-1.13116666666667
SLC26A2	-0.012
OTOP3	0.367666666666667
WISP1	0.829777777777778
ATP2B4	-0.265416666666667
FLJ10769	0.22875
CRAMP1L	-0.1345
CHST12	-0.73875
RAB22A	-0.487083333333333
TARDBP	-0.0598571428571429
STAU1	-0.15675
CRB3	2.18216666666667
MIG7	0.4535
CHMP1A	-0.0163333333333333
ZNF160	-0.604875
B3GALT6	0.78
BARX1	1.006
C6orf167	-0.3321875
NXNL1	0.4885
DHX29	-0.8945
HADHB	-0.67975
PLXNB2	0.64325
ILDR1	-1.72475
SLC15A3	3.436
GAS2	-4.20633333333333
C20orf69	-0.8315
NUMB	-0.13875
TNIP1	0.715875
MESP1	1.29633333333333
PSKH1	-0.4215
NSFL1C	-0.419125
RHOG	0.68575
HEY1	-3.179
KNG1	-1.717
ITGAX	2.2481
LIN9	-0.109
CANT1	0.840875
XRN1	0.232785714285714
CCDC96	0.6194
HEATR6	-0.752833333333333
GNG7	0.673916666666667
RUNX2	0.551
SOX1	0.600833333333333
FCRL5	0.3518
ZNF99	-0.469375
FAM9A	0.851
SNX22	0.789
MBNL3	-1.12833333333333
ODC1	-0.805
ADORA2B	0.436
NR2F6	0.59825
ZFYVE16	-0.839555555555556
SYNJ2BP	-0.343
POLE	-0.999875
E2F2	0.577125
THRA	-0.6005
PTGES2	-0.168666666666667
HIP1R	0.464
TMUB1	-1.17033333333333
ENO3	-1.35025
RSPH10B	0.1525
CXorf39	0.463
IRGC	0.163
GPR109B	0.52225
FLJ13305	-0.616
LCE3A	0.2035
TNFRSF18	-0.628833333333333
DET1	-1.74025
TRPM3	-0.44075
C16orf79	-1.0325
FECH	-0.855166666666667
RAP2A	1.7135
CRIP1	1.9675
AZIN1	0.62925
SLC7A7	4.28025
IL10RA	1.4841
TMEM64	-1.847
CDC42EP4	1.7045
C16orf58	-0.3249
ARG2	-0.15225
POU5F1P4	-4.46375
FAM62B	-0.733875
DNAH8	-2.1656
ASH2L	1.20125
TSLP	-2.12183333333333
CNTNAP5	0.0163333333333334
TMEM16C	0.46275
IFNA14	0.4825
SLC1A3	1.331375
CABYR	1.7245
BCL7B	-0.2907
NUDT13	-1.08533333333333
C13orf28	0.8545
C1orf53	0.277
ARL6IP4	-0.0537
RPL35A	0.7065
EMR3	1.71325
RAB40C	0.07075
SLC41A1	-0.456833333333333
LRCH1	-0.55225
LY6G5B	-0.1725
FAM124A	0.436357142857143
MGC10981	2.04583333333333
CLIP3	-0.6577
MAP4K2	0.190833333333333
CHIC1	-0.37725
SULF1	3.2745
C20orf30	-0.894428571428571
PRDM5	-0.063
ELOVL1	1.71875
C11orf48	-0.78625
SLC39A10	-0.19975
KCNV1	0.56125
ACP1	-0.876166666666667
ZMYM2	-0.740375
B3GNT6	-0.132333333333333
C9orf69	0.8805
C2orf15	1.0345
C20orf166	0.3425
HSP90AA6P	-1.222
EDG7	2.314
NEURL	-1.684
LPL	5.52633333333333
CLEC2D	-0.489214285714286
GRRP1	1.18583333333333
CD8B	-3.0766
HIST1H3D	0.0276666666666667
SLC6A12	0.944375
FAM27L	-0.298
CD84	2.2178
RASA1	-0.231
PHKG1	1.0315
MAGEA11	-1.7485
IMPA1	-0.2959
NPM3	-0.35075
RARRES1	4.42
SH3BP1	1.085375
B3GNTL1	0.916
ARPC5L	0.4665
KLHL26	0.157
SIM2	1.260125
GJC1	0.5635
C20orf194	-0.506
EXO1	-0.91625
SLC2A2	-2.11083333333333
LOC285074	-0.942
LRG1	-2.70675
KIRREL	0.7225
PIK3R1	-0.581928571428571
C4orf34	-0.01025
MAF	-1.45616666666667
ADCY4	3.51733333333333
ZMIZ2	1.6654
SLC46A3	0.1455
STAMBP	1.80133333333333
CCDC16	0.675
MS4A12	0.2385
TCF20	0.816
LRRC46	-0.148
C20orf152	0.3495
MRPS6	0.60225
ABCB11	0.781
KCNC2	0.266333333333333
CDH19	-1.81633333333333
C9orf123	0.252666666666667
SSH3	-0.102125
LDLRAD1	-2.4915
CCBE1	-0.7985
ZNF135	-1.656125
TAAR1	0.3075
WFDC12	0.1635
CCDC42	0.996666666666667
FLJ12529	-0.64025
PER1	-0.782833333333333
TIMM50	-0.165666666666667
SMARCAD1	0.313333333333333
FAM26C	0.662
TP53TG3	-2.721
SH3RF1	1.9155
LMCD1	2.1195
GPR63	0.3435
FLJ21986	-2.175875
AIFM3	-0.1315
MICAL1	0.190166666666667
BLZF1	0.7985
IQCA	3.90333333333333
PCDHGC3	-0.019
SAC	0.44025
BCL6B	1.88866666666667
DDO	-0.79775
MARCO	4.68425
DCHS1	1.04833333333333
C1orf170	-0.983666666666667
CD200R1	0.792833333333333
C22orf15	-0.3865
SEPT11	1.7265
ADNP	-0.04075
UST	-0.9623
C13orf34	-0.952
RFFL	0.816428571428572
APBA3	0.7725
C2orf60	-0.026375
CUTL1	-0.5005
PMS1	0.1195
ZNF689	-1.07
EIF3E	-0.0695
IL9	-0.392666666666667
RPL31	0.257125
LY9	0.175833333333333
ATP2B3	0.43775
KDELR2	0.24075
TFCP2	-2.058625
NLRP12	0.0825
FLJ45422	0.22325
TLE4	0.2526
ZNF570	-0.6285
FLJ43806	0.6165
TLK2	0.577625
CIR	0.32475
