Hybridization REF	TCGA-A2-A0CM-01A-31R-A034-07
FUT5	-0.3395
ADH6	-2.57666666666667
P4HB	-0.097
CLDND2	-1.47575
ALKBH8	-0.26225
PLAC4	-2.00425
F11R	2.80107142857143
MGC35295	0.0271666666666667
PDZD4	-0.745166666666667
LOC389073	-0.21475
FAM80B	-1.36816666666667
PSMB1	0.93725
TXN	0.337833333333333
VIPR1	-0.4658
WBSCR18	-0.108
EXOSC6	0.536666666666667
ACTA2	3.32066666666667
SP5	-4.282
ANKRD1	-1.7555
DDR1	1.2866
ATP6V1D	-0.2195
PTGS1	-1.679
RNF157	-1.65525
DCC	-0.0283333333333333
SPAG7	-0.5295
FBXO18	0.6525
UBE3C	-0.3647
HOXC6	-0.24925
LRP2BP	0.183666666666667
MYST2	-0.596
PDSS2	-0.05675
ATE1	0.8535
ARAF	-0.87425
KLF10	0.60675
PLA2G2E	0.1095
ASCL1	-1.41983333333333
TSNAXIP1	1.5065
FAM131B	-0.727875
IFNA10	0.806
NUP43	-0.206625
FAM44B	-0.38525
L1TD1	-4.207
NMD3	-0.442416666666667
C18orf54	-0.4904
PHOSPHO1	0.139
RAG2	-1.398
EMILIN3	-0.2495
METTL3	-0.7175
VPS13C	-0.8065
REXO2	-0.504
ANXA4	0.64825
CA1	-1.546
DCP1B	-0.236
TULP3	-1.11766666666667
ATP2A2	0.267785714285714
ATIC	-0.41075
ADAM15	0.906416666666667
NPL	2.00666666666667
LGR4	-0.481
UEVLD	0.3805
GAB1	0.8215
SNAI2	-0.5535
ZGPAT	0.2669
SNF1LK	0.1595
DLEU1	-0.88675
UBE2Q1	2.0265
ZMYM6	0.489125
JPH3	-2.09666666666667
FAM38A	-0.263916666666667
PXK	-0.8235
DENND2D	1.96425
BAX	-0.750833333333333
CP	-0.863909090909091
RPL37	-1.2639
G6PC3	-0.363
NCOA4	-0.026
LRRC14	-0.441
GORASP1	0.80875
FCHO2	0.8695
CYP24A1	-3.5364
FXYD3	2.888625
SMARCAL1	0.519
ABCB8	-0.154833333333333
CCDC44	0.18975
PRDM7	-4.05025
USH1C	-1.54675
DNAH5	0.207333333333333
SRF	0.655416666666667
MAL2	2.351
PGPEP1	-1.01266666666667
SIN3B	0.422
SEMA3C	-2.326
GRAMD3	2.072
FBXO10	0.30775
OR5D13	0.316
FLJ31818	-0.150625
CACNA1I	0.240125
S100A13	0.728
TP63	0.102357142857143
ANXA11	0.602
WDR66	-0.259625
CSF2RB	0.8515
IFI44	2.18325
DACT1	1.51883333333333
ANKRD23	-0.684375
ATP5G1	-1.04416666666667
C21orf70	0.582166666666667
PPWD1	-0.933
DNAJC13	0.58375
PAH	-5.79566666666667
PTCH2	0.60975
TRMU	-0.3225
CCDC9	0.545
USP3	-0.1297
DCLRE1C	1.1223
FAM55C	1.029
FRMD4B	0.9105
CYP2R1	-0.13125
RFPL1	-0.1873
XPO5	-0.29525
ARL6IP2	1.787
OSBPL5	0.91225
MMP9	4.31436363636364
KIAA0802	-0.83725
DHRS2	-4.06983333333333
SGEF	0.131125
TXNDC10	-0.4605
EXOC6	-0.63675
RPS27	0.821833333333334
PNCK	-1.87866666666667
FSTL1	-0.57225
AACS	-0.305
SLMAP	0.5425
SAMD4A	-0.2871
ABRA	0.203
SMARCD3	-1.09025
PKNOX2	-3.1025
A4GNT	0.5435
C9orf39	0.451666666666667
RALYL	-0.24
MGC33556	-2.768
C10orf25	0.214
BBOX1	4.26575
NHEDC1	0.82175
XDH	-1.549
GCSH	-0.363
EDN1	2.26366666666667
MTERF	-0.3375
CLK4	0.4065
ZNF799	-0.1415
KCNG1	0.427
CXCR4	0.759833333333333
PTPRR	-2.9275
IRAK1	1.050125
LOC401397	-0.61025
TMSB10	1.421
CXCL3	-2.4344
TMC4	-0.09675
OR7A10	0.2615
STYK1	1.239
CHRNA10	0.75725
CCNI	0.54025
EP300	0.768357142857143
LOC165186	0.164
HIC2	-2.06725
SDR-O	0.052
OR2W1	-0.7515
KCNA6	-1.515
TRIM74	-0.9695
REEP6	-2.247
ATP5G2	-0.557
ERG	0.5
TMEM42	0.08825
PARN	0.1585
SOD2	1.882625
DIRAS1	-0.884333333333333
PNPT1	-0.1005
JOSD3	-0.697
hCG_40738	0.7505
PDE1C	-1.81925
SEMA4D	0.548625
AGPAT1	-0.311
NOSTRIN	-1.534125
MAP3K3	-0.1925
MAX	0.868714285714286
CAPS	1.81783333333333
SERPINA12	0.137
OSBPL8	0.232125
RICS	0.1438
NR4A2	0.681333333333333
PPCS	0.604
LONP1	-1.12575
SCYL3	1.011
HERC2P2	-1.56333333333333
FIBCD1	-0.4205
C15orf41	0.096
DMC1	-2.23766666666667
C20orf27	0.3775
RPS6KA5	-0.8921
FAHD1	0.465333333333333
SLC12A4	-0.8225
BRCA1	-1.27916666666667
GBL	-0.2375
SLK	0.528
NUDT9P1	-0.069
NOXO1	1.4015
USP52	-1.89575
BAZ1B	0.480375
SLCO2B1	3.18325
BBS12	1.12916666666667
LRGUK	-0.849333333333333
TERF2IP	0.03225
COL1A1	4.6775
KIAA0090	0.371625
GRK5	-0.0858333333333333
AP1S2	-1.7521
TMEM52	0.2205
CA11	0.01725
OR4A15	0.257166666666667
ACBD3	0.9632
SPAG11B	0.41325
PRDM2	1.0017
FOXP3	1.33125
SMYD3	-1.61
LOC389199	0.6385
LGI2	1.7155
NAPE-PLD	-0.2324
ANKRD6	0.9805
WDR45	0.3955
SHROOM1	-1.04775
PSCD3	0.5765
PYY	0.592
KCNC1	-1.416
ARHGEF9	2.1774
OR8J1	0.566
GPR55	0.5405
NS3BP	-2.158
C10orf22	0.527166666666667
NAT8L	-1.8215
DUSP4	-1.50133333333333
FOXM1	-0.358666666666667
GRAMD2	0.7037
ZBTB48	0.0806666666666667
BUD31	-0.202
PABPC5	0.4355
CCDC41	0.538
FBXO11	0.0389166666666667
C6orf148	-0.176
RFXAP	-0.891
C6orf15	4.23283333333333
CDK8	-0.0261666666666667
C6orf70	0.34975
TESSP2	0.7235
ALG2	0.4955
PPP1R3D	1.6255
TPM3	1.26977777777778
SYT13	-4.474
EPB42	-0.769166666666667
CETN3	-1.304
PRY	0.0995
NTHL1	0.416333333333333
POLR2B	0.251
RPS28	-0.295916666666667
P2RX3	0.8585
LYZL4	0.18625
WBP4	0.0317
PMM1	-0.736
C11orf79	-0.12775
CBLL1	0.12925
IL1F10	0.832166666666667
VAX2	-0.7145
SETDB1	0.685833333333333
LRAP	-2.46416666666667
GCLM	0.214166666666667
CPEB3	1.339
PPM1A	0.5121875
INTS1	-0.67
CAMTA1	0.949583333333333
SAMSN1	-0.7395
LOC158830	-0.737166666666667
GMPPA	-0.037625
AIPL1	0.35475
IL24	0.2135
BDKRB1	-1.31266666666667
MLF1	2.0171
TAF12	0.13375
ID1	-1.849
THADA	0.08825
PIK3CB	1.469
OR4N5	-1.351
TBC1D17	0.201833333333333
COX8A	-0.9805
CDCA4	0.346
C2orf44	-0.4885
ZNF534	-0.63
IMMP1L	0.48875
NIPSNAP3B	0.567
FTMT	0.47275
PWP2	0.676333333333333
MMP15	-0.7139
DNAH11	-1.42375
MTMR14	0.27675
DNAL4	0.2625
IPP	-0.17875
TMEM59	0.295
C1orf157	0.5075
RGS4	-1.33233333333333
DDX18	0.383
SNX6	0.27125
ZNHIT2	0.166333333333333
NCDN	-0.590166666666667
FLJ33534	0.8785
RAG1	-2.152875
OR4D10	0.436
PTPN5	0.107166666666667
POMT1	0.04825
LRRC8A	0.3604
CYP1A1	-1.05825
CAPN1	-0.0738333333333333
DDHD2	0.588
GRIK2	-0.51725
GNRHR	0.353
PPBP	0.12925
HTR3A	-1.128375
SLITRK4	1.74225
ANKRD49	-0.213
BTF3	-0.6272
SARS	-0.019
C13orf18	0.38
CACNB1	0.118642857142857
QKI	0.900636363636364
SETMAR	0.575125
MAN2B1	0.7205
EML3	-1.325
ACADL	-0.925
OFD1	-0.276125
DEFB114	-0.491
CGA	-3.7433
PEX16	0.0823333333333333
LRRC10	0.006
GNG12	0.3065
C1orf152	0.664
CHRM1	0.6525
CD53	1.62525
DBH	-0.87225
TFAP2B	-3.266125
HIST1H2BJ	-0.1715
FAM46D	0.2115
TMEM11	-0.02025
C3orf32	-3.0625
PCCB	-0.1655
IPO13	0.385625
C6orf105	-3.351
COMMD5	0.7385
SUV420H1	-0.4588
LTBR	1.04225
ARHGAP15	-0.298125
HDHD2	-0.66875
TDRKH	0.619833333333333
LOC401052	-0.5455
PSG4	-1.472
GNB4	1.3241
SPATA4	0.11325
SLC9A3	-0.3085
OSBP	-0.065
NBPF3	0.0131666666666667
DOCK11	-0.2165
SLC39A5	-2.20333333333333
PRR5	0.6813
C10orf63	1.09125
SMTNL2	-1.565
ADRA1A	0.4365
ASAH1	1.1041
DOM3Z	0.5442
GIPR	0.633666666666667
AHI1	-0.0630833333333333
NADSYN1	-0.517166666666667
RGS14	-0.8269
IL18BP	1.8907
RTN4RL1	-0.0121666666666667
ARMC6	-0.05975
PSMD5	0.149
HK3	3.2863
OR4S1	0.50025
RSU1	1.7761
MAD2L1	-0.964555555555555
EIF4A3	0.32725
DLEC1	0.606166666666667
E4F1	0.285
CHMP2B	0.2588
CAMSAP1	0.37325
RPS21	0.257666666666667
ARID5A	0.44125
UBE2N	0.3622
IGSF8	1.0175
MAGEB6	-2.5125
ACAD11	-1.3084
MGC4172	-1.0635
LMO4	2.82675
KLKB1	-0.21125
HP	-0.642
HDAC3	-0.4885
SCHIP1	0.91825
CLCA1	0.4265
OLFML2A	0.44825
C1orf112	-0.448
KIF19	1.68691666666667
HAPLN4	-0.3182
CXCR7	-0.274833333333333
GOT2	-0.4921
RAB38	-3.256875
DCX	0.17675
PPM1H	-0.00950000000000003
NFYC	0.486583333333333
KIN	1.08
ZNF228	-1.88725
PLSCR4	1.15733333333333
HIG2	-0.44575
FAM79B	2.3475
C21orf86	-0.542
KCNK10	1.197
ZNF738	-1.33875
FSTL5	-1.412
OR6A2	1.1255
OTOA	0.713333333333333
EXOC1	0.426875
AHRR	-2.66525
PDAP1	-1.25808333333333
C19orf6	-0.695625
ZAN	0.37825
LY6G6E	0.823
EIF4E2	0.5955
C20orf198	0.14275
ZNF324	-0.36475
CYP3A5	-4.25083333333333
ENTPD7	1.29083333333333
MBOAT5	-0.518166666666667
GJB5	1.34075
TTC13	0.13575
S100Z	-1.44083333333333
KIAA0664	0.537166666666667
PDGFRB	1.66041666666667
IL17D	-1.812
OR56B4	0.1445
RDX	-1.34333333333333
SLC34A3	0.6105
IL28B	0.7905
JUND	0.33325
CHRNB1	-0.41525
CAMK2B	-1.81875
FETUB	-1.41075
CXorf23	0.45325
MRTO4	0.037875
TTC3	0.2936
NDUFB8	-0.553666666666667
EDG2	-1.86575
SEMA3G	0.2755
IL23A	0.77575
GRHL1	1.5926
LOC441054	-2.196
WDR65	0.217625
PSTK	0.2975
STOML3	-0.00233333333333333
R3HDM2	-0.2444
C5	-2.91725
SLC2A10	-0.600833333333333
C3orf22	0.46175
PAQR3	-0.393923076923077
ANKRD26	-0.198916666666667
HCRTR1	0.622
LOC399947	-0.68525
PSD2	-0.685
TIGD2	0.703166666666667
SCRN1	-2.673375
COQ10A	-1.53725
DDI2	0.1005
METTL7B	-0.7645
UCN2	0.457
FAM92A3	-1.496
WDR16	0.122
ZNF511	0.746833333333333
ZMYM5	0.90775
POLR3G	-0.2205
ZNF586	-0.21775
C1orf49	0.125
TANK	0.812166666666667
RCAN1	0.788666666666667
PELI3	-0.517833333333333
LIMD2	0.275833333333333
TMEM189	0.635
NTN4	-2.026125
LOC151300	0.0915
CLEC2A	-1.218
GPR135	-0.47325
DPYSL4	-2.30766666666667
JAK2	0.888
TSHZ1	0.452666666666667
TM9SF4	-0.0495
ZNF264	0.8925
SIRPG	2.579125
BICD1	-0.15875
HERC6	2.87983333333333
METTL5	-0.368
CASP1	1.86425
PRRT1	-0.309666666666667
PLA2G4C	3.85583333333333
ICA1L	-1.73428571428571
TPTE2	-0.433
OTUD7A	0.610166666666667
AQP11	-3.10875
APOA2	-4.3734
KALRN	0.5356
SECTM1	2.7345
IFNAR1	-0.036
TALDO1	0.473625
RAB11FIP4	-0.111666666666667
EIF5A	-1.191
FAM49A	2.9925
NEGR1	0.094
YTHDC2	-0.443875
EHD2	-1.140125
NCF1	3.0178
SCRT2	1.2015
HOXA5	-1.73133333333333
NUP133	-0.4475
FGF12	-1.3570625
SLMO2	0.62375
SNTA1	-1.026875
CACNG2	0.31325
GCM1	0.32775
ELF1	0.273333333333333
TLR5	3.28425
TCFL5	0.129333333333333
RBMY2FP	-1.228
LOC100125556	0.05275
FAM129B	0.525375
MAP3K7IP1	-0.126125
NCK2	0.6605
OXA1L	-0.95625
FMO9P	0.1225
ZSCAN12	0.409
PSMD12	0.1585
HSCB	-0.84375
CLDN10	-3.69625
MGC13053	-0.5455
HPCAL4	-0.731
ASZ1	-0.794
MEX3D	0.608
NFAT5	0.1152
CSPG4LYP1	-0.512
FBXO3	0.1201
DVL1	0.324333333333333
CMKLR1	2.84966666666667
TYMS	-1.653125
PEF1	0.9195
ZNF750	2.57916666666667
MCM5	-0.3692
MEGF11	-1.1765
KCNK7	0.5355
PTP4A3	0.0985
C1QTNF2	-1.6865
OR6S1	0.443
FAM122B	-1.09225
ZNF551	-0.864625
HBQ1	-2.5265
GEMIN6	0.2455
ARSK	-0.271
RBP7	1.19
CPNE9	0.15325
DSC1	1.4255
LOC730112	-0.23225
MAP2K4	0.341875
HS3ST5	-2.486
EPB41L3	-0.527
TEKT2	-1.43575
CDKN2B	2.433
ZNF480	-0.668
MAP3K6	1.1318
MAP6	1.03366666666667
HN1	1.4535
OR2L13	0.0436666666666667
SLC16A11	0.34175
FAM96A	-0.508
APOL1	1.20325
C5orf32	-0.449
RTP1	0.197833333333333
RNF175	0.1635
ZBTB41	0.965375
AHCTF1	-0.4189
SAE2	0.2173
ITGA2	-0.519916666666667
MME	-1.51933333333333
CCDC14	-0.46875
MAST4	-0.225714285714286
KRT33B	-0.7025
KCTD2	-0.144666666666667
WDR26	0.11925
MFI2	1.68275
NR4A3	1.103375
ARSA	-0.4575
UNKL	-0.636166666666667
SULT6B1	0.403
CCNA2	-0.346166666666667
SOX15	0.027
PPAPDC1B	0.108083333333333
C19orf44	0.2825
MCAT	1.04566666666667
ARID1B	1.25275
OR52N1	0.9845
C12orf48	0.3095
MAGI1	0.20775
NIPA2	0.2875
GBX2	0.1145
RSHL3	0.362125
RAVER1	0.043
C15orf17	-0.74875
SLC30A2	0.4035
ZNF518	0.539
PCYT1B	-1.742
C10orf114	2.3855
EIF3H	0.517333333333333
SLC25A39	-0.454166666666667
KIF1B	0.5545
AMOTL2	0.836
C6orf120	0.740875
PSRC1	-0.31325
PLA2G10	-0.739
KIF5C	-0.606125
MRPL37	0.017
C17orf62	0.499666666666667
C9orf135	-1.6125
DUSP10	0.3421
CLCNKB	-0.0805
PSMA5	0.452375
C8orf53	1.00275
AMPD3	1.25816666666667
PIAS1	-0.19275
ADCYAP1R1	0.629
GYLTL1B	-0.84725
CDH20	0.527333333333333
FBXO7	-0.354
TMEM134	-0.367333333333333
FLJ14213	0.995666666666667
ZNF3	-0.4635
LRRFIP1	0.0938333333333333
CNOT2	0.676166666666667
ABI3	2.889
ALDH5A1	-1.23583333333333
HNT	0.7591
SERPINA4	-2.899
TK2	-0.125583333333333
STMN1	0.570444444444445
GUCA2A	0.347666666666667
GALNT10	-0.145142857142857
DPP6	-1.1754
C9orf93	0.560125
PRELID2	-1.30925
STK39	-1.080125
SFTPA1	-1.04125
CKS2	0.0368888888888889
RHO	0.558375
C20orf135	0.12175
XKR3	-3.236
CR1	0.193375
RPS6KA2	0.354142857142857
C20orf112	0.554
MRPL22	-0.1365
C4orf23	0.6745
GADD45B	1.61025
KLHDC1	-0.1775
C2orf48	-1.9005
ZNF287	1.006
DAAM2	-1.129
DPPA2	-3.01466666666667
TCTN3	0.2815
DNAJB11	1.148
FPR1	3.7915
DEFB4	0.3405
PTCD2	-0.9083
SMOC2	4.54033333333333
CABP7	0.65
SERPINB11	0.06875
MAGEF1	0.2365
NDE1	-0.481833333333333
ITGA10	-0.085
FSHB	0.77
ANXA2	1.533125
HORMAD2	0.12325
HLCS	0.45125
MCF2L	0.5135
FH	-0.2465
TBC1D24	1.5895
KIAA1505	1.08825
LGALS2	-0.52575
CNBD1	-0.935
SYNPO2L	-0.62825
PTPN23	-0.136642857142857
C1orf183	-1.01316666666667
MAGEA8	-3.31375
DGCR8	-1.3875
GSR	-1.53775
PAQR7	0.533
ZNF676	-1.568
CACNA1C	-0.2334
SP7	0.6735
PDCD6	-0.55575
NRN1L	-1.3565
BRI3BP	0.0203333333333333
KIAA1183	0.65225
ASB4	0.24175
CCL23	1.1991
OBSL1	-1.6295
SLC12A7	0.548333333333333
KIAA0240	1.16675
CD1B	-2.99533333333333
FCGR2A	1.90825
MDC1	-0.49075
HTR1A	0.431
OCEL1	-1.0545
ATP11B	-0.124
FBXO34	0.381166666666667
PCDH12	3.46333333333333
RPE	0.26
C17orf74	0.451
CSDC2	0.400666666666667
PET112L	-0.1135
TMBIM1	0.842375
P2RXL1	-0.042
TCHP	0.34775
TRMT1	-0.2565
F2RL2	-0.0199166666666667
LRRC32	2.55133333333333
IMPG2	0.8175
BGLAP	-0.65775
LOC493869	-1.4485
MRAS	2.688
SLC35F5	0.44175
CBWD1	0.6355
AXL	-1.370625
ATP2C2	1.946
TELO2	0.155
PNPLA3	-3.7515
PCDHB14	0.9435
CD276	0.30475
KRT80	-0.75875
DUSP28	0.3935
CSNK1E	-0.841833333333333
SRP14	0.5255
KCNQ4	0.5455
KRT72	0.32
CCDC117	-0.00125
C6orf89	-0.135
TUBB2B	-2.8435
RTN4IP1	0.8225
CR1L	-2.8835
CEND1	0.261875
C12orf41	-0.344833333333333
RNF31	0.57025
UBN1	0.5565
C17orf32	0.498
SLC5A7	0.4035
GPR92	1.25216666666667
ESAM	2.4132
CTNNA1	0.175833333333333
HRBL	-0.3086
CBX4	-0.224
TMEM182	0.53675
SH3TC2	-1.0585
IL10	1.7845
PXMP4	0.0505
RNF167	-0.1876
PAK7	-0.01
ETV3	1.108
ATPIF1	-0.562
LOC554207	-1.999
OR8H1	0.21275
WDFY3	0.3405
DPM1	-0.093
GPSM1	-0.419
WDR92	-0.3647
LRP1	0.251666666666667
ANKH	-0.359125
THUMPD3	-0.40525
POLR1B	0.056
OLFM4	0.887166666666667
RAD9B	1.417
TSPY2	-3.9665
PAX6	-1.072
SCG2	-3.010625
SLC17A6	0.36075
FMO3	2.623
PADI4	-0.0165
TUBB4	-0.2298
NLK	-0.338
POU4F3	-0.868
SDF4	-0.12675
ITGBL1	2.499
NETO1	-2.320125
TAP2	1.3585
ABBA-1	1.01666666666667
GNAI1	-0.12275
VPS4B	0.49025
NOPE	-0.7758
GALNT6	0.645
SESN1	-0.594125
GBE1	-2.11455555555556
CLASP1	0.34375
RASGEF1B	2.035375
ACOT11	-0.223714285714286
AFAP1	0.49525
OR2H2	0.20775
DPY19L2P1	-1.2885
DZIP1	-2.49175
SEC22C	-0.230583333333333
GPR161	-0.00333333333333333
RNF146	1.50775
WDR74	-0.091875
GALP	-0.1225
PURA	0.23375
DNPEP	0.429916666666667
RP11-78J21.1	-1.15625
ERBB2	0.83975
FANCM	-0.586416666666667
NEO1	0.185333333333333
DDX3Y	-5.2564
RPS3A	-0.602625
MXRA7	-0.575285714285714
LGALS3	0.128333333333333
GLT8D1	-0.3275
CFL2	-0.7865
UPB1	-0.02425
NAP1L5	0.1015
CLDN14	2.3375
DHX38	0.1105
BTBD1	-0.352
TARS2	0.122333333333333
ABCF1	0.1491
FCF1	0.264666666666667
LRRC49	-0.38775
GUCY1B2	-0.2155
C1orf177	1.30683333333333
SMARCA4	-0.438428571428572
LRP8	-0.214166666666667
TAGLN3	-0.374
MRPL14	0.379
TTRAP	0.06475
ZDHHC20	1.176
NFE2L3	1.07725
KIAA1377	-0.815875
PALMD	-0.2153
TMEM43	0.7945
TTL	0.293
STAT5B	-0.568
SSB	0.01625
OR10H5	0.6625
SLC22A13	-0.19025
AKAP3	0.6905
TIMM23	0.771333333333333
OAS2	3.18758333333333
KIAA0423	0.2945
TRIM11	1.01133333333333
GLIS3	1.18075
TMEM50B	0.5955
ARHGEF4	0.783125
DEGS1	-0.480636363636364
TBL1XR1	1.22556666666667
G6PD	-1.10525
SP140	1.7066
MUC17	0.118142857142857
NUDC	0.2559
DNAJC5B	2.50866666666667
SCARA3	-0.952666666666667
CPA3	3.5935
BCAT2	-0.0705
MFN1	0.3266
NRG3	0.3775
SNX11	0.4605
PLEKHH1	-1.76083333333333
GPR177	-2.40816666666667
HCFC2	0.90725
TCAP	-0.08775
MOCOS	-0.333
C14orf93	-0.01825
PRDM10	-0.385833333333333
SLC16A4	-0.494
SRGAP1	-0.876833333333333
VIP	0.2305
DUSP27	1.79733333333333
LILRA1	1.129
MC2R	0.294
MGC24103	-2.719
MBTD1	-1.5255
FUT11	-0.654833333333333
USP33	0.1555
C15orf39	0.56175
MAP3K12	-0.721625
PAAF1	-2.05166666666667
BARHL1	-0.0655
FLJ16165	0.2095
PIWIL2	-2.9575
SYNE1	0.24725
CMTM4	0.5495
TSPYL1	-0.2323
GUF1	-0.413
TMEM157	-0.3995
WDR44	0.42675
HIST1H3C	0.3975
DKFZp666G057	-0.23525
RNPEP	0.067
GAS2L2	0.142
ADH4	-5.061
GRPR	-0.368833333333333
FBXL17	0.5455
ZBTB10	1.105
Gcom1	0.2275
HTRA1	0.8312
ZNF585A	-0.536666666666667
SLC26A2	0.365571428571429
OTOP3	0.192333333333333
WISP1	2.56855555555556
ATP2B4	0.156333333333333
FLJ10769	-0.023
CRAMP1L	0.4185
CHST12	-0.86575
RAB22A	0.452833333333333
TARDBP	0.101785714285714
STAU1	0.2065
CRB3	1.69116666666667
MIG7	0.67525
CHMP1A	0.530833333333333
ZNF160	-0.554375
B3GALT6	0.621375
BARX1	-1.39166666666667
C6orf167	-0.8031875
NXNL1	0.9375
DHX29	0.019
HADHB	-0.11975
PLXNB2	0.426625
ILDR1	-1.26675
SLC15A3	3.0515
GAS2	-3.845
C20orf69	0.2765
NUMB	0.097
TNIP1	0.417875
MESP1	2.7925
PSKH1	-0.1775
NSFL1C	-0.512
RHOG	0.79725
HEY1	-2.471
KNG1	-2.324875
ITGAX	2.527
LIN9	0.332833333333333
CANT1	0.073375
XRN1	1.06407142857143
CCDC96	0.5202
HEATR6	-1.5
GNG7	-0.972083333333333
RUNX2	1.2545625
SOX1	0.3425
FCRL5	1.8468
ZNF99	-0.717
FAM9A	-0.261
SNX22	0.83
MBNL3	-0.812333333333333
ODC1	-0.8749
ADORA2B	0.0305
NR2F6	-0.56
ZFYVE16	-0.872666666666667
SYNJ2BP	-0.0699
POLE	-0.455
E2F2	0.278625
THRA	-1.41783333333333
PTGES2	-0.909333333333333
HIP1R	0.360666666666667
TMUB1	-0.5885
ENO3	-2.0275
RSPH10B	-0.325
CXorf39	1.101875
IRGC	0.30025
GPR109B	0.6495
FLJ13305	-0.7455
LCE3A	0.0065
TNFRSF18	-0.885166666666667
DET1	-0.132
TRPM3	-0.226666666666667
C16orf79	-0.675
FECH	-0.5895
RAP2A	0.3525
CRIP1	1.37
AZIN1	0.33225
SLC7A7	4.44675
IL10RA	2.0461
TMEM64	-1.468
CDC42EP4	1.2622
C16orf58	-0.4135
ARG2	-1.59425
POU5F1P4	-4.21125
FAM62B	0.475875
DNAH8	-1.9102
ASH2L	0.29525
TSLP	-5.02216666666667
CNTNAP5	-0.255666666666667
TMEM16C	4.22325
IFNA14	0.444
SLC1A3	1.490875
CABYR	1.80625
BCL7B	-0.2964
NUDT13	-1.5315
C13orf28	0.094
C1orf53	0.0135
ARL6IP4	0.4154
RPL35A	-0.3115
EMR3	0.57825
RAB40C	0.294083333333333
SLC41A1	0.0321666666666667
LRCH1	-0.128
LY6G5B	-0.6325
FAM124A	-0.246214285714286
MGC10981	2.342
CLIP3	-0.6046
MAP4K2	-0.543666666666667
CHIC1	-0.69825
SULF1	3.30166666666667
C20orf30	-0.716142857142857
PRDM5	-0.58675
ELOVL1	0.62275
C11orf48	-0.508
SLC39A10	-0.7785
KCNV1	1.3215
ACP1	-0.7795
ZMYM2	-0.52025
B3GNT6	-0.201333333333333
C9orf69	0.26775
C2orf15	-0.18975
C20orf166	0.312
HSP90AA6P	0.7425
EDG7	0.4915
NEURL	-1.972
LPL	0.868666666666667
CLEC2D	0.464428571428572
GRRP1	1.92433333333333
CD8B	-1.9612
HIST1H3D	0.00299999999999999
SLC6A12	1.243125
FAM27L	0.3165
CD84	3.0296
RASA1	-0.4375
PHKG1	1.317
MAGEA11	-1.2915
IMPA1	-0.543
NPM3	0.567
RARRES1	4.25075
SH3BP1	0.165625
B3GNTL1	0.4795
ARPC5L	0.410833333333333
KLHL26	-0.56675
SIM2	1.017
GJC1	0.5685
C20orf194	0.49275
EXO1	-0.93725
SLC2A2	-2.67133333333333
LOC285074	-0.372
LRG1	-2.5405
KIRREL	0.5265
PIK3R1	0.490642857142857
C4orf34	-0.041
MAF	-1.22133333333333
ADCY4	3.4
ZMIZ2	0.9908
SLC46A3	0.677833333333333
STAMBP	-0.1855
CCDC16	0.3605
MS4A12	0.371
TCF20	0.9945
LRRC46	0.26425
C20orf152	0.833
MRPS6	-0.1375
ABCB11	-0.046
KCNC2	-0.222333333333333
CDH19	-2.6005
C9orf123	0.866333333333333
SSH3	-0.849875
LDLRAD1	-3.874
CCBE1	-0.9915
ZNF135	0.69125
TAAR1	0.2835
WFDC12	0.36
CCDC42	0.599166666666667
FLJ12529	-0.855
PER1	-1.33816666666667
TIMM50	0.111833333333333
SMARCAD1	-0.240166666666667
FAM26C	-0.0015
TP53TG3	-2.645
SH3RF1	1.5735
LMCD1	1.93475
GPR63	-0.069
FLJ21986	-2.75
AIFM3	-1.5425
MICAL1	0.451166666666667
BLZF1	0.9975
IQCA	0.147666666666667
PCDHGC3	-0.1965
SAC	0.8325
BCL6B	2.1815
DDO	0.1445
MARCO	4.7405
DCHS1	0.583166666666667
C1orf170	-1.83033333333333
CD200R1	1.4065
C22orf15	-0.976
SEPT11	0.595166666666667
ADNP	0.123
UST	0.2169
C13orf34	-1.13783333333333
RFFL	0.217642857142857
APBA3	0.2485
C2orf60	-0.00374999999999998
CUTL1	-0.7021
PMS1	-0.67
ZNF689	-0.928
EIF3E	0.0585
IL9	-0.714166666666667
RPL31	-0.67725
LY9	1.36833333333333
ATP2B3	0.29725
KDELR2	0.217166666666667
TFCP2	-0.057375
NLRP12	-0.471375
FLJ45422	0.175
TLE4	0.5741
ZNF570	-0.3025
FLJ43806	0.3885
TLK2	0.014
CIR	0.54525
MARS2	1.235
COL24A1	0.0295
SDF2L1	0.3015
HIBADH	-1.29266666666667
IGFBP3	-2.43964285714286
C12orf23	0.147625
PSPC1	2.27725
C20orf43	0.32525
TRAV20	0.8295
ARHGAP24	0.315
KIAA1975	-0.042125
C1QA	3.849
DNTT	-4.7735
C10orf6	0.404583333333333
C11orf41	1.1955
HNRPF	1.15825
COL11A1	6.10516666666667
UBAP2	-0.0105
CDKN2AIPNL	-0.964
C20orf174	4.591
SPRED2	-1.231
PLA2G12A	-0.318
ICEBERG	-1.9635
SCN10A	-0.0615
C11orf65	-0.5375
GBP5	5.93925
PITPNC1	-0.860833333333333
POU3F3	0.7505
NCOA7	2.273125
LIN7C	0.2967
LOC348840	-0.6115
NKX2-2	-2.24925
ANKRD13D	-0.143625
LOC123688	-0.559
FUT2	2.27183333333333
TAAR8	0.7465
FZD4	-0.672666666666667
PNMA3	-1.17783333333333
OR4L1	0.5025
WIT1	-0.98575
EXOC3L	2.56625
