Hybridization REF	TCGA-AO-A12F-01A-11R-A115-07
SCG2	-1.490375
SLC17A6	-0.2295
FMO3	2.965375
PADI4	0.010375
TUBB4	0.0952
NLK	0.84875
POU4F3	0.8065
SDF4	-0.97
ITGBL1	1.67283333333333
NETO1	-2.014
TAP2	-0.712625
ABBA-1	0.568416666666667
GNAI1	-0.7275
VPS4B	-0.3545
NOPE	-0.6192
GALNT6	1.4865
SESN1	-0.418875
GBE1	-1.87588888888889
CLASP1	1.00875
RASGEF1B	0.819375
ACOT11	-0.605571428571429
AFAP1	0.98
OR2H2	0.016
DPY19L2P1	-1.3
DZIP1	-0.78225
SEC22C	-0.3755
GPR161	0.295416666666667
RNF146	0.80025
WDR74	0.251375
GALP	-0.6395
PURA	0.44475
DNPEP	0.331833333333333
RP11-78J21.1	-1.11875
ERBB2	2.575625
FANCM	-0.36225
NEO1	-0.286333333333333
DDX3Y	-4.7503
RPS3A	-0.278625
MXRA7	0.260285714285714
LGALS3	-1.3925
GLT8D1	-1.20125
CFL2	-1.46866666666667
UPB1	0.0215
NAP1L5	0.13625
CLDN14	-0.10025
DHX38	-0.5265
BTBD1	-0.507
TARS2	1.54216666666667
ABCF1	-0.238
FCF1	0.0698333333333333
LRRC49	-1.08975
GUCY1B2	-1.7965
C1orf177	0.746666666666667
SMARCA4	0.105142857142857
LRP8	-0.0915
TAGLN3	-1.4725
MRPL14	-0.01225
TTRAP	-1.16725
ZDHHC20	1.6145
NFE2L3	0.06225
KIAA1377	-1.621125
PALMD	1.4497
TMEM43	0.22925
TTL	-0.256875
STAT5B	0.289166666666667
SSB	0.607
OR10H5	0.1305
SLC22A13	-1.04025
AKAP3	1.10475
TIMM23	0.6695
OAS2	0.537416666666667
KIAA0423	0.293
TRIM11	1.24166666666667
GLIS3	0.86325
TMEM50B	-0.538333333333333
ARHGEF4	0.4435
DEGS1	0.715
TBL1XR1	0.4967
G6PD	-1.43125
SP140	0.2366
MUC17	0.166142857142857
NUDC	-0.4832
DNAJC5B	0.7155
SCARA3	-1.96466666666667
CPA3	5.50283333333333
BCAT2	-0.055
MFN1	-0.228
NRG3	1.1185
SNX11	0.30975
PLEKHH1	-0.928833333333333
GPR177	-1.39033333333333
HCFC2	-0.082
TCAP	-0.5135
MOCOS	-2.3055
C14orf93	-0.58375
PRDM10	-1.0705
SLC16A4	-0.7375
SRGAP1	0.924833333333333
VIP	0.3465
DUSP27	-0.0838333333333333
LILRA1	0.6177
MC2R	0.186
MGC24103	-3.4265
MBTD1	-0.578
FUT11	-0.627333333333333
USP33	0.9794
C15orf39	-0.83475
MAP3K12	-0.37675
PAAF1	-1.44116666666667
BARHL1	0.003
FLJ16165	0.013
PIWIL2	-3.184
SYNE1	-0.426
CMTM4	0.31675
TSPYL1	0.5973
GUF1	-0.0635
TMEM157	-0.153
WDR44	-0.356
HIST1H3C	0.12
DKFZp666G057	-1.00975
RNPEP	-0.92475
GAS2L2	-0.143
ADH4	-0.19425
GRPR	-0.581
FBXL17	1.852
ZBTB10	0.939083333333333
Gcom1	0.5045
HTRA1	0.39
ZNF585A	0.388
SLC26A2	3.06035714285714
OTOP3	0.37
WISP1	2.22677777777778
ATP2B4	-1.55225
FLJ10769	-0.3565
CRAMP1L	0.807625
CHST12	-0.701
RAB22A	0.90825
TARDBP	-0.327
STAU1	-0.30075
CRB3	1.7425
MIG7	-2.66325
CHMP1A	0.140833333333333
ZNF160	0.162625
B3GALT6	-0.996625
BARX1	-1.0815
C6orf167	0.045125
NXNL1	0.381
DHX29	-0.30825
HADHB	-0.4345
PLXNB2	0.7475
ILDR1	-0.7735
SLC15A3	1.14125
GAS2	-5.38816666666667
C20orf69	0.1895
NUMB	-0.4025
TNIP1	-0.629875
MESP1	-0.330833333333333
PSKH1	0.48225
NSFL1C	-0.70775
RHOG	-0.54375
HEY1	-2.19483333333333
KNG1	-2.043375
ITGAX	1.2764
LIN9	0.995
CANT1	-0.78
XRN1	0.694928571428571
CCDC96	0.494
HEATR6	-0.894833333333333
GNG7	2.43016666666667
RUNX2	1.843
SOX1	0.727166666666667
FCRL5	0.1222
ZNF99	0.29275
FAM9A	0.2325
SNX22	2.23616666666667
MBNL3	-3.27666666666667
ODC1	-1.2715
ADORA2B	-1.6455
NR2F6	-0.574
ZFYVE16	-1.18016666666667
SYNJ2BP	0.4265
POLE	-0.551125
E2F2	-0.348375
THRA	-1.3075
PTGES2	-0.758333333333333
HIP1R	1.444
TMUB1	0.379166666666667
ENO3	-1.979
RSPH10B	0.1015
CXorf39	1.05825
IRGC	0.40225
GPR109B	-0.38425
FLJ13305	1.3415
LCE3A	0.475
TNFRSF18	-1.39066666666667
DET1	-0.424
TRPM3	-0.248666666666667
C16orf79	-0.4115
FECH	-0.803166666666667
RAP2A	0.546666666666667
CRIP1	-0.671
AZIN1	0.211875
SLC7A7	2.08725
IL10RA	0.0366
TMEM64	-3.442
CDC42EP4	0.5
C16orf58	-0.1457
ARG2	-1.76075
POU5F1P4	-3.61825
FAM62B	0.07875
DNAH8	-0.4703
ASH2L	-0.44975
TSLP	-2.93433333333333
CNTNAP5	-0.732333333333333
TMEM16C	-0.6235
IFNA14	-0.6105
SLC1A3	-0.642
CABYR	1.81625
BCL7B	-0.123
NUDT13	-1.77616666666667
C13orf28	0.398
C1orf53	0.0485
ARL6IP4	0.14
RPL35A	-0.06875
EMR3	0.72525
RAB40C	1.13808333333333
SLC41A1	-0.186833333333333
LRCH1	0.2395
LY6G5B	-0.3275
FAM124A	0.4735
MGC10981	-2.243
CLIP3	-0.1045
MAP4K2	0.833666666666667
CHIC1	-0.712
SULF1	3.836
C20orf30	-1.07864285714286
PRDM5	-0.19075
ELOVL1	0.3705
C11orf48	-0.1585
SLC39A10	0.021
KCNV1	-0.17525
ACP1	-0.482333333333333
ZMYM2	0.16975
B3GNT6	-0.0981666666666667
C9orf69	-0.15525
C2orf15	0.919
C20orf166	-0.093
HSP90AA6P	1.2995
EDG7	0.154
NEURL	-1.767875
LPL	2.18983333333333
CLEC2D	-0.314785714285714
GRRP1	2.93516666666667
CD8B	-3.0126
HIST1H3D	0.367666666666667
SLC6A12	-0.287875
FAM27L	-0.416
CD84	0.9781
RASA1	-1.5915
PHKG1	-0.059
MAGEA11	-1.7305
IMPA1	-0.9973
NPM3	0.065
RARRES1	6.274
SH3BP1	0.505375
B3GNTL1	-0.1585
ARPC5L	-0.585
KLHL26	0.02775
SIM2	-2.75575
GJC1	0.901
C20orf194	0.469
EXO1	-0.29925
SLC2A2	-2.63083333333333
LOC285074	-0.26125
LRG1	-2.35425
KIRREL	0.4545
PIK3R1	0.738571428571429
C4orf34	-1.7955
MAF	-1.53727777777778
ADCY4	4.48833333333333
ZMIZ2	1.2798
SLC46A3	0.595333333333333
STAMBP	-0.0433333333333333
CCDC16	0.9575
MS4A12	0.0815
TCF20	1.67475
LRRC46	-0.1155
C20orf152	-0.253
MRPS6	-1.486875
ABCB11	-0.26
KCNC2	0.0141666666666667
CDH19	3.3825
C9orf123	0.5065
SSH3	1.17775
LDLRAD1	-3.4055
CCBE1	-1.7795
ZNF135	2.020125
TAAR1	-0.4695
WFDC12	0.051
CCDC42	0.196
FLJ12529	0.19325
PER1	0.130833333333333
TIMM50	0.717166666666667
SMARCAD1	-0.538166666666667
FAM26C	-0.3055
TP53TG3	-2.57733333333333
SH3RF1	1.7048
LMCD1	1.83025
GPR63	-0.2875
FLJ21986	-2.99975
AIFM3	-1.018
MICAL1	0.628833333333333
BLZF1	0.996666666666667
IQCA	0.600166666666667
PCDHGC3	-0.333
SAC	1.1495
BCL6B	2.3035
DDO	-1.759
MARCO	3.79125
DCHS1	1.008
C1orf170	-1.36333333333333
CD200R1	0.3975
C22orf15	-0.457
SEPT11	1.13283333333333
ADNP	-0.61925
UST	-2.1895
C13orf34	-0.726666666666667
RFFL	0.298071428571428
APBA3	-0.0115
C2orf60	-0.24525
CUTL1	-0.2685
PMS1	-0.779375
ZNF689	-1.532
EIF3E	-0.885833333333333
IL9	-0.115333333333333
RPL31	0.64525
LY9	-0.294166666666667
ATP2B3	-0.04975
KDELR2	0.408208333333333
TFCP2	-0.23775
NLRP12	-0.22025
FLJ45422	0.9655
TLE4	-1.4208
ZNF570	0.037
FLJ43806	-1.1215
TLK2	0.079875
CIR	1.47175
MARS2	0.799
COL24A1	-0.78475
SDF2L1	0.306
HIBADH	-0.129333333333333
IGFBP3	-1.95571428571429
C12orf23	0.055625
PSPC1	0.21725
C20orf43	-0.05425
TRAV20	0.422
ARHGAP24	0.773
KIAA1975	-0.876125
C1QA	3.3597
DNTT	-4.63166666666667
C10orf6	-0.309083333333333
C11orf41	-0.453
HNRPF	0.8975
COL11A1	5.43116666666667
UBAP2	0.796166666666667
CDKN2AIPNL	-0.392
C20orf174	1.40575
SPRED2	0.02375
PLA2G12A	0.0588333333333333
ICEBERG	-2.55066666666667
SCN10A	0.472
C11orf65	-1.4245
GBP5	2.5395
PITPNC1	-1.747
POU3F3	2.0225
NCOA7	3.00175
LIN7C	-0.1334
LOC348840	-0.6895
NKX2-2	-3.045
ANKRD13D	1.72675
LOC123688	-1.0395
FUT2	1.05866666666667
TAAR8	0.357
FZD4	-0.130583333333333
PNMA3	-0.986
OR4L1	0.2165
WIT1	-2.748
EXOC3L	1.87225
ATPBD4	0.6229
KRBA1	-0.03175
UBXD6	-1.371
HOXB7	-0.852142857142857
C7orf23	-0.9305
UNQ338	0.36625
STAB2	0.27025
CDC20B	0.337
IRF9	-0.27025
CENTG1	0.838583333333334
TNPO2	0.1715
MCPH1	0.775375
BMS1P5	-0.1825
SLC26A7	0.253666666666667
HIST1H3J	2.0345
C9orf3	-0.7622
LBH	1.610375
MYO1D	0.50475
PTDSS2	-0.104
NFU1	0.0905
DEPDC4	-0.987
WNT7B	-0.8263
GLP2R	-0.295333333333333
SETD4	-0.3541
DYNLT3	-0.819
FKBP11	-1.30483333333333
SESTD1	0.9725
FLII	-0.27075
RPS16	0.4565
CHPF	-0.0868333333333333
CSNK2A1	-0.150333333333333
SUMO1P1	0.2645
FKBP6	-0.918
ZNF214	-2.1305
TWIST1	0.309166666666667
DDX56	-1.39833333333333
TRAM1L1	0.2164
EPO	-1.06633333333333
MRPS18B	-0.339
ZNF682	-0.523666666666667
RPL14	0.0748333333333334
MAFF	0.825
LOC51136	-0.86975
LY96	-0.98025
DDX20	-0.35675
ABTB1	0.5095
ARL5A	0.889
CCT6A	-0.1625
HEPACAM	-0.940833333333333
EHHADH	-0.110666666666667
RBAK	0.272833333333333
CGB1	3.39125
ITGB5	-0.6295
YIPF3	-0.081
FKBP2	0.9155
NR1D1	-0.7982
TMEM110	-0.354
NEK2	0.693
PRAMEF8	-2.77725
C20orf52	0.332166666666667
PCDHGA3	-0.6185
VWA3B	0.108
NDUFA5	0.323
THAP9	-0.669
FLVCR2	-1.04483333333333
AP1S1	-1.233125
SMAD6	-1.6495
SAV1	1.74075
SAT1	0.011625
ZNF251	1.109625
ADAMTS7	0.3958
RPP38	0.2515
C1orf211	-1.955
YPEL2	0.71885
RBMS1	0.74875
ZNF445	0.0381666666666667
NRXN2	0.200166666666667
PGBD4	0.691375
UGT2B28	-3.33525
WBSCR16	-0.3862
NLRC3	-0.452125
ASTL	0.539
ST6GALNAC1	-3.11775
ZADH2	-1.27725
MLLT4	2.18016666666667
ARL6	-0.245
MEF2C	0.7075
CBFA2T3	-3.405
AFF3	-0.213357142857143
COG7	-0.258833333333333
MYB	-1.13783333333333
PLXNA3	0.2335
XRCC2	0.358166666666667
MMS19	-1.01675
ST8SIA5	-1.310375
CHPT1	-0.211166666666667
KIAA1712	-0.737125
OR6X1	0.1405
ACTR3	0.153125
UGCG	0.145333333333333
OR4P4	0.1415
ZAP70	-2.12375
LPP	1.797875
ZNF485	0.12275
PTPRCAP	-0.4075
IL12RB1	0.00775
ATRX	0.4624
CHST8	-2.24625
C14orf109	-0.69625
ARV1	-0.00724999999999999
NMB	1.14957142857143
COX5A	-1.1305
EIF6	-0.82875
MPPED2	-1.3625
SEMG1	-2.2415
CHRDL1	2.531
TRAF3IP2	-0.37625
WNK2	0.067125
LILRA4	-0.0981666666666667
LAMA2	2.26875
PXT1	-0.898
RLBP1	-1.25925
CD300C	0.192
SLTM	-0.78175
FLJ10404	1.245125
APOBEC3D	-2.21
RENBP	-0.440333333333333
ATXN7L1	0.3175
NID1	2.12875
TUBGCP3	-0.8655
ITIH5	1.97611111111111
CCDC110	1.31575
C8A	-2.304
MGC87042	-0.53
HOXC13	1.154
TFDP2	-0.89175
HCP5	0.29675
POLI	-0.4725
UCN	0.186666666666667
ZNF764	-0.0281666666666667
C8orf45	-0.5875
FHL3	-0.33425
SPATA5L1	-0.8205
MMRN2	3.2435
NDST1	-0.0775
COL20A1	-0.0811666666666667
ZNF248	-0.147166666666667
PELP1	1.03383333333333
MBL2	-2.969
RNF41	-0.308375
C5orf24	0.49825
THOC5	-0.41625
SERINC3	-0.3585
RP11-151A6.2	-1.0665
CDCP2	0.173
HIST1H2AA	0.47875
C11orf75	0.354333333333333
FKBP7	0.45975
DDOST	-0.134
GPNMB	-0.6435
TTF2	-1.36666666666667
KCNT1	0.0446666666666667
SLC39A14	0.160875
NGRN	-0.0534
GPR137B	0.96575
MECP2	0.344
PSMA1	-1.4815
C16orf73	-5.355
TMEM60	-0.326333333333333
CSN3	2.3195
NOS1	0.4985
RAB7L1	0.169166666666667
YBX2	-0.9525
KIAA1166	1.16525
FUBP3	0.5245
ABCG1	-0.5835
ACACA	0.183666666666667
ARL11	-0.6555
ATOH1	0.4345
ODF1	0.193166666666667
CREB3L3	-1.28383333333333
TMEM127	1.21892857142857
DSCAML1	-1.04675
PLN	2.75533333333333
LYPLA1	0.192416666666667
PRDM9	-1.92675
SASP	-0.41775
PLUNC	-0.0976666666666666
INTU	0.65025
HISPPD1	-1.3465
LNPEP	-0.988833333333333
YARS2	-0.480333333333333
APCDD1L	-0.281
ZCCHC4	-0.8679
FBXO22	-1.60066666666667
TTLL13	-0.602
ZNF669	1.57783333333333
PTGDR	2.152
DDX27	0.93175
KIAA0409	-1.065
GJB6	0.8595
ASB8	-0.0045
PLP2	-0.303
MEPE	0.51275
OR10J5	-0.418
KRT222P	-0.465
COQ7	-0.604333333333333
C1orf101	0.06575
RERG	-1.9368
CHMP5	-0.08325
THAP11	-0.23775
ZNF43	0.472166666666667
ZRANB3	-0.0926666666666667
KRT13	1.30775
MRPL19	0.542375
RBBP9	-0.8745
SPATA17	0.50675
BXDC5	-0.112833333333333
PAFAH1B1	-0.792666666666667
MAGEE1	0.227
OSTF1	-0.42275
KIAA0323	-0.856583333333333
TXNDC13	0.331333333333333
CNTN4	0.260625
LCE1B	0.1245
UNQ501	-0.4945
ZNF154	-0.1705
C3orf64	0.392
SYT5	0.1207
PON1	-0.4615
FLJ10357	-0.277625
ATP4A	-1.8345
GNPDA1	-1.5925
MGAT1	-0.0398333333333333
C14orf121	-0.122
SLC35B2	0.409
MIER3	-0.473
CHEK1	-1.857625
ZNF8	0.431833333333333
TXNDC1	-0.716
CKB	-1.5263
RTN3	0.757285714285714
FZD2	0.517833333333333
PART1	0.974375
PSMB6	0.018
PCDHB8	-0.0855
PHC3	-0.394
PPP1R8	0.477833333333333
NOVA2	1.95916666666667
TNFRSF11B	-3.482125
GOLPH3	0.267666666666667
UBLCP1	-1.274
SUHW3	1.2355
TTLL1	1.134
OPN4	0.6065
OR13G1	-0.1505
ZPBP2	-0.0656666666666667
HSD17B11	-1.910125
C9orf50	-0.2385
DHDDS	-0.456
CTSW	0.4454
NEFM	-2.18683333333333
MRPL28	0.7185
SYN1	1.2285
PIGV	-1.52316666666667
ZIM2	-0.94675
APBB1	-0.160666666666667
SND1	-0.45775
C1orf123	-0.13
CHD3	0.06
BHLHB8	0.486
RNASE2	0.185333333333333
BCAP31	0.19375
SLC25A44	0.716333333333333
CHD6	0.8372
PIB5PA	0.441923076923077
SELS	-0.304875
LOC541471	-0.7715
FAT2	0.78
ZNF81	-0.4145
OR4C16	0.4965
FLJ10081	-0.2283
LRRC4	1.77875
CS	-1.02683333333333
N4BP2	0.130375
IGFBP7	1.54
ZNF318	0.311333333333333
NDNL2	1.165875
ZNF609	0.408375
SIRT4	-0.08
EXOSC10	-0.351
ECE2	0.0499166666666667
OVGP1	-0.6425
GTPBP3	0.23575
PACS2	0.1656
C19orf36	-1.47666666666667
ARL4C	-0.498
ATG4B	-0.157625
UBQLNL	-1.43725
RHOXF2B	-3.3745
PLEKHG2	-0.0625
GALR1	-1.1735
AQP4	0.221166666666667
HDAC7A	-0.00666666666666666
DCUN1D3	0.37875
OR8A1	-0.114
CCRN4L	0.583
CBR4	-1.53966666666667
KIFC1	-0.7205
SLC7A14	-1.50283333333333
LHX5	-0.0575
TRPC7	-0.3025
LPXN	-1.363
SERPINA1	-2.393125
RPS13	-1.6253
BPIL3	-0.3315
PRKAA1	-1.16025
FADS2	2.1348
ENAH	1.2525
PRO1768	0.2695
APBA2BP	-0.2575
LIPH	0.919
C3orf33	-0.59325
RCC2	1.10528571428571
ALDH1A2	-3.1664
RNF103	0.3725
AHCY	-0.160125
ALG12	-0.085
CCL17	1.572
ZNF543	1.45033333333333
ESRRG	2.9794
CNGA1	0.9555
RDH5	0.0771666666666667
OTX1	2.3999
PTGFR	-1.6905
CDR2	-1.064125
SELE	5.799
NLGN2	-0.799333333333333
EXOSC9	-0.7845
ZNF566	0.178
KLRC2	-4.2095
GPR12	1.102
KIAA0196	-0.60175
PDRG1	-0.18925
SSR3	-0.843285714285714
MSI1	0.525
CST9	-0.1815
CC2D1A	0.0745
PLAGL1	0.117388888888889
ZNF778	-0.145
RNF2	1.343125
KLF6	0.797833333333334
THBD	2.1975
tcag7.1314	-0.234
NR5A1	0.129833333333333
ABCD2	-0.2605
DNAJC7	-1.31125
CLEC4C	-0.0115
TM2D3	0.193125
CCDC4	-0.071
PLAC2	1.38075
DCD	0.3755
FAAH	0.80925
POLA1	0.261666666666667
TM7SF2	-1.3525
FLJ39822	-1.411
FLOT2	1.087125
MAP4K1	-1.043
SRP68	0.11275
C21orf74	0.283
ARPC5	0.672125
LOC126075	0.9045
HECW2	1.4215
ZDHHC4	-1.22125
ANKRD42	0.2836
PDE9A	0.680333333333333
ABCA8	0.836
NDUFS2	-0.3115
UBR5	-0.260875
BTBD16	-3.563
LOC554174	0.0825
ZNF20	-0.596
KIAA1843	0.508
WDR17	-1.471375
C15orf33	-0.68
RNF113A	-0.4845
CAMKK1	0.1652
CLCN2	1.61675
ANXA6	-1.966
LOC340069	0.4925
EMID1	2.419625
DPM3	0.93125
ELA1	-0.059
SLC25A13	0.6647
KRT24	-0.754
SMPD1	-0.965833333333333
TH	-0.00725000000000001
COL6A2	0.688571428571428
ANKS1B	1.6255
GPR126	-0.708
ZC3H12A	-0.597333333333333
TMEM47	0.176666666666667
C2orf51	0.1905
C1orf88	1.10383333333333
HSF2BP	-1.2475
AKAP10	0.8055
RPAP3	-1.388
KLHDC8B	-0.307125
STOM	-0.2128
MUPCDH	0.23025
C10orf72	-0.46025
PLEKHA3	0.542333333333333
TCP11L1	-0.44725
CWF19L1	-0.0285
SPEF1	0.285615384615385
YSK4	0.1155
ELN	1.009
SAMD8	-0.321166666666667
MPI	-1.466
MEPCE	-0.2257
ABCC3	-1.982625
NANOGP1	-3.14
KCNK17	1.656625
HLA-DMB	3.08216666666667
RRAGA	0.1845
ANGEL1	0.158
RBM32B	0.18
CPN1	-2.91025
MGC52282	-0.7246
HLA-A	0.453
OR9G4	-0.017
EDNRB	0.6585
SCD	-0.566071428571429
C14orf80	0.389833333333333
BAGE2	1.5775
RABL4	0.720833333333333
RCVRN	0.0545
SHANK1	0.0975
NLRP7	-3.4215
CD226	0.00525
STAT3	1.5171875
SYNJ2	-2.2781
TPCN2	1.86166666666667
WDR36	-1.22933333333333
MBD4	-0.23125
ROBO1	-0.3837
ST3GAL6	-1.91025
SLAMF8	2.38016666666667
ATN1	1.59333333333333
GPR141	0.01225
KRT36	-0.1585
TPH1	-0.3485
DDX52	1.159
ZSCAN29	-0.0516666666666667
TRPT1	-0.006
DPEP3	0.7805
DENND4A	-1.23375
TSPAN16	-0.3295
PTCHD2	-0.5015
LOC145814	0.86575
CAP1	0.350166666666667
EIF5A2	-1.2081
NT5DC3	-1.22
SEPT9	-0.646625
SEZ6L2	-0.024
EGFLAM	3.67325
VPS11	0.087125
NDUFB5	-1.05016666666667
CIDEA	4.388
IER5L	0.58525
N6AMT1	0.084
FAM83C	-0.1335
OXR1	1.56541666666667
IRX1	3.1925
DGKB	-1.25116666666667
GCN5L2	-0.85575
MIR16	-0.284625
FBXW9	-0.48125
WDR4	-1.20666666666667
PDC	0.9095
VPS33B	-0.75575
HEXB	-1.32125
FLJ32214	1.074
TCEB3	-0.5085
CRLF1	-2.3215
ABI3BP	-0.71
C8orf22	-3.93825
PYCR1	-1.214375
KIAA1706	0.525
CDK5R2	1.053
WAS	0.0065
C12orf60	-1.8765
CCBL2	-0.48775
MADD	-0.55975
C5orf34	-1.03625
WDR42A	0.1343
KLF12	-0.033625
HSPA1A	-2.208
ITM2C	-1.51458333333333
DAPK2	2.4665
LOC442590	0.927
SUMF2	-0.193625
CENPA	-0.423692307692308
TMED5	-1.2655
CDH6	-0.6678
BRP44	0.522125
THG1L	-1.72475
GABRA2	-2.61
C14orf166	-0.124
MYL1	-1.74016666666667
TNFSF18	0.5695
PAP2D	-1.58833333333333
PPIB	-0.10275
KLHL4	0.037875
SFN	0.237
CCDC127	0.10975
FRAP1	-0.58975
GOLGA5	0.291
SDCCAG1	0.123375
MGC21675	-0.0821666666666667
C10orf95	-0.731
KIAA1345	0.083
C1orf163	-0.181
LACE1	-0.659833333333333
OR10K2	-0.122
CENPN	-0.73948
TMED2	0.273
UGT1A6	-1.554
ANG	-2.281
U2AF1	-0.7045
CASC2	0.6205
NMT2	0.0736666666666667
OSGEPL1	0.097625
DFNB31	-1.039
SLC6A20	-0.540375
DKC1	-0.1845
FXYD4	-1.48075
WDR64	-0.34875
MGC5590	0.4155
CREBZF	-0.864
DAZ1	-0.56
PRPSAP1	0.63925
GCHFR	-1.64125
TTC7A	0.055875
LOC196993	0.221
UBD	-1.27533333333333
S100A1	-0.05475
RPL6	0.638333333333333
DNAJB6	1.384
NAGS	-0.019
C2orf58	0.0315
KERA	0.2355
MT1X	0.4252
UBE2B	-0.4274
KEAP1	-0.5195
MST1	-2.44875
OMA1	0.341
ABLIM2	0.83425
BCL2L13	0.156
JAZF1	-0.5325
TMEM63B	1.4295
S100A8	2.3657
ARFIP2	-0.999
UROS	-0.589
KHDRBS2	-1.3925
POLQ	-0.353375
SOAT1	-0.97875
SPAG4	-1.69225
MRPS30	-1.66466666666667
LOC494141	-1.19725
OR2T11	-0.0615
ORAOV1	1.1636
ZNF184	-0.456666666666667
TCEB3B	0.0503333333333333
ADAM21	0.74
GDPD1	0.47325
SPINLW1	0.324
PRR14	-0.0738333333333333
KCTD9	-0.4273
NUDT3	1.53175
KIAA1822	0.7919
HIST1H4K	2.375
DFNA5	-2.53475
GABPA	-0.1555
C14orf44	-0.407
POLB	-0.196875
PTAR1	-1.02625
SEC31A	0.562
TRIM58	-3.2315
TAS2R14	0.5085
VPS8	-0.54375
H1F0	1.72866666666667
PRKCB1	-3.678
UGT2A1	0.334
TOR1B	-0.96275
LSS	-1.75766666666667
C2orf19	0.4815
HNRNPC	0.311571428571429
TMEM100	-0.316833333333333
LOC116349	0.2265
OR51M1	-0.214
CCDC142	-0.32725
ISG15	-0.638375
ZCCHC14	0.682625
CREBL2	0.318875
TGDS	-1.56975
DC2	-1.22025
CACNA2D3	-2.31492857142857
ZNF429	-0.204625
LYPD6	-2.13966666666667
SUCLG1	-0.5185
OR51I1	-0.5255
MAGEH1	1.89675
PRPF40A	0.689
SMR3A	0.4095
SPINK2	-2.273
THAP2	-0.771625
NPY5R	2.622625
IRF4	-2.856
SPESP1	-1.74233333333333
OR10S1	0.101
DTD1	-0.34375
TUBE1	-0.84175
DDX19A	-0.4365
PDPN	-0.810375
TMEM34	-0.0109166666666667
MGAM	0.25725
COL3A1	5.40338888888889
GFM2	-0.9598
OR5A2	0.244
PSG9	-1.1245
ARHGEF11	-0.156
IVNS1ABP	0.696
SIGIRR	-0.06575
DUSP19	-0.92775
DNAJC14	-0.448
ACSS1	-0.00724999999999999
IL1RAPL2	-0.376
C4orf30	-0.4515
SEPT4	3.5465
LANCL3	-2.01725
SPAG17	-0.233666666666667
PRDX3	-1.386
HNF1A	-1.058625
P4HA2	-1.36475
RFWD3	0.391166666666667
MOV10	-0.72025
DNAJA5	0.328571428571429
LOC729440	0.24525
LOC200383	0.521125
SMC2	-1.9045
MIXL1	-1.27183333333333
TMEM9	0.68725
FAM86A	0.6935
ZNF174	0.2942
MYH14	0.0435
CCR8	0.077
VPS37C	0.480333333333333
GPATCH1	0.570666666666667
B3GNT8	0.605
TBX4	-0.3065
CNR2	0.386
PCDH1	0.30675
C5orf29	1.53175
OCIAD2	1.33525
PLCG2	1.07675
KIAA0247	0.96625
HRH3	0.1905
CAPN13	1.9065
CCR1	0.5735
MGC15523	-0.170277777777778
UVRAG	-1.04583333333333
DNAJA2	-0.265833333333333
ITGA2B	-0.318333333333333
CLDN5	3.9875
PTPRN2	-2.18407142857143
ZNF512	0.110166666666667
PSAP	0.111785714285714
CCDC140	-1.2305
LRRC55	0.04825
CYP26C1	0.3575
C8orf47	4.3145
LYN	-0.190875
DUSP6	3.12116666666667
TGFB3	1.76586666666667
ELK1	0.3459
PCDH11Y	0.348166666666667
HGD	-3.15075
C17orf58	-0.55
MYO3A	0.022
SERPINE2	-0.4115
AARSD1	-0.588125
C14orf73	-1.84175
ADAM33	-0.05075
ZNF491	-0.6175
MAPK6	-0.4225
TCN1	-1.11716666666667
SLC24A6	0.0805
UBE2R2	0.735
H1FNT	0.39025
TATDN2	0.516166666666667
LILRB1	0.598
P2RY5	-0.389
NUCB2	-0.844
C2orf37	1.11275
SNX27	1.4415
MTA3	0.588
FOXO4	0.3235
ID4	2.383
SOX5	-2.37566666666667
PXMP3	0.257375
OR52M1	0.425
SFT2D3	-0.153875
INA	-3.087
MCOLN1	0.59725
NFIX	0.777
CLEC14A	6.03966666666667
HIBCH	0.139666666666667
PLA2G5	1.9885
TIMM10	-0.549666666666667
MED17	-0.1186
COL4A4	2.086
TPP1	-0.317333333333333
GJA3	-1.309
TMPRSS5	1.0585
AADACL3	0.4855
DNMBP	-1.7935
ENPP5	2.40416666666667
NQO1	-2.5899
ZSCAN2	0.6875
SEC24C	-0.501666666666667
GTF2A1L	1.241
AXIN2	-2.2894
FAM33A	-1.10233333333333
C16orf13	1.077625
SPNS2	1.15775
TAF1	0.494
AP1G2	-0.2165
RBM42	1.17816666666667
HCN2	1.07166666666667
EFHB	0.9175
RUSC1	-0.169333333333333
GRIK5	-0.0735
USP21	0.466166666666667
ATAD3C	1.23475
ORMDL2	-0.08275
PRSS7	-3.84125
PSAT1	-1.248
FLJ13195	-1.423
TBC1D1	0.555333333333333
IFNG	-0.7565
OTOS	0.579333333333333
ZNF773	0.936833333333333
EMD	-1.45025
RETN	1.6385
CCL8	4.158
APH1A	-0.819875
COX18	-0.869125
GTF2IRD2	-0.254
CCDC82	-0.511083333333333
PAFAH2	-0.7643
NPEPL1	-0.8245
RP11-114G1.1	0.775
TP53INP1	0.07275
ZNF300	0.217333333333333
FOXL2	-3.5655
LARP2	0.432666666666667
LATS1	0.356
HTR6	0.153
SPOCK2	-0.714833333333333
RNF144B	2.1325
HTATIP2	-1.0695
MGC10334	-0.0648333333333334
CENTA2	1.738
FGF2	-1.52225
FXYD7	-0.09025
PHYHIPL	-2.42175
GPR34	3.78875
