Hybridization REF	TCGA-E2-A14T-01A-11R-A115-07
NCDN	1.17633333333333
FLJ33534	1.73
RAG1	-2.227125
OR4D10	0.33
PTPN5	-0.3275
POMT1	0.10675
LRRC8A	0.1446
CYP1A1	-0.99075
CAPN1	1.26566666666667
DDHD2	0.286625
GRIK2	0.7275
GNRHR	0.24675
PPBP	0.70475
HTR3A	-0.917625
SLITRK4	-0.1405
ANKRD49	-0.604
BTF3	0.183
SARS	0.115
C13orf18	-0.0406666666666667
CACNB1	0.279428571428571
QKI	-0.562
SETMAR	0.291
MAN2B1	0.971833333333333
EML3	0.19375
ACADL	3.1495
OFD1	1.227625
DEFB114	0.4095
CGA	-3.5357
PEX16	0.229
LRRC10	0.089
GNG12	-0.4035
C1orf152	-0.513
CHRM1	0.1175
CD53	0.6405
DBH	-1.3635
TFAP2B	-1.3085
HIST1H2BJ	-0.308833333333333
FAM46D	0.0775
TMEM11	-0.5275
C3orf32	-2.3895
PCCB	-0.545375
IPO13	0.81
C6orf105	-3.75825
COMMD5	0.687
SUV420H1	0.194
LTBR	1.22375
ARHGAP15	-1.499875
HDHD2	1.11875
TDRKH	0.601
LOC401052	1.8315
PSG4	-0.748
GNB4	-1.1201
SPATA4	2.22025
SLC9A3	-0.6425
OSBP	0.604
NBPF3	0.941083333333333
DOCK11	-0.785
SLC39A5	-1.50466666666667
PRR5	0.5729
C10orf63	1.846
SMTNL2	0.33175
ADRA1A	0.12075
ASAH1	1.3318
DOM3Z	-0.4552
GIPR	0.4645
AHI1	-0.206416666666667
NADSYN1	0.6725
RGS14	0.7813
IL18BP	0.6881
RTN4RL1	1.77141666666667
ARMC6	-0.47725
PSMD5	-0.519333333333333
HK3	2.7885
OR4S1	2.11875
RSU1	0.1164
MAD2L1	-1.42888888888889
EIF4A3	-0.74375
DLEC1	0.178
E4F1	0.0183333333333333
CHMP2B	0.6428
CAMSAP1	0.23475
RPS21	-0.524833333333333
ARID5A	-0.51925
UBE2N	-0.5826
IGSF8	1.62133333333333
MAGEB6	-3.4935
ACAD11	-1.4399
MGC4172	-0.114
LMO4	-0.573
KLKB1	0.10175
HP	-1.174
HDAC3	0.2425
SCHIP1	-0.28975
CLCA1	-0.2795
OLFML2A	0.97775
C1orf112	-1.653
KIF19	1.15833333333333
HAPLN4	-0.2353
CXCR7	-1.0935
GOT2	-0.2662
RAB38	-3.0955
DCX	5.0125
PPM1H	0.432833333333333
NFYC	0.270833333333333
KIN	-0.736625
ZNF228	1.01475
PLSCR4	0.721833333333333
HIG2	-1.03475
FAM79B	6.003
C21orf86	-0.34
KCNK10	-1.055
ZNF738	-1.261
FSTL5	-2.00333333333333
OR6A2	-0.076
OTOA	1.10683333333333
EXOC1	0.2145
AHRR	-3.51775
PDAP1	-0.562416666666667
C19orf6	0.25425
ZAN	0.05725
LY6G6E	0.1585
EIF4E2	-0.867
C20orf198	0.06925
ZNF324	-0.02725
CYP3A5	0.6425
ENTPD7	0.371666666666667
MBOAT5	1.35116666666667
GJB5	-1.657
TTC13	-0.158
S100Z	-1.19083333333333
KIAA0664	0.0756666666666667
PDGFRB	1.52383333333333
IL17D	-1.04575
OR56B4	-0.2285
RDX	-2.49766666666667
SLC34A3	0.201
IL28B	-0.4655
JUND	0.895
CHRNB1	-0.252125
CAMK2B	0.649
FETUB	-1.7645
CXorf23	1.6955
MRTO4	-0.820125
TTC3	0.9416
NDUFB8	-0.3315
EDG2	-2.343
SEMA3G	1.65775
IL23A	-2.3965
GRHL1	0.5583
LOC441054	-0.3945
WDR65	1.742625
PSTK	-0.718
STOML3	0.225666666666667
R3HDM2	0.136
C5	-2.68875
SLC2A10	1.15333333333333
C3orf22	0.03125
PAQR3	-0.724769230769231
ANKRD26	-0.870333333333333
HCRTR1	-0.2025
LOC399947	-2.95175
PSD2	2.39275
TIGD2	-0.890833333333333
SCRN1	-0.3695
COQ10A	-0.5945
DDI2	0.006
METTL7B	-0.755166666666667
UCN2	0.091
FAM92A3	-1.69325
WDR16	2.477
ZNF511	-0.4275
ZMYM5	-1.286125
POLR3G	-2.26075
ZNF586	-0.362
C1orf49	0.314166666666667
TANK	0.9265
RCAN1	-1.19716666666667
PELI3	1.00683333333333
LIMD2	-0.461333333333333
TMEM189	0.478
NTN4	-2.288875
LOC151300	-0.3145
CLEC2A	-2.017
GPR135	-0.13325
DPYSL4	-2.7819
JAK2	0.716
TSHZ1	1.509
TM9SF4	-0.309875
ZNF264	1.49233333333333
SIRPG	1.11925
BICD1	-0.626
HERC6	1.331
METTL5	-0.799
CASP1	-0.012
PRRT1	0.444333333333333
PLA2G4C	1.991
ICA1L	1.2415
TPTE2	-0.00850000000000002
OTUD7A	0.673166666666667
AQP11	-0.33825
APOA2	-3.3455
KALRN	-0.4567
SECTM1	0.230833333333333
IFNAR1	0.247
TALDO1	0.470375
RAB11FIP4	1.05141666666667
EIF5A	-0.914
FAM49A	1.6095
NEGR1	0.2375
YTHDC2	1.026875
EHD2	-0.6955
NCF1	1.1921
SCRT2	0.573
HOXA5	0.417666666666667
NUP133	-0.052
FGF12	2.573375
SLMO2	-0.554375
SNTA1	-0.47625
CACNG2	3.938375
GCM1	0.3915
ELF1	1.85966666666667
TLR5	2.6145
TCFL5	-1.19166666666667
RBMY2FP	-2.155
LOC100125556	0.384875
FAM129B	0.692375
MAP3K7IP1	0.09475
NCK2	0.028
OXA1L	-1.00875
FMO9P	1.072
ZSCAN12	0.10125
PSMD12	0.714583333333333
HSCB	-0.495
CLDN10	-3.558
MGC13053	-0.68225
HPCAL4	-0.914333333333333
ASZ1	-0.6545
MEX3D	-0.3315
NFAT5	0.0249000000000001
CSPG4LYP1	-0.289333333333333
FBXO3	0.6849
DVL1	0.1795
CMKLR1	3.081
TYMS	-3.595375
PEF1	0.964
ZNF750	2.085
MCM5	-1.4658
MEGF11	-0.33625
KCNK7	0.106
PTP4A3	0.7
C1QTNF2	-1.282
OR6S1	-0.1455
FAM122B	-1.28
ZNF551	-0.095875
HBQ1	-1.8235
GEMIN6	-0.3315
ARSK	-1.5225
RBP7	2.50033333333333
CPNE9	1.83375
DSC1	3.251
LOC730112	-0.6995
MAP2K4	0.34975
HS3ST5	-2.11
EPB41L3	2.379
TEKT2	1.87875
CDKN2B	0.4345
ZNF480	0.73025
MAP3K6	-0.1313
MAP6	2.45683333333333
HN1	-0.4409
OR2L13	0.19975
SLC16A11	1.3865
FAM96A	-0.4815
APOL1	0.05275
C5orf32	0.15625
RTP1	-0.621333333333333
RNF175	-1.1015
ZBTB41	1.631125
AHCTF1	0.6599
SAE2	-0.7526
ITGA2	0.01775
MME	0.796166666666667
CCDC14	-1.274
MAST4	1.37135714285714
KRT33B	-0.4765
KCTD2	-0.284666666666667
WDR26	0.69925
MFI2	-0.350625
NR4A3	-0.165125
ARSA	1.015
UNKL	0.3515
SULT6B1	-0.1085
CCNA2	-2.41566666666667
SOX15	-0.419
PPAPDC1B	1.38325
C19orf44	-0.0675
MCAT	0.38375
ARID1B	-0.1895
OR52N1	0.4885
C12orf48	-1.4345
MAGI1	1.434
NIPA2	-0.6775
GBX2	-1.57525
RSHL3	2.963
RAVER1	0.226333333333333
C15orf17	-0.065
SLC30A2	0.30725
ZNF518	-0.1265
PCYT1B	-1.6155
C10orf114	-2.05675
EIF3H	0.3945
SLC25A39	0.391
KIF1B	-0.2495
AMOTL2	-0.89075
C6orf120	0.158625
PSRC1	-1.3475
PLA2G10	0.8095
KIF5C	1.523875
MRPL37	-1.0565
C17orf62	-0.170666666666667
C9orf135	-1.6595
DUSP10	0.6843
CLCNKB	0.0275
PSMA5	-0.369625
C8orf53	0.96575
AMPD3	0.697166666666667
PIAS1	0.14875
ADCYAP1R1	-0.0585
GYLTL1B	0.909
CDH20	-0.1308
FBXO7	-0.091
TMEM134	0.703
FLJ14213	0.331666666666667
ZNF3	0.28725
LRRFIP1	0.583458333333333
CNOT2	0.116583333333333
ABI3	2.10775
ALDH5A1	0.190333333333333
HNT	2.8395
SERPINA4	-2.4335
TK2	0.447666666666667
STMN1	-0.395555555555556
GUCA2A	-0.11
GALNT10	0.275428571428571
DPP6	-0.2899
C9orf93	-0.00737500000000001
PRELID2	-0.799125
STK39	0.329875
SFTPA1	-1.49975
CKS2	-1.86644444444444
RHO	0.327375
C20orf135	-0.04075
XKR3	-2.153
CR1	1.215375
RPS6KA2	1.08671428571429
C20orf112	1.21225
MRPL22	-0.36925
C4orf23	0.120666666666667
GADD45B	1.628
KLHDC1	0.9615
C2orf48	-1.557
ZNF287	0.9965
DAAM2	-1.4235
DPPA2	-3.23633333333333
TCTN3	-0.390666666666667
DNAJB11	-0.59775
FPR1	2.30875
DEFB4	0.026
PTCD2	-0.1572
SMOC2	3.46816666666667
CABP7	2.55075
SERPINB11	-0.18025
MAGEF1	0.47375
NDE1	0.192333333333333
ITGA10	0.8815
FSHB	-0.00749999999999999
ANXA2	0.246125
HORMAD2	0.2415
HLCS	0.52775
MCF2L	0.802666666666667
FH	-0.82625
TBC1D24	1.551
KIAA1505	1.5315
LGALS2	-2.72525
CNBD1	0.415
SYNPO2L	-0.5445
PTPN23	0.169571428571429
C1orf183	-1.18583333333333
MAGEA8	-2.661
DGCR8	-1.258375
GSR	-1.676
PAQR7	0.8405
ZNF676	0.72625
CACNA1C	0.2555
SP7	0.3685
PDCD6	0.188
NRN1L	0.2475
BRI3BP	-0.3155
KIAA1183	1.77
ASB4	-0.048
CCL23	1.6068
OBSL1	-0.56775
SLC12A7	1.80866666666667
KIAA0240	1.855
CD1B	-2.9165
FCGR2A	1.46575
MDC1	-0.92375
HTR1A	0.433333333333333
OCEL1	0.76025
ATP11B	-0.21
FBXO34	-0.000166666666666658
PCDH12	2.7895
RPE	-0.99925
C17orf74	0.0265
CSDC2	0.0888333333333333
PET112L	-0.37525
TMBIM1	0.899875
P2RXL1	-0.11725
TCHP	-0.97025
TRMT1	-1.142
F2RL2	0.858583333333333
LRRC32	2.73066666666667
IMPG2	0.213
BGLAP	-0.34825
LOC493869	-2.24666666666667
MRAS	1.799875
SLC35F5	-0.1175
CBWD1	0.182
AXL	-3.150375
ATP2C2	3.1115
TELO2	-0.282
PNPLA3	-2.84475
PCDHB14	0.60075
CD276	0.902
KRT80	-2.1895
DUSP28	0.783
CSNK1E	0.414833333333333
SRP14	0.892
KCNQ4	0.083
KRT72	-0.051
CCDC117	-0.3425
C6orf89	0.502444444444444
TUBB2B	-3.24216666666667
RTN4IP1	-0.5555
CR1L	-3.70933333333333
CEND1	0.36225
C12orf41	0.8375
RNF31	-0.12975
UBN1	0.231833333333333
C17orf32	0.750375
SLC5A7	0.29425
GPR92	0.0428333333333333
ESAM	1.6764
CTNNA1	0.339666666666667
HRBL	0.3415
CBX4	0.87125
TMEM182	0.0035
SH3TC2	-1.25516666666667
IL10	1.02433333333333
PXMP4	1.083
RNF167	0.2641
PAK7	1.18033333333333
ETV3	-0.3025
ATPIF1	0.025
LOC554207	-2.14933333333333
OR8H1	-0.1445
WDFY3	1.419125
DPM1	-1.18625
GPSM1	-0.00949999999999999
WDR92	0.1048
LRP1	0.639
ANKH	-0.468625
THUMPD3	-0.82975
POLR1B	-0.83925
OLFM4	3.91233333333333
RAD9B	0.16875
TSPY2	-3.584
PAX6	-1.87816666666667
SCG2	-2.141875
SLC17A6	-0.37925
FMO3	3.0535
PADI4	0.235625
TUBB4	0.1224
NLK	-0.55675
POU4F3	-0.0245
SDF4	0.3845
ITGBL1	2.29566666666667
NETO1	-2.18575
TAP2	0.003625
ABBA-1	-0.197416666666667
GNAI1	-1.3665
VPS4B	1.11
NOPE	-1.1309
GALNT6	2.49683333333333
SESN1	0.402125
GBE1	-2.04077777777778
CLASP1	-0.01175
RASGEF1B	1.020375
ACOT11	0.700071428571429
AFAP1	0.59975
OR2H2	0.0385
DPY19L2P1	-0.54375
DZIP1	-2.54125
SEC22C	-0.0160833333333333
GPR161	-1.23433333333333
RNF146	-0.522
WDR74	-0.982
GALP	-0.7525
PURA	1.77925
DNPEP	0.515833333333333
RP11-78J21.1	-0.9505
ERBB2	2.188
FANCM	-1.26466666666667
NEO1	-0.261
DDX3Y	-5.0351
RPS3A	-0.620375
MXRA7	-0.285285714285714
LGALS3	-0.849
GLT8D1	0.516
CFL2	-2.0275
UPB1	-0.454
NAP1L5	-0.272625
CLDN14	0.53675
DHX38	-0.000249999999999998
BTBD1	0.347
TARS2	0.880333333333333
ABCF1	-0.3817
FCF1	0.312333333333333
LRRC49	-0.3475
GUCY1B2	-0.2785
C1orf177	0.471166666666667
SMARCA4	0.522357142857143
LRP8	-1.87766666666667
TAGLN3	-1.01
MRPL14	-0.32125
TTRAP	0.09775
ZDHHC20	1.378
NFE2L3	-2.26375
KIAA1377	2.262
PALMD	1.3988
TMEM43	-0.1435
TTL	-1.387875
STAT5B	-0.873666666666667
SSB	-0.55975
OR10H5	0.128
SLC22A13	-0.619
AKAP3	-1.26125
TIMM23	-1.08783333333333
OAS2	1.03591666666667
KIAA0423	0.5465
TRIM11	1.094
GLIS3	0.759125
TMEM50B	0.670666666666667
ARHGEF4	-1.137125
DEGS1	-0.772818181818182
TBL1XR1	1.11151724137931
G6PD	-0.44
SP140	0.055
MUC17	0.113785714285714
NUDC	-0.2963
DNAJC5B	3.52433333333333
SCARA3	-1.63666666666667
CPA3	5.72983333333333
BCAT2	0.018625
MFN1	-0.6914
NRG3	0.059
SNX11	0.97875
PLEKHH1	-0.472833333333333
GPR177	-0.715
HCFC2	-0.47525
TCAP	0.116
MOCOS	-1.3185
C14orf93	-0.1035
PRDM10	-0.185166666666667
SLC16A4	-0.4205
SRGAP1	0.519833333333333
VIP	0.153
DUSP27	0.324166666666667
LILRA1	0.5981
MC2R	-0.019
MGC24103	-2.18775
MBTD1	-0.126
FUT11	-1.12183333333333
USP33	0.1025
C15orf39	-1.13425
MAP3K12	-0.211625
PAAF1	-0.711666666666667
BARHL1	-0.254
FLJ16165	-0.6155
PIWIL2	-2.1805
SYNE1	0.506416666666667
CMTM4	0.87275
TSPYL1	0.2661
GUF1	-0.141
TMEM157	2.4365
WDR44	0.378
HIST1H3C	0.14975
DKFZp666G057	3.3195
RNPEP	1.30175
GAS2L2	0.790833333333333
ADH4	-4.2955
GRPR	4.11333333333333
FBXL17	0.85225
ZBTB10	0.949083333333334
Gcom1	0.432777777777778
HTRA1	1.0472
ZNF585A	0.205333333333333
SLC26A2	-0.0383571428571429
OTOP3	0.423666666666667
WISP1	1.72633333333333
ATP2B4	-0.365916666666667
FLJ10769	1.15925
CRAMP1L	0.816375
CHST12	0.07675
RAB22A	0.655833333333333
TARDBP	-0.356285714285714
STAU1	-0.17125
CRB3	1.53483333333333
MIG7	-0.63225
CHMP1A	0.379833333333333
ZNF160	0.5275
B3GALT6	0.393375
BARX1	-1.8725
C6orf167	-2.19375
NXNL1	0.4255
DHX29	0.465875
HADHB	-0.0685
PLXNB2	0.63125
ILDR1	-0.36375
SLC15A3	2.29825
GAS2	-4.37633333333333
C20orf69	0.264
NUMB	-0.73925
TNIP1	0.981375
MESP1	0.065
PSKH1	0.37725
NSFL1C	0.48125
RHOG	-0.184
HEY1	-0.811333333333333
KNG1	-2.46975
ITGAX	2.5601
LIN9	-1.0685
CANT1	1.16875
XRN1	0.388714285714286
CCDC96	2.0447
HEATR6	0.406
GNG7	-0.497083333333333
RUNX2	0.6148125
SOX1	0.384333333333333
FCRL5	0.6485
ZNF99	0.67275
FAM9A	0.709
SNX22	0.221
MBNL3	-2.38133333333333
ODC1	-1.9615
ADORA2B	-2.55916666666667
NR2F6	1.08925
ZFYVE16	1.51183333333333
SYNJ2BP	1.1023
POLE	-0.746
E2F2	-1.165125
THRA	1.8895
PTGES2	-0.144833333333333
HIP1R	-0.0231666666666667
TMUB1	0.527833333333333
ENO3	-2.16675
RSPH10B	-0.0565
CXorf39	0.60825
IRGC	-0.0085
GPR109B	0.4325
FLJ13305	-0.388
LCE3A	-0.4235
TNFRSF18	-0.886166666666667
DET1	0.15775
TRPM3	-0.207090909090909
C16orf79	-0.6205
FECH	0.462666666666667
RAP2A	0.38
CRIP1	2.71516666666667
AZIN1	0.076875
SLC7A7	3.11675
IL10RA	0.8755
TMEM64	0.8465
CDC42EP4	0.6272
C16orf58	-0.0512
ARG2	-3.8425
POU5F1P4	-3.77275
FAM62B	-0.068375
DNAH8	-2.2489
ASH2L	0.212
TSLP	-3.90533333333333
CNTNAP5	-0.2064
TMEM16C	3.46075
IFNA14	0.193
SLC1A3	1.399375
CABYR	0.70725
BCL7B	0.4251
NUDT13	-0.6205
C13orf28	0.52525
C1orf53	-0.9195
ARL6IP4	-0.2326
RPL35A	-0.5445
EMR3	1.9915
RAB40C	0.832083333333333
SLC41A1	0.388166666666667
LRCH1	0.09525
LY6G5B	-0.9765
FAM124A	-1.04121428571429
MGC10981	-3.61983333333333
CLIP3	0.1596
MAP4K2	0.4015
CHIC1	0.84825
SULF1	2.2865
C20orf30	0.851928571428571
PRDM5	-1.222
ELOVL1	0.762
C11orf48	-0.378375
SLC39A10	0.4325
KCNV1	-0.142
ACP1	-0.534166666666667
ZMYM2	0.04175
B3GNT6	-0.4105
C9orf69	-0.093
C2orf15	0.94725
C20orf166	0.7375
HSP90AA6P	1.8095
EDG7	-0.954
NEURL	-0.0535
LPL	3.094
CLEC2D	0.625928571428572
GRRP1	1.17816666666667
CD8B	-2.6798
HIST1H3D	0.416166666666667
SLC6A12	1.073
FAM27L	-0.07
CD84	2.9468
RASA1	0.847
PHKG1	-0.247
MAGEA11	-1.859
IMPA1	-0.0071
NPM3	-1.775
RARRES1	3.8185
SH3BP1	0.015375
B3GNTL1	-0.5505
ARPC5L	-0.163333333333333
KLHL26	0.757
SIM2	-2.27725
GJC1	0.2185
C20orf194	0.851
EXO1	-2.17025
SLC2A2	-2.8945
LOC285074	-0.8895
LRG1	2.65825
KIRREL	0.065
PIK3R1	0.759642857142857
C4orf34	0.69875
MAF	-1.57144444444444
ADCY4	3.2385
ZMIZ2	0.7275
SLC46A3	3.041
STAMBP	0.178166666666667
CCDC16	0.865
MS4A12	0.331
TCF20	0.2745
LRRC46	2.5095
C20orf152	-0.146
MRPS6	-0.902875
ABCB11	0.944
KCNC2	7.24866666666667
CDH19	-2.4332
C9orf123	-0.718666666666667
SSH3	0.732625
LDLRAD1	-1.70875
CCBE1	-0.8835
ZNF135	0.606875
TAAR1	0.005
WFDC12	-0.119
CCDC42	-0.4915
FLJ12529	-0.6065
PER1	-0.673666666666667
TIMM50	-0.891833333333333
SMARCAD1	-0.251666666666667
FAM26C	-0.137
TP53TG3	-3.00916666666667
SH3RF1	1.7437
LMCD1	1.15975
GPR63	-0.936
FLJ21986	-2.52
AIFM3	0.2975
MICAL1	0.257333333333333
BLZF1	0.893666666666667
IQCA	1.35783333333333
PCDHGC3	-2.164
SAC	0.2295
BCL6B	1.46716666666667
DDO	0.37225
MARCO	2.7545
DCHS1	0.390666666666667
C1orf170	-0.540833333333333
CD200R1	1.12016666666667
C22orf15	-0.77
SEPT11	-0.567166666666667
ADNP	0.6205
UST	-1.9792
C13orf34	-1.6545
RFFL	1.36571428571429
APBA3	-0.231
C2orf60	-1.21075
CUTL1	0.0904
PMS1	-0.95025
ZNF689	1.0435
EIF3E	-0.256166666666667
IL9	0.162333333333333
RPL31	-0.6485
LY9	0.412333333333333
ATP2B3	-0.05575
KDELR2	-0.189166666666667
TFCP2	0.32875
NLRP12	0.023125
FLJ45422	0.47
TLE4	-1.4229
ZNF570	-0.293
FLJ43806	-0.547
TLK2	1.4265
CIR	0.83625
MARS2	-0.192
COL24A1	0.5835
SDF2L1	-0.337
HIBADH	-0.145
IGFBP3	-2.72114285714286
C12orf23	-0.0365
PSPC1	-0.31075
C20orf43	0.0725
TRAV20	0.294
ARHGAP24	0.41975
KIAA1975	-0.714875
C1QA	2.8958
DNTT	-4.69933333333333
C10orf6	-0.100166666666667
C11orf41	0.07625
HNRPF	-0.437875
COL11A1	5.30716666666667
UBAP2	-0.250833333333333
CDKN2AIPNL	-1.454
C20orf174	3.39575
SPRED2	-0.01525
PLA2G12A	-0.0836666666666667
ICEBERG	-2.44033333333333
SCN10A	-0.137
C11orf65	-0.42725
GBP5	3.074
PITPNC1	-1.494
POU3F3	1.007
NCOA7	-1.051625
LIN7C	0.0928
LOC348840	-0.8435
NKX2-2	-2.55425
ANKRD13D	0.528375
LOC123688	-1.47675
FUT2	1.52133333333333
TAAR8	-0.002
FZD4	-0.196416666666667
PNMA3	-1.31633333333333
OR4L1	-0.024
WIT1	-2.5985
EXOC3L	1.5155
ATPBD4	-0.5218
KRBA1	-0.5555
UBXD6	-1.87175
HOXB7	1.79042857142857
C7orf23	-1.166
UNQ338	0.9385
STAB2	0.35975
CDC20B	2.126
IRF9	1.29025
CENTG1	0.673
TNPO2	-0.72125
MCPH1	-0.438375
BMS1P5	-2.0315
SLC26A7	1.41625
HIST1H3J	0.91525
C9orf3	-0.6863
LBH	0.418875
MYO1D	1.35
PTDSS2	0.1155
NFU1	0.2955
DEPDC4	-2.3645
WNT7B	0.2956
GLP2R	-0.6135
SETD4	-0.4091
DYNLT3	-0.3873
FKBP11	-0.822
SESTD1	1.19483333333333
FLII	-0.2915
RPS16	-0.6553
CHPF	0.230333333333333
CSNK2A1	0.00516666666666667
SUMO1P1	-0.5755
FKBP6	-0.4565
ZNF214	1.59516666666667
TWIST1	-0.0978333333333333
DDX56	-0.1795
TRAM1L1	2.0653
EPO	-1.06116666666667
MRPS18B	-0.1895
ZNF682	-0.691333333333333
RPL14	-0.344333333333333
MAFF	0.3195
LOC51136	1.241125
LY96	-0.22075
DDX20	-0.372
ABTB1	0.751833333333333
ARL5A	0.5099
CCT6A	-0.9275
HEPACAM	-0.324333333333333
EHHADH	-1.5695
RBAK	1.00533333333333
CGB1	4.45325
ITGB5	-0.0603
YIPF3	0.988
FKBP2	0.8645
NR1D1	0.8847
TMEM110	0.089
NEK2	-0.597666666666667
PRAMEF8	-2.69875
C20orf52	-0.159333333333333
PCDHGA3	0.8275
VWA3B	-0.04625
NDUFA5	0.427125
THAP9	-0.164
FLVCR2	0.044
AP1S1	-0.3215
SMAD6	-0.6975
SAV1	-0.169
SAT1	1.468375
ZNF251	1.277875
ADAMTS7	0.1181
RPP38	-0.49075
C1orf211	-0.7945
YPEL2	2.655
RBMS1	-0.8135
ZNF445	0.1915
NRXN2	0.145833333333333
PGBD4	0.00712500000000001
UGT2B28	-3.23425
WBSCR16	-0.0678999999999999
NLRC3	0.72825
ASTL	0.254
ST6GALNAC1	-2.69925
ZADH2	0.45225
MLLT4	0.299083333333333
ARL6	-0.427166666666667
MEF2C	0.0125
CBFA2T3	0.946
AFF3	3.084
COG7	0.0116666666666667
MYB	-0.1185
PLXNA3	0.5545
XRCC2	-2.27866666666667
MMS19	-0.3745
ST8SIA5	-1.250625
CHPT1	-1.9325
KIAA1712	-0.64975
OR6X1	0.3275
ACTR3	0.213375
UGCG	1.41633333333333
OR4P4	0.6525
ZAP70	-2.7955
LPP	0.682
ZNF485	-0.835
PTPRCAP	-0.70075
IL12RB1	0.2055
ATRX	0.7169
CHST8	0.46425
C14orf109	-0.648
ARV1	0.325
NMB	0.282142857142857
COX5A	-0.821333333333333
EIF6	-0.606
MPPED2	3.4095
SEMG1	-2.0755
CHRDL1	1.6765
TRAF3IP2	0.8385
WNK2	-0.881625
LILRA4	1.38533333333333
LAMA2	3.777
PXT1	0.0865
RLBP1	-3.19066666666667
CD300C	1.37025
SLTM	0.678875
FLJ10404	0.1794375
APOBEC3D	-1.2015
RENBP	0.664666666666667
ATXN7L1	-0.0175
NID1	0.5965
TUBGCP3	-0.0487500000000001
ITIH5	2.36144444444444
CCDC110	3.0875
C8A	-3.1735
MGC87042	-0.7555
HOXC13	0.8405
TFDP2	-1.3255
HCP5	0.50025
POLI	0.65
UCN	0.156666666666667
ZNF764	1.49433333333333
C8orf45	1.56575
FHL3	-0.649
SPATA5L1	-0.7635
MMRN2	2.55133333333333
NDST1	0.515
COL20A1	-0.3355
ZNF248	-0.915833333333333
PELP1	-0.496333333333333
MBL2	-4.01533333333333
RNF41	0.38275
C5orf24	1.248125
THOC5	-0.6215
SERINC3	1.24975
RP11-151A6.2	0.758
CDCP2	0.04275
HIST1H2AA	0.889
C11orf75	-0.366666666666667
FKBP7	-0.84
DDOST	-0.21725
GPNMB	1.43166666666667
TTF2	-0.863
KCNT1	0.142
SLC39A14	-1.343625
NGRN	0.1955
GPR137B	1.84
MECP2	0.928125
PSMA1	-0.549
C16orf73	-5.8075
TMEM60	0.191833333333333
CSN3	0.262
NOS1	0.5275
RAB7L1	0.0925
YBX2	-0.2145
KIAA1166	-1.254875
FUBP3	0.234666666666667
ABCG1	1.9995
ACACA	-0.00850000000000003
ARL11	1.2493
ATOH1	null
ODF1	-0.161
CREB3L3	-1.566
TMEM127	1.15428571428571
DSCAML1	-0.383
PLN	2.83833333333333
LYPLA1	1.09283333333333
PRDM9	-1.8765
SASP	-1.15525
PLUNC	0.3405
INTU	-0.0585
HISPPD1	0.66675
LNPEP	0.453666666666667
YARS2	-0.679833333333333
APCDD1L	-1.2375
ZCCHC4	-0.0316
FBXO22	-0.990833333333333
TTLL13	0.5345
ZNF669	0.898833333333333
PTGDR	2.78875
DDX27	-0.061
KIAA0409	-0.599166666666667
GJB6	0.29
ASB8	1.7305
PLP2	0.660833333333333
MEPE	0.57
OR10J5	-0.0695
KRT222P	5.622
COQ7	-0.215166666666667
C1orf101	1.38975
RERG	3.4964
CHMP5	0.438875
THAP11	0.170125
ZNF43	0.871
ZRANB3	-0.9565
KRT13	0.24
MRPL19	-0.8045
RBBP9	-0.62775
SPATA17	1.034
BXDC5	-0.5635
PAFAH1B1	-0.891916666666667
MAGEE1	0.2095
OSTF1	0.26225
KIAA0323	0.440833333333333
TXNDC13	1.5255
CNTN4	0.114625
LCE1B	1.509
UNQ501	0.876
ZNF154	0.57175
C3orf64	0.4025
SYT5	1.5829
PON1	-0.795166666666667
FLJ10357	-0.832875
ATP4A	-1.4305
GNPDA1	-0.157833333333333
MGAT1	0.762833333333333
C14orf121	0.82775
SLC35B2	0.2515
MIER3	0.5435
CHEK1	-3.29925
ZNF8	-0.272166666666667
TXNDC1	-0.933333333333333
CKB	-0.7394
RTN3	1.10535714285714
FZD2	-1.38216666666667
PART1	0.352125
PSMB6	-0.74175
PCDHB8	-1.221
PHC3	0.6719
PPP1R8	-0.6055
NOVA2	1.42766666666667
TNFRSF11B	-3.980625
GOLPH3	0.586166666666667
UBLCP1	-0.091
SUHW3	-1.39825
TTLL1	1.098
OPN4	-0.1725
OR13G1	0.3075
ZPBP2	0.593333333333333
HSD17B11	-1.508875
C9orf50	-0.1175
DHDDS	1.018
CTSW	0.2335
NEFM	-2.3155
MRPL28	-0.93725
SYN1	1.10016666666667
PIGV	0.952166666666666
ZIM2	-1.52075
APBB1	0.355166666666667
SND1	-0.0625
C1orf123	-0.230166666666667
CHD3	0.55525
BHLHB8	-0.086
RNASE2	-0.00616666666666667
BCAP31	1.2955
SLC25A44	0.341166666666667
CHD6	1.1724
PIB5PA	0.884076923076923
SELS	0.1465
LOC541471	-0.611875
FAT2	0.4735
ZNF81	0.557
OR4C16	-0.2145
FLJ10081	0.297
LRRC4	0.579
CS	-1.28516666666667
N4BP2	0.677625
IGFBP7	1.3525
ZNF318	-0.0181666666666667
NDNL2	0.487375
ZNF609	1.059375
SIRT4	-1.024
EXOSC10	-0.578
ECE2	-0.201166666666667
OVGP1	2.52275
GTPBP3	-0.78675
PACS2	0.6266
C19orf36	-1.0115
ARL4C	-0.453625
ATG4B	-0.1035
UBQLNL	-0.803
RHOXF2B	-3.1715
PLEKHG2	-1.332
GALR1	0.213
AQP4	0.001
