Hybridization REF	TCGA-B6-A0RU-01A-11R-A084-07
MORF4	-0.232
TM7SF3	-0.487875
OR10H3	0.109
ABP1	-0.169625
CHRD	-0.30175
PLEKHA8	-0.664333333333333
NCALD	2.56858333333333
OR5AK2	0.3965
ACCN1	0.260166666666667
SLITRK1	-0.59525
ARMET	0.581
C9orf52	1.2495
REEP4	-1.277
MTSS1	3.024875
ADH1B	3.2565
DLD	-0.4855
CDK5	-0.55775
PPFIA1	-0.914875
WFDC3	1.1105
DNAJB12	0.199142857142857
RANGRF	-0.562
MLANA	-3.79375
AMY2B	0.30075
KIAA0319	0.325875
RPS7	-0.068
JAK3	-0.0311
ARFGEF1	0.40175
CXCL5	0.273916666666667
TRAPPC4	-0.0955
CETN2	0.45575
HSPC111	-0.22025
RHOBTB3	-1.6867
PHLPP	0.955
RGS10	0.08325
TMEM58	-0.33225
CHERP	0.108625
HSP90AB3P	-0.113166666666667
FSTL3	-1.572
PEX11A	0.13775
OR5V1	0.4975
FCN3	2.283
PTPN3	0.22675
NPTX1	-4.770625
C21orf84	-1.26525
C11orf51	-0.090125
ZBED2	0.35575
FLJ90757	0.29575
NPY2R	1.1715
PLD3	0.27425
SYT17	-0.221166666666667
SGSM2	-1.1765
OR1A2	-0.1735
FOXP1	0.00887499999999997
SLC5A1	3.789
POFUT1	-0.4262
EPHB6	-1.69783333333333
MYO1G	-1.809125
STAC	-0.4329
KLHL17	-0.378666666666667
RGMA	2.6352
TJP2	-0.5465
FAM114A1	-0.698666666666667
SERINC1	0.406666666666667
SLC9A8	-0.135125
PEX19	0.160125
EDN2	3.09775
PSMD7	-0.430555555555556
C3orf41	-1.80275
UQCR	-0.546125
PPP1R3C	0.83125
LRP4	-1.34016666666667
TM2D1	-0.3795
TTC17	0.8224375
C4BPB	-3.826125
CCL25	0.347
ZNF253	-0.0601666666666666
CHRNA9	-3.246
SOX11	0.490375
HIVEP3	0.65
CGN	1.30941666666667
C3orf35	-0.254125
PKD2L1	0.4575
SYVN1	-0.61675
PDE8B	-1.25025
LOC439951	1.10125
LTC4S	2.174
MIF4GD	-0.786
SMARCA2	1.6893125
TUBGCP6	-0.571
CABLES1	0.37425
C16orf77	2.83583333333333
ZNF791	0.24325
FUT5	-0.3905
ADH6	-1.31116666666667
P4HB	0.2265
CLDND2	0.67175
ALKBH8	0.259
PLAC4	-1.2705
F11R	-0.0327142857142857
MGC35295	0.164166666666667
PDZD4	-0.304666666666667
LOC389073	-0.33075
FAM80B	-0.787833333333333
PSMB1	-0.496
TXN	-0.608666666666667
VIPR1	1.8209
WBSCR18	0.0171
EXOSC6	-0.31
ACTA2	4.0625
SP5	-3.39366666666667
ANKRD1	-1.77775
DDR1	0.8254
ATP6V1D	0.2195
PTGS1	-1.55983333333333
RNF157	-0.52675
DCC	0.27275
SPAG7	-0.32175
FBXO18	-0.40225
UBE3C	-0.2408
HOXC6	0.9925
LRP2BP	-0.222333333333333
MYST2	-0.352
PDSS2	0.12575
ATE1	-0.52175
ARAF	-0.34925
KLF10	0.227
PLA2G2E	0.04925
ASCL1	-1.018
TSNAXIP1	0.6335
FAM131B	0.075875
IFNA10	0.591
NUP43	-1.217125
FAM44B	0.256625
L1TD1	-4.86633333333333
NMD3	-0.898416666666667
C18orf54	-0.1378
PHOSPHO1	0.0055
RAG2	-0.598
EMILIN3	-0.2785
METTL3	-0.295
VPS13C	-0.68225
REXO2	-0.462
ANXA4	-0.36525
CA1	-0.50625
DCP1B	-0.155
TULP3	-1.18433333333333
ATP2A2	-0.148928571428571
ATIC	-1.2705
ADAM15	-0.451916666666667
NPL	0.494833333333333
LGR4	-0.0465
UEVLD	0.0995
GAB1	0.93275
SNAI2	1.66066666666667
ZGPAT	-0.1748
SNF1LK	0.471375
DLEU1	-0.51475
UBE2Q1	0.27275
ZMYM6	-0.238875
JPH3	-1.08566666666667
FAM38A	-0.38625
PXK	-0.153
DENND2D	0.588
BAX	-0.363583333333333
CP	1.32027272727273
RPL37	-0.5061
G6PC3	-0.34825
NCOA4	-0.056
LRRC14	0.610375
GORASP1	0.71825
FCHO2	0.51375
CYP24A1	-2.66
FXYD3	2.086875
SMARCAL1	0.24575
ABCB8	-0.761166666666667
CCDC44	-0.295
PRDM7	-2.81025
USH1C	-0.55475
DNAH5	0.069
SRF	0.57575
MAL2	1.572
PGPEP1	-0.664666666666667
SIN3B	0.3165
SEMA3C	0.277833333333333
GRAMD3	2.927
FBXO10	0.10275
OR5D13	0.315
FLJ31818	0.102625
CACNA1I	0.674375
S100A13	0.4605
TP63	2.36957142857143
ANXA11	-0.2949
WDR66	-0.619625
CSF2RB	-0.0405
IFI44	-0.21225
DACT1	1.02433333333333
ANKRD23	-2.314875
ATP5G1	-0.508833333333333
C21orf70	0.185666666666667
PPWD1	-1.21875
DNAJC13	-0.23425
PAH	-5.06483333333333
PTCH2	0.2125
TRMU	-0.096
CCDC9	0.0375
USP3	-0.7436
DCLRE1C	-0.678
FAM55C	0.7775
FRMD4B	2.207
CYP2R1	-0.1755
RFPL1	-0.2038
XPO5	-0.297
ARL6IP2	-0.348
OSBPL5	0.88375
MMP9	4.24354545454545
KIAA0802	-0.678625
DHRS2	-3.85416666666667
SGEF	1.157
TXNDC10	-0.1902
EXOC6	-0.05925
RPS27	0.263833333333333
PNCK	-1.40766666666667
FSTL1	0.06275
AACS	0.16125
SLMAP	0.426
SAMD4A	-0.2325
ABRA	0.48875
SMARCD3	3.11975
PKNOX2	0.012
A4GNT	0.482
C9orf39	0.0141666666666667
RALYL	1.01675
MGC33556	-2.9815
C10orf25	-0.6915
BBOX1	5.7585
NHEDC1	0.01275
XDH	-0.01
GCSH	-0.3865
EDN1	2.48916666666667
MTERF	-0.3155
CLK4	0.54625
ZNF799	-0.00416666666666667
KCNG1	1.324875
CXCR4	0.168666666666667
PTPRR	-1.971
IRAK1	0.1225
LOC401397	-0.65625
TMSB10	0.355285714285714
CXCL3	-1.9085
TMC4	0.70475
OR7A10	0.3185
STYK1	0.9355
CHRNA10	-0.56525
CCNI	-0.1135
EP300	0.674
LOC165186	-0.476333333333333
HIC2	-2.14225
SDR-O	0.162
OR2W1	0.133
KCNA6	-0.0165
TRIM74	-1.93275
REEP6	-0.56425
ATP5G2	-0.45725
ERG	0.645
TMEM42	0.556
PARN	0.105166666666667
SOD2	-0.274375
DIRAS1	1.04383333333333
PNPT1	-1.15625
JOSD3	-1.75875
hCG_40738	0.0885
PDE1C	-0.179
SEMA4D	-0.34625
AGPAT1	-0.184166666666667
NOSTRIN	0.067375
MAP3K3	-0.695166666666667
MAX	0.6465
CAPS	1.1745
SERPINA12	0.8515
OSBPL8	0.086625
RICS	0.2799
NR4A2	0.255166666666667
PPCS	0.435666666666667
LONP1	-1.6205
SCYL3	0.736
HERC2P2	-1.98633333333333
FIBCD1	-0.823
C15orf41	-0.2505
DMC1	-1.137
C20orf27	-0.495
RPS6KA5	1.2543
FAHD1	-0.146
SLC12A4	0.28275
BRCA1	-1.27058333333333
GBL	-0.00750000000000001
SLK	-0.248666666666667
NUDT9P1	-0.508
NOXO1	1.6275
USP52	-1.19175
BAZ1B	-0.03375
SLCO2B1	1.90375
BBS12	0.966833333333333
LRGUK	-0.684833333333333
TERF2IP	0.14525
COL1A1	3.6155
KIAA0090	0.24925
GRK5	0.0833333333333333
AP1S2	-1.0701
TMEM52	-0.493666666666667
CA11	1.368375
OR4A15	0.452
ACBD3	1.0375
SPAG11B	0.104625
PRDM2	0.4355
FOXP3	-0.02925
SMYD3	0.1806
LOC389199	1.384
LGI2	0.545166666666667
NAPE-PLD	-0.1655
ANKRD6	0.757
WDR45	0.263
SHROOM1	-1.75925
PSCD3	0.798
PYY	0.396
KCNC1	1.572
ARHGEF9	2.0643
OR8J1	0.1825
GPR55	0.156166666666667
NS3BP	-1.545
C10orf22	0.150666666666667
NAT8L	-0.598
DUSP4	-0.440833333333333
FOXM1	-0.9225
GRAMD2	1.9525
ZBTB48	-0.724833333333333
BUD31	-0.4875
PABPC5	0.8085
CCDC41	-1.019
FBXO11	0.0139166666666667
C6orf148	0.83275
RFXAP	-0.38325
C6orf15	4.46033333333333
CDK8	-0.300833333333333
C6orf70	-0.404375
TESSP2	-0.215
ALG2	0.71175
PPP1R3D	0.895
TPM3	-0.0870555555555556
SYT13	-1.0895
EPB42	-0.577833333333333
CETN3	-0.9055
PRY	-0.044
NTHL1	0.1155
POLR2B	-0.295
RPS28	-0.225
P2RX3	0.3025
LYZL4	0.3925
WBP4	-0.1863
PMM1	0.23975
C11orf79	0.35975
CBLL1	-0.94775
IL1F10	0.943
VAX2	0.927
SETDB1	0.0748333333333333
LRAP	-1.3715
GCLM	0.0673333333333334
CPEB3	0.73025
PPM1A	0.7674375
INTS1	-0.35075
CAMTA1	0.525333333333333
SAMSN1	-2.547
LOC158830	-2.55233333333333
GMPPA	-0.786875
AIPL1	-0.0992499999999999
IL24	-0.153833333333333
BDKRB1	-1.88733333333333
MLF1	1.4657
TAF12	-0.52425
ID1	-1.3915
THADA	0.055875
PIK3CB	-0.221
OR4N5	0.147
TBC1D17	-0.329666666666667
COX8A	-0.18625
CDCA4	0.25475
C2orf44	0.07725
ZNF534	-0.9845
IMMP1L	0.1715
NIPSNAP3B	0.642
FTMT	1.523875
PWP2	-0.327166666666667
MMP15	0.5374
DNAH11	-0.77125
MTMR14	-0.35475
DNAL4	0.97075
IPP	-0.66325
TMEM59	0.8325
C1orf157	0.545
RGS4	-0.0531666666666667
DDX18	-0.5105
SNX6	0.4975
ZNHIT2	-0.0445
NCDN	-0.0616666666666667
FLJ33534	0.51125
RAG1	-1.361
OR4D10	0.419
PTPN5	0.0715
POMT1	0.456
LRRC8A	0.8047
CYP1A1	-1.218
CAPN1	-0.549333333333333
DDHD2	-0.665125
GRIK2	0.0895
GNRHR	0.14475
PPBP	0.2945
HTR3A	-0.372625
SLITRK4	0.35375
ANKRD49	-0.459
BTF3	-0.3459
SARS	0.14475
C13orf18	0.377666666666667
CACNB1	0.00171428571428571
QKI	0.588181818181818
SETMAR	0.81075
MAN2B1	0.879333333333333
EML3	-1.2185
ACADL	1.067
OFD1	-0.0545
DEFB114	0.123
CGA	-3.2111
PEX16	-0.111166666666667
LRRC10	-0.6515
GNG12	-0.876
C1orf152	-0.0281666666666667
CHRM1	0.4165
CD53	-0.565
DBH	1.10175
TFAP2B	1.908
HIST1H2BJ	0.329333333333333
FAM46D	0.418
TMEM11	-0.03925
C3orf32	-2.12225
PCCB	0.12775
IPO13	0.201
C6orf105	-2.84675
COMMD5	1.8505
SUV420H1	-0.3018
LTBR	0.36
ARHGAP15	-1.333625
HDHD2	-0.538
TDRKH	0.438333333333333
LOC401052	0.536
PSG4	-0.3805
GNB4	1.5612
SPATA4	0.715
SLC9A3	-1.5305
OSBP	0.5425
NBPF3	-0.798166666666667
DOCK11	-0.8775
SLC39A5	-1.76483333333333
PRR5	0.8352
C10orf63	0.283125
SMTNL2	-0.592
ADRA1A	0.63475
ASAH1	0.1041
DOM3Z	0.5757
GIPR	1.21866666666667
AHI1	-1.02683333333333
NADSYN1	-1.40066666666667
RGS14	-0.2777
IL18BP	0.6285
RTN4RL1	1.30066666666667
ARMC6	0.14875
PSMD5	0.3305
HK3	0.5518
OR4S1	1.52575
RSU1	0.879
MAD2L1	-1.14011111111111
EIF4A3	-0.393
DLEC1	-0.552833333333333
E4F1	-0.39
CHMP2B	0.6595
CAMSAP1	-0.0745
RPS21	-0.565
ARID5A	1.16575
UBE2N	-0.0689
IGSF8	0.320833333333333
MAGEB6	-1.217
ACAD11	-1.4082
MGC4172	-0.3605
LMO4	1.1355
KLKB1	0.0765
HP	-0.9215
HDAC3	0.05975
SCHIP1	1.395
CLCA1	-0.1225
OLFML2A	1.315625
C1orf112	-0.82975
KIF19	0.91325
HAPLN4	-0.106
CXCR7	0.063
GOT2	-0.2635
RAB38	-2.086
DCX	6.06525
PPM1H	-1.21708333333333
NFYC	0.93425
KIN	-0.349375
ZNF228	1.197
PLSCR4	2.26666666666667
HIG2	-0.2935
FAM79B	2.883
C21orf86	-0.7073
KCNK10	0.04475
ZNF738	-1.126875
FSTL5	-0.296
OR6A2	-0.3855
OTOA	0.677666666666667
EXOC1	-0.42875
AHRR	-3.388625
PDAP1	-1.44691666666667
C19orf6	-0.970375
ZAN	0.21725
LY6G6E	-0.193
EIF4E2	-0.34925
C20orf198	-0.30475
ZNF324	0.7275
CYP3A5	-2.9885
ENTPD7	0.680666666666667
MBOAT5	-0.383833333333333
GJB5	-0.847
TTC13	1.5355
S100Z	-1.3585
KIAA0664	-0.6645
PDGFRB	1.72125
IL17D	0.10025
OR56B4	-0.415
RDX	-1.12383333333333
SLC34A3	1.1525
IL28B	0.0575
JUND	0.212
CHRNB1	-0.2265
CAMK2B	0.2245
FETUB	-0.898
CXorf23	0.49
MRTO4	-1.1125
TTC3	0.8253
NDUFB8	-0.486166666666667
EDG2	-0.849
SEMA3G	1.1245
IL23A	-1.8495
GRHL1	1.0862
LOC441054	-1.18
WDR65	0.1455
PSTK	-0.02125
STOML3	0.0651666666666667
R3HDM2	-0.6765
C5	-2.06075
SLC2A10	-0.0343333333333333
C3orf22	0.80475
PAQR3	-0.794076923076923
ANKRD26	-0.79175
HCRTR1	0.068
LOC399947	0.0885
PSD2	2.2345
TIGD2	0.598666666666667
SCRN1	-1.747625
COQ10A	-0.5165
DDI2	0.0345
METTL7B	-0.148333333333333
UCN2	0.5805
FAM92A3	-0.54675
WDR16	0.454
ZNF511	-0.095
ZMYM5	-0.9835
POLR3G	-1.9605
ZNF586	0.58
C1orf49	0.301
TANK	0.7795
RCAN1	1.73983333333333
PELI3	0.518833333333333
LIMD2	-0.938416666666667
TMEM189	0.125
NTN4	0.976375
LOC151300	-0.0495
CLEC2A	-0.963
GPR135	-0.53125
DPYSL4	-2.615
JAK2	-0.350333333333333
TSHZ1	0.796833333333333
TM9SF4	-0.32025
ZNF264	0.592166666666667
SIRPG	1.0955
BICD1	-0.32675
HERC6	1.1615
METTL5	-1.046
CASP1	0.78
PRRT1	-0.2205
PLA2G4C	1.23516666666667
ICA1L	-0.174285714285714
TPTE2	0.411166666666667
OTUD7A	1.10216666666667
AQP11	-2.03275
APOA2	-4.1473
KALRN	0.521
SECTM1	0.462333333333333
IFNAR1	0.389
TALDO1	0.015625
RAB11FIP4	-0.8065
EIF5A	-0.682
FAM49A	1.982
NEGR1	1.3665
YTHDC2	-0.25075
EHD2	-0.2475
NCF1	0.7818
SCRT2	1.3255
HOXA5	1.52566666666667
NUP133	0.78125
FGF12	-0.723125
SLMO2	-0.118375
SNTA1	1.03
CACNG2	0.288875
GCM1	0.044375
ELF1	-0.785166666666667
TLR5	2.94175
TCFL5	-0.909916666666667
RBMY2FP	-0.32
LOC100125556	-0.0105
FAM129B	0.6535
MAP3K7IP1	0.07
NCK2	0.613
OXA1L	-0.63
FMO9P	-0.127
ZSCAN12	-0.33625
PSMD12	-0.394166666666667
HSCB	-0.3295
CLDN10	-1.79425
MGC13053	-0.29875
HPCAL4	-0.559
ASZ1	0.032
MEX3D	0.381333333333333
NFAT5	-0.275
CSPG4LYP1	-0.192
FBXO3	0.7905
DVL1	-0.966
CMKLR1	1.50183333333333
TYMS	-0.197625
PEF1	1.718
ZNF750	1.204
MCM5	0.5573
MEGF11	-0.09875
KCNK7	-0.0025
PTP4A3	0.1775
C1QTNF2	1.8685
OR6S1	-0.197
FAM122B	-2.096
ZNF551	0.612
HBQ1	-1.5705
GEMIN6	0.2515
ARSK	0.31225
RBP7	3.07883333333333
CPNE9	0.03075
DSC1	1.8045
LOC730112	-0.6555
MAP2K4	-0.08125
HS3ST5	-0.8085
EPB41L3	-0.773
TEKT2	0.22075
CDKN2B	0.03975
ZNF480	-0.73
MAP3K6	0.2078
MAP6	0.786166666666667
HN1	0.2712
OR2L13	0.0286666666666667
SLC16A11	0.5255
FAM96A	-0.72525
APOL1	-0.08875
C5orf32	-0.75475
RTP1	-0.0741666666666667
RNF175	0.745
ZBTB41	0.372875
AHCTF1	0.2108
SAE2	0.0261
ITGA2	0.00616666666666666
MME	2.69583333333333
CCDC14	-0.20725
MAST4	0.0238571428571429
KRT33B	-0.3635
KCTD2	0.321333333333333
WDR26	0.0423333333333333
MFI2	0.53575
NR4A3	0.492125
ARSA	0.89025
UNKL	-0.4545
SULT6B1	0.3465
CCNA2	-1.28033333333333
SOX15	-0.4795
PPAPDC1B	-0.93975
C19orf44	0.5375
MCAT	1.15416666666667
ARID1B	0.093875
OR52N1	0.38
C12orf48	-0.95025
MAGI1	0.349375
NIPA2	-0.09
GBX2	-1.3145
RSHL3	0.207375
RAVER1	0.515333333333333
C15orf17	-0.4405
SLC30A2	0.80125
ZNF518	-0.6325
PCYT1B	-0.36825
C10orf114	-0.904
EIF3H	0.70825
SLC25A39	-0.873666666666667
KIF1B	0.210875
AMOTL2	0.38025
C6orf120	0.4545
PSRC1	0.447
PLA2G10	-0.370375
KIF5C	0.232
MRPL37	-0.0405
C17orf62	-0.163666666666667
C9orf135	-0.256166666666667
DUSP10	-0.192
CLCNKB	-0.1465
PSMA5	-0.054875
C8orf53	0.9515
AMPD3	-0.231333333333333
PIAS1	-0.2905
ADCYAP1R1	-0.067
GYLTL1B	0.5425
CDH20	-0.1625
FBXO7	0.385
TMEM134	0.300333333333333
FLJ14213	0.00249999999999997
ZNF3	-0.32275
LRRFIP1	-0.310833333333333
CNOT2	-0.26425
ABI3	2.2225
ALDH5A1	-0.6655
HNT	1.3096
SERPINA4	-1.8665
TK2	0.518916666666667
STMN1	0.226777777777778
GUCA2A	0.0913333333333333
GALNT10	-0.0210714285714286
DPP6	-0.1771
C9orf93	0.12425
PRELID2	-0.6055
STK39	-1.486625
SFTPA1	-0.90475
CKS2	0.173
RHO	0.21025
C20orf135	-0.28925
XKR3	-1.563
CR1	0.084375
RPS6KA2	0.229357142857143
C20orf112	0.4015
MRPL22	-0.1495
C4orf23	0.230666666666667
GADD45B	0.35075
KLHDC1	0.767166666666667
C2orf48	-1.852
ZNF287	1.214
DAAM2	0.315
DPPA2	-2.29466666666667
TCTN3	0.540666666666667
DNAJB11	0.96275
FPR1	2.72475
DEFB4	-0.000999999999999997
PTCD2	-0.7795
SMOC2	5.00983333333333
CABP7	2.53025
SERPINB11	0.19625
MAGEF1	1.04525
NDE1	-0.229833333333333
ITGA10	0.5475
FSHB	0.0365
ANXA2	0.196375
HORMAD2	0.08775
HLCS	1.02575
MCF2L	0.721416666666667
FH	0.595625
TBC1D24	1.87325
KIAA1505	0.24675
LGALS2	0.836
CNBD1	-0.7215
SYNPO2L	-0.88525
PTPN23	-0.340071428571429
C1orf183	0.458
MAGEA8	-2.48375
DGCR8	-1.247625
GSR	-1.7025
PAQR7	0.0355
ZNF676	-1.1115
CACNA1C	-0.1046
SP7	0.8075
PDCD6	-1.124
NRN1L	-1.2365
BRI3BP	-0.57475
KIAA1183	1.93225
ASB4	0.2245
CCL23	0.9359
OBSL1	-0.419625
SLC12A7	-0.109583333333333
KIAA0240	0.586
CD1B	-1.97966666666667
FCGR2A	0.96525
MDC1	-1.296
HTR1A	0.548833333333333
OCEL1	-0.39875
ATP11B	-0.0903125
FBXO34	0.237
PCDH12	3.52216666666667
RPE	-0.30425
C17orf74	-0.319
CSDC2	1.649
PET112L	0.1695
TMBIM1	0.6985
P2RXL1	-0.417
TCHP	-0.369
TRMT1	-0.736166666666667
F2RL2	0.0243333333333333
LRRC32	2.5635
IMPG2	0.041
BGLAP	-0.4945
LOC493869	-1.06725
MRAS	3.0955
SLC35F5	0.16875
CBWD1	0.1065
AXL	-1.955875
ATP2C2	1.5225
TELO2	-0.23825
PNPLA3	-1.1995
PCDHB14	0.4845
CD276	0.2735
KRT80	-1.263375
DUSP28	-0.2425
CSNK1E	-0.31075
SRP14	0.375
KCNQ4	-0.165
KRT72	0.1755
CCDC117	0.816625
C6orf89	0.266444444444444
TUBB2B	-1.23066666666667
RTN4IP1	-0.7685
CR1L	-3.16033333333333
CEND1	0.282375
C12orf41	-0.141666666666667
RNF31	0.11325
UBN1	-0.0858333333333333
C17orf32	0.31925
SLC5A7	-0.037
GPR92	0.174333333333333
ESAM	2.5043
CTNNA1	0.3665
HRBL	-0.1263
CBX4	-0.465
TMEM182	-0.3755
SH3TC2	-0.733666666666667
IL10	0.411833333333333
PXMP4	0.932
RNF167	-0.4729
PAK7	2.55533333333333
ETV3	-0.1285
ATPIF1	-0.783666666666667
LOC554207	-1.31066666666667
OR8H1	0.09025
WDFY3	0.35575
DPM1	-0.413
GPSM1	-0.3315
WDR92	0.0688
LRP1	0.3645
ANKH	-0.153
THUMPD3	-0.63425
POLR1B	-0.84
OLFM4	5.57683333333333
RAD9B	0.781
TSPY2	-3.228
PAX6	-1.306
SCG2	-2.044625
SLC17A6	-0.0055
FMO3	1.35628571428571
PADI4	-0.165125
TUBB4	-0.2909
NLK	-1.2
POU4F3	0.555
SDF4	-0.681
ITGBL1	1.59383333333333
NETO1	-1.10025
TAP2	0.37225
ABBA-1	0.599166666666667
GNAI1	0.763
VPS4B	1.154
NOPE	-0.7433
GALNT6	0.342833333333333
SESN1	0.198125
GBE1	-1.08622222222222
CLASP1	-0.21475
RASGEF1B	0.884375
ACOT11	-0.577714285714286
AFAP1	0.4785
OR2H2	0.336666666666667
DPY19L2P1	-0.50225
DZIP1	0.25025
SEC22C	0.2405
GPR161	0.283
RNF146	0.4225
WDR74	-0.3135
GALP	0.387
PURA	0.973
DNPEP	-0.348166666666667
RP11-78J21.1	-0.63625
ERBB2	1.265
FANCM	-0.205916666666667
NEO1	1.1195
DDX3Y	-4.3759
RPS3A	0.40275
MXRA7	0.0245
LGALS3	-1.0545
GLT8D1	0.3025
CFL2	0.117166666666667
UPB1	0.145
NAP1L5	-0.61225
CLDN14	-1.114
DHX38	-0.1455
BTBD1	-0.1895
TARS2	-0.224833333333333
ABCF1	-0.1057
FCF1	0.661333333333333
LRRC49	0.02075
GUCY1B2	-1.967
C1orf177	0.177
SMARCA4	-0.353214285714286
LRP8	-1.5885
TAGLN3	-0.99725
MRPL14	-0.06575
TTRAP	0.113
ZDHHC20	0.47775
NFE2L3	-1.15575
KIAA1377	0.0685
PALMD	1.2286
TMEM43	0.02975
TTL	-0.927
STAT5B	-1.2685
SSB	-1.237375
OR10H5	-0.198
SLC22A13	-0.845
AKAP3	0.039
TIMM23	-0.337833333333333
OAS2	0.867
KIAA0423	0.5615
TRIM11	0.451833333333333
GLIS3	1.0735
TMEM50B	0.819666666666667
ARHGEF4	0.12
DEGS1	0.159363636363636
TBL1XR1	1.45906666666667
G6PD	-2.07125
SP140	-0.4493
MUC17	0.00949999999999998
NUDC	-0.5908
DNAJC5B	-0.0138333333333333
SCARA3	0.0415
CPA3	3.42583333333333
BCAT2	0.074375
MFN1	-0.2773
NRG3	0.4875
SNX11	0.26775
PLEKHH1	-0.577833333333333
GPR177	1.02
HCFC2	0.47625
TCAP	-0.90575
MOCOS	-4.3405
C14orf93	-0.12675
PRDM10	-0.432
SLC16A4	-0.213083333333333
SRGAP1	-0.958333333333333
VIP	0.32925
DUSP27	0.3705
LILRA1	0.1805
MC2R	-0.2765
MGC24103	-2.2105
MBTD1	-1.4255
FUT11	-0.682
USP33	0.3066
C15orf39	-0.85525
MAP3K12	-0.166
PAAF1	-1.48566666666667
BARHL1	-0.169
FLJ16165	-0.1835
PIWIL2	-3.04775
SYNE1	-0.00583333333333333
CMTM4	0.1625
TSPYL1	0.2502
GUF1	-0.688166666666667
TMEM157	-0.004
WDR44	-0.1835
HIST1H3C	-0.367
DKFZp666G057	0.4285
RNPEP	-0.1775
GAS2L2	0.0963333333333333
ADH4	-3.85425
GRPR	0.161333333333333
FBXL17	1.264
ZBTB10	0.334083333333333
Gcom1	0.264055555555556
HTRA1	0.9594
ZNF585A	-0.0898333333333333
SLC26A2	1.10671428571429
OTOP3	0.354333333333333
WISP1	1.353
ATP2B4	-0.0495
FLJ10769	0.53075
CRAMP1L	-0.363875
CHST12	-0.3805
RAB22A	0.525416666666667
TARDBP	-0.171285714285714
STAU1	-0.00475
CRB3	1.29616666666667
MIG7	-0.108
CHMP1A	0.109
ZNF160	0.011
B3GALT6	-0.08775
BARX1	0.61
C6orf167	-1.0384375
NXNL1	0.5445
DHX29	0.099
HADHB	-0.2925
PLXNB2	0.511375
ILDR1	-1.82725
SLC15A3	1.487
GAS2	-2.3315
C20orf69	-0.70775
NUMB	0.38325
TNIP1	-0.3615
MESP1	1.17083333333333
PSKH1	0.186
NSFL1C	0.432875
RHOG	-0.273
HEY1	-1.054
KNG1	-1.131625
ITGAX	0.5764
LIN9	0.236333333333333
CANT1	-0.07025
XRN1	0.107142857142857
CCDC96	0.4494
HEATR6	-1.62466666666667
GNG7	1.34625
RUNX2	0.1819375
SOX1	0.523
FCRL5	-0.0585
ZNF99	-0.5225
FAM9A	0.3605
SNX22	1.27983333333333
MBNL3	-0.98
ODC1	-0.9988
ADORA2B	-0.3315
NR2F6	0.261
ZFYVE16	-0.296944444444444
SYNJ2BP	0.8745
POLE	-1.205125
E2F2	-0.484625
THRA	0.890166666666667
PTGES2	-0.566333333333333
HIP1R	0.992333333333333
TMUB1	-0.618666666666667
ENO3	-2.137
RSPH10B	0.0065
CXorf39	0.28325
IRGC	0.1395
GPR109B	-0.1575
FLJ13305	-0.2125
LCE3A	-0.337
TNFRSF18	-1.2255
DET1	0.07375
TRPM3	-0.029
C16orf79	-0.257
FECH	0.193166666666667
RAP2A	1.744
CRIP1	-0.043
AZIN1	0.014125
SLC7A7	2.0855
IL10RA	0.3104
TMEM64	-1.536
CDC42EP4	0.8796
C16orf58	-0.3633
ARG2	-1.0485
POU5F1P4	-4.5605
FAM62B	-0.072625
DNAH8	-1.8855
ASH2L	-0.235375
TSLP	-0.5065
CNTNAP5	-0.266833333333333
TMEM16C	0.349
IFNA14	0.421
SLC1A3	-0.492625
CABYR	1.38425
BCL7B	-0.2509
NUDT13	-2.54166666666667
C13orf28	0.9045
C1orf53	0.7155
ARL6IP4	-0.2933
RPL35A	0.01775
EMR3	0.406
RAB40C	0.00708333333333335
SLC41A1	-0.180333333333333
LRCH1	-0.31675
LY6G5B	-0.6895
FAM124A	-0.131571428571429
MGC10981	-3.66633333333333
CLIP3	0.00630000000000001
MAP4K2	-0.983166666666667
CHIC1	-0.14525
SULF1	2.20366666666667
C20orf30	-0.0197857142857143
PRDM5	-0.484875
ELOVL1	0.4645
C11orf48	-0.67225
SLC39A10	0.1205
KCNV1	0.425
ACP1	-0.432333333333333
ZMYM2	-1.008375
B3GNT6	0.0968333333333333
C9orf69	-0.39625
C2orf15	-0.95125
C20orf166	-0.1515
HSP90AA6P	0.2345
EDG7	-0.21
NEURL	0.513125
LPL	2.487
CLEC2D	-0.7215
GRRP1	2.70733333333333
CD8B	-2.8441
HIST1H3D	-0.115833333333333
SLC6A12	0.258625
FAM27L	-0.5285
CD84	0.4719
RASA1	-0.717
PHKG1	1.0015
MAGEA11	-1.0395
IMPA1	-0.9882
NPM3	-0.635
RARRES1	5.11975
SH3BP1	0.78575
B3GNTL1	-1.194
ARPC5L	0.268833333333333
KLHL26	0.0095
SIM2	1.710625
GJC1	0.7525
C20orf194	-0.12425
EXO1	-0.87775
SLC2A2	-2.01533333333333
LOC285074	-0.9145
LRG1	-2.1525
KIRREL	0.2715
PIK3R1	2.49357142857143
C4orf34	-0.6225
MAF	-0.3905
ADCY4	3.38166666666667
ZMIZ2	0.3331
SLC46A3	0.422666666666667
STAMBP	-0.07
CCDC16	0.43625
MS4A12	-0.1625
TCF20	0.406
LRRC46	-0.024
C20orf152	0.17975
MRPS6	-0.232375
ABCB11	-0.021
KCNC2	2.15183333333333
CDH19	1.85883333333333
