Hybridization REF	TCGA-A8-A097-01A-11R-A034-07
TMEM182	-0.689
SH3TC2	-0.920666666666667
IL10	0.980166666666667
PXMP4	1.0055
RNF167	0.074
PAK7	1.21016666666667
ETV3	0.012
ATPIF1	-0.430666666666667
LOC554207	-1.57916666666667
OR8H1	0.1215
WDFY3	1.274125
DPM1	-0.0855
GPSM1	-0.706
WDR92	0.6791
LRP1	0.8025
ANKH	0.57425
THUMPD3	-0.80325
POLR1B	-0.706
OLFM4	3.58166666666667
RAD9B	0.18975
TSPY2	-3.665
PAX6	-1.51466666666667
SCG2	-2.6045
SLC17A6	0.57275
FMO3	3.762375
PADI4	-0.033
TUBB4	-0.6337
NLK	-0.806
POU4F3	-0.3115
SDF4	0.1255
ITGBL1	3.11533333333333
NETO1	-1.026875
TAP2	-0.14725
ABBA-1	0.0710833333333333
GNAI1	-1.131
VPS4B	0.73225
NOPE	0.1073
GALNT6	2.04866666666667
SESN1	0.5345
GBE1	-1.388
CLASP1	-0.02725
RASGEF1B	0.78225
ACOT11	-0.343785714285714
AFAP1	0.691
OR2H2	0.1575
DPY19L2P1	-1.486
DZIP1	-1.454
SEC22C	0.133166666666667
GPR161	-0.302166666666667
RNF146	0.956
WDR74	-1.42175
GALP	-0.1575
PURA	1.898
DNPEP	0.209
RP11-78J21.1	-1.06675
ERBB2	3.691
FANCM	-0.025
NEO1	-1.27766666666667
DDX3Y	-4.8733
RPS3A	-0.4175
MXRA7	0.464
LGALS3	0.186333333333333
GLT8D1	0.6915
CFL2	-2.35733333333333
UPB1	0.38225
NAP1L5	-0.39425
CLDN14	2.24975
DHX38	-0.19075
BTBD1	-0.00325
TARS2	0.908833333333333
ABCF1	-0.0381
FCF1	0.896
LRRC49	0.94825
GUCY1B2	0.773
C1orf177	0.104833333333333
SMARCA4	-0.681714285714286
LRP8	-3.11316666666667
TAGLN3	-0.78825
MRPL14	-0.3515
TTRAP	0.34775
ZDHHC20	1.2415
NFE2L3	-2.2225
KIAA1377	0.34275
PALMD	0.7965
TMEM43	0.11725
TTL	-0.7205
STAT5B	0.0918333333333333
SSB	-0.755875
OR10H5	0.0555
SLC22A13	-0.45625
AKAP3	-0.8065
TIMM23	0.1145
OAS2	1.40766666666667
KIAA0423	1.00525
TRIM11	0.809833333333333
GLIS3	1.73225
TMEM50B	0.536833333333333
ARHGEF4	-1.14625
DEGS1	0.309090909090909
TBL1XR1	1.19383333333333
G6PD	-1.5675
SP140	0.8699
MUC17	-0.0168571428571429
NUDC	-0.5853
DNAJC5B	2.442
SCARA3	-1.11483333333333
CPA3	5.70416666666667
BCAT2	0.2335
MFN1	-0.1899
NRG3	0.0145
SNX11	0.5055
PLEKHH1	-0.910666666666667
GPR177	-0.965166666666667
HCFC2	0.29725
TCAP	0.52
MOCOS	-1.65375
C14orf93	-0.00175
PRDM10	-0.926666666666667
SLC16A4	1.15033333333333
SRGAP1	0.428833333333333
VIP	0.56875
DUSP27	0.4505
LILRA1	1.0166
MC2R	0.1625
MGC24103	-1.07375
MBTD1	-0.8255
FUT11	-0.4115
USP33	0.5177
C15orf39	-0.458
MAP3K12	0.349625
PAAF1	-0.864833333333333
BARHL1	-0.342
FLJ16165	-0.28
PIWIL2	-2.646
SYNE1	1.49516666666667
CMTM4	0.58925
TSPYL1	0.4088
GUF1	-0.52
TMEM157	0.6485
WDR44	0.3405
HIST1H3C	0.81875
DKFZp666G057	1.2135
RNPEP	0.79925
GAS2L2	-0.0658333333333333
ADH4	-4.17225
GRPR	2.1445
FBXL17	0.84
ZBTB10	1.55508333333333
Gcom1	0.601111111111111
HTRA1	2.3785
ZNF585A	0.526333333333333
SLC26A2	0.865142857142857
OTOP3	0.0456666666666667
WISP1	2.81266666666667
ATP2B4	-0.467
FLJ10769	0.85825
CRAMP1L	0.154125
CHST12	0.42925
RAB22A	0.508083333333333
TARDBP	0.0211428571428571
STAU1	0.00525
CRB3	1.57666666666667
MIG7	0.99125
CHMP1A	-0.328166666666667
ZNF160	0.351875
B3GALT6	0.047375
BARX1	-1.47583333333333
C6orf167	-0.1473125
NXNL1	0.155
DHX29	0.59475
HADHB	0.05075
PLXNB2	0.797875
ILDR1	-0.374
SLC15A3	3.07525
GAS2	-3.01383333333333
C20orf69	0.1475
NUMB	-0.42975
TNIP1	0.097
MESP1	-1.2715
PSKH1	-0.0825
NSFL1C	0.215125
RHOG	0.359
HEY1	-0.7325
KNG1	-1.807375
ITGAX	2.3818
LIN9	-0.064
CANT1	1.301
XRN1	0.530857142857143
CCDC96	1.3418
HEATR6	-0.52
GNG7	-0.366916666666667
RUNX2	1.451625
SOX1	0.0965
FCRL5	0.4542
ZNF99	-0.755125
FAM9A	0
SNX22	0.612
MBNL3	-2.82083333333333
ODC1	-3.4955
ADORA2B	-1.51083333333333
NR2F6	1.6125
ZFYVE16	0.0608888888888889
SYNJ2BP	2.0382
POLE	-1.002875
E2F2	-1.234125
THRA	1.58766666666667
PTGES2	-1.10333333333333
HIP1R	-0.207
TMUB1	-0.5185
ENO3	-2.20825
RSPH10B	0.0715
CXorf39	0.376
IRGC	0.0165
GPR109B	0.03475
FLJ13305	0.279
LCE3A	-1.263
TNFRSF18	-1.25133333333333
DET1	0.57
TRPM3	-0.231666666666667
C16orf79	-0.6185
FECH	0.5495
RAP2A	-0.1015
CRIP1	1.257
AZIN1	0.7815
SLC7A7	3.73375
IL10RA	0.867
TMEM64	-3.34325
CDC42EP4	0.8677
C16orf58	0.0274
ARG2	-2.9355
POU5F1P4	-4.993
FAM62B	-0.186625
DNAH8	-2.0028
ASH2L	1.5175
TSLP	-2.813
CNTNAP5	-0.389166666666667
TMEM16C	3.477
IFNA14	-0.422
SLC1A3	0.913125
CABYR	1.1095
BCL7B	0.0696
NUDT13	-1.09516666666667
C13orf28	0.59875
C1orf53	-1.20125
ARL6IP4	0.2559
RPL35A	-0.319
EMR3	-0.29025
RAB40C	0.494333333333333
SLC41A1	0.0556666666666667
LRCH1	0.3375
LY6G5B	-0.4155
FAM124A	-0.557785714285714
MGC10981	-3.63766666666667
CLIP3	0.2677
MAP4K2	-0.774
CHIC1	1.20325
SULF1	5.00733333333333
C20orf30	0.0114285714285714
PRDM5	-0.46025
ELOVL1	-0.297
C11orf48	-1.355625
SLC39A10	0.21125
KCNV1	-0.0775
ACP1	0.190833333333333
ZMYM2	0.197375
B3GNT6	-0.158
C9orf69	0.32725
C2orf15	1.5175
C20orf166	0.8165
HSP90AA6P	0.3995
EDG7	-1.16
NEURL	-0.4565
LPL	1.26916666666667
CLEC2D	-0.267928571428571
GRRP1	1.46216666666667
CD8B	-2.8078
HIST1H3D	0.344833333333333
SLC6A12	0.506625
FAM27L	-0.329
CD84	2.4363
RASA1	0.104
PHKG1	0.007
MAGEA11	-0.9315
IMPA1	0.2408
NPM3	-1.5465
RARRES1	3.17425
SH3BP1	-0.07225
B3GNTL1	0.1705
ARPC5L	-0.139
KLHL26	0.70925
SIM2	-1.895
GJC1	0.322
C20orf194	0.48125
EXO1	-1.50525
SLC2A2	-2.01333333333333
LOC285074	0.33025
LRG1	1.904
KIRREL	0.69
PIK3R1	1.81521428571429
C4orf34	1.74025
MAF	-0.711
ADCY4	3.329
ZMIZ2	0.3713
SLC46A3	2.7315
STAMBP	0.565833333333333
CCDC16	1.406
MS4A12	0.1545
TCF20	-0.1525
LRRC46	1.64225
C20orf152	-0.0345
MRPS6	-0.7165
ABCB11	0.241
KCNC2	1.84683333333333
CDH19	1.47216666666667
C9orf123	0.163833333333333
SSH3	0.845625
LDLRAD1	-0.453
CCBE1	-0.265
ZNF135	0.31825
TAAR1	0.3075
WFDC12	0.0365
CCDC42	0.0756666666666667
FLJ12529	-0.9425
PER1	-1.34616666666667
TIMM50	-0.333166666666667
SMARCAD1	-0.282833333333333
FAM26C	0.6465
TP53TG3	-1.48083333333333
SH3RF1	2.031
LMCD1	2.42825
GPR63	-0.5475
FLJ21986	-2.196625
AIFM3	0.5785
MICAL1	-0.4005
BLZF1	1.00933333333333
IQCA	1.57483333333333
PCDHGC3	-0.163
SAC	0.8245
BCL6B	2.1765
DDO	0.18325
MARCO	3.25625
DCHS1	0.9605
C1orf170	-0.793666666666667
CD200R1	0.942333333333333
C22orf15	-0.1775
SEPT11	0.562
ADNP	-0.1405
UST	-0.4282
C13orf34	-0.7305
RFFL	1.0415
APBA3	-0.195
C2orf60	-0.76675
CUTL1	-0.2234
PMS1	-0.754375
ZNF689	-0.8695
EIF3E	1.41716666666667
IL9	-0.272833333333333
RPL31	-1.274375
LY9	0.369
ATP2B3	-0.19125
KDELR2	0.881708333333333
TFCP2	0.08625
NLRP12	1.30475
FLJ45422	0.29975
TLE4	-0.8432
ZNF570	-0.2625
FLJ43806	-0.3625
TLK2	0.03975
CIR	0.59975
MARS2	-0.932
COL24A1	2.146
SDF2L1	-0.1485
HIBADH	-0.217333333333333
IGFBP3	-1.87235714285714
C12orf23	0.74775
PSPC1	0.25825
C20orf43	0.395
TRAV20	0.478
ARHGAP24	1.293375
KIAA1975	0.0192500000000001
C1QA	3.3175
DNTT	-4.74483333333333
C10orf6	-0.153583333333333
C11orf41	1.1975
HNRPF	0.358375
COL11A1	7.457
UBAP2	-0.558
CDKN2AIPNL	-1.1395
C20orf174	2.9265
SPRED2	0.59775
PLA2G12A	-0.271833333333333
ICEBERG	1.51366666666667
SCN10A	1.045
C11orf65	-1.277
GBP5	4.21775
PITPNC1	-1.57683333333333
POU3F3	0.8635
NCOA7	-0.82775
LIN7C	-0.5884
LOC348840	-0.16
NKX2-2	-3.107
ANKRD13D	0.347625
LOC123688	-0.50075
FUT2	2.16416666666667
TAAR8	0.208
FZD4	-0.0360833333333334
PNMA3	-0.885
OR4L1	0.145
WIT1	-1.67925
EXOC3L	0.86325
ATPBD4	0.0578
KRBA1	-0.537
UBXD6	-1.38025
HOXB7	0.477285714285714
C7orf23	-0.6305
UNQ338	2.065
STAB2	0.252
CDC20B	0.14925
IRF9	1.99325
CENTG1	0.411166666666667
TNPO2	-0.55725
MCPH1	-0.486875
BMS1P5	-1.73325
SLC26A7	1.1085
HIST1H3J	0.521
C9orf3	0.7767
LBH	0.98575
MYO1D	1.376125
PTDSS2	-0.72325
NFU1	0.12975
DEPDC4	-1.56275
WNT7B	1.6884
GLP2R	-0.0946666666666667
SETD4	-0.5261
DYNLT3	-0.2823
FKBP11	-0.835666666666667
SESTD1	0.930666666666667
FLII	-0.017
RPS16	-0.492
CHPF	-0.062
CSNK2A1	-0.369
SUMO1P1	-0.2345
FKBP6	-0.344
ZNF214	1.116
TWIST1	0.759833333333333
DDX56	-0.146
TRAM1L1	2.1458
EPO	-0.793
MRPS18B	-0.1205
ZNF682	-0.309833333333333
RPL14	-0.536166666666667
MAFF	-0.434
LOC51136	0.030875
LY96	0.06475
DDX20	0.09625
ABTB1	0.205333333333333
ARL5A	0.2905
CCT6A	-0.78325
HEPACAM	-1.24033333333333
EHHADH	-1.33916666666667
RBAK	0.746666666666667
CGB1	1.06425
ITGB5	1.2887
YIPF3	0.44825
FKBP2	-0.36175
NR1D1	0.5673
TMEM110	0.687
NEK2	-0.0146666666666667
PRAMEF8	-3.211
C20orf52	-0.604833333333333
PCDHGA3	1.1825
VWA3B	0.269
NDUFA5	-0.128
THAP9	-0.1165
FLVCR2	0.202333333333333
AP1S1	-0.873
SMAD6	-0.3975
SAV1	0.733375
SAT1	0.873125
ZNF251	-0.295375
ADAMTS7	-0.00210000000000006
RPP38	0.41175
C1orf211	-1.364
YPEL2	1.2474
RBMS1	-0.219
ZNF445	0.168
NRXN2	0.332333333333333
PGBD4	0.5075
UGT2B28	-3.282
WBSCR16	-0.4463
NLRC3	0.000249999999999998
ASTL	0.17775
ST6GALNAC1	-3.62425
ZADH2	-0.283625
MLLT4	-0.575
ARL6	0.213666666666667
MEF2C	0.54175
CBFA2T3	-3.662
AFF3	1.89235714285714
COG7	-0.0553333333333333
MYB	-1.01583333333333
PLXNA3	-0.0785
XRCC2	-1.17833333333333
MMS19	-0.59425
ST8SIA5	-0.94675
CHPT1	-1.348
KIAA1712	-0.2795
OR6X1	0.3895
ACTR3	0.221375
UGCG	2.174
OR4P4	0.362
ZAP70	-3.141
LPP	1.313375
ZNF485	-0.2465
PTPRCAP	-0.24475
IL12RB1	0.424
ATRX	0.4968
CHST8	-2.576
C14orf109	-0.17025
ARV1	0.7735
NMB	-0.945714285714286
COX5A	-1.00566666666667
EIF6	-0.754
MPPED2	-0.356333333333333
SEMG1	-1.4175
CHRDL1	0.1945
TRAF3IP2	0.61525
WNK2	-0.594375
LILRA4	2.56283333333333
LAMA2	3.86125
PXT1	0.192
RLBP1	-2.727
CD300C	0.79075
SLTM	0.150125
FLJ10404	0.1081875
APOBEC3D	-0.85
RENBP	0.971166666666667
ATXN7L1	0.003875
NID1	1.2115
TUBGCP3	-0.127625
ITIH5	1.41238888888889
CCDC110	0.42
C8A	-2.6765
MGC87042	-0.606
HOXC13	1.76975
TFDP2	-1.13175
HCP5	2.21375
POLI	0.367
UCN	-0.466333333333333
ZNF764	0.445333333333333
C8orf45	-0.713
FHL3	-0.6015
SPATA5L1	-0.4895
MMRN2	2.2575
NDST1	0.5245
COL20A1	-0.234166666666667
ZNF248	-0.544333333333333
PELP1	-0.765166666666667
MBL2	-2.27733333333333
RNF41	0.291625
C5orf24	0.7675
THOC5	-0.36725
SERINC3	0.72575
RP11-151A6.2	1.641
CDCP2	0.00849999999999998
HIST1H2AA	0.51
C11orf75	0.598333333333333
FKBP7	0.26975
DDOST	-0.41775
GPNMB	2.47766666666667
TTF2	-0.9075
KCNT1	0.0245
SLC39A14	-0.91175
NGRN	1.2141
GPR137B	3.67775
MECP2	0.073875
PSMA1	-0.48675
C16orf73	-5.18525
TMEM60	0.0445
CSN3	0.664
NOS1	0.360333333333333
RAB7L1	1.85383333333333
YBX2	-0.161
KIAA1166	0.054125
FUBP3	-0.208333333333333
ABCG1	2.0725
ACACA	-0.04975
ARL11	2.4507
ATOH1	-0.299
ODF1	0.1505
CREB3L3	-1.97
TMEM127	1.27914285714286
DSCAML1	1.37175
PLN	2.99766666666667
LYPLA1	-1.38533333333333
PRDM9	-1.9685
SASP	-0.08125
PLUNC	-0.0885
INTU	0.1675
HISPPD1	-0.30975
LNPEP	0.6945
YARS2	-0.485
APCDD1L	-0.3415
ZCCHC4	-0.6586
FBXO22	-0.5275
TTLL13	-0.1885
ZNF669	0.273833333333333
PTGDR	1.67725
DDX27	-0.1775
KIAA0409	-0.121333333333333
GJB6	0.9765
ASB8	0.9
PLP2	-0.330833333333333
MEPE	3.29325
OR10J5	-0.804
KRT222P	5.9425
COQ7	0.130833333333333
C1orf101	1.9495
RERG	2.6716
CHMP5	0.223875
THAP11	0.436875
ZNF43	-0.745166666666667
ZRANB3	-1.513
KRT13	0.704625
MRPL19	-0.75775
RBBP9	-0.2585
SPATA17	0.75375
BXDC5	1.04116666666667
PAFAH1B1	-0.427666666666667
MAGEE1	0.313
OSTF1	0.2525
KIAA0323	0.361416666666667
TXNDC13	-0.0268333333333333
CNTN4	1.502375
LCE1B	-0.3325
UNQ501	1.1675
ZNF154	0.16975
C3orf64	0.25525
SYT5	-0.0763
PON1	-0.146833333333333
FLJ10357	0.0625
ATP4A	-1.1115
GNPDA1	-0.02
MGAT1	1.19833333333333
C14orf121	0.13925
SLC35B2	0.635
MIER3	0.069
CHEK1	-2.491125
ZNF8	-0.162833333333333
TXNDC1	0.027
CKB	-1.0792
RTN3	-0.0839285714285714
FZD2	-0.585333333333333
PART1	-0.379875
PSMB6	-0.75025
PCDHB8	-0.33
PHC3	0.0853
PPP1R8	0.0253333333333333
NOVA2	1.09716666666667
TNFRSF11B	-3.281625
GOLPH3	0.599166666666667
UBLCP1	0.08125
SUHW3	-0.96625
TTLL1	1.64725
OPN4	0.28
OR13G1	0.0555
ZPBP2	0.214166666666667
HSD17B11	-0.744625
C9orf50	0.1195
DHDDS	0.123714285714286
CTSW	0.6885
NEFM	-0.5035
MRPL28	-0.67975
SYN1	0.3095
PIGV	0.178333333333333
ZIM2	-0.544
APBB1	0.379666666666667
SND1	-0.38575
C1orf123	-0.254166666666667
CHD3	-0.57125
BHLHB8	0.042
RNASE2	0.0341666666666667
BCAP31	0.081125
SLC25A44	0.6125
CHD6	0.3372
PIB5PA	2.32323076923077
SELS	0.66425
LOC541471	0.529875
FAT2	1.625
ZNF81	-0.14
OR4C16	0.3345
FLJ10081	0.3335
LRRC4	0.83025
CS	-1.181
N4BP2	0.79825
IGFBP7	2.51725
ZNF318	0.0558333333333334
NDNL2	0.909125
ZNF609	0.583875
SIRT4	-0.489
EXOSC10	-0.254
ECE2	0.06775
OVGP1	1.95225
GTPBP3	-1.21875
PACS2	0.3418
C19orf36	-1.42383333333333
ARL4C	0.90825
ATG4B	-0.795375
UBQLNL	2.15325
RHOXF2B	-3.815
PLEKHG2	-0.724
GALR1	-0.8295
AQP4	-0.105166666666667
HDAC7A	0.043
DCUN1D3	0.33975
OR8A1	-0.3615
CCRN4L	0.41375
CBR4	0.0995
KIFC1	-0.656333333333333
SLC7A14	-1.13716666666667
LHX5	-0.2965
TRPC7	-0.4835
LPXN	-0.47325
SERPINA1	-1.7945
RPS13	-1.3451
BPIL3	-0.98
PRKAA1	-1.34075
FADS2	0.8178
ENAH	0.732625
PRO1768	-0.5555
APBA2BP	-0.471
LIPH	3.5355
C3orf33	-1.76875
RCC2	-0.180785714285714
ALDH1A2	-2.7751
RNF103	1.718
AHCY	-1.254
ALG12	0.5785
CCL17	1.02675
ZNF543	1.15366666666667
ESRRG	0.4832
CNGA1	0.05525
RDH5	-0.81
OTX1	0.0922
PTGFR	-0.965166666666667
CDR2	0.169875
SELE	3.63475
NLGN2	-0.705333333333333
EXOSC9	-0.65125
ZNF566	0.607
KLRC2	-4.4285
GPR12	0.355
KIAA0196	3.161
PDRG1	0.01925
SSR3	-0.964071428571429
MSI1	-0.662
CST9	2.9475
CC2D1A	0.088125
PLAGL1	-0.285111111111111
ZNF778	-0.867
RNF2	0.48825
KLF6	1.38866666666667
THBD	2.97933333333333
tcag7.1314	1.273
NR5A1	-0.0636666666666667
ABCD2	-0.2375
DNAJC7	-0.3875
CLEC4C	0.907
TM2D3	0.741375
CCDC4	-0.132
PLAC2	-2.2495
DCD	0.683
FAAH	1.451
POLA1	0.0313333333333333
TM7SF2	-1.42475
FLJ39822	-0.767666666666667
FLOT2	0.535
MAP4K1	-0.554
SRP68	0.474875
C21orf74	-0.107
ARPC5	1.03925
LOC126075	1.33575
HECW2	-0.123
ZDHHC4	-0.66925
ANKRD42	0.4664
PDE9A	-1.15883333333333
ABCA8	1.433
NDUFS2	0.35175
UBR5	0.98475
BTBD16	-2.9205
LOC554174	-0.523
ZNF20	0.566
KIAA1843	-0.376
WDR17	-0.770875
C15orf33	0.489
RNF113A	-0.0415
CAMKK1	-0.4898
CLCN2	-0.61575
ANXA6	-0.2165
LOC340069	0.2745
EMID1	0.41025
DPM3	0.242166666666667
ELA1	-0.131
SLC25A13	-0.9121
KRT24	2.65575
SMPD1	0.330333333333333
TH	0.413125
COL6A2	1.57521428571429
ANKS1B	2.043
GPR126	-3.36
ZC3H12A	-0.0691666666666667
TMEM47	0.219833333333333
C2orf51	-0.343833333333333
C1orf88	2.9395
HSF2BP	1.0815
AKAP10	0.1875
RPAP3	-0.1665
KLHDC8B	0.87075
STOM	2.0137
MUPCDH	-0.30075
C10orf72	-0.0408750000000001
PLEKHA3	0.425083333333333
TCP11L1	0.03775
CWF19L1	-0.49275
SPEF1	1.05384615384615
YSK4	0.1715
ELN	1.8267
SAMD8	-0.384833333333333
MPI	-0.6165
MEPCE	-0.1149
ABCC3	-0.564625
NANOGP1	-3.203
KCNK17	4.390375
HLA-DMB	4.449
RRAGA	0.84175
ANGEL1	-0.4695
RBM32B	0.0885
CPN1	-2.875
MGC52282	0.4937
HLA-A	2.41908333333333
OR9G4	-0.186
EDNRB	-1.882
SCD	-1.08328571428571
C14orf80	-1.217
BAGE2	-0.2065
RABL4	1.603
RCVRN	1.019
SHANK1	-0.125
NLRP7	-3.2035
CD226	0.82925
STAT3	1.494
SYNJ2	-1.3768
TPCN2	0.577666666666667
WDR36	-0.7635
MBD4	0.00725
ROBO1	-1.0027
ST3GAL6	-2.43025
SLAMF8	3.13416666666667
ATN1	0.0788333333333333
GPR141	0.85775
KRT36	-0.138
TPH1	-0.4295
DDX52	0.88225
ZSCAN29	0.220833333333333
TRPT1	-0.554166666666667
DPEP3	0.2325
DENND4A	-0.3135
TSPAN16	-0.751
PTCHD2	-0.36
LOC145814	-0.88675
CAP1	0.553333333333333
EIF5A2	-0.797
NT5DC3	-1.516875
SEPT9	-0.706875
SEZ6L2	0.337375
EGFLAM	2.872
VPS11	0.54775
NDUFB5	-0.271166666666667
CIDEA	1.89516666666667
IER5L	0.93825
N6AMT1	-0.041
FAM83C	-0.413
OXR1	2.67625
IRX1	0.9585
DGKB	-0.331666666666667
GCN5L2	-0.36075
MIR16	0.42175
FBXW9	0.55675
WDR4	-1.36916666666667
PDC	-0.5085
VPS33B	0.13025
HEXB	0.57625
FLJ32214	0.5865
TCEB3	-0.78425
CRLF1	-2.8275
ABI3BP	0.95825
C8orf22	-3.99975
PYCR1	0.00400000000000001
KIAA1706	0.36375
CDK5R2	0.36675
WAS	-0.092
C12orf60	0.8745
CCBL2	0.23225
MADD	-0.26375
C5orf34	-1.21625
WDR42A	1.2932
KLF12	0.15375
HSPA1A	2.4135
ITM2C	-1.236
DAPK2	0.7795
LOC442590	0.015
SUMF2	0.42625
CENPA	-1.50638461538462
TMED5	-0.487625
CDH6	-0.9943
BRP44	0.84575
THG1L	-1.2695
GABRA2	-3.16975
C14orf166	0.44475
MYL1	-1.5295
TNFSF18	0.1275
PAP2D	-0.397
PPIB	-0.2075
KLHL4	-0.32875
SFN	0.476833333333333
CCDC127	0.45925
FRAP1	-0.1515
GOLGA5	0.88525
SDCCAG1	0.52125
MGC21675	-0.0545
C10orf95	-0.85075
KIAA1345	0.0373333333333333
C1orf163	-1.348
LACE1	-0.991
OR10K2	0.684
CENPN	-2.31224
TMED2	0.49525
UGT1A6	-0.589
ANG	0.02425
U2AF1	-0.5045
CASC2	0.1995
NMT2	-1.57033333333333
OSGEPL1	0.526
DFNB31	-0.829
SLC6A20	0.9735
DKC1	-0.652
FXYD4	-0.39575
WDR64	-0.48875
MGC5590	0.349
CREBZF	-0.415666666666667
DAZ1	-0.09925
PRPSAP1	0.088
GCHFR	0.1005
TTC7A	-0.260125
LOC196993	0.859
UBD	0.0565
S100A1	-0.565625
RPL6	-0.493666666666667
DNAJB6	0.401
NAGS	1.077
C2orf58	0.483
KERA	0.992833333333333
MT1X	-0.6947
UBE2B	0.712
KEAP1	0.26925
MST1	-2.021875
OMA1	1.3565
ABLIM2	0.0805
BCL2L13	-0.443
JAZF1	0.146666666666667
TMEM63B	0.2475
S100A8	-0.1758
ARFIP2	0.8795
UROS	0.40975
KHDRBS2	-0.92
POLQ	-1.98525
SOAT1	-0.61775
SPAG4	-1.7385
MRPS30	0.911833333333333
LOC494141	-0.74275
OR2T11	0.381
ORAOV1	0.7355
ZNF184	0.0798333333333333
TCEB3B	0.106833333333333
ADAM21	0.3775
GDPD1	0.91425
SPINLW1	0.04025
PRR14	0.1675
KCTD9	-0.6912
NUDT3	0.101
KIAA1822	0.9714
HIST1H4K	1.6435
DFNA5	-0.99225
GABPA	-0.0835
C14orf44	-0.042
POLB	-1.575125
PTAR1	-0.697
SEC31A	1.193
TRIM58	-0.677
TAS2R14	-0.162
VPS8	0.63875
H1F0	1.67133333333333
PRKCB1	-3.00783333333333
UGT2A1	0.321
TOR1B	-0.04525
LSS	-1.75641666666667
C2orf19	-0.1305
HNRNPC	0.497214285714286
TMEM100	-1.30883333333333
LOC116349	0.05575
OR51M1	0.2975
CCDC142	-0.31825
ISG15	0.9560625
ZCCHC14	0.00687499999999995
CREBL2	0.656125
TGDS	-0.74975
DC2	-0.07325
CACNA2D3	-1.808
ZNF429	-1.520625
LYPD6	-0.602833333333333
SUCLG1	-0.0603333333333333
OR51I1	-0.8295
MAGEH1	2.5945
PRPF40A	-0.4105
SMR3A	0.3775
SPINK2	-0.5525
THAP2	0.61725
NPY5R	-0.689125
IRF4	-2.629875
SPESP1	1.97366666666667
OR10S1	0.49
DTD1	-1.4395
TUBE1	-0.972
DDX19A	-0.739
PDPN	0.489875
TMEM34	0.167166666666667
MGAM	-0.04175
COL3A1	6.19055555555556
GFM2	-0.0714
OR5A2	-0.133
PSG9	-0.14825
ARHGEF11	0.528666666666667
IVNS1ABP	-0.451875
SIGIRR	0.5945
DUSP19	-0.441125
DNAJC14	0.4642
ACSS1	1.258875
IL1RAPL2	-0.042
C4orf30	-0.32075
SEPT4	2.06375
LANCL3	-2.55525
SPAG17	3.51433333333333
PRDX3	-0.3985
HNF1A	-1.534375
P4HA2	0.255875
RFWD3	-0.679
MOV10	0.379
DNAJA5	0.711285714285714
LOC729440	0.254
LOC200383	0.359375
SMC2	-1.59175
MIXL1	-0.8115
TMEM9	0.577
FAM86A	0.7665
ZNF174	0.4843
MYH14	-0.8905
CCR8	1.03575
VPS37C	1.2375
GPATCH1	0.6705
B3GNT8	2.705
TBX4	-0.43775
CNR2	0.271166666666667
PCDH1	1.386
C5orf29	3.226625
OCIAD2	0.5935
PLCG2	-0.08325
KIAA0247	2.178875
HRH3	0.155
CAPN13	4.56275
CCR1	0.3254
MGC15523	0.327888888888889
UVRAG	-0.3355
DNAJA2	0.293333333333333
ITGA2B	-0.755166666666667
CLDN5	2.937875
PTPRN2	-2.07921428571429
ZNF512	-0.1065
PSAP	0.917
CCDC140	0.214
LRRC55	0.239
CYP26C1	-0.2075
C8orf47	-0.67725
LYN	0.26275
DUSP6	0.291166666666667
TGFB3	3.4132
ELK1	-0.3909
PCDH11Y	-0.386
HGD	-0.16475
C17orf58	0.6255
MYO3A	0.3425
SERPINE2	-3.24566666666667
AARSD1	-0.340375
C14orf73	-1.407
ADAM33	-0.06875
ZNF491	-0.2455
MAPK6	-1.02966666666667
TCN1	3.54033333333333
SLC24A6	0.668
UBE2R2	0.3355
H1FNT	0.61375
TATDN2	0.359666666666667
LILRB1	2.19475
P2RY5	0.65
NUCB2	-0.033
C2orf37	-0.14525
SNX27	1.76983333333333
MTA3	0.492625
FOXO4	0.26025
ID4	0.0851666666666667
SOX5	-1.99066666666667
PXMP3	0.487625
OR52M1	-0.1355
SFT2D3	0.09575
INA	-2.5545
MCOLN1	0.76725
NFIX	1.2662
CLEC14A	5.08566666666667
HIBCH	-0.3285
PLA2G5	2.15325
TIMM10	-0.523666666666667
MED17	-0.292
COL4A4	-0.072
TPP1	0.644166666666667
GJA3	-0.611333333333333
TMPRSS5	-1.5055
AADACL3	0.2445
DNMBP	-1.76475
ENPP5	3.99383333333333
NQO1	-0.15
ZSCAN2	-0.575375
SEC24C	-0.653333333333333
GTF2A1L	0.9025
AXIN2	-0.2649
FAM33A	-1.38591666666667
C16orf13	-0.749
SPNS2	0.73725
TAF1	0.66
AP1G2	0.162333333333333
RBM42	0.722666666666667
HCN2	0.580333333333333
EFHB	0.430666666666667
RUSC1	0.556333333333333
GRIK5	0.1075
USP21	0.480333333333333
ATAD3C	0.5875
ORMDL2	1.511375
PRSS7	-3.4245
PSAT1	-5.64225
FLJ13195	-0.6095
TBC1D1	0.215166666666667
IFNG	1.7695
OTOS	0.186333333333333
ZNF773	0.256333333333333
EMD	-1.50525
RETN	0.09475
CCL8	4.6445
APH1A	-0.246875
COX18	0.305875
GTF2IRD2	-0.97925
CCDC82	-1.17441666666667
PAFAH2	0.4651
NPEPL1	-0.315
RP11-114G1.1	0.2225
TP53INP1	0.5155
