Hybridization REF	TCGA-A8-A06Y-01A-21R-A00Z-07
FSTL5	-0.940166666666667
OR6A2	1.456
OTOA	0.655666666666667
EXOC1	0.688125
AHRR	-2.685375
PDAP1	-1.72708333333333
C19orf6	-0.40325
ZAN	0.328
LY6G6E	0.708
EIF4E2	-0.3045
C20orf198	-0.10825
ZNF324	0.765
CYP3A5	-3.44666666666667
ENTPD7	1.4755
MBOAT5	-0.069
GJB5	-1.62025
TTC13	1.06375
S100Z	-2.49633333333333
KIAA0664	-0.438666666666667
PDGFRB	1.4675
IL17D	-0.3905
OR56B4	0.9155
RDX	-1.13433333333333
SLC34A3	0.336
IL28B	0.461
JUND	1.40325
CHRNB1	0.434125
CAMK2B	2.07925
FETUB	-1.971
CXorf23	1.4765
MRTO4	-1.04475
TTC3	0.9959
NDUFB8	0.202833333333333
EDG2	-3.615
SEMA3G	0.536
IL23A	-2.14875
GRHL1	1.6213
LOC441054	-1.1375
WDR65	0.654125
PSTK	0.00225
STOML3	0.176
R3HDM2	-0.2393
C5	-1.5465
SLC2A10	1.2175
C3orf22	0.6525
PAQR3	-1.36530769230769
ANKRD26	-0.00791666666666668
HCRTR1	0.009
LOC399947	-0.247
PSD2	-0.60325
TIGD2	-0.5605
SCRN1	-0.745875
COQ10A	0.45175
DDI2	0.445
METTL7B	-0.789666666666667
UCN2	-0.39
FAM92A3	-0.052
WDR16	0.602
ZNF511	-0.3315
ZMYM5	0.328875
POLR3G	-2.9155
ZNF586	0.021
C1orf49	0.2574
TANK	-0.319
RCAN1	-0.547833333333333
PELI3	1.361
LIMD2	-1.13445454545455
TMEM189	-0.73
NTN4	0.775
LOC151300	-0.209
CLEC2A	-1.911
GPR135	-0.042
DPYSL4	-3.5379
JAK2	-0.0811666666666667
TSHZ1	0.467833333333333
TM9SF4	0.941875
ZNF264	1.23366666666667
SIRPG	-0.412375
BICD1	-1.1505
HERC6	1.92666666666667
METTL5	0.0015
CASP1	-1.316
PRRT1	-0.675666666666667
PLA2G4C	2.4765
ICA1L	0.264785714285714
TPTE2	-0.0216
OTUD7A	-0.2445
AQP11	-0.27375
APOA2	-4.3685
KALRN	-0.7339
SECTM1	0.5435
IFNAR1	0.5925
TALDO1	-0.220125
RAB11FIP4	1.75133333333333
EIF5A	-1.5665
FAM49A	0.69575
NEGR1	-0.642333333333333
YTHDC2	0.13575
EHD2	-1.041875
NCF1	0.504333333333333
SCRT2	0.133
HOXA5	-1.617
NUP133	1.11425
FGF12	2.0678125
SLMO2	0.158625
SNTA1	0.04375
CACNG2	-0.000500000000000056
GCM1	0.923125
ELF1	0.906833333333333
TLR5	4.2285
TCFL5	-1.2235
RBMY2FP	-0.8355
LOC100125556	0.85225
FAM129B	-0.433625
MAP3K7IP1	-0.552125
NCK2	0.3185
OXA1L	-0.8855
FMO9P	0.706
ZSCAN12	0.32525
PSMD12	-0.323583333333333
HSCB	-0.71625
CLDN10	-3.48625
MGC13053	-0.7585
HPCAL4	-0.763333333333333
ASZ1	-0.257
MEX3D	-0.911916666666667
NFAT5	0.5249
CSPG4LYP1	-0.194833333333333
FBXO3	1.6747
DVL1	-1.1395
CMKLR1	0.412166666666667
TYMS	-4.528875
PEF1	-0.03125
ZNF750	1.79116666666667
MCM5	-1.8502
MEGF11	-1.74175
KCNK7	0.187
PTP4A3	0.5085
C1QTNF2	-1.786
OR6S1	0.388
FAM122B	0.0765
ZNF551	-0.0465
HBQ1	-2.5655
GEMIN6	-0.1225
ARSK	-0.012
RBP7	3.3795
CPNE9	0.3795
DSC1	0.846
LOC730112	-0.96575
MAP2K4	1.227375
HS3ST5	-1.565
EPB41L3	-0.38825
TEKT2	2.57875
CDKN2B	-0.584333333333333
ZNF480	-0.09375
MAP3K6	-0.9823
MAP6	2.16633333333333
HN1	0.4606
OR2L13	-0.3582
SLC16A11	0.44525
FAM96A	-1.2395
APOL1	-1.23525
C5orf32	-0.40975
RTP1	-0.382833333333333
RNF175	-1.128875
ZBTB41	2.515375
AHCTF1	0.8438
SAE2	-0.3065
ITGA2	1.20958333333333
MME	-1.55616666666667
CCDC14	-1.531
MAST4	1.29335714285714
KRT33B	1.9205
KCTD2	-0.249833333333333
WDR26	1.44875
MFI2	0.65925
NR4A3	-0.956625
ARSA	-1.456
UNKL	0.0176666666666667
SULT6B1	0.2695
CCNA2	-3.29966666666667
SOX15	-0.8025
PPAPDC1B	0.749083333333333
C19orf44	-0.0205
MCAT	-0.03925
ARID1B	1.01675
OR52N1	0.6595
C12orf48	-2.0875
MAGI1	1.333
NIPA2	-0.9065
GBX2	-2.308
RSHL3	-0.418571428571429
RAVER1	-0.235166666666667
C15orf17	-0.971
SLC30A2	1.176125
ZNF518	0.4855
PCYT1B	-1.3155
C10orf114	1.44925
EIF3H	0.404583333333333
SLC25A39	-0.440166666666667
KIF1B	-0.520625
AMOTL2	-0.2125
C6orf120	1.33075
PSRC1	-2.989
PLA2G10	2.99075
KIF5C	0.482375
MRPL37	-1.3525
C17orf62	-0.329
C9orf135	-2.9425
DUSP10	0.4255
CLCNKB	-0.1715
PSMA5	-0.641625
C8orf53	0.5815
AMPD3	0.9065
PIAS1	-0.924
ADCYAP1R1	0.00399999999999998
GYLTL1B	1.728
CDH20	0.1268
FBXO7	-0.6225
TMEM134	0.9115
FLJ14213	0.140833333333333
ZNF3	0.18
LRRFIP1	-0.168
CNOT2	0.41375
ABI3	1.73675
ALDH5A1	0.7395
HNT	1.8164
SERPINA4	-2.1265
TK2	1.452
STMN1	-2.88477777777778
GUCA2A	-0.0913333333333333
GALNT10	0.298785714285714
DPP6	-0.619222222222222
C9orf93	0.4215
PRELID2	-0.298125
STK39	0.83275
SFTPA1	-1.48025
CKS2	-1.87133333333333
RHO	0.286125
C20orf135	0.02125
XKR3	-3.004
CR1	0.1725
RPS6KA2	0.610071428571429
C20orf112	0.31025
MRPL22	0.219
C4orf23	0.464
GADD45B	0.16575
KLHDC1	1.19133333333333
C2orf48	-1.821
ZNF287	1.477
DAAM2	-0.665
DPPA2	-2.87775
TCTN3	0.410666666666667
DNAJB11	0.8465
FPR1	1.53875
DEFB4	0.49
PTCD2	-0.3043
SMOC2	4.3785
CABP7	0.24175
SERPINB11	-0.3475
MAGEF1	0.2825
NDE1	-0.2845
ITGA10	0.293
FSHB	0.2205
ANXA2	0.761125
HORMAD2	-0.447
HLCS	0.78375
MCF2L	1.28916666666667
FH	0.86
TBC1D24	1.50475
KIAA1505	0.725
LGALS2	-3.5015
CNBD1	-0.916
SYNPO2L	0.07875
PTPN23	0.0228571428571429
C1orf183	-1.1445
MAGEA8	-3.22725
DGCR8	-1.47225
GSR	-0.59225
PAQR7	0.03675
ZNF676	-0.92975
CACNA1C	-0.0781
SP7	0.508
PDCD6	0.24875
NRN1L	-1.5555
BRI3BP	0.00866666666666664
KIAA1183	0.91475
ASB4	0.39975
CCL23	-0.2913
OBSL1	-0.790375
SLC12A7	-0.0873333333333333
KIAA0240	1.09325
CD1B	-3.0875
FCGR2A	-0.337125
MDC1	-2.306
HTR1A	-0.0268333333333333
OCEL1	0.5335
ATP11B	-0.166
FBXO34	0.300833333333333
PCDH12	3.6485
RPE	-0.40775
C17orf74	-0.353
CSDC2	-0.102166666666667
PET112L	0.04025
TMBIM1	-0.854875
P2RXL1	-0.0566666666666667
TCHP	-0.32625
TRMT1	-0.970333333333333
F2RL2	-0.545166666666667
LRRC32	2.2305
IMPG2	0.312
BGLAP	0.3265
LOC493869	-0.984333333333333
MRAS	1.279625
SLC35F5	1.25075
CBWD1	-0.043
AXL	-2.405625
ATP2C2	1.34325
TELO2	-0.031
PNPLA3	-5.26575
PCDHB14	2.65025
CD276	0.19825
KRT80	-1.018
DUSP28	-0.7685
CSNK1E	-1.30175
SRP14	0.568
KCNQ4	0.1785
KRT72	0.213833333333333
CCDC117	0.8455
C6orf89	0.254611111111111
TUBB2B	-1.11833333333333
RTN4IP1	-0.937
CR1L	-4.18133333333333
CEND1	0.228625
C12orf41	-0.482166666666667
RNF31	0.773
UBN1	0.434166666666667
C17orf32	0.5845
SLC5A7	1.351
GPR92	-0.522166666666667
ESAM	2.4059
CTNNA1	0.173666666666667
HRBL	0.2828
CBX4	0.1925
TMEM182	1.511
SH3TC2	-1.52616666666667
IL10	0.594833333333333
PXMP4	1.4825
RNF167	0.1582
PAK7	0.0261666666666666
ETV3	0.225
ATPIF1	-0.462666666666667
LOC554207	-1.985
OR8H1	0.268
WDFY3	1.30175
DPM1	-0.2495
GPSM1	0.11
WDR92	-0.2504
LRP1	-0.408166666666667
ANKH	-2.111375
THUMPD3	-0.672
POLR1B	-0.436
OLFM4	2.03566666666667
RAD9B	-0.50525
TSPY2	-2.9665
PAX6	1.23533333333333
SCG2	-3.601125
SLC17A6	0.44425
FMO3	2.04275
PADI4	0.03175
TUBB4	-1.1497
NLK	0.60075
POU4F3	0.123
SDF4	-0.595
ITGBL1	0.7555
NETO1	-1.504375
TAP2	-0.135375
ABBA-1	-0.79975
GNAI1	-1.28975
VPS4B	0.09225
NOPE	-0.1732
GALNT6	-0.800333333333333
SESN1	1.347375
GBE1	-1.35288888888889
CLASP1	-0.38225
RASGEF1B	0.8335
ACOT11	-0.355357142857143
AFAP1	0.59125
OR2H2	-0.02975
DPY19L2P1	-1.77525
DZIP1	-3.12
SEC22C	0.236916666666667
GPR161	-0.887083333333333
RNF146	0.6935
WDR74	-0.96825
GALP	0.0895
PURA	1.472
DNPEP	0.552333333333333
RP11-78J21.1	-0.911
ERBB2	2.599375
FANCM	-1.40116666666667
NEO1	0.505166666666667
DDX3Y	-5.1877
RPS3A	0.328
MXRA7	-0.644571428571428
LGALS3	-0.698333333333333
GLT8D1	0.22325
CFL2	-2.02533333333333
UPB1	0.085
NAP1L5	0.24825
CLDN14	-0.76525
DHX38	-0.271
BTBD1	-1.2965
TARS2	0.87
ABCF1	-0.1827
FCF1	0.354833333333333
LRRC49	-0.06625
GUCY1B2	1.438
C1orf177	0.699833333333333
SMARCA4	-0.739071428571429
LRP8	-3.73616666666667
TAGLN3	-1.358
MRPL14	0.3285
TTRAP	0.19575
ZDHHC20	-0.093
NFE2L3	-0.26825
KIAA1377	0.21075
PALMD	-0.0633
TMEM43	-0.6095
TTL	-2.343875
STAT5B	-0.8835
SSB	-0.7035
OR10H5	0.12
SLC22A13	0.01025
AKAP3	0.408
TIMM23	0.649666666666667
OAS2	2.9945
KIAA0423	1.501
TRIM11	1.38316666666667
GLIS3	3.47125
TMEM50B	1.12333333333333
ARHGEF4	-2.246375
DEGS1	0.436090909090909
TBL1XR1	1.1294
G6PD	-2.3535
SP140	0.8687
MUC17	-0.11725
NUDC	-0.5051
DNAJC5B	5.25
SCARA3	0.183833333333333
CPA3	3.93733333333333
BCAT2	0.814125
MFN1	-0.2351
NRG3	-0.123
SNX11	0.658
PLEKHH1	-1.1675
GPR177	-0.269166666666667
HCFC2	0.4875
TCAP	-0.6595
MOCOS	-1.57875
C14orf93	-0.16725
PRDM10	-0.1635
SLC16A4	1.69983333333333
SRGAP1	0.074
VIP	0.35875
DUSP27	0.3995
LILRA1	-0.2711
MC2R	0.16
MGC24103	-3.6685
MBTD1	-1.593
FUT11	-0.741
USP33	1.3008
C15orf39	-1.9835
MAP3K12	0.0585
PAAF1	-0.553666666666667
BARHL1	-0.1995
FLJ16165	-0.3835
PIWIL2	-1.85325
SYNE1	-0.165666666666667
CMTM4	1.142
TSPYL1	1.409
GUF1	-0.191166666666667
TMEM157	2.1835
WDR44	-0.11325
HIST1H3C	-0.5185
DKFZp666G057	0.5995
RNPEP	0.97075
GAS2L2	1.32883333333333
ADH4	-4.871
GRPR	5.509
FBXL17	-1.186
ZBTB10	1.17025
Gcom1	-0.317611111111111
HTRA1	0.6374
ZNF585A	-0.100666666666667
SLC26A2	0.449785714285714
OTOP3	0.2284
WISP1	0.692666666666667
ATP2B4	-0.272583333333333
FLJ10769	0.91325
CRAMP1L	0.0725
CHST12	0.16075
RAB22A	1.1995
TARDBP	-0.170285714285714
STAU1	0.16325
CRB3	2.65583333333333
MIG7	-2.842
CHMP1A	0.144833333333333
ZNF160	0.033375
B3GALT6	-0.654125
BARX1	-2.29216666666667
C6orf167	-1.0825
NXNL1	0.4895
DHX29	1.337875
HADHB	0.356
PLXNB2	-0.20975
ILDR1	-0.41625
SLC15A3	1.344
GAS2	-4.736
C20orf69	-1.31425
NUMB	0.4635
TNIP1	-0.315625
MESP1	1.03683333333333
PSKH1	0.34575
NSFL1C	-0.385875
RHOG	-0.3035
HEY1	-1.75116666666667
KNG1	-1.946625
ITGAX	0.8492
LIN9	-0.6245
CANT1	0.946
XRN1	0.864571428571429
CCDC96	1.726
HEATR6	-1.1755
GNG7	0.617833333333333
RUNX2	-0.00475
SOX1	-0.388166666666667
FCRL5	0.0816666666666667
ZNF99	0.292875
FAM9A	0.811
SNX22	0.347166666666667
MBNL3	-2.1215
ODC1	-2.2488
ADORA2B	-0.745166666666667
NR2F6	-0.24325
ZFYVE16	0.364111111111111
SYNJ2BP	0.8478
POLE	-1.235
E2F2	-1.778875
THRA	-0.564333333333333
PTGES2	-1.01416666666667
HIP1R	0.740833333333333
TMUB1	-0.808833333333333
ENO3	-2.40375
RSPH10B	-0.409
CXorf39	1.62925
IRGC	0.09925
GPR109B	-0.16625
FLJ13305	-1.476
LCE3A	-0.446
TNFRSF18	0.269833333333333
DET1	-0.27775
TRPM3	-0.298636363636364
C16orf79	-1.4955
FECH	-1.1695
RAP2A	0.6855
CRIP1	2.05983333333333
AZIN1	-0.304375
SLC7A7	2.641
IL10RA	-0.5928
TMEM64	-1.5285
CDC42EP4	1.353
C16orf58	0.0581
ARG2	-1.799
POU5F1P4	-4.89925
FAM62B	-0.0695
DNAH8	-1.54366666666667
ASH2L	0.5485
TSLP	-4.2445
CNTNAP5	1.31966666666667
TMEM16C	-0.67525
IFNA14	1.225
SLC1A3	-1.27275
CABYR	-0.42175
BCL7B	-0.2515
NUDT13	-0.532166666666667
C13orf28	0.03325
C1orf53	2.38525
ARL6IP4	0.4396
RPL35A	0.3725
EMR3	0.257
RAB40C	0.245416666666667
SLC41A1	0.0295
LRCH1	-0.2695
LY6G5B	-0.815
FAM124A	-0.293357142857143
MGC10981	1.005
CLIP3	-0.8494
MAP4K2	-0.1155
CHIC1	1.1025
SULF1	2.19566666666667
C20orf30	0.1105
PRDM5	-1.05525
ELOVL1	-0.6095
C11orf48	-0.032875
SLC39A10	-0.435
KCNV1	0.08725
ACP1	-0.598333333333333
ZMYM2	0.247875
B3GNT6	0.021
C9orf69	0.18675
C2orf15	1.755
C20orf166	-0.564
HSP90AA6P	0.8795
EDG7	-0.5475
NEURL	-0.727625
LPL	-0.470833333333333
CLEC2D	-0.448285714285714
GRRP1	1.06466666666667
CD8B	-3.8385
HIST1H3D	-0.4165
SLC6A12	3.958625
FAM27L	-0.14
CD84	-0.00200000000000002
RASA1	0.074
PHKG1	-0.6835
MAGEA11	-1.6215
IMPA1	-0.6811
NPM3	-2.05475
RARRES1	1.96675
SH3BP1	-0.384875
B3GNTL1	0.499
ARPC5L	0.0983333333333333
KLHL26	0.252
SIM2	2.20125
GJC1	0.3785
C20orf194	0.87025
EXO1	-2.347
SLC2A2	-2.38633333333333
LOC285074	-0.28475
LRG1	3.723
KIRREL	-0.0105
PIK3R1	1.50335714285714
C4orf34	1.4295
MAF	-1.61805555555556
ADCY4	3.259
ZMIZ2	0.975
SLC46A3	3.84216666666667
STAMBP	0.469666666666667
CCDC16	0.695
MS4A12	1.6985
TCF20	-0.5055
LRRC46	2.1355
C20orf152	0.74925
MRPS6	-0.204375
ABCB11	0.1255
KCNC2	0.312666666666667
CDH19	-2.53933333333333
C9orf123	0.0175
SSH3	0.972125
LDLRAD1	2.6485
CCBE1	-0.811
ZNF135	0.981
TAAR1	null
WFDC12	-0.5005
CCDC42	-0.520166666666667
FLJ12529	-0.38325
PER1	-1.1372
TIMM50	-0.453
SMARCAD1	-0.0365
FAM26C	0.7795
TP53TG3	-3.08333333333333
SH3RF1	2.0022
LMCD1	1.07775
GPR63	0.273
FLJ21986	-3.468625
AIFM3	0.0335
MICAL1	0.439666666666667
BLZF1	1.46716666666667
IQCA	-0.838666666666667
PCDHGC3	0.117
SAC	0.52
BCL6B	2.28666666666667
DDO	1.3615
MARCO	1.3125
DCHS1	0.275166666666667
C1orf170	0.207
CD200R1	0.598666666666667
C22orf15	-0.3925
SEPT11	-0.110333333333333
ADNP	-0.0765
UST	-0.8836
C13orf34	-0.778833333333333
RFFL	0.0937142857142857
APBA3	0.2185
C2orf60	-0.675
CUTL1	0.0382
PMS1	-0.976625
ZNF689	-0.0425
EIF3E	-0.228166666666667
IL9	-0.12325
RPL31	-0.37925
LY9	-0.5188
ATP2B3	0.922
KDELR2	1.26883333333333
TFCP2	0.7575
NLRP12	2.294625
FLJ45422	-0.2255
TLE4	-2.7023
ZNF570	-0.306
FLJ43806	-1.258
TLK2	-0.139
CIR	0.85575
MARS2	0.131
COL24A1	2.13625
SDF2L1	0.134
HIBADH	0.522666666666667
IGFBP3	-2.66892857142857
C12orf23	1.204875
PSPC1	-0.05675
C20orf43	0.3805
TRAV20	1.4065
ARHGAP24	-0.41
KIAA1975	-2.01175
C1QA	2.9159
DNTT	-4.77733333333333
C10orf6	0.14175
C11orf41	-0.126625
HNRPF	0.23225
COL11A1	4.25016666666667
UBAP2	0.370666666666667
CDKN2AIPNL	-1.462
C20orf174	0.94925
SPRED2	-0.226
PLA2G12A	0.628
ICEBERG	-1.57116666666667
SCN10A	0.267
C11orf65	0.12825
GBP5	2.0995
PITPNC1	-2.08116666666667
POU3F3	-0.7655
NCOA7	-0.22075
LIN7C	0.6298
LOC348840	-1.454
NKX2-2	-0.02375
ANKRD13D	-0.166375
LOC123688	-0.8685
FUT2	2.87516666666667
TAAR8	0.642
FZD4	-0.651083333333333
PNMA3	0.267333333333333
OR4L1	0.4825
WIT1	-0.18
EXOC3L	1.80075
ATPBD4	-0.5084
KRBA1	0.33175
UBXD6	0.3025
HOXB7	0.0245
C7orf23	0.1735
UNQ338	0.5175
STAB2	0.306
CDC20B	0.31175
IRF9	2.4665
CENTG1	-0.58425
TNPO2	-0.95
MCPH1	0.716875
BMS1P5	-1.1905
SLC26A7	0.41
HIST1H3J	1.3205
C9orf3	-1.0834
LBH	1.011
MYO1D	0.76675
PTDSS2	-0.23375
NFU1	0.59675
DEPDC4	-0.43425
WNT7B	0.5291
GLP2R	-0.277
SETD4	-0.1062
DYNLT3	0.036
FKBP11	1.79366666666667
SESTD1	0.520666666666667
FLII	0.25725
RPS16	-0.2998
CHPF	-0.1285
CSNK2A1	0.1195
SUMO1P1	-0.432
FKBP6	0.4635
ZNF214	1.60683333333333
TWIST1	-1.45466666666667
DDX56	-0.8885
TRAM1L1	1.873
EPO	1.58983333333333
MRPS18B	-0.01375
ZNF682	-0.791666666666667
RPL14	-0.0483333333333333
MAFF	-0.88325
LOC51136	-0.241375
LY96	-0.3425
DDX20	-1.081
ABTB1	0.5935
ARL5A	0.4713
CCT6A	-0.58825
HEPACAM	-1.6575
EHHADH	-0.00499999999999999
RBAK	0.282833333333333
CGB1	-0.41075
ITGB5	-0.7706
YIPF3	0.11925
FKBP2	0.684
NR1D1	-0.952
TMEM110	0.0495
NEK2	-1.86866666666667
PRAMEF8	-3.123
C20orf52	0.171
PCDHGA3	1.5165
VWA3B	0.363
NDUFA5	-0.154125
THAP9	-0.3585
FLVCR2	-1.10283333333333
AP1S1	-1.648625
SMAD6	-1.66075
SAV1	0.7715
SAT1	-0.87
ZNF251	-0.35275
ADAMTS7	0.0597
RPP38	0.20175
C1orf211	-2.7505
YPEL2	1.77175
RBMS1	-1.1435
ZNF445	-0.0581666666666667
NRXN2	-0.336833333333333
PGBD4	-0.243125
UGT2B28	-2.86125
WBSCR16	-1.2925
NLRC3	-0.259625
ASTL	0.3265
ST6GALNAC1	-2.74825
ZADH2	-0.327125
MLLT4	0.809166666666667
ARL6	1.13283333333333
MEF2C	0.229
CBFA2T3	-0.773
AFF3	2.17178571428571
COG7	0.715833333333333
MYB	1.303
PLXNA3	0.0205
XRCC2	-1.873
MMS19	-0.23425
ST8SIA5	-0.763125
CHPT1	-0.578333333333333
KIAA1712	-0.4445
OR6X1	0.6115
ACTR3	-0.118125
UGCG	2.71183333333333
OR4P4	0.304
ZAP70	-3.4895
LPP	1.0245
ZNF485	0.34325
PTPRCAP	-1.45925
IL12RB1	0.24675
ATRX	0.5315
CHST8	-1.846875
C14orf109	0.171
ARV1	1.06975
NMB	-1.10242857142857
COX5A	-1.3645
EIF6	-0.304
MPPED2	-1.10816666666667
SEMG1	-1.942
CHRDL1	-0.596
TRAF3IP2	0.3985
WNK2	0.11625
LILRA4	2.225
LAMA2	2.268
PXT1	-0.124
RLBP1	-3.19125
CD300C	-0.3005
SLTM	-0.465375
FLJ10404	-0.4424375
APOBEC3D	-3.20383333333333
RENBP	0.181166666666667
ATXN7L1	-0.589875
NID1	-0.3265
TUBGCP3	-0.476375
ITIH5	0.603666666666667
CCDC110	3.46925
C8A	-2.811
MGC87042	0.59075
HOXC13	2.18925
TFDP2	-0.348
HCP5	1.816625
POLI	-0.2915
UCN	-0.452833333333333
ZNF764	0.338
C8orf45	0.8105
FHL3	-1.4095
SPATA5L1	-1.20075
MMRN2	2.58616666666667
NDST1	0.456333333333333
COL20A1	-0.526666666666667
ZNF248	-0.487833333333333
PELP1	0.0296666666666667
MBL2	-2.91416666666667
RNF41	0.254625
C5orf24	1.07775
THOC5	-0.7645
SERINC3	0.819
RP11-151A6.2	0.42025
CDCP2	0.54575
HIST1H2AA	0.66175
C11orf75	0.341
FKBP7	-1.09375
DDOST	-0.77875
GPNMB	-1.27666666666667
TTF2	-1.45816666666667
KCNT1	0.0475
SLC39A14	-0.35725
NGRN	-0.0101
GPR137B	3.64725
MECP2	0.524
PSMA1	-0.307
C16orf73	-4.80175
TMEM60	-0.234666666666667
CSN3	-0.4995
NOS1	0.520833333333333
RAB7L1	0.903166666666667
YBX2	0.479
KIAA1166	0.089875
FUBP3	0.198166666666667
ABCG1	1.878
ACACA	-0.368583333333333
ARL11	2.8235
ATOH1	0.251
ODF1	0.379
CREB3L3	-2.31066666666667
TMEM127	1.28442857142857
DSCAML1	-0.33025
PLN	2.222
LYPLA1	0.03175
PRDM9	-1.832
SASP	-1.78575
PLUNC	2.31183333333333
INTU	1.20025
HISPPD1	0.51425
LNPEP	0.2625
YARS2	-0.2195
APCDD1L	-0.3225
ZCCHC4	-0.6564
FBXO22	-0.758
TTLL13	-0.9635
ZNF669	0.539833333333333
PTGDR	1.337
DDX27	0.22375
KIAA0409	-0.0248333333333333
GJB6	-0.0985
ASB8	1.449
PLP2	-1.0925
MEPE	0.0765
OR10J5	-0.159
KRT222P	1.71925
COQ7	0.600666666666667
C1orf101	1.22425
RERG	6.2299
CHMP5	1.044375
THAP11	-0.084
ZNF43	-0.702666666666667
ZRANB3	-1.05466666666667
KRT13	-1.127625
MRPL19	-0.43125
RBBP9	0.340625
SPATA17	1.714125
BXDC5	-0.496833333333333
PAFAH1B1	-0.18
MAGEE1	0.329
OSTF1	0.189
KIAA0323	0.0474166666666667
TXNDC13	1.183
CNTN4	-0.4335
LCE1B	-0.6405
UNQ501	1.173
ZNF154	0.6595
C3orf64	0.31125
SYT5	-0.1806
PON1	1.36166666666667
FLJ10357	-0.571875
ATP4A	-1.8705
GNPDA1	-1.166
MGAT1	0.785666666666667
C14orf121	0.24175
SLC35B2	-0.00775000000000001
MIER3	0.395833333333333
CHEK1	-3.020375
ZNF8	-0.0228333333333333
TXNDC1	-0.301333333333333
CKB	-1.6258
RTN3	0.581285714285714
FZD2	0.73
PART1	-0.57575
PSMB6	0.1345
PCDHB8	2.771
PHC3	-0.015
PPP1R8	-1.02116666666667
NOVA2	1.49916666666667
TNFRSF11B	-4.544
GOLPH3	1.24233333333333
UBLCP1	-0.2415
SUHW3	0.11975
TTLL1	0.5685
OPN4	0.3805
OR13G1	0.0635
ZPBP2	0.809666666666667
HSD17B11	-2.839375
C9orf50	2.02
DHDDS	-0.489
CTSW	-0.218333333333333
NEFM	-3.72033333333333
MRPL28	-0.502
SYN1	0.0105
PIGV	-0.706
ZIM2	1.17825
APBB1	-0.584666666666667
SND1	0.2835
C1orf123	-0.907666666666667
CHD3	-0.51075
BHLHB8	-0.023
RNASE2	-0.916
BCAP31	0.23775
SLC25A44	0.895333333333333
CHD6	0.9236
PIB5PA	1.93146153846154
SELS	0.286875
LOC541471	-0.22525
FAT2	-0.218
ZNF81	-0.0495
OR4C16	0.8095
FLJ10081	-0.1851
LRRC4	1.20475
CS	0.320833333333333
N4BP2	0.262875
IGFBP7	1.262
ZNF318	-0.159833333333333
NDNL2	0.386875
ZNF609	-0.359875
SIRT4	0.43675
EXOSC10	-0.17
ECE2	0.0381666666666667
OVGP1	1.541
GTPBP3	-0.8435
PACS2	0.1657
C19orf36	0.5945
ARL4C	-2.317125
ATG4B	-0.412875
UBQLNL	0.35975
RHOXF2B	-3.5725
PLEKHG2	-1.5035
GALR1	-0.2035
AQP4	0.3632
HDAC7A	0.0625
DCUN1D3	0.34025
OR8A1	-0.168
CCRN4L	1.184125
CBR4	-0.5965
KIFC1	-3.34933333333333
SLC7A14	-0.999166666666667
LHX5	-0.2125
TRPC7	-0.818
LPXN	-1.776
SERPINA1	1.039875
RPS13	-0.5059
BPIL3	0.1345
PRKAA1	-0.715
FADS2	-0.628
ENAH	1.4121875
PRO1768	-0.6285
APBA2BP	0.4495
LIPH	2.27483333333333
C3orf33	0.90875
RCC2	-0.928357142857143
ALDH1A2	-3.6051
RNF103	2.22775
AHCY	-0.893375
ALG12	-0.076
CCL17	-0.41925
ZNF543	1.359
ESRRG	2.9181
CNGA1	0.70175
RDH5	-1.35433333333333
OTX1	0.6669
PTGFR	-2.4296
CDR2	0.1595
SELE	2.0255
NLGN2	-1.03166666666667
EXOSC9	-0.9755
ZNF566	0.0658333333333334
KLRC2	-4.9525
GPR12	0.537
KIAA0196	1.69775
PDRG1	-0.1035
SSR3	0.976357142857143
MSI1	-0.4505
CST9	4.5425
CC2D1A	0.29225
PLAGL1	0.0718888888888889
ZNF778	1.4255
RNF2	0.969375
KLF6	0.247666666666667
THBD	0.8925
tcag7.1314	1.336
NR5A1	-0.108666666666667
ABCD2	-0.01275
DNAJC7	-2.01725
CLEC4C	0.1265
TM2D3	-0.329875
CCDC4	-0.869
PLAC2	-3.16
DCD	-0.0735
FAAH	0.931375
POLA1	-0.380833333333333
TM7SF2	0.3265
FLJ39822	1.393
FLOT2	-0.4665
MAP4K1	-0.9375
SRP68	0.49975
C21orf74	-0.132
ARPC5	0.8035
LOC126075	2.16925
HECW2	0.366875
ZDHHC4	-0.12425
ANKRD42	2.3409
PDE9A	0.217166666666667
ABCA8	-0.69575
NDUFS2	0.86725
UBR5	0.165
BTBD16	-2.5625
LOC554174	-0.4085
ZNF20	1.263
KIAA1843	1.6135
WDR17	0.607
C15orf33	-0.7885
RNF113A	0.2995
CAMKK1	-0.5586
CLCN2	-0.53475
ANXA6	-1.976
LOC340069	0.9375
EMID1	-0.279
DPM3	-0.0566666666666667
ELA1	0.2505
SLC25A13	-0.4436
KRT24	3.662
SMPD1	0.2475
TH	0.025125
COL6A2	-0.845714285714286
ANKS1B	1.84325
GPR126	-3.5733
ZC3H12A	-0.463666666666667
TMEM47	-0.378166666666667
C2orf51	-0.22
C1orf88	2.92016666666667
HSF2BP	-0.67725
AKAP10	0.2315
RPAP3	-0.107
KLHDC8B	0.2855
STOM	-0.6137
MUPCDH	-0.032375
C10orf72	-0.225857142857143
PLEKHA3	1.08658333333333
TCP11L1	-0.152
CWF19L1	-0.060375
SPEF1	1.684
